Orthogroup	Syap	Pram
OG0000586	Syap.g_01525	Pram.g_00551
OG0000587	Syap.g_01523	Pram.g_00552
OG0000588	Syap.g_00776	Pram.g_00556
OG0000589	Syap.g_00941	Pram.g_00559
OG0000590	Syap.g_00940	Pram.g_00560
OG0000591	Syap.g_01289	Pram.g_00564
OG0000592	Syap.g_01288	Pram.g_00565
OG0000593	Syap.g_00890	Pram.g_01078
OG0000594	Syap.g_00891	Pram.g_01077
OG0000595	Syap.g_00892	Pram.g_01076
OG0000596	Syap.g_00898	Pram.g_01073
OG0000597	Syap.g_00903	Pram.g_01070
OG0000598	Syap.g_00904	Pram.g_01069
OG0000599	Syap.g_00908	Pram.g_01066
OG0000600	Syap.g_00909	Pram.g_01065
OG0000601	Syap.g_00910	Pram.g_01064
OG0000602	Syap.g_00640	Pram.g_01062
OG0000603	Syap.g_00641	Pram.g_01061
OG0000604	Syap.g_02769	Pram.g_01060
OG0000605	Syap.g_02501, Syap.g_02771	Pram.g_01059
OG0000606	Syap.g_02506	Pram.g_01056
OG0000607	Syap.g_00093	Pram.g_01053
OG0000608	Syap.g_00094	Pram.g_01052
OG0000609	Syap.g_00096	Pram.g_01051
OG0000610	Syap.g_01963	Pram.g_01045
OG0000611	Syap.g_01958	Pram.g_01042
OG0000612	Syap.g_01957	Pram.g_01041
OG0000613	Syap.g_02480	Pram.g_00763
OG0000615	Syap.g_00154	Pram.g_00795
OG0000616	Syap.g_00127	Pram.g_01927
OG0000617	Syap.g_00513	Pram.g_01024
OG0000618	Syap.g_00514	Pram.g_01023
OG0000619	Syap.g_00515	Pram.g_01022
OG0000620	Syap.g_00520	Pram.g_01019
OG0000621	Syap.g_00521	Pram.g_01018
OG0000622	Syap.g_00523	Pram.g_01017
OG0000623	Syap.g_00526	Pram.g_01016
OG0000624	Syap.g_00527	Pram.g_01014
OG0000625	Syap.g_00528	Pram.g_01013
OG0000626	Syap.g_00529	Pram.g_01012
OG0000627	Syap.g_00848	Pram.g_01011
OG0000628	Syap.g_00850	Pram.g_01010
OG0000629	Syap.g_02334	Pram.g_01008
OG0000630	Syap.g_02793	Pram.g_01005
OG0000631	Syap.g_01724	Pram.g_00913
OG0000632	Syap.g_01725	Pram.g_00914
OG0000633	Syap.g_01726	Pram.g_00915
OG0000634	Syap.g_00190	Pram.g_00805
OG0000635	Syap.g_00191	Pram.g_00806
OG0000636	Syap.g_00193	Pram.g_00808
OG0000637	Syap.g_00195	Pram.g_00810
OG0000638	Syap.g_00196	Pram.g_00811
OG0000639	Syap.g_00197	Pram.g_00812
OG0000640	Syap.g_00198	Pram.g_00813
OG0000641	Syap.g_00203	Pram.g_00817
OG0000642	Syap.g_02732	Pram.g_00818
OG0000643	Syap.g_02731	Pram.g_00819
OG0000644	Syap.g_02730	Pram.g_00820
OG0000645	Syap.g_02726	Pram.g_00821
OG0000646	Syap.g_02723	Pram.g_00823
OG0000647	Syap.g_02721	Pram.g_00825
OG0000648	Syap.g_02719	Pram.g_00827
OG0000649	Syap.g_02718	Pram.g_00828
OG0000650	Syap.g_02717	Pram.g_00829
OG0000651	Syap.g_02716	Pram.g_00830
OG0000652	Syap.g_02715	Pram.g_00831
OG0000653	Syap.g_02713	Pram.g_00833
OG0000654	Syap.g_02711	Pram.g_00834
OG0000655	Syap.g_02710	Pram.g_00835
OG0000656	Syap.g_02706	Pram.g_00838
OG0000657	Syap.g_01845	Pram.g_00845
OG0000658	Syap.g_01841	Pram.g_00847
OG0000659	Syap.g_01840	Pram.g_00848
OG0000660	Syap.g_01835	Pram.g_00852
OG0000662	Syap.g_00823	Pram.g_00857
OG0000663	Syap.g_00826	Pram.g_00859
OG0000664	Syap.g_00828	Pram.g_00860
OG0000665	Syap.g_02331	Pram.g_00866
OG0000666	Syap.g_01573	Pram.g_00867
OG0000667	Syap.g_01979	Pram.g_00872
OG0000668	Syap.g_02765	Pram.g_00713
OG0000669	Syap.g_02371	Pram.g_00724
OG0000670	Syap.g_02368	Pram.g_00727
OG0000671	Syap.g_01260	Pram.g_00729
OG0000672	Syap.g_01257	Pram.g_00732
OG0000673	Syap.g_01253	Pram.g_00735
OG0000674	Syap.g_01251	Pram.g_00737
OG0000675	Syap.g_01250	Pram.g_00738
OG0000676	Syap.g_01248	Pram.g_00740
OG0000677	Syap.g_01246	Pram.g_00741
OG0000678	Syap.g_01239	Pram.g_00743
OG0000679	Syap.g_00157	Pram.g_00747
OG0000680	Syap.g_00158	Pram.g_00748
OG0000681	Syap.g_00163	Pram.g_00751
OG0000682	Syap.g_00165	Pram.g_00752
OG0000683	Syap.g_00166	Pram.g_00753
OG0000684	Syap.g_00169	Pram.g_00754
OG0000685	Syap.g_00172	Pram.g_00756
OG0000686	Syap.g_00173	Pram.g_00757
OG0000687	Syap.g_00174	Pram.g_00758
OG0000688	Syap.g_00178	Pram.g_01036
OG0000689	Syap.g_00180	Pram.g_01035
OG0000690	Syap.g_00181	Pram.g_01034
OG0000691	Syap.g_00182	Pram.g_01033
OG0000692	Syap.g_00184	Pram.g_01031
OG0000693	Syap.g_00185	Pram.g_01030
OG0000694	Syap.g_00186	Pram.g_01029
OG0000695	Syap.g_01729	Pram.g_00917
OG0000696	Syap.g_01730	Pram.g_00918
OG0000697	Syap.g_01734	Pram.g_00919
OG0000698	Syap.g_01737	Pram.g_00922
OG0000699	Syap.g_01738	Pram.g_00923
OG0000700	Syap.g_01739	Pram.g_00924
OG0000701	Syap.g_01740	Pram.g_00925
OG0000702	Syap.g_01747	Pram.g_00927
OG0000703	Syap.g_01750	Pram.g_00928
OG0000704	Syap.g_01753	Pram.g_00930
OG0000705	Syap.g_02022	Pram.g_00936
OG0000706	Syap.g_02020	Pram.g_00937
OG0000707	Syap.g_02019	Pram.g_00938
OG0000708	Syap.g_02016	Pram.g_00940
OG0000709	Syap.g_00121	Pram.g_00944
OG0000711	Syap.g_02686	Pram.g_00963
OG0000712	Syap.g_02688	Pram.g_00964
OG0000713	Syap.g_02689	Pram.g_00965
OG0000714	Syap.g_02691	Pram.g_00966
OG0000715	Syap.g_02693	Pram.g_00968
OG0000716	Syap.g_02696	Pram.g_00970
OG0000717	Syap.g_02697	Pram.g_00971
OG0000718	Syap.g_02701	Pram.g_00973
OG0000719	Syap.g_02767	Pram.g_00975
OG0000720	Syap.g_02780	Pram.g_00986
OG0000721	Syap.g_02782	Pram.g_00990
OG0000722	Syap.g_02783	Pram.g_00991
OG0000723	Syap.g_00532	Pram.g_00995
OG0000725	Syap.g_01559	Pram.g_00887
OG0000726	Syap.g_01560	Pram.g_00886
OG0000727	Syap.g_01561	Pram.g_00885
OG0000728	Syap.g_01564	Pram.g_00883
OG0000729	Syap.g_01122	Pram.g_01208
OG0000730	Syap.g_00572	Pram.g_01182
OG0000731	Syap.g_00560	Pram.g_00335
OG0000733	Syap.g_01971	Pram.g_01547
OG0000734	Syap.g_02628	Pram.g_01156
OG0000735	Syap.g_00244	Pram.g_01154
OG0000736	Syap.g_00243	Pram.g_01153
OG0000737	Syap.g_00242	Pram.g_01152
OG0000738	Syap.g_00236	Pram.g_01148
OG0000739	Syap.g_00235	Pram.g_01147
OG0000740	Syap.g_00234	Pram.g_01146
OG0000741	Syap.g_00231	Pram.g_01144
OG0000742	Syap.g_00229	Pram.g_01141
OG0000743	Syap.g_00226	Pram.g_01139
OG0000744	Syap.g_00225	Pram.g_01137
OG0000745	Syap.g_00222	Pram.g_01136
OG0000746	Syap.g_00220	Pram.g_01134
OG0000747	Syap.g_00219	Pram.g_01133
OG0000748	Syap.g_00212	Pram.g_01129
OG0000749	Syap.g_00211	Pram.g_01128
OG0000750	Syap.g_00210	Pram.g_01127
OG0000751	Syap.g_00205	Pram.g_01124
OG0000752	Syap.g_01793	Pram.g_01122
OG0000753	Syap.g_02775	Pram.g_01119
OG0000754	Syap.g_01883	Pram.g_01117
OG0000755	Syap.g_01893	Pram.g_01111
OG0000757	Syap.g_00427	Pram.g_01103
OG0000758	Syap.g_00428	Pram.g_01102
OG0000759	Syap.g_00429	Pram.g_01101
OG0000760	Syap.g_00430	Pram.g_01100
OG0000761	Syap.g_00431	Pram.g_01099
OG0000762	Syap.g_00434	Pram.g_01098
OG0000763	Syap.g_02624	Pram.g_01096
OG0000764	Syap.g_02623	Pram.g_01095
OG0000765	Syap.g_02440	Pram.g_01087
OG0000766	Syap.g_02439	Pram.g_01086
OG0000767	Syap.g_02437	Pram.g_01084
OG0000768	Syap.g_02436	Pram.g_01083
OG0000769	Syap.g_02434	Pram.g_01081
OG0000770	Syap.g_02431	Pram.g_00570
OG0000772	Syap.g_02295	Pram.g_01569
OG0000773	Syap.g_00885	Pram.g_01221
OG0000774	Syap.g_01473	Pram.g_01223
OG0000775	Syap.g_01475	Pram.g_01225
OG0000776	Syap.g_01476	Pram.g_01226
OG0000777	Syap.g_01478	Pram.g_01227
OG0000778	Syap.g_01479	Pram.g_01228
OG0000779	Syap.g_01494	Pram.g_01232
OG0000780	Syap.g_01496	Pram.g_01233
OG0000781	Syap.g_02609	Pram.g_01236
OG0000782	Syap.g_02611	Pram.g_01237
OG0000783	Syap.g_02612	Pram.g_01238
OG0000784	Syap.g_02613	Pram.g_01239
OG0000785	Syap.g_02281	Pram.g_01241
OG0000786	Syap.g_02287	Pram.g_01244
OG0000787	Syap.g_02288	Pram.g_01245
OG0000788	Syap.g_01932	Pram.g_01271
OG0000789	Syap.g_00372	Pram.g_01281
OG0000791	Syap.g_02520	Pram.g_01461
OG0000792	Syap.g_02519	Pram.g_01460
OG0000793	Syap.g_02141	Pram.g_01456
OG0000794	Syap.g_02200	Pram.g_01455
OG0000795	Syap.g_02199	Pram.g_01454
OG0000796	Syap.g_02448	Pram.g_01450
OG0000797	Syap.g_02449	Pram.g_01449
OG0000798	Syap.g_01363	Pram.g_01444
OG0000798	Syap.g_01269	Pram.g_01415
OG0000799	Syap.g_02488	Pram.g_01398
OG0000800	Syap.g_02487	Pram.g_01397
OG0000801	Syap.g_02486	Pram.g_01396
OG0000802	Syap.g_02659	Pram.g_01394
OG0000803	Syap.g_02109	Pram.g_01392
OG0000804	Syap.g_02113	Pram.g_01391
OG0000805	Syap.g_02115	Pram.g_01389
OG0000806	Syap.g_02117	Pram.g_01387
OG0000807	Syap.g_02118	Pram.g_01386
OG0000808	Syap.g_02119	Pram.g_01385
OG0000809	Syap.g_02122	Pram.g_01383
OG0000810	Syap.g_02124	Pram.g_01382
OG0000811	Syap.g_02472	Pram.g_01375
OG0000812	Syap.g_02474	Pram.g_01373
OG0000813	Syap.g_02475	Pram.g_01372
OG0000814	Syap.g_02753	Pram.g_01370
OG0000815	Syap.g_02752	Pram.g_01369
OG0000816	Syap.g_02289	Pram.g_01367
OG0000817	Syap.g_02527	Pram.g_01366
OG0000818	Syap.g_02001	Pram.g_01361
OG0000819	Syap.g_02002	Pram.g_01360
OG0000820	Syap.g_02003	Pram.g_01359
OG0000821	Syap.g_02009	Pram.g_01355
OG0000822	Syap.g_02011	Pram.g_01354
OG0000824	Syap.g_00008	Pram.g_01350
OG0000825	Syap.g_00009	Pram.g_01349
OG0000826	Syap.g_00010	Pram.g_01348
OG0000827	Syap.g_00011	Pram.g_01347
OG0000828	Syap.g_00014	Pram.g_01344
OG0000829	Syap.g_00015	Pram.g_01343
OG0000830	Syap.g_00016	Pram.g_01342
OG0000831	Syap.g_00019	Pram.g_01340
OG0000832	Syap.g_00752	Pram.g_01330
OG0000833	Syap.g_00021	Pram.g_01321
OG0000834	Syap.g_00023	Pram.g_01320
OG0000835	Syap.g_00024	Pram.g_01319
OG0000836	Syap.g_00026	Pram.g_01318
OG0000837	Syap.g_00027	Pram.g_01317
OG0000838	Syap.g_00031	Pram.g_01314
OG0000839	Syap.g_00032	Pram.g_01313
OG0000840	Syap.g_00033	Pram.g_01312
OG0000841	Syap.g_00034	Pram.g_01311
OG0000842	Syap.g_00035	Pram.g_01310
OG0000843	Syap.g_00036	Pram.g_01309
OG0000844	Syap.g_00039	Pram.g_01308
OG0000845	Syap.g_00040	Pram.g_01307
OG0000846	Syap.g_00042	Pram.g_01306
OG0000847	Syap.g_00043	Pram.g_01305
OG0000848	Syap.g_00045	Pram.g_01304
OG0000849	Syap.g_00046	Pram.g_01303
OG0000850	Syap.g_00310	Pram.g_01301
OG0000851	Syap.g_01214	Pram.g_01300
OG0000852	Syap.g_01215	Pram.g_01299
OG0000853	Syap.g_01219	Pram.g_01294
OG0000854	Syap.g_01222	Pram.g_01292
OG0000855	Syap.g_01223	Pram.g_01291
OG0000856	Syap.g_01286	Pram.g_00567
OG0000857	Syap.g_02722	Pram.g_00824
OG0000858	Syap.g_00612	Pram.g_01625
OG0000859	Syap.g_00613	Pram.g_01626
OG0000860	Syap.g_00623	Pram.g_01634
OG0000861	Syap.g_02789	Pram.g_01635
OG0000862	Syap.g_01789	Pram.g_01636
OG0000863	Syap.g_01784	Pram.g_01638
OG0000864	Syap.g_01783	Pram.g_01639
OG0000865	Syap.g_01781, Syap.g_01782	Pram.g_01640
OG0000866	Syap.g_01780	Pram.g_01641
OG0000867	Syap.g_01779	Pram.g_01642
OG0000868	Syap.g_01775	Pram.g_01644
OG0000869	Syap.g_01770	Pram.g_01647
OG0000870	Syap.g_01401	Pram.g_01652
OG0000871	Syap.g_01400	Pram.g_01653
OG0000872	Syap.g_01394	Pram.g_01654
OG0000873	Syap.g_01390	Pram.g_01657
OG0000874	Syap.g_01388	Pram.g_01660
OG0000875	Syap.g_01386	Pram.g_01662
OG0000876	Syap.g_00822	Pram.g_01663
OG0000877	Syap.g_01380	Pram.g_01665
OG0000878	Syap.g_01378	Pram.g_01666
OG0000879	Syap.g_01377	Pram.g_01667
OG0000880	Syap.g_01376	Pram.g_01668
OG0000882	Syap.g_01516	Pram.g_01677
OG0000883	Syap.g_01511	Pram.g_01679
OG0000884	Syap.g_01509	Pram.g_01681
OG0000885	Syap.g_01508	Pram.g_01682
OG0000886	Syap.g_01507	Pram.g_01683
OG0000887	Syap.g_01506	Pram.g_01684
OG0000888	Syap.g_01504	Pram.g_01686
OG0000889	Syap.g_01502	Pram.g_01688
OG0000890	Syap.g_01499	Pram.g_01689
OG0000891	Syap.g_01498	Pram.g_01690
OG0000892	Syap.g_02671	Pram.g_01691
OG0000893	Syap.g_02497	Pram.g_01695
OG0000894	Syap.g_02679	Pram.g_01698
OG0000895	Syap.g_00546	Pram.g_01702
OG0000896	Syap.g_00545	Pram.g_01703
OG0000897	Syap.g_00543	Pram.g_01705
OG0000898	Syap.g_00542	Pram.g_01706
OG0000899	Syap.g_00541	Pram.g_01707
OG0000900	Syap.g_00540	Pram.g_01708
OG0000901	Syap.g_01930	Pram.g_01711
OG0000902	Syap.g_01929	Pram.g_01713
OG0000903	Syap.g_01916	Pram.g_01717
OG0000904	Syap.g_01922	Pram.g_01722
OG0000905	Syap.g_01925	Pram.g_01715
OG0000906	Syap.g_01927	Pram.g_01714
OG0000907	Syap.g_01914	Pram.g_01727
OG0000908	Syap.g_01235	Pram.g_01730
OG0000909	Syap.g_01236	Pram.g_01731
OG0000910	Syap.g_01237	Pram.g_01732
OG0000911	Syap.g_00511	Pram.g_01734
OG0000912	Syap.g_00510	Pram.g_01735
OG0000913	Syap.g_00509	Pram.g_01736
OG0000914	Syap.g_00508	Pram.g_01737
OG0000915	Syap.g_00506	Pram.g_01738
OG0000916	Syap.g_00505	Pram.g_01739
OG0000917	Syap.g_00504	Pram.g_01740
OG0000918	Syap.g_00503	Pram.g_01741
OG0000919	Syap.g_00502	Pram.g_01742
OG0000920	Syap.g_00501	Pram.g_01743
OG0000921	Syap.g_00500	Pram.g_01744
OG0000922	Syap.g_00499	Pram.g_01745
OG0000923	Syap.g_00495	Pram.g_01749
OG0000924	Syap.g_00494	Pram.g_01750
OG0000925	Syap.g_00493	Pram.g_01751
OG0000926	Syap.g_00492	Pram.g_01752
OG0000927	Syap.g_00490	Pram.g_01754
OG0000928	Syap.g_00489	Pram.g_01755
OG0000929	Syap.g_00488	Pram.g_01756
OG0000930	Syap.g_00487	Pram.g_01757
OG0000931	Syap.g_00486	Pram.g_01758
OG0000932	Syap.g_00485	Pram.g_01759
OG0000933	Syap.g_00479	Pram.g_01763
OG0000934	Syap.g_00477	Pram.g_01765
OG0000935	Syap.g_00476	Pram.g_01766
OG0000936	Syap.g_00475	Pram.g_01767
OG0000937	Syap.g_00474	Pram.g_01768
OG0000938	Syap.g_00471	Pram.g_01771
OG0000939	Syap.g_00469	Pram.g_01772
OG0000940	Syap.g_00460	Pram.g_01779
OG0000941	Syap.g_00458	Pram.g_01781
OG0000942	Syap.g_00606	Pram.g_01783
OG0000943	Syap.g_00604	Pram.g_01784
OG0000944	Syap.g_00602	Pram.g_01786
OG0000945	Syap.g_00601	Pram.g_01787
OG0000946	Syap.g_00595	Pram.g_01793
OG0000947	Syap.g_00591	Pram.g_01795
OG0000948	Syap.g_00590	Pram.g_01796
OG0000949	Syap.g_01051	Pram.g_01799
OG0000950	Syap.g_01061	Pram.g_01806
OG0000951	Syap.g_01070	Pram.g_01810
OG0000952	Syap.g_01074	Pram.g_01814
OG0000953	Syap.g_01078	Pram.g_01818
OG0000954	Syap.g_01089	Pram.g_01822
OG0000955	Syap.g_01090	Pram.g_01823
OG0000956	Syap.g_01092	Pram.g_01825
OG0000957	Syap.g_01109	Pram.g_01831
OG0000958	Syap.g_01110	Pram.g_01832
OG0000959	Syap.g_01114	Pram.g_01836
OG0000960	Syap.g_01115	Pram.g_01837
OG0000961	Syap.g_02170	Pram.g_01840
OG0000962	Syap.g_01121	Pram.g_01842
OG0000963	Syap.g_01124	Pram.g_01846
OG0000964	Syap.g_01125	Pram.g_01847
OG0000965	Syap.g_01126	Pram.g_01848
OG0000966	Syap.g_01141	Pram.g_01854
OG0000967	Syap.g_00633	Pram.g_01858
OG0000968	Syap.g_00998	Pram.g_01860
OG0000969	Syap.g_00996	Pram.g_01861
OG0000970	Syap.g_00995	Pram.g_01862
OG0000971	Syap.g_00993	Pram.g_01863
OG0000972	Syap.g_00992	Pram.g_01864
OG0000973	Syap.g_00991	Pram.g_01865
OG0000974	Syap.g_00990	Pram.g_01866
OG0000975	Syap.g_00989	Pram.g_01867
OG0000976	Syap.g_00988	Pram.g_01868
OG0000977	Syap.g_00986	Pram.g_01869
OG0000978	Syap.g_00985	Pram.g_01870
OG0000979	Syap.g_00980	Pram.g_01873
OG0000980	Syap.g_00977	Pram.g_01875
OG0000981	Syap.g_01812	Pram.g_01878
OG0000982	Syap.g_00132	Pram.g_01880
OG0000983	Syap.g_00134	Pram.g_01881
OG0000984	Syap.g_00135	Pram.g_01882
OG0000985	Syap.g_00140	Pram.g_01885
OG0000986	Syap.g_01044	Pram.g_01887
OG0000987	Syap.g_01033	Pram.g_01888
OG0000988	Syap.g_01027	Pram.g_01891
OG0000989	Syap.g_01011	Pram.g_01895
OG0000990	Syap.g_02087	Pram.g_01900
OG0000991	Syap.g_02091	Pram.g_01901
OG0000992	Syap.g_02095	Pram.g_01904
OG0000993	Syap.g_02097	Pram.g_01905
OG0000994	Syap.g_02101	Pram.g_01906
OG0000996	Syap.g_01817	Pram.g_01911
OG0000997	Syap.g_02590	Pram.g_01913
OG0000998	Syap.g_02591	Pram.g_01915
OG0000999	Syap.g_02592	Pram.g_01916
OG0001001	Syap.g_02605	Pram.g_01924
OG0001002	Syap.g_00124	Pram.g_01929
OG0001003	Syap.g_02310	Pram.g_01930
OG0001004	Syap.g_02311	Pram.g_01931
OG0001005	Syap.g_02312	Pram.g_01932
OG0001006	Syap.g_00053	Pram.g_01936
OG0001007	Syap.g_00055	Pram.g_01938
OG0001008	Syap.g_02060	Pram.g_00372
OG0001012	Syap.g_00371	Pram.g_00028
OG0001013	Syap.g_01325	Pram.g_00035
OG0001016	Syap.g_01695	Pram.g_00058
OG0001033	Syap.g_00105	Pram.g_00193
OG0001035	Syap.g_01594	Pram.g_00243
OG0001038	Syap.g_01362	Pram.g_00266
OG0001039	Syap.g_01359	Pram.g_00269
OG0001040	Syap.g_01356	Pram.g_00271
OG0001041	Syap.g_01352	Pram.g_00276
OG0001043	Syap.g_01676	Pram.g_00294
OG0001044	Syap.g_00571	Pram.g_00327
OG0001053	Syap.g_02253	Pram.g_00419
OG0001054	Syap.g_00274	Pram.g_00434
OG0001055	Syap.g_00252	Pram.g_00454
OG0001059	Syap.g_00306	Pram.g_00490
OG0001060	Syap.g_00299	Pram.g_00497
OG0001061	Syap.g_01309	Pram.g_00512
OG0001062	Syap.g_01314	Pram.g_00514
OG0001072	Syap.g_00441	Pram.g_00527
OG0001073	Syap.g_00122, Syap.g_00455	Pram.g_00541
OG0001078	Syap.g_00896	Pram.g_01074
OG0001080	Syap.g_02505	Pram.g_01057
OG0001085	Syap.g_01953	Pram.g_00760
OG0001094	Syap.g_00187	Pram.g_01028
OG0001095	Syap.g_02725	Pram.g_00822
OG0001096	Syap.g_02709	Pram.g_00836
OG0001100	Syap.g_02369	Pram.g_00726
OG0001102	Syap.g_01258	Pram.g_00731
OG0001103	Syap.g_01256	Pram.g_00733
OG0001104	Syap.g_00171	Pram.g_00755
OG0001105	Syap.g_00175	Pram.g_00759
OG0001107	Syap.g_02015	Pram.g_00941
OG0001108	Syap.g_00119	Pram.g_00945
OG0001122	Syap.g_02766	Pram.g_00976
OG0001123	Syap.g_01872	Pram.g_00981
OG0001133	Syap.g_01292	Pram.g_01469
OG0001136	Syap.g_00230	Pram.g_01143
OG0001137	Syap.g_00213	Pram.g_01130
OG0001140	Syap.g_02134	Pram.g_01106
OG0001152	Syap.g_02447	Pram.g_01451
OG0001154	Syap.g_00013	Pram.g_01345
OG0001155	Syap.g_00750	Pram.g_01328
OG0001160	Syap.g_01217	Pram.g_01296
OG0001162	Syap.g_02366	Pram.g_01590
OG0001163	Syap.g_00609	Pram.g_01624
OG0001164	Syap.g_00614	Pram.g_01627
OG0001165	Syap.g_00619	Pram.g_01630
OG0001168	Syap.g_01372	Pram.g_01671
OG0001171	Syap.g_01505	Pram.g_01685
OG0001172	Syap.g_00547	Pram.g_01700
OG0001177	Syap.g_01920	Pram.g_01720
OG0001178	Syap.g_01786, Syap.g_01787	Pram.g_01637
OG0001179	Syap.g_00491	Pram.g_01753
OG0001180	Syap.g_00097, Syap.g_00465	Pram.g_01776
OG0001181	Syap.g_00459	Pram.g_01780
OG0001183	Syap.g_00594	Pram.g_01794
OG0001185	Syap.g_01104	Pram.g_01828
OG0001186	Syap.g_01140	Pram.g_01852
OG0001187	Syap.g_01142	Pram.g_01855
OG0001188	Syap.g_00634	Pram.g_01857
OG0001189	Syap.g_00979	Pram.g_01874
OG0001191	Syap.g_01030	Pram.g_01889
OG0001192	Syap.g_01021	Pram.g_01894
OG0001197	Syap.g_00126	Pram.g_01928
OG0001198	Syap.g_00052	Pram.g_01935
OG0001199	Syap.g_01696	Pram.g_00059
OG0001200	Syap.g_01698	Pram.g_00061
OG0001202	Syap.g_01613	Pram.g_00184
OG0001203	Syap.g_01154	Pram.g_00225
OG0001204	Syap.g_01577	Pram.g_00231
OG0001217	Syap.g_01464	Pram.g_01539
OG0001218	Syap.g_00020	Pram.g_01196
OG0001219	Syap.g_02794	Pram.g_00911
OG0001221	Syap.g_01777	Pram.g_00745
OG0001222	Syap.g_02027	Pram.g_00988
OG0001224	Syap.g_01551	Pram.g_00892
OG0001225	Syap.g_01553	Pram.g_00890
OG0001226	Syap.g_02551	Pram.g_00577
OG0001228	Syap.g_01063	Pram.g_01089
OG0001229	Syap.g_00827	Pram.g_01542
OG0001230	Syap.g_02116	Pram.g_01388
OG0001231	Syap.g_00073	Pram.g_00357
OG0001232	Syap.g_01393	Pram.g_01655
OG0001235	Syap.g_01924	Pram.g_01716
OG0001236	Syap.g_01069	Pram.g_01809
OG0001237	Syap.g_01073	Pram.g_01813
OG0001238	Syap.g_01028	Pram.g_01890
OG0001239	Syap.g_01693, Syap.g_01692	Pram.g_00056
OG0001242	Syap.g_02227, Syap.g_02229	Pram.g_00105
OG0001243	Syap.g_02219	Pram.g_00112
OG0001244	Syap.g_02192	Pram.g_00127
OG0001246	Syap.g_00267	Pram.g_00680
OG0001248	Syap.g_00423	Pram.g_00776
OG0001249	Syap.g_00575	Pram.g_00325
OG0001250	Syap.g_01836	Pram.g_00851
OG0001251	Syap.g_01549, Syap.g_01727	Pram.g_00714
OG0001253	Syap.g_01969	Pram.g_00579
OG0001255	Syap.g_02523	Pram.g_01157
OG0001256	Syap.g_01225	Pram.g_01289
OG0001258	Syap.g_00617	Pram.g_01628
OG0001261	Syap.g_00482	Pram.g_01761
OG0001262	Syap.g_00981	Pram.g_01872
OG0001263	Syap.g_02216	Pram.g_00114
OG0001265	Syap.g_02231	Pram.g_00104
OG0001266	Syap.g_01618	Pram.g_00188
OG0001267	Syap.g_01360	Pram.g_00268
OG0001268	Syap.g_00563	Pram.g_00334
OG0001270	Syap.g_02056	Pram.g_00369
OG0001271	Syap.g_02759	Pram.g_00408
OG0001272	Syap.g_02250	Pram.g_00422
OG0001274	Syap.g_01897	Pram.g_00211
OG0001275	Syap.g_02694	Pram.g_00969
OG0001276	Syap.g_01873	Pram.g_00980
OG0001278	Syap.g_02438	Pram.g_01085
OG0001279	Syap.g_02663	Pram.g_01253
OG0001282	Syap.g_01701	Pram.g_01467
OG0001284	Syap.g_00047	Pram.g_01302
OG0001286	Syap.g_00467	Pram.g_01774
OG0001287	Syap.g_00418	Pram.g_01835
OG0001288	Syap.g_01123	Pram.g_01845
OG0001289	Syap.g_02365	Pram.g_00071
OG0001291	Syap.g_02207	Pram.g_00122
OG0001292	Syap.g_01583	Pram.g_00236
OG0001297	Syap.g_00255	Pram.g_00451
OG0001299	Syap.g_01959	Pram.g_01043
OG0001304	Syap.g_00536	Pram.g_00993
OG0001305	Syap.g_01562	Pram.g_00884
OG0001306	Syap.g_00245	Pram.g_01155
OG0001307	Syap.g_00403	Pram.g_01477
OG0001308	Syap.g_02751, Syap.g_02750	Pram.g_01368
OG0001310	Syap.g_01774	Pram.g_01645
OG0001311	Syap.g_01871	Pram.g_00982
OG0001312	Syap.g_01735	Pram.g_00920
OG0001314	Syap.g_00330, Syap.g_00391	Pram.g_00622, Pram.g_00647
OG0001315	Syap.g_00596	Pram.g_01553
OG0001318	Syap.g_01596, Syap.g_01597	Pram.g_00245
OG0001319	Syap.g_02338	Pram.g_00261
OG0001323	Syap.g_00757	Pram.g_00457
OG0001332	Syap.g_01548	Pram.g_01331
OG0001333	Syap.g_01373	Pram.g_01670
OG0001336	Syap.g_02602	Pram.g_01923
OG0001337	Syap.g_00576	Pram.g_00320
OG0001346	Syap.g_01484	Pram.g_01231
OG0001348	Syap.g_00938	Pram.g_01526
OG0001351	Syap.g_01996	Pram.g_00394
OG0001353	Syap.g_01849	Pram.g_00841
OG0001358	Syap.g_00942	Pram.g_00558
OG0001361	Syap.g_01792	Pram.g_01121
OG0001364	Syap.g_01052	Pram.g_01800
OG0001365	Syap.g_00138	Pram.g_01883
OG0001368	Syap.g_01576	Pram.g_00649, Pram.g_00610, Pram.g_00624
OG0001371	Syap.g_02544, Syap.g_02545	Pram.g_00769
OG0001379	Syap.g_01474	Pram.g_01224
OG0001382	Syap.g_00677	Pram.g_01200
OG0001394	Syap.g_00159	Pram.g_00749
OG0001398	Syap.g_02356	Pram.g_01256
OG0001401	Syap.g_01844	Pram.g_00846
OG0001411	Syap.g_00853	Pram.g_00046
OG0001415	Syap.g_00447, Syap.g_00446	Pram.g_00218
OG0001418	Syap.g_00221	Pram.g_00775
OG0001425	Syap.g_01024	Pram.g_01893
OG0001435	Syap.g_01259	Pram.g_00730
OG0001437	Syap.g_00448	Pram.g_00217
OG0001441	Syap.g_02749	Pram.g_00459
