Orthogroup	Syap	Syar
OG0000571	Syap.g_01307	Syar.g_02298
OG0000573	Syap.g_00765	Syar.g_02191
OG0000574	Syap.g_00759	Syar.g_02190
OG0000575	Syap.g_00445	Syar.g_03180
OG0000576	Syap.g_00450	Syar.g_02187
OG0000577	Syap.g_00451	Syar.g_02186
OG0000578	Syap.g_00452	Syar.g_02185
OG0000579	Syap.g_00453	Syar.g_02184
OG0000580	Syap.g_00454	Syar.g_02183
OG0000581	Syap.g_01521	Syar.g_02175
OG0000582	Syap.g_01533	Syar.g_02131
OG0000583	Syap.g_01532	Syar.g_02132
OG0000584	Syap.g_01530	Syar.g_02133
OG0000585	Syap.g_01526	Syar.g_02170
OG0000586	Syap.g_01525	Syar.g_02171
OG0000587	Syap.g_01523	Syar.g_02173
OG0000588	Syap.g_00776	Syar.g_02275
OG0000589	Syap.g_00941	Syar.g_02261
OG0000590	Syap.g_00940	Syar.g_02260
OG0000591	Syap.g_01289	Syar.g_02246
OG0000592	Syap.g_01288	Syar.g_02245
OG0000593	Syap.g_00890	Syar.g_02414
OG0000594	Syap.g_00891	Syar.g_02415
OG0000595	Syap.g_00892	Syar.g_02416
OG0000596	Syap.g_00898	Syar.g_02421
OG0000597	Syap.g_00903	Syar.g_02424
OG0000598	Syap.g_00904	Syar.g_02425
OG0000599	Syap.g_00908	Syar.g_02428
OG0000600	Syap.g_00909	Syar.g_02429
OG0000601	Syap.g_00910	Syar.g_02430
OG0000602	Syap.g_00640	Syar.g_02435
OG0000603	Syap.g_00641	Syar.g_02436
OG0000604	Syap.g_02769	Syar.g_02438
OG0000605	Syap.g_02501, Syap.g_02771	Syar.g_02440
OG0000606	Syap.g_02506	Syar.g_02443
OG0000607	Syap.g_00093	Syar.g_02446
OG0000608	Syap.g_00094	Syar.g_02447
OG0000609	Syap.g_00096	Syar.g_02470
OG0000610	Syap.g_01963	Syar.g_01917
OG0000611	Syap.g_01958	Syar.g_01914
OG0000612	Syap.g_01957	Syar.g_01913
OG0000613	Syap.g_02480	Syar.g_00712
OG0000615	Syap.g_00154	Syar.g_02603
OG0000616	Syap.g_00127	Syar.g_00454
OG0000617	Syap.g_00513	Syar.g_01576
OG0000618	Syap.g_00514	Syar.g_01575
OG0000619	Syap.g_00515	Syar.g_01574
OG0000620	Syap.g_00520	Syar.g_01569
OG0000621	Syap.g_00521	Syar.g_01568
OG0000622	Syap.g_00523	Syar.g_01566
OG0000623	Syap.g_00526	Syar.g_01565
OG0000624	Syap.g_00527	Syar.g_01564
OG0000625	Syap.g_00528	Syar.g_01563
OG0000626	Syap.g_00529	Syar.g_01562
OG0000627	Syap.g_00848	Syar.g_01868
OG0000628	Syap.g_00850	Syar.g_01869
OG0000629	Syap.g_02334	Syar.g_01872
OG0000630	Syap.g_02793	Syar.g_02586
OG0000631	Syap.g_01724	Syar.g_02579
OG0000632	Syap.g_01725	Syar.g_02578
OG0000633	Syap.g_01726	Syar.g_02576
OG0000634	Syap.g_00190	Syar.g_02635
OG0000635	Syap.g_00191	Syar.g_02636
OG0000636	Syap.g_00193	Syar.g_02638
OG0000637	Syap.g_00195	Syar.g_02640
OG0000638	Syap.g_00196	Syar.g_02641
OG0000639	Syap.g_00197	Syar.g_02642
OG0000640	Syap.g_00198	Syar.g_02643
OG0000641	Syap.g_00203	Syar.g_02648
OG0000642	Syap.g_02732	Syar.g_02649
OG0000643	Syap.g_02731	Syar.g_02650
OG0000644	Syap.g_02730	Syar.g_02651
OG0000645	Syap.g_02726	Syar.g_02652
OG0000646	Syap.g_02723	Syar.g_02655
OG0000647	Syap.g_02721	Syar.g_02657
OG0000648	Syap.g_02719	Syar.g_02659
OG0000649	Syap.g_02718	Syar.g_02660
OG0000650	Syap.g_02717	Syar.g_02661
OG0000651	Syap.g_02716	Syar.g_02662
OG0000652	Syap.g_02715	Syar.g_02663
OG0000653	Syap.g_02713	Syar.g_02665
OG0000654	Syap.g_02711	Syar.g_02666
OG0000655	Syap.g_02710	Syar.g_02667
OG0000656	Syap.g_02706	Syar.g_02479
OG0000657	Syap.g_01845	Syar.g_01812
OG0000658	Syap.g_01841	Syar.g_01815
OG0000659	Syap.g_01840	Syar.g_01816
OG0000660	Syap.g_01835	Syar.g_01820
OG0000662	Syap.g_00823	Syar.g_01829
OG0000663	Syap.g_00826	Syar.g_01832
OG0000664	Syap.g_00828	Syar.g_01837
OG0000665	Syap.g_02331	Syar.g_02774
OG0000666	Syap.g_01573	Syar.g_01241
OG0000667	Syap.g_01979	Syar.g_02346
OG0000668	Syap.g_02765	Syar.g_01802
OG0000669	Syap.g_02371	Syar.g_01627
OG0000670	Syap.g_02368	Syar.g_01624
OG0000671	Syap.g_01260	Syar.g_01622
OG0000672	Syap.g_01257	Syar.g_01619
OG0000673	Syap.g_01253	Syar.g_01615
OG0000674	Syap.g_01251	Syar.g_01613
OG0000675	Syap.g_01250	Syar.g_01612
OG0000676	Syap.g_01248	Syar.g_01608
OG0000677	Syap.g_01246	Syar.g_01607
OG0000678	Syap.g_01239	Syar.g_02037
OG0000679	Syap.g_00157	Syar.g_02606
OG0000680	Syap.g_00158	Syar.g_02607
OG0000681	Syap.g_00163	Syar.g_02610
OG0000682	Syap.g_00165	Syar.g_02611
OG0000683	Syap.g_00166	Syar.g_02612
OG0000684	Syap.g_00169	Syar.g_02615
OG0000685	Syap.g_00172	Syar.g_02617
OG0000686	Syap.g_00173	Syar.g_02618
OG0000687	Syap.g_00174	Syar.g_02619
OG0000688	Syap.g_00178	Syar.g_02624
OG0000689	Syap.g_00180	Syar.g_02626
OG0000690	Syap.g_00181	Syar.g_02627
OG0000691	Syap.g_00182	Syar.g_02628
OG0000692	Syap.g_00184	Syar.g_02629
OG0000693	Syap.g_00185	Syar.g_02631
OG0000694	Syap.g_00186	Syar.g_02632
OG0000695	Syap.g_01729	Syar.g_02573
OG0000696	Syap.g_01730	Syar.g_02572
OG0000697	Syap.g_01734	Syar.g_02570
OG0000698	Syap.g_01737	Syar.g_02567
OG0000699	Syap.g_01738	Syar.g_02566
OG0000700	Syap.g_01739	Syar.g_02565
OG0000701	Syap.g_01740	Syar.g_02564
OG0000702	Syap.g_01747	Syar.g_02559
OG0000703	Syap.g_01750	Syar.g_02557
OG0000704	Syap.g_01753	Syar.g_02555
OG0000705	Syap.g_02022	Syar.g_02547
OG0000706	Syap.g_02020	Syar.g_02546
OG0000707	Syap.g_02019	Syar.g_02545
OG0000708	Syap.g_02016	Syar.g_02542
OG0000709	Syap.g_00121	Syar.g_02534
OG0000711	Syap.g_02686	Syar.g_02499
OG0000712	Syap.g_02688	Syar.g_02497
OG0000713	Syap.g_02689	Syar.g_02496
OG0000714	Syap.g_02691	Syar.g_02494
OG0000715	Syap.g_02693	Syar.g_02492
OG0000716	Syap.g_02696	Syar.g_02488
OG0000717	Syap.g_02697	Syar.g_02487
OG0000718	Syap.g_02701	Syar.g_02483
OG0000719	Syap.g_02767	Syar.g_01804
OG0000720	Syap.g_02780	Syar.g_01790
OG0000721	Syap.g_02782	Syar.g_01788
OG0000722	Syap.g_02783	Syar.g_01787
OG0000723	Syap.g_00532	Syar.g_01560
OG0000725	Syap.g_01559	Syar.g_01934
OG0000726	Syap.g_01560	Syar.g_01935
OG0000727	Syap.g_01561	Syar.g_01936
OG0000728	Syap.g_01564	Syar.g_01938
OG0000729	Syap.g_01122	Syar.g_00593
OG0000730	Syap.g_00572	Syar.g_01115
OG0000731	Syap.g_00560	Syar.g_01127
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Syar.g_00522
OG0000733	Syap.g_01971	Syar.g_02234
OG0000734	Syap.g_02628	Syar.g_03128
OG0000735	Syap.g_00244	Syar.g_01522
OG0000736	Syap.g_00243	Syar.g_01523
OG0000737	Syap.g_00242	Syar.g_01524
OG0000738	Syap.g_00236	Syar.g_01530
OG0000739	Syap.g_00235	Syar.g_01531
OG0000740	Syap.g_00234	Syar.g_01532
OG0000741	Syap.g_00231	Syar.g_01535
OG0000742	Syap.g_00229	Syar.g_01538
OG0000743	Syap.g_00226	Syar.g_01541
OG0000744	Syap.g_00225	Syar.g_01542
OG0000745	Syap.g_00222	Syar.g_01545
OG0000746	Syap.g_00220	Syar.g_01549
OG0000747	Syap.g_00219	Syar.g_01551
OG0000748	Syap.g_00212	Syar.g_01945
OG0000749	Syap.g_00211	Syar.g_01946
OG0000750	Syap.g_00210	Syar.g_01947
OG0000751	Syap.g_00205	Syar.g_01952
OG0000752	Syap.g_01793	Syar.g_01954
OG0000753	Syap.g_02775	Syar.g_01957
OG0000754	Syap.g_01883	Syar.g_01963
OG0000755	Syap.g_01893	Syar.g_01974
OG0000757	Syap.g_00427	Syar.g_01984
OG0000758	Syap.g_00428	Syar.g_01985
OG0000759	Syap.g_00429	Syar.g_01986
OG0000760	Syap.g_00430	Syar.g_01987
OG0000761	Syap.g_00431	Syar.g_01988
OG0000762	Syap.g_00434	Syar.g_01992
OG0000763	Syap.g_02624	Syar.g_01699
OG0000764	Syap.g_02623	Syar.g_01700
OG0000765	Syap.g_02440	Syar.g_01718
OG0000766	Syap.g_02439	Syar.g_01719
OG0000767	Syap.g_02437	Syar.g_01721
OG0000768	Syap.g_02436	Syar.g_01722
OG0000769	Syap.g_02434	Syar.g_01724
OG0000770	Syap.g_02431	Syar.g_01727
OG0000772	Syap.g_02295	Syar.g_00746
OG0000773	Syap.g_00885	Syar.g_02694
OG0000774	Syap.g_01473	Syar.g_02771
OG0000775	Syap.g_01475	Syar.g_02773
OG0000776	Syap.g_01476	Syar.g_01755
OG0000777	Syap.g_01478	Syar.g_01754
OG0000778	Syap.g_01479	Syar.g_01753
OG0000779	Syap.g_01494	Syar.g_02779
OG0000780	Syap.g_01496	Syar.g_02781
OG0000781	Syap.g_02609	Syar.g_02785
OG0000782	Syap.g_02611	Syar.g_02786
OG0000783	Syap.g_02612	Syar.g_02787
OG0000784	Syap.g_02613	Syar.g_02788
OG0000785	Syap.g_02281	Syar.g_02791
OG0000786	Syap.g_02287	Syar.g_02795
OG0000787	Syap.g_02288	Syar.g_02796
OG0000788	Syap.g_01932	Syar.g_02331
OG0000789	Syap.g_00372	Syar.g_02040
OG0000791	Syap.g_02520	Syar.g_01454
OG0000792	Syap.g_02519	Syar.g_01453
OG0000793	Syap.g_02141	Syar.g_01243
OG0000794	Syap.g_02200	Syar.g_01242
OG0000795	Syap.g_02199	Syar.g_01240
OG0000796	Syap.g_02448	Syar.g_01236
OG0000797	Syap.g_02449	Syar.g_01235
OG0000798	Syap.g_01363	Syar.g_00222
OG0000798	Syap.g_01269	Syar.g_02701
OG0000799	Syap.g_02488	Syar.g_02844
OG0000800	Syap.g_02487	Syar.g_02843
OG0000801	Syap.g_02486	Syar.g_02842
OG0000802	Syap.g_02659	Syar.g_02825
OG0000803	Syap.g_02109	Syar.g_02822
OG0000804	Syap.g_02113	Syar.g_02819
OG0000805	Syap.g_02115	Syar.g_02817
OG0000806	Syap.g_02117	Syar.g_02815
OG0000807	Syap.g_02118	Syar.g_02814
OG0000808	Syap.g_02119	Syar.g_02813
OG0000809	Syap.g_02122	Syar.g_02811
OG0000810	Syap.g_02124	Syar.g_02810
OG0000811	Syap.g_02472	Syar.g_02805
OG0000812	Syap.g_02474	Syar.g_02803
OG0000813	Syap.g_02475	Syar.g_02802
OG0000814	Syap.g_02753	Syar.g_02800
OG0000815	Syap.g_02752	Syar.g_02799
OG0000816	Syap.g_02289	Syar.g_02797
OG0000817	Syap.g_02527	Syar.g_02861
OG0000818	Syap.g_02001	Syar.g_01418
OG0000819	Syap.g_02002	Syar.g_01417
OG0000820	Syap.g_02003	Syar.g_01416
OG0000821	Syap.g_02009	Syar.g_01410
OG0000822	Syap.g_02011	Syar.g_01408
OG0000824	Syap.g_00008	Syar.g_01402
OG0000825	Syap.g_00009	Syar.g_01401
OG0000826	Syap.g_00010	Syar.g_01400
OG0000827	Syap.g_00011	Syar.g_01399
OG0000828	Syap.g_00014	Syar.g_01396
OG0000829	Syap.g_00015	Syar.g_01395
OG0000830	Syap.g_00016	Syar.g_01394
OG0000831	Syap.g_00019	Syar.g_01391
OG0000832	Syap.g_00752	Syar.g_01213
OG0000833	Syap.g_00021	Syar.g_02877
OG0000834	Syap.g_00023	Syar.g_02878
OG0000835	Syap.g_00024	Syar.g_02879
OG0000836	Syap.g_00026	Syar.g_02881
OG0000837	Syap.g_00027	Syar.g_02882
OG0000838	Syap.g_00031	Syar.g_02886
OG0000839	Syap.g_00032	Syar.g_02887
OG0000840	Syap.g_00033	Syar.g_02888
OG0000841	Syap.g_00034	Syar.g_02889
OG0000842	Syap.g_00035	Syar.g_02890
OG0000843	Syap.g_00036	Syar.g_02891
OG0000844	Syap.g_00039	Syar.g_02893
OG0000845	Syap.g_00040	Syar.g_02894
OG0000846	Syap.g_00042	Syar.g_02895
OG0000847	Syap.g_00043	Syar.g_02896
OG0000848	Syap.g_00045	Syar.g_02898
OG0000849	Syap.g_00046	Syar.g_02899
OG0000850	Syap.g_00310	Syar.g_02902
OG0000851	Syap.g_01214	Syar.g_02905
OG0000852	Syap.g_01215	Syar.g_02906
OG0000853	Syap.g_01219	Syar.g_02910
OG0000854	Syap.g_01222	Syar.g_02912
OG0000855	Syap.g_01223	Syar.g_02913
OG0000856	Syap.g_01286	Syar.g_02243
OG0000857	Syap.g_02722	Syar.g_02656
OG0000858	Syap.g_00612	Syar.g_02920
OG0000859	Syap.g_00613	Syar.g_02921
OG0000860	Syap.g_00623	Syar.g_02931
OG0000861	Syap.g_02789	Syar.g_02932
OG0000862	Syap.g_01789	Syar.g_02942
OG0000863	Syap.g_01784	Syar.g_02944
OG0000864	Syap.g_01783	Syar.g_02945
OG0000865	Syap.g_01781, Syap.g_01782	Syar.g_02946
OG0000866	Syap.g_01780	Syar.g_02947
OG0000867	Syap.g_01779	Syar.g_02948
OG0000868	Syap.g_01775	Syar.g_02950
OG0000869	Syap.g_01770	Syar.g_02955
OG0000870	Syap.g_01401	Syar.g_02960
OG0000871	Syap.g_01400	Syar.g_02961
OG0000872	Syap.g_01394	Syar.g_02967
OG0000873	Syap.g_01390	Syar.g_02970
OG0000874	Syap.g_01388	Syar.g_02974
OG0000875	Syap.g_01386	Syar.g_02975
OG0000876	Syap.g_00822	Syar.g_01828
OG0000877	Syap.g_01380	Syar.g_02977
OG0000878	Syap.g_01378	Syar.g_02978
OG0000879	Syap.g_01377	Syar.g_02979
OG0000880	Syap.g_01376	Syar.g_02980
OG0000882	Syap.g_01516	Syar.g_02989
OG0000883	Syap.g_01511	Syar.g_02992
OG0000884	Syap.g_01509	Syar.g_02994
OG0000885	Syap.g_01508	Syar.g_02995
OG0000886	Syap.g_01507	Syar.g_02996
OG0000887	Syap.g_01506	Syar.g_02998
OG0000888	Syap.g_01504	Syar.g_03000
OG0000889	Syap.g_01502	Syar.g_03002
OG0000890	Syap.g_01499	Syar.g_03005
OG0000891	Syap.g_01498	Syar.g_03006
OG0000892	Syap.g_02671	Syar.g_03008
OG0000893	Syap.g_02497	Syar.g_00150
OG0000894	Syap.g_02679	Syar.g_00145
OG0000895	Syap.g_00546	Syar.g_00141
OG0000896	Syap.g_00545	Syar.g_00140
OG0000897	Syap.g_00543	Syar.g_00138
OG0000898	Syap.g_00542	Syar.g_00137
OG0000899	Syap.g_00541	Syar.g_00136
OG0000900	Syap.g_00540	Syar.g_00135
OG0000901	Syap.g_01930	Syar.g_00130
OG0000902	Syap.g_01929	Syar.g_01013
OG0000903	Syap.g_01916	Syar.g_01026
OG0000904	Syap.g_01922	Syar.g_01021
OG0000905	Syap.g_01925	Syar.g_01018
OG0000906	Syap.g_01927	Syar.g_01015
OG0000907	Syap.g_01914	Syar.g_01028
OG0000908	Syap.g_01235	Syar.g_01031
OG0000909	Syap.g_01236	Syar.g_01032
OG0000910	Syap.g_01237	Syar.g_01033
OG0000911	Syap.g_00511	Syar.g_01035
OG0000912	Syap.g_00510	Syar.g_01036
OG0000913	Syap.g_00509	Syar.g_01037
OG0000914	Syap.g_00508	Syar.g_01038
OG0000915	Syap.g_00506	Syar.g_01040
OG0000916	Syap.g_00505	Syar.g_01041
OG0000917	Syap.g_00504	Syar.g_01042
OG0000918	Syap.g_00503	Syar.g_01043
OG0000919	Syap.g_00502	Syar.g_01044
OG0000920	Syap.g_00501	Syar.g_01045
OG0000921	Syap.g_00500	Syar.g_01046
OG0000922	Syap.g_00499	Syar.g_01047
OG0000923	Syap.g_00495	Syar.g_01051
OG0000924	Syap.g_00494	Syar.g_01052
OG0000925	Syap.g_00493	Syar.g_01053
OG0000926	Syap.g_00492	Syar.g_01054
OG0000927	Syap.g_00490	Syar.g_01056
OG0000928	Syap.g_00489	Syar.g_01057
OG0000929	Syap.g_00488	Syar.g_01058
OG0000930	Syap.g_00487	Syar.g_01059
OG0000931	Syap.g_00486	Syar.g_01060
OG0000932	Syap.g_00485	Syar.g_01061
OG0000933	Syap.g_00479	Syar.g_01066
OG0000934	Syap.g_00477	Syar.g_01068
OG0000935	Syap.g_00476	Syar.g_01069
OG0000936	Syap.g_00475	Syar.g_01070
OG0000937	Syap.g_00474	Syar.g_01071
OG0000938	Syap.g_00471	Syar.g_01074
OG0000939	Syap.g_00469	Syar.g_01075
OG0000940	Syap.g_00460	Syar.g_01081
OG0000941	Syap.g_00458	Syar.g_01083
OG0000942	Syap.g_00606	Syar.g_01085
OG0000943	Syap.g_00604	Syar.g_01086
OG0000944	Syap.g_00602	Syar.g_01088
OG0000945	Syap.g_00601	Syar.g_01089
OG0000946	Syap.g_00595	Syar.g_01095
OG0000947	Syap.g_00591	Syar.g_01098
OG0000948	Syap.g_00590	Syar.g_01099
OG0000949	Syap.g_01051	Syar.g_00283
OG0000950	Syap.g_01061	Syar.g_00661
OG0000951	Syap.g_01070	Syar.g_00656
OG0000952	Syap.g_01074	Syar.g_00651
OG0000953	Syap.g_01078	Syar.g_00248
OG0000954	Syap.g_01089	Syar.g_00258
OG0000955	Syap.g_01090	Syar.g_00259
OG0000956	Syap.g_01092	Syar.g_00261
OG0000957	Syap.g_01109	Syar.g_00610
OG0000958	Syap.g_01110	Syar.g_00609
OG0000959	Syap.g_01114	Syar.g_00605
OG0000960	Syap.g_01115	Syar.g_00604
OG0000961	Syap.g_02170	Syar.g_00094
OG0000962	Syap.g_01121	Syar.g_00594
OG0000963	Syap.g_01124	Syar.g_00590
OG0000964	Syap.g_01125	Syar.g_00589
OG0000965	Syap.g_01126	Syar.g_00588
OG0000966	Syap.g_01141	Syar.g_00549
OG0000967	Syap.g_00633	Syar.g_00545
OG0000968	Syap.g_00998	Syar.g_00542
OG0000969	Syap.g_00996	Syar.g_00540
OG0000970	Syap.g_00995	Syar.g_00539
OG0000971	Syap.g_00993	Syar.g_00537
OG0000972	Syap.g_00992	Syar.g_00536
OG0000973	Syap.g_00991	Syar.g_00535
OG0000974	Syap.g_00990	Syar.g_00534
OG0000975	Syap.g_00989	Syar.g_00533
OG0000976	Syap.g_00988	Syar.g_00532
OG0000977	Syap.g_00986	Syar.g_00530
OG0000978	Syap.g_00985	Syar.g_00529
OG0000979	Syap.g_00980	Syar.g_00526
OG0000980	Syap.g_00977	Syar.g_00523
OG0000981	Syap.g_01812	Syar.g_00520
OG0000982	Syap.g_00132	Syar.g_00331
OG0000983	Syap.g_00134	Syar.g_00332
OG0000984	Syap.g_00135	Syar.g_00333
OG0000985	Syap.g_00140	Syar.g_00337
OG0000986	Syap.g_01044	Syar.g_00344
OG0000987	Syap.g_01033	Syar.g_00346
OG0000988	Syap.g_01027	Syar.g_00352
OG0000989	Syap.g_01011	Syar.g_00377
OG0000990	Syap.g_02087	Syar.g_00697
OG0000991	Syap.g_02091	Syar.g_00700
OG0000992	Syap.g_02095	Syar.g_00704
OG0000993	Syap.g_02097	Syar.g_00705
OG0000994	Syap.g_02101	Syar.g_00708
OG0000996	Syap.g_01817	Syar.g_00861
OG0000997	Syap.g_02590	Syar.g_00437
OG0000998	Syap.g_02591	Syar.g_00439
OG0000999	Syap.g_02592	Syar.g_00440
OG0001001	Syap.g_02605	Syar.g_00450
OG0001002	Syap.g_00124	Syar.g_00457
OG0001003	Syap.g_02310	Syar.g_00459
OG0001004	Syap.g_02311	Syar.g_00460
OG0001005	Syap.g_02312	Syar.g_00461
OG0001006	Syap.g_00053	Syar.g_00468
OG0001007	Syap.g_00055	Syar.g_00470
OG0001008	Syap.g_02060	Syar.g_01178
OG0001013	Syap.g_01325	Syar.g_00906
OG0001033	Syap.g_00105	Syar.g_00962
OG0001035	Syap.g_01594	Syar.g_00171
OG0001038	Syap.g_01362	Syar.g_00223
OG0001039	Syap.g_01359	Syar.g_00226
OG0001040	Syap.g_01356	Syar.g_00229
OG0001041	Syap.g_01352	Syar.g_00234
OG0001043	Syap.g_01676	Syar.g_00826
OG0001044	Syap.g_00571	Syar.g_01117
OG0001053	Syap.g_02253	Syar.g_01472
OG0001054	Syap.g_00274	Syar.g_01492
OG0001055	Syap.g_00252	Syar.g_01513
OG0001059	Syap.g_00306	Syar.g_00422
OG0001060	Syap.g_00299	Syar.g_02315
OG0001061	Syap.g_01309	Syar.g_02297
OG0001062	Syap.g_01314	Syar.g_02294
OG0001072	Syap.g_00441	Syar.g_02195
OG0001073	Syap.g_00122, Syap.g_00455	Syar.g_02182
OG0001078	Syap.g_00896	Syar.g_02419
OG0001080	Syap.g_02505	Syar.g_02442
OG0001085	Syap.g_01953	Syar.g_01688
OG0001094	Syap.g_00187	Syar.g_02633
OG0001095	Syap.g_02725	Syar.g_02653
OG0001096	Syap.g_02709	Syar.g_02476
OG0001100	Syap.g_02369	Syar.g_01625
OG0001102	Syap.g_01258	Syar.g_01620
OG0001103	Syap.g_01256	Syar.g_01618
OG0001104	Syap.g_00171	Syar.g_02616
OG0001105	Syap.g_00175	Syar.g_02620
OG0001107	Syap.g_02015	Syar.g_02541
OG0001122	Syap.g_02766	Syar.g_01803
OG0001123	Syap.g_01872	Syar.g_01796
OG0001133	Syap.g_01292	Syar.g_02249
OG0001136	Syap.g_00230	Syar.g_01536
OG0001137	Syap.g_00213	Syar.g_01944
OG0001140	Syap.g_02134	Syar.g_01981
OG0001152	Syap.g_02447	Syar.g_01237
OG0001154	Syap.g_00013	Syar.g_01397
OG0001155	Syap.g_00750	Syar.g_01211
OG0001160	Syap.g_01217	Syar.g_02908
OG0001162	Syap.g_02366	Syar.g_03081
OG0001163	Syap.g_00609	Syar.g_02917
OG0001164	Syap.g_00614	Syar.g_02922
OG0001165	Syap.g_00619	Syar.g_02927
OG0001168	Syap.g_01372	Syar.g_02983
OG0001171	Syap.g_01505	Syar.g_02999
OG0001172	Syap.g_00547	Syar.g_00143
OG0001177	Syap.g_01920	Syar.g_01023
OG0001178	Syap.g_01786, Syap.g_01787	Syar.g_02943
OG0001179	Syap.g_00491	Syar.g_01055
OG0001181	Syap.g_00459	Syar.g_01082
OG0001183	Syap.g_00594	Syar.g_01096
OG0001185	Syap.g_01104	Syar.g_00614
OG0001186	Syap.g_01140	Syar.g_00562
OG0001187	Syap.g_01142	Syar.g_00548
OG0001188	Syap.g_00634	Syar.g_00546
OG0001189	Syap.g_00979	Syar.g_00525
OG0001191	Syap.g_01030	Syar.g_00349
OG0001192	Syap.g_01021	Syar.g_00356
OG0001197	Syap.g_00126	Syar.g_00455
OG0001198	Syap.g_00052	Syar.g_00467
OG0001199	Syap.g_01696	Syar.g_03045
OG0001200	Syap.g_01698	Syar.g_03047
OG0001202	Syap.g_01613	Syar.g_00991
OG0001203	Syap.g_01154	Syar.g_03021
OG0001204	Syap.g_01577	Syar.g_00154
OG0001214	Syap.g_00897	Syar.g_02420
OG0001217	Syap.g_01464	Syar.g_02852
OG0001218	Syap.g_00020	Syar.g_01388
OG0001219	Syap.g_02794	Syar.g_02585
OG0001222	Syap.g_02027	Syar.g_02552
OG0001224	Syap.g_01551	Syar.g_01361
OG0001225	Syap.g_01553	Syar.g_01929
OG0001226	Syap.g_02551	Syar.g_03054
OG0001230	Syap.g_02116	Syar.g_02816
OG0001231	Syap.g_00073	Syar.g_00485
OG0001232	Syap.g_01393	Syar.g_02968
OG0001235	Syap.g_01924	Syar.g_01019
OG0001236	Syap.g_01069	Syar.g_00657
OG0001237	Syap.g_01073	Syar.g_00652
OG0001238	Syap.g_01028	Syar.g_00351
OG0001239	Syap.g_01692	Syar.g_03043
OG0001242	Syap.g_02227, Syap.g_02229	Syar.g_00043
OG0001243	Syap.g_02219	Syar.g_00051
OG0001244	Syap.g_02192	Syar.g_00075
OG0001246	Syap.g_00267	Syar.g_01910
OG0001248	Syap.g_00423	Syar.g_02059
OG0001249	Syap.g_00575	Syar.g_01113
OG0001250	Syap.g_01836	Syar.g_01819
OG0001251	Syap.g_01727	Syar.g_02575
OG0001253	Syap.g_01969	Syar.g_02015
OG0001255	Syap.g_02523	Syar.g_01746
OG0001256	Syap.g_01225	Syar.g_02915
OG0001257	Syap.g_00374, Syap.g_00373	Syar.g_00807
OG0001258	Syap.g_00617	Syar.g_02925
OG0001260	Syap.g_01497	Syar.g_03007
OG0001262	Syap.g_00981	Syar.g_00527
OG0001263	Syap.g_02216	Syar.g_00054
OG0001265	Syap.g_02231	Syar.g_00041
OG0001266	Syap.g_01618	Syar.g_00987
OG0001267	Syap.g_01360	Syar.g_00225
OG0001268	Syap.g_00563	Syar.g_01124
OG0001270	Syap.g_02056	Syar.g_01175
OG0001271	Syap.g_02759	Syar.g_01270
OG0001272	Syap.g_02250	Syar.g_01475
OG0001274	Syap.g_01897	Syar.g_00929
OG0001275	Syap.g_02694	Syar.g_02490
OG0001276	Syap.g_01873	Syar.g_01797
OG0001277	Syap.g_01293	Syar.g_02250
OG0001278	Syap.g_02438	Syar.g_01720
OG0001279	Syap.g_02663	Syar.g_02841
OG0001282	Syap.g_01701	Syar.g_01351
OG0001284	Syap.g_00047	Syar.g_02900
OG0001286	Syap.g_00467	Syar.g_01077
OG0001287	Syap.g_00418	Syar.g_00606
OG0001288	Syap.g_01123	Syar.g_00591
OG0001289	Syap.g_02365	Syar.g_03080
OG0001291	Syap.g_02207	Syar.g_00064
OG0001292	Syap.g_01583	Syar.g_00160
OG0001297	Syap.g_00255	Syar.g_01510
OG0001299	Syap.g_01959	Syar.g_01915
OG0001303	Syap.g_02795	Syar.g_02583
OG0001304	Syap.g_00536	Syar.g_01557
OG0001305	Syap.g_01562	Syar.g_01937
OG0001306	Syap.g_00245	Syar.g_01521
OG0001307	Syap.g_00403	Syar.g_02591
OG0001308	Syap.g_02751, Syap.g_02750	Syar.g_02798
OG0001310	Syap.g_01774	Syar.g_02951
OG0001311	Syap.g_01871	Syar.g_01795
OG0001312	Syap.g_01735	Syar.g_02569
OG0001315	Syap.g_00596	Syar.g_01094
OG0001318	Syap.g_01596, Syap.g_01597	Syar.g_00186
OG0001319	Syap.g_02338	Syar.g_00215
OG0001326	Syap.g_02646	Syar.g_00632
OG0001336	Syap.g_02602	Syar.g_00448
OG0001337	Syap.g_00576	Syar.g_01112
OG0001345	Syap.g_01877, Syap.g_02776	Syar.g_01958
OG0001346	Syap.g_01484	Syar.g_02778
OG0001347	Syap.g_02536	Syar.g_00565
OG0001348	Syap.g_00938	Syar.g_02259
OG0001349	Syap.g_01264, Syap.g_00851	Syar.g_02764
OG0001351	Syap.g_01996	Syar.g_01420
OG0001353	Syap.g_01849	Syar.g_01809
OG0001358	Syap.g_00942	Syar.g_02262
OG0001360	Syap.g_01881, Syap.g_02778	Syar.g_01961
OG0001361	Syap.g_01792	Syar.g_01955
OG0001364	Syap.g_01052	Syar.g_00284
OG0001365	Syap.g_00138	Syar.g_00335
OG0001366	Syap.g_01399	Syar.g_02962
OG0001371	Syap.g_02544	Syar.g_03059
