Orthogroup	Syap	Syae
OG0000605	Syap.g_02501, Syap.g_02771	Syae.g_00260
OG0000606	Syap.g_02506	Syae.g_00616
OG0000607	Syap.g_00093	Syae.g_00613
OG0000608	Syap.g_00094	Syae.g_00612
OG0000609	Syap.g_00096	Syae.g_00610
OG0000610	Syap.g_01963	Syae.g_00601
OG0000611	Syap.g_01958	Syae.g_00598
OG0000612	Syap.g_01957	Syae.g_00597
OG0000613	Syap.g_02480	Syae.g_01910
OG0000615	Syap.g_00154	Syae.g_00557
OG0000616	Syap.g_00127	Syae.g_01696
OG0000617	Syap.g_00513	Syae.g_00464
OG0000618	Syap.g_00514	Syae.g_00463
OG0000619	Syap.g_00515	Syae.g_00462
OG0000620	Syap.g_00520	Syae.g_00456
OG0000621	Syap.g_00521	Syae.g_00455
OG0000622	Syap.g_00523	Syae.g_00454
OG0000623	Syap.g_00526	Syae.g_00453
OG0000624	Syap.g_00527	Syae.g_00451
OG0000625	Syap.g_00528	Syae.g_00450
OG0000626	Syap.g_00529	Syae.g_00449
OG0000627	Syap.g_00848	Syae.g_00299
OG0000628	Syap.g_00850	Syae.g_00300
OG0000629	Syap.g_02334	Syae.g_00303
OG0000630	Syap.g_02793	Syae.g_00310
OG0000631	Syap.g_01724	Syae.g_00317
OG0000632	Syap.g_01725	Syae.g_00318
OG0000633	Syap.g_01726	Syae.g_00320
OG0000634	Syap.g_00190	Syae.g_00525
OG0000635	Syap.g_00191	Syae.g_00524
OG0000636	Syap.g_00193	Syae.g_00522
OG0000637	Syap.g_00195	Syae.g_00520
OG0000638	Syap.g_00196	Syae.g_00519
OG0000639	Syap.g_00197	Syae.g_00518
OG0000640	Syap.g_00198	Syae.g_00517
OG0000641	Syap.g_00203	Syae.g_00513
OG0000642	Syap.g_02732	Syae.g_00512
OG0000643	Syap.g_02731	Syae.g_00510
OG0000644	Syap.g_02730	Syae.g_00509
OG0000645	Syap.g_02726	Syae.g_00507
OG0000646	Syap.g_02723	Syae.g_00504
OG0000647	Syap.g_02721	Syae.g_00502
OG0000648	Syap.g_02719	Syae.g_00499
OG0000649	Syap.g_02718	Syae.g_00498
OG0000650	Syap.g_02717	Syae.g_00497
OG0000651	Syap.g_02716	Syae.g_00496
OG0000652	Syap.g_02715	Syae.g_00495
OG0000653	Syap.g_02713	Syae.g_00493
OG0000654	Syap.g_02711	Syae.g_00492
OG0000655	Syap.g_02710	Syae.g_00491
OG0000656	Syap.g_02706	Syae.g_00488
OG0000657	Syap.g_01845	Syae.g_00834
OG0000658	Syap.g_01841	Syae.g_00837
OG0000659	Syap.g_01840	Syae.g_00838
OG0000660	Syap.g_01835	Syae.g_00842
OG0000662	Syap.g_00823	Syae.g_00846
OG0000663	Syap.g_00826	Syae.g_00849
OG0000664	Syap.g_00828	Syae.g_00850
OG0000665	Syap.g_02331	Syae.g_00121
OG0000666	Syap.g_01573	Syae.g_00258
OG0000667	Syap.g_01979	Syae.g_02056
OG0000668	Syap.g_02765	Syae.g_00418
OG0000669	Syap.g_02371	Syae.g_00585
OG0000670	Syap.g_02368	Syae.g_00582
OG0000671	Syap.g_01260	Syae.g_00580
OG0000672	Syap.g_01257	Syae.g_00577
OG0000673	Syap.g_01253	Syae.g_00574
OG0000674	Syap.g_01251	Syae.g_00572
OG0000675	Syap.g_01250	Syae.g_00571
OG0000676	Syap.g_01248	Syae.g_00569
OG0000677	Syap.g_01246	Syae.g_00568
OG0000678	Syap.g_01239	Syae.g_00564
OG0000679	Syap.g_00157	Syae.g_00555
OG0000680	Syap.g_00158	Syae.g_00554
OG0000681	Syap.g_00163	Syae.g_00551
OG0000682	Syap.g_00165	Syae.g_00550
OG0000683	Syap.g_00166	Syae.g_00549
OG0000684	Syap.g_00169	Syae.g_00545
OG0000685	Syap.g_00172	Syae.g_00543
OG0000686	Syap.g_00173	Syae.g_00542
OG0000687	Syap.g_00174	Syae.g_00541
OG0000688	Syap.g_00178	Syae.g_00536
OG0000689	Syap.g_00180	Syae.g_00534
OG0000690	Syap.g_00181	Syae.g_00533
OG0000691	Syap.g_00182	Syae.g_00532
OG0000692	Syap.g_00184	Syae.g_00531
OG0000693	Syap.g_00185	Syae.g_00529
OG0000694	Syap.g_00186	Syae.g_00528
OG0000695	Syap.g_01729	Syae.g_00322
OG0000696	Syap.g_01730	Syae.g_00323
OG0000697	Syap.g_01734	Syae.g_00325
OG0000698	Syap.g_01737	Syae.g_00328
OG0000699	Syap.g_01738	Syae.g_00330
OG0000700	Syap.g_01739	Syae.g_00331
OG0000701	Syap.g_01740	Syae.g_00332
OG0000702	Syap.g_01747	Syae.g_00341
OG0000703	Syap.g_01750	Syae.g_00342
OG0000704	Syap.g_01753	Syae.g_00345
OG0000705	Syap.g_02022	Syae.g_00352
OG0000706	Syap.g_02020	Syae.g_00353
OG0000707	Syap.g_02019	Syae.g_00354
OG0000708	Syap.g_02016	Syae.g_00357
OG0000709	Syap.g_00121	Syae.g_00365
OG0000711	Syap.g_02686	Syae.g_00398
OG0000712	Syap.g_02688	Syae.g_00400
OG0000713	Syap.g_02689	Syae.g_00401
OG0000714	Syap.g_02691	Syae.g_00403
OG0000715	Syap.g_02693	Syae.g_00405
OG0000716	Syap.g_02696	Syae.g_00409
OG0000717	Syap.g_02697	Syae.g_00410
OG0000718	Syap.g_02701	Syae.g_00414
OG0000719	Syap.g_02767	Syae.g_00416
OG0000720	Syap.g_02780	Syae.g_00429
OG0000721	Syap.g_02782	Syae.g_00431
OG0000722	Syap.g_02783	Syae.g_00432
OG0000723	Syap.g_00532	Syae.g_00445
OG0000725	Syap.g_01559	Syae.g_00789
OG0000726	Syap.g_01560	Syae.g_00788
OG0000727	Syap.g_01561	Syae.g_00787
OG0000728	Syap.g_01564	Syae.g_00785
OG0000729	Syap.g_01122	Syae.g_01819
OG0000730	Syap.g_00572	Syae.g_02189
OG0000731	Syap.g_00560	Syae.g_02201
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Syae.g_01764
OG0000733	Syap.g_01971	Syae.g_01599
OG0000734	Syap.g_02628	Syae.g_01371
OG0000735	Syap.g_00244	Syae.g_00942
OG0000736	Syap.g_00243	Syae.g_00941
OG0000737	Syap.g_00242	Syae.g_00940
OG0000738	Syap.g_00236	Syae.g_00935
OG0000739	Syap.g_00235	Syae.g_00928
OG0000740	Syap.g_00234	Syae.g_00927
OG0000741	Syap.g_00231	Syae.g_00924
OG0000742	Syap.g_00229	Syae.g_00922
OG0000743	Syap.g_00226	Syae.g_00920
OG0000744	Syap.g_00225	Syae.g_00919
OG0000745	Syap.g_00222	Syae.g_00917
OG0000746	Syap.g_00220	Syae.g_00915
OG0000747	Syap.g_00219	Syae.g_00914
OG0000748	Syap.g_00212	Syae.g_00902
OG0000749	Syap.g_00211	Syae.g_00900
OG0000750	Syap.g_00210	Syae.g_00899
OG0000751	Syap.g_00205	Syae.g_00892
OG0000752	Syap.g_01793	Syae.g_00890
OG0000753	Syap.g_02775	Syae.g_00887
OG0000754	Syap.g_01883	Syae.g_00641
OG0000755	Syap.g_01893	Syae.g_00651
OG0000757	Syap.g_00427	Syae.g_00661
OG0000758	Syap.g_00428	Syae.g_00662
OG0000759	Syap.g_00429	Syae.g_00663
OG0000760	Syap.g_00430	Syae.g_00664
OG0000761	Syap.g_00431	Syae.g_00668
OG0000762	Syap.g_00434	Syae.g_00672
OG0000763	Syap.g_02624	Syae.g_00676
OG0000764	Syap.g_02623	Syae.g_00677
OG0000765	Syap.g_02440	Syae.g_00695
OG0000766	Syap.g_02439	Syae.g_00696
OG0000767	Syap.g_02437	Syae.g_00698
OG0000768	Syap.g_02436	Syae.g_00699
OG0000769	Syap.g_02434	Syae.g_00701
OG0000770	Syap.g_02431	Syae.g_00704
OG0000772	Syap.g_02295	Syae.g_00168
OG0000773	Syap.g_00885	Syae.g_00947
OG0000774	Syap.g_01473	Syae.g_00951
OG0000775	Syap.g_01475	Syae.g_00954
OG0000776	Syap.g_01476	Syae.g_00955
OG0000777	Syap.g_01478	Syae.g_00956
OG0000778	Syap.g_01479	Syae.g_00957
OG0000779	Syap.g_01494	Syae.g_00963
OG0000780	Syap.g_01496	Syae.g_00967
OG0000781	Syap.g_02609	Syae.g_00971
OG0000782	Syap.g_02611	Syae.g_00972
OG0000783	Syap.g_02612	Syae.g_00973
OG0000784	Syap.g_02613	Syae.g_00974
OG0000785	Syap.g_02281	Syae.g_00976
OG0000786	Syap.g_02287	Syae.g_02477
OG0000787	Syap.g_02288	Syae.g_02476
OG0000788	Syap.g_01932	Syae.g_00087
OG0000789	Syap.g_00372	Syae.g_00281
OG0000791	Syap.g_02520	Syae.g_02292
OG0000792	Syap.g_02519	Syae.g_02291
OG0000793	Syap.g_02141	Syae.g_02286
OG0000794	Syap.g_02200	Syae.g_02285
OG0000795	Syap.g_02199	Syae.g_02284
OG0000796	Syap.g_02448	Syae.g_02280
OG0000797	Syap.g_02449	Syae.g_02279
OG0000798	Syap.g_01363	Syae.g_01972
OG0000798	Syap.g_01269	Syae.g_01205
OG0000799	Syap.g_02488	Syae.g_00010
OG0000800	Syap.g_02487	Syae.g_00009
OG0000801	Syap.g_02486	Syae.g_00008
OG0000802	Syap.g_02659	Syae.g_02686
OG0000803	Syap.g_02109	Syae.g_02680
OG0000804	Syap.g_02113	Syae.g_02677
OG0000805	Syap.g_02115	Syae.g_02663
OG0000806	Syap.g_02117	Syae.g_02661
OG0000807	Syap.g_02118	Syae.g_02659
OG0000808	Syap.g_02119	Syae.g_02658
OG0000809	Syap.g_02122	Syae.g_02655
OG0000810	Syap.g_02124	Syae.g_02654
OG0000811	Syap.g_02472	Syae.g_02648
OG0000812	Syap.g_02474	Syae.g_02646
OG0000813	Syap.g_02475	Syae.g_02645
OG0000814	Syap.g_02753	Syae.g_02643
OG0000815	Syap.g_02752	Syae.g_02642
OG0000816	Syap.g_02289	Syae.g_02641
OG0000817	Syap.g_02527	Syae.g_02640
OG0000818	Syap.g_02001	Syae.g_02634
OG0000819	Syap.g_02002	Syae.g_02633
OG0000820	Syap.g_02003	Syae.g_02632
OG0000821	Syap.g_02009	Syae.g_02626
OG0000822	Syap.g_02011	Syae.g_02624
OG0000824	Syap.g_00008	Syae.g_02617
OG0000825	Syap.g_00009	Syae.g_02616
OG0000826	Syap.g_00010	Syae.g_02615
OG0000827	Syap.g_00011	Syae.g_02614
OG0000828	Syap.g_00014	Syae.g_02612
OG0000829	Syap.g_00015	Syae.g_02611
OG0000830	Syap.g_00016	Syae.g_02610
OG0000831	Syap.g_00019	Syae.g_02608
OG0000832	Syap.g_00752	Syae.g_01081
OG0000833	Syap.g_00021	Syae.g_01106
OG0000834	Syap.g_00023	Syae.g_01108
OG0000835	Syap.g_00024	Syae.g_01109
OG0000836	Syap.g_00026	Syae.g_01113
OG0000837	Syap.g_00027	Syae.g_01115
OG0000838	Syap.g_00031	Syae.g_01119
OG0000839	Syap.g_00032	Syae.g_01120
OG0000840	Syap.g_00033	Syae.g_01121
OG0000841	Syap.g_00034	Syae.g_01122
OG0000842	Syap.g_00035	Syae.g_01123
OG0000843	Syap.g_00036	Syae.g_01124
OG0000844	Syap.g_00039	Syae.g_01125
OG0000845	Syap.g_00040	Syae.g_01126
OG0000846	Syap.g_00042	Syae.g_01127
OG0000847	Syap.g_00043	Syae.g_01128
OG0000848	Syap.g_00045	Syae.g_01130
OG0000849	Syap.g_00046	Syae.g_01131
OG0000850	Syap.g_00310	Syae.g_01133
OG0000851	Syap.g_01214	Syae.g_01139
OG0000852	Syap.g_01215	Syae.g_01140
OG0000853	Syap.g_01219	Syae.g_01144
OG0000854	Syap.g_01222	Syae.g_01146
OG0000855	Syap.g_01223	Syae.g_01147
OG0000856	Syap.g_01286	Syae.g_00059
OG0000857	Syap.g_02722	Syae.g_00503
OG0000858	Syap.g_00612	Syae.g_01153
OG0000859	Syap.g_00613	Syae.g_01154
OG0000860	Syap.g_00623	Syae.g_01165
OG0000861	Syap.g_02789	Syae.g_01166
OG0000862	Syap.g_01789	Syae.g_01167
OG0000863	Syap.g_01784	Syae.g_01170
OG0000864	Syap.g_01783	Syae.g_01171
OG0000865	Syap.g_01781, Syap.g_01782	Syae.g_01172
OG0000866	Syap.g_01780	Syae.g_01173
OG0000867	Syap.g_01779	Syae.g_01174
OG0000868	Syap.g_01775	Syae.g_01177
OG0000869	Syap.g_01770	Syae.g_01182
OG0000870	Syap.g_01401	Syae.g_01187
OG0000871	Syap.g_01400	Syae.g_01188
OG0000872	Syap.g_01394	Syae.g_01196
OG0000873	Syap.g_01390	Syae.g_01199
OG0000874	Syap.g_01388	Syae.g_01194
OG0000875	Syap.g_01386	Syae.g_01244
OG0000876	Syap.g_00822	Syae.g_01020
OG0000877	Syap.g_01380	Syae.g_01025
OG0000878	Syap.g_01378	Syae.g_01026
OG0000879	Syap.g_01377	Syae.g_01027
OG0000880	Syap.g_01376	Syae.g_01028
OG0000882	Syap.g_01516	Syae.g_01039
OG0000883	Syap.g_01511	Syae.g_01041
OG0000884	Syap.g_01509	Syae.g_01043
OG0000885	Syap.g_01508	Syae.g_01044
OG0000886	Syap.g_01507	Syae.g_01045
OG0000887	Syap.g_01506	Syae.g_01046
OG0000888	Syap.g_01504	Syae.g_01048
OG0000889	Syap.g_01502	Syae.g_01050
OG0000890	Syap.g_01499	Syae.g_01056
OG0000891	Syap.g_01498	Syae.g_01057
OG0000892	Syap.g_02671	Syae.g_01059
OG0000893	Syap.g_02497	Syae.g_02031
OG0000894	Syap.g_02679	Syae.g_02034
OG0000895	Syap.g_00546	Syae.g_02038
OG0000896	Syap.g_00545	Syae.g_02039
OG0000897	Syap.g_00543	Syae.g_02041
OG0000898	Syap.g_00542	Syae.g_02042
OG0000899	Syap.g_00541	Syae.g_02043
OG0000900	Syap.g_00540	Syae.g_02044
OG0000901	Syap.g_01930	Syae.g_02049
OG0000902	Syap.g_01929	Syae.g_02051
OG0000903	Syap.g_01916	Syae.g_02077
OG0000904	Syap.g_01922	Syae.g_02071
OG0000905	Syap.g_01925	Syae.g_02065
OG0000906	Syap.g_01927	Syae.g_02063
OG0000907	Syap.g_01914	Syae.g_02079
OG0000908	Syap.g_01235	Syae.g_02082
OG0000909	Syap.g_01236	Syae.g_02083
OG0000910	Syap.g_01237	Syae.g_02084
OG0000911	Syap.g_00511	Syae.g_02086
OG0000912	Syap.g_00510	Syae.g_02087
OG0000913	Syap.g_00509	Syae.g_02088
OG0000914	Syap.g_00508	Syae.g_02089
OG0000915	Syap.g_00506	Syae.g_02091
OG0000916	Syap.g_00505	Syae.g_02092
OG0000917	Syap.g_00504	Syae.g_02093
OG0000918	Syap.g_00503	Syae.g_02094
OG0000919	Syap.g_00502	Syae.g_02095
OG0000920	Syap.g_00501	Syae.g_02096
OG0000921	Syap.g_00500	Syae.g_02097
OG0000922	Syap.g_00499	Syae.g_02098
OG0000923	Syap.g_00495	Syae.g_02102
OG0000924	Syap.g_00494	Syae.g_02103
OG0000925	Syap.g_00493	Syae.g_02104
OG0000926	Syap.g_00492	Syae.g_02105
OG0000927	Syap.g_00490	Syae.g_02107
OG0000928	Syap.g_00489	Syae.g_02108
OG0000929	Syap.g_00488	Syae.g_02109
OG0000930	Syap.g_00487	Syae.g_02110
OG0000931	Syap.g_00486	Syae.g_02111
OG0000932	Syap.g_00485	Syae.g_02112
OG0000933	Syap.g_00479	Syae.g_02118
OG0000934	Syap.g_00477	Syae.g_02120
OG0000935	Syap.g_00476	Syae.g_02121
OG0000936	Syap.g_00475	Syae.g_02122
OG0000937	Syap.g_00474	Syae.g_02123
OG0000938	Syap.g_00471	Syae.g_02126
OG0000939	Syap.g_00469	Syae.g_02127
OG0000940	Syap.g_00460	Syae.g_02133
OG0000941	Syap.g_00458	Syae.g_02135
OG0000942	Syap.g_00606	Syae.g_02137
OG0000943	Syap.g_00604	Syae.g_02138
OG0000944	Syap.g_00602	Syae.g_02140
OG0000945	Syap.g_00601	Syae.g_02142
OG0000946	Syap.g_00595	Syae.g_02146
OG0000947	Syap.g_00591	Syae.g_02149
OG0000948	Syap.g_00590	Syae.g_02150
OG0000949	Syap.g_01051	Syae.g_01884
OG0000950	Syap.g_01061	Syae.g_01873
OG0000951	Syap.g_01070	Syae.g_01866
OG0000952	Syap.g_01074	Syae.g_01859
OG0000953	Syap.g_01078	Syae.g_01854
OG0000954	Syap.g_01089	Syae.g_01845
OG0000955	Syap.g_01090	Syae.g_01844
OG0000956	Syap.g_01092	Syae.g_01842
OG0000957	Syap.g_01109	Syae.g_01831
OG0000958	Syap.g_01110	Syae.g_01830
OG0000959	Syap.g_01114	Syae.g_01826
OG0000960	Syap.g_01115	Syae.g_01825
OG0000961	Syap.g_02170	Syae.g_01822
OG0000962	Syap.g_01121	Syae.g_01820
OG0000963	Syap.g_01124	Syae.g_01814
OG0000964	Syap.g_01125	Syae.g_01813
OG0000965	Syap.g_01126	Syae.g_01812
OG0000966	Syap.g_01141	Syae.g_01789
OG0000967	Syap.g_00633	Syae.g_01782
OG0000968	Syap.g_00998	Syae.g_01787
OG0000969	Syap.g_00996	Syae.g_01785
OG0000970	Syap.g_00995	Syae.g_01784
OG0000971	Syap.g_00993	Syae.g_01779
OG0000972	Syap.g_00992	Syae.g_01778
OG0000973	Syap.g_00991	Syae.g_01777
OG0000974	Syap.g_00990	Syae.g_01776
OG0000975	Syap.g_00989	Syae.g_01775
OG0000976	Syap.g_00988	Syae.g_01774
OG0000977	Syap.g_00986	Syae.g_01772
OG0000978	Syap.g_00985	Syae.g_01771
OG0000979	Syap.g_00980	Syae.g_01768
OG0000980	Syap.g_00977	Syae.g_01765
OG0000981	Syap.g_01812	Syae.g_01762
OG0000982	Syap.g_00132	Syae.g_01568
OG0000983	Syap.g_00134	Syae.g_01569
OG0000984	Syap.g_00135	Syae.g_01570
OG0000985	Syap.g_00140	Syae.g_01572
OG0000986	Syap.g_01044	Syae.g_01575
OG0000987	Syap.g_01033	Syae.g_01577
OG0000988	Syap.g_01027	Syae.g_01583
OG0000989	Syap.g_01011	Syae.g_01591
OG0000990	Syap.g_02087	Syae.g_01606
OG0000991	Syap.g_02091	Syae.g_01609
OG0000992	Syap.g_02095	Syae.g_01612
OG0000993	Syap.g_02097	Syae.g_01613
OG0000994	Syap.g_02101	Syae.g_01616
OG0000996	Syap.g_01817	Syae.g_01667
OG0000997	Syap.g_02590	Syae.g_01678
OG0000998	Syap.g_02591	Syae.g_01680
OG0000999	Syap.g_02592	Syae.g_01683
OG0001001	Syap.g_02605	Syae.g_01692
OG0001002	Syap.g_00124	Syae.g_01699
OG0001003	Syap.g_02310	Syae.g_01701
OG0001004	Syap.g_02311	Syae.g_01702
OG0001005	Syap.g_02312	Syae.g_01703
OG0001006	Syap.g_00053	Syae.g_01710
OG0001007	Syap.g_00055	Syae.g_01712
OG0001008	Syap.g_02060	Syae.g_00993
OG0001012	Syap.g_00371	Syae.g_01564
OG0001013	Syap.g_01325	Syae.g_01552
OG0001016	Syap.g_01695	Syae.g_01290
OG0001033	Syap.g_00105	Syae.g_01505
OG0001035	Syap.g_01594	Syae.g_02006
OG0001038	Syap.g_01362	Syae.g_01971
OG0001039	Syap.g_01359	Syae.g_01968
OG0001040	Syap.g_01356	Syae.g_01965
OG0001041	Syap.g_01352	Syae.g_01960
OG0001043	Syap.g_01676	Syae.g_01931
OG0001044	Syap.g_00571	Syae.g_02191
OG0001053	Syap.g_02253	Syae.g_02312
OG0001054	Syap.g_00274	Syae.g_02329
OG0001055	Syap.g_00252	Syae.g_02350
OG0001059	Syap.g_00306	Syae.g_02406
OG0001060	Syap.g_00299	Syae.g_02412
OG0001061	Syap.g_01309	Syae.g_02434
OG0001062	Syap.g_01314	Syae.g_02436
OG0001072	Syap.g_00441	Syae.g_02454
OG0001073	Syap.g_00122, Syap.g_00455	Syae.g_02468
OG0001078	Syap.g_00896	Syae.g_00075
OG0001080	Syap.g_02505	Syae.g_00267
OG0001085	Syap.g_01953	Syae.g_00594
OG0001094	Syap.g_00187	Syae.g_00527
OG0001095	Syap.g_02725	Syae.g_00506
OG0001096	Syap.g_02709	Syae.g_00490
OG0001100	Syap.g_02369	Syae.g_00583
OG0001102	Syap.g_01258	Syae.g_00578
OG0001103	Syap.g_01256	Syae.g_00576
OG0001104	Syap.g_00171	Syae.g_00544
OG0001105	Syap.g_00175	Syae.g_00540
OG0001107	Syap.g_02015	Syae.g_00358
OG0001108	Syap.g_00119	Syae.g_00366
OG0001122	Syap.g_02766	Syae.g_00417
OG0001123	Syap.g_01872	Syae.g_00424
OG0001133	Syap.g_01292	Syae.g_00053
OG0001136	Syap.g_00230	Syae.g_00923
OG0001137	Syap.g_00213	Syae.g_00903
OG0001140	Syap.g_02134	Syae.g_00657
OG0001152	Syap.g_02447	Syae.g_02281
OG0001155	Syap.g_00750	Syae.g_01083
OG0001160	Syap.g_01217	Syae.g_01142
OG0001162	Syap.g_02366	Syae.g_00487
OG0001163	Syap.g_00609	Syae.g_01150
OG0001164	Syap.g_00614	Syae.g_01156
OG0001165	Syap.g_00619	Syae.g_01161
OG0001168	Syap.g_01372	Syae.g_01033
OG0001171	Syap.g_01505	Syae.g_01047
OG0001172	Syap.g_00547	Syae.g_02036
OG0001177	Syap.g_01920	Syae.g_02073
OG0001178	Syap.g_01786, Syap.g_01787	Syae.g_01168
OG0001179	Syap.g_00491	Syae.g_02106
OG0001180	Syap.g_00097, Syap.g_00465	Syae.g_02130
OG0001181	Syap.g_00459	Syae.g_02134
OG0001183	Syap.g_00594	Syae.g_02147
OG0001185	Syap.g_01104	Syae.g_01835
OG0001188	Syap.g_00634	Syae.g_01783
OG0001189	Syap.g_00979	Syae.g_01767
OG0001191	Syap.g_01030	Syae.g_01580
OG0001192	Syap.g_01021	Syae.g_01587
OG0001197	Syap.g_00126	Syae.g_01697
OG0001198	Syap.g_00052	Syae.g_01709
OG0001199	Syap.g_01696	Syae.g_01291
OG0001200	Syap.g_01698	Syae.g_01293
OG0001202	Syap.g_01613	Syae.g_01494
OG0001203	Syap.g_01154	Syae.g_02240
OG0001204	Syap.g_01577	Syae.g_02022
OG0001214	Syap.g_00897	Syae.g_00076
OG0001217	Syap.g_01464	Syae.g_00151
OG0001218	Syap.g_00020	Syae.g_02605
OG0001219	Syap.g_02794	Syae.g_00312
OG0001221	Syap.g_01777	Syae.g_00559
OG0001222	Syap.g_02027	Syae.g_00347
OG0001224	Syap.g_01551	Syae.g_00797
OG0001225	Syap.g_01553	Syae.g_00795
OG0001226	Syap.g_02551	Syae.g_00135
OG0001228	Syap.g_01063	Syae.g_01004
OG0001229	Syap.g_00827	Syae.g_00771
OG0001230	Syap.g_02116	Syae.g_02662
OG0001231	Syap.g_00073	Syae.g_01729
OG0001232	Syap.g_01393	Syae.g_01197
OG0001235	Syap.g_01924	Syae.g_02066
OG0001236	Syap.g_01069	Syae.g_01867
OG0001237	Syap.g_01073	Syae.g_01860
OG0001238	Syap.g_01028	Syae.g_01582
OG0001239	Syap.g_01693, Syap.g_01692	Syae.g_01288
OG0001242	Syap.g_02227, Syap.g_02229	Syae.g_01387
OG0001243	Syap.g_02219	Syae.g_01395
OG0001244	Syap.g_02192	Syae.g_01425
OG0001246	Syap.g_01165, Syap.g_00267	Syae.g_02337
OG0001248	Syap.g_00423	Syae.g_00485
OG0001249	Syap.g_00575	Syae.g_02186
OG0001250	Syap.g_01836	Syae.g_00841
OG0001251	Syap.g_01549, Syap.g_01727	Syae.g_01632
OG0001253	Syap.g_01969	Syae.g_00243
OG0001255	Syap.g_02523	Syae.g_00667
OG0001256	Syap.g_01225	Syae.g_01149
OG0001257	Syap.g_00374, Syap.g_00373, Syap.g_01821	Syae.g_00295
OG0001258	Syap.g_00617	Syae.g_01159
OG0001260	Syap.g_01497	Syae.g_01058
OG0001261	Syap.g_00482	Syae.g_02115
OG0001262	Syap.g_00981	Syae.g_01769
OG0001263	Syap.g_02216	Syae.g_01399
OG0001265	Syap.g_02231	Syae.g_01385
OG0001266	Syap.g_01618	Syae.g_01498
OG0001267	Syap.g_01360	Syae.g_01969
OG0001268	Syap.g_00563	Syae.g_02198
OG0001270	Syap.g_02056	Syae.g_00997
OG0001271	Syap.g_02759	Syae.g_02527
OG0001272	Syap.g_02250	Syae.g_02315
OG0001274	Syap.g_01897	Syae.g_01535
OG0001275	Syap.g_02694	Syae.g_00407
OG0001276	Syap.g_01873	Syae.g_00423
OG0001277	Syap.g_01293	Syae.g_01677
OG0001278	Syap.g_02438	Syae.g_00697
OG0001279	Syap.g_02663	Syae.g_00007
OG0001282	Syap.g_01701	Syae.g_02298
OG0001284	Syap.g_00047	Syae.g_01132
OG0001287	Syap.g_00418	Syae.g_01827
OG0001288	Syap.g_01123	Syae.g_01815
OG0001289	Syap.g_02365	Syae.g_01330
OG0001291	Syap.g_02207	Syae.g_01409
OG0001292	Syap.g_01583	Syae.g_02017
OG0001297	Syap.g_00255	Syae.g_02347
OG0001299	Syap.g_01959	Syae.g_00599
OG0001303	Syap.g_02795	Syae.g_00314
OG0001304	Syap.g_00536	Syae.g_00436
OG0001305	Syap.g_01562	Syae.g_00786
OG0001306	Syap.g_00245	Syae.g_00943
OG0001307	Syap.g_00403	Syae.g_02059
OG0001310	Syap.g_01774	Syae.g_01178
OG0001311	Syap.g_01871	Syae.g_00425
OG0001312	Syap.g_01735	Syae.g_00326
OG0001314	Syap.g_00330, Syap.g_00391	Syae.g_00097
OG0001315	Syap.g_00596	Syae.g_02145
OG0001318	Syap.g_01596, Syap.g_01597	Syae.g_02004
OG0001319	Syap.g_02338	Syae.g_01980
OG0001323	Syap.g_00757	Syae.g_02355
OG0001326	Syap.g_02646	Syae.g_01641
OG0001332	Syap.g_01548	Syae.g_01077
OG0001333	Syap.g_01373	Syae.g_01032
OG0001336	Syap.g_02602	Syae.g_01689
OG0001345	Syap.g_01877, Syap.g_02776	Syae.g_00886
OG0001346	Syap.g_01484	Syae.g_00962
OG0001347	Syap.g_02536	Syae.g_01907
OG0001348	Syap.g_00938	Syae.g_00821
OG0001349	Syap.g_01264, Syap.g_00851	Syae.g_01245
OG0001351	Syap.g_01996	Syae.g_02492
OG0001353	Syap.g_01849	Syae.g_00831
OG0001358	Syap.g_00942	Syae.g_00046
OG0001360	Syap.g_01881, Syap.g_02778	Syae.g_00883
OG0001361	Syap.g_01792	Syae.g_00889
OG0001364	Syap.g_01052	Syae.g_01883
OG0001366	Syap.g_01399	Syae.g_01189
OG0001368	Syap.g_01576	Syae.g_02023
OG0001373	Syap.g_02647	Syae.g_01640
OG0001374	Syap.g_01829, Syap.g_01830	Syae.g_01648
OG0001376	Syap.g_01991	Syae.g_01589
OG0001377	Syap.g_01992	Syae.g_01588
OG0001378	Syap.g_02055	Syae.g_00998
OG0001379	Syap.g_01474	Syae.g_00952
OG0001382	Syap.g_00677	Syae.g_02490
OG0001385	Syap.g_02650	Syae.g_01637
OG0001386	Syap.g_02649	Syae.g_01638
OG0001387	Syap.g_02648	Syae.g_01639
OG0001388	Syap.g_02645	Syae.g_01642
OG0001389	Syap.g_02644	Syae.g_01643
OG0001390	Syap.g_02643	Syae.g_01644
OG0001391	Syap.g_01833	Syae.g_01645
OG0001392	Syap.g_01832	Syae.g_01646
OG0001393	Syap.g_01831	Syae.g_01647
OG0001394	Syap.g_00159	Syae.g_00553
OG0001395	Syap.g_00531	Syae.g_00446
OG0001396	Syap.g_02537	Syae.g_01908
OG0001398	Syap.g_02356	Syae.g_00289
OG0001401	Syap.g_01844	Syae.g_00835
OG0001406	Syap.g_01989	Syae.g_01590
OG0001408	Syap.g_01862	Syae.g_00712
OG0001412	Syap.g_02535	Syae.g_01240, Syae.g_01906
OG0001420	Syap.g_02736	Syae.g_00727, Syae.g_02365
