Orthogroup	Syap	Syai
OG0000607	Syap.g_00093	Syai.g_01224
OG0000608	Syap.g_00094	Syai.g_01225
OG0000609	Syap.g_00096	Syai.g_01227
OG0000610	Syap.g_01963	Syai.g_01234
OG0000611	Syap.g_01958	Syai.g_01237
OG0000612	Syap.g_01957	Syai.g_01238
OG0000613	Syap.g_02480	Syai.g_00196
OG0000615	Syap.g_00154	Syai.g_01286
OG0000616	Syap.g_00127	Syai.g_02914
OG0000617	Syap.g_00513	Syai.g_01393
OG0000618	Syap.g_00514	Syai.g_01394
OG0000619	Syap.g_00515	Syai.g_01395
OG0000620	Syap.g_00520	Syai.g_01402
OG0000621	Syap.g_00521	Syai.g_01403
OG0000622	Syap.g_00523	Syai.g_01404
OG0000623	Syap.g_00526	Syai.g_01405
OG0000624	Syap.g_00527	Syai.g_01407
OG0000625	Syap.g_00528	Syai.g_01408
OG0000626	Syap.g_00529	Syai.g_01409
OG0000627	Syap.g_00848	Syai.g_01575
OG0000628	Syap.g_00850	Syai.g_01573
OG0000629	Syap.g_02334	Syai.g_01570
OG0000630	Syap.g_02793	Syai.g_01566
OG0000631	Syap.g_01724	Syai.g_01557
OG0000632	Syap.g_01725	Syai.g_01556
OG0000633	Syap.g_01726	Syai.g_01555
OG0000634	Syap.g_00190	Syai.g_01317
OG0000635	Syap.g_00191	Syai.g_01318
OG0000636	Syap.g_00193	Syai.g_01320
OG0000637	Syap.g_00195	Syai.g_01322
OG0000638	Syap.g_00196	Syai.g_01323
OG0000639	Syap.g_00197	Syai.g_01324
OG0000640	Syap.g_00198	Syai.g_01325
OG0000641	Syap.g_00203	Syai.g_01329
OG0000642	Syap.g_02732	Syai.g_01330
OG0000643	Syap.g_02731	Syai.g_01349
OG0000644	Syap.g_02730	Syai.g_01350
OG0000645	Syap.g_02726	Syai.g_01352
OG0000646	Syap.g_02723	Syai.g_01355
OG0000647	Syap.g_02721	Syai.g_01357
OG0000648	Syap.g_02719	Syai.g_01362
OG0000649	Syap.g_02718	Syai.g_01363
OG0000650	Syap.g_02717	Syai.g_01364
OG0000651	Syap.g_02716	Syai.g_01365
OG0000652	Syap.g_02715	Syai.g_01366
OG0000653	Syap.g_02713	Syai.g_01368
OG0000654	Syap.g_02711	Syai.g_01369
OG0000655	Syap.g_02710	Syai.g_01370
OG0000656	Syap.g_02706	Syai.g_01373
OG0000657	Syap.g_01845	Syai.g_02045
OG0000658	Syap.g_01841	Syai.g_02049
OG0000659	Syap.g_01840	Syai.g_02050
OG0000660	Syap.g_01835	Syai.g_02054
OG0000662	Syap.g_00823	Syai.g_02058
OG0000663	Syap.g_00826	Syai.g_02061
OG0000664	Syap.g_00828	Syai.g_02062
OG0000665	Syap.g_02331	Syai.g_02431
OG0000666	Syap.g_01573	Syai.g_01610
OG0000667	Syap.g_01979	Syai.g_01724
OG0000668	Syap.g_02765	Syai.g_01436
OG0000669	Syap.g_02371	Syai.g_01251
OG0000670	Syap.g_02368	Syai.g_00561
OG0000671	Syap.g_01260	Syai.g_01255
OG0000672	Syap.g_01257	Syai.g_01259
OG0000673	Syap.g_01253	Syai.g_01262
OG0000674	Syap.g_01251	Syai.g_01264
OG0000675	Syap.g_01250	Syai.g_01265
OG0000676	Syap.g_01248	Syai.g_01275
OG0000677	Syap.g_01246	Syai.g_01276
OG0000678	Syap.g_01239	Syai.g_01279
OG0000679	Syap.g_00157	Syai.g_01288
OG0000680	Syap.g_00158	Syai.g_01289
OG0000681	Syap.g_00163	Syai.g_01292
OG0000682	Syap.g_00165	Syai.g_01293
OG0000683	Syap.g_00166	Syai.g_01294
OG0000684	Syap.g_00169	Syai.g_01299
OG0000685	Syap.g_00172	Syai.g_01301
OG0000686	Syap.g_00173	Syai.g_01302
OG0000687	Syap.g_00174	Syai.g_01303
OG0000688	Syap.g_00178	Syai.g_01307
OG0000689	Syap.g_00180	Syai.g_01309
OG0000690	Syap.g_00181	Syai.g_01310
OG0000691	Syap.g_00182	Syai.g_01311
OG0000692	Syap.g_00184	Syai.g_01312
OG0000693	Syap.g_00185	Syai.g_01313
OG0000694	Syap.g_00186	Syai.g_01314
OG0000695	Syap.g_01729	Syai.g_01553
OG0000696	Syap.g_01730	Syai.g_01552
OG0000697	Syap.g_01734	Syai.g_01550
OG0000698	Syap.g_01737	Syai.g_01547
OG0000699	Syap.g_01738	Syai.g_01545
OG0000700	Syap.g_01739	Syai.g_01544
OG0000701	Syap.g_01740	Syai.g_01543
OG0000702	Syap.g_01747	Syai.g_01521
OG0000703	Syap.g_01750	Syai.g_01520
OG0000704	Syap.g_01753	Syai.g_01518
OG0000705	Syap.g_02022	Syai.g_01511
OG0000706	Syap.g_02020	Syai.g_01510
OG0000707	Syap.g_02019	Syai.g_01509
OG0000708	Syap.g_02016	Syai.g_01506
OG0000709	Syap.g_00121	Syai.g_01497
OG0000711	Syap.g_02686	Syai.g_01456
OG0000712	Syap.g_02688	Syai.g_01454
OG0000713	Syap.g_02689	Syai.g_01453
OG0000714	Syap.g_02691	Syai.g_01451
OG0000715	Syap.g_02693	Syai.g_01449
OG0000716	Syap.g_02696	Syai.g_01445
OG0000717	Syap.g_02697	Syai.g_01444
OG0000718	Syap.g_02701	Syai.g_01440
OG0000719	Syap.g_02767	Syai.g_01438
OG0000720	Syap.g_02780	Syai.g_01425
OG0000721	Syap.g_02782	Syai.g_01423
OG0000722	Syap.g_02783	Syai.g_01422
OG0000723	Syap.g_00532	Syai.g_01411
OG0000725	Syap.g_01559	Syai.g_02004
OG0000726	Syap.g_01560	Syai.g_02003
OG0000727	Syap.g_01561	Syai.g_02002
OG0000728	Syap.g_01564	Syai.g_02000
OG0000729	Syap.g_01122	Syai.g_00097
OG0000730	Syap.g_00572	Syai.g_00483
OG0000731	Syap.g_00560	Syai.g_00495
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Syai.g_00058
OG0000733	Syap.g_01971	Syai.g_02805
OG0000734	Syap.g_02628	Syai.g_02548
OG0000735	Syap.g_00244	Syai.g_02159
OG0000736	Syap.g_00243	Syai.g_02158
OG0000737	Syap.g_00242	Syai.g_02157
OG0000738	Syap.g_00236	Syai.g_02152
OG0000739	Syap.g_00235	Syai.g_02151
OG0000740	Syap.g_00234	Syai.g_02150
OG0000741	Syap.g_00231	Syai.g_02147
OG0000742	Syap.g_00229	Syai.g_02145
OG0000743	Syap.g_00226	Syai.g_02143
OG0000744	Syap.g_00225	Syai.g_02142
OG0000745	Syap.g_00222	Syai.g_02140
OG0000746	Syap.g_00220	Syai.g_02138
OG0000747	Syap.g_00219	Syai.g_02137
OG0000748	Syap.g_00212	Syai.g_02125
OG0000749	Syap.g_00211	Syai.g_02123
OG0000750	Syap.g_00210	Syai.g_02122
OG0000751	Syap.g_00205	Syai.g_02116
OG0000752	Syap.g_01793	Syai.g_02114
OG0000753	Syap.g_02775	Syai.g_02111
OG0000754	Syap.g_01883	Syai.g_01750
OG0000755	Syap.g_01893	Syai.g_01760
OG0000757	Syap.g_00427	Syai.g_01769
OG0000758	Syap.g_00428	Syai.g_01770
OG0000759	Syap.g_00429	Syai.g_01771
OG0000760	Syap.g_00430	Syai.g_01772
OG0000761	Syap.g_00431	Syai.g_01775
OG0000762	Syap.g_00434	Syai.g_01777
OG0000763	Syap.g_02624	Syai.g_01779
OG0000764	Syap.g_02623	Syai.g_01780
OG0000765	Syap.g_02440	Syai.g_01797
OG0000766	Syap.g_02439	Syai.g_01798
OG0000767	Syap.g_02437	Syai.g_01800
OG0000768	Syap.g_02436	Syai.g_01801
OG0000769	Syap.g_02434	Syai.g_01803
OG0000770	Syap.g_02431	Syai.g_01822
OG0000772	Syap.g_02295	Syai.g_01639
OG0000773	Syap.g_00885	Syai.g_02164
OG0000774	Syap.g_01473	Syai.g_02168
OG0000775	Syap.g_01475	Syai.g_02172
OG0000776	Syap.g_01476	Syai.g_02173
OG0000777	Syap.g_01478	Syai.g_02174
OG0000778	Syap.g_01479	Syai.g_02175
OG0000779	Syap.g_01494	Syai.g_02181
OG0000780	Syap.g_01496	Syai.g_02184
OG0000781	Syap.g_02609	Syai.g_02188
OG0000782	Syap.g_02611	Syai.g_02189
OG0000783	Syap.g_02612	Syai.g_02190
OG0000784	Syap.g_02613	Syai.g_02191
OG0000785	Syap.g_02281	Syai.g_02193
OG0000786	Syap.g_02287	Syai.g_00816
OG0000787	Syap.g_02288	Syai.g_00815
OG0000788	Syap.g_01932	Syai.g_01117
OG0000789	Syap.g_00372	Syai.g_01596
OG0000791	Syap.g_02520	Syai.g_00621
OG0000792	Syap.g_02519	Syai.g_00620
OG0000793	Syap.g_02141	Syai.g_00615
OG0000794	Syap.g_02200	Syai.g_00614
OG0000795	Syap.g_02199	Syai.g_00613
OG0000796	Syap.g_02448	Syai.g_00609
OG0000797	Syap.g_02449	Syai.g_00608
OG0000798	Syap.g_01363	Syai.g_00262
OG0000799	Syap.g_02488	Syai.g_00996
OG0000800	Syap.g_02487	Syai.g_00993
OG0000801	Syap.g_02486	Syai.g_00992
OG0000802	Syap.g_02659	Syai.g_00988
OG0000803	Syap.g_02109	Syai.g_00983
OG0000804	Syap.g_02113	Syai.g_00980
OG0000805	Syap.g_02115	Syai.g_00965
OG0000806	Syap.g_02117	Syai.g_00963
OG0000807	Syap.g_02118	Syai.g_00961
OG0000808	Syap.g_02119	Syai.g_00960
OG0000809	Syap.g_02122	Syai.g_00957
OG0000810	Syap.g_02124	Syai.g_00956
OG0000811	Syap.g_02472	Syai.g_00950
OG0000812	Syap.g_02474	Syai.g_00948
OG0000813	Syap.g_02475	Syai.g_00947
OG0000814	Syap.g_02753	Syai.g_00945
OG0000815	Syap.g_02752	Syai.g_00944
OG0000816	Syap.g_02289	Syai.g_00942
OG0000817	Syap.g_02527	Syai.g_00941
OG0000818	Syap.g_02001	Syai.g_00935
OG0000819	Syap.g_02002	Syai.g_00934
OG0000820	Syap.g_02003	Syai.g_00933
OG0000821	Syap.g_02009	Syai.g_00916
OG0000822	Syap.g_02011	Syai.g_00914
OG0000824	Syap.g_00008	Syai.g_00907
OG0000825	Syap.g_00009	Syai.g_00906
OG0000826	Syap.g_00010	Syai.g_00905
OG0000827	Syap.g_00011	Syai.g_00904
OG0000828	Syap.g_00014	Syai.g_00900
OG0000829	Syap.g_00015	Syai.g_00899
OG0000830	Syap.g_00016	Syai.g_00898
OG0000831	Syap.g_00019	Syai.g_00896
OG0000832	Syap.g_00752	Syai.g_02296
OG0000833	Syap.g_00021	Syai.g_02305
OG0000834	Syap.g_00023	Syai.g_02307
OG0000835	Syap.g_00024	Syai.g_02308
OG0000836	Syap.g_00026	Syai.g_02312
OG0000837	Syap.g_00027	Syai.g_02313
OG0000838	Syap.g_00031	Syai.g_02323
OG0000839	Syap.g_00032	Syai.g_02324
OG0000840	Syap.g_00033	Syai.g_02325
OG0000841	Syap.g_00034	Syai.g_02326
OG0000842	Syap.g_00035	Syai.g_02327
OG0000843	Syap.g_00036	Syai.g_02328
OG0000844	Syap.g_00039	Syai.g_02330
OG0000845	Syap.g_00040	Syai.g_02331
OG0000846	Syap.g_00042	Syai.g_02332
OG0000847	Syap.g_00043	Syai.g_02333
OG0000848	Syap.g_00045	Syai.g_02335
OG0000849	Syap.g_00046	Syai.g_02336
OG0000850	Syap.g_00310	Syai.g_02339
OG0000851	Syap.g_01214	Syai.g_02352
OG0000852	Syap.g_01215	Syai.g_02353
OG0000853	Syap.g_01219	Syai.g_02357
OG0000854	Syap.g_01222	Syai.g_02359
OG0000855	Syap.g_01223	Syai.g_02360
OG0000856	Syap.g_01286	Syai.g_01078
OG0000857	Syap.g_02722	Syai.g_01356
OG0000858	Syap.g_00612	Syai.g_02366
OG0000859	Syap.g_00613	Syai.g_02367
OG0000860	Syap.g_00623	Syai.g_02380
OG0000861	Syap.g_02789	Syai.g_02381
OG0000862	Syap.g_01789	Syai.g_02382
OG0000863	Syap.g_01784	Syai.g_02385
OG0000864	Syap.g_01783	Syai.g_02386
OG0000865	Syap.g_01781, Syap.g_01782	Syai.g_02387
OG0000866	Syap.g_01780	Syai.g_02388
OG0000867	Syap.g_01779	Syai.g_02389
OG0000868	Syap.g_01775	Syai.g_02392
OG0000869	Syap.g_01770	Syai.g_02396
OG0000870	Syap.g_01401	Syai.g_02401
OG0000871	Syap.g_01400	Syai.g_02402
OG0000872	Syap.g_01394	Syai.g_02409
OG0000873	Syap.g_01390	Syai.g_02412
OG0000874	Syap.g_01388	Syai.g_02408
OG0000875	Syap.g_01386	Syai.g_02416
OG0000876	Syap.g_00822	Syai.g_02243
OG0000877	Syap.g_01380	Syai.g_02250
OG0000878	Syap.g_01378	Syai.g_02251
OG0000879	Syap.g_01377	Syai.g_02252
OG0000880	Syap.g_01376	Syai.g_02253
OG0000882	Syap.g_01516	Syai.g_02262
OG0000883	Syap.g_01511	Syai.g_02264
OG0000884	Syap.g_01509	Syai.g_02266
OG0000885	Syap.g_01508	Syai.g_02267
OG0000886	Syap.g_01507	Syai.g_02268
OG0000887	Syap.g_01506	Syai.g_02269
OG0000888	Syap.g_01504	Syai.g_02271
OG0000889	Syap.g_01502	Syai.g_02273
OG0000890	Syap.g_01499	Syai.g_02279
OG0000891	Syap.g_01498	Syai.g_02280
OG0000892	Syap.g_02671	Syai.g_02282
OG0000893	Syap.g_02497	Syai.g_00318
OG0000894	Syap.g_02679	Syai.g_00321
OG0000895	Syap.g_00546	Syai.g_00325
OG0000896	Syap.g_00545	Syai.g_00326
OG0000897	Syap.g_00543	Syai.g_00328
OG0000898	Syap.g_00542	Syai.g_00329
OG0000899	Syap.g_00541	Syai.g_00330
OG0000900	Syap.g_00540	Syai.g_00331
OG0000901	Syap.g_01930	Syai.g_00336
OG0000902	Syap.g_01929	Syai.g_00338
OG0000903	Syap.g_01916	Syai.g_00353
OG0000904	Syap.g_01922	Syai.g_00348
OG0000905	Syap.g_01925	Syai.g_00342
OG0000906	Syap.g_01927	Syai.g_00340
OG0000907	Syap.g_01914	Syai.g_00358
OG0000908	Syap.g_01235	Syai.g_00361
OG0000909	Syap.g_01236	Syai.g_00362
OG0000910	Syap.g_01237	Syai.g_00363
OG0000911	Syap.g_00511	Syai.g_00365
OG0000912	Syap.g_00510	Syai.g_00366
OG0000913	Syap.g_00509	Syai.g_00367
OG0000914	Syap.g_00508	Syai.g_00368
OG0000915	Syap.g_00506	Syai.g_00370
OG0000916	Syap.g_00505	Syai.g_00371
OG0000917	Syap.g_00504	Syai.g_00372
OG0000918	Syap.g_00503	Syai.g_00373
OG0000919	Syap.g_00502	Syai.g_00374
OG0000920	Syap.g_00501	Syai.g_00375
OG0000921	Syap.g_00500	Syai.g_00376
OG0000922	Syap.g_00499	Syai.g_00377
OG0000923	Syap.g_00495	Syai.g_00381
OG0000924	Syap.g_00494	Syai.g_00382
OG0000925	Syap.g_00493	Syai.g_00383
OG0000926	Syap.g_00492	Syai.g_00384
OG0000927	Syap.g_00490	Syai.g_00386
OG0000928	Syap.g_00489	Syai.g_00387
OG0000929	Syap.g_00488	Syai.g_00388
OG0000930	Syap.g_00487	Syai.g_00389
OG0000931	Syap.g_00486	Syai.g_00390
OG0000932	Syap.g_00485	Syai.g_00391
OG0000933	Syap.g_00479	Syai.g_00397
OG0000934	Syap.g_00477	Syai.g_00399
OG0000935	Syap.g_00476	Syai.g_00400
OG0000936	Syap.g_00475	Syai.g_00401
OG0000937	Syap.g_00474	Syai.g_00402
OG0000938	Syap.g_00471	Syai.g_00405
OG0000939	Syap.g_00469	Syai.g_00406
OG0000940	Syap.g_00460	Syai.g_00413
OG0000941	Syap.g_00458	Syai.g_00415
OG0000942	Syap.g_00606	Syai.g_00417
OG0000943	Syap.g_00604	Syai.g_00418
OG0000944	Syap.g_00602	Syai.g_00420
OG0000945	Syap.g_00601	Syai.g_00422
OG0000946	Syap.g_00595	Syai.g_00428
OG0000947	Syap.g_00591	Syai.g_00431
OG0000948	Syap.g_00590	Syai.g_00432
OG0000949	Syap.g_01051	Syai.g_00174
OG0000950	Syap.g_01061	Syai.g_00163
OG0000951	Syap.g_01070	Syai.g_00158
OG0000952	Syap.g_01074	Syai.g_00136
OG0000953	Syap.g_01078	Syai.g_00132
OG0000954	Syap.g_01089	Syai.g_00127
OG0000955	Syap.g_01090	Syai.g_00126
OG0000956	Syap.g_01092	Syai.g_00124
OG0000957	Syap.g_01109	Syai.g_00113
OG0000958	Syap.g_01110	Syai.g_00112
OG0000959	Syap.g_01114	Syai.g_00108
OG0000960	Syap.g_01115	Syai.g_00107
OG0000961	Syap.g_02170	Syai.g_00100
OG0000962	Syap.g_01121	Syai.g_00098
OG0000963	Syap.g_01124	Syai.g_00094
OG0000964	Syap.g_01125	Syai.g_00093
OG0000965	Syap.g_01126	Syai.g_00092
OG0000966	Syap.g_01141	Syai.g_00082
OG0000967	Syap.g_00633	Syai.g_00077
OG0000968	Syap.g_00998	Syai.g_00085
OG0000969	Syap.g_00996	Syai.g_00080
OG0000970	Syap.g_00995	Syai.g_00079
OG0000971	Syap.g_00993	Syai.g_00074
OG0000972	Syap.g_00992	Syai.g_00073
OG0000973	Syap.g_00991	Syai.g_00072
OG0000974	Syap.g_00990	Syai.g_00071
OG0000975	Syap.g_00989	Syai.g_00070
OG0000976	Syap.g_00988	Syai.g_00069
OG0000977	Syap.g_00986	Syai.g_00067
OG0000978	Syap.g_00985	Syai.g_00065
OG0000979	Syap.g_00980	Syai.g_00062
OG0000980	Syap.g_00977	Syai.g_00059
OG0000981	Syap.g_01812	Syai.g_00056
OG0000982	Syap.g_00132	Syai.g_02777
OG0000983	Syap.g_00134	Syai.g_02778
OG0000984	Syap.g_00135	Syai.g_02779
OG0000985	Syap.g_00140	Syai.g_02781
OG0000986	Syap.g_01044	Syai.g_02784
OG0000987	Syap.g_01033	Syai.g_02786
OG0000988	Syap.g_01027	Syai.g_02790
OG0000989	Syap.g_01011	Syai.g_02797
OG0000990	Syap.g_02087	Syai.g_02825
OG0000991	Syap.g_02091	Syai.g_02827
OG0000992	Syap.g_02095	Syai.g_02830
OG0000993	Syap.g_02097	Syai.g_02831
OG0000994	Syap.g_02101	Syai.g_02834
OG0000996	Syap.g_01817	Syai.g_02891
OG0000997	Syap.g_02590	Syai.g_02900
OG0000998	Syap.g_02591	Syai.g_02902
OG0000999	Syap.g_02592	Syai.g_02903
OG0001001	Syap.g_02605	Syai.g_02911
OG0001002	Syap.g_00124	Syai.g_02918
OG0001003	Syap.g_02310	Syai.g_02919
OG0001004	Syap.g_02311	Syai.g_02920
OG0001005	Syap.g_02312	Syai.g_02921
OG0001006	Syap.g_00053	Syai.g_02931
OG0001007	Syap.g_00055	Syai.g_02933
OG0001008	Syap.g_02060	Syai.g_02227
OG0001012	Syap.g_00371	Syai.g_02773
OG0001013	Syap.g_01325	Syai.g_02750
OG0001016	Syap.g_01695	Syai.g_02479
OG0001033	Syap.g_00105	Syai.g_02685
OG0001035	Syap.g_01594	Syai.g_00295
OG0001038	Syap.g_01362	Syai.g_00261
OG0001039	Syap.g_01359	Syai.g_00258
OG0001040	Syap.g_01356	Syai.g_00255
OG0001041	Syap.g_01352	Syai.g_00250
OG0001043	Syap.g_01676	Syai.g_00221
OG0001044	Syap.g_00571	Syai.g_00485
OG0001053	Syap.g_02253	Syai.g_00641
OG0001054	Syap.g_00274	Syai.g_00658
OG0001055	Syap.g_00252	Syai.g_00679
OG0001059	Syap.g_00306	Syai.g_00738
OG0001060	Syap.g_00299	Syai.g_00744
OG0001061	Syap.g_01309	Syai.g_00765
OG0001062	Syap.g_01314	Syai.g_00767
OG0001072	Syap.g_00441	Syai.g_00788
OG0001073	Syap.g_00122, Syap.g_00455	Syai.g_00807
OG0001078	Syap.g_00896	Syai.g_01105
OG0001080	Syap.g_02505	Syai.g_01606
OG0001085	Syap.g_01953	Syai.g_01241
OG0001094	Syap.g_00187	Syai.g_01315
OG0001096	Syap.g_02709	Syai.g_01371
OG0001100	Syap.g_02369	Syai.g_01253
OG0001102	Syap.g_01258	Syai.g_01257
OG0001103	Syap.g_01256	Syai.g_01260
OG0001104	Syap.g_00171	Syai.g_01300
OG0001105	Syap.g_00175	Syai.g_01304
OG0001107	Syap.g_02015	Syai.g_01505
OG0001108	Syap.g_00119	Syai.g_01496
OG0001122	Syap.g_02766	Syai.g_01437
OG0001123	Syap.g_01872	Syai.g_01430
OG0001133	Syap.g_01292	Syai.g_01072
OG0001136	Syap.g_00230	Syai.g_02146
OG0001137	Syap.g_00213	Syai.g_02126
OG0001140	Syap.g_02134	Syai.g_01766
OG0001152	Syap.g_02447	Syai.g_00610
OG0001154	Syap.g_00013	Syai.g_00901
OG0001155	Syap.g_00750	Syai.g_02298
OG0001160	Syap.g_01217	Syai.g_02355
OG0001162	Syap.g_02366	Syai.g_01374
OG0001163	Syap.g_00609	Syai.g_02363
OG0001164	Syap.g_00614	Syai.g_02369
OG0001165	Syap.g_00619	Syai.g_02374
OG0001168	Syap.g_01372	Syai.g_02256
OG0001171	Syap.g_01505	Syai.g_02270
OG0001172	Syap.g_00547	Syai.g_00323
OG0001177	Syap.g_01920	Syai.g_00350
OG0001178	Syap.g_01786, Syap.g_01787	Syai.g_02383
OG0001179	Syap.g_00491	Syai.g_00385
OG0001180	Syap.g_00097, Syap.g_00465	Syai.g_00410
OG0001181	Syap.g_00459	Syai.g_00414
OG0001183	Syap.g_00594	Syai.g_00429
OG0001185	Syap.g_01104	Syai.g_00117
OG0001186	Syap.g_01140	Syai.g_00084
OG0001187	Syap.g_01142	Syai.g_00081
OG0001188	Syap.g_00634	Syai.g_00078
OG0001189	Syap.g_00979	Syai.g_00061
OG0001191	Syap.g_01030	Syai.g_02788
OG0001192	Syap.g_01021	Syai.g_02793
OG0001197	Syap.g_00126	Syai.g_02915
OG0001198	Syap.g_00052	Syai.g_02930
OG0001199	Syap.g_01696	Syai.g_02480
OG0001200	Syap.g_01698	Syai.g_02482
OG0001202	Syap.g_01613	Syai.g_02674
OG0001203	Syap.g_01154	Syai.g_00540
OG0001204	Syap.g_01577	Syai.g_00312
OG0001214	Syap.g_00897	Syai.g_01106
OG0001217	Syap.g_01464	Syai.g_01185
OG0001218	Syap.g_00020	Syai.g_00893
OG0001219	Syap.g_02794	Syai.g_01561
OG0001221	Syap.g_01777	Syai.g_01284
OG0001222	Syap.g_02027	Syai.g_01516
OG0001224	Syap.g_01551	Syai.g_02011
OG0001225	Syap.g_01553	Syai.g_02009
OG0001226	Syap.g_02551	Syai.g_01154
OG0001228	Syap.g_01063	Syai.g_02218
OG0001229	Syap.g_00827	Syai.g_01986
OG0001230	Syap.g_02116	Syai.g_00964
OG0001231	Syap.g_00073	Syai.g_00017
OG0001232	Syap.g_01393	Syai.g_02410
OG0001235	Syap.g_01924	Syai.g_00343
OG0001236	Syap.g_01069	Syai.g_00159
OG0001237	Syap.g_01073	Syai.g_00137
OG0001238	Syap.g_01028	Syai.g_02789
OG0001239	Syap.g_01693, Syap.g_01692	Syai.g_02477
OG0001242	Syap.g_02227, Syap.g_02229	Syai.g_02566
OG0001243	Syap.g_02219	Syai.g_02573
OG0001244	Syap.g_02192	Syai.g_02605
OG0001246	Syap.g_01165, Syap.g_00267	Syai.g_00666
OG0001248	Syap.g_00423	Syai.g_01377
OG0001249	Syap.g_00575	Syai.g_00464
OG0001250	Syap.g_01836	Syai.g_02053
OG0001251	Syap.g_01549, Syap.g_01727	Syai.g_02845
OG0001255	Syap.g_02523	Syai.g_01915
OG0001256	Syap.g_01225	Syai.g_02362
OG0001257	Syap.g_00374, Syap.g_00373, Syap.g_01821	Syai.g_00848
OG0001258	Syap.g_00617	Syai.g_02372
OG0001260	Syap.g_01497	Syai.g_02281
OG0001261	Syap.g_00482	Syai.g_00394
OG0001262	Syap.g_00981	Syai.g_00063
OG0001263	Syap.g_02216	Syai.g_02576
OG0001265	Syap.g_02231	Syai.g_02563
OG0001266	Syap.g_01618	Syai.g_02679
OG0001267	Syap.g_01360	Syai.g_00259
OG0001268	Syap.g_00563	Syai.g_00492
OG0001270	Syap.g_02056	Syai.g_02231
OG0001271	Syap.g_02759	Syai.g_00862
OG0001272	Syap.g_02250	Syai.g_00644
OG0001274	Syap.g_01897	Syai.g_02706
OG0001275	Syap.g_02694	Syai.g_01447
OG0001276	Syap.g_01873	Syai.g_01431
OG0001277	Syap.g_01293	Syai.g_02899
OG0001278	Syap.g_02438	Syai.g_01799
OG0001279	Syap.g_02663	Syai.g_00991
OG0001282	Syap.g_01701	Syai.g_00627
OG0001284	Syap.g_00047	Syai.g_02338
OG0001286	Syap.g_00467	Syai.g_00408
OG0001287	Syap.g_00418	Syai.g_00109
OG0001289	Syap.g_02365	Syai.g_02504
OG0001291	Syap.g_02207	Syai.g_02587
OG0001292	Syap.g_01583	Syai.g_00306
OG0001297	Syap.g_00255	Syai.g_00676
OG0001299	Syap.g_01959	Syai.g_01236
OG0001303	Syap.g_02795	Syai.g_01559
OG0001304	Syap.g_00536	Syai.g_01418
OG0001305	Syap.g_01562	Syai.g_02001
OG0001306	Syap.g_00245	Syai.g_02160
OG0001307	Syap.g_00403	Syai.g_01717
OG0001308	Syap.g_02751, Syap.g_02750	Syai.g_00943
OG0001311	Syap.g_01871	Syai.g_01429
OG0001312	Syap.g_01735	Syai.g_01549
OG0001315	Syap.g_00596	Syai.g_00427
OG0001318	Syap.g_01596, Syap.g_01597	Syai.g_00293
OG0001319	Syap.g_02338	Syai.g_00270
OG0001323	Syap.g_00757	Syai.g_00685
OG0001326	Syap.g_02646	Syai.g_02856
OG0001332	Syap.g_01548	Syai.g_02293
OG0001333	Syap.g_01373	Syai.g_02255
OG0001336	Syap.g_02602	Syai.g_02909
OG0001345	Syap.g_01877, Syap.g_02776	Syai.g_02110
OG0001346	Syap.g_01484	Syai.g_02180
OG0001347	Syap.g_02536	Syai.g_02766
OG0001348	Syap.g_00938	Syai.g_02033
OG0001349	Syap.g_01264, Syap.g_00851	Syai.g_02417
OG0001351	Syap.g_01996	Syai.g_00843
OG0001353	Syap.g_01849	Syai.g_02042
OG0001360	Syap.g_01881, Syap.g_02778	Syai.g_02107
OG0001361	Syap.g_01792	Syai.g_02113
OG0001364	Syap.g_01052	Syai.g_00173
OG0001366	Syap.g_01399	Syai.g_02403
OG0001368	Syap.g_01576	Syai.g_00313
OG0001373	Syap.g_02647	Syai.g_02855
OG0001374	Syap.g_01829, Syap.g_01830	Syai.g_02863
OG0001376	Syap.g_01991	Syai.g_02795
OG0001377	Syap.g_01992	Syai.g_02794
OG0001378	Syap.g_02055	Syai.g_02232
OG0001379	Syap.g_01474	Syai.g_02169
OG0001385	Syap.g_02650	Syai.g_02852
OG0001386	Syap.g_02649	Syai.g_02853
OG0001387	Syap.g_02648	Syai.g_02854
OG0001388	Syap.g_02645	Syai.g_02857
OG0001389	Syap.g_02644	Syai.g_02858
OG0001390	Syap.g_02643	Syai.g_02859
OG0001391	Syap.g_01833	Syai.g_02860
OG0001392	Syap.g_01832	Syai.g_02861
OG0001393	Syap.g_01831	Syai.g_02862
OG0001394	Syap.g_00159	Syai.g_01290
OG0001395	Syap.g_00531	Syai.g_01410
OG0001396	Syap.g_02537	Syai.g_02765
OG0001398	Syap.g_02356	Syai.g_01587
OG0001401	Syap.g_01844	Syai.g_02046, Syai.g_02047
OG0001406	Syap.g_01989	Syai.g_02796
OG0001408	Syap.g_01862	Syai.g_01831
OG0001412	Syap.g_02535	Syai.g_02767
OG0001420	Syap.g_02736	Syai.g_00697
OG0001422	Syap.g_01682	Syai.g_02171
OG0001425	Syap.g_01024	Syai.g_02792
OG0001428	Syap.g_01196	Syai.g_02637
OG0001432	Syap.g_01967	Syai.g_01943
OG0001433	Syap.g_00790	Syai.g_02031
OG0001435	Syap.g_01259	Syai.g_01256
