Orthogroup	Syap	Syal
OG0000588	Syap.g_00776	Syal.g_02717
OG0000589	Syap.g_00941	Syal.g_02714
OG0000590	Syap.g_00940	Syal.g_02713
OG0000591	Syap.g_01289	Syal.g_02707
OG0000592	Syap.g_01288	Syal.g_02706
OG0000593	Syap.g_00890	Syal.g_02640
OG0000594	Syap.g_00891	Syal.g_02639
OG0000595	Syap.g_00892	Syal.g_02638
OG0000596	Syap.g_00898	Syal.g_02633
OG0000597	Syap.g_00903	Syal.g_02630
OG0000598	Syap.g_00904	Syal.g_02629
OG0000599	Syap.g_00908	Syal.g_02622
OG0000600	Syap.g_00909	Syal.g_02621
OG0000601	Syap.g_00910	Syal.g_02620
OG0000602	Syap.g_00640	Syal.g_02615
OG0000603	Syap.g_00641	Syal.g_02614
OG0000604	Syap.g_02769	Syal.g_02612
OG0000605	Syap.g_02501, Syap.g_02771	Syal.g_02516
OG0000606	Syap.g_02506	Syal.g_02174
OG0000607	Syap.g_00093	Syal.g_02177
OG0000608	Syap.g_00094	Syal.g_02178
OG0000609	Syap.g_00096	Syal.g_02180
OG0000610	Syap.g_01963	Syal.g_02198
OG0000611	Syap.g_01958	Syal.g_02201
OG0000612	Syap.g_01957	Syal.g_02202
OG0000613	Syap.g_02480	Syal.g_01325
OG0000615	Syap.g_00154	Syal.g_02256
OG0000616	Syap.g_00127	Syal.g_00079
OG0000617	Syap.g_00513	Syal.g_01866
OG0000618	Syap.g_00514	Syal.g_01867
OG0000619	Syap.g_00515	Syal.g_02417
OG0000620	Syap.g_00520	Syal.g_02422
OG0000621	Syap.g_00521	Syal.g_02423
OG0000622	Syap.g_00523	Syal.g_02424
OG0000623	Syap.g_00526	Syal.g_02425
OG0000624	Syap.g_00527	Syal.g_02427
OG0000625	Syap.g_00528	Syal.g_02428
OG0000626	Syap.g_00529	Syal.g_02429
OG0000627	Syap.g_00848	Syal.g_02048
OG0000628	Syap.g_00850	Syal.g_02047
OG0000629	Syap.g_02334	Syal.g_02044
OG0000630	Syap.g_02793	Syal.g_02040
OG0000631	Syap.g_01724	Syal.g_02031
OG0000632	Syap.g_01725	Syal.g_02030
OG0000633	Syap.g_01726	Syal.g_02029
OG0000634	Syap.g_00190	Syal.g_02410
OG0000635	Syap.g_00191	Syal.g_02411
OG0000636	Syap.g_00193	Syal.g_02413
OG0000637	Syap.g_00195	Syal.g_02415
OG0000638	Syap.g_00196	Syal.g_02416
OG0000639	Syap.g_00197	Syal.g_01868
OG0000640	Syap.g_00198	Syal.g_01869
OG0000641	Syap.g_00203	Syal.g_01873
OG0000642	Syap.g_02732	Syal.g_01874
OG0000643	Syap.g_02731	Syal.g_01875
OG0000644	Syap.g_02730	Syal.g_01876
OG0000645	Syap.g_02726	Syal.g_01878
OG0000646	Syap.g_02723	Syal.g_01881
OG0000647	Syap.g_02721	Syal.g_01883
OG0000648	Syap.g_02719	Syal.g_02438
OG0000649	Syap.g_02718	Syal.g_02439
OG0000650	Syap.g_02717	Syal.g_02440
OG0000651	Syap.g_02716	Syal.g_02441
OG0000652	Syap.g_02715	Syal.g_02442
OG0000653	Syap.g_02713	Syal.g_02444
OG0000654	Syap.g_02711	Syal.g_02445
OG0000655	Syap.g_02710	Syal.g_02446
OG0000656	Syap.g_02706	Syal.g_02449
OG0000657	Syap.g_01845	Syal.g_02460
OG0000658	Syap.g_01841	Syal.g_02465
OG0000659	Syap.g_01840	Syal.g_02466
OG0000660	Syap.g_01835	Syal.g_02470
OG0000662	Syap.g_00823	Syal.g_02474
OG0000663	Syap.g_00826	Syal.g_02477
OG0000664	Syap.g_00828	Syal.g_02478
OG0000665	Syap.g_02331	Syal.g_02593
OG0000666	Syap.g_01573	Syal.g_02605
OG0000667	Syap.g_01979	Syal.g_02192
OG0000668	Syap.g_02765	Syal.g_01920
OG0000669	Syap.g_02371	Syal.g_02295
OG0000670	Syap.g_02368	Syal.g_02956
OG0000671	Syap.g_01260	Syal.g_02291
OG0000672	Syap.g_01257	Syal.g_02288
OG0000673	Syap.g_01253	Syal.g_02285
OG0000674	Syap.g_01251	Syal.g_02283
OG0000675	Syap.g_01250	Syal.g_02282
OG0000676	Syap.g_01248	Syal.g_02272
OG0000677	Syap.g_01246	Syal.g_02271
OG0000678	Syap.g_01239	Syal.g_02264
OG0000679	Syap.g_00157	Syal.g_02252
OG0000680	Syap.g_00158	Syal.g_02251
OG0000681	Syap.g_00163	Syal.g_02248
OG0000682	Syap.g_00165	Syal.g_02247
OG0000683	Syap.g_00166	Syal.g_02246
OG0000684	Syap.g_00169	Syal.g_02242
OG0000685	Syap.g_00172	Syal.g_02240
OG0000686	Syap.g_00173	Syal.g_02239
OG0000687	Syap.g_00174	Syal.g_02237
OG0000688	Syap.g_00178	Syal.g_02225
OG0000689	Syap.g_00180	Syal.g_02223
OG0000690	Syap.g_00181	Syal.g_02222
OG0000691	Syap.g_00182	Syal.g_02221
OG0000692	Syap.g_00184	Syal.g_02220
OG0000693	Syap.g_00185	Syal.g_02218
OG0000694	Syap.g_00186	Syal.g_02217
OG0000695	Syap.g_01729	Syal.g_02027
OG0000696	Syap.g_01730	Syal.g_02026
OG0000697	Syap.g_01734	Syal.g_02025
OG0000698	Syap.g_01737	Syal.g_02022
OG0000699	Syap.g_01738	Syal.g_02021
OG0000700	Syap.g_01739	Syal.g_02020
OG0000701	Syap.g_01740	Syal.g_02019
OG0000702	Syap.g_01747	Syal.g_02011
OG0000703	Syap.g_01750	Syal.g_02010
OG0000704	Syap.g_01753	Syal.g_02008
OG0000705	Syap.g_02022	Syal.g_01999
OG0000706	Syap.g_02020	Syal.g_01998
OG0000707	Syap.g_02019	Syal.g_01997
OG0000708	Syap.g_02016	Syal.g_01994
OG0000709	Syap.g_00121	Syal.g_01986
OG0000711	Syap.g_02686	Syal.g_01954
OG0000712	Syap.g_02688	Syal.g_01952
OG0000713	Syap.g_02689	Syal.g_01951
OG0000714	Syap.g_02691	Syal.g_01948
OG0000715	Syap.g_02693	Syal.g_01934
OG0000716	Syap.g_02696	Syal.g_01930
OG0000717	Syap.g_02697	Syal.g_01929
OG0000718	Syap.g_02701	Syal.g_01925
OG0000719	Syap.g_02767	Syal.g_01922
OG0000720	Syap.g_02780	Syal.g_01908
OG0000721	Syap.g_02782	Syal.g_01906
OG0000722	Syap.g_02783	Syal.g_01905
OG0000723	Syap.g_00532	Syal.g_02433
OG0000725	Syap.g_01559	Syal.g_01820
OG0000726	Syap.g_01560	Syal.g_01819
OG0000727	Syap.g_01561	Syal.g_01818
OG0000728	Syap.g_01564	Syal.g_01816
OG0000729	Syap.g_01122	Syal.g_01510
OG0000730	Syap.g_00572	Syal.g_00345
OG0000731	Syap.g_00560	Syal.g_00356
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Syal.g_00149
OG0000733	Syap.g_01971	Syal.g_01105
OG0000734	Syap.g_02628	Syal.g_00828
OG0000735	Syap.g_00244	Syal.g_01627
OG0000736	Syap.g_00243	Syal.g_01628
OG0000737	Syap.g_00242	Syal.g_01629
OG0000738	Syap.g_00236	Syal.g_01634
OG0000739	Syap.g_00235	Syal.g_01645
OG0000740	Syap.g_00234	Syal.g_01646
OG0000741	Syap.g_00231	Syal.g_01649
OG0000742	Syap.g_00229	Syal.g_01652
OG0000743	Syap.g_00226	Syal.g_01654
OG0000744	Syap.g_00225	Syal.g_01655
OG0000745	Syap.g_00222	Syal.g_01657
OG0000746	Syap.g_00220	Syal.g_01659
OG0000747	Syap.g_00219	Syal.g_01660
OG0000748	Syap.g_00212	Syal.g_01674
OG0000749	Syap.g_00211	Syal.g_01675
OG0000750	Syap.g_00210	Syal.g_01676
OG0000751	Syap.g_00205	Syal.g_01688
OG0000752	Syap.g_01793	Syal.g_01690
OG0000753	Syap.g_02775	Syal.g_01693
OG0000754	Syap.g_01883	Syal.g_01698
OG0000755	Syap.g_01893	Syal.g_01707
OG0000757	Syap.g_00427	Syal.g_01715
OG0000758	Syap.g_00428	Syal.g_01716
OG0000759	Syap.g_00429	Syal.g_01717
OG0000760	Syap.g_00430	Syal.g_01718
OG0000761	Syap.g_00431	Syal.g_01719
OG0000762	Syap.g_00434	Syal.g_01721
OG0000763	Syap.g_02624	Syal.g_01723
OG0000764	Syap.g_02623	Syal.g_01724
OG0000765	Syap.g_02440	Syal.g_01768
OG0000766	Syap.g_02439	Syal.g_01767
OG0000767	Syap.g_02437	Syal.g_01765
OG0000768	Syap.g_02436	Syal.g_01764
OG0000769	Syap.g_02434	Syal.g_01762
OG0000770	Syap.g_02431	Syal.g_01758
OG0000772	Syap.g_02295	Syal.g_01641
OG0000773	Syap.g_00885	Syal.g_01618
OG0000774	Syap.g_01473	Syal.g_01610
OG0000775	Syap.g_01475	Syal.g_01608
OG0000776	Syap.g_01476	Syal.g_01607
OG0000777	Syap.g_01478	Syal.g_01606
OG0000778	Syap.g_01479	Syal.g_01605
OG0000779	Syap.g_01494	Syal.g_01599
OG0000780	Syap.g_01496	Syal.g_01594
OG0000781	Syap.g_02609	Syal.g_01590
OG0000782	Syap.g_02611	Syal.g_01589
OG0000783	Syap.g_02612	Syal.g_01588
OG0000784	Syap.g_02613	Syal.g_01587
OG0000785	Syap.g_02281	Syal.g_01585
OG0000786	Syap.g_02287	Syal.g_01579
OG0000787	Syap.g_02288	Syal.g_01578
OG0000788	Syap.g_01932	Syal.g_02619
OG0000789	Syap.g_00372	Syal.g_02598
OG0000791	Syap.g_02520	Syal.g_02882
OG0000792	Syap.g_02519	Syal.g_02881
OG0000793	Syap.g_02141	Syal.g_02876
OG0000794	Syap.g_02200	Syal.g_02875
OG0000795	Syap.g_02199	Syal.g_02874
OG0000796	Syap.g_02448	Syal.g_02870
OG0000797	Syap.g_02449	Syal.g_02869
OG0000798	Syap.g_01363	Syal.g_01260
OG0000798	Syap.g_01269	Syal.g_01372
OG0000799	Syap.g_02488	Syal.g_01547
OG0000800	Syap.g_02487	Syal.g_01542
OG0000801	Syap.g_02486	Syal.g_01541
OG0000802	Syap.g_02659	Syal.g_01536
OG0000803	Syap.g_02109	Syal.g_00040
OG0000804	Syap.g_02113	Syal.g_00036
OG0000805	Syap.g_02115	Syal.g_00030
OG0000806	Syap.g_02117	Syal.g_00028
OG0000807	Syap.g_02118	Syal.g_00026
OG0000808	Syap.g_02119	Syal.g_00025
OG0000809	Syap.g_02122	Syal.g_00022
OG0000810	Syap.g_02124	Syal.g_00021
OG0000811	Syap.g_02472	Syal.g_00380
OG0000812	Syap.g_02474	Syal.g_00382
OG0000813	Syap.g_02475	Syal.g_00383
OG0000814	Syap.g_02753	Syal.g_00385
OG0000815	Syap.g_02752	Syal.g_00391
OG0000816	Syap.g_02289	Syal.g_00393
OG0000817	Syap.g_02527	Syal.g_00394
OG0000818	Syap.g_02001	Syal.g_00401
OG0000819	Syap.g_02002	Syal.g_00402
OG0000820	Syap.g_02003	Syal.g_00403
OG0000821	Syap.g_02009	Syal.g_00409
OG0000822	Syap.g_02011	Syal.g_00411
OG0000824	Syap.g_00008	Syal.g_00417
OG0000825	Syap.g_00009	Syal.g_00418
OG0000826	Syap.g_00010	Syal.g_00419
OG0000827	Syap.g_00011	Syal.g_00420
OG0000828	Syap.g_00014	Syal.g_00423
OG0000829	Syap.g_00015	Syal.g_00424
OG0000830	Syap.g_00016	Syal.g_00425
OG0000831	Syap.g_00019	Syal.g_00427
OG0000832	Syap.g_00752	Syal.g_02967
OG0000833	Syap.g_00021	Syal.g_02976
OG0000834	Syap.g_00023	Syal.g_02979
OG0000835	Syap.g_00024	Syal.g_02980
OG0000836	Syap.g_00026	Syal.g_02983
OG0000837	Syap.g_00027	Syal.g_02984
OG0000838	Syap.g_00031	Syal.g_02988
OG0000839	Syap.g_00032	Syal.g_02989
OG0000840	Syap.g_00033	Syal.g_02990
OG0000841	Syap.g_00034	Syal.g_02991
OG0000842	Syap.g_00035	Syal.g_02992
OG0000843	Syap.g_00036	Syal.g_02993
OG0000844	Syap.g_00039	Syal.g_02995
OG0000845	Syap.g_00040	Syal.g_02996
OG0000846	Syap.g_00042	Syal.g_02997
OG0000847	Syap.g_00043	Syal.g_02998
OG0000848	Syap.g_00045	Syal.g_03000
OG0000849	Syap.g_00046	Syal.g_03001
OG0000850	Syap.g_00310	Syal.g_03008
OG0000851	Syap.g_01214	Syal.g_00561
OG0000852	Syap.g_01215	Syal.g_00562
OG0000853	Syap.g_01219	Syal.g_00566
OG0000854	Syap.g_01222	Syal.g_00568
OG0000855	Syap.g_01223	Syal.g_00569
OG0000856	Syap.g_01286	Syal.g_02704
OG0000857	Syap.g_02722	Syal.g_01882
OG0000858	Syap.g_00612	Syal.g_00576
OG0000859	Syap.g_00613	Syal.g_00577
OG0000860	Syap.g_00623	Syal.g_00589
OG0000861	Syap.g_02789	Syal.g_00590
OG0000862	Syap.g_01789	Syal.g_00591
OG0000863	Syap.g_01784	Syal.g_00594
OG0000864	Syap.g_01783	Syal.g_00595
OG0000865	Syap.g_01781, Syap.g_01782	Syal.g_00596
OG0000866	Syap.g_01780	Syal.g_00597
OG0000867	Syap.g_01779	Syal.g_00598
OG0000868	Syap.g_01775	Syal.g_00604
OG0000869	Syap.g_01770	Syal.g_00609
OG0000870	Syap.g_01401	Syal.g_00614
OG0000871	Syap.g_01400	Syal.g_00615
OG0000872	Syap.g_01394	Syal.g_00621
OG0000873	Syap.g_01390	Syal.g_00624
OG0000874	Syap.g_01388	Syal.g_00627
OG0000875	Syap.g_01386	Syal.g_00629
OG0000876	Syap.g_00822	Syal.g_00631
OG0000877	Syap.g_01380	Syal.g_00633
OG0000878	Syap.g_01378	Syal.g_00634
OG0000879	Syap.g_01377	Syal.g_00635
OG0000880	Syap.g_01376	Syal.g_00636
OG0000882	Syap.g_01516	Syal.g_00646
OG0000883	Syap.g_01511	Syal.g_00648
OG0000884	Syap.g_01509	Syal.g_00650
OG0000885	Syap.g_01508	Syal.g_00651
OG0000886	Syap.g_01507	Syal.g_00652
OG0000887	Syap.g_01506	Syal.g_00653
OG0000888	Syap.g_01504	Syal.g_00655
OG0000889	Syap.g_01502	Syal.g_00657
OG0000890	Syap.g_01499	Syal.g_00663
OG0000891	Syap.g_01498	Syal.g_00664
OG0000892	Syap.g_02671	Syal.g_00668
OG0000893	Syap.g_02497	Syal.g_00193
OG0000894	Syap.g_02679	Syal.g_00196
OG0000895	Syap.g_00546	Syal.g_00200
OG0000896	Syap.g_00545	Syal.g_00201
OG0000897	Syap.g_00543	Syal.g_00203
OG0000898	Syap.g_00542	Syal.g_00204
OG0000899	Syap.g_00541	Syal.g_00205
OG0000900	Syap.g_00540	Syal.g_00206
OG0000901	Syap.g_01930	Syal.g_00211
OG0000902	Syap.g_01929	Syal.g_00213
OG0000903	Syap.g_01916	Syal.g_00227
OG0000904	Syap.g_01922	Syal.g_00222
OG0000905	Syap.g_01925	Syal.g_00217
OG0000906	Syap.g_01927	Syal.g_00215
OG0000907	Syap.g_01914	Syal.g_00229
OG0000908	Syap.g_01235	Syal.g_00232
OG0000909	Syap.g_01236	Syal.g_00233
OG0000910	Syap.g_01237	Syal.g_00234
OG0000911	Syap.g_00511	Syal.g_00237
OG0000912	Syap.g_00510	Syal.g_00238
OG0000913	Syap.g_00509	Syal.g_00239
OG0000914	Syap.g_00508	Syal.g_00240
OG0000915	Syap.g_00506	Syal.g_00241
OG0000916	Syap.g_00505	Syal.g_00242
OG0000917	Syap.g_00504	Syal.g_00243
OG0000918	Syap.g_00503	Syal.g_00244
OG0000919	Syap.g_00502	Syal.g_00245
OG0000920	Syap.g_00501	Syal.g_00246
OG0000921	Syap.g_00500	Syal.g_00247
OG0000922	Syap.g_00499	Syal.g_00248
OG0000923	Syap.g_00495	Syal.g_00252
OG0000924	Syap.g_00494	Syal.g_00253
OG0000925	Syap.g_00493	Syal.g_00254
OG0000926	Syap.g_00492	Syal.g_00255
OG0000927	Syap.g_00490	Syal.g_00257
OG0000928	Syap.g_00489	Syal.g_00258
OG0000929	Syap.g_00488	Syal.g_00259
OG0000930	Syap.g_00487	Syal.g_00260
OG0000931	Syap.g_00486	Syal.g_00261
OG0000932	Syap.g_00485	Syal.g_00262
OG0000933	Syap.g_00479	Syal.g_00268
OG0000934	Syap.g_00477	Syal.g_00270
OG0000935	Syap.g_00476	Syal.g_00271
OG0000936	Syap.g_00475	Syal.g_00272
OG0000937	Syap.g_00474	Syal.g_00273
OG0000938	Syap.g_00471	Syal.g_00276
OG0000939	Syap.g_00469	Syal.g_00277
OG0000940	Syap.g_00460	Syal.g_00285
OG0000941	Syap.g_00458	Syal.g_00287
OG0000942	Syap.g_00606	Syal.g_00289
OG0000943	Syap.g_00604	Syal.g_00290
OG0000944	Syap.g_00602	Syal.g_00292
OG0000945	Syap.g_00601	Syal.g_00294
OG0000946	Syap.g_00595	Syal.g_00301
OG0000947	Syap.g_00591	Syal.g_00304
OG0000948	Syap.g_00590	Syal.g_00305
OG0000949	Syap.g_01051	Syal.g_01341
OG0000950	Syap.g_01061	Syal.g_01348
OG0000951	Syap.g_01070	Syal.g_01353
OG0000952	Syap.g_01074	Syal.g_01363
OG0000953	Syap.g_01078	Syal.g_01435
OG0000954	Syap.g_01089	Syal.g_01443
OG0000955	Syap.g_01090	Syal.g_01444
OG0000956	Syap.g_01092	Syal.g_01446
OG0000957	Syap.g_01109	Syal.g_01457
OG0000958	Syap.g_01110	Syal.g_01458
OG0000959	Syap.g_01114	Syal.g_01482
OG0000960	Syap.g_01115	Syal.g_01483
OG0000961	Syap.g_02170	Syal.g_01507
OG0000962	Syap.g_01121	Syal.g_01509
OG0000963	Syap.g_01124	Syal.g_01514
OG0000964	Syap.g_01125	Syal.g_01515
OG0000965	Syap.g_01126	Syal.g_01516
OG0000966	Syap.g_01141	Syal.g_00176
OG0000967	Syap.g_00633	Syal.g_00171
OG0000968	Syap.g_00998	Syal.g_00169
OG0000969	Syap.g_00996	Syal.g_00167
OG0000970	Syap.g_00995	Syal.g_00166
OG0000971	Syap.g_00993	Syal.g_00164
OG0000972	Syap.g_00992	Syal.g_00163
OG0000973	Syap.g_00991	Syal.g_00162
OG0000974	Syap.g_00990	Syal.g_00161
OG0000975	Syap.g_00989	Syal.g_00160
OG0000976	Syap.g_00988	Syal.g_00159
OG0000977	Syap.g_00986	Syal.g_00157
OG0000978	Syap.g_00985	Syal.g_00156
OG0000979	Syap.g_00980	Syal.g_00153
OG0000980	Syap.g_00977	Syal.g_00150
OG0000981	Syap.g_01812	Syal.g_00147
OG0000982	Syap.g_00132	Syal.g_01068
OG0000983	Syap.g_00134	Syal.g_01069
OG0000984	Syap.g_00135	Syal.g_01070
OG0000985	Syap.g_00140	Syal.g_01074
OG0000986	Syap.g_01044	Syal.g_01076
OG0000987	Syap.g_01033	Syal.g_01080
OG0000988	Syap.g_01027	Syal.g_01086
OG0000989	Syap.g_01011	Syal.g_01098
OG0000990	Syap.g_02087	Syal.g_01118
OG0000991	Syap.g_02091	Syal.g_01120
OG0000992	Syap.g_02095	Syal.g_01122
OG0000993	Syap.g_02097	Syal.g_01123
OG0000994	Syap.g_02101	Syal.g_01127
OG0000996	Syap.g_01817	Syal.g_01162
OG0000997	Syap.g_02590	Syal.g_01171
OG0000998	Syap.g_02591	Syal.g_01173
OG0000999	Syap.g_02592	Syal.g_01174
OG0001001	Syap.g_02605	Syal.g_01182
OG0001002	Syap.g_00124	Syal.g_00082
OG0001003	Syap.g_02310	Syal.g_00084
OG0001004	Syap.g_02311	Syal.g_00085
OG0001005	Syap.g_02312	Syal.g_00087
OG0001006	Syap.g_00053	Syal.g_00094
OG0001007	Syap.g_00055	Syal.g_00096
OG0001008	Syap.g_02060	Syal.g_00524
OG0001012	Syap.g_00371	Syal.g_01064
OG0001013	Syap.g_01325	Syal.g_01026
OG0001016	Syap.g_01695	Syal.g_00756
OG0001033	Syap.g_00105	Syal.g_00972
OG0001035	Syap.g_01594	Syal.g_01226
OG0001038	Syap.g_01362	Syal.g_01261
OG0001039	Syap.g_01359	Syal.g_01264
OG0001040	Syap.g_01356	Syal.g_01267
OG0001041	Syap.g_01352	Syal.g_01272
OG0001043	Syap.g_01676	Syal.g_01304
OG0001044	Syap.g_00571	Syal.g_00346
OG0001053	Syap.g_02253	Syal.g_02900
OG0001054	Syap.g_00274	Syal.g_02919
OG0001055	Syap.g_00252	Syal.g_02940
OG0001059	Syap.g_00306	Syal.g_02808
OG0001060	Syap.g_00299	Syal.g_02801
OG0001061	Syap.g_01309	Syal.g_02783
OG0001062	Syap.g_01314	Syal.g_02781
OG0001072	Syap.g_00441	Syal.g_02761
OG0001073	Syap.g_00122, Syap.g_00455	Syal.g_02746
OG0001078	Syap.g_00896	Syal.g_02635
OG0001080	Syap.g_02505	Syal.g_02514
OG0001085	Syap.g_01953	Syal.g_02206
OG0001094	Syap.g_00187	Syal.g_02216
OG0001095	Syap.g_02725	Syal.g_01879
OG0001096	Syap.g_02709	Syal.g_02447
OG0001100	Syap.g_02369	Syal.g_02293
OG0001102	Syap.g_01258	Syal.g_02289
OG0001103	Syap.g_01256	Syal.g_02287
OG0001104	Syap.g_00171	Syal.g_02241
OG0001105	Syap.g_00175	Syal.g_02236
OG0001107	Syap.g_02015	Syal.g_01993
OG0001108	Syap.g_00119	Syal.g_01985
OG0001122	Syap.g_02766	Syal.g_01921
OG0001123	Syap.g_01872	Syal.g_01913
OG0001133	Syap.g_01292	Syal.g_02710
OG0001136	Syap.g_00230	Syal.g_01650
OG0001137	Syap.g_00213	Syal.g_01673
OG0001140	Syap.g_02134	Syal.g_01712
OG0001152	Syap.g_02447	Syal.g_02871
OG0001154	Syap.g_00013	Syal.g_00422
OG0001155	Syap.g_00750	Syal.g_02969
OG0001160	Syap.g_01217	Syal.g_00564
OG0001162	Syap.g_02366	Syal.g_01577
OG0001163	Syap.g_00609	Syal.g_00573
OG0001164	Syap.g_00614	Syal.g_00579
OG0001165	Syap.g_00619	Syal.g_00584
OG0001168	Syap.g_01372	Syal.g_00640
OG0001172	Syap.g_00547	Syal.g_00198
OG0001177	Syap.g_01920	Syal.g_00224
OG0001178	Syap.g_01786, Syap.g_01787	Syal.g_00592
OG0001179	Syap.g_00491	Syal.g_00256
OG0001180	Syap.g_00097, Syap.g_00465	Syal.g_00282
OG0001183	Syap.g_00594	Syal.g_00302
OG0001185	Syap.g_01104	Syal.g_01453
OG0001186	Syap.g_01140	Syal.g_00179
OG0001187	Syap.g_01142	Syal.g_00175
OG0001188	Syap.g_00634	Syal.g_00172
OG0001189	Syap.g_00979	Syal.g_00152
OG0001191	Syap.g_01030	Syal.g_01083
OG0001192	Syap.g_01021	Syal.g_01090
OG0001197	Syap.g_00126	Syal.g_00080
OG0001198	Syap.g_00052	Syal.g_00093
OG0001199	Syap.g_01696	Syal.g_00757
OG0001200	Syap.g_01698	Syal.g_00759
OG0001202	Syap.g_01613	Syal.g_00956
OG0001203	Syap.g_01154	Syal.g_00683
OG0001204	Syap.g_01577	Syal.g_01201
OG0001214	Syap.g_00897	Syal.g_02634
OG0001217	Syap.g_01464	Syal.g_02067
OG0001218	Syap.g_00020	Syal.g_00429
OG0001219	Syap.g_02794	Syal.g_02036
OG0001221	Syap.g_01777	Syal.g_02258
OG0001222	Syap.g_02027	Syal.g_02006
OG0001224	Syap.g_01551	Syal.g_01827
OG0001225	Syap.g_01553	Syal.g_01825
OG0001226	Syap.g_02551	Syal.g_00767
OG0001228	Syap.g_01063	Syal.g_02451
OG0001229	Syap.g_00827	Syal.g_01801
OG0001230	Syap.g_02116	Syal.g_00029
OG0001231	Syap.g_00073	Syal.g_00114
OG0001232	Syap.g_01393	Syal.g_00622
OG0001236	Syap.g_01069	Syal.g_01352
OG0001237	Syap.g_01073	Syal.g_01362
OG0001238	Syap.g_01028	Syal.g_01085
OG0001239	Syap.g_01693, Syap.g_01692	Syal.g_00754
OG0001242	Syap.g_02227, Syap.g_02229	Syal.g_00844
OG0001243	Syap.g_02219	Syal.g_00852
OG0001244	Syap.g_02192	Syal.g_00882
OG0001246	Syap.g_01165, Syap.g_00267	Syal.g_02927
OG0001248	Syap.g_00423	Syal.g_01778
OG0001249	Syap.g_00575	Syal.g_00337
OG0001250	Syap.g_01836	Syal.g_02469
OG0001251	Syap.g_01549, Syap.g_01727	Syal.g_02576
OG0001253	Syap.g_01969	Syal.g_02521
OG0001255	Syap.g_02523	Syal.g_02609
OG0001256	Syap.g_01225	Syal.g_00571
OG0001258	Syap.g_00617	Syal.g_00582
OG0001260	Syap.g_01497	Syal.g_00665
OG0001261	Syap.g_00482	Syal.g_00265
OG0001262	Syap.g_00981	Syal.g_00154
OG0001263	Syap.g_02216	Syal.g_00856
OG0001265	Syap.g_02231	Syal.g_00842
OG0001266	Syap.g_01618	Syal.g_00960
OG0001267	Syap.g_01360	Syal.g_01263
OG0001268	Syap.g_00563	Syal.g_00353
OG0001270	Syap.g_02056	Syal.g_00528
OG0001271	Syap.g_02759	Syal.g_00466
OG0001272	Syap.g_02250	Syal.g_02903
OG0001274	Syap.g_01897	Syal.g_01007
OG0001275	Syap.g_02694	Syal.g_01932
OG0001276	Syap.g_01873	Syal.g_01914
OG0001277	Syap.g_01293	Syal.g_02963
OG0001278	Syap.g_02438	Syal.g_01766
OG0001279	Syap.g_02663	Syal.g_02565
OG0001282	Syap.g_01701	Syal.g_02887
OG0001284	Syap.g_00047	Syal.g_03007
OG0001286	Syap.g_00467	Syal.g_00280
OG0001287	Syap.g_00418	Syal.g_01461
OG0001288	Syap.g_01123	Syal.g_01513
OG0001289	Syap.g_02365	Syal.g_00781
OG0001291	Syap.g_02207	Syal.g_00866
OG0001292	Syap.g_01583	Syal.g_01206
OG0001299	Syap.g_01959	Syal.g_02200
OG0001303	Syap.g_02795	Syal.g_02033
OG0001304	Syap.g_00536	Syal.g_01899
OG0001305	Syap.g_01562	Syal.g_01817
OG0001306	Syap.g_00245	Syal.g_01626
OG0001307	Syap.g_00403	Syal.g_02195
OG0001308	Syap.g_02751, Syap.g_02750	Syal.g_00392
OG0001310	Syap.g_01774	Syal.g_00605
OG0001311	Syap.g_01871	Syal.g_01912
OG0001312	Syap.g_01735	Syal.g_02024
OG0001315	Syap.g_00596	Syal.g_00300
OG0001318	Syap.g_01596, Syap.g_01597	Syal.g_01228
OG0001319	Syap.g_02338	Syal.g_01252
OG0001323	Syap.g_00757	Syal.g_02946
OG0001326	Syap.g_02646	Syal.g_02405
OG0001332	Syap.g_01548	Syal.g_02965
OG0001333	Syap.g_01373	Syal.g_00639
OG0001336	Syap.g_02602	Syal.g_01180
OG0001345	Syap.g_01877, Syap.g_02776	Syal.g_01694
OG0001346	Syap.g_01484	Syal.g_01600
OG0001347	Syap.g_02536	Syal.g_01531
OG0001348	Syap.g_00938	Syal.g_01849
OG0001349	Syap.g_01264, Syap.g_00851	Syal.g_01426
OG0001351	Syap.g_01996	Syal.g_00501
OG0001353	Syap.g_01849	Syal.g_02457
OG0001358	Syap.g_00942	Syal.g_02715
OG0001360	Syap.g_01881, Syap.g_02778	Syal.g_01696
OG0001361	Syap.g_01792	Syal.g_01691
OG0001364	Syap.g_01052	Syal.g_01342
OG0001365	Syap.g_00138	Syal.g_01072
OG0001366	Syap.g_01399	Syal.g_00616
OG0001368	Syap.g_01576	Syal.g_01200
OG0001373	Syap.g_02647	Syal.g_01137
OG0001374	Syap.g_01829, Syap.g_01830	Syal.g_01145
OG0001376	Syap.g_01991	Syal.g_01095
OG0001377	Syap.g_01992	Syal.g_01094
OG0001378	Syap.g_02055	Syal.g_00529
OG0001379	Syap.g_01474	Syal.g_01609
OG0001382	Syap.g_00677	Syal.g_00220
OG0001383	Syap.g_02665	Syal.g_00678
OG0001385	Syap.g_02650	Syal.g_01134
OG0001386	Syap.g_02649	Syal.g_01135
