Orthogroup	Syap	Prbf
OG0000565	Syap.g_00296	Prbf.g_01841
OG0000566	Syap.g_00291	Prbf.g_01845
OG0000567	Syap.g_01297	Prbf.g_01849
OG0000568	Syap.g_01302	Prbf.g_01850
OG0000569	Syap.g_01303	Prbf.g_01851
OG0000570	Syap.g_01304	Prbf.g_01852
OG0000571	Syap.g_01307	Prbf.g_01854
OG0000573	Syap.g_00765	Prbf.g_01874
OG0000574	Syap.g_00759	Prbf.g_01875
OG0000575	Syap.g_00445	Prbf.g_01879
OG0000576	Syap.g_00450	Prbf.g_01881
OG0000577	Syap.g_00451	Prbf.g_01882
OG0000578	Syap.g_00452	Prbf.g_01883
OG0000579	Syap.g_00453	Prbf.g_01884
OG0000580	Syap.g_00454	Prbf.g_01885
OG0000581	Syap.g_01521	Prbf.g_01888
OG0000582	Syap.g_01533	Prbf.g_01891
OG0000583	Syap.g_01532	Prbf.g_01892
OG0000584	Syap.g_01530	Prbf.g_01893
OG0000585	Syap.g_01526	Prbf.g_01895
OG0000586	Syap.g_01525	Prbf.g_01896
OG0000587	Syap.g_01523	Prbf.g_01897
OG0000588	Syap.g_00776	Prbf.g_01901
OG0000589	Syap.g_00941	Prbf.g_01903
OG0000590	Syap.g_00940	Prbf.g_01904
OG0000591	Syap.g_01289	Prbf.g_01908
OG0000592	Syap.g_01288	Prbf.g_01909
OG0000593	Syap.g_00890	Prbf.g_00979
OG0000594	Syap.g_00891	Prbf.g_00980
OG0000595	Syap.g_00892	Prbf.g_00981
OG0000596	Syap.g_00898	Prbf.g_00985
OG0000597	Syap.g_00903	Prbf.g_00988
OG0000598	Syap.g_00904	Prbf.g_00989
OG0000599	Syap.g_00908	Prbf.g_00992
OG0000600	Syap.g_00909	Prbf.g_00993
OG0000601	Syap.g_00910	Prbf.g_00994
OG0000602	Syap.g_00640	Prbf.g_00996
OG0000603	Syap.g_00641	Prbf.g_00997
OG0000604	Syap.g_02769	Prbf.g_00998
OG0000605	Syap.g_02501, Syap.g_02771	Prbf.g_00999
OG0000606	Syap.g_02506	Prbf.g_01002
OG0000607	Syap.g_00093	Prbf.g_01005
OG0000608	Syap.g_00094	Prbf.g_01006
OG0000609	Syap.g_00096	Prbf.g_01007
OG0000610	Syap.g_01963	Prbf.g_01013
OG0000611	Syap.g_01958	Prbf.g_01016
OG0000612	Syap.g_01957	Prbf.g_01017
OG0000613	Syap.g_02480	Prbf.g_01290
OG0000615	Syap.g_00154	Prbf.g_01258
OG0000616	Syap.g_00127	Prbf.g_00404
OG0000617	Syap.g_00513	Prbf.g_01033
OG0000618	Syap.g_00514	Prbf.g_01034
OG0000619	Syap.g_00515	Prbf.g_01035
OG0000620	Syap.g_00520	Prbf.g_01038
OG0000621	Syap.g_00521	Prbf.g_01039
OG0000622	Syap.g_00523	Prbf.g_01040
OG0000623	Syap.g_00526	Prbf.g_01041
OG0000624	Syap.g_00527	Prbf.g_01043
OG0000625	Syap.g_00528	Prbf.g_01044
OG0000626	Syap.g_00529	Prbf.g_01045
OG0000627	Syap.g_00848	Prbf.g_01046
OG0000628	Syap.g_00850	Prbf.g_01047
OG0000629	Syap.g_02334	Prbf.g_01048
OG0000630	Syap.g_02793	Prbf.g_01051
OG0000631	Syap.g_01724	Prbf.g_01144
OG0000632	Syap.g_01725	Prbf.g_01143
OG0000633	Syap.g_01726	Prbf.g_01142
OG0000634	Syap.g_00190	Prbf.g_01249
OG0000635	Syap.g_00191	Prbf.g_01248
OG0000636	Syap.g_00193	Prbf.g_01246
OG0000637	Syap.g_00195	Prbf.g_01244
OG0000638	Syap.g_00196	Prbf.g_01243
OG0000639	Syap.g_00197	Prbf.g_01242
OG0000640	Syap.g_00198	Prbf.g_01241
OG0000641	Syap.g_00203	Prbf.g_01237
OG0000642	Syap.g_02732	Prbf.g_01236
OG0000643	Syap.g_02731	Prbf.g_01235
OG0000644	Syap.g_02730	Prbf.g_01234
OG0000645	Syap.g_02726	Prbf.g_01233
OG0000646	Syap.g_02723	Prbf.g_01231
OG0000647	Syap.g_02721	Prbf.g_01229
OG0000648	Syap.g_02719	Prbf.g_01227
OG0000649	Syap.g_02718	Prbf.g_01226
OG0000650	Syap.g_02717	Prbf.g_01225
OG0000651	Syap.g_02716	Prbf.g_01224
OG0000652	Syap.g_02715	Prbf.g_01223
OG0000653	Syap.g_02713	Prbf.g_01221
OG0000654	Syap.g_02711	Prbf.g_01220
OG0000655	Syap.g_02710	Prbf.g_01219
OG0000656	Syap.g_02706	Prbf.g_01216
OG0000657	Syap.g_01845	Prbf.g_01208
OG0000658	Syap.g_01841	Prbf.g_01206
OG0000659	Syap.g_01840	Prbf.g_01205
OG0000660	Syap.g_01835	Prbf.g_01201
OG0000662	Syap.g_00823	Prbf.g_01197
OG0000663	Syap.g_00826	Prbf.g_01195
OG0000664	Syap.g_00828	Prbf.g_01194
OG0000665	Syap.g_02331	Prbf.g_01188
OG0000666	Syap.g_01573	Prbf.g_01187
OG0000667	Syap.g_01979	Prbf.g_01183
OG0000668	Syap.g_02765	Prbf.g_00838
OG0000669	Syap.g_02371	Prbf.g_01331
OG0000670	Syap.g_02368	Prbf.g_01328
OG0000671	Syap.g_01260	Prbf.g_01325
OG0000672	Syap.g_01257	Prbf.g_01322
OG0000673	Syap.g_01253	Prbf.g_01319
OG0000674	Syap.g_01251	Prbf.g_01317
OG0000675	Syap.g_01250	Prbf.g_01316
OG0000676	Syap.g_01248	Prbf.g_01314
OG0000677	Syap.g_01246	Prbf.g_01313
OG0000678	Syap.g_01239	Prbf.g_01311
OG0000679	Syap.g_00157	Prbf.g_01307
OG0000680	Syap.g_00158	Prbf.g_01306
OG0000681	Syap.g_00163	Prbf.g_01303
OG0000682	Syap.g_00165	Prbf.g_01302
OG0000683	Syap.g_00166	Prbf.g_01301
OG0000684	Syap.g_00169	Prbf.g_01299
OG0000685	Syap.g_00172	Prbf.g_01297
OG0000686	Syap.g_00173	Prbf.g_01296
OG0000687	Syap.g_00174	Prbf.g_01295
OG0000688	Syap.g_00178	Prbf.g_01021
OG0000689	Syap.g_00180	Prbf.g_01022
OG0000690	Syap.g_00181	Prbf.g_01023
OG0000691	Syap.g_00182	Prbf.g_01024
OG0000692	Syap.g_00184	Prbf.g_01026
OG0000693	Syap.g_00185	Prbf.g_01027
OG0000694	Syap.g_00186	Prbf.g_01028
OG0000695	Syap.g_01729	Prbf.g_01140
OG0000696	Syap.g_01730	Prbf.g_01139
OG0000697	Syap.g_01734	Prbf.g_01138
OG0000698	Syap.g_01737	Prbf.g_01135
OG0000699	Syap.g_01738	Prbf.g_01134
OG0000700	Syap.g_01739	Prbf.g_01133
OG0000701	Syap.g_01740	Prbf.g_01132
OG0000702	Syap.g_01747	Prbf.g_01130
OG0000703	Syap.g_01750	Prbf.g_01129
OG0000704	Syap.g_01753	Prbf.g_01127
OG0000705	Syap.g_02022	Prbf.g_01124
OG0000706	Syap.g_02020	Prbf.g_01123
OG0000707	Syap.g_02019	Prbf.g_01122
OG0000708	Syap.g_02016	Prbf.g_01120
OG0000709	Syap.g_00121	Prbf.g_01116
OG0000711	Syap.g_02686	Prbf.g_01095
OG0000712	Syap.g_02688	Prbf.g_01094
OG0000713	Syap.g_02689	Prbf.g_01093
OG0000714	Syap.g_02691	Prbf.g_01092
OG0000715	Syap.g_02693	Prbf.g_01090
OG0000716	Syap.g_02696	Prbf.g_01088
OG0000717	Syap.g_02697	Prbf.g_01087
OG0000718	Syap.g_02701	Prbf.g_01083
OG0000719	Syap.g_02767	Prbf.g_01081
OG0000720	Syap.g_02780	Prbf.g_01069
OG0000721	Syap.g_02782	Prbf.g_01065
OG0000722	Syap.g_02783	Prbf.g_01064
OG0000723	Syap.g_00532	Prbf.g_01060
OG0000725	Syap.g_01559	Prbf.g_01171
OG0000726	Syap.g_01560	Prbf.g_01172
OG0000727	Syap.g_01561	Prbf.g_01173
OG0000728	Syap.g_01564	Prbf.g_01175
OG0000729	Syap.g_01122	Prbf.g_00048
OG0000730	Syap.g_00572	Prbf.g_00876
OG0000731	Syap.g_00560	Prbf.g_01684
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Prbf.g_00453
OG0000733	Syap.g_01971	Prbf.g_00787
OG0000734	Syap.g_02628	Prbf.g_00902
OG0000735	Syap.g_00244	Prbf.g_00904
OG0000736	Syap.g_00243	Prbf.g_00905
OG0000737	Syap.g_00242	Prbf.g_00906
OG0000738	Syap.g_00236	Prbf.g_00910
OG0000739	Syap.g_00235	Prbf.g_00911
OG0000740	Syap.g_00234	Prbf.g_00912
OG0000741	Syap.g_00231	Prbf.g_00914
OG0000742	Syap.g_00229	Prbf.g_00917
OG0000743	Syap.g_00226	Prbf.g_00919
OG0000744	Syap.g_00225	Prbf.g_00920
OG0000745	Syap.g_00222	Prbf.g_00921
OG0000746	Syap.g_00220	Prbf.g_00923
OG0000747	Syap.g_00219	Prbf.g_00924
OG0000748	Syap.g_00212	Prbf.g_00928
OG0000749	Syap.g_00211	Prbf.g_00929
OG0000750	Syap.g_00210	Prbf.g_00930
OG0000751	Syap.g_00205	Prbf.g_00933
OG0000752	Syap.g_01793	Prbf.g_00935
OG0000753	Syap.g_02775	Prbf.g_00937
OG0000754	Syap.g_01883	Prbf.g_00940
OG0000755	Syap.g_01893	Prbf.g_00946
OG0000757	Syap.g_00427	Prbf.g_00954
OG0000758	Syap.g_00428	Prbf.g_00955
OG0000759	Syap.g_00429	Prbf.g_00956
OG0000760	Syap.g_00430	Prbf.g_00957
OG0000761	Syap.g_00431	Prbf.g_00958
OG0000762	Syap.g_00434	Prbf.g_00959
OG0000763	Syap.g_02624	Prbf.g_00961
OG0000764	Syap.g_02623	Prbf.g_00962
OG0000765	Syap.g_02440	Prbf.g_00970
OG0000766	Syap.g_02439	Prbf.g_00971
OG0000767	Syap.g_02437	Prbf.g_00973
OG0000768	Syap.g_02436	Prbf.g_00974
OG0000769	Syap.g_02434	Prbf.g_00976
OG0000770	Syap.g_02431	Prbf.g_01914
OG0000772	Syap.g_02295	Prbf.g_00767
OG0000773	Syap.g_00885	Prbf.g_00035
OG0000774	Syap.g_01473	Prbf.g_00033
OG0000775	Syap.g_01475	Prbf.g_00031
OG0000776	Syap.g_01476	Prbf.g_00030
OG0000777	Syap.g_01478	Prbf.g_00029
OG0000778	Syap.g_01479	Prbf.g_00028
OG0000779	Syap.g_01494	Prbf.g_00024
OG0000780	Syap.g_01496	Prbf.g_00023
OG0000781	Syap.g_02609	Prbf.g_00019
OG0000782	Syap.g_02611	Prbf.g_00018
OG0000783	Syap.g_02612	Prbf.g_00017
OG0000784	Syap.g_02613	Prbf.g_00016
OG0000785	Syap.g_02281	Prbf.g_00014
OG0000786	Syap.g_02287	Prbf.g_00011
OG0000787	Syap.g_02288	Prbf.g_00010
OG0000788	Syap.g_01932	Prbf.g_01782
OG0000789	Syap.g_00372	Prbf.g_00256
OG0000791	Syap.g_02520	Prbf.g_00102
OG0000792	Syap.g_02519	Prbf.g_00103
OG0000793	Syap.g_02141	Prbf.g_00106
OG0000794	Syap.g_02200	Prbf.g_00107
OG0000795	Syap.g_02199	Prbf.g_00108
OG0000796	Syap.g_02448	Prbf.g_00112
OG0000797	Syap.g_02449	Prbf.g_00113
OG0000798	Syap.g_01269	Prbf.g_00312
OG0000799	Syap.g_02488	Prbf.g_00140
OG0000800	Syap.g_02487	Prbf.g_00141
OG0000801	Syap.g_02486	Prbf.g_00142
OG0000802	Syap.g_02659	Prbf.g_00144
OG0000803	Syap.g_02109	Prbf.g_00146
OG0000804	Syap.g_02113	Prbf.g_00147
OG0000805	Syap.g_02115	Prbf.g_00149
OG0000806	Syap.g_02117	Prbf.g_00151
OG0000807	Syap.g_02118	Prbf.g_00152
OG0000808	Syap.g_02119	Prbf.g_00153
OG0000809	Syap.g_02122	Prbf.g_00155
OG0000810	Syap.g_02124	Prbf.g_00156
OG0000811	Syap.g_02472	Prbf.g_00160
OG0000812	Syap.g_02474	Prbf.g_00162
OG0000813	Syap.g_02475	Prbf.g_00163
OG0000814	Syap.g_02753	Prbf.g_00165
OG0000815	Syap.g_02752	Prbf.g_00166
OG0000816	Syap.g_02289	Prbf.g_00168
OG0000817	Syap.g_02527	Prbf.g_00169
OG0000818	Syap.g_02001	Prbf.g_00174
OG0000819	Syap.g_02002	Prbf.g_00175
OG0000820	Syap.g_02003	Prbf.g_00176
OG0000821	Syap.g_02009	Prbf.g_00180
OG0000822	Syap.g_02011	Prbf.g_00181
OG0000824	Syap.g_00008	Prbf.g_00185
OG0000825	Syap.g_00009	Prbf.g_00186
OG0000826	Syap.g_00010	Prbf.g_00187
OG0000827	Syap.g_00011	Prbf.g_00188
OG0000828	Syap.g_00014	Prbf.g_00191
OG0000829	Syap.g_00015	Prbf.g_00192
OG0000830	Syap.g_00016	Prbf.g_00193
OG0000831	Syap.g_00019	Prbf.g_00195
OG0000832	Syap.g_00752	Prbf.g_00205
OG0000833	Syap.g_00021	Prbf.g_00214
OG0000834	Syap.g_00023	Prbf.g_00215
OG0000835	Syap.g_00024	Prbf.g_00216
OG0000836	Syap.g_00026	Prbf.g_00217
OG0000837	Syap.g_00027	Prbf.g_00218
OG0000838	Syap.g_00031	Prbf.g_00220
OG0000839	Syap.g_00032	Prbf.g_00221
OG0000840	Syap.g_00033	Prbf.g_00222
OG0000841	Syap.g_00034	Prbf.g_00223
OG0000842	Syap.g_00035	Prbf.g_00224
OG0000843	Syap.g_00036	Prbf.g_00225
OG0000844	Syap.g_00039	Prbf.g_00226
OG0000845	Syap.g_00040	Prbf.g_00227
OG0000846	Syap.g_00042	Prbf.g_00228
OG0000847	Syap.g_00043	Prbf.g_00229
OG0000848	Syap.g_00045	Prbf.g_00230
OG0000849	Syap.g_00046	Prbf.g_00231
OG0000850	Syap.g_00310	Prbf.g_00233
OG0000851	Syap.g_01214	Prbf.g_00234
OG0000852	Syap.g_01215	Prbf.g_00235
OG0000853	Syap.g_01219	Prbf.g_00241
OG0000854	Syap.g_01222	Prbf.g_00243
OG0000855	Syap.g_01223	Prbf.g_00244
OG0000856	Syap.g_01286	Prbf.g_01911
OG0000857	Syap.g_02722	Prbf.g_01230
OG0000858	Syap.g_00612	Prbf.g_00700
OG0000859	Syap.g_00613	Prbf.g_00699
OG0000860	Syap.g_00623	Prbf.g_00691
OG0000861	Syap.g_02789	Prbf.g_00690
OG0000862	Syap.g_01789	Prbf.g_00689
OG0000863	Syap.g_01784	Prbf.g_00687
OG0000864	Syap.g_01783	Prbf.g_00686
OG0000865	Syap.g_01781, Syap.g_01782	Prbf.g_00685
OG0000866	Syap.g_01780	Prbf.g_00684
OG0000867	Syap.g_01779	Prbf.g_00683
OG0000868	Syap.g_01775	Prbf.g_00681
OG0000869	Syap.g_01770	Prbf.g_00678
OG0000870	Syap.g_01401	Prbf.g_00673
OG0000871	Syap.g_01400	Prbf.g_00672
OG0000872	Syap.g_01394	Prbf.g_00671
OG0000873	Syap.g_01390	Prbf.g_00668
OG0000874	Syap.g_01388	Prbf.g_00665
OG0000875	Syap.g_01386	Prbf.g_00664
OG0000876	Syap.g_00822	Prbf.g_00663
OG0000877	Syap.g_01380	Prbf.g_00661
OG0000878	Syap.g_01378	Prbf.g_00660
OG0000879	Syap.g_01377	Prbf.g_00659
OG0000880	Syap.g_01376	Prbf.g_00658
OG0000882	Syap.g_01516	Prbf.g_00649
OG0000883	Syap.g_01511	Prbf.g_00647
OG0000884	Syap.g_01509	Prbf.g_00645
OG0000885	Syap.g_01508	Prbf.g_00644
OG0000886	Syap.g_01507	Prbf.g_00643
OG0000887	Syap.g_01506	Prbf.g_00642
OG0000888	Syap.g_01504	Prbf.g_00640
OG0000889	Syap.g_01502	Prbf.g_00638
OG0000890	Syap.g_01499	Prbf.g_00637
OG0000891	Syap.g_01498	Prbf.g_00636
OG0000892	Syap.g_02671	Prbf.g_00634
OG0000893	Syap.g_02497	Prbf.g_00630
OG0000894	Syap.g_02679	Prbf.g_00627
OG0000895	Syap.g_00546	Prbf.g_00623
OG0000896	Syap.g_00545	Prbf.g_00622
OG0000897	Syap.g_00543	Prbf.g_00620
OG0000898	Syap.g_00542	Prbf.g_00619
OG0000899	Syap.g_00541	Prbf.g_00618
OG0000900	Syap.g_00540	Prbf.g_00617
OG0000901	Syap.g_01930	Prbf.g_00614
OG0000902	Syap.g_01929	Prbf.g_00612
OG0000903	Syap.g_01916	Prbf.g_00608
OG0000904	Syap.g_01922	Prbf.g_00604
OG0000905	Syap.g_01925	Prbf.g_00610
OG0000906	Syap.g_01927	Prbf.g_00611
OG0000907	Syap.g_01914	Prbf.g_00601
OG0000908	Syap.g_01235	Prbf.g_00598
OG0000909	Syap.g_01236	Prbf.g_00597
OG0000910	Syap.g_01237	Prbf.g_00596
OG0000911	Syap.g_00511	Prbf.g_00594
OG0000912	Syap.g_00510	Prbf.g_00593
OG0000913	Syap.g_00509	Prbf.g_00592
OG0000914	Syap.g_00508	Prbf.g_00591
OG0000915	Syap.g_00506	Prbf.g_00590
OG0000916	Syap.g_00505	Prbf.g_00589
OG0000917	Syap.g_00504	Prbf.g_00588
OG0000918	Syap.g_00503	Prbf.g_00587
OG0000919	Syap.g_00502	Prbf.g_00586
OG0000920	Syap.g_00501	Prbf.g_00585
OG0000921	Syap.g_00500	Prbf.g_00584
OG0000922	Syap.g_00499	Prbf.g_00583
OG0000923	Syap.g_00495	Prbf.g_00579
OG0000924	Syap.g_00494	Prbf.g_00578
OG0000925	Syap.g_00493	Prbf.g_00577
OG0000926	Syap.g_00492	Prbf.g_00576
OG0000927	Syap.g_00490	Prbf.g_00574
OG0000928	Syap.g_00489	Prbf.g_00573
OG0000929	Syap.g_00488	Prbf.g_00572
OG0000930	Syap.g_00487	Prbf.g_00571
OG0000931	Syap.g_00486	Prbf.g_00570
OG0000932	Syap.g_00485	Prbf.g_00569
OG0000933	Syap.g_00479	Prbf.g_00565
OG0000934	Syap.g_00477	Prbf.g_00563
OG0000935	Syap.g_00476	Prbf.g_00562
OG0000936	Syap.g_00475	Prbf.g_00561
OG0000937	Syap.g_00474	Prbf.g_00560
OG0000938	Syap.g_00471	Prbf.g_00557
OG0000939	Syap.g_00469	Prbf.g_00556
OG0000940	Syap.g_00460	Prbf.g_00549
OG0000941	Syap.g_00458	Prbf.g_00547
OG0000942	Syap.g_00606	Prbf.g_00545
OG0000943	Syap.g_00604	Prbf.g_00544
OG0000944	Syap.g_00602	Prbf.g_00542
OG0000945	Syap.g_00601	Prbf.g_00541
OG0000946	Syap.g_00595	Prbf.g_00536
OG0000947	Syap.g_00591	Prbf.g_00534
OG0000948	Syap.g_00590	Prbf.g_00533
OG0000949	Syap.g_01051	Prbf.g_00530
OG0000950	Syap.g_01061	Prbf.g_00523
OG0000951	Syap.g_01070	Prbf.g_00519
OG0000952	Syap.g_01074	Prbf.g_00515
OG0000953	Syap.g_01078	Prbf.g_00511
OG0000954	Syap.g_01089	Prbf.g_00507
OG0000955	Syap.g_01090	Prbf.g_00506
OG0000956	Syap.g_01092	Prbf.g_00504
OG0000957	Syap.g_01109	Prbf.g_00498
OG0000958	Syap.g_01110	Prbf.g_00497
OG0000959	Syap.g_01114	Prbf.g_00493
OG0000960	Syap.g_01115	Prbf.g_00492
OG0000961	Syap.g_02170	Prbf.g_00488
OG0000962	Syap.g_01121	Prbf.g_00486
OG0000963	Syap.g_01124	Prbf.g_00482
OG0000964	Syap.g_01125	Prbf.g_00481
OG0000965	Syap.g_01126	Prbf.g_00480
OG0000966	Syap.g_01141	Prbf.g_00474
OG0000967	Syap.g_00633	Prbf.g_00470
OG0000968	Syap.g_00998	Prbf.g_00468
OG0000969	Syap.g_00996	Prbf.g_00467
OG0000970	Syap.g_00995	Prbf.g_00466
OG0000971	Syap.g_00993	Prbf.g_00465
OG0000972	Syap.g_00992	Prbf.g_00464
OG0000973	Syap.g_00991	Prbf.g_00463
OG0000974	Syap.g_00990	Prbf.g_00462
OG0000975	Syap.g_00989	Prbf.g_00461
OG0000976	Syap.g_00988	Prbf.g_00460
OG0000977	Syap.g_00986	Prbf.g_00459
OG0000978	Syap.g_00985	Prbf.g_00458
OG0000979	Syap.g_00980	Prbf.g_00456
OG0000980	Syap.g_00977	Prbf.g_00454
OG0000981	Syap.g_01812	Prbf.g_00451
OG0000982	Syap.g_00132	Prbf.g_00449
OG0000983	Syap.g_00134	Prbf.g_00448
OG0000984	Syap.g_00135	Prbf.g_00447
OG0000985	Syap.g_00140	Prbf.g_00444
OG0000986	Syap.g_01044	Prbf.g_00442
OG0000987	Syap.g_01033	Prbf.g_00441
OG0000988	Syap.g_01027	Prbf.g_00438
OG0000989	Syap.g_01011	Prbf.g_00434
OG0000990	Syap.g_02087	Prbf.g_00430
OG0000991	Syap.g_02091	Prbf.g_00429
OG0000992	Syap.g_02095	Prbf.g_00426
OG0000993	Syap.g_02097	Prbf.g_00425
OG0000994	Syap.g_02101	Prbf.g_00424
OG0000996	Syap.g_01817	Prbf.g_00419
OG0000997	Syap.g_02590	Prbf.g_00416
OG0000998	Syap.g_02591	Prbf.g_00414
OG0000999	Syap.g_02592	Prbf.g_00413
OG0001001	Syap.g_02605	Prbf.g_00407
OG0001002	Syap.g_00124	Prbf.g_00402
OG0001003	Syap.g_02310	Prbf.g_00401
OG0001004	Syap.g_02311	Prbf.g_00400
OG0001005	Syap.g_02312	Prbf.g_00399
OG0001006	Syap.g_00053	Prbf.g_00395
OG0001007	Syap.g_00055	Prbf.g_00393
OG0001008	Syap.g_02060	Prbf.g_01721
OG0001012	Syap.g_00371	Prbf.g_01366
OG0001013	Syap.g_01325	Prbf.g_01373
OG0001016	Syap.g_01695	Prbf.g_01400
OG0001033	Syap.g_00105	Prbf.g_01543
OG0001035	Syap.g_01594	Prbf.g_01594
OG0001038	Syap.g_01362	Prbf.g_01618
OG0001039	Syap.g_01359	Prbf.g_01621
OG0001040	Syap.g_01356	Prbf.g_01623
OG0001041	Syap.g_01352	Prbf.g_01628
OG0001043	Syap.g_01676	Prbf.g_01646
OG0001044	Syap.g_00571	Prbf.g_01677
OG0001053	Syap.g_02253	Prbf.g_01766
OG0001054	Syap.g_00274	Prbf.g_01781
OG0001055	Syap.g_00252	Prbf.g_01800
OG0001059	Syap.g_00306	Prbf.g_01834
OG0001060	Syap.g_00299	Prbf.g_01840
OG0001061	Syap.g_01309	Prbf.g_01855
OG0001062	Syap.g_01314	Prbf.g_01857
OG0001072	Syap.g_00441	Prbf.g_01872
OG0001073	Syap.g_00122, Syap.g_00455	Prbf.g_01886
OG0001078	Syap.g_00896	Prbf.g_00983
OG0001080	Syap.g_02505	Prbf.g_01001
OG0001085	Syap.g_01953	Prbf.g_01293
OG0001094	Syap.g_00187	Prbf.g_01029
OG0001095	Syap.g_02725	Prbf.g_01232
OG0001096	Syap.g_02709	Prbf.g_01218
OG0001100	Syap.g_02369	Prbf.g_01329
OG0001102	Syap.g_01258	Prbf.g_01323
OG0001103	Syap.g_01256	Prbf.g_01321
OG0001104	Syap.g_00171	Prbf.g_01298
OG0001105	Syap.g_00175	Prbf.g_01294
OG0001107	Syap.g_02015	Prbf.g_01119
OG0001108	Syap.g_00119	Prbf.g_01115
OG0001122	Syap.g_02766	Prbf.g_01080
OG0001123	Syap.g_01872	Prbf.g_01074
OG0001133	Syap.g_01292	Prbf.g_00094
OG0001136	Syap.g_00230	Prbf.g_00915
OG0001137	Syap.g_00213	Prbf.g_00927
OG0001140	Syap.g_02134	Prbf.g_00951
OG0001152	Syap.g_02447	Prbf.g_00111
OG0001154	Syap.g_00013	Prbf.g_00190
OG0001155	Syap.g_00750	Prbf.g_00207
OG0001160	Syap.g_01217	Prbf.g_00239
OG0001162	Syap.g_02366	Prbf.g_00812
OG0001163	Syap.g_00609	Prbf.g_00702
OG0001164	Syap.g_00614	Prbf.g_00698
OG0001165	Syap.g_00619	Prbf.g_00695
OG0001168	Syap.g_01372	Prbf.g_00655
OG0001171	Syap.g_01505	Prbf.g_00641
OG0001172	Syap.g_00547	Prbf.g_00625
OG0001177	Syap.g_01920	Prbf.g_00605
OG0001178	Syap.g_01786, Syap.g_01787	Prbf.g_00688
OG0001179	Syap.g_00491	Prbf.g_00575
OG0001180	Syap.g_00097, Syap.g_00465	Prbf.g_00552
OG0001181	Syap.g_00459	Prbf.g_00548
OG0001183	Syap.g_00594	Prbf.g_00535
OG0001185	Syap.g_01104	Prbf.g_00501
OG0001186	Syap.g_01140	Prbf.g_00476
OG0001187	Syap.g_01142	Prbf.g_00473
OG0001188	Syap.g_00634	Prbf.g_00471
OG0001189	Syap.g_00979	Prbf.g_00455
OG0001191	Syap.g_01030	Prbf.g_00440
OG0001192	Syap.g_01021	Prbf.g_00435
OG0001197	Syap.g_00126	Prbf.g_00403
OG0001198	Syap.g_00052	Prbf.g_00396
OG0001199	Syap.g_01696	Prbf.g_01401
OG0001200	Syap.g_01698	Prbf.g_01403
OG0001202	Syap.g_01613	Prbf.g_01534
OG0001203	Syap.g_01154	Prbf.g_01576
OG0001204	Syap.g_01577	Prbf.g_01582
OG0001214	Syap.g_00897	Prbf.g_00984
OG0001217	Syap.g_01464	Prbf.g_00280
OG0001218	Syap.g_00020	Prbf.g_00855
OG0001219	Syap.g_02794	Prbf.g_01146
OG0001221	Syap.g_01777	Prbf.g_01309
OG0001222	Syap.g_02027	Prbf.g_01067
OG0001224	Syap.g_01551	Prbf.g_01166
OG0001225	Syap.g_01553	Prbf.g_01168
OG0001226	Syap.g_02551	Prbf.g_01921
OG0001228	Syap.g_01063	Prbf.g_00968
OG0001229	Syap.g_00827	Prbf.g_00856
OG0001230	Syap.g_02116	Prbf.g_00150
OG0001231	Syap.g_00073	Prbf.g_01706
OG0001232	Syap.g_01393	Prbf.g_00670
OG0001235	Syap.g_01924	Prbf.g_00609
OG0001236	Syap.g_01069	Prbf.g_00520
OG0001237	Syap.g_01073	Prbf.g_00516
OG0001238	Syap.g_01028	Prbf.g_00439
OG0001239	Syap.g_01693, Syap.g_01692	Prbf.g_01398
OG0001242	Syap.g_02227, Syap.g_02229	Prbf.g_01449
OG0001243	Syap.g_02219	Prbf.g_01456
OG0001244	Syap.g_02192	Prbf.g_01471
OG0001248	Syap.g_00423	Prbf.g_01277
OG0001249	Syap.g_00575	Prbf.g_01675
OG0001250	Syap.g_01836	Prbf.g_01202
OG0001251	Syap.g_01549, Syap.g_01727	Prbf.g_00837
OG0001253	Syap.g_01969	Prbf.g_01924
OG0001255	Syap.g_02523	Prbf.g_00900
OG0001256	Syap.g_01225	Prbf.g_00246
OG0001258	Syap.g_00617	Prbf.g_00697
OG0001260	Syap.g_01497	Prbf.g_00635
OG0001261	Syap.g_00482	Prbf.g_00567
OG0001263	Syap.g_02216	Prbf.g_01458
OG0001265	Syap.g_02231	Prbf.g_01448
OG0001266	Syap.g_01618	Prbf.g_01538
OG0001267	Syap.g_01360	Prbf.g_01620
OG0001268	Syap.g_00563	Prbf.g_01683
OG0001270	Syap.g_02056	Prbf.g_01718
OG0001271	Syap.g_02759	Prbf.g_01755
OG0001272	Syap.g_02250	Prbf.g_01769
OG0001274	Syap.g_01897	Prbf.g_01562
OG0001275	Syap.g_02694	Prbf.g_01089
OG0001276	Syap.g_01873	Prbf.g_01075
OG0001277	Syap.g_01293	Prbf.g_00417
OG0001278	Syap.g_02438	Prbf.g_00972
OG0001279	Syap.g_02663	Prbf.g_00339
OG0001282	Syap.g_01701	Prbf.g_00096
OG0001284	Syap.g_00047	Prbf.g_00232
OG0001286	Syap.g_00467	Prbf.g_00554
OG0001287	Syap.g_00418	Prbf.g_00494
OG0001288	Syap.g_01123	Prbf.g_00483
OG0001289	Syap.g_02365	Prbf.g_01413
OG0001291	Syap.g_02207	Prbf.g_01466
