Orthogroup	Syap	Syag
OG0000589	Syap.g_00941	Syag.g_00375
OG0000590	Syap.g_00940	Syag.g_00376
OG0000591	Syap.g_01289	Syag.g_00383
OG0000592	Syap.g_01288	Syag.g_00384
OG0000593	Syap.g_00890	Syag.g_00406
OG0000594	Syap.g_00891	Syag.g_00407
OG0000595	Syap.g_00892	Syag.g_00408
OG0000596	Syap.g_00898	Syag.g_00413
OG0000597	Syap.g_00903	Syag.g_00416
OG0000598	Syap.g_00904	Syag.g_00417
OG0000599	Syap.g_00908	Syag.g_00424
OG0000600	Syap.g_00909	Syag.g_00425
OG0000601	Syap.g_00910	Syag.g_00426
OG0000602	Syap.g_00640	Syag.g_00431
OG0000603	Syap.g_00641	Syag.g_00432
OG0000604	Syap.g_02769	Syag.g_00434
OG0000605	Syap.g_02501, Syap.g_02771	Syag.g_00522
OG0000606	Syap.g_02506	Syag.g_00550
OG0000607	Syap.g_00093	Syag.g_00553
OG0000608	Syap.g_00094	Syag.g_00554
OG0000609	Syap.g_00096	Syag.g_00556
OG0000610	Syap.g_01963	Syag.g_00580
OG0000611	Syap.g_01958	Syag.g_00583
OG0000612	Syap.g_01957	Syag.g_00584
OG0000613	Syap.g_02480	Syag.g_02533
OG0000615	Syap.g_00154	Syag.g_00630
OG0000616	Syap.g_00127	Syag.g_02255
OG0000617	Syap.g_00513	Syag.g_00915
OG0000618	Syap.g_00514	Syag.g_00914
OG0000619	Syap.g_00515	Syag.g_00913
OG0000620	Syap.g_00520	Syag.g_00906
OG0000621	Syap.g_00521	Syag.g_00905
OG0000622	Syap.g_00523	Syag.g_00904
OG0000623	Syap.g_00526	Syag.g_00903
OG0000624	Syap.g_00527	Syag.g_00901
OG0000625	Syap.g_00528	Syag.g_00900
OG0000626	Syap.g_00529	Syag.g_00899
OG0000627	Syap.g_00848	Syag.g_00756
OG0000628	Syap.g_00850	Syag.g_00757
OG0000629	Syap.g_02334	Syag.g_00761
OG0000630	Syap.g_02793	Syag.g_00765
OG0000631	Syap.g_01724	Syag.g_00772
OG0000632	Syap.g_01725	Syag.g_00773
OG0000633	Syap.g_01726	Syag.g_00774
OG0000634	Syap.g_00190	Syag.g_00663
OG0000635	Syap.g_00191	Syag.g_00664
OG0000636	Syap.g_00193	Syag.g_00666
OG0000637	Syap.g_00195	Syag.g_00668
OG0000638	Syap.g_00196	Syag.g_00669
OG0000639	Syap.g_00197	Syag.g_00670
OG0000640	Syap.g_00198	Syag.g_00671
OG0000641	Syap.g_00203	Syag.g_00675
OG0000642	Syap.g_02732	Syag.g_00676
OG0000643	Syap.g_02731	Syag.g_00677
OG0000644	Syap.g_02730	Syag.g_00678
OG0000645	Syap.g_02726	Syag.g_00680
OG0000646	Syap.g_02723	Syag.g_00683
OG0000647	Syap.g_02721	Syag.g_00685
OG0000648	Syap.g_02719	Syag.g_00694
OG0000649	Syap.g_02718	Syag.g_00695
OG0000650	Syap.g_02717	Syag.g_00696
OG0000651	Syap.g_02716	Syag.g_00697
OG0000652	Syap.g_02715	Syag.g_00698
OG0000653	Syap.g_02713	Syag.g_00700
OG0000654	Syap.g_02711	Syag.g_00701
OG0000655	Syap.g_02710	Syag.g_00702
OG0000656	Syap.g_02706	Syag.g_00705
OG0000657	Syap.g_01845	Syag.g_00719
OG0000658	Syap.g_01841	Syag.g_00721
OG0000659	Syap.g_01840	Syag.g_00722
OG0000660	Syap.g_01835	Syag.g_00726
OG0000662	Syap.g_00823	Syag.g_00730
OG0000663	Syap.g_00826	Syag.g_00733
OG0000664	Syap.g_00828	Syag.g_00734
OG0000665	Syap.g_02331	Syag.g_00456
OG0000666	Syap.g_01573	Syag.g_00445
OG0000667	Syap.g_01979	Syag.g_00574
OG0000668	Syap.g_02765	Syag.g_00868
OG0000669	Syap.g_02371	Syag.g_00600
OG0000670	Syap.g_02368	Syag.g_00399
OG0000671	Syap.g_01260	Syag.g_00604
OG0000672	Syap.g_01257	Syag.g_00607
OG0000673	Syap.g_01253	Syag.g_00610
OG0000674	Syap.g_01251	Syag.g_00612
OG0000675	Syap.g_01250	Syag.g_00613
OG0000676	Syap.g_01248	Syag.g_00615
OG0000677	Syap.g_01246	Syag.g_00616
OG0000678	Syap.g_01239	Syag.g_00622
OG0000679	Syap.g_00157	Syag.g_00633
OG0000680	Syap.g_00158	Syag.g_00634
OG0000681	Syap.g_00163	Syag.g_00637
OG0000682	Syap.g_00165	Syag.g_00638
OG0000683	Syap.g_00166	Syag.g_00639
OG0000684	Syap.g_00169	Syag.g_00641
OG0000685	Syap.g_00172	Syag.g_00643
OG0000686	Syap.g_00173	Syag.g_00644
OG0000687	Syap.g_00174	Syag.g_00645
OG0000688	Syap.g_00178	Syag.g_00651
OG0000689	Syap.g_00180	Syag.g_00653
OG0000690	Syap.g_00181	Syag.g_00654
OG0000691	Syap.g_00182	Syag.g_00655
OG0000692	Syap.g_00184	Syag.g_00656
OG0000693	Syap.g_00185	Syag.g_00658
OG0000694	Syap.g_00186	Syag.g_00659
OG0000695	Syap.g_01729	Syag.g_00776
OG0000696	Syap.g_01730	Syag.g_00777
OG0000697	Syap.g_01734	Syag.g_00778
OG0000698	Syap.g_01737	Syag.g_00781
OG0000699	Syap.g_01738	Syag.g_00782
OG0000700	Syap.g_01739	Syag.g_00783
OG0000701	Syap.g_01740	Syag.g_00784
OG0000702	Syap.g_01747	Syag.g_00792
OG0000703	Syap.g_01750	Syag.g_00793
OG0000704	Syap.g_01753	Syag.g_00795
OG0000705	Syap.g_02022	Syag.g_00802
OG0000706	Syap.g_02020	Syag.g_00803
OG0000707	Syap.g_02019	Syag.g_00804
OG0000708	Syap.g_02016	Syag.g_00807
OG0000709	Syap.g_00121	Syag.g_00816
OG0000711	Syap.g_02686	Syag.g_00848
OG0000712	Syap.g_02688	Syag.g_00850
OG0000713	Syap.g_02689	Syag.g_00851
OG0000714	Syap.g_02691	Syag.g_00853
OG0000715	Syap.g_02693	Syag.g_00855
OG0000716	Syap.g_02696	Syag.g_00859
OG0000717	Syap.g_02697	Syag.g_00860
OG0000718	Syap.g_02701	Syag.g_00864
OG0000719	Syap.g_02767	Syag.g_00866
OG0000720	Syap.g_02780	Syag.g_00880
OG0000721	Syap.g_02782	Syag.g_00882
OG0000722	Syap.g_02783	Syag.g_00883
OG0000723	Syap.g_00532	Syag.g_00897
OG0000725	Syap.g_01559	Syag.g_00978
OG0000726	Syap.g_01560	Syag.g_00979
OG0000727	Syap.g_01561	Syag.g_00980
OG0000728	Syap.g_01564	Syag.g_00982
OG0000729	Syap.g_01122	Syag.g_02376
OG0000730	Syap.g_00572	Syag.g_02840
OG0000731	Syap.g_00560	Syag.g_02853
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Syag.g_02331
OG0000733	Syap.g_01971	Syag.g_00145
OG0000734	Syap.g_02628	Syag.g_01892
OG0000735	Syap.g_00244	Syag.g_01159
OG0000736	Syap.g_00243	Syag.g_01158
OG0000737	Syap.g_00242	Syag.g_01157
OG0000738	Syap.g_00236	Syag.g_01152
OG0000739	Syap.g_00235	Syag.g_01149
OG0000740	Syap.g_00234	Syag.g_01148
OG0000741	Syap.g_00231	Syag.g_01145
OG0000742	Syap.g_00229	Syag.g_01142
OG0000743	Syap.g_00226	Syag.g_01140
OG0000744	Syap.g_00225	Syag.g_01139
OG0000745	Syap.g_00222	Syag.g_01137
OG0000746	Syap.g_00220	Syag.g_01135
OG0000747	Syap.g_00219	Syag.g_01134
OG0000748	Syap.g_00212	Syag.g_01122
OG0000749	Syap.g_00211	Syag.g_01121
OG0000750	Syap.g_00210	Syag.g_01120
OG0000751	Syap.g_00205	Syag.g_01114
OG0000752	Syap.g_01793	Syag.g_01112
OG0000753	Syap.g_02775	Syag.g_01109
OG0000754	Syap.g_01883	Syag.g_01103
OG0000755	Syap.g_01893	Syag.g_01092
OG0000757	Syap.g_00427	Syag.g_01084
OG0000758	Syap.g_00428	Syag.g_01083
OG0000759	Syap.g_00429	Syag.g_01082
OG0000760	Syap.g_00430	Syag.g_01081
OG0000761	Syap.g_00431	Syag.g_01080
OG0000762	Syap.g_00434	Syag.g_01078
OG0000763	Syap.g_02624	Syag.g_01076
OG0000764	Syap.g_02623	Syag.g_01075
OG0000765	Syap.g_02440	Syag.g_01056
OG0000766	Syap.g_02439	Syag.g_01055
OG0000767	Syap.g_02437	Syag.g_01053
OG0000768	Syap.g_02436	Syag.g_01052
OG0000769	Syap.g_02434	Syag.g_01047
OG0000770	Syap.g_02431	Syag.g_01043
OG0000772	Syap.g_02295	Syag.g_02043
OG0000773	Syap.g_00885	Syag.g_01168
OG0000774	Syap.g_01473	Syag.g_01182
OG0000775	Syap.g_01475	Syag.g_01185
OG0000776	Syap.g_01476	Syag.g_01186
OG0000777	Syap.g_01478	Syag.g_01187
OG0000778	Syap.g_01479	Syag.g_01188
OG0000779	Syap.g_01494	Syag.g_01194
OG0000780	Syap.g_01496	Syag.g_01217
OG0000781	Syap.g_02609	Syag.g_01221
OG0000782	Syap.g_02611	Syag.g_01222
OG0000783	Syap.g_02612	Syag.g_01223
OG0000784	Syap.g_02613	Syag.g_01224
OG0000785	Syap.g_02281	Syag.g_01226
OG0000786	Syap.g_02287	Syag.g_01235
OG0000787	Syap.g_02288	Syag.g_01236
OG0000788	Syap.g_01932	Syag.g_00427
OG0000789	Syap.g_00372	Syag.g_00453
OG0000791	Syap.g_02520	Syag.g_01544
OG0000792	Syap.g_02519	Syag.g_01545
OG0000793	Syap.g_02141	Syag.g_01550
OG0000794	Syap.g_02200	Syag.g_01551
OG0000795	Syap.g_02199	Syag.g_01552
OG0000796	Syap.g_02448	Syag.g_01556
OG0000797	Syap.g_02449	Syag.g_01557
OG0000798	Syap.g_01363	Syag.g_02601
OG0000799	Syap.g_02488	Syag.g_01278
OG0000800	Syap.g_02487	Syag.g_01280
OG0000801	Syap.g_02486	Syag.g_01285
OG0000802	Syap.g_02659	Syag.g_01293
OG0000803	Syap.g_02109	Syag.g_01321
OG0000804	Syap.g_02113	Syag.g_01438
OG0000805	Syap.g_02115	Syag.g_01433
OG0000806	Syap.g_02117	Syag.g_01429
OG0000807	Syap.g_02118	Syag.g_01428
OG0000808	Syap.g_02119	Syag.g_01427
OG0000809	Syap.g_02122	Syag.g_01423
OG0000810	Syap.g_02124	Syag.g_01422
OG0000811	Syap.g_02472	Syag.g_01413
OG0000812	Syap.g_02474	Syag.g_01411
OG0000813	Syap.g_02475	Syag.g_01410
OG0000814	Syap.g_02753	Syag.g_01408
OG0000815	Syap.g_02752	Syag.g_01407
OG0000816	Syap.g_02289	Syag.g_01405
OG0000817	Syap.g_02527	Syag.g_01404
OG0000818	Syap.g_02001	Syag.g_01400
OG0000819	Syap.g_02002	Syag.g_01399
OG0000820	Syap.g_02003	Syag.g_01398
OG0000821	Syap.g_02009	Syag.g_01388
OG0000822	Syap.g_02011	Syag.g_01386
OG0000824	Syap.g_00008	Syag.g_01379
OG0000825	Syap.g_00009	Syag.g_01378
OG0000826	Syap.g_00010	Syag.g_01377
OG0000827	Syap.g_00011	Syag.g_01376
OG0000828	Syap.g_00014	Syag.g_01373
OG0000829	Syap.g_00015	Syag.g_01372
OG0000830	Syap.g_00016	Syag.g_01371
OG0000831	Syap.g_00019	Syag.g_01367
OG0000832	Syap.g_00752	Syag.g_01614
OG0000833	Syap.g_00021	Syag.g_01628
OG0000834	Syap.g_00023	Syag.g_01632
OG0000835	Syap.g_00024	Syag.g_01633
OG0000836	Syap.g_00026	Syag.g_01637
OG0000837	Syap.g_00027	Syag.g_01638
OG0000838	Syap.g_00031	Syag.g_01642
OG0000839	Syap.g_00032	Syag.g_01643
OG0000840	Syap.g_00033	Syag.g_01644
OG0000841	Syap.g_00034	Syag.g_01645
OG0000842	Syap.g_00035	Syag.g_01646
OG0000843	Syap.g_00036	Syag.g_01647
OG0000844	Syap.g_00039	Syag.g_01649
OG0000845	Syap.g_00040	Syag.g_01650
OG0000846	Syap.g_00042	Syag.g_01651
OG0000847	Syap.g_00043	Syag.g_01652
OG0000848	Syap.g_00045	Syag.g_01654
OG0000849	Syap.g_00046	Syag.g_01655
OG0000850	Syap.g_00310	Syag.g_01657
OG0000851	Syap.g_01214	Syag.g_01663
OG0000852	Syap.g_01215	Syag.g_01664
OG0000853	Syap.g_01219	Syag.g_01668
OG0000854	Syap.g_01222	Syag.g_01670
OG0000855	Syap.g_01223	Syag.g_01671
OG0000856	Syap.g_01286	Syag.g_00386
OG0000857	Syap.g_02722	Syag.g_00684
OG0000858	Syap.g_00612	Syag.g_01677
OG0000859	Syap.g_00613	Syag.g_01678
OG0000860	Syap.g_00623	Syag.g_01689
OG0000861	Syap.g_02789	Syag.g_01690
OG0000862	Syap.g_01789	Syag.g_01693
OG0000863	Syap.g_01784	Syag.g_01695
OG0000864	Syap.g_01783	Syag.g_01696
OG0000865	Syap.g_01781, Syap.g_01782	Syag.g_01697
OG0000866	Syap.g_01780	Syag.g_01698
OG0000867	Syap.g_01779	Syag.g_01699
OG0000868	Syap.g_01775	Syag.g_01707
OG0000869	Syap.g_01770	Syag.g_01711
OG0000870	Syap.g_01401	Syag.g_01716
OG0000871	Syap.g_01400	Syag.g_01717
OG0000872	Syap.g_01394	Syag.g_01723
OG0000873	Syap.g_01390	Syag.g_01726
OG0000874	Syap.g_01388	Syag.g_01729
OG0000875	Syap.g_01386	Syag.g_01731
OG0000876	Syap.g_00822	Syag.g_01732
OG0000877	Syap.g_01380	Syag.g_01734
OG0000878	Syap.g_01378	Syag.g_01735
OG0000879	Syap.g_01377	Syag.g_02356
OG0000880	Syap.g_01376	Syag.g_01736
OG0000882	Syap.g_01516	Syag.g_01746
OG0000883	Syap.g_01511	Syag.g_01749
OG0000884	Syap.g_01509	Syag.g_01751
OG0000885	Syap.g_01508	Syag.g_01752
OG0000886	Syap.g_01507	Syag.g_01753
OG0000887	Syap.g_01506	Syag.g_01754
OG0000888	Syap.g_01504	Syag.g_01756
OG0000889	Syap.g_01502	Syag.g_01758
OG0000890	Syap.g_01499	Syag.g_01761
OG0000891	Syap.g_01498	Syag.g_01762
OG0000892	Syap.g_02671	Syag.g_01765
OG0000893	Syap.g_02497	Syag.g_02688
OG0000894	Syap.g_02679	Syag.g_02691
OG0000895	Syap.g_00546	Syag.g_02695
OG0000896	Syap.g_00545	Syag.g_02696
OG0000897	Syap.g_00543	Syag.g_02699
OG0000898	Syap.g_00542	Syag.g_02700
OG0000899	Syap.g_00541	Syag.g_02701
OG0000900	Syap.g_00540	Syag.g_02702
OG0000901	Syap.g_01930	Syag.g_02707
OG0000902	Syap.g_01929	Syag.g_02709
OG0000903	Syap.g_01916	Syag.g_02724
OG0000904	Syap.g_01922	Syag.g_02718
OG0000905	Syap.g_01925	Syag.g_02714
OG0000906	Syap.g_01927	Syag.g_02711
OG0000907	Syap.g_01914	Syag.g_02727
OG0000908	Syap.g_01235	Syag.g_02730
OG0000909	Syap.g_01236	Syag.g_02731
OG0000910	Syap.g_01237	Syag.g_02732
OG0000911	Syap.g_00511	Syag.g_02734
OG0000912	Syap.g_00510	Syag.g_02735
OG0000913	Syap.g_00509	Syag.g_02736
OG0000914	Syap.g_00508	Syag.g_02737
OG0000915	Syap.g_00506	Syag.g_02739
OG0000916	Syap.g_00505	Syag.g_02740
OG0000917	Syap.g_00504	Syag.g_02741
OG0000918	Syap.g_00503	Syag.g_02742
OG0000919	Syap.g_00502	Syag.g_02743
OG0000920	Syap.g_00501	Syag.g_02744
OG0000921	Syap.g_00500	Syag.g_02745
OG0000922	Syap.g_00499	Syag.g_02746
OG0000923	Syap.g_00495	Syag.g_02750
OG0000924	Syap.g_00494	Syag.g_02751
OG0000925	Syap.g_00493	Syag.g_02752
OG0000926	Syap.g_00492	Syag.g_02753
OG0000927	Syap.g_00490	Syag.g_02755
OG0000928	Syap.g_00489	Syag.g_02756
OG0000929	Syap.g_00488	Syag.g_02757
OG0000930	Syap.g_00487	Syag.g_02758
OG0000931	Syap.g_00486	Syag.g_02759
OG0000932	Syap.g_00485	Syag.g_02760
OG0000933	Syap.g_00479	Syag.g_02766
OG0000934	Syap.g_00477	Syag.g_02768
OG0000935	Syap.g_00476	Syag.g_02769
OG0000936	Syap.g_00475	Syag.g_02770
OG0000937	Syap.g_00474	Syag.g_02771
OG0000938	Syap.g_00471	Syag.g_02774
OG0000939	Syap.g_00469	Syag.g_02775
OG0000940	Syap.g_00460	Syag.g_02783
OG0000941	Syap.g_00458	Syag.g_02785
OG0000942	Syap.g_00606	Syag.g_02787
OG0000943	Syap.g_00604	Syag.g_02788
OG0000944	Syap.g_00602	Syag.g_02790
OG0000945	Syap.g_00601	Syag.g_02792
OG0000946	Syap.g_00595	Syag.g_02797
OG0000947	Syap.g_00591	Syag.g_02801
OG0000948	Syap.g_00590	Syag.g_02802
OG0000949	Syap.g_01051	Syag.g_02449
OG0000950	Syap.g_01061	Syag.g_02436
OG0000951	Syap.g_01070	Syag.g_02431
OG0000952	Syap.g_01074	Syag.g_02423
OG0000953	Syap.g_01078	Syag.g_02415
OG0000954	Syap.g_01089	Syag.g_02409
OG0000955	Syap.g_01090	Syag.g_02408
OG0000956	Syap.g_01092	Syag.g_02406
OG0000957	Syap.g_01109	Syag.g_02395
OG0000958	Syap.g_01110	Syag.g_02394
OG0000959	Syap.g_01114	Syag.g_02389
OG0000960	Syap.g_01115	Syag.g_02388
OG0000961	Syap.g_02170	Syag.g_02379
OG0000962	Syap.g_01121	Syag.g_02377
OG0000963	Syap.g_01124	Syag.g_02372
OG0000964	Syap.g_01125	Syag.g_02371
OG0000965	Syap.g_01126	Syag.g_02370
OG0000966	Syap.g_01141	Syag.g_02362
OG0000967	Syap.g_00633	Syag.g_02358
OG0000968	Syap.g_00998	Syag.g_02355
OG0000969	Syap.g_00996	Syag.g_02354
OG0000970	Syap.g_00995	Syag.g_02353
OG0000971	Syap.g_00993	Syag.g_02348
OG0000972	Syap.g_00992	Syag.g_02347
OG0000973	Syap.g_00991	Syag.g_02346
OG0000974	Syap.g_00990	Syag.g_02345
OG0000975	Syap.g_00989	Syag.g_02344
OG0000976	Syap.g_00988	Syag.g_02343
OG0000977	Syap.g_00986	Syag.g_02340
OG0000978	Syap.g_00985	Syag.g_02338
OG0000979	Syap.g_00980	Syag.g_02335
OG0000980	Syap.g_00977	Syag.g_02332
OG0000981	Syap.g_01812	Syag.g_02329
OG0000982	Syap.g_00132	Syag.g_02127
OG0000983	Syap.g_00134	Syag.g_02128
OG0000984	Syap.g_00135	Syag.g_02129
OG0000985	Syap.g_00140	Syag.g_02133
OG0000986	Syap.g_01044	Syag.g_02138
OG0000987	Syap.g_01033	Syag.g_02140
OG0000988	Syap.g_01027	Syag.g_02145
OG0000989	Syap.g_01011	Syag.g_02156
OG0000990	Syap.g_02087	Syag.g_02169
OG0000991	Syap.g_02091	Syag.g_02174
OG0000992	Syap.g_02095	Syag.g_02177
OG0000993	Syap.g_02097	Syag.g_02178
OG0000994	Syap.g_02101	Syag.g_02181
OG0000996	Syap.g_01817	Syag.g_02229
OG0000997	Syap.g_02590	Syag.g_02239
OG0000998	Syap.g_02591	Syag.g_02241
OG0000999	Syap.g_02592	Syag.g_02242
OG0001001	Syap.g_02605	Syag.g_02251
OG0001002	Syap.g_00124	Syag.g_02258
OG0001003	Syap.g_02310	Syag.g_02260
OG0001004	Syap.g_02311	Syag.g_02261
OG0001005	Syap.g_02312	Syag.g_02263
OG0001006	Syap.g_00053	Syag.g_02270
OG0001007	Syap.g_00055	Syag.g_02272
OG0001008	Syap.g_02060	Syag.g_00034
OG0001012	Syap.g_00371	Syag.g_02123
OG0001013	Syap.g_01325	Syag.g_02098
OG0001016	Syap.g_01695	Syag.g_01824
OG0001033	Syap.g_00105	Syag.g_02048
OG0001035	Syap.g_01594	Syag.g_02635
OG0001038	Syap.g_01362	Syag.g_02600
OG0001039	Syap.g_01359	Syag.g_02597
OG0001040	Syap.g_01356	Syag.g_02594
OG0001041	Syap.g_01352	Syag.g_02589
OG0001043	Syap.g_01676	Syag.g_02560
OG0001044	Syap.g_00571	Syag.g_02842
OG0001053	Syap.g_02253	Syag.g_01525
OG0001054	Syap.g_00274	Syag.g_01506
OG0001055	Syap.g_00252	Syag.g_01485
OG0001059	Syap.g_00306	Syag.g_00275
OG0001060	Syap.g_00299	Syag.g_00282
OG0001061	Syap.g_01309	Syag.g_00302
OG0001062	Syap.g_01314	Syag.g_00304
OG0001072	Syap.g_00441	Syag.g_00327
OG0001073	Syap.g_00122, Syap.g_00455	Syag.g_00342
OG0001078	Syap.g_00896	Syag.g_00411
OG0001080	Syap.g_02505	Syag.g_00495
OG0001085	Syap.g_01953	Syag.g_00592
OG0001094	Syap.g_00187	Syag.g_00661
OG0001095	Syap.g_02725	Syag.g_00681
OG0001096	Syap.g_02709	Syag.g_00703
OG0001102	Syap.g_01258	Syag.g_00606
OG0001103	Syap.g_01256	Syag.g_00608
OG0001104	Syap.g_00171	Syag.g_00642
OG0001105	Syap.g_00175	Syag.g_00646
OG0001107	Syap.g_02015	Syag.g_00808
OG0001108	Syap.g_00119	Syag.g_00817
OG0001122	Syap.g_02766	Syag.g_00867
OG0001123	Syap.g_01872	Syag.g_00875
OG0001133	Syap.g_01292	Syag.g_00380
OG0001136	Syap.g_00230	Syag.g_01144
OG0001137	Syap.g_00213	Syag.g_01123
OG0001140	Syap.g_02134	Syag.g_01087
OG0001152	Syap.g_02447	Syag.g_01555
OG0001154	Syap.g_00013	Syag.g_01374
OG0001155	Syap.g_00750	Syag.g_01616
OG0001160	Syap.g_01217	Syag.g_01666
OG0001162	Syap.g_02366	Syag.g_01238
OG0001163	Syap.g_00609	Syag.g_01674
OG0001164	Syap.g_00614	Syag.g_01680
OG0001165	Syap.g_00619	Syag.g_01685
OG0001168	Syap.g_01372	Syag.g_01740
OG0001171	Syap.g_01505	Syag.g_01755
OG0001172	Syap.g_00547	Syag.g_02693
OG0001177	Syap.g_01920	Syag.g_02720
OG0001178	Syap.g_01786, Syap.g_01787	Syag.g_01694
OG0001179	Syap.g_00491	Syag.g_02754
OG0001180	Syap.g_00097, Syap.g_00465	Syag.g_02780
OG0001181	Syap.g_00459	Syag.g_02784
OG0001183	Syap.g_00594	Syag.g_02798
OG0001185	Syap.g_01104	Syag.g_02399
OG0001186	Syap.g_01140	Syag.g_02364
OG0001187	Syap.g_01142	Syag.g_02361
OG0001188	Syap.g_00634	Syag.g_02359
OG0001189	Syap.g_00979	Syag.g_02334
OG0001191	Syap.g_01030	Syag.g_02142
OG0001192	Syap.g_01021	Syag.g_02149
OG0001197	Syap.g_00126	Syag.g_02256
OG0001198	Syap.g_00052	Syag.g_02269
OG0001199	Syap.g_01696	Syag.g_01825
OG0001200	Syap.g_01698	Syag.g_01827
OG0001202	Syap.g_01613	Syag.g_02032
OG0001203	Syap.g_01154	Syag.g_01783
OG0001204	Syap.g_01577	Syag.g_02673
OG0001214	Syap.g_00897	Syag.g_00412
OG0001217	Syap.g_01464	Syag.g_00151
OG0001218	Syap.g_00020	Syag.g_01364
OG0001219	Syap.g_02794	Syag.g_00767
OG0001221	Syap.g_01777	Syag.g_00628
OG0001222	Syap.g_02027	Syag.g_00797
OG0001224	Syap.g_01551	Syag.g_00969
OG0001225	Syap.g_01553	Syag.g_00971
OG0001226	Syap.g_02551	Syag.g_01835
OG0001228	Syap.g_01063	Syag.g_00709
OG0001229	Syap.g_00827	Syag.g_00997
OG0001230	Syap.g_02116	Syag.g_01430
OG0001231	Syap.g_00073	Syag.g_02289
OG0001232	Syap.g_01393	Syag.g_01724
OG0001235	Syap.g_01924	Syag.g_02715
OG0001236	Syap.g_01069	Syag.g_02432
OG0001237	Syap.g_01073	Syag.g_02426
OG0001238	Syap.g_01028	Syag.g_02144
OG0001239	Syap.g_01693, Syap.g_01692	Syag.g_01822
OG0001243	Syap.g_02219	Syag.g_01920
OG0001244	Syap.g_02192	Syag.g_01948
OG0001246	Syap.g_01165, Syap.g_00267	Syag.g_01498
OG0001248	Syap.g_00423	Syag.g_00175
OG0001249	Syap.g_00575	Syag.g_02837
OG0001250	Syap.g_01836	Syag.g_00725
OG0001251	Syap.g_01549, Syap.g_01727	Syag.g_00472
OG0001253	Syap.g_01969	Syag.g_00094
OG0001255	Syap.g_02523	Syag.g_00440
OG0001256	Syap.g_01225	Syag.g_01673
OG0001257	Syap.g_00374, Syap.g_00373, Syap.g_01821	Syag.g_00217
OG0001258	Syap.g_00617	Syag.g_01683
OG0001260	Syap.g_01497	Syag.g_01763
OG0001261	Syap.g_00482	Syag.g_02763
OG0001262	Syap.g_00981	Syag.g_02336
OG0001263	Syap.g_02216	Syag.g_01923
OG0001265	Syap.g_02231	Syag.g_01910
OG0001266	Syap.g_01618	Syag.g_02036
OG0001267	Syap.g_01360	Syag.g_02598
OG0001268	Syap.g_00563	Syag.g_02850
OG0001270	Syap.g_02056	Syag.g_00030
OG0001271	Syap.g_02759	Syag.g_01353
OG0001272	Syap.g_02250	Syag.g_01522
OG0001274	Syap.g_01897	Syag.g_02076
OG0001275	Syap.g_02694	Syag.g_00857
OG0001276	Syap.g_01873	Syag.g_00874
OG0001278	Syap.g_02438	Syag.g_01054
OG0001279	Syap.g_02663	Syag.g_00490
OG0001282	Syap.g_01701	Syag.g_01538
OG0001284	Syap.g_00047	Syag.g_01656
OG0001286	Syap.g_00467	Syag.g_02778
OG0001287	Syap.g_00418	Syag.g_02391
OG0001288	Syap.g_01123	Syag.g_02373
OG0001289	Syap.g_02365	Syag.g_01850
OG0001291	Syap.g_02207	Syag.g_01933
OG0001292	Syap.g_01583	Syag.g_02667
OG0001297	Syap.g_00255	Syag.g_01488
OG0001299	Syap.g_01959	Syag.g_00582
OG0001303	Syap.g_02795	Syag.g_00769
OG0001304	Syap.g_00536	Syag.g_00890
OG0001305	Syap.g_01562	Syag.g_00981
OG0001306	Syap.g_00245	Syag.g_01160
OG0001307	Syap.g_00403	Syag.g_00577
OG0001308	Syap.g_02751, Syap.g_02750	Syag.g_01406
OG0001311	Syap.g_01871	Syag.g_00876
OG0001312	Syap.g_01735	Syag.g_00779
OG0001315	Syap.g_00596	Syag.g_02796
OG0001318	Syap.g_01596, Syap.g_01597	Syag.g_02633
OG0001319	Syap.g_02338	Syag.g_02609
OG0001323	Syap.g_00757	Syag.g_01479
OG0001326	Syap.g_02646	Syag.g_02190, Syag.g_02195
OG0001332	Syap.g_01548	Syag.g_01611
OG0001333	Syap.g_01373	Syag.g_01739
OG0001336	Syap.g_02602	Syag.g_02249
OG0001337	Syap.g_00576	Syag.g_02835
OG0001345	Syap.g_01877, Syap.g_02776	Syag.g_01108
OG0001346	Syap.g_01484	Syag.g_01193
OG0001347	Syap.g_02536	Syag.g_02350
OG0001348	Syap.g_00938	Syag.g_00941
OG0001351	Syap.g_01996	Syag.g_00055
OG0001353	Syap.g_01849	Syag.g_00716
OG0001358	Syap.g_00942	Syag.g_00374
OG0001360	Syap.g_01881, Syap.g_02778	Syag.g_01106
OG0001361	Syap.g_01792	Syag.g_01111
OG0001364	Syap.g_01052	Syag.g_02448
OG0001365	Syap.g_00138	Syag.g_02131
OG0001366	Syap.g_01399	Syag.g_01718
OG0001368	Syap.g_01576	Syag.g_02674
OG0001373	Syap.g_02647	Syag.g_02194
OG0001374	Syap.g_01829, Syap.g_01830	Syag.g_02202
OG0001376	Syap.g_01991	Syag.g_02153
OG0001377	Syap.g_01992	Syag.g_02152
OG0001378	Syap.g_02055	Syag.g_00028
OG0001379	Syap.g_01474	Syag.g_01183
OG0001383	Syap.g_02665	Syag.g_01776
OG0001385	Syap.g_02650	Syag.g_02191
OG0001386	Syap.g_02649	Syag.g_02192
OG0001387	Syap.g_02648	Syag.g_02193
