Orthogroup	Prbm	Prbh
OG0000517	Prbm.g_00618	Prbh.g_00242
OG0000518	Prbm.g_00620	Prbh.g_00239
OG0000519	Prbm.g_00621	Prbh.g_00238
OG0000520	Prbm.g_00624	Prbh.g_00237
OG0000521	Prbm.g_00623	Prbh.g_00236
OG0000522	Prbm.g_00625	Prbh.g_00235
OG0000523	Prbm.g_00626	Prbh.g_00234
OG0000524	Prbm.g_00627	Prbh.g_00233
OG0000525	Prbm.g_00629	Prbh.g_00231
OG0000526	Prbm.g_00630	Prbh.g_00230
OG0000527	Prbm.g_00631	Prbh.g_00229
OG0000528	Prbm.g_00632	Prbh.g_00228
OG0000529	Prbm.g_00633	Prbh.g_00227
OG0000530	Prbm.g_00634	Prbh.g_00226
OG0000531	Prbm.g_00636	Prbh.g_00224
OG0000532	Prbm.g_00637	Prbh.g_00223
OG0000533	Prbm.g_00638	Prbh.g_00222
OG0000534	Prbm.g_00639	Prbh.g_00221
OG0000535	Prbm.g_00640	Prbh.g_00220
OG0000536	Prbm.g_00641	Prbh.g_00219
OG0000537	Prbm.g_00642	Prbh.g_00218
OG0000538	Prbm.g_00643	Prbh.g_00217
OG0000539	Prbm.g_00644	Prbh.g_00216
OG0000540	Prbm.g_00645	Prbh.g_00215
OG0000541	Prbm.g_00646	Prbh.g_00214
OG0000542	Prbm.g_00647	Prbh.g_00213
OG0000543	Prbm.g_00648	Prbh.g_00212
OG0000544	Prbm.g_00649	Prbh.g_01465
OG0000545	Prbm.g_00652	Prbh.g_01462
OG0000546	Prbm.g_00653	Prbh.g_01461
OG0000547	Prbm.g_00654	Prbh.g_01459
OG0000548	Prbm.g_00656	Prbh.g_01457
OG0000549	Prbm.g_00657	Prbh.g_01456
OG0000550	Prbm.g_00658	Prbh.g_01455
OG0000551	Prbm.g_00659	Prbh.g_01453
OG0000552	Prbm.g_00660	Prbh.g_01452
OG0000553	Prbm.g_00661	Prbh.g_01223
OG0000554	Prbm.g_00662	Prbh.g_01222
OG0000555	Prbm.g_00663	Prbh.g_01221
OG0000556	Prbm.g_00664	Prbh.g_01220
OG0000557	Prbm.g_00665	Prbh.g_01219
OG0000558	Prbm.g_00666	Prbh.g_01218
OG0000559	Prbm.g_00667	Prbh.g_01217
OG0000560	Prbm.g_00669	Prbh.g_01216
OG0000561	Prbm.g_00670	Prbh.g_01215
OG0000562	Prbm.g_00671	Prbh.g_01213
OG0000563	Prbm.g_00672	Prbh.g_01212
OG0000564	Prbm.g_00673	Prbh.g_01211
OG0000565	Prbm.g_00674	Prbh.g_01210
OG0000566	Prbm.g_00675	Prbh.g_01209
OG0000567	Prbm.g_00676	Prbh.g_01208
OG0000568	Prbm.g_00677	Prbh.g_01207
OG0000569	Prbm.g_00678	Prbh.g_01206
OG0000570	Prbm.g_00679	Prbh.g_01205
OG0000571	Prbm.g_00680	Prbh.g_01204
OG0000572	Prbm.g_00681	Prbh.g_01203
OG0000573	Prbm.g_00684	Prbh.g_01200
OG0000574	Prbm.g_00685	Prbh.g_01199
OG0000575	Prbm.g_00686	Prbh.g_01198
OG0000576	Prbm.g_00687	Prbh.g_01197
OG0000577	Prbm.g_00688	Prbh.g_01196
OG0000578	Prbm.g_00689	Prbh.g_01195
OG0000579	Prbm.g_00690	Prbh.g_01194
OG0000580	Prbm.g_00691	Prbh.g_01193
OG0000581	Prbm.g_00692	Prbh.g_01192
OG0000582	Prbm.g_00693	Prbh.g_01191
OG0000583	Prbm.g_00694	Prbh.g_01190
OG0000584	Prbm.g_00696	Prbh.g_01188
OG0000585	Prbm.g_00697	Prbh.g_01187
OG0000586	Prbm.g_00699	Prbh.g_01185
OG0000587	Prbm.g_00700	Prbh.g_01184
OG0000588	Prbm.g_00703	Prbh.g_00904
OG0000589	Prbm.g_00704	Prbh.g_00905
OG0000590	Prbm.g_00706	Prbh.g_00907
OG0000591	Prbm.g_00713	Prbh.g_00913
OG0000592	Prbm.g_00714	Prbh.g_00914
OG0000593	Prbm.g_00716	Prbh.g_00915
OG0000594	Prbm.g_00719	Prbh.g_00918
OG0000595	Prbm.g_00720	Prbh.g_00919
OG0000596	Prbm.g_00722	Prbh.g_00920
OG0000597	Prbm.g_00724	Prbh.g_00922
OG0000598	Prbm.g_00725	Prbh.g_00923
OG0000599	Prbm.g_00726	Prbh.g_00924
OG0000600	Prbm.g_00727	Prbh.g_00925
OG0000601	Prbm.g_00730	Prbh.g_00928
OG0000602	Prbm.g_00731	Prbh.g_00929
OG0000603	Prbm.g_00732	Prbh.g_00930
OG0000604	Prbm.g_01483	Prbh.g_00933
OG0000605	Prbm.g_00733	Prbh.g_00934
OG0000606	Prbm.g_00734	Prbh.g_00935
OG0000607	Prbm.g_00736	Prbh.g_00937
OG0000608	Prbm.g_00737	Prbh.g_00939
OG0000609	Prbm.g_02220	Prbh.g_01487
OG0000610	Prbm.g_01326	Prbh.g_00864
OG0000611	Prbm.g_00743	Prbh.g_00946
OG0000612	Prbm.g_00744	Prbh.g_00947
OG0000613	Prbm.g_00745	Prbh.g_01170
OG0000614	Prbm.g_00746	Prbh.g_01169
OG0000615	Prbm.g_00748	Prbh.g_01167
OG0000616	Prbm.g_00749	Prbh.g_01166
OG0000617	Prbm.g_00750	Prbh.g_01165
OG0000618	Prbm.g_00751	Prbh.g_01164
OG0000619	Prbm.g_00752	Prbh.g_01163
OG0000620	Prbm.g_00753	Prbh.g_01162
OG0000621	Prbm.g_00754	Prbh.g_01161
OG0000622	Prbm.g_00755	Prbh.g_01160
OG0000623	Prbm.g_00756	Prbh.g_01159
OG0000624	Prbm.g_00758	Prbh.g_01157
OG0000625	Prbm.g_00759	Prbh.g_01156
OG0000626	Prbm.g_00760	Prbh.g_01155
OG0000627	Prbm.g_00762	Prbh.g_01154
OG0000628	Prbm.g_00763	Prbh.g_01153
OG0000629	Prbm.g_00764	Prbh.g_01151
OG0000630	Prbm.g_00765	Prbh.g_01150
OG0000631	Prbm.g_00767	Prbh.g_01148
OG0000632	Prbm.g_01151	Prbh.g_01147
OG0000633	Prbm.g_00111	Prbh.g_01875
OG0000634	Prbm.g_01094	Prbh.g_01880
OG0000635	Prbm.g_00980	Prbh.g_01078
OG0000636	Prbm.g_00979	Prbh.g_01077
OG0000637	Prbm.g_00978	Prbh.g_01076
OG0000638	Prbm.g_00395	Prbh.g_00442
OG0000639	Prbm.g_00955	Prbh.g_01051
OG0000640	Prbm.g_00957	Prbh.g_01054
OG0000641	Prbm.g_00959	Prbh.g_01056
OG0000642	Prbm.g_00960	Prbh.g_01057
OG0000643	Prbm.g_00961	Prbh.g_01058
OG0000644	Prbm.g_00808	Prbh.g_01171
OG0000645	Prbm.g_00809	Prbh.g_00948
OG0000646	Prbm.g_00810	Prbh.g_00949
OG0000647	Prbm.g_00811	Prbh.g_00950
OG0000648	Prbm.g_00813	Prbh.g_00952
OG0000649	Prbm.g_00814	Prbh.g_00953
OG0000650	Prbm.g_00815	Prbh.g_00954
OG0000651	Prbm.g_00816	Prbh.g_00955
OG0000652	Prbm.g_00817	Prbh.g_00956
OG0000653	Prbm.g_00818	Prbh.g_00957
OG0000654	Prbm.g_00820	Prbh.g_00959
OG0000655	Prbm.g_00822	Prbh.g_00961
OG0000656	Prbm.g_00823	Prbh.g_00962
OG0000657	Prbm.g_00824	Prbh.g_00963
OG0000658	Prbm.g_00825	Prbh.g_00964
OG0000659	Prbm.g_00826	Prbh.g_00965
OG0000660	Prbm.g_00827	Prbh.g_00966
OG0000661	Prbm.g_00829	Prbh.g_00967
OG0000662	Prbm.g_00831	Prbh.g_00969
OG0000663	Prbm.g_00832	Prbh.g_00970
OG0000664	Prbm.g_00833	Prbh.g_00971
OG0000665	Prbm.g_00834	Prbh.g_00972
OG0000666	Prbm.g_00835	Prbh.g_00973
OG0000667	Prbm.g_00836	Prbh.g_00974
OG0000668	Prbm.g_00837	Prbh.g_00975
OG0000669	Prbm.g_00839	Prbh.g_00977
OG0000670	Prbm.g_00840	Prbh.g_00978
OG0000671	Prbm.g_00841	Prbh.g_00979
OG0000672	Prbm.g_00842	Prbh.g_00980
OG0000673	Prbm.g_00843	Prbh.g_00981
OG0000674	Prbm.g_00844	Prbh.g_00982
OG0000675	Prbm.g_00845	Prbh.g_00983
OG0000676	Prbm.g_00846	Prbh.g_00984
OG0000677	Prbm.g_00848	Prbh.g_00987
OG0000678	Prbm.g_00850	Prbh.g_00989
OG0000679	Prbm.g_00852	Prbh.g_00991
OG0000680	Prbm.g_00853	Prbh.g_00992
OG0000681	Prbm.g_00854	Prbh.g_00993
OG0000682	Prbm.g_00855	Prbh.g_00994
OG0000683	Prbm.g_00857	Prbh.g_00996
OG0000684	Prbm.g_00858	Prbh.g_00997
OG0000685	Prbm.g_00859	Prbh.g_00998
OG0000686	Prbm.g_00860	Prbh.g_00999
OG0000687	Prbm.g_00861	Prbh.g_01001
OG0000688	Prbm.g_00862	Prbh.g_01002
OG0000689	Prbm.g_00863	Prbh.g_01003
OG0000690	Prbm.g_00864	Prbh.g_01004
OG0000691	Prbm.g_00865	Prbh.g_01005
OG0000692	Prbm.g_00867	Prbh.g_01009
OG0000693	Prbm.g_00868	Prbh.g_01010
OG0000694	Prbm.g_00869	Prbh.g_01011
OG0000695	Prbm.g_00870	Prbh.g_01012
OG0000696	Prbm.g_00871	Prbh.g_01013
OG0000697	Prbm.g_00873	Prbh.g_01015
OG0000698	Prbm.g_00877	Prbh.g_01019
OG0000699	Prbm.g_00878	Prbh.g_01020
OG0000700	Prbm.g_00911	Prbh.g_00857
OG0000701	Prbm.g_00914	Prbh.g_00861
OG0000702	Prbm.g_00919	Prbh.g_00868
OG0000703	Prbm.g_00921	Prbh.g_00870
OG0000704	Prbm.g_00922	Prbh.g_00871
OG0000705	Prbm.g_00923	Prbh.g_00872
OG0000706	Prbm.g_00924	Prbh.g_00873
OG0000707	Prbm.g_00926	Prbh.g_00875
OG0000708	Prbm.g_00927	Prbh.g_00876
OG0000709	Prbm.g_00929	Prbh.g_00878
OG0000710	Prbm.g_00930	Prbh.g_00879
OG0000711	Prbm.g_00931	Prbh.g_00880
OG0000712	Prbm.g_00932	Prbh.g_00881
OG0000713	Prbm.g_00933	Prbh.g_00882
OG0000714	Prbm.g_00935	Prbh.g_00884
OG0000715	Prbm.g_00936	Prbh.g_00885
OG0000716	Prbm.g_00939	Prbh.g_00887
OG0000717	Prbm.g_00940	Prbh.g_00888
OG0000718	Prbm.g_00941	Prbh.g_00889
OG0000719	Prbm.g_00943	Prbh.g_00891
OG0000720	Prbm.g_00944	Prbh.g_00892
OG0000721	Prbm.g_00946	Prbh.g_00895
OG0000722	Prbm.g_00947	Prbh.g_00896
OG0000723	Prbm.g_00948	Prbh.g_00897
OG0000724	Prbm.g_00793	Prbh.g_00898
OG0000725	Prbm.g_00794	Prbh.g_00899
OG0000726	Prbm.g_00795	Prbh.g_00900
OG0000727	Prbm.g_00796	Prbh.g_00901
OG0000728	Prbm.g_00797	Prbh.g_00902
OG0000729	Prbm.g_00798	Prbh.g_00903
OG0000730	Prbm.g_00799	Prbh.g_01181
OG0000731	Prbm.g_00800	Prbh.g_01179
OG0000732	Prbm.g_00801	Prbh.g_01178
OG0000733	Prbm.g_00802	Prbh.g_01177
OG0000734	Prbm.g_00803	Prbh.g_01176
OG0000735	Prbm.g_00805	Prbh.g_01174
OG0000736	Prbm.g_00806	Prbh.g_01173
OG0000737	Prbm.g_00807	Prbh.g_01172
OG0000738	Prbm.g_00962	Prbh.g_01059
OG0000739	Prbm.g_00963	Prbh.g_01060
OG0000740	Prbm.g_00964	Prbh.g_01061
OG0000741	Prbm.g_00965	Prbh.g_01062
OG0000742	Prbm.g_00967	Prbh.g_01064
OG0000743	Prbm.g_00968	Prbh.g_01065
OG0000744	Prbm.g_00969	Prbh.g_01066
OG0000745	Prbm.g_00970	Prbh.g_01067
OG0000746	Prbm.g_00971	Prbh.g_01068
OG0000747	Prbm.g_00972	Prbh.g_01069
OG0000748	Prbm.g_00973	Prbh.g_01070
OG0000749	Prbm.g_00974	Prbh.g_01071
OG0000750	Prbm.g_00975	Prbh.g_01073
OG0000751	Prbm.g_00976	Prbh.g_01074
OG0000752	Prbm.g_00889	Prbh.g_01131
OG0000753	Prbm.g_00981	Prbh.g_01079
OG0000754	Prbm.g_00982	Prbh.g_01080
OG0000755	Prbm.g_00983	Prbh.g_01081
OG0000756	Prbm.g_00985	Prbh.g_01083
OG0000757	Prbm.g_00986	Prbh.g_01084
OG0000758	Prbm.g_00987	Prbh.g_01085
OG0000759	Prbm.g_00989	Prbh.g_01087
OG0000760	Prbm.g_00990	Prbh.g_01088
OG0000761	Prbm.g_00991	Prbh.g_01089
OG0000762	Prbm.g_00993	Prbh.g_01091
OG0000763	Prbm.g_00994	Prbh.g_01092
OG0000764	Prbm.g_00995	Prbh.g_01093
OG0000765	Prbm.g_00996	Prbh.g_01094
OG0000766	Prbm.g_00997	Prbh.g_01095
OG0000767	Prbm.g_00999	Prbh.g_01097
OG0000768	Prbm.g_01000	Prbh.g_01098
OG0000769	Prbm.g_01001	Prbh.g_01099
OG0000770	Prbm.g_01002	Prbh.g_01100
OG0000771	Prbm.g_01003	Prbh.g_01101
OG0000772	Prbm.g_00102	Prbh.g_01342
OG0000773	Prbm.g_01004	Prbh.g_01102
OG0000774	Prbm.g_01005	Prbh.g_01103
OG0000775	Prbm.g_01006	Prbh.g_01104
OG0000776	Prbm.g_01007	Prbh.g_01106
OG0000777	Prbm.g_01009	Prbh.g_01107
OG0000778	Prbm.g_01010	Prbh.g_01108
OG0000779	Prbm.g_01011	Prbh.g_01109
OG0000780	Prbm.g_01013	Prbh.g_01111
OG0000781	Prbm.g_01014	Prbh.g_01113
OG0000782	Prbm.g_01015	Prbh.g_01114
OG0000783	Prbm.g_01031	Prbh.g_01116
OG0000784	Prbm.g_01032	Prbh.g_01118
OG0000785	Prbm.g_01033	Prbh.g_01119
OG0000786	Prbm.g_01034	Prbh.g_01120
OG0000787	Prbm.g_01035	Prbh.g_01121
OG0000788	Prbm.g_01039	Prbh.g_01126
OG0000789	Prbm.g_01042	Prbh.g_01129
OG0000790	Prbm.g_00888	Prbh.g_01130
OG0000791	Prbm.g_01043	Prbh.g_01133
OG0000792	Prbm.g_01044	Prbh.g_01134
OG0000793	Prbm.g_01045	Prbh.g_01135
OG0000794	Prbm.g_01048	Prbh.g_01138
OG0000795	Prbm.g_01052	Prbh.g_01042
OG0000796	Prbm.g_01053	Prbh.g_01041
OG0000797	Prbm.g_01056	Prbh.g_01039
OG0000798	Prbm.g_01057	Prbh.g_01038
OG0000799	Prbm.g_01058	Prbh.g_01037
OG0000800	Prbm.g_01059	Prbh.g_01036
OG0000801	Prbm.g_01062	Prbh.g_01033
OG0000802	Prbm.g_01063	Prbh.g_01032
OG0000803	Prbm.g_00887	Prbh.g_01030
OG0000804	Prbm.g_00886	Prbh.g_01029
OG0000805	Prbm.g_00885	Prbh.g_01028
OG0000806	Prbm.g_00883	Prbh.g_01026
OG0000807	Prbm.g_00894	Prbh.g_00411
OG0000808	Prbm.g_01103	Prbh.g_00827
OG0000809	Prbm.g_01085	Prbh.g_01331
OG0000810	Prbm.g_01806	Prbh.g_01442
OG0000811	Prbm.g_02104	Prbh.g_01351
OG0000812	Prbm.g_00398	Prbh.g_01325
OG0000813	Prbm.g_00406	Prbh.g_00432
OG0000814	Prbm.g_01803	Prbh.g_01344
OG0000815	Prbm.g_01079	Prbh.g_00008
OG0000816	Prbm.g_01911	Prbh.g_01867
OG0000817	Prbm.g_01912	Prbh.g_01866
OG0000818	Prbm.g_01123	Prbh.g_00834
OG0000819	Prbm.g_01571	Prbh.g_01305
OG0000820	Prbm.g_01565	Prbh.g_01299
OG0000821	Prbm.g_01563	Prbh.g_01297
OG0000822	Prbm.g_01562	Prbh.g_01296
OG0000823	Prbm.g_01561	Prbh.g_01295
OG0000824	Prbm.g_01560	Prbh.g_01294
OG0000825	Prbm.g_01559	Prbh.g_01293
OG0000826	Prbm.g_01558	Prbh.g_01292
OG0000827	Prbm.g_01557	Prbh.g_01291
OG0000828	Prbm.g_01556	Prbh.g_01290
OG0000829	Prbm.g_01555	Prbh.g_01289
OG0000830	Prbm.g_01553	Prbh.g_01287
OG0000831	Prbm.g_01550	Prbh.g_01284
OG0000832	Prbm.g_01548	Prbh.g_01282
OG0000833	Prbm.g_01547	Prbh.g_01280
OG0000834	Prbm.g_01545	Prbh.g_01279
OG0000835	Prbm.g_01544	Prbh.g_01278
OG0000836	Prbm.g_01543	Prbh.g_01277
OG0000837	Prbm.g_01540	Prbh.g_01274
OG0000838	Prbm.g_01539	Prbh.g_01273
OG0000839	Prbm.g_01538	Prbh.g_01272
OG0000840	Prbm.g_01537	Prbh.g_01271
OG0000841	Prbm.g_01536	Prbh.g_01270
OG0000842	Prbm.g_01534	Prbh.g_01268
OG0000843	Prbm.g_01533	Prbh.g_01267
OG0000844	Prbm.g_01532	Prbh.g_01266
OG0000845	Prbm.g_01531	Prbh.g_01265
OG0000846	Prbm.g_01529	Prbh.g_01262
OG0000847	Prbm.g_01527	Prbh.g_01261
OG0000848	Prbm.g_01525	Prbh.g_01260
OG0000849	Prbm.g_01524	Prbh.g_01257
OG0000850	Prbm.g_01523	Prbh.g_01256
OG0000851	Prbm.g_01520	Prbh.g_01254
OG0000852	Prbm.g_01518	Prbh.g_01252
OG0000853	Prbm.g_01516	Prbh.g_01250
OG0000854	Prbm.g_01514	Prbh.g_01248
OG0000855	Prbm.g_01513	Prbh.g_01247
OG0000856	Prbm.g_01512	Prbh.g_01246
OG0000857	Prbm.g_01511	Prbh.g_01245
OG0000858	Prbm.g_01510	Prbh.g_01244
OG0000859	Prbm.g_01509	Prbh.g_01243
OG0000860	Prbm.g_01508	Prbh.g_01242
OG0000861	Prbm.g_01507	Prbh.g_01241
OG0000862	Prbm.g_01506	Prbh.g_01240
OG0000863	Prbm.g_01505	Prbh.g_01239
OG0000864	Prbm.g_01504	Prbh.g_01238
OG0000865	Prbm.g_01503	Prbh.g_01237
OG0000866	Prbm.g_01502	Prbh.g_01236
OG0000867	Prbm.g_01501	Prbh.g_01235
OG0000868	Prbm.g_01500	Prbh.g_01234
OG0000869	Prbm.g_01498	Prbh.g_01232
OG0000870	Prbm.g_01497	Prbh.g_01231
OG0000871	Prbm.g_01496	Prbh.g_01230
OG0000872	Prbm.g_01495	Prbh.g_01229
OG0000873	Prbm.g_01494	Prbh.g_01227
OG0000874	Prbm.g_01493	Prbh.g_01226
OG0000875	Prbm.g_01492	Prbh.g_01225
OG0000876	Prbm.g_01491	Prbh.g_01224
OG0000877	Prbm.g_01490	Prbh.g_01451
OG0000878	Prbm.g_01356	Prbh.g_01845
OG0000879	Prbm.g_01600	Prbh.g_01362
OG0000880	Prbm.g_01601	Prbh.g_01363
OG0000881	Prbm.g_01602	Prbh.g_01364
OG0000882	Prbm.g_01603	Prbh.g_01365
OG0000883	Prbm.g_01605	Prbh.g_01366
OG0000884	Prbm.g_01606	Prbh.g_01368
OG0000885	Prbm.g_01607	Prbh.g_01369
OG0000886	Prbm.g_01608	Prbh.g_01370
OG0000887	Prbm.g_01609	Prbh.g_01371
OG0000888	Prbm.g_01610	Prbh.g_01372
OG0000889	Prbm.g_01613	Prbh.g_01375
OG0000890	Prbm.g_01614	Prbh.g_01376
OG0000891	Prbm.g_01615	Prbh.g_01377
OG0000892	Prbm.g_01616	Prbh.g_01379
OG0000893	Prbm.g_01617	Prbh.g_01380
OG0000894	Prbm.g_01618	Prbh.g_01381
OG0000895	Prbm.g_01619	Prbh.g_01382
OG0000896	Prbm.g_01620	Prbh.g_01383
OG0000897	Prbm.g_01621	Prbh.g_01384
OG0000898	Prbm.g_01624	Prbh.g_01387
OG0000899	Prbm.g_01625	Prbh.g_01388
OG0000900	Prbm.g_01630	Prbh.g_01935
OG0000901	Prbm.g_01634	Prbh.g_00002
OG0000902	Prbm.g_00777	Prbh.g_00206
OG0000903	Prbm.g_01573	Prbh.g_01341
OG0000904	Prbm.g_01051	Prbh.g_00196
OG0000905	Prbm.g_01812	Prbh.g_01326
OG0000906	Prbm.g_01658	Prbh.g_01308
OG0000907	Prbm.g_00875	Prbh.g_01017
OG0000908	Prbm.g_01176	Prbh.g_01872
OG0000909	Prbm.g_01662	Prbh.g_00011
OG0000910	Prbm.g_01663	Prbh.g_00012
OG0000911	Prbm.g_01664	Prbh.g_00013
OG0000912	Prbm.g_01665	Prbh.g_00014
OG0000913	Prbm.g_01666	Prbh.g_00015
OG0000914	Prbm.g_01667	Prbh.g_00016
OG0000915	Prbm.g_01668	Prbh.g_00017
OG0000916	Prbm.g_01669	Prbh.g_00019
OG0000917	Prbm.g_01670	Prbh.g_00020
OG0000918	Prbm.g_01671	Prbh.g_00021
OG0000919	Prbm.g_01672	Prbh.g_00022
OG0000920	Prbm.g_01673	Prbh.g_00023
OG0000921	Prbm.g_01674	Prbh.g_00024
OG0000922	Prbm.g_01675	Prbh.g_00025
OG0000923	Prbm.g_01676	Prbh.g_00026
OG0000924	Prbm.g_01677	Prbh.g_00027
OG0000925	Prbm.g_01678	Prbh.g_00028
OG0000926	Prbm.g_02077	Prbh.g_01599
OG0000927	Prbm.g_01691	Prbh.g_00079
OG0000928	Prbm.g_01692	Prbh.g_00080
OG0000929	Prbm.g_01693	Prbh.g_00081
OG0000930	Prbm.g_01694	Prbh.g_00082
OG0000931	Prbm.g_01695	Prbh.g_00083
OG0000932	Prbm.g_01697	Prbh.g_00085
OG0000933	Prbm.g_01698	Prbh.g_00086
OG0000934	Prbm.g_01699	Prbh.g_00087
OG0000935	Prbm.g_01700	Prbh.g_00088
OG0000936	Prbm.g_01701	Prbh.g_00089
OG0000937	Prbm.g_01702	Prbh.g_00090
OG0000938	Prbm.g_01703	Prbh.g_00091
OG0000939	Prbm.g_01704	Prbh.g_00092
OG0000940	Prbm.g_01706	Prbh.g_00093
OG0000941	Prbm.g_01708	Prbh.g_00094
OG0000942	Prbm.g_01709	Prbh.g_00095
OG0000943	Prbm.g_01712	Prbh.g_00101
OG0000944	Prbm.g_01713	Prbh.g_00102
OG0000945	Prbm.g_01714	Prbh.g_00103
OG0000946	Prbm.g_01715	Prbh.g_00104
OG0000947	Prbm.g_01716	Prbh.g_00105
OG0000948	Prbm.g_01717	Prbh.g_00106
OG0000949	Prbm.g_01718	Prbh.g_00107
OG0000950	Prbm.g_01719	Prbh.g_00108
OG0000951	Prbm.g_01720	Prbh.g_00109
OG0000952	Prbm.g_01721	Prbh.g_00110
OG0000953	Prbm.g_01722	Prbh.g_00111
OG0000954	Prbm.g_01723	Prbh.g_00112
OG0000955	Prbm.g_01724	Prbh.g_00113
OG0000956	Prbm.g_01725	Prbh.g_00114
OG0000957	Prbm.g_00487	Prbh.g_00115
OG0000958	Prbm.g_01726	Prbh.g_00116
OG0000959	Prbm.g_01727	Prbh.g_00117
OG0000960	Prbm.g_01728	Prbh.g_00118
OG0000961	Prbm.g_01731	Prbh.g_00122
OG0000962	Prbm.g_01732	Prbh.g_00123
OG0000963	Prbm.g_01733	Prbh.g_00124
OG0000964	Prbm.g_01735	Prbh.g_00126
OG0000965	Prbm.g_01736	Prbh.g_00127
OG0000966	Prbm.g_01737	Prbh.g_00128
OG0000967	Prbm.g_01738	Prbh.g_00129
OG0000968	Prbm.g_01739	Prbh.g_00130
OG0000969	Prbm.g_01740	Prbh.g_00131
OG0000970	Prbm.g_01741	Prbh.g_00132
OG0000971	Prbm.g_01742	Prbh.g_00133
OG0000972	Prbm.g_01743	Prbh.g_00134
OG0000973	Prbm.g_01744	Prbh.g_00135
OG0000974	Prbm.g_01746	Prbh.g_00137
OG0000975	Prbm.g_01752	Prbh.g_00144
OG0000976	Prbm.g_01755	Prbh.g_00146
OG0000977	Prbm.g_01756	Prbh.g_00147
OG0000978	Prbm.g_01757	Prbh.g_00149
OG0000979	Prbm.g_01759	Prbh.g_00151
OG0000980	Prbm.g_01760	Prbh.g_00152
OG0000981	Prbm.g_01761	Prbh.g_00153
OG0000982	Prbm.g_01762	Prbh.g_00154
OG0000983	Prbm.g_01764	Prbh.g_00156
OG0000984	Prbm.g_01765	Prbh.g_00157
OG0000985	Prbm.g_01766	Prbh.g_00158
OG0000986	Prbm.g_01768	Prbh.g_00159
OG0000987	Prbm.g_01769	Prbh.g_00160
OG0000988	Prbm.g_01770	Prbh.g_00162
OG0000989	Prbm.g_01771	Prbh.g_00163
OG0000990	Prbm.g_01772	Prbh.g_00164
OG0000991	Prbm.g_01773	Prbh.g_00165
OG0000992	Prbm.g_01774	Prbh.g_00166
OG0000993	Prbm.g_01775	Prbh.g_00167
OG0000994	Prbm.g_01776	Prbh.g_00168
OG0000995	Prbm.g_01777	Prbh.g_00169
OG0000996	Prbm.g_01778	Prbh.g_00170
OG0000997	Prbm.g_01779	Prbh.g_00171
OG0000998	Prbm.g_01780	Prbh.g_00172
OG0000999	Prbm.g_01781	Prbh.g_00173
OG0001000	Prbm.g_01782	Prbh.g_00174
OG0001001	Prbm.g_01784	Prbh.g_00176
OG0001002	Prbm.g_01785	Prbh.g_00177
OG0001003	Prbm.g_01786	Prbh.g_00178
OG0001004	Prbm.g_01787	Prbh.g_00179
OG0001005	Prbm.g_01789	Prbh.g_00181
OG0001006	Prbm.g_01790	Prbh.g_00182
OG0001007	Prbm.g_01791	Prbh.g_00183
OG0001008	Prbm.g_01793	Prbh.g_00185
OG0001009	Prbm.g_01794	Prbh.g_00186
OG0001010	Prbm.g_01586	Prbh.g_01837
OG0001011	Prbm.g_01685	Prbh.g_01454
OG0001012	Prbm.g_00830	Prbh.g_00968
OG0001013	Prbm.g_01835	Prbh.g_01789
OG0001014	Prbm.g_01836	Prbh.g_01788
OG0001015	Prbm.g_01842	Prbh.g_01781
OG0001016	Prbm.g_01843	Prbh.g_01780
OG0001017	Prbm.g_01844	Prbh.g_01779
OG0001018	Prbm.g_01845	Prbh.g_01778
OG0001019	Prbm.g_01846	Prbh.g_01776
OG0001020	Prbm.g_01847	Prbh.g_01775
OG0001021	Prbm.g_01848	Prbh.g_01774
OG0001022	Prbm.g_01849	Prbh.g_01773
OG0001023	Prbm.g_01850	Prbh.g_01772
OG0001024	Prbm.g_01851	Prbh.g_01770
OG0001025	Prbm.g_01852	Prbh.g_01769
OG0001026	Prbm.g_01853	Prbh.g_01768
OG0001027	Prbm.g_01854	Prbh.g_01767
OG0001028	Prbm.g_01855	Prbh.g_01766
OG0001029	Prbm.g_01856	Prbh.g_01765
OG0001030	Prbm.g_01857	Prbh.g_01764
OG0001031	Prbm.g_01858	Prbh.g_01763
OG0001032	Prbm.g_01859	Prbh.g_01762
OG0001033	Prbm.g_01860	Prbh.g_01761
OG0001034	Prbm.g_01861	Prbh.g_01760
OG0001035	Prbm.g_01863	Prbh.g_01758
OG0001036	Prbm.g_01864	Prbh.g_01757
OG0001037	Prbm.g_01865	Prbh.g_01756
OG0001038	Prbm.g_01866	Prbh.g_01755
OG0001039	Prbm.g_01867	Prbh.g_01754
OG0001040	Prbm.g_01869	Prbh.g_01752
OG0001041	Prbm.g_01870	Prbh.g_01751
OG0001042	Prbm.g_01871	Prbh.g_01750
OG0001043	Prbm.g_01872	Prbh.g_01749
OG0001044	Prbm.g_01873	Prbh.g_01748
OG0001045	Prbm.g_01874	Prbh.g_01747
OG0001046	Prbm.g_01875	Prbh.g_01746
OG0001047	Prbm.g_01877	Prbh.g_01743
OG0001048	Prbm.g_01879	Prbh.g_01741
OG0001049	Prbm.g_01880	Prbh.g_01740
OG0001050	Prbm.g_01881	Prbh.g_01739
OG0001051	Prbm.g_01882	Prbh.g_01738
OG0001052	Prbm.g_01883	Prbh.g_01737
OG0001053	Prbm.g_01885	Prbh.g_01735
