Orthogroup	Prbm	Prbf
OG0000523	Prbm.g_00626	Prbf.g_01878
OG0000524	Prbm.g_00627	Prbf.g_01879
OG0000525	Prbm.g_00629	Prbf.g_01881
OG0000526	Prbm.g_00630	Prbf.g_01882
OG0000527	Prbm.g_00631	Prbf.g_01883
OG0000528	Prbm.g_00632	Prbf.g_01884
OG0000529	Prbm.g_00633	Prbf.g_01885
OG0000530	Prbm.g_00634	Prbf.g_01886
OG0000531	Prbm.g_00636	Prbf.g_01888
OG0000532	Prbm.g_00637	Prbf.g_01889
OG0000533	Prbm.g_00638	Prbf.g_01890
OG0000534	Prbm.g_00639	Prbf.g_01891
OG0000535	Prbm.g_00640	Prbf.g_01892
OG0000536	Prbm.g_00641	Prbf.g_01893
OG0000537	Prbm.g_00642	Prbf.g_01894
OG0000538	Prbm.g_00643	Prbf.g_01895
OG0000539	Prbm.g_00644	Prbf.g_01896
OG0000540	Prbm.g_00645	Prbf.g_01897
OG0000541	Prbm.g_00646	Prbf.g_01898
OG0000542	Prbm.g_00647	Prbf.g_01899
OG0000543	Prbm.g_00648	Prbf.g_01900
OG0000544	Prbm.g_00649	Prbf.g_01901
OG0000545	Prbm.g_00652	Prbf.g_01903
OG0000546	Prbm.g_00653	Prbf.g_01904
OG0000547	Prbm.g_00654	Prbf.g_01906
OG0000548	Prbm.g_00656	Prbf.g_01908
OG0000549	Prbm.g_00657	Prbf.g_01909
OG0000550	Prbm.g_00658	Prbf.g_01910
OG0000551	Prbm.g_00659	Prbf.g_01912
OG0000552	Prbm.g_00660	Prbf.g_01913
OG0000553	Prbm.g_00661	Prbf.g_00977
OG0000554	Prbm.g_00662	Prbf.g_00978
OG0000555	Prbm.g_00663	Prbf.g_00979
OG0000556	Prbm.g_00664	Prbf.g_00980
OG0000557	Prbm.g_00665	Prbf.g_00981
OG0000558	Prbm.g_00666	Prbf.g_00982
OG0000559	Prbm.g_00667	Prbf.g_00983
OG0000560	Prbm.g_00669	Prbf.g_00985
OG0000561	Prbm.g_00670	Prbf.g_00986
OG0000562	Prbm.g_00671	Prbf.g_00988
OG0000563	Prbm.g_00672	Prbf.g_00989
OG0000564	Prbm.g_00673	Prbf.g_00990
OG0000565	Prbm.g_00674	Prbf.g_00991
OG0000566	Prbm.g_00675	Prbf.g_00992
OG0000567	Prbm.g_00676	Prbf.g_00993
OG0000568	Prbm.g_00677	Prbf.g_00994
OG0000569	Prbm.g_00678	Prbf.g_00995
OG0000570	Prbm.g_00679	Prbf.g_00996
OG0000571	Prbm.g_00680	Prbf.g_00997
OG0000572	Prbm.g_00681	Prbf.g_00998
OG0000573	Prbm.g_00684	Prbf.g_01001
OG0000574	Prbm.g_00685	Prbf.g_01002
OG0000575	Prbm.g_00686	Prbf.g_01003
OG0000576	Prbm.g_00687	Prbf.g_01004
OG0000577	Prbm.g_00688	Prbf.g_01005
OG0000578	Prbm.g_00689	Prbf.g_01006
OG0000579	Prbm.g_00690	Prbf.g_01007
OG0000580	Prbm.g_00691	Prbf.g_01008
OG0000581	Prbm.g_00692	Prbf.g_01009
OG0000582	Prbm.g_00693	Prbf.g_01010
OG0000583	Prbm.g_00694	Prbf.g_01011
OG0000584	Prbm.g_00696	Prbf.g_01013
OG0000585	Prbm.g_00697	Prbf.g_01014
OG0000586	Prbm.g_00699	Prbf.g_01016
OG0000587	Prbm.g_00700	Prbf.g_01017
OG0000588	Prbm.g_00703	Prbf.g_01293
OG0000589	Prbm.g_00704	Prbf.g_01292
OG0000590	Prbm.g_00706	Prbf.g_01290
OG0000591	Prbm.g_00713	Prbf.g_01284
OG0000592	Prbm.g_00714	Prbf.g_01283
OG0000593	Prbm.g_00716	Prbf.g_01282
OG0000594	Prbm.g_00719	Prbf.g_01279
OG0000595	Prbm.g_00720	Prbf.g_01278
OG0000596	Prbm.g_00722	Prbf.g_01277
OG0000597	Prbm.g_00724	Prbf.g_01275
OG0000598	Prbm.g_00725	Prbf.g_01274
OG0000599	Prbm.g_00726	Prbf.g_01273
OG0000600	Prbm.g_00727	Prbf.g_01272
OG0000601	Prbm.g_00730	Prbf.g_01269
OG0000602	Prbm.g_00731	Prbf.g_01268
OG0000603	Prbm.g_00732	Prbf.g_01267
OG0000604	Prbm.g_01483	Prbf.g_01264
OG0000605	Prbm.g_00733	Prbf.g_01263
OG0000606	Prbm.g_00734	Prbf.g_01262
OG0000607	Prbm.g_00736	Prbf.g_01260
OG0000608	Prbm.g_00737	Prbf.g_01258
OG0000609	Prbm.g_02220	Prbf.g_00404
OG0000610	Prbm.g_01326	Prbf.g_01334
OG0000611	Prbm.g_00743	Prbf.g_01252
OG0000612	Prbm.g_00744	Prbf.g_01251
OG0000613	Prbm.g_00745	Prbf.g_01030
OG0000614	Prbm.g_00746	Prbf.g_01031
OG0000615	Prbm.g_00748	Prbf.g_01033
OG0000616	Prbm.g_00749	Prbf.g_01034
OG0000617	Prbm.g_00750	Prbf.g_01035
OG0000618	Prbm.g_00751	Prbf.g_01036
OG0000619	Prbm.g_00752	Prbf.g_01037
OG0000620	Prbm.g_00753	Prbf.g_01038
OG0000621	Prbm.g_00754	Prbf.g_01039
OG0000622	Prbm.g_00755	Prbf.g_01040
OG0000623	Prbm.g_00756	Prbf.g_01041
OG0000624	Prbm.g_00758	Prbf.g_01043
OG0000625	Prbm.g_00759	Prbf.g_01044
OG0000626	Prbm.g_00760	Prbf.g_01045
OG0000627	Prbm.g_00762	Prbf.g_01046
OG0000628	Prbm.g_00763	Prbf.g_01047
OG0000629	Prbm.g_00764	Prbf.g_01048
OG0000630	Prbm.g_00765	Prbf.g_01049
OG0000631	Prbm.g_00767	Prbf.g_01051
OG0000632	Prbm.g_01151	Prbf.g_01052
OG0000633	Prbm.g_00111	Prbf.g_00280
OG0000634	Prbm.g_01094	Prbf.g_00042
OG0000635	Prbm.g_00980	Prbf.g_01929
OG0000636	Prbm.g_00979	Prbf.g_01928
OG0000637	Prbm.g_00978	Prbf.g_01927
OG0000638	Prbm.g_00395	Prbf.g_01675
OG0000639	Prbm.g_00955	Prbf.g_01150
OG0000640	Prbm.g_00957	Prbf.g_01146
OG0000641	Prbm.g_00959	Prbf.g_01144
OG0000642	Prbm.g_00960	Prbf.g_01143
OG0000643	Prbm.g_00961	Prbf.g_01142
OG0000644	Prbm.g_00808	Prbf.g_01029
OG0000645	Prbm.g_00809	Prbf.g_01250
OG0000646	Prbm.g_00810	Prbf.g_01249
OG0000647	Prbm.g_00811	Prbf.g_01248
OG0000648	Prbm.g_00813	Prbf.g_01246
OG0000649	Prbm.g_00814	Prbf.g_01245
OG0000650	Prbm.g_00815	Prbf.g_01244
OG0000651	Prbm.g_00816	Prbf.g_01243
OG0000652	Prbm.g_00817	Prbf.g_01242
OG0000653	Prbm.g_00818	Prbf.g_01241
OG0000654	Prbm.g_00820	Prbf.g_01239
OG0000655	Prbm.g_00822	Prbf.g_01237
OG0000656	Prbm.g_00823	Prbf.g_01236
OG0000657	Prbm.g_00824	Prbf.g_01235
OG0000658	Prbm.g_00825	Prbf.g_01234
OG0000659	Prbm.g_00826	Prbf.g_01233
OG0000660	Prbm.g_00827	Prbf.g_01232
OG0000661	Prbm.g_00829	Prbf.g_01231
OG0000662	Prbm.g_00831	Prbf.g_01229
OG0000663	Prbm.g_00832	Prbf.g_01228
OG0000664	Prbm.g_00833	Prbf.g_01227
OG0000665	Prbm.g_00834	Prbf.g_01226
OG0000666	Prbm.g_00835	Prbf.g_01225
OG0000667	Prbm.g_00836	Prbf.g_01224
OG0000668	Prbm.g_00837	Prbf.g_01223
OG0000669	Prbm.g_00839	Prbf.g_01221
OG0000670	Prbm.g_00840	Prbf.g_01220
OG0000671	Prbm.g_00841	Prbf.g_01219
OG0000672	Prbm.g_00842	Prbf.g_01218
OG0000673	Prbm.g_00843	Prbf.g_01217
OG0000674	Prbm.g_00844	Prbf.g_01216
OG0000675	Prbm.g_00845	Prbf.g_01214
OG0000676	Prbm.g_00846	Prbf.g_01213
OG0000677	Prbm.g_00848	Prbf.g_01210
OG0000678	Prbm.g_00850	Prbf.g_01208
OG0000679	Prbm.g_00852	Prbf.g_01206
OG0000680	Prbm.g_00853	Prbf.g_01205
OG0000681	Prbm.g_00854	Prbf.g_01204
OG0000682	Prbm.g_00855	Prbf.g_01203
OG0000683	Prbm.g_00857	Prbf.g_01201
OG0000684	Prbm.g_00858	Prbf.g_01200
OG0000685	Prbm.g_00859	Prbf.g_01199
OG0000686	Prbm.g_00860	Prbf.g_01198
OG0000687	Prbm.g_00861	Prbf.g_01197
OG0000688	Prbm.g_00862	Prbf.g_01196
OG0000689	Prbm.g_00863	Prbf.g_01195
OG0000690	Prbm.g_00864	Prbf.g_01194
OG0000691	Prbm.g_00865	Prbf.g_01193
OG0000692	Prbm.g_00867	Prbf.g_01189
OG0000693	Prbm.g_00868	Prbf.g_01188
OG0000694	Prbm.g_00869	Prbf.g_01187
OG0000695	Prbm.g_00870	Prbf.g_01186
OG0000696	Prbm.g_00871	Prbf.g_01185
OG0000697	Prbm.g_00873	Prbf.g_01183
OG0000698	Prbm.g_00877	Prbf.g_01179
OG0000699	Prbm.g_00878	Prbf.g_01178
OG0000700	Prbm.g_00911	Prbf.g_00838
OG0000701	Prbm.g_00914	Prbf.g_00833
OG0000702	Prbm.g_00919	Prbf.g_01331
OG0000703	Prbm.g_00921	Prbf.g_01329
OG0000704	Prbm.g_00922	Prbf.g_01328
OG0000705	Prbm.g_00923	Prbf.g_01326
OG0000706	Prbm.g_00924	Prbf.g_01325
OG0000707	Prbm.g_00926	Prbf.g_01323
OG0000708	Prbm.g_00927	Prbf.g_01322
OG0000709	Prbm.g_00929	Prbf.g_01320
OG0000710	Prbm.g_00930	Prbf.g_01319
OG0000711	Prbm.g_00931	Prbf.g_01318
OG0000712	Prbm.g_00932	Prbf.g_01317
OG0000713	Prbm.g_00933	Prbf.g_01316
OG0000714	Prbm.g_00935	Prbf.g_01314
OG0000715	Prbm.g_00936	Prbf.g_01313
OG0000716	Prbm.g_00939	Prbf.g_01311
OG0000717	Prbm.g_00940	Prbf.g_01310
OG0000718	Prbm.g_00941	Prbf.g_01309
OG0000719	Prbm.g_00943	Prbf.g_01307
OG0000720	Prbm.g_00944	Prbf.g_01306
OG0000721	Prbm.g_00946	Prbf.g_01303
OG0000722	Prbm.g_00947	Prbf.g_01302
OG0000723	Prbm.g_00948	Prbf.g_01301
OG0000724	Prbm.g_00793	Prbf.g_01299
OG0000725	Prbm.g_00794	Prbf.g_01298
OG0000726	Prbm.g_00795	Prbf.g_01297
OG0000727	Prbm.g_00796	Prbf.g_01296
OG0000728	Prbm.g_00797	Prbf.g_01295
OG0000729	Prbm.g_00798	Prbf.g_01294
OG0000730	Prbm.g_00799	Prbf.g_01019
OG0000731	Prbm.g_00800	Prbf.g_01021
OG0000732	Prbm.g_00801	Prbf.g_01022
OG0000733	Prbm.g_00802	Prbf.g_01023
OG0000734	Prbm.g_00803	Prbf.g_01024
OG0000735	Prbm.g_00805	Prbf.g_01026
OG0000736	Prbm.g_00806	Prbf.g_01027
OG0000737	Prbm.g_00807	Prbf.g_01028
OG0000738	Prbm.g_00962	Prbf.g_01141
OG0000739	Prbm.g_00963	Prbf.g_01140
OG0000740	Prbm.g_00964	Prbf.g_01139
OG0000741	Prbm.g_00965	Prbf.g_01138
OG0000742	Prbm.g_00967	Prbf.g_01136
OG0000743	Prbm.g_00968	Prbf.g_01135
OG0000744	Prbm.g_00969	Prbf.g_01134
OG0000745	Prbm.g_00970	Prbf.g_01133
OG0000746	Prbm.g_00971	Prbf.g_01132
OG0000747	Prbm.g_00972	Prbf.g_01131
OG0000748	Prbm.g_00973	Prbf.g_01130
OG0000749	Prbm.g_00974	Prbf.g_01129
OG0000750	Prbm.g_00975	Prbf.g_01127
OG0000751	Prbm.g_00976	Prbf.g_01126
OG0000752	Prbm.g_00889	Prbf.g_01067
OG0000753	Prbm.g_00981	Prbf.g_01124
OG0000754	Prbm.g_00982	Prbf.g_01123
OG0000755	Prbm.g_00983	Prbf.g_01122
OG0000756	Prbm.g_00985	Prbf.g_01120
OG0000757	Prbm.g_00986	Prbf.g_01119
OG0000758	Prbm.g_00987	Prbf.g_01118
OG0000759	Prbm.g_00989	Prbf.g_01116
OG0000760	Prbm.g_00990	Prbf.g_01115
OG0000761	Prbm.g_00991	Prbf.g_01114
OG0000762	Prbm.g_00993	Prbf.g_01112
OG0000763	Prbm.g_00994	Prbf.g_01111
OG0000764	Prbm.g_00995	Prbf.g_01110
OG0000765	Prbm.g_00996	Prbf.g_01109
OG0000766	Prbm.g_00997	Prbf.g_01108
OG0000767	Prbm.g_00999	Prbf.g_01106
OG0000768	Prbm.g_01000	Prbf.g_01105
OG0000769	Prbm.g_01001	Prbf.g_01104
OG0000770	Prbm.g_01002	Prbf.g_01103
OG0000771	Prbm.g_01003	Prbf.g_01102
OG0000772	Prbm.g_00102	Prbf.g_00065
OG0000773	Prbm.g_01004	Prbf.g_01100
OG0000774	Prbm.g_01005	Prbf.g_01099
OG0000775	Prbm.g_01006	Prbf.g_01098
OG0000776	Prbm.g_01007	Prbf.g_01095
OG0000777	Prbm.g_01009	Prbf.g_01094
OG0000778	Prbm.g_01010	Prbf.g_01093
OG0000779	Prbm.g_01011	Prbf.g_01092
OG0000780	Prbm.g_01013	Prbf.g_01090
OG0000781	Prbm.g_01014	Prbf.g_01088
OG0000782	Prbm.g_01015	Prbf.g_01087
OG0000783	Prbm.g_01031	Prbf.g_01083
OG0000784	Prbm.g_01032	Prbf.g_01081
OG0000785	Prbm.g_01033	Prbf.g_01080
OG0000786	Prbm.g_01034	Prbf.g_01079
OG0000787	Prbm.g_01035	Prbf.g_01078
OG0000788	Prbm.g_01039	Prbf.g_01072
OG0000789	Prbm.g_01042	Prbf.g_01069
OG0000790	Prbm.g_00888	Prbf.g_01068
OG0000791	Prbm.g_01043	Prbf.g_01065
OG0000792	Prbm.g_01044	Prbf.g_01064
OG0000793	Prbm.g_01045	Prbf.g_01063
OG0000794	Prbm.g_01048	Prbf.g_01060
OG0000795	Prbm.g_01052	Prbf.g_01159
OG0000796	Prbm.g_01053	Prbf.g_01160
OG0000797	Prbm.g_01056	Prbf.g_01162
OG0000798	Prbm.g_01057	Prbf.g_01163
OG0000799	Prbm.g_01058	Prbf.g_01164
OG0000800	Prbm.g_01059	Prbf.g_01165
OG0000801	Prbm.g_01062	Prbf.g_01168
OG0000802	Prbm.g_01063	Prbf.g_01169
OG0000803	Prbm.g_00887	Prbf.g_01171
OG0000804	Prbm.g_00886	Prbf.g_01172
OG0000805	Prbm.g_00885	Prbf.g_01173
OG0000806	Prbm.g_00883	Prbf.g_01175
OG0000807	Prbm.g_00894	Prbf.g_01705
OG0000808	Prbm.g_01103	Prbf.g_00296
OG0000809	Prbm.g_01085	Prbf.g_00870
OG0000810	Prbm.g_01806	Prbf.g_01924
OG0000811	Prbm.g_02104	Prbf.g_00048
OG0000812	Prbm.g_00398	Prbf.g_00876
OG0000813	Prbm.g_00406	Prbf.g_01684
OG0000814	Prbm.g_01803	Prbf.g_00062
OG0000815	Prbm.g_01079	Prbf.g_00094
OG0000816	Prbm.g_01911	Prbf.g_00787
OG0000817	Prbm.g_01912	Prbf.g_00786
OG0000818	Prbm.g_01123	Prbf.g_00285
OG0000819	Prbm.g_01571	Prbf.g_00896
OG0000820	Prbm.g_01565	Prbf.g_00902
OG0000821	Prbm.g_01563	Prbf.g_00904
OG0000822	Prbm.g_01562	Prbf.g_00905
OG0000823	Prbm.g_01561	Prbf.g_00906
OG0000824	Prbm.g_01560	Prbf.g_00907
OG0000825	Prbm.g_01559	Prbf.g_00908
OG0000826	Prbm.g_01558	Prbf.g_00909
OG0000827	Prbm.g_01557	Prbf.g_00910
OG0000828	Prbm.g_01556	Prbf.g_00911
OG0000829	Prbm.g_01555	Prbf.g_00912
OG0000830	Prbm.g_01553	Prbf.g_00914
OG0000831	Prbm.g_01550	Prbf.g_00917
OG0000832	Prbm.g_01548	Prbf.g_00919
OG0000833	Prbm.g_01547	Prbf.g_00920
OG0000834	Prbm.g_01545	Prbf.g_00921
OG0000835	Prbm.g_01544	Prbf.g_00922
OG0000836	Prbm.g_01543	Prbf.g_00923
OG0000837	Prbm.g_01540	Prbf.g_00926
OG0000838	Prbm.g_01539	Prbf.g_00927
OG0000839	Prbm.g_01538	Prbf.g_00928
OG0000840	Prbm.g_01537	Prbf.g_00929
OG0000841	Prbm.g_01536	Prbf.g_00930
OG0000842	Prbm.g_01534	Prbf.g_00932
OG0000843	Prbm.g_01533	Prbf.g_00933
OG0000844	Prbm.g_01532	Prbf.g_00934
OG0000845	Prbm.g_01531	Prbf.g_00935
OG0000846	Prbm.g_01529	Prbf.g_00937
OG0000847	Prbm.g_01527	Prbf.g_00939
OG0000848	Prbm.g_01525	Prbf.g_00940
OG0000849	Prbm.g_01524	Prbf.g_00943
OG0000850	Prbm.g_01523	Prbf.g_00944
OG0000851	Prbm.g_01520	Prbf.g_00946
OG0000852	Prbm.g_01518	Prbf.g_00948
OG0000853	Prbm.g_01516	Prbf.g_00950
OG0000854	Prbm.g_01514	Prbf.g_00952
OG0000855	Prbm.g_01513	Prbf.g_00953
OG0000856	Prbm.g_01512	Prbf.g_00954
OG0000857	Prbm.g_01511	Prbf.g_00955
OG0000858	Prbm.g_01510	Prbf.g_00956
OG0000859	Prbm.g_01509	Prbf.g_00957
OG0000860	Prbm.g_01508	Prbf.g_00958
OG0000861	Prbm.g_01507	Prbf.g_00959
OG0000862	Prbm.g_01506	Prbf.g_00960
OG0000863	Prbm.g_01505	Prbf.g_00961
OG0000864	Prbm.g_01504	Prbf.g_00962
OG0000865	Prbm.g_01503	Prbf.g_00963
OG0000866	Prbm.g_01502	Prbf.g_00964
OG0000867	Prbm.g_01501	Prbf.g_00965
OG0000868	Prbm.g_01500	Prbf.g_00966
OG0000869	Prbm.g_01498	Prbf.g_00968
OG0000870	Prbm.g_01497	Prbf.g_00969
OG0000871	Prbm.g_01496	Prbf.g_00970
OG0000872	Prbm.g_01495	Prbf.g_00971
OG0000873	Prbm.g_01494	Prbf.g_00973
OG0000874	Prbm.g_01493	Prbf.g_00974
OG0000875	Prbm.g_01492	Prbf.g_00975
OG0000876	Prbm.g_01491	Prbf.g_00976
OG0000877	Prbm.g_01490	Prbf.g_01914
OG0000878	Prbm.g_01356	Prbf.g_00767
OG0000879	Prbm.g_01600	Prbf.g_00037
OG0000880	Prbm.g_01601	Prbf.g_00036
OG0000881	Prbm.g_01602	Prbf.g_00035
OG0000882	Prbm.g_01603	Prbf.g_00034
OG0000883	Prbm.g_01605	Prbf.g_00033
OG0000884	Prbm.g_01606	Prbf.g_00031
OG0000885	Prbm.g_01607	Prbf.g_00030
OG0000886	Prbm.g_01608	Prbf.g_00029
OG0000887	Prbm.g_01609	Prbf.g_00028
OG0000888	Prbm.g_01610	Prbf.g_00027
OG0000889	Prbm.g_01613	Prbf.g_00024
OG0000890	Prbm.g_01614	Prbf.g_00023
OG0000891	Prbm.g_01615	Prbf.g_00022
OG0000892	Prbm.g_01616	Prbf.g_00019
OG0000893	Prbm.g_01617	Prbf.g_00018
OG0000894	Prbm.g_01618	Prbf.g_00017
OG0000895	Prbm.g_01619	Prbf.g_00016
OG0000896	Prbm.g_01620	Prbf.g_00015
OG0000897	Prbm.g_01621	Prbf.g_00014
OG0000898	Prbm.g_01624	Prbf.g_00011
OG0000899	Prbm.g_01625	Prbf.g_00010
OG0000900	Prbm.g_01630	Prbf.g_00071
OG0000901	Prbm.g_01634	Prbf.g_00002
OG0000902	Prbm.g_00777	Prbf.g_01782
OG0000903	Prbm.g_01573	Prbf.g_00853, Prbf.g_00066
OG0000904	Prbm.g_01051	Prbf.g_00256
OG0000905	Prbm.g_01812	Prbf.g_00875
OG0000906	Prbm.g_01658	Prbf.g_00893
OG0000907	Prbm.g_00875	Prbf.g_01181
OG0000908	Prbm.g_01176	Prbf.g_00856
OG0000909	Prbm.g_01662	Prbf.g_00097
OG0000910	Prbm.g_01663	Prbf.g_00098
OG0000911	Prbm.g_01664	Prbf.g_00099
OG0000912	Prbm.g_01665	Prbf.g_00100
OG0000913	Prbm.g_01666	Prbf.g_00101
OG0000914	Prbm.g_01667	Prbf.g_00102
OG0000915	Prbm.g_01668	Prbf.g_00103
OG0000916	Prbm.g_01669	Prbf.g_00104
OG0000917	Prbm.g_01670	Prbf.g_00105
OG0000918	Prbm.g_01671	Prbf.g_00106
OG0000919	Prbm.g_01672	Prbf.g_00107
OG0000920	Prbm.g_01673	Prbf.g_00108
OG0000921	Prbm.g_01674	Prbf.g_00109
OG0000922	Prbm.g_01675	Prbf.g_00110
OG0000923	Prbm.g_01676	Prbf.g_00111
OG0000924	Prbm.g_01677	Prbf.g_00112
OG0000925	Prbm.g_01678	Prbf.g_00113
OG0000926	Prbm.g_02077	Prbf.g_00514
OG0000927	Prbm.g_01691	Prbf.g_00140
OG0000928	Prbm.g_01692	Prbf.g_00141
OG0000929	Prbm.g_01693	Prbf.g_00142
OG0000930	Prbm.g_01694	Prbf.g_00143
OG0000931	Prbm.g_01695	Prbf.g_00144
OG0000932	Prbm.g_01697	Prbf.g_00146
OG0000933	Prbm.g_01698	Prbf.g_00147
OG0000934	Prbm.g_01699	Prbf.g_00148
OG0000935	Prbm.g_01700	Prbf.g_00149
OG0000936	Prbm.g_01701	Prbf.g_00150
OG0000937	Prbm.g_01702	Prbf.g_00151
OG0000938	Prbm.g_01703	Prbf.g_00152
OG0000939	Prbm.g_01704	Prbf.g_00153
OG0000940	Prbm.g_01706	Prbf.g_00154
OG0000941	Prbm.g_01708	Prbf.g_00155
OG0000942	Prbm.g_01709	Prbf.g_00156
OG0000943	Prbm.g_01712	Prbf.g_00159
OG0000944	Prbm.g_01713	Prbf.g_00160
OG0000945	Prbm.g_01714	Prbf.g_00161
OG0000946	Prbm.g_01715	Prbf.g_00162
OG0000947	Prbm.g_01716	Prbf.g_00163
OG0000948	Prbm.g_01717	Prbf.g_00164
OG0000949	Prbm.g_01718	Prbf.g_00165
OG0000950	Prbm.g_01719	Prbf.g_00166
OG0000951	Prbm.g_01720	Prbf.g_00167
OG0000952	Prbm.g_01721	Prbf.g_00168
OG0000953	Prbm.g_01722	Prbf.g_00169
OG0000954	Prbm.g_01723	Prbf.g_00170
OG0000955	Prbm.g_01724	Prbf.g_00171
OG0000956	Prbm.g_01725	Prbf.g_00172
OG0000957	Prbm.g_00487	Prbf.g_00173
OG0000958	Prbm.g_01726	Prbf.g_00174
OG0000959	Prbm.g_01727	Prbf.g_00175
OG0000960	Prbm.g_01728	Prbf.g_00176
OG0000961	Prbm.g_01731	Prbf.g_00180
OG0000962	Prbm.g_01732	Prbf.g_00181
OG0000963	Prbm.g_01733	Prbf.g_00182
OG0000964	Prbm.g_01735	Prbf.g_00184
OG0000965	Prbm.g_01736	Prbf.g_00185
OG0000966	Prbm.g_01737	Prbf.g_00186
OG0000967	Prbm.g_01738	Prbf.g_00187
OG0000968	Prbm.g_01739	Prbf.g_00188
OG0000969	Prbm.g_01740	Prbf.g_00189
OG0000970	Prbm.g_01741	Prbf.g_00190
OG0000971	Prbm.g_01742	Prbf.g_00191
OG0000972	Prbm.g_01743	Prbf.g_00192
OG0000973	Prbm.g_01744	Prbf.g_00193
OG0000974	Prbm.g_01746	Prbf.g_00195
OG0000975	Prbm.g_01752	Prbf.g_00201
OG0000976	Prbm.g_01755	Prbf.g_00203
OG0000977	Prbm.g_01756	Prbf.g_00205
OG0000978	Prbm.g_01757	Prbf.g_00207
OG0000979	Prbm.g_01759	Prbf.g_00209
OG0000980	Prbm.g_01760	Prbf.g_00210
OG0000981	Prbm.g_01761	Prbf.g_00211
OG0000982	Prbm.g_01762	Prbf.g_00212
OG0000983	Prbm.g_01764	Prbf.g_00214
OG0000984	Prbm.g_01765	Prbf.g_00215
OG0000985	Prbm.g_01766	Prbf.g_00216
OG0000986	Prbm.g_01768	Prbf.g_00217
OG0000987	Prbm.g_01769	Prbf.g_00218
OG0000988	Prbm.g_01770	Prbf.g_00219
OG0000989	Prbm.g_01771	Prbf.g_00220
OG0000990	Prbm.g_01772	Prbf.g_00221
OG0000991	Prbm.g_01773	Prbf.g_00222
OG0000992	Prbm.g_01774	Prbf.g_00223
OG0000993	Prbm.g_01775	Prbf.g_00224
OG0000994	Prbm.g_01776	Prbf.g_00225
OG0000995	Prbm.g_01777	Prbf.g_00226
OG0000996	Prbm.g_01778	Prbf.g_00227
OG0000997	Prbm.g_01779	Prbf.g_00228
OG0000998	Prbm.g_01780	Prbf.g_00229
OG0000999	Prbm.g_01781	Prbf.g_00230
OG0001000	Prbm.g_01782	Prbf.g_00231
OG0001001	Prbm.g_01784	Prbf.g_00233
OG0001002	Prbm.g_01785	Prbf.g_00234
OG0001003	Prbm.g_01786	Prbf.g_00235
OG0001004	Prbm.g_01787	Prbf.g_00236
OG0001005	Prbm.g_01789	Prbf.g_00239
OG0001006	Prbm.g_01790	Prbf.g_00240
OG0001007	Prbm.g_01791	Prbf.g_00241
OG0001008	Prbm.g_01793	Prbf.g_00243
OG0001009	Prbm.g_01794	Prbf.g_00244
OG0001010	Prbm.g_01586	Prbf.g_00750
OG0001011	Prbm.g_01685	Prbf.g_01911
OG0001012	Prbm.g_00830	Prbf.g_01230
OG0001013	Prbm.g_01835	Prbf.g_00700
OG0001014	Prbm.g_01836	Prbf.g_00699
OG0001015	Prbm.g_01842	Prbf.g_00692
OG0001016	Prbm.g_01843	Prbf.g_00691
OG0001017	Prbm.g_01844	Prbf.g_00690
OG0001018	Prbm.g_01845	Prbf.g_00689
OG0001019	Prbm.g_01846	Prbf.g_00687
OG0001020	Prbm.g_01847	Prbf.g_00686
OG0001021	Prbm.g_01848	Prbf.g_00685
OG0001022	Prbm.g_01849	Prbf.g_00684
OG0001023	Prbm.g_01850	Prbf.g_00683
OG0001024	Prbm.g_01851	Prbf.g_00681
OG0001025	Prbm.g_01852	Prbf.g_00680
OG0001026	Prbm.g_01853	Prbf.g_00679
OG0001027	Prbm.g_01854	Prbf.g_00678
OG0001028	Prbm.g_01855	Prbf.g_00677
OG0001029	Prbm.g_01856	Prbf.g_00676
OG0001030	Prbm.g_01857	Prbf.g_00675
OG0001031	Prbm.g_01858	Prbf.g_00674
OG0001032	Prbm.g_01859	Prbf.g_00673
OG0001033	Prbm.g_01860	Prbf.g_00672
OG0001034	Prbm.g_01861	Prbf.g_00671
OG0001035	Prbm.g_01863	Prbf.g_00669
OG0001036	Prbm.g_01864	Prbf.g_00668
OG0001037	Prbm.g_01865	Prbf.g_00667
OG0001038	Prbm.g_01866	Prbf.g_00666
OG0001039	Prbm.g_01867	Prbf.g_00665
OG0001040	Prbm.g_01869	Prbf.g_00664
OG0001041	Prbm.g_01870	Prbf.g_00663
OG0001042	Prbm.g_01871	Prbf.g_00662
OG0001043	Prbm.g_01872	Prbf.g_00661
OG0001044	Prbm.g_01873	Prbf.g_00660
OG0001045	Prbm.g_01874	Prbf.g_00659
OG0001046	Prbm.g_01875	Prbf.g_00658
OG0001047	Prbm.g_01877	Prbf.g_00655
OG0001048	Prbm.g_01879	Prbf.g_00653
OG0001049	Prbm.g_01880	Prbf.g_00652
OG0001050	Prbm.g_01881	Prbf.g_00651
OG0001051	Prbm.g_01882	Prbf.g_00650
OG0001052	Prbm.g_01883	Prbf.g_00649
OG0001053	Prbm.g_01885	Prbf.g_00647
OG0001054	Prbm.g_01887	Prbf.g_00645
OG0001055	Prbm.g_01888	Prbf.g_00644
OG0001056	Prbm.g_01889	Prbf.g_00643
OG0001057	Prbm.g_01890	Prbf.g_00642
OG0001058	Prbm.g_01891	Prbf.g_00641
OG0001059	Prbm.g_01892	Prbf.g_00640
