Orthogroup	Prbm	Prbj
OG0000548	Prbm.g_00656	Prbj.g_02558
OG0000549	Prbm.g_00657	Prbj.g_02559
OG0000550	Prbm.g_00658	Prbj.g_02560
OG0000551	Prbm.g_00659	Prbj.g_02563
OG0000552	Prbm.g_00660	Prbj.g_02565
OG0000553	Prbm.g_00661	Prbj.g_02566
OG0000554	Prbm.g_00662	Prbj.g_02568
OG0000555	Prbm.g_00663	Prbj.g_02569
OG0000556	Prbm.g_00664	Prbj.g_02570
OG0000557	Prbm.g_00665	Prbj.g_02571
OG0000558	Prbm.g_00666	Prbj.g_02573
OG0000559	Prbm.g_00667	Prbj.g_02574
OG0000560	Prbm.g_00669	Prbj.g_02576
OG0000561	Prbm.g_00670	Prbj.g_02577
OG0000562	Prbm.g_00671	Prbj.g_02579
OG0000563	Prbm.g_00672	Prbj.g_02580
OG0000564	Prbm.g_00673	Prbj.g_02581
OG0000565	Prbm.g_00674	Prbj.g_02589
OG0000566	Prbm.g_00675	Prbj.g_02590
OG0000567	Prbm.g_00676	Prbj.g_02591
OG0000568	Prbm.g_00677	Prbj.g_02592
OG0000569	Prbm.g_00678	Prbj.g_02593
OG0000570	Prbm.g_00679	Prbj.g_02596
OG0000571	Prbm.g_00680	Prbj.g_02597
OG0000572	Prbm.g_00681	Prbj.g_02598
OG0000573	Prbm.g_00684	Prbj.g_00794
OG0000574	Prbm.g_00685	Prbj.g_00803
OG0000575	Prbm.g_00686	Prbj.g_00804
OG0000576	Prbm.g_00687	Prbj.g_00805
OG0000577	Prbm.g_00688	Prbj.g_00806
OG0000578	Prbm.g_00689	Prbj.g_00807
OG0000579	Prbm.g_00690	Prbj.g_00809
OG0000580	Prbm.g_00691	Prbj.g_00812
OG0000581	Prbm.g_00692	Prbj.g_00813
OG0000582	Prbm.g_00693	Prbj.g_00815
OG0000583	Prbm.g_00694	Prbj.g_00816
OG0000584	Prbm.g_00696	Prbj.g_00818
OG0000585	Prbm.g_00697	Prbj.g_00819
OG0000586	Prbm.g_00699	Prbj.g_00821
OG0000587	Prbm.g_00700	Prbj.g_00822
OG0000588	Prbm.g_00703	Prbj.g_00825
OG0000589	Prbm.g_00704	Prbj.g_02707
OG0000590	Prbm.g_00706	Prbj.g_01466
OG0000591	Prbm.g_00713	Prbj.g_00184
OG0000592	Prbm.g_00714	Prbj.g_00760
OG0000593	Prbm.g_00716	Prbj.g_00248
OG0000594	Prbm.g_00719	Prbj.g_02453
OG0000595	Prbm.g_00720	Prbj.g_02636
OG0000596	Prbm.g_00722	Prbj.g_00943
OG0000597	Prbm.g_00724	Prbj.g_00921
OG0000598	Prbm.g_00725	Prbj.g_00927
OG0000599	Prbm.g_00726	Prbj.g_00931
OG0000600	Prbm.g_00727	Prbj.g_00932
OG0000601	Prbm.g_00730	Prbj.g_00946
OG0000602	Prbm.g_00731	Prbj.g_00947
OG0000603	Prbm.g_00732	Prbj.g_00948
OG0000604	Prbm.g_01483	Prbj.g_00754
OG0000605	Prbm.g_00733	Prbj.g_00755
OG0000606	Prbm.g_00734	Prbj.g_00757
OG0000607	Prbm.g_00736	Prbj.g_00759
OG0000608	Prbm.g_00737	Prbj.g_02373
OG0000609	Prbm.g_02220	Prbj.g_02057
OG0000610	Prbm.g_01326	Prbj.g_00168
OG0000611	Prbm.g_00743	Prbj.g_02180
OG0000612	Prbm.g_00744	Prbj.g_02181
OG0000613	Prbm.g_00745	Prbj.g_02182
OG0000614	Prbm.g_00746	Prbj.g_02183
OG0000615	Prbm.g_00748	Prbj.g_02184
OG0000616	Prbm.g_00749	Prbj.g_02185
OG0000617	Prbm.g_00750	Prbj.g_02186
OG0000618	Prbm.g_00751	Prbj.g_02187
OG0000619	Prbm.g_00752	Prbj.g_02189
OG0000620	Prbm.g_00753	Prbj.g_02190
OG0000621	Prbm.g_00754	Prbj.g_02191
OG0000622	Prbm.g_00755	Prbj.g_02192
OG0000623	Prbm.g_00756	Prbj.g_02193
OG0000624	Prbm.g_00758	Prbj.g_02194
OG0000625	Prbm.g_00759	Prbj.g_02195
OG0000626	Prbm.g_00760	Prbj.g_02196
OG0000627	Prbm.g_00762	Prbj.g_02320
OG0000628	Prbm.g_00763	Prbj.g_02319
OG0000629	Prbm.g_00764	Prbj.g_02316
OG0000630	Prbm.g_00765	Prbj.g_02315
OG0000631	Prbm.g_00767	Prbj.g_02312
OG0000632	Prbm.g_01151	Prbj.g_00773
OG0000633	Prbm.g_00111	Prbj.g_01884
OG0000634	Prbm.g_01094	Prbj.g_01607
OG0000635	Prbm.g_00980	Prbj.g_02276
OG0000636	Prbm.g_00979	Prbj.g_02277
OG0000637	Prbm.g_00978	Prbj.g_02278
OG0000638	Prbm.g_00395	Prbj.g_00347
OG0000639	Prbm.g_00955	Prbj.g_01337
OG0000640	Prbm.g_00957	Prbj.g_02311
OG0000641	Prbm.g_00959	Prbj.g_02306
OG0000642	Prbm.g_00960	Prbj.g_02305
OG0000643	Prbm.g_00961	Prbj.g_02304
OG0000644	Prbm.g_00808	Prbj.g_02406
OG0000645	Prbm.g_00809	Prbj.g_02407
OG0000646	Prbm.g_00810	Prbj.g_02408
OG0000647	Prbm.g_00811	Prbj.g_02409
OG0000648	Prbm.g_00813	Prbj.g_02411
OG0000649	Prbm.g_00814	Prbj.g_02412
OG0000650	Prbm.g_00815	Prbj.g_02413
OG0000651	Prbm.g_00816	Prbj.g_02414
OG0000652	Prbm.g_00817	Prbj.g_02415
OG0000653	Prbm.g_00818	Prbj.g_02416
OG0000654	Prbm.g_00820	Prbj.g_02418
OG0000655	Prbm.g_00822	Prbj.g_02420
OG0000656	Prbm.g_00823	Prbj.g_02421
OG0000657	Prbm.g_00824	Prbj.g_02422
OG0000658	Prbm.g_00825	Prbj.g_02423
OG0000659	Prbm.g_00826	Prbj.g_02424
OG0000660	Prbm.g_00827	Prbj.g_02425
OG0000661	Prbm.g_00829	Prbj.g_02427
OG0000662	Prbm.g_00831	Prbj.g_02430
OG0000663	Prbm.g_00832	Prbj.g_02431
OG0000664	Prbm.g_00833	Prbj.g_02432
OG0000665	Prbm.g_00834	Prbj.g_02433
OG0000666	Prbm.g_00835	Prbj.g_02434
OG0000667	Prbm.g_00836	Prbj.g_02435
OG0000668	Prbm.g_00837	Prbj.g_02436
OG0000669	Prbm.g_00839	Prbj.g_02438
OG0000670	Prbm.g_00840	Prbj.g_02439
OG0000671	Prbm.g_00841	Prbj.g_02440
OG0000672	Prbm.g_00842	Prbj.g_02441
OG0000673	Prbm.g_00843	Prbj.g_02442
OG0000674	Prbm.g_00844	Prbj.g_02443
OG0000675	Prbm.g_00845	Prbj.g_02470
OG0000676	Prbm.g_00846	Prbj.g_02471
OG0000677	Prbm.g_00848	Prbj.g_02474
OG0000678	Prbm.g_00850	Prbj.g_02476
OG0000679	Prbm.g_00852	Prbj.g_02478
OG0000680	Prbm.g_00853	Prbj.g_02479
OG0000681	Prbm.g_00854	Prbj.g_02480
OG0000682	Prbm.g_00855	Prbj.g_02481
OG0000683	Prbm.g_00857	Prbj.g_02483
OG0000684	Prbm.g_00858	Prbj.g_02484
OG0000685	Prbm.g_00859	Prbj.g_02485
OG0000686	Prbm.g_00860	Prbj.g_02486
OG0000687	Prbm.g_00861	Prbj.g_02487
OG0000688	Prbm.g_00862	Prbj.g_02488
OG0000689	Prbm.g_00863	Prbj.g_02490
OG0000690	Prbm.g_00864	Prbj.g_02491
OG0000691	Prbm.g_00865	Prbj.g_02492
OG0000692	Prbm.g_00867	Prbj.g_02503
OG0000693	Prbm.g_00868	Prbj.g_02504
OG0000694	Prbm.g_00869	Prbj.g_02507
OG0000695	Prbm.g_00870	Prbj.g_02511
OG0000696	Prbm.g_00871	Prbj.g_02512
OG0000697	Prbm.g_00873	Prbj.g_02514
OG0000698	Prbm.g_00877	Prbj.g_02323
OG0000699	Prbm.g_00878	Prbj.g_02199
OG0000700	Prbm.g_00911	Prbj.g_02215
OG0000701	Prbm.g_00914	Prbj.g_01553
OG0000702	Prbm.g_00919	Prbj.g_02523
OG0000703	Prbm.g_00921	Prbj.g_02333
OG0000704	Prbm.g_00922	Prbj.g_00044
OG0000705	Prbm.g_00923	Prbj.g_02334
OG0000706	Prbm.g_00924	Prbj.g_02335
OG0000707	Prbm.g_00926	Prbj.g_02337
OG0000708	Prbm.g_00927	Prbj.g_02338
OG0000709	Prbm.g_00929	Prbj.g_02340
OG0000710	Prbm.g_00930	Prbj.g_02341
OG0000711	Prbm.g_00931	Prbj.g_02342
OG0000712	Prbm.g_00932	Prbj.g_02343
OG0000713	Prbm.g_00933	Prbj.g_02344
OG0000714	Prbm.g_00935	Prbj.g_02352
OG0000715	Prbm.g_00936	Prbj.g_02354
OG0000716	Prbm.g_00939	Prbj.g_02359
OG0000717	Prbm.g_00940	Prbj.g_02361
OG0000718	Prbm.g_00941	Prbj.g_02364
OG0000719	Prbm.g_00943	Prbj.g_02379
OG0000720	Prbm.g_00944	Prbj.g_02380
OG0000721	Prbm.g_00946	Prbj.g_02382
OG0000722	Prbm.g_00947	Prbj.g_02383
OG0000723	Prbm.g_00948	Prbj.g_02384
OG0000724	Prbm.g_00793	Prbj.g_02397
OG0000725	Prbm.g_00794	Prbj.g_02396
OG0000726	Prbm.g_00795	Prbj.g_02395
OG0000727	Prbm.g_00796	Prbj.g_02394
OG0000728	Prbm.g_00797	Prbj.g_02393
OG0000729	Prbm.g_00798	Prbj.g_02391
OG0000730	Prbm.g_00799	Prbj.g_02388
OG0000731	Prbm.g_00800	Prbj.g_02399
OG0000732	Prbm.g_00801	Prbj.g_02400
OG0000733	Prbm.g_00802	Prbj.g_02401
OG0000734	Prbm.g_00803	Prbj.g_02402
OG0000735	Prbm.g_00805	Prbj.g_02403
OG0000736	Prbm.g_00806	Prbj.g_02404
OG0000737	Prbm.g_00807	Prbj.g_02405
OG0000738	Prbm.g_00962	Prbj.g_02303
OG0000739	Prbm.g_00963	Prbj.g_02302
OG0000740	Prbm.g_00964	Prbj.g_02301
OG0000741	Prbm.g_00965	Prbj.g_02299
OG0000742	Prbm.g_00967	Prbj.g_02297
OG0000743	Prbm.g_00968	Prbj.g_02296
OG0000744	Prbm.g_00969	Prbj.g_02294
OG0000745	Prbm.g_00970	Prbj.g_02293
OG0000746	Prbm.g_00971	Prbj.g_02292
OG0000747	Prbm.g_00972	Prbj.g_00694
OG0000748	Prbm.g_00973	Prbj.g_02284
OG0000749	Prbm.g_00974	Prbj.g_02283
OG0000750	Prbm.g_00975	Prbj.g_02281
OG0000751	Prbm.g_00976	Prbj.g_02280
OG0000752	Prbm.g_00889	Prbj.g_01984
OG0000753	Prbm.g_00981	Prbj.g_02275
OG0000754	Prbm.g_00982	Prbj.g_02274
OG0000755	Prbm.g_00983	Prbj.g_02273
OG0000756	Prbm.g_00985	Prbj.g_02271
OG0000757	Prbm.g_00986	Prbj.g_02270
OG0000758	Prbm.g_00987	Prbj.g_02269
OG0000759	Prbm.g_00989	Prbj.g_02264
OG0000760	Prbm.g_00990	Prbj.g_02263
OG0000761	Prbm.g_00991	Prbj.g_02261
OG0000762	Prbm.g_00993	Prbj.g_02259
OG0000763	Prbm.g_00994	Prbj.g_02257
OG0000764	Prbm.g_00995	Prbj.g_02255
OG0000765	Prbm.g_00996	Prbj.g_02254
OG0000766	Prbm.g_00997	Prbj.g_02253
OG0000767	Prbm.g_00999	Prbj.g_02251
OG0000768	Prbm.g_01000	Prbj.g_02250
OG0000769	Prbm.g_01001	Prbj.g_02249
OG0000770	Prbm.g_01002	Prbj.g_02248
OG0000771	Prbm.g_01003	Prbj.g_02247
OG0000772	Prbm.g_00102	Prbj.g_00722
OG0000773	Prbm.g_01004	Prbj.g_02245
OG0000774	Prbm.g_01005	Prbj.g_02243
OG0000775	Prbm.g_01006	Prbj.g_02241
OG0000776	Prbm.g_01007	Prbj.g_02237
OG0000777	Prbm.g_01009	Prbj.g_02236
OG0000778	Prbm.g_01010	Prbj.g_02235
OG0000779	Prbm.g_01011	Prbj.g_02231
OG0000780	Prbm.g_01013	Prbj.g_02229
OG0000781	Prbm.g_01014	Prbj.g_02225
OG0000782	Prbm.g_01015	Prbj.g_02224
OG0000783	Prbm.g_01031	Prbj.g_02219
OG0000784	Prbm.g_01032	Prbj.g_02217
OG0000785	Prbm.g_01033	Prbj.g_02216
OG0000786	Prbm.g_01034	Prbj.g_02214
OG0000787	Prbm.g_01035	Prbj.g_02213
OG0000788	Prbm.g_01039	Prbj.g_02207
OG0000789	Prbm.g_01042	Prbj.g_02204
OG0000790	Prbm.g_00888	Prbj.g_01985
OG0000791	Prbm.g_01043	Prbj.g_02203
OG0000792	Prbm.g_01044	Prbj.g_02202
OG0000793	Prbm.g_01045	Prbj.g_02201
OG0000794	Prbm.g_01048	Prbj.g_02198
OG0000795	Prbm.g_01052	Prbj.g_01850
OG0000796	Prbm.g_01053	Prbj.g_01849
OG0000797	Prbm.g_01056	Prbj.g_01846
OG0000798	Prbm.g_01057	Prbj.g_01845
OG0000799	Prbm.g_01058	Prbj.g_01844
OG0000800	Prbm.g_01059	Prbj.g_01843
OG0000801	Prbm.g_01062	Prbj.g_01840
OG0000802	Prbm.g_01063	Prbj.g_01839
OG0000803	Prbm.g_00887	Prbj.g_01836
OG0000804	Prbm.g_00886	Prbj.g_01835
OG0000805	Prbm.g_00885	Prbj.g_01834
OG0000806	Prbm.g_00883	Prbj.g_01833
OG0000807	Prbm.g_00894	Prbj.g_02687
OG0000808	Prbm.g_01103	Prbj.g_02537
OG0000809	Prbm.g_01085	Prbj.g_01669
OG0000810	Prbm.g_01806	Prbj.g_00696
OG0000811	Prbm.g_02104	Prbj.g_01289
OG0000812	Prbm.g_00398	Prbj.g_00343
OG0000813	Prbm.g_00406	Prbj.g_00333
OG0000814	Prbm.g_01803	Prbj.g_00634
OG0000815	Prbm.g_01079	Prbj.g_02555
OG0000816	Prbm.g_01911	Prbj.g_01997
OG0000817	Prbm.g_01912	Prbj.g_01991
OG0000818	Prbm.g_01123	Prbj.g_01336
OG0000819	Prbm.g_01571	Prbj.g_00641
OG0000820	Prbm.g_01565	Prbj.g_00627
OG0000821	Prbm.g_01563	Prbj.g_00953
OG0000822	Prbm.g_01562	Prbj.g_00954
OG0000823	Prbm.g_01561	Prbj.g_00955
OG0000824	Prbm.g_01560	Prbj.g_00956
OG0000825	Prbm.g_01559	Prbj.g_00958
OG0000826	Prbm.g_01558	Prbj.g_00959
OG0000827	Prbm.g_01557	Prbj.g_00962
OG0000828	Prbm.g_01556	Prbj.g_00964
OG0000829	Prbm.g_01555	Prbj.g_00965
OG0000830	Prbm.g_01553	Prbj.g_00968
OG0000831	Prbm.g_01550	Prbj.g_00970
OG0000832	Prbm.g_01548	Prbj.g_00972
OG0000833	Prbm.g_01547	Prbj.g_00973
OG0000834	Prbm.g_01545	Prbj.g_00846
OG0000835	Prbm.g_01544	Prbj.g_00845
OG0000836	Prbm.g_01543	Prbj.g_00844
OG0000837	Prbm.g_01540	Prbj.g_00834
OG0000838	Prbm.g_01539	Prbj.g_00832
OG0000839	Prbm.g_01538	Prbj.g_00831
OG0000840	Prbm.g_01537	Prbj.g_00830
OG0000841	Prbm.g_01536	Prbj.g_00829
OG0000842	Prbm.g_01534	Prbj.g_00304
OG0000843	Prbm.g_01533	Prbj.g_00305
OG0000844	Prbm.g_01532	Prbj.g_00307
OG0000845	Prbm.g_01531	Prbj.g_00308
OG0000846	Prbm.g_01529	Prbj.g_00311
OG0000847	Prbm.g_01527	Prbj.g_00312
OG0000848	Prbm.g_01525	Prbj.g_01910
OG0000849	Prbm.g_01524	Prbj.g_01913
OG0000850	Prbm.g_01523	Prbj.g_01914
OG0000851	Prbm.g_01520	Prbj.g_00002
OG0000852	Prbm.g_01518	Prbj.g_00004
OG0000853	Prbm.g_01516	Prbj.g_00006
OG0000854	Prbm.g_01514	Prbj.g_00008
OG0000855	Prbm.g_01513	Prbj.g_00009
OG0000856	Prbm.g_01512	Prbj.g_00010
OG0000857	Prbm.g_01511	Prbj.g_00011
OG0000858	Prbm.g_01510	Prbj.g_00012
OG0000859	Prbm.g_01509	Prbj.g_00013
OG0000860	Prbm.g_01508	Prbj.g_00014
OG0000861	Prbm.g_01507	Prbj.g_01908
OG0000862	Prbm.g_01506	Prbj.g_01907
OG0000863	Prbm.g_01505	Prbj.g_01906
OG0000864	Prbm.g_01504	Prbj.g_01905
OG0000865	Prbm.g_01503	Prbj.g_01903
OG0000866	Prbm.g_01502	Prbj.g_02152
OG0000867	Prbm.g_01501	Prbj.g_02153
OG0000868	Prbm.g_01500	Prbj.g_02155
OG0000869	Prbm.g_01498	Prbj.g_02158
OG0000870	Prbm.g_01497	Prbj.g_02159
OG0000871	Prbm.g_01496	Prbj.g_02163
OG0000872	Prbm.g_01495	Prbj.g_02164
OG0000873	Prbm.g_01494	Prbj.g_02166
OG0000874	Prbm.g_01493	Prbj.g_02167
OG0000875	Prbm.g_01492	Prbj.g_00314
OG0000876	Prbm.g_01491	Prbj.g_00313
OG0000877	Prbm.g_01490	Prbj.g_00019
OG0000878	Prbm.g_01356	Prbj.g_01679
OG0000879	Prbm.g_01600	Prbj.g_00163
OG0000880	Prbm.g_01601	Prbj.g_00162
OG0000881	Prbm.g_01602	Prbj.g_00161
OG0000882	Prbm.g_01603	Prbj.g_01717
OG0000883	Prbm.g_01605	Prbj.g_01719
OG0000884	Prbm.g_01606	Prbj.g_01721
OG0000885	Prbm.g_01607	Prbj.g_01722
OG0000886	Prbm.g_01608	Prbj.g_01723
OG0000887	Prbm.g_01609	Prbj.g_01724
OG0000888	Prbm.g_01610	Prbj.g_01725
OG0000889	Prbm.g_01613	Prbj.g_01729
OG0000890	Prbm.g_01614	Prbj.g_01732
OG0000891	Prbm.g_01615	Prbj.g_01733
OG0000892	Prbm.g_01616	Prbj.g_01736
OG0000893	Prbm.g_01617	Prbj.g_01737
OG0000894	Prbm.g_01618	Prbj.g_01738
OG0000895	Prbm.g_01619	Prbj.g_01739
OG0000896	Prbm.g_01620	Prbj.g_01740
OG0000897	Prbm.g_01621	Prbj.g_01741
OG0000898	Prbm.g_01624	Prbj.g_01744
OG0000899	Prbm.g_01625	Prbj.g_01745
OG0000900	Prbm.g_01630	Prbj.g_00669
OG0000901	Prbm.g_01634	Prbj.g_00121
OG0000902	Prbm.g_00777	Prbj.g_00094
OG0000903	Prbm.g_01573	Prbj.g_02508
OG0000904	Prbm.g_01051	Prbj.g_00687
OG0000905	Prbm.g_01812	Prbj.g_01837
OG0000906	Prbm.g_01658	Prbj.g_02689
OG0000907	Prbm.g_00875	Prbj.g_02521
OG0000908	Prbm.g_01176	Prbj.g_00873
OG0000909	Prbm.g_01662	Prbj.g_01640
OG0000910	Prbm.g_01663	Prbj.g_01641
OG0000911	Prbm.g_01664	Prbj.g_01642
OG0000912	Prbm.g_01665	Prbj.g_01643
OG0000913	Prbm.g_01666	Prbj.g_01644
OG0000914	Prbm.g_01667	Prbj.g_01645
OG0000915	Prbm.g_01668	Prbj.g_01646
OG0000916	Prbm.g_01669	Prbj.g_01647
OG0000917	Prbm.g_01670	Prbj.g_01649
OG0000918	Prbm.g_01671	Prbj.g_01650
OG0000919	Prbm.g_01672	Prbj.g_01651
OG0000920	Prbm.g_01673	Prbj.g_01652
OG0000921	Prbm.g_01674	Prbj.g_01653
OG0000922	Prbm.g_01675	Prbj.g_01654
OG0000923	Prbm.g_01676	Prbj.g_01655
OG0000924	Prbm.g_01677	Prbj.g_01656
OG0000925	Prbm.g_01678	Prbj.g_01657
OG0000926	Prbm.g_02077	Prbj.g_01514
OG0000927	Prbm.g_01691	Prbj.g_01304
OG0000928	Prbm.g_01692	Prbj.g_01303
OG0000929	Prbm.g_01693	Prbj.g_01302
OG0000930	Prbm.g_01694	Prbj.g_01294
OG0000931	Prbm.g_01695	Prbj.g_01293
OG0000932	Prbm.g_01697	Prbj.g_01041
OG0000933	Prbm.g_01698	Prbj.g_01043
OG0000934	Prbm.g_01699	Prbj.g_01044
OG0000935	Prbm.g_01700	Prbj.g_01045
OG0000936	Prbm.g_01701	Prbj.g_01046
OG0000937	Prbm.g_01702	Prbj.g_01047
OG0000938	Prbm.g_01703	Prbj.g_01049
OG0000939	Prbm.g_01704	Prbj.g_01050
OG0000940	Prbm.g_01706	Prbj.g_01052
OG0000941	Prbm.g_01708	Prbj.g_01054
OG0000942	Prbm.g_01709	Prbj.g_01055
OG0000943	Prbm.g_01712	Prbj.g_01058
OG0000944	Prbm.g_01713	Prbj.g_01067
OG0000945	Prbm.g_01714	Prbj.g_01068
OG0000946	Prbm.g_01715	Prbj.g_01069
OG0000947	Prbm.g_01716	Prbj.g_01070
OG0000948	Prbm.g_01717	Prbj.g_01071
OG0000949	Prbm.g_01718	Prbj.g_01072
OG0000950	Prbm.g_01719	Prbj.g_01073
OG0000951	Prbm.g_01720	Prbj.g_01074
OG0000952	Prbm.g_01721	Prbj.g_01075
OG0000953	Prbm.g_01722	Prbj.g_01076
OG0000954	Prbm.g_01723	Prbj.g_01077
OG0000955	Prbm.g_01724	Prbj.g_01078
OG0000956	Prbm.g_01725	Prbj.g_01079
OG0000957	Prbm.g_00487	Prbj.g_01080
OG0000958	Prbm.g_01726	Prbj.g_00631
OG0000959	Prbm.g_01727	Prbj.g_00632
OG0000960	Prbm.g_01728	Prbj.g_00633
OG0000961	Prbm.g_01731	Prbj.g_00640
OG0000962	Prbm.g_01732	Prbj.g_00642
OG0000963	Prbm.g_01733	Prbj.g_00643
OG0000964	Prbm.g_01735	Prbj.g_00646
OG0000965	Prbm.g_01736	Prbj.g_00647
OG0000966	Prbm.g_01737	Prbj.g_00648
OG0000967	Prbm.g_01738	Prbj.g_00649
OG0000968	Prbm.g_01739	Prbj.g_00650
OG0000969	Prbm.g_01740	Prbj.g_00651
OG0000970	Prbm.g_01741	Prbj.g_00652
OG0000971	Prbm.g_01742	Prbj.g_00653
OG0000972	Prbm.g_01743	Prbj.g_00654
OG0000973	Prbm.g_01744	Prbj.g_00655
OG0000974	Prbm.g_01746	Prbj.g_00657
OG0000975	Prbm.g_01752	Prbj.g_00036
OG0000976	Prbm.g_01755	Prbj.g_01674
OG0000977	Prbm.g_01756	Prbj.g_01684
OG0000978	Prbm.g_01757	Prbj.g_01686
OG0000979	Prbm.g_01759	Prbj.g_01688
OG0000980	Prbm.g_01760	Prbj.g_01689
OG0000981	Prbm.g_01761	Prbj.g_02538
OG0000982	Prbm.g_01762	Prbj.g_01690
OG0000983	Prbm.g_01764	Prbj.g_01692
OG0000984	Prbm.g_01765	Prbj.g_01693
OG0000985	Prbm.g_01766	Prbj.g_01694
OG0000986	Prbm.g_01768	Prbj.g_01696
OG0000987	Prbm.g_01769	Prbj.g_01697
OG0000988	Prbm.g_01770	Prbj.g_01699
OG0000989	Prbm.g_01771	Prbj.g_01700
OG0000990	Prbm.g_01772	Prbj.g_01701
OG0000991	Prbm.g_01773	Prbj.g_01702
OG0000992	Prbm.g_01774	Prbj.g_01703
OG0000993	Prbm.g_01775	Prbj.g_01704
OG0000994	Prbm.g_01776	Prbj.g_01705
OG0000995	Prbm.g_01777	Prbj.g_01707
OG0000996	Prbm.g_01778	Prbj.g_01708
OG0000997	Prbm.g_01779	Prbj.g_01709
OG0000998	Prbm.g_01780	Prbj.g_01710
OG0000999	Prbm.g_01781	Prbj.g_01711
OG0001000	Prbm.g_01782	Prbj.g_01712
OG0001001	Prbm.g_01784	Prbj.g_01713
OG0001002	Prbm.g_01785	Prbj.g_00888
OG0001003	Prbm.g_01786	Prbj.g_00887
OG0001004	Prbm.g_01787	Prbj.g_00185
OG0001005	Prbm.g_01789	Prbj.g_00884
OG0001006	Prbm.g_01790	Prbj.g_00883
OG0001007	Prbm.g_01791	Prbj.g_00882
OG0001008	Prbm.g_01793	Prbj.g_00880
OG0001009	Prbm.g_01794	Prbj.g_00879
OG0001010	Prbm.g_01586	Prbj.g_02535
OG0001011	Prbm.g_01685	Prbj.g_02561
OG0001012	Prbm.g_00830	Prbj.g_02429
OG0001013	Prbm.g_01835	Prbj.g_00868
OG0001014	Prbm.g_01836	Prbj.g_00867
OG0001015	Prbm.g_01842	Prbj.g_00856
OG0001016	Prbm.g_01843	Prbj.g_00855
OG0001017	Prbm.g_01844	Prbj.g_00854
OG0001018	Prbm.g_01845	Prbj.g_00852
OG0001019	Prbm.g_01846	Prbj.g_00495
OG0001020	Prbm.g_01847	Prbj.g_00494
OG0001021	Prbm.g_01848	Prbj.g_00493
OG0001022	Prbm.g_01849	Prbj.g_00492
OG0001023	Prbm.g_01850	Prbj.g_00491
OG0001024	Prbm.g_01851	Prbj.g_00489
OG0001025	Prbm.g_01852	Prbj.g_00488
OG0001026	Prbm.g_01853	Prbj.g_00487
OG0001027	Prbm.g_01854	Prbj.g_00486
OG0001028	Prbm.g_01855	Prbj.g_00485
OG0001029	Prbm.g_01856	Prbj.g_00484
OG0001030	Prbm.g_01857	Prbj.g_00483
OG0001031	Prbm.g_01858	Prbj.g_00482
OG0001032	Prbm.g_01859	Prbj.g_00481
OG0001033	Prbm.g_01860	Prbj.g_00480
OG0001034	Prbm.g_01861	Prbj.g_00478
OG0001035	Prbm.g_01863	Prbj.g_00476
OG0001036	Prbm.g_01864	Prbj.g_00475
OG0001037	Prbm.g_01865	Prbj.g_00473
OG0001038	Prbm.g_01866	Prbj.g_00472
OG0001039	Prbm.g_01867	Prbj.g_00471
OG0001040	Prbm.g_01869	Prbj.g_00470
OG0001041	Prbm.g_01870	Prbj.g_00469
OG0001042	Prbm.g_01871	Prbj.g_00467
OG0001043	Prbm.g_01872	Prbj.g_00466
OG0001044	Prbm.g_01873	Prbj.g_00465
OG0001045	Prbm.g_01874	Prbj.g_00464
OG0001046	Prbm.g_01875	Prbj.g_00463
OG0001047	Prbm.g_01877	Prbj.g_00459
OG0001048	Prbm.g_01879	Prbj.g_00457
OG0001049	Prbm.g_01880	Prbj.g_00456
OG0001050	Prbm.g_01881	Prbj.g_00455
OG0001051	Prbm.g_01882	Prbj.g_00454
OG0001052	Prbm.g_01883	Prbj.g_00453
OG0001053	Prbm.g_01885	Prbj.g_00451
OG0001054	Prbm.g_01887	Prbj.g_00449
OG0001055	Prbm.g_01888	Prbj.g_00448
OG0001056	Prbm.g_01889	Prbj.g_00447
OG0001057	Prbm.g_01890	Prbj.g_00446
OG0001058	Prbm.g_01891	Prbj.g_00445
OG0001059	Prbm.g_01892	Prbj.g_00444
OG0001060	Prbm.g_01893	Prbj.g_00443
OG0001061	Prbm.g_01894	Prbj.g_00442
OG0001062	Prbm.g_01895	Prbj.g_00428
OG0001063	Prbm.g_01896	Prbj.g_00427
OG0001064	Prbm.g_01898	Prbj.g_00425
OG0001065	Prbm.g_01948	Prbj.g_02660
OG0001066	Prbm.g_01950	Prbj.g_02657
OG0001067	Prbm.g_01951	Prbj.g_02656
OG0001068	Prbm.g_01953	Prbj.g_02652
OG0001069	Prbm.g_01954	Prbj.g_02651
OG0001070	Prbm.g_01955	Prbj.g_02650
OG0001071	Prbm.g_01956	Prbj.g_02649
OG0001072	Prbm.g_01957	Prbj.g_02648
OG0001073	Prbm.g_01958	Prbj.g_02647
OG0001074	Prbm.g_01959	Prbj.g_02646
OG0001075	Prbm.g_01960	Prbj.g_02645
OG0001076	Prbm.g_01961	Prbj.g_02644
OG0001077	Prbm.g_01962	Prbj.g_02643
OG0001078	Prbm.g_01963	Prbj.g_02641
OG0001079	Prbm.g_01964	Prbj.g_02640
OG0001080	Prbm.g_01965	Prbj.g_02639
OG0001081	Prbm.g_01975	Prbj.g_01027
OG0001082	Prbm.g_01974	Prbj.g_01028
OG0001083	Prbm.g_01970	Prbj.g_01032
OG0001084	Prbm.g_01972	Prbj.g_01030
