Orthogroup	Prbm	Prar
OG0000541	Prbm.g_00646	Prar.g_01445
OG0000542	Prbm.g_00647	Prar.g_01446
OG0000543	Prbm.g_00648	Prar.g_01447
OG0000544	Prbm.g_00649	Prar.g_01448
OG0000545	Prbm.g_00652	Prar.g_01451
OG0000546	Prbm.g_00653	Prar.g_01452
OG0000547	Prbm.g_00654	Prar.g_01454
OG0000548	Prbm.g_00656	Prar.g_01455
OG0000549	Prbm.g_00657	Prar.g_01456
OG0000550	Prbm.g_00658	Prar.g_01457
OG0000551	Prbm.g_00659	Prar.g_01458
OG0000552	Prbm.g_00660	Prar.g_01459
OG0000553	Prbm.g_00661	Prar.g_01460
OG0000554	Prbm.g_00662	Prar.g_01461
OG0000555	Prbm.g_00663	Prar.g_01462
OG0000556	Prbm.g_00664	Prar.g_01463
OG0000557	Prbm.g_00665	Prar.g_01464
OG0000558	Prbm.g_00666	Prar.g_01465
OG0000559	Prbm.g_00667	Prar.g_01466
OG0000560	Prbm.g_00669	Prar.g_01468
OG0000561	Prbm.g_00670	Prar.g_01469
OG0000562	Prbm.g_00671	Prar.g_01470
OG0000563	Prbm.g_00672	Prar.g_01471
OG0000564	Prbm.g_00673	Prar.g_01472
OG0000565	Prbm.g_00674	Prar.g_01473
OG0000566	Prbm.g_00675	Prar.g_01474
OG0000567	Prbm.g_00676	Prar.g_01475
OG0000568	Prbm.g_00677	Prar.g_01476
OG0000569	Prbm.g_00678	Prar.g_01477
OG0000570	Prbm.g_00679	Prar.g_01478
OG0000571	Prbm.g_00680	Prar.g_01479
OG0000572	Prbm.g_00681	Prar.g_01480
OG0000573	Prbm.g_00684	Prar.g_01483
OG0000574	Prbm.g_00685	Prar.g_01484
OG0000575	Prbm.g_00686	Prar.g_01485
OG0000576	Prbm.g_00687	Prar.g_01486
OG0000577	Prbm.g_00688	Prar.g_01487
OG0000578	Prbm.g_00689	Prar.g_01488
OG0000579	Prbm.g_00690	Prar.g_01489
OG0000580	Prbm.g_00691	Prar.g_01490
OG0000581	Prbm.g_00692	Prar.g_01491
OG0000582	Prbm.g_00693	Prar.g_01492
OG0000583	Prbm.g_00694	Prar.g_01493
OG0000584	Prbm.g_00696	Prar.g_01494
OG0000585	Prbm.g_00697	Prar.g_01495
OG0000586	Prbm.g_00699	Prar.g_01497
OG0000587	Prbm.g_00700	Prar.g_01498
OG0000588	Prbm.g_00703	Prar.g_01500
OG0000589	Prbm.g_00704	Prar.g_01501
OG0000590	Prbm.g_00706	Prar.g_01503
OG0000591	Prbm.g_00713	Prar.g_01509
OG0000592	Prbm.g_00714	Prar.g_01510
OG0000593	Prbm.g_00716	Prar.g_01511
OG0000594	Prbm.g_00719	Prar.g_01513
OG0000595	Prbm.g_00720	Prar.g_01514
OG0000596	Prbm.g_00722	Prar.g_01515
OG0000597	Prbm.g_00724	Prar.g_01517
OG0000598	Prbm.g_00725	Prar.g_01518
OG0000599	Prbm.g_00726	Prar.g_01519
OG0000600	Prbm.g_00727	Prar.g_01520
OG0000601	Prbm.g_00730	Prar.g_01522
OG0000602	Prbm.g_00731	Prar.g_01523
OG0000603	Prbm.g_00732	Prar.g_01524
OG0000604	Prbm.g_01483	Prar.g_01525
OG0000605	Prbm.g_00733	Prar.g_01526
OG0000606	Prbm.g_00734	Prar.g_01527
OG0000607	Prbm.g_00736	Prar.g_01529
OG0000608	Prbm.g_00737	Prar.g_01530
OG0000609	Prbm.g_02220	Prar.g_01534
OG0000610	Prbm.g_01326	Prar.g_01535
OG0000611	Prbm.g_00743	Prar.g_01600
OG0000612	Prbm.g_00744	Prar.g_01601
OG0000613	Prbm.g_00745	Prar.g_01602
OG0000614	Prbm.g_00746	Prar.g_01603
OG0000615	Prbm.g_00748	Prar.g_01605
OG0000616	Prbm.g_00749	Prar.g_01606
OG0000617	Prbm.g_00750	Prar.g_01607
OG0000618	Prbm.g_00751	Prar.g_01608
OG0000619	Prbm.g_00752	Prar.g_01609
OG0000620	Prbm.g_00753	Prar.g_01610
OG0000621	Prbm.g_00754	Prar.g_01611
OG0000622	Prbm.g_00755	Prar.g_01612
OG0000623	Prbm.g_00756	Prar.g_01613
OG0000624	Prbm.g_00758	Prar.g_01614
OG0000625	Prbm.g_00759	Prar.g_01615
OG0000626	Prbm.g_00760	Prar.g_01616
OG0000627	Prbm.g_00762	Prar.g_01617
OG0000628	Prbm.g_00763	Prar.g_01618
OG0000629	Prbm.g_00764	Prar.g_01619
OG0000630	Prbm.g_00765	Prar.g_01620
OG0000631	Prbm.g_00767	Prar.g_01622
OG0000632	Prbm.g_01151	Prar.g_01634
OG0000633	Prbm.g_00111	Prar.g_01638
OG0000634	Prbm.g_01094	Prar.g_01651
OG0000635	Prbm.g_00980	Prar.g_01652
OG0000636	Prbm.g_00979	Prar.g_01653
OG0000637	Prbm.g_00978	Prar.g_01654
OG0000638	Prbm.g_00395	Prar.g_01661
OG0000639	Prbm.g_00955	Prar.g_01670
OG0000640	Prbm.g_00957	Prar.g_01672
OG0000641	Prbm.g_00959	Prar.g_01675
OG0000642	Prbm.g_00960	Prar.g_01676
OG0000643	Prbm.g_00961	Prar.g_01677
OG0000644	Prbm.g_00808	Prar.g_01678
OG0000645	Prbm.g_00809	Prar.g_01679
OG0000646	Prbm.g_00810	Prar.g_01680
OG0000647	Prbm.g_00811	Prar.g_01681
OG0000648	Prbm.g_00813	Prar.g_01683
OG0000649	Prbm.g_00814	Prar.g_01684
OG0000650	Prbm.g_00815	Prar.g_01685
OG0000651	Prbm.g_00816	Prar.g_01686
OG0000652	Prbm.g_00817	Prar.g_01687
OG0000653	Prbm.g_00818	Prar.g_01688
OG0000654	Prbm.g_00820	Prar.g_01690
OG0000655	Prbm.g_00822	Prar.g_01692
OG0000656	Prbm.g_00823	Prar.g_01693
OG0000657	Prbm.g_00824	Prar.g_01694
OG0000658	Prbm.g_00825	Prar.g_01695
OG0000659	Prbm.g_00826	Prar.g_01696
OG0000660	Prbm.g_00827	Prar.g_01697
OG0000661	Prbm.g_00829	Prar.g_01698
OG0000662	Prbm.g_00831	Prar.g_01699
OG0000663	Prbm.g_00832	Prar.g_01700
OG0000664	Prbm.g_00833	Prar.g_01701
OG0000665	Prbm.g_00834	Prar.g_01702
OG0000666	Prbm.g_00835	Prar.g_01703
OG0000667	Prbm.g_00836	Prar.g_01704
OG0000668	Prbm.g_00837	Prar.g_01705
OG0000669	Prbm.g_00839	Prar.g_01707
OG0000670	Prbm.g_00840	Prar.g_01708
OG0000671	Prbm.g_00841	Prar.g_01709
OG0000672	Prbm.g_00842	Prar.g_01710
OG0000673	Prbm.g_00843	Prar.g_01711
OG0000674	Prbm.g_00844	Prar.g_01712
OG0000675	Prbm.g_00845	Prar.g_01714
OG0000676	Prbm.g_00846	Prar.g_01715
OG0000677	Prbm.g_00848	Prar.g_01717
OG0000678	Prbm.g_00850	Prar.g_01719
OG0000679	Prbm.g_00852	Prar.g_01720
OG0000680	Prbm.g_00853	Prar.g_01721
OG0000681	Prbm.g_00854	Prar.g_01722
OG0000682	Prbm.g_00855	Prar.g_01723
OG0000683	Prbm.g_00857	Prar.g_01725
OG0000684	Prbm.g_00858	Prar.g_01726
OG0000685	Prbm.g_00859	Prar.g_01727
OG0000686	Prbm.g_00860	Prar.g_01728
OG0000687	Prbm.g_00861	Prar.g_01729
OG0000688	Prbm.g_00862	Prar.g_01730
OG0000689	Prbm.g_00863	Prar.g_01731
OG0000690	Prbm.g_00864	Prar.g_01732
OG0000691	Prbm.g_00865	Prar.g_01733
OG0000692	Prbm.g_00867	Prar.g_01735
OG0000693	Prbm.g_00868	Prar.g_01736
OG0000694	Prbm.g_00869	Prar.g_01737
OG0000695	Prbm.g_00870	Prar.g_01738
OG0000696	Prbm.g_00871	Prar.g_01740
OG0000697	Prbm.g_00873	Prar.g_01742
OG0000698	Prbm.g_00877	Prar.g_01744
OG0000699	Prbm.g_00878	Prar.g_01745
OG0000700	Prbm.g_00911	Prar.g_01759
OG0000701	Prbm.g_00914	Prar.g_01764
OG0000702	Prbm.g_00919	Prar.g_01767
OG0000703	Prbm.g_00921	Prar.g_01768
OG0000704	Prbm.g_00922	Prar.g_01769
OG0000705	Prbm.g_00923	Prar.g_01770
OG0000706	Prbm.g_00924	Prar.g_01771
OG0000707	Prbm.g_00926	Prar.g_01773
OG0000708	Prbm.g_00927	Prar.g_01774
OG0000709	Prbm.g_00929	Prar.g_01776
OG0000710	Prbm.g_00930	Prar.g_01777
OG0000711	Prbm.g_00931	Prar.g_01778
OG0000712	Prbm.g_00932	Prar.g_01779
OG0000713	Prbm.g_00933	Prar.g_01780
OG0000714	Prbm.g_00935	Prar.g_01782
OG0000715	Prbm.g_00936	Prar.g_01783
OG0000716	Prbm.g_00939	Prar.g_01785
OG0000717	Prbm.g_00940	Prar.g_01786
OG0000718	Prbm.g_00941	Prar.g_01787
OG0000719	Prbm.g_00943	Prar.g_01789
OG0000720	Prbm.g_00944	Prar.g_01790
OG0000721	Prbm.g_00946	Prar.g_01792
OG0000722	Prbm.g_00947	Prar.g_01793
OG0000723	Prbm.g_00948	Prar.g_01794
OG0000724	Prbm.g_00793	Prar.g_01795
OG0000725	Prbm.g_00794	Prar.g_01796
OG0000726	Prbm.g_00795	Prar.g_01797
OG0000727	Prbm.g_00796	Prar.g_01798
OG0000728	Prbm.g_00797	Prar.g_01799
OG0000729	Prbm.g_00798	Prar.g_01800
OG0000730	Prbm.g_00799	Prar.g_01801
OG0000731	Prbm.g_00800	Prar.g_01802
OG0000732	Prbm.g_00801	Prar.g_01803
OG0000733	Prbm.g_00802	Prar.g_01804
OG0000734	Prbm.g_00803	Prar.g_01805
OG0000735	Prbm.g_00805	Prar.g_01807
OG0000736	Prbm.g_00806	Prar.g_01808
OG0000737	Prbm.g_00807	Prar.g_01809
OG0000738	Prbm.g_00962	Prar.g_01810
OG0000739	Prbm.g_00963	Prar.g_01811
OG0000740	Prbm.g_00964	Prar.g_01812
OG0000741	Prbm.g_00965	Prar.g_01813
OG0000742	Prbm.g_00967	Prar.g_01815
OG0000743	Prbm.g_00968	Prar.g_01816
OG0000744	Prbm.g_00969	Prar.g_01817
OG0000745	Prbm.g_00970	Prar.g_01818
OG0000746	Prbm.g_00971	Prar.g_01819
OG0000747	Prbm.g_00972	Prar.g_01820
OG0000748	Prbm.g_00973	Prar.g_01821
OG0000749	Prbm.g_00974	Prar.g_01822
OG0000750	Prbm.g_00975	Prar.g_01823
OG0000751	Prbm.g_00976	Prar.g_01824
OG0000752	Prbm.g_00889	Prar.g_01825
OG0000753	Prbm.g_00981	Prar.g_01827
OG0000754	Prbm.g_00982	Prar.g_01828
OG0000755	Prbm.g_00983	Prar.g_01829
OG0000756	Prbm.g_00985	Prar.g_01830
OG0000757	Prbm.g_00986	Prar.g_01831
OG0000758	Prbm.g_00987	Prar.g_01832
OG0000759	Prbm.g_00989	Prar.g_01834
OG0000760	Prbm.g_00990	Prar.g_01835
OG0000761	Prbm.g_00991	Prar.g_01836
OG0000762	Prbm.g_00993	Prar.g_01838
OG0000763	Prbm.g_00994	Prar.g_01839
OG0000764	Prbm.g_00995	Prar.g_01840
OG0000765	Prbm.g_00996	Prar.g_01841
OG0000766	Prbm.g_00997	Prar.g_01842
OG0000767	Prbm.g_00999	Prar.g_01844
OG0000768	Prbm.g_01000	Prar.g_01845
OG0000769	Prbm.g_01001	Prar.g_01846
OG0000770	Prbm.g_01002	Prar.g_01847
OG0000771	Prbm.g_01003	Prar.g_01848
OG0000772	Prbm.g_00102	Prar.g_01849
OG0000773	Prbm.g_01004	Prar.g_01850
OG0000774	Prbm.g_01005	Prar.g_01851
OG0000775	Prbm.g_01006	Prar.g_01852
OG0000776	Prbm.g_01007	Prar.g_01853
OG0000777	Prbm.g_01009	Prar.g_01855
OG0000778	Prbm.g_01010	Prar.g_01856
OG0000779	Prbm.g_01011	Prar.g_01857
OG0000780	Prbm.g_01013	Prar.g_01859
OG0000781	Prbm.g_01014	Prar.g_01861
OG0000782	Prbm.g_01015	Prar.g_01862
OG0000783	Prbm.g_01031	Prar.g_01873
OG0000784	Prbm.g_01032	Prar.g_01875
OG0000785	Prbm.g_01033	Prar.g_01876
OG0000786	Prbm.g_01034	Prar.g_01877
OG0000787	Prbm.g_01035	Prar.g_01878
OG0000788	Prbm.g_01039	Prar.g_01882
OG0000789	Prbm.g_01042	Prar.g_01884
OG0000790	Prbm.g_00888	Prar.g_01885
OG0000791	Prbm.g_01043	Prar.g_01886
OG0000792	Prbm.g_01044	Prar.g_01887
OG0000793	Prbm.g_01045	Prar.g_01888
OG0000794	Prbm.g_01048	Prar.g_01890
OG0000795	Prbm.g_01052	Prar.g_01893
OG0000796	Prbm.g_01053	Prar.g_01894
OG0000797	Prbm.g_01056	Prar.g_01896
OG0000798	Prbm.g_01057	Prar.g_01897
OG0000799	Prbm.g_01058	Prar.g_01898
OG0000800	Prbm.g_01059	Prar.g_01899
OG0000801	Prbm.g_01062	Prar.g_01902
OG0000802	Prbm.g_01063	Prar.g_01903
OG0000803	Prbm.g_00887	Prar.g_01905
OG0000804	Prbm.g_00886	Prar.g_01906
OG0000805	Prbm.g_00885	Prar.g_01907
OG0000806	Prbm.g_00883	Prar.g_01909
OG0000807	Prbm.g_00894	Prar.g_01935
OG0000808	Prbm.g_01103	Prar.g_01944
OG0000809	Prbm.g_01085	Prar.g_01947
OG0000810	Prbm.g_01806	Prar.g_01948
OG0000811	Prbm.g_02104	Prar.g_01955
OG0000812	Prbm.g_00398	Prar.g_01324
OG0000813	Prbm.g_00406	Prar.g_01320
OG0000814	Prbm.g_01803	Prar.g_01318
OG0000815	Prbm.g_01079	Prar.g_01309
OG0000816	Prbm.g_01911	Prar.g_01295
OG0000817	Prbm.g_01912	Prar.g_01294
OG0000818	Prbm.g_01123	Prar.g_01289
OG0000819	Prbm.g_01571	Prar.g_01282
OG0000820	Prbm.g_01565	Prar.g_01278
OG0000821	Prbm.g_01563	Prar.g_01276
OG0000822	Prbm.g_01562	Prar.g_01275
OG0000823	Prbm.g_01561	Prar.g_01274
OG0000824	Prbm.g_01560	Prar.g_01273
OG0000825	Prbm.g_01559	Prar.g_01272
OG0000826	Prbm.g_01558	Prar.g_01271
OG0000827	Prbm.g_01557	Prar.g_01270
OG0000828	Prbm.g_01556	Prar.g_01269
OG0000829	Prbm.g_01555	Prar.g_01268
OG0000830	Prbm.g_01553	Prar.g_01267
OG0000831	Prbm.g_01550	Prar.g_01264
OG0000832	Prbm.g_01548	Prar.g_01262
OG0000833	Prbm.g_01547	Prar.g_01261
OG0000834	Prbm.g_01545	Prar.g_01260
OG0000835	Prbm.g_01544	Prar.g_01259
OG0000836	Prbm.g_01543	Prar.g_01258
OG0000837	Prbm.g_01540	Prar.g_01256
OG0000838	Prbm.g_01539	Prar.g_01255
OG0000839	Prbm.g_01538	Prar.g_01254
OG0000840	Prbm.g_01537	Prar.g_01253
OG0000841	Prbm.g_01536	Prar.g_01252
OG0000842	Prbm.g_01534	Prar.g_01251
OG0000843	Prbm.g_01533	Prar.g_01250
OG0000844	Prbm.g_01532	Prar.g_01249
OG0000845	Prbm.g_01531	Prar.g_01248
OG0000846	Prbm.g_01529	Prar.g_01245
OG0000847	Prbm.g_01527	Prar.g_01243
OG0000848	Prbm.g_01525	Prar.g_01242
OG0000849	Prbm.g_01524	Prar.g_01241
OG0000850	Prbm.g_01523	Prar.g_01240
OG0000851	Prbm.g_01520	Prar.g_01239
OG0000852	Prbm.g_01518	Prar.g_01237
OG0000853	Prbm.g_01516	Prar.g_01236
OG0000854	Prbm.g_01514	Prar.g_01234
OG0000855	Prbm.g_01513	Prar.g_01233
OG0000856	Prbm.g_01512	Prar.g_01232
OG0000857	Prbm.g_01511	Prar.g_01231
OG0000858	Prbm.g_01510	Prar.g_01230
OG0000859	Prbm.g_01509	Prar.g_01229
OG0000860	Prbm.g_01508	Prar.g_01228
OG0000861	Prbm.g_01507	Prar.g_01227
OG0000862	Prbm.g_01506	Prar.g_01226
OG0000863	Prbm.g_01505	Prar.g_01225
OG0000864	Prbm.g_01504	Prar.g_01224
OG0000865	Prbm.g_01503	Prar.g_01223
OG0000866	Prbm.g_01502	Prar.g_01222
OG0000867	Prbm.g_01501	Prar.g_01221
OG0000868	Prbm.g_01500	Prar.g_01220
OG0000869	Prbm.g_01498	Prar.g_01218
OG0000870	Prbm.g_01497	Prar.g_01217
OG0000871	Prbm.g_01496	Prar.g_01215
OG0000872	Prbm.g_01495	Prar.g_01214
OG0000873	Prbm.g_01494	Prar.g_01212
OG0000874	Prbm.g_01493	Prar.g_01211
OG0000875	Prbm.g_01492	Prar.g_01210
OG0000876	Prbm.g_01491	Prar.g_01209
OG0000877	Prbm.g_01490	Prar.g_01207
OG0000878	Prbm.g_01356	Prar.g_00976
OG0000879	Prbm.g_01600	Prar.g_00966
OG0000880	Prbm.g_01601	Prar.g_00965
OG0000881	Prbm.g_01602	Prar.g_00964
OG0000882	Prbm.g_01603	Prar.g_00963
OG0000883	Prbm.g_01605	Prar.g_00962
OG0000884	Prbm.g_01606	Prar.g_00960
OG0000885	Prbm.g_01607	Prar.g_00959
OG0000886	Prbm.g_01608	Prar.g_00958
OG0000887	Prbm.g_01609	Prar.g_00957
OG0000888	Prbm.g_01610	Prar.g_00956
OG0000889	Prbm.g_01613	Prar.g_00953
OG0000890	Prbm.g_01614	Prar.g_00952
OG0000891	Prbm.g_01615	Prar.g_00951
OG0000892	Prbm.g_01616	Prar.g_00949
OG0000893	Prbm.g_01617	Prar.g_00948
OG0000894	Prbm.g_01618	Prar.g_00947
OG0000895	Prbm.g_01619	Prar.g_00946
OG0000896	Prbm.g_01620	Prar.g_00945
OG0000897	Prbm.g_01621	Prar.g_00944
OG0000898	Prbm.g_01624	Prar.g_00942
OG0000899	Prbm.g_01625	Prar.g_00941
OG0000900	Prbm.g_01630	Prar.g_00929
OG0000901	Prbm.g_01634	Prar.g_00925
OG0000902	Prbm.g_00777	Prar.g_00924
OG0000903	Prbm.g_01573	Prar.g_00923
OG0000904	Prbm.g_01051	Prar.g_00921
OG0000905	Prbm.g_01812	Prar.g_00919
OG0000906	Prbm.g_01658	Prar.g_00917
OG0000907	Prbm.g_00875	Prar.g_00916
OG0000908	Prbm.g_01176	Prar.g_00913
OG0000909	Prbm.g_01662	Prar.g_00909
OG0000910	Prbm.g_01663	Prar.g_00908
OG0000911	Prbm.g_01664	Prar.g_00907
OG0000912	Prbm.g_01665	Prar.g_00906
OG0000913	Prbm.g_01666	Prar.g_00905
OG0000914	Prbm.g_01667	Prar.g_00904
OG0000915	Prbm.g_01668	Prar.g_00903
OG0000916	Prbm.g_01669	Prar.g_00902
OG0000917	Prbm.g_01670	Prar.g_00901
OG0000918	Prbm.g_01671	Prar.g_00900
OG0000919	Prbm.g_01672	Prar.g_00899
OG0000920	Prbm.g_01673	Prar.g_00898
OG0000921	Prbm.g_01674	Prar.g_00897
OG0000922	Prbm.g_01675	Prar.g_00896
OG0000923	Prbm.g_01676	Prar.g_00895
OG0000924	Prbm.g_01677	Prar.g_00894
OG0000925	Prbm.g_01678	Prar.g_00893
OG0000926	Prbm.g_02077	Prar.g_00375
OG0000927	Prbm.g_01691	Prar.g_00357
OG0000928	Prbm.g_01692	Prar.g_00356
OG0000929	Prbm.g_01693	Prar.g_00355
OG0000930	Prbm.g_01694	Prar.g_00354
OG0000931	Prbm.g_01695	Prar.g_00353
OG0000932	Prbm.g_01697	Prar.g_00351
OG0000933	Prbm.g_01698	Prar.g_00350
OG0000934	Prbm.g_01699	Prar.g_00349
OG0000935	Prbm.g_01700	Prar.g_00348
OG0000936	Prbm.g_01701	Prar.g_00347
OG0000937	Prbm.g_01702	Prar.g_00346
OG0000938	Prbm.g_01703	Prar.g_00345
OG0000939	Prbm.g_01704	Prar.g_00344
OG0000940	Prbm.g_01706	Prar.g_00343
OG0000941	Prbm.g_01708	Prar.g_00341
OG0000942	Prbm.g_01709	Prar.g_00340
OG0000943	Prbm.g_01712	Prar.g_00337
OG0000944	Prbm.g_01713	Prar.g_00336
OG0000945	Prbm.g_01714	Prar.g_00335
OG0000946	Prbm.g_01715	Prar.g_00842
OG0000947	Prbm.g_01716	Prar.g_00841
OG0000948	Prbm.g_01717	Prar.g_00840
OG0000949	Prbm.g_01718	Prar.g_00839
OG0000950	Prbm.g_01719	Prar.g_00838
OG0000951	Prbm.g_01720	Prar.g_00837
OG0000952	Prbm.g_01721	Prar.g_00836
OG0000953	Prbm.g_01722	Prar.g_00835
OG0000954	Prbm.g_01723	Prar.g_00834
OG0000955	Prbm.g_01724	Prar.g_00833
OG0000956	Prbm.g_01725	Prar.g_00832
OG0000957	Prbm.g_00487	Prar.g_00831
OG0000958	Prbm.g_01726	Prar.g_00830
OG0000959	Prbm.g_01727	Prar.g_00829
OG0000960	Prbm.g_01728	Prar.g_00828
OG0000961	Prbm.g_01731	Prar.g_00824
OG0000962	Prbm.g_01732	Prar.g_00823
OG0000963	Prbm.g_01733	Prar.g_00822
OG0000964	Prbm.g_01735	Prar.g_00820
OG0000965	Prbm.g_01736	Prar.g_00819
OG0000966	Prbm.g_01737	Prar.g_00818
OG0000967	Prbm.g_01738	Prar.g_00817
OG0000968	Prbm.g_01739	Prar.g_00816
OG0000969	Prbm.g_01740	Prar.g_00815
OG0000970	Prbm.g_01741	Prar.g_00814
OG0000971	Prbm.g_01742	Prar.g_00813
OG0000972	Prbm.g_01743	Prar.g_00812
OG0000973	Prbm.g_01744	Prar.g_00811
OG0000974	Prbm.g_01746	Prar.g_00809
OG0000975	Prbm.g_01752	Prar.g_00806
OG0000976	Prbm.g_01755	Prar.g_00804
OG0000977	Prbm.g_01756	Prar.g_00803
OG0000978	Prbm.g_01757	Prar.g_00802
OG0000979	Prbm.g_01759	Prar.g_00800
OG0000980	Prbm.g_01760	Prar.g_00799
OG0000981	Prbm.g_01761	Prar.g_00798
OG0000982	Prbm.g_01762	Prar.g_00797
OG0000983	Prbm.g_01764	Prar.g_00795
OG0000984	Prbm.g_01765	Prar.g_00794
OG0000985	Prbm.g_01766	Prar.g_00793
OG0000986	Prbm.g_01768	Prar.g_00792
OG0000987	Prbm.g_01769	Prar.g_00791
OG0000988	Prbm.g_01770	Prar.g_00790
OG0000989	Prbm.g_01771	Prar.g_00789
OG0000990	Prbm.g_01772	Prar.g_00788
OG0000991	Prbm.g_01773	Prar.g_00787
OG0000992	Prbm.g_01774	Prar.g_00786
OG0000993	Prbm.g_01775	Prar.g_00785
OG0000994	Prbm.g_01776	Prar.g_00784
OG0000995	Prbm.g_01777	Prar.g_00783
OG0000996	Prbm.g_01778	Prar.g_00782
OG0000997	Prbm.g_01779	Prar.g_00781
OG0000998	Prbm.g_01780	Prar.g_00780
OG0000999	Prbm.g_01781	Prar.g_00779
OG0001000	Prbm.g_01782	Prar.g_00778
OG0001001	Prbm.g_01784	Prar.g_00776
OG0001002	Prbm.g_01785	Prar.g_00775
OG0001003	Prbm.g_01786	Prar.g_00774
OG0001004	Prbm.g_01787	Prar.g_00773
OG0001005	Prbm.g_01789	Prar.g_00772
OG0001006	Prbm.g_01790	Prar.g_00771
OG0001007	Prbm.g_01791	Prar.g_00770
OG0001008	Prbm.g_01793	Prar.g_00768
OG0001009	Prbm.g_01794	Prar.g_00767
OG0001010	Prbm.g_01586	Prar.g_00760
OG0001011	Prbm.g_01685	Prar.g_00753
OG0001012	Prbm.g_00830	Prar.g_00725
OG0001013	Prbm.g_01835	Prar.g_01149
OG0001014	Prbm.g_01836	Prar.g_01148
OG0001015	Prbm.g_01842	Prar.g_01142
OG0001016	Prbm.g_01843	Prar.g_01141
OG0001017	Prbm.g_01844	Prar.g_01140
OG0001018	Prbm.g_01845	Prar.g_01139
OG0001019	Prbm.g_01846	Prar.g_01137
OG0001020	Prbm.g_01847	Prar.g_01136
OG0001021	Prbm.g_01848	Prar.g_01135
OG0001022	Prbm.g_01849	Prar.g_01134
OG0001023	Prbm.g_01850	Prar.g_01133
OG0001024	Prbm.g_01851	Prar.g_01132
OG0001025	Prbm.g_01852	Prar.g_01131
OG0001026	Prbm.g_01853	Prar.g_01129
OG0001027	Prbm.g_01854	Prar.g_01128
OG0001028	Prbm.g_01855	Prar.g_01127
OG0001029	Prbm.g_01856	Prar.g_01126
OG0001030	Prbm.g_01857	Prar.g_01125
OG0001031	Prbm.g_01858	Prar.g_01124
OG0001032	Prbm.g_01859	Prar.g_01123
OG0001033	Prbm.g_01860	Prar.g_01122
OG0001034	Prbm.g_01861	Prar.g_01121
OG0001035	Prbm.g_01863	Prar.g_01964
OG0001036	Prbm.g_01864	Prar.g_01965
OG0001037	Prbm.g_01865	Prar.g_01966
OG0001038	Prbm.g_01866	Prar.g_01967
OG0001039	Prbm.g_01867	Prar.g_01968
OG0001040	Prbm.g_01869	Prar.g_01969
OG0001041	Prbm.g_01870	Prar.g_01970
OG0001042	Prbm.g_01871	Prar.g_01971
OG0001043	Prbm.g_01872	Prar.g_01963
OG0001044	Prbm.g_01873	Prar.g_01962
OG0001045	Prbm.g_01874	Prar.g_01961
OG0001046	Prbm.g_01875	Prar.g_01960
OG0001047	Prbm.g_01877	Prar.g_01957
OG0001048	Prbm.g_01879	Prar.g_00596
OG0001049	Prbm.g_01880	Prar.g_00597
OG0001050	Prbm.g_01881	Prar.g_00598
OG0001051	Prbm.g_01882	Prar.g_00599
OG0001052	Prbm.g_01883	Prar.g_00600
OG0001053	Prbm.g_01885	Prar.g_00601
OG0001054	Prbm.g_01887	Prar.g_00603
OG0001055	Prbm.g_01888	Prar.g_00604
OG0001056	Prbm.g_01889	Prar.g_00605
OG0001057	Prbm.g_01890	Prar.g_00606
OG0001058	Prbm.g_01891	Prar.g_00607
OG0001059	Prbm.g_01892	Prar.g_00608
OG0001060	Prbm.g_01893	Prar.g_00609
OG0001061	Prbm.g_01894	Prar.g_00610
OG0001062	Prbm.g_01895	Prar.g_00611
OG0001063	Prbm.g_01896	Prar.g_00612
OG0001064	Prbm.g_01898	Prar.g_01119
OG0001065	Prbm.g_01948	Prar.g_01114
OG0001066	Prbm.g_01950	Prar.g_01113
OG0001067	Prbm.g_01951	Prar.g_01112
OG0001068	Prbm.g_01953	Prar.g_01110
OG0001069	Prbm.g_01954	Prar.g_01109
OG0001070	Prbm.g_01955	Prar.g_01108
OG0001071	Prbm.g_01956	Prar.g_01107
OG0001072	Prbm.g_01957	Prar.g_01106
OG0001073	Prbm.g_01958	Prar.g_01105
OG0001074	Prbm.g_01959	Prar.g_01104
OG0001075	Prbm.g_01960	Prar.g_01103
OG0001076	Prbm.g_01961	Prar.g_01102
OG0001077	Prbm.g_01962	Prar.g_01101
OG0001078	Prbm.g_01963	Prar.g_01100
OG0001079	Prbm.g_01964	Prar.g_01099
OG0001080	Prbm.g_01965	Prar.g_01098
OG0001081	Prbm.g_01975	Prar.g_01095
OG0001082	Prbm.g_01974	Prar.g_01094
OG0001083	Prbm.g_01970	Prar.g_01093
OG0001084	Prbm.g_01972	Prar.g_01091
OG0001085	Prbm.g_01973	Prar.g_01090
OG0001086	Prbm.g_01968	Prar.g_01089
OG0001087	Prbm.g_01967	Prar.g_01088
OG0001088	Prbm.g_01966	Prar.g_01087
OG0001089	Prbm.g_01990	Prar.g_01069
OG0001090	Prbm.g_01992	Prar.g_01067
OG0001091	Prbm.g_01993	Prar.g_01066
OG0001092	Prbm.g_01994	Prar.g_01065
OG0001093	Prbm.g_01995	Prar.g_01064
OG0001094	Prbm.g_01996	Prar.g_01063
OG0001095	Prbm.g_01997	Prar.g_01062
OG0001096	Prbm.g_01998	Prar.g_01061
OG0001097	Prbm.g_01999	Prar.g_01060
OG0001098	Prbm.g_02000	Prar.g_01059
OG0001099	Prbm.g_02001	Prar.g_01058
