Orthogroup	Prbm	Praa
OG0000546	Prbm.g_00653	Praa.g_00622
OG0000547	Prbm.g_00654	Praa.g_00624
OG0000548	Prbm.g_00656	Praa.g_00625
OG0000549	Prbm.g_00657	Praa.g_00626
OG0000550	Prbm.g_00658	Praa.g_00627
OG0000551	Prbm.g_00659	Praa.g_00628
OG0000552	Prbm.g_00660	Praa.g_00629
OG0000553	Prbm.g_00661	Praa.g_00630
OG0000554	Prbm.g_00662	Praa.g_00631
OG0000555	Prbm.g_00663	Praa.g_00632
OG0000556	Prbm.g_00664	Praa.g_00633
OG0000557	Prbm.g_00665	Praa.g_00634
OG0000558	Prbm.g_00666	Praa.g_00635
OG0000559	Prbm.g_00667	Praa.g_00636
OG0000560	Prbm.g_00669	Praa.g_00638
OG0000561	Prbm.g_00670	Praa.g_00639
OG0000562	Prbm.g_00671	Praa.g_00640
OG0000563	Prbm.g_00672	Praa.g_00641
OG0000564	Prbm.g_00673	Praa.g_00642
OG0000565	Prbm.g_00674	Praa.g_00643
OG0000566	Prbm.g_00675	Praa.g_00644
OG0000567	Prbm.g_00676	Praa.g_00645
OG0000568	Prbm.g_00677	Praa.g_00646
OG0000569	Prbm.g_00678	Praa.g_00647
OG0000570	Prbm.g_00679	Praa.g_00648
OG0000571	Prbm.g_00680	Praa.g_00649
OG0000572	Prbm.g_00681	Praa.g_00650
OG0000573	Prbm.g_00684	Praa.g_00653
OG0000574	Prbm.g_00685	Praa.g_00654
OG0000575	Prbm.g_00686	Praa.g_00655
OG0000576	Prbm.g_00687	Praa.g_00656
OG0000577	Prbm.g_00688	Praa.g_00657
OG0000578	Prbm.g_00689	Praa.g_00658
OG0000579	Prbm.g_00690	Praa.g_00659
OG0000580	Prbm.g_00691	Praa.g_00660
OG0000581	Prbm.g_00692	Praa.g_00661
OG0000582	Prbm.g_00693	Praa.g_00662
OG0000583	Prbm.g_00694	Praa.g_00663
OG0000584	Prbm.g_00696	Praa.g_00664
OG0000585	Prbm.g_00697	Praa.g_00665
OG0000586	Prbm.g_00699	Praa.g_00667
OG0000587	Prbm.g_00700	Praa.g_00668
OG0000588	Prbm.g_00703	Praa.g_00670
OG0000589	Prbm.g_00704	Praa.g_00671
OG0000590	Prbm.g_00706	Praa.g_00673
OG0000591	Prbm.g_00713	Praa.g_00679
OG0000592	Prbm.g_00714	Praa.g_00680
OG0000593	Prbm.g_00716	Praa.g_00681
OG0000594	Prbm.g_00719	Praa.g_00683
OG0000595	Prbm.g_00720	Praa.g_00684
OG0000596	Prbm.g_00722	Praa.g_00685
OG0000597	Prbm.g_00724	Praa.g_00687
OG0000598	Prbm.g_00725	Praa.g_00688
OG0000599	Prbm.g_00726	Praa.g_00689
OG0000600	Prbm.g_00727	Praa.g_00690
OG0000601	Prbm.g_00730	Praa.g_00692
OG0000602	Prbm.g_00731	Praa.g_00693
OG0000603	Prbm.g_00732	Praa.g_00694
OG0000604	Prbm.g_01483	Praa.g_00695
OG0000605	Prbm.g_00733	Praa.g_00696
OG0000606	Prbm.g_00734	Praa.g_00697
OG0000607	Prbm.g_00736	Praa.g_00699
OG0000608	Prbm.g_00737	Praa.g_00700
OG0000609	Prbm.g_02220	Praa.g_00704
OG0000610	Prbm.g_01326	Praa.g_00705
OG0000611	Prbm.g_00743	Praa.g_00712
OG0000612	Prbm.g_00744	Praa.g_00713
OG0000613	Prbm.g_00745	Praa.g_00714
OG0000614	Prbm.g_00746	Praa.g_00715
OG0000615	Prbm.g_00748	Praa.g_00717
OG0000616	Prbm.g_00749	Praa.g_00718
OG0000617	Prbm.g_00750	Praa.g_00719
OG0000618	Prbm.g_00751	Praa.g_00720
OG0000619	Prbm.g_00752	Praa.g_00721
OG0000620	Prbm.g_00753	Praa.g_00722
OG0000621	Prbm.g_00754	Praa.g_00723
OG0000622	Prbm.g_00755	Praa.g_00724
OG0000623	Prbm.g_00756	Praa.g_00725
OG0000624	Prbm.g_00758	Praa.g_00726
OG0000625	Prbm.g_00759	Praa.g_00727
OG0000626	Prbm.g_00760	Praa.g_00728
OG0000627	Prbm.g_00762	Praa.g_00729
OG0000628	Prbm.g_00763	Praa.g_00730
OG0000629	Prbm.g_00764	Praa.g_00731
OG0000630	Prbm.g_00765	Praa.g_00732
OG0000631	Prbm.g_00767	Praa.g_00734
OG0000632	Prbm.g_01151	Praa.g_00747
OG0000633	Prbm.g_00111	Praa.g_00751
OG0000634	Prbm.g_01094	Praa.g_00764
OG0000635	Prbm.g_00980	Praa.g_00766
OG0000636	Prbm.g_00979	Praa.g_00767
OG0000637	Prbm.g_00978	Praa.g_00768
OG0000638	Prbm.g_00395	Praa.g_00780
OG0000639	Prbm.g_00955	Praa.g_00789
OG0000640	Prbm.g_00957	Praa.g_00791
OG0000641	Prbm.g_00959	Praa.g_00794
OG0000642	Prbm.g_00960	Praa.g_00795
OG0000643	Prbm.g_00961	Praa.g_00796
OG0000644	Prbm.g_00808	Praa.g_00797
OG0000645	Prbm.g_00809	Praa.g_00798
OG0000646	Prbm.g_00810	Praa.g_00799
OG0000647	Prbm.g_00811	Praa.g_00800
OG0000648	Prbm.g_00813	Praa.g_00802
OG0000649	Prbm.g_00814	Praa.g_00803
OG0000650	Prbm.g_00815	Praa.g_00804
OG0000651	Prbm.g_00816	Praa.g_00805
OG0000652	Prbm.g_00817	Praa.g_00806
OG0000653	Prbm.g_00818	Praa.g_00807
OG0000654	Prbm.g_00820	Praa.g_00809
OG0000655	Prbm.g_00822	Praa.g_00812
OG0000656	Prbm.g_00823	Praa.g_00813
OG0000657	Prbm.g_00824	Praa.g_00814
OG0000658	Prbm.g_00825	Praa.g_00815
OG0000659	Prbm.g_00826	Praa.g_00816
OG0000660	Prbm.g_00827	Praa.g_00817
OG0000661	Prbm.g_00829	Praa.g_00818
OG0000662	Prbm.g_00831	Praa.g_00819
OG0000663	Prbm.g_00832	Praa.g_00820
OG0000664	Prbm.g_00833	Praa.g_00821
OG0000665	Prbm.g_00834	Praa.g_00822
OG0000666	Prbm.g_00835	Praa.g_00823
OG0000667	Prbm.g_00836	Praa.g_00824
OG0000668	Prbm.g_00837	Praa.g_00825
OG0000669	Prbm.g_00839	Praa.g_00827
OG0000670	Prbm.g_00840	Praa.g_00828
OG0000671	Prbm.g_00841	Praa.g_00829
OG0000672	Prbm.g_00842	Praa.g_00830
OG0000673	Prbm.g_00843	Praa.g_00831
OG0000674	Prbm.g_00844	Praa.g_00832
OG0000675	Prbm.g_00845	Praa.g_00834
OG0000676	Prbm.g_00846	Praa.g_00835
OG0000677	Prbm.g_00848	Praa.g_00838
OG0000678	Prbm.g_00850	Praa.g_00840
OG0000679	Prbm.g_00852	Praa.g_00841
OG0000680	Prbm.g_00853	Praa.g_00842
OG0000681	Prbm.g_00854	Praa.g_00843
OG0000682	Prbm.g_00855	Praa.g_00844
OG0000683	Prbm.g_00857	Praa.g_00846
OG0000684	Prbm.g_00858	Praa.g_00847
OG0000685	Prbm.g_00859	Praa.g_00848
OG0000686	Prbm.g_00860	Praa.g_00849
OG0000687	Prbm.g_00861	Praa.g_00850
OG0000688	Prbm.g_00862	Praa.g_00851
OG0000689	Prbm.g_00863	Praa.g_00852
OG0000690	Prbm.g_00864	Praa.g_00853
OG0000691	Prbm.g_00865	Praa.g_00854
OG0000692	Prbm.g_00867	Praa.g_00856
OG0000693	Prbm.g_00868	Praa.g_00857
OG0000694	Prbm.g_00869	Praa.g_00858
OG0000695	Prbm.g_00870	Praa.g_00859
OG0000696	Prbm.g_00871	Praa.g_00860
OG0000697	Prbm.g_00873	Praa.g_00862
OG0000698	Prbm.g_00877	Praa.g_00864
OG0000699	Prbm.g_00878	Praa.g_00865
OG0000700	Prbm.g_00911	Praa.g_00892
OG0000701	Prbm.g_00914	Praa.g_00896
OG0000702	Prbm.g_00919	Praa.g_00899
OG0000703	Prbm.g_00921	Praa.g_00900
OG0000704	Prbm.g_00922	Praa.g_00901
OG0000705	Prbm.g_00923	Praa.g_00902
OG0000706	Prbm.g_00924	Praa.g_00903
OG0000707	Prbm.g_00926	Praa.g_00904
OG0000708	Prbm.g_00927	Praa.g_00905
OG0000709	Prbm.g_00929	Praa.g_00907
OG0000710	Prbm.g_00930	Praa.g_00908
OG0000711	Prbm.g_00931	Praa.g_00909
OG0000712	Prbm.g_00932	Praa.g_00910
OG0000713	Prbm.g_00933	Praa.g_00911
OG0000714	Prbm.g_00935	Praa.g_00913
OG0000715	Prbm.g_00936	Praa.g_00914
OG0000716	Prbm.g_00939	Praa.g_00916
OG0000717	Prbm.g_00940	Praa.g_00917
OG0000718	Prbm.g_00941	Praa.g_00918
OG0000719	Prbm.g_00943	Praa.g_00920
OG0000720	Prbm.g_00944	Praa.g_00921
OG0000721	Prbm.g_00946	Praa.g_00923
OG0000722	Prbm.g_00947	Praa.g_00924
OG0000723	Prbm.g_00948	Praa.g_00925
OG0000724	Prbm.g_00793	Praa.g_00926
OG0000725	Prbm.g_00794	Praa.g_00927
OG0000726	Prbm.g_00795	Praa.g_00928
OG0000727	Prbm.g_00796	Praa.g_00929
OG0000728	Prbm.g_00797	Praa.g_00930
OG0000729	Prbm.g_00798	Praa.g_00931
OG0000730	Prbm.g_00799	Praa.g_00932
OG0000731	Prbm.g_00800	Praa.g_00933
OG0000732	Prbm.g_00801	Praa.g_00934
OG0000733	Prbm.g_00802	Praa.g_00935
OG0000734	Prbm.g_00803	Praa.g_00936
OG0000735	Prbm.g_00805	Praa.g_00938
OG0000736	Prbm.g_00806	Praa.g_00939
OG0000737	Prbm.g_00807	Praa.g_00940
OG0000738	Prbm.g_00962	Praa.g_00941
OG0000739	Prbm.g_00963	Praa.g_00942
OG0000740	Prbm.g_00964	Praa.g_00943
OG0000741	Prbm.g_00965	Praa.g_00944
OG0000742	Prbm.g_00967	Praa.g_00946
OG0000743	Prbm.g_00968	Praa.g_00947
OG0000744	Prbm.g_00969	Praa.g_00948
OG0000745	Prbm.g_00970	Praa.g_00949
OG0000746	Prbm.g_00971	Praa.g_00950
OG0000747	Prbm.g_00972	Praa.g_00951
OG0000748	Prbm.g_00973	Praa.g_00952
OG0000749	Prbm.g_00974	Praa.g_00953
OG0000750	Prbm.g_00975	Praa.g_00954
OG0000751	Prbm.g_00976	Praa.g_00955
OG0000752	Prbm.g_00889	Praa.g_00956
OG0000753	Prbm.g_00981	Praa.g_00958
OG0000754	Prbm.g_00982	Praa.g_00959
OG0000755	Prbm.g_00983	Praa.g_00960
OG0000756	Prbm.g_00985	Praa.g_00961
OG0000757	Prbm.g_00986	Praa.g_00962
OG0000758	Prbm.g_00987	Praa.g_00963
OG0000759	Prbm.g_00989	Praa.g_00965
OG0000760	Prbm.g_00990	Praa.g_00966
OG0000761	Prbm.g_00991	Praa.g_00967
OG0000762	Prbm.g_00993	Praa.g_00969
OG0000763	Prbm.g_00994	Praa.g_00970
OG0000764	Prbm.g_00995	Praa.g_00971
OG0000765	Prbm.g_00996	Praa.g_00972
OG0000766	Prbm.g_00997	Praa.g_00973
OG0000767	Prbm.g_00999	Praa.g_00975
OG0000768	Prbm.g_01000	Praa.g_00976
OG0000769	Prbm.g_01001	Praa.g_00977
OG0000770	Prbm.g_01002	Praa.g_00978
OG0000771	Prbm.g_01003	Praa.g_00979
OG0000772	Prbm.g_00102	Praa.g_00980
OG0000773	Prbm.g_01004	Praa.g_00981
OG0000774	Prbm.g_01005	Praa.g_00982
OG0000775	Prbm.g_01006	Praa.g_00983
OG0000776	Prbm.g_01007	Praa.g_00985
OG0000777	Prbm.g_01009	Praa.g_00987
OG0000778	Prbm.g_01010	Praa.g_00988
OG0000779	Prbm.g_01011	Praa.g_00989
OG0000780	Prbm.g_01013	Praa.g_00991
OG0000781	Prbm.g_01014	Praa.g_00993
OG0000782	Prbm.g_01015	Praa.g_00994
OG0000783	Prbm.g_01031	Praa.g_01008
OG0000784	Prbm.g_01032	Praa.g_01010
OG0000785	Prbm.g_01033	Praa.g_01011
OG0000786	Prbm.g_01034	Praa.g_01012
OG0000787	Prbm.g_01035	Praa.g_01013
OG0000788	Prbm.g_01039	Praa.g_01017
OG0000789	Prbm.g_01042	Praa.g_01019
OG0000790	Prbm.g_00888	Praa.g_01020
OG0000791	Prbm.g_01043	Praa.g_01021
OG0000792	Prbm.g_01044	Praa.g_01022
OG0000793	Prbm.g_01045	Praa.g_01023
OG0000794	Prbm.g_01048	Praa.g_01025
OG0000795	Prbm.g_01052	Praa.g_01028
OG0000796	Prbm.g_01053	Praa.g_01029
OG0000797	Prbm.g_01056	Praa.g_01031
OG0000798	Prbm.g_01057	Praa.g_01032
OG0000799	Prbm.g_01058	Praa.g_01033
OG0000800	Prbm.g_01059	Praa.g_01034
OG0000801	Prbm.g_01062	Praa.g_01037
OG0000802	Prbm.g_01063	Praa.g_01038
OG0000803	Prbm.g_00887	Praa.g_01040
OG0000804	Prbm.g_00886	Praa.g_01041
OG0000805	Prbm.g_00885	Praa.g_01042
OG0000806	Prbm.g_00883	Praa.g_01044
OG0000807	Prbm.g_00894	Praa.g_01070
OG0000808	Prbm.g_01103	Praa.g_01080
OG0000809	Prbm.g_01085	Praa.g_01083
OG0000810	Prbm.g_01806	Praa.g_01084
OG0000811	Prbm.g_02104	Praa.g_01091
OG0000812	Prbm.g_00398	Praa.g_01095
OG0000813	Prbm.g_00406	Praa.g_01099
OG0000814	Prbm.g_01803	Praa.g_01101
OG0000815	Prbm.g_01079	Praa.g_01115
OG0000816	Prbm.g_01911	Praa.g_01128
OG0000817	Prbm.g_01912	Praa.g_01129
OG0000818	Prbm.g_01123	Praa.g_01134
OG0000819	Prbm.g_01571	Praa.g_01141
OG0000820	Prbm.g_01565	Praa.g_01145
OG0000821	Prbm.g_01563	Praa.g_01147
OG0000822	Prbm.g_01562	Praa.g_01148
OG0000823	Prbm.g_01561	Praa.g_01149
OG0000824	Prbm.g_01560	Praa.g_01150
OG0000825	Prbm.g_01559	Praa.g_01151
OG0000826	Prbm.g_01558	Praa.g_01152
OG0000827	Prbm.g_01557	Praa.g_01153
OG0000828	Prbm.g_01556	Praa.g_01154
OG0000829	Prbm.g_01555	Praa.g_01155
OG0000830	Prbm.g_01553	Praa.g_01156
OG0000831	Prbm.g_01550	Praa.g_01158
OG0000832	Prbm.g_01548	Praa.g_01160
OG0000833	Prbm.g_01547	Praa.g_01161
OG0000834	Prbm.g_01545	Praa.g_01162
OG0000835	Prbm.g_01544	Praa.g_01163
OG0000836	Prbm.g_01543	Praa.g_01164
OG0000837	Prbm.g_01540	Praa.g_01166
OG0000838	Prbm.g_01539	Praa.g_01167
OG0000839	Prbm.g_01538	Praa.g_01168
OG0000840	Prbm.g_01537	Praa.g_01169
OG0000841	Prbm.g_01536	Praa.g_01170
OG0000842	Prbm.g_01534	Praa.g_01171
OG0000843	Prbm.g_01533	Praa.g_01172
OG0000844	Prbm.g_01532	Praa.g_01173
OG0000845	Prbm.g_01531	Praa.g_01174
OG0000846	Prbm.g_01529	Praa.g_01177
OG0000847	Prbm.g_01527	Praa.g_01179
OG0000848	Prbm.g_01525	Praa.g_01180
OG0000849	Prbm.g_01524	Praa.g_01181
OG0000850	Prbm.g_01523	Praa.g_01182
OG0000851	Prbm.g_01520	Praa.g_01183
OG0000852	Prbm.g_01518	Praa.g_01185
OG0000853	Prbm.g_01516	Praa.g_01186
OG0000854	Prbm.g_01514	Praa.g_01188
OG0000855	Prbm.g_01513	Praa.g_01189
OG0000856	Prbm.g_01512	Praa.g_01190
OG0000857	Prbm.g_01511	Praa.g_01191
OG0000858	Prbm.g_01510	Praa.g_01192
OG0000859	Prbm.g_01509	Praa.g_01193
OG0000860	Prbm.g_01508	Praa.g_01194
OG0000861	Prbm.g_01507	Praa.g_01195
OG0000862	Prbm.g_01506	Praa.g_01196
OG0000863	Prbm.g_01505	Praa.g_01197
OG0000864	Prbm.g_01504	Praa.g_01198
OG0000865	Prbm.g_01503	Praa.g_01199
OG0000866	Prbm.g_01502	Praa.g_01200
OG0000867	Prbm.g_01501	Praa.g_01201
OG0000868	Prbm.g_01500	Praa.g_01202
OG0000869	Prbm.g_01498	Praa.g_01204
OG0000870	Prbm.g_01497	Praa.g_01205
OG0000871	Prbm.g_01496	Praa.g_01207
OG0000872	Prbm.g_01495	Praa.g_01208
OG0000873	Prbm.g_01494	Praa.g_01210
OG0000874	Prbm.g_01493	Praa.g_01211
OG0000875	Prbm.g_01492	Praa.g_01212
OG0000876	Prbm.g_01491	Praa.g_01213
OG0000877	Prbm.g_01490	Praa.g_01215
OG0000878	Prbm.g_01356	Praa.g_01290
OG0000879	Prbm.g_01600	Praa.g_01307
OG0000880	Prbm.g_01601	Praa.g_01308
OG0000881	Prbm.g_01602	Praa.g_01309
OG0000882	Prbm.g_01603	Praa.g_01310
OG0000883	Prbm.g_01605	Praa.g_01311
OG0000884	Prbm.g_01606	Praa.g_01313
OG0000885	Prbm.g_01607	Praa.g_01314
OG0000886	Prbm.g_01608	Praa.g_01315
OG0000887	Prbm.g_01609	Praa.g_01316
OG0000888	Prbm.g_01610	Praa.g_01317
OG0000889	Prbm.g_01613	Praa.g_01320
OG0000890	Prbm.g_01614	Praa.g_01321
OG0000891	Prbm.g_01615	Praa.g_01322
OG0000892	Prbm.g_01616	Praa.g_01324
OG0000893	Prbm.g_01617	Praa.g_01325
OG0000894	Prbm.g_01618	Praa.g_01326
OG0000895	Prbm.g_01619	Praa.g_01327
OG0000896	Prbm.g_01620	Praa.g_01328
OG0000897	Prbm.g_01621	Praa.g_01329
OG0000898	Prbm.g_01624	Praa.g_01331
OG0000899	Prbm.g_01625	Praa.g_01332
OG0000900	Prbm.g_01630	Praa.g_01348
OG0000901	Prbm.g_01634	Praa.g_01352
OG0000902	Prbm.g_00777	Praa.g_01353
OG0000903	Prbm.g_01573	Praa.g_01354
OG0000904	Prbm.g_01051	Praa.g_01356
OG0000905	Prbm.g_01812	Praa.g_01358
OG0000906	Prbm.g_01658	Praa.g_01360
OG0000907	Prbm.g_00875	Praa.g_01361
OG0000908	Prbm.g_01176	Praa.g_01364
OG0000909	Prbm.g_01662	Praa.g_01368
OG0000910	Prbm.g_01663	Praa.g_01369
OG0000911	Prbm.g_01664	Praa.g_01370
OG0000912	Prbm.g_01665	Praa.g_01371
OG0000913	Prbm.g_01666	Praa.g_01372
OG0000914	Prbm.g_01667	Praa.g_01373
OG0000915	Prbm.g_01668	Praa.g_01374
OG0000916	Prbm.g_01669	Praa.g_01375
OG0000917	Prbm.g_01670	Praa.g_01376
OG0000918	Prbm.g_01671	Praa.g_01377
OG0000919	Prbm.g_01672	Praa.g_01378
OG0000920	Prbm.g_01673	Praa.g_01379
OG0000921	Prbm.g_01674	Praa.g_01380
OG0000922	Prbm.g_01675	Praa.g_01381
OG0000923	Prbm.g_01676	Praa.g_01382
OG0000924	Prbm.g_01677	Praa.g_01383
OG0000925	Prbm.g_01678	Praa.g_01384
OG0000926	Prbm.g_02077	Praa.g_01395
OG0000927	Prbm.g_01691	Praa.g_01458
OG0000928	Prbm.g_01692	Praa.g_01459
OG0000929	Prbm.g_01693	Praa.g_01460
OG0000930	Prbm.g_01694	Praa.g_01461
OG0000931	Prbm.g_01695	Praa.g_01462
OG0000932	Prbm.g_01697	Praa.g_01464
OG0000933	Prbm.g_01698	Praa.g_01465
OG0000934	Prbm.g_01699	Praa.g_01466
OG0000935	Prbm.g_01700	Praa.g_01467
OG0000936	Prbm.g_01701	Praa.g_01468
OG0000937	Prbm.g_01702	Praa.g_01469
OG0000938	Prbm.g_01703	Praa.g_01470
OG0000939	Prbm.g_01704	Praa.g_01471
OG0000940	Prbm.g_01706	Praa.g_01472
OG0000941	Prbm.g_01708	Praa.g_01474
OG0000942	Prbm.g_01709	Praa.g_01475
OG0000943	Prbm.g_01712	Praa.g_01478
OG0000944	Prbm.g_01713	Praa.g_01479
OG0000945	Prbm.g_01714	Praa.g_01480
OG0000946	Prbm.g_01715	Praa.g_01481
OG0000947	Prbm.g_01716	Praa.g_01482
OG0000948	Prbm.g_01717	Praa.g_01483
OG0000949	Prbm.g_01718	Praa.g_01484
OG0000950	Prbm.g_01719	Praa.g_01485
OG0000951	Prbm.g_01720	Praa.g_01486
OG0000952	Prbm.g_01721	Praa.g_01487
OG0000953	Prbm.g_01722	Praa.g_01488
OG0000954	Prbm.g_01723	Praa.g_01489
OG0000955	Prbm.g_01724	Praa.g_01490
OG0000956	Prbm.g_01725	Praa.g_01491
OG0000957	Prbm.g_00487	Praa.g_01492
OG0000958	Prbm.g_01726	Praa.g_01493
OG0000959	Prbm.g_01727	Praa.g_01494
OG0000960	Prbm.g_01728	Praa.g_01495
OG0000961	Prbm.g_01731	Praa.g_01499
OG0000962	Prbm.g_01732	Praa.g_01500
OG0000963	Prbm.g_01733	Praa.g_01501
OG0000964	Prbm.g_01735	Praa.g_01503
OG0000965	Prbm.g_01736	Praa.g_01504
OG0000966	Prbm.g_01737	Praa.g_01505
OG0000967	Prbm.g_01738	Praa.g_01506
OG0000968	Prbm.g_01739	Praa.g_01507
OG0000969	Prbm.g_01740	Praa.g_01508
OG0000970	Prbm.g_01741	Praa.g_01509
OG0000971	Prbm.g_01742	Praa.g_01510
OG0000972	Prbm.g_01743	Praa.g_01511
OG0000973	Prbm.g_01744	Praa.g_01512
OG0000974	Prbm.g_01746	Praa.g_01514
OG0000975	Prbm.g_01752	Praa.g_01517
OG0000976	Prbm.g_01755	Praa.g_01519
OG0000977	Prbm.g_01756	Praa.g_01520
OG0000978	Prbm.g_01757	Praa.g_01521
OG0000979	Prbm.g_01759	Praa.g_01523
OG0000980	Prbm.g_01760	Praa.g_01524
OG0000981	Prbm.g_01761	Praa.g_01525
OG0000982	Prbm.g_01762	Praa.g_01526
OG0000983	Prbm.g_01764	Praa.g_01528
OG0000984	Prbm.g_01765	Praa.g_01529
OG0000985	Prbm.g_01766	Praa.g_01530
OG0000986	Prbm.g_01768	Praa.g_01531
OG0000987	Prbm.g_01769	Praa.g_01532
OG0000988	Prbm.g_01770	Praa.g_01533
OG0000989	Prbm.g_01771	Praa.g_01534
OG0000990	Prbm.g_01772	Praa.g_01535
OG0000991	Prbm.g_01773	Praa.g_01536
OG0000992	Prbm.g_01774	Praa.g_01537
OG0000993	Prbm.g_01775	Praa.g_01538
OG0000994	Prbm.g_01776	Praa.g_01539
OG0000995	Prbm.g_01777	Praa.g_01541
OG0000996	Prbm.g_01778	Praa.g_01542
OG0000997	Prbm.g_01779	Praa.g_01543
OG0000998	Prbm.g_01780	Praa.g_01544
OG0000999	Prbm.g_01781	Praa.g_01545
OG0001000	Prbm.g_01782	Praa.g_01546
OG0001001	Prbm.g_01784	Praa.g_01548
OG0001002	Prbm.g_01785	Praa.g_01549
OG0001003	Prbm.g_01786	Praa.g_01550
OG0001004	Prbm.g_01787	Praa.g_01551
OG0001005	Prbm.g_01789	Praa.g_01552
OG0001006	Prbm.g_01790	Praa.g_01553
OG0001007	Prbm.g_01791	Praa.g_01554
OG0001008	Prbm.g_01793	Praa.g_01556
OG0001009	Prbm.g_01794	Praa.g_01557
OG0001010	Prbm.g_01586	Praa.g_01565
OG0001011	Prbm.g_01685	Praa.g_01572
OG0001012	Prbm.g_00830	Praa.g_01600
OG0001013	Prbm.g_01835	Praa.g_01629
OG0001014	Prbm.g_01836	Praa.g_01630
OG0001015	Prbm.g_01842	Praa.g_01636
OG0001016	Prbm.g_01843	Praa.g_01637
OG0001017	Prbm.g_01844	Praa.g_01638
OG0001018	Prbm.g_01845	Praa.g_01639
OG0001019	Prbm.g_01846	Praa.g_01641
OG0001020	Prbm.g_01847	Praa.g_01642
OG0001021	Prbm.g_01848	Praa.g_01643
OG0001022	Prbm.g_01849	Praa.g_01644
OG0001023	Prbm.g_01850	Praa.g_01645
OG0001024	Prbm.g_01851	Praa.g_01646
OG0001025	Prbm.g_01852	Praa.g_01647
OG0001026	Prbm.g_01853	Praa.g_01649
OG0001027	Prbm.g_01854	Praa.g_01650
OG0001028	Prbm.g_01855	Praa.g_01651
OG0001029	Prbm.g_01856	Praa.g_01652
OG0001030	Prbm.g_01857	Praa.g_01653
OG0001031	Prbm.g_01858	Praa.g_01654
OG0001032	Prbm.g_01859	Praa.g_01655
OG0001033	Prbm.g_01860	Praa.g_01656
OG0001034	Prbm.g_01861	Praa.g_01657
OG0001035	Prbm.g_01863	Praa.g_01659
OG0001036	Prbm.g_01864	Praa.g_01660
OG0001037	Prbm.g_01865	Praa.g_01661
OG0001038	Prbm.g_01866	Praa.g_01662
OG0001039	Prbm.g_01867	Praa.g_01663
OG0001040	Prbm.g_01869	Praa.g_01665
OG0001041	Prbm.g_01870	Praa.g_01666
OG0001042	Prbm.g_01871	Praa.g_01667
OG0001043	Prbm.g_01872	Praa.g_01668
OG0001044	Prbm.g_01873	Praa.g_01669
OG0001045	Prbm.g_01874	Praa.g_01670
OG0001046	Prbm.g_01875	Praa.g_01671
OG0001047	Prbm.g_01877	Praa.g_01674
OG0001048	Prbm.g_01879	Praa.g_01676
OG0001049	Prbm.g_01880	Praa.g_01677
OG0001050	Prbm.g_01881	Praa.g_01678
OG0001051	Prbm.g_01882	Praa.g_01679
OG0001052	Prbm.g_01883	Praa.g_01680
OG0001053	Prbm.g_01885	Praa.g_01682
OG0001054	Prbm.g_01887	Praa.g_01684
OG0001055	Prbm.g_01888	Praa.g_01685
OG0001056	Prbm.g_01889	Praa.g_01686
OG0001057	Prbm.g_01890	Praa.g_01687
OG0001058	Prbm.g_01891	Praa.g_01688
OG0001059	Prbm.g_01892	Praa.g_01689
OG0001060	Prbm.g_01893	Praa.g_01690
OG0001061	Prbm.g_01894	Praa.g_01691
OG0001062	Prbm.g_01895	Praa.g_01692
OG0001063	Prbm.g_01896	Praa.g_01693
OG0001064	Prbm.g_01898	Praa.g_01695
OG0001065	Prbm.g_01948	Praa.g_01699
OG0001066	Prbm.g_01950	Praa.g_01700
OG0001067	Prbm.g_01951	Praa.g_01701
OG0001068	Prbm.g_01953	Praa.g_01703
OG0001069	Prbm.g_01954	Praa.g_01704
OG0001070	Prbm.g_01955	Praa.g_01705
OG0001071	Prbm.g_01956	Praa.g_01706
OG0001072	Prbm.g_01957	Praa.g_01707
OG0001073	Prbm.g_01958	Praa.g_01708
OG0001074	Prbm.g_01959	Praa.g_01709
OG0001075	Prbm.g_01960	Praa.g_01710
OG0001076	Prbm.g_01961	Praa.g_01711
OG0001077	Prbm.g_01962	Praa.g_01712
OG0001078	Prbm.g_01963	Praa.g_01713
OG0001079	Prbm.g_01964	Praa.g_01714
OG0001080	Prbm.g_01965	Praa.g_01715
OG0001081	Prbm.g_01975	Praa.g_01718
OG0001082	Prbm.g_01974	Praa.g_01719
OG0001083	Prbm.g_01970	Praa.g_01720
OG0001084	Prbm.g_01972	Praa.g_01722
OG0001085	Prbm.g_01973	Praa.g_01723
OG0001086	Prbm.g_01968	Praa.g_01724
OG0001087	Prbm.g_01967	Praa.g_01725
OG0001088	Prbm.g_01966	Praa.g_01726
OG0001089	Prbm.g_01990	Praa.g_01733
OG0001090	Prbm.g_01992	Praa.g_01735
OG0001091	Prbm.g_01993	Praa.g_01736
OG0001092	Prbm.g_01994	Praa.g_01737
OG0001093	Prbm.g_01995	Praa.g_01738
OG0001094	Prbm.g_01996	Praa.g_01739
OG0001095	Prbm.g_01997	Praa.g_01740
OG0001096	Prbm.g_01998	Praa.g_01741
OG0001097	Prbm.g_01999	Praa.g_01742
OG0001098	Prbm.g_02000	Praa.g_01743
OG0001099	Prbm.g_02001	Praa.g_01744
OG0001100	Prbm.g_02002	Praa.g_01745
OG0001101	Prbm.g_02003	Praa.g_01746
OG0001102	Prbm.g_02004	Praa.g_01747
OG0001103	Prbm.g_02005	Praa.g_01748
OG0001104	Prbm.g_02006	Praa.g_01749
