Orthogroup	Prbm	Prbn
OG0000521	Prbm.g_00623	Prbn.g_00521
OG0000522	Prbm.g_00625	Prbn.g_00520
OG0000523	Prbm.g_00626	Prbn.g_00519
OG0000524	Prbm.g_00627	Prbn.g_00518
OG0000525	Prbm.g_00629	Prbn.g_00516
OG0000526	Prbm.g_00630	Prbn.g_00515
OG0000527	Prbm.g_00631	Prbn.g_00514
OG0000528	Prbm.g_00632	Prbn.g_00513
OG0000529	Prbm.g_00633	Prbn.g_00512
OG0000530	Prbm.g_00634	Prbn.g_00511
OG0000531	Prbm.g_00636	Prbn.g_00509
OG0000532	Prbm.g_00637	Prbn.g_00508
OG0000533	Prbm.g_00638	Prbn.g_00507
OG0000534	Prbm.g_00639	Prbn.g_00506
OG0000535	Prbm.g_00640	Prbn.g_00505
OG0000536	Prbm.g_00641	Prbn.g_00504
OG0000537	Prbm.g_00642	Prbn.g_00503
OG0000538	Prbm.g_00643	Prbn.g_00502
OG0000539	Prbm.g_00644	Prbn.g_00501
OG0000540	Prbm.g_00645	Prbn.g_00500
OG0000541	Prbm.g_00646	Prbn.g_00499
OG0000542	Prbm.g_00647	Prbn.g_00498
OG0000543	Prbm.g_00648	Prbn.g_00497
OG0000544	Prbm.g_00649	Prbn.g_00496
OG0000545	Prbm.g_00652	Prbn.g_00494
OG0000546	Prbm.g_00653	Prbn.g_00493
OG0000547	Prbm.g_00654	Prbn.g_00491
OG0000548	Prbm.g_00656	Prbn.g_00489
OG0000549	Prbm.g_00657	Prbn.g_00488
OG0000550	Prbm.g_00658	Prbn.g_00487
OG0000551	Prbm.g_00659	Prbn.g_00485
OG0000552	Prbm.g_00660	Prbn.g_00484
OG0000553	Prbm.g_00661	Prbn.g_00421
OG0000554	Prbm.g_00662	Prbn.g_00422
OG0000555	Prbm.g_00663	Prbn.g_00423
OG0000556	Prbm.g_00664	Prbn.g_00424
OG0000557	Prbm.g_00665	Prbn.g_00425
OG0000558	Prbm.g_00666	Prbn.g_00426
OG0000559	Prbm.g_00667	Prbn.g_00427
OG0000560	Prbm.g_00669	Prbn.g_00429
OG0000561	Prbm.g_00670	Prbn.g_00430
OG0000562	Prbm.g_00671	Prbn.g_00432
OG0000563	Prbm.g_00672	Prbn.g_00433
OG0000564	Prbm.g_00673	Prbn.g_00434
OG0000565	Prbm.g_00674	Prbn.g_00435
OG0000566	Prbm.g_00675	Prbn.g_00436
OG0000567	Prbm.g_00676	Prbn.g_00437
OG0000568	Prbm.g_00677	Prbn.g_00438
OG0000569	Prbm.g_00678	Prbn.g_00439
OG0000570	Prbm.g_00679	Prbn.g_00440
OG0000571	Prbm.g_00680	Prbn.g_00441
OG0000572	Prbm.g_00681	Prbn.g_00442
OG0000573	Prbm.g_00684	Prbn.g_00445
OG0000574	Prbm.g_00685	Prbn.g_00446
OG0000575	Prbm.g_00686	Prbn.g_00447
OG0000576	Prbm.g_00687	Prbn.g_00448
OG0000577	Prbm.g_00688	Prbn.g_00449
OG0000578	Prbm.g_00689	Prbn.g_00450
OG0000579	Prbm.g_00690	Prbn.g_00834
OG0000580	Prbm.g_00691	Prbn.g_00835
OG0000581	Prbm.g_00692	Prbn.g_00836
OG0000582	Prbm.g_00693	Prbn.g_00837
OG0000583	Prbm.g_00694	Prbn.g_00838
OG0000584	Prbm.g_00696	Prbn.g_00840
OG0000585	Prbm.g_00697	Prbn.g_00841
OG0000586	Prbm.g_00699	Prbn.g_00843
OG0000587	Prbm.g_00700	Prbn.g_00844
OG0000588	Prbm.g_00703	Prbn.g_01594
OG0000589	Prbm.g_00704	Prbn.g_01593
OG0000590	Prbm.g_00706	Prbn.g_01591
OG0000591	Prbm.g_00713	Prbn.g_01585
OG0000592	Prbm.g_00714	Prbn.g_01584
OG0000593	Prbm.g_00716	Prbn.g_01583
OG0000594	Prbm.g_00719	Prbn.g_01580
OG0000595	Prbm.g_00720	Prbn.g_01579
OG0000596	Prbm.g_00722	Prbn.g_01578
OG0000597	Prbm.g_00724	Prbn.g_01576
OG0000598	Prbm.g_00725	Prbn.g_01575
OG0000599	Prbm.g_00726	Prbn.g_01574
OG0000600	Prbm.g_00727	Prbn.g_01573
OG0000601	Prbm.g_00730	Prbn.g_01570
OG0000602	Prbm.g_00731	Prbn.g_01569
OG0000603	Prbm.g_00732	Prbn.g_01568
OG0000604	Prbm.g_01483	Prbn.g_01565
OG0000605	Prbm.g_00733	Prbn.g_01564
OG0000606	Prbm.g_00734	Prbn.g_01563
OG0000607	Prbm.g_00736	Prbn.g_01561
OG0000608	Prbm.g_00737	Prbn.g_01559
OG0000609	Prbm.g_02220	Prbn.g_00905
OG0000610	Prbm.g_01326	Prbn.g_01635
OG0000611	Prbm.g_00743	Prbn.g_01553
OG0000612	Prbm.g_00744	Prbn.g_01552
OG0000613	Prbm.g_00745	Prbn.g_00857
OG0000614	Prbm.g_00746	Prbn.g_00858
OG0000615	Prbm.g_00748	Prbn.g_00860
OG0000616	Prbm.g_00749	Prbn.g_00861
OG0000617	Prbm.g_00750	Prbn.g_00862
OG0000618	Prbm.g_00751	Prbn.g_00863
OG0000619	Prbm.g_00752	Prbn.g_00864
OG0000620	Prbm.g_00753	Prbn.g_01947
OG0000621	Prbm.g_00754	Prbn.g_01948
OG0000622	Prbm.g_00755	Prbn.g_01949
OG0000623	Prbm.g_00756	Prbn.g_01950
OG0000624	Prbm.g_00758	Prbn.g_01952
OG0000625	Prbm.g_00759	Prbn.g_01345
OG0000626	Prbm.g_00760	Prbn.g_01346
OG0000627	Prbm.g_00762	Prbn.g_01347
OG0000628	Prbm.g_00763	Prbn.g_01348
OG0000629	Prbm.g_00764	Prbn.g_01349
OG0000630	Prbm.g_00765	Prbn.g_01350
OG0000631	Prbm.g_00767	Prbn.g_01352
OG0000632	Prbm.g_01151	Prbn.g_01353
OG0000633	Prbm.g_00111	Prbn.g_01023
OG0000634	Prbm.g_01094	Prbn.g_01100
OG0000635	Prbm.g_00980	Prbn.g_00468
OG0000636	Prbm.g_00979	Prbn.g_00469
OG0000637	Prbm.g_00978	Prbn.g_00470
OG0000638	Prbm.g_00395	Prbn.g_00102
OG0000639	Prbm.g_00955	Prbn.g_01451
OG0000640	Prbm.g_00957	Prbn.g_01447
OG0000641	Prbm.g_00959	Prbn.g_01445
OG0000642	Prbm.g_00960	Prbn.g_01444
OG0000643	Prbm.g_00961	Prbn.g_01443
OG0000644	Prbm.g_00808	Prbn.g_00856
OG0000645	Prbm.g_00809	Prbn.g_01551
OG0000646	Prbm.g_00810	Prbn.g_01550
OG0000647	Prbm.g_00811	Prbn.g_01549
OG0000648	Prbm.g_00813	Prbn.g_01547
OG0000649	Prbm.g_00814	Prbn.g_01546
OG0000650	Prbm.g_00815	Prbn.g_01545
OG0000651	Prbm.g_00816	Prbn.g_01544
OG0000652	Prbm.g_00817	Prbn.g_01543
OG0000653	Prbm.g_00818	Prbn.g_01542
OG0000654	Prbm.g_00820	Prbn.g_01540
OG0000655	Prbm.g_00822	Prbn.g_01538
OG0000656	Prbm.g_00823	Prbn.g_01537
OG0000657	Prbm.g_00824	Prbn.g_01536
OG0000658	Prbm.g_00825	Prbn.g_01535
OG0000659	Prbm.g_00826	Prbn.g_01534
OG0000660	Prbm.g_00827	Prbn.g_01533
OG0000661	Prbm.g_00829	Prbn.g_01532
OG0000662	Prbm.g_00831	Prbn.g_01530
OG0000663	Prbm.g_00832	Prbn.g_01529
OG0000664	Prbm.g_00833	Prbn.g_01528
OG0000665	Prbm.g_00834	Prbn.g_01527
OG0000666	Prbm.g_00835	Prbn.g_01526
OG0000667	Prbm.g_00836	Prbn.g_01525
OG0000668	Prbm.g_00837	Prbn.g_01524
OG0000669	Prbm.g_00839	Prbn.g_01522
OG0000670	Prbm.g_00840	Prbn.g_01521
OG0000671	Prbm.g_00841	Prbn.g_01520
OG0000672	Prbm.g_00842	Prbn.g_01519
OG0000673	Prbm.g_00843	Prbn.g_01518
OG0000674	Prbm.g_00844	Prbn.g_01517
OG0000675	Prbm.g_00845	Prbn.g_01515
OG0000676	Prbm.g_00846	Prbn.g_01514
OG0000677	Prbm.g_00848	Prbn.g_01511
OG0000678	Prbm.g_00850	Prbn.g_01509
OG0000679	Prbm.g_00852	Prbn.g_01507
OG0000680	Prbm.g_00853	Prbn.g_01506
OG0000681	Prbm.g_00854	Prbn.g_01505
OG0000682	Prbm.g_00855	Prbn.g_01504
OG0000683	Prbm.g_00857	Prbn.g_01502
OG0000684	Prbm.g_00858	Prbn.g_01501
OG0000685	Prbm.g_00859	Prbn.g_01500
OG0000686	Prbm.g_00860	Prbn.g_01499
OG0000687	Prbm.g_00861	Prbn.g_01498
OG0000688	Prbm.g_00862	Prbn.g_01497
OG0000689	Prbm.g_00863	Prbn.g_01496
OG0000690	Prbm.g_00864	Prbn.g_01495
OG0000691	Prbm.g_00865	Prbn.g_01494
OG0000692	Prbm.g_00867	Prbn.g_01490
OG0000693	Prbm.g_00868	Prbn.g_01489
OG0000694	Prbm.g_00869	Prbn.g_01488
OG0000695	Prbm.g_00870	Prbn.g_01487
OG0000696	Prbm.g_00871	Prbn.g_01486
OG0000697	Prbm.g_00873	Prbn.g_01484
OG0000698	Prbm.g_00877	Prbn.g_01480
OG0000699	Prbm.g_00878	Prbn.g_01479
OG0000700	Prbm.g_00911	Prbn.g_01930
OG0000701	Prbm.g_00914	Prbn.g_01925
OG0000702	Prbm.g_00919	Prbn.g_01632
OG0000703	Prbm.g_00921	Prbn.g_01630
OG0000704	Prbm.g_00922	Prbn.g_01629
OG0000705	Prbm.g_00923	Prbn.g_01627
OG0000706	Prbm.g_00924	Prbn.g_01626
OG0000707	Prbm.g_00926	Prbn.g_01624
OG0000708	Prbm.g_00927	Prbn.g_01623
OG0000709	Prbm.g_00929	Prbn.g_01621
OG0000710	Prbm.g_00930	Prbn.g_01620
OG0000711	Prbm.g_00931	Prbn.g_01619
OG0000712	Prbm.g_00932	Prbn.g_01618
OG0000713	Prbm.g_00933	Prbn.g_01617
OG0000714	Prbm.g_00935	Prbn.g_01615
OG0000715	Prbm.g_00936	Prbn.g_01614
OG0000716	Prbm.g_00939	Prbn.g_01612
OG0000717	Prbm.g_00940	Prbn.g_01611
OG0000718	Prbm.g_00941	Prbn.g_01610
OG0000719	Prbm.g_00943	Prbn.g_01608
OG0000720	Prbm.g_00944	Prbn.g_01607
OG0000721	Prbm.g_00946	Prbn.g_01604
OG0000722	Prbm.g_00947	Prbn.g_01603
OG0000723	Prbm.g_00948	Prbn.g_01602
OG0000724	Prbm.g_00793	Prbn.g_01600
OG0000725	Prbm.g_00794	Prbn.g_01599
OG0000726	Prbm.g_00795	Prbn.g_01598
OG0000727	Prbm.g_00796	Prbn.g_01597
OG0000728	Prbm.g_00797	Prbn.g_01596
OG0000729	Prbm.g_00798	Prbn.g_01595
OG0000730	Prbm.g_00799	Prbn.g_00846
OG0000731	Prbm.g_00800	Prbn.g_00848
OG0000732	Prbm.g_00801	Prbn.g_00849
OG0000733	Prbm.g_00802	Prbn.g_00850
OG0000734	Prbm.g_00803	Prbn.g_00851
OG0000735	Prbm.g_00805	Prbn.g_00853
OG0000736	Prbm.g_00806	Prbn.g_00854
OG0000737	Prbm.g_00807	Prbn.g_00855
OG0000738	Prbm.g_00962	Prbn.g_01442
OG0000739	Prbm.g_00963	Prbn.g_01441
OG0000740	Prbm.g_00964	Prbn.g_01440
OG0000741	Prbm.g_00965	Prbn.g_01439
OG0000742	Prbm.g_00967	Prbn.g_01437
OG0000743	Prbm.g_00968	Prbn.g_01436
OG0000744	Prbm.g_00969	Prbn.g_01435
OG0000745	Prbm.g_00970	Prbn.g_01434
OG0000746	Prbm.g_00971	Prbn.g_01433
OG0000747	Prbm.g_00972	Prbn.g_01432
OG0000748	Prbm.g_00973	Prbn.g_01431
OG0000749	Prbm.g_00974	Prbn.g_01430
OG0000750	Prbm.g_00975	Prbn.g_01428
OG0000751	Prbm.g_00976	Prbn.g_01427
OG0000752	Prbm.g_00889	Prbn.g_01368
OG0000753	Prbm.g_00981	Prbn.g_01425
OG0000754	Prbm.g_00982	Prbn.g_01424
OG0000755	Prbm.g_00983	Prbn.g_01423
OG0000756	Prbm.g_00985	Prbn.g_01421
OG0000757	Prbm.g_00986	Prbn.g_01420
OG0000758	Prbm.g_00987	Prbn.g_01419
OG0000759	Prbm.g_00989	Prbn.g_01417
OG0000760	Prbm.g_00990	Prbn.g_01416
OG0000761	Prbm.g_00991	Prbn.g_01415
OG0000762	Prbm.g_00993	Prbn.g_01413
OG0000763	Prbm.g_00994	Prbn.g_01412
OG0000764	Prbm.g_00995	Prbn.g_01411
OG0000765	Prbm.g_00996	Prbn.g_01410
OG0000766	Prbm.g_00997	Prbn.g_01409
OG0000767	Prbm.g_00999	Prbn.g_01407
OG0000768	Prbm.g_01000	Prbn.g_01406
OG0000769	Prbm.g_01001	Prbn.g_01405
OG0000770	Prbm.g_01002	Prbn.g_01404
OG0000771	Prbm.g_01003	Prbn.g_01403
OG0000772	Prbm.g_00102	Prbn.g_01123
OG0000773	Prbm.g_01004	Prbn.g_01401
OG0000774	Prbm.g_01005	Prbn.g_01400
OG0000775	Prbm.g_01006	Prbn.g_01399
OG0000776	Prbm.g_01007	Prbn.g_01396
OG0000777	Prbm.g_01009	Prbn.g_01395
OG0000778	Prbm.g_01010	Prbn.g_01394
OG0000779	Prbm.g_01011	Prbn.g_01393
OG0000780	Prbm.g_01013	Prbn.g_01391
OG0000781	Prbm.g_01014	Prbn.g_01389
OG0000782	Prbm.g_01015	Prbn.g_01388
OG0000783	Prbm.g_01031	Prbn.g_01384
OG0000784	Prbm.g_01032	Prbn.g_01382
OG0000785	Prbm.g_01033	Prbn.g_01381
OG0000786	Prbm.g_01034	Prbn.g_01380
OG0000787	Prbm.g_01035	Prbn.g_01379
OG0000788	Prbm.g_01039	Prbn.g_01373
OG0000789	Prbm.g_01042	Prbn.g_01370
OG0000790	Prbm.g_00888	Prbn.g_01369
OG0000791	Prbm.g_01043	Prbn.g_01366
OG0000792	Prbm.g_01044	Prbn.g_01365
OG0000793	Prbm.g_01045	Prbn.g_01364
OG0000794	Prbm.g_01048	Prbn.g_01361
OG0000795	Prbm.g_01052	Prbn.g_01460
OG0000796	Prbm.g_01053	Prbn.g_01461
OG0000797	Prbm.g_01056	Prbn.g_01463
OG0000798	Prbm.g_01057	Prbn.g_01464
OG0000799	Prbm.g_01058	Prbn.g_01465
OG0000800	Prbm.g_01059	Prbn.g_01466
OG0000801	Prbm.g_01062	Prbn.g_01469
OG0000802	Prbm.g_01063	Prbn.g_01470
OG0000803	Prbm.g_00887	Prbn.g_01472
OG0000804	Prbm.g_00886	Prbn.g_01473
OG0000805	Prbm.g_00885	Prbn.g_01474
OG0000806	Prbm.g_00883	Prbn.g_01476
OG0000807	Prbm.g_00894	Prbn.g_00692
OG0000808	Prbm.g_01103	Prbn.g_01039
OG0000809	Prbm.g_01085	Prbn.g_01141
OG0000810	Prbm.g_01806	Prbn.g_00473
OG0000811	Prbm.g_02104	Prbn.g_01106
OG0000812	Prbm.g_00398	Prbn.g_01147
OG0000813	Prbm.g_00406	Prbn.g_00111
OG0000814	Prbm.g_01803	Prbn.g_01120
OG0000815	Prbm.g_01079	Prbn.g_01239
OG0000816	Prbm.g_01911	Prbn.g_01651
OG0000817	Prbm.g_01912	Prbn.g_01652
OG0000818	Prbm.g_01123	Prbn.g_01028
OG0000819	Prbm.g_01571	Prbn.g_01167
OG0000820	Prbm.g_01565	Prbn.g_01173
OG0000821	Prbm.g_01563	Prbn.g_01175
OG0000822	Prbm.g_01562	Prbn.g_01176
OG0000823	Prbm.g_01561	Prbn.g_01177
OG0000824	Prbm.g_01560	Prbn.g_01178
OG0000825	Prbm.g_01559	Prbn.g_01179
OG0000826	Prbm.g_01558	Prbn.g_01180
OG0000827	Prbm.g_01557	Prbn.g_01181
OG0000828	Prbm.g_01556	Prbn.g_01182
OG0000829	Prbm.g_01555	Prbn.g_01183
OG0000830	Prbm.g_01553	Prbn.g_01185
OG0000831	Prbm.g_01550	Prbn.g_01188
OG0000832	Prbm.g_01548	Prbn.g_01190
OG0000833	Prbm.g_01547	Prbn.g_01191
OG0000834	Prbm.g_01545	Prbn.g_01192
OG0000835	Prbm.g_01544	Prbn.g_01193
OG0000836	Prbm.g_01543	Prbn.g_01194
OG0000837	Prbm.g_01540	Prbn.g_01197
OG0000838	Prbm.g_01539	Prbn.g_01198
OG0000839	Prbm.g_01538	Prbn.g_01199
OG0000840	Prbm.g_01537	Prbn.g_01200
OG0000841	Prbm.g_01536	Prbn.g_01201
OG0000842	Prbm.g_01534	Prbn.g_01203
OG0000843	Prbm.g_01533	Prbn.g_01204
OG0000844	Prbm.g_01532	Prbn.g_01205
OG0000845	Prbm.g_01531	Prbn.g_01206
OG0000846	Prbm.g_01529	Prbn.g_01208
OG0000847	Prbm.g_01527	Prbn.g_01210
OG0000848	Prbm.g_01525	Prbn.g_01211
OG0000849	Prbm.g_01524	Prbn.g_00387
OG0000850	Prbm.g_01523	Prbn.g_00388
OG0000851	Prbm.g_01520	Prbn.g_00390
OG0000852	Prbm.g_01518	Prbn.g_00392
OG0000853	Prbm.g_01516	Prbn.g_00394
OG0000854	Prbm.g_01514	Prbn.g_00396
OG0000855	Prbm.g_01513	Prbn.g_00397
OG0000856	Prbm.g_01512	Prbn.g_00398
OG0000857	Prbm.g_01511	Prbn.g_00399
OG0000858	Prbm.g_01510	Prbn.g_00400
OG0000859	Prbm.g_01509	Prbn.g_00401
OG0000860	Prbm.g_01508	Prbn.g_00402
OG0000861	Prbm.g_01507	Prbn.g_00403
OG0000862	Prbm.g_01506	Prbn.g_00404
OG0000863	Prbm.g_01505	Prbn.g_00405
OG0000864	Prbm.g_01504	Prbn.g_00406
OG0000865	Prbm.g_01503	Prbn.g_00407
OG0000866	Prbm.g_01502	Prbn.g_00408
OG0000867	Prbm.g_01501	Prbn.g_00409
OG0000868	Prbm.g_01500	Prbn.g_00410
OG0000869	Prbm.g_01498	Prbn.g_00412
OG0000870	Prbm.g_01497	Prbn.g_00413
OG0000871	Prbm.g_01496	Prbn.g_00414
OG0000872	Prbm.g_01495	Prbn.g_00415
OG0000873	Prbm.g_01494	Prbn.g_00417
OG0000874	Prbm.g_01493	Prbn.g_00418
OG0000875	Prbm.g_01492	Prbn.g_00419
OG0000876	Prbm.g_01491	Prbn.g_00420
OG0000877	Prbm.g_01490	Prbn.g_00483
OG0000878	Prbm.g_01356	Prbn.g_01671
OG0000879	Prbm.g_01600	Prbn.g_01095
OG0000880	Prbm.g_01601	Prbn.g_01094
OG0000881	Prbm.g_01602	Prbn.g_01093
OG0000882	Prbm.g_01603	Prbn.g_01092
OG0000883	Prbm.g_01605	Prbn.g_01091
OG0000884	Prbm.g_01606	Prbn.g_01089
OG0000885	Prbm.g_01607	Prbn.g_01088
OG0000886	Prbm.g_01608	Prbn.g_01087
OG0000887	Prbm.g_01609	Prbn.g_01086
OG0000888	Prbm.g_01610	Prbn.g_01085
OG0000889	Prbm.g_01613	Prbn.g_01082
OG0000890	Prbm.g_01614	Prbn.g_01081
OG0000891	Prbm.g_01615	Prbn.g_01080
OG0000892	Prbm.g_01616	Prbn.g_01077
OG0000893	Prbm.g_01617	Prbn.g_01076
OG0000894	Prbm.g_01618	Prbn.g_01075
OG0000895	Prbm.g_01619	Prbn.g_01074
OG0000896	Prbm.g_01620	Prbn.g_01073
OG0000897	Prbm.g_01621	Prbn.g_01072
OG0000898	Prbm.g_01624	Prbn.g_01069
OG0000899	Prbm.g_01625	Prbn.g_01068
OG0000900	Prbm.g_01630	Prbn.g_01216
OG0000901	Prbm.g_01634	Prbn.g_01060
OG0000902	Prbm.g_00777	Prbn.g_00615
OG0000903	Prbm.g_01573	Prbn.g_01124
OG0000904	Prbm.g_01051	Prbn.g_00883
OG0000905	Prbm.g_01812	Prbn.g_01146
OG0000906	Prbm.g_01658	Prbn.g_01164
OG0000907	Prbm.g_00875	Prbn.g_01482
OG0000908	Prbm.g_01176	Prbn.g_01127
OG0000909	Prbm.g_01662	Prbn.g_01242
OG0000910	Prbm.g_01663	Prbn.g_00153
OG0000911	Prbm.g_01664	Prbn.g_00154
OG0000912	Prbm.g_01665	Prbn.g_00155
OG0000913	Prbm.g_01666	Prbn.g_00156
OG0000914	Prbm.g_01667	Prbn.g_00157
OG0000915	Prbm.g_01668	Prbn.g_00158
OG0000916	Prbm.g_01669	Prbn.g_00159
OG0000917	Prbm.g_01670	Prbn.g_00160
OG0000918	Prbm.g_01671	Prbn.g_00161
OG0000919	Prbm.g_01672	Prbn.g_00162
OG0000920	Prbm.g_01673	Prbn.g_00163
OG0000921	Prbm.g_01674	Prbn.g_00164
OG0000922	Prbm.g_01675	Prbn.g_00165
OG0000923	Prbm.g_01676	Prbn.g_00166
OG0000924	Prbm.g_01677	Prbn.g_00167
OG0000925	Prbm.g_01678	Prbn.g_00168
OG0000926	Prbm.g_02077	Prbn.g_01014
OG0000927	Prbm.g_01691	Prbn.g_00195
OG0000928	Prbm.g_01692	Prbn.g_00196
OG0000929	Prbm.g_01693	Prbn.g_00197
OG0000930	Prbm.g_01694	Prbn.g_00198
OG0000931	Prbm.g_01695	Prbn.g_00199
OG0000932	Prbm.g_01697	Prbn.g_00201
OG0000933	Prbm.g_01698	Prbn.g_00202
OG0000934	Prbm.g_01699	Prbn.g_00203
OG0000935	Prbm.g_01700	Prbn.g_00204
OG0000936	Prbm.g_01701	Prbn.g_00205
OG0000937	Prbm.g_01702	Prbn.g_00206
OG0000938	Prbm.g_01703	Prbn.g_00207
OG0000939	Prbm.g_01704	Prbn.g_00208
OG0000940	Prbm.g_01706	Prbn.g_00209
OG0000941	Prbm.g_01708	Prbn.g_00210
OG0000942	Prbm.g_01709	Prbn.g_00211
OG0000943	Prbm.g_01712	Prbn.g_00214
OG0000944	Prbm.g_01713	Prbn.g_00215
OG0000945	Prbm.g_01714	Prbn.g_00216
OG0000946	Prbm.g_01715	Prbn.g_00217
OG0000947	Prbm.g_01716	Prbn.g_00218
OG0000948	Prbm.g_01717	Prbn.g_00219
OG0000949	Prbm.g_01718	Prbn.g_00220
OG0000950	Prbm.g_01719	Prbn.g_00221
OG0000951	Prbm.g_01720	Prbn.g_00222
OG0000952	Prbm.g_01721	Prbn.g_00223
OG0000953	Prbm.g_01722	Prbn.g_00224
OG0000954	Prbm.g_01723	Prbn.g_00225
OG0000955	Prbm.g_01724	Prbn.g_00226
OG0000956	Prbm.g_01725	Prbn.g_00227
OG0000957	Prbm.g_00487	Prbn.g_00228
OG0000958	Prbm.g_01726	Prbn.g_00229
OG0000959	Prbm.g_01727	Prbn.g_00230
OG0000960	Prbm.g_01728	Prbn.g_00231
OG0000961	Prbm.g_01731	Prbn.g_00235
OG0000962	Prbm.g_01732	Prbn.g_00236
OG0000963	Prbm.g_01733	Prbn.g_00237
OG0000964	Prbm.g_01735	Prbn.g_00239
OG0000965	Prbm.g_01736	Prbn.g_00240
OG0000966	Prbm.g_01737	Prbn.g_00241
OG0000967	Prbm.g_01738	Prbn.g_00242
OG0000968	Prbm.g_01739	Prbn.g_00243
OG0000969	Prbm.g_01740	Prbn.g_00244
OG0000970	Prbm.g_01741	Prbn.g_00245
OG0000971	Prbm.g_01742	Prbn.g_00246
OG0000972	Prbm.g_01743	Prbn.g_00247
OG0000973	Prbm.g_01744	Prbn.g_00248
OG0000974	Prbm.g_01746	Prbn.g_00250
OG0000975	Prbm.g_01752	Prbn.g_00256
OG0000976	Prbm.g_01755	Prbn.g_00258
OG0000977	Prbm.g_01756	Prbn.g_00260
OG0000978	Prbm.g_01757	Prbn.g_00262
OG0000979	Prbm.g_01759	Prbn.g_00264
OG0000980	Prbm.g_01760	Prbn.g_00265
OG0000981	Prbm.g_01761	Prbn.g_00266
OG0000982	Prbm.g_01762	Prbn.g_00267
OG0000983	Prbm.g_01764	Prbn.g_00269
OG0000984	Prbm.g_01765	Prbn.g_00270
OG0000985	Prbm.g_01766	Prbn.g_00271
OG0000986	Prbm.g_01768	Prbn.g_00272
OG0000987	Prbm.g_01769	Prbn.g_00273
OG0000988	Prbm.g_01770	Prbn.g_00274
OG0000989	Prbm.g_01771	Prbn.g_00275
OG0000990	Prbm.g_01772	Prbn.g_00276
OG0000991	Prbm.g_01773	Prbn.g_00277
OG0000992	Prbm.g_01774	Prbn.g_00278
OG0000993	Prbm.g_01775	Prbn.g_00279
OG0000994	Prbm.g_01776	Prbn.g_00280
OG0000995	Prbm.g_01777	Prbn.g_00281
OG0000996	Prbm.g_01778	Prbn.g_00282
OG0000997	Prbm.g_01779	Prbn.g_00283
OG0000998	Prbm.g_01780	Prbn.g_00284
OG0000999	Prbm.g_01781	Prbn.g_00285
OG0001000	Prbm.g_01782	Prbn.g_00286
OG0001001	Prbm.g_01784	Prbn.g_00288
OG0001002	Prbm.g_01785	Prbn.g_00289
OG0001003	Prbm.g_01786	Prbn.g_00904
OG0001004	Prbm.g_01787	Prbn.g_00903
OG0001005	Prbm.g_01789	Prbn.g_00900
OG0001006	Prbm.g_01790	Prbn.g_00899
OG0001007	Prbm.g_01791	Prbn.g_00898
OG0001008	Prbm.g_01793	Prbn.g_00896
OG0001009	Prbm.g_01794	Prbn.g_00895
OG0001010	Prbm.g_01586	Prbn.g_01688
OG0001011	Prbm.g_01685	Prbn.g_00486
OG0001012	Prbm.g_00830	Prbn.g_01531
OG0001013	Prbm.g_01835	Prbn.g_01738
OG0001014	Prbm.g_01836	Prbn.g_01739
OG0001015	Prbm.g_01842	Prbn.g_01746
OG0001016	Prbm.g_01843	Prbn.g_01747
OG0001017	Prbm.g_01844	Prbn.g_01748
OG0001018	Prbm.g_01845	Prbn.g_01749
OG0001019	Prbm.g_01846	Prbn.g_01751
OG0001020	Prbm.g_01847	Prbn.g_01752
OG0001021	Prbm.g_01848	Prbn.g_01753
OG0001022	Prbm.g_01849	Prbn.g_01754
OG0001023	Prbm.g_01850	Prbn.g_01755
OG0001024	Prbm.g_01851	Prbn.g_01757
OG0001025	Prbm.g_01852	Prbn.g_01758
OG0001026	Prbm.g_01853	Prbn.g_01759
OG0001027	Prbm.g_01854	Prbn.g_01760
OG0001028	Prbm.g_01855	Prbn.g_01761
OG0001029	Prbm.g_01856	Prbn.g_01762
OG0001030	Prbm.g_01857	Prbn.g_01763
OG0001031	Prbm.g_01858	Prbn.g_01764
OG0001032	Prbm.g_01859	Prbn.g_01765
OG0001033	Prbm.g_01860	Prbn.g_01766
OG0001034	Prbm.g_01861	Prbn.g_01767
OG0001035	Prbm.g_01863	Prbn.g_01770
OG0001036	Prbm.g_01864	Prbn.g_01771
OG0001037	Prbm.g_01865	Prbn.g_01772
OG0001038	Prbm.g_01866	Prbn.g_01773
OG0001039	Prbm.g_01867	Prbn.g_01774
OG0001040	Prbm.g_01869	Prbn.g_01775
OG0001041	Prbm.g_01870	Prbn.g_01776
OG0001042	Prbm.g_01871	Prbn.g_01777
OG0001043	Prbm.g_01872	Prbn.g_01778
OG0001044	Prbm.g_01873	Prbn.g_01779
OG0001045	Prbm.g_01874	Prbn.g_01780
OG0001046	Prbm.g_01875	Prbn.g_01781
OG0001047	Prbm.g_01877	Prbn.g_01784
OG0001048	Prbm.g_01879	Prbn.g_01786
OG0001049	Prbm.g_01880	Prbn.g_01787
OG0001050	Prbm.g_01881	Prbn.g_01788
OG0001051	Prbm.g_01882	Prbn.g_01789
OG0001052	Prbm.g_01883	Prbn.g_01790
OG0001053	Prbm.g_01885	Prbn.g_01792
OG0001054	Prbm.g_01887	Prbn.g_01794
OG0001055	Prbm.g_01888	Prbn.g_01795
OG0001056	Prbm.g_01889	Prbn.g_01796
OG0001057	Prbm.g_01890	Prbn.g_01797
