Orthogroup	Syah	Prag
OG0000584	Syah.g_01977	Prag.g_00588
OG0000585	Syah.g_01975	Prag.g_00590
OG0000586	Syah.g_01974	Prag.g_00591
OG0000587	Syah.g_01972	Prag.g_00592
OG0000588	Syah.g_01966	Prag.g_00596
OG0000589	Syah.g_01962	Prag.g_00599
OG0000590	Syah.g_01961	Prag.g_00600
OG0000591	Syah.g_01954	Prag.g_00603
OG0000592	Syah.g_01953	Prag.g_00604
OG0000593	Syah.g_01939	Prag.g_00610
OG0000594	Syah.g_01938	Prag.g_00611
OG0000595	Syah.g_01937	Prag.g_00612
OG0000596	Syah.g_01932	Prag.g_00616
OG0000597	Syah.g_01929	Prag.g_00618
OG0000598	Syah.g_01928	Prag.g_00619
OG0000599	Syah.g_01925	Prag.g_00622
OG0000600	Syah.g_01924	Prag.g_00623
OG0000601	Syah.g_01923	Prag.g_00624
OG0000602	Syah.g_01917	Prag.g_00626
OG0000603	Syah.g_01916	Prag.g_00627
OG0000604	Syah.g_01913	Prag.g_00628
OG0000605	Syah.g_01825	Prag.g_00629
OG0000606	Syah.g_01485	Prag.g_00632
OG0000607	Syah.g_01489	Prag.g_00635
OG0000608	Syah.g_01490	Prag.g_00636
OG0000609	Syah.g_01492	Prag.g_00637
OG0000610	Syah.g_01499	Prag.g_00642
OG0000611	Syah.g_01502	Prag.g_00645
OG0000612	Syah.g_01503	Prag.g_00646
OG0000613	Syah.g_00147	Prag.g_00651
OG0000614	Syah.g_02004	Prag.g_00670
OG0000615	Syah.g_01814	Prag.g_00678
OG0000616	Syah.g_00389	Prag.g_00682
OG0000617	Syah.g_01722	Prag.g_00698
OG0000618	Syah.g_01721	Prag.g_00699
OG0000619	Syah.g_01720	Prag.g_00700
OG0000620	Syah.g_01713	Prag.g_00703
OG0000621	Syah.g_01712	Prag.g_00704
OG0000622	Syah.g_01711	Prag.g_00705
OG0000623	Syah.g_01710	Prag.g_00706
OG0000624	Syah.g_01708	Prag.g_00707
OG0000625	Syah.g_01707	Prag.g_00708
OG0000626	Syah.g_01706	Prag.g_00709
OG0000627	Syah.g_01569	Prag.g_00710
OG0000628	Syah.g_01570	Prag.g_00711
OG0000629	Syah.g_01573	Prag.g_00712
OG0000630	Syah.g_01577	Prag.g_00715
OG0000631	Syah.g_01582	Prag.g_00797
OG0000632	Syah.g_01583	Prag.g_00798
OG0000633	Syah.g_01584	Prag.g_00799
OG0000634	Syah.g_01783	Prag.g_00802
OG0000635	Syah.g_01782	Prag.g_00803
OG0000636	Syah.g_01780	Prag.g_00805
OG0000637	Syah.g_01778	Prag.g_00807
OG0000638	Syah.g_01777	Prag.g_00808
OG0000639	Syah.g_01776	Prag.g_00809
OG0000640	Syah.g_01775	Prag.g_00810
OG0000641	Syah.g_01771	Prag.g_00814
OG0000642	Syah.g_01770	Prag.g_00815
OG0000643	Syah.g_01768	Prag.g_00816
OG0000644	Syah.g_01767	Prag.g_00817
OG0000645	Syah.g_01765	Prag.g_00818
OG0000646	Syah.g_01762	Prag.g_00820
OG0000647	Syah.g_01760	Prag.g_00821
OG0000648	Syah.g_01757	Prag.g_00823
OG0000649	Syah.g_01756	Prag.g_00824
OG0000650	Syah.g_01755	Prag.g_00825
OG0000651	Syah.g_01754	Prag.g_00826
OG0000652	Syah.g_01753	Prag.g_00827
OG0000653	Syah.g_01751	Prag.g_00829
OG0000654	Syah.g_01750	Prag.g_00830
OG0000655	Syah.g_01749	Prag.g_00831
OG0000656	Syah.g_01746	Prag.g_00834
OG0000657	Syah.g_02083	Prag.g_00840
OG0000658	Syah.g_02086	Prag.g_00841
OG0000659	Syah.g_02087	Prag.g_00842
OG0000660	Syah.g_02091	Prag.g_00846
OG0000661	Syah.g_02093	Prag.g_00848
OG0000662	Syah.g_02095	Prag.g_00850
OG0000663	Syah.g_02098	Prag.g_00852
OG0000664	Syah.g_02099	Prag.g_00853
OG0000665	Syah.g_01895	Prag.g_00857
OG0000666	Syah.g_01826	Prag.g_00858
OG0000667	Syah.g_00714	Prag.g_00862
OG0000668	Syah.g_01680	Prag.g_00892
OG0000669	Syah.g_01520	Prag.g_00898
OG0000670	Syah.g_02352	Prag.g_00900
OG0000671	Syah.g_01524	Prag.g_00902
OG0000672	Syah.g_01527	Prag.g_00904
OG0000673	Syah.g_01530	Prag.g_00907
OG0000674	Syah.g_01532	Prag.g_00909
OG0000675	Syah.g_01533	Prag.g_00910
OG0000676	Syah.g_01535	Prag.g_00912
OG0000677	Syah.g_01536	Prag.g_00913
OG0000678	Syah.g_01821	Prag.g_00915
OG0000679	Syah.g_01812	Prag.g_00919
OG0000680	Syah.g_01811	Prag.g_00920
OG0000681	Syah.g_01808	Prag.g_00922
OG0000682	Syah.g_01807	Prag.g_00923
OG0000683	Syah.g_01806	Prag.g_00924
OG0000684	Syah.g_01802	Prag.g_00926
OG0000685	Syah.g_01800	Prag.g_00928
OG0000686	Syah.g_01799	Prag.g_00929
OG0000687	Syah.g_01798	Prag.g_00930
OG0000688	Syah.g_01793	Prag.g_00933
OG0000689	Syah.g_01791	Prag.g_00934
OG0000690	Syah.g_01790	Prag.g_00935
OG0000691	Syah.g_01789	Prag.g_00936
OG0000692	Syah.g_01788	Prag.g_00938
OG0000693	Syah.g_01787	Prag.g_00939
OG0000694	Syah.g_01786	Prag.g_00940
OG0000695	Syah.g_01586	Prag.g_00942
OG0000696	Syah.g_01587	Prag.g_00943
OG0000697	Syah.g_01589	Prag.g_00944
OG0000698	Syah.g_01592	Prag.g_00947
OG0000699	Syah.g_01594	Prag.g_00948
OG0000700	Syah.g_01595	Prag.g_00949
OG0000701	Syah.g_01596	Prag.g_00950
OG0000702	Syah.g_01604	Prag.g_00952
OG0000703	Syah.g_01605	Prag.g_00953
OG0000704	Syah.g_01608	Prag.g_00954
OG0000705	Syah.g_01614	Prag.g_00958
OG0000706	Syah.g_01615	Prag.g_00959
OG0000707	Syah.g_01616	Prag.g_00960
OG0000708	Syah.g_01619	Prag.g_00961
OG0000709	Syah.g_01627	Prag.g_00965
OG0000710	Syah.g_01631	Prag.g_00968
OG0000711	Syah.g_01661	Prag.g_00985
OG0000712	Syah.g_01662	Prag.g_00987
OG0000713	Syah.g_01663	Prag.g_00988
OG0000714	Syah.g_01665	Prag.g_00989
OG0000715	Syah.g_01667	Prag.g_00991
OG0000716	Syah.g_01671	Prag.g_00993
OG0000717	Syah.g_01672	Prag.g_00994
OG0000718	Syah.g_01676	Prag.g_01005
OG0000719	Syah.g_01678	Prag.g_01007
OG0000720	Syah.g_01691	Prag.g_01016
OG0000721	Syah.g_01693	Prag.g_01018
OG0000722	Syah.g_01694	Prag.g_01019
OG0000723	Syah.g_01704	Prag.g_01022
OG0000724	Syah.g_02036	Prag.g_01031
OG0000725	Syah.g_02027	Prag.g_01037
OG0000726	Syah.g_02026	Prag.g_01038
OG0000727	Syah.g_02025	Prag.g_01039
OG0000728	Syah.g_02023	Prag.g_01041
OG0000729	Syah.g_00263	Prag.g_01087
OG0000730	Syah.g_00855	Prag.g_01091
OG0000731	Syah.g_00867	Prag.g_01095
OG0000732	Syah.g_00319	Prag.g_01102
OG0000733	Syah.g_00473	Prag.g_01121
OG0000734	Syah.g_02545	Prag.g_01138
OG0000735	Syah.g_02178	Prag.g_01140
OG0000736	Syah.g_02177	Prag.g_01141
OG0000737	Syah.g_02176	Prag.g_01142
OG0000738	Syah.g_02170	Prag.g_01146
OG0000739	Syah.g_02165	Prag.g_01147
OG0000740	Syah.g_02164	Prag.g_01148
OG0000741	Syah.g_02161	Prag.g_01149
OG0000742	Syah.g_02159	Prag.g_01152
OG0000743	Syah.g_02157	Prag.g_01154
OG0000744	Syah.g_02156	Prag.g_01155
OG0000745	Syah.g_02154	Prag.g_01156
OG0000746	Syah.g_02151	Prag.g_01158
OG0000747	Syah.g_02150	Prag.g_01159
OG0000748	Syah.g_02140	Prag.g_01162
OG0000749	Syah.g_02138	Prag.g_01163
OG0000750	Syah.g_02137	Prag.g_01164
OG0000751	Syah.g_02130	Prag.g_01166
OG0000752	Syah.g_02128	Prag.g_01168
OG0000753	Syah.g_02125	Prag.g_01171
OG0000754	Syah.g_01431	Prag.g_01174
OG0000755	Syah.g_01423	Prag.g_01177
OG0000756	Syah.g_01422	Prag.g_01178
OG0000757	Syah.g_01415	Prag.g_01184
OG0000758	Syah.g_01414	Prag.g_01185
OG0000759	Syah.g_01413	Prag.g_01186
OG0000760	Syah.g_01412	Prag.g_01187
OG0000761	Syah.g_01411	Prag.g_01188
OG0000762	Syah.g_01409	Prag.g_01189
OG0000763	Syah.g_01407	Prag.g_01191
OG0000764	Syah.g_01406	Prag.g_01192
OG0000765	Syah.g_01392	Prag.g_01201
OG0000766	Syah.g_01391	Prag.g_01202
OG0000767	Syah.g_01389	Prag.g_01204
OG0000768	Syah.g_01388	Prag.g_01205
OG0000769	Syah.g_01386	Prag.g_01207
OG0000770	Syah.g_01383	Prag.g_01209
OG0000771	Syah.g_02042	Prag.g_01219
OG0000772	Syah.g_01351	Prag.g_01328
OG0000773	Syah.g_02187	Prag.g_01344
OG0000774	Syah.g_02191	Prag.g_01346
OG0000775	Syah.g_02193	Prag.g_01350
OG0000776	Syah.g_02194	Prag.g_01351
OG0000777	Syah.g_02195	Prag.g_01352
OG0000778	Syah.g_02196	Prag.g_01353
OG0000779	Syah.g_02201	Prag.g_01357
OG0000780	Syah.g_02205	Prag.g_01358
OG0000781	Syah.g_02209	Prag.g_01361
OG0000782	Syah.g_02210	Prag.g_01362
OG0000783	Syah.g_02211	Prag.g_01363
OG0000784	Syah.g_02212	Prag.g_01364
OG0000785	Syah.g_02214	Prag.g_01366
OG0000786	Syah.g_01171	Prag.g_01368
OG0000787	Syah.g_01170	Prag.g_01369
OG0000788	Syah.g_01922	Prag.g_01376
OG0000789	Syah.g_01556	Prag.g_01379
OG0000790	Syah.g_00981	Prag.g_01394
OG0000791	Syah.g_00980	Prag.g_01396
OG0000792	Syah.g_00979	Prag.g_01397
OG0000793	Syah.g_00974	Prag.g_01400
OG0000794	Syah.g_00973	Prag.g_01401
OG0000795	Syah.g_00972	Prag.g_01402
OG0000796	Syah.g_00968	Prag.g_01406
OG0000797	Syah.g_00967	Prag.g_01407
OG0000798	Syah.g_00627	Prag.g_01430
OG0000799	Syah.g_01326	Prag.g_01470
OG0000800	Syah.g_01325	Prag.g_01471
OG0000801	Syah.g_01324	Prag.g_01472
OG0000802	Syah.g_01320	Prag.g_01474
OG0000803	Syah.g_01315	Prag.g_01476
OG0000804	Syah.g_01312	Prag.g_01477
OG0000805	Syah.g_01303	Prag.g_01479
OG0000806	Syah.g_01301	Prag.g_01481
OG0000807	Syah.g_01299	Prag.g_01482
OG0000808	Syah.g_01298	Prag.g_01483
OG0000809	Syah.g_01295	Prag.g_01486
OG0000810	Syah.g_01294	Prag.g_01487
OG0000811	Syah.g_01286	Prag.g_01493
OG0000812	Syah.g_01284	Prag.g_01495
OG0000813	Syah.g_01283	Prag.g_01496
OG0000814	Syah.g_01281	Prag.g_01498
OG0000815	Syah.g_01280	Prag.g_01499
OG0000816	Syah.g_01279	Prag.g_01501
OG0000817	Syah.g_01278	Prag.g_01502
OG0000818	Syah.g_01272	Prag.g_01507
OG0000819	Syah.g_01271	Prag.g_01508
OG0000820	Syah.g_01270	Prag.g_01509
OG0000821	Syah.g_01265	Prag.g_01512
OG0000822	Syah.g_01263	Prag.g_01513
OG0000823	Syah.g_01262	Prag.g_01514
OG0000824	Syah.g_01258	Prag.g_01517
OG0000825	Syah.g_01257	Prag.g_01518
OG0000826	Syah.g_01256	Prag.g_01519
OG0000827	Syah.g_01254	Prag.g_01520
OG0000828	Syah.g_01251	Prag.g_01524
OG0000829	Syah.g_01250	Prag.g_01525
OG0000830	Syah.g_01249	Prag.g_01526
OG0000831	Syah.g_01247	Prag.g_01528
OG0000832	Syah.g_02311	Prag.g_01534
OG0000833	Syah.g_02322	Prag.g_01542
OG0000834	Syah.g_02324	Prag.g_01543
OG0000835	Syah.g_02325	Prag.g_01544
OG0000836	Syah.g_02329	Prag.g_01545
OG0000837	Syah.g_02330	Prag.g_01546
OG0000838	Syah.g_02334	Prag.g_01548
OG0000839	Syah.g_02335	Prag.g_01549
OG0000840	Syah.g_02336	Prag.g_01550
OG0000841	Syah.g_02337	Prag.g_01551
OG0000842	Syah.g_02338	Prag.g_01552
OG0000843	Syah.g_02339	Prag.g_01553
OG0000844	Syah.g_02341	Prag.g_01554
OG0000845	Syah.g_02342	Prag.g_01555
OG0000846	Syah.g_02343	Prag.g_01556
OG0000847	Syah.g_02344	Prag.g_01557
OG0000848	Syah.g_02346	Prag.g_01558
OG0000849	Syah.g_02347	Prag.g_01559
OG0000850	Syah.g_02349	Prag.g_01561
OG0000851	Syah.g_02359	Prag.g_01562
OG0000852	Syah.g_02360	Prag.g_01563
OG0000853	Syah.g_02364	Prag.g_01567
OG0000854	Syah.g_02366	Prag.g_01569
OG0000855	Syah.g_02367	Prag.g_01570
OG0000856	Syah.g_01951	Prag.g_01583
OG0000857	Syah.g_01761	Prag.g_01611
OG0000858	Syah.g_02373	Prag.g_01663
OG0000859	Syah.g_02374	Prag.g_01664
OG0000860	Syah.g_02386	Prag.g_01671
OG0000861	Syah.g_02387	Prag.g_01672
OG0000862	Syah.g_02389	Prag.g_01673
OG0000863	Syah.g_02391	Prag.g_01675
OG0000864	Syah.g_02392	Prag.g_01676
OG0000865	Syah.g_02396	Prag.g_01677
OG0000866	Syah.g_02397	Prag.g_01678
OG0000867	Syah.g_02398	Prag.g_01679
OG0000868	Syah.g_02401	Prag.g_01680
OG0000869	Syah.g_02406	Prag.g_01684
OG0000870	Syah.g_02411	Prag.g_01689
OG0000871	Syah.g_02412	Prag.g_01690
OG0000872	Syah.g_02421	Prag.g_01691
OG0000873	Syah.g_02424	Prag.g_01694
OG0000874	Syah.g_02420	Prag.g_01697
OG0000875	Syah.g_02426	Prag.g_01698
OG0000876	Syah.g_02250	Prag.g_01699
OG0000877	Syah.g_02254	Prag.g_01701
OG0000878	Syah.g_02255	Prag.g_01702
OG0000879	Syah.g_02256	Prag.g_01703
OG0000880	Syah.g_02257	Prag.g_01704
OG0000881	Syah.g_02262	Prag.g_01708
OG0000882	Syah.g_02267	Prag.g_01713
OG0000883	Syah.g_02270	Prag.g_01715
OG0000884	Syah.g_02272	Prag.g_01717
OG0000885	Syah.g_02273	Prag.g_01718
OG0000886	Syah.g_02274	Prag.g_01719
OG0000887	Syah.g_02275	Prag.g_01720
OG0000888	Syah.g_02277	Prag.g_01722
OG0000889	Syah.g_02279	Prag.g_01724
OG0000890	Syah.g_02284	Prag.g_01725
OG0000891	Syah.g_02285	Prag.g_01726
OG0000892	Syah.g_02288	Prag.g_01728
OG0000893	Syah.g_00684	Prag.g_01732
OG0000894	Syah.g_00690	Prag.g_01734
OG0000895	Syah.g_00694	Prag.g_01737
OG0000896	Syah.g_00695	Prag.g_01738
OG0000897	Syah.g_00697	Prag.g_01740
OG0000898	Syah.g_00698	Prag.g_01741
OG0000899	Syah.g_00699	Prag.g_01742
OG0000900	Syah.g_00700	Prag.g_01743
OG0000901	Syah.g_00705	Prag.g_01746
OG0000902	Syah.g_00707	Prag.g_01748
OG0000903	Syah.g_00739	Prag.g_01751
OG0000904	Syah.g_00734	Prag.g_01753
OG0000905	Syah.g_00731	Prag.g_01757
OG0000906	Syah.g_00729	Prag.g_01758
OG0000907	Syah.g_00741	Prag.g_01762
OG0000908	Syah.g_00744	Prag.g_01765
OG0000909	Syah.g_00745	Prag.g_01766
OG0000910	Syah.g_00746	Prag.g_01767
OG0000911	Syah.g_00748	Prag.g_01769
OG0000912	Syah.g_00749	Prag.g_01770
OG0000913	Syah.g_00750	Prag.g_01771
OG0000914	Syah.g_00751	Prag.g_01772
OG0000915	Syah.g_00752	Prag.g_01773
OG0000916	Syah.g_00753	Prag.g_01774
OG0000917	Syah.g_00754	Prag.g_01775
OG0000918	Syah.g_00755	Prag.g_01776
OG0000919	Syah.g_00756	Prag.g_01777
OG0000920	Syah.g_00757	Prag.g_01778
OG0000921	Syah.g_00758	Prag.g_01779
OG0000922	Syah.g_00759	Prag.g_01780
OG0000923	Syah.g_00763	Prag.g_01784
OG0000924	Syah.g_00764	Prag.g_01785
OG0000925	Syah.g_00765	Prag.g_01786
OG0000926	Syah.g_00766	Prag.g_01787
OG0000927	Syah.g_00768	Prag.g_01789
OG0000928	Syah.g_00769	Prag.g_01790
OG0000929	Syah.g_00770	Prag.g_01791
OG0000930	Syah.g_00771	Prag.g_01792
OG0000931	Syah.g_00772	Prag.g_01793
OG0000932	Syah.g_00773	Prag.g_01794
OG0000933	Syah.g_00778	Prag.g_01798
OG0000934	Syah.g_00780	Prag.g_01800
OG0000935	Syah.g_00781	Prag.g_01801
OG0000936	Syah.g_00782	Prag.g_01802
OG0000937	Syah.g_00783	Prag.g_01803
OG0000938	Syah.g_00787	Prag.g_01805
OG0000939	Syah.g_00788	Prag.g_01806
OG0000940	Syah.g_00795	Prag.g_01813
OG0000941	Syah.g_00797	Prag.g_01815
OG0000942	Syah.g_00799	Prag.g_01817
OG0000943	Syah.g_00800	Prag.g_01818
OG0000944	Syah.g_00802	Prag.g_01819
OG0000945	Syah.g_00804	Prag.g_01820
OG0000946	Syah.g_00809	Prag.g_01824
OG0000947	Syah.g_00812	Prag.g_01826
OG0000948	Syah.g_00813	Prag.g_01827
OG0000949	Syah.g_00173	Prag.g_01830
OG0000950	Syah.g_00184	Prag.g_01835
OG0000951	Syah.g_00190	Prag.g_01839
OG0000952	Syah.g_00202	Prag.g_01843
OG0000953	Syah.g_00207	Prag.g_01846
OG0000954	Syah.g_00233	Prag.g_01850
OG0000955	Syah.g_00234	Prag.g_01851
OG0000956	Syah.g_00236	Prag.g_01853
OG0000957	Syah.g_00248	Prag.g_01859
OG0000958	Syah.g_00249	Prag.g_01860
OG0000959	Syah.g_00253	Prag.g_01864
OG0000960	Syah.g_00254	Prag.g_01865
OG0000961	Syah.g_00259	Prag.g_01867
OG0000962	Syah.g_00262	Prag.g_01869
OG0000963	Syah.g_00267	Prag.g_01873
OG0000964	Syah.g_00268	Prag.g_01874
OG0000965	Syah.g_00269	Prag.g_01875
OG0000966	Syah.g_00288	Prag.g_01882
OG0000967	Syah.g_00300	Prag.g_01886
OG0000968	Syah.g_00295	Prag.g_01888
OG0000969	Syah.g_00297	Prag.g_01889
OG0000970	Syah.g_00298	Prag.g_01890
OG0000971	Syah.g_00303	Prag.g_01891
OG0000972	Syah.g_00304	Prag.g_01892
OG0000973	Syah.g_00305	Prag.g_01893
OG0000974	Syah.g_00306	Prag.g_01894
OG0000975	Syah.g_00307	Prag.g_01895
OG0000976	Syah.g_00308	Prag.g_01896
OG0000977	Syah.g_00310	Prag.g_01897
OG0000978	Syah.g_00312	Prag.g_01898
OG0000979	Syah.g_00315	Prag.g_01901
OG0000980	Syah.g_00318	Prag.g_01903
OG0000981	Syah.g_00321	Prag.g_01905
OG0000982	Syah.g_00511	Prag.g_01907
OG0000983	Syah.g_00510	Prag.g_01908
OG0000984	Syah.g_00509	Prag.g_01909
OG0000985	Syah.g_00505	Prag.g_01912
OG0000986	Syah.g_00496	Prag.g_01914
OG0000987	Syah.g_00494	Prag.g_01915
OG0000988	Syah.g_00489	Prag.g_01918
OG0000989	Syah.g_00481	Prag.g_01922
OG0000990	Syah.g_00466	Prag.g_01925
OG0000991	Syah.g_00462	Prag.g_01926
OG0000992	Syah.g_00460	Prag.g_01928
OG0000993	Syah.g_00459	Prag.g_01929
OG0000994	Syah.g_00457	Prag.g_01930
OG0000995	Syah.g_00452	Prag.g_01934
OG0000996	Syah.g_00412	Prag.g_01935
OG0000997	Syah.g_00403	Prag.g_01936
OG0000998	Syah.g_00401	Prag.g_01938
OG0000999	Syah.g_00400	Prag.g_01939
OG0001000	Syah.g_00397	Prag.g_01942
OG0001001	Syah.g_00392	Prag.g_01944
OG0001002	Syah.g_00386	Prag.g_01948
OG0001003	Syah.g_00384	Prag.g_01949
OG0001004	Syah.g_00383	Prag.g_01950
OG0001005	Syah.g_00382	Prag.g_01951
OG0001006	Syah.g_00375	Prag.g_01955
OG0001007	Syah.g_00373	Prag.g_01957
OG0001008	Syah.g_02235	Prag.g_00416
OG0001009	Syah.g_00344	Prag.g_00027
OG0001010	Syah.g_00343	Prag.g_00028
OG0001011	Syah.g_00342	Prag.g_00029
OG0001012	Syah.g_00514	Prag.g_00043
OG0001013	Syah.g_00527	Prag.g_00048
OG0001014	Syah.g_00531	Prag.g_00051
OG0001015	Syah.g_00532	Prag.g_00052
OG0001016	Syah.g_02487	Prag.g_00067
OG0001017	Syah.g_02493	Prag.g_00071
OG0001018	Syah.g_02495	Prag.g_00074
OG0001019	Syah.g_02512	Prag.g_00083
OG0001020	Syah.g_02517	Prag.g_00084
OG0001021	Syah.g_02521	Prag.g_00085
OG0001022	Syah.g_02524	Prag.g_00087
OG0001023	Syah.g_02525	Prag.g_00088
OG0001024	Syah.g_02529	Prag.g_00091
OG0001025	Syah.g_02534	Prag.g_00097
OG0001026	Syah.g_02547	Prag.g_00104
OG0001027	Syah.g_00001	Prag.g_00105
OG0001028	Syah.g_00003	Prag.g_00107
OG0001029	Syah.g_00005	Prag.g_00108
OG0001030	Syah.g_00025	Prag.g_00123
OG0001031	Syah.g_00611	Prag.g_00179
OG0001032	Syah.g_00609	Prag.g_00180
OG0001033	Syah.g_00577	Prag.g_00201
OG0001034	Syah.g_00908	Prag.g_00229
OG0001035	Syah.g_00660	Prag.g_00246
OG0001036	Syah.g_00655	Prag.g_00250
OG0001037	Syah.g_00653	Prag.g_00251
OG0001038	Syah.g_00626	Prag.g_00269
OG0001039	Syah.g_00623	Prag.g_00272
OG0001040	Syah.g_00090	Prag.g_00274
OG0001042	Syah.g_00122	Prag.g_00295
OG0001043	Syah.g_00126	Prag.g_00296
OG0001044	Syah.g_00857	Prag.g_00328
OG0001045	Syah.g_00870	Prag.g_00337
OG0001046	Syah.g_01647	Prag.g_00372
OG0001047	Syah.g_02233	Prag.g_00418
OG0001048	Syah.g_02232	Prag.g_00419
OG0001049	Syah.g_02225	Prag.g_00421
OG0001050	Syah.g_02224	Prag.g_00422
OG0001051	Syah.g_02223	Prag.g_00423
OG0001052	Syah.g_01217	Prag.g_00450
OG0001053	Syah.g_01000	Prag.g_00462
OG0001054	Syah.g_01017	Prag.g_00477
OG0001055	Syah.g_01037	Prag.g_00496
OG0001056	Syah.g_01069	Prag.g_00515
OG0001057	Syah.g_01075	Prag.g_00520
OG0001058	Syah.g_01091	Prag.g_00528
OG0001059	Syah.g_01095	Prag.g_00532
OG0001060	Syah.g_01102	Prag.g_00539
OG0001061	Syah.g_01123	Prag.g_00552
OG0001062	Syah.g_01125	Prag.g_00554
OG0001063	Syah.g_01129	Prag.g_00556
OG0001064	Syah.g_01130	Prag.g_00557
OG0001065	Syah.g_01131	Prag.g_00558
OG0001066	Syah.g_01132	Prag.g_00559
OG0001067	Syah.g_01133	Prag.g_00560
OG0001068	Syah.g_01134	Prag.g_00561
OG0001069	Syah.g_01135	Prag.g_00562
OG0001070	Syah.g_01138	Prag.g_00565
OG0001071	Syah.g_01139	Prag.g_00566
OG0001072	Syah.g_01144	Prag.g_00568
OG0001074	Syah.g_01970	Prag.g_00593
OG0001075	Syah.g_01969	Prag.g_00594
OG0001076	Syah.g_01959	Prag.g_00602
OG0001077	Syah.g_01948	Prag.g_00606
OG0001078	Syah.g_01934	Prag.g_00614
OG0001079	Syah.g_01921	Prag.g_00625
OG0001080	Syah.g_01538	Prag.g_00631
OG0001081	Syah.g_01487	Prag.g_00633
OG0001082	Syah.g_01488	Prag.g_00634
OG0001083	Syah.g_01495	Prag.g_00639
OG0001084	Syah.g_01496	Prag.g_00640
OG0001085	Syah.g_01506	Prag.g_00648
OG0001086	Syah.g_01508	Prag.g_00649
OG0001087	Syah.g_01992	Prag.g_00666
OG0001088	Syah.g_01995	Prag.g_00667
OG0001089	Syah.g_02019	Prag.g_00675
OG0001090	Syah.g_01728	Prag.g_00693
OG0001091	Syah.g_01726	Prag.g_00695
OG0001092	Syah.g_01724	Prag.g_00696
OG0001093	Syah.g_01718	Prag.g_00701
OG0001094	Syah.g_01785	Prag.g_00800
OG0001095	Syah.g_01764	Prag.g_00819
OG0001096	Syah.g_01748	Prag.g_00832
OG0001097	Syah.g_02094	Prag.g_00849
OG0001098	Syah.g_01542	Prag.g_00864
OG0001099	Syah.g_00004	Prag.g_00895
OG0001100	Syah.g_01522	Prag.g_00899
OG0001101	Syah.g_01523	Prag.g_00901
OG0001102	Syah.g_01526	Prag.g_00903
OG0001103	Syah.g_01528	Prag.g_00905
OG0001104	Syah.g_01801	Prag.g_00927
OG0001105	Syah.g_01797	Prag.g_00931
OG0001106	Syah.g_01609	Prag.g_00955
OG0001107	Syah.g_01620	Prag.g_00962
OG0001108	Syah.g_01628	Prag.g_00966
OG0001109	Syah.g_01630	Prag.g_00967
OG0001110	Syah.g_01632	Prag.g_00969
OG0001111	Syah.g_01634	Prag.g_00970
OG0001112	Syah.g_01636	Prag.g_00971
OG0001113	Syah.g_01637	Prag.g_00972
OG0001114	Syah.g_01638	Prag.g_00973
OG0001115	Syah.g_01642	Prag.g_00975
OG0001116	Syah.g_01644	Prag.g_00976
OG0001117	Syah.g_01645	Prag.g_00977
OG0001118	Syah.g_01646	Prag.g_00978
OG0001119	Syah.g_01648	Prag.g_00979
OG0001120	Syah.g_01652	Prag.g_00981
OG0001121	Syah.g_00927, Syah.g_02183	Prag.g_01118, Prag.g_00984
OG0001122	Syah.g_01679	Prag.g_01008
OG0001123	Syah.g_01686	Prag.g_01012
OG0001124	Syah.g_01688	Prag.g_01014
OG0001125	Syah.g_01690	Prag.g_01015
OG0001126	Syah.g_02058	Prag.g_01025
OG0001127	Syah.g_02057	Prag.g_01026
OG0001128	Syah.g_02040	Prag.g_01028
OG0001129	Syah.g_02038	Prag.g_01029
OG0001130	Syah.g_02037	Prag.g_01030
OG0001131	Syah.g_01819	Prag.g_01066
OG0001132	Syah.g_01850	Prag.g_01076
OG0001133	Syah.g_01957	Prag.g_01106
OG0001134	Syah.g_01437	Prag.g_01120
OG0001135	Syah.g_01439	Prag.g_01123
OG0001136	Syah.g_02160	Prag.g_01150
OG0001137	Syah.g_02141	Prag.g_01161
OG0001138	Syah.g_01421	Prag.g_01179
OG0001139	Syah.g_01419	Prag.g_01180
OG0001140	Syah.g_01418	Prag.g_01181
OG0001141	Syah.g_01417	Prag.g_01182
OG0001142	Syah.g_01416	Prag.g_01183
OG0001143	Syah.g_01408	Prag.g_01190
OG0001144	Syah.g_01399	Prag.g_01195
OG0001145	Syah.g_02188	Prag.g_01345
OG0001146	Syah.g_02206	Prag.g_01359
OG0001147	Syah.g_01234	Prag.g_01375
OG0001148	Syah.g_00984	Prag.g_01391
OG0001149	Syah.g_00983	Prag.g_01392
OG0001150	Syah.g_00982	Prag.g_01393
OG0001151	Syah.g_00970	Prag.g_01404
OG0001152	Syah.g_00969	Prag.g_01405
OG0001153	Syah.g_01253	Prag.g_01521
OG0001154	Syah.g_01252	Prag.g_01523
OG0001155	Syah.g_02313	Prag.g_01535
OG0001156	Syah.g_02316	Prag.g_01538
OG0001157	Syah.g_02317	Prag.g_01539
OG0001158	Syah.g_02318	Prag.g_01540
OG0001159	Syah.g_02319	Prag.g_01541
OG0001161	Syah.g_00475	Prag.g_01576
OG0001162	Syah.g_01745	Prag.g_01587
OG0001163	Syah.g_02370	Prag.g_01661
OG0001164	Syah.g_02376	Prag.g_01665
OG0001165	Syah.g_02381	Prag.g_01668
OG0001166	Syah.g_02410	Prag.g_01688
OG0001167	Syah.g_02259	Prag.g_01705
