Orthogroup	Syah	Prbj
OG0000569	Syah.g_01117	Prbj.g_01807
OG0000570	Syah.g_01118	Prbj.g_01806
OG0000571	Syah.g_01122	Prbj.g_01803
OG0000572	Syah.g_01137	Prbj.g_01787
OG0000573	Syah.g_01146	Prbj.g_01780
OG0000574	Syah.g_01147	Prbj.g_01779
OG0000575	Syah.g_01151	Prbj.g_01770
OG0000576	Syah.g_01153	Prbj.g_01768
OG0000577	Syah.g_01154	Prbj.g_01767
OG0000578	Syah.g_01155	Prbj.g_01766
OG0000579	Syah.g_01156	Prbj.g_01765
OG0000580	Syah.g_01157	Prbj.g_01764
OG0000581	Syah.g_01163	Prbj.g_01760
OG0000582	Syah.g_01979	Prbj.g_01756
OG0000583	Syah.g_01978	Prbj.g_01755
OG0000584	Syah.g_01977	Prbj.g_01754
OG0000585	Syah.g_01975	Prbj.g_01752
OG0000586	Syah.g_01974	Prbj.g_01750
OG0000587	Syah.g_01972	Prbj.g_01748
OG0000588	Syah.g_01966	Prbj.g_02547
OG0000589	Syah.g_01962	Prbj.g_02550
OG0000590	Syah.g_01961	Prbj.g_02551
OG0000591	Syah.g_01954	Prbj.g_02558
OG0000592	Syah.g_01953	Prbj.g_02559
OG0000593	Syah.g_01939	Prbj.g_02569
OG0000594	Syah.g_01938	Prbj.g_02570
OG0000595	Syah.g_01937	Prbj.g_02571
OG0000596	Syah.g_01932	Prbj.g_02576
OG0000597	Syah.g_01929	Prbj.g_02579
OG0000598	Syah.g_01928	Prbj.g_02580
OG0000599	Syah.g_01925	Prbj.g_02590
OG0000600	Syah.g_01924	Prbj.g_02591
OG0000601	Syah.g_01923	Prbj.g_02592
OG0000602	Syah.g_01917	Prbj.g_02596
OG0000603	Syah.g_01916	Prbj.g_02597
OG0000604	Syah.g_01913	Prbj.g_02598
OG0000605	Syah.g_01825	Prbj.g_00792
OG0000606	Syah.g_01485	Prbj.g_00803
OG0000607	Syah.g_01489	Prbj.g_00806
OG0000608	Syah.g_01490	Prbj.g_00807
OG0000609	Syah.g_01492	Prbj.g_00809
OG0000610	Syah.g_01499	Prbj.g_00818
OG0000611	Syah.g_01502	Prbj.g_00821
OG0000612	Syah.g_01503	Prbj.g_00822
OG0000613	Syah.g_00147	Prbj.g_01466
OG0000614	Syah.g_02004	Prbj.g_00946
OG0000615	Syah.g_01814	Prbj.g_02373
OG0000616	Syah.g_00389	Prbj.g_02057
OG0000617	Syah.g_01722	Prbj.g_02184
OG0000618	Syah.g_01721	Prbj.g_02185
OG0000619	Syah.g_01720	Prbj.g_02186
OG0000620	Syah.g_01713	Prbj.g_02190
OG0000621	Syah.g_01712	Prbj.g_02191
OG0000622	Syah.g_01711	Prbj.g_02192
OG0000623	Syah.g_01710	Prbj.g_02193
OG0000624	Syah.g_01708	Prbj.g_02194
OG0000625	Syah.g_01707	Prbj.g_02195
OG0000626	Syah.g_01706	Prbj.g_02196
OG0000627	Syah.g_01569	Prbj.g_02320
OG0000628	Syah.g_01570	Prbj.g_02319
OG0000629	Syah.g_01573	Prbj.g_02316
OG0000630	Syah.g_01577	Prbj.g_02312
OG0000631	Syah.g_01582	Prbj.g_02306
OG0000632	Syah.g_01583	Prbj.g_02305
OG0000633	Syah.g_01584	Prbj.g_02304
OG0000634	Syah.g_01783	Prbj.g_02408
OG0000635	Syah.g_01782	Prbj.g_02409
OG0000636	Syah.g_01780	Prbj.g_02411
OG0000637	Syah.g_01778	Prbj.g_02413
OG0000638	Syah.g_01777	Prbj.g_02414
OG0000639	Syah.g_01776	Prbj.g_02415
OG0000640	Syah.g_01775	Prbj.g_02416
OG0000641	Syah.g_01771	Prbj.g_02420
OG0000642	Syah.g_01770	Prbj.g_02421
OG0000643	Syah.g_01768	Prbj.g_02422
OG0000644	Syah.g_01767	Prbj.g_02423
OG0000645	Syah.g_01765	Prbj.g_02424
OG0000646	Syah.g_01762	Prbj.g_02427
OG0000647	Syah.g_01760	Prbj.g_02430
OG0000648	Syah.g_01757	Prbj.g_02432
OG0000649	Syah.g_01756	Prbj.g_02433
OG0000650	Syah.g_01755	Prbj.g_02434
OG0000651	Syah.g_01754	Prbj.g_02435
OG0000652	Syah.g_01753	Prbj.g_02436
OG0000653	Syah.g_01751	Prbj.g_02438
OG0000654	Syah.g_01750	Prbj.g_02439
OG0000655	Syah.g_01749	Prbj.g_02440
OG0000656	Syah.g_01746	Prbj.g_02443
OG0000657	Syah.g_02083	Prbj.g_02476
OG0000658	Syah.g_02086	Prbj.g_02478
OG0000659	Syah.g_02087	Prbj.g_02479
OG0000660	Syah.g_02091	Prbj.g_02483
OG0000661	Syah.g_02093	Prbj.g_02485
OG0000662	Syah.g_02095	Prbj.g_02487
OG0000663	Syah.g_02098	Prbj.g_02490
OG0000664	Syah.g_02099	Prbj.g_02491
OG0000665	Syah.g_01895	Prbj.g_02504
OG0000666	Syah.g_01826	Prbj.g_02507
OG0000667	Syah.g_00714	Prbj.g_02514
OG0000668	Syah.g_01680	Prbj.g_02215
OG0000669	Syah.g_01520	Prbj.g_02523
OG0000670	Syah.g_02352	Prbj.g_00044
OG0000671	Syah.g_01524	Prbj.g_02335
OG0000672	Syah.g_01527	Prbj.g_02338
OG0000673	Syah.g_01530	Prbj.g_02341
OG0000674	Syah.g_01532	Prbj.g_02343
OG0000675	Syah.g_01533	Prbj.g_02344
OG0000676	Syah.g_01535	Prbj.g_02352
OG0000677	Syah.g_01536	Prbj.g_02354
OG0000678	Syah.g_01821	Prbj.g_02359
OG0000679	Syah.g_01812	Prbj.g_02379
OG0000680	Syah.g_01811	Prbj.g_02380
OG0000681	Syah.g_01808	Prbj.g_02382
OG0000682	Syah.g_01807	Prbj.g_02383
OG0000683	Syah.g_01806	Prbj.g_02384
OG0000684	Syah.g_01802	Prbj.g_02397
OG0000685	Syah.g_01800	Prbj.g_02395
OG0000686	Syah.g_01799	Prbj.g_02394
OG0000687	Syah.g_01798	Prbj.g_02393
OG0000688	Syah.g_01793	Prbj.g_02399
OG0000689	Syah.g_01791	Prbj.g_02400
OG0000690	Syah.g_01790	Prbj.g_02401
OG0000691	Syah.g_01789	Prbj.g_02402
OG0000692	Syah.g_01788	Prbj.g_02403
OG0000693	Syah.g_01787	Prbj.g_02404
OG0000694	Syah.g_01786	Prbj.g_02405
OG0000695	Syah.g_01586	Prbj.g_02302
OG0000696	Syah.g_01587	Prbj.g_02301
OG0000697	Syah.g_01589	Prbj.g_02299
OG0000698	Syah.g_01592	Prbj.g_02296
OG0000699	Syah.g_01594	Prbj.g_02294
OG0000700	Syah.g_01595	Prbj.g_02293
OG0000701	Syah.g_01596	Prbj.g_02292
OG0000702	Syah.g_01604	Prbj.g_02284
OG0000703	Syah.g_01605	Prbj.g_02283
OG0000704	Syah.g_01608	Prbj.g_02281
OG0000705	Syah.g_01614	Prbj.g_02275
OG0000706	Syah.g_01615	Prbj.g_02274
OG0000707	Syah.g_01616	Prbj.g_02273
OG0000708	Syah.g_01619	Prbj.g_02271
OG0000709	Syah.g_01627	Prbj.g_02264
OG0000710	Syah.g_01631	Prbj.g_02260
OG0000711	Syah.g_01661	Prbj.g_02237
OG0000712	Syah.g_01662	Prbj.g_02236
OG0000713	Syah.g_01663	Prbj.g_02235
OG0000714	Syah.g_01665	Prbj.g_02231
OG0000715	Syah.g_01667	Prbj.g_02229
OG0000716	Syah.g_01671	Prbj.g_02225
OG0000717	Syah.g_01672	Prbj.g_02224
OG0000718	Syah.g_01676	Prbj.g_02219
OG0000719	Syah.g_01678	Prbj.g_02217
OG0000720	Syah.g_01691	Prbj.g_02204
OG0000721	Syah.g_01693	Prbj.g_02203
OG0000722	Syah.g_01694	Prbj.g_02202
OG0000723	Syah.g_01704	Prbj.g_02198
OG0000724	Syah.g_02036	Prbj.g_01843
OG0000725	Syah.g_02027	Prbj.g_01836
OG0000726	Syah.g_02026	Prbj.g_01835
OG0000727	Syah.g_02025	Prbj.g_01834
OG0000728	Syah.g_02023	Prbj.g_01833
OG0000729	Syah.g_00263	Prbj.g_01289
OG0000730	Syah.g_00855	Prbj.g_00343
OG0000731	Syah.g_00867	Prbj.g_00333
OG0000732	Syah.g_00319	Prbj.g_01220
OG0000733	Syah.g_00473	Prbj.g_01997
OG0000734	Syah.g_02545	Prbj.g_00627
OG0000735	Syah.g_02178	Prbj.g_00953
OG0000736	Syah.g_02177	Prbj.g_00954
OG0000737	Syah.g_02176	Prbj.g_00955
OG0000738	Syah.g_02170	Prbj.g_00962
OG0000739	Syah.g_02165	Prbj.g_00964
OG0000740	Syah.g_02164	Prbj.g_00965
OG0000741	Syah.g_02161	Prbj.g_00968
OG0000742	Syah.g_02159	Prbj.g_00970
OG0000743	Syah.g_02157	Prbj.g_00972
OG0000744	Syah.g_02156	Prbj.g_00973
OG0000745	Syah.g_02154	Prbj.g_00846
OG0000746	Syah.g_02151	Prbj.g_00844
OG0000747	Syah.g_02150	Prbj.g_00843
OG0000748	Syah.g_02140	Prbj.g_00831
OG0000749	Syah.g_02138	Prbj.g_00830
OG0000750	Syah.g_02137	Prbj.g_00829
OG0000751	Syah.g_02130	Prbj.g_00305
OG0000752	Syah.g_02128	Prbj.g_00308
OG0000753	Syah.g_02125	Prbj.g_00311
OG0000754	Syah.g_01431	Prbj.g_01910
OG0000755	Syah.g_01423	Prbj.g_00002
OG0000756	Syah.g_01422	Prbj.g_00003
OG0000757	Syah.g_01415	Prbj.g_00010
OG0000758	Syah.g_01414	Prbj.g_00011
OG0000759	Syah.g_01413	Prbj.g_00012
OG0000760	Syah.g_01412	Prbj.g_00013
OG0000761	Syah.g_01411	Prbj.g_00014
OG0000762	Syah.g_01409	Prbj.g_01908
OG0000763	Syah.g_01407	Prbj.g_01906
OG0000764	Syah.g_01406	Prbj.g_01905
OG0000765	Syah.g_01392	Prbj.g_02163
OG0000766	Syah.g_01391	Prbj.g_02164
OG0000767	Syah.g_01389	Prbj.g_02166
OG0000768	Syah.g_01388	Prbj.g_02167
OG0000769	Syah.g_01386	Prbj.g_00313
OG0000770	Syah.g_01383	Prbj.g_00019
OG0000771	Syah.g_02042	Prbj.g_01848
OG0000772	Syah.g_01351	Prbj.g_01679
OG0000773	Syah.g_02187	Prbj.g_00161
OG0000774	Syah.g_02191	Prbj.g_01719
OG0000775	Syah.g_02193	Prbj.g_01721
OG0000776	Syah.g_02194	Prbj.g_01722
OG0000777	Syah.g_02195	Prbj.g_01723
OG0000778	Syah.g_02196	Prbj.g_01724
OG0000779	Syah.g_02201	Prbj.g_01729
OG0000780	Syah.g_02205	Prbj.g_01732
OG0000781	Syah.g_02209	Prbj.g_01736
OG0000782	Syah.g_02210	Prbj.g_01737
OG0000783	Syah.g_02211	Prbj.g_01738
OG0000784	Syah.g_02212	Prbj.g_01739
OG0000785	Syah.g_02214	Prbj.g_01741
OG0000786	Syah.g_01171	Prbj.g_01744
OG0000787	Syah.g_01170	Prbj.g_01745
OG0000788	Syah.g_01922	Prbj.g_00094
OG0000789	Syah.g_01556	Prbj.g_00687
OG0000790	Syah.g_00981	Prbj.g_01643
OG0000791	Syah.g_00980	Prbj.g_01645
OG0000792	Syah.g_00979	Prbj.g_01646
OG0000793	Syah.g_00974	Prbj.g_01650
OG0000794	Syah.g_00973	Prbj.g_01651
OG0000795	Syah.g_00972	Prbj.g_01652
OG0000796	Syah.g_00968	Prbj.g_01656
OG0000797	Syah.g_00967	Prbj.g_01657
OG0000798	Syah.g_00627	Prbj.g_01402
OG0000799	Syah.g_01326	Prbj.g_01304
OG0000800	Syah.g_01325	Prbj.g_01303
OG0000801	Syah.g_01324	Prbj.g_01302
OG0000802	Syah.g_01320	Prbj.g_01293
OG0000803	Syah.g_01315	Prbj.g_01041
OG0000804	Syah.g_01312	Prbj.g_01043
OG0000805	Syah.g_01303	Prbj.g_01045
OG0000806	Syah.g_01301	Prbj.g_01047
OG0000807	Syah.g_01299	Prbj.g_01049
OG0000808	Syah.g_01298	Prbj.g_01050
OG0000809	Syah.g_01295	Prbj.g_01054
OG0000810	Syah.g_01294	Prbj.g_01055
OG0000811	Syah.g_01286	Prbj.g_01067
OG0000812	Syah.g_01284	Prbj.g_01069
OG0000813	Syah.g_01283	Prbj.g_01070
OG0000814	Syah.g_01281	Prbj.g_01072
OG0000815	Syah.g_01280	Prbj.g_01073
OG0000816	Syah.g_01279	Prbj.g_01075
OG0000817	Syah.g_01278	Prbj.g_01076
OG0000818	Syah.g_01272	Prbj.g_00631
OG0000819	Syah.g_01271	Prbj.g_00632
OG0000820	Syah.g_01270	Prbj.g_00633
OG0000821	Syah.g_01265	Prbj.g_00640
OG0000822	Syah.g_01263	Prbj.g_00642
OG0000823	Syah.g_01262	Prbj.g_00643
OG0000824	Syah.g_01258	Prbj.g_00647
OG0000825	Syah.g_01257	Prbj.g_00648
OG0000826	Syah.g_01256	Prbj.g_00649
OG0000827	Syah.g_01254	Prbj.g_00650
OG0000828	Syah.g_01251	Prbj.g_00653
OG0000829	Syah.g_01250	Prbj.g_00654
OG0000830	Syah.g_01249	Prbj.g_00655
OG0000831	Syah.g_01247	Prbj.g_00657
OG0000832	Syah.g_02311	Prbj.g_01684
OG0000833	Syah.g_02322	Prbj.g_01692
OG0000834	Syah.g_02324	Prbj.g_01693
OG0000835	Syah.g_02325	Prbj.g_01694
OG0000836	Syah.g_02329	Prbj.g_01696
OG0000837	Syah.g_02330	Prbj.g_01697
OG0000838	Syah.g_02334	Prbj.g_01700
OG0000839	Syah.g_02335	Prbj.g_01701
OG0000840	Syah.g_02336	Prbj.g_01702
OG0000841	Syah.g_02337	Prbj.g_01703
OG0000842	Syah.g_02338	Prbj.g_01704
OG0000843	Syah.g_02339	Prbj.g_01705
OG0000844	Syah.g_02341	Prbj.g_01707
OG0000845	Syah.g_02342	Prbj.g_01708
OG0000846	Syah.g_02343	Prbj.g_01709
OG0000847	Syah.g_02344	Prbj.g_01710
OG0000848	Syah.g_02346	Prbj.g_01711
OG0000849	Syah.g_02347	Prbj.g_01712
OG0000850	Syah.g_02349	Prbj.g_01713
OG0000851	Syah.g_02359	Prbj.g_00888
OG0000852	Syah.g_02360	Prbj.g_00887
OG0000853	Syah.g_02364	Prbj.g_00882
OG0000854	Syah.g_02366	Prbj.g_00880
OG0000855	Syah.g_02367	Prbj.g_00879
OG0000856	Syah.g_01951	Prbj.g_02561
OG0000857	Syah.g_01761	Prbj.g_02429
OG0000858	Syah.g_02373	Prbj.g_00868
OG0000859	Syah.g_02374	Prbj.g_00867
OG0000860	Syah.g_02386	Prbj.g_00855
OG0000861	Syah.g_02387	Prbj.g_00854
OG0000862	Syah.g_02389	Prbj.g_00852
OG0000863	Syah.g_02391	Prbj.g_00495
OG0000864	Syah.g_02392	Prbj.g_00494
OG0000865	Syah.g_02396	Prbj.g_00493
OG0000866	Syah.g_02397	Prbj.g_00492
OG0000867	Syah.g_02398	Prbj.g_00491
OG0000868	Syah.g_02401	Prbj.g_00489
OG0000869	Syah.g_02406	Prbj.g_00486
OG0000870	Syah.g_02411	Prbj.g_00481
OG0000871	Syah.g_02412	Prbj.g_00480
OG0000872	Syah.g_02421	Prbj.g_00478
OG0000873	Syah.g_02424	Prbj.g_00475
OG0000874	Syah.g_02420	Prbj.g_00471
OG0000875	Syah.g_02426	Prbj.g_00470
OG0000876	Syah.g_02250	Prbj.g_00469
OG0000877	Syah.g_02254	Prbj.g_00466
OG0000878	Syah.g_02255	Prbj.g_00465
OG0000879	Syah.g_02256	Prbj.g_00464
OG0000880	Syah.g_02257	Prbj.g_00463
OG0000881	Syah.g_02262	Prbj.g_00458
OG0000882	Syah.g_02267	Prbj.g_00453
OG0000883	Syah.g_02270	Prbj.g_00451
OG0000884	Syah.g_02272	Prbj.g_00449
OG0000885	Syah.g_02273	Prbj.g_00448
OG0000886	Syah.g_02274	Prbj.g_00447
OG0000887	Syah.g_02275	Prbj.g_00446
OG0000888	Syah.g_02277	Prbj.g_00444
OG0000889	Syah.g_02279	Prbj.g_00442
OG0000890	Syah.g_02284	Prbj.g_00428
OG0000891	Syah.g_02285	Prbj.g_00427
OG0000892	Syah.g_02288	Prbj.g_00425
OG0000893	Syah.g_00684	Prbj.g_02660
OG0000894	Syah.g_00690	Prbj.g_02656
OG0000895	Syah.g_00694	Prbj.g_02651
OG0000896	Syah.g_00695	Prbj.g_02650
OG0000897	Syah.g_00697	Prbj.g_02648
OG0000898	Syah.g_00698	Prbj.g_02647
OG0000899	Syah.g_00699	Prbj.g_02646
OG0000900	Syah.g_00700	Prbj.g_02645
OG0000901	Syah.g_00705	Prbj.g_02641
OG0000902	Syah.g_00707	Prbj.g_02639
OG0000903	Syah.g_00739	Prbj.g_01027
OG0000904	Syah.g_00734	Prbj.g_01032
OG0000905	Syah.g_00731	Prbj.g_01034
OG0000906	Syah.g_00729	Prbj.g_02635
OG0000907	Syah.g_00741	Prbj.g_01025
OG0000908	Syah.g_00744	Prbj.g_01022
OG0000909	Syah.g_00745	Prbj.g_01021
OG0000910	Syah.g_00746	Prbj.g_01020
OG0000911	Syah.g_00748	Prbj.g_01018
OG0000912	Syah.g_00749	Prbj.g_01017
OG0000913	Syah.g_00750	Prbj.g_01016
OG0000914	Syah.g_00751	Prbj.g_01015
OG0000915	Syah.g_00752	Prbj.g_01014
OG0000916	Syah.g_00753	Prbj.g_01013
OG0000917	Syah.g_00754	Prbj.g_01012
OG0000918	Syah.g_00755	Prbj.g_01011
OG0000919	Syah.g_00756	Prbj.g_01010
OG0000920	Syah.g_00757	Prbj.g_01009
OG0000921	Syah.g_00758	Prbj.g_01008
OG0000922	Syah.g_00759	Prbj.g_01007
OG0000923	Syah.g_00763	Prbj.g_01003
OG0000924	Syah.g_00764	Prbj.g_01002
OG0000925	Syah.g_00765	Prbj.g_01001
OG0000926	Syah.g_00766	Prbj.g_01000
OG0000927	Syah.g_00768	Prbj.g_00998
OG0000928	Syah.g_00769	Prbj.g_00997
OG0000929	Syah.g_00770	Prbj.g_00996
OG0000930	Syah.g_00771	Prbj.g_00995
OG0000931	Syah.g_00772	Prbj.g_00994
OG0000932	Syah.g_00773	Prbj.g_00993
OG0000933	Syah.g_00778	Prbj.g_00988
OG0000934	Syah.g_00780	Prbj.g_00986
OG0000935	Syah.g_00781	Prbj.g_00985
OG0000936	Syah.g_00782	Prbj.g_00984
OG0000937	Syah.g_00783	Prbj.g_00983
OG0000938	Syah.g_00787	Prbj.g_00414
OG0000939	Syah.g_00788	Prbj.g_00413
OG0000940	Syah.g_00795	Prbj.g_00404
OG0000941	Syah.g_00797	Prbj.g_00402
OG0000942	Syah.g_00799	Prbj.g_00400
OG0000943	Syah.g_00800	Prbj.g_00399
OG0000944	Syah.g_00802	Prbj.g_00397
OG0000945	Syah.g_00804	Prbj.g_00395
OG0000946	Syah.g_00809	Prbj.g_00368
OG0000947	Syah.g_00812	Prbj.g_00365
OG0000948	Syah.g_00813	Prbj.g_00364
OG0000949	Syah.g_00173	Prbj.g_00361
OG0000950	Syah.g_00184	Prbj.g_01501
OG0000951	Syah.g_00190	Prbj.g_01506
OG0000952	Syah.g_00202	Prbj.g_01513
OG0000953	Syah.g_00207	Prbj.g_01517
OG0000954	Syah.g_00233	Prbj.g_01577
OG0000955	Syah.g_00234	Prbj.g_01578
OG0000956	Syah.g_00236	Prbj.g_01580
OG0000957	Syah.g_00248	Prbj.g_01596
OG0000958	Syah.g_00249	Prbj.g_01597
OG0000959	Syah.g_00253	Prbj.g_01821
OG0000960	Syah.g_00254	Prbj.g_01820
OG0000961	Syah.g_00259	Prbj.g_01809
OG0000962	Syah.g_00262	Prbj.g_01290
OG0000963	Syah.g_00267	Prbj.g_01285
OG0000964	Syah.g_00268	Prbj.g_01284
OG0000965	Syah.g_00269	Prbj.g_01283
OG0000966	Syah.g_00288	Prbj.g_01250
OG0000967	Syah.g_00300	Prbj.g_01244
OG0000968	Syah.g_00295	Prbj.g_01241
OG0000969	Syah.g_00297	Prbj.g_01239
OG0000970	Syah.g_00298	Prbj.g_01238
OG0000971	Syah.g_00303	Prbj.g_01236
OG0000972	Syah.g_00304	Prbj.g_01235
OG0000973	Syah.g_00305	Prbj.g_01234
OG0000974	Syah.g_00306	Prbj.g_01233
OG0000975	Syah.g_00307	Prbj.g_01232
OG0000976	Syah.g_00308	Prbj.g_01231
OG0000977	Syah.g_00310	Prbj.g_01229
OG0000978	Syah.g_00312	Prbj.g_01228
OG0000979	Syah.g_00315	Prbj.g_01225
OG0000980	Syah.g_00318	Prbj.g_01221
OG0000981	Syah.g_00321	Prbj.g_01218
OG0000982	Syah.g_00511	Prbj.g_01956
OG0000983	Syah.g_00510	Prbj.g_01957
OG0000984	Syah.g_00509	Prbj.g_01958
OG0000985	Syah.g_00505	Prbj.g_01962
OG0000986	Syah.g_00496	Prbj.g_01964
OG0000987	Syah.g_00494	Prbj.g_01966
OG0000988	Syah.g_00489	Prbj.g_01970
OG0000989	Syah.g_00481	Prbj.g_01980
OG0000990	Syah.g_00466	Prbj.g_02002
OG0000991	Syah.g_00462	Prbj.g_02005
OG0000992	Syah.g_00460	Prbj.g_02008
OG0000993	Syah.g_00459	Prbj.g_02009
OG0000994	Syah.g_00457	Prbj.g_02012
OG0000995	Syah.g_00452	Prbj.g_02021
OG0000996	Syah.g_00412	Prbj.g_02034
OG0000997	Syah.g_00403	Prbj.g_02043
OG0000998	Syah.g_00401	Prbj.g_02045
OG0000999	Syah.g_00400	Prbj.g_02046
OG0001000	Syah.g_00397	Prbj.g_02049
OG0001001	Syah.g_00392	Prbj.g_02053
OG0001002	Syah.g_00386	Prbj.g_02060
OG0001003	Syah.g_00384	Prbj.g_02062
OG0001004	Syah.g_00383	Prbj.g_02063
OG0001005	Syah.g_00382	Prbj.g_02065
OG0001006	Syah.g_00375	Prbj.g_02071
OG0001007	Syah.g_00373	Prbj.g_02073
OG0001008	Syah.g_02235	Prbj.g_00101
OG0001009	Syah.g_00344	Prbj.g_01199
OG0001010	Syah.g_00343	Prbj.g_01200
OG0001011	Syah.g_00342	Prbj.g_01202
OG0001012	Syah.g_00514	Prbj.g_01953
OG0001013	Syah.g_00527	Prbj.g_01928
OG0001014	Syah.g_00531	Prbj.g_01919
OG0001015	Syah.g_00532	Prbj.g_01918
OG0001016	Syah.g_02487	Prbj.g_00569
OG0001017	Syah.g_02493	Prbj.g_00575
OG0001018	Syah.g_02495	Prbj.g_00577
OG0001019	Syah.g_02512	Prbj.g_00590
OG0001020	Syah.g_02517	Prbj.g_00596
OG0001021	Syah.g_02521	Prbj.g_00600
OG0001022	Syah.g_02524	Prbj.g_00605
OG0001023	Syah.g_02525	Prbj.g_00606
OG0001024	Syah.g_02529	Prbj.g_00610
OG0001025	Syah.g_02534	Prbj.g_00617
OG0001026	Syah.g_02547	Prbj.g_00630
OG0001027	Syah.g_00001	Prbj.g_01550
OG0001028	Syah.g_00003	Prbj.g_01552
OG0001029	Syah.g_00005	Prbj.g_01554
OG0001030	Syah.g_00025	Prbj.g_01535
OG0001031	Syah.g_00611	Prbj.g_01143
OG0001032	Syah.g_00609	Prbj.g_01146
OG0001033	Syah.g_00577	Prbj.g_00287
OG0001034	Syah.g_00908	Prbj.g_02608
OG0001035	Syah.g_00660	Prbj.g_01360
OG0001036	Syah.g_00655	Prbj.g_01364
OG0001037	Syah.g_00653	Prbj.g_01366
OG0001038	Syah.g_00626	Prbj.g_01403
OG0001039	Syah.g_00623	Prbj.g_01406
OG0001040	Syah.g_00090	Prbj.g_01409
OG0001042	Syah.g_00122	Prbj.g_01439
OG0001043	Syah.g_00126	Prbj.g_01441
OG0001044	Syah.g_00857	Prbj.g_00342
OG0001045	Syah.g_00870	Prbj.g_00330
OG0001046	Syah.g_01647	Prbj.g_00874
OG0001047	Syah.g_02233	Prbj.g_00103
OG0001048	Syah.g_02232	Prbj.g_00104
OG0001049	Syah.g_02225	Prbj.g_00107
OG0001050	Syah.g_02224	Prbj.g_00108
OG0001051	Syah.g_02223	Prbj.g_00109
OG0001052	Syah.g_01217	Prbj.g_00132
OG0001053	Syah.g_01000	Prbj.g_01627
OG0001054	Syah.g_01017	Prbj.g_01609
OG0001055	Syah.g_01037	Prbj.g_02103
OG0001056	Syah.g_01069	Prbj.g_02132
OG0001057	Syah.g_01075	Prbj.g_02144
OG0001058	Syah.g_01091	Prbj.g_01863
OG0001059	Syah.g_01095	Prbj.g_01867
OG0001060	Syah.g_01102	Prbj.g_01874
OG0001061	Syah.g_01123	Prbj.g_01802
OG0001062	Syah.g_01125	Prbj.g_01800
OG0001063	Syah.g_01129	Prbj.g_01796
OG0001064	Syah.g_01130	Prbj.g_01795
OG0001065	Syah.g_01131	Prbj.g_01794
OG0001066	Syah.g_01132	Prbj.g_01793
OG0001067	Syah.g_01133	Prbj.g_01792
OG0001068	Syah.g_01134	Prbj.g_01791
OG0001069	Syah.g_01135	Prbj.g_01790
OG0001070	Syah.g_01138	Prbj.g_01786
OG0001071	Syah.g_01139	Prbj.g_01785
OG0001072	Syah.g_01144	Prbj.g_01782
OG0001074	Syah.g_01970	Prbj.g_02544
OG0001075	Syah.g_01969	Prbj.g_02545
OG0001076	Syah.g_01959	Prbj.g_02553
OG0001077	Syah.g_01948	Prbj.g_02563
OG0001078	Syah.g_01934	Prbj.g_02574
OG0001079	Syah.g_01921	Prbj.g_02593
OG0001080	Syah.g_01538	Prbj.g_00794
OG0001081	Syah.g_01487	Prbj.g_00804
OG0001082	Syah.g_01488	Prbj.g_00805
OG0001083	Syah.g_01495	Prbj.g_00813
OG0001084	Syah.g_01496	Prbj.g_00815
OG0001085	Syah.g_01506	Prbj.g_00825
OG0001086	Syah.g_01508	Prbj.g_02707
OG0001087	Syah.g_01992	Prbj.g_00927
OG0001088	Syah.g_01995	Prbj.g_00931
OG0001089	Syah.g_02019	Prbj.g_00757
OG0001090	Syah.g_01728	Prbj.g_02180
OG0001091	Syah.g_01726	Prbj.g_02182
OG0001092	Syah.g_01724	Prbj.g_02183
OG0001093	Syah.g_01718	Prbj.g_02187
OG0001094	Syah.g_01785	Prbj.g_02406
OG0001095	Syah.g_01764	Prbj.g_02425
OG0001096	Syah.g_01748	Prbj.g_02441
OG0001097	Syah.g_02094	Prbj.g_02486
OG0001098	Syah.g_01542	Prbj.g_02323
OG0001099	Syah.g_00004	Prbj.g_01553
OG0001100	Syah.g_01522	Prbj.g_02333
OG0001101	Syah.g_01523	Prbj.g_02334
OG0001102	Syah.g_01526	Prbj.g_02337
OG0001103	Syah.g_01528	Prbj.g_02339
OG0001104	Syah.g_01801	Prbj.g_02396
OG0001105	Syah.g_01797	Prbj.g_02391
OG0001106	Syah.g_01609	Prbj.g_02280
OG0001107	Syah.g_01620	Prbj.g_02270
OG0001108	Syah.g_01628	Prbj.g_02263
OG0001109	Syah.g_01630	Prbj.g_02261
OG0001110	Syah.g_01632	Prbj.g_02259
OG0001111	Syah.g_01634	Prbj.g_02257
OG0001112	Syah.g_01636	Prbj.g_02255
OG0001113	Syah.g_01637	Prbj.g_02254
OG0001114	Syah.g_01638	Prbj.g_02253
OG0001115	Syah.g_01642	Prbj.g_02251
OG0001116	Syah.g_01644	Prbj.g_02250
OG0001117	Syah.g_01645	Prbj.g_02249
OG0001118	Syah.g_01646	Prbj.g_02248
OG0001119	Syah.g_01648	Prbj.g_02247
OG0001120	Syah.g_01652	Prbj.g_02245
OG0001122	Syah.g_01679	Prbj.g_02216
OG0001123	Syah.g_01686	Prbj.g_02209
OG0001124	Syah.g_01688	Prbj.g_02207
OG0001125	Syah.g_01690	Prbj.g_02205
OG0001126	Syah.g_02058	Prbj.g_01850
OG0001127	Syah.g_02057	Prbj.g_01849
OG0001128	Syah.g_02040	Prbj.g_01846
OG0001129	Syah.g_02038	Prbj.g_01845
OG0001130	Syah.g_02037	Prbj.g_01844
