Orthogroup	Syah	Pray
OG0000581	Syah.g_01163	Pray.g_01158
OG0000582	Syah.g_01979	Pray.g_01155
OG0000583	Syah.g_01978	Pray.g_01154
OG0000584	Syah.g_01977	Pray.g_01153
OG0000585	Syah.g_01975	Pray.g_01151
OG0000586	Syah.g_01974	Pray.g_01150
OG0000587	Syah.g_01972	Pray.g_01149
OG0000588	Syah.g_01966	Pray.g_01145
OG0000589	Syah.g_01962	Pray.g_01142
OG0000590	Syah.g_01961	Pray.g_01141
OG0000591	Syah.g_01954	Pray.g_01138
OG0000592	Syah.g_01953	Pray.g_01137
OG0000593	Syah.g_01939	Pray.g_01131
OG0000594	Syah.g_01938	Pray.g_01130
OG0000595	Syah.g_01937	Pray.g_01129
OG0000596	Syah.g_01932	Pray.g_01125
OG0000597	Syah.g_01929	Pray.g_01123
OG0000598	Syah.g_01928	Pray.g_01122
OG0000599	Syah.g_01925	Pray.g_01119
OG0000600	Syah.g_01924	Pray.g_01118
OG0000601	Syah.g_01923	Pray.g_01117
OG0000602	Syah.g_01917	Pray.g_01115
OG0000603	Syah.g_01916	Pray.g_01114
OG0000604	Syah.g_01913	Pray.g_01113
OG0000605	Syah.g_01825	Pray.g_01112
OG0000606	Syah.g_01485	Pray.g_01109
OG0000607	Syah.g_01489	Pray.g_01106
OG0000608	Syah.g_01490	Pray.g_01105
OG0000609	Syah.g_01492	Pray.g_01104
OG0000610	Syah.g_01499	Pray.g_01099
OG0000611	Syah.g_01502	Pray.g_01096
OG0000612	Syah.g_01503	Pray.g_01095
OG0000613	Syah.g_00147	Pray.g_01090
OG0000614	Syah.g_02004	Pray.g_01071
OG0000615	Syah.g_01814	Pray.g_01063
OG0000616	Syah.g_00389	Pray.g_01059
OG0000617	Syah.g_01722	Pray.g_01034
OG0000618	Syah.g_01721	Pray.g_01033
OG0000619	Syah.g_01720	Pray.g_01032
OG0000620	Syah.g_01713	Pray.g_01029
OG0000621	Syah.g_01712	Pray.g_01028
OG0000622	Syah.g_01711	Pray.g_01027
OG0000623	Syah.g_01710	Pray.g_01026
OG0000624	Syah.g_01708	Pray.g_01025
OG0000625	Syah.g_01707	Pray.g_00269
OG0000626	Syah.g_01706	Pray.g_00270
OG0000627	Syah.g_01569	Pray.g_00271
OG0000628	Syah.g_01570	Pray.g_00272
OG0000629	Syah.g_01573	Pray.g_00273
OG0000630	Syah.g_01577	Pray.g_00276
OG0000631	Syah.g_01582	Pray.g_00339
OG0000632	Syah.g_01583	Pray.g_00340
OG0000633	Syah.g_01584	Pray.g_00341
OG0000634	Syah.g_01783	Pray.g_00344
OG0000635	Syah.g_01782	Pray.g_00345
OG0000636	Syah.g_01780	Pray.g_00347
OG0000637	Syah.g_01778	Pray.g_00349
OG0000638	Syah.g_01777	Pray.g_00350
OG0000639	Syah.g_01776	Pray.g_00351
OG0000640	Syah.g_01775	Pray.g_00352
OG0000641	Syah.g_01771	Pray.g_00356
OG0000642	Syah.g_01770	Pray.g_00357
OG0000643	Syah.g_01768	Pray.g_00358
OG0000644	Syah.g_01767	Pray.g_00359
OG0000645	Syah.g_01765	Pray.g_00360
OG0000646	Syah.g_01762	Pray.g_00362
OG0000647	Syah.g_01760	Pray.g_00363
OG0000648	Syah.g_01757	Pray.g_00365
OG0000649	Syah.g_01756	Pray.g_00366
OG0000650	Syah.g_01755	Pray.g_00367
OG0000651	Syah.g_01754	Pray.g_00368
OG0000652	Syah.g_01753	Pray.g_00369
OG0000653	Syah.g_01751	Pray.g_00371
OG0000654	Syah.g_01750	Pray.g_00372
OG0000655	Syah.g_01749	Pray.g_00373
OG0000656	Syah.g_01746	Pray.g_00376
OG0000657	Syah.g_02083	Pray.g_00384
OG0000658	Syah.g_02086	Pray.g_00385
OG0000659	Syah.g_02087	Pray.g_00386
OG0000660	Syah.g_02091	Pray.g_00390
OG0000661	Syah.g_02093	Pray.g_00392
OG0000662	Syah.g_02095	Pray.g_00394
OG0000663	Syah.g_02098	Pray.g_00396
OG0000664	Syah.g_02099	Pray.g_00397
OG0000665	Syah.g_01895	Pray.g_00401
OG0000666	Syah.g_01826	Pray.g_00402
OG0000667	Syah.g_00714	Pray.g_00406
OG0000668	Syah.g_01680	Pray.g_00436
OG0000669	Syah.g_01520	Pray.g_00443
OG0000670	Syah.g_02352	Pray.g_00445
OG0000671	Syah.g_01524	Pray.g_00447
OG0000672	Syah.g_01527	Pray.g_00450
OG0000673	Syah.g_01530	Pray.g_00453
OG0000674	Syah.g_01532	Pray.g_00455
OG0000675	Syah.g_01533	Pray.g_00456
OG0000676	Syah.g_01535	Pray.g_00458
OG0000677	Syah.g_01536	Pray.g_00459
OG0000678	Syah.g_01821	Pray.g_00461
OG0000679	Syah.g_01812	Pray.g_00465
OG0000680	Syah.g_01811	Pray.g_00466
OG0000681	Syah.g_01808	Pray.g_00469
OG0000682	Syah.g_01807	Pray.g_00470
OG0000683	Syah.g_01806	Pray.g_00471
OG0000684	Syah.g_01802	Pray.g_00473
OG0000685	Syah.g_01800	Pray.g_00475
OG0000686	Syah.g_01799	Pray.g_00476
OG0000687	Syah.g_01798	Pray.g_00477
OG0000688	Syah.g_01793	Pray.g_00480
OG0000689	Syah.g_01791	Pray.g_00481
OG0000690	Syah.g_01790	Pray.g_00482
OG0000691	Syah.g_01789	Pray.g_00483
OG0000692	Syah.g_01788	Pray.g_00485
OG0000693	Syah.g_01787	Pray.g_00486
OG0000694	Syah.g_01786	Pray.g_00487
OG0000695	Syah.g_01586	Pray.g_00489
OG0000696	Syah.g_01587	Pray.g_00490
OG0000697	Syah.g_01589	Pray.g_00491
OG0000698	Syah.g_01592	Pray.g_00494
OG0000699	Syah.g_01594	Pray.g_00495
OG0000700	Syah.g_01595	Pray.g_00496
OG0000701	Syah.g_01596	Pray.g_00497
OG0000702	Syah.g_01604	Pray.g_00499
OG0000703	Syah.g_01605	Pray.g_00500
OG0000704	Syah.g_01608	Pray.g_00501
OG0000705	Syah.g_01614	Pray.g_00505
OG0000706	Syah.g_01615	Pray.g_00506
OG0000707	Syah.g_01616	Pray.g_00507
OG0000708	Syah.g_01619	Pray.g_00508
OG0000709	Syah.g_01627	Pray.g_00512
OG0000710	Syah.g_01631	Pray.g_00515
OG0000711	Syah.g_01661	Pray.g_00532
OG0000712	Syah.g_01662	Pray.g_00534
OG0000713	Syah.g_01663	Pray.g_00535
OG0000714	Syah.g_01665	Pray.g_00536
OG0000715	Syah.g_01667	Pray.g_00538
OG0000716	Syah.g_01671	Pray.g_00540
OG0000717	Syah.g_01672	Pray.g_00541
OG0000718	Syah.g_01676	Pray.g_00553
OG0000719	Syah.g_01678	Pray.g_00555
OG0000720	Syah.g_01691	Pray.g_00564
OG0000721	Syah.g_01693	Pray.g_00566
OG0000722	Syah.g_01694	Pray.g_00567
OG0000723	Syah.g_01704	Pray.g_00570
OG0000724	Syah.g_02036	Pray.g_00579
OG0000725	Syah.g_02027	Pray.g_00585
OG0000726	Syah.g_02026	Pray.g_00586
OG0000727	Syah.g_02025	Pray.g_00587
OG0000728	Syah.g_02023	Pray.g_00589
OG0000729	Syah.g_00263	Pray.g_00634
OG0000730	Syah.g_00855	Pray.g_00132
OG0000731	Syah.g_00867	Pray.g_00128
OG0000732	Syah.g_00319	Pray.g_00118
OG0000733	Syah.g_00473	Pray.g_00096
OG0000734	Syah.g_02545	Pray.g_00079
OG0000735	Syah.g_02178	Pray.g_00077
OG0000736	Syah.g_02177	Pray.g_00076
OG0000737	Syah.g_02176	Pray.g_00075
OG0000738	Syah.g_02170	Pray.g_00071
OG0000739	Syah.g_02165	Pray.g_00070
OG0000740	Syah.g_02164	Pray.g_00069
OG0000741	Syah.g_02161	Pray.g_00068
OG0000742	Syah.g_02159	Pray.g_00065
OG0000743	Syah.g_02157	Pray.g_00063
OG0000744	Syah.g_02156	Pray.g_00062
OG0000745	Syah.g_02154	Pray.g_00060
OG0000746	Syah.g_02151	Pray.g_00058
OG0000747	Syah.g_02150	Pray.g_00057
OG0000748	Syah.g_02140	Pray.g_00054
OG0000749	Syah.g_02138	Pray.g_00053
OG0000750	Syah.g_02137	Pray.g_00052
OG0000751	Syah.g_02130	Pray.g_00050
OG0000752	Syah.g_02128	Pray.g_00048
OG0000753	Syah.g_02125	Pray.g_00045
OG0000754	Syah.g_01431	Pray.g_00042
OG0000755	Syah.g_01423	Pray.g_00039
OG0000756	Syah.g_01422	Pray.g_00038
OG0000757	Syah.g_01415	Pray.g_00032
OG0000758	Syah.g_01414	Pray.g_00031
OG0000759	Syah.g_01413	Pray.g_00030
OG0000760	Syah.g_01412	Pray.g_00029
OG0000761	Syah.g_01411	Pray.g_00028
OG0000762	Syah.g_01409	Pray.g_00027
OG0000763	Syah.g_01407	Pray.g_00025
OG0000764	Syah.g_01406	Pray.g_00024
OG0000765	Syah.g_01392	Pray.g_00015
OG0000766	Syah.g_01391	Pray.g_00014
OG0000767	Syah.g_01389	Pray.g_00012
OG0000768	Syah.g_01388	Pray.g_00011
OG0000769	Syah.g_01386	Pray.g_00009
OG0000770	Syah.g_01383	Pray.g_00007
OG0000771	Syah.g_02042	Pray.g_00250
OG0000772	Syah.g_01351	Pray.g_01895
OG0000773	Syah.g_02187	Pray.g_01879
OG0000774	Syah.g_02191	Pray.g_01877
OG0000775	Syah.g_02193	Pray.g_01875
OG0000776	Syah.g_02194	Pray.g_01874
OG0000777	Syah.g_02195	Pray.g_01873
OG0000778	Syah.g_02196	Pray.g_01872
OG0000779	Syah.g_02201	Pray.g_01868
OG0000780	Syah.g_02205	Pray.g_01867
OG0000781	Syah.g_02209	Pray.g_01864
OG0000782	Syah.g_02210	Pray.g_01863
OG0000783	Syah.g_02211	Pray.g_01862
OG0000784	Syah.g_02212	Pray.g_01861
OG0000785	Syah.g_02214	Pray.g_01859
OG0000786	Syah.g_01171	Pray.g_01857
OG0000787	Syah.g_01170	Pray.g_01856
OG0000788	Syah.g_01922	Pray.g_01842
OG0000789	Syah.g_01556	Pray.g_01839
OG0000790	Syah.g_00981	Pray.g_01824
OG0000791	Syah.g_00980	Pray.g_01822
OG0000792	Syah.g_00979	Pray.g_01821
OG0000793	Syah.g_00974	Pray.g_01818
OG0000794	Syah.g_00973	Pray.g_01817
OG0000795	Syah.g_00972	Pray.g_01816
OG0000796	Syah.g_00968	Pray.g_01812
OG0000797	Syah.g_00967	Pray.g_01811
OG0000799	Syah.g_01326	Pray.g_01740
OG0000800	Syah.g_01325	Pray.g_01739
OG0000801	Syah.g_01324	Pray.g_01738
OG0000802	Syah.g_01320	Pray.g_01736
OG0000803	Syah.g_01315	Pray.g_01734
OG0000804	Syah.g_01312	Pray.g_01733
OG0000805	Syah.g_01303	Pray.g_01731
OG0000806	Syah.g_01301	Pray.g_01729
OG0000807	Syah.g_01299	Pray.g_01728
OG0000808	Syah.g_01298	Pray.g_01727
OG0000809	Syah.g_01295	Pray.g_01724
OG0000810	Syah.g_01294	Pray.g_01723
OG0000811	Syah.g_01286	Pray.g_01719
OG0000812	Syah.g_01284	Pray.g_01717
OG0000813	Syah.g_01283	Pray.g_01716
OG0000814	Syah.g_01281	Pray.g_01714
OG0000815	Syah.g_01280	Pray.g_01713
OG0000816	Syah.g_01279	Pray.g_01711
OG0000817	Syah.g_01278	Pray.g_01710
OG0000818	Syah.g_01272	Pray.g_01705
OG0000819	Syah.g_01271	Pray.g_01704
OG0000820	Syah.g_01270	Pray.g_01703
OG0000821	Syah.g_01265	Pray.g_01699
OG0000822	Syah.g_01263	Pray.g_01698
OG0000823	Syah.g_01262	Pray.g_01697
OG0000824	Syah.g_01258	Pray.g_01694
OG0000825	Syah.g_01257	Pray.g_01693
OG0000826	Syah.g_01256	Pray.g_01692
OG0000827	Syah.g_01254	Pray.g_01691
OG0000828	Syah.g_01251	Pray.g_01688
OG0000829	Syah.g_01250	Pray.g_01687
OG0000830	Syah.g_01249	Pray.g_01686
OG0000831	Syah.g_01247	Pray.g_01684
OG0000832	Syah.g_02311	Pray.g_01678
OG0000833	Syah.g_02322	Pray.g_01670
OG0000834	Syah.g_02324	Pray.g_01669
OG0000835	Syah.g_02325	Pray.g_01668
OG0000836	Syah.g_02329	Pray.g_01667
OG0000837	Syah.g_02330	Pray.g_01666
OG0000838	Syah.g_02334	Pray.g_01664
OG0000839	Syah.g_02335	Pray.g_01663
OG0000840	Syah.g_02336	Pray.g_01662
OG0000841	Syah.g_02337	Pray.g_01661
OG0000842	Syah.g_02338	Pray.g_01660
OG0000843	Syah.g_02339	Pray.g_01659
OG0000844	Syah.g_02341	Pray.g_01658
OG0000845	Syah.g_02342	Pray.g_01657
OG0000846	Syah.g_02343	Pray.g_01656
OG0000847	Syah.g_02344	Pray.g_01655
OG0000848	Syah.g_02346	Pray.g_01654
OG0000849	Syah.g_02347	Pray.g_01653
OG0000850	Syah.g_02349	Pray.g_01651
OG0000851	Syah.g_02359	Pray.g_01650
OG0000852	Syah.g_02360	Pray.g_01649
OG0000853	Syah.g_02364	Pray.g_01645
OG0000854	Syah.g_02366	Pray.g_01643
OG0000855	Syah.g_02367	Pray.g_01642
OG0000856	Syah.g_01951	Pray.g_01627
OG0000857	Syah.g_01761	Pray.g_01600
OG0000858	Syah.g_02373	Pray.g_01565
OG0000859	Syah.g_02374	Pray.g_01564
OG0000860	Syah.g_02386	Pray.g_01557
OG0000861	Syah.g_02387	Pray.g_01556
OG0000862	Syah.g_02389	Pray.g_01555
OG0000863	Syah.g_02391	Pray.g_01553
OG0000864	Syah.g_02392	Pray.g_01552
OG0000865	Syah.g_02396	Pray.g_01551
OG0000866	Syah.g_02397	Pray.g_01550
OG0000867	Syah.g_02398	Pray.g_01549
OG0000868	Syah.g_02401	Pray.g_01548
OG0000869	Syah.g_02406	Pray.g_01544
OG0000870	Syah.g_02411	Pray.g_01539
OG0000871	Syah.g_02412	Pray.g_01538
OG0000872	Syah.g_02421	Pray.g_01537
OG0000873	Syah.g_02424	Pray.g_01534
OG0000874	Syah.g_02420	Pray.g_01531
OG0000875	Syah.g_02426	Pray.g_01530
OG0000876	Syah.g_02250	Pray.g_01529
OG0000877	Syah.g_02254	Pray.g_01527
OG0000878	Syah.g_02255	Pray.g_01526
OG0000879	Syah.g_02256	Pray.g_01525
OG0000880	Syah.g_02257	Pray.g_01524
OG0000881	Syah.g_02262	Pray.g_01520
OG0000882	Syah.g_02267	Pray.g_01515
OG0000883	Syah.g_02270	Pray.g_01513
OG0000884	Syah.g_02272	Pray.g_01512
OG0000885	Syah.g_02273	Pray.g_01511
OG0000886	Syah.g_02274	Pray.g_01510
OG0000887	Syah.g_02275	Pray.g_01509
OG0000888	Syah.g_02277	Pray.g_01507
OG0000889	Syah.g_02279	Pray.g_01505
OG0000890	Syah.g_02284	Pray.g_01504
OG0000891	Syah.g_02285	Pray.g_01503
OG0000892	Syah.g_02288	Pray.g_01229
OG0000893	Syah.g_00684	Pray.g_01234
OG0000894	Syah.g_00690	Pray.g_01236
OG0000895	Syah.g_00694	Pray.g_01239
OG0000896	Syah.g_00695	Pray.g_01240
OG0000897	Syah.g_00697	Pray.g_01242
OG0000898	Syah.g_00698	Pray.g_01243
OG0000899	Syah.g_00699	Pray.g_01244
OG0000900	Syah.g_00700	Pray.g_01245
OG0000901	Syah.g_00705	Pray.g_01248
OG0000902	Syah.g_00707	Pray.g_01250
OG0000903	Syah.g_00739	Pray.g_01253
OG0000904	Syah.g_00734	Pray.g_01255
OG0000905	Syah.g_00731	Pray.g_01260
OG0000906	Syah.g_00729	Pray.g_01261
OG0000907	Syah.g_00741	Pray.g_01264
OG0000908	Syah.g_00744	Pray.g_01267
OG0000909	Syah.g_00745	Pray.g_01268
OG0000910	Syah.g_00746	Pray.g_01269
OG0000911	Syah.g_00748	Pray.g_01271
OG0000912	Syah.g_00749	Pray.g_01272
OG0000913	Syah.g_00750	Pray.g_01273
OG0000914	Syah.g_00751	Pray.g_01274
OG0000915	Syah.g_00752	Pray.g_01275
OG0000916	Syah.g_00753	Pray.g_01276
OG0000917	Syah.g_00754	Pray.g_01277
OG0000918	Syah.g_00755	Pray.g_01278
OG0000919	Syah.g_00756	Pray.g_01279
OG0000920	Syah.g_00757	Pray.g_01280
OG0000921	Syah.g_00758	Pray.g_01281
OG0000922	Syah.g_00759	Pray.g_01282
OG0000923	Syah.g_00763	Pray.g_01286
OG0000924	Syah.g_00764	Pray.g_01287
OG0000925	Syah.g_00765	Pray.g_01288
OG0000926	Syah.g_00766	Pray.g_01289
OG0000927	Syah.g_00768	Pray.g_01291
OG0000928	Syah.g_00769	Pray.g_01292
OG0000929	Syah.g_00770	Pray.g_01293
OG0000930	Syah.g_00771	Pray.g_01294
OG0000931	Syah.g_00772	Pray.g_01295
OG0000932	Syah.g_00773	Pray.g_01296
OG0000933	Syah.g_00778	Pray.g_01300
OG0000934	Syah.g_00780	Pray.g_01302
OG0000935	Syah.g_00781	Pray.g_01303
OG0000936	Syah.g_00782	Pray.g_01304
OG0000937	Syah.g_00783	Pray.g_01305
OG0000938	Syah.g_00787	Pray.g_01307
OG0000939	Syah.g_00788	Pray.g_01308
OG0000940	Syah.g_00795	Pray.g_01315
OG0000941	Syah.g_00797	Pray.g_01317
OG0000942	Syah.g_00799	Pray.g_01319
OG0000943	Syah.g_00800	Pray.g_01320
OG0000944	Syah.g_00802	Pray.g_01321
OG0000945	Syah.g_00804	Pray.g_01322
OG0000946	Syah.g_00809	Pray.g_01327
OG0000947	Syah.g_00812	Pray.g_01329
OG0000948	Syah.g_00813	Pray.g_01330
OG0000949	Syah.g_00173	Pray.g_01333
OG0000950	Syah.g_00184	Pray.g_01338
OG0000951	Syah.g_00190	Pray.g_01342
OG0000952	Syah.g_00202	Pray.g_01346
OG0000953	Syah.g_00207	Pray.g_01349
OG0000954	Syah.g_00233	Pray.g_01353
OG0000955	Syah.g_00234	Pray.g_01354
OG0000956	Syah.g_00236	Pray.g_01356
OG0000957	Syah.g_00248	Pray.g_01362
OG0000958	Syah.g_00249	Pray.g_01363
OG0000959	Syah.g_00253	Pray.g_01367
OG0000960	Syah.g_00254	Pray.g_01368
OG0000961	Syah.g_00259	Pray.g_01370
OG0000962	Syah.g_00262	Pray.g_01372
OG0000963	Syah.g_00267	Pray.g_01376
OG0000964	Syah.g_00268	Pray.g_01377
OG0000965	Syah.g_00269	Pray.g_01378
OG0000966	Syah.g_00288	Pray.g_01385
OG0000967	Syah.g_00300	Pray.g_01390
OG0000968	Syah.g_00295	Pray.g_01392
OG0000969	Syah.g_00297	Pray.g_01393
OG0000970	Syah.g_00298	Pray.g_01394
OG0000971	Syah.g_00303	Pray.g_01395
OG0000972	Syah.g_00304	Pray.g_01396
OG0000973	Syah.g_00305	Pray.g_01397
OG0000974	Syah.g_00306	Pray.g_01398
OG0000975	Syah.g_00307	Pray.g_01399
OG0000976	Syah.g_00308	Pray.g_01400
OG0000977	Syah.g_00310	Pray.g_01401
OG0000978	Syah.g_00312	Pray.g_01402
OG0000979	Syah.g_00315	Pray.g_01405
OG0000980	Syah.g_00318	Pray.g_01407
OG0000981	Syah.g_00321	Pray.g_01409
OG0000982	Syah.g_00511	Pray.g_01411
OG0000983	Syah.g_00510	Pray.g_01412
OG0000984	Syah.g_00509	Pray.g_01413
OG0000985	Syah.g_00505	Pray.g_01416
OG0000986	Syah.g_00496	Pray.g_01418
OG0000987	Syah.g_00494	Pray.g_01419
OG0000988	Syah.g_00489	Pray.g_01422
OG0000989	Syah.g_00481	Pray.g_01426
OG0000990	Syah.g_00466	Pray.g_01429
OG0000991	Syah.g_00462	Pray.g_01430
OG0000992	Syah.g_00460	Pray.g_01432
OG0000993	Syah.g_00459	Pray.g_01433
OG0000994	Syah.g_00457	Pray.g_01434
OG0000995	Syah.g_00452	Pray.g_01438
OG0000996	Syah.g_00412	Pray.g_01439
OG0000997	Syah.g_00403	Pray.g_01440
OG0000998	Syah.g_00401	Pray.g_01442
OG0000999	Syah.g_00400	Pray.g_01443
OG0001000	Syah.g_00397	Pray.g_01446
OG0001001	Syah.g_00392	Pray.g_01448
OG0001002	Syah.g_00386	Pray.g_01452
OG0001003	Syah.g_00384	Pray.g_01453
OG0001004	Syah.g_00383	Pray.g_01454
OG0001005	Syah.g_00382	Pray.g_01455
OG0001006	Syah.g_00375	Pray.g_01459
OG0001007	Syah.g_00373	Pray.g_01461
OG0001008	Syah.g_02235	Pray.g_00927
OG0001009	Syah.g_00344	Pray.g_01489
OG0001010	Syah.g_00343	Pray.g_01490
OG0001011	Syah.g_00342	Pray.g_01491
OG0001012	Syah.g_00514	Pray.g_00240
OG0001013	Syah.g_00527	Pray.g_00235
OG0001014	Syah.g_00531	Pray.g_00232
OG0001015	Syah.g_00532	Pray.g_00231
OG0001016	Syah.g_02487	Pray.g_00216
OG0001017	Syah.g_02493	Pray.g_00212
OG0001018	Syah.g_02495	Pray.g_00209
OG0001019	Syah.g_02512	Pray.g_00200
OG0001020	Syah.g_02517	Pray.g_00199
OG0001021	Syah.g_02521	Pray.g_00198
OG0001022	Syah.g_02524	Pray.g_00195
OG0001023	Syah.g_02525	Pray.g_00194
OG0001024	Syah.g_02529	Pray.g_00191
OG0001025	Syah.g_02534	Pray.g_00185
OG0001026	Syah.g_02547	Pray.g_00178
OG0001027	Syah.g_00001	Pray.g_00177
OG0001028	Syah.g_00003	Pray.g_00175
OG0001029	Syah.g_00005	Pray.g_00174
OG0001030	Syah.g_00025	Pray.g_00159
OG0001031	Syah.g_00611	Pray.g_00667
OG0001032	Syah.g_00609	Pray.g_00668
OG0001033	Syah.g_00577	Pray.g_00689
OG0001034	Syah.g_00908	Pray.g_00717
OG0001035	Syah.g_00660	Pray.g_00735
OG0001036	Syah.g_00655	Pray.g_00739
OG0001037	Syah.g_00653	Pray.g_00740
OG0001038	Syah.g_00626	Pray.g_00757
OG0001039	Syah.g_00623	Pray.g_00760
OG0001040	Syah.g_00090	Pray.g_00762
OG0001042	Syah.g_00122	Pray.g_00782
OG0001043	Syah.g_00126	Pray.g_00783
OG0001044	Syah.g_00857	Pray.g_00811
OG0001045	Syah.g_00870	Pray.g_00820
OG0001046	Syah.g_01647	Pray.g_00857
OG0001047	Syah.g_02233	Pray.g_00929
OG0001048	Syah.g_02232	Pray.g_00930
OG0001049	Syah.g_02225	Pray.g_00932
OG0001050	Syah.g_02224	Pray.g_00933
OG0001051	Syah.g_02223	Pray.g_00934
OG0001052	Syah.g_01217	Pray.g_00961
OG0001053	Syah.g_01000	Pray.g_00973
OG0001054	Syah.g_01017	Pray.g_00989
OG0001055	Syah.g_01037	Pray.g_01008
OG0001056	Syah.g_01069	Pray.g_01225
OG0001057	Syah.g_01075	Pray.g_01220
OG0001058	Syah.g_01091	Pray.g_01212
OG0001059	Syah.g_01095	Pray.g_01208
OG0001060	Syah.g_01102	Pray.g_01201
OG0001061	Syah.g_01123	Pray.g_01188
OG0001062	Syah.g_01125	Pray.g_01186
OG0001063	Syah.g_01129	Pray.g_01184
OG0001064	Syah.g_01130	Pray.g_01183
OG0001065	Syah.g_01131	Pray.g_01182
OG0001066	Syah.g_01132	Pray.g_01181
OG0001067	Syah.g_01133	Pray.g_01180
OG0001068	Syah.g_01134	Pray.g_01179
OG0001069	Syah.g_01135	Pray.g_01178
OG0001070	Syah.g_01138	Pray.g_01175
OG0001071	Syah.g_01139	Pray.g_01174
OG0001072	Syah.g_01144	Pray.g_01173
OG0001074	Syah.g_01970	Pray.g_01148
OG0001075	Syah.g_01969	Pray.g_01147
OG0001076	Syah.g_01959	Pray.g_01139
OG0001077	Syah.g_01948	Pray.g_01135
OG0001078	Syah.g_01934	Pray.g_01127
OG0001079	Syah.g_01921	Pray.g_01116
OG0001080	Syah.g_01538	Pray.g_01110
OG0001081	Syah.g_01487	Pray.g_01108
OG0001082	Syah.g_01488	Pray.g_01107
OG0001083	Syah.g_01495	Pray.g_01102
OG0001084	Syah.g_01496	Pray.g_01101
OG0001085	Syah.g_01506	Pray.g_01093
OG0001086	Syah.g_01508	Pray.g_01092
OG0001087	Syah.g_01992	Pray.g_01075
OG0001088	Syah.g_01995	Pray.g_01074
OG0001089	Syah.g_02019	Pray.g_01066
OG0001090	Syah.g_01728	Pray.g_01039
OG0001091	Syah.g_01726	Pray.g_01037
OG0001092	Syah.g_01724	Pray.g_01036
OG0001093	Syah.g_01718	Pray.g_01031
OG0001094	Syah.g_01785	Pray.g_00342
OG0001095	Syah.g_01764	Pray.g_00361
OG0001096	Syah.g_01748	Pray.g_00374
OG0001097	Syah.g_02094	Pray.g_00393
OG0001098	Syah.g_01542	Pray.g_00408
OG0001099	Syah.g_00004	Pray.g_00440
OG0001100	Syah.g_01522	Pray.g_00444
OG0001101	Syah.g_01523	Pray.g_00446
OG0001102	Syah.g_01526	Pray.g_00449
OG0001103	Syah.g_01528	Pray.g_00451
OG0001104	Syah.g_01801	Pray.g_00474
OG0001105	Syah.g_01797	Pray.g_00478
OG0001106	Syah.g_01609	Pray.g_00502
OG0001107	Syah.g_01620	Pray.g_00509
OG0001108	Syah.g_01628	Pray.g_00513
OG0001109	Syah.g_01630	Pray.g_00514
OG0001110	Syah.g_01632	Pray.g_00516
OG0001111	Syah.g_01634	Pray.g_00517
OG0001112	Syah.g_01636	Pray.g_00518
OG0001113	Syah.g_01637	Pray.g_00519
OG0001114	Syah.g_01638	Pray.g_00520
OG0001115	Syah.g_01642	Pray.g_00522
OG0001116	Syah.g_01644	Pray.g_00523
OG0001117	Syah.g_01645	Pray.g_00524
OG0001118	Syah.g_01646	Pray.g_00525
OG0001119	Syah.g_01648	Pray.g_00526
OG0001120	Syah.g_01652	Pray.g_00528
OG0001121	Syah.g_00927, Syah.g_02183	Pray.g_00099, Pray.g_00531
OG0001122	Syah.g_01679	Pray.g_00556
OG0001123	Syah.g_01686	Pray.g_00560
OG0001124	Syah.g_01688	Pray.g_00562
OG0001125	Syah.g_01690	Pray.g_00563
OG0001126	Syah.g_02058	Pray.g_00573
OG0001127	Syah.g_02057	Pray.g_00574
OG0001128	Syah.g_02040	Pray.g_00576
OG0001129	Syah.g_02038	Pray.g_00577
OG0001130	Syah.g_02037	Pray.g_00578
OG0001131	Syah.g_01819	Pray.g_00614
OG0001132	Syah.g_01850	Pray.g_00623
OG0001133	Syah.g_01957	Pray.g_00112
OG0001134	Syah.g_01437	Pray.g_00097
OG0001135	Syah.g_01439	Pray.g_00094
OG0001136	Syah.g_02160	Pray.g_00067
OG0001137	Syah.g_02141	Pray.g_00055
OG0001138	Syah.g_01421	Pray.g_00037
OG0001139	Syah.g_01419	Pray.g_00036
OG0001140	Syah.g_01418	Pray.g_00035
OG0001141	Syah.g_01417	Pray.g_00034
OG0001142	Syah.g_01416	Pray.g_00033
OG0001143	Syah.g_01408	Pray.g_00026
OG0001144	Syah.g_01399	Pray.g_00021
OG0001145	Syah.g_02188	Pray.g_01878
OG0001146	Syah.g_02206	Pray.g_01866
OG0001147	Syah.g_01234	Pray.g_01843
OG0001148	Syah.g_00984	Pray.g_01827
OG0001149	Syah.g_00983	Pray.g_01826
OG0001150	Syah.g_00982	Pray.g_01825
OG0001151	Syah.g_00970	Pray.g_01814
OG0001152	Syah.g_00969	Pray.g_01813
OG0001153	Syah.g_01253	Pray.g_01690
OG0001154	Syah.g_01252	Pray.g_01689
OG0001155	Syah.g_02313	Pray.g_01677
OG0001156	Syah.g_02316	Pray.g_01674
OG0001157	Syah.g_02317	Pray.g_01673
OG0001158	Syah.g_02318	Pray.g_01672
OG0001159	Syah.g_02319	Pray.g_01671
OG0001161	Syah.g_00475	Pray.g_01634
OG0001162	Syah.g_01745	Pray.g_01623
OG0001163	Syah.g_02370	Pray.g_01567
OG0001164	Syah.g_02376	Pray.g_01563
OG0001165	Syah.g_02381	Pray.g_01560
