Orthogroup	Syah	Pram
OG0000581	Syah.g_01163	Pram.g_00543
OG0000582	Syah.g_01979	Pram.g_00546
OG0000583	Syah.g_01978	Pram.g_00547
OG0000584	Syah.g_01977	Pram.g_00548
OG0000585	Syah.g_01975	Pram.g_00550
OG0000586	Syah.g_01974	Pram.g_00551
OG0000587	Syah.g_01972	Pram.g_00552
OG0000588	Syah.g_01966	Pram.g_00556
OG0000589	Syah.g_01962	Pram.g_00559
OG0000590	Syah.g_01961	Pram.g_00560
OG0000591	Syah.g_01954	Pram.g_00564
OG0000592	Syah.g_01953	Pram.g_00565
OG0000593	Syah.g_01939	Pram.g_01078
OG0000594	Syah.g_01938	Pram.g_01077
OG0000595	Syah.g_01937	Pram.g_01076
OG0000596	Syah.g_01932	Pram.g_01073
OG0000597	Syah.g_01929	Pram.g_01070
OG0000598	Syah.g_01928	Pram.g_01069
OG0000599	Syah.g_01925	Pram.g_01066
OG0000600	Syah.g_01924	Pram.g_01065
OG0000601	Syah.g_01923	Pram.g_01064
OG0000602	Syah.g_01917	Pram.g_01062
OG0000603	Syah.g_01916	Pram.g_01061
OG0000604	Syah.g_01913	Pram.g_01060
OG0000605	Syah.g_01825	Pram.g_01059
OG0000606	Syah.g_01485	Pram.g_01056
OG0000607	Syah.g_01489	Pram.g_01053
OG0000608	Syah.g_01490	Pram.g_01052
OG0000609	Syah.g_01492	Pram.g_01051
OG0000610	Syah.g_01499	Pram.g_01045
OG0000611	Syah.g_01502	Pram.g_01042
OG0000612	Syah.g_01503	Pram.g_01041
OG0000613	Syah.g_00147	Pram.g_00763
OG0000614	Syah.g_02004	Pram.g_00784
OG0000615	Syah.g_01814	Pram.g_00795
OG0000616	Syah.g_00389	Pram.g_01927
OG0000617	Syah.g_01722	Pram.g_01024
OG0000618	Syah.g_01721	Pram.g_01023
OG0000619	Syah.g_01720	Pram.g_01022
OG0000620	Syah.g_01713	Pram.g_01019
OG0000621	Syah.g_01712	Pram.g_01018
OG0000622	Syah.g_01711	Pram.g_01017
OG0000623	Syah.g_01710	Pram.g_01016
OG0000624	Syah.g_01708	Pram.g_01014
OG0000625	Syah.g_01707	Pram.g_01013
OG0000626	Syah.g_01706	Pram.g_01012
OG0000627	Syah.g_01569	Pram.g_01011
OG0000628	Syah.g_01570	Pram.g_01010
OG0000629	Syah.g_01573	Pram.g_01008
OG0000630	Syah.g_01577	Pram.g_01005
OG0000631	Syah.g_01582	Pram.g_00913
OG0000632	Syah.g_01583	Pram.g_00914
OG0000633	Syah.g_01584	Pram.g_00915
OG0000634	Syah.g_01783	Pram.g_00805
OG0000635	Syah.g_01782	Pram.g_00806
OG0000636	Syah.g_01780	Pram.g_00808
OG0000637	Syah.g_01778	Pram.g_00810
OG0000638	Syah.g_01777	Pram.g_00811
OG0000639	Syah.g_01776	Pram.g_00812
OG0000640	Syah.g_01775	Pram.g_00813
OG0000641	Syah.g_01771	Pram.g_00817
OG0000642	Syah.g_01770	Pram.g_00818
OG0000643	Syah.g_01768	Pram.g_00819
OG0000644	Syah.g_01767	Pram.g_00820
OG0000645	Syah.g_01765	Pram.g_00821
OG0000646	Syah.g_01762	Pram.g_00823
OG0000647	Syah.g_01760	Pram.g_00825
OG0000648	Syah.g_01757	Pram.g_00827
OG0000649	Syah.g_01756	Pram.g_00828
OG0000650	Syah.g_01755	Pram.g_00829
OG0000651	Syah.g_01754	Pram.g_00830
OG0000652	Syah.g_01753	Pram.g_00831
OG0000653	Syah.g_01751	Pram.g_00833
OG0000654	Syah.g_01750	Pram.g_00834
OG0000655	Syah.g_01749	Pram.g_00835
OG0000656	Syah.g_01746	Pram.g_00838
OG0000657	Syah.g_02083	Pram.g_00845
OG0000658	Syah.g_02086	Pram.g_00847
OG0000659	Syah.g_02087	Pram.g_00848
OG0000660	Syah.g_02091	Pram.g_00852
OG0000661	Syah.g_02093	Pram.g_00854
OG0000662	Syah.g_02095	Pram.g_00857
OG0000663	Syah.g_02098	Pram.g_00859
OG0000664	Syah.g_02099	Pram.g_00860
OG0000665	Syah.g_01895	Pram.g_00866
OG0000666	Syah.g_01826	Pram.g_00867
OG0000667	Syah.g_00714	Pram.g_00872
OG0000668	Syah.g_01680	Pram.g_00713
OG0000669	Syah.g_01520	Pram.g_00724
OG0000670	Syah.g_02352	Pram.g_00727
OG0000671	Syah.g_01524	Pram.g_00729
OG0000672	Syah.g_01527	Pram.g_00732
OG0000673	Syah.g_01530	Pram.g_00735
OG0000674	Syah.g_01532	Pram.g_00737
OG0000675	Syah.g_01533	Pram.g_00738
OG0000676	Syah.g_01535	Pram.g_00740
OG0000677	Syah.g_01536	Pram.g_00741
OG0000678	Syah.g_01821	Pram.g_00743
OG0000679	Syah.g_01812	Pram.g_00747
OG0000680	Syah.g_01811	Pram.g_00748
OG0000681	Syah.g_01808	Pram.g_00751
OG0000682	Syah.g_01807	Pram.g_00752
OG0000683	Syah.g_01806	Pram.g_00753
OG0000684	Syah.g_01802	Pram.g_00754
OG0000685	Syah.g_01800	Pram.g_00756
OG0000686	Syah.g_01799	Pram.g_00757
OG0000687	Syah.g_01798	Pram.g_00758
OG0000688	Syah.g_01793	Pram.g_01036
OG0000689	Syah.g_01791	Pram.g_01035
OG0000690	Syah.g_01790	Pram.g_01034
OG0000691	Syah.g_01789	Pram.g_01033
OG0000692	Syah.g_01788	Pram.g_01031
OG0000693	Syah.g_01787	Pram.g_01030
OG0000694	Syah.g_01786	Pram.g_01029
OG0000695	Syah.g_01586	Pram.g_00917
OG0000696	Syah.g_01587	Pram.g_00918
OG0000697	Syah.g_01589	Pram.g_00919
OG0000698	Syah.g_01592	Pram.g_00922
OG0000699	Syah.g_01594	Pram.g_00923
OG0000700	Syah.g_01595	Pram.g_00924
OG0000701	Syah.g_01596	Pram.g_00925
OG0000702	Syah.g_01604	Pram.g_00927
OG0000703	Syah.g_01605	Pram.g_00928
OG0000704	Syah.g_01608	Pram.g_00930
OG0000705	Syah.g_01614	Pram.g_00936
OG0000706	Syah.g_01615	Pram.g_00937
OG0000707	Syah.g_01616	Pram.g_00938
OG0000708	Syah.g_01619	Pram.g_00940
OG0000709	Syah.g_01627	Pram.g_00944
OG0000710	Syah.g_01631	Pram.g_00947
OG0000711	Syah.g_01661	Pram.g_00963
OG0000712	Syah.g_01662	Pram.g_00964
OG0000713	Syah.g_01663	Pram.g_00965
OG0000714	Syah.g_01665	Pram.g_00966
OG0000715	Syah.g_01667	Pram.g_00968
OG0000716	Syah.g_01671	Pram.g_00970
OG0000717	Syah.g_01672	Pram.g_00971
OG0000718	Syah.g_01676	Pram.g_00973
OG0000719	Syah.g_01678	Pram.g_00975
OG0000720	Syah.g_01691	Pram.g_00986
OG0000721	Syah.g_01693	Pram.g_00990
OG0000722	Syah.g_01694	Pram.g_00991
OG0000723	Syah.g_01704	Pram.g_00995
OG0000724	Syah.g_02036	Pram.g_00893
OG0000725	Syah.g_02027	Pram.g_00887
OG0000726	Syah.g_02026	Pram.g_00886
OG0000727	Syah.g_02025	Pram.g_00885
OG0000728	Syah.g_02023	Pram.g_00883
OG0000729	Syah.g_00263	Pram.g_01208
OG0000730	Syah.g_00855	Pram.g_01182
OG0000731	Syah.g_00867	Pram.g_00335
OG0000733	Syah.g_00473	Pram.g_01547
OG0000734	Syah.g_02545	Pram.g_01156
OG0000735	Syah.g_02178	Pram.g_01154
OG0000736	Syah.g_02177	Pram.g_01153
OG0000737	Syah.g_02176	Pram.g_01152
OG0000738	Syah.g_02170	Pram.g_01148
OG0000739	Syah.g_02165	Pram.g_01147
OG0000740	Syah.g_02164	Pram.g_01146
OG0000741	Syah.g_02161	Pram.g_01144
OG0000742	Syah.g_02159	Pram.g_01141
OG0000743	Syah.g_02157	Pram.g_01139
OG0000744	Syah.g_02156	Pram.g_01137
OG0000745	Syah.g_02154	Pram.g_01136
OG0000746	Syah.g_02151	Pram.g_01134
OG0000747	Syah.g_02150	Pram.g_01133
OG0000748	Syah.g_02140	Pram.g_01129
OG0000749	Syah.g_02138	Pram.g_01128
OG0000750	Syah.g_02137	Pram.g_01127
OG0000751	Syah.g_02130	Pram.g_01124
OG0000752	Syah.g_02128	Pram.g_01122
OG0000753	Syah.g_02125	Pram.g_01119
OG0000754	Syah.g_01431	Pram.g_01117
OG0000755	Syah.g_01423	Pram.g_01111
OG0000756	Syah.g_01422	Pram.g_01110
OG0000757	Syah.g_01415	Pram.g_01103
OG0000758	Syah.g_01414	Pram.g_01102
OG0000759	Syah.g_01413	Pram.g_01101
OG0000760	Syah.g_01412	Pram.g_01100
OG0000761	Syah.g_01411	Pram.g_01099
OG0000762	Syah.g_01409	Pram.g_01098
OG0000763	Syah.g_01407	Pram.g_01096
OG0000764	Syah.g_01406	Pram.g_01095
OG0000765	Syah.g_01392	Pram.g_01087
OG0000766	Syah.g_01391	Pram.g_01086
OG0000767	Syah.g_01389	Pram.g_01084
OG0000768	Syah.g_01388	Pram.g_01083
OG0000769	Syah.g_01386	Pram.g_01081
OG0000770	Syah.g_01383	Pram.g_00570
OG0000771	Syah.g_02042	Pram.g_01254
OG0000772	Syah.g_01351	Pram.g_01569
OG0000773	Syah.g_02187	Pram.g_01221
OG0000774	Syah.g_02191	Pram.g_01223
OG0000775	Syah.g_02193	Pram.g_01225
OG0000776	Syah.g_02194	Pram.g_01226
OG0000777	Syah.g_02195	Pram.g_01227
OG0000778	Syah.g_02196	Pram.g_01228
OG0000779	Syah.g_02201	Pram.g_01232
OG0000780	Syah.g_02205	Pram.g_01233
OG0000781	Syah.g_02209	Pram.g_01236
OG0000782	Syah.g_02210	Pram.g_01237
OG0000783	Syah.g_02211	Pram.g_01238
OG0000784	Syah.g_02212	Pram.g_01239
OG0000785	Syah.g_02214	Pram.g_01241
OG0000786	Syah.g_01171	Pram.g_01244
OG0000787	Syah.g_01170	Pram.g_01245
OG0000788	Syah.g_01922	Pram.g_01271
OG0000789	Syah.g_01556	Pram.g_01281
OG0000790	Syah.g_00981	Pram.g_01463
OG0000791	Syah.g_00980	Pram.g_01461
OG0000792	Syah.g_00979	Pram.g_01460
OG0000793	Syah.g_00974	Pram.g_01456
OG0000794	Syah.g_00973	Pram.g_01455
OG0000795	Syah.g_00972	Pram.g_01454
OG0000796	Syah.g_00968	Pram.g_01450
OG0000797	Syah.g_00967	Pram.g_01449
OG0000798	Syah.g_00627	Pram.g_01444
OG0000799	Syah.g_01326	Pram.g_01398
OG0000800	Syah.g_01325	Pram.g_01397
OG0000801	Syah.g_01324	Pram.g_01396
OG0000802	Syah.g_01320	Pram.g_01394
OG0000803	Syah.g_01315	Pram.g_01392
OG0000804	Syah.g_01312	Pram.g_01391
OG0000805	Syah.g_01303	Pram.g_01389
OG0000806	Syah.g_01301	Pram.g_01387
OG0000807	Syah.g_01299	Pram.g_01386
OG0000808	Syah.g_01298	Pram.g_01385
OG0000809	Syah.g_01295	Pram.g_01383
OG0000810	Syah.g_01294	Pram.g_01382
OG0000811	Syah.g_01286	Pram.g_01375
OG0000812	Syah.g_01284	Pram.g_01373
OG0000813	Syah.g_01283	Pram.g_01372
OG0000814	Syah.g_01281	Pram.g_01370
OG0000815	Syah.g_01280	Pram.g_01369
OG0000816	Syah.g_01279	Pram.g_01367
OG0000817	Syah.g_01278	Pram.g_01366
OG0000818	Syah.g_01272	Pram.g_01361
OG0000819	Syah.g_01271	Pram.g_01360
OG0000820	Syah.g_01270	Pram.g_01359
OG0000821	Syah.g_01265	Pram.g_01355
OG0000822	Syah.g_01263	Pram.g_01354
OG0000823	Syah.g_01262	Pram.g_01353
OG0000824	Syah.g_01258	Pram.g_01350
OG0000825	Syah.g_01257	Pram.g_01349
OG0000826	Syah.g_01256	Pram.g_01348
OG0000827	Syah.g_01254	Pram.g_01347
OG0000828	Syah.g_01251	Pram.g_01344
OG0000829	Syah.g_01250	Pram.g_01343
OG0000830	Syah.g_01249	Pram.g_01342
OG0000831	Syah.g_01247	Pram.g_01340
OG0000832	Syah.g_02311	Pram.g_01330
OG0000833	Syah.g_02322	Pram.g_01321
OG0000834	Syah.g_02324	Pram.g_01320
OG0000835	Syah.g_02325	Pram.g_01319
OG0000836	Syah.g_02329	Pram.g_01318
OG0000837	Syah.g_02330	Pram.g_01317
OG0000838	Syah.g_02334	Pram.g_01314
OG0000839	Syah.g_02335	Pram.g_01313
OG0000840	Syah.g_02336	Pram.g_01312
OG0000841	Syah.g_02337	Pram.g_01311
OG0000842	Syah.g_02338	Pram.g_01310
OG0000843	Syah.g_02339	Pram.g_01309
OG0000844	Syah.g_02341	Pram.g_01308
OG0000845	Syah.g_02342	Pram.g_01307
OG0000846	Syah.g_02343	Pram.g_01306
OG0000847	Syah.g_02344	Pram.g_01305
OG0000848	Syah.g_02346	Pram.g_01304
OG0000849	Syah.g_02347	Pram.g_01303
OG0000850	Syah.g_02349	Pram.g_01301
OG0000851	Syah.g_02359	Pram.g_01300
OG0000852	Syah.g_02360	Pram.g_01299
OG0000853	Syah.g_02364	Pram.g_01294
OG0000854	Syah.g_02366	Pram.g_01292
OG0000855	Syah.g_02367	Pram.g_01291
OG0000856	Syah.g_01951	Pram.g_00567
OG0000857	Syah.g_01761	Pram.g_00824
OG0000858	Syah.g_02373	Pram.g_01625
OG0000859	Syah.g_02374	Pram.g_01626
OG0000860	Syah.g_02386	Pram.g_01634
OG0000861	Syah.g_02387	Pram.g_01635
OG0000862	Syah.g_02389	Pram.g_01636
OG0000863	Syah.g_02391	Pram.g_01638
OG0000864	Syah.g_02392	Pram.g_01639
OG0000865	Syah.g_02396	Pram.g_01640
OG0000866	Syah.g_02397	Pram.g_01641
OG0000867	Syah.g_02398	Pram.g_01642
OG0000868	Syah.g_02401	Pram.g_01644
OG0000869	Syah.g_02406	Pram.g_01647
OG0000870	Syah.g_02411	Pram.g_01652
OG0000871	Syah.g_02412	Pram.g_01653
OG0000872	Syah.g_02421	Pram.g_01654
OG0000873	Syah.g_02424	Pram.g_01657
OG0000874	Syah.g_02420	Pram.g_01660
OG0000875	Syah.g_02426	Pram.g_01662
OG0000876	Syah.g_02250	Pram.g_01663
OG0000877	Syah.g_02254	Pram.g_01665
OG0000878	Syah.g_02255	Pram.g_01666
OG0000879	Syah.g_02256	Pram.g_01667
OG0000880	Syah.g_02257	Pram.g_01668
OG0000881	Syah.g_02262	Pram.g_01672
OG0000882	Syah.g_02267	Pram.g_01677
OG0000883	Syah.g_02270	Pram.g_01679
OG0000884	Syah.g_02272	Pram.g_01681
OG0000885	Syah.g_02273	Pram.g_01682
OG0000886	Syah.g_02274	Pram.g_01683
OG0000887	Syah.g_02275	Pram.g_01684
OG0000888	Syah.g_02277	Pram.g_01686
OG0000889	Syah.g_02279	Pram.g_01688
OG0000890	Syah.g_02284	Pram.g_01689
OG0000891	Syah.g_02285	Pram.g_01690
OG0000892	Syah.g_02288	Pram.g_01691
OG0000893	Syah.g_00684	Pram.g_01695
OG0000894	Syah.g_00690	Pram.g_01698
OG0000895	Syah.g_00694	Pram.g_01702
OG0000896	Syah.g_00695	Pram.g_01703
OG0000897	Syah.g_00697	Pram.g_01705
OG0000898	Syah.g_00698	Pram.g_01706
OG0000899	Syah.g_00699	Pram.g_01707
OG0000900	Syah.g_00700	Pram.g_01708
OG0000901	Syah.g_00705	Pram.g_01711
OG0000902	Syah.g_00707	Pram.g_01713
OG0000903	Syah.g_00739	Pram.g_01717
OG0000904	Syah.g_00734	Pram.g_01722
OG0000905	Syah.g_00731	Pram.g_01715
OG0000906	Syah.g_00729	Pram.g_01714
OG0000907	Syah.g_00741	Pram.g_01727
OG0000908	Syah.g_00744	Pram.g_01730
OG0000909	Syah.g_00745	Pram.g_01731
OG0000910	Syah.g_00746	Pram.g_01732
OG0000911	Syah.g_00748	Pram.g_01734
OG0000912	Syah.g_00749	Pram.g_01735
OG0000913	Syah.g_00750	Pram.g_01736
OG0000914	Syah.g_00751	Pram.g_01737
OG0000915	Syah.g_00752	Pram.g_01738
OG0000916	Syah.g_00753	Pram.g_01739
OG0000917	Syah.g_00754	Pram.g_01740
OG0000918	Syah.g_00755	Pram.g_01741
OG0000919	Syah.g_00756	Pram.g_01742
OG0000920	Syah.g_00757	Pram.g_01743
OG0000921	Syah.g_00758	Pram.g_01744
OG0000922	Syah.g_00759	Pram.g_01745
OG0000923	Syah.g_00763	Pram.g_01749
OG0000924	Syah.g_00764	Pram.g_01750
OG0000925	Syah.g_00765	Pram.g_01751
OG0000926	Syah.g_00766	Pram.g_01752
OG0000927	Syah.g_00768	Pram.g_01754
OG0000928	Syah.g_00769	Pram.g_01755
OG0000929	Syah.g_00770	Pram.g_01756
OG0000930	Syah.g_00771	Pram.g_01757
OG0000931	Syah.g_00772	Pram.g_01758
OG0000932	Syah.g_00773	Pram.g_01759
OG0000933	Syah.g_00778	Pram.g_01763
OG0000934	Syah.g_00780	Pram.g_01765
OG0000935	Syah.g_00781	Pram.g_01766
OG0000936	Syah.g_00782	Pram.g_01767
OG0000937	Syah.g_00783	Pram.g_01768
OG0000938	Syah.g_00787	Pram.g_01771
OG0000939	Syah.g_00788	Pram.g_01772
OG0000940	Syah.g_00795	Pram.g_01779
OG0000941	Syah.g_00797	Pram.g_01781
OG0000942	Syah.g_00799	Pram.g_01783
OG0000943	Syah.g_00800	Pram.g_01784
OG0000944	Syah.g_00802	Pram.g_01786
OG0000945	Syah.g_00804	Pram.g_01787
OG0000946	Syah.g_00809	Pram.g_01793
OG0000947	Syah.g_00812	Pram.g_01795
OG0000948	Syah.g_00813	Pram.g_01796
OG0000949	Syah.g_00173	Pram.g_01799
OG0000950	Syah.g_00184	Pram.g_01806
OG0000951	Syah.g_00190	Pram.g_01810
OG0000952	Syah.g_00202	Pram.g_01814
OG0000953	Syah.g_00207	Pram.g_01818
OG0000954	Syah.g_00233	Pram.g_01822
OG0000955	Syah.g_00234	Pram.g_01823
OG0000956	Syah.g_00236	Pram.g_01825
OG0000957	Syah.g_00248	Pram.g_01831
OG0000958	Syah.g_00249	Pram.g_01832
OG0000959	Syah.g_00253	Pram.g_01836
OG0000960	Syah.g_00254	Pram.g_01837
OG0000961	Syah.g_00259	Pram.g_01840
OG0000962	Syah.g_00262	Pram.g_01842
OG0000963	Syah.g_00267	Pram.g_01846
OG0000964	Syah.g_00268	Pram.g_01847
OG0000965	Syah.g_00269	Pram.g_01848
OG0000966	Syah.g_00288	Pram.g_01854
OG0000967	Syah.g_00300	Pram.g_01858
OG0000968	Syah.g_00295	Pram.g_01860
OG0000969	Syah.g_00297	Pram.g_01861
OG0000970	Syah.g_00298	Pram.g_01862
OG0000971	Syah.g_00303	Pram.g_01863
OG0000972	Syah.g_00304	Pram.g_01864
OG0000973	Syah.g_00305	Pram.g_01865
OG0000974	Syah.g_00306	Pram.g_01866
OG0000975	Syah.g_00307	Pram.g_01867
OG0000976	Syah.g_00308	Pram.g_01868
OG0000977	Syah.g_00310	Pram.g_01869
OG0000978	Syah.g_00312	Pram.g_01870
OG0000979	Syah.g_00315	Pram.g_01873
OG0000980	Syah.g_00318	Pram.g_01875
OG0000981	Syah.g_00321	Pram.g_01878
OG0000982	Syah.g_00511	Pram.g_01880
OG0000983	Syah.g_00510	Pram.g_01881
OG0000984	Syah.g_00509	Pram.g_01882
OG0000985	Syah.g_00505	Pram.g_01885
OG0000986	Syah.g_00496	Pram.g_01887
OG0000987	Syah.g_00494	Pram.g_01888
OG0000988	Syah.g_00489	Pram.g_01891
OG0000989	Syah.g_00481	Pram.g_01895
OG0000990	Syah.g_00466	Pram.g_01900
OG0000991	Syah.g_00462	Pram.g_01901
OG0000992	Syah.g_00460	Pram.g_01904
OG0000993	Syah.g_00459	Pram.g_01905
OG0000994	Syah.g_00457	Pram.g_01906
OG0000995	Syah.g_00452	Pram.g_01910
OG0000996	Syah.g_00412	Pram.g_01911
OG0000997	Syah.g_00403	Pram.g_01913
OG0000998	Syah.g_00401	Pram.g_01915
OG0000999	Syah.g_00400	Pram.g_01916
OG0001000	Syah.g_00397	Pram.g_01919
OG0001001	Syah.g_00392	Pram.g_01924
OG0001002	Syah.g_00386	Pram.g_01929
OG0001003	Syah.g_00384	Pram.g_01930
OG0001004	Syah.g_00383	Pram.g_01931
OG0001005	Syah.g_00382	Pram.g_01932
OG0001006	Syah.g_00375	Pram.g_01936
OG0001007	Syah.g_00373	Pram.g_01938
OG0001008	Syah.g_02235	Pram.g_00372
OG0001009	Syah.g_00344	Pram.g_00014
OG0001010	Syah.g_00343	Pram.g_00015
OG0001011	Syah.g_00342	Pram.g_00016
OG0001012	Syah.g_00514	Pram.g_00028
OG0001013	Syah.g_00527	Pram.g_00035
OG0001014	Syah.g_00531	Pram.g_00038
OG0001015	Syah.g_00532	Pram.g_00039
OG0001016	Syah.g_02487	Pram.g_00058
OG0001017	Syah.g_02493	Pram.g_00062
OG0001018	Syah.g_02495	Pram.g_00064
OG0001019	Syah.g_02512	Pram.g_00073
OG0001020	Syah.g_02517	Pram.g_00074
OG0001021	Syah.g_02521	Pram.g_00075
OG0001022	Syah.g_02524	Pram.g_00078
OG0001023	Syah.g_02525	Pram.g_00079
OG0001024	Syah.g_02529	Pram.g_00082
OG0001025	Syah.g_02534	Pram.g_00089
OG0001026	Syah.g_02547	Pram.g_00097
OG0001027	Syah.g_00001	Pram.g_00098
OG0001028	Syah.g_00003	Pram.g_00100
OG0001029	Syah.g_00005	Pram.g_00101
OG0001030	Syah.g_00025	Pram.g_00117
OG0001031	Syah.g_00611	Pram.g_00171
OG0001032	Syah.g_00609	Pram.g_00172
OG0001033	Syah.g_00577	Pram.g_00193
OG0001034	Syah.g_00908	Pram.g_00223
OG0001035	Syah.g_00660	Pram.g_00243
OG0001036	Syah.g_00655	Pram.g_00247
OG0001037	Syah.g_00653	Pram.g_00248
OG0001038	Syah.g_00626	Pram.g_00266
OG0001039	Syah.g_00623	Pram.g_00269
OG0001040	Syah.g_00090	Pram.g_00271
OG0001042	Syah.g_00122	Pram.g_00293
OG0001043	Syah.g_00126	Pram.g_00294
OG0001044	Syah.g_00857	Pram.g_00327
OG0001045	Syah.g_00870	Pram.g_00337
OG0001046	Syah.g_01647	Pram.g_01537
OG0001047	Syah.g_02233	Pram.g_00374
OG0001048	Syah.g_02232	Pram.g_00375
OG0001049	Syah.g_02225	Pram.g_00377
OG0001050	Syah.g_02224	Pram.g_00378
OG0001051	Syah.g_02223	Pram.g_00379
OG0001052	Syah.g_01217	Pram.g_00407
OG0001053	Syah.g_01000	Pram.g_00419
OG0001054	Syah.g_01017	Pram.g_00434
OG0001055	Syah.g_01037	Pram.g_00454
OG0001056	Syah.g_01069	Pram.g_00474
OG0001057	Syah.g_01075	Pram.g_00478
OG0001058	Syah.g_01091	Pram.g_00486
OG0001059	Syah.g_01095	Pram.g_00490
OG0001060	Syah.g_01102	Pram.g_00497
OG0001061	Syah.g_01123	Pram.g_00512
OG0001062	Syah.g_01125	Pram.g_00514
OG0001063	Syah.g_01129	Pram.g_00516
OG0001064	Syah.g_01130	Pram.g_00517
OG0001065	Syah.g_01131	Pram.g_00518
OG0001066	Syah.g_01132	Pram.g_00519
OG0001067	Syah.g_01133	Pram.g_00520
OG0001068	Syah.g_01134	Pram.g_00521
OG0001069	Syah.g_01135	Pram.g_00522
OG0001070	Syah.g_01138	Pram.g_00524
OG0001071	Syah.g_01139	Pram.g_00525
OG0001072	Syah.g_01144	Pram.g_00527
OG0001074	Syah.g_01970	Pram.g_00553
OG0001075	Syah.g_01969	Pram.g_00554
OG0001076	Syah.g_01959	Pram.g_00562
OG0001077	Syah.g_01948	Pram.g_00568
OG0001078	Syah.g_01934	Pram.g_01074
OG0001079	Syah.g_01921	Pram.g_01063
OG0001080	Syah.g_01538	Pram.g_01057
OG0001081	Syah.g_01487	Pram.g_01055
OG0001082	Syah.g_01488	Pram.g_01054
OG0001083	Syah.g_01495	Pram.g_01049
OG0001084	Syah.g_01496	Pram.g_01048
OG0001085	Syah.g_01506	Pram.g_00760
OG0001086	Syah.g_01508	Pram.g_00761
OG0001087	Syah.g_01992	Pram.g_00779
OG0001088	Syah.g_01995	Pram.g_00780
OG0001089	Syah.g_02019	Pram.g_00791
OG0001090	Syah.g_01728	Pram.g_00802
OG0001091	Syah.g_01726	Pram.g_01027
OG0001092	Syah.g_01724	Pram.g_01026
OG0001093	Syah.g_01718	Pram.g_01021
OG0001094	Syah.g_01785	Pram.g_01028
OG0001095	Syah.g_01764	Pram.g_00822
OG0001096	Syah.g_01748	Pram.g_00836
OG0001097	Syah.g_02094	Pram.g_00855
OG0001098	Syah.g_01542	Pram.g_00876
OG0001099	Syah.g_00004	Pram.g_00717
OG0001100	Syah.g_01522	Pram.g_00726
OG0001101	Syah.g_01523	Pram.g_00728
OG0001102	Syah.g_01526	Pram.g_00731
OG0001103	Syah.g_01528	Pram.g_00733
OG0001104	Syah.g_01801	Pram.g_00755
OG0001105	Syah.g_01797	Pram.g_00759
OG0001106	Syah.g_01609	Pram.g_00931
OG0001107	Syah.g_01620	Pram.g_00941
OG0001108	Syah.g_01628	Pram.g_00945
OG0001109	Syah.g_01630	Pram.g_00946
OG0001110	Syah.g_01632	Pram.g_00948
OG0001111	Syah.g_01634	Pram.g_00949
OG0001112	Syah.g_01636	Pram.g_00950
OG0001113	Syah.g_01637	Pram.g_00951
OG0001114	Syah.g_01638	Pram.g_00952
OG0001115	Syah.g_01642	Pram.g_00954
OG0001116	Syah.g_01644	Pram.g_00955
OG0001117	Syah.g_01645	Pram.g_00956
OG0001118	Syah.g_01646	Pram.g_00957
OG0001119	Syah.g_01648	Pram.g_00958
OG0001120	Syah.g_01652	Pram.g_00959
OG0001122	Syah.g_01679	Pram.g_00976
OG0001123	Syah.g_01686	Pram.g_00981
OG0001124	Syah.g_01688	Pram.g_00983
OG0001125	Syah.g_01690	Pram.g_00985
OG0001126	Syah.g_02058	Pram.g_00899
OG0001127	Syah.g_02057	Pram.g_00898
OG0001128	Syah.g_02040	Pram.g_00896
OG0001129	Syah.g_02038	Pram.g_00895
OG0001130	Syah.g_02037	Pram.g_00894
OG0001131	Syah.g_01819	Pram.g_00356
OG0001132	Syah.g_01850	Pram.g_00683
OG0001133	Syah.g_01957	Pram.g_01469
OG0001134	Syah.g_01437	Pram.g_01546
OG0001135	Syah.g_01439	Pram.g_01549
OG0001136	Syah.g_02160	Pram.g_01143
OG0001137	Syah.g_02141	Pram.g_01130
OG0001138	Syah.g_01421	Pram.g_01109
OG0001139	Syah.g_01419	Pram.g_01107
OG0001140	Syah.g_01418	Pram.g_01106
OG0001141	Syah.g_01417	Pram.g_01105
OG0001142	Syah.g_01416	Pram.g_01104
OG0001143	Syah.g_01408	Pram.g_01097
OG0001144	Syah.g_01399	Pram.g_01092
OG0001145	Syah.g_02188	Pram.g_01222
OG0001146	Syah.g_02206	Pram.g_01234
OG0001147	Syah.g_01234	Pram.g_01475
OG0001148	Syah.g_00984	Pram.g_01466
OG0001149	Syah.g_00983	Pram.g_01465
OG0001150	Syah.g_00982	Pram.g_01464
OG0001151	Syah.g_00970	Pram.g_01452
OG0001152	Syah.g_00969	Pram.g_01451
OG0001153	Syah.g_01253	Pram.g_01346
OG0001154	Syah.g_01252	Pram.g_01345
OG0001155	Syah.g_02313	Pram.g_01328
OG0001156	Syah.g_02316	Pram.g_01325
OG0001157	Syah.g_02317	Pram.g_01324
OG0001158	Syah.g_02318	Pram.g_01323
OG0001159	Syah.g_02319	Pram.g_01322
OG0001161	Syah.g_00475	Pram.g_01577
OG0001162	Syah.g_01745	Pram.g_01590
OG0001163	Syah.g_02370	Pram.g_01624
OG0001164	Syah.g_02376	Pram.g_01627
OG0001165	Syah.g_02381	Pram.g_01630
OG0001166	Syah.g_02410	Pram.g_01651
OG0001167	Syah.g_02259	Pram.g_01669
