Orthogroup	Syah	Prae
OG0000584	Syah.g_01977	Prae.g_00584
OG0000585	Syah.g_01975	Prae.g_00586
OG0000586	Syah.g_01974	Prae.g_00587
OG0000587	Syah.g_01972	Prae.g_00588
OG0000588	Syah.g_01966	Prae.g_00592
OG0000589	Syah.g_01962	Prae.g_00595
OG0000590	Syah.g_01961	Prae.g_00596
OG0000591	Syah.g_01954	Prae.g_00599
OG0000592	Syah.g_01953	Prae.g_00600
OG0000593	Syah.g_01939	Prae.g_00606
OG0000594	Syah.g_01938	Prae.g_00607
OG0000595	Syah.g_01937	Prae.g_00608
OG0000596	Syah.g_01932	Prae.g_00612
OG0000597	Syah.g_01929	Prae.g_00614
OG0000598	Syah.g_01928	Prae.g_00615
OG0000599	Syah.g_01925	Prae.g_00618
OG0000600	Syah.g_01924	Prae.g_00619
OG0000601	Syah.g_01923	Prae.g_00620
OG0000602	Syah.g_01917	Prae.g_00622
OG0000603	Syah.g_01916	Prae.g_00623
OG0000604	Syah.g_01913	Prae.g_00624
OG0000605	Syah.g_01825	Prae.g_00625
OG0000606	Syah.g_01485	Prae.g_00628
OG0000607	Syah.g_01489	Prae.g_00631
OG0000608	Syah.g_01490	Prae.g_00632
OG0000609	Syah.g_01492	Prae.g_00633
OG0000610	Syah.g_01499	Prae.g_00638
OG0000611	Syah.g_01502	Prae.g_00641
OG0000612	Syah.g_01503	Prae.g_00642
OG0000613	Syah.g_00147	Prae.g_00647
OG0000614	Syah.g_02004	Prae.g_00666
OG0000615	Syah.g_01814	Prae.g_00674
OG0000616	Syah.g_00389	Prae.g_00678
OG0000617	Syah.g_01722	Prae.g_00717
OG0000618	Syah.g_01721	Prae.g_00718
OG0000619	Syah.g_01720	Prae.g_00719
OG0000620	Syah.g_01713	Prae.g_00722
OG0000621	Syah.g_01712	Prae.g_00723
OG0000622	Syah.g_01711	Prae.g_00724
OG0000623	Syah.g_01710	Prae.g_00725
OG0000624	Syah.g_01708	Prae.g_00726
OG0000625	Syah.g_01707	Prae.g_00727
OG0000626	Syah.g_01706	Prae.g_00728
OG0000627	Syah.g_01569	Prae.g_00729
OG0000628	Syah.g_01570	Prae.g_00730
OG0000629	Syah.g_01573	Prae.g_00731
OG0000630	Syah.g_01577	Prae.g_00734
OG0000631	Syah.g_01582	Prae.g_00797
OG0000632	Syah.g_01583	Prae.g_00798
OG0000633	Syah.g_01584	Prae.g_00799
OG0000634	Syah.g_01783	Prae.g_00802
OG0000635	Syah.g_01782	Prae.g_00803
OG0000636	Syah.g_01780	Prae.g_00805
OG0000637	Syah.g_01778	Prae.g_00807
OG0000638	Syah.g_01777	Prae.g_00808
OG0000639	Syah.g_01776	Prae.g_00809
OG0000640	Syah.g_01775	Prae.g_00810
OG0000641	Syah.g_01771	Prae.g_00814
OG0000642	Syah.g_01770	Prae.g_00815
OG0000643	Syah.g_01768	Prae.g_00816
OG0000644	Syah.g_01767	Prae.g_00817
OG0000645	Syah.g_01765	Prae.g_00818
OG0000646	Syah.g_01762	Prae.g_00820
OG0000647	Syah.g_01760	Prae.g_00821
OG0000648	Syah.g_01757	Prae.g_00823
OG0000649	Syah.g_01756	Prae.g_00824
OG0000650	Syah.g_01755	Prae.g_00825
OG0000651	Syah.g_01754	Prae.g_00826
OG0000652	Syah.g_01753	Prae.g_00827
OG0000653	Syah.g_01751	Prae.g_00829
OG0000654	Syah.g_01750	Prae.g_00830
OG0000655	Syah.g_01749	Prae.g_00831
OG0000656	Syah.g_01746	Prae.g_00834
OG0000657	Syah.g_02083	Prae.g_00841
OG0000658	Syah.g_02086	Prae.g_00842
OG0000659	Syah.g_02087	Prae.g_00843
OG0000660	Syah.g_02091	Prae.g_00847
OG0000661	Syah.g_02093	Prae.g_00849
OG0000662	Syah.g_02095	Prae.g_00851
OG0000663	Syah.g_02098	Prae.g_00853
OG0000664	Syah.g_02099	Prae.g_00854
OG0000665	Syah.g_01895	Prae.g_00858
OG0000666	Syah.g_01826	Prae.g_00859
OG0000667	Syah.g_00714	Prae.g_00863
OG0000668	Syah.g_01680	Prae.g_00892
OG0000669	Syah.g_01520	Prae.g_00900
OG0000670	Syah.g_02352	Prae.g_00902
OG0000671	Syah.g_01524	Prae.g_00904
OG0000672	Syah.g_01527	Prae.g_00906
OG0000673	Syah.g_01530	Prae.g_00909
OG0000674	Syah.g_01532	Prae.g_00911
OG0000675	Syah.g_01533	Prae.g_00912
OG0000676	Syah.g_01535	Prae.g_00914
OG0000677	Syah.g_01536	Prae.g_00915
OG0000678	Syah.g_01821	Prae.g_00917
OG0000679	Syah.g_01812	Prae.g_00921
OG0000680	Syah.g_01811	Prae.g_00922
OG0000681	Syah.g_01808	Prae.g_00924
OG0000682	Syah.g_01807	Prae.g_00925
OG0000683	Syah.g_01806	Prae.g_00926
OG0000684	Syah.g_01802	Prae.g_00927
OG0000685	Syah.g_01800	Prae.g_00929
OG0000686	Syah.g_01799	Prae.g_00930
OG0000687	Syah.g_01798	Prae.g_00931
OG0000688	Syah.g_01793	Prae.g_00934
OG0000689	Syah.g_01791	Prae.g_00935
OG0000690	Syah.g_01790	Prae.g_00936
OG0000691	Syah.g_01789	Prae.g_00937
OG0000692	Syah.g_01788	Prae.g_00938
OG0000693	Syah.g_01787	Prae.g_00939
OG0000694	Syah.g_01786	Prae.g_00940
OG0000695	Syah.g_01586	Prae.g_00942
OG0000696	Syah.g_01587	Prae.g_00943
OG0000697	Syah.g_01589	Prae.g_00944
OG0000698	Syah.g_01592	Prae.g_00947
OG0000699	Syah.g_01594	Prae.g_00948
OG0000700	Syah.g_01595	Prae.g_00949
OG0000701	Syah.g_01596	Prae.g_00950
OG0000702	Syah.g_01604	Prae.g_00952
OG0000703	Syah.g_01605	Prae.g_00953
OG0000704	Syah.g_01608	Prae.g_00954
OG0000705	Syah.g_01614	Prae.g_00958
OG0000706	Syah.g_01615	Prae.g_00959
OG0000707	Syah.g_01616	Prae.g_00960
OG0000708	Syah.g_01619	Prae.g_00961
OG0000709	Syah.g_01627	Prae.g_00965
OG0000710	Syah.g_01631	Prae.g_00968
OG0000711	Syah.g_01661	Prae.g_00985
OG0000712	Syah.g_01662	Prae.g_00987
OG0000713	Syah.g_01663	Prae.g_00988
OG0000714	Syah.g_01665	Prae.g_00989
OG0000715	Syah.g_01667	Prae.g_00991
OG0000716	Syah.g_01671	Prae.g_00993
OG0000717	Syah.g_01672	Prae.g_00994
OG0000718	Syah.g_01676	Prae.g_01009
OG0000719	Syah.g_01678	Prae.g_01011
OG0000720	Syah.g_01691	Prae.g_01020
OG0000721	Syah.g_01693	Prae.g_01022
OG0000722	Syah.g_01694	Prae.g_01023
OG0000723	Syah.g_01704	Prae.g_01026
OG0000724	Syah.g_02036	Prae.g_01035
OG0000725	Syah.g_02027	Prae.g_01041
OG0000726	Syah.g_02026	Prae.g_01042
OG0000727	Syah.g_02025	Prae.g_01043
OG0000728	Syah.g_02023	Prae.g_01045
OG0000729	Syah.g_00263	Prae.g_01092
OG0000730	Syah.g_00855	Prae.g_01096
OG0000731	Syah.g_00867	Prae.g_01100
OG0000732	Syah.g_00319	Prae.g_01109
OG0000733	Syah.g_00473	Prae.g_01131
OG0000734	Syah.g_02545	Prae.g_01148
OG0000735	Syah.g_02178	Prae.g_01150
OG0000736	Syah.g_02177	Prae.g_01151
OG0000737	Syah.g_02176	Prae.g_01152
OG0000738	Syah.g_02170	Prae.g_01156
OG0000739	Syah.g_02165	Prae.g_01157
OG0000740	Syah.g_02164	Prae.g_01158
OG0000741	Syah.g_02161	Prae.g_01159
OG0000742	Syah.g_02159	Prae.g_01162
OG0000743	Syah.g_02157	Prae.g_01164
OG0000744	Syah.g_02156	Prae.g_01165
OG0000745	Syah.g_02154	Prae.g_01166
OG0000746	Syah.g_02151	Prae.g_01168
OG0000747	Syah.g_02150	Prae.g_01169
OG0000748	Syah.g_02140	Prae.g_01172
OG0000749	Syah.g_02138	Prae.g_01173
OG0000750	Syah.g_02137	Prae.g_01174
OG0000751	Syah.g_02130	Prae.g_01176
OG0000752	Syah.g_02128	Prae.g_01178
OG0000753	Syah.g_02125	Prae.g_01181
OG0000754	Syah.g_01431	Prae.g_01184
OG0000755	Syah.g_01423	Prae.g_01187
OG0000756	Syah.g_01422	Prae.g_01188
OG0000757	Syah.g_01415	Prae.g_01194
OG0000758	Syah.g_01414	Prae.g_01195
OG0000759	Syah.g_01413	Prae.g_01196
OG0000760	Syah.g_01412	Prae.g_01197
OG0000761	Syah.g_01411	Prae.g_01198
OG0000762	Syah.g_01409	Prae.g_01199
OG0000763	Syah.g_01407	Prae.g_01201
OG0000764	Syah.g_01406	Prae.g_01202
OG0000765	Syah.g_01392	Prae.g_01211
OG0000766	Syah.g_01391	Prae.g_01212
OG0000767	Syah.g_01389	Prae.g_01214
OG0000768	Syah.g_01388	Prae.g_01215
OG0000769	Syah.g_01386	Prae.g_01217
OG0000770	Syah.g_01383	Prae.g_01219
OG0000771	Syah.g_02042	Prae.g_01434
OG0000772	Syah.g_01351	Prae.g_01293
OG0000773	Syah.g_02187	Prae.g_01319
OG0000774	Syah.g_02191	Prae.g_01321
OG0000775	Syah.g_02193	Prae.g_01324
OG0000776	Syah.g_02194	Prae.g_01325
OG0000777	Syah.g_02195	Prae.g_01326
OG0000778	Syah.g_02196	Prae.g_01327
OG0000779	Syah.g_02201	Prae.g_01331
OG0000780	Syah.g_02205	Prae.g_01332
OG0000781	Syah.g_02209	Prae.g_01335
OG0000782	Syah.g_02210	Prae.g_01336
OG0000783	Syah.g_02211	Prae.g_01337
OG0000784	Syah.g_02212	Prae.g_01338
OG0000785	Syah.g_02214	Prae.g_01340
OG0000786	Syah.g_01171	Prae.g_01342
OG0000787	Syah.g_01170	Prae.g_01343
OG0000788	Syah.g_01922	Prae.g_01355
OG0000789	Syah.g_01556	Prae.g_01358
OG0000790	Syah.g_00981	Prae.g_01373
OG0000791	Syah.g_00980	Prae.g_01375
OG0000792	Syah.g_00979	Prae.g_01376
OG0000793	Syah.g_00974	Prae.g_01379
OG0000794	Syah.g_00973	Prae.g_01380
OG0000795	Syah.g_00972	Prae.g_01381
OG0000796	Syah.g_00968	Prae.g_01385
OG0000797	Syah.g_00967	Prae.g_01386
OG0000798	Syah.g_00627	Prae.g_01420
OG0000799	Syah.g_01326	Prae.g_01441
OG0000800	Syah.g_01325	Prae.g_01442
OG0000801	Syah.g_01324	Prae.g_01443
OG0000802	Syah.g_01320	Prae.g_01445
OG0000803	Syah.g_01315	Prae.g_01447
OG0000804	Syah.g_01312	Prae.g_01448
OG0000805	Syah.g_01303	Prae.g_01450
OG0000806	Syah.g_01301	Prae.g_01452
OG0000807	Syah.g_01299	Prae.g_01453
OG0000808	Syah.g_01298	Prae.g_01454
OG0000809	Syah.g_01295	Prae.g_01457
OG0000810	Syah.g_01294	Prae.g_01458
OG0000811	Syah.g_01286	Prae.g_01462
OG0000812	Syah.g_01284	Prae.g_01464
OG0000813	Syah.g_01283	Prae.g_01465
OG0000814	Syah.g_01281	Prae.g_01467
OG0000815	Syah.g_01280	Prae.g_01468
OG0000816	Syah.g_01279	Prae.g_01470
OG0000817	Syah.g_01278	Prae.g_01471
OG0000818	Syah.g_01272	Prae.g_01476
OG0000819	Syah.g_01271	Prae.g_01477
OG0000820	Syah.g_01270	Prae.g_01478
OG0000821	Syah.g_01265	Prae.g_01482
OG0000822	Syah.g_01263	Prae.g_01483
OG0000823	Syah.g_01262	Prae.g_01484
OG0000824	Syah.g_01258	Prae.g_01487
OG0000825	Syah.g_01257	Prae.g_01488
OG0000826	Syah.g_01256	Prae.g_01489
OG0000827	Syah.g_01254	Prae.g_01490
OG0000828	Syah.g_01251	Prae.g_01493
OG0000829	Syah.g_01250	Prae.g_01494
OG0000830	Syah.g_01249	Prae.g_01495
OG0000831	Syah.g_01247	Prae.g_01497
OG0000832	Syah.g_02311	Prae.g_01503
OG0000833	Syah.g_02322	Prae.g_01511
OG0000834	Syah.g_02324	Prae.g_01512
OG0000835	Syah.g_02325	Prae.g_01513
OG0000836	Syah.g_02329	Prae.g_01514
OG0000837	Syah.g_02330	Prae.g_01515
OG0000838	Syah.g_02334	Prae.g_01517
OG0000839	Syah.g_02335	Prae.g_01518
OG0000840	Syah.g_02336	Prae.g_01519
OG0000841	Syah.g_02337	Prae.g_01520
OG0000842	Syah.g_02338	Prae.g_01521
OG0000843	Syah.g_02339	Prae.g_01522
OG0000844	Syah.g_02341	Prae.g_01523
OG0000845	Syah.g_02342	Prae.g_01524
OG0000846	Syah.g_02343	Prae.g_01525
OG0000847	Syah.g_02344	Prae.g_01526
OG0000848	Syah.g_02346	Prae.g_01527
OG0000849	Syah.g_02347	Prae.g_01528
OG0000850	Syah.g_02349	Prae.g_01530
OG0000851	Syah.g_02359	Prae.g_01531
OG0000852	Syah.g_02360	Prae.g_01532
OG0000853	Syah.g_02364	Prae.g_01536
OG0000854	Syah.g_02366	Prae.g_01538
OG0000855	Syah.g_02367	Prae.g_01539
OG0000856	Syah.g_01951	Prae.g_01554
OG0000857	Syah.g_01761	Prae.g_01582
OG0000858	Syah.g_02373	Prae.g_01617
OG0000859	Syah.g_02374	Prae.g_01618
OG0000860	Syah.g_02386	Prae.g_01625
OG0000861	Syah.g_02387	Prae.g_01626
OG0000862	Syah.g_02389	Prae.g_01627
OG0000863	Syah.g_02391	Prae.g_01629
OG0000864	Syah.g_02392	Prae.g_01630
OG0000865	Syah.g_02396	Prae.g_01631
OG0000866	Syah.g_02397	Prae.g_01632
OG0000867	Syah.g_02398	Prae.g_01633
OG0000868	Syah.g_02401	Prae.g_01634
OG0000869	Syah.g_02406	Prae.g_01638
OG0000870	Syah.g_02411	Prae.g_01643
OG0000871	Syah.g_02412	Prae.g_01644
OG0000872	Syah.g_02421	Prae.g_01645
OG0000873	Syah.g_02424	Prae.g_01648
OG0000874	Syah.g_02420	Prae.g_01651
OG0000875	Syah.g_02426	Prae.g_01652
OG0000876	Syah.g_02250	Prae.g_01653
OG0000877	Syah.g_02254	Prae.g_01655
OG0000878	Syah.g_02255	Prae.g_01656
OG0000879	Syah.g_02256	Prae.g_01657
OG0000880	Syah.g_02257	Prae.g_01658
OG0000881	Syah.g_02262	Prae.g_01662
OG0000882	Syah.g_02267	Prae.g_01667
OG0000883	Syah.g_02270	Prae.g_01668
OG0000884	Syah.g_02272	Prae.g_01670
OG0000885	Syah.g_02273	Prae.g_01671
OG0000886	Syah.g_02274	Prae.g_01672
OG0000887	Syah.g_02275	Prae.g_01673
OG0000888	Syah.g_02277	Prae.g_01675
OG0000889	Syah.g_02279	Prae.g_01677
OG0000890	Syah.g_02284	Prae.g_01678
OG0000891	Syah.g_02285	Prae.g_01679
OG0000892	Syah.g_02288	Prae.g_01681
OG0000893	Syah.g_00684	Prae.g_01686
OG0000894	Syah.g_00690	Prae.g_01688
OG0000895	Syah.g_00694	Prae.g_01691
OG0000896	Syah.g_00695	Prae.g_01692
OG0000897	Syah.g_00697	Prae.g_01694
OG0000898	Syah.g_00698	Prae.g_01695
OG0000899	Syah.g_00699	Prae.g_01696
OG0000900	Syah.g_00700	Prae.g_01697
OG0000901	Syah.g_00705	Prae.g_01700
OG0000902	Syah.g_00707	Prae.g_01702
OG0000903	Syah.g_00739	Prae.g_01705
OG0000904	Syah.g_00734	Prae.g_01707
OG0000905	Syah.g_00731	Prae.g_01712
OG0000906	Syah.g_00729	Prae.g_01713
OG0000907	Syah.g_00741	Prae.g_01716
OG0000908	Syah.g_00744	Prae.g_01719
OG0000909	Syah.g_00745	Prae.g_01720
OG0000910	Syah.g_00746	Prae.g_01721
OG0000911	Syah.g_00748	Prae.g_01723
OG0000912	Syah.g_00749	Prae.g_01724
OG0000913	Syah.g_00750	Prae.g_01725
OG0000914	Syah.g_00751	Prae.g_01726
OG0000915	Syah.g_00752	Prae.g_01727
OG0000916	Syah.g_00753	Prae.g_01728
OG0000917	Syah.g_00754	Prae.g_01729
OG0000918	Syah.g_00755	Prae.g_01730
OG0000919	Syah.g_00756	Prae.g_01731
OG0000920	Syah.g_00757	Prae.g_01732
OG0000921	Syah.g_00758	Prae.g_01733
OG0000922	Syah.g_00759	Prae.g_01734
OG0000923	Syah.g_00763	Prae.g_01738
OG0000924	Syah.g_00764	Prae.g_01739
OG0000925	Syah.g_00765	Prae.g_01740
OG0000926	Syah.g_00766	Prae.g_01741
OG0000927	Syah.g_00768	Prae.g_01743
OG0000928	Syah.g_00769	Prae.g_01744
OG0000929	Syah.g_00770	Prae.g_01745
OG0000930	Syah.g_00771	Prae.g_01746
OG0000931	Syah.g_00772	Prae.g_01747
OG0000932	Syah.g_00773	Prae.g_01748
OG0000933	Syah.g_00778	Prae.g_01752
OG0000934	Syah.g_00780	Prae.g_01754
OG0000935	Syah.g_00781	Prae.g_01755
OG0000936	Syah.g_00782	Prae.g_01756
OG0000937	Syah.g_00783	Prae.g_01757
OG0000938	Syah.g_00787	Prae.g_01759
OG0000939	Syah.g_00788	Prae.g_01760
OG0000940	Syah.g_00795	Prae.g_01768
OG0000941	Syah.g_00797	Prae.g_01770
OG0000942	Syah.g_00799	Prae.g_01772
OG0000943	Syah.g_00800	Prae.g_01773
OG0000944	Syah.g_00802	Prae.g_01774
OG0000945	Syah.g_00804	Prae.g_01775
OG0000946	Syah.g_00809	Prae.g_01779
OG0000947	Syah.g_00812	Prae.g_01781
OG0000948	Syah.g_00813	Prae.g_01782
OG0000949	Syah.g_00173	Prae.g_01785
OG0000950	Syah.g_00184	Prae.g_01790
OG0000951	Syah.g_00190	Prae.g_01794
OG0000952	Syah.g_00202	Prae.g_01798
OG0000953	Syah.g_00207	Prae.g_01801
OG0000954	Syah.g_00233	Prae.g_01805
OG0000955	Syah.g_00234	Prae.g_01806
OG0000956	Syah.g_00236	Prae.g_01808
OG0000957	Syah.g_00248	Prae.g_01813
OG0000958	Syah.g_00249	Prae.g_01814
OG0000959	Syah.g_00253	Prae.g_01818
OG0000960	Syah.g_00254	Prae.g_01819
OG0000961	Syah.g_00259	Prae.g_01821
OG0000962	Syah.g_00262	Prae.g_01823
OG0000963	Syah.g_00267	Prae.g_01827
OG0000964	Syah.g_00268	Prae.g_01828
OG0000965	Syah.g_00269	Prae.g_01829
OG0000966	Syah.g_00288	Prae.g_01836
OG0000967	Syah.g_00300	Prae.g_01840
OG0000968	Syah.g_00295	Prae.g_01842
OG0000969	Syah.g_00297	Prae.g_01843
OG0000970	Syah.g_00298	Prae.g_01844
OG0000971	Syah.g_00303	Prae.g_01845
OG0000972	Syah.g_00304	Prae.g_01846
OG0000973	Syah.g_00305	Prae.g_01847
OG0000974	Syah.g_00306	Prae.g_01848
OG0000975	Syah.g_00307	Prae.g_01849
OG0000976	Syah.g_00308	Prae.g_01850
OG0000977	Syah.g_00310	Prae.g_01851
OG0000978	Syah.g_00312	Prae.g_01852
OG0000979	Syah.g_00315	Prae.g_01855
OG0000980	Syah.g_00318	Prae.g_01857
OG0000981	Syah.g_00321	Prae.g_01859
OG0000982	Syah.g_00511	Prae.g_01861
OG0000983	Syah.g_00510	Prae.g_01862
OG0000984	Syah.g_00509	Prae.g_01863
OG0000985	Syah.g_00505	Prae.g_01866
OG0000986	Syah.g_00496	Prae.g_01868
OG0000987	Syah.g_00494	Prae.g_01869
OG0000988	Syah.g_00489	Prae.g_01872
OG0000989	Syah.g_00481	Prae.g_01876
OG0000990	Syah.g_00466	Prae.g_01879
OG0000991	Syah.g_00462	Prae.g_01880
OG0000992	Syah.g_00460	Prae.g_01882
OG0000993	Syah.g_00459	Prae.g_01883
OG0000994	Syah.g_00457	Prae.g_01884
OG0000995	Syah.g_00452	Prae.g_01888
OG0000996	Syah.g_00412	Prae.g_01889
OG0000997	Syah.g_00403	Prae.g_01890
OG0000998	Syah.g_00401	Prae.g_01892
OG0000999	Syah.g_00400	Prae.g_01893
OG0001000	Syah.g_00397	Prae.g_01896
OG0001001	Syah.g_00392	Prae.g_01898
OG0001002	Syah.g_00386	Prae.g_01902
OG0001003	Syah.g_00384	Prae.g_01903
OG0001004	Syah.g_00383	Prae.g_01904
OG0001005	Syah.g_00382	Prae.g_01905
OG0001006	Syah.g_00375	Prae.g_01909
OG0001007	Syah.g_00373	Prae.g_01911
OG0001008	Syah.g_02235	Prae.g_00411
OG0001009	Syah.g_00344	Prae.g_00027
OG0001010	Syah.g_00343	Prae.g_00028
OG0001011	Syah.g_00342	Prae.g_00029
OG0001012	Syah.g_00514	Prae.g_00045
OG0001013	Syah.g_00527	Prae.g_00050
OG0001014	Syah.g_00531	Prae.g_00053
OG0001015	Syah.g_00532	Prae.g_00054
OG0001016	Syah.g_02487	Prae.g_00073
OG0001017	Syah.g_02493	Prae.g_00077
OG0001018	Syah.g_02495	Prae.g_00080
OG0001019	Syah.g_02512	Prae.g_00089
OG0001020	Syah.g_02517	Prae.g_00090
OG0001021	Syah.g_02521	Prae.g_00091
OG0001022	Syah.g_02524	Prae.g_00094
OG0001023	Syah.g_02525	Prae.g_00095
OG0001024	Syah.g_02529	Prae.g_00098
OG0001025	Syah.g_02534	Prae.g_00104
OG0001026	Syah.g_02547	Prae.g_00110
OG0001027	Syah.g_00001	Prae.g_00111
OG0001028	Syah.g_00003	Prae.g_00113
OG0001029	Syah.g_00005	Prae.g_00115
OG0001030	Syah.g_00025	Prae.g_00130
OG0001031	Syah.g_00611	Prae.g_00189
OG0001032	Syah.g_00609	Prae.g_00190
OG0001033	Syah.g_00577	Prae.g_00211
OG0001034	Syah.g_00908	Prae.g_00239
OG0001035	Syah.g_00660	Prae.g_00257
OG0001036	Syah.g_00655	Prae.g_00262
OG0001037	Syah.g_00653	Prae.g_00263
OG0001038	Syah.g_00626	Prae.g_00279
OG0001039	Syah.g_00623	Prae.g_00282
OG0001040	Syah.g_00090	Prae.g_00284
OG0001042	Syah.g_00122	Prae.g_00305
OG0001043	Syah.g_00126	Prae.g_00306
OG0001044	Syah.g_00857	Prae.g_00334
OG0001045	Syah.g_00870	Prae.g_00342
OG0001046	Syah.g_01647	Prae.g_00379
OG0001047	Syah.g_02233	Prae.g_00413
OG0001048	Syah.g_02232	Prae.g_00414
OG0001049	Syah.g_02225	Prae.g_00416
OG0001050	Syah.g_02224	Prae.g_00417
OG0001051	Syah.g_02223	Prae.g_00418
OG0001052	Syah.g_01217	Prae.g_00445
OG0001053	Syah.g_01000	Prae.g_00457
OG0001054	Syah.g_01017	Prae.g_00472
OG0001055	Syah.g_01037	Prae.g_00491
OG0001056	Syah.g_01069	Prae.g_00511
OG0001057	Syah.g_01075	Prae.g_00516
OG0001058	Syah.g_01091	Prae.g_00524
OG0001059	Syah.g_01095	Prae.g_00528
OG0001060	Syah.g_01102	Prae.g_00535
OG0001061	Syah.g_01123	Prae.g_00548
OG0001062	Syah.g_01125	Prae.g_00550
OG0001063	Syah.g_01129	Prae.g_00552
OG0001064	Syah.g_01130	Prae.g_00553
OG0001065	Syah.g_01131	Prae.g_00554
OG0001066	Syah.g_01132	Prae.g_00555
OG0001067	Syah.g_01133	Prae.g_00556
OG0001068	Syah.g_01134	Prae.g_00557
OG0001069	Syah.g_01135	Prae.g_00558
OG0001070	Syah.g_01138	Prae.g_00561
OG0001071	Syah.g_01139	Prae.g_00562
OG0001072	Syah.g_01144	Prae.g_00564
OG0001074	Syah.g_01970	Prae.g_00589
OG0001075	Syah.g_01969	Prae.g_00590
OG0001076	Syah.g_01959	Prae.g_00598
OG0001077	Syah.g_01948	Prae.g_00602
OG0001078	Syah.g_01934	Prae.g_00610
OG0001079	Syah.g_01921	Prae.g_00621
OG0001080	Syah.g_01538	Prae.g_00627
OG0001081	Syah.g_01487	Prae.g_00629
OG0001082	Syah.g_01488	Prae.g_00630
OG0001083	Syah.g_01495	Prae.g_00635
OG0001084	Syah.g_01496	Prae.g_00636
OG0001085	Syah.g_01506	Prae.g_00644
OG0001086	Syah.g_01508	Prae.g_00645
OG0001087	Syah.g_01992	Prae.g_00662
OG0001088	Syah.g_01995	Prae.g_00663
OG0001089	Syah.g_02019	Prae.g_00671
OG0001090	Syah.g_01728	Prae.g_00712
OG0001091	Syah.g_01726	Prae.g_00714
OG0001092	Syah.g_01724	Prae.g_00715
OG0001093	Syah.g_01718	Prae.g_00720
OG0001094	Syah.g_01785	Prae.g_00800
OG0001095	Syah.g_01764	Prae.g_00819
OG0001096	Syah.g_01748	Prae.g_00832
OG0001097	Syah.g_02094	Prae.g_00850
OG0001098	Syah.g_01542	Prae.g_00865
OG0001099	Syah.g_00004	Prae.g_00897
OG0001100	Syah.g_01522	Prae.g_00901
OG0001101	Syah.g_01523	Prae.g_00903
OG0001102	Syah.g_01526	Prae.g_00905
OG0001103	Syah.g_01528	Prae.g_00907
OG0001104	Syah.g_01801	Prae.g_00928
OG0001105	Syah.g_01797	Prae.g_00932
OG0001106	Syah.g_01609	Prae.g_00955
OG0001107	Syah.g_01620	Prae.g_00962
OG0001108	Syah.g_01628	Prae.g_00966
OG0001109	Syah.g_01630	Prae.g_00967
OG0001110	Syah.g_01632	Prae.g_00969
OG0001111	Syah.g_01634	Prae.g_00970
OG0001112	Syah.g_01636	Prae.g_00971
OG0001113	Syah.g_01637	Prae.g_00972
OG0001114	Syah.g_01638	Prae.g_00973
OG0001115	Syah.g_01642	Prae.g_00975
OG0001116	Syah.g_01644	Prae.g_00976
OG0001117	Syah.g_01645	Prae.g_00977
OG0001118	Syah.g_01646	Prae.g_00978
OG0001119	Syah.g_01648	Prae.g_00979
OG0001120	Syah.g_01652	Prae.g_00981
OG0001121	Syah.g_00927, Syah.g_02183	Prae.g_01128, Prae.g_00984
OG0001122	Syah.g_01679	Prae.g_01012
OG0001123	Syah.g_01686	Prae.g_01016
OG0001124	Syah.g_01688	Prae.g_01018
OG0001125	Syah.g_01690	Prae.g_01019
OG0001126	Syah.g_02058	Prae.g_01029
OG0001127	Syah.g_02057	Prae.g_01030
OG0001128	Syah.g_02040	Prae.g_01032
OG0001129	Syah.g_02038	Prae.g_01033
OG0001130	Syah.g_02037	Prae.g_01034
OG0001131	Syah.g_01819	Prae.g_01072
OG0001132	Syah.g_01850	Prae.g_01081
OG0001133	Syah.g_01957	Prae.g_01115
OG0001134	Syah.g_01437	Prae.g_01130
OG0001135	Syah.g_01439	Prae.g_01133
OG0001136	Syah.g_02160	Prae.g_01160
OG0001137	Syah.g_02141	Prae.g_01171
OG0001138	Syah.g_01421	Prae.g_01189
OG0001139	Syah.g_01419	Prae.g_01190
OG0001140	Syah.g_01418	Prae.g_01191
OG0001141	Syah.g_01417	Prae.g_01192
OG0001142	Syah.g_01416	Prae.g_01193
OG0001143	Syah.g_01408	Prae.g_01200
OG0001144	Syah.g_01399	Prae.g_01205
OG0001145	Syah.g_02188	Prae.g_01320
OG0001146	Syah.g_02206	Prae.g_01333
OG0001147	Syah.g_01234	Prae.g_01354
OG0001148	Syah.g_00984	Prae.g_01370
OG0001149	Syah.g_00983	Prae.g_01371
OG0001150	Syah.g_00982	Prae.g_01372
OG0001151	Syah.g_00970	Prae.g_01383
OG0001152	Syah.g_00969	Prae.g_01384
OG0001153	Syah.g_01253	Prae.g_01491
OG0001154	Syah.g_01252	Prae.g_01492
OG0001155	Syah.g_02313	Prae.g_01504
OG0001156	Syah.g_02316	Prae.g_01507
OG0001157	Syah.g_02317	Prae.g_01508
OG0001158	Syah.g_02318	Prae.g_01509
OG0001159	Syah.g_02319	Prae.g_01510
OG0001161	Syah.g_00475	Prae.g_01547
OG0001162	Syah.g_01745	Prae.g_01558
OG0001163	Syah.g_02370	Prae.g_01615
OG0001164	Syah.g_02376	Prae.g_01619
OG0001165	Syah.g_02381	Prae.g_01622
OG0001166	Syah.g_02410	Prae.g_01642
OG0001167	Syah.g_02259	Prae.g_01659
