Orthogroup	Syah	Praj
OG0000579	Syah.g_01156	Praj.g_00589
OG0000580	Syah.g_01157	Praj.g_00590
OG0000581	Syah.g_01163	Praj.g_00593
OG0000582	Syah.g_01979	Praj.g_00596
OG0000583	Syah.g_01978	Praj.g_00597
OG0000584	Syah.g_01977	Praj.g_00598
OG0000585	Syah.g_01975	Praj.g_00600
OG0000586	Syah.g_01974	Praj.g_00601
OG0000587	Syah.g_01972	Praj.g_00602
OG0000588	Syah.g_01966	Praj.g_00606
OG0000589	Syah.g_01962	Praj.g_00609
OG0000590	Syah.g_01961	Praj.g_00610
OG0000591	Syah.g_01954	Praj.g_00613
OG0000592	Syah.g_01953	Praj.g_00614
OG0000593	Syah.g_01939	Praj.g_00620
OG0000594	Syah.g_01938	Praj.g_00621
OG0000595	Syah.g_01937	Praj.g_00622
OG0000596	Syah.g_01932	Praj.g_00626
OG0000597	Syah.g_01929	Praj.g_00628
OG0000598	Syah.g_01928	Praj.g_00629
OG0000599	Syah.g_01925	Praj.g_00632
OG0000600	Syah.g_01924	Praj.g_00633
OG0000601	Syah.g_01923	Praj.g_00634
OG0000602	Syah.g_01917	Praj.g_00636
OG0000603	Syah.g_01916	Praj.g_00637
OG0000604	Syah.g_01913	Praj.g_00638
OG0000605	Syah.g_01825	Praj.g_00639
OG0000606	Syah.g_01485	Praj.g_00642
OG0000607	Syah.g_01489	Praj.g_00645
OG0000608	Syah.g_01490	Praj.g_00646
OG0000609	Syah.g_01492	Praj.g_00647
OG0000610	Syah.g_01499	Praj.g_00653
OG0000611	Syah.g_01502	Praj.g_00656
OG0000612	Syah.g_01503	Praj.g_00657
OG0000613	Syah.g_00147	Praj.g_00663
OG0000614	Syah.g_02004	Praj.g_00686
OG0000615	Syah.g_01814	Praj.g_00693
OG0000616	Syah.g_00389	Praj.g_02137
OG0000617	Syah.g_01722	Praj.g_00704
OG0000618	Syah.g_01721	Praj.g_00705
OG0000619	Syah.g_01720	Praj.g_00706
OG0000620	Syah.g_01713	Praj.g_00709
OG0000621	Syah.g_01712	Praj.g_00710
OG0000622	Syah.g_01711	Praj.g_00711
OG0000623	Syah.g_01710	Praj.g_00712
OG0000624	Syah.g_01708	Praj.g_00714
OG0000625	Syah.g_01707	Praj.g_00715
OG0000626	Syah.g_01706	Praj.g_00716
OG0000627	Syah.g_01569	Praj.g_00718
OG0000628	Syah.g_01570	Praj.g_00719
OG0000629	Syah.g_01573	Praj.g_00720
OG0000630	Syah.g_01577	Praj.g_00723
OG0000631	Syah.g_01582	Praj.g_00917
OG0000632	Syah.g_01583	Praj.g_00918
OG0000633	Syah.g_01584	Praj.g_00919
OG0000634	Syah.g_01783	Praj.g_00765
OG0000635	Syah.g_01782	Praj.g_00766
OG0000636	Syah.g_01780	Praj.g_00768
OG0000637	Syah.g_01778	Praj.g_00770
OG0000638	Syah.g_01777	Praj.g_00771
OG0000639	Syah.g_01776	Praj.g_00772
OG0000640	Syah.g_01775	Praj.g_00773
OG0000641	Syah.g_01771	Praj.g_00777
OG0000642	Syah.g_01770	Praj.g_00778
OG0000643	Syah.g_01768	Praj.g_00779
OG0000644	Syah.g_01767	Praj.g_00780
OG0000645	Syah.g_01765	Praj.g_00781
OG0000646	Syah.g_01762	Praj.g_00784
OG0000647	Syah.g_01760	Praj.g_00786
OG0000648	Syah.g_01757	Praj.g_00788
OG0000649	Syah.g_01756	Praj.g_00789
OG0000650	Syah.g_01755	Praj.g_00790
OG0000651	Syah.g_01754	Praj.g_00791
OG0000652	Syah.g_01753	Praj.g_00792
OG0000653	Syah.g_01751	Praj.g_00794
OG0000654	Syah.g_01750	Praj.g_00795
OG0000655	Syah.g_01749	Praj.g_00796
OG0000656	Syah.g_01746	Praj.g_00799
OG0000657	Syah.g_02083	Praj.g_00806
OG0000658	Syah.g_02086	Praj.g_00808
OG0000659	Syah.g_02087	Praj.g_00809
OG0000660	Syah.g_02091	Praj.g_00814
OG0000661	Syah.g_02093	Praj.g_00816
OG0000662	Syah.g_02095	Praj.g_00818
OG0000663	Syah.g_02098	Praj.g_00820
OG0000664	Syah.g_02099	Praj.g_00821
OG0000665	Syah.g_01895	Praj.g_00826
OG0000666	Syah.g_01826	Praj.g_00827
OG0000667	Syah.g_00714	Praj.g_00831
OG0000668	Syah.g_01680	Praj.g_00869
OG0000669	Syah.g_01520	Praj.g_00877
OG0000670	Syah.g_02352	Praj.g_00880
OG0000671	Syah.g_01524	Praj.g_00882
OG0000672	Syah.g_01527	Praj.g_00885
OG0000673	Syah.g_01530	Praj.g_00888
OG0000674	Syah.g_01532	Praj.g_00890
OG0000675	Syah.g_01533	Praj.g_00891
OG0000676	Syah.g_01535	Praj.g_00893
OG0000677	Syah.g_01536	Praj.g_00894
OG0000678	Syah.g_01821	Praj.g_00897
OG0000679	Syah.g_01812	Praj.g_00901
OG0000680	Syah.g_01811	Praj.g_00902
OG0000681	Syah.g_01808	Praj.g_00905
OG0000682	Syah.g_01807	Praj.g_00906
OG0000683	Syah.g_01806	Praj.g_00907
OG0000684	Syah.g_01802	Praj.g_00748
OG0000685	Syah.g_01800	Praj.g_00750
OG0000686	Syah.g_01799	Praj.g_00751
OG0000687	Syah.g_01798	Praj.g_00752
OG0000688	Syah.g_01793	Praj.g_00755
OG0000689	Syah.g_01791	Praj.g_00756
OG0000690	Syah.g_01790	Praj.g_00757
OG0000691	Syah.g_01789	Praj.g_00758
OG0000692	Syah.g_01788	Praj.g_00760
OG0000693	Syah.g_01787	Praj.g_00761
OG0000694	Syah.g_01786	Praj.g_00762
OG0000695	Syah.g_01586	Praj.g_00921
OG0000696	Syah.g_01587	Praj.g_00922
OG0000697	Syah.g_01589	Praj.g_00923
OG0000698	Syah.g_01592	Praj.g_00926
OG0000699	Syah.g_01594	Praj.g_00927
OG0000700	Syah.g_01595	Praj.g_00928
OG0000701	Syah.g_01596	Praj.g_00929
OG0000702	Syah.g_01604	Praj.g_00931
OG0000703	Syah.g_01605	Praj.g_00932
OG0000704	Syah.g_01608	Praj.g_00933
OG0000705	Syah.g_01614	Praj.g_00939
OG0000706	Syah.g_01615	Praj.g_00940
OG0000707	Syah.g_01616	Praj.g_00941
OG0000708	Syah.g_01619	Praj.g_00943
OG0000709	Syah.g_01627	Praj.g_00947
OG0000710	Syah.g_01631	Praj.g_00950
OG0000711	Syah.g_01661	Praj.g_00966
OG0000712	Syah.g_01662	Praj.g_00968
OG0000713	Syah.g_01663	Praj.g_00969
OG0000714	Syah.g_01665	Praj.g_00970
OG0000715	Syah.g_01667	Praj.g_00972
OG0000716	Syah.g_01671	Praj.g_00973
OG0000717	Syah.g_01672	Praj.g_00974
OG0000718	Syah.g_01676	Praj.g_00991
OG0000719	Syah.g_01678	Praj.g_00992
OG0000720	Syah.g_01691	Praj.g_01002
OG0000721	Syah.g_01693	Praj.g_01003
OG0000722	Syah.g_01694	Praj.g_01004
OG0000723	Syah.g_01704	Praj.g_01008
OG0000724	Syah.g_02036	Praj.g_01019
OG0000725	Syah.g_02027	Praj.g_00845
OG0000726	Syah.g_02026	Praj.g_00844
OG0000727	Syah.g_02025	Praj.g_00843
OG0000728	Syah.g_02023	Praj.g_00841
OG0000729	Syah.g_00263	Praj.g_02022
OG0000730	Syah.g_00855	Praj.g_00378
OG0000731	Syah.g_00867	Praj.g_00386
OG0000732	Syah.g_00319	Praj.g_02081
OG0000733	Syah.g_00473	Praj.g_01833
OG0000734	Syah.g_02545	Praj.g_01476
OG0000735	Syah.g_02178	Praj.g_01474
OG0000736	Syah.g_02177	Praj.g_01473
OG0000737	Syah.g_02176	Praj.g_01472
OG0000738	Syah.g_02170	Praj.g_01468
OG0000739	Syah.g_02165	Praj.g_01467
OG0000740	Syah.g_02164	Praj.g_01466
OG0000741	Syah.g_02161	Praj.g_01464
OG0000742	Syah.g_02159	Praj.g_01462
OG0000743	Syah.g_02157	Praj.g_01460
OG0000744	Syah.g_02156	Praj.g_01459
OG0000745	Syah.g_02154	Praj.g_01458
OG0000746	Syah.g_02151	Praj.g_01456
OG0000747	Syah.g_02150	Praj.g_01455
OG0000748	Syah.g_02140	Praj.g_01451
OG0000749	Syah.g_02138	Praj.g_01450
OG0000750	Syah.g_02137	Praj.g_01449
OG0000751	Syah.g_02130	Praj.g_01446
OG0000752	Syah.g_02128	Praj.g_01444
OG0000753	Syah.g_02125	Praj.g_01442
OG0000754	Syah.g_01431	Praj.g_01438
OG0000755	Syah.g_01423	Praj.g_01434
OG0000756	Syah.g_01422	Praj.g_01433
OG0000757	Syah.g_01415	Praj.g_01426
OG0000758	Syah.g_01414	Praj.g_01425
OG0000759	Syah.g_01413	Praj.g_01424
OG0000760	Syah.g_01412	Praj.g_01423
OG0000761	Syah.g_01411	Praj.g_01422
OG0000762	Syah.g_01409	Praj.g_01421
OG0000763	Syah.g_01407	Praj.g_01419
OG0000764	Syah.g_01406	Praj.g_01418
OG0000765	Syah.g_01392	Praj.g_01409
OG0000766	Syah.g_01391	Praj.g_01408
OG0000767	Syah.g_01389	Praj.g_01407
OG0000768	Syah.g_01388	Praj.g_01406
OG0000769	Syah.g_01386	Praj.g_01404
OG0000770	Syah.g_01383	Praj.g_01403
OG0000771	Syah.g_02042	Praj.g_01014
OG0000772	Syah.g_01351	Praj.g_01246
OG0000773	Syah.g_02187	Praj.g_01519
OG0000774	Syah.g_02191	Praj.g_01522
OG0000775	Syah.g_02193	Praj.g_01523
OG0000776	Syah.g_02194	Praj.g_01524
OG0000777	Syah.g_02195	Praj.g_01525
OG0000778	Syah.g_02196	Praj.g_01526
OG0000779	Syah.g_02201	Praj.g_01530
OG0000780	Syah.g_02205	Praj.g_01531
OG0000781	Syah.g_02209	Praj.g_01534
OG0000782	Syah.g_02210	Praj.g_01535
OG0000783	Syah.g_02211	Praj.g_01536
OG0000784	Syah.g_02212	Praj.g_01537
OG0000785	Syah.g_02214	Praj.g_01539
OG0000786	Syah.g_01171	Praj.g_01542
OG0000787	Syah.g_01170	Praj.g_01543
OG0000788	Syah.g_01922	Praj.g_00732
OG0000789	Syah.g_01556	Praj.g_01011
OG0000790	Syah.g_00981	Praj.g_01580
OG0000791	Syah.g_00980	Praj.g_01582
OG0000792	Syah.g_00979	Praj.g_01583
OG0000793	Syah.g_00974	Praj.g_01586
OG0000794	Syah.g_00973	Praj.g_01587
OG0000795	Syah.g_00972	Praj.g_01588
OG0000796	Syah.g_00968	Praj.g_01592
OG0000797	Syah.g_00967	Praj.g_01593
OG0000799	Syah.g_01326	Praj.g_01613
OG0000800	Syah.g_01325	Praj.g_01614
OG0000801	Syah.g_01324	Praj.g_01615
OG0000802	Syah.g_01320	Praj.g_01617
OG0000803	Syah.g_01315	Praj.g_01619
OG0000804	Syah.g_01312	Praj.g_01620
OG0000805	Syah.g_01303	Praj.g_01622
OG0000806	Syah.g_01301	Praj.g_01624
OG0000807	Syah.g_01299	Praj.g_01625
OG0000808	Syah.g_01298	Praj.g_01626
OG0000809	Syah.g_01295	Praj.g_01630
OG0000810	Syah.g_01294	Praj.g_01631
OG0000811	Syah.g_01286	Praj.g_01635
OG0000812	Syah.g_01284	Praj.g_01637
OG0000813	Syah.g_01283	Praj.g_01638
OG0000814	Syah.g_01281	Praj.g_01640
OG0000815	Syah.g_01280	Praj.g_01641
OG0000816	Syah.g_01279	Praj.g_01643
OG0000817	Syah.g_01278	Praj.g_01644
OG0000818	Syah.g_01272	Praj.g_01648
OG0000819	Syah.g_01271	Praj.g_01649
OG0000820	Syah.g_01270	Praj.g_01650
OG0000821	Syah.g_01265	Praj.g_01653
OG0000822	Syah.g_01263	Praj.g_01654
OG0000823	Syah.g_01262	Praj.g_01655
OG0000824	Syah.g_01258	Praj.g_01658
OG0000825	Syah.g_01257	Praj.g_01659
OG0000826	Syah.g_01256	Praj.g_01660
OG0000827	Syah.g_01254	Praj.g_01661
OG0000828	Syah.g_01251	Praj.g_01664
OG0000829	Syah.g_01250	Praj.g_01665
OG0000830	Syah.g_01249	Praj.g_01666
OG0000831	Syah.g_01247	Praj.g_01668
OG0000832	Syah.g_02311	Praj.g_01678
OG0000833	Syah.g_02322	Praj.g_01686
OG0000834	Syah.g_02324	Praj.g_01687
OG0000835	Syah.g_02325	Praj.g_01688
OG0000836	Syah.g_02329	Praj.g_01690
OG0000837	Syah.g_02330	Praj.g_01691
OG0000838	Syah.g_02334	Praj.g_01693
OG0000839	Syah.g_02335	Praj.g_01694
OG0000840	Syah.g_02336	Praj.g_01695
OG0000841	Syah.g_02337	Praj.g_01696
OG0000842	Syah.g_02338	Praj.g_01697
OG0000843	Syah.g_02339	Praj.g_01698
OG0000844	Syah.g_02341	Praj.g_01699
OG0000845	Syah.g_02342	Praj.g_01700
OG0000846	Syah.g_02343	Praj.g_01701
OG0000847	Syah.g_02344	Praj.g_01702
OG0000848	Syah.g_02346	Praj.g_01703
OG0000849	Syah.g_02347	Praj.g_01704
OG0000850	Syah.g_02349	Praj.g_01706
OG0000851	Syah.g_02359	Praj.g_01707
OG0000852	Syah.g_02360	Praj.g_01708
OG0000853	Syah.g_02364	Praj.g_01713
OG0000854	Syah.g_02366	Praj.g_01715
OG0000855	Syah.g_02367	Praj.g_01716
OG0000856	Syah.g_01951	Praj.g_01599
OG0000857	Syah.g_01761	Praj.g_00785
OG0000858	Syah.g_02373	Praj.g_01763
OG0000859	Syah.g_02374	Praj.g_01764
OG0000860	Syah.g_02386	Praj.g_01770
OG0000861	Syah.g_02387	Praj.g_01771
OG0000862	Syah.g_02389	Praj.g_01772
OG0000863	Syah.g_02391	Praj.g_01773
OG0000864	Syah.g_02392	Praj.g_01774
OG0000865	Syah.g_02396	Praj.g_01775
OG0000866	Syah.g_02397	Praj.g_01776
OG0000867	Syah.g_02398	Praj.g_01777
OG0000868	Syah.g_02401	Praj.g_01778
OG0000869	Syah.g_02406	Praj.g_01781
OG0000870	Syah.g_02411	Praj.g_01786
OG0000871	Syah.g_02412	Praj.g_01787
OG0000872	Syah.g_02421	Praj.g_01788
OG0000873	Syah.g_02424	Praj.g_01791
OG0000874	Syah.g_02420	Praj.g_01794
OG0000875	Syah.g_02426	Praj.g_01796
OG0000876	Syah.g_02250	Praj.g_01797
OG0000877	Syah.g_02254	Praj.g_01799
OG0000878	Syah.g_02255	Praj.g_01800
OG0000879	Syah.g_02256	Praj.g_01801
OG0000880	Syah.g_02257	Praj.g_01802
OG0000881	Syah.g_02262	Praj.g_01805
OG0000882	Syah.g_02267	Praj.g_01810
OG0000883	Syah.g_02270	Praj.g_01812
OG0000884	Syah.g_02272	Praj.g_01814
OG0000885	Syah.g_02273	Praj.g_01815
OG0000886	Syah.g_02274	Praj.g_01816
OG0000887	Syah.g_02275	Praj.g_01817
OG0000888	Syah.g_02277	Praj.g_01819
OG0000889	Syah.g_02279	Praj.g_01821
OG0000890	Syah.g_02284	Praj.g_01822
OG0000891	Syah.g_02285	Praj.g_01823
OG0000892	Syah.g_02288	Praj.g_01825
OG0000893	Syah.g_00684	Praj.g_01868
OG0000894	Syah.g_00690	Praj.g_01871
OG0000895	Syah.g_00694	Praj.g_01874
OG0000896	Syah.g_00695	Praj.g_01875
OG0000897	Syah.g_00697	Praj.g_01877
OG0000898	Syah.g_00698	Praj.g_01878
OG0000899	Syah.g_00699	Praj.g_01879
OG0000900	Syah.g_00700	Praj.g_01880
OG0000901	Syah.g_00705	Praj.g_01883
OG0000902	Syah.g_00707	Praj.g_01885
OG0000903	Syah.g_00739	Praj.g_01894
OG0000904	Syah.g_00734	Praj.g_01889
OG0000905	Syah.g_00731	Praj.g_01887
OG0000906	Syah.g_00729	Praj.g_01886
OG0000907	Syah.g_00741	Praj.g_01909
OG0000908	Syah.g_00744	Praj.g_01912
OG0000909	Syah.g_00745	Praj.g_01913
OG0000910	Syah.g_00746	Praj.g_01914
OG0000911	Syah.g_00748	Praj.g_01916
OG0000912	Syah.g_00749	Praj.g_01917
OG0000913	Syah.g_00750	Praj.g_01918
OG0000914	Syah.g_00751	Praj.g_01919
OG0000915	Syah.g_00752	Praj.g_01920
OG0000916	Syah.g_00753	Praj.g_01921
OG0000917	Syah.g_00754	Praj.g_01922
OG0000918	Syah.g_00755	Praj.g_01923
OG0000919	Syah.g_00756	Praj.g_01924
OG0000920	Syah.g_00757	Praj.g_01925
OG0000921	Syah.g_00758	Praj.g_01926
OG0000922	Syah.g_00759	Praj.g_01927
OG0000923	Syah.g_00763	Praj.g_01931
OG0000924	Syah.g_00764	Praj.g_01932
OG0000925	Syah.g_00765	Praj.g_01933
OG0000926	Syah.g_00766	Praj.g_01934
OG0000927	Syah.g_00768	Praj.g_01936
OG0000928	Syah.g_00769	Praj.g_01937
OG0000929	Syah.g_00770	Praj.g_01938
OG0000930	Syah.g_00771	Praj.g_01939
OG0000931	Syah.g_00772	Praj.g_01940
OG0000932	Syah.g_00773	Praj.g_01941
OG0000933	Syah.g_00778	Praj.g_01945
OG0000934	Syah.g_00780	Praj.g_01947
OG0000935	Syah.g_00781	Praj.g_01948
OG0000936	Syah.g_00782	Praj.g_01949
OG0000937	Syah.g_00783	Praj.g_01950
OG0000938	Syah.g_00787	Praj.g_01953
OG0000939	Syah.g_00788	Praj.g_01954
OG0000940	Syah.g_00795	Praj.g_01961
OG0000941	Syah.g_00797	Praj.g_01963
OG0000942	Syah.g_00799	Praj.g_01965
OG0000943	Syah.g_00800	Praj.g_01966
OG0000944	Syah.g_00802	Praj.g_01968
OG0000945	Syah.g_00804	Praj.g_01969
OG0000946	Syah.g_00809	Praj.g_01975
OG0000947	Syah.g_00812	Praj.g_01977
OG0000948	Syah.g_00813	Praj.g_01978
OG0000949	Syah.g_00173	Praj.g_01981
OG0000950	Syah.g_00184	Praj.g_01986
OG0000951	Syah.g_00190	Praj.g_01990
OG0000952	Syah.g_00202	Praj.g_01994
OG0000953	Syah.g_00207	Praj.g_01998
OG0000954	Syah.g_00233	Praj.g_02002
OG0000955	Syah.g_00234	Praj.g_02003
OG0000956	Syah.g_00236	Praj.g_02005
OG0000957	Syah.g_00248	Praj.g_02010
OG0000958	Syah.g_00249	Praj.g_02011
OG0000959	Syah.g_00253	Praj.g_02015
OG0000960	Syah.g_00254	Praj.g_02016
OG0000961	Syah.g_00259	Praj.g_02019
OG0000962	Syah.g_00262	Praj.g_02021
OG0000963	Syah.g_00267	Praj.g_02026
OG0000964	Syah.g_00268	Praj.g_02027
OG0000965	Syah.g_00269	Praj.g_02028
OG0000966	Syah.g_00288	Praj.g_02059
OG0000967	Syah.g_00300	Praj.g_02063
OG0000968	Syah.g_00295	Praj.g_02065
OG0000969	Syah.g_00297	Praj.g_02066
OG0000970	Syah.g_00298	Praj.g_02067
OG0000971	Syah.g_00303	Praj.g_02068
OG0000972	Syah.g_00304	Praj.g_02069
OG0000973	Syah.g_00305	Praj.g_02070
OG0000974	Syah.g_00306	Praj.g_02071
OG0000975	Syah.g_00307	Praj.g_02072
OG0000976	Syah.g_00308	Praj.g_02073
OG0000977	Syah.g_00310	Praj.g_02074
OG0000978	Syah.g_00312	Praj.g_02075
OG0000979	Syah.g_00315	Praj.g_02078
OG0000980	Syah.g_00318	Praj.g_02080
OG0000981	Syah.g_00321	Praj.g_02083
OG0000982	Syah.g_00511	Praj.g_02085
OG0000983	Syah.g_00510	Praj.g_02086
OG0000984	Syah.g_00509	Praj.g_02087
OG0000985	Syah.g_00505	Praj.g_02090
OG0000986	Syah.g_00496	Praj.g_02092
OG0000987	Syah.g_00494	Praj.g_02093
OG0000988	Syah.g_00489	Praj.g_02096
OG0000989	Syah.g_00481	Praj.g_02100
OG0000990	Syah.g_00466	Praj.g_02105
OG0000991	Syah.g_00462	Praj.g_02106
OG0000992	Syah.g_00460	Praj.g_02109
OG0000993	Syah.g_00459	Praj.g_02110
OG0000994	Syah.g_00457	Praj.g_02111
OG0000995	Syah.g_00452	Praj.g_02115
OG0000996	Syah.g_00412	Praj.g_02116
OG0000997	Syah.g_00403	Praj.g_02124
OG0000998	Syah.g_00401	Praj.g_02126
OG0000999	Syah.g_00400	Praj.g_02127
OG0001000	Syah.g_00397	Praj.g_02130, Praj.g_02131
OG0001001	Syah.g_00392	Praj.g_02134
OG0001002	Syah.g_00386	Praj.g_02139
OG0001003	Syah.g_00384	Praj.g_02141
OG0001004	Syah.g_00383	Praj.g_02142
OG0001005	Syah.g_00382	Praj.g_02143
OG0001006	Syah.g_00375	Praj.g_02147
OG0001007	Syah.g_00373	Praj.g_02149
OG0001008	Syah.g_02235	Praj.g_00431
OG0001009	Syah.g_00344	Praj.g_00027
OG0001010	Syah.g_00343	Praj.g_00028
OG0001011	Syah.g_00342	Praj.g_00029
OG0001012	Syah.g_00514	Praj.g_00047
OG0001013	Syah.g_00527	Praj.g_00052
OG0001014	Syah.g_00531	Praj.g_00055
OG0001015	Syah.g_00532	Praj.g_00056
OG0001016	Syah.g_02487	Praj.g_00111
OG0001017	Syah.g_02493	Praj.g_00115
OG0001018	Syah.g_02495	Praj.g_00118
OG0001019	Syah.g_02512	Praj.g_00127
OG0001020	Syah.g_02517	Praj.g_00128
OG0001021	Syah.g_02521	Praj.g_00129
OG0001022	Syah.g_02524	Praj.g_00132
OG0001023	Syah.g_02525	Praj.g_00133
OG0001024	Syah.g_02529	Praj.g_00136
OG0001025	Syah.g_02534	Praj.g_00143
OG0001026	Syah.g_02547	Praj.g_00151
OG0001027	Syah.g_00001	Praj.g_00152
OG0001028	Syah.g_00003	Praj.g_00154
OG0001029	Syah.g_00005	Praj.g_00156
OG0001030	Syah.g_00025	Praj.g_00172
OG0001031	Syah.g_00611	Praj.g_00226
OG0001032	Syah.g_00609	Praj.g_00227
OG0001033	Syah.g_00577	Praj.g_00247
OG0001034	Syah.g_00908	Praj.g_00276
OG0001035	Syah.g_00660	Praj.g_00293
OG0001036	Syah.g_00655	Praj.g_00297
OG0001037	Syah.g_00653	Praj.g_00298
OG0001038	Syah.g_00626	Praj.g_00314
OG0001039	Syah.g_00623	Praj.g_00316
OG0001040	Syah.g_00090	Praj.g_00319
OG0001042	Syah.g_00122	Praj.g_00339
OG0001043	Syah.g_00126	Praj.g_00340
OG0001044	Syah.g_00857	Praj.g_00379
OG0001045	Syah.g_00870	Praj.g_00388
OG0001046	Syah.g_01647	Praj.g_01081
OG0001047	Syah.g_02233	Praj.g_00433
OG0001048	Syah.g_02232	Praj.g_00434
OG0001049	Syah.g_02225	Praj.g_00436
OG0001050	Syah.g_02224	Praj.g_00437
OG0001051	Syah.g_02223	Praj.g_00438
OG0001052	Syah.g_01217	Praj.g_00464
OG0001053	Syah.g_01000	Praj.g_00476
OG0001054	Syah.g_01017	Praj.g_00490
OG0001055	Syah.g_01037	Praj.g_00509
OG0001056	Syah.g_01069	Praj.g_00527
OG0001057	Syah.g_01075	Praj.g_00532
OG0001058	Syah.g_01091	Praj.g_00540
OG0001059	Syah.g_01095	Praj.g_00544
OG0001060	Syah.g_01102	Praj.g_00551
OG0001061	Syah.g_01123	Praj.g_00564
OG0001062	Syah.g_01125	Praj.g_00566
OG0001063	Syah.g_01129	Praj.g_00567
OG0001064	Syah.g_01130	Praj.g_00568
OG0001065	Syah.g_01131	Praj.g_00569
OG0001066	Syah.g_01132	Praj.g_00570
OG0001067	Syah.g_01133	Praj.g_00571
OG0001068	Syah.g_01134	Praj.g_00572
OG0001069	Syah.g_01135	Praj.g_00573
OG0001070	Syah.g_01138	Praj.g_00575
OG0001071	Syah.g_01139	Praj.g_00576
OG0001072	Syah.g_01144	Praj.g_00577
OG0001074	Syah.g_01970	Praj.g_00603
OG0001075	Syah.g_01969	Praj.g_00604
OG0001076	Syah.g_01959	Praj.g_00611
OG0001077	Syah.g_01948	Praj.g_00616
OG0001078	Syah.g_01934	Praj.g_00624
OG0001079	Syah.g_01921	Praj.g_00635
OG0001080	Syah.g_01538	Praj.g_00641
OG0001081	Syah.g_01487	Praj.g_00643
OG0001082	Syah.g_01488	Praj.g_00644
OG0001083	Syah.g_01495	Praj.g_00649
OG0001084	Syah.g_01496	Praj.g_00650
OG0001085	Syah.g_01506	Praj.g_00660
OG0001086	Syah.g_01508	Praj.g_00661
OG0001087	Syah.g_01992	Praj.g_00681
OG0001088	Syah.g_01995	Praj.g_00682
OG0001089	Syah.g_02019	Praj.g_00690
OG0001090	Syah.g_01728	Praj.g_00699
OG0001091	Syah.g_01726	Praj.g_00701
OG0001092	Syah.g_01724	Praj.g_00702
OG0001093	Syah.g_01718	Praj.g_00707
OG0001094	Syah.g_01785	Praj.g_00763
OG0001095	Syah.g_01764	Praj.g_00782
OG0001096	Syah.g_01748	Praj.g_00797
OG0001097	Syah.g_02094	Praj.g_00817
OG0001098	Syah.g_01542	Praj.g_00835
OG0001099	Syah.g_00004	Praj.g_00872
OG0001100	Syah.g_01522	Praj.g_00879
OG0001101	Syah.g_01523	Praj.g_00881
OG0001102	Syah.g_01526	Praj.g_00884
OG0001103	Syah.g_01528	Praj.g_00886
OG0001104	Syah.g_01801	Praj.g_00749
OG0001105	Syah.g_01797	Praj.g_00753
OG0001106	Syah.g_01609	Praj.g_00934
OG0001107	Syah.g_01620	Praj.g_00944
OG0001108	Syah.g_01628	Praj.g_00948
OG0001109	Syah.g_01630	Praj.g_00949
OG0001110	Syah.g_01632	Praj.g_00951
OG0001111	Syah.g_01634	Praj.g_00952
OG0001112	Syah.g_01636	Praj.g_00953
OG0001113	Syah.g_01637	Praj.g_00954
OG0001114	Syah.g_01638	Praj.g_00955
OG0001115	Syah.g_01642	Praj.g_00957
OG0001116	Syah.g_01644	Praj.g_00958
OG0001117	Syah.g_01645	Praj.g_00959
OG0001118	Syah.g_01646	Praj.g_00960
OG0001119	Syah.g_01648	Praj.g_00961
OG0001120	Syah.g_01652	Praj.g_00963
OG0001121	Syah.g_00927, Syah.g_02183	Praj.g_01563
OG0001122	Syah.g_01679	Praj.g_00993
OG0001123	Syah.g_01686	Praj.g_00997
OG0001124	Syah.g_01688	Praj.g_00999
OG0001125	Syah.g_01690	Praj.g_01001
OG0001126	Syah.g_02058	Praj.g_01012
OG0001127	Syah.g_02057	Praj.g_01013
OG0001128	Syah.g_02040	Praj.g_01016
OG0001129	Syah.g_02038	Praj.g_01017
OG0001130	Syah.g_02037	Praj.g_01018
OG0001131	Syah.g_01819	Praj.g_00852
OG0001132	Syah.g_01850	Praj.g_01063
OG0001133	Syah.g_01957	Praj.g_01040
OG0001134	Syah.g_01437	Praj.g_01832
OG0001135	Syah.g_01439	Praj.g_01835
OG0001136	Syah.g_02160	Praj.g_01463
OG0001137	Syah.g_02141	Praj.g_01452
OG0001138	Syah.g_01421	Praj.g_01432
OG0001139	Syah.g_01419	Praj.g_01430
OG0001140	Syah.g_01418	Praj.g_01429
OG0001141	Syah.g_01417	Praj.g_01428
OG0001142	Syah.g_01416	Praj.g_01427
OG0001143	Syah.g_01408	Praj.g_01420
OG0001144	Syah.g_01399	Praj.g_01415
OG0001145	Syah.g_02188	Praj.g_01520
OG0001146	Syah.g_02206	Praj.g_01532
OG0001147	Syah.g_01234	Praj.g_01550
OG0001148	Syah.g_00984	Praj.g_01577
OG0001149	Syah.g_00983	Praj.g_01578
OG0001150	Syah.g_00982	Praj.g_01579
OG0001151	Syah.g_00970	Praj.g_01590
OG0001152	Syah.g_00969	Praj.g_01591
OG0001153	Syah.g_01253	Praj.g_01662
OG0001154	Syah.g_01252	Praj.g_01663
OG0001155	Syah.g_02313	Praj.g_01679
OG0001156	Syah.g_02316	Praj.g_01682
OG0001157	Syah.g_02317	Praj.g_01683
OG0001158	Syah.g_02318	Praj.g_01684
OG0001159	Syah.g_02319	Praj.g_01685
OG0001161	Syah.g_00475	Praj.g_01499
OG0001162	Syah.g_01745	Praj.g_01723
OG0001163	Syah.g_02370	Praj.g_01761
