Orthogroup	Syah	Pras
OG0000577	Syah.g_01154	Pras.g_01476
OG0000578	Syah.g_01155	Pras.g_01477
OG0000579	Syah.g_01156	Pras.g_01478
OG0000580	Syah.g_01157	Pras.g_01479
OG0000581	Syah.g_01163	Pras.g_01481
OG0000582	Syah.g_01979	Pras.g_01484
OG0000583	Syah.g_01978	Pras.g_01485
OG0000584	Syah.g_01977	Pras.g_01486
OG0000585	Syah.g_01975	Pras.g_01488
OG0000586	Syah.g_01974	Pras.g_01489
OG0000587	Syah.g_01972	Pras.g_01490
OG0000588	Syah.g_01966	Pras.g_01494
OG0000589	Syah.g_01962	Pras.g_01497
OG0000590	Syah.g_01961	Pras.g_01498
OG0000591	Syah.g_01954	Pras.g_01501
OG0000592	Syah.g_01953	Pras.g_01502
OG0000593	Syah.g_01939	Pras.g_01508
OG0000594	Syah.g_01938	Pras.g_01509
OG0000595	Syah.g_01937	Pras.g_01510
OG0000596	Syah.g_01932	Pras.g_01514
OG0000597	Syah.g_01929	Pras.g_01516
OG0000598	Syah.g_01928	Pras.g_01517
OG0000599	Syah.g_01925	Pras.g_01520
OG0000600	Syah.g_01924	Pras.g_01521
OG0000601	Syah.g_01923	Pras.g_01522
OG0000602	Syah.g_01917	Pras.g_01524
OG0000603	Syah.g_01916	Pras.g_01525
OG0000604	Syah.g_01913	Pras.g_01526
OG0000605	Syah.g_01825	Pras.g_01527
OG0000606	Syah.g_01485	Pras.g_01530
OG0000607	Syah.g_01489	Pras.g_01533
OG0000608	Syah.g_01490	Pras.g_01534
OG0000609	Syah.g_01492	Pras.g_01535
OG0000610	Syah.g_01499	Pras.g_01540
OG0000611	Syah.g_01502	Pras.g_01543
OG0000612	Syah.g_01503	Pras.g_01544
OG0000613	Syah.g_00147	Pras.g_01549
OG0000614	Syah.g_02004	Pras.g_01568
OG0000615	Syah.g_01814	Pras.g_01576
OG0000616	Syah.g_00389	Pras.g_01580
OG0000617	Syah.g_01722	Pras.g_01612
OG0000618	Syah.g_01721	Pras.g_01613
OG0000619	Syah.g_01720	Pras.g_01614
OG0000620	Syah.g_01713	Pras.g_01617
OG0000621	Syah.g_01712	Pras.g_01618
OG0000622	Syah.g_01711	Pras.g_01619
OG0000623	Syah.g_01710	Pras.g_01620
OG0000624	Syah.g_01708	Pras.g_01621
OG0000625	Syah.g_01707	Pras.g_01622
OG0000626	Syah.g_01706	Pras.g_01623
OG0000627	Syah.g_01569	Pras.g_01624
OG0000628	Syah.g_01570	Pras.g_01625
OG0000629	Syah.g_01573	Pras.g_01626
OG0000630	Syah.g_01577	Pras.g_01629
OG0000631	Syah.g_01582	Pras.g_01692
OG0000632	Syah.g_01583	Pras.g_01693
OG0000633	Syah.g_01584	Pras.g_01694
OG0000634	Syah.g_01783	Pras.g_01697
OG0000635	Syah.g_01782	Pras.g_01698
OG0000636	Syah.g_01780	Pras.g_01700
OG0000637	Syah.g_01778	Pras.g_01702
OG0000638	Syah.g_01777	Pras.g_01703
OG0000639	Syah.g_01776	Pras.g_01704
OG0000640	Syah.g_01775	Pras.g_01705
OG0000641	Syah.g_01771	Pras.g_01709
OG0000642	Syah.g_01770	Pras.g_01710
OG0000643	Syah.g_01768	Pras.g_01711
OG0000644	Syah.g_01767	Pras.g_01712
OG0000645	Syah.g_01765	Pras.g_01713
OG0000646	Syah.g_01762	Pras.g_01715
OG0000647	Syah.g_01760	Pras.g_01716
OG0000648	Syah.g_01757	Pras.g_01718
OG0000649	Syah.g_01756	Pras.g_01719
OG0000650	Syah.g_01755	Pras.g_01720
OG0000651	Syah.g_01754	Pras.g_01721
OG0000652	Syah.g_01753	Pras.g_01722
OG0000653	Syah.g_01751	Pras.g_01724
OG0000654	Syah.g_01750	Pras.g_01725
OG0000655	Syah.g_01749	Pras.g_01726
OG0000656	Syah.g_01746	Pras.g_01729
OG0000657	Syah.g_02083	Pras.g_01736
OG0000658	Syah.g_02086	Pras.g_01737
OG0000659	Syah.g_02087	Pras.g_01738
OG0000660	Syah.g_02091	Pras.g_01742
OG0000661	Syah.g_02093	Pras.g_01744
OG0000662	Syah.g_02095	Pras.g_01746
OG0000663	Syah.g_02098	Pras.g_01748
OG0000664	Syah.g_02099	Pras.g_01749
OG0000665	Syah.g_01895	Pras.g_01753
OG0000666	Syah.g_01826	Pras.g_01754
OG0000667	Syah.g_00714	Pras.g_01758
OG0000668	Syah.g_01680	Pras.g_01788
OG0000669	Syah.g_01520	Pras.g_01792
OG0000670	Syah.g_02352	Pras.g_01794
OG0000671	Syah.g_01524	Pras.g_01796
OG0000672	Syah.g_01527	Pras.g_01799
OG0000673	Syah.g_01530	Pras.g_01802
OG0000674	Syah.g_01532	Pras.g_01804
OG0000675	Syah.g_01533	Pras.g_01805
OG0000676	Syah.g_01535	Pras.g_01807
OG0000677	Syah.g_01536	Pras.g_01808
OG0000678	Syah.g_01821	Pras.g_01810
OG0000679	Syah.g_01812	Pras.g_01814
OG0000680	Syah.g_01811	Pras.g_01815
OG0000681	Syah.g_01808	Pras.g_01818
OG0000682	Syah.g_01807	Pras.g_01819
OG0000683	Syah.g_01806	Pras.g_01820
OG0000684	Syah.g_01802	Pras.g_01821
OG0000685	Syah.g_01800	Pras.g_01823
OG0000686	Syah.g_01799	Pras.g_01824
OG0000687	Syah.g_01798	Pras.g_01825
OG0000688	Syah.g_01793	Pras.g_01828
OG0000689	Syah.g_01791	Pras.g_01829
OG0000690	Syah.g_01790	Pras.g_01830
OG0000691	Syah.g_01789	Pras.g_01831
OG0000692	Syah.g_01788	Pras.g_01833
OG0000693	Syah.g_01787	Pras.g_01834
OG0000694	Syah.g_01786	Pras.g_01835
OG0000695	Syah.g_01586	Pras.g_01837
OG0000696	Syah.g_01587	Pras.g_01838
OG0000697	Syah.g_01589	Pras.g_01839
OG0000698	Syah.g_01592	Pras.g_01842
OG0000699	Syah.g_01594	Pras.g_01843
OG0000700	Syah.g_01595	Pras.g_01844
OG0000701	Syah.g_01596	Pras.g_01845
OG0000702	Syah.g_01604	Pras.g_01847
OG0000703	Syah.g_01605	Pras.g_01848
OG0000704	Syah.g_01608	Pras.g_01849
OG0000705	Syah.g_01614	Pras.g_01853
OG0000706	Syah.g_01615	Pras.g_01854
OG0000707	Syah.g_01616	Pras.g_01855
OG0000708	Syah.g_01619	Pras.g_01856
OG0000709	Syah.g_01627	Pras.g_01860
OG0000710	Syah.g_01631	Pras.g_01863
OG0000711	Syah.g_01661	Pras.g_01881
OG0000712	Syah.g_01662	Pras.g_01883
OG0000713	Syah.g_01663	Pras.g_01884
OG0000714	Syah.g_01665	Pras.g_01885
OG0000715	Syah.g_01667	Pras.g_01887
OG0000716	Syah.g_01671	Pras.g_01889
OG0000717	Syah.g_01672	Pras.g_01890
OG0000718	Syah.g_01676	Pras.g_01903
OG0000719	Syah.g_01678	Pras.g_01905
OG0000720	Syah.g_01691	Pras.g_01914
OG0000721	Syah.g_01693	Pras.g_01916
OG0000722	Syah.g_01694	Pras.g_01917
OG0000723	Syah.g_01704	Pras.g_01920
OG0000724	Syah.g_02036	Pras.g_01929
OG0000725	Syah.g_02027	Pras.g_01935
OG0000726	Syah.g_02026	Pras.g_01936
OG0000727	Syah.g_02025	Pras.g_01937
OG0000728	Syah.g_02023	Pras.g_01939
OG0000729	Syah.g_00263	Pras.g_01984
OG0000730	Syah.g_00855	Pras.g_01988
OG0000731	Syah.g_00867	Pras.g_01992
OG0000732	Syah.g_00319	Pras.g_00003
OG0000733	Syah.g_00473	Pras.g_00024
OG0000734	Syah.g_02545	Pras.g_00041
OG0000735	Syah.g_02178	Pras.g_00043
OG0000736	Syah.g_02177	Pras.g_00044
OG0000737	Syah.g_02176	Pras.g_00045
OG0000738	Syah.g_02170	Pras.g_00049
OG0000739	Syah.g_02165	Pras.g_00050
OG0000740	Syah.g_02164	Pras.g_00051
OG0000741	Syah.g_02161	Pras.g_00052
OG0000742	Syah.g_02159	Pras.g_00055
OG0000743	Syah.g_02157	Pras.g_00057
OG0000744	Syah.g_02156	Pras.g_00058
OG0000745	Syah.g_02154	Pras.g_00059
OG0000746	Syah.g_02151	Pras.g_00061
OG0000747	Syah.g_02150	Pras.g_00062
OG0000748	Syah.g_02140	Pras.g_00065
OG0000749	Syah.g_02138	Pras.g_00066
OG0000750	Syah.g_02137	Pras.g_00067
OG0000751	Syah.g_02130	Pras.g_00069
OG0000752	Syah.g_02128	Pras.g_00071
OG0000753	Syah.g_02125	Pras.g_00074
OG0000754	Syah.g_01431	Pras.g_00077
OG0000755	Syah.g_01423	Pras.g_00080
OG0000756	Syah.g_01422	Pras.g_00081
OG0000757	Syah.g_01415	Pras.g_00087
OG0000758	Syah.g_01414	Pras.g_00088
OG0000759	Syah.g_01413	Pras.g_00089
OG0000760	Syah.g_01412	Pras.g_00090
OG0000761	Syah.g_01411	Pras.g_00091
OG0000762	Syah.g_01409	Pras.g_00092
OG0000763	Syah.g_01407	Pras.g_00094
OG0000764	Syah.g_01406	Pras.g_00095
OG0000765	Syah.g_01392	Pras.g_00105
OG0000766	Syah.g_01391	Pras.g_00106
OG0000767	Syah.g_01389	Pras.g_00108
OG0000768	Syah.g_01388	Pras.g_00109
OG0000769	Syah.g_01386	Pras.g_00111
OG0000770	Syah.g_01383	Pras.g_00113
OG0000771	Syah.g_02042	Pras.g_00122
OG0000772	Syah.g_01351	Pras.g_00178
OG0000773	Syah.g_02187	Pras.g_00199
OG0000774	Syah.g_02191	Pras.g_00201
OG0000775	Syah.g_02193	Pras.g_00204
OG0000776	Syah.g_02194	Pras.g_00205
OG0000777	Syah.g_02195	Pras.g_00206
OG0000778	Syah.g_02196	Pras.g_00207
OG0000779	Syah.g_02201	Pras.g_00211
OG0000780	Syah.g_02205	Pras.g_00212
OG0000781	Syah.g_02209	Pras.g_00214
OG0000782	Syah.g_02210	Pras.g_00216
OG0000783	Syah.g_02211	Pras.g_00217
OG0000784	Syah.g_02212	Pras.g_00218
OG0000785	Syah.g_02214	Pras.g_00220
OG0000786	Syah.g_01171	Pras.g_00223
OG0000787	Syah.g_01170	Pras.g_00224
OG0000788	Syah.g_01922	Pras.g_00237
OG0000789	Syah.g_01556	Pras.g_00240
OG0000790	Syah.g_00981	Pras.g_00255
OG0000791	Syah.g_00980	Pras.g_00257
OG0000792	Syah.g_00979	Pras.g_00258
OG0000793	Syah.g_00974	Pras.g_00261
OG0000794	Syah.g_00973	Pras.g_00262
OG0000795	Syah.g_00972	Pras.g_00263
OG0000796	Syah.g_00968	Pras.g_00267
OG0000797	Syah.g_00967	Pras.g_00268
OG0000798	Syah.g_00627	Pras.g_00286
OG0000799	Syah.g_01326	Pras.g_00332
OG0000800	Syah.g_01325	Pras.g_00333
OG0000801	Syah.g_01324	Pras.g_00334
OG0000802	Syah.g_01320	Pras.g_00336
OG0000803	Syah.g_01315	Pras.g_00338
OG0000804	Syah.g_01312	Pras.g_00339
OG0000805	Syah.g_01303	Pras.g_00341
OG0000806	Syah.g_01301	Pras.g_00343
OG0000807	Syah.g_01299	Pras.g_00344
OG0000808	Syah.g_01298	Pras.g_00345
OG0000809	Syah.g_01295	Pras.g_00348
OG0000810	Syah.g_01294	Pras.g_00349
OG0000811	Syah.g_01286	Pras.g_00353
OG0000812	Syah.g_01284	Pras.g_00355
OG0000813	Syah.g_01283	Pras.g_00356
OG0000814	Syah.g_01281	Pras.g_00358
OG0000815	Syah.g_01280	Pras.g_00359
OG0000816	Syah.g_01279	Pras.g_00361
OG0000817	Syah.g_01278	Pras.g_00362
OG0000818	Syah.g_01272	Pras.g_00367
OG0000819	Syah.g_01271	Pras.g_00368
OG0000820	Syah.g_01270	Pras.g_00369
OG0000821	Syah.g_01265	Pras.g_00373
OG0000822	Syah.g_01263	Pras.g_00374
OG0000823	Syah.g_01262	Pras.g_00375
OG0000824	Syah.g_01258	Pras.g_00378
OG0000825	Syah.g_01257	Pras.g_00379
OG0000826	Syah.g_01256	Pras.g_00380
OG0000827	Syah.g_01254	Pras.g_00381
OG0000828	Syah.g_01251	Pras.g_00385
OG0000829	Syah.g_01250	Pras.g_00386
OG0000830	Syah.g_01249	Pras.g_00387
OG0000831	Syah.g_01247	Pras.g_00389
OG0000832	Syah.g_02311	Pras.g_00395
OG0000833	Syah.g_02322	Pras.g_00405
OG0000834	Syah.g_02324	Pras.g_00406
OG0000835	Syah.g_02325	Pras.g_00407
OG0000836	Syah.g_02329	Pras.g_00408
OG0000837	Syah.g_02330	Pras.g_00409
OG0000838	Syah.g_02334	Pras.g_00411
OG0000839	Syah.g_02335	Pras.g_00412
OG0000840	Syah.g_02336	Pras.g_00413
OG0000841	Syah.g_02337	Pras.g_00414
OG0000842	Syah.g_02338	Pras.g_00415
OG0000843	Syah.g_02339	Pras.g_00416
OG0000844	Syah.g_02341	Pras.g_00417
OG0000845	Syah.g_02342	Pras.g_00418
OG0000846	Syah.g_02343	Pras.g_00419
OG0000847	Syah.g_02344	Pras.g_00420
OG0000848	Syah.g_02346	Pras.g_00421
OG0000849	Syah.g_02347	Pras.g_00422
OG0000850	Syah.g_02349	Pras.g_00424
OG0000851	Syah.g_02359	Pras.g_00425
OG0000852	Syah.g_02360	Pras.g_00426
OG0000853	Syah.g_02364	Pras.g_00430
OG0000854	Syah.g_02366	Pras.g_00432
OG0000855	Syah.g_02367	Pras.g_00433
OG0000856	Syah.g_01951	Pras.g_00448
OG0000857	Syah.g_01761	Pras.g_00473
OG0000858	Syah.g_02373	Pras.g_00544
OG0000859	Syah.g_02374	Pras.g_00545
OG0000860	Syah.g_02386	Pras.g_00552
OG0000861	Syah.g_02387	Pras.g_00553
OG0000862	Syah.g_02389	Pras.g_00554
OG0000863	Syah.g_02391	Pras.g_00556
OG0000864	Syah.g_02392	Pras.g_00557
OG0000865	Syah.g_02396	Pras.g_00558
OG0000866	Syah.g_02397	Pras.g_00559
OG0000867	Syah.g_02398	Pras.g_00560
OG0000868	Syah.g_02401	Pras.g_00561
OG0000869	Syah.g_02406	Pras.g_00565
OG0000870	Syah.g_02411	Pras.g_00570
OG0000871	Syah.g_02412	Pras.g_00571
OG0000872	Syah.g_02421	Pras.g_00572
OG0000873	Syah.g_02424	Pras.g_00575
OG0000874	Syah.g_02420	Pras.g_00578
OG0000875	Syah.g_02426	Pras.g_00579
OG0000876	Syah.g_02250	Pras.g_00580
OG0000877	Syah.g_02254	Pras.g_00582
OG0000878	Syah.g_02255	Pras.g_00583
OG0000879	Syah.g_02256	Pras.g_00584
OG0000880	Syah.g_02257	Pras.g_00585
OG0000881	Syah.g_02262	Pras.g_00589
OG0000882	Syah.g_02267	Pras.g_00594
OG0000883	Syah.g_02270	Pras.g_00596
OG0000884	Syah.g_02272	Pras.g_00598
OG0000885	Syah.g_02273	Pras.g_00599
OG0000886	Syah.g_02274	Pras.g_00600
OG0000887	Syah.g_02275	Pras.g_00601
OG0000888	Syah.g_02277	Pras.g_00603
OG0000889	Syah.g_02279	Pras.g_00605
OG0000890	Syah.g_02284	Pras.g_00606
OG0000891	Syah.g_02285	Pras.g_00607
OG0000892	Syah.g_02288	Pras.g_00609
OG0000893	Syah.g_00684	Pras.g_00613
OG0000894	Syah.g_00690	Pras.g_00615
OG0000895	Syah.g_00694	Pras.g_00618
OG0000896	Syah.g_00695	Pras.g_00619
OG0000897	Syah.g_00697	Pras.g_00621
OG0000898	Syah.g_00698	Pras.g_00622
OG0000899	Syah.g_00699	Pras.g_00623
OG0000900	Syah.g_00700	Pras.g_00624
OG0000901	Syah.g_00705	Pras.g_00627
OG0000902	Syah.g_00707	Pras.g_00629
OG0000903	Syah.g_00739	Pras.g_00632
OG0000904	Syah.g_00734	Pras.g_00634
OG0000905	Syah.g_00731	Pras.g_00639
OG0000906	Syah.g_00729	Pras.g_00640
OG0000907	Syah.g_00741	Pras.g_00645
OG0000908	Syah.g_00744	Pras.g_00648
OG0000909	Syah.g_00745	Pras.g_00649
OG0000910	Syah.g_00746	Pras.g_00650
OG0000911	Syah.g_00748	Pras.g_00652
OG0000912	Syah.g_00749	Pras.g_00653
OG0000913	Syah.g_00750	Pras.g_00654
OG0000914	Syah.g_00751	Pras.g_00655
OG0000915	Syah.g_00752	Pras.g_00656
OG0000916	Syah.g_00753	Pras.g_00657
OG0000917	Syah.g_00754	Pras.g_00658
OG0000918	Syah.g_00755	Pras.g_00659
OG0000919	Syah.g_00756	Pras.g_00660
OG0000920	Syah.g_00757	Pras.g_00661
OG0000921	Syah.g_00758	Pras.g_00662
OG0000922	Syah.g_00759	Pras.g_00663
OG0000923	Syah.g_00763	Pras.g_00667
OG0000924	Syah.g_00764	Pras.g_00668
OG0000925	Syah.g_00765	Pras.g_00669
OG0000926	Syah.g_00766	Pras.g_00670
OG0000927	Syah.g_00768	Pras.g_00672
OG0000928	Syah.g_00769	Pras.g_00673
OG0000929	Syah.g_00770	Pras.g_00674
OG0000930	Syah.g_00771	Pras.g_00675
OG0000931	Syah.g_00772	Pras.g_00676
OG0000932	Syah.g_00773	Pras.g_00677
OG0000933	Syah.g_00778	Pras.g_00681
OG0000934	Syah.g_00780	Pras.g_00683
OG0000935	Syah.g_00781	Pras.g_00684
OG0000936	Syah.g_00782	Pras.g_00685
OG0000937	Syah.g_00783	Pras.g_00686
OG0000938	Syah.g_00787	Pras.g_00688
OG0000939	Syah.g_00788	Pras.g_00689
OG0000940	Syah.g_00795	Pras.g_00696
OG0000941	Syah.g_00797	Pras.g_00698
OG0000942	Syah.g_00799	Pras.g_00700
OG0000943	Syah.g_00800	Pras.g_00701
OG0000944	Syah.g_00802	Pras.g_00702
OG0000945	Syah.g_00804	Pras.g_00703
OG0000946	Syah.g_00809	Pras.g_00707
OG0000947	Syah.g_00812	Pras.g_00709
OG0000948	Syah.g_00813	Pras.g_00710
OG0000949	Syah.g_00173	Pras.g_00713
OG0000950	Syah.g_00184	Pras.g_00718
OG0000951	Syah.g_00190	Pras.g_00722
OG0000952	Syah.g_00202	Pras.g_00726
OG0000953	Syah.g_00207	Pras.g_00729
OG0000954	Syah.g_00233	Pras.g_00733
OG0000955	Syah.g_00234	Pras.g_00734
OG0000956	Syah.g_00236	Pras.g_00736
OG0000957	Syah.g_00248	Pras.g_00741
OG0000958	Syah.g_00249	Pras.g_00742
OG0000959	Syah.g_00253	Pras.g_00746
OG0000960	Syah.g_00254	Pras.g_00747
OG0000961	Syah.g_00259	Pras.g_00749
OG0000962	Syah.g_00262	Pras.g_00751
OG0000963	Syah.g_00267	Pras.g_00755
OG0000964	Syah.g_00268	Pras.g_00756
OG0000965	Syah.g_00269	Pras.g_00757
OG0000966	Syah.g_00288	Pras.g_00765
OG0000967	Syah.g_00300	Pras.g_00770
OG0000968	Syah.g_00295	Pras.g_00772
OG0000969	Syah.g_00297	Pras.g_00773
OG0000970	Syah.g_00298	Pras.g_00774
OG0000971	Syah.g_00303	Pras.g_00775
OG0000972	Syah.g_00304	Pras.g_00776
OG0000973	Syah.g_00305	Pras.g_00777
OG0000974	Syah.g_00306	Pras.g_00778
OG0000975	Syah.g_00307	Pras.g_00779
OG0000976	Syah.g_00308	Pras.g_00780
OG0000977	Syah.g_00310	Pras.g_00781
OG0000978	Syah.g_00312	Pras.g_00782
OG0000979	Syah.g_00315	Pras.g_00785
OG0000980	Syah.g_00318	Pras.g_00787
OG0000981	Syah.g_00321	Pras.g_00789
OG0000982	Syah.g_00511	Pras.g_00791
OG0000983	Syah.g_00510	Pras.g_00792
OG0000984	Syah.g_00509	Pras.g_00793
OG0000985	Syah.g_00505	Pras.g_00796
OG0000986	Syah.g_00496	Pras.g_00798
OG0000987	Syah.g_00494	Pras.g_00799
OG0000988	Syah.g_00489	Pras.g_00802
OG0000989	Syah.g_00481	Pras.g_00805
OG0000990	Syah.g_00466	Pras.g_00808
OG0000991	Syah.g_00462	Pras.g_00809
OG0000992	Syah.g_00460	Pras.g_00812
OG0000993	Syah.g_00459	Pras.g_00813
OG0000994	Syah.g_00457	Pras.g_00814
OG0000995	Syah.g_00452	Pras.g_00818
OG0000996	Syah.g_00412	Pras.g_00819
OG0000997	Syah.g_00403	Pras.g_00820
OG0000998	Syah.g_00401	Pras.g_00822
OG0000999	Syah.g_00400	Pras.g_00823
OG0001000	Syah.g_00397	Pras.g_00826
OG0001001	Syah.g_00392	Pras.g_00828
OG0001002	Syah.g_00386	Pras.g_00832
OG0001003	Syah.g_00384	Pras.g_00834
OG0001004	Syah.g_00383	Pras.g_00835
OG0001005	Syah.g_00382	Pras.g_00836
OG0001006	Syah.g_00375	Pras.g_00840
OG0001007	Syah.g_00373	Pras.g_00842
OG0001008	Syah.g_02235	Pras.g_01315
OG0001009	Syah.g_00344	Pras.g_00869
OG0001010	Syah.g_00343	Pras.g_00870
OG0001011	Syah.g_00342	Pras.g_00871
OG0001012	Syah.g_00514	Pras.g_00896
OG0001013	Syah.g_00527	Pras.g_00901
OG0001014	Syah.g_00531	Pras.g_00904
OG0001015	Syah.g_00532	Pras.g_00905
OG0001016	Syah.g_02487	Pras.g_00924
OG0001017	Syah.g_02493	Pras.g_00928
OG0001018	Syah.g_02495	Pras.g_00931
OG0001019	Syah.g_02512	Pras.g_00940
OG0001020	Syah.g_02517	Pras.g_00941
OG0001021	Syah.g_02521	Pras.g_00942
OG0001022	Syah.g_02524	Pras.g_00945
OG0001023	Syah.g_02525	Pras.g_00946
OG0001024	Syah.g_02529	Pras.g_00949
OG0001025	Syah.g_02534	Pras.g_00955
OG0001026	Syah.g_02547	Pras.g_00962
OG0001027	Syah.g_00001	Pras.g_00963
OG0001028	Syah.g_00003	Pras.g_00965
OG0001029	Syah.g_00005	Pras.g_00966
OG0001030	Syah.g_00025	Pras.g_00981
OG0001031	Syah.g_00611	Pras.g_01037
OG0001032	Syah.g_00609	Pras.g_01038
OG0001033	Syah.g_00577	Pras.g_01060
OG0001034	Syah.g_00908	Pras.g_01088
OG0001035	Syah.g_00660	Pras.g_01106
OG0001036	Syah.g_00655	Pras.g_01111
OG0001037	Syah.g_00653	Pras.g_01112
OG0001038	Syah.g_00626	Pras.g_01130
OG0001039	Syah.g_00623	Pras.g_01133
OG0001040	Syah.g_00090	Pras.g_01135
OG0001042	Syah.g_00122	Pras.g_01156
OG0001043	Syah.g_00126	Pras.g_01157
OG0001044	Syah.g_00857	Pras.g_01186
OG0001045	Syah.g_00870	Pras.g_01195
OG0001046	Syah.g_01647	Pras.g_01232
OG0001047	Syah.g_02233	Pras.g_01317
OG0001048	Syah.g_02232	Pras.g_01318
OG0001049	Syah.g_02225	Pras.g_01320
OG0001050	Syah.g_02224	Pras.g_01321
OG0001051	Syah.g_02223	Pras.g_01322
OG0001052	Syah.g_01217	Pras.g_01349
OG0001053	Syah.g_01000	Pras.g_01361
OG0001054	Syah.g_01017	Pras.g_01376
OG0001055	Syah.g_01037	Pras.g_01395
OG0001056	Syah.g_01069	Pras.g_01413
OG0001057	Syah.g_01075	Pras.g_01418
OG0001058	Syah.g_01091	Pras.g_01426
OG0001059	Syah.g_01095	Pras.g_01430
OG0001060	Syah.g_01102	Pras.g_01437
OG0001061	Syah.g_01123	Pras.g_01450
OG0001062	Syah.g_01125	Pras.g_01452
OG0001063	Syah.g_01129	Pras.g_01454
OG0001064	Syah.g_01130	Pras.g_01455
OG0001065	Syah.g_01131	Pras.g_01456
OG0001066	Syah.g_01132	Pras.g_01457
OG0001067	Syah.g_01133	Pras.g_01459
OG0001068	Syah.g_01134	Pras.g_01460
OG0001069	Syah.g_01135	Pras.g_01461
OG0001070	Syah.g_01138	Pras.g_01464
OG0001071	Syah.g_01139	Pras.g_01465
OG0001072	Syah.g_01144	Pras.g_01466
OG0001074	Syah.g_01970	Pras.g_01491
OG0001075	Syah.g_01969	Pras.g_01492
OG0001076	Syah.g_01959	Pras.g_01500
OG0001077	Syah.g_01948	Pras.g_01504
OG0001078	Syah.g_01934	Pras.g_01512
OG0001079	Syah.g_01921	Pras.g_01523
OG0001080	Syah.g_01538	Pras.g_01529
OG0001081	Syah.g_01487	Pras.g_01531
OG0001082	Syah.g_01488	Pras.g_01532
OG0001083	Syah.g_01495	Pras.g_01537
OG0001084	Syah.g_01496	Pras.g_01538
OG0001085	Syah.g_01506	Pras.g_01546
OG0001086	Syah.g_01508	Pras.g_01547
OG0001087	Syah.g_01992	Pras.g_01564
OG0001088	Syah.g_01995	Pras.g_01565
OG0001089	Syah.g_02019	Pras.g_01573
OG0001090	Syah.g_01728	Pras.g_01607
OG0001091	Syah.g_01726	Pras.g_01609
OG0001092	Syah.g_01724	Pras.g_01610
OG0001093	Syah.g_01718	Pras.g_01615
OG0001094	Syah.g_01785	Pras.g_01695
OG0001095	Syah.g_01764	Pras.g_01714
OG0001096	Syah.g_01748	Pras.g_01727
OG0001097	Syah.g_02094	Pras.g_01745
OG0001098	Syah.g_01542	Pras.g_01760
OG0001099	Syah.g_00004	Pras.g_01791
OG0001100	Syah.g_01522	Pras.g_01793
OG0001101	Syah.g_01523	Pras.g_01795
OG0001102	Syah.g_01526	Pras.g_01798
OG0001103	Syah.g_01528	Pras.g_01800
OG0001104	Syah.g_01801	Pras.g_01822
OG0001105	Syah.g_01797	Pras.g_01826
OG0001106	Syah.g_01609	Pras.g_01850
OG0001107	Syah.g_01620	Pras.g_01857
OG0001108	Syah.g_01628	Pras.g_01861
OG0001109	Syah.g_01630	Pras.g_01862
OG0001110	Syah.g_01632	Pras.g_01864
OG0001111	Syah.g_01634	Pras.g_01865
OG0001112	Syah.g_01636	Pras.g_01866
OG0001113	Syah.g_01637	Pras.g_01867
OG0001114	Syah.g_01638	Pras.g_01868
OG0001115	Syah.g_01642	Pras.g_01870
OG0001116	Syah.g_01644	Pras.g_01871
OG0001117	Syah.g_01645	Pras.g_01872
OG0001118	Syah.g_01646	Pras.g_01873
OG0001119	Syah.g_01648	Pras.g_01874
OG0001120	Syah.g_01652	Pras.g_01876
OG0001121	Syah.g_00927, Syah.g_02183	Pras.g_00021, Pras.g_01880
OG0001122	Syah.g_01679	Pras.g_01906
OG0001123	Syah.g_01686	Pras.g_01910
OG0001124	Syah.g_01688	Pras.g_01912
OG0001125	Syah.g_01690	Pras.g_01913
OG0001126	Syah.g_02058	Pras.g_01923
OG0001127	Syah.g_02057	Pras.g_01924
OG0001128	Syah.g_02040	Pras.g_01926
OG0001129	Syah.g_02038	Pras.g_01927
OG0001130	Syah.g_02037	Pras.g_01928
OG0001131	Syah.g_01819	Pras.g_01964
OG0001132	Syah.g_01850	Pras.g_01973
OG0001133	Syah.g_01957	Pras.g_00009
OG0001134	Syah.g_01437	Pras.g_00023
OG0001135	Syah.g_01439	Pras.g_00026
OG0001136	Syah.g_02160	Pras.g_00053
OG0001137	Syah.g_02141	Pras.g_00064
OG0001138	Syah.g_01421	Pras.g_00082
OG0001139	Syah.g_01419	Pras.g_00083
OG0001140	Syah.g_01418	Pras.g_00084
OG0001141	Syah.g_01417	Pras.g_00085
OG0001142	Syah.g_01416	Pras.g_00086
OG0001143	Syah.g_01408	Pras.g_00093
OG0001144	Syah.g_01399	Pras.g_00099
OG0001145	Syah.g_02188	Pras.g_00200
OG0001146	Syah.g_02206	Pras.g_00213
OG0001147	Syah.g_01234	Pras.g_00236
OG0001148	Syah.g_00984	Pras.g_00252
OG0001149	Syah.g_00983	Pras.g_00253
OG0001150	Syah.g_00982	Pras.g_00254
OG0001151	Syah.g_00970	Pras.g_00265
OG0001152	Syah.g_00969	Pras.g_00266
OG0001153	Syah.g_01253	Pras.g_00382
OG0001154	Syah.g_01252	Pras.g_00384
OG0001155	Syah.g_02313	Pras.g_00396, Pras.g_00397
OG0001156	Syah.g_02316	Pras.g_00400
OG0001157	Syah.g_02317	Pras.g_00401
OG0001158	Syah.g_02318	Pras.g_00402
OG0001161	Syah.g_00475	Pras.g_00441
