Orthogroup	Syah	Praq
OG0000584	Syah.g_01977	Praq.g_00992
OG0000585	Syah.g_01975	Praq.g_00990
OG0000586	Syah.g_01974	Praq.g_00989
OG0000587	Syah.g_01972	Praq.g_00988
OG0000588	Syah.g_01966	Praq.g_00984
OG0000589	Syah.g_01962	Praq.g_00981
OG0000590	Syah.g_01961	Praq.g_00980
OG0000591	Syah.g_01954	Praq.g_00977
OG0000592	Syah.g_01953	Praq.g_00976
OG0000593	Syah.g_01939	Praq.g_00970
OG0000594	Syah.g_01938	Praq.g_00969
OG0000595	Syah.g_01937	Praq.g_00968
OG0000596	Syah.g_01932	Praq.g_00964
OG0000597	Syah.g_01929	Praq.g_00962
OG0000598	Syah.g_01928	Praq.g_00961
OG0000599	Syah.g_01925	Praq.g_00958
OG0000600	Syah.g_01924	Praq.g_00957
OG0000601	Syah.g_01923	Praq.g_00775
OG0000602	Syah.g_01917	Praq.g_00777
OG0000603	Syah.g_01916	Praq.g_00778
OG0000604	Syah.g_01913	Praq.g_00779
OG0000605	Syah.g_01825	Praq.g_00780
OG0000606	Syah.g_01485	Praq.g_00783
OG0000607	Syah.g_01489	Praq.g_00786
OG0000608	Syah.g_01490	Praq.g_00787
OG0000609	Syah.g_01492	Praq.g_00788
OG0000610	Syah.g_01499	Praq.g_00793
OG0000611	Syah.g_01502	Praq.g_00796
OG0000612	Syah.g_01503	Praq.g_00797
OG0000613	Syah.g_00147	Praq.g_00802
OG0000614	Syah.g_02004	Praq.g_00821
OG0000615	Syah.g_01814	Praq.g_00829
OG0000616	Syah.g_00389	Praq.g_00833
OG0000617	Syah.g_01722	Praq.g_00589
OG0000618	Syah.g_01721	Praq.g_00590
OG0000619	Syah.g_01720	Praq.g_00591
OG0000620	Syah.g_01713	Praq.g_00594
OG0000621	Syah.g_01712	Praq.g_00595
OG0000622	Syah.g_01711	Praq.g_00596
OG0000623	Syah.g_01710	Praq.g_00597
OG0000624	Syah.g_01708	Praq.g_00598
OG0000625	Syah.g_01707	Praq.g_00599
OG0000626	Syah.g_01706	Praq.g_00600
OG0000627	Syah.g_01569	Praq.g_00601
OG0000628	Syah.g_01570	Praq.g_00602
OG0000629	Syah.g_01573	Praq.g_00603
OG0000630	Syah.g_01577	Praq.g_00606
OG0000631	Syah.g_01582	Praq.g_00661
OG0000632	Syah.g_01583	Praq.g_00662
OG0000633	Syah.g_01584	Praq.g_00663
OG0000634	Syah.g_01783	Praq.g_00666
OG0000635	Syah.g_01782	Praq.g_00667
OG0000636	Syah.g_01780	Praq.g_00669
OG0000637	Syah.g_01778	Praq.g_00671
OG0000638	Syah.g_01777	Praq.g_00672
OG0000639	Syah.g_01776	Praq.g_00673
OG0000640	Syah.g_01775	Praq.g_00674
OG0000641	Syah.g_01771	Praq.g_00678
OG0000642	Syah.g_01770	Praq.g_01407
OG0000643	Syah.g_01768	Praq.g_01408
OG0000644	Syah.g_01767	Praq.g_01409
OG0000645	Syah.g_01765	Praq.g_01410
OG0000646	Syah.g_01762	Praq.g_01412
OG0000647	Syah.g_01760	Praq.g_01413
OG0000648	Syah.g_01757	Praq.g_01415
OG0000649	Syah.g_01756	Praq.g_01416
OG0000650	Syah.g_01755	Praq.g_01417
OG0000651	Syah.g_01754	Praq.g_01418
OG0000652	Syah.g_01753	Praq.g_01419
OG0000653	Syah.g_01751	Praq.g_01421
OG0000654	Syah.g_01750	Praq.g_01422
OG0000655	Syah.g_01749	Praq.g_01423
OG0000656	Syah.g_01746	Praq.g_01426
OG0000657	Syah.g_02083	Praq.g_01433
OG0000658	Syah.g_02086	Praq.g_01434
OG0000659	Syah.g_02087	Praq.g_01435
OG0000660	Syah.g_02091	Praq.g_01439
OG0000661	Syah.g_02093	Praq.g_01441
OG0000662	Syah.g_02095	Praq.g_01443
OG0000663	Syah.g_02098	Praq.g_01445
OG0000664	Syah.g_02099	Praq.g_01446
OG0000665	Syah.g_01895	Praq.g_01450
OG0000666	Syah.g_01826	Praq.g_01451
OG0000667	Syah.g_00714	Praq.g_01456
OG0000668	Syah.g_01680	Praq.g_01473
OG0000669	Syah.g_01520	Praq.g_01481
OG0000670	Syah.g_02352	Praq.g_01483
OG0000671	Syah.g_01524	Praq.g_01485
OG0000672	Syah.g_01527	Praq.g_01488
OG0000673	Syah.g_01530	Praq.g_01491
OG0000674	Syah.g_01532	Praq.g_01493
OG0000675	Syah.g_01533	Praq.g_01494
OG0000676	Syah.g_01535	Praq.g_01496
OG0000677	Syah.g_01536	Praq.g_01497
OG0000678	Syah.g_01821	Praq.g_01499
OG0000679	Syah.g_01812	Praq.g_01503
OG0000680	Syah.g_01811	Praq.g_01504
OG0000681	Syah.g_01808	Praq.g_01506
OG0000682	Syah.g_01807	Praq.g_01507
OG0000683	Syah.g_01806	Praq.g_01508
OG0000684	Syah.g_01802	Praq.g_01510
OG0000685	Syah.g_01800	Praq.g_01512
OG0000686	Syah.g_01799	Praq.g_01513
OG0000687	Syah.g_01798	Praq.g_01514
OG0000688	Syah.g_01793	Praq.g_01517
OG0000689	Syah.g_01791	Praq.g_01518
OG0000690	Syah.g_01790	Praq.g_01519
OG0000691	Syah.g_01789	Praq.g_01520
OG0000692	Syah.g_01788	Praq.g_01522
OG0000693	Syah.g_01787	Praq.g_01523
OG0000694	Syah.g_01786	Praq.g_01524
OG0000695	Syah.g_01586	Praq.g_01526
OG0000696	Syah.g_01587	Praq.g_01527
OG0000697	Syah.g_01589	Praq.g_01528
OG0000698	Syah.g_01592	Praq.g_01531
OG0000699	Syah.g_01594	Praq.g_01532
OG0000700	Syah.g_01595	Praq.g_01533
OG0000701	Syah.g_01596	Praq.g_01534
OG0000702	Syah.g_01604	Praq.g_01536
OG0000703	Syah.g_01605	Praq.g_01537
OG0000704	Syah.g_01608	Praq.g_01538
OG0000705	Syah.g_01614	Praq.g_01542
OG0000706	Syah.g_01615	Praq.g_01543
OG0000707	Syah.g_01616	Praq.g_01544
OG0000708	Syah.g_01619	Praq.g_01545
OG0000709	Syah.g_01627	Praq.g_01549
OG0000710	Syah.g_01631	Praq.g_01552
OG0000711	Syah.g_01661	Praq.g_01568
OG0000712	Syah.g_01662	Praq.g_01570
OG0000713	Syah.g_01663	Praq.g_01571
OG0000714	Syah.g_01665	Praq.g_01572
OG0000715	Syah.g_01667	Praq.g_01574
OG0000716	Syah.g_01671	Praq.g_01576
OG0000717	Syah.g_01672	Praq.g_01577
OG0000718	Syah.g_01676	Praq.g_01588
OG0000719	Syah.g_01678	Praq.g_01590
OG0000720	Syah.g_01691	Praq.g_01599
OG0000721	Syah.g_01693	Praq.g_01601
OG0000722	Syah.g_01694	Praq.g_01602
OG0000723	Syah.g_01704	Praq.g_01605
OG0000724	Syah.g_02036	Praq.g_01614
OG0000725	Syah.g_02027	Praq.g_01620
OG0000726	Syah.g_02026	Praq.g_01621
OG0000727	Syah.g_02025	Praq.g_01622
OG0000728	Syah.g_02023	Praq.g_01624
OG0000729	Syah.g_00263	Praq.g_01669
OG0000730	Syah.g_00855	Praq.g_01273
OG0000731	Syah.g_00867	Praq.g_01276
OG0000732	Syah.g_00319	Praq.g_01282
OG0000733	Syah.g_00473	Praq.g_01301
OG0000734	Syah.g_02545	Praq.g_01318
OG0000735	Syah.g_02178	Praq.g_01320
OG0000736	Syah.g_02177	Praq.g_01321
OG0000737	Syah.g_02176	Praq.g_01322
OG0000738	Syah.g_02170	Praq.g_01326
OG0000739	Syah.g_02165	Praq.g_01327
OG0000740	Syah.g_02164	Praq.g_01328
OG0000741	Syah.g_02161	Praq.g_01329
OG0000742	Syah.g_02159	Praq.g_01332
OG0000743	Syah.g_02157	Praq.g_01334
OG0000744	Syah.g_02156	Praq.g_01335
OG0000745	Syah.g_02154	Praq.g_01336
OG0000746	Syah.g_02151	Praq.g_01338
OG0000747	Syah.g_02150	Praq.g_01339
OG0000748	Syah.g_02140	Praq.g_01342
OG0000749	Syah.g_02138	Praq.g_01343
OG0000750	Syah.g_02137	Praq.g_01344
OG0000751	Syah.g_02130	Praq.g_01346
OG0000752	Syah.g_02128	Praq.g_01348
OG0000753	Syah.g_02125	Praq.g_01351
OG0000754	Syah.g_01431	Praq.g_01354
OG0000755	Syah.g_01423	Praq.g_01357
OG0000756	Syah.g_01422	Praq.g_01358
OG0000757	Syah.g_01415	Praq.g_01364
OG0000758	Syah.g_01414	Praq.g_01365
OG0000759	Syah.g_01413	Praq.g_01366
OG0000760	Syah.g_01412	Praq.g_01367
OG0000761	Syah.g_01411	Praq.g_01368
OG0000762	Syah.g_01409	Praq.g_01369
OG0000763	Syah.g_01407	Praq.g_01371
OG0000764	Syah.g_01406	Praq.g_01372
OG0000765	Syah.g_01392	Praq.g_01381
OG0000766	Syah.g_01391	Praq.g_01382
OG0000767	Syah.g_01389	Praq.g_01384
OG0000768	Syah.g_01388	Praq.g_01385
OG0000769	Syah.g_01386	Praq.g_01387
OG0000770	Syah.g_01383	Praq.g_01389
OG0000771	Syah.g_02042	Praq.g_00257
OG0000772	Syah.g_01351	Praq.g_00112
OG0000773	Syah.g_02187	Praq.g_00124
OG0000774	Syah.g_02191	Praq.g_00126
OG0000775	Syah.g_02193	Praq.g_00128
OG0000776	Syah.g_02194	Praq.g_00129
OG0000777	Syah.g_02195	Praq.g_00130
OG0000778	Syah.g_02196	Praq.g_00131
OG0000779	Syah.g_02201	Praq.g_00135
OG0000780	Syah.g_02205	Praq.g_00136
OG0000781	Syah.g_02209	Praq.g_00139
OG0000782	Syah.g_02210	Praq.g_00140
OG0000783	Syah.g_02211	Praq.g_00141
OG0000784	Syah.g_02212	Praq.g_00142
OG0000785	Syah.g_02214	Praq.g_00144
OG0000786	Syah.g_01171	Praq.g_00146
OG0000787	Syah.g_01170	Praq.g_00147
OG0000788	Syah.g_01922	Praq.g_00162
OG0000789	Syah.g_01556	Praq.g_00165
OG0000790	Syah.g_00981	Praq.g_00182
OG0000791	Syah.g_00980	Praq.g_00184
OG0000792	Syah.g_00979	Praq.g_00185
OG0000793	Syah.g_00974	Praq.g_00188
OG0000794	Syah.g_00973	Praq.g_00189
OG0000795	Syah.g_00972	Praq.g_00190
OG0000796	Syah.g_00968	Praq.g_00194
OG0000797	Syah.g_00967	Praq.g_00195
OG0000798	Syah.g_00627	Praq.g_00222
OG0000799	Syah.g_01326	Praq.g_00276
OG0000800	Syah.g_01325	Praq.g_00277
OG0000801	Syah.g_01324	Praq.g_00278
OG0000802	Syah.g_01320	Praq.g_00280
OG0000803	Syah.g_01315	Praq.g_00282
OG0000804	Syah.g_01312	Praq.g_00283
OG0000805	Syah.g_01303	Praq.g_00285
OG0000806	Syah.g_01301	Praq.g_00287
OG0000807	Syah.g_01299	Praq.g_00288
OG0000808	Syah.g_01298	Praq.g_00289
OG0000809	Syah.g_01295	Praq.g_00292
OG0000810	Syah.g_01294	Praq.g_00293
OG0000811	Syah.g_01286	Praq.g_00297
OG0000812	Syah.g_01284	Praq.g_00299
OG0000813	Syah.g_01283	Praq.g_00300
OG0000814	Syah.g_01281	Praq.g_00302
OG0000815	Syah.g_01280	Praq.g_00303
OG0000816	Syah.g_01279	Praq.g_00305
OG0000817	Syah.g_01278	Praq.g_00306
OG0000818	Syah.g_01272	Praq.g_00311
OG0000819	Syah.g_01271	Praq.g_00312
OG0000820	Syah.g_01270	Praq.g_00313
OG0000821	Syah.g_01265	Praq.g_00317
OG0000822	Syah.g_01263	Praq.g_00318
OG0000823	Syah.g_01262	Praq.g_00319
OG0000824	Syah.g_01258	Praq.g_00322
OG0000825	Syah.g_01257	Praq.g_00323
OG0000826	Syah.g_01256	Praq.g_00324
OG0000827	Syah.g_01254	Praq.g_00325
OG0000828	Syah.g_01251	Praq.g_00328
OG0000829	Syah.g_01250	Praq.g_00329
OG0000830	Syah.g_01249	Praq.g_00330
OG0000831	Syah.g_01247	Praq.g_00332
OG0000832	Syah.g_02311	Praq.g_00338
OG0000833	Syah.g_02322	Praq.g_00346
OG0000834	Syah.g_02324	Praq.g_00347
OG0000835	Syah.g_02325	Praq.g_00348
OG0000836	Syah.g_02329	Praq.g_00349
OG0000837	Syah.g_02330	Praq.g_00350
OG0000838	Syah.g_02334	Praq.g_00352
OG0000839	Syah.g_02335	Praq.g_00353
OG0000840	Syah.g_02336	Praq.g_00354
OG0000841	Syah.g_02337	Praq.g_00355
OG0000842	Syah.g_02338	Praq.g_00356
OG0000843	Syah.g_02339	Praq.g_00357
OG0000844	Syah.g_02341	Praq.g_00358
OG0000845	Syah.g_02342	Praq.g_00359
OG0000846	Syah.g_02343	Praq.g_00360
OG0000847	Syah.g_02344	Praq.g_00361
OG0000848	Syah.g_02346	Praq.g_00362
OG0000849	Syah.g_02347	Praq.g_00363
OG0000850	Syah.g_02349	Praq.g_00365
OG0000851	Syah.g_02359	Praq.g_00366
OG0000852	Syah.g_02360	Praq.g_00367
OG0000853	Syah.g_02364	Praq.g_00371
OG0000854	Syah.g_02366	Praq.g_00373
OG0000855	Syah.g_02367	Praq.g_00374
OG0000856	Syah.g_01951	Praq.g_00001
OG0000857	Syah.g_01761	Praq.g_00030
OG0000858	Syah.g_02373	Praq.g_01953
OG0000859	Syah.g_02374	Praq.g_01952
OG0000860	Syah.g_02386	Praq.g_00495
OG0000861	Syah.g_02387	Praq.g_00494
OG0000862	Syah.g_02389	Praq.g_00493
OG0000863	Syah.g_02391	Praq.g_00491
OG0000864	Syah.g_02392	Praq.g_00490
OG0000865	Syah.g_02396	Praq.g_00489
OG0000866	Syah.g_02397	Praq.g_00488
OG0000867	Syah.g_02398	Praq.g_00487
OG0000868	Syah.g_02401	Praq.g_00486
OG0000869	Syah.g_02406	Praq.g_00482
OG0000870	Syah.g_02411	Praq.g_00477
OG0000871	Syah.g_02412	Praq.g_00476
OG0000872	Syah.g_02421	Praq.g_00475
OG0000873	Syah.g_02424	Praq.g_00472
OG0000874	Syah.g_02420	Praq.g_00469
OG0000875	Syah.g_02426	Praq.g_00468
OG0000876	Syah.g_02250	Praq.g_00467
OG0000877	Syah.g_02254	Praq.g_00465
OG0000878	Syah.g_02255	Praq.g_00464
OG0000879	Syah.g_02256	Praq.g_00463
OG0000880	Syah.g_02257	Praq.g_00462
OG0000881	Syah.g_02262	Praq.g_00458
OG0000882	Syah.g_02267	Praq.g_00453
OG0000883	Syah.g_02270	Praq.g_00452
OG0000884	Syah.g_02272	Praq.g_00450
OG0000885	Syah.g_02273	Praq.g_00449
OG0000886	Syah.g_02274	Praq.g_00448
OG0000887	Syah.g_02275	Praq.g_00447
OG0000888	Syah.g_02277	Praq.g_00445
OG0000889	Syah.g_02279	Praq.g_00443
OG0000890	Syah.g_02284	Praq.g_00442
OG0000891	Syah.g_02285	Praq.g_00441
OG0000892	Syah.g_02288	Praq.g_00956
OG0000893	Syah.g_00684	Praq.g_00951
OG0000894	Syah.g_00690	Praq.g_00949
OG0000895	Syah.g_00694	Praq.g_00946
OG0000896	Syah.g_00695	Praq.g_00945
OG0000897	Syah.g_00697	Praq.g_00943
OG0000898	Syah.g_00698	Praq.g_00942
OG0000899	Syah.g_00699	Praq.g_00941
OG0000900	Syah.g_00700	Praq.g_00940
OG0000901	Syah.g_00705	Praq.g_00937
OG0000902	Syah.g_00707	Praq.g_00935
OG0000903	Syah.g_00739	Praq.g_00932
OG0000904	Syah.g_00734	Praq.g_00930
OG0000905	Syah.g_00731	Praq.g_00925
OG0000906	Syah.g_00729	Praq.g_00924
OG0000907	Syah.g_00741	Praq.g_00921
OG0000908	Syah.g_00744	Praq.g_00918
OG0000909	Syah.g_00745	Praq.g_00917
OG0000910	Syah.g_00746	Praq.g_00916
OG0000911	Syah.g_00748	Praq.g_00914
OG0000912	Syah.g_00749	Praq.g_00913
OG0000913	Syah.g_00750	Praq.g_00912
OG0000914	Syah.g_00751	Praq.g_00911
OG0000915	Syah.g_00752	Praq.g_00910
OG0000916	Syah.g_00753	Praq.g_00909
OG0000917	Syah.g_00754	Praq.g_00908
OG0000918	Syah.g_00755	Praq.g_00907
OG0000919	Syah.g_00756	Praq.g_00906
OG0000920	Syah.g_00757	Praq.g_00905
OG0000921	Syah.g_00758	Praq.g_00904
OG0000922	Syah.g_00759	Praq.g_00903
OG0000923	Syah.g_00763	Praq.g_00899
OG0000924	Syah.g_00764	Praq.g_00898
OG0000925	Syah.g_00765	Praq.g_00897
OG0000926	Syah.g_00766	Praq.g_00896
OG0000927	Syah.g_00768	Praq.g_00894
OG0000928	Syah.g_00769	Praq.g_00893
OG0000929	Syah.g_00770	Praq.g_00892
OG0000930	Syah.g_00771	Praq.g_00891
OG0000931	Syah.g_00772	Praq.g_00890
OG0000932	Syah.g_00773	Praq.g_00889
OG0000933	Syah.g_00778	Praq.g_00885
OG0000934	Syah.g_00780	Praq.g_00883
OG0000935	Syah.g_00781	Praq.g_00882
OG0000936	Syah.g_00782	Praq.g_00881
OG0000937	Syah.g_00783	Praq.g_00880
OG0000938	Syah.g_00787	Praq.g_00878
OG0000939	Syah.g_00788	Praq.g_00877
OG0000940	Syah.g_00795	Praq.g_00871
OG0000941	Syah.g_00797	Praq.g_00869
OG0000942	Syah.g_00799	Praq.g_00867
OG0000943	Syah.g_00800	Praq.g_00866
OG0000944	Syah.g_00802	Praq.g_00865
OG0000945	Syah.g_00804	Praq.g_00864
OG0000946	Syah.g_00809	Praq.g_00727
OG0000947	Syah.g_00812	Praq.g_00729
OG0000948	Syah.g_00813	Praq.g_00730
OG0000949	Syah.g_00173	Praq.g_00733
OG0000950	Syah.g_00184	Praq.g_00738
OG0000951	Syah.g_00190	Praq.g_00742
OG0000952	Syah.g_00202	Praq.g_00746
OG0000953	Syah.g_00207	Praq.g_00749
OG0000954	Syah.g_00233	Praq.g_00753
OG0000955	Syah.g_00234	Praq.g_00754
OG0000956	Syah.g_00236	Praq.g_00756
OG0000957	Syah.g_00248	Praq.g_00761
OG0000958	Syah.g_00249	Praq.g_00762
OG0000959	Syah.g_00253	Praq.g_00766
OG0000960	Syah.g_00254	Praq.g_00767
OG0000961	Syah.g_00259	Praq.g_00769
OG0000962	Syah.g_00262	Praq.g_00771
OG0000963	Syah.g_00267	Praq.g_00774
OG0000964	Syah.g_00268	Praq.g_00679
OG0000965	Syah.g_00269	Praq.g_00680
OG0000966	Syah.g_00288	Praq.g_00687
OG0000967	Syah.g_00300	Praq.g_00691
OG0000968	Syah.g_00295	Praq.g_00693
OG0000969	Syah.g_00297	Praq.g_00694
OG0000970	Syah.g_00298	Praq.g_00695
OG0000971	Syah.g_00303	Praq.g_00696
OG0000972	Syah.g_00304	Praq.g_00697
OG0000973	Syah.g_00305	Praq.g_00698
OG0000974	Syah.g_00306	Praq.g_00699
OG0000975	Syah.g_00307	Praq.g_00700
OG0000976	Syah.g_00308	Praq.g_00701
OG0000977	Syah.g_00310	Praq.g_00702
OG0000978	Syah.g_00312	Praq.g_00703
OG0000979	Syah.g_00315	Praq.g_00706
OG0000980	Syah.g_00318	Praq.g_00708
OG0000981	Syah.g_00321	Praq.g_00710
OG0000982	Syah.g_00511	Praq.g_00712
OG0000983	Syah.g_00510	Praq.g_00713
OG0000984	Syah.g_00509	Praq.g_00714
OG0000985	Syah.g_00505	Praq.g_00717
OG0000986	Syah.g_00496	Praq.g_00719
OG0000987	Syah.g_00494	Praq.g_00720
OG0000988	Syah.g_00489	Praq.g_00723
OG0000989	Syah.g_00481	Praq.g_00391
OG0000990	Syah.g_00466	Praq.g_00394
OG0000991	Syah.g_00462	Praq.g_00395
OG0000992	Syah.g_00460	Praq.g_00397
OG0000993	Syah.g_00459	Praq.g_00398
OG0000994	Syah.g_00457	Praq.g_00399
OG0000995	Syah.g_00452	Praq.g_00403
OG0000996	Syah.g_00412	Praq.g_00404
OG0000997	Syah.g_00403	Praq.g_00405
OG0000998	Syah.g_00401	Praq.g_00407
OG0000999	Syah.g_00400	Praq.g_00408
OG0001000	Syah.g_00397	Praq.g_00411
OG0001001	Syah.g_00392	Praq.g_00413
OG0001002	Syah.g_00386	Praq.g_00417
OG0001003	Syah.g_00384	Praq.g_00418
OG0001004	Syah.g_00383	Praq.g_00419
OG0001005	Syah.g_00382	Praq.g_00420
OG0001006	Syah.g_00375	Praq.g_00424
OG0001007	Syah.g_00373	Praq.g_00426
OG0001008	Syah.g_02235	Praq.g_01120
OG0001009	Syah.g_00344	Praq.g_01230
OG0001010	Syah.g_00343	Praq.g_01231
OG0001011	Syah.g_00342	Praq.g_01232
OG0001012	Syah.g_00514	Praq.g_01258
OG0001013	Syah.g_00527	Praq.g_01264
OG0001014	Syah.g_00531	Praq.g_01267
OG0001015	Syah.g_00532	Praq.g_01268
OG0001016	Syah.g_02487	Praq.g_01930
OG0001017	Syah.g_02493	Praq.g_01926
OG0001018	Syah.g_02495	Praq.g_01923
OG0001019	Syah.g_02512	Praq.g_01914
OG0001020	Syah.g_02517	Praq.g_01913
OG0001021	Syah.g_02521	Praq.g_01912
OG0001022	Syah.g_02524	Praq.g_01909
OG0001023	Syah.g_02525	Praq.g_01908
OG0001024	Syah.g_02529	Praq.g_01905
OG0001025	Syah.g_02534	Praq.g_01899
OG0001026	Syah.g_02547	Praq.g_01892
OG0001027	Syah.g_00001	Praq.g_01891
OG0001028	Syah.g_00003	Praq.g_01889
OG0001029	Syah.g_00005	Praq.g_01888
OG0001030	Syah.g_00025	Praq.g_01873
OG0001031	Syah.g_00611	Praq.g_01816
OG0001032	Syah.g_00609	Praq.g_01815
OG0001033	Syah.g_00577	Praq.g_01794
OG0001034	Syah.g_00908	Praq.g_01766
OG0001035	Syah.g_00660	Praq.g_01749
OG0001036	Syah.g_00655	Praq.g_01744
OG0001037	Syah.g_00653	Praq.g_01743
OG0001038	Syah.g_00626	Praq.g_01725
OG0001039	Syah.g_00623	Praq.g_01722
OG0001040	Syah.g_00090	Praq.g_01719
OG0001042	Syah.g_00122	Praq.g_01698
OG0001043	Syah.g_00126	Praq.g_01697
OG0001044	Syah.g_00857	Praq.g_01212
OG0001045	Syah.g_00870	Praq.g_01203
OG0001046	Syah.g_01647	Praq.g_01164
OG0001047	Syah.g_02233	Praq.g_01118
OG0001048	Syah.g_02232	Praq.g_01117
OG0001049	Syah.g_02225	Praq.g_01115
OG0001050	Syah.g_02224	Praq.g_01114
OG0001051	Syah.g_02223	Praq.g_01113
OG0001052	Syah.g_01217	Praq.g_00522
OG0001053	Syah.g_01000	Praq.g_00534
OG0001054	Syah.g_01017	Praq.g_01104
OG0001055	Syah.g_01037	Praq.g_01085
OG0001056	Syah.g_01069	Praq.g_01066
OG0001057	Syah.g_01075	Praq.g_01061
OG0001058	Syah.g_01091	Praq.g_01053
OG0001059	Syah.g_01095	Praq.g_01049
OG0001060	Syah.g_01102	Praq.g_01042
OG0001061	Syah.g_01123	Praq.g_01029
OG0001062	Syah.g_01125	Praq.g_01027
OG0001063	Syah.g_01129	Praq.g_01025
OG0001064	Syah.g_01130	Praq.g_01024
OG0001065	Syah.g_01131	Praq.g_01023
OG0001066	Syah.g_01132	Praq.g_01022
OG0001067	Syah.g_01133	Praq.g_01021
OG0001068	Syah.g_01134	Praq.g_01020
OG0001069	Syah.g_01135	Praq.g_01019
OG0001070	Syah.g_01138	Praq.g_01016
OG0001071	Syah.g_01139	Praq.g_01015
OG0001072	Syah.g_01144	Praq.g_01013
OG0001074	Syah.g_01970	Praq.g_00987
OG0001075	Syah.g_01969	Praq.g_00986
OG0001076	Syah.g_01959	Praq.g_00978
OG0001077	Syah.g_01948	Praq.g_00974
OG0001078	Syah.g_01934	Praq.g_00966
OG0001079	Syah.g_01921	Praq.g_00776
OG0001080	Syah.g_01538	Praq.g_00782
OG0001081	Syah.g_01487	Praq.g_00784
OG0001082	Syah.g_01488	Praq.g_00785
OG0001083	Syah.g_01495	Praq.g_00790
OG0001084	Syah.g_01496	Praq.g_00791
OG0001085	Syah.g_01506	Praq.g_00799
OG0001086	Syah.g_01508	Praq.g_00800
OG0001087	Syah.g_01992	Praq.g_00817
OG0001088	Syah.g_01995	Praq.g_00818
OG0001089	Syah.g_02019	Praq.g_00826
OG0001090	Syah.g_01728	Praq.g_00584
OG0001091	Syah.g_01726	Praq.g_00586
OG0001092	Syah.g_01724	Praq.g_00587
OG0001093	Syah.g_01718	Praq.g_00592
OG0001094	Syah.g_01785	Praq.g_00664
OG0001095	Syah.g_01764	Praq.g_01411
OG0001096	Syah.g_01748	Praq.g_01424
OG0001097	Syah.g_02094	Praq.g_01442
OG0001098	Syah.g_01542	Praq.g_01458
OG0001099	Syah.g_00004	Praq.g_01478
OG0001100	Syah.g_01522	Praq.g_01482
OG0001101	Syah.g_01523	Praq.g_01484
OG0001102	Syah.g_01526	Praq.g_01487
OG0001103	Syah.g_01528	Praq.g_01489
OG0001104	Syah.g_01801	Praq.g_01511
OG0001105	Syah.g_01797	Praq.g_01515
OG0001106	Syah.g_01609	Praq.g_01539
OG0001107	Syah.g_01620	Praq.g_01546
OG0001108	Syah.g_01628	Praq.g_01550
OG0001109	Syah.g_01630	Praq.g_01551
OG0001110	Syah.g_01632	Praq.g_01553
OG0001111	Syah.g_01634	Praq.g_01554
OG0001112	Syah.g_01636	Praq.g_01555
OG0001113	Syah.g_01637	Praq.g_01556
OG0001114	Syah.g_01638	Praq.g_01557
OG0001115	Syah.g_01642	Praq.g_01559
OG0001116	Syah.g_01644	Praq.g_01560
OG0001117	Syah.g_01645	Praq.g_01561
OG0001118	Syah.g_01646	Praq.g_01562
OG0001119	Syah.g_01648	Praq.g_01563
OG0001120	Syah.g_01652	Praq.g_01565
OG0001121	Syah.g_00927, Syah.g_02183	Praq.g_01298
OG0001122	Syah.g_01679	Praq.g_01591
OG0001123	Syah.g_01686	Praq.g_01595
OG0001124	Syah.g_01688	Praq.g_01597
OG0001125	Syah.g_01690	Praq.g_01598
OG0001126	Syah.g_02058	Praq.g_01608
OG0001127	Syah.g_02057	Praq.g_01609
OG0001128	Syah.g_02040	Praq.g_01611
OG0001129	Syah.g_02038	Praq.g_01612
OG0001130	Syah.g_02037	Praq.g_01613
OG0001131	Syah.g_01819	Praq.g_01649
OG0001132	Syah.g_01850	Praq.g_01658
OG0001133	Syah.g_01957	Praq.g_01287
OG0001134	Syah.g_01437	Praq.g_01300
OG0001135	Syah.g_01439	Praq.g_01303
OG0001136	Syah.g_02160	Praq.g_01330
OG0001137	Syah.g_02141	Praq.g_01341
OG0001138	Syah.g_01421	Praq.g_01359
OG0001139	Syah.g_01419	Praq.g_01360
OG0001140	Syah.g_01418	Praq.g_01361
OG0001141	Syah.g_01417	Praq.g_01362
OG0001142	Syah.g_01416	Praq.g_01363
OG0001143	Syah.g_01408	Praq.g_01370
OG0001144	Syah.g_01399	Praq.g_01375
OG0001145	Syah.g_02188	Praq.g_00125
OG0001146	Syah.g_02206	Praq.g_00137
OG0001147	Syah.g_01234	Praq.g_00161
OG0001148	Syah.g_00984	Praq.g_00179
OG0001149	Syah.g_00983	Praq.g_00180
OG0001150	Syah.g_00982	Praq.g_00181
OG0001151	Syah.g_00970	Praq.g_00192
OG0001152	Syah.g_00969	Praq.g_00193
OG0001153	Syah.g_01253	Praq.g_00326
OG0001154	Syah.g_01252	Praq.g_00327
OG0001155	Syah.g_02313	Praq.g_00339
OG0001156	Syah.g_02316	Praq.g_00342
OG0001157	Syah.g_02317	Praq.g_00343
OG0001158	Syah.g_02318	Praq.g_00344
OG0001159	Syah.g_02319	Praq.g_00345
OG0001161	Syah.g_00475	Praq.g_00382
OG0001162	Syah.g_01745	Praq.g_00005
OG0001165	Syah.g_02381	Praq.g_00498
OG0001166	Syah.g_02410	Praq.g_00478
OG0001167	Syah.g_02259	Praq.g_00461
OG0001168	Syah.g_02261	Praq.g_00459
OG0001169	Syah.g_02263	Praq.g_00457
OG0001170	Syah.g_02265	Praq.g_00455
