Orthogroup	Syah	Prbd
OG0000562	Syah.g_01098	Prbd.g_00686
OG0000563	Syah.g_01099	Prbd.g_00685
OG0000564	Syah.g_01100	Prbd.g_00684
OG0000565	Syah.g_01104	Prbd.g_00681
OG0000566	Syah.g_01108	Prbd.g_00679
OG0000567	Syah.g_01112	Prbd.g_00675
OG0000568	Syah.g_01116	Prbd.g_00674
OG0000569	Syah.g_01117	Prbd.g_00673
OG0000570	Syah.g_01118	Prbd.g_00672
OG0000571	Syah.g_01122	Prbd.g_00670
OG0000572	Syah.g_01137	Prbd.g_00657
OG0000573	Syah.g_01146	Prbd.g_00652
OG0000574	Syah.g_01147	Prbd.g_00651
OG0000575	Syah.g_01151	Prbd.g_00647
OG0000576	Syah.g_01153	Prbd.g_00645
OG0000577	Syah.g_01154	Prbd.g_00644
OG0000578	Syah.g_01155	Prbd.g_00643
OG0000579	Syah.g_01156	Prbd.g_00642
OG0000580	Syah.g_01157	Prbd.g_00641
OG0000581	Syah.g_01163	Prbd.g_00639
OG0000582	Syah.g_01979	Prbd.g_00636
OG0000583	Syah.g_01978	Prbd.g_00635
OG0000584	Syah.g_01977	Prbd.g_00634
OG0000585	Syah.g_01975	Prbd.g_00632
OG0000586	Syah.g_01974	Prbd.g_00631
OG0000587	Syah.g_01972	Prbd.g_00630
OG0000588	Syah.g_01966	Prbd.g_00626
OG0000589	Syah.g_01962	Prbd.g_00623
OG0000590	Syah.g_01961	Prbd.g_00622
OG0000591	Syah.g_01954	Prbd.g_00619
OG0000592	Syah.g_01953	Prbd.g_00618
OG0000593	Syah.g_01939	Prbd.g_00612
OG0000594	Syah.g_01938	Prbd.g_00611
OG0000595	Syah.g_01937	Prbd.g_00610
OG0000596	Syah.g_01932	Prbd.g_00606
OG0000597	Syah.g_01929	Prbd.g_00604
OG0000598	Syah.g_01928	Prbd.g_00603
OG0000599	Syah.g_01925	Prbd.g_00600
OG0000600	Syah.g_01924	Prbd.g_00599
OG0000601	Syah.g_01923	Prbd.g_00598
OG0000602	Syah.g_01917	Prbd.g_00596
OG0000603	Syah.g_01916	Prbd.g_00595
OG0000604	Syah.g_01913	Prbd.g_00594
OG0000605	Syah.g_01825	Prbd.g_00593
OG0000606	Syah.g_01485	Prbd.g_00590
OG0000607	Syah.g_01489	Prbd.g_00587
OG0000608	Syah.g_01490	Prbd.g_00586
OG0000609	Syah.g_01492	Prbd.g_00585
OG0000610	Syah.g_01499	Prbd.g_00580
OG0000611	Syah.g_01502	Prbd.g_00577
OG0000612	Syah.g_01503	Prbd.g_00576
OG0000613	Syah.g_00147	Prbd.g_00571
OG0000614	Syah.g_02004	Prbd.g_00552
OG0000615	Syah.g_01814	Prbd.g_00544
OG0000616	Syah.g_00389	Prbd.g_00540
OG0000617	Syah.g_01722	Prbd.g_00013
OG0000618	Syah.g_01721	Prbd.g_00014
OG0000619	Syah.g_01720	Prbd.g_00015
OG0000620	Syah.g_01713	Prbd.g_00018
OG0000621	Syah.g_01712	Prbd.g_00019
OG0000622	Syah.g_01711	Prbd.g_00020
OG0000623	Syah.g_01710	Prbd.g_00021
OG0000624	Syah.g_01708	Prbd.g_00022
OG0000625	Syah.g_01707	Prbd.g_00023
OG0000626	Syah.g_01706	Prbd.g_00024
OG0000627	Syah.g_01569	Prbd.g_00025
OG0000628	Syah.g_01570	Prbd.g_00026
OG0000629	Syah.g_01573	Prbd.g_00027
OG0000630	Syah.g_01577	Prbd.g_00030
OG0000631	Syah.g_01582	Prbd.g_00093
OG0000632	Syah.g_01583	Prbd.g_00094
OG0000633	Syah.g_01584	Prbd.g_00095
OG0000634	Syah.g_01783	Prbd.g_00098
OG0000635	Syah.g_01782	Prbd.g_00099
OG0000636	Syah.g_01780	Prbd.g_00101
OG0000637	Syah.g_01778	Prbd.g_00103
OG0000638	Syah.g_01777	Prbd.g_00104
OG0000639	Syah.g_01776	Prbd.g_00105
OG0000640	Syah.g_01775	Prbd.g_00106
OG0000641	Syah.g_01771	Prbd.g_00110
OG0000642	Syah.g_01770	Prbd.g_00111
OG0000643	Syah.g_01768	Prbd.g_00112
OG0000644	Syah.g_01767	Prbd.g_00113
OG0000645	Syah.g_01765	Prbd.g_00114
OG0000646	Syah.g_01762	Prbd.g_00116
OG0000647	Syah.g_01760	Prbd.g_00117
OG0000648	Syah.g_01757	Prbd.g_00119
OG0000649	Syah.g_01756	Prbd.g_00120
OG0000650	Syah.g_01755	Prbd.g_00121
OG0000651	Syah.g_01754	Prbd.g_00122
OG0000652	Syah.g_01753	Prbd.g_00123
OG0000653	Syah.g_01751	Prbd.g_00125
OG0000654	Syah.g_01750	Prbd.g_00126
OG0000655	Syah.g_01749	Prbd.g_00127
OG0000656	Syah.g_01746	Prbd.g_00130
OG0000657	Syah.g_02083	Prbd.g_00138
OG0000658	Syah.g_02086	Prbd.g_00139
OG0000659	Syah.g_02087	Prbd.g_00140
OG0000660	Syah.g_02091	Prbd.g_00144
OG0000661	Syah.g_02093	Prbd.g_00146
OG0000662	Syah.g_02095	Prbd.g_00148
OG0000663	Syah.g_02098	Prbd.g_00150
OG0000664	Syah.g_02099	Prbd.g_00151
OG0000665	Syah.g_01895	Prbd.g_00155
OG0000666	Syah.g_01826	Prbd.g_00156
OG0000667	Syah.g_00714	Prbd.g_00160
OG0000668	Syah.g_01680	Prbd.g_00190
OG0000669	Syah.g_01520	Prbd.g_00197
OG0000670	Syah.g_02352	Prbd.g_00199
OG0000671	Syah.g_01524	Prbd.g_00201
OG0000672	Syah.g_01527	Prbd.g_00204
OG0000673	Syah.g_01530	Prbd.g_00207
OG0000674	Syah.g_01532	Prbd.g_00209
OG0000675	Syah.g_01533	Prbd.g_00210
OG0000676	Syah.g_01535	Prbd.g_00212
OG0000677	Syah.g_01536	Prbd.g_00213
OG0000678	Syah.g_01821	Prbd.g_00215
OG0000679	Syah.g_01812	Prbd.g_00219
OG0000680	Syah.g_01811	Prbd.g_00220
OG0000681	Syah.g_01808	Prbd.g_00222
OG0000682	Syah.g_01807	Prbd.g_00223
OG0000683	Syah.g_01806	Prbd.g_00224
OG0000684	Syah.g_01802	Prbd.g_00226
OG0000685	Syah.g_01800	Prbd.g_00228
OG0000686	Syah.g_01799	Prbd.g_00229
OG0000687	Syah.g_01798	Prbd.g_00230
OG0000688	Syah.g_01793	Prbd.g_00233
OG0000689	Syah.g_01791	Prbd.g_00234
OG0000690	Syah.g_01790	Prbd.g_00235
OG0000691	Syah.g_01789	Prbd.g_00236
OG0000692	Syah.g_01788	Prbd.g_00238
OG0000693	Syah.g_01787	Prbd.g_00239
OG0000694	Syah.g_01786	Prbd.g_00240
OG0000695	Syah.g_01586	Prbd.g_00242
OG0000696	Syah.g_01587	Prbd.g_00243
OG0000697	Syah.g_01589	Prbd.g_00244
OG0000698	Syah.g_01592	Prbd.g_00247
OG0000699	Syah.g_01594	Prbd.g_00248
OG0000700	Syah.g_01595	Prbd.g_00249
OG0000701	Syah.g_01596	Prbd.g_00250
OG0000702	Syah.g_01604	Prbd.g_00252
OG0000703	Syah.g_01605	Prbd.g_00253
OG0000704	Syah.g_01608	Prbd.g_00254
OG0000705	Syah.g_01614	Prbd.g_00258
OG0000706	Syah.g_01615	Prbd.g_00259
OG0000707	Syah.g_01616	Prbd.g_00260
OG0000708	Syah.g_01619	Prbd.g_00261
OG0000709	Syah.g_01627	Prbd.g_00265
OG0000710	Syah.g_01631	Prbd.g_00268
OG0000711	Syah.g_01661	Prbd.g_00285
OG0000712	Syah.g_01662	Prbd.g_00287
OG0000713	Syah.g_01663	Prbd.g_00288
OG0000714	Syah.g_01665	Prbd.g_00289
OG0000715	Syah.g_01667	Prbd.g_00291
OG0000716	Syah.g_01671	Prbd.g_00293
OG0000717	Syah.g_01672	Prbd.g_00294
OG0000718	Syah.g_01676	Prbd.g_00309
OG0000719	Syah.g_01678	Prbd.g_00311
OG0000720	Syah.g_01691	Prbd.g_00320
OG0000721	Syah.g_01693	Prbd.g_00322
OG0000722	Syah.g_01694	Prbd.g_00323
OG0000723	Syah.g_01704	Prbd.g_00326
OG0000724	Syah.g_02036	Prbd.g_00335
OG0000725	Syah.g_02027	Prbd.g_00341
OG0000726	Syah.g_02026	Prbd.g_00342
OG0000727	Syah.g_02025	Prbd.g_00343
OG0000728	Syah.g_02023	Prbd.g_00345
OG0000729	Syah.g_00263	Prbd.g_00391
OG0000730	Syah.g_00855	Prbd.g_00395
OG0000731	Syah.g_00867	Prbd.g_00399
OG0000732	Syah.g_00319	Prbd.g_00408
OG0000733	Syah.g_00473	Prbd.g_00428
OG0000734	Syah.g_02545	Prbd.g_00453
OG0000735	Syah.g_02178	Prbd.g_00455
OG0000736	Syah.g_02177	Prbd.g_00456
OG0000737	Syah.g_02176	Prbd.g_00457
OG0000738	Syah.g_02170	Prbd.g_00461
OG0000739	Syah.g_02165	Prbd.g_00462
OG0000740	Syah.g_02164	Prbd.g_00463
OG0000741	Syah.g_02161	Prbd.g_00464
OG0000742	Syah.g_02159	Prbd.g_00467
OG0000743	Syah.g_02157	Prbd.g_00469
OG0000744	Syah.g_02156	Prbd.g_00470
OG0000745	Syah.g_02154	Prbd.g_00471
OG0000746	Syah.g_02151	Prbd.g_00473
OG0000747	Syah.g_02150	Prbd.g_00474
OG0000748	Syah.g_02140	Prbd.g_00477
OG0000749	Syah.g_02138	Prbd.g_00478
OG0000750	Syah.g_02137	Prbd.g_00479
OG0000751	Syah.g_02130	Prbd.g_00481
OG0000752	Syah.g_02128	Prbd.g_00483
OG0000753	Syah.g_02125	Prbd.g_00486
OG0000754	Syah.g_01431	Prbd.g_00489
OG0000755	Syah.g_01423	Prbd.g_00492
OG0000756	Syah.g_01422	Prbd.g_00493
OG0000757	Syah.g_01415	Prbd.g_00499
OG0000758	Syah.g_01414	Prbd.g_00500
OG0000759	Syah.g_01413	Prbd.g_00501
OG0000760	Syah.g_01412	Prbd.g_00502
OG0000761	Syah.g_01411	Prbd.g_00503
OG0000762	Syah.g_01409	Prbd.g_00504
OG0000763	Syah.g_01407	Prbd.g_00506
OG0000764	Syah.g_01406	Prbd.g_00507
OG0000765	Syah.g_01392	Prbd.g_00516
OG0000766	Syah.g_01391	Prbd.g_00517
OG0000767	Syah.g_01389	Prbd.g_00519
OG0000768	Syah.g_01388	Prbd.g_00520
OG0000769	Syah.g_01386	Prbd.g_00522
OG0000770	Syah.g_01383	Prbd.g_00524
OG0000771	Syah.g_02042	Prbd.g_01921
OG0000772	Syah.g_01351	Prbd.g_01858
OG0000773	Syah.g_02187	Prbd.g_01810
OG0000774	Syah.g_02191	Prbd.g_01808
OG0000775	Syah.g_02193	Prbd.g_01806
OG0000776	Syah.g_02194	Prbd.g_01805
OG0000777	Syah.g_02195	Prbd.g_01804
OG0000778	Syah.g_02196	Prbd.g_01803
OG0000779	Syah.g_02201	Prbd.g_01799
OG0000780	Syah.g_02205	Prbd.g_01798
OG0000781	Syah.g_02209	Prbd.g_01795
OG0000782	Syah.g_02210	Prbd.g_01794
OG0000783	Syah.g_02211	Prbd.g_01793
OG0000784	Syah.g_02212	Prbd.g_01792
OG0000785	Syah.g_02214	Prbd.g_01790
OG0000786	Syah.g_01171	Prbd.g_01788
OG0000787	Syah.g_01170	Prbd.g_01787
OG0000788	Syah.g_01922	Prbd.g_01777
OG0000789	Syah.g_01556	Prbd.g_01774
OG0000790	Syah.g_00981	Prbd.g_01759
OG0000791	Syah.g_00980	Prbd.g_01757
OG0000792	Syah.g_00979	Prbd.g_01756
OG0000793	Syah.g_00974	Prbd.g_01753
OG0000794	Syah.g_00973	Prbd.g_01752
OG0000795	Syah.g_00972	Prbd.g_01751
OG0000796	Syah.g_00968	Prbd.g_01747
OG0000797	Syah.g_00967	Prbd.g_01746
OG0000799	Syah.g_01326	Prbd.g_01707
OG0000800	Syah.g_01325	Prbd.g_01706
OG0000801	Syah.g_01324	Prbd.g_01705
OG0000802	Syah.g_01320	Prbd.g_01703
OG0000803	Syah.g_01315	Prbd.g_01701
OG0000804	Syah.g_01312	Prbd.g_01700
OG0000805	Syah.g_01303	Prbd.g_01698
OG0000806	Syah.g_01301	Prbd.g_01696
OG0000807	Syah.g_01299	Prbd.g_01695
OG0000808	Syah.g_01298	Prbd.g_01694
OG0000809	Syah.g_01295	Prbd.g_01691
OG0000810	Syah.g_01294	Prbd.g_01690
OG0000811	Syah.g_01286	Prbd.g_01686
OG0000812	Syah.g_01284	Prbd.g_01684
OG0000813	Syah.g_01283	Prbd.g_01683
OG0000814	Syah.g_01281	Prbd.g_01681
OG0000815	Syah.g_01280	Prbd.g_01680
OG0000816	Syah.g_01279	Prbd.g_01678
OG0000817	Syah.g_01278	Prbd.g_01677
OG0000818	Syah.g_01272	Prbd.g_01672
OG0000819	Syah.g_01271	Prbd.g_01671
OG0000820	Syah.g_01270	Prbd.g_01670
OG0000821	Syah.g_01265	Prbd.g_01666
OG0000822	Syah.g_01263	Prbd.g_01665
OG0000823	Syah.g_01262	Prbd.g_01664
OG0000824	Syah.g_01258	Prbd.g_01661
OG0000825	Syah.g_01257	Prbd.g_01660
OG0000826	Syah.g_01256	Prbd.g_01659
OG0000827	Syah.g_01254	Prbd.g_01658
OG0000828	Syah.g_01251	Prbd.g_01655
OG0000829	Syah.g_01250	Prbd.g_01654
OG0000830	Syah.g_01249	Prbd.g_01653
OG0000831	Syah.g_01247	Prbd.g_01651
OG0000832	Syah.g_02311	Prbd.g_01645
OG0000833	Syah.g_02322	Prbd.g_01637
OG0000834	Syah.g_02324	Prbd.g_01636
OG0000835	Syah.g_02325	Prbd.g_01635
OG0000836	Syah.g_02329	Prbd.g_01634
OG0000837	Syah.g_02330	Prbd.g_01633
OG0000838	Syah.g_02334	Prbd.g_01631
OG0000839	Syah.g_02335	Prbd.g_01630
OG0000840	Syah.g_02336	Prbd.g_01629
OG0000841	Syah.g_02337	Prbd.g_01628
OG0000842	Syah.g_02338	Prbd.g_01627
OG0000843	Syah.g_02339	Prbd.g_01626
OG0000844	Syah.g_02341	Prbd.g_01625
OG0000845	Syah.g_02342	Prbd.g_01624
OG0000846	Syah.g_02343	Prbd.g_01623
OG0000847	Syah.g_02344	Prbd.g_01622
OG0000848	Syah.g_02346	Prbd.g_01621
OG0000849	Syah.g_02347	Prbd.g_01620
OG0000850	Syah.g_02349	Prbd.g_01617
OG0000851	Syah.g_02359	Prbd.g_01616
OG0000852	Syah.g_02360	Prbd.g_01615
OG0000853	Syah.g_02364	Prbd.g_01611
OG0000854	Syah.g_02366	Prbd.g_01609
OG0000855	Syah.g_02367	Prbd.g_01608
OG0000856	Syah.g_01951	Prbd.g_01593
OG0000857	Syah.g_01761	Prbd.g_01566
OG0000858	Syah.g_02373	Prbd.g_01531
OG0000859	Syah.g_02374	Prbd.g_01530
OG0000860	Syah.g_02386	Prbd.g_01523
OG0000861	Syah.g_02387	Prbd.g_01522
OG0000862	Syah.g_02389	Prbd.g_01521
OG0000863	Syah.g_02391	Prbd.g_01519
OG0000864	Syah.g_02392	Prbd.g_01518
OG0000865	Syah.g_02396	Prbd.g_01517
OG0000866	Syah.g_02397	Prbd.g_01516
OG0000867	Syah.g_02398	Prbd.g_01515
OG0000868	Syah.g_02401	Prbd.g_01514
OG0000869	Syah.g_02406	Prbd.g_01510
OG0000870	Syah.g_02411	Prbd.g_01505
OG0000871	Syah.g_02412	Prbd.g_01504
OG0000872	Syah.g_02421	Prbd.g_01503
OG0000873	Syah.g_02424	Prbd.g_01500
OG0000874	Syah.g_02420	Prbd.g_01497
OG0000875	Syah.g_02426	Prbd.g_01496
OG0000876	Syah.g_02250	Prbd.g_01495
OG0000877	Syah.g_02254	Prbd.g_01493
OG0000878	Syah.g_02255	Prbd.g_01492
OG0000879	Syah.g_02256	Prbd.g_01491
OG0000880	Syah.g_02257	Prbd.g_01490
OG0000881	Syah.g_02262	Prbd.g_01486
OG0000882	Syah.g_02267	Prbd.g_01481
OG0000883	Syah.g_02270	Prbd.g_01479
OG0000884	Syah.g_02272	Prbd.g_01477
OG0000885	Syah.g_02273	Prbd.g_01476
OG0000886	Syah.g_02274	Prbd.g_01475
OG0000887	Syah.g_02275	Prbd.g_01474
OG0000888	Syah.g_02277	Prbd.g_01472
OG0000889	Syah.g_02279	Prbd.g_01470
OG0000890	Syah.g_02284	Prbd.g_01469
OG0000891	Syah.g_02285	Prbd.g_01468
OG0000892	Syah.g_02288	Prbd.g_01466
OG0000893	Syah.g_00684	Prbd.g_01463
OG0000894	Syah.g_00690	Prbd.g_01461
OG0000895	Syah.g_00694	Prbd.g_01458
OG0000896	Syah.g_00695	Prbd.g_01457
OG0000897	Syah.g_00697	Prbd.g_01455
OG0000898	Syah.g_00698	Prbd.g_01454
OG0000899	Syah.g_00699	Prbd.g_01453
OG0000900	Syah.g_00700	Prbd.g_01452
OG0000901	Syah.g_00705	Prbd.g_01449
OG0000902	Syah.g_00707	Prbd.g_01447
OG0000903	Syah.g_00739	Prbd.g_01444
OG0000904	Syah.g_00734	Prbd.g_01442
OG0000905	Syah.g_00731	Prbd.g_01437
OG0000906	Syah.g_00729	Prbd.g_01436
OG0000907	Syah.g_00741	Prbd.g_01433
OG0000908	Syah.g_00744	Prbd.g_01430
OG0000909	Syah.g_00745	Prbd.g_01429
OG0000910	Syah.g_00746	Prbd.g_01428
OG0000911	Syah.g_00748	Prbd.g_01426
OG0000912	Syah.g_00749	Prbd.g_01425
OG0000913	Syah.g_00750	Prbd.g_01424
OG0000914	Syah.g_00751	Prbd.g_01423
OG0000915	Syah.g_00752	Prbd.g_01422
OG0000916	Syah.g_00753	Prbd.g_01421
OG0000917	Syah.g_00754	Prbd.g_01420
OG0000918	Syah.g_00755	Prbd.g_01419
OG0000919	Syah.g_00756	Prbd.g_01418
OG0000920	Syah.g_00757	Prbd.g_01417
OG0000921	Syah.g_00758	Prbd.g_01416
OG0000922	Syah.g_00759	Prbd.g_01415
OG0000923	Syah.g_00763	Prbd.g_01411
OG0000924	Syah.g_00764	Prbd.g_01410
OG0000925	Syah.g_00765	Prbd.g_01409
OG0000926	Syah.g_00766	Prbd.g_01408
OG0000927	Syah.g_00768	Prbd.g_01406
OG0000928	Syah.g_00769	Prbd.g_01405
OG0000929	Syah.g_00770	Prbd.g_01404
OG0000930	Syah.g_00771	Prbd.g_01403
OG0000931	Syah.g_00772	Prbd.g_01402
OG0000932	Syah.g_00773	Prbd.g_01401
OG0000933	Syah.g_00778	Prbd.g_01397
OG0000934	Syah.g_00780	Prbd.g_01395
OG0000935	Syah.g_00781	Prbd.g_01394
OG0000936	Syah.g_00782	Prbd.g_01393
OG0000937	Syah.g_00783	Prbd.g_01392
OG0000938	Syah.g_00787	Prbd.g_01390
OG0000939	Syah.g_00788	Prbd.g_01389
OG0000940	Syah.g_00795	Prbd.g_01382
OG0000941	Syah.g_00797	Prbd.g_01380
OG0000942	Syah.g_00799	Prbd.g_01378
OG0000943	Syah.g_00800	Prbd.g_01377
OG0000944	Syah.g_00802	Prbd.g_01376
OG0000945	Syah.g_00804	Prbd.g_01375
OG0000946	Syah.g_00809	Prbd.g_01371
OG0000947	Syah.g_00812	Prbd.g_01369
OG0000948	Syah.g_00813	Prbd.g_01368
OG0000949	Syah.g_00173	Prbd.g_01365
OG0000950	Syah.g_00184	Prbd.g_01360
OG0000951	Syah.g_00190	Prbd.g_01356
OG0000952	Syah.g_00202	Prbd.g_01352
OG0000953	Syah.g_00207	Prbd.g_01349
OG0000954	Syah.g_00233	Prbd.g_01345
OG0000955	Syah.g_00234	Prbd.g_01344
OG0000956	Syah.g_00236	Prbd.g_01342
OG0000957	Syah.g_00248	Prbd.g_01337
OG0000958	Syah.g_00249	Prbd.g_01336
OG0000959	Syah.g_00253	Prbd.g_01332
OG0000960	Syah.g_00254	Prbd.g_01331
OG0000961	Syah.g_00259	Prbd.g_01329
OG0000962	Syah.g_00262	Prbd.g_01327
OG0000963	Syah.g_00267	Prbd.g_01323
OG0000964	Syah.g_00268	Prbd.g_01321
OG0000965	Syah.g_00269	Prbd.g_01320
OG0000966	Syah.g_00288	Prbd.g_01312
OG0000967	Syah.g_00300	Prbd.g_01308
OG0000968	Syah.g_00295	Prbd.g_01306
OG0000969	Syah.g_00297	Prbd.g_01305
OG0000970	Syah.g_00298	Prbd.g_01304
OG0000971	Syah.g_00303	Prbd.g_01303
OG0000972	Syah.g_00304	Prbd.g_01302
OG0000973	Syah.g_00305	Prbd.g_01301
OG0000974	Syah.g_00306	Prbd.g_01300
OG0000975	Syah.g_00307	Prbd.g_01299
OG0000976	Syah.g_00308	Prbd.g_01298
OG0000977	Syah.g_00310	Prbd.g_01297
OG0000978	Syah.g_00312	Prbd.g_01296
OG0000979	Syah.g_00315	Prbd.g_01293
OG0000980	Syah.g_00318	Prbd.g_01291
OG0000981	Syah.g_00321	Prbd.g_01289
OG0000982	Syah.g_00511	Prbd.g_01287
OG0000983	Syah.g_00510	Prbd.g_01286
OG0000984	Syah.g_00509	Prbd.g_01285
OG0000985	Syah.g_00505	Prbd.g_01282
OG0000986	Syah.g_00496	Prbd.g_01280
OG0000987	Syah.g_00494	Prbd.g_01279
OG0000988	Syah.g_00489	Prbd.g_01276
OG0000989	Syah.g_00481	Prbd.g_01273
OG0000990	Syah.g_00466	Prbd.g_01270
OG0000991	Syah.g_00462	Prbd.g_01269
OG0000992	Syah.g_00460	Prbd.g_01267
OG0000993	Syah.g_00459	Prbd.g_01266
OG0000994	Syah.g_00457	Prbd.g_01265
OG0000995	Syah.g_00452	Prbd.g_01261
OG0000996	Syah.g_00412	Prbd.g_01260
OG0000997	Syah.g_00403	Prbd.g_01259
OG0000998	Syah.g_00401	Prbd.g_01257
OG0000999	Syah.g_00400	Prbd.g_01256
OG0001000	Syah.g_00397	Prbd.g_01253
OG0001001	Syah.g_00392	Prbd.g_01251
OG0001002	Syah.g_00386	Prbd.g_01247
OG0001003	Syah.g_00384	Prbd.g_01245
OG0001004	Syah.g_00383	Prbd.g_01244
OG0001005	Syah.g_00382	Prbd.g_01243
OG0001006	Syah.g_00375	Prbd.g_01239
OG0001007	Syah.g_00373	Prbd.g_01237
OG0001008	Syah.g_02235	Prbd.g_00805
OG0001009	Syah.g_00344	Prbd.g_01210
OG0001010	Syah.g_00343	Prbd.g_01209
OG0001011	Syah.g_00342	Prbd.g_01208
OG0001012	Syah.g_00514	Prbd.g_01195
OG0001013	Syah.g_00527	Prbd.g_01189
OG0001014	Syah.g_00531	Prbd.g_01186
OG0001015	Syah.g_00532	Prbd.g_01185
OG0001016	Syah.g_02487	Prbd.g_01171
OG0001017	Syah.g_02493	Prbd.g_01167
OG0001018	Syah.g_02495	Prbd.g_01164
OG0001019	Syah.g_02512	Prbd.g_01155
OG0001020	Syah.g_02517	Prbd.g_01154
OG0001021	Syah.g_02521	Prbd.g_01153
OG0001022	Syah.g_02524	Prbd.g_01150
OG0001023	Syah.g_02525	Prbd.g_01149
OG0001024	Syah.g_02529	Prbd.g_01146
OG0001025	Syah.g_02534	Prbd.g_01140
OG0001026	Syah.g_02547	Prbd.g_01133
OG0001027	Syah.g_00001	Prbd.g_01132
OG0001028	Syah.g_00003	Prbd.g_01130
OG0001029	Syah.g_00005	Prbd.g_01128
OG0001030	Syah.g_00025	Prbd.g_01113
OG0001031	Syah.g_00611	Prbd.g_01054
OG0001032	Syah.g_00609	Prbd.g_01053
OG0001033	Syah.g_00577	Prbd.g_01032
OG0001034	Syah.g_00908	Prbd.g_01003
OG0001035	Syah.g_00660	Prbd.g_00985
OG0001036	Syah.g_00655	Prbd.g_00980
OG0001037	Syah.g_00653	Prbd.g_00979
OG0001038	Syah.g_00626	Prbd.g_00961
OG0001039	Syah.g_00623	Prbd.g_00958
OG0001040	Syah.g_00090	Prbd.g_00956
OG0001042	Syah.g_00122	Prbd.g_00935
OG0001043	Syah.g_00126	Prbd.g_00934
OG0001044	Syah.g_00857	Prbd.g_00906
OG0001045	Syah.g_00870	Prbd.g_00897
OG0001046	Syah.g_01647	Prbd.g_00859
OG0001047	Syah.g_02233	Prbd.g_00803
OG0001048	Syah.g_02232	Prbd.g_00802
OG0001049	Syah.g_02225	Prbd.g_00800
OG0001050	Syah.g_02224	Prbd.g_00799
OG0001051	Syah.g_02223	Prbd.g_00798
OG0001052	Syah.g_01217	Prbd.g_00771
OG0001053	Syah.g_01000	Prbd.g_00759
OG0001054	Syah.g_01017	Prbd.g_00744
OG0001055	Syah.g_01037	Prbd.g_00725
OG0001056	Syah.g_01069	Prbd.g_00706
OG0001057	Syah.g_01075	Prbd.g_00701
OG0001058	Syah.g_01091	Prbd.g_00693
OG0001059	Syah.g_01095	Prbd.g_00689
OG0001060	Syah.g_01102	Prbd.g_00682
OG0001061	Syah.g_01123	Prbd.g_00669
OG0001062	Syah.g_01125	Prbd.g_00667
OG0001063	Syah.g_01129	Prbd.g_00665
OG0001064	Syah.g_01130	Prbd.g_00664
OG0001065	Syah.g_01131	Prbd.g_00663
OG0001066	Syah.g_01132	Prbd.g_00662
OG0001067	Syah.g_01133	Prbd.g_00661
OG0001068	Syah.g_01134	Prbd.g_00660
OG0001069	Syah.g_01135	Prbd.g_00659
OG0001070	Syah.g_01138	Prbd.g_00656
OG0001071	Syah.g_01139	Prbd.g_00655
OG0001072	Syah.g_01144	Prbd.g_00654
OG0001074	Syah.g_01970	Prbd.g_00629
OG0001075	Syah.g_01969	Prbd.g_00628
OG0001076	Syah.g_01959	Prbd.g_00620
OG0001077	Syah.g_01948	Prbd.g_00616
OG0001078	Syah.g_01934	Prbd.g_00608
OG0001079	Syah.g_01921	Prbd.g_00597
OG0001080	Syah.g_01538	Prbd.g_00591
OG0001081	Syah.g_01487	Prbd.g_00589
OG0001082	Syah.g_01488	Prbd.g_00588
OG0001083	Syah.g_01495	Prbd.g_00583
OG0001084	Syah.g_01496	Prbd.g_00582
OG0001085	Syah.g_01506	Prbd.g_00574
OG0001086	Syah.g_01508	Prbd.g_00573
OG0001087	Syah.g_01992	Prbd.g_00556
OG0001088	Syah.g_01995	Prbd.g_00555
OG0001089	Syah.g_02019	Prbd.g_00547
OG0001090	Syah.g_01728	Prbd.g_00008
OG0001091	Syah.g_01726	Prbd.g_00010
OG0001092	Syah.g_01724	Prbd.g_00011
OG0001093	Syah.g_01718	Prbd.g_00016
OG0001094	Syah.g_01785	Prbd.g_00096
OG0001095	Syah.g_01764	Prbd.g_00115
OG0001096	Syah.g_01748	Prbd.g_00128
OG0001097	Syah.g_02094	Prbd.g_00147
OG0001098	Syah.g_01542	Prbd.g_00162
OG0001099	Syah.g_00004	Prbd.g_00194
OG0001100	Syah.g_01522	Prbd.g_00198
OG0001101	Syah.g_01523	Prbd.g_00200
OG0001102	Syah.g_01526	Prbd.g_00203
OG0001103	Syah.g_01528	Prbd.g_00205
OG0001104	Syah.g_01801	Prbd.g_00227
OG0001105	Syah.g_01797	Prbd.g_00231
OG0001106	Syah.g_01609	Prbd.g_00255
OG0001107	Syah.g_01620	Prbd.g_00262
OG0001108	Syah.g_01628	Prbd.g_00266
OG0001109	Syah.g_01630	Prbd.g_00267
OG0001110	Syah.g_01632	Prbd.g_00269
OG0001111	Syah.g_01634	Prbd.g_00270
OG0001112	Syah.g_01636	Prbd.g_00271
OG0001113	Syah.g_01637	Prbd.g_00272
OG0001114	Syah.g_01638	Prbd.g_00273
OG0001115	Syah.g_01642	Prbd.g_00275
OG0001116	Syah.g_01644	Prbd.g_00276
OG0001117	Syah.g_01645	Prbd.g_00277
OG0001118	Syah.g_01646	Prbd.g_00278
OG0001119	Syah.g_01648	Prbd.g_00279
OG0001120	Syah.g_01652	Prbd.g_00281
OG0001121	Syah.g_00927, Syah.g_02183	Prbd.g_00425, Prbd.g_00284
OG0001122	Syah.g_01679	Prbd.g_00312
