Orthogroup	Syad	Syag
OG0000567	Syad.g_01035	Syag.g_00292
OG0000568	Syad.g_01040	Syag.g_00295
OG0000569	Syad.g_01041	Syag.g_00296
OG0000570	Syad.g_01042	Syag.g_00297
OG0000571	Syad.g_01046	Syag.g_00301
OG0000572	Syad.g_01064	Syag.g_00320, Syag.g_00251
OG0000573	Syad.g_01072	Syag.g_00329
OG0000574	Syad.g_01077	Syag.g_00330
OG0000575	Syad.g_01083	Syag.g_00335
OG0000576	Syad.g_01085	Syag.g_00337
OG0000577	Syad.g_01086	Syag.g_00338
OG0000578	Syad.g_01087	Syag.g_00339
OG0000579	Syad.g_01088	Syag.g_00340
OG0000580	Syad.g_01089	Syag.g_00341
OG0000581	Syad.g_01097	Syag.g_00348
OG0000582	Syad.g_02206	Syag.g_00353
OG0000583	Syad.g_02205	Syag.g_00354
OG0000584	Syad.g_02204	Syag.g_00355
OG0000585	Syad.g_02202	Syag.g_00357
OG0000586	Syad.g_02201	Syag.g_00358
OG0000587	Syad.g_02199	Syag.g_00360
OG0000588	Syad.g_02183	Syag.g_00371
OG0000589	Syad.g_02178	Syag.g_00375
OG0000590	Syad.g_02177	Syag.g_00376
OG0000591	Syad.g_02169	Syag.g_00383
OG0000592	Syad.g_02168	Syag.g_00384
OG0000593	Syad.g_02156	Syag.g_00406
OG0000594	Syad.g_02155	Syag.g_00407
OG0000595	Syad.g_02154	Syag.g_00408
OG0000596	Syad.g_02149	Syag.g_00413
OG0000597	Syad.g_02146	Syag.g_00416
OG0000598	Syad.g_02145	Syag.g_00417
OG0000599	Syad.g_02142	Syag.g_00424
OG0000600	Syad.g_02141	Syag.g_00425
OG0000601	Syad.g_02140	Syag.g_00426
OG0000602	Syad.g_02135	Syag.g_00431
OG0000603	Syad.g_02134	Syag.g_00432
OG0000604	Syad.g_02131	Syag.g_00434
OG0000605	Syad.g_02026	Syag.g_00522
OG0000606	Syad.g_01567	Syag.g_00550
OG0000607	Syad.g_01571	Syag.g_00553
OG0000608	Syad.g_01572	Syag.g_00554
OG0000609	Syad.g_01574	Syag.g_00556
OG0000610	Syad.g_01589	Syag.g_00580
OG0000611	Syad.g_01592	Syag.g_00583
OG0000612	Syad.g_01593	Syag.g_00584
OG0000613	Syad.g_00457	Syag.g_02533
OG0000614	Syad.g_01340	Syag.g_01004
OG0000615	Syad.g_01948	Syag.g_00630
OG0000616	Syad.g_00145	Syag.g_02255
OG0000617	Syad.g_01810	Syag.g_00915
OG0000618	Syad.g_01809	Syag.g_00914
OG0000619	Syad.g_01808	Syag.g_00913
OG0000620	Syad.g_01803	Syag.g_00906
OG0000621	Syad.g_01802	Syag.g_00905
OG0000622	Syad.g_01801	Syag.g_00904
OG0000623	Syad.g_01800	Syag.g_00903
OG0000624	Syad.g_01798	Syag.g_00901
OG0000625	Syad.g_01797	Syag.g_00900
OG0000626	Syad.g_01796	Syag.g_00899
OG0000627	Syad.g_01640	Syag.g_00756
OG0000628	Syad.g_01641	Syag.g_00757
OG0000629	Syad.g_01644	Syag.g_00761
OG0000630	Syad.g_01648	Syag.g_00765
OG0000631	Syad.g_01658	Syag.g_00772
OG0000632	Syad.g_01659	Syag.g_00773
OG0000633	Syad.g_01660	Syag.g_00774
OG0000634	Syad.g_01893	Syag.g_00663
OG0000635	Syad.g_01892	Syag.g_00664
OG0000636	Syad.g_01890	Syag.g_00666
OG0000637	Syad.g_01888	Syag.g_00668
OG0000638	Syad.g_01887	Syag.g_00669
OG0000639	Syad.g_01886	Syag.g_00670
OG0000640	Syad.g_01885	Syag.g_00671
OG0000641	Syad.g_01881	Syag.g_00675
OG0000642	Syad.g_01880	Syag.g_00676
OG0000643	Syad.g_01878	Syag.g_00677
OG0000644	Syad.g_01877	Syag.g_00678
OG0000645	Syad.g_01875	Syag.g_00680
OG0000646	Syad.g_01872	Syag.g_00683
OG0000647	Syad.g_01870	Syag.g_00685
OG0000648	Syad.g_01860	Syag.g_00694
OG0000649	Syad.g_01859	Syag.g_00695
OG0000650	Syad.g_01858	Syag.g_00696
OG0000651	Syad.g_01857	Syag.g_00697
OG0000652	Syad.g_01856	Syag.g_00698
OG0000653	Syad.g_01850	Syag.g_00700
OG0000654	Syad.g_01849	Syag.g_00701
OG0000655	Syad.g_01848	Syag.g_00702
OG0000656	Syad.g_01845	Syag.g_00705
OG0000657	Syad.g_01240	Syag.g_00719
OG0000658	Syad.g_01231	Syag.g_00721
OG0000659	Syad.g_01230	Syag.g_00722
OG0000660	Syad.g_01226	Syag.g_00726
OG0000661	Syad.g_01224	Syag.g_00728
OG0000662	Syad.g_01222	Syag.g_00730
OG0000663	Syad.g_01219	Syag.g_00733
OG0000664	Syad.g_01209	Syag.g_00734
OG0000665	Syad.g_02115	Syag.g_00456
OG0000666	Syad.g_02027	Syag.g_00445
OG0000667	Syad.g_00612	Syag.g_00574
OG0000668	Syad.g_01688	Syag.g_00868
OG0000669	Syad.g_01606	Syag.g_00600
OG0000670	Syad.g_01609	Syag.g_00399
OG0000671	Syad.g_01611	Syag.g_00604
OG0000672	Syad.g_01615	Syag.g_00607
OG0000673	Syad.g_01618	Syag.g_00610
OG0000674	Syad.g_01620	Syag.g_00612
OG0000675	Syad.g_01633	Syag.g_00613
OG0000676	Syad.g_01635	Syag.g_00615
OG0000677	Syad.g_01636	Syag.g_00616
OG0000678	Syad.g_01957	Syag.g_00622
OG0000679	Syad.g_01922	Syag.g_00633
OG0000680	Syad.g_01921	Syag.g_00634
OG0000681	Syad.g_01919	Syag.g_00637
OG0000682	Syad.g_01918	Syag.g_00638
OG0000683	Syad.g_01917	Syag.g_00639
OG0000684	Syad.g_01912	Syag.g_00641
OG0000685	Syad.g_01910	Syag.g_00643
OG0000686	Syad.g_01909	Syag.g_00644
OG0000687	Syad.g_01908	Syag.g_00645
OG0000688	Syad.g_01904	Syag.g_00651
OG0000689	Syad.g_01902	Syag.g_00653
OG0000690	Syad.g_01901	Syag.g_00654
OG0000691	Syad.g_01900	Syag.g_00655
OG0000692	Syad.g_01899	Syag.g_00656
OG0000693	Syad.g_01897	Syag.g_00658
OG0000694	Syad.g_01896	Syag.g_00659
OG0000695	Syad.g_01662	Syag.g_00776
OG0000696	Syad.g_01663	Syag.g_00777
OG0000697	Syad.g_01789	Syag.g_00778
OG0000698	Syad.g_01786	Syag.g_00781
OG0000699	Syad.g_01785	Syag.g_00782
OG0000700	Syad.g_01784	Syag.g_00783
OG0000701	Syad.g_01783	Syag.g_00784
OG0000702	Syad.g_01775	Syag.g_00792
OG0000703	Syad.g_01774	Syag.g_00793
OG0000704	Syad.g_01772	Syag.g_00795
OG0000705	Syad.g_01765	Syag.g_00802
OG0000706	Syad.g_01764	Syag.g_00803
OG0000707	Syad.g_01763	Syag.g_00804
OG0000708	Syad.g_01760	Syag.g_00807
OG0000709	Syad.g_01745	Syag.g_00816
OG0000710	Syad.g_01738	Syag.g_00820
OG0000711	Syad.g_01710	Syag.g_00848
OG0000712	Syad.g_01708	Syag.g_00850
OG0000713	Syad.g_01707	Syag.g_00851
OG0000714	Syad.g_01705	Syag.g_00853
OG0000715	Syad.g_01703	Syag.g_00855
OG0000716	Syad.g_01697	Syag.g_00859
OG0000717	Syad.g_01696	Syag.g_00860
OG0000718	Syad.g_01692	Syag.g_00864
OG0000719	Syad.g_01690	Syag.g_00866
OG0000720	Syad.g_01677	Syag.g_00880
OG0000721	Syad.g_01675	Syag.g_00882
OG0000722	Syad.g_01674	Syag.g_00883
OG0000723	Syad.g_01791	Syag.g_00897
OG0000724	Syad.g_01284	Syag.g_00967
OG0000725	Syad.g_01293	Syag.g_00978
OG0000726	Syad.g_01294	Syag.g_00979
OG0000727	Syad.g_01295	Syag.g_00980
OG0000728	Syad.g_01297	Syag.g_00982
OG0000729	Syad.g_00331	Syag.g_02376
OG0000730	Syad.g_00758	Syag.g_02840
OG0000731	Syad.g_00770	Syag.g_02853
OG0000732	Syad.g_00214	Syag.g_02331
OG0000733	Syad.g_00028	Syag.g_00145
OG0000734	Syad.g_02809	Syag.g_01892
OG0000735	Syad.g_01120	Syag.g_01159
OG0000736	Syad.g_01121	Syag.g_01158
OG0000737	Syad.g_01122	Syag.g_01157
OG0000738	Syad.g_01127	Syag.g_01152
OG0000739	Syad.g_01145	Syag.g_01149
OG0000740	Syad.g_01146	Syag.g_01148
OG0000741	Syad.g_01149	Syag.g_01145
OG0000742	Syad.g_01151	Syag.g_01142
OG0000743	Syad.g_01153	Syag.g_01140
OG0000744	Syad.g_01154	Syag.g_01139
OG0000745	Syad.g_01156	Syag.g_01137
OG0000746	Syad.g_01158	Syag.g_01135
OG0000747	Syad.g_01159	Syag.g_01134
OG0000748	Syad.g_01170	Syag.g_01122
OG0000749	Syad.g_01173	Syag.g_01121
OG0000750	Syad.g_01174	Syag.g_01120
OG0000751	Syad.g_01182	Syag.g_01114
OG0000752	Syad.g_01184	Syag.g_01112
OG0000753	Syad.g_01187	Syag.g_01109
OG0000754	Syad.g_01516	Syag.g_01103
OG0000755	Syad.g_01504	Syag.g_01092
OG0000756	Syad.g_01498	Syag.g_01091
OG0000757	Syad.g_01487	Syag.g_01084
OG0000758	Syad.g_01486	Syag.g_01083
OG0000759	Syad.g_01485	Syag.g_01082
OG0000760	Syad.g_01484	Syag.g_01081
OG0000761	Syad.g_01480	Syag.g_01080
OG0000762	Syad.g_01474	Syag.g_01078
OG0000763	Syad.g_01468	Syag.g_01076
OG0000764	Syad.g_01467	Syag.g_01075
OG0000765	Syad.g_01447	Syag.g_01056
OG0000766	Syad.g_01446	Syag.g_01055
OG0000767	Syad.g_01444	Syag.g_01053
OG0000768	Syad.g_01443	Syag.g_01052
OG0000769	Syad.g_01441	Syag.g_01047
OG0000770	Syad.g_01437	Syag.g_01043
OG0000771	Syad.g_01278	Syag.g_00959
OG0000772	Syad.g_02078	Syag.g_02043
OG0000773	Syad.g_01114	Syag.g_01168
OG0000774	Syad.g_02396	Syag.g_01182
OG0000775	Syad.g_02398	Syag.g_01185
OG0000776	Syad.g_02399	Syag.g_01186
OG0000777	Syad.g_02400	Syag.g_01187
OG0000778	Syad.g_02401	Syag.g_01188
OG0000779	Syad.g_02407	Syag.g_01194
OG0000780	Syad.g_02411	Syag.g_01217
OG0000781	Syad.g_02415	Syag.g_01221
OG0000782	Syad.g_02416	Syag.g_01222
OG0000783	Syad.g_02418	Syag.g_01223
OG0000784	Syad.g_02419	Syag.g_01224
OG0000785	Syad.g_02421	Syag.g_01226
OG0000786	Syad.g_01101	Syag.g_01235
OG0000787	Syad.g_01100	Syag.g_01236
OG0000788	Syad.g_02139	Syag.g_00427
OG0000789	Syad.g_01982	Syag.g_00453
OG0000790	Syad.g_00886	Syag.g_01542
OG0000791	Syad.g_00885	Syag.g_01544
OG0000792	Syad.g_00884	Syag.g_01545
OG0000793	Syad.g_00879	Syag.g_01550
OG0000794	Syad.g_00878	Syag.g_01551
OG0000795	Syad.g_00877	Syag.g_01552
OG0000796	Syad.g_00871	Syag.g_01556
OG0000797	Syad.g_00870	Syag.g_01557
OG0000798	Syad.g_00525	Syag.g_02601
OG0000799	Syad.g_02243	Syag.g_01278
OG0000800	Syad.g_02245	Syag.g_01280
OG0000801	Syad.g_02246	Syag.g_01285
OG0000802	Syad.g_02251	Syag.g_01293
OG0000803	Syad.g_02255	Syag.g_01321
OG0000804	Syad.g_02260	Syag.g_01438
OG0000805	Syad.g_02266	Syag.g_01433
OG0000806	Syad.g_02267	Syag.g_01429
OG0000807	Syad.g_02269	Syag.g_01428
OG0000808	Syad.g_02270	Syag.g_01427
OG0000809	Syad.g_02273	Syag.g_01423
OG0000810	Syad.g_02274	Syag.g_01422
OG0000811	Syad.g_02283	Syag.g_01413
OG0000812	Syad.g_02285	Syag.g_01411
OG0000813	Syad.g_02286	Syag.g_01410
OG0000814	Syad.g_02288	Syag.g_01408
OG0000815	Syad.g_02289	Syag.g_01407
OG0000816	Syad.g_02290	Syag.g_01405
OG0000817	Syad.g_02291	Syag.g_01404
OG0000818	Syad.g_02297	Syag.g_01400
OG0000819	Syad.g_02298	Syag.g_01399
OG0000820	Syad.g_02299	Syag.g_01398
OG0000821	Syad.g_02305	Syag.g_01388
OG0000822	Syad.g_02307	Syag.g_01386
OG0000823	Syad.g_02308	Syag.g_01385
OG0000824	Syad.g_02314	Syag.g_01379
OG0000825	Syad.g_02315	Syag.g_01378
OG0000826	Syad.g_02316	Syag.g_01377
OG0000827	Syad.g_02317	Syag.g_01376
OG0000828	Syad.g_02320	Syag.g_01373
OG0000829	Syad.g_02321	Syag.g_01372
OG0000830	Syad.g_02322	Syag.g_01371
OG0000831	Syad.g_02325	Syag.g_01367
OG0000832	Syad.g_02538	Syag.g_01614
OG0000833	Syad.g_02550	Syag.g_01628
OG0000834	Syad.g_02552	Syag.g_01632
OG0000835	Syad.g_02553	Syag.g_01633
OG0000836	Syad.g_02557	Syag.g_01637
OG0000837	Syad.g_02561	Syag.g_01638
OG0000838	Syad.g_02565	Syag.g_01642
OG0000839	Syad.g_02566	Syag.g_01643
OG0000840	Syad.g_02567	Syag.g_01644
OG0000841	Syad.g_02568	Syag.g_01645
OG0000842	Syad.g_02569	Syag.g_01646
OG0000843	Syad.g_02570	Syag.g_01647
OG0000844	Syad.g_02577	Syag.g_01649
OG0000845	Syad.g_02578	Syag.g_01650
OG0000846	Syad.g_02579	Syag.g_01651
OG0000847	Syad.g_02580	Syag.g_01652
OG0000848	Syad.g_02582	Syag.g_01654
OG0000849	Syad.g_02583	Syag.g_01655
OG0000850	Syad.g_02586	Syag.g_01657
OG0000851	Syad.g_02592	Syag.g_01663
OG0000852	Syad.g_02593	Syag.g_01664
OG0000853	Syad.g_02597	Syag.g_01668
OG0000854	Syad.g_02606	Syag.g_01670
OG0000855	Syad.g_02607	Syag.g_01671
OG0000856	Syad.g_02166	Syag.g_00386
OG0000857	Syad.g_01871	Syag.g_00684
OG0000858	Syad.g_02613	Syag.g_01677
OG0000859	Syad.g_02614	Syag.g_01678
OG0000860	Syad.g_02625	Syag.g_01689
OG0000861	Syad.g_02626	Syag.g_01690
OG0000862	Syad.g_02628	Syag.g_01693
OG0000863	Syad.g_02631	Syag.g_01695
OG0000864	Syad.g_02632	Syag.g_01696
OG0000865	Syad.g_02633	Syag.g_01697
OG0000866	Syad.g_02634	Syag.g_01698
OG0000867	Syad.g_02635	Syag.g_01699
OG0000868	Syad.g_02637	Syag.g_01707
OG0000869	Syad.g_02643	Syag.g_01711
OG0000870	Syad.g_02648	Syag.g_01716
OG0000871	Syad.g_02649	Syag.g_01717
OG0000872	Syad.g_02657	Syag.g_01723
OG0000873	Syad.g_02660	Syag.g_01726
OG0000874	Syad.g_02655	Syag.g_01729
OG0000875	Syad.g_02662	Syag.g_01731
OG0000876	Syad.g_03003	Syag.g_01732
OG0000877	Syad.g_02480	Syag.g_01734
OG0000878	Syad.g_02481	Syag.g_01735
OG0000879	Syad.g_02482	Syag.g_02356
OG0000880	Syad.g_02483	Syag.g_01736
OG0000881	Syad.g_02489	Syag.g_01741
OG0000882	Syad.g_02494	Syag.g_01746
OG0000883	Syad.g_02497	Syag.g_01749
OG0000884	Syad.g_02499	Syag.g_01751
OG0000885	Syad.g_02500	Syag.g_01752
OG0000886	Syad.g_02501	Syag.g_01753
OG0000887	Syad.g_02502	Syag.g_01754
OG0000888	Syad.g_02504	Syag.g_01756
OG0000889	Syad.g_02506	Syag.g_01758
OG0000890	Syad.g_02512	Syag.g_01761
OG0000891	Syad.g_02513	Syag.g_01762
OG0000892	Syad.g_02517	Syag.g_01765
OG0000893	Syad.g_00589	Syag.g_02688
OG0000894	Syad.g_00592	Syag.g_02691
OG0000895	Syad.g_00596	Syag.g_02695
OG0000896	Syad.g_00597	Syag.g_02696
OG0000897	Syad.g_00599	Syag.g_02699
OG0000898	Syad.g_00600	Syag.g_02700
OG0000899	Syad.g_00601	Syag.g_02701
OG0000900	Syad.g_00602	Syag.g_02702
OG0000901	Syad.g_00607	Syag.g_02707
OG0000902	Syad.g_00609	Syag.g_02709
OG0000903	Syad.g_00645	Syag.g_02724
OG0000904	Syad.g_00640	Syag.g_02718
OG0000905	Syad.g_00632	Syag.g_02714
OG0000906	Syad.g_00630	Syag.g_02711
OG0000907	Syad.g_00648	Syag.g_02727
OG0000908	Syad.g_00651	Syag.g_02730
OG0000909	Syad.g_00652	Syag.g_02731
OG0000910	Syad.g_00653	Syag.g_02732
OG0000911	Syad.g_00655	Syag.g_02734
OG0000912	Syad.g_00656	Syag.g_02735
OG0000913	Syad.g_00657	Syag.g_02736
OG0000914	Syad.g_00658	Syag.g_02737
OG0000915	Syad.g_00660	Syag.g_02739
OG0000916	Syad.g_00661	Syag.g_02740
OG0000917	Syad.g_00662	Syag.g_02741
OG0000918	Syad.g_00663	Syag.g_02742
OG0000919	Syad.g_00664	Syag.g_02743
OG0000920	Syad.g_00665	Syag.g_02744
OG0000921	Syad.g_00666	Syag.g_02745
OG0000922	Syad.g_00667	Syag.g_02746
OG0000923	Syad.g_00671	Syag.g_02750
OG0000924	Syad.g_00672	Syag.g_02751
OG0000925	Syad.g_00673	Syag.g_02752
OG0000926	Syad.g_00674	Syag.g_02753
OG0000927	Syad.g_00676	Syag.g_02755
OG0000928	Syad.g_00677	Syag.g_02756
OG0000929	Syad.g_00678	Syag.g_02757
OG0000930	Syad.g_00679	Syag.g_02758
OG0000931	Syad.g_00680	Syag.g_02759
OG0000932	Syad.g_00681	Syag.g_02760
OG0000933	Syad.g_00687	Syag.g_02766
OG0000934	Syad.g_00689	Syag.g_02768
OG0000935	Syad.g_00690	Syag.g_02769
OG0000936	Syad.g_00691	Syag.g_02770
OG0000937	Syad.g_00692	Syag.g_02771
OG0000938	Syad.g_00695	Syag.g_02774
OG0000939	Syad.g_00696	Syag.g_02775
OG0000940	Syad.g_00703	Syag.g_02783
OG0000941	Syad.g_00705	Syag.g_02785
OG0000942	Syad.g_00707	Syag.g_02787
OG0000943	Syad.g_00708	Syag.g_02788
OG0000944	Syad.g_00710	Syag.g_02790
OG0000945	Syad.g_00711	Syag.g_02792
OG0000946	Syad.g_00716	Syag.g_02797
OG0000947	Syad.g_00719	Syag.g_02801
OG0000948	Syad.g_00720	Syag.g_02802
OG0000949	Syad.g_00432	Syag.g_02449
OG0000950	Syad.g_00418	Syag.g_02436
OG0000951	Syad.g_00411	Syag.g_02431
OG0000952	Syad.g_00375	Syag.g_02423
OG0000953	Syad.g_00369	Syag.g_02415
OG0000954	Syad.g_00364	Syag.g_02409
OG0000955	Syad.g_00363	Syag.g_02408
OG0000956	Syad.g_00361	Syag.g_02406
OG0000957	Syad.g_00350	Syag.g_02395
OG0000958	Syad.g_00349	Syag.g_02394
OG0000959	Syad.g_00345	Syag.g_02389
OG0000960	Syad.g_00344	Syag.g_02388
OG0000961	Syad.g_00335	Syag.g_02379
OG0000962	Syad.g_00332	Syag.g_02377
OG0000963	Syad.g_00325	Syag.g_02372
OG0000964	Syad.g_00324	Syag.g_02371
OG0000965	Syad.g_00323	Syag.g_02370
OG0000966	Syad.g_00246	Syag.g_02362
OG0000967	Syad.g_00234	Syag.g_02358
OG0000968	Syad.g_00243	Syag.g_02355
OG0000969	Syad.g_00240	Syag.g_02354
OG0000970	Syad.g_00239	Syag.g_02353
OG0000971	Syad.g_00229	Syag.g_02348
OG0000972	Syad.g_00228	Syag.g_02347
OG0000973	Syad.g_00227	Syag.g_02346
OG0000974	Syad.g_00226	Syag.g_02345
OG0000975	Syad.g_00225	Syag.g_02344
OG0000976	Syad.g_00224	Syag.g_02343
OG0000977	Syad.g_00222	Syag.g_02340
OG0000978	Syad.g_00221	Syag.g_02338
OG0000979	Syad.g_00218	Syag.g_02335
OG0000980	Syad.g_00215	Syag.g_02332
OG0000981	Syad.g_00212	Syag.g_02329
OG0000982	Syad.g_03035	Syag.g_02127
OG0000983	Syad.g_03036	Syag.g_02128
OG0000984	Syad.g_03037	Syag.g_02129
OG0000985	Syad.g_03039	Syag.g_02133
OG0000986	Syad.g_03049	Syag.g_02138
OG0000987	Syad.g_00002	Syag.g_02140
OG0000988	Syad.g_00008	Syag.g_02145
OG0000989	Syad.g_00020	Syag.g_02156
OG0000990	Syad.g_00061	Syag.g_02169
OG0000991	Syad.g_00064	Syag.g_02174
OG0000992	Syad.g_00067	Syag.g_02177
OG0000993	Syad.g_00069	Syag.g_02178
OG0000994	Syad.g_00071	Syag.g_02181
OG0000995	Syad.g_00077	Syag.g_02187
OG0000996	Syad.g_00121	Syag.g_02229
OG0000997	Syad.g_00128	Syag.g_02239
OG0000998	Syad.g_00130	Syag.g_02241
OG0000999	Syad.g_00131	Syag.g_02242
OG0001000	Syad.g_00136	Syag.g_02246
OG0001001	Syad.g_00141	Syag.g_02251
OG0001002	Syad.g_00148	Syag.g_02258
OG0001003	Syad.g_00150	Syag.g_02260
OG0001004	Syad.g_00151	Syag.g_02261
OG0001005	Syad.g_00152	Syag.g_02263
OG0001006	Syad.g_00160	Syag.g_02270
OG0001007	Syad.g_00162	Syag.g_02272
OG0001008	Syad.g_02449	Syag.g_00034
OG0001009	Syad.g_00194	Syag.g_02304
OG0001010	Syad.g_00195	Syag.g_02305
OG0001011	Syad.g_00196	Syag.g_02307
OG0001012	Syad.g_03030	Syag.g_02123
OG0001013	Syad.g_03011	Syag.g_02098
OG0001014	Syad.g_03002	Syag.g_02084
OG0001015	Syad.g_03001	Syag.g_02083
OG0001016	Syad.g_02734	Syag.g_01824
OG0001017	Syad.g_02740	Syag.g_01830
OG0001018	Syad.g_02742	Syag.g_01832
OG0001019	Syad.g_02771	Syag.g_01854
OG0001020	Syad.g_02777	Syag.g_01861
OG0001021	Syad.g_02781	Syag.g_01865
OG0001022	Syad.g_02786	Syag.g_01870
OG0001023	Syad.g_02787	Syag.g_01871
OG0001024	Syad.g_02791	Syag.g_01875
OG0001025	Syad.g_02798	Syag.g_01882
OG0001026	Syad.g_02811	Syag.g_01894
OG0001027	Syad.g_02817	Syag.g_01902
OG0001028	Syad.g_02819	Syag.g_01904
OG0001029	Syad.g_02821	Syag.g_01906
OG0001030	Syad.g_02848	Syag.g_01927
OG0001031	Syad.g_02925	Syag.g_02000
OG0001032	Syad.g_02928	Syag.g_02005
OG0001033	Syad.g_02956	Syag.g_02048
OG0001034	Syad.g_00819	Syag.g_01784
OG0001035	Syad.g_00559	Syag.g_02635
OG0001036	Syad.g_00554	Syag.g_02630
OG0001037	Syad.g_00552	Syag.g_02628
OG0001039	Syad.g_00522	Syag.g_02597
OG0001040	Syad.g_00519	Syag.g_02594
OG0001041	Syad.g_00514	Syag.g_02589
OG0001042	Syad.g_00485	Syag.g_02564
OG0001043	Syad.g_00481	Syag.g_02560
OG0001044	Syad.g_00760	Syag.g_02842
OG0001045	Syad.g_00773	Syag.g_02856
OG0001046	Syad.g_01722	Syag.g_00836
OG0001047	Syad.g_02447	Syag.g_00036
OG0001048	Syad.g_02446	Syag.g_00037
OG0001049	Syad.g_02443	Syag.g_00040
OG0001050	Syad.g_02442	Syag.g_00041
OG0001051	Syad.g_02441	Syag.g_00042
OG0001052	Syad.g_02357	Syag.g_01352
OG0001054	Syad.g_00925	Syag.g_01506
OG0001055	Syad.g_00946	Syag.g_01485
OG0001056	Syad.g_00982	Syag.g_01449
OG0001057	Syad.g_00996	Syag.g_01241
OG0001058	Syad.g_01015	Syag.g_00271
OG0001059	Syad.g_01018	Syag.g_00275
OG0001060	Syad.g_01025	Syag.g_00282
OG0001061	Syad.g_01047	Syag.g_00302
OG0001062	Syad.g_01049	Syag.g_00304
OG0001063	Syad.g_01056	Syag.g_00310
OG0001064	Syad.g_01057	Syag.g_00311
OG0001065	Syad.g_01058	Syag.g_00312
OG0001066	Syad.g_01059	Syag.g_00313
OG0001067	Syad.g_01060	Syag.g_00314
OG0001068	Syad.g_01061	Syag.g_00315
OG0001069	Syad.g_01062	Syag.g_00317
OG0001070	Syad.g_01065	Syag.g_00321
OG0001071	Syad.g_01066	Syag.g_00322
OG0001072	Syad.g_01070	Syag.g_00327
OG0001073	Syad.g_01090	Syag.g_00342
OG0001074	Syad.g_02197	Syag.g_00467
OG0001075	Syad.g_02196	Syag.g_00362
OG0001076	Syad.g_02175	Syag.g_00378
OG0001077	Syad.g_02164	Syag.g_00388
OG0001078	Syad.g_02151	Syag.g_00411
OG0001079	Syad.g_02138	Syag.g_00428
OG0001080	Syad.g_02008	Syag.g_00495
OG0001081	Syad.g_01568	Syag.g_00551
OG0001082	Syad.g_01569	Syag.g_00552
OG0001083	Syad.g_01578	Syag.g_00565
OG0001084	Syad.g_01586	Syag.g_00569
OG0001085	Syad.g_01596	Syag.g_00592
OG0001086	Syad.g_01598	Syag.g_00594
OG0001087	Syad.g_01372	Syag.g_01018
OG0001088	Syad.g_01368	Syag.g_01016
OG0001089	Syad.g_01302	Syag.g_00986
OG0001090	Syad.g_01817	Syag.g_00922
OG0001091	Syad.g_01815	Syag.g_00919
OG0001092	Syad.g_01812	Syag.g_00917
OG0001093	Syad.g_01806	Syag.g_00910
OG0001094	Syad.g_01895	Syag.g_00661
OG0001095	Syad.g_01874	Syag.g_00681
OG0001096	Syad.g_01847	Syag.g_00703
OG0001097	Syad.g_01223	Syag.g_00729
OG0001098	Syad.g_02005, Syad.g_01995	Syag.g_00744
OG0001099	Syad.g_02820	Syag.g_01905
OG0001101	Syad.g_01610	Syag.g_00603
OG0001102	Syad.g_01613	Syag.g_00606
OG0001103	Syad.g_01616	Syag.g_00608
OG0001104	Syad.g_01911	Syag.g_00642
OG0001105	Syad.g_01907	Syag.g_00646
OG0001106	Syad.g_01771	Syag.g_00796
OG0001107	Syad.g_01759	Syag.g_00808
OG0001108	Syad.g_01744	Syag.g_00817
OG0001109	Syad.g_01739	Syag.g_00819
OG0001110	Syad.g_01737	Syag.g_00821
OG0001111	Syad.g_01735	Syag.g_00823
OG0001112	Syad.g_01733	Syag.g_00825
OG0001113	Syad.g_01732	Syag.g_00826
OG0001114	Syad.g_01731	Syag.g_00827
OG0001115	Syad.g_01727	Syag.g_00831
OG0001116	Syad.g_01725	Syag.g_00833
OG0001117	Syad.g_01724	Syag.g_00834
OG0001118	Syad.g_01723	Syag.g_00835
OG0001119	Syad.g_01721	Syag.g_00837
OG0001120	Syad.g_01717	Syag.g_00841
OG0001121	Syad.g_01503	Syag.g_01584
OG0001122	Syad.g_01689	Syag.g_00867
OG0001123	Syad.g_01682	Syag.g_00875
OG0001124	Syad.g_01680	Syag.g_00877
OG0001125	Syad.g_01678	Syag.g_00879
OG0001126	Syad.g_01276	Syag.g_00957
OG0001127	Syad.g_01277	Syag.g_00958
OG0001128	Syad.g_01280	Syag.g_00961
OG0001129	Syad.g_01282	Syag.g_00963
OG0001130	Syad.g_01283	Syag.g_00964
OG0001131	Syad.g_01953	Syag.g_00624
OG0001132	Syad.g_02038	Syag.g_00096
OG0001133	Syad.g_02172	Syag.g_00380
OG0001134	Syad.g_01527	Syag.g_02164
OG0001135	Syad.g_01529	Syag.g_00147
OG0001136	Syad.g_01150	Syag.g_01144
OG0001137	Syad.g_01169	Syag.g_01123
OG0001138	Syad.g_01493	Syag.g_01090
OG0001139	Syad.g_01491	Syag.g_01088
OG0001140	Syad.g_01490	Syag.g_01087
OG0001141	Syad.g_01489	Syag.g_01086
OG0001142	Syad.g_01488	Syag.g_01085
OG0001143	Syad.g_01473	Syag.g_01077
OG0001144	Syad.g_01457	Syag.g_01064
OG0001145	Syad.g_01112	Syag.g_01169
OG0001146	Syad.g_02412	Syag.g_01218
OG0001147	Syad.g_02349	Syag.g_01360
OG0001148	Syad.g_00889	Syag.g_01539
OG0001149	Syad.g_00888	Syag.g_01540
OG0001150	Syad.g_00887	Syag.g_01541
