Orthogroup	Syad	Prbd
OG0000561	Syad.g_01020	Prbd.g_00687
OG0000562	Syad.g_01021	Prbd.g_00686
OG0000563	Syad.g_01022	Prbd.g_00685
OG0000564	Syad.g_01023	Prbd.g_00684
OG0000565	Syad.g_01027	Prbd.g_00681
OG0000566	Syad.g_01031	Prbd.g_00679
OG0000567	Syad.g_01035	Prbd.g_00675
OG0000568	Syad.g_01040	Prbd.g_00674
OG0000569	Syad.g_01041	Prbd.g_00673
OG0000570	Syad.g_01042	Prbd.g_00672
OG0000571	Syad.g_01046	Prbd.g_00670
OG0000572	Syad.g_01064	Prbd.g_00657
OG0000573	Syad.g_01072	Prbd.g_00652
OG0000574	Syad.g_01077	Prbd.g_00651
OG0000575	Syad.g_01083	Prbd.g_00647
OG0000576	Syad.g_01085	Prbd.g_00645
OG0000577	Syad.g_01086	Prbd.g_00644
OG0000578	Syad.g_01087	Prbd.g_00643
OG0000579	Syad.g_01088	Prbd.g_00642
OG0000580	Syad.g_01089	Prbd.g_00641
OG0000581	Syad.g_01097	Prbd.g_00639
OG0000582	Syad.g_02206	Prbd.g_00636
OG0000583	Syad.g_02205	Prbd.g_00635
OG0000584	Syad.g_02204	Prbd.g_00634
OG0000585	Syad.g_02202	Prbd.g_00632
OG0000586	Syad.g_02201	Prbd.g_00631
OG0000587	Syad.g_02199	Prbd.g_00630
OG0000588	Syad.g_02183	Prbd.g_00626
OG0000589	Syad.g_02178	Prbd.g_00623
OG0000590	Syad.g_02177	Prbd.g_00622
OG0000591	Syad.g_02169	Prbd.g_00619
OG0000592	Syad.g_02168	Prbd.g_00618
OG0000593	Syad.g_02156	Prbd.g_00612
OG0000594	Syad.g_02155	Prbd.g_00611
OG0000595	Syad.g_02154	Prbd.g_00610
OG0000596	Syad.g_02149	Prbd.g_00606
OG0000597	Syad.g_02146	Prbd.g_00604
OG0000598	Syad.g_02145	Prbd.g_00603
OG0000599	Syad.g_02142	Prbd.g_00600
OG0000600	Syad.g_02141	Prbd.g_00599
OG0000601	Syad.g_02140	Prbd.g_00598
OG0000602	Syad.g_02135	Prbd.g_00596
OG0000603	Syad.g_02134	Prbd.g_00595
OG0000604	Syad.g_02131	Prbd.g_00594
OG0000605	Syad.g_02026	Prbd.g_00593
OG0000606	Syad.g_01567	Prbd.g_00590
OG0000607	Syad.g_01571	Prbd.g_00587
OG0000608	Syad.g_01572	Prbd.g_00586
OG0000609	Syad.g_01574	Prbd.g_00585
OG0000610	Syad.g_01589	Prbd.g_00580
OG0000611	Syad.g_01592	Prbd.g_00577
OG0000612	Syad.g_01593	Prbd.g_00576
OG0000613	Syad.g_00457	Prbd.g_00571
OG0000614	Syad.g_01340	Prbd.g_00552
OG0000615	Syad.g_01948	Prbd.g_00544
OG0000616	Syad.g_00145	Prbd.g_00540
OG0000617	Syad.g_01810	Prbd.g_00013
OG0000618	Syad.g_01809	Prbd.g_00014
OG0000619	Syad.g_01808	Prbd.g_00015
OG0000620	Syad.g_01803	Prbd.g_00018
OG0000621	Syad.g_01802	Prbd.g_00019
OG0000622	Syad.g_01801	Prbd.g_00020
OG0000623	Syad.g_01800	Prbd.g_00021
OG0000624	Syad.g_01798	Prbd.g_00022
OG0000625	Syad.g_01797	Prbd.g_00023
OG0000626	Syad.g_01796	Prbd.g_00024
OG0000627	Syad.g_01640	Prbd.g_00025
OG0000628	Syad.g_01641	Prbd.g_00026
OG0000629	Syad.g_01644	Prbd.g_00027
OG0000630	Syad.g_01648	Prbd.g_00030
OG0000631	Syad.g_01658	Prbd.g_00093
OG0000632	Syad.g_01659	Prbd.g_00094
OG0000633	Syad.g_01660	Prbd.g_00095
OG0000634	Syad.g_01893	Prbd.g_00098
OG0000635	Syad.g_01892	Prbd.g_00099
OG0000636	Syad.g_01890	Prbd.g_00101
OG0000637	Syad.g_01888	Prbd.g_00103
OG0000638	Syad.g_01887	Prbd.g_00104
OG0000639	Syad.g_01886	Prbd.g_00105
OG0000640	Syad.g_01885	Prbd.g_00106
OG0000641	Syad.g_01881	Prbd.g_00110
OG0000642	Syad.g_01880	Prbd.g_00111
OG0000643	Syad.g_01878	Prbd.g_00112
OG0000644	Syad.g_01877	Prbd.g_00113
OG0000645	Syad.g_01875	Prbd.g_00114
OG0000646	Syad.g_01872	Prbd.g_00116
OG0000647	Syad.g_01870	Prbd.g_00117
OG0000648	Syad.g_01860	Prbd.g_00119
OG0000649	Syad.g_01859	Prbd.g_00120
OG0000650	Syad.g_01858	Prbd.g_00121
OG0000651	Syad.g_01857	Prbd.g_00122
OG0000652	Syad.g_01856	Prbd.g_00123
OG0000653	Syad.g_01850	Prbd.g_00125
OG0000654	Syad.g_01849	Prbd.g_00126
OG0000655	Syad.g_01848	Prbd.g_00127
OG0000656	Syad.g_01845	Prbd.g_00130
OG0000657	Syad.g_01240	Prbd.g_00138
OG0000658	Syad.g_01231	Prbd.g_00139
OG0000659	Syad.g_01230	Prbd.g_00140
OG0000660	Syad.g_01226	Prbd.g_00144
OG0000661	Syad.g_01224	Prbd.g_00146
OG0000662	Syad.g_01222	Prbd.g_00148
OG0000663	Syad.g_01219	Prbd.g_00150
OG0000664	Syad.g_01209	Prbd.g_00151
OG0000665	Syad.g_02115	Prbd.g_00155
OG0000666	Syad.g_02027	Prbd.g_00156
OG0000667	Syad.g_00612	Prbd.g_00160
OG0000668	Syad.g_01688	Prbd.g_00190
OG0000669	Syad.g_01606	Prbd.g_00197
OG0000670	Syad.g_01609	Prbd.g_00199
OG0000671	Syad.g_01611	Prbd.g_00201
OG0000672	Syad.g_01615	Prbd.g_00204
OG0000673	Syad.g_01618	Prbd.g_00207
OG0000674	Syad.g_01620	Prbd.g_00209
OG0000675	Syad.g_01633	Prbd.g_00210
OG0000676	Syad.g_01635	Prbd.g_00212
OG0000677	Syad.g_01636	Prbd.g_00213
OG0000678	Syad.g_01957	Prbd.g_00215
OG0000679	Syad.g_01922	Prbd.g_00219
OG0000680	Syad.g_01921	Prbd.g_00220
OG0000681	Syad.g_01919	Prbd.g_00222
OG0000682	Syad.g_01918	Prbd.g_00223
OG0000683	Syad.g_01917	Prbd.g_00224
OG0000684	Syad.g_01912	Prbd.g_00226
OG0000685	Syad.g_01910	Prbd.g_00228
OG0000686	Syad.g_01909	Prbd.g_00229
OG0000687	Syad.g_01908	Prbd.g_00230
OG0000688	Syad.g_01904	Prbd.g_00233
OG0000689	Syad.g_01902	Prbd.g_00234
OG0000690	Syad.g_01901	Prbd.g_00235
OG0000691	Syad.g_01900	Prbd.g_00236
OG0000692	Syad.g_01899	Prbd.g_00238
OG0000693	Syad.g_01897	Prbd.g_00239
OG0000694	Syad.g_01896	Prbd.g_00240
OG0000695	Syad.g_01662	Prbd.g_00242
OG0000696	Syad.g_01663	Prbd.g_00243
OG0000697	Syad.g_01789	Prbd.g_00244
OG0000698	Syad.g_01786	Prbd.g_00247
OG0000699	Syad.g_01785	Prbd.g_00248
OG0000700	Syad.g_01784	Prbd.g_00249
OG0000701	Syad.g_01783	Prbd.g_00250
OG0000702	Syad.g_01775	Prbd.g_00252
OG0000703	Syad.g_01774	Prbd.g_00253
OG0000704	Syad.g_01772	Prbd.g_00254
OG0000705	Syad.g_01765	Prbd.g_00258
OG0000706	Syad.g_01764	Prbd.g_00259
OG0000707	Syad.g_01763	Prbd.g_00260
OG0000708	Syad.g_01760	Prbd.g_00261
OG0000709	Syad.g_01745	Prbd.g_00265
OG0000710	Syad.g_01738	Prbd.g_00268
OG0000711	Syad.g_01710	Prbd.g_00285
OG0000712	Syad.g_01708	Prbd.g_00287
OG0000713	Syad.g_01707	Prbd.g_00288
OG0000714	Syad.g_01705	Prbd.g_00289
OG0000715	Syad.g_01703	Prbd.g_00291
OG0000716	Syad.g_01697	Prbd.g_00293
OG0000717	Syad.g_01696	Prbd.g_00294
OG0000718	Syad.g_01692	Prbd.g_00309
OG0000719	Syad.g_01690	Prbd.g_00311
OG0000720	Syad.g_01677	Prbd.g_00320
OG0000721	Syad.g_01675	Prbd.g_00322
OG0000722	Syad.g_01674	Prbd.g_00323
OG0000723	Syad.g_01791	Prbd.g_00326
OG0000724	Syad.g_01284	Prbd.g_00335
OG0000725	Syad.g_01293	Prbd.g_00341
OG0000726	Syad.g_01294	Prbd.g_00342
OG0000727	Syad.g_01295	Prbd.g_00343
OG0000728	Syad.g_01297	Prbd.g_00345
OG0000729	Syad.g_00331	Prbd.g_00391
OG0000730	Syad.g_00758	Prbd.g_00395
OG0000731	Syad.g_00770	Prbd.g_00399
OG0000732	Syad.g_00214	Prbd.g_00408
OG0000733	Syad.g_00028	Prbd.g_00428
OG0000734	Syad.g_02809	Prbd.g_00453
OG0000735	Syad.g_01120	Prbd.g_00455
OG0000736	Syad.g_01121	Prbd.g_00456
OG0000737	Syad.g_01122	Prbd.g_00457
OG0000738	Syad.g_01127	Prbd.g_00461
OG0000739	Syad.g_01145	Prbd.g_00462
OG0000740	Syad.g_01146	Prbd.g_00463
OG0000741	Syad.g_01149	Prbd.g_00464
OG0000742	Syad.g_01151	Prbd.g_00467
OG0000743	Syad.g_01153	Prbd.g_00469
OG0000744	Syad.g_01154	Prbd.g_00470
OG0000745	Syad.g_01156	Prbd.g_00471
OG0000746	Syad.g_01158	Prbd.g_00473
OG0000747	Syad.g_01159	Prbd.g_00474
OG0000748	Syad.g_01170	Prbd.g_00477
OG0000749	Syad.g_01173	Prbd.g_00478
OG0000750	Syad.g_01174	Prbd.g_00479
OG0000751	Syad.g_01182	Prbd.g_00481
OG0000752	Syad.g_01184	Prbd.g_00483
OG0000753	Syad.g_01187	Prbd.g_00486
OG0000754	Syad.g_01516	Prbd.g_00489
OG0000755	Syad.g_01504	Prbd.g_00492
OG0000756	Syad.g_01498	Prbd.g_00493
OG0000757	Syad.g_01487	Prbd.g_00499
OG0000758	Syad.g_01486	Prbd.g_00500
OG0000759	Syad.g_01485	Prbd.g_00501
OG0000760	Syad.g_01484	Prbd.g_00502
OG0000761	Syad.g_01480	Prbd.g_00503
OG0000762	Syad.g_01474	Prbd.g_00504
OG0000763	Syad.g_01468	Prbd.g_00506
OG0000764	Syad.g_01467	Prbd.g_00507
OG0000765	Syad.g_01447	Prbd.g_00516
OG0000766	Syad.g_01446	Prbd.g_00517
OG0000767	Syad.g_01444	Prbd.g_00519
OG0000768	Syad.g_01443	Prbd.g_00520
OG0000769	Syad.g_01441	Prbd.g_00522
OG0000770	Syad.g_01437	Prbd.g_00524
OG0000771	Syad.g_01278	Prbd.g_01921
OG0000772	Syad.g_02078	Prbd.g_01858
OG0000773	Syad.g_01114	Prbd.g_01810
OG0000774	Syad.g_02396	Prbd.g_01808
OG0000775	Syad.g_02398	Prbd.g_01806
OG0000776	Syad.g_02399	Prbd.g_01805
OG0000777	Syad.g_02400	Prbd.g_01804
OG0000778	Syad.g_02401	Prbd.g_01803
OG0000779	Syad.g_02407	Prbd.g_01799
OG0000780	Syad.g_02411	Prbd.g_01798
OG0000781	Syad.g_02415	Prbd.g_01795
OG0000782	Syad.g_02416	Prbd.g_01794
OG0000783	Syad.g_02418	Prbd.g_01793
OG0000784	Syad.g_02419	Prbd.g_01792
OG0000785	Syad.g_02421	Prbd.g_01790
OG0000786	Syad.g_01101	Prbd.g_01788
OG0000787	Syad.g_01100	Prbd.g_01787
OG0000788	Syad.g_02139	Prbd.g_01777
OG0000789	Syad.g_01982	Prbd.g_01774
OG0000790	Syad.g_00886	Prbd.g_01759
OG0000791	Syad.g_00885	Prbd.g_01757
OG0000792	Syad.g_00884	Prbd.g_01756
OG0000793	Syad.g_00879	Prbd.g_01753
OG0000794	Syad.g_00878	Prbd.g_01752
OG0000795	Syad.g_00877	Prbd.g_01751
OG0000796	Syad.g_00871	Prbd.g_01747
OG0000797	Syad.g_00870	Prbd.g_01746
OG0000799	Syad.g_02243	Prbd.g_01707
OG0000800	Syad.g_02245	Prbd.g_01706
OG0000801	Syad.g_02246	Prbd.g_01705
OG0000802	Syad.g_02251	Prbd.g_01703
OG0000803	Syad.g_02255	Prbd.g_01701
OG0000804	Syad.g_02260	Prbd.g_01700
OG0000805	Syad.g_02266	Prbd.g_01698
OG0000806	Syad.g_02267	Prbd.g_01696
OG0000807	Syad.g_02269	Prbd.g_01695
OG0000808	Syad.g_02270	Prbd.g_01694
OG0000809	Syad.g_02273	Prbd.g_01691
OG0000810	Syad.g_02274	Prbd.g_01690
OG0000811	Syad.g_02283	Prbd.g_01686
OG0000812	Syad.g_02285	Prbd.g_01684
OG0000813	Syad.g_02286	Prbd.g_01683
OG0000814	Syad.g_02288	Prbd.g_01681
OG0000815	Syad.g_02289	Prbd.g_01680
OG0000816	Syad.g_02290	Prbd.g_01678
OG0000817	Syad.g_02291	Prbd.g_01677
OG0000818	Syad.g_02297	Prbd.g_01672
OG0000819	Syad.g_02298	Prbd.g_01671
OG0000820	Syad.g_02299	Prbd.g_01670
OG0000821	Syad.g_02305	Prbd.g_01666
OG0000822	Syad.g_02307	Prbd.g_01665
OG0000823	Syad.g_02308	Prbd.g_01664
OG0000824	Syad.g_02314	Prbd.g_01661
OG0000825	Syad.g_02315	Prbd.g_01660
OG0000826	Syad.g_02316	Prbd.g_01659
OG0000827	Syad.g_02317	Prbd.g_01658
OG0000828	Syad.g_02320	Prbd.g_01655
OG0000829	Syad.g_02321	Prbd.g_01654
OG0000830	Syad.g_02322	Prbd.g_01653
OG0000831	Syad.g_02325	Prbd.g_01651
OG0000832	Syad.g_02538	Prbd.g_01645
OG0000833	Syad.g_02550	Prbd.g_01637
OG0000834	Syad.g_02552	Prbd.g_01636
OG0000835	Syad.g_02553	Prbd.g_01635
OG0000836	Syad.g_02557	Prbd.g_01634
OG0000837	Syad.g_02561	Prbd.g_01633
OG0000838	Syad.g_02565	Prbd.g_01631
OG0000839	Syad.g_02566	Prbd.g_01630
OG0000840	Syad.g_02567	Prbd.g_01629
OG0000841	Syad.g_02568	Prbd.g_01628
OG0000842	Syad.g_02569	Prbd.g_01627
OG0000843	Syad.g_02570	Prbd.g_01626
OG0000844	Syad.g_02577	Prbd.g_01625
OG0000845	Syad.g_02578	Prbd.g_01624
OG0000846	Syad.g_02579	Prbd.g_01623
OG0000847	Syad.g_02580	Prbd.g_01622
OG0000848	Syad.g_02582	Prbd.g_01621
OG0000849	Syad.g_02583	Prbd.g_01620
OG0000850	Syad.g_02586	Prbd.g_01617
OG0000851	Syad.g_02592	Prbd.g_01616
OG0000852	Syad.g_02593	Prbd.g_01615
OG0000853	Syad.g_02597	Prbd.g_01611
OG0000854	Syad.g_02606	Prbd.g_01609
OG0000855	Syad.g_02607	Prbd.g_01608
OG0000856	Syad.g_02166	Prbd.g_01593
OG0000857	Syad.g_01871	Prbd.g_01566
OG0000858	Syad.g_02613	Prbd.g_01531
OG0000859	Syad.g_02614	Prbd.g_01530
OG0000860	Syad.g_02625	Prbd.g_01523
OG0000861	Syad.g_02626	Prbd.g_01522
OG0000862	Syad.g_02628	Prbd.g_01521
OG0000863	Syad.g_02631	Prbd.g_01519
OG0000864	Syad.g_02632	Prbd.g_01518
OG0000865	Syad.g_02633	Prbd.g_01517
OG0000866	Syad.g_02634	Prbd.g_01516
OG0000867	Syad.g_02635	Prbd.g_01515
OG0000868	Syad.g_02637	Prbd.g_01514
OG0000869	Syad.g_02643	Prbd.g_01510
OG0000870	Syad.g_02648	Prbd.g_01505
OG0000871	Syad.g_02649	Prbd.g_01504
OG0000872	Syad.g_02657	Prbd.g_01503
OG0000873	Syad.g_02660	Prbd.g_01500
OG0000874	Syad.g_02655	Prbd.g_01497
OG0000875	Syad.g_02662	Prbd.g_01496
OG0000876	Syad.g_03003	Prbd.g_01495
OG0000877	Syad.g_02480	Prbd.g_01493
OG0000878	Syad.g_02481	Prbd.g_01492
OG0000879	Syad.g_02482	Prbd.g_01491
OG0000880	Syad.g_02483	Prbd.g_01490
OG0000881	Syad.g_02489	Prbd.g_01486
OG0000882	Syad.g_02494	Prbd.g_01481
OG0000883	Syad.g_02497	Prbd.g_01479
OG0000884	Syad.g_02499	Prbd.g_01477
OG0000885	Syad.g_02500	Prbd.g_01476
OG0000886	Syad.g_02501	Prbd.g_01475
OG0000887	Syad.g_02502	Prbd.g_01474
OG0000888	Syad.g_02504	Prbd.g_01472
OG0000889	Syad.g_02506	Prbd.g_01470
OG0000890	Syad.g_02512	Prbd.g_01469
OG0000891	Syad.g_02513	Prbd.g_01468
OG0000892	Syad.g_02517	Prbd.g_01466
OG0000893	Syad.g_00589	Prbd.g_01463
OG0000894	Syad.g_00592	Prbd.g_01461
OG0000895	Syad.g_00596	Prbd.g_01458
OG0000896	Syad.g_00597	Prbd.g_01457
OG0000897	Syad.g_00599	Prbd.g_01455
OG0000898	Syad.g_00600	Prbd.g_01454
OG0000899	Syad.g_00601	Prbd.g_01453
OG0000900	Syad.g_00602	Prbd.g_01452
OG0000901	Syad.g_00607	Prbd.g_01449
OG0000902	Syad.g_00609	Prbd.g_01447
OG0000903	Syad.g_00645	Prbd.g_01444
OG0000904	Syad.g_00640	Prbd.g_01442
OG0000905	Syad.g_00632	Prbd.g_01437
OG0000906	Syad.g_00630	Prbd.g_01436
OG0000907	Syad.g_00648	Prbd.g_01433
OG0000908	Syad.g_00651	Prbd.g_01430
OG0000909	Syad.g_00652	Prbd.g_01429
OG0000910	Syad.g_00653	Prbd.g_01428
OG0000911	Syad.g_00655	Prbd.g_01426
OG0000912	Syad.g_00656	Prbd.g_01425
OG0000913	Syad.g_00657	Prbd.g_01424
OG0000914	Syad.g_00658	Prbd.g_01423
OG0000915	Syad.g_00660	Prbd.g_01422
OG0000916	Syad.g_00661	Prbd.g_01421
OG0000917	Syad.g_00662	Prbd.g_01420
OG0000918	Syad.g_00663	Prbd.g_01419
OG0000919	Syad.g_00664	Prbd.g_01418
OG0000920	Syad.g_00665	Prbd.g_01417
OG0000921	Syad.g_00666	Prbd.g_01416
OG0000922	Syad.g_00667	Prbd.g_01415
OG0000923	Syad.g_00671	Prbd.g_01411
OG0000924	Syad.g_00672	Prbd.g_01410
OG0000925	Syad.g_00673	Prbd.g_01409
OG0000926	Syad.g_00674	Prbd.g_01408
OG0000927	Syad.g_00676	Prbd.g_01406
OG0000928	Syad.g_00677	Prbd.g_01405
OG0000929	Syad.g_00678	Prbd.g_01404
OG0000930	Syad.g_00679	Prbd.g_01403
OG0000931	Syad.g_00680	Prbd.g_01402
OG0000932	Syad.g_00681	Prbd.g_01401
OG0000933	Syad.g_00687	Prbd.g_01397
OG0000934	Syad.g_00689	Prbd.g_01395
OG0000935	Syad.g_00690	Prbd.g_01394
OG0000936	Syad.g_00691	Prbd.g_01393
OG0000937	Syad.g_00692	Prbd.g_01392
OG0000938	Syad.g_00695	Prbd.g_01390
OG0000939	Syad.g_00696	Prbd.g_01389
OG0000940	Syad.g_00703	Prbd.g_01382
OG0000941	Syad.g_00705	Prbd.g_01380
OG0000942	Syad.g_00707	Prbd.g_01378
OG0000943	Syad.g_00708	Prbd.g_01377
OG0000944	Syad.g_00710	Prbd.g_01376
OG0000945	Syad.g_00711	Prbd.g_01375
OG0000946	Syad.g_00716	Prbd.g_01371
OG0000947	Syad.g_00719	Prbd.g_01369
OG0000948	Syad.g_00720	Prbd.g_01368
OG0000949	Syad.g_00432	Prbd.g_01365
OG0000950	Syad.g_00418	Prbd.g_01360
OG0000951	Syad.g_00411	Prbd.g_01356
OG0000952	Syad.g_00375	Prbd.g_01352
OG0000953	Syad.g_00369	Prbd.g_01349
OG0000954	Syad.g_00364	Prbd.g_01345
OG0000955	Syad.g_00363	Prbd.g_01344
OG0000956	Syad.g_00361	Prbd.g_01342
OG0000957	Syad.g_00350	Prbd.g_01337
OG0000958	Syad.g_00349	Prbd.g_01336
OG0000959	Syad.g_00345	Prbd.g_01332
OG0000960	Syad.g_00344	Prbd.g_01331
OG0000961	Syad.g_00335	Prbd.g_01329
OG0000962	Syad.g_00332	Prbd.g_01327
OG0000963	Syad.g_00325	Prbd.g_01323
OG0000964	Syad.g_00324	Prbd.g_01321
OG0000965	Syad.g_00323	Prbd.g_01320
OG0000966	Syad.g_00246	Prbd.g_01312
OG0000967	Syad.g_00234	Prbd.g_01308
OG0000968	Syad.g_00243	Prbd.g_01306
OG0000969	Syad.g_00240	Prbd.g_01305
OG0000970	Syad.g_00239	Prbd.g_01304
OG0000971	Syad.g_00229	Prbd.g_01303
OG0000972	Syad.g_00228	Prbd.g_01302
OG0000973	Syad.g_00227	Prbd.g_01301
OG0000974	Syad.g_00226	Prbd.g_01300
OG0000975	Syad.g_00225	Prbd.g_01299
OG0000976	Syad.g_00224	Prbd.g_01298
OG0000977	Syad.g_00222	Prbd.g_01297
OG0000978	Syad.g_00221	Prbd.g_01296
OG0000979	Syad.g_00218	Prbd.g_01293
OG0000980	Syad.g_00215	Prbd.g_01291
OG0000981	Syad.g_00212	Prbd.g_01289
OG0000982	Syad.g_03035	Prbd.g_01287
OG0000983	Syad.g_03036	Prbd.g_01286
OG0000984	Syad.g_03037	Prbd.g_01285
OG0000985	Syad.g_03039	Prbd.g_01282
OG0000986	Syad.g_03049	Prbd.g_01280
OG0000987	Syad.g_00002	Prbd.g_01279
OG0000988	Syad.g_00008	Prbd.g_01276
OG0000989	Syad.g_00020	Prbd.g_01273
OG0000990	Syad.g_00061	Prbd.g_01270
OG0000991	Syad.g_00064	Prbd.g_01269
OG0000992	Syad.g_00067	Prbd.g_01267
OG0000993	Syad.g_00069	Prbd.g_01266
OG0000994	Syad.g_00071	Prbd.g_01265
OG0000995	Syad.g_00077	Prbd.g_01261
OG0000996	Syad.g_00121	Prbd.g_01260
OG0000997	Syad.g_00128	Prbd.g_01259
OG0000998	Syad.g_00130	Prbd.g_01257
OG0000999	Syad.g_00131	Prbd.g_01256
OG0001000	Syad.g_00136	Prbd.g_01253
OG0001001	Syad.g_00141	Prbd.g_01251
OG0001002	Syad.g_00148	Prbd.g_01247
OG0001003	Syad.g_00150	Prbd.g_01245
OG0001004	Syad.g_00151	Prbd.g_01244
OG0001005	Syad.g_00152	Prbd.g_01243
OG0001006	Syad.g_00160	Prbd.g_01239
OG0001007	Syad.g_00162	Prbd.g_01237
OG0001008	Syad.g_02449	Prbd.g_00805
OG0001009	Syad.g_00194	Prbd.g_01210
OG0001010	Syad.g_00195	Prbd.g_01209
OG0001011	Syad.g_00196	Prbd.g_01208
OG0001012	Syad.g_03030	Prbd.g_01195
OG0001013	Syad.g_03011	Prbd.g_01189
OG0001014	Syad.g_03002	Prbd.g_01186
OG0001015	Syad.g_03001	Prbd.g_01185
OG0001016	Syad.g_02734	Prbd.g_01171
OG0001017	Syad.g_02740	Prbd.g_01167
OG0001018	Syad.g_02742	Prbd.g_01164
OG0001019	Syad.g_02771	Prbd.g_01155
OG0001020	Syad.g_02777	Prbd.g_01154
OG0001021	Syad.g_02781	Prbd.g_01153
OG0001022	Syad.g_02786	Prbd.g_01150
OG0001023	Syad.g_02787	Prbd.g_01149
OG0001024	Syad.g_02791	Prbd.g_01146
OG0001025	Syad.g_02798	Prbd.g_01140
OG0001026	Syad.g_02811	Prbd.g_01133
OG0001027	Syad.g_02817	Prbd.g_01132
OG0001028	Syad.g_02819	Prbd.g_01130
OG0001029	Syad.g_02821	Prbd.g_01128
OG0001030	Syad.g_02848	Prbd.g_01113
OG0001031	Syad.g_02925	Prbd.g_01054
OG0001032	Syad.g_02928	Prbd.g_01053
OG0001033	Syad.g_02956	Prbd.g_01032
OG0001034	Syad.g_00819	Prbd.g_01003
OG0001035	Syad.g_00559	Prbd.g_00985
OG0001036	Syad.g_00554	Prbd.g_00980
OG0001037	Syad.g_00552	Prbd.g_00979
OG0001039	Syad.g_00522	Prbd.g_00958
OG0001040	Syad.g_00519	Prbd.g_00956
OG0001041	Syad.g_00514	Prbd.g_00952
OG0001042	Syad.g_00485	Prbd.g_00935
OG0001043	Syad.g_00481	Prbd.g_00934
OG0001044	Syad.g_00760	Prbd.g_00906
OG0001045	Syad.g_00773	Prbd.g_00897
OG0001046	Syad.g_01722	Prbd.g_00859
OG0001047	Syad.g_02447	Prbd.g_00803
OG0001048	Syad.g_02446	Prbd.g_00802
OG0001049	Syad.g_02443	Prbd.g_00800
OG0001050	Syad.g_02442	Prbd.g_00799
OG0001051	Syad.g_02441	Prbd.g_00798
OG0001052	Syad.g_02357	Prbd.g_00771
OG0001054	Syad.g_00925	Prbd.g_00744
OG0001055	Syad.g_00946	Prbd.g_00725
OG0001056	Syad.g_00982	Prbd.g_00706
OG0001057	Syad.g_00996	Prbd.g_00701
OG0001058	Syad.g_01015	Prbd.g_00693
OG0001059	Syad.g_01018	Prbd.g_00689
OG0001060	Syad.g_01025	Prbd.g_00682
OG0001061	Syad.g_01047	Prbd.g_00669
OG0001062	Syad.g_01049	Prbd.g_00667
OG0001063	Syad.g_01056	Prbd.g_00665
OG0001064	Syad.g_01057	Prbd.g_00664
OG0001065	Syad.g_01058	Prbd.g_00663
OG0001066	Syad.g_01059	Prbd.g_00662
OG0001067	Syad.g_01060	Prbd.g_00661
OG0001068	Syad.g_01061	Prbd.g_00660
OG0001069	Syad.g_01062	Prbd.g_00659
OG0001070	Syad.g_01065	Prbd.g_00656
OG0001071	Syad.g_01066	Prbd.g_00655
OG0001072	Syad.g_01070	Prbd.g_00654
OG0001073	Syad.g_01090	Prbd.g_00640
OG0001074	Syad.g_02197	Prbd.g_00629
OG0001075	Syad.g_02196	Prbd.g_00628
OG0001076	Syad.g_02175	Prbd.g_00620
OG0001077	Syad.g_02164	Prbd.g_00616
OG0001078	Syad.g_02151	Prbd.g_00608
OG0001079	Syad.g_02138	Prbd.g_00597
OG0001080	Syad.g_02008	Prbd.g_00591
OG0001081	Syad.g_01568	Prbd.g_00589
OG0001082	Syad.g_01569	Prbd.g_00588
OG0001083	Syad.g_01578	Prbd.g_00583
OG0001084	Syad.g_01586	Prbd.g_00582
OG0001085	Syad.g_01596	Prbd.g_00574
OG0001086	Syad.g_01598	Prbd.g_00573
OG0001087	Syad.g_01372	Prbd.g_00556
OG0001088	Syad.g_01368	Prbd.g_00555
OG0001089	Syad.g_01302	Prbd.g_00547
OG0001090	Syad.g_01817	Prbd.g_00008
OG0001091	Syad.g_01815	Prbd.g_00010
OG0001092	Syad.g_01812	Prbd.g_00011
OG0001093	Syad.g_01806	Prbd.g_00016
OG0001094	Syad.g_01895	Prbd.g_00096
OG0001095	Syad.g_01874	Prbd.g_00115
OG0001096	Syad.g_01847	Prbd.g_00128
OG0001097	Syad.g_01223	Prbd.g_00147
OG0001098	Syad.g_02005, Syad.g_01995	Prbd.g_00162
OG0001099	Syad.g_02820	Prbd.g_00194
OG0001100	Syad.g_01608	Prbd.g_00198
OG0001101	Syad.g_01610	Prbd.g_00200
OG0001102	Syad.g_01613	Prbd.g_00203
OG0001103	Syad.g_01616	Prbd.g_00205
OG0001104	Syad.g_01911	Prbd.g_00227
OG0001105	Syad.g_01907	Prbd.g_00231
OG0001106	Syad.g_01771	Prbd.g_00255
OG0001107	Syad.g_01759	Prbd.g_00262
OG0001108	Syad.g_01744	Prbd.g_00266
OG0001109	Syad.g_01739	Prbd.g_00267
OG0001110	Syad.g_01737	Prbd.g_00269
OG0001111	Syad.g_01735	Prbd.g_00270
OG0001112	Syad.g_01733	Prbd.g_00271
OG0001113	Syad.g_01732	Prbd.g_00272
OG0001114	Syad.g_01731	Prbd.g_00273
OG0001115	Syad.g_01727	Prbd.g_00275
OG0001116	Syad.g_01725	Prbd.g_00276
OG0001117	Syad.g_01724	Prbd.g_00277
OG0001118	Syad.g_01723	Prbd.g_00278
OG0001119	Syad.g_01721	Prbd.g_00279
OG0001120	Syad.g_01717	Prbd.g_00281
OG0001121	Syad.g_01503	Prbd.g_00425, Prbd.g_00284
