Orthogroup	Syad	Prah
OG0000568	Syad.g_01040	Prah.g_01446
OG0000569	Syad.g_01041	Prah.g_01445
OG0000570	Syad.g_01042	Prah.g_01444
OG0000571	Syad.g_01046	Prah.g_01441
OG0000572	Syad.g_01064	Prah.g_01425
OG0000573	Syad.g_01072	Prah.g_01416
OG0000574	Syad.g_01077	Prah.g_01415
OG0000575	Syad.g_01083	Prah.g_01406
OG0000576	Syad.g_01085	Prah.g_01404
OG0000577	Syad.g_01086	Prah.g_01403
OG0000578	Syad.g_01087	Prah.g_01402
OG0000579	Syad.g_01088	Prah.g_01401
OG0000580	Syad.g_01089	Prah.g_01400
OG0000581	Syad.g_01097	Prah.g_01396
OG0000582	Syad.g_02206	Prah.g_01392
OG0000583	Syad.g_02205	Prah.g_01391
OG0000584	Syad.g_02204	Prah.g_01390
OG0000585	Syad.g_02202	Prah.g_01388
OG0000586	Syad.g_02201	Prah.g_01387
OG0000587	Syad.g_02199	Prah.g_01385
OG0000588	Syad.g_02183	Prah.g_00529
OG0000589	Syad.g_02178	Prah.g_00526
OG0000590	Syad.g_02177	Prah.g_00525
OG0000591	Syad.g_02169	Prah.g_00518
OG0000592	Syad.g_02168	Prah.g_00517
OG0000593	Syad.g_02156	Prah.g_00505
OG0000594	Syad.g_02155	Prah.g_00504
OG0000595	Syad.g_02154	Prah.g_00503
OG0000596	Syad.g_02149	Prah.g_00498
OG0000597	Syad.g_02146	Prah.g_00495
OG0000598	Syad.g_02145	Prah.g_00494
OG0000599	Syad.g_02142	Prah.g_00485
OG0000600	Syad.g_02141	Prah.g_00484
OG0000601	Syad.g_02140	Prah.g_00483
OG0000602	Syad.g_02135	Prah.g_00478
OG0000603	Syad.g_02134	Prah.g_00477
OG0000604	Syad.g_02131	Prah.g_00476
OG0000605	Syad.g_02026	Prah.g_00474
OG0000606	Syad.g_01567	Prah.g_00466
OG0000607	Syad.g_01571	Prah.g_00463
OG0000608	Syad.g_01572	Prah.g_00462
OG0000609	Syad.g_01574	Prah.g_00460
OG0000610	Syad.g_01589	Prah.g_00452
OG0000611	Syad.g_01592	Prah.g_00449
OG0000612	Syad.g_01593	Prah.g_00448
OG0000613	Syad.g_00457	Prah.g_02193
OG0000614	Syad.g_01340	Prah.g_00985
OG0000615	Syad.g_01948	Prah.g_00706
OG0000616	Syad.g_00145	Prah.g_02588
OG0000617	Syad.g_01810	Prah.g_00881
OG0000618	Syad.g_01809	Prah.g_00880
OG0000619	Syad.g_01808	Prah.g_00879
OG0000620	Syad.g_01803	Prah.g_00875
OG0000621	Syad.g_01802	Prah.g_00874
OG0000622	Syad.g_01801	Prah.g_00873
OG0000623	Syad.g_01800	Prah.g_00872
OG0000624	Syad.g_01798	Prah.g_00871
OG0000625	Syad.g_01797	Prah.g_00870
OG0000626	Syad.g_01796	Prah.g_00869
OG0000627	Syad.g_01640	Prah.g_00746
OG0000628	Syad.g_01641	Prah.g_00747
OG0000629	Syad.g_01644	Prah.g_00750
OG0000630	Syad.g_01648	Prah.g_00754
OG0000631	Syad.g_01658	Prah.g_00758
OG0000632	Syad.g_01659	Prah.g_00759
OG0000633	Syad.g_01660	Prah.g_00760
OG0000634	Syad.g_01893	Prah.g_00671
OG0000635	Syad.g_01892	Prah.g_00670
OG0000636	Syad.g_01890	Prah.g_00668
OG0000637	Syad.g_01888	Prah.g_00666
OG0000638	Syad.g_01887	Prah.g_00665
OG0000639	Syad.g_01886	Prah.g_00664
OG0000640	Syad.g_01885	Prah.g_00663
OG0000641	Syad.g_01881	Prah.g_00659
OG0000642	Syad.g_01880	Prah.g_00658
OG0000643	Syad.g_01878	Prah.g_00657
OG0000644	Syad.g_01877	Prah.g_00656
OG0000645	Syad.g_01875	Prah.g_00655
OG0000646	Syad.g_01872	Prah.g_00652
OG0000647	Syad.g_01870	Prah.g_00650
OG0000648	Syad.g_01860	Prah.g_00648
OG0000649	Syad.g_01859	Prah.g_00647
OG0000650	Syad.g_01858	Prah.g_00646
OG0000651	Syad.g_01857	Prah.g_00645
OG0000652	Syad.g_01856	Prah.g_00644
OG0000653	Syad.g_01850	Prah.g_00640
OG0000654	Syad.g_01849	Prah.g_00639
OG0000655	Syad.g_01848	Prah.g_00638
OG0000656	Syad.g_01845	Prah.g_00635
OG0000657	Syad.g_01240	Prah.g_00603
OG0000658	Syad.g_01231	Prah.g_00601
OG0000659	Syad.g_01230	Prah.g_00600
OG0000660	Syad.g_01226	Prah.g_00596
OG0000661	Syad.g_01224	Prah.g_00594
OG0000662	Syad.g_01222	Prah.g_00592
OG0000663	Syad.g_01219	Prah.g_00589
OG0000664	Syad.g_01209	Prah.g_00588
OG0000665	Syad.g_02115	Prah.g_00574
OG0000666	Syad.g_02027	Prah.g_00572
OG0000667	Syad.g_00612	Prah.g_00564
OG0000668	Syad.g_01688	Prah.g_00850
OG0000669	Syad.g_01606	Prah.g_00558
OG0000670	Syad.g_01609	Prah.g_01212
OG0000671	Syad.g_01611	Prah.g_00738
OG0000672	Syad.g_01615	Prah.g_00735
OG0000673	Syad.g_01618	Prah.g_00732
OG0000674	Syad.g_01620	Prah.g_00730
OG0000675	Syad.g_01633	Prah.g_00729
OG0000676	Syad.g_01635	Prah.g_00726
OG0000677	Syad.g_01636	Prah.g_00724
OG0000678	Syad.g_01957	Prah.g_00721
OG0000679	Syad.g_01922	Prah.g_00702
OG0000680	Syad.g_01921	Prah.g_00701
OG0000681	Syad.g_01919	Prah.g_00699
OG0000682	Syad.g_01918	Prah.g_00698
OG0000683	Syad.g_01917	Prah.g_00697
OG0000684	Syad.g_01912	Prah.g_00683
OG0000685	Syad.g_01910	Prah.g_00685
OG0000686	Syad.g_01909	Prah.g_00686
OG0000687	Syad.g_01908	Prah.g_00687
OG0000688	Syad.g_01904	Prah.g_00681
OG0000689	Syad.g_01902	Prah.g_00680
OG0000690	Syad.g_01901	Prah.g_00679
OG0000691	Syad.g_01900	Prah.g_00678
OG0000692	Syad.g_01899	Prah.g_00677
OG0000693	Syad.g_01897	Prah.g_00675
OG0000694	Syad.g_01896	Prah.g_00674
OG0000695	Syad.g_01662	Prah.g_00762
OG0000696	Syad.g_01663	Prah.g_00763
OG0000697	Syad.g_01789	Prah.g_00765
OG0000698	Syad.g_01786	Prah.g_00768
OG0000699	Syad.g_01785	Prah.g_00770
OG0000700	Syad.g_01784	Prah.g_00771
OG0000701	Syad.g_01783	Prah.g_00772
OG0000702	Syad.g_01775	Prah.g_00780
OG0000703	Syad.g_01774	Prah.g_00781
OG0000704	Syad.g_01772	Prah.g_00783
OG0000705	Syad.g_01765	Prah.g_00789
OG0000706	Syad.g_01764	Prah.g_00790
OG0000707	Syad.g_01763	Prah.g_00791
OG0000708	Syad.g_01760	Prah.g_00793
OG0000709	Syad.g_01745	Prah.g_00800
OG0000710	Syad.g_01738	Prah.g_00805
OG0000711	Syad.g_01710	Prah.g_00828
OG0000712	Syad.g_01708	Prah.g_00829
OG0000713	Syad.g_01707	Prah.g_00830
OG0000714	Syad.g_01705	Prah.g_00833
OG0000715	Syad.g_01703	Prah.g_00835
OG0000716	Syad.g_01697	Prah.g_00839
OG0000717	Syad.g_01696	Prah.g_00840
OG0000718	Syad.g_01692	Prah.g_00846
OG0000719	Syad.g_01690	Prah.g_00848
OG0000720	Syad.g_01677	Prah.g_00861
OG0000721	Syad.g_01675	Prah.g_00862
OG0000722	Syad.g_01674	Prah.g_00863
OG0000723	Syad.g_01791	Prah.g_00867
OG0000724	Syad.g_01284	Prah.g_00910
OG0000725	Syad.g_01293	Prah.g_00919
OG0000726	Syad.g_01294	Prah.g_00920
OG0000727	Syad.g_01295	Prah.g_00921
OG0000728	Syad.g_01297	Prah.g_00922
OG0000729	Syad.g_00331	Prah.g_00133
OG0000730	Syad.g_00758	Prah.g_01942
OG0000731	Syad.g_00770	Prah.g_01932
OG0000732	Syad.g_00214	Prah.g_00054
OG0000733	Syad.g_00028	Prah.g_02532
OG0000734	Syad.g_02809	Prah.g_01905
OG0000735	Syad.g_01120	Prah.g_01340
OG0000736	Syad.g_01121	Prah.g_01339
OG0000737	Syad.g_01122	Prah.g_01338
OG0000738	Syad.g_01127	Prah.g_01331
OG0000739	Syad.g_01145	Prah.g_01329
OG0000740	Syad.g_01146	Prah.g_01328
OG0000741	Syad.g_01149	Prah.g_01325
OG0000742	Syad.g_01151	Prah.g_01323
OG0000743	Syad.g_01153	Prah.g_01321
OG0000744	Syad.g_01154	Prah.g_01320
OG0000745	Syad.g_01156	Prah.g_01318
OG0000746	Syad.g_01158	Prah.g_01316
OG0000747	Syad.g_01159	Prah.g_01315
OG0000748	Syad.g_01170	Prah.g_01304
OG0000749	Syad.g_01173	Prah.g_01303
OG0000750	Syad.g_01174	Prah.g_01302
OG0000751	Syad.g_01182	Prah.g_01297
OG0000752	Syad.g_01184	Prah.g_01295
OG0000753	Syad.g_01187	Prah.g_01292
OG0000754	Syad.g_01516	Prah.g_01262
OG0000755	Syad.g_01504	Prah.g_01255
OG0000756	Syad.g_01498	Prah.g_01254
OG0000757	Syad.g_01487	Prah.g_01247
OG0000758	Syad.g_01486	Prah.g_01246
OG0000759	Syad.g_01485	Prah.g_01245
OG0000760	Syad.g_01484	Prah.g_01244
OG0000761	Syad.g_01480	Prah.g_01243
OG0000762	Syad.g_01474	Prah.g_01263
OG0000763	Syad.g_01468	Prah.g_01265
OG0000764	Syad.g_01467	Prah.g_01266
OG0000765	Syad.g_01447	Prah.g_01282
OG0000766	Syad.g_01446	Prah.g_01283
OG0000767	Syad.g_01444	Prah.g_01285
OG0000768	Syad.g_01443	Prah.g_01286
OG0000769	Syad.g_01441	Prah.g_01290
OG0000770	Syad.g_01437	Prah.g_01239
OG0000771	Syad.g_01278	Prah.g_00905
OG0000772	Syad.g_02078	Prah.g_01610
OG0000773	Syad.g_01114	Prah.g_01351
OG0000774	Syad.g_02396	Prah.g_01355
OG0000775	Syad.g_02398	Prah.g_01357
OG0000776	Syad.g_02399	Prah.g_01358
OG0000777	Syad.g_02400	Prah.g_01359
OG0000778	Syad.g_02401	Prah.g_01360
OG0000779	Syad.g_02407	Prah.g_01365
OG0000780	Syad.g_02411	Prah.g_01368
OG0000781	Syad.g_02415	Prah.g_01372
OG0000782	Syad.g_02416	Prah.g_01373
OG0000783	Syad.g_02418	Prah.g_01374
OG0000784	Syad.g_02419	Prah.g_01375
OG0000785	Syad.g_02421	Prah.g_01377
OG0000786	Syad.g_01101	Prah.g_01380
OG0000787	Syad.g_01100	Prah.g_01381
OG0000788	Syad.g_02139	Prah.g_00224
OG0000789	Syad.g_01982	Prah.g_01183
OG0000790	Syad.g_00886	Prah.g_01580
OG0000791	Syad.g_00885	Prah.g_01582
OG0000792	Syad.g_00884	Prah.g_01583
OG0000793	Syad.g_00879	Prah.g_01587
OG0000794	Syad.g_00878	Prah.g_01588
OG0000795	Syad.g_00877	Prah.g_01589
OG0000796	Syad.g_00871	Prah.g_01593
OG0000797	Syad.g_00870	Prah.g_01594
OG0000798	Syad.g_00525	Prah.g_02131
OG0000799	Syad.g_02243	Prah.g_00435
OG0000800	Syad.g_02245	Prah.g_00434
OG0000801	Syad.g_02246	Prah.g_00433
OG0000802	Syad.g_02251	Prah.g_00427
OG0000803	Syad.g_02255	Prah.g_00423
OG0000804	Syad.g_02260	Prah.g_00421
OG0000805	Syad.g_02266	Prah.g_00419
OG0000806	Syad.g_02267	Prah.g_00417
OG0000807	Syad.g_02269	Prah.g_00415
OG0000808	Syad.g_02270	Prah.g_00414
OG0000809	Syad.g_02273	Prah.g_00410
OG0000810	Syad.g_02274	Prah.g_00409
OG0000811	Syad.g_02283	Prah.g_00403
OG0000812	Syad.g_02285	Prah.g_00401
OG0000813	Syad.g_02286	Prah.g_00400
OG0000814	Syad.g_02288	Prah.g_00398
OG0000815	Syad.g_02289	Prah.g_00397
OG0000816	Syad.g_02290	Prah.g_00395
OG0000817	Syad.g_02291	Prah.g_00394
OG0000818	Syad.g_02297	Prah.g_00386
OG0000819	Syad.g_02298	Prah.g_00385
OG0000820	Syad.g_02299	Prah.g_00384
OG0000821	Syad.g_02305	Prah.g_00379
OG0000822	Syad.g_02307	Prah.g_00376
OG0000823	Syad.g_02308	Prah.g_00374
OG0000824	Syad.g_02314	Prah.g_00370
OG0000825	Syad.g_02315	Prah.g_00369
OG0000826	Syad.g_02316	Prah.g_00368
OG0000827	Syad.g_02317	Prah.g_00367
OG0000828	Syad.g_02320	Prah.g_00364
OG0000829	Syad.g_02321	Prah.g_00363
OG0000830	Syad.g_02322	Prah.g_00362
OG0000831	Syad.g_02325	Prah.g_00360
OG0000832	Syad.g_02538	Prah.g_01615
OG0000833	Syad.g_02550	Prah.g_01623
OG0000834	Syad.g_02552	Prah.g_01624
OG0000835	Syad.g_02553	Prah.g_01625
OG0000836	Syad.g_02557	Prah.g_01627
OG0000837	Syad.g_02561	Prah.g_01628
OG0000838	Syad.g_02565	Prah.g_01632
OG0000839	Syad.g_02566	Prah.g_01633
OG0000840	Syad.g_02567	Prah.g_01634
OG0000841	Syad.g_02568	Prah.g_01635
OG0000842	Syad.g_02569	Prah.g_01636
OG0000843	Syad.g_02570	Prah.g_01637
OG0000844	Syad.g_02577	Prah.g_01639
OG0000845	Syad.g_02578	Prah.g_01640
OG0000846	Syad.g_02579	Prah.g_01641
OG0000847	Syad.g_02580	Prah.g_01642
OG0000848	Syad.g_02582	Prah.g_01643
OG0000849	Syad.g_02583	Prah.g_01644
OG0000850	Syad.g_02586	Prah.g_01645
OG0000851	Syad.g_02592	Prah.g_01648
OG0000852	Syad.g_02593	Prah.g_01649
OG0000853	Syad.g_02597	Prah.g_01653
OG0000854	Syad.g_02606	Prah.g_01655
OG0000855	Syad.g_02607	Prah.g_01656
OG0000856	Syad.g_02166	Prah.g_00515
OG0000857	Syad.g_01871	Prah.g_00651
OG0000858	Syad.g_02613	Prah.g_01667
OG0000859	Syad.g_02614	Prah.g_01668
OG0000860	Syad.g_02625	Prah.g_01678
OG0000861	Syad.g_02626	Prah.g_01679
OG0000862	Syad.g_02628	Prah.g_01681
OG0000863	Syad.g_02631	Prah.g_01685
OG0000864	Syad.g_02632	Prah.g_01687
OG0000865	Syad.g_02633	Prah.g_01688
OG0000866	Syad.g_02634	Prah.g_01689
OG0000867	Syad.g_02635	Prah.g_01690
OG0000868	Syad.g_02637	Prah.g_01692
OG0000869	Syad.g_02643	Prah.g_01695
OG0000870	Syad.g_02648	Prah.g_01700
OG0000871	Syad.g_02649	Prah.g_01701
OG0000872	Syad.g_02657	Prah.g_01703
OG0000873	Syad.g_02660	Prah.g_01707
OG0000874	Syad.g_02655	Prah.g_01711
OG0000875	Syad.g_02662	Prah.g_01713
OG0000876	Syad.g_03003	Prah.g_01714
OG0000877	Syad.g_02480	Prah.g_01717
OG0000878	Syad.g_02481	Prah.g_01718
OG0000879	Syad.g_02482	Prah.g_01719
OG0000880	Syad.g_02483	Prah.g_01720
OG0000881	Syad.g_02489	Prah.g_01728
OG0000882	Syad.g_02494	Prah.g_01733
OG0000883	Syad.g_02497	Prah.g_01736
OG0000884	Syad.g_02499	Prah.g_01738
OG0000885	Syad.g_02500	Prah.g_01739
OG0000886	Syad.g_02501	Prah.g_01740
OG0000887	Syad.g_02502	Prah.g_01741
OG0000888	Syad.g_02504	Prah.g_01743
OG0000889	Syad.g_02506	Prah.g_01745
OG0000890	Syad.g_02512	Prah.g_01759
OG0000891	Syad.g_02513	Prah.g_01760
OG0000892	Syad.g_02517	Prah.g_01762
OG0000893	Syad.g_00589	Prah.g_02073
OG0000894	Syad.g_00592	Prah.g_02070
OG0000895	Syad.g_00596	Prah.g_02066
OG0000896	Syad.g_00597	Prah.g_02065
OG0000897	Syad.g_00599	Prah.g_02063
OG0000898	Syad.g_00600	Prah.g_02062
OG0000899	Syad.g_00601	Prah.g_02061
OG0000900	Syad.g_00602	Prah.g_02060
OG0000901	Syad.g_00607	Prah.g_02056
OG0000902	Syad.g_00609	Prah.g_02054
OG0000903	Syad.g_00645	Prah.g_02041
OG0000904	Syad.g_00640	Prah.g_02046
OG0000905	Syad.g_00632	Prah.g_02048
OG0000906	Syad.g_00630	Prah.g_02050
OG0000907	Syad.g_00648	Prah.g_02039
OG0000908	Syad.g_00651	Prah.g_02036
OG0000909	Syad.g_00652	Prah.g_02035
OG0000910	Syad.g_00653	Prah.g_02034
OG0000911	Syad.g_00655	Prah.g_02032
OG0000912	Syad.g_00656	Prah.g_02031
OG0000913	Syad.g_00657	Prah.g_02030
OG0000914	Syad.g_00658	Prah.g_02029
OG0000915	Syad.g_00660	Prah.g_02028
OG0000916	Syad.g_00661	Prah.g_02027
OG0000917	Syad.g_00662	Prah.g_02026
OG0000918	Syad.g_00663	Prah.g_02025
OG0000919	Syad.g_00664	Prah.g_02024
OG0000920	Syad.g_00665	Prah.g_02023
OG0000921	Syad.g_00666	Prah.g_02022
OG0000922	Syad.g_00667	Prah.g_02021
OG0000923	Syad.g_00671	Prah.g_02017
OG0000924	Syad.g_00672	Prah.g_02016
OG0000925	Syad.g_00673	Prah.g_02015
OG0000926	Syad.g_00674	Prah.g_02014
OG0000927	Syad.g_00676	Prah.g_02012
OG0000928	Syad.g_00677	Prah.g_02011
OG0000929	Syad.g_00678	Prah.g_02010
OG0000930	Syad.g_00679	Prah.g_02009
OG0000931	Syad.g_00680	Prah.g_02008
OG0000932	Syad.g_00681	Prah.g_02007
OG0000933	Syad.g_00687	Prah.g_02002
OG0000934	Syad.g_00689	Prah.g_02000
OG0000935	Syad.g_00690	Prah.g_01999
OG0000936	Syad.g_00691	Prah.g_01998
OG0000937	Syad.g_00692	Prah.g_01997
OG0000938	Syad.g_00695	Prah.g_01994
OG0000939	Syad.g_00696	Prah.g_01993
OG0000940	Syad.g_00703	Prah.g_01985
OG0000941	Syad.g_00705	Prah.g_01983
OG0000942	Syad.g_00707	Prah.g_01981
OG0000943	Syad.g_00708	Prah.g_01980
OG0000944	Syad.g_00710	Prah.g_01978
OG0000945	Syad.g_00711	Prah.g_01977
OG0000946	Syad.g_00716	Prah.g_01966
OG0000947	Syad.g_00719	Prah.g_01963
OG0000948	Syad.g_00720	Prah.g_01962
OG0000949	Syad.g_00432	Prah.g_01958
OG0000950	Syad.g_00418	Prah.g_02231
OG0000951	Syad.g_00411	Prah.g_02236
OG0000952	Syad.g_00375	Prah.g_02241
OG0000953	Syad.g_00369	Prah.g_02245
OG0000954	Syad.g_00364	Prah.g_00167
OG0000955	Syad.g_00363	Prah.g_00166
OG0000956	Syad.g_00361	Prah.g_00164
OG0000957	Syad.g_00350	Prah.g_00152
OG0000958	Syad.g_00349	Prah.g_00151
OG0000959	Syad.g_00345	Prah.g_00146
OG0000960	Syad.g_00344	Prah.g_00145
OG0000961	Syad.g_00335	Prah.g_00136
OG0000962	Syad.g_00332	Prah.g_00134
OG0000963	Syad.g_00325	Prah.g_00129
OG0000964	Syad.g_00324	Prah.g_00128
OG0000965	Syad.g_00323	Prah.g_00127
OG0000966	Syad.g_00246	Prah.g_00086
OG0000967	Syad.g_00234	Prah.g_00079
OG0000968	Syad.g_00243	Prah.g_00076
OG0000969	Syad.g_00240	Prah.g_00074
OG0000970	Syad.g_00239	Prah.g_00073
OG0000971	Syad.g_00229	Prah.g_00071
OG0000972	Syad.g_00228	Prah.g_00070
OG0000973	Syad.g_00227	Prah.g_00068
OG0000974	Syad.g_00226	Prah.g_00067
OG0000975	Syad.g_00225	Prah.g_00066
OG0000976	Syad.g_00224	Prah.g_00065
OG0000977	Syad.g_00222	Prah.g_00063
OG0000978	Syad.g_00221	Prah.g_00062
OG0000979	Syad.g_00218	Prah.g_00059
OG0000980	Syad.g_00215	Prah.g_00055
OG0000981	Syad.g_00212	Prah.g_00052
OG0000982	Syad.g_03035	Prah.g_02491
OG0000983	Syad.g_03036	Prah.g_02492
OG0000984	Syad.g_03037	Prah.g_02493
OG0000985	Syad.g_03039	Prah.g_02497
OG0000986	Syad.g_03049	Prah.g_02499
OG0000987	Syad.g_00002	Prah.g_02501
OG0000988	Syad.g_00008	Prah.g_02505
OG0000989	Syad.g_00020	Prah.g_02513
OG0000990	Syad.g_00061	Prah.g_02536
OG0000991	Syad.g_00064	Prah.g_02540
OG0000992	Syad.g_00067	Prah.g_02543
OG0000993	Syad.g_00069	Prah.g_02544
OG0000994	Syad.g_00071	Prah.g_02547
OG0000995	Syad.g_00077	Prah.g_02552
OG0000996	Syad.g_00121	Prah.g_02565
OG0000997	Syad.g_00128	Prah.g_02574
OG0000998	Syad.g_00130	Prah.g_02576
OG0000999	Syad.g_00131	Prah.g_02577
OG0001000	Syad.g_00136	Prah.g_02580
OG0001001	Syad.g_00141	Prah.g_02584
OG0001002	Syad.g_00148	Prah.g_02591
OG0001003	Syad.g_00150	Prah.g_02593
OG0001004	Syad.g_00151	Prah.g_02594
OG0001005	Syad.g_00152	Prah.g_02596
OG0001006	Syad.g_00160	Prah.g_02602
OG0001007	Syad.g_00162	Prah.g_02604
OG0001008	Syad.g_02449	Prah.g_00231
OG0001009	Syad.g_00194	Prah.g_00033
OG0001010	Syad.g_00195	Prah.g_00034
OG0001011	Syad.g_00196	Prah.g_00036
OG0001012	Syad.g_03030	Prah.g_02488
OG0001013	Syad.g_03011	Prah.g_02466
OG0001014	Syad.g_03002	Prah.g_02454
OG0001015	Syad.g_03001	Prah.g_02453
OG0001016	Syad.g_02734	Prah.g_01843
OG0001017	Syad.g_02740	Prah.g_01849
OG0001018	Syad.g_02742	Prah.g_01851
OG0001019	Syad.g_02771	Prah.g_01867
OG0001020	Syad.g_02777	Prah.g_01873
OG0001021	Syad.g_02781	Prah.g_01877
OG0001022	Syad.g_02786	Prah.g_01882
OG0001023	Syad.g_02787	Prah.g_01883
OG0001024	Syad.g_02791	Prah.g_01887
OG0001025	Syad.g_02798	Prah.g_01894
OG0001026	Syad.g_02811	Prah.g_01908
OG0001027	Syad.g_02817	Prah.g_00195
OG0001028	Syad.g_02819	Prah.g_00193
OG0001029	Syad.g_02821	Prah.g_00191
OG0001030	Syad.g_02848	Prah.g_02257
OG0001031	Syad.g_02925	Prah.g_02336
OG0001032	Syad.g_02928	Prah.g_02339
OG0001033	Syad.g_02956	Prah.g_02372
OG0001034	Syad.g_00819	Prah.g_01779
OG0001035	Syad.g_00559	Prah.g_02099
OG0001036	Syad.g_00554	Prah.g_02103
OG0001037	Syad.g_00552	Prah.g_02105
OG0001039	Syad.g_00522	Prah.g_02135
OG0001040	Syad.g_00519	Prah.g_02138
OG0001041	Syad.g_00514	Prah.g_02143
OG0001042	Syad.g_00485	Prah.g_02168
OG0001043	Syad.g_00481	Prah.g_02170
OG0001044	Syad.g_00760	Prah.g_01941
OG0001045	Syad.g_00773	Prah.g_01929
OG0001046	Syad.g_01722	Prah.g_01661
OG0001047	Syad.g_02447	Prah.g_00233
OG0001048	Syad.g_02446	Prah.g_00234
OG0001049	Syad.g_02443	Prah.g_00237
OG0001050	Syad.g_02442	Prah.g_00238
OG0001051	Syad.g_02441	Prah.g_00239
OG0001052	Syad.g_02357	Prah.g_00308
OG0001054	Syad.g_00925	Prah.g_01545
OG0001055	Syad.g_00946	Prah.g_01524
OG0001056	Syad.g_00982	Prah.g_01496
OG0001057	Syad.g_00996	Prah.g_01482
OG0001058	Syad.g_01015	Prah.g_01468
OG0001059	Syad.g_01018	Prah.g_01464
OG0001060	Syad.g_01025	Prah.g_01458
OG0001061	Syad.g_01047	Prah.g_01440
OG0001062	Syad.g_01049	Prah.g_01438
OG0001063	Syad.g_01056	Prah.g_01434
OG0001064	Syad.g_01057	Prah.g_01433
OG0001065	Syad.g_01058	Prah.g_01432
OG0001066	Syad.g_01059	Prah.g_01431
OG0001067	Syad.g_01060	Prah.g_01430
OG0001068	Syad.g_01061	Prah.g_01429
OG0001069	Syad.g_01062	Prah.g_01428
OG0001070	Syad.g_01065	Prah.g_01424
OG0001071	Syad.g_01066	Prah.g_01423
OG0001072	Syad.g_01070	Prah.g_01418
OG0001073	Syad.g_01090	Prah.g_01399
OG0001074	Syad.g_02197	Prah.g_00532
OG0001075	Syad.g_02196	Prah.g_00531
OG0001076	Syad.g_02175	Prah.g_00523
OG0001077	Syad.g_02164	Prah.g_00513
OG0001078	Syad.g_02151	Prah.g_00500
OG0001079	Syad.g_02138	Prah.g_00482
OG0001080	Syad.g_02008	Prah.g_00472
OG0001081	Syad.g_01568	Prah.g_00465
OG0001082	Syad.g_01569	Prah.g_00464
OG0001083	Syad.g_01578	Prah.g_00456
OG0001084	Syad.g_01586	Prah.g_00455
OG0001085	Syad.g_01596	Prah.g_00444
OG0001086	Syad.g_01598	Prah.g_00442
OG0001087	Syad.g_01372	Prah.g_00968
OG0001088	Syad.g_01368	Prah.g_00972
OG0001089	Syad.g_01302	Prah.g_01025
OG0001090	Syad.g_01817	Prah.g_00886
OG0001091	Syad.g_01815	Prah.g_00884
OG0001092	Syad.g_01812	Prah.g_00882
OG0001093	Syad.g_01806	Prah.g_00878
OG0001094	Syad.g_01895	Prah.g_00673
OG0001095	Syad.g_01874	Prah.g_00654
OG0001096	Syad.g_01847	Prah.g_00637
OG0001097	Syad.g_01223	Prah.g_00593
OG0001098	Syad.g_02005, Syad.g_01995	Prah.g_00743
OG0001099	Syad.g_02820	Prah.g_00192
OG0001100	Syad.g_01608	Prah.g_00740
OG0001101	Syad.g_01610	Prah.g_00739
OG0001102	Syad.g_01613	Prah.g_00736
OG0001103	Syad.g_01616	Prah.g_00734
OG0001104	Syad.g_01911	Prah.g_00684
OG0001105	Syad.g_01907	Prah.g_00689
OG0001106	Syad.g_01771	Prah.g_00784
OG0001107	Syad.g_01759	Prah.g_00794
OG0001108	Syad.g_01744	Prah.g_00801
OG0001109	Syad.g_01739	Prah.g_00803
OG0001110	Syad.g_01737	Prah.g_00806
OG0001111	Syad.g_01735	Prah.g_00808
OG0001112	Syad.g_01733	Prah.g_00810
OG0001113	Syad.g_01732	Prah.g_00811
OG0001114	Syad.g_01731	Prah.g_00812
OG0001115	Syad.g_01727	Prah.g_00814
OG0001116	Syad.g_01725	Prah.g_00815
OG0001117	Syad.g_01724	Prah.g_00816
OG0001118	Syad.g_01723	Prah.g_00817
OG0001119	Syad.g_01721	Prah.g_00818
OG0001120	Syad.g_01717	Prah.g_00821
OG0001122	Syad.g_01689	Prah.g_00849
OG0001123	Syad.g_01682	Prah.g_00856
OG0001124	Syad.g_01680	Prah.g_00858
OG0001125	Syad.g_01678	Prah.g_00860
OG0001126	Syad.g_01276	Prah.g_00903
OG0001127	Syad.g_01277	Prah.g_00904
OG0001128	Syad.g_01280	Prah.g_00907
OG0001129	Syad.g_01282	Prah.g_00908
OG0001130	Syad.g_01283	Prah.g_00909
OG0001131	Syad.g_01953	Prah.g_00893
OG0001132	Syad.g_02038	Prah.g_00539
OG0001133	Syad.g_02172	Prah.g_00521
OG0001134	Syad.g_01527	Prah.g_02524
OG0001135	Syad.g_01529	Prah.g_02526
OG0001136	Syad.g_01150	Prah.g_01324
OG0001137	Syad.g_01169	Prah.g_01305
OG0001138	Syad.g_01493	Prah.g_01253
OG0001139	Syad.g_01491	Prah.g_01251
OG0001140	Syad.g_01490	Prah.g_01250
OG0001141	Syad.g_01489	Prah.g_01249
OG0001142	Syad.g_01488	Prah.g_01248
OG0001143	Syad.g_01473	Prah.g_01264
OG0001144	Syad.g_01457	Prah.g_01273
OG0001145	Syad.g_01112	Prah.g_01353
OG0001146	Syad.g_02412	Prah.g_01369
OG0001147	Syad.g_02349	Prah.g_00323
OG0001148	Syad.g_00889	Prah.g_01577
OG0001149	Syad.g_00888	Prah.g_01578
OG0001150	Syad.g_00887	Prah.g_01579
OG0001151	Syad.g_00875	Prah.g_01591
OG0001152	Syad.g_00872	Prah.g_01592
