Orthogroup	Syad	Prau
OG0000581	Syad.g_01097	Prau.g_00643
OG0000582	Syad.g_02206	Prau.g_00646
OG0000583	Syad.g_02205	Prau.g_00647
OG0000584	Syad.g_02204	Prau.g_00648
OG0000585	Syad.g_02202	Prau.g_00650
OG0000586	Syad.g_02201	Prau.g_00651
OG0000587	Syad.g_02199	Prau.g_00652
OG0000588	Syad.g_02183	Prau.g_00656
OG0000589	Syad.g_02178	Prau.g_00661
OG0000590	Syad.g_02177	Prau.g_00662
OG0000591	Syad.g_02169	Prau.g_00665
OG0000592	Syad.g_02168	Prau.g_00666
OG0000593	Syad.g_02156	Prau.g_00672
OG0000594	Syad.g_02155	Prau.g_00673
OG0000595	Syad.g_02154	Prau.g_00674
OG0000596	Syad.g_02149	Prau.g_00678
OG0000597	Syad.g_02146	Prau.g_00680
OG0000598	Syad.g_02145	Prau.g_00681
OG0000599	Syad.g_02142	Prau.g_00684
OG0000600	Syad.g_02141	Prau.g_00685
OG0000601	Syad.g_02140	Prau.g_00686
OG0000602	Syad.g_02135	Prau.g_00688
OG0000603	Syad.g_02134	Prau.g_00689
OG0000604	Syad.g_02131	Prau.g_00690
OG0000605	Syad.g_02026	Prau.g_00691
OG0000606	Syad.g_01567	Prau.g_00694
OG0000607	Syad.g_01571	Prau.g_00697
OG0000608	Syad.g_01572	Prau.g_00698
OG0000609	Syad.g_01574	Prau.g_00699
OG0000610	Syad.g_01589	Prau.g_00704
OG0000611	Syad.g_01592	Prau.g_00707
OG0000612	Syad.g_01593	Prau.g_00708
OG0000613	Syad.g_00457	Prau.g_00713
OG0000614	Syad.g_01340	Prau.g_00732
OG0000615	Syad.g_01948	Prau.g_00740
OG0000616	Syad.g_00145	Prau.g_00744
OG0000617	Syad.g_01810	Prau.g_00761
OG0000618	Syad.g_01809	Prau.g_00762
OG0000619	Syad.g_01808	Prau.g_00763
OG0000620	Syad.g_01803	Prau.g_00766
OG0000621	Syad.g_01802	Prau.g_00767
OG0000622	Syad.g_01801	Prau.g_00768
OG0000623	Syad.g_01800	Prau.g_00769
OG0000624	Syad.g_01798	Prau.g_00770
OG0000625	Syad.g_01797	Prau.g_00771
OG0000626	Syad.g_01796	Prau.g_00772
OG0000627	Syad.g_01640	Prau.g_00773
OG0000628	Syad.g_01641	Prau.g_00774
OG0000629	Syad.g_01644	Prau.g_00775
OG0000630	Syad.g_01648	Prau.g_00778
OG0000631	Syad.g_01658	Prau.g_00845
OG0000632	Syad.g_01659	Prau.g_00846
OG0000633	Syad.g_01660	Prau.g_00847
OG0000634	Syad.g_01893	Prau.g_00850
OG0000635	Syad.g_01892	Prau.g_00851
OG0000636	Syad.g_01890	Prau.g_00853
OG0000637	Syad.g_01888	Prau.g_00855
OG0000638	Syad.g_01887	Prau.g_00856
OG0000639	Syad.g_01886	Prau.g_00857
OG0000640	Syad.g_01885	Prau.g_00858
OG0000641	Syad.g_01881	Prau.g_00862
OG0000642	Syad.g_01880	Prau.g_00863
OG0000643	Syad.g_01878	Prau.g_00864
OG0000644	Syad.g_01877	Prau.g_00865
OG0000645	Syad.g_01875	Prau.g_00866
OG0000646	Syad.g_01872	Prau.g_00868
OG0000647	Syad.g_01870	Prau.g_00869
OG0000648	Syad.g_01860	Prau.g_00871
OG0000649	Syad.g_01859	Prau.g_00872
OG0000650	Syad.g_01858	Prau.g_00873
OG0000651	Syad.g_01857	Prau.g_00874
OG0000652	Syad.g_01856	Prau.g_00875
OG0000653	Syad.g_01850	Prau.g_00877
OG0000654	Syad.g_01849	Prau.g_00878
OG0000655	Syad.g_01848	Prau.g_00879
OG0000656	Syad.g_01845	Prau.g_00882
OG0000657	Syad.g_01240	Prau.g_00889
OG0000658	Syad.g_01231	Prau.g_00890
OG0000659	Syad.g_01230	Prau.g_00891
OG0000660	Syad.g_01226	Prau.g_00895
OG0000661	Syad.g_01224	Prau.g_00897
OG0000662	Syad.g_01222	Prau.g_00899
OG0000663	Syad.g_01219	Prau.g_00902
OG0000664	Syad.g_01209	Prau.g_00903
OG0000665	Syad.g_02115	Prau.g_00907
OG0000666	Syad.g_02027	Prau.g_00908
OG0000667	Syad.g_00612	Prau.g_00912
OG0000668	Syad.g_01688	Prau.g_00942
OG0000669	Syad.g_01606	Prau.g_00949
OG0000670	Syad.g_01609	Prau.g_00951
OG0000671	Syad.g_01611	Prau.g_00953
OG0000672	Syad.g_01615	Prau.g_00955
OG0000673	Syad.g_01618	Prau.g_00957
OG0000674	Syad.g_01620	Prau.g_00959
OG0000675	Syad.g_01633	Prau.g_00960
OG0000676	Syad.g_01635	Prau.g_00962
OG0000677	Syad.g_01636	Prau.g_00963
OG0000678	Syad.g_01957	Prau.g_00965
OG0000679	Syad.g_01922	Prau.g_00969
OG0000680	Syad.g_01921	Prau.g_00970
OG0000681	Syad.g_01919	Prau.g_00973
OG0000682	Syad.g_01918	Prau.g_00974
OG0000683	Syad.g_01917	Prau.g_00975
OG0000684	Syad.g_01912	Prau.g_00977
OG0000685	Syad.g_01910	Prau.g_00979
OG0000686	Syad.g_01909	Prau.g_00980
OG0000687	Syad.g_01908	Prau.g_00981
OG0000688	Syad.g_01904	Prau.g_00984
OG0000689	Syad.g_01902	Prau.g_00985
OG0000690	Syad.g_01901	Prau.g_00986
OG0000691	Syad.g_01900	Prau.g_00987
OG0000692	Syad.g_01899	Prau.g_00989
OG0000693	Syad.g_01897	Prau.g_00990
OG0000694	Syad.g_01896	Prau.g_00991
OG0000695	Syad.g_01662	Prau.g_00993
OG0000696	Syad.g_01663	Prau.g_00994
OG0000697	Syad.g_01789	Prau.g_00995
OG0000698	Syad.g_01786	Prau.g_00998
OG0000699	Syad.g_01785	Prau.g_00999
OG0000700	Syad.g_01784	Prau.g_01000
OG0000701	Syad.g_01783	Prau.g_01001
OG0000702	Syad.g_01775	Prau.g_01003
OG0000703	Syad.g_01774	Prau.g_01004
OG0000704	Syad.g_01772	Prau.g_01005
OG0000705	Syad.g_01765	Prau.g_01009
OG0000706	Syad.g_01764	Prau.g_01010
OG0000707	Syad.g_01763	Prau.g_01011
OG0000708	Syad.g_01760	Prau.g_01012
OG0000709	Syad.g_01745	Prau.g_01016
OG0000710	Syad.g_01738	Prau.g_01019
OG0000711	Syad.g_01710	Prau.g_01036
OG0000712	Syad.g_01708	Prau.g_01038
OG0000713	Syad.g_01707	Prau.g_01039
OG0000714	Syad.g_01705	Prau.g_01040
OG0000715	Syad.g_01703	Prau.g_01042
OG0000716	Syad.g_01697	Prau.g_01044
OG0000717	Syad.g_01696	Prau.g_01045
OG0000718	Syad.g_01692	Prau.g_01058
OG0000719	Syad.g_01690	Prau.g_01060
OG0000720	Syad.g_01677	Prau.g_01069
OG0000721	Syad.g_01675	Prau.g_01071
OG0000722	Syad.g_01674	Prau.g_01072
OG0000723	Syad.g_01791	Prau.g_01075
OG0000724	Syad.g_01284	Prau.g_01084
OG0000725	Syad.g_01293	Prau.g_01090
OG0000726	Syad.g_01294	Prau.g_01091
OG0000727	Syad.g_01295	Prau.g_01092
OG0000728	Syad.g_01297	Prau.g_01094
OG0000729	Syad.g_00331	Prau.g_01138
OG0000730	Syad.g_00758	Prau.g_01142
OG0000731	Syad.g_00770	Prau.g_01146
OG0000732	Syad.g_00214	Prau.g_01155
OG0000733	Syad.g_00028	Prau.g_01175
OG0000734	Syad.g_02809	Prau.g_01192
OG0000735	Syad.g_01120	Prau.g_01194
OG0000736	Syad.g_01121	Prau.g_01195
OG0000737	Syad.g_01122	Prau.g_01196
OG0000738	Syad.g_01127	Prau.g_01200
OG0000739	Syad.g_01145	Prau.g_01201
OG0000740	Syad.g_01146	Prau.g_01202
OG0000741	Syad.g_01149	Prau.g_01203
OG0000742	Syad.g_01151	Prau.g_01205
OG0000743	Syad.g_01153	Prau.g_01207
OG0000744	Syad.g_01154	Prau.g_01208
OG0000745	Syad.g_01156	Prau.g_01209
OG0000746	Syad.g_01158	Prau.g_01211
OG0000747	Syad.g_01159	Prau.g_01212
OG0000748	Syad.g_01170	Prau.g_01215
OG0000749	Syad.g_01173	Prau.g_01216
OG0000750	Syad.g_01174	Prau.g_01217
OG0000751	Syad.g_01182	Prau.g_01219
OG0000752	Syad.g_01184	Prau.g_01221
OG0000753	Syad.g_01187	Prau.g_01224
OG0000754	Syad.g_01516	Prau.g_01227
OG0000755	Syad.g_01504	Prau.g_01230
OG0000756	Syad.g_01498	Prau.g_01231
OG0000757	Syad.g_01487	Prau.g_01237
OG0000758	Syad.g_01486	Prau.g_01238
OG0000759	Syad.g_01485	Prau.g_01239
OG0000760	Syad.g_01484	Prau.g_01240
OG0000761	Syad.g_01480	Prau.g_01241
OG0000762	Syad.g_01474	Prau.g_01242
OG0000763	Syad.g_01468	Prau.g_01244
OG0000764	Syad.g_01467	Prau.g_01245
OG0000765	Syad.g_01447	Prau.g_01254
OG0000766	Syad.g_01446	Prau.g_01255
OG0000767	Syad.g_01444	Prau.g_01257
OG0000768	Syad.g_01443	Prau.g_01258
OG0000769	Syad.g_01441	Prau.g_01260
OG0000770	Syad.g_01437	Prau.g_01262
OG0000771	Syad.g_01278	Prau.g_01271, Prau.g_01496
OG0000772	Syad.g_02078	Prau.g_01346
OG0000773	Syad.g_01114	Prau.g_01361
OG0000774	Syad.g_02396	Prau.g_01363
OG0000775	Syad.g_02398	Prau.g_01366
OG0000776	Syad.g_02399	Prau.g_01367
OG0000777	Syad.g_02400	Prau.g_01368
OG0000778	Syad.g_02401	Prau.g_01369
OG0000779	Syad.g_02407	Prau.g_01373
OG0000780	Syad.g_02411	Prau.g_01374
OG0000781	Syad.g_02415	Prau.g_01377
OG0000782	Syad.g_02416	Prau.g_01378
OG0000783	Syad.g_02418	Prau.g_01379
OG0000784	Syad.g_02419	Prau.g_01380
OG0000785	Syad.g_02421	Prau.g_01382
OG0000786	Syad.g_01101	Prau.g_01384
OG0000787	Syad.g_01100	Prau.g_01385
OG0000788	Syad.g_02139	Prau.g_01396
OG0000789	Syad.g_01982	Prau.g_01399
OG0000790	Syad.g_00886	Prau.g_01414
OG0000791	Syad.g_00885	Prau.g_01416
OG0000792	Syad.g_00884	Prau.g_01417
OG0000793	Syad.g_00879	Prau.g_01420
OG0000794	Syad.g_00878	Prau.g_01421
OG0000795	Syad.g_00877	Prau.g_01422
OG0000796	Syad.g_00871	Prau.g_01426
OG0000797	Syad.g_00870	Prau.g_01427
OG0000799	Syad.g_02243	Prau.g_01510
OG0000800	Syad.g_02245	Prau.g_01511
OG0000801	Syad.g_02246	Prau.g_01512
OG0000802	Syad.g_02251	Prau.g_01514
OG0000803	Syad.g_02255	Prau.g_01516
OG0000804	Syad.g_02260	Prau.g_01517
OG0000805	Syad.g_02266	Prau.g_01519
OG0000806	Syad.g_02267	Prau.g_01521
OG0000807	Syad.g_02269	Prau.g_01522
OG0000808	Syad.g_02270	Prau.g_01523
OG0000809	Syad.g_02273	Prau.g_01526
OG0000810	Syad.g_02274	Prau.g_01527
OG0000811	Syad.g_02283	Prau.g_01534
OG0000812	Syad.g_02285	Prau.g_01536
OG0000813	Syad.g_02286	Prau.g_01537
OG0000814	Syad.g_02288	Prau.g_01539
OG0000815	Syad.g_02289	Prau.g_01540
OG0000816	Syad.g_02290	Prau.g_01542
OG0000817	Syad.g_02291	Prau.g_01543
OG0000818	Syad.g_02297	Prau.g_01548
OG0000819	Syad.g_02298	Prau.g_01549
OG0000820	Syad.g_02299	Prau.g_01550
OG0000821	Syad.g_02305	Prau.g_01554
OG0000822	Syad.g_02307	Prau.g_01555
OG0000823	Syad.g_02308	Prau.g_01556
OG0000824	Syad.g_02314	Prau.g_01559
OG0000825	Syad.g_02315	Prau.g_01560
OG0000826	Syad.g_02316	Prau.g_01561
OG0000827	Syad.g_02317	Prau.g_01562
OG0000828	Syad.g_02320	Prau.g_01565
OG0000829	Syad.g_02321	Prau.g_01566
OG0000830	Syad.g_02322	Prau.g_01567
OG0000831	Syad.g_02325	Prau.g_01569
OG0000832	Syad.g_02538	Prau.g_01575
OG0000833	Syad.g_02550	Prau.g_01583
OG0000834	Syad.g_02552	Prau.g_01584
OG0000835	Syad.g_02553	Prau.g_01585
OG0000836	Syad.g_02557	Prau.g_01586
OG0000837	Syad.g_02561	Prau.g_01587
OG0000838	Syad.g_02565	Prau.g_01589
OG0000839	Syad.g_02566	Prau.g_01590
OG0000840	Syad.g_02567	Prau.g_01591
OG0000841	Syad.g_02568	Prau.g_01592
OG0000842	Syad.g_02569	Prau.g_01593
OG0000843	Syad.g_02570	Prau.g_01594
OG0000844	Syad.g_02577	Prau.g_01595
OG0000845	Syad.g_02578	Prau.g_01596
OG0000846	Syad.g_02579	Prau.g_01597
OG0000847	Syad.g_02580	Prau.g_01598
OG0000848	Syad.g_02582	Prau.g_01599
OG0000849	Syad.g_02583	Prau.g_01600
OG0000850	Syad.g_02586	Prau.g_01602
OG0000851	Syad.g_02592	Prau.g_01603
OG0000852	Syad.g_02593	Prau.g_01604
OG0000853	Syad.g_02597	Prau.g_01608
OG0000854	Syad.g_02606	Prau.g_01610
OG0000855	Syad.g_02607	Prau.g_01611
OG0000856	Syad.g_02166	Prau.g_01626
OG0000857	Syad.g_01871	Prau.g_01652
OG0000858	Syad.g_02613	Prau.g_01726
OG0000859	Syad.g_02614	Prau.g_01727
OG0000860	Syad.g_02625	Prau.g_01734
OG0000861	Syad.g_02626	Prau.g_01735
OG0000862	Syad.g_02628	Prau.g_01736
OG0000863	Syad.g_02631	Prau.g_01738
OG0000864	Syad.g_02632	Prau.g_01739
OG0000865	Syad.g_02633	Prau.g_01740
OG0000866	Syad.g_02634	Prau.g_01741
OG0000867	Syad.g_02635	Prau.g_01742
OG0000868	Syad.g_02637	Prau.g_01743
OG0000869	Syad.g_02643	Prau.g_01747
OG0000870	Syad.g_02648	Prau.g_01752
OG0000871	Syad.g_02649	Prau.g_01753
OG0000872	Syad.g_02657	Prau.g_01754
OG0000873	Syad.g_02660	Prau.g_01757
OG0000874	Syad.g_02655	Prau.g_01760
OG0000875	Syad.g_02662	Prau.g_01761
OG0000876	Syad.g_03003	Prau.g_01762
OG0000877	Syad.g_02480	Prau.g_01764
OG0000878	Syad.g_02481	Prau.g_01765
OG0000879	Syad.g_02482	Prau.g_01766
OG0000880	Syad.g_02483	Prau.g_01767
OG0000881	Syad.g_02489	Prau.g_01771
OG0000882	Syad.g_02494	Prau.g_01776
OG0000883	Syad.g_02497	Prau.g_01777
OG0000884	Syad.g_02499	Prau.g_01779
OG0000885	Syad.g_02500	Prau.g_01780
OG0000886	Syad.g_02501	Prau.g_01781
OG0000887	Syad.g_02502	Prau.g_01782
OG0000888	Syad.g_02504	Prau.g_01784
OG0000889	Syad.g_02506	Prau.g_01786
OG0000890	Syad.g_02512	Prau.g_01787
OG0000891	Syad.g_02513	Prau.g_01788
OG0000892	Syad.g_02517	Prau.g_01790
OG0000893	Syad.g_00589	Prau.g_01794
OG0000894	Syad.g_00592	Prau.g_01796
OG0000895	Syad.g_00596	Prau.g_01799
OG0000896	Syad.g_00597	Prau.g_01800
OG0000897	Syad.g_00599	Prau.g_01802
OG0000898	Syad.g_00600	Prau.g_01803
OG0000899	Syad.g_00601	Prau.g_01804
OG0000900	Syad.g_00602	Prau.g_01805
OG0000901	Syad.g_00607	Prau.g_01808
OG0000902	Syad.g_00609	Prau.g_01810
OG0000903	Syad.g_00645	Prau.g_01813
OG0000904	Syad.g_00640	Prau.g_01815
OG0000905	Syad.g_00632	Prau.g_01820
OG0000906	Syad.g_00630	Prau.g_01821
OG0000907	Syad.g_00648	Prau.g_01827
OG0000908	Syad.g_00651	Prau.g_01830
OG0000909	Syad.g_00652	Prau.g_01831
OG0000910	Syad.g_00653	Prau.g_01832
OG0000911	Syad.g_00655	Prau.g_01834
OG0000912	Syad.g_00656	Prau.g_01835
OG0000913	Syad.g_00657	Prau.g_01836
OG0000914	Syad.g_00658	Prau.g_01837
OG0000915	Syad.g_00660	Prau.g_01838
OG0000916	Syad.g_00661	Prau.g_01839
OG0000917	Syad.g_00662	Prau.g_01840
OG0000918	Syad.g_00663	Prau.g_01841
OG0000919	Syad.g_00664	Prau.g_01842
OG0000920	Syad.g_00665	Prau.g_01843
OG0000921	Syad.g_00666	Prau.g_01844
OG0000922	Syad.g_00667	Prau.g_01845
OG0000923	Syad.g_00671	Prau.g_01849
OG0000924	Syad.g_00672	Prau.g_01850
OG0000925	Syad.g_00673	Prau.g_01851
OG0000926	Syad.g_00674	Prau.g_01852
OG0000927	Syad.g_00676	Prau.g_01854
OG0000928	Syad.g_00677	Prau.g_01855
OG0000929	Syad.g_00678	Prau.g_01856
OG0000930	Syad.g_00679	Prau.g_01857
OG0000931	Syad.g_00680	Prau.g_01858
OG0000932	Syad.g_00681	Prau.g_01859
OG0000933	Syad.g_00687	Prau.g_01863
OG0000934	Syad.g_00689	Prau.g_01865
OG0000935	Syad.g_00690	Prau.g_01866
OG0000936	Syad.g_00691	Prau.g_01867
OG0000937	Syad.g_00692	Prau.g_01868
OG0000938	Syad.g_00695	Prau.g_01870
OG0000939	Syad.g_00696	Prau.g_01871
OG0000940	Syad.g_00703	Prau.g_01878
OG0000941	Syad.g_00705	Prau.g_01880
OG0000942	Syad.g_00707	Prau.g_01882
OG0000943	Syad.g_00708	Prau.g_01883
OG0000944	Syad.g_00710	Prau.g_01884
OG0000945	Syad.g_00711	Prau.g_01885
OG0000946	Syad.g_00716	Prau.g_01889
OG0000947	Syad.g_00719	Prau.g_01891
OG0000948	Syad.g_00720	Prau.g_01892
OG0000949	Syad.g_00432	Prau.g_01895
OG0000950	Syad.g_00418	Prau.g_01900
OG0000951	Syad.g_00411	Prau.g_01904
OG0000952	Syad.g_00375	Prau.g_01908
OG0000953	Syad.g_00369	Prau.g_01911
OG0000954	Syad.g_00364	Prau.g_01915
OG0000955	Syad.g_00363	Prau.g_01916
OG0000956	Syad.g_00361	Prau.g_01918
OG0000957	Syad.g_00350	Prau.g_01923
OG0000958	Syad.g_00349	Prau.g_01924
OG0000959	Syad.g_00345	Prau.g_01928
OG0000960	Syad.g_00344	Prau.g_01929
OG0000961	Syad.g_00335	Prau.g_01931
OG0000962	Syad.g_00332	Prau.g_01933
OG0000963	Syad.g_00325	Prau.g_01937
OG0000964	Syad.g_00324	Prau.g_01938
OG0000965	Syad.g_00323	Prau.g_01939
OG0000966	Syad.g_00246	Prau.g_01946
OG0000967	Syad.g_00234	Prau.g_01951
OG0000968	Syad.g_00243	Prau.g_01953
OG0000969	Syad.g_00240	Prau.g_01954
OG0000970	Syad.g_00239	Prau.g_01955
OG0000971	Syad.g_00229	Prau.g_01956
OG0000972	Syad.g_00228	Prau.g_01957
OG0000973	Syad.g_00227	Prau.g_01958
OG0000974	Syad.g_00226	Prau.g_01959
OG0000975	Syad.g_00225	Prau.g_01960
OG0000976	Syad.g_00224	Prau.g_01961
OG0000977	Syad.g_00222	Prau.g_01962
OG0000978	Syad.g_00221	Prau.g_01963
OG0000979	Syad.g_00218	Prau.g_01966
OG0000980	Syad.g_00215	Prau.g_01968
OG0000981	Syad.g_00212	Prau.g_01970
OG0000982	Syad.g_03035	Prau.g_01972
OG0000983	Syad.g_03036	Prau.g_01973
OG0000984	Syad.g_03037	Prau.g_01974
OG0000985	Syad.g_03039	Prau.g_01977
OG0000986	Syad.g_03049	Prau.g_01979
OG0000987	Syad.g_00002	Prau.g_01980
OG0000988	Syad.g_00008	Prau.g_01983
OG0000989	Syad.g_00020	Prau.g_01986
OG0000990	Syad.g_00061	Prau.g_01989
OG0000991	Syad.g_00064	Prau.g_01990
OG0000992	Syad.g_00067	Prau.g_01992
OG0000993	Syad.g_00069	Prau.g_01993
OG0000994	Syad.g_00071	Prau.g_01994
OG0000995	Syad.g_00077	Prau.g_01998
OG0000996	Syad.g_00121	Prau.g_01999
OG0000997	Syad.g_00128	Prau.g_02000
OG0000998	Syad.g_00130	Prau.g_02002
OG0000999	Syad.g_00131	Prau.g_02003
OG0001000	Syad.g_00136	Prau.g_02006
OG0001001	Syad.g_00141	Prau.g_02008
OG0001002	Syad.g_00148	Prau.g_02012
OG0001003	Syad.g_00150	Prau.g_02014
OG0001004	Syad.g_00151	Prau.g_02015
OG0001005	Syad.g_00152	Prau.g_02016
OG0001006	Syad.g_00160	Prau.g_02020
OG0001007	Syad.g_00162	Prau.g_02022
OG0001008	Syad.g_02449	Prau.g_00478
OG0001009	Syad.g_00194	Prau.g_00027
OG0001010	Syad.g_00195	Prau.g_00028
OG0001011	Syad.g_00196	Prau.g_00029
OG0001012	Syad.g_03030	Prau.g_00050
OG0001013	Syad.g_03011	Prau.g_00056
OG0001014	Syad.g_03002	Prau.g_00059
OG0001015	Syad.g_03001	Prau.g_00060
OG0001016	Syad.g_02734	Prau.g_00074
OG0001017	Syad.g_02740	Prau.g_00078
OG0001018	Syad.g_02742	Prau.g_00081
OG0001019	Syad.g_02771	Prau.g_00090
OG0001020	Syad.g_02777	Prau.g_00091
OG0001021	Syad.g_02781	Prau.g_00092
OG0001022	Syad.g_02786	Prau.g_00095
OG0001023	Syad.g_02787	Prau.g_00096
OG0001024	Syad.g_02791	Prau.g_00099
OG0001025	Syad.g_02798	Prau.g_00105
OG0001026	Syad.g_02811	Prau.g_00112
OG0001027	Syad.g_02817	Prau.g_00113
OG0001028	Syad.g_02819	Prau.g_00115
OG0001029	Syad.g_02821	Prau.g_00116
OG0001030	Syad.g_02848	Prau.g_00131
OG0001031	Syad.g_02925	Prau.g_00187
OG0001032	Syad.g_02928	Prau.g_00188
OG0001033	Syad.g_02956	Prau.g_00209
OG0001034	Syad.g_00819	Prau.g_00237
OG0001035	Syad.g_00559	Prau.g_00256
OG0001036	Syad.g_00554	Prau.g_00261
OG0001037	Syad.g_00552	Prau.g_00262
OG0001039	Syad.g_00522	Prau.g_00283
OG0001040	Syad.g_00519	Prau.g_00285
OG0001041	Syad.g_00514	Prau.g_00289
OG0001042	Syad.g_00485	Prau.g_00306
OG0001043	Syad.g_00481	Prau.g_00307
OG0001044	Syad.g_00760	Prau.g_00335
OG0001045	Syad.g_00773	Prau.g_00344
OG0001046	Syad.g_01722	Prau.g_00382
OG0001047	Syad.g_02447	Prau.g_00480
OG0001048	Syad.g_02446	Prau.g_00481
OG0001049	Syad.g_02443	Prau.g_00483
OG0001050	Syad.g_02442	Prau.g_00484
OG0001051	Syad.g_02441	Prau.g_00485
OG0001052	Syad.g_02357	Prau.g_00512
OG0001054	Syad.g_00925	Prau.g_00539
OG0001055	Syad.g_00946	Prau.g_00558
OG0001056	Syad.g_00982	Prau.g_00576
OG0001057	Syad.g_00996	Prau.g_00581
OG0001058	Syad.g_01015	Prau.g_00589
OG0001059	Syad.g_01018	Prau.g_00593
OG0001060	Syad.g_01025	Prau.g_00600
OG0001061	Syad.g_01047	Prau.g_00613
OG0001062	Syad.g_01049	Prau.g_00615
OG0001063	Syad.g_01056	Prau.g_00617
OG0001064	Syad.g_01057	Prau.g_00618
OG0001065	Syad.g_01058	Prau.g_00619
OG0001066	Syad.g_01059	Prau.g_00620
OG0001067	Syad.g_01060	Prau.g_00621
OG0001068	Syad.g_01061	Prau.g_00622
OG0001069	Syad.g_01062	Prau.g_00623
OG0001070	Syad.g_01065	Prau.g_00626
OG0001071	Syad.g_01066	Prau.g_00627
OG0001072	Syad.g_01070	Prau.g_00628
OG0001073	Syad.g_01090	Prau.g_00642
OG0001074	Syad.g_02197	Prau.g_00653
OG0001075	Syad.g_02196	Prau.g_00654
OG0001076	Syad.g_02175	Prau.g_00664
OG0001077	Syad.g_02164	Prau.g_00668
OG0001078	Syad.g_02151	Prau.g_00676
OG0001079	Syad.g_02138	Prau.g_00687
OG0001080	Syad.g_02008	Prau.g_00693
OG0001081	Syad.g_01568	Prau.g_00695
OG0001082	Syad.g_01569	Prau.g_00696
OG0001083	Syad.g_01578	Prau.g_00701
OG0001084	Syad.g_01586	Prau.g_00702
OG0001085	Syad.g_01596	Prau.g_00710
OG0001086	Syad.g_01598	Prau.g_00711
OG0001087	Syad.g_01372	Prau.g_00728
OG0001088	Syad.g_01368	Prau.g_00729
OG0001089	Syad.g_01302	Prau.g_00737
OG0001090	Syad.g_01817	Prau.g_00756
OG0001091	Syad.g_01815	Prau.g_00758
OG0001092	Syad.g_01812	Prau.g_00759
OG0001093	Syad.g_01806	Prau.g_00764
OG0001094	Syad.g_01895	Prau.g_00848
OG0001095	Syad.g_01874	Prau.g_00867
OG0001096	Syad.g_01847	Prau.g_00880
OG0001097	Syad.g_01223	Prau.g_00898
OG0001098	Syad.g_02005, Syad.g_01995	Prau.g_00914
OG0001099	Syad.g_02820	Prau.g_00946
OG0001100	Syad.g_01608	Prau.g_00950
OG0001101	Syad.g_01610	Prau.g_00952
OG0001102	Syad.g_01613	Prau.g_00954
OG0001104	Syad.g_01911	Prau.g_00978
OG0001105	Syad.g_01907	Prau.g_00982
OG0001106	Syad.g_01771	Prau.g_01006
OG0001107	Syad.g_01759	Prau.g_01013
OG0001108	Syad.g_01744	Prau.g_01017
OG0001109	Syad.g_01739	Prau.g_01018
OG0001110	Syad.g_01737	Prau.g_01020
OG0001111	Syad.g_01735	Prau.g_01021
OG0001112	Syad.g_01733	Prau.g_01022
OG0001113	Syad.g_01732	Prau.g_01023
OG0001114	Syad.g_01731	Prau.g_01024
OG0001115	Syad.g_01727	Prau.g_01026
OG0001116	Syad.g_01725	Prau.g_01027
OG0001117	Syad.g_01724	Prau.g_01028
OG0001118	Syad.g_01723	Prau.g_01029
OG0001119	Syad.g_01721	Prau.g_01030
OG0001120	Syad.g_01717	Prau.g_01032
OG0001121	Syad.g_01503	Prau.g_01172, Prau.g_01035
OG0001122	Syad.g_01689	Prau.g_01061
OG0001123	Syad.g_01682	Prau.g_01065
OG0001124	Syad.g_01680	Prau.g_01067
OG0001125	Syad.g_01678	Prau.g_01068
OG0001126	Syad.g_01276	Prau.g_01078
OG0001127	Syad.g_01277	Prau.g_01079
OG0001128	Syad.g_01280	Prau.g_01081
OG0001129	Syad.g_01282	Prau.g_01082
OG0001130	Syad.g_01283	Prau.g_01083
OG0001131	Syad.g_01953	Prau.g_01118
OG0001132	Syad.g_02038	Prau.g_01127
OG0001133	Syad.g_02172	Prau.g_01160
OG0001134	Syad.g_01527	Prau.g_01174
OG0001135	Syad.g_01529	Prau.g_01177
OG0001136	Syad.g_01150	Prau.g_01204
OG0001137	Syad.g_01169	Prau.g_01214
OG0001138	Syad.g_01493	Prau.g_01232
OG0001139	Syad.g_01491	Prau.g_01233
OG0001140	Syad.g_01490	Prau.g_01234
OG0001141	Syad.g_01489	Prau.g_01235
OG0001142	Syad.g_01488	Prau.g_01236
OG0001143	Syad.g_01473	Prau.g_01243
OG0001144	Syad.g_01457	Prau.g_01248
OG0001145	Syad.g_01112	Prau.g_01362
OG0001146	Syad.g_02412	Prau.g_01375
OG0001147	Syad.g_02349	Prau.g_01395
OG0001148	Syad.g_00889	Prau.g_01411
OG0001149	Syad.g_00888	Prau.g_01412
OG0001150	Syad.g_00887	Prau.g_01413
OG0001151	Syad.g_00875	Prau.g_01424
OG0001152	Syad.g_00872	Prau.g_01425
OG0001153	Syad.g_02318	Prau.g_01563
OG0001154	Syad.g_02319	Prau.g_01564
OG0001155	Syad.g_02540	Prau.g_01576
OG0001156	Syad.g_02543	Prau.g_01579
OG0001157	Syad.g_02544	Prau.g_01580
OG0001158	Syad.g_02546	Prau.g_01581
OG0001159	Syad.g_02547	Prau.g_01582
OG0001160	Syad.g_02595	Prau.g_01606
OG0001161	Syad.g_00026	Prau.g_01619
OG0001162	Syad.g_01844	Prau.g_01630
OG0001163	Syad.g_02610	Prau.g_01724
OG0001164	Syad.g_02616	Prau.g_01728
OG0001165	Syad.g_02621	Prau.g_01731
