Orthogroup	Syad	Syan
OG0000583	Syad.g_02205	Syan.g_01029
OG0000584	Syad.g_02204	Syan.g_01028
OG0000585	Syad.g_02202	Syan.g_01024
OG0000586	Syad.g_02201	Syan.g_01022
OG0000587	Syad.g_02199	Syan.g_01020
OG0000588	Syad.g_02183	Syan.g_00215
OG0000589	Syad.g_02178	Syan.g_00016
OG0000590	Syad.g_02177	Syan.g_00015
OG0000591	Syad.g_02169	Syan.g_00003
OG0000592	Syad.g_02168	Syan.g_00002
OG0000593	Syad.g_02156	Syan.g_00820
OG0000594	Syad.g_02155	Syan.g_00819
OG0000595	Syad.g_02154	Syan.g_00818
OG0000596	Syad.g_02149	Syan.g_00813
OG0000597	Syad.g_02146	Syan.g_00810
OG0000598	Syad.g_02145	Syan.g_00809
OG0000599	Syad.g_02142	Syan.g_00802
OG0000600	Syad.g_02141	Syan.g_00801
OG0000601	Syad.g_02140	Syan.g_00800
OG0000602	Syad.g_02135	Syan.g_00796
OG0000603	Syad.g_02134	Syan.g_00795
OG0000604	Syad.g_02131	Syan.g_00792
OG0000605	Syad.g_02026	Syan.g_00783
OG0000606	Syad.g_01567	Syan.g_00780
OG0000607	Syad.g_01571	Syan.g_00777
OG0000608	Syad.g_01572	Syan.g_00776
OG0000609	Syad.g_01574	Syan.g_00774
OG0000610	Syad.g_01589	Syan.g_00766
OG0000611	Syad.g_01592	Syan.g_00763
OG0000612	Syad.g_01593	Syan.g_00762
OG0000613	Syad.g_00457	Syan.g_01965
OG0000614	Syad.g_01340	Syan.g_00184
OG0000615	Syad.g_01948	Syan.g_00728
OG0000616	Syad.g_00145	Syan.g_01694
OG0000617	Syad.g_01810	Syan.g_00324
OG0000618	Syad.g_01809	Syan.g_00325
OG0000619	Syad.g_01808	Syan.g_00326
OG0000620	Syad.g_01803	Syan.g_00331
OG0000621	Syad.g_01802	Syan.g_00332
OG0000622	Syad.g_01801	Syan.g_00334
OG0000623	Syad.g_01800	Syan.g_00335
OG0000624	Syad.g_01798	Syan.g_00337
OG0000625	Syad.g_01797	Syan.g_00338
OG0000626	Syad.g_01796	Syan.g_00339
OG0000627	Syad.g_01640	Syan.g_00465
OG0000628	Syad.g_01641	Syan.g_00466
OG0000629	Syad.g_01644	Syan.g_00469
OG0000630	Syad.g_01648	Syan.g_00474
OG0000631	Syad.g_01658	Syan.g_00484
OG0000632	Syad.g_01659	Syan.g_00485
OG0000633	Syad.g_01660	Syan.g_00489
OG0000634	Syad.g_01893	Syan.g_00694
OG0000635	Syad.g_01892	Syan.g_00693
OG0000636	Syad.g_01890	Syan.g_00691
OG0000637	Syad.g_01888	Syan.g_00689
OG0000638	Syad.g_01887	Syan.g_00688
OG0000639	Syad.g_01886	Syan.g_00687
OG0000640	Syad.g_01885	Syan.g_00686
OG0000641	Syad.g_01881	Syan.g_00682
OG0000642	Syad.g_01880	Syan.g_00681
OG0000643	Syad.g_01878	Syan.g_00679
OG0000644	Syad.g_01877	Syan.g_00678
OG0000645	Syad.g_01875	Syan.g_00676
OG0000646	Syad.g_01872	Syan.g_00673
OG0000647	Syad.g_01870	Syan.g_00671
OG0000648	Syad.g_01860	Syan.g_00669
OG0000649	Syad.g_01859	Syan.g_00668
OG0000650	Syad.g_01858	Syan.g_00667
OG0000651	Syad.g_01857	Syan.g_00666
OG0000652	Syad.g_01856	Syan.g_00665
OG0000653	Syad.g_01850	Syan.g_00663
OG0000654	Syad.g_01849	Syan.g_00661
OG0000655	Syad.g_01848	Syan.g_00660
OG0000656	Syad.g_01845	Syan.g_00656
OG0000657	Syad.g_01240	Syan.g_00375
OG0000658	Syad.g_01231	Syan.g_00378
OG0000659	Syad.g_01230	Syan.g_00379
OG0000660	Syad.g_01226	Syan.g_00383
OG0000661	Syad.g_01224	Syan.g_00385
OG0000662	Syad.g_01222	Syan.g_00392
OG0000663	Syad.g_01219	Syan.g_00395
OG0000664	Syad.g_01209	Syan.g_00397
OG0000665	Syad.g_02115	Syan.g_00788
OG0000666	Syad.g_02027	Syan.g_02100
OG0000667	Syad.g_00612	Syan.g_00044
OG0000668	Syad.g_01688	Syan.g_00365
OG0000669	Syad.g_01606	Syan.g_00751
OG0000670	Syad.g_01609	Syan.g_00748
OG0000671	Syad.g_01611	Syan.g_00746
OG0000672	Syad.g_01615	Syan.g_00743
OG0000673	Syad.g_01618	Syan.g_00740
OG0000674	Syad.g_01620	Syan.g_00738
OG0000675	Syad.g_01633	Syan.g_00737
OG0000676	Syad.g_01635	Syan.g_00735
OG0000677	Syad.g_01636	Syan.g_00734
OG0000678	Syad.g_01957	Syan.g_00732
OG0000679	Syad.g_01922	Syan.g_00724
OG0000680	Syad.g_01921	Syan.g_00723
OG0000681	Syad.g_01919	Syan.g_00720
OG0000682	Syad.g_01918	Syan.g_00719
OG0000683	Syad.g_01917	Syan.g_00718
OG0000684	Syad.g_01912	Syan.g_00715
OG0000685	Syad.g_01910	Syan.g_00713
OG0000686	Syad.g_01909	Syan.g_00712
OG0000687	Syad.g_01908	Syan.g_00711
OG0000688	Syad.g_01904	Syan.g_00706
OG0000689	Syad.g_01902	Syan.g_00704
OG0000690	Syad.g_01901	Syan.g_00703
OG0000691	Syad.g_01900	Syan.g_00702
OG0000692	Syad.g_01899	Syan.g_00700
OG0000693	Syad.g_01897	Syan.g_00698
OG0000694	Syad.g_01896	Syan.g_00697
OG0000695	Syad.g_01662	Syan.g_00492
OG0000696	Syad.g_01663	Syan.g_00493
OG0000697	Syad.g_01789	Syan.g_00495
OG0000698	Syad.g_01786	Syan.g_00498
OG0000699	Syad.g_01785	Syan.g_00500
OG0000700	Syad.g_01784	Syan.g_00501
OG0000701	Syad.g_01783	Syan.g_00502
OG0000702	Syad.g_01775	Syan.g_00534
OG0000703	Syad.g_01774	Syan.g_00546
OG0000704	Syad.g_01772	Syan.g_00550
OG0000705	Syad.g_01765	Syan.g_00557
OG0000706	Syad.g_01764	Syan.g_00558
OG0000707	Syad.g_01763	Syan.g_00559
OG0000708	Syad.g_01760	Syan.g_00562
OG0000709	Syad.g_01745	Syan.g_00570
OG0000710	Syad.g_01738	Syan.g_00574
OG0000711	Syad.g_01710	Syan.g_00607
OG0000712	Syad.g_01708	Syan.g_00609
OG0000713	Syad.g_01707	Syan.g_00610
OG0000714	Syad.g_01705	Syan.g_00624
OG0000715	Syad.g_01703	Syan.g_00626
OG0000716	Syad.g_01697	Syan.g_00630
OG0000717	Syad.g_01696	Syan.g_00631
OG0000718	Syad.g_01692	Syan.g_00651
OG0000719	Syad.g_01690	Syan.g_00367
OG0000720	Syad.g_01677	Syan.g_00354
OG0000721	Syad.g_01675	Syan.g_00352
OG0000722	Syad.g_01674	Syan.g_00351
OG0000723	Syad.g_01791	Syan.g_00341
OG0000724	Syad.g_01284	Syan.g_00299
OG0000725	Syad.g_01293	Syan.g_00194
OG0000726	Syad.g_01294	Syan.g_00193
OG0000727	Syad.g_01295	Syan.g_00192
OG0000728	Syad.g_01297	Syan.g_00190
OG0000729	Syad.g_00331	Syan.g_01885
OG0000730	Syad.g_00758	Syan.g_02147
OG0000731	Syad.g_00770	Syan.g_02135
OG0000732	Syad.g_00214	Syan.g_01726
OG0000733	Syad.g_00028	Syan.g_01147
OG0000734	Syad.g_02809	Syan.g_02982
OG0000735	Syad.g_01120	Syan.g_02713
OG0000736	Syad.g_01121	Syan.g_02712
OG0000737	Syad.g_01122	Syan.g_02711
OG0000738	Syad.g_01127	Syan.g_02705
OG0000739	Syad.g_01145	Syan.g_02704
OG0000740	Syad.g_01146	Syan.g_02703
OG0000741	Syad.g_01149	Syan.g_02700
OG0000742	Syad.g_01151	Syan.g_02697
OG0000743	Syad.g_01153	Syan.g_02694
OG0000744	Syad.g_01154	Syan.g_02693
OG0000745	Syad.g_01156	Syan.g_02690
OG0000746	Syad.g_01158	Syan.g_02687
OG0000747	Syad.g_01159	Syan.g_02685
OG0000748	Syad.g_01170	Syan.g_02669
OG0000749	Syad.g_01173	Syan.g_02668
OG0000750	Syad.g_01174	Syan.g_02667
OG0000751	Syad.g_01182	Syan.g_02661
OG0000752	Syad.g_01184	Syan.g_02659
OG0000753	Syad.g_01187	Syan.g_02656
OG0000754	Syad.g_01516	Syan.g_02650
OG0000755	Syad.g_01504	Syan.g_02641
OG0000756	Syad.g_01498	Syan.g_02640
OG0000757	Syad.g_01487	Syan.g_02623
OG0000758	Syad.g_01486	Syan.g_02622
OG0000759	Syad.g_01485	Syan.g_02621
OG0000760	Syad.g_01484	Syan.g_02620
OG0000761	Syad.g_01480	Syan.g_02619
OG0000762	Syad.g_01474	Syan.g_02617
OG0000763	Syad.g_01468	Syan.g_02615
OG0000764	Syad.g_01467	Syan.g_02614
OG0000765	Syad.g_01447	Syan.g_02587
OG0000766	Syad.g_01446	Syan.g_02586
OG0000767	Syad.g_01444	Syan.g_02584
OG0000768	Syad.g_01443	Syan.g_02583
OG0000769	Syad.g_01441	Syan.g_02581
OG0000770	Syad.g_01437	Syan.g_02561
OG0000771	Syad.g_01278	Syan.g_00305
OG0000772	Syad.g_02078	Syan.g_00436
OG0000773	Syad.g_01114	Syan.g_01199
OG0000774	Syad.g_02396	Syan.g_01205
OG0000775	Syad.g_02398	Syan.g_01207
OG0000776	Syad.g_02399	Syan.g_01208
OG0000777	Syad.g_02400	Syan.g_01209
OG0000778	Syad.g_02401	Syan.g_01210
OG0000779	Syad.g_02407	Syan.g_01215
OG0000780	Syad.g_02411	Syan.g_01218
OG0000781	Syad.g_02415	Syan.g_01222
OG0000782	Syad.g_02416	Syan.g_01223
OG0000783	Syad.g_02418	Syan.g_01224
OG0000784	Syad.g_02419	Syan.g_01225
OG0000785	Syad.g_02421	Syan.g_01228
OG0000786	Syad.g_01101	Syan.g_01243
OG0000787	Syad.g_01100	Syan.g_01244
OG0000788	Syad.g_02139	Syan.g_00843
OG0000789	Syad.g_01982	Syan.g_00075
OG0000790	Syad.g_00886	Syan.g_02778
OG0000791	Syad.g_00885	Syan.g_02780
OG0000792	Syad.g_00884	Syan.g_02781
OG0000793	Syad.g_00879	Syan.g_02879
OG0000794	Syad.g_00878	Syan.g_02881
OG0000795	Syad.g_00877	Syan.g_02882
OG0000796	Syad.g_00871	Syan.g_02886
OG0000797	Syad.g_00870	Syan.g_02888
OG0000798	Syad.g_00525	Syan.g_02026
OG0000799	Syad.g_02243	Syan.g_01310
OG0000800	Syad.g_02245	Syan.g_01308
OG0000801	Syad.g_02246	Syan.g_01307
OG0000802	Syad.g_02251	Syan.g_01303
OG0000803	Syad.g_02255	Syan.g_01294
OG0000804	Syad.g_02260	Syan.g_01291
OG0000805	Syad.g_02266	Syan.g_01289
OG0000806	Syad.g_02267	Syan.g_01287
OG0000807	Syad.g_02269	Syan.g_01286
OG0000808	Syad.g_02270	Syan.g_01285
OG0000809	Syad.g_02273	Syan.g_01281
OG0000810	Syad.g_02274	Syan.g_01280
OG0000811	Syad.g_02283	Syan.g_01272
OG0000812	Syad.g_02285	Syan.g_01270
OG0000813	Syad.g_02286	Syan.g_01269
OG0000814	Syad.g_02288	Syan.g_01267
OG0000815	Syad.g_02289	Syan.g_01249
OG0000816	Syad.g_02290	Syan.g_01247
OG0000817	Syad.g_02291	Syan.g_01328
OG0000818	Syad.g_02297	Syan.g_02807
OG0000819	Syad.g_02298	Syan.g_02808
OG0000820	Syad.g_02299	Syan.g_02809
OG0000821	Syad.g_02305	Syan.g_02815
OG0000822	Syad.g_02307	Syan.g_02817
OG0000823	Syad.g_02308	Syan.g_02818
OG0000824	Syad.g_02314	Syan.g_02824
OG0000825	Syad.g_02315	Syan.g_02825
OG0000826	Syad.g_02316	Syan.g_02826
OG0000827	Syad.g_02317	Syan.g_02827
OG0000828	Syad.g_02320	Syan.g_02830
OG0000829	Syad.g_02321	Syan.g_02831
OG0000830	Syad.g_02322	Syan.g_02832
OG0000831	Syad.g_02325	Syan.g_02834
OG0000832	Syad.g_02538	Syan.g_02408
OG0000833	Syad.g_02550	Syan.g_01343
OG0000834	Syad.g_02552	Syan.g_01345
OG0000835	Syad.g_02553	Syan.g_01346
OG0000836	Syad.g_02557	Syan.g_01349
OG0000837	Syad.g_02561	Syan.g_01351
OG0000838	Syad.g_02565	Syan.g_01355
OG0000839	Syad.g_02566	Syan.g_01356
OG0000840	Syad.g_02567	Syan.g_01357
OG0000841	Syad.g_02568	Syan.g_01358
OG0000842	Syad.g_02569	Syan.g_01359
OG0000843	Syad.g_02570	Syan.g_01360
OG0000844	Syad.g_02577	Syan.g_01362
OG0000845	Syad.g_02578	Syan.g_01363
OG0000846	Syad.g_02579	Syan.g_01364
OG0000847	Syad.g_02580	Syan.g_01365
OG0000848	Syad.g_02582	Syan.g_01367
OG0000849	Syad.g_02583	Syan.g_01368
OG0000850	Syad.g_02586	Syan.g_01371
OG0000851	Syad.g_02592	Syan.g_01374
OG0000852	Syad.g_02593	Syan.g_01375
OG0000853	Syad.g_02597	Syan.g_01379
OG0000854	Syad.g_02606	Syan.g_01381
OG0000855	Syad.g_02607	Syan.g_01382
OG0000856	Syad.g_02166	Syan.g_01136
OG0000857	Syad.g_01871	Syan.g_00672
OG0000858	Syad.g_02613	Syan.g_01389
OG0000859	Syad.g_02614	Syan.g_01390
OG0000860	Syad.g_02625	Syan.g_01402
OG0000861	Syad.g_02626	Syan.g_01403
OG0000862	Syad.g_02628	Syan.g_01412
OG0000863	Syad.g_02631	Syan.g_01414
OG0000864	Syad.g_02632	Syan.g_00969
OG0000865	Syad.g_02633	Syan.g_01415
OG0000866	Syad.g_02634	Syan.g_01416
OG0000867	Syad.g_02635	Syan.g_01417
OG0000868	Syad.g_02637	Syan.g_01421
OG0000869	Syad.g_02643	Syan.g_01426
OG0000870	Syad.g_02648	Syan.g_01431
OG0000871	Syad.g_02649	Syan.g_01432
OG0000872	Syad.g_02657	Syan.g_01438
OG0000873	Syad.g_02660	Syan.g_01441
OG0000874	Syad.g_02655	Syan.g_01443
OG0000875	Syad.g_02662	Syan.g_01445
OG0000876	Syad.g_03003	Syan.g_00391
OG0000877	Syad.g_02480	Syan.g_01449
OG0000878	Syad.g_02481	Syan.g_01450
OG0000879	Syad.g_02482	Syan.g_01451
OG0000880	Syad.g_02483	Syan.g_01452
OG0000881	Syad.g_02489	Syan.g_01457
OG0000882	Syad.g_02494	Syan.g_01462
OG0000883	Syad.g_02497	Syan.g_01464
OG0000884	Syad.g_02499	Syan.g_01466
OG0000885	Syad.g_02500	Syan.g_01467
OG0000886	Syad.g_02501	Syan.g_01468
OG0000887	Syad.g_02502	Syan.g_01469
OG0000888	Syad.g_02504	Syan.g_01471
OG0000889	Syad.g_02506	Syan.g_01473
OG0000890	Syad.g_02512	Syan.g_01476
OG0000891	Syad.g_02513	Syan.g_01477
OG0000892	Syad.g_02517	Syan.g_01480
OG0000893	Syad.g_00589	Syan.g_02103
OG0000894	Syad.g_00592	Syan.g_02108
OG0000895	Syad.g_00596	Syan.g_02112
OG0000896	Syad.g_00597	Syan.g_02113
OG0000897	Syad.g_00599	Syan.g_02115
OG0000898	Syad.g_00600	Syan.g_02116
OG0000899	Syad.g_00601	Syan.g_02117
OG0000900	Syad.g_00602	Syan.g_02118
OG0000901	Syad.g_00607	Syan.g_02123
OG0000902	Syad.g_00609	Syan.g_02125
OG0000903	Syad.g_00645	Syan.g_02252
OG0000904	Syad.g_00640	Syan.g_02258
OG0000905	Syad.g_00632	Syan.g_02129
OG0000906	Syad.g_00630	Syan.g_02127
OG0000907	Syad.g_00648	Syan.g_02245
OG0000908	Syad.g_00651	Syan.g_02242
OG0000909	Syad.g_00652	Syan.g_02241
OG0000910	Syad.g_00653	Syan.g_02240
OG0000911	Syad.g_00655	Syan.g_02238
OG0000912	Syad.g_00656	Syan.g_02237
OG0000913	Syad.g_00657	Syan.g_02236
OG0000914	Syad.g_00658	Syan.g_02235
OG0000915	Syad.g_00660	Syan.g_02233
OG0000916	Syad.g_00661	Syan.g_02232
OG0000917	Syad.g_00662	Syan.g_02231
OG0000918	Syad.g_00663	Syan.g_02230
OG0000919	Syad.g_00664	Syan.g_02229
OG0000920	Syad.g_00665	Syan.g_02228
OG0000921	Syad.g_00666	Syan.g_02227
OG0000922	Syad.g_00667	Syan.g_02226
OG0000923	Syad.g_00671	Syan.g_02222
OG0000924	Syad.g_00672	Syan.g_02221
OG0000925	Syad.g_00673	Syan.g_02220
OG0000926	Syad.g_00674	Syan.g_02219
OG0000927	Syad.g_00676	Syan.g_02217
OG0000928	Syad.g_00677	Syan.g_02216
OG0000929	Syad.g_00678	Syan.g_02215
OG0000930	Syad.g_00679	Syan.g_02214
OG0000931	Syad.g_00680	Syan.g_02213
OG0000932	Syad.g_00681	Syan.g_02212
OG0000933	Syad.g_00687	Syan.g_02206
OG0000934	Syad.g_00689	Syan.g_02204
OG0000935	Syad.g_00690	Syan.g_02203
OG0000936	Syad.g_00691	Syan.g_02202
OG0000937	Syad.g_00692	Syan.g_02201
OG0000938	Syad.g_00695	Syan.g_02198
OG0000939	Syad.g_00696	Syan.g_02197
OG0000940	Syad.g_00703	Syan.g_02188
OG0000941	Syad.g_00705	Syan.g_02186
OG0000942	Syad.g_00707	Syan.g_02184
OG0000943	Syad.g_00708	Syan.g_02183
OG0000944	Syad.g_00710	Syan.g_02181
OG0000945	Syad.g_00711	Syan.g_02180
OG0000946	Syad.g_00716	Syan.g_02167
OG0000947	Syad.g_00719	Syan.g_02164
OG0000948	Syad.g_00720	Syan.g_02163
OG0000949	Syad.g_00432	Syan.g_01951
OG0000950	Syad.g_00418	Syan.g_01940
OG0000951	Syad.g_00411	Syan.g_01932
OG0000952	Syad.g_00375	Syan.g_01927
OG0000953	Syad.g_00369	Syan.g_01922
OG0000954	Syad.g_00364	Syan.g_01916
OG0000955	Syad.g_00363	Syan.g_01915
OG0000956	Syad.g_00361	Syan.g_01913
OG0000957	Syad.g_00350	Syan.g_01898
OG0000958	Syad.g_00349	Syan.g_01897
OG0000959	Syad.g_00345	Syan.g_01893
OG0000960	Syad.g_00344	Syan.g_01892
OG0000961	Syad.g_00335	Syan.g_03024
OG0000962	Syad.g_00332	Syan.g_01887
OG0000963	Syad.g_00325	Syan.g_01881
OG0000964	Syad.g_00324	Syan.g_01880
OG0000965	Syad.g_00323	Syan.g_01879
OG0000966	Syad.g_00246	Syan.g_01812
OG0000967	Syad.g_00234	Syan.g_01804
OG0000968	Syad.g_00243	Syan.g_01706
OG0000969	Syad.g_00240	Syan.g_01708
OG0000970	Syad.g_00239	Syan.g_01709
OG0000971	Syad.g_00229	Syan.g_01711
OG0000972	Syad.g_00228	Syan.g_01712
OG0000973	Syad.g_00227	Syan.g_01713
OG0000974	Syad.g_00226	Syan.g_01714
OG0000975	Syad.g_00225	Syan.g_01715
OG0000976	Syad.g_00224	Syan.g_01716
OG0000977	Syad.g_00222	Syan.g_01718
OG0000978	Syad.g_00221	Syan.g_01719
OG0000979	Syad.g_00218	Syan.g_01722
OG0000980	Syad.g_00215	Syan.g_01725
OG0000981	Syad.g_00212	Syan.g_01728
OG0000982	Syad.g_03035	Syan.g_01566
OG0000983	Syad.g_03036	Syan.g_01567
OG0000984	Syad.g_03037	Syan.g_01568
OG0000985	Syad.g_03039	Syan.g_01572
OG0000986	Syad.g_03049	Syan.g_01574
OG0000987	Syad.g_00002	Syan.g_01576
OG0000988	Syad.g_00008	Syan.g_01581
OG0000989	Syad.g_00020	Syan.g_01587
OG0000990	Syad.g_00061	Syan.g_01615
OG0000991	Syad.g_00064	Syan.g_01618
OG0000992	Syad.g_00067	Syan.g_01622
OG0000993	Syad.g_00069	Syan.g_01623
OG0000994	Syad.g_00071	Syan.g_01625
OG0000995	Syad.g_00077	Syan.g_01629
OG0000996	Syad.g_00121	Syan.g_01653
OG0000997	Syad.g_00128	Syan.g_01677
OG0000998	Syad.g_00130	Syan.g_01679
OG0000999	Syad.g_00131	Syan.g_01680
OG0001000	Syad.g_00136	Syan.g_01684
OG0001001	Syad.g_00141	Syan.g_01690
OG0001002	Syad.g_00148	Syan.g_01697
OG0001003	Syad.g_00150	Syan.g_01699
OG0001004	Syad.g_00151	Syan.g_01700
OG0001005	Syad.g_00152	Syan.g_01701
OG0001006	Syad.g_00160	Syan.g_01794
OG0001007	Syad.g_00162	Syan.g_01796
OG0001008	Syad.g_02449	Syan.g_02397
OG0001009	Syad.g_00194	Syan.g_01748
OG0001010	Syad.g_00195	Syan.g_01747
OG0001011	Syad.g_00196	Syan.g_01745
OG0001012	Syad.g_03030	Syan.g_00281
OG0001013	Syad.g_03011	Syan.g_01542
OG0001014	Syad.g_03002	Syan.g_01535
OG0001015	Syad.g_03001	Syan.g_01534
OG0001016	Syad.g_02734	Syan.g_02912
OG0001017	Syad.g_02740	Syan.g_02918
OG0001018	Syad.g_02742	Syan.g_02920
OG0001019	Syad.g_02771	Syan.g_02947
OG0001020	Syad.g_02777	Syan.g_02951
OG0001021	Syad.g_02781	Syan.g_02958
OG0001022	Syad.g_02786	Syan.g_02964
OG0001023	Syad.g_02787	Syan.g_02965
OG0001024	Syad.g_02791	Syan.g_00968
OG0001025	Syad.g_02798	Syan.g_02971
OG0001026	Syad.g_02811	Syan.g_02984
OG0001027	Syad.g_02817	Syan.g_02308
OG0001028	Syad.g_02819	Syan.g_02305
OG0001029	Syad.g_02821	Syan.g_02303
OG0001030	Syad.g_02848	Syan.g_02281
OG0001031	Syad.g_02925	Syan.g_03060
OG0001032	Syad.g_02928	Syan.g_03063
OG0001033	Syad.g_02956	Syan.g_00970
OG0001034	Syad.g_00819	Syan.g_02425
OG0001035	Syad.g_00559	Syan.g_02062
OG0001036	Syad.g_00554	Syan.g_02056
OG0001037	Syad.g_00552	Syan.g_02054
OG0001039	Syad.g_00522	Syan.g_02022
OG0001040	Syad.g_00519	Syan.g_02019
OG0001041	Syad.g_00514	Syan.g_02015
OG0001042	Syad.g_00485	Syan.g_01992
OG0001043	Syad.g_00481	Syan.g_01988
OG0001044	Syad.g_00760	Syan.g_02145
OG0001045	Syad.g_00773	Syan.g_02132
OG0001046	Syad.g_01722	Syan.g_00591
OG0001047	Syad.g_02447	Syan.g_02399
OG0001048	Syad.g_02446	Syan.g_02400
OG0001049	Syad.g_02443	Syan.g_01340
OG0001050	Syad.g_02442	Syan.g_01339
OG0001051	Syad.g_02441	Syan.g_01338
OG0001052	Syad.g_02357	Syan.g_02850
OG0001054	Syad.g_00925	Syan.g_02742
OG0001055	Syad.g_00946	Syan.g_02721
OG0001056	Syad.g_00982	Syan.g_01161
OG0001057	Syad.g_00996	Syan.g_00832
OG0001058	Syad.g_01015	Syan.g_00851
OG0001059	Syad.g_01018	Syan.g_00855
OG0001060	Syad.g_01025	Syan.g_00861
OG0001061	Syad.g_01047	Syan.g_00880
OG0001063	Syad.g_01056	Syan.g_00945
OG0001064	Syad.g_01057	Syan.g_00946
OG0001065	Syad.g_01058	Syan.g_00947
OG0001066	Syad.g_01059	Syan.g_00948
OG0001067	Syad.g_01060	Syan.g_00949
OG0001068	Syad.g_01061	Syan.g_00950
OG0001069	Syad.g_01062	Syan.g_00951
OG0001070	Syad.g_01065	Syan.g_00955
OG0001071	Syad.g_01066	Syan.g_00956
OG0001072	Syad.g_01070	Syan.g_00960
OG0001073	Syad.g_01090	Syan.g_01012
OG0001074	Syad.g_02197	Syan.g_00202
OG0001075	Syad.g_02196	Syan.g_00200
OG0001076	Syad.g_02175	Syan.g_00012
OG0001077	Syad.g_02164	Syan.g_01140
OG0001078	Syad.g_02151	Syan.g_00815
OG0001079	Syad.g_02138	Syan.g_00799
OG0001080	Syad.g_02008	Syan.g_00781
OG0001081	Syad.g_01568	Syan.g_00779
OG0001082	Syad.g_01569	Syan.g_00778
OG0001083	Syad.g_01578	Syan.g_00771
OG0001084	Syad.g_01586	Syan.g_00770
OG0001086	Syad.g_01598	Syan.g_00757
OG0001087	Syad.g_01372	Syan.g_01159
OG0001088	Syad.g_01368	Syan.g_02688
OG0001089	Syad.g_01302	Syan.g_00185
OG0001090	Syad.g_01817	Syan.g_00317
OG0001091	Syad.g_01815	Syan.g_00320
OG0001092	Syad.g_01812	Syan.g_00322
OG0001093	Syad.g_01806	Syan.g_00328
OG0001094	Syad.g_01895	Syan.g_00696
OG0001095	Syad.g_01874	Syan.g_00675
OG0001096	Syad.g_01847	Syan.g_00659
OG0001097	Syad.g_01223	Syan.g_00386
OG0001099	Syad.g_02820	Syan.g_02304
OG0001100	Syad.g_01608	Syan.g_00749
OG0001101	Syad.g_01610	Syan.g_00747
OG0001102	Syad.g_01613	Syan.g_00744
OG0001103	Syad.g_01616	Syan.g_00742
OG0001104	Syad.g_01911	Syan.g_00714
OG0001106	Syad.g_01771	Syan.g_00551
OG0001107	Syad.g_01759	Syan.g_00563
OG0001108	Syad.g_01744	Syan.g_00571
OG0001109	Syad.g_01739	Syan.g_00573
OG0001110	Syad.g_01737	Syan.g_00575
OG0001111	Syad.g_01735	Syan.g_00577
OG0001112	Syad.g_01733	Syan.g_00579
OG0001113	Syad.g_01732	Syan.g_00580
OG0001114	Syad.g_01731	Syan.g_00581
OG0001115	Syad.g_01727	Syan.g_00586
OG0001116	Syad.g_01725	Syan.g_00588
OG0001117	Syad.g_01724	Syan.g_00589
OG0001118	Syad.g_01723	Syan.g_00590
OG0001119	Syad.g_01721	Syan.g_00592
OG0001120	Syad.g_01717	Syan.g_00597
OG0001122	Syad.g_01689	Syan.g_00366
OG0001123	Syad.g_01682	Syan.g_00359
OG0001124	Syad.g_01680	Syan.g_00357
OG0001125	Syad.g_01678	Syan.g_00355
OG0001126	Syad.g_01276	Syan.g_00307
OG0001127	Syad.g_01277	Syan.g_00306
OG0001128	Syad.g_01280	Syan.g_00303
OG0001129	Syad.g_01282	Syan.g_00301
OG0001130	Syad.g_01283	Syan.g_00300
OG0001131	Syad.g_01953	Syan.g_00079
OG0001132	Syad.g_02038	Syan.g_00100
OG0001133	Syad.g_02172	Syan.g_00006
OG0001134	Syad.g_01527	Syan.g_01146
OG0001135	Syad.g_01529	Syan.g_02542
OG0001136	Syad.g_01150	Syan.g_02699
OG0001137	Syad.g_01169	Syan.g_02670
OG0001138	Syad.g_01493	Syan.g_02638
OG0001139	Syad.g_01491	Syan.g_02636
OG0001140	Syad.g_01490	Syan.g_02635
OG0001141	Syad.g_01489	Syan.g_02625
OG0001142	Syad.g_01488	Syan.g_02624
OG0001143	Syad.g_01473	Syan.g_02616
OG0001144	Syad.g_01457	Syan.g_02596
OG0001145	Syad.g_01112	Syan.g_01200
OG0001146	Syad.g_02412	Syan.g_01219
OG0001147	Syad.g_02349	Syan.g_02842
OG0001148	Syad.g_00889	Syan.g_02775
OG0001149	Syad.g_00888	Syan.g_02776
OG0001150	Syad.g_00887	Syan.g_02777
OG0001151	Syad.g_00875	Syan.g_02884
OG0001152	Syad.g_00872	Syan.g_02885
OG0001153	Syad.g_02318	Syan.g_02828
OG0001154	Syad.g_02319	Syan.g_02829
OG0001156	Syad.g_02543	Syan.g_02404
OG0001157	Syad.g_02544	Syan.g_02403
OG0001158	Syad.g_02546	Syan.g_02402
OG0001159	Syad.g_02547	Syan.g_02401
OG0001160	Syad.g_02595	Syan.g_01377
OG0001161	Syad.g_00026	Syan.g_01594
OG0001162	Syad.g_01844	Syan.g_02943
OG0001163	Syad.g_02610	Syan.g_01385
OG0001164	Syad.g_02616	Syan.g_01392
OG0001165	Syad.g_02621	Syan.g_01397
OG0001166	Syad.g_02647	Syan.g_01430
OG0001167	Syad.g_02486	Syan.g_00992
OG0001168	Syad.g_02488	Syan.g_01456
OG0001169	Syad.g_02490	Syan.g_01458
OG0001170	Syad.g_02492	Syan.g_01460
OG0001171	Syad.g_02503	Syan.g_01470
OG0001172	Syad.g_00594	Syan.g_02110
