Orthogroup	Syad	Prbg
OG0000555	Syad.g_00999	Prbg.g_00259
OG0000556	Syad.g_01003	Prbg.g_00261
OG0000557	Syad.g_01011	Prbg.g_00262
OG0000558	Syad.g_01013	Prbg.g_00265
OG0000559	Syad.g_01016	Prbg.g_00269
OG0000560	Syad.g_01019	Prbg.g_00272
OG0000561	Syad.g_01020	Prbg.g_00273
OG0000562	Syad.g_01021	Prbg.g_00274
OG0000563	Syad.g_01022	Prbg.g_00275
OG0000564	Syad.g_01023	Prbg.g_00276
OG0000565	Syad.g_01027	Prbg.g_00278
OG0000566	Syad.g_01031	Prbg.g_00282
OG0000567	Syad.g_01035	Prbg.g_00286
OG0000568	Syad.g_01040	Prbg.g_00287
OG0000569	Syad.g_01041	Prbg.g_00288
OG0000570	Syad.g_01042	Prbg.g_00289
OG0000571	Syad.g_01046	Prbg.g_00291
OG0000572	Syad.g_01064	Prbg.g_00305
OG0000573	Syad.g_01072	Prbg.g_00311
OG0000574	Syad.g_01077	Prbg.g_00312
OG0000575	Syad.g_01083	Prbg.g_00316
OG0000576	Syad.g_01085	Prbg.g_00318
OG0000577	Syad.g_01086	Prbg.g_00319
OG0000578	Syad.g_01087	Prbg.g_00320
OG0000579	Syad.g_01088	Prbg.g_00321
OG0000580	Syad.g_01089	Prbg.g_00322
OG0000581	Syad.g_01097	Prbg.g_00325
OG0000582	Syad.g_02206	Prbg.g_00328
OG0000583	Syad.g_02205	Prbg.g_00329
OG0000584	Syad.g_02204	Prbg.g_00330
OG0000585	Syad.g_02202	Prbg.g_00332
OG0000586	Syad.g_02201	Prbg.g_00333
OG0000587	Syad.g_02199	Prbg.g_00334
OG0000588	Syad.g_02183	Prbg.g_00338
OG0000589	Syad.g_02178	Prbg.g_00340
OG0000590	Syad.g_02177	Prbg.g_00341
OG0000591	Syad.g_02169	Prbg.g_00345
OG0000592	Syad.g_02168	Prbg.g_00346
OG0000593	Syad.g_02156	Prbg.g_01425
OG0000594	Syad.g_02155	Prbg.g_01424
OG0000595	Syad.g_02154	Prbg.g_01423
OG0000596	Syad.g_02149	Prbg.g_01419
OG0000597	Syad.g_02146	Prbg.g_01416
OG0000598	Syad.g_02145	Prbg.g_01415
OG0000599	Syad.g_02142	Prbg.g_01412
OG0000600	Syad.g_02141	Prbg.g_01411
OG0000601	Syad.g_02140	Prbg.g_01410
OG0000602	Syad.g_02135	Prbg.g_01408
OG0000603	Syad.g_02134	Prbg.g_01407
OG0000604	Syad.g_02131	Prbg.g_01406
OG0000605	Syad.g_02026	Prbg.g_01405
OG0000606	Syad.g_01567	Prbg.g_01402
OG0000607	Syad.g_01571	Prbg.g_01399
OG0000608	Syad.g_01572	Prbg.g_01398
OG0000609	Syad.g_01574	Prbg.g_01397
OG0000610	Syad.g_01589	Prbg.g_01391
OG0000611	Syad.g_01592	Prbg.g_01388
OG0000612	Syad.g_01593	Prbg.g_01387
OG0000613	Syad.g_00457	Prbg.g_01114
OG0000614	Syad.g_01340	Prbg.g_01135
OG0000615	Syad.g_01948	Prbg.g_01146
OG0000616	Syad.g_00145	Prbg.g_01939
OG0000617	Syad.g_01810	Prbg.g_01371
OG0000618	Syad.g_01809	Prbg.g_01370
OG0000619	Syad.g_01808	Prbg.g_01369
OG0000620	Syad.g_01803	Prbg.g_01366
OG0000621	Syad.g_01802	Prbg.g_01365
OG0000622	Syad.g_01801	Prbg.g_01364
OG0000623	Syad.g_01800	Prbg.g_01363
OG0000624	Syad.g_01798	Prbg.g_01361
OG0000625	Syad.g_01797	Prbg.g_01360
OG0000626	Syad.g_01796	Prbg.g_01359
OG0000627	Syad.g_01640	Prbg.g_01358
OG0000628	Syad.g_01641	Prbg.g_01357
OG0000629	Syad.g_01644	Prbg.g_01356
OG0000630	Syad.g_01648	Prbg.g_01353
OG0000631	Syad.g_01658	Prbg.g_01260
OG0000632	Syad.g_01659	Prbg.g_01261
OG0000633	Syad.g_01660	Prbg.g_01262
OG0000634	Syad.g_01893	Prbg.g_01155
OG0000635	Syad.g_01892	Prbg.g_01156
OG0000636	Syad.g_01890	Prbg.g_01158
OG0000637	Syad.g_01888	Prbg.g_01160
OG0000638	Syad.g_01887	Prbg.g_01161
OG0000639	Syad.g_01886	Prbg.g_01162
OG0000640	Syad.g_01885	Prbg.g_01163
OG0000641	Syad.g_01881	Prbg.g_01167
OG0000642	Syad.g_01880	Prbg.g_01168
OG0000643	Syad.g_01878	Prbg.g_01169
OG0000644	Syad.g_01877	Prbg.g_01170
OG0000645	Syad.g_01875	Prbg.g_01171
OG0000646	Syad.g_01872	Prbg.g_01173
OG0000647	Syad.g_01870	Prbg.g_01175
OG0000648	Syad.g_01860	Prbg.g_01177
OG0000649	Syad.g_01859	Prbg.g_01178
OG0000650	Syad.g_01858	Prbg.g_01179
OG0000651	Syad.g_01857	Prbg.g_01180
OG0000652	Syad.g_01856	Prbg.g_01181
OG0000653	Syad.g_01850	Prbg.g_01183
OG0000654	Syad.g_01849	Prbg.g_01184
OG0000655	Syad.g_01848	Prbg.g_01185
OG0000656	Syad.g_01845	Prbg.g_01188
OG0000657	Syad.g_01240	Prbg.g_01196
OG0000658	Syad.g_01231	Prbg.g_01198
OG0000659	Syad.g_01230	Prbg.g_01199
OG0000660	Syad.g_01226	Prbg.g_01203
OG0000661	Syad.g_01224	Prbg.g_01205
OG0000662	Syad.g_01222	Prbg.g_01207
OG0000663	Syad.g_01219	Prbg.g_01209
OG0000664	Syad.g_01209	Prbg.g_01210
OG0000665	Syad.g_02115	Prbg.g_01216
OG0000666	Syad.g_02027	Prbg.g_01217
OG0000667	Syad.g_00612	Prbg.g_01221
OG0000668	Syad.g_01688	Prbg.g_01062
OG0000669	Syad.g_01606	Prbg.g_01073
OG0000670	Syad.g_01609	Prbg.g_01076
OG0000671	Syad.g_01611	Prbg.g_01079
OG0000672	Syad.g_01615	Prbg.g_01082
OG0000673	Syad.g_01618	Prbg.g_01085
OG0000674	Syad.g_01620	Prbg.g_01087
OG0000675	Syad.g_01633	Prbg.g_01088
OG0000676	Syad.g_01635	Prbg.g_01090
OG0000677	Syad.g_01636	Prbg.g_01091
OG0000678	Syad.g_01957	Prbg.g_01093
OG0000679	Syad.g_01922	Prbg.g_01097
OG0000680	Syad.g_01921	Prbg.g_01098
OG0000681	Syad.g_01919	Prbg.g_01101
OG0000682	Syad.g_01918	Prbg.g_01102
OG0000683	Syad.g_01917	Prbg.g_01103
OG0000684	Syad.g_01912	Prbg.g_01105
OG0000685	Syad.g_01910	Prbg.g_01107
OG0000686	Syad.g_01909	Prbg.g_01108
OG0000687	Syad.g_01908	Prbg.g_01109
OG0000688	Syad.g_01904	Prbg.g_01383
OG0000689	Syad.g_01902	Prbg.g_01382
OG0000690	Syad.g_01901	Prbg.g_01381
OG0000691	Syad.g_01900	Prbg.g_01380
OG0000692	Syad.g_01899	Prbg.g_01378
OG0000693	Syad.g_01897	Prbg.g_01377
OG0000694	Syad.g_01896	Prbg.g_01376
OG0000695	Syad.g_01662	Prbg.g_01264
OG0000696	Syad.g_01663	Prbg.g_01265
OG0000697	Syad.g_01789	Prbg.g_01266
OG0000698	Syad.g_01786	Prbg.g_01269
OG0000699	Syad.g_01785	Prbg.g_01270
OG0000700	Syad.g_01784	Prbg.g_01271
OG0000701	Syad.g_01783	Prbg.g_01272
OG0000702	Syad.g_01775	Prbg.g_01274
OG0000703	Syad.g_01774	Prbg.g_01275
OG0000704	Syad.g_01772	Prbg.g_01277
OG0000705	Syad.g_01765	Prbg.g_01280
OG0000706	Syad.g_01764	Prbg.g_01281
OG0000707	Syad.g_01763	Prbg.g_01282
OG0000708	Syad.g_01760	Prbg.g_01284
OG0000709	Syad.g_01745	Prbg.g_01288
OG0000710	Syad.g_01738	Prbg.g_01291
OG0000711	Syad.g_01710	Prbg.g_01309
OG0000712	Syad.g_01708	Prbg.g_01310
OG0000713	Syad.g_01707	Prbg.g_01311
OG0000714	Syad.g_01705	Prbg.g_01312
OG0000715	Syad.g_01703	Prbg.g_01314
OG0000716	Syad.g_01697	Prbg.g_01316
OG0000717	Syad.g_01696	Prbg.g_01317
OG0000718	Syad.g_01692	Prbg.g_01321
OG0000719	Syad.g_01690	Prbg.g_01323
OG0000720	Syad.g_01677	Prbg.g_01335
OG0000721	Syad.g_01675	Prbg.g_01339
OG0000722	Syad.g_01674	Prbg.g_01340
OG0000723	Syad.g_01791	Prbg.g_01344
OG0000724	Syad.g_01284	Prbg.g_01239
OG0000725	Syad.g_01293	Prbg.g_01233
OG0000726	Syad.g_01294	Prbg.g_01232
OG0000727	Syad.g_01295	Prbg.g_01231
OG0000728	Syad.g_01297	Prbg.g_01229
OG0000729	Syad.g_00331	Prbg.g_00455
OG0000730	Syad.g_00758	Prbg.g_01528
OG0000731	Syad.g_00770	Prbg.g_00123
OG0000732	Syad.g_00214	Prbg.g_01890
OG0000733	Syad.g_00028	Prbg.g_00750
OG0000734	Syad.g_02809	Prbg.g_01502
OG0000735	Syad.g_01120	Prbg.g_01500
OG0000736	Syad.g_01121	Prbg.g_01499
OG0000737	Syad.g_01122	Prbg.g_01498
OG0000738	Syad.g_01127	Prbg.g_01494
OG0000739	Syad.g_01145	Prbg.g_01493
OG0000740	Syad.g_01146	Prbg.g_01492
OG0000741	Syad.g_01149	Prbg.g_01490
OG0000742	Syad.g_01151	Prbg.g_01487
OG0000743	Syad.g_01153	Prbg.g_01485
OG0000744	Syad.g_01154	Prbg.g_01484
OG0000745	Syad.g_01156	Prbg.g_01483
OG0000746	Syad.g_01158	Prbg.g_01481
OG0000747	Syad.g_01159	Prbg.g_01480
OG0000748	Syad.g_01170	Prbg.g_01476
OG0000749	Syad.g_01173	Prbg.g_01475
OG0000750	Syad.g_01174	Prbg.g_01474
OG0000751	Syad.g_01182	Prbg.g_01471
OG0000752	Syad.g_01184	Prbg.g_01469
OG0000753	Syad.g_01187	Prbg.g_01467
OG0000754	Syad.g_01516	Prbg.g_01464
OG0000755	Syad.g_01504	Prbg.g_01458
OG0000756	Syad.g_01498	Prbg.g_01457
OG0000757	Syad.g_01487	Prbg.g_01450
OG0000758	Syad.g_01486	Prbg.g_01449
OG0000759	Syad.g_01485	Prbg.g_01448
OG0000760	Syad.g_01484	Prbg.g_01447
OG0000761	Syad.g_01480	Prbg.g_01446
OG0000762	Syad.g_01474	Prbg.g_01445
OG0000763	Syad.g_01468	Prbg.g_01443
OG0000764	Syad.g_01467	Prbg.g_01442
OG0000765	Syad.g_01447	Prbg.g_01434
OG0000766	Syad.g_01446	Prbg.g_01433
OG0000767	Syad.g_01444	Prbg.g_01431
OG0000768	Syad.g_01443	Prbg.g_01430
OG0000769	Syad.g_01441	Prbg.g_01428
OG0000770	Syad.g_01437	Prbg.g_00351
OG0000771	Syad.g_01278	Prbg.g_00687
OG0000772	Syad.g_02078	Prbg.g_01576
OG0000773	Syad.g_01114	Prbg.g_00468
OG0000774	Syad.g_02396	Prbg.g_00470
OG0000775	Syad.g_02398	Prbg.g_00472
OG0000776	Syad.g_02399	Prbg.g_00473
OG0000777	Syad.g_02400	Prbg.g_00474
OG0000778	Syad.g_02401	Prbg.g_00475
OG0000779	Syad.g_02407	Prbg.g_00479
OG0000780	Syad.g_02411	Prbg.g_00480
OG0000781	Syad.g_02415	Prbg.g_00484
OG0000782	Syad.g_02416	Prbg.g_00485
OG0000783	Syad.g_02418	Prbg.g_00486
OG0000784	Syad.g_02419	Prbg.g_00487
OG0000785	Syad.g_02421	Prbg.g_00489
OG0000786	Syad.g_01101	Prbg.g_00492
OG0000787	Syad.g_01100	Prbg.g_00493
OG0000788	Syad.g_02139	Prbg.g_00218
OG0000789	Syad.g_01982	Prbg.g_00690
OG0000790	Syad.g_00886	Prbg.g_00534
OG0000791	Syad.g_00885	Prbg.g_00536
OG0000792	Syad.g_00884	Prbg.g_00537
OG0000793	Syad.g_00879	Prbg.g_00540
OG0000794	Syad.g_00878	Prbg.g_00541
OG0000795	Syad.g_00877	Prbg.g_00542
OG0000796	Syad.g_00871	Prbg.g_00546
OG0000797	Syad.g_00870	Prbg.g_00547
OG0000799	Syad.g_02243	Prbg.g_00574
OG0000800	Syad.g_02245	Prbg.g_00575
OG0000801	Syad.g_02246	Prbg.g_00576
OG0000802	Syad.g_02251	Prbg.g_00578
OG0000803	Syad.g_02255	Prbg.g_00580
OG0000804	Syad.g_02260	Prbg.g_00581
OG0000805	Syad.g_02266	Prbg.g_00583
OG0000806	Syad.g_02267	Prbg.g_00585
OG0000807	Syad.g_02269	Prbg.g_00586
OG0000808	Syad.g_02270	Prbg.g_00587
OG0000809	Syad.g_02273	Prbg.g_00589
OG0000810	Syad.g_02274	Prbg.g_00590
OG0000811	Syad.g_02283	Prbg.g_00594
OG0000812	Syad.g_02285	Prbg.g_00596
OG0000813	Syad.g_02286	Prbg.g_00597
OG0000814	Syad.g_02288	Prbg.g_00599
OG0000815	Syad.g_02289	Prbg.g_00600
OG0000816	Syad.g_02290	Prbg.g_00602
OG0000817	Syad.g_02291	Prbg.g_00603
OG0000818	Syad.g_02297	Prbg.g_00608
OG0000819	Syad.g_02298	Prbg.g_00609
OG0000820	Syad.g_02299	Prbg.g_00610
OG0000821	Syad.g_02305	Prbg.g_00614
OG0000822	Syad.g_02307	Prbg.g_00615
OG0000823	Syad.g_02308	Prbg.g_00616
OG0000824	Syad.g_02314	Prbg.g_00619
OG0000825	Syad.g_02315	Prbg.g_00620
OG0000826	Syad.g_02316	Prbg.g_00621
OG0000827	Syad.g_02317	Prbg.g_00622
OG0000828	Syad.g_02320	Prbg.g_00625
OG0000829	Syad.g_02321	Prbg.g_00626
OG0000830	Syad.g_02322	Prbg.g_00627
OG0000831	Syad.g_02325	Prbg.g_00629
OG0000832	Syad.g_02538	Prbg.g_00639
OG0000833	Syad.g_02550	Prbg.g_00648
OG0000834	Syad.g_02552	Prbg.g_00649
OG0000835	Syad.g_02553	Prbg.g_00650
OG0000836	Syad.g_02557	Prbg.g_00651
OG0000837	Syad.g_02561	Prbg.g_00652
OG0000838	Syad.g_02565	Prbg.g_00654
OG0000839	Syad.g_02566	Prbg.g_00655
OG0000840	Syad.g_02567	Prbg.g_00656
OG0000841	Syad.g_02568	Prbg.g_00657
OG0000842	Syad.g_02569	Prbg.g_00658
OG0000843	Syad.g_02570	Prbg.g_00659
OG0000844	Syad.g_02577	Prbg.g_00660
OG0000845	Syad.g_02578	Prbg.g_00661
OG0000846	Syad.g_02579	Prbg.g_00662
OG0000847	Syad.g_02580	Prbg.g_00663
OG0000848	Syad.g_02582	Prbg.g_00664
OG0000849	Syad.g_02583	Prbg.g_00665
OG0000850	Syad.g_02586	Prbg.g_00667
OG0000851	Syad.g_02592	Prbg.g_00668
OG0000852	Syad.g_02593	Prbg.g_00669
OG0000853	Syad.g_02597	Prbg.g_00675
OG0000854	Syad.g_02606	Prbg.g_00677
OG0000855	Syad.g_02607	Prbg.g_00678
OG0000856	Syad.g_02166	Prbg.g_00348
OG0000857	Syad.g_01871	Prbg.g_01174
OG0000858	Syad.g_02613	Prbg.g_01643
OG0000859	Syad.g_02614	Prbg.g_01644
OG0000860	Syad.g_02625	Prbg.g_01652
OG0000861	Syad.g_02626	Prbg.g_01653
OG0000862	Syad.g_02628	Prbg.g_01654
OG0000863	Syad.g_02631	Prbg.g_01656
OG0000864	Syad.g_02632	Prbg.g_01657
OG0000865	Syad.g_02633	Prbg.g_01658
OG0000866	Syad.g_02634	Prbg.g_01659
OG0000867	Syad.g_02635	Prbg.g_01660
OG0000868	Syad.g_02637	Prbg.g_01662
OG0000869	Syad.g_02643	Prbg.g_01665
OG0000870	Syad.g_02648	Prbg.g_01670
OG0000871	Syad.g_02649	Prbg.g_01671
OG0000872	Syad.g_02657	Prbg.g_01672
OG0000873	Syad.g_02660	Prbg.g_01675
OG0000874	Syad.g_02655	Prbg.g_01678
OG0000875	Syad.g_02662	Prbg.g_01679
OG0000876	Syad.g_03003	Prbg.g_01680
OG0000877	Syad.g_02480	Prbg.g_01682
OG0000878	Syad.g_02481	Prbg.g_01683
OG0000879	Syad.g_02482	Prbg.g_01684
OG0000880	Syad.g_02483	Prbg.g_01685
OG0000881	Syad.g_02489	Prbg.g_01689
OG0000882	Syad.g_02494	Prbg.g_01694
OG0000883	Syad.g_02497	Prbg.g_01696
OG0000884	Syad.g_02499	Prbg.g_01698
OG0000885	Syad.g_02500	Prbg.g_01699
OG0000886	Syad.g_02501	Prbg.g_01700
OG0000887	Syad.g_02502	Prbg.g_01701
OG0000888	Syad.g_02504	Prbg.g_01703
OG0000889	Syad.g_02506	Prbg.g_01705
OG0000890	Syad.g_02512	Prbg.g_01706
OG0000891	Syad.g_02513	Prbg.g_01707
OG0000892	Syad.g_02517	Prbg.g_01709
OG0000893	Syad.g_00589	Prbg.g_01713
OG0000894	Syad.g_00592	Prbg.g_01716
OG0000895	Syad.g_00596	Prbg.g_01720
OG0000896	Syad.g_00597	Prbg.g_01721
OG0000897	Syad.g_00599	Prbg.g_01723
OG0000898	Syad.g_00600	Prbg.g_01724
OG0000899	Syad.g_00601	Prbg.g_01725
OG0000900	Syad.g_00602	Prbg.g_01726
OG0000901	Syad.g_00607	Prbg.g_01729
OG0000902	Syad.g_00609	Prbg.g_01731
OG0000903	Syad.g_00645	Prbg.g_01735
OG0000904	Syad.g_00640	Prbg.g_01739
OG0000905	Syad.g_00632	Prbg.g_01733
OG0000906	Syad.g_00630	Prbg.g_01732
OG0000907	Syad.g_00648	Prbg.g_01742
OG0000908	Syad.g_00651	Prbg.g_01745
OG0000909	Syad.g_00652	Prbg.g_01746
OG0000910	Syad.g_00653	Prbg.g_01747
OG0000911	Syad.g_00655	Prbg.g_01749
OG0000912	Syad.g_00656	Prbg.g_01750
OG0000913	Syad.g_00657	Prbg.g_01751
OG0000914	Syad.g_00658	Prbg.g_01752
OG0000915	Syad.g_00660	Prbg.g_01753
OG0000916	Syad.g_00661	Prbg.g_01754
OG0000917	Syad.g_00662	Prbg.g_01755
OG0000918	Syad.g_00663	Prbg.g_01756
OG0000919	Syad.g_00664	Prbg.g_01757
OG0000920	Syad.g_00665	Prbg.g_01758
OG0000921	Syad.g_00666	Prbg.g_01759
OG0000922	Syad.g_00667	Prbg.g_01760
OG0000923	Syad.g_00671	Prbg.g_01764
OG0000924	Syad.g_00672	Prbg.g_01765
OG0000925	Syad.g_00673	Prbg.g_01766
OG0000926	Syad.g_00674	Prbg.g_01767
OG0000927	Syad.g_00676	Prbg.g_01769
OG0000928	Syad.g_00677	Prbg.g_01770
OG0000929	Syad.g_00678	Prbg.g_01771
OG0000930	Syad.g_00679	Prbg.g_01772
OG0000931	Syad.g_00680	Prbg.g_01773
OG0000932	Syad.g_00681	Prbg.g_01774
OG0000933	Syad.g_00687	Prbg.g_01778
OG0000934	Syad.g_00689	Prbg.g_01780
OG0000935	Syad.g_00690	Prbg.g_01781
OG0000936	Syad.g_00691	Prbg.g_01782
OG0000937	Syad.g_00692	Prbg.g_01783
OG0000938	Syad.g_00695	Prbg.g_01786
OG0000939	Syad.g_00696	Prbg.g_01787
OG0000940	Syad.g_00703	Prbg.g_01794
OG0000941	Syad.g_00705	Prbg.g_01796
OG0000942	Syad.g_00707	Prbg.g_01798
OG0000943	Syad.g_00708	Prbg.g_01799
OG0000944	Syad.g_00710	Prbg.g_01801
OG0000945	Syad.g_00711	Prbg.g_01802
OG0000946	Syad.g_00716	Prbg.g_01807
OG0000947	Syad.g_00719	Prbg.g_01809
OG0000948	Syad.g_00720	Prbg.g_01810
OG0000949	Syad.g_00432	Prbg.g_01813
OG0000950	Syad.g_00418	Prbg.g_01820
OG0000951	Syad.g_00411	Prbg.g_01824
OG0000952	Syad.g_00375	Prbg.g_01828
OG0000953	Syad.g_00369	Prbg.g_01832
OG0000954	Syad.g_00364	Prbg.g_01836
OG0000955	Syad.g_00363	Prbg.g_01837
OG0000956	Syad.g_00361	Prbg.g_01839
OG0000957	Syad.g_00350	Prbg.g_01845
OG0000958	Syad.g_00349	Prbg.g_01846
OG0000959	Syad.g_00345	Prbg.g_01850
OG0000960	Syad.g_00344	Prbg.g_01851
OG0000961	Syad.g_00335	Prbg.g_01854
OG0000962	Syad.g_00332	Prbg.g_01856
OG0000963	Syad.g_00325	Prbg.g_01860
OG0000964	Syad.g_00324	Prbg.g_01861
OG0000965	Syad.g_00323	Prbg.g_01862
OG0000966	Syad.g_00246	Prbg.g_01868
OG0000967	Syad.g_00234	Prbg.g_01872
OG0000968	Syad.g_00243	Prbg.g_01874
OG0000969	Syad.g_00240	Prbg.g_01875
OG0000970	Syad.g_00239	Prbg.g_01876
OG0000971	Syad.g_00229	Prbg.g_01877
OG0000972	Syad.g_00228	Prbg.g_01878
OG0000973	Syad.g_00227	Prbg.g_01879
OG0000974	Syad.g_00226	Prbg.g_01880
OG0000975	Syad.g_00225	Prbg.g_01881
OG0000976	Syad.g_00224	Prbg.g_01882
OG0000977	Syad.g_00222	Prbg.g_01883
OG0000978	Syad.g_00221	Prbg.g_01884
OG0000979	Syad.g_00218	Prbg.g_01887
OG0000980	Syad.g_00215	Prbg.g_01889
OG0000981	Syad.g_00212	Prbg.g_01892
OG0000982	Syad.g_03035	Prbg.g_01894
OG0000983	Syad.g_03036	Prbg.g_01895
OG0000984	Syad.g_03037	Prbg.g_01896
OG0000985	Syad.g_03039	Prbg.g_01899
OG0000986	Syad.g_03049	Prbg.g_01901
OG0000987	Syad.g_00002	Prbg.g_01902
OG0000988	Syad.g_00008	Prbg.g_01905
OG0000989	Syad.g_00020	Prbg.g_01909
OG0000990	Syad.g_00061	Prbg.g_01913
OG0000991	Syad.g_00064	Prbg.g_01914
OG0000992	Syad.g_00067	Prbg.g_01917
OG0000993	Syad.g_00069	Prbg.g_01918
OG0000994	Syad.g_00071	Prbg.g_01919
OG0000995	Syad.g_00077	Prbg.g_01923
OG0000996	Syad.g_00121	Prbg.g_01924
OG0000997	Syad.g_00128	Prbg.g_01927
OG0000998	Syad.g_00130	Prbg.g_01929
OG0000999	Syad.g_00131	Prbg.g_01930
OG0001000	Syad.g_00136	Prbg.g_01933
OG0001001	Syad.g_00141	Prbg.g_01936
OG0001002	Syad.g_00148	Prbg.g_00758
OG0001003	Syad.g_00150	Prbg.g_00759
OG0001004	Syad.g_00151	Prbg.g_00760
OG0001005	Syad.g_00152	Prbg.g_00761
OG0001006	Syad.g_00160	Prbg.g_00765
OG0001007	Syad.g_00162	Prbg.g_00767
OG0001008	Syad.g_02449	Prbg.g_00157
OG0001009	Syad.g_00194	Prbg.g_00847
OG0001010	Syad.g_00195	Prbg.g_00846
OG0001011	Syad.g_00196	Prbg.g_00844
OG0001012	Syad.g_03030	Prbg.g_00830
OG0001013	Syad.g_03011	Prbg.g_00823
OG0001014	Syad.g_03002	Prbg.g_00820
OG0001015	Syad.g_03001	Prbg.g_00818
OG0001016	Syad.g_02734	Prbg.g_00796
OG0001017	Syad.g_02740	Prbg.g_00792
OG0001018	Syad.g_02742	Prbg.g_00790
OG0001019	Syad.g_02771	Prbg.g_00781
OG0001020	Syad.g_02777	Prbg.g_00780
OG0001021	Syad.g_02781	Prbg.g_00861
OG0001022	Syad.g_02786	Prbg.g_00864
OG0001023	Syad.g_02787	Prbg.g_00865
OG0001024	Syad.g_02791	Prbg.g_00869
OG0001025	Syad.g_02798	Prbg.g_00876
OG0001026	Syad.g_02811	Prbg.g_00885
OG0001027	Syad.g_02817	Prbg.g_00886
OG0001028	Syad.g_02819	Prbg.g_00888
OG0001029	Syad.g_02821	Prbg.g_00889
OG0001030	Syad.g_02848	Prbg.g_00905
OG0001031	Syad.g_02925	Prbg.g_00965
OG0001032	Syad.g_02928	Prbg.g_00966
OG0001033	Syad.g_02956	Prbg.g_00987
OG0001034	Syad.g_00819	Prbg.g_01018
OG0001035	Syad.g_00559	Prbg.g_01038
OG0001036	Syad.g_00554	Prbg.g_01042
OG0001037	Syad.g_00552	Prbg.g_01043
OG0001039	Syad.g_00522	Prbg.g_00060
OG0001040	Syad.g_00519	Prbg.g_00062
OG0001041	Syad.g_00514	Prbg.g_00067
OG0001042	Syad.g_00485	Prbg.g_00084
OG0001043	Syad.g_00481	Prbg.g_00085
OG0001044	Syad.g_00760	Prbg.g_00116
OG0001045	Syad.g_00773	Prbg.g_00125
OG0001046	Syad.g_01722	Prbg.g_01602
OG0001047	Syad.g_02447	Prbg.g_00159
OG0001048	Syad.g_02446	Prbg.g_00160
OG0001049	Syad.g_02443	Prbg.g_00162
OG0001050	Syad.g_02442	Prbg.g_00163
OG0001051	Syad.g_02441	Prbg.g_00164
OG0001052	Syad.g_02357	Prbg.g_00190
OG0001054	Syad.g_00925	Prbg.g_00217
OG0001055	Syad.g_00946	Prbg.g_00236
OG0001056	Syad.g_00982	Prbg.g_00253
OG0001057	Syad.g_00996	Prbg.g_00258
OG0001058	Syad.g_01015	Prbg.g_00267
OG0001059	Syad.g_01018	Prbg.g_00271
OG0001060	Syad.g_01025	Prbg.g_00277
OG0001061	Syad.g_01047	Prbg.g_00292
OG0001062	Syad.g_01049	Prbg.g_00294
OG0001063	Syad.g_01056	Prbg.g_00296
OG0001064	Syad.g_01057	Prbg.g_00297
OG0001065	Syad.g_01058	Prbg.g_00298
OG0001066	Syad.g_01059	Prbg.g_00299
OG0001067	Syad.g_01060	Prbg.g_00300
OG0001068	Syad.g_01061	Prbg.g_00301
OG0001069	Syad.g_01062	Prbg.g_00302
OG0001070	Syad.g_01065	Prbg.g_00306
OG0001071	Syad.g_01066	Prbg.g_00307
OG0001072	Syad.g_01070	Prbg.g_00309
OG0001073	Syad.g_01090	Prbg.g_00323
OG0001074	Syad.g_02197	Prbg.g_00335
OG0001075	Syad.g_02196	Prbg.g_00336
OG0001076	Syad.g_02175	Prbg.g_00343
OG0001077	Syad.g_02164	Prbg.g_00349
OG0001078	Syad.g_02151	Prbg.g_01421
OG0001079	Syad.g_02138	Prbg.g_01409
OG0001080	Syad.g_02008	Prbg.g_01403
OG0001081	Syad.g_01568	Prbg.g_01401
OG0001082	Syad.g_01569	Prbg.g_01400
OG0001083	Syad.g_01578	Prbg.g_01395
OG0001084	Syad.g_01586	Prbg.g_01394
OG0001085	Syad.g_01596	Prbg.g_01111
OG0001086	Syad.g_01598	Prbg.g_01112
OG0001087	Syad.g_01372	Prbg.g_01130
OG0001088	Syad.g_01368	Prbg.g_01131
OG0001089	Syad.g_01302	Prbg.g_01142
OG0001090	Syad.g_01817	Prbg.g_01152
OG0001091	Syad.g_01815	Prbg.g_01374
OG0001092	Syad.g_01812	Prbg.g_01373
OG0001093	Syad.g_01806	Prbg.g_01368
OG0001094	Syad.g_01895	Prbg.g_01375
OG0001095	Syad.g_01874	Prbg.g_01172
OG0001096	Syad.g_01847	Prbg.g_01186
OG0001097	Syad.g_01223	Prbg.g_01206
OG0001098	Syad.g_02005, Syad.g_01995	Prbg.g_01225
OG0001099	Syad.g_02820	Prbg.g_01067
OG0001100	Syad.g_01608	Prbg.g_01075
OG0001101	Syad.g_01610	Prbg.g_01078
OG0001102	Syad.g_01613	Prbg.g_01081
OG0001103	Syad.g_01616	Prbg.g_01083
OG0001104	Syad.g_01911	Prbg.g_01106
OG0001105	Syad.g_01907	Prbg.g_01110
OG0001106	Syad.g_01771	Prbg.g_01278
OG0001107	Syad.g_01759	Prbg.g_01285
OG0001108	Syad.g_01744	Prbg.g_01289
OG0001109	Syad.g_01739	Prbg.g_01290
OG0001110	Syad.g_01737	Prbg.g_01292
OG0001111	Syad.g_01735	Prbg.g_01293
OG0001112	Syad.g_01733	Prbg.g_01294
OG0001113	Syad.g_01732	Prbg.g_01295
OG0001114	Syad.g_01731	Prbg.g_01296
OG0001115	Syad.g_01727	Prbg.g_01298
OG0001116	Syad.g_01725	Prbg.g_01299
