Orthogroup	Syad	Prbf
OG0000554	Syad.g_00978	Prbf.g_01815
OG0000555	Syad.g_00999	Prbf.g_01823
OG0000556	Syad.g_01003	Prbf.g_01825
OG0000557	Syad.g_01011	Prbf.g_01826
OG0000558	Syad.g_01013	Prbf.g_01828
OG0000559	Syad.g_01016	Prbf.g_01832
OG0000560	Syad.g_01019	Prbf.g_01835
OG0000561	Syad.g_01020	Prbf.g_01836
OG0000562	Syad.g_01021	Prbf.g_01837
OG0000563	Syad.g_01022	Prbf.g_01838
OG0000564	Syad.g_01023	Prbf.g_01839
OG0000565	Syad.g_01027	Prbf.g_01841
OG0000566	Syad.g_01031	Prbf.g_01845
OG0000567	Syad.g_01035	Prbf.g_01849
OG0000568	Syad.g_01040	Prbf.g_01850
OG0000569	Syad.g_01041	Prbf.g_01851
OG0000570	Syad.g_01042	Prbf.g_01852
OG0000571	Syad.g_01046	Prbf.g_01854
OG0000572	Syad.g_01064	Prbf.g_01868
OG0000573	Syad.g_01072	Prbf.g_01874
OG0000574	Syad.g_01077	Prbf.g_01875
OG0000575	Syad.g_01083	Prbf.g_01879
OG0000576	Syad.g_01085	Prbf.g_01881
OG0000577	Syad.g_01086	Prbf.g_01882
OG0000578	Syad.g_01087	Prbf.g_01883
OG0000579	Syad.g_01088	Prbf.g_01884
OG0000580	Syad.g_01089	Prbf.g_01885
OG0000581	Syad.g_01097	Prbf.g_01888
OG0000582	Syad.g_02206	Prbf.g_01891
OG0000583	Syad.g_02205	Prbf.g_01892
OG0000584	Syad.g_02204	Prbf.g_01893
OG0000585	Syad.g_02202	Prbf.g_01895
OG0000586	Syad.g_02201	Prbf.g_01896
OG0000587	Syad.g_02199	Prbf.g_01897
OG0000588	Syad.g_02183	Prbf.g_01901
OG0000589	Syad.g_02178	Prbf.g_01903
OG0000590	Syad.g_02177	Prbf.g_01904
OG0000591	Syad.g_02169	Prbf.g_01908
OG0000592	Syad.g_02168	Prbf.g_01909
OG0000593	Syad.g_02156	Prbf.g_00979
OG0000594	Syad.g_02155	Prbf.g_00980
OG0000595	Syad.g_02154	Prbf.g_00981
OG0000596	Syad.g_02149	Prbf.g_00985
OG0000597	Syad.g_02146	Prbf.g_00988
OG0000598	Syad.g_02145	Prbf.g_00989
OG0000599	Syad.g_02142	Prbf.g_00992
OG0000600	Syad.g_02141	Prbf.g_00993
OG0000601	Syad.g_02140	Prbf.g_00994
OG0000602	Syad.g_02135	Prbf.g_00996
OG0000603	Syad.g_02134	Prbf.g_00997
OG0000604	Syad.g_02131	Prbf.g_00998
OG0000605	Syad.g_02026	Prbf.g_00999
OG0000606	Syad.g_01567	Prbf.g_01002
OG0000607	Syad.g_01571	Prbf.g_01005
OG0000608	Syad.g_01572	Prbf.g_01006
OG0000609	Syad.g_01574	Prbf.g_01007
OG0000610	Syad.g_01589	Prbf.g_01013
OG0000611	Syad.g_01592	Prbf.g_01016
OG0000612	Syad.g_01593	Prbf.g_01017
OG0000613	Syad.g_00457	Prbf.g_01290
OG0000614	Syad.g_01340	Prbf.g_01269
OG0000615	Syad.g_01948	Prbf.g_01258
OG0000616	Syad.g_00145	Prbf.g_00404
OG0000617	Syad.g_01810	Prbf.g_01033
OG0000618	Syad.g_01809	Prbf.g_01034
OG0000619	Syad.g_01808	Prbf.g_01035
OG0000620	Syad.g_01803	Prbf.g_01038
OG0000621	Syad.g_01802	Prbf.g_01039
OG0000622	Syad.g_01801	Prbf.g_01040
OG0000623	Syad.g_01800	Prbf.g_01041
OG0000624	Syad.g_01798	Prbf.g_01043
OG0000625	Syad.g_01797	Prbf.g_01044
OG0000626	Syad.g_01796	Prbf.g_01045
OG0000627	Syad.g_01640	Prbf.g_01046
OG0000628	Syad.g_01641	Prbf.g_01047
OG0000629	Syad.g_01644	Prbf.g_01048
OG0000630	Syad.g_01648	Prbf.g_01051
OG0000631	Syad.g_01658	Prbf.g_01144
OG0000632	Syad.g_01659	Prbf.g_01143
OG0000633	Syad.g_01660	Prbf.g_01142
OG0000634	Syad.g_01893	Prbf.g_01249
OG0000635	Syad.g_01892	Prbf.g_01248
OG0000636	Syad.g_01890	Prbf.g_01246
OG0000637	Syad.g_01888	Prbf.g_01244
OG0000638	Syad.g_01887	Prbf.g_01243
OG0000639	Syad.g_01886	Prbf.g_01242
OG0000640	Syad.g_01885	Prbf.g_01241
OG0000641	Syad.g_01881	Prbf.g_01237
OG0000642	Syad.g_01880	Prbf.g_01236
OG0000643	Syad.g_01878	Prbf.g_01235
OG0000644	Syad.g_01877	Prbf.g_01234
OG0000645	Syad.g_01875	Prbf.g_01233
OG0000646	Syad.g_01872	Prbf.g_01231
OG0000647	Syad.g_01870	Prbf.g_01229
OG0000648	Syad.g_01860	Prbf.g_01227
OG0000649	Syad.g_01859	Prbf.g_01226
OG0000650	Syad.g_01858	Prbf.g_01225
OG0000651	Syad.g_01857	Prbf.g_01224
OG0000652	Syad.g_01856	Prbf.g_01223
OG0000653	Syad.g_01850	Prbf.g_01221
OG0000654	Syad.g_01849	Prbf.g_01220
OG0000655	Syad.g_01848	Prbf.g_01219
OG0000656	Syad.g_01845	Prbf.g_01216
OG0000657	Syad.g_01240	Prbf.g_01208
OG0000658	Syad.g_01231	Prbf.g_01206
OG0000659	Syad.g_01230	Prbf.g_01205
OG0000660	Syad.g_01226	Prbf.g_01201
OG0000661	Syad.g_01224	Prbf.g_01199
OG0000662	Syad.g_01222	Prbf.g_01197
OG0000663	Syad.g_01219	Prbf.g_01195
OG0000664	Syad.g_01209	Prbf.g_01194
OG0000665	Syad.g_02115	Prbf.g_01188
OG0000666	Syad.g_02027	Prbf.g_01187
OG0000667	Syad.g_00612	Prbf.g_01183
OG0000668	Syad.g_01688	Prbf.g_00838
OG0000669	Syad.g_01606	Prbf.g_01331
OG0000670	Syad.g_01609	Prbf.g_01328
OG0000671	Syad.g_01611	Prbf.g_01325
OG0000672	Syad.g_01615	Prbf.g_01322
OG0000673	Syad.g_01618	Prbf.g_01319
OG0000674	Syad.g_01620	Prbf.g_01317
OG0000675	Syad.g_01633	Prbf.g_01316
OG0000676	Syad.g_01635	Prbf.g_01314
OG0000677	Syad.g_01636	Prbf.g_01313
OG0000678	Syad.g_01957	Prbf.g_01311
OG0000679	Syad.g_01922	Prbf.g_01307
OG0000680	Syad.g_01921	Prbf.g_01306
OG0000681	Syad.g_01919	Prbf.g_01303
OG0000682	Syad.g_01918	Prbf.g_01302
OG0000683	Syad.g_01917	Prbf.g_01301
OG0000684	Syad.g_01912	Prbf.g_01299
OG0000685	Syad.g_01910	Prbf.g_01297
OG0000686	Syad.g_01909	Prbf.g_01296
OG0000687	Syad.g_01908	Prbf.g_01295
OG0000688	Syad.g_01904	Prbf.g_01021
OG0000689	Syad.g_01902	Prbf.g_01022
OG0000690	Syad.g_01901	Prbf.g_01023
OG0000691	Syad.g_01900	Prbf.g_01024
OG0000692	Syad.g_01899	Prbf.g_01026
OG0000693	Syad.g_01897	Prbf.g_01027
OG0000694	Syad.g_01896	Prbf.g_01028
OG0000695	Syad.g_01662	Prbf.g_01140
OG0000696	Syad.g_01663	Prbf.g_01139
OG0000697	Syad.g_01789	Prbf.g_01138
OG0000698	Syad.g_01786	Prbf.g_01135
OG0000699	Syad.g_01785	Prbf.g_01134
OG0000700	Syad.g_01784	Prbf.g_01133
OG0000701	Syad.g_01783	Prbf.g_01132
OG0000702	Syad.g_01775	Prbf.g_01130
OG0000703	Syad.g_01774	Prbf.g_01129
OG0000704	Syad.g_01772	Prbf.g_01127
OG0000705	Syad.g_01765	Prbf.g_01124
OG0000706	Syad.g_01764	Prbf.g_01123
OG0000707	Syad.g_01763	Prbf.g_01122
OG0000708	Syad.g_01760	Prbf.g_01120
OG0000709	Syad.g_01745	Prbf.g_01116
OG0000710	Syad.g_01738	Prbf.g_01113
OG0000711	Syad.g_01710	Prbf.g_01095
OG0000712	Syad.g_01708	Prbf.g_01094
OG0000713	Syad.g_01707	Prbf.g_01093
OG0000714	Syad.g_01705	Prbf.g_01092
OG0000715	Syad.g_01703	Prbf.g_01090
OG0000716	Syad.g_01697	Prbf.g_01088
OG0000717	Syad.g_01696	Prbf.g_01087
OG0000718	Syad.g_01692	Prbf.g_01083
OG0000719	Syad.g_01690	Prbf.g_01081
OG0000720	Syad.g_01677	Prbf.g_01069
OG0000721	Syad.g_01675	Prbf.g_01065
OG0000722	Syad.g_01674	Prbf.g_01064
OG0000723	Syad.g_01791	Prbf.g_01060
OG0000724	Syad.g_01284	Prbf.g_01165
OG0000725	Syad.g_01293	Prbf.g_01171
OG0000726	Syad.g_01294	Prbf.g_01172
OG0000727	Syad.g_01295	Prbf.g_01173
OG0000728	Syad.g_01297	Prbf.g_01175
OG0000729	Syad.g_00331	Prbf.g_00048
OG0000730	Syad.g_00758	Prbf.g_00876
OG0000731	Syad.g_00770	Prbf.g_01684
OG0000732	Syad.g_00214	Prbf.g_00453
OG0000733	Syad.g_00028	Prbf.g_00787
OG0000734	Syad.g_02809	Prbf.g_00902
OG0000735	Syad.g_01120	Prbf.g_00904
OG0000736	Syad.g_01121	Prbf.g_00905
OG0000737	Syad.g_01122	Prbf.g_00906
OG0000738	Syad.g_01127	Prbf.g_00910
OG0000739	Syad.g_01145	Prbf.g_00911
OG0000740	Syad.g_01146	Prbf.g_00912
OG0000741	Syad.g_01149	Prbf.g_00914
OG0000742	Syad.g_01151	Prbf.g_00917
OG0000743	Syad.g_01153	Prbf.g_00919
OG0000744	Syad.g_01154	Prbf.g_00920
OG0000745	Syad.g_01156	Prbf.g_00921
OG0000746	Syad.g_01158	Prbf.g_00923
OG0000747	Syad.g_01159	Prbf.g_00924
OG0000748	Syad.g_01170	Prbf.g_00928
OG0000749	Syad.g_01173	Prbf.g_00929
OG0000750	Syad.g_01174	Prbf.g_00930
OG0000751	Syad.g_01182	Prbf.g_00933
OG0000752	Syad.g_01184	Prbf.g_00935
OG0000753	Syad.g_01187	Prbf.g_00937
OG0000754	Syad.g_01516	Prbf.g_00940
OG0000755	Syad.g_01504	Prbf.g_00946
OG0000756	Syad.g_01498	Prbf.g_00947
OG0000757	Syad.g_01487	Prbf.g_00954
OG0000758	Syad.g_01486	Prbf.g_00955
OG0000759	Syad.g_01485	Prbf.g_00956
OG0000760	Syad.g_01484	Prbf.g_00957
OG0000761	Syad.g_01480	Prbf.g_00958
OG0000762	Syad.g_01474	Prbf.g_00959
OG0000763	Syad.g_01468	Prbf.g_00961
OG0000764	Syad.g_01467	Prbf.g_00962
OG0000765	Syad.g_01447	Prbf.g_00970
OG0000766	Syad.g_01446	Prbf.g_00971
OG0000767	Syad.g_01444	Prbf.g_00973
OG0000768	Syad.g_01443	Prbf.g_00974
OG0000769	Syad.g_01441	Prbf.g_00976
OG0000770	Syad.g_01437	Prbf.g_01914
OG0000771	Syad.g_01278	Prbf.g_00253
OG0000772	Syad.g_02078	Prbf.g_00767
OG0000773	Syad.g_01114	Prbf.g_00035
OG0000774	Syad.g_02396	Prbf.g_00033
OG0000775	Syad.g_02398	Prbf.g_00031
OG0000776	Syad.g_02399	Prbf.g_00030
OG0000777	Syad.g_02400	Prbf.g_00029
OG0000778	Syad.g_02401	Prbf.g_00028
OG0000779	Syad.g_02407	Prbf.g_00024
OG0000780	Syad.g_02411	Prbf.g_00023
OG0000781	Syad.g_02415	Prbf.g_00019
OG0000782	Syad.g_02416	Prbf.g_00018
OG0000783	Syad.g_02418	Prbf.g_00017
OG0000784	Syad.g_02419	Prbf.g_00016
OG0000785	Syad.g_02421	Prbf.g_00014
OG0000786	Syad.g_01101	Prbf.g_00011
OG0000787	Syad.g_01100	Prbf.g_00010
OG0000788	Syad.g_02139	Prbf.g_01782
OG0000789	Syad.g_01982	Prbf.g_00256
OG0000790	Syad.g_00886	Prbf.g_00100
OG0000791	Syad.g_00885	Prbf.g_00102
OG0000792	Syad.g_00884	Prbf.g_00103
OG0000793	Syad.g_00879	Prbf.g_00106
OG0000794	Syad.g_00878	Prbf.g_00107
OG0000795	Syad.g_00877	Prbf.g_00108
OG0000796	Syad.g_00871	Prbf.g_00112
OG0000797	Syad.g_00870	Prbf.g_00113
OG0000799	Syad.g_02243	Prbf.g_00140
OG0000800	Syad.g_02245	Prbf.g_00141
OG0000801	Syad.g_02246	Prbf.g_00142
OG0000802	Syad.g_02251	Prbf.g_00144
OG0000803	Syad.g_02255	Prbf.g_00146
OG0000804	Syad.g_02260	Prbf.g_00147
OG0000805	Syad.g_02266	Prbf.g_00149
OG0000806	Syad.g_02267	Prbf.g_00151
OG0000807	Syad.g_02269	Prbf.g_00152
OG0000808	Syad.g_02270	Prbf.g_00153
OG0000809	Syad.g_02273	Prbf.g_00155
OG0000810	Syad.g_02274	Prbf.g_00156
OG0000811	Syad.g_02283	Prbf.g_00160
OG0000812	Syad.g_02285	Prbf.g_00162
OG0000813	Syad.g_02286	Prbf.g_00163
OG0000814	Syad.g_02288	Prbf.g_00165
OG0000815	Syad.g_02289	Prbf.g_00166
OG0000816	Syad.g_02290	Prbf.g_00168
OG0000817	Syad.g_02291	Prbf.g_00169
OG0000818	Syad.g_02297	Prbf.g_00174
OG0000819	Syad.g_02298	Prbf.g_00175
OG0000820	Syad.g_02299	Prbf.g_00176
OG0000821	Syad.g_02305	Prbf.g_00180
OG0000822	Syad.g_02307	Prbf.g_00181
OG0000823	Syad.g_02308	Prbf.g_00182
OG0000824	Syad.g_02314	Prbf.g_00185
OG0000825	Syad.g_02315	Prbf.g_00186
OG0000826	Syad.g_02316	Prbf.g_00187
OG0000827	Syad.g_02317	Prbf.g_00188
OG0000828	Syad.g_02320	Prbf.g_00191
OG0000829	Syad.g_02321	Prbf.g_00192
OG0000830	Syad.g_02322	Prbf.g_00193
OG0000831	Syad.g_02325	Prbf.g_00195
OG0000832	Syad.g_02538	Prbf.g_00205
OG0000833	Syad.g_02550	Prbf.g_00214
OG0000834	Syad.g_02552	Prbf.g_00215
OG0000835	Syad.g_02553	Prbf.g_00216
OG0000836	Syad.g_02557	Prbf.g_00217
OG0000837	Syad.g_02561	Prbf.g_00218
OG0000838	Syad.g_02565	Prbf.g_00220
OG0000839	Syad.g_02566	Prbf.g_00221
OG0000840	Syad.g_02567	Prbf.g_00222
OG0000841	Syad.g_02568	Prbf.g_00223
OG0000842	Syad.g_02569	Prbf.g_00224
OG0000843	Syad.g_02570	Prbf.g_00225
OG0000844	Syad.g_02577	Prbf.g_00226
OG0000845	Syad.g_02578	Prbf.g_00227
OG0000846	Syad.g_02579	Prbf.g_00228
OG0000847	Syad.g_02580	Prbf.g_00229
OG0000848	Syad.g_02582	Prbf.g_00230
OG0000849	Syad.g_02583	Prbf.g_00231
OG0000850	Syad.g_02586	Prbf.g_00233
OG0000851	Syad.g_02592	Prbf.g_00234
OG0000852	Syad.g_02593	Prbf.g_00235
OG0000853	Syad.g_02597	Prbf.g_00241
OG0000854	Syad.g_02606	Prbf.g_00243
OG0000855	Syad.g_02607	Prbf.g_00244
OG0000856	Syad.g_02166	Prbf.g_01911
OG0000857	Syad.g_01871	Prbf.g_01230
OG0000858	Syad.g_02613	Prbf.g_00700
OG0000859	Syad.g_02614	Prbf.g_00699
OG0000860	Syad.g_02625	Prbf.g_00691
OG0000861	Syad.g_02626	Prbf.g_00690
OG0000862	Syad.g_02628	Prbf.g_00689
OG0000863	Syad.g_02631	Prbf.g_00687
OG0000864	Syad.g_02632	Prbf.g_00686
OG0000865	Syad.g_02633	Prbf.g_00685
OG0000866	Syad.g_02634	Prbf.g_00684
OG0000867	Syad.g_02635	Prbf.g_00683
OG0000868	Syad.g_02637	Prbf.g_00681
OG0000869	Syad.g_02643	Prbf.g_00678
OG0000870	Syad.g_02648	Prbf.g_00673
OG0000871	Syad.g_02649	Prbf.g_00672
OG0000872	Syad.g_02657	Prbf.g_00671
OG0000873	Syad.g_02660	Prbf.g_00668
OG0000874	Syad.g_02655	Prbf.g_00665
OG0000875	Syad.g_02662	Prbf.g_00664
OG0000876	Syad.g_03003	Prbf.g_00663
OG0000877	Syad.g_02480	Prbf.g_00661
OG0000878	Syad.g_02481	Prbf.g_00660
OG0000879	Syad.g_02482	Prbf.g_00659
OG0000880	Syad.g_02483	Prbf.g_00658
OG0000881	Syad.g_02489	Prbf.g_00654
OG0000882	Syad.g_02494	Prbf.g_00649
OG0000883	Syad.g_02497	Prbf.g_00647
OG0000884	Syad.g_02499	Prbf.g_00645
OG0000885	Syad.g_02500	Prbf.g_00644
OG0000886	Syad.g_02501	Prbf.g_00643
OG0000887	Syad.g_02502	Prbf.g_00642
OG0000888	Syad.g_02504	Prbf.g_00640
OG0000889	Syad.g_02506	Prbf.g_00638
OG0000890	Syad.g_02512	Prbf.g_00637
OG0000891	Syad.g_02513	Prbf.g_00636
OG0000892	Syad.g_02517	Prbf.g_00634
OG0000893	Syad.g_00589	Prbf.g_00630
OG0000894	Syad.g_00592	Prbf.g_00627
OG0000895	Syad.g_00596	Prbf.g_00623
OG0000896	Syad.g_00597	Prbf.g_00622
OG0000897	Syad.g_00599	Prbf.g_00620
OG0000898	Syad.g_00600	Prbf.g_00619
OG0000899	Syad.g_00601	Prbf.g_00618
OG0000900	Syad.g_00602	Prbf.g_00617
OG0000901	Syad.g_00607	Prbf.g_00614
OG0000902	Syad.g_00609	Prbf.g_00612
OG0000903	Syad.g_00645	Prbf.g_00608
OG0000904	Syad.g_00640	Prbf.g_00604
OG0000905	Syad.g_00632	Prbf.g_00610
OG0000906	Syad.g_00630	Prbf.g_00611
OG0000907	Syad.g_00648	Prbf.g_00601
OG0000908	Syad.g_00651	Prbf.g_00598
OG0000909	Syad.g_00652	Prbf.g_00597
OG0000910	Syad.g_00653	Prbf.g_00596
OG0000911	Syad.g_00655	Prbf.g_00594
OG0000912	Syad.g_00656	Prbf.g_00593
OG0000913	Syad.g_00657	Prbf.g_00592
OG0000914	Syad.g_00658	Prbf.g_00591
OG0000915	Syad.g_00660	Prbf.g_00590
OG0000916	Syad.g_00661	Prbf.g_00589
OG0000917	Syad.g_00662	Prbf.g_00588
OG0000918	Syad.g_00663	Prbf.g_00587
OG0000919	Syad.g_00664	Prbf.g_00586
OG0000920	Syad.g_00665	Prbf.g_00585
OG0000921	Syad.g_00666	Prbf.g_00584
OG0000922	Syad.g_00667	Prbf.g_00583
OG0000923	Syad.g_00671	Prbf.g_00579
OG0000924	Syad.g_00672	Prbf.g_00578
OG0000925	Syad.g_00673	Prbf.g_00577
OG0000926	Syad.g_00674	Prbf.g_00576
OG0000927	Syad.g_00676	Prbf.g_00574
OG0000928	Syad.g_00677	Prbf.g_00573
OG0000929	Syad.g_00678	Prbf.g_00572
OG0000930	Syad.g_00679	Prbf.g_00571
OG0000931	Syad.g_00680	Prbf.g_00570
OG0000932	Syad.g_00681	Prbf.g_00569
OG0000933	Syad.g_00687	Prbf.g_00565
OG0000934	Syad.g_00689	Prbf.g_00563
OG0000935	Syad.g_00690	Prbf.g_00562
OG0000936	Syad.g_00691	Prbf.g_00561
OG0000937	Syad.g_00692	Prbf.g_00560
OG0000938	Syad.g_00695	Prbf.g_00557
OG0000939	Syad.g_00696	Prbf.g_00556
OG0000940	Syad.g_00703	Prbf.g_00549
OG0000941	Syad.g_00705	Prbf.g_00547
OG0000942	Syad.g_00707	Prbf.g_00545
OG0000943	Syad.g_00708	Prbf.g_00544
OG0000944	Syad.g_00710	Prbf.g_00542
OG0000945	Syad.g_00711	Prbf.g_00541
OG0000946	Syad.g_00716	Prbf.g_00536
OG0000947	Syad.g_00719	Prbf.g_00534
OG0000948	Syad.g_00720	Prbf.g_00533
OG0000949	Syad.g_00432	Prbf.g_00530
OG0000950	Syad.g_00418	Prbf.g_00523
OG0000951	Syad.g_00411	Prbf.g_00519
OG0000952	Syad.g_00375	Prbf.g_00515
OG0000953	Syad.g_00369	Prbf.g_00511
OG0000954	Syad.g_00364	Prbf.g_00507
OG0000955	Syad.g_00363	Prbf.g_00506
OG0000956	Syad.g_00361	Prbf.g_00504
OG0000957	Syad.g_00350	Prbf.g_00498
OG0000958	Syad.g_00349	Prbf.g_00497
OG0000959	Syad.g_00345	Prbf.g_00493
OG0000960	Syad.g_00344	Prbf.g_00492
OG0000961	Syad.g_00335	Prbf.g_00488
OG0000962	Syad.g_00332	Prbf.g_00486
OG0000963	Syad.g_00325	Prbf.g_00482
OG0000964	Syad.g_00324	Prbf.g_00481
OG0000965	Syad.g_00323	Prbf.g_00480
OG0000966	Syad.g_00246	Prbf.g_00474
OG0000967	Syad.g_00234	Prbf.g_00470
OG0000968	Syad.g_00243	Prbf.g_00468
OG0000969	Syad.g_00240	Prbf.g_00467
OG0000970	Syad.g_00239	Prbf.g_00466
OG0000971	Syad.g_00229	Prbf.g_00465
OG0000972	Syad.g_00228	Prbf.g_00464
OG0000973	Syad.g_00227	Prbf.g_00463
OG0000974	Syad.g_00226	Prbf.g_00462
OG0000975	Syad.g_00225	Prbf.g_00461
OG0000976	Syad.g_00224	Prbf.g_00460
OG0000977	Syad.g_00222	Prbf.g_00459
OG0000978	Syad.g_00221	Prbf.g_00458
OG0000979	Syad.g_00218	Prbf.g_00456
OG0000980	Syad.g_00215	Prbf.g_00454
OG0000981	Syad.g_00212	Prbf.g_00451
OG0000982	Syad.g_03035	Prbf.g_00449
OG0000983	Syad.g_03036	Prbf.g_00448
OG0000984	Syad.g_03037	Prbf.g_00447
OG0000985	Syad.g_03039	Prbf.g_00444
OG0000986	Syad.g_03049	Prbf.g_00442
OG0000987	Syad.g_00002	Prbf.g_00441
OG0000988	Syad.g_00008	Prbf.g_00438
OG0000989	Syad.g_00020	Prbf.g_00434
OG0000990	Syad.g_00061	Prbf.g_00430
OG0000991	Syad.g_00064	Prbf.g_00429
OG0000992	Syad.g_00067	Prbf.g_00426
OG0000993	Syad.g_00069	Prbf.g_00425
OG0000994	Syad.g_00071	Prbf.g_00424
OG0000995	Syad.g_00077	Prbf.g_00420
OG0000996	Syad.g_00121	Prbf.g_00419
OG0000997	Syad.g_00128	Prbf.g_00416
OG0000998	Syad.g_00130	Prbf.g_00414
OG0000999	Syad.g_00131	Prbf.g_00413
OG0001000	Syad.g_00136	Prbf.g_00410
OG0001001	Syad.g_00141	Prbf.g_00407
OG0001002	Syad.g_00148	Prbf.g_00402
OG0001003	Syad.g_00150	Prbf.g_00401
OG0001004	Syad.g_00151	Prbf.g_00400
OG0001005	Syad.g_00152	Prbf.g_00399
OG0001006	Syad.g_00160	Prbf.g_00395
OG0001007	Syad.g_00162	Prbf.g_00393
OG0001008	Syad.g_02449	Prbf.g_01721
OG0001009	Syad.g_00194	Prbf.g_01349
OG0001010	Syad.g_00195	Prbf.g_01350
OG0001011	Syad.g_00196	Prbf.g_01352
OG0001012	Syad.g_03030	Prbf.g_01366
OG0001013	Syad.g_03011	Prbf.g_01373
OG0001014	Syad.g_03002	Prbf.g_01376
OG0001015	Syad.g_03001	Prbf.g_01378
OG0001016	Syad.g_02734	Prbf.g_01400
OG0001017	Syad.g_02740	Prbf.g_01404
OG0001018	Syad.g_02742	Prbf.g_01406
OG0001019	Syad.g_02771	Prbf.g_01415
OG0001020	Syad.g_02777	Prbf.g_01416
OG0001021	Syad.g_02781	Prbf.g_01417
OG0001022	Syad.g_02786	Prbf.g_01420
OG0001023	Syad.g_02787	Prbf.g_01421
OG0001024	Syad.g_02791	Prbf.g_01425
OG0001025	Syad.g_02798	Prbf.g_01432
OG0001026	Syad.g_02811	Prbf.g_01441
OG0001027	Syad.g_02817	Prbf.g_01442
OG0001028	Syad.g_02819	Prbf.g_01444
OG0001029	Syad.g_02821	Prbf.g_01445
OG0001030	Syad.g_02848	Prbf.g_01461
OG0001031	Syad.g_02925	Prbf.g_01521
OG0001032	Syad.g_02928	Prbf.g_01522
OG0001033	Syad.g_02956	Prbf.g_01543
OG0001034	Syad.g_00819	Prbf.g_01574
OG0001035	Syad.g_00559	Prbf.g_01594
OG0001036	Syad.g_00554	Prbf.g_01598
OG0001037	Syad.g_00552	Prbf.g_01599
OG0001039	Syad.g_00522	Prbf.g_01621
OG0001040	Syad.g_00519	Prbf.g_01623
OG0001041	Syad.g_00514	Prbf.g_01628
OG0001042	Syad.g_00485	Prbf.g_01645
OG0001043	Syad.g_00481	Prbf.g_01646
OG0001044	Syad.g_00760	Prbf.g_01677
OG0001045	Syad.g_00773	Prbf.g_01686
OG0001046	Syad.g_01722	Prbf.g_00741
OG0001047	Syad.g_02447	Prbf.g_01723
OG0001048	Syad.g_02446	Prbf.g_01724
OG0001049	Syad.g_02443	Prbf.g_01726
OG0001050	Syad.g_02442	Prbf.g_01727
OG0001051	Syad.g_02441	Prbf.g_01728
OG0001052	Syad.g_02357	Prbf.g_01754
OG0001054	Syad.g_00925	Prbf.g_01781
OG0001055	Syad.g_00946	Prbf.g_01800
OG0001056	Syad.g_00982	Prbf.g_01817
OG0001057	Syad.g_00996	Prbf.g_01822
OG0001058	Syad.g_01015	Prbf.g_01830
OG0001059	Syad.g_01018	Prbf.g_01834
OG0001060	Syad.g_01025	Prbf.g_01840
OG0001061	Syad.g_01047	Prbf.g_01855
OG0001062	Syad.g_01049	Prbf.g_01857
OG0001063	Syad.g_01056	Prbf.g_01859
OG0001064	Syad.g_01057	Prbf.g_01860
OG0001065	Syad.g_01058	Prbf.g_01861
OG0001066	Syad.g_01059	Prbf.g_01862
OG0001067	Syad.g_01060	Prbf.g_01863
OG0001068	Syad.g_01061	Prbf.g_01864
OG0001069	Syad.g_01062	Prbf.g_01865
OG0001070	Syad.g_01065	Prbf.g_01869
OG0001071	Syad.g_01066	Prbf.g_01870
OG0001072	Syad.g_01070	Prbf.g_01872
OG0001073	Syad.g_01090	Prbf.g_01886
OG0001074	Syad.g_02197	Prbf.g_01898
OG0001075	Syad.g_02196	Prbf.g_01899
OG0001076	Syad.g_02175	Prbf.g_01906
OG0001077	Syad.g_02164	Prbf.g_01912
OG0001078	Syad.g_02151	Prbf.g_00983
OG0001079	Syad.g_02138	Prbf.g_00995
OG0001080	Syad.g_02008	Prbf.g_01001
OG0001081	Syad.g_01568	Prbf.g_01003
OG0001082	Syad.g_01569	Prbf.g_01004
OG0001083	Syad.g_01578	Prbf.g_01009
OG0001084	Syad.g_01586	Prbf.g_01010
OG0001085	Syad.g_01596	Prbf.g_01293
OG0001086	Syad.g_01598	Prbf.g_01292
OG0001087	Syad.g_01372	Prbf.g_01274
OG0001088	Syad.g_01368	Prbf.g_01273
OG0001089	Syad.g_01302	Prbf.g_01262
OG0001090	Syad.g_01817	Prbf.g_01252
OG0001091	Syad.g_01815	Prbf.g_01030
OG0001092	Syad.g_01812	Prbf.g_01031
OG0001093	Syad.g_01806	Prbf.g_01036
OG0001094	Syad.g_01895	Prbf.g_01029
OG0001095	Syad.g_01874	Prbf.g_01232
OG0001096	Syad.g_01847	Prbf.g_01218
OG0001097	Syad.g_01223	Prbf.g_01198
OG0001098	Syad.g_02005, Syad.g_01995	Prbf.g_01179
OG0001099	Syad.g_02820	Prbf.g_00833
OG0001100	Syad.g_01608	Prbf.g_01329
OG0001101	Syad.g_01610	Prbf.g_01326
OG0001102	Syad.g_01613	Prbf.g_01323
OG0001103	Syad.g_01616	Prbf.g_01321
OG0001104	Syad.g_01911	Prbf.g_01298
OG0001105	Syad.g_01907	Prbf.g_01294
OG0001106	Syad.g_01771	Prbf.g_01126
OG0001107	Syad.g_01759	Prbf.g_01119
OG0001108	Syad.g_01744	Prbf.g_01115
OG0001109	Syad.g_01739	Prbf.g_01114
OG0001110	Syad.g_01737	Prbf.g_01112
OG0001111	Syad.g_01735	Prbf.g_01111
OG0001112	Syad.g_01733	Prbf.g_01110
OG0001113	Syad.g_01732	Prbf.g_01109
OG0001114	Syad.g_01731	Prbf.g_01108
OG0001115	Syad.g_01727	Prbf.g_01106
