Orthogroup	Syad	Prbk
OG0000554	Syad.g_00978	Prbk.g_01081
OG0000555	Syad.g_00999	Prbk.g_01099
OG0000556	Syad.g_01003	Prbk.g_02686
OG0000557	Syad.g_01011	Prbk.g_01898
OG0000558	Syad.g_01013	Prbk.g_01895
OG0000559	Syad.g_01016	Prbk.g_01891
OG0000560	Syad.g_01019	Prbk.g_01888
OG0000561	Syad.g_01020	Prbk.g_01887
OG0000562	Syad.g_01021	Prbk.g_01886
OG0000563	Syad.g_01022	Prbk.g_01885
OG0000564	Syad.g_01023	Prbk.g_01884
OG0000565	Syad.g_01027	Prbk.g_01881
OG0000566	Syad.g_01031	Prbk.g_01877
OG0000567	Syad.g_01035	Prbk.g_01873
OG0000568	Syad.g_01040	Prbk.g_01871
OG0000569	Syad.g_01041	Prbk.g_01104
OG0000570	Syad.g_01042	Prbk.g_01105
OG0000571	Syad.g_01046	Prbk.g_01108
OG0000572	Syad.g_01064	Prbk.g_01124
OG0000573	Syad.g_01072	Prbk.g_01131
OG0000574	Syad.g_01077	Prbk.g_01132
OG0000575	Syad.g_01083	Prbk.g_01141
OG0000576	Syad.g_01085	Prbk.g_01143
OG0000577	Syad.g_01086	Prbk.g_01144
OG0000578	Syad.g_01087	Prbk.g_01145
OG0000579	Syad.g_01088	Prbk.g_01146
OG0000580	Syad.g_01089	Prbk.g_01147
OG0000581	Syad.g_01097	Prbk.g_01151
OG0000582	Syad.g_02206	Prbk.g_01155
OG0000583	Syad.g_02205	Prbk.g_01156
OG0000584	Syad.g_02204	Prbk.g_01157
OG0000585	Syad.g_02202	Prbk.g_01159
OG0000586	Syad.g_02201	Prbk.g_01161
OG0000587	Syad.g_02199	Prbk.g_01163
OG0000588	Syad.g_02183	Prbk.g_02605
OG0000589	Syad.g_02178	Prbk.g_02608
OG0000590	Syad.g_02177	Prbk.g_02609
OG0000591	Syad.g_02169	Prbk.g_02616
OG0000592	Syad.g_02168	Prbk.g_02617
OG0000593	Syad.g_02156	Prbk.g_02627
OG0000594	Syad.g_02155	Prbk.g_02628
OG0000595	Syad.g_02154	Prbk.g_02629
OG0000596	Syad.g_02149	Prbk.g_02634
OG0000597	Syad.g_02146	Prbk.g_02637
OG0000598	Syad.g_02145	Prbk.g_02638
OG0000599	Syad.g_02142	Prbk.g_02648
OG0000600	Syad.g_02141	Prbk.g_02649
OG0000601	Syad.g_02140	Prbk.g_02650
OG0000602	Syad.g_02135	Prbk.g_02654
OG0000603	Syad.g_02134	Prbk.g_02655
OG0000604	Syad.g_02131	Prbk.g_02656
OG0000605	Syad.g_02026	Prbk.g_00740
OG0000606	Syad.g_01567	Prbk.g_00729
OG0000607	Syad.g_01571	Prbk.g_00726
OG0000608	Syad.g_01572	Prbk.g_00725
OG0000609	Syad.g_01574	Prbk.g_00723
OG0000610	Syad.g_01589	Prbk.g_00715
OG0000611	Syad.g_01592	Prbk.g_00712
OG0000612	Syad.g_01593	Prbk.g_00711
OG0000613	Syad.g_00457	Prbk.g_00478
OG0000614	Syad.g_01340	Prbk.g_01802
OG0000615	Syad.g_01948	Prbk.g_02429
OG0000616	Syad.g_00145	Prbk.g_02262
OG0000617	Syad.g_01810	Prbk.g_00613
OG0000618	Syad.g_01809	Prbk.g_00612
OG0000619	Syad.g_01808	Prbk.g_00611
OG0000620	Syad.g_01803	Prbk.g_00607
OG0000621	Syad.g_01802	Prbk.g_00606
OG0000622	Syad.g_01801	Prbk.g_00605
OG0000623	Syad.g_01800	Prbk.g_00604
OG0000624	Syad.g_01798	Prbk.g_00603
OG0000625	Syad.g_01797	Prbk.g_00602
OG0000626	Syad.g_01796	Prbk.g_00601
OG0000627	Syad.g_01640	Prbk.g_02376
OG0000628	Syad.g_01641	Prbk.g_02375
OG0000629	Syad.g_01644	Prbk.g_02372
OG0000630	Syad.g_01648	Prbk.g_02368
OG0000631	Syad.g_01658	Prbk.g_02362
OG0000632	Syad.g_01659	Prbk.g_02361
OG0000633	Syad.g_01660	Prbk.g_02360
OG0000634	Syad.g_01893	Prbk.g_02464
OG0000635	Syad.g_01892	Prbk.g_02465
OG0000636	Syad.g_01890	Prbk.g_02467
OG0000637	Syad.g_01888	Prbk.g_02469
OG0000638	Syad.g_01887	Prbk.g_02470
OG0000639	Syad.g_01886	Prbk.g_02471
OG0000640	Syad.g_01885	Prbk.g_02472
OG0000641	Syad.g_01881	Prbk.g_02476
OG0000642	Syad.g_01880	Prbk.g_02477
OG0000643	Syad.g_01878	Prbk.g_02478
OG0000644	Syad.g_01877	Prbk.g_02479
OG0000645	Syad.g_01875	Prbk.g_02480
OG0000646	Syad.g_01872	Prbk.g_02483
OG0000647	Syad.g_01870	Prbk.g_02486
OG0000648	Syad.g_01860	Prbk.g_02488
OG0000649	Syad.g_01859	Prbk.g_02489
OG0000650	Syad.g_01858	Prbk.g_02490
OG0000651	Syad.g_01857	Prbk.g_02491
OG0000652	Syad.g_01856	Prbk.g_02492
OG0000653	Syad.g_01850	Prbk.g_02494
OG0000654	Syad.g_01849	Prbk.g_02495
OG0000655	Syad.g_01848	Prbk.g_02496
OG0000656	Syad.g_01845	Prbk.g_02499
OG0000657	Syad.g_01240	Prbk.g_02532
OG0000658	Syad.g_01231	Prbk.g_02534
OG0000659	Syad.g_01230	Prbk.g_02535
OG0000660	Syad.g_01226	Prbk.g_02539
OG0000661	Syad.g_01224	Prbk.g_02541
OG0000662	Syad.g_01222	Prbk.g_02543
OG0000663	Syad.g_01219	Prbk.g_02546
OG0000664	Syad.g_01209	Prbk.g_02547
OG0000665	Syad.g_02115	Prbk.g_02560
OG0000666	Syad.g_02027	Prbk.g_02563
OG0000667	Syad.g_00612	Prbk.g_02570
OG0000668	Syad.g_01688	Prbk.g_00582
OG0000669	Syad.g_01606	Prbk.g_02580
OG0000670	Syad.g_01609	Prbk.g_01662
OG0000671	Syad.g_01611	Prbk.g_02391
OG0000672	Syad.g_01615	Prbk.g_02394
OG0000673	Syad.g_01618	Prbk.g_02397
OG0000674	Syad.g_01620	Prbk.g_02399
OG0000675	Syad.g_01633	Prbk.g_02400
OG0000676	Syad.g_01635	Prbk.g_02408
OG0000677	Syad.g_01636	Prbk.g_02410
OG0000678	Syad.g_01957	Prbk.g_02415
OG0000679	Syad.g_01922	Prbk.g_02435
OG0000680	Syad.g_01921	Prbk.g_02436
OG0000681	Syad.g_01919	Prbk.g_02438
OG0000682	Syad.g_01918	Prbk.g_02439
OG0000683	Syad.g_01917	Prbk.g_02440
OG0000684	Syad.g_01912	Prbk.g_02453
OG0000685	Syad.g_01910	Prbk.g_02451
OG0000686	Syad.g_01909	Prbk.g_02450
OG0000687	Syad.g_01908	Prbk.g_02449
OG0000688	Syad.g_01904	Prbk.g_02455
OG0000689	Syad.g_01902	Prbk.g_02456
OG0000690	Syad.g_01901	Prbk.g_02457
OG0000691	Syad.g_01900	Prbk.g_02458
OG0000692	Syad.g_01899	Prbk.g_02459
OG0000693	Syad.g_01897	Prbk.g_02460
OG0000694	Syad.g_01896	Prbk.g_02461
OG0000695	Syad.g_01662	Prbk.g_02358
OG0000696	Syad.g_01663	Prbk.g_02357
OG0000697	Syad.g_01789	Prbk.g_02355
OG0000698	Syad.g_01786	Prbk.g_02352
OG0000699	Syad.g_01785	Prbk.g_02350
OG0000700	Syad.g_01784	Prbk.g_02349
OG0000701	Syad.g_01783	Prbk.g_02348
OG0000702	Syad.g_01775	Prbk.g_02340
OG0000703	Syad.g_01774	Prbk.g_02339
OG0000704	Syad.g_01772	Prbk.g_02337
OG0000705	Syad.g_01765	Prbk.g_02331
OG0000706	Syad.g_01764	Prbk.g_02330
OG0000707	Syad.g_01763	Prbk.g_02329
OG0000708	Syad.g_01760	Prbk.g_02327
OG0000709	Syad.g_01745	Prbk.g_02320
OG0000710	Syad.g_01738	Prbk.g_02316
OG0000711	Syad.g_01710	Prbk.g_02293
OG0000712	Syad.g_01708	Prbk.g_02292
OG0000713	Syad.g_01707	Prbk.g_00562
OG0000714	Syad.g_01705	Prbk.g_00566
OG0000715	Syad.g_01703	Prbk.g_00568
OG0000716	Syad.g_01697	Prbk.g_00572
OG0000717	Syad.g_01696	Prbk.g_00573
OG0000718	Syad.g_01692	Prbk.g_00578
OG0000719	Syad.g_01690	Prbk.g_00580
OG0000720	Syad.g_01677	Prbk.g_00593
OG0000721	Syad.g_01675	Prbk.g_00594
OG0000722	Syad.g_01674	Prbk.g_00595
OG0000723	Syad.g_01791	Prbk.g_00599
OG0000724	Syad.g_01284	Prbk.g_00061
OG0000725	Syad.g_01293	Prbk.g_00054
OG0000726	Syad.g_01294	Prbk.g_00053
OG0000727	Syad.g_01295	Prbk.g_00052
OG0000728	Syad.g_01297	Prbk.g_00051
OG0000729	Syad.g_00331	Prbk.g_01531
OG0000730	Syad.g_00758	Prbk.g_00869
OG0000731	Syad.g_00770	Prbk.g_00879
OG0000732	Syad.g_00214	Prbk.g_01601
OG0000733	Syad.g_00028	Prbk.g_02202
OG0000734	Syad.g_02809	Prbk.g_00004
OG0000735	Syad.g_01120	Prbk.g_01037
OG0000736	Syad.g_01121	Prbk.g_01036
OG0000737	Syad.g_01122	Prbk.g_01035
OG0000738	Syad.g_01127	Prbk.g_01028
OG0000739	Syad.g_01145	Prbk.g_01026
OG0000740	Syad.g_01146	Prbk.g_01025
OG0000741	Syad.g_01149	Prbk.g_01022
OG0000742	Syad.g_01151	Prbk.g_01020
OG0000743	Syad.g_01153	Prbk.g_01018
OG0000744	Syad.g_01154	Prbk.g_01017
OG0000745	Syad.g_01156	Prbk.g_00141
OG0000746	Syad.g_01158	Prbk.g_00143
OG0000747	Syad.g_01159	Prbk.g_00144
OG0000748	Syad.g_01170	Prbk.g_00156
OG0000749	Syad.g_01173	Prbk.g_00157
OG0000750	Syad.g_01174	Prbk.g_00158
OG0000751	Syad.g_01182	Prbk.g_00105
OG0000752	Syad.g_01184	Prbk.g_00103
OG0000753	Syad.g_01187	Prbk.g_00100
OG0000754	Syad.g_01516	Prbk.g_01501
OG0000755	Syad.g_01504	Prbk.g_00139
OG0000756	Syad.g_01498	Prbk.g_00138
OG0000757	Syad.g_01487	Prbk.g_00131
OG0000758	Syad.g_01486	Prbk.g_00130
OG0000759	Syad.g_01485	Prbk.g_00129
OG0000760	Syad.g_01484	Prbk.g_00128
OG0000761	Syad.g_01480	Prbk.g_00127
OG0000762	Syad.g_01474	Prbk.g_01503
OG0000763	Syad.g_01468	Prbk.g_01505
OG0000764	Syad.g_01467	Prbk.g_01506
OG0000765	Syad.g_01447	Prbk.g_00178
OG0000766	Syad.g_01446	Prbk.g_00177
OG0000767	Syad.g_01444	Prbk.g_00175
OG0000768	Syad.g_01443	Prbk.g_00174
OG0000769	Syad.g_01441	Prbk.g_00098
OG0000770	Syad.g_01437	Prbk.g_00122
OG0000771	Syad.g_01278	Prbk.g_00066
OG0000772	Syad.g_02078	Prbk.g_02011
OG0000773	Syad.g_01114	Prbk.g_00162
OG0000774	Syad.g_02396	Prbk.g_01192
OG0000775	Syad.g_02398	Prbk.g_01190
OG0000776	Syad.g_02399	Prbk.g_01189
OG0000777	Syad.g_02400	Prbk.g_01188
OG0000778	Syad.g_02401	Prbk.g_01187
OG0000779	Syad.g_02407	Prbk.g_01182
OG0000780	Syad.g_02411	Prbk.g_01179
OG0000781	Syad.g_02415	Prbk.g_01175
OG0000782	Syad.g_02416	Prbk.g_01174
OG0000783	Syad.g_02418	Prbk.g_01173
OG0000784	Syad.g_02419	Prbk.g_01172
OG0000785	Syad.g_02421	Prbk.g_01170
OG0000786	Syad.g_01101	Prbk.g_01167
OG0000787	Syad.g_01100	Prbk.g_01166
OG0000788	Syad.g_02139	Prbk.g_00334
OG0000789	Syad.g_01982	Prbk.g_01691
OG0000790	Syad.g_00886	Prbk.g_02048
OG0000791	Syad.g_00885	Prbk.g_02046
OG0000792	Syad.g_00884	Prbk.g_02045
OG0000793	Syad.g_00879	Prbk.g_02041
OG0000794	Syad.g_00878	Prbk.g_02040
OG0000795	Syad.g_00877	Prbk.g_02039
OG0000796	Syad.g_00871	Prbk.g_02035
OG0000797	Syad.g_00870	Prbk.g_02034
OG0000798	Syad.g_00525	Prbk.g_00414
OG0000799	Syad.g_02243	Prbk.g_01929
OG0000800	Syad.g_02245	Prbk.g_01930
OG0000801	Syad.g_02246	Prbk.g_01931
OG0000802	Syad.g_02251	Prbk.g_01938
OG0000803	Syad.g_02255	Prbk.g_00244
OG0000804	Syad.g_02260	Prbk.g_00246
OG0000805	Syad.g_02266	Prbk.g_00248
OG0000806	Syad.g_02267	Prbk.g_00250
OG0000807	Syad.g_02269	Prbk.g_00252
OG0000808	Syad.g_02270	Prbk.g_00253
OG0000809	Syad.g_02273	Prbk.g_00257
OG0000810	Syad.g_02274	Prbk.g_00258
OG0000811	Syad.g_02283	Prbk.g_00270
OG0000812	Syad.g_02285	Prbk.g_00272
OG0000813	Syad.g_02286	Prbk.g_00273
OG0000814	Syad.g_02288	Prbk.g_00275
OG0000815	Syad.g_02289	Prbk.g_00276
OG0000816	Syad.g_02290	Prbk.g_00278
OG0000817	Syad.g_02291	Prbk.g_00279
OG0000818	Syad.g_02297	Prbk.g_01237
OG0000819	Syad.g_02298	Prbk.g_01236
OG0000820	Syad.g_02299	Prbk.g_01235
OG0000821	Syad.g_02305	Prbk.g_01228
OG0000822	Syad.g_02307	Prbk.g_01226
OG0000823	Syad.g_02308	Prbk.g_01225
OG0000824	Syad.g_02314	Prbk.g_01221
OG0000825	Syad.g_02315	Prbk.g_01220
OG0000826	Syad.g_02316	Prbk.g_01219
OG0000827	Syad.g_02317	Prbk.g_01218
OG0000828	Syad.g_02320	Prbk.g_01215
OG0000829	Syad.g_02321	Prbk.g_01214
OG0000830	Syad.g_02322	Prbk.g_01213
OG0000831	Syad.g_02325	Prbk.g_01211
OG0000832	Syad.g_02538	Prbk.g_02006
OG0000833	Syad.g_02550	Prbk.g_01998
OG0000834	Syad.g_02552	Prbk.g_01997
OG0000835	Syad.g_02553	Prbk.g_01996
OG0000836	Syad.g_02557	Prbk.g_01994
OG0000837	Syad.g_02561	Prbk.g_01993
OG0000838	Syad.g_02565	Prbk.g_01990
OG0000839	Syad.g_02566	Prbk.g_01989
OG0000840	Syad.g_02567	Prbk.g_01988
OG0000841	Syad.g_02568	Prbk.g_01987
OG0000842	Syad.g_02569	Prbk.g_01986
OG0000843	Syad.g_02570	Prbk.g_01985
OG0000844	Syad.g_02577	Prbk.g_01983
OG0000845	Syad.g_02578	Prbk.g_01982
OG0000846	Syad.g_02579	Prbk.g_01981
OG0000847	Syad.g_02580	Prbk.g_01980
OG0000848	Syad.g_02582	Prbk.g_01979
OG0000849	Syad.g_02583	Prbk.g_01978
OG0000850	Syad.g_02586	Prbk.g_01977
OG0000851	Syad.g_02592	Prbk.g_00937
OG0000852	Syad.g_02593	Prbk.g_00936
OG0000853	Syad.g_02597	Prbk.g_00932
OG0000854	Syad.g_02606	Prbk.g_00930
OG0000855	Syad.g_02607	Prbk.g_00929
OG0000856	Syad.g_02166	Prbk.g_02619
OG0000857	Syad.g_01871	Prbk.g_02485
OG0000858	Syad.g_02613	Prbk.g_00918
OG0000859	Syad.g_02614	Prbk.g_00917
OG0000860	Syad.g_02625	Prbk.g_00905
OG0000861	Syad.g_02626	Prbk.g_00904
OG0000862	Syad.g_02628	Prbk.g_00902
OG0000863	Syad.g_02631	Prbk.g_01451
OG0000864	Syad.g_02632	Prbk.g_01450
OG0000865	Syad.g_02633	Prbk.g_01449
OG0000866	Syad.g_02634	Prbk.g_01448
OG0000867	Syad.g_02635	Prbk.g_01447
OG0000868	Syad.g_02637	Prbk.g_01445
OG0000869	Syad.g_02643	Prbk.g_01442
OG0000870	Syad.g_02648	Prbk.g_01437
OG0000871	Syad.g_02649	Prbk.g_01436
OG0000872	Syad.g_02657	Prbk.g_01434
OG0000873	Syad.g_02660	Prbk.g_01431
OG0000874	Syad.g_02655	Prbk.g_01427
OG0000875	Syad.g_02662	Prbk.g_01426
OG0000876	Syad.g_03003	Prbk.g_01425
OG0000877	Syad.g_02480	Prbk.g_01422
OG0000878	Syad.g_02481	Prbk.g_01421
OG0000879	Syad.g_02482	Prbk.g_01420
OG0000880	Syad.g_02483	Prbk.g_01419
OG0000881	Syad.g_02489	Prbk.g_01414
OG0000882	Syad.g_02494	Prbk.g_01409
OG0000883	Syad.g_02497	Prbk.g_01407
OG0000884	Syad.g_02499	Prbk.g_01405
OG0000885	Syad.g_02500	Prbk.g_01404
OG0000886	Syad.g_02501	Prbk.g_01403
OG0000887	Syad.g_02502	Prbk.g_01402
OG0000888	Syad.g_02504	Prbk.g_01400
OG0000889	Syad.g_02506	Prbk.g_01398
OG0000890	Syad.g_02512	Prbk.g_01384
OG0000891	Syad.g_02513	Prbk.g_01383
OG0000892	Syad.g_02517	Prbk.g_01381
OG0000893	Syad.g_00589	Prbk.g_01901
OG0000894	Syad.g_00592	Prbk.g_01905
OG0000895	Syad.g_00596	Prbk.g_01910
OG0000896	Syad.g_00597	Prbk.g_01911
OG0000897	Syad.g_00599	Prbk.g_01913
OG0000898	Syad.g_00600	Prbk.g_01914
OG0000899	Syad.g_00601	Prbk.g_01915
OG0000900	Syad.g_00602	Prbk.g_01916
OG0000901	Syad.g_00607	Prbk.g_01920
OG0000902	Syad.g_00609	Prbk.g_01922
OG0000903	Syad.g_00645	Prbk.g_00990
OG0000904	Syad.g_00640	Prbk.g_00995
OG0000905	Syad.g_00632	Prbk.g_00997
OG0000906	Syad.g_00630	Prbk.g_01926
OG0000907	Syad.g_00648	Prbk.g_00988
OG0000908	Syad.g_00651	Prbk.g_00985
OG0000909	Syad.g_00652	Prbk.g_00984
OG0000910	Syad.g_00653	Prbk.g_00983
OG0000911	Syad.g_00655	Prbk.g_00981
OG0000912	Syad.g_00656	Prbk.g_00980
OG0000913	Syad.g_00657	Prbk.g_00979
OG0000914	Syad.g_00658	Prbk.g_00978
OG0000915	Syad.g_00660	Prbk.g_00977
OG0000916	Syad.g_00661	Prbk.g_00976
OG0000917	Syad.g_00662	Prbk.g_00975
OG0000918	Syad.g_00663	Prbk.g_00974
OG0000919	Syad.g_00664	Prbk.g_00973
OG0000920	Syad.g_00665	Prbk.g_00972
OG0000921	Syad.g_00666	Prbk.g_00971
OG0000922	Syad.g_00667	Prbk.g_00970
OG0000923	Syad.g_00671	Prbk.g_00966
OG0000924	Syad.g_00672	Prbk.g_00965
OG0000925	Syad.g_00673	Prbk.g_00964
OG0000926	Syad.g_00674	Prbk.g_00963
OG0000927	Syad.g_00676	Prbk.g_00961
OG0000928	Syad.g_00677	Prbk.g_00960
OG0000929	Syad.g_00678	Prbk.g_00959
OG0000930	Syad.g_00679	Prbk.g_00958
OG0000931	Syad.g_00680	Prbk.g_00957
OG0000932	Syad.g_00681	Prbk.g_00956
OG0000933	Syad.g_00687	Prbk.g_00951
OG0000934	Syad.g_00689	Prbk.g_00949
OG0000935	Syad.g_00690	Prbk.g_00948
OG0000936	Syad.g_00691	Prbk.g_00947
OG0000937	Syad.g_00692	Prbk.g_00946
OG0000938	Syad.g_00695	Prbk.g_00797
OG0000939	Syad.g_00696	Prbk.g_00798
OG0000940	Syad.g_00703	Prbk.g_00807
OG0000941	Syad.g_00705	Prbk.g_00809
OG0000942	Syad.g_00707	Prbk.g_00811
OG0000943	Syad.g_00708	Prbk.g_00812
OG0000944	Syad.g_00710	Prbk.g_00814
OG0000945	Syad.g_00711	Prbk.g_00816
OG0000946	Syad.g_00716	Prbk.g_00844
OG0000947	Syad.g_00719	Prbk.g_00847
OG0000948	Syad.g_00720	Prbk.g_00848
OG0000949	Syad.g_00432	Prbk.g_00851
OG0000950	Syad.g_00418	Prbk.g_00513
OG0000951	Syad.g_00411	Prbk.g_00518
OG0000952	Syad.g_00375	Prbk.g_00525
OG0000953	Syad.g_00369	Prbk.g_00529
OG0000954	Syad.g_00364	Prbk.g_00216
OG0000955	Syad.g_00363	Prbk.g_00217
OG0000956	Syad.g_00361	Prbk.g_00219
OG0000957	Syad.g_00350	Prbk.g_00235
OG0000958	Syad.g_00349	Prbk.g_00236
OG0000959	Syad.g_00345	Prbk.g_01482
OG0000960	Syad.g_00344	Prbk.g_01483
OG0000961	Syad.g_00335	Prbk.g_01494
OG0000962	Syad.g_00332	Prbk.g_01530
OG0000963	Syad.g_00325	Prbk.g_01535
OG0000964	Syad.g_00324	Prbk.g_01536
OG0000965	Syad.g_00323	Prbk.g_01537
OG0000966	Syad.g_00246	Prbk.g_01571
OG0000967	Syad.g_00234	Prbk.g_01577
OG0000968	Syad.g_00243	Prbk.g_01580
OG0000969	Syad.g_00240	Prbk.g_01582
OG0000970	Syad.g_00239	Prbk.g_01583
OG0000971	Syad.g_00229	Prbk.g_01585
OG0000972	Syad.g_00228	Prbk.g_01586
OG0000973	Syad.g_00227	Prbk.g_01587
OG0000974	Syad.g_00226	Prbk.g_01588
OG0000975	Syad.g_00225	Prbk.g_01589
OG0000976	Syad.g_00224	Prbk.g_01590
OG0000977	Syad.g_00222	Prbk.g_01592
OG0000978	Syad.g_00221	Prbk.g_01593
OG0000979	Syad.g_00218	Prbk.g_01596
OG0000980	Syad.g_00215	Prbk.g_01600
OG0000981	Syad.g_00212	Prbk.g_01603
OG0000982	Syad.g_03035	Prbk.g_02161
OG0000983	Syad.g_03036	Prbk.g_02162
OG0000984	Syad.g_03037	Prbk.g_02163
OG0000985	Syad.g_03039	Prbk.g_02167
OG0000986	Syad.g_03049	Prbk.g_02169
OG0000987	Syad.g_00002	Prbk.g_02171
OG0000988	Syad.g_00008	Prbk.g_02175
OG0000989	Syad.g_00020	Prbk.g_02185
OG0000990	Syad.g_00061	Prbk.g_02207
OG0000991	Syad.g_00064	Prbk.g_02210
OG0000992	Syad.g_00067	Prbk.g_02213
OG0000993	Syad.g_00069	Prbk.g_02214
OG0000994	Syad.g_00071	Prbk.g_02217
OG0000995	Syad.g_00077	Prbk.g_02226
OG0000996	Syad.g_00121	Prbk.g_02239
OG0000997	Syad.g_00128	Prbk.g_02248
OG0000998	Syad.g_00130	Prbk.g_02250
OG0000999	Syad.g_00131	Prbk.g_02251
OG0001000	Syad.g_00136	Prbk.g_02254
OG0001001	Syad.g_00141	Prbk.g_02258
OG0001002	Syad.g_00148	Prbk.g_02265
OG0001003	Syad.g_00150	Prbk.g_02267
OG0001004	Syad.g_00151	Prbk.g_02268
OG0001005	Syad.g_00152	Prbk.g_02270
OG0001006	Syad.g_00160	Prbk.g_02276
OG0001007	Syad.g_00162	Prbk.g_02278
OG0001008	Syad.g_02449	Prbk.g_00327
OG0001009	Syad.g_00194	Prbk.g_01622
OG0001010	Syad.g_00195	Prbk.g_01621
OG0001011	Syad.g_00196	Prbk.g_01619
OG0001012	Syad.g_03030	Prbk.g_02158
OG0001013	Syad.g_03011	Prbk.g_02133
OG0001014	Syad.g_03002	Prbk.g_02124
OG0001015	Syad.g_03001	Prbk.g_02123
OG0001016	Syad.g_02734	Prbk.g_01315
OG0001017	Syad.g_02740	Prbk.g_01309
OG0001018	Syad.g_02742	Prbk.g_01307
OG0001019	Syad.g_02771	Prbk.g_01294
OG0001020	Syad.g_02777	Prbk.g_00035
OG0001021	Syad.g_02781	Prbk.g_00031
OG0001022	Syad.g_02786	Prbk.g_00026
OG0001023	Syad.g_02787	Prbk.g_00025
OG0001024	Syad.g_02791	Prbk.g_00021
OG0001025	Syad.g_02798	Prbk.g_00014
OG0001026	Syad.g_02811	Prbk.g_00001
OG0001027	Syad.g_02817	Prbk.g_00190
OG0001028	Syad.g_02819	Prbk.g_00192
OG0001029	Syad.g_02821	Prbk.g_00194
OG0001030	Syad.g_02848	Prbk.g_00547
OG0001031	Syad.g_02925	Prbk.g_01275
OG0001032	Syad.g_02928	Prbk.g_01272
OG0001033	Syad.g_02956	Prbk.g_00633
OG0001034	Syad.g_00819	Prbk.g_01521
OG0001035	Syad.g_00559	Prbk.g_00372
OG0001036	Syad.g_00554	Prbk.g_00376
OG0001037	Syad.g_00552	Prbk.g_00378
OG0001039	Syad.g_00522	Prbk.g_00418
OG0001040	Syad.g_00519	Prbk.g_00421
OG0001041	Syad.g_00514	Prbk.g_00426
OG0001042	Syad.g_00485	Prbk.g_00451
OG0001043	Syad.g_00481	Prbk.g_00453
OG0001044	Syad.g_00760	Prbk.g_00870
OG0001045	Syad.g_00773	Prbk.g_00882
OG0001046	Syad.g_01722	Prbk.g_00924
OG0001047	Syad.g_02447	Prbk.g_00325
OG0001048	Syad.g_02446	Prbk.g_00324
OG0001049	Syad.g_02443	Prbk.g_00321
OG0001050	Syad.g_02442	Prbk.g_00320
OG0001051	Syad.g_02441	Prbk.g_00319
OG0001052	Syad.g_02357	Prbk.g_02109
OG0001054	Syad.g_00925	Prbk.g_01861
OG0001055	Syad.g_00946	Prbk.g_01056
OG0001056	Syad.g_00982	Prbk.g_01085
OG0001057	Syad.g_00996	Prbk.g_01097
OG0001058	Syad.g_01015	Prbk.g_01893
OG0001059	Syad.g_01018	Prbk.g_01889
OG0001060	Syad.g_01025	Prbk.g_01882
OG0001061	Syad.g_01047	Prbk.g_01109
OG0001062	Syad.g_01049	Prbk.g_01111
OG0001063	Syad.g_01056	Prbk.g_01115
OG0001064	Syad.g_01057	Prbk.g_01116
OG0001065	Syad.g_01058	Prbk.g_01117
OG0001066	Syad.g_01059	Prbk.g_01118
OG0001067	Syad.g_01060	Prbk.g_01119
OG0001068	Syad.g_01061	Prbk.g_01120
OG0001069	Syad.g_01062	Prbk.g_01121
OG0001070	Syad.g_01065	Prbk.g_01125
OG0001071	Syad.g_01066	Prbk.g_01126
OG0001072	Syad.g_01070	Prbk.g_01129
OG0001073	Syad.g_01090	Prbk.g_01148
OG0001074	Syad.g_02197	Prbk.g_02602
OG0001075	Syad.g_02196	Prbk.g_02603
OG0001076	Syad.g_02175	Prbk.g_02611
OG0001077	Syad.g_02164	Prbk.g_02621
OG0001078	Syad.g_02151	Prbk.g_02632
OG0001079	Syad.g_02138	Prbk.g_02651
OG0001080	Syad.g_02008	Prbk.g_00738
OG0001081	Syad.g_01568	Prbk.g_00728
OG0001082	Syad.g_01569	Prbk.g_00727
OG0001083	Syad.g_01578	Prbk.g_00719
OG0001084	Syad.g_01586	Prbk.g_00718
OG0001085	Syad.g_01596	Prbk.g_00708
OG0001086	Syad.g_01598	Prbk.g_00706
OG0001087	Syad.g_01372	Prbk.g_01821
OG0001088	Syad.g_01368	Prbk.g_01817
OG0001089	Syad.g_01302	Prbk.g_01764
OG0001090	Syad.g_01817	Prbk.g_00617
OG0001091	Syad.g_01815	Prbk.g_00615
OG0001092	Syad.g_01812	Prbk.g_00614
OG0001093	Syad.g_01806	Prbk.g_00610
OG0001094	Syad.g_01895	Prbk.g_02462
OG0001095	Syad.g_01874	Prbk.g_02481
OG0001096	Syad.g_01847	Prbk.g_02497
OG0001097	Syad.g_01223	Prbk.g_02542
OG0001098	Syad.g_02005, Syad.g_01995	Prbk.g_02379
OG0001099	Syad.g_02820	Prbk.g_00193
OG0001100	Syad.g_01608	Prbk.g_02389
OG0001101	Syad.g_01610	Prbk.g_02390
OG0001102	Syad.g_01613	Prbk.g_02393
OG0001103	Syad.g_01616	Prbk.g_02395
OG0001104	Syad.g_01911	Prbk.g_02452
OG0001105	Syad.g_01907	Prbk.g_02447
OG0001106	Syad.g_01771	Prbk.g_02336
OG0001107	Syad.g_01759	Prbk.g_02326
OG0001108	Syad.g_01744	Prbk.g_02319
OG0001109	Syad.g_01739	Prbk.g_02317
OG0001110	Syad.g_01737	Prbk.g_02315
OG0001111	Syad.g_01735	Prbk.g_02313
OG0001112	Syad.g_01733	Prbk.g_02311
OG0001113	Syad.g_01732	Prbk.g_02310
OG0001114	Syad.g_01731	Prbk.g_02309
