Orthogroup	Syad	Prat
OG0000572	Syad.g_01064	Prat.g_00549
OG0000573	Syad.g_01072	Prat.g_00554
OG0000574	Syad.g_01077	Prat.g_00555
OG0000575	Syad.g_01083	Prat.g_00559
OG0000576	Syad.g_01085	Prat.g_00561
OG0000577	Syad.g_01086	Prat.g_00562
OG0000578	Syad.g_01087	Prat.g_00563
OG0000579	Syad.g_01088	Prat.g_00564
OG0000580	Syad.g_01089	Prat.g_00565
OG0000581	Syad.g_01097	Prat.g_00568
OG0000582	Syad.g_02206	Prat.g_00571
OG0000583	Syad.g_02205	Prat.g_00572
OG0000584	Syad.g_02204	Prat.g_00573
OG0000585	Syad.g_02202	Prat.g_00575
OG0000586	Syad.g_02201	Prat.g_00576
OG0000587	Syad.g_02199	Prat.g_00577
OG0000588	Syad.g_02183	Prat.g_00582
OG0000589	Syad.g_02178	Prat.g_00584
OG0000590	Syad.g_02177	Prat.g_00585
OG0000591	Syad.g_02169	Prat.g_00589
OG0000592	Syad.g_02168	Prat.g_00590
OG0000593	Syad.g_02156	Prat.g_01094
OG0000594	Syad.g_02155	Prat.g_01093
OG0000595	Syad.g_02154	Prat.g_01091
OG0000596	Syad.g_02149	Prat.g_01087
OG0000597	Syad.g_02146	Prat.g_01084
OG0000598	Syad.g_02145	Prat.g_01083
OG0000599	Syad.g_02142	Prat.g_01080
OG0000600	Syad.g_02141	Prat.g_01079
OG0000601	Syad.g_02140	Prat.g_01078
OG0000602	Syad.g_02135	Prat.g_01076
OG0000603	Syad.g_02134	Prat.g_01075
OG0000604	Syad.g_02131	Prat.g_01074
OG0000605	Syad.g_02026	Prat.g_01073
OG0000606	Syad.g_01567	Prat.g_01070
OG0000607	Syad.g_01571	Prat.g_01067
OG0000608	Syad.g_01572	Prat.g_01066
OG0000609	Syad.g_01574	Prat.g_01065
OG0000610	Syad.g_01589	Prat.g_01059
OG0000611	Syad.g_01592	Prat.g_01056
OG0000612	Syad.g_01593	Prat.g_01055
OG0000613	Syad.g_00457	Prat.g_00747
OG0000614	Syad.g_01340	Prat.g_00767
OG0000615	Syad.g_01948	Prat.g_00777
OG0000616	Syad.g_00145	Prat.g_01882
OG0000617	Syad.g_01810	Prat.g_00797
OG0000618	Syad.g_01809	Prat.g_00798
OG0000619	Syad.g_01808	Prat.g_00799
OG0000620	Syad.g_01803	Prat.g_00802
OG0000621	Syad.g_01802	Prat.g_00803
OG0000622	Syad.g_01801	Prat.g_00804
OG0000623	Syad.g_01800	Prat.g_00805
OG0000624	Syad.g_01798	Prat.g_00807
OG0000625	Syad.g_01797	Prat.g_00808
OG0000626	Syad.g_01796	Prat.g_00809
OG0000627	Syad.g_01640	Prat.g_00811
OG0000628	Syad.g_01641	Prat.g_00812
OG0000629	Syad.g_01644	Prat.g_00813
OG0000630	Syad.g_01648	Prat.g_00816
OG0000631	Syad.g_01658	Prat.g_00865
OG0000632	Syad.g_01659	Prat.g_00866
OG0000633	Syad.g_01660	Prat.g_00867
OG0000634	Syad.g_01893	Prat.g_01041
OG0000635	Syad.g_01892	Prat.g_01040
OG0000636	Syad.g_01890	Prat.g_01038
OG0000637	Syad.g_01888	Prat.g_01036
OG0000638	Syad.g_01887	Prat.g_01035
OG0000639	Syad.g_01886	Prat.g_01034
OG0000640	Syad.g_01885	Prat.g_01033
OG0000641	Syad.g_01881	Prat.g_01029
OG0000642	Syad.g_01880	Prat.g_01028
OG0000643	Syad.g_01878	Prat.g_01027
OG0000644	Syad.g_01877	Prat.g_01026
OG0000645	Syad.g_01875	Prat.g_01025
OG0000646	Syad.g_01872	Prat.g_01023
OG0000647	Syad.g_01870	Prat.g_01021
OG0000648	Syad.g_01860	Prat.g_01019
OG0000649	Syad.g_01859	Prat.g_01018
OG0000650	Syad.g_01858	Prat.g_01017
OG0000651	Syad.g_01857	Prat.g_01016
OG0000652	Syad.g_01856	Prat.g_01015
OG0000653	Syad.g_01850	Prat.g_01013
OG0000654	Syad.g_01849	Prat.g_01012
OG0000655	Syad.g_01848	Prat.g_01011
OG0000656	Syad.g_01845	Prat.g_01008
OG0000657	Syad.g_01240	Prat.g_01002
OG0000658	Syad.g_01231	Prat.g_01001
OG0000659	Syad.g_01230	Prat.g_01000
OG0000660	Syad.g_01226	Prat.g_00996
OG0000661	Syad.g_01224	Prat.g_00994
OG0000662	Syad.g_01222	Prat.g_00992
OG0000663	Syad.g_01219	Prat.g_00990
OG0000664	Syad.g_01209	Prat.g_00989
OG0000665	Syad.g_02115	Prat.g_00983
OG0000666	Syad.g_02027	Prat.g_00982
OG0000667	Syad.g_00612	Prat.g_00978
OG0000668	Syad.g_01688	Prat.g_00694
OG0000669	Syad.g_01606	Prat.g_00705
OG0000670	Syad.g_01609	Prat.g_00708
OG0000671	Syad.g_01611	Prat.g_00710
OG0000672	Syad.g_01615	Prat.g_00713
OG0000673	Syad.g_01618	Prat.g_00717
OG0000674	Syad.g_01620	Prat.g_00719
OG0000675	Syad.g_01633	Prat.g_00720
OG0000676	Syad.g_01635	Prat.g_00722
OG0000677	Syad.g_01636	Prat.g_00723
OG0000678	Syad.g_01957	Prat.g_00725
OG0000679	Syad.g_01922	Prat.g_00730
OG0000680	Syad.g_01921	Prat.g_00731
OG0000681	Syad.g_01919	Prat.g_00734
OG0000682	Syad.g_01918	Prat.g_00735
OG0000683	Syad.g_01917	Prat.g_00736
OG0000684	Syad.g_01912	Prat.g_00738
OG0000685	Syad.g_01910	Prat.g_00740
OG0000686	Syad.g_01909	Prat.g_00741
OG0000687	Syad.g_01908	Prat.g_00742
OG0000688	Syad.g_01904	Prat.g_01051
OG0000689	Syad.g_01902	Prat.g_01050
OG0000690	Syad.g_01901	Prat.g_01049
OG0000691	Syad.g_01900	Prat.g_01048
OG0000692	Syad.g_01899	Prat.g_01046
OG0000693	Syad.g_01897	Prat.g_01045
OG0000694	Syad.g_01896	Prat.g_01044
OG0000695	Syad.g_01662	Prat.g_00869
OG0000696	Syad.g_01663	Prat.g_00870
OG0000697	Syad.g_01789	Prat.g_00871
OG0000698	Syad.g_01786	Prat.g_00874
OG0000699	Syad.g_01785	Prat.g_00876
OG0000700	Syad.g_01784	Prat.g_00877
OG0000701	Syad.g_01783	Prat.g_00878
OG0000702	Syad.g_01775	Prat.g_00880
OG0000703	Syad.g_01774	Prat.g_00881
OG0000704	Syad.g_01772	Prat.g_00883
OG0000705	Syad.g_01765	Prat.g_00889
OG0000706	Syad.g_01764	Prat.g_00890
OG0000707	Syad.g_01763	Prat.g_00891
OG0000708	Syad.g_01760	Prat.g_00893
OG0000709	Syad.g_01745	Prat.g_00897
OG0000710	Syad.g_01738	Prat.g_00900
OG0000711	Syad.g_01710	Prat.g_00916
OG0000712	Syad.g_01708	Prat.g_00917
OG0000713	Syad.g_01707	Prat.g_00918
OG0000714	Syad.g_01705	Prat.g_00919
OG0000715	Syad.g_01703	Prat.g_00921
OG0000716	Syad.g_01697	Prat.g_00923
OG0000717	Syad.g_01696	Prat.g_00924
OG0000718	Syad.g_01692	Prat.g_00929
OG0000719	Syad.g_01690	Prat.g_00931
OG0000720	Syad.g_01677	Prat.g_00942
OG0000721	Syad.g_01675	Prat.g_00946
OG0000722	Syad.g_01674	Prat.g_00947
OG0000723	Syad.g_01791	Prat.g_00951
OG0000724	Syad.g_01284	Prat.g_00960
OG0000725	Syad.g_01293	Prat.g_00966
OG0000726	Syad.g_01294	Prat.g_00967
OG0000727	Syad.g_01295	Prat.g_00968
OG0000728	Syad.g_01297	Prat.g_00970
OG0000729	Syad.g_00331	Prat.g_01214
OG0000730	Syad.g_00758	Prat.g_01199
OG0000731	Syad.g_00770	Prat.g_00354
OG0000732	Syad.g_00214	Prat.g_01831
OG0000733	Syad.g_00028	Prat.g_01560
OG0000734	Syad.g_02809	Prat.g_01171
OG0000735	Syad.g_01120	Prat.g_01169
OG0000736	Syad.g_01121	Prat.g_01168
OG0000737	Syad.g_01122	Prat.g_01167
OG0000738	Syad.g_01127	Prat.g_01163
OG0000739	Syad.g_01145	Prat.g_01162
OG0000740	Syad.g_01146	Prat.g_01161
OG0000741	Syad.g_01149	Prat.g_01159
OG0000742	Syad.g_01151	Prat.g_01157
OG0000743	Syad.g_01153	Prat.g_01155
OG0000744	Syad.g_01154	Prat.g_01154
OG0000745	Syad.g_01156	Prat.g_01153
OG0000746	Syad.g_01158	Prat.g_01151
OG0000747	Syad.g_01159	Prat.g_01150
OG0000748	Syad.g_01170	Prat.g_01146
OG0000749	Syad.g_01173	Prat.g_01145
OG0000750	Syad.g_01174	Prat.g_01144
OG0000751	Syad.g_01182	Prat.g_01141
OG0000752	Syad.g_01184	Prat.g_01139
OG0000753	Syad.g_01187	Prat.g_01136
OG0000754	Syad.g_01516	Prat.g_01134
OG0000755	Syad.g_01504	Prat.g_01128
OG0000756	Syad.g_01498	Prat.g_01127
OG0000757	Syad.g_01487	Prat.g_01121
OG0000758	Syad.g_01486	Prat.g_01120
OG0000759	Syad.g_01485	Prat.g_01119
OG0000760	Syad.g_01484	Prat.g_01118
OG0000761	Syad.g_01480	Prat.g_01117
OG0000762	Syad.g_01474	Prat.g_01116
OG0000763	Syad.g_01468	Prat.g_01114
OG0000764	Syad.g_01467	Prat.g_01113
OG0000765	Syad.g_01447	Prat.g_01104
OG0000766	Syad.g_01446	Prat.g_01103
OG0000767	Syad.g_01444	Prat.g_01101
OG0000768	Syad.g_01443	Prat.g_01100
OG0000769	Syad.g_01441	Prat.g_01098
OG0000770	Syad.g_01437	Prat.g_00594
OG0000771	Syad.g_01278	Prat.g_01509
OG0000772	Syad.g_02078	Prat.g_00626
OG0000773	Syad.g_01114	Prat.g_01240
OG0000774	Syad.g_02396	Prat.g_01242
OG0000775	Syad.g_02398	Prat.g_01244
OG0000776	Syad.g_02399	Prat.g_01245
OG0000777	Syad.g_02400	Prat.g_01246
OG0000778	Syad.g_02401	Prat.g_01247
OG0000779	Syad.g_02407	Prat.g_01251
OG0000780	Syad.g_02411	Prat.g_01252
OG0000781	Syad.g_02415	Prat.g_01255
OG0000782	Syad.g_02416	Prat.g_01256
OG0000783	Syad.g_02418	Prat.g_01257
OG0000784	Syad.g_02419	Prat.g_01258
OG0000785	Syad.g_02421	Prat.g_01260
OG0000786	Syad.g_01101	Prat.g_01263
OG0000787	Syad.g_01100	Prat.g_01264
OG0000788	Syad.g_02139	Prat.g_01471
OG0000789	Syad.g_01982	Prat.g_01455
OG0000790	Syad.g_00886	Prat.g_01296
OG0000791	Syad.g_00885	Prat.g_01298
OG0000792	Syad.g_00884	Prat.g_01299
OG0000793	Syad.g_00879	Prat.g_01302
OG0000794	Syad.g_00878	Prat.g_01303
OG0000795	Syad.g_00877	Prat.g_01304
OG0000796	Syad.g_00871	Prat.g_01308
OG0000797	Syad.g_00870	Prat.g_01309
OG0000799	Syad.g_02243	Prat.g_01333
OG0000800	Syad.g_02245	Prat.g_01334
OG0000801	Syad.g_02246	Prat.g_01335
OG0000802	Syad.g_02251	Prat.g_01337
OG0000803	Syad.g_02255	Prat.g_01339
OG0000804	Syad.g_02260	Prat.g_01340
OG0000805	Syad.g_02266	Prat.g_01342
OG0000806	Syad.g_02267	Prat.g_01344
OG0000807	Syad.g_02269	Prat.g_01345
OG0000808	Syad.g_02270	Prat.g_01346
OG0000809	Syad.g_02273	Prat.g_01350
OG0000810	Syad.g_02274	Prat.g_01351
OG0000811	Syad.g_02283	Prat.g_01356
OG0000812	Syad.g_02285	Prat.g_01358
OG0000813	Syad.g_02286	Prat.g_01359
OG0000814	Syad.g_02288	Prat.g_01361
OG0000815	Syad.g_02289	Prat.g_01362
OG0000816	Syad.g_02290	Prat.g_01364
OG0000817	Syad.g_02291	Prat.g_01365
OG0000818	Syad.g_02297	Prat.g_01370
OG0000819	Syad.g_02298	Prat.g_01371
OG0000820	Syad.g_02299	Prat.g_01372
OG0000821	Syad.g_02305	Prat.g_01378
OG0000822	Syad.g_02307	Prat.g_01379
OG0000823	Syad.g_02308	Prat.g_01380
OG0000824	Syad.g_02314	Prat.g_01383
OG0000825	Syad.g_02315	Prat.g_01384
OG0000826	Syad.g_02316	Prat.g_01385
OG0000827	Syad.g_02317	Prat.g_01386
OG0000828	Syad.g_02320	Prat.g_01389
OG0000829	Syad.g_02321	Prat.g_01390
OG0000830	Syad.g_02322	Prat.g_01391
OG0000831	Syad.g_02325	Prat.g_01393
OG0000832	Syad.g_02538	Prat.g_01405
OG0000833	Syad.g_02550	Prat.g_01414
OG0000834	Syad.g_02552	Prat.g_01415
OG0000835	Syad.g_02553	Prat.g_01416
OG0000836	Syad.g_02557	Prat.g_01417
OG0000837	Syad.g_02561	Prat.g_01418
OG0000838	Syad.g_02565	Prat.g_01421
OG0000839	Syad.g_02566	Prat.g_01422
OG0000840	Syad.g_02567	Prat.g_01423
OG0000841	Syad.g_02568	Prat.g_01424
OG0000842	Syad.g_02569	Prat.g_01425
OG0000843	Syad.g_02570	Prat.g_01426
OG0000844	Syad.g_02577	Prat.g_01427
OG0000845	Syad.g_02578	Prat.g_01428
OG0000846	Syad.g_02579	Prat.g_01429
OG0000847	Syad.g_02580	Prat.g_01430
OG0000848	Syad.g_02582	Prat.g_01431
OG0000849	Syad.g_02583	Prat.g_01432
OG0000850	Syad.g_02586	Prat.g_01434
OG0000851	Syad.g_02592	Prat.g_01435
OG0000852	Syad.g_02593	Prat.g_01436
OG0000853	Syad.g_02597	Prat.g_01441
OG0000854	Syad.g_02606	Prat.g_01443
OG0000855	Syad.g_02607	Prat.g_01444
OG0000856	Syad.g_02166	Prat.g_01457
OG0000857	Syad.g_01871	Prat.g_01022
OG0000858	Syad.g_02613	Prat.g_01585
OG0000859	Syad.g_02614	Prat.g_01586
OG0000860	Syad.g_02625	Prat.g_01594
OG0000861	Syad.g_02626	Prat.g_01595
OG0000862	Syad.g_02628	Prat.g_01596
OG0000863	Syad.g_02631	Prat.g_01598
OG0000864	Syad.g_02632	Prat.g_01599
OG0000865	Syad.g_02633	Prat.g_01600
OG0000866	Syad.g_02634	Prat.g_01601
OG0000867	Syad.g_02635	Prat.g_01602
OG0000868	Syad.g_02637	Prat.g_01603
OG0000869	Syad.g_02643	Prat.g_01606
OG0000870	Syad.g_02648	Prat.g_01611
OG0000871	Syad.g_02649	Prat.g_01612
OG0000872	Syad.g_02657	Prat.g_01613
OG0000873	Syad.g_02660	Prat.g_01616
OG0000874	Syad.g_02655	Prat.g_01619
OG0000875	Syad.g_02662	Prat.g_01621
OG0000876	Syad.g_03003	Prat.g_01622
OG0000877	Syad.g_02480	Prat.g_01624
OG0000878	Syad.g_02481	Prat.g_01625
OG0000879	Syad.g_02482	Prat.g_01626
OG0000880	Syad.g_02483	Prat.g_01627
OG0000881	Syad.g_02489	Prat.g_01631
OG0000882	Syad.g_02494	Prat.g_01636
OG0000883	Syad.g_02497	Prat.g_01639
OG0000884	Syad.g_02499	Prat.g_01641
OG0000885	Syad.g_02500	Prat.g_01642
OG0000886	Syad.g_02501	Prat.g_01643
OG0000887	Syad.g_02502	Prat.g_01644
OG0000888	Syad.g_02504	Prat.g_01646
OG0000889	Syad.g_02506	Prat.g_01648
OG0000890	Syad.g_02512	Prat.g_01649
OG0000891	Syad.g_02513	Prat.g_01650
OG0000892	Syad.g_02517	Prat.g_01652
OG0000893	Syad.g_00589	Prat.g_01655
OG0000894	Syad.g_00592	Prat.g_01658
OG0000895	Syad.g_00596	Prat.g_01662
OG0000896	Syad.g_00597	Prat.g_01663
OG0000897	Syad.g_00599	Prat.g_01665
OG0000898	Syad.g_00600	Prat.g_01666
OG0000899	Syad.g_00601	Prat.g_01667
OG0000900	Syad.g_00602	Prat.g_01668
OG0000901	Syad.g_00607	Prat.g_01671
OG0000902	Syad.g_00609	Prat.g_01673
OG0000903	Syad.g_00645	Prat.g_01677
OG0000904	Syad.g_00640	Prat.g_01682
OG0000905	Syad.g_00632	Prat.g_01675
OG0000906	Syad.g_00630	Prat.g_01674
OG0000907	Syad.g_00648	Prat.g_01684
OG0000908	Syad.g_00651	Prat.g_01687
OG0000909	Syad.g_00652	Prat.g_01688
OG0000910	Syad.g_00653	Prat.g_01689
OG0000911	Syad.g_00655	Prat.g_01691
OG0000912	Syad.g_00656	Prat.g_01692
OG0000913	Syad.g_00657	Prat.g_01693
OG0000914	Syad.g_00658	Prat.g_01694
OG0000915	Syad.g_00660	Prat.g_01695
OG0000916	Syad.g_00661	Prat.g_01696
OG0000917	Syad.g_00662	Prat.g_01697
OG0000918	Syad.g_00663	Prat.g_01698
OG0000919	Syad.g_00664	Prat.g_01699
OG0000920	Syad.g_00665	Prat.g_01700
OG0000921	Syad.g_00666	Prat.g_01701
OG0000922	Syad.g_00667	Prat.g_01702
OG0000923	Syad.g_00671	Prat.g_01706
OG0000924	Syad.g_00672	Prat.g_01707
OG0000925	Syad.g_00673	Prat.g_01708
OG0000926	Syad.g_00674	Prat.g_01709
OG0000927	Syad.g_00676	Prat.g_01711
OG0000928	Syad.g_00677	Prat.g_01712
OG0000929	Syad.g_00678	Prat.g_01713
OG0000930	Syad.g_00679	Prat.g_01714
OG0000931	Syad.g_00680	Prat.g_01715
OG0000932	Syad.g_00681	Prat.g_01327
OG0000933	Syad.g_00687	Prat.g_01719
OG0000934	Syad.g_00689	Prat.g_01721
OG0000935	Syad.g_00690	Prat.g_01722
OG0000936	Syad.g_00691	Prat.g_01723
OG0000937	Syad.g_00692	Prat.g_01724
OG0000938	Syad.g_00695	Prat.g_01727
OG0000939	Syad.g_00696	Prat.g_01728
OG0000940	Syad.g_00703	Prat.g_01735
OG0000941	Syad.g_00705	Prat.g_01737
OG0000942	Syad.g_00707	Prat.g_01739
OG0000943	Syad.g_00708	Prat.g_01740
OG0000944	Syad.g_00710	Prat.g_01742
OG0000945	Syad.g_00711	Prat.g_01744
OG0000946	Syad.g_00716	Prat.g_01748
OG0000947	Syad.g_00719	Prat.g_01750
OG0000948	Syad.g_00720	Prat.g_01751
OG0000949	Syad.g_00432	Prat.g_01754
OG0000950	Syad.g_00418	Prat.g_01760
OG0000951	Syad.g_00411	Prat.g_01764
OG0000952	Syad.g_00375	Prat.g_01768
OG0000953	Syad.g_00369	Prat.g_01772
OG0000954	Syad.g_00364	Prat.g_01777
OG0000955	Syad.g_00363	Prat.g_01778
OG0000956	Syad.g_00361	Prat.g_01780
OG0000957	Syad.g_00350	Prat.g_01786
OG0000958	Syad.g_00349	Prat.g_01787
OG0000959	Syad.g_00345	Prat.g_01791
OG0000960	Syad.g_00344	Prat.g_01792
OG0000961	Syad.g_00335	Prat.g_01795
OG0000962	Syad.g_00332	Prat.g_01797
OG0000963	Syad.g_00325	Prat.g_01801
OG0000964	Syad.g_00324	Prat.g_01802
OG0000965	Syad.g_00323	Prat.g_01803
OG0000966	Syad.g_00246	Prat.g_01809
OG0000967	Syad.g_00234	Prat.g_01813
OG0000968	Syad.g_00243	Prat.g_01815
OG0000969	Syad.g_00240	Prat.g_01816
OG0000970	Syad.g_00239	Prat.g_01817
OG0000971	Syad.g_00229	Prat.g_01818
OG0000972	Syad.g_00228	Prat.g_01819
OG0000973	Syad.g_00227	Prat.g_01820
OG0000974	Syad.g_00226	Prat.g_01821
OG0000975	Syad.g_00225	Prat.g_01822
OG0000976	Syad.g_00224	Prat.g_01823
OG0000977	Syad.g_00222	Prat.g_01824
OG0000978	Syad.g_00221	Prat.g_01825
OG0000979	Syad.g_00218	Prat.g_01828
OG0000980	Syad.g_00215	Prat.g_01830
OG0000981	Syad.g_00212	Prat.g_01833
OG0000982	Syad.g_03035	Prat.g_01835
OG0000983	Syad.g_03036	Prat.g_01836
OG0000984	Syad.g_03037	Prat.g_01837
OG0000985	Syad.g_03039	Prat.g_01840
OG0000986	Syad.g_03049	Prat.g_01842
OG0000987	Syad.g_00002	Prat.g_01843
OG0000988	Syad.g_00008	Prat.g_01846
OG0000989	Syad.g_00020	Prat.g_01850
OG0000990	Syad.g_00061	Prat.g_01856
OG0000991	Syad.g_00064	Prat.g_01857
OG0000992	Syad.g_00067	Prat.g_01860
OG0000993	Syad.g_00069	Prat.g_01861
OG0000994	Syad.g_00071	Prat.g_01862
OG0000995	Syad.g_00077	Prat.g_01866
OG0000996	Syad.g_00121	Prat.g_01867
OG0000997	Syad.g_00128	Prat.g_01869
OG0000998	Syad.g_00130	Prat.g_01871
OG0000999	Syad.g_00131	Prat.g_01872
OG0001000	Syad.g_00136	Prat.g_01875
OG0001001	Syad.g_00141	Prat.g_01879
OG0001002	Syad.g_00148	Prat.g_01884
OG0001003	Syad.g_00150	Prat.g_01885
OG0001004	Syad.g_00151	Prat.g_01886
OG0001005	Syad.g_00152	Prat.g_01887
OG0001006	Syad.g_00160	Prat.g_01891
OG0001007	Syad.g_00162	Prat.g_01893
OG0001008	Syad.g_02449	Prat.g_00397
OG0001009	Syad.g_00194	Prat.g_00028
OG0001010	Syad.g_00195	Prat.g_00029
OG0001011	Syad.g_00196	Prat.g_00031
OG0001012	Syad.g_03030	Prat.g_00046
OG0001013	Syad.g_03011	Prat.g_00053
OG0001014	Syad.g_03002	Prat.g_00056
OG0001015	Syad.g_03001	Prat.g_00057
OG0001016	Syad.g_02734	Prat.g_00070
OG0001017	Syad.g_02740	Prat.g_00074
OG0001018	Syad.g_02742	Prat.g_00076
OG0001019	Syad.g_02771	Prat.g_00087
OG0001020	Syad.g_02777	Prat.g_00088
OG0001021	Syad.g_02781	Prat.g_00089
OG0001022	Syad.g_02786	Prat.g_00091
OG0001023	Syad.g_02787	Prat.g_00092
OG0001024	Syad.g_02791	Prat.g_00095
OG0001025	Syad.g_02798	Prat.g_00102
OG0001026	Syad.g_02811	Prat.g_00110
OG0001027	Syad.g_02817	Prat.g_00111
OG0001028	Syad.g_02819	Prat.g_00113
OG0001029	Syad.g_02821	Prat.g_00114
OG0001030	Syad.g_02848	Prat.g_00130
OG0001031	Syad.g_02925	Prat.g_00188
OG0001032	Syad.g_02928	Prat.g_00189
OG0001033	Syad.g_02956	Prat.g_00210
OG0001034	Syad.g_00819	Prat.g_00241
OG0001035	Syad.g_00559	Prat.g_00261
OG0001036	Syad.g_00554	Prat.g_00266
OG0001037	Syad.g_00552	Prat.g_00267
OG0001039	Syad.g_00522	Prat.g_00288
OG0001040	Syad.g_00519	Prat.g_00291
OG0001041	Syad.g_00514	Prat.g_00295
OG0001042	Syad.g_00485	Prat.g_00312
OG0001043	Syad.g_00481	Prat.g_00313
OG0001044	Syad.g_00760	Prat.g_00347
OG0001045	Syad.g_00773	Prat.g_00356
OG0001046	Syad.g_01722	Prat.g_01469
OG0001047	Syad.g_02447	Prat.g_00399
OG0001048	Syad.g_02446	Prat.g_00400
OG0001049	Syad.g_02443	Prat.g_00403
OG0001050	Syad.g_02442	Prat.g_00404
OG0001051	Syad.g_02441	Prat.g_00405
OG0001052	Syad.g_02357	Prat.g_00430
OG0001054	Syad.g_00925	Prat.g_00459
OG0001055	Syad.g_00946	Prat.g_00480
OG0001056	Syad.g_00982	Prat.g_00498
OG0001057	Syad.g_00996	Prat.g_00502
OG0001058	Syad.g_01015	Prat.g_00510
OG0001059	Syad.g_01018	Prat.g_00515
OG0001060	Syad.g_01025	Prat.g_00522
OG0001061	Syad.g_01047	Prat.g_00538
OG0001062	Syad.g_01049	Prat.g_00540
OG0001063	Syad.g_01056	Prat.g_00542
OG0001064	Syad.g_01057	Prat.g_00543
OG0001065	Syad.g_01058	Prat.g_00544
OG0001066	Syad.g_01059	Prat.g_00545
OG0001067	Syad.g_01060	Prat.g_00546
OG0001068	Syad.g_01061	Prat.g_00547
OG0001069	Syad.g_01062	Prat.g_00548
OG0001070	Syad.g_01065	Prat.g_00550
OG0001071	Syad.g_01066	Prat.g_00551
OG0001072	Syad.g_01070	Prat.g_00552
OG0001073	Syad.g_01090	Prat.g_00566
OG0001074	Syad.g_02197	Prat.g_00579
OG0001075	Syad.g_02196	Prat.g_00580
OG0001076	Syad.g_02175	Prat.g_00587
OG0001077	Syad.g_02164	Prat.g_00592
OG0001078	Syad.g_02151	Prat.g_01089
OG0001079	Syad.g_02138	Prat.g_01077
OG0001080	Syad.g_02008	Prat.g_01071
OG0001081	Syad.g_01568	Prat.g_01069
OG0001082	Syad.g_01569	Prat.g_01068
OG0001083	Syad.g_01578	Prat.g_01063
OG0001084	Syad.g_01586	Prat.g_01062
OG0001085	Syad.g_01596	Prat.g_00744
OG0001086	Syad.g_01598	Prat.g_00745
OG0001087	Syad.g_01372	Prat.g_00762
OG0001088	Syad.g_01368	Prat.g_00763
OG0001089	Syad.g_01302	Prat.g_00774
OG0001090	Syad.g_01817	Prat.g_00789
OG0001091	Syad.g_01815	Prat.g_00791
OG0001092	Syad.g_01812	Prat.g_00792
OG0001093	Syad.g_01806	Prat.g_00800
OG0001094	Syad.g_01895	Prat.g_01043
OG0001095	Syad.g_01874	Prat.g_01024
OG0001096	Syad.g_01847	Prat.g_01010
OG0001097	Syad.g_01223	Prat.g_00993
OG0001098	Syad.g_02005, Syad.g_01995	Prat.g_00974
OG0001099	Syad.g_02820	Prat.g_00699
OG0001100	Syad.g_01608	Prat.g_00707
OG0001101	Syad.g_01610	Prat.g_00709
OG0001102	Syad.g_01613	Prat.g_00712
OG0001103	Syad.g_01616	Prat.g_00715
OG0001104	Syad.g_01911	Prat.g_00739
OG0001105	Syad.g_01907	Prat.g_00743
OG0001106	Syad.g_01771	Prat.g_00884
OG0001107	Syad.g_01759	Prat.g_00894
OG0001108	Syad.g_01744	Prat.g_00898
OG0001109	Syad.g_01739	Prat.g_00899
OG0001110	Syad.g_01737	Prat.g_00901
OG0001111	Syad.g_01735	Prat.g_00902
OG0001112	Syad.g_01733	Prat.g_00903
OG0001113	Syad.g_01732	Prat.g_00904
OG0001114	Syad.g_01731	Prat.g_00905
OG0001115	Syad.g_01727	Prat.g_00907
OG0001116	Syad.g_01725	Prat.g_00908
OG0001117	Syad.g_01724	Prat.g_00909
OG0001118	Syad.g_01723	Prat.g_00910
OG0001119	Syad.g_01721	Prat.g_00911
OG0001120	Syad.g_01717	Prat.g_00913
OG0001122	Syad.g_01689	Prat.g_00932
OG0001123	Syad.g_01682	Prat.g_00937
OG0001124	Syad.g_01680	Prat.g_00939
OG0001125	Syad.g_01678	Prat.g_00941
OG0001126	Syad.g_01276	Prat.g_00955
OG0001127	Syad.g_01277	Prat.g_00956
OG0001128	Syad.g_01280	Prat.g_00957
OG0001129	Syad.g_01282	Prat.g_00958
OG0001130	Syad.g_01283	Prat.g_00959
OG0001131	Syad.g_01953	Prat.g_01204
OG0001132	Syad.g_02038	Prat.g_01479
OG0001133	Syad.g_02172	Prat.g_01211
OG0001134	Syad.g_01527	Prat.g_01495, Prat.g_01561
OG0001135	Syad.g_01529	Prat.g_01557
OG0001136	Syad.g_01150	Prat.g_01158
OG0001137	Syad.g_01169	Prat.g_01147
OG0001138	Syad.g_01493	Prat.g_01126
OG0001139	Syad.g_01491	Prat.g_01124
OG0001141	Syad.g_01489	Prat.g_01123
OG0001142	Syad.g_01488	Prat.g_01122
OG0001143	Syad.g_01473	Prat.g_01115
OG0001144	Syad.g_01457	Prat.g_01110
OG0001145	Syad.g_01112	Prat.g_01241
OG0001146	Syad.g_02412	Prat.g_01253
OG0001147	Syad.g_02349	Prat.g_01287
OG0001148	Syad.g_00889	Prat.g_01293
OG0001149	Syad.g_00888	Prat.g_01294
OG0001150	Syad.g_00887	Prat.g_01295
OG0001151	Syad.g_00875	Prat.g_01306
OG0001152	Syad.g_00872	Prat.g_01307
OG0001153	Syad.g_02318	Prat.g_01387
OG0001154	Syad.g_02319	Prat.g_01388
OG0001155	Syad.g_02540	Prat.g_01407
OG0001156	Syad.g_02543	Prat.g_01410
OG0001157	Syad.g_02544	Prat.g_01411
