Orthogroup	Syad	Prbi
OG0000559	Syad.g_01016	Prbi.g_00554
OG0000560	Syad.g_01019	Prbi.g_00557
OG0000561	Syad.g_01020	Prbi.g_00558
OG0000562	Syad.g_01021	Prbi.g_00559
OG0000563	Syad.g_01022	Prbi.g_00560
OG0000564	Syad.g_01023	Prbi.g_00561
OG0000565	Syad.g_01027	Prbi.g_00564
OG0000566	Syad.g_01031	Prbi.g_00566
OG0000567	Syad.g_01035	Prbi.g_00570
OG0000568	Syad.g_01040	Prbi.g_00571
OG0000569	Syad.g_01041	Prbi.g_00572
OG0000570	Syad.g_01042	Prbi.g_00573
OG0000571	Syad.g_01046	Prbi.g_00575
OG0000572	Syad.g_01064	Prbi.g_00588
OG0000573	Syad.g_01072	Prbi.g_00594
OG0000574	Syad.g_01077	Prbi.g_00595
OG0000575	Syad.g_01083	Prbi.g_00599
OG0000576	Syad.g_01085	Prbi.g_00601
OG0000577	Syad.g_01086	Prbi.g_00602
OG0000578	Syad.g_01087	Prbi.g_00603
OG0000579	Syad.g_01088	Prbi.g_00604
OG0000580	Syad.g_01089	Prbi.g_00605
OG0000581	Syad.g_01097	Prbi.g_00607
OG0000582	Syad.g_02206	Prbi.g_00610
OG0000583	Syad.g_02205	Prbi.g_00611
OG0000584	Syad.g_02204	Prbi.g_00612
OG0000585	Syad.g_02202	Prbi.g_00614
OG0000586	Syad.g_02201	Prbi.g_00615
OG0000587	Syad.g_02199	Prbi.g_00616
OG0000588	Syad.g_02183	Prbi.g_00620
OG0000589	Syad.g_02178	Prbi.g_00623
OG0000590	Syad.g_02177	Prbi.g_00624
OG0000591	Syad.g_02169	Prbi.g_00627
OG0000592	Syad.g_02168	Prbi.g_00628
OG0000593	Syad.g_02156	Prbi.g_00635
OG0000594	Syad.g_02155	Prbi.g_00636
OG0000595	Syad.g_02154	Prbi.g_00637
OG0000596	Syad.g_02149	Prbi.g_00641
OG0000597	Syad.g_02146	Prbi.g_00643
OG0000598	Syad.g_02145	Prbi.g_00644
OG0000599	Syad.g_02142	Prbi.g_00647
OG0000600	Syad.g_02141	Prbi.g_00648
OG0000601	Syad.g_02140	Prbi.g_00649
OG0000602	Syad.g_02135	Prbi.g_00651
OG0000603	Syad.g_02134	Prbi.g_00652
OG0000604	Syad.g_02131	Prbi.g_00653
OG0000605	Syad.g_02026	Prbi.g_00654
OG0000606	Syad.g_01567	Prbi.g_00657
OG0000607	Syad.g_01571	Prbi.g_00660
OG0000608	Syad.g_01572	Prbi.g_00661
OG0000609	Syad.g_01574	Prbi.g_00662
OG0000610	Syad.g_01589	Prbi.g_00667
OG0000611	Syad.g_01592	Prbi.g_00670
OG0000612	Syad.g_01593	Prbi.g_00671
OG0000613	Syad.g_00457	Prbi.g_00676
OG0000614	Syad.g_01340	Prbi.g_00695
OG0000615	Syad.g_01948	Prbi.g_00704
OG0000616	Syad.g_00145	Prbi.g_00708
OG0000617	Syad.g_01810	Prbi.g_00751
OG0000618	Syad.g_01809	Prbi.g_00752
OG0000619	Syad.g_01808	Prbi.g_00753
OG0000620	Syad.g_01803	Prbi.g_00756
OG0000621	Syad.g_01802	Prbi.g_00757
OG0000622	Syad.g_01801	Prbi.g_00758
OG0000623	Syad.g_01800	Prbi.g_00759
OG0000624	Syad.g_01798	Prbi.g_00760
OG0000625	Syad.g_01797	Prbi.g_00761
OG0000626	Syad.g_01796	Prbi.g_00762
OG0000627	Syad.g_01640	Prbi.g_00763
OG0000628	Syad.g_01641	Prbi.g_00764
OG0000629	Syad.g_01644	Prbi.g_00765
OG0000630	Syad.g_01648	Prbi.g_00768
OG0000631	Syad.g_01658	Prbi.g_00838
OG0000632	Syad.g_01659	Prbi.g_00839
OG0000633	Syad.g_01660	Prbi.g_00840
OG0000634	Syad.g_01893	Prbi.g_00843
OG0000635	Syad.g_01892	Prbi.g_00844
OG0000636	Syad.g_01890	Prbi.g_00846
OG0000637	Syad.g_01888	Prbi.g_00848
OG0000638	Syad.g_01887	Prbi.g_00849
OG0000639	Syad.g_01886	Prbi.g_00850
OG0000640	Syad.g_01885	Prbi.g_00851
OG0000641	Syad.g_01881	Prbi.g_00855
OG0000642	Syad.g_01880	Prbi.g_00856
OG0000643	Syad.g_01878	Prbi.g_00857
OG0000644	Syad.g_01877	Prbi.g_00858
OG0000645	Syad.g_01875	Prbi.g_00859
OG0000646	Syad.g_01872	Prbi.g_00861
OG0000647	Syad.g_01870	Prbi.g_00862
OG0000648	Syad.g_01860	Prbi.g_00864
OG0000649	Syad.g_01859	Prbi.g_00865
OG0000650	Syad.g_01858	Prbi.g_00866
OG0000651	Syad.g_01857	Prbi.g_00867
OG0000652	Syad.g_01856	Prbi.g_00868
OG0000653	Syad.g_01850	Prbi.g_00870
OG0000654	Syad.g_01849	Prbi.g_00871
OG0000655	Syad.g_01848	Prbi.g_00872
OG0000656	Syad.g_01845	Prbi.g_00875
OG0000657	Syad.g_01240	Prbi.g_00883
OG0000658	Syad.g_01231	Prbi.g_00884
OG0000659	Syad.g_01230	Prbi.g_00885
OG0000660	Syad.g_01226	Prbi.g_00889
OG0000661	Syad.g_01224	Prbi.g_00891
OG0000662	Syad.g_01222	Prbi.g_00893
OG0000663	Syad.g_01219	Prbi.g_00895
OG0000664	Syad.g_01209	Prbi.g_00896
OG0000665	Syad.g_02115	Prbi.g_00900
OG0000666	Syad.g_02027	Prbi.g_00901
OG0000667	Syad.g_00612	Prbi.g_00905
OG0000668	Syad.g_01688	Prbi.g_00934
OG0000669	Syad.g_01606	Prbi.g_00942
OG0000670	Syad.g_01609	Prbi.g_00944
OG0000671	Syad.g_01611	Prbi.g_00946
OG0000672	Syad.g_01615	Prbi.g_00949
OG0000673	Syad.g_01618	Prbi.g_00952
OG0000674	Syad.g_01620	Prbi.g_00954
OG0000675	Syad.g_01633	Prbi.g_00955
OG0000676	Syad.g_01635	Prbi.g_00957
OG0000677	Syad.g_01636	Prbi.g_00958
OG0000678	Syad.g_01957	Prbi.g_00960
OG0000679	Syad.g_01922	Prbi.g_00964
OG0000680	Syad.g_01921	Prbi.g_00965
OG0000681	Syad.g_01919	Prbi.g_00968
OG0000682	Syad.g_01918	Prbi.g_00969
OG0000683	Syad.g_01917	Prbi.g_00970
OG0000684	Syad.g_01912	Prbi.g_00971
OG0000685	Syad.g_01910	Prbi.g_00973
OG0000686	Syad.g_01909	Prbi.g_00974
OG0000687	Syad.g_01908	Prbi.g_00975
OG0000688	Syad.g_01904	Prbi.g_00978
OG0000689	Syad.g_01902	Prbi.g_00979
OG0000690	Syad.g_01901	Prbi.g_00980
OG0000691	Syad.g_01900	Prbi.g_00981
OG0000692	Syad.g_01899	Prbi.g_00983
OG0000693	Syad.g_01897	Prbi.g_00984
OG0000694	Syad.g_01896	Prbi.g_00985
OG0000695	Syad.g_01662	Prbi.g_00987
OG0000696	Syad.g_01663	Prbi.g_00988
OG0000697	Syad.g_01789	Prbi.g_00989
OG0000698	Syad.g_01786	Prbi.g_00992
OG0000699	Syad.g_01785	Prbi.g_00993
OG0000700	Syad.g_01784	Prbi.g_00994
OG0000701	Syad.g_01783	Prbi.g_00995
OG0000702	Syad.g_01775	Prbi.g_00997
OG0000703	Syad.g_01774	Prbi.g_00998
OG0000704	Syad.g_01772	Prbi.g_00999
OG0000705	Syad.g_01765	Prbi.g_01003
OG0000706	Syad.g_01764	Prbi.g_01004
OG0000707	Syad.g_01763	Prbi.g_01005
OG0000708	Syad.g_01760	Prbi.g_01006
OG0000709	Syad.g_01745	Prbi.g_01010
OG0000710	Syad.g_01738	Prbi.g_01013
OG0000711	Syad.g_01710	Prbi.g_01030
OG0000712	Syad.g_01708	Prbi.g_01032
OG0000713	Syad.g_01707	Prbi.g_01033
OG0000714	Syad.g_01705	Prbi.g_01034
OG0000715	Syad.g_01703	Prbi.g_01036
OG0000716	Syad.g_01697	Prbi.g_01038
OG0000717	Syad.g_01696	Prbi.g_01039
OG0000718	Syad.g_01692	Prbi.g_01055
OG0000719	Syad.g_01690	Prbi.g_01057
OG0000720	Syad.g_01677	Prbi.g_01066
OG0000721	Syad.g_01675	Prbi.g_01068
OG0000722	Syad.g_01674	Prbi.g_01069
OG0000723	Syad.g_01791	Prbi.g_01072
OG0000724	Syad.g_01284	Prbi.g_01081
OG0000725	Syad.g_01293	Prbi.g_01087
OG0000726	Syad.g_01294	Prbi.g_01088
OG0000727	Syad.g_01295	Prbi.g_01089
OG0000728	Syad.g_01297	Prbi.g_01091
OG0000729	Syad.g_00331	Prbi.g_01138
OG0000730	Syad.g_00758	Prbi.g_01142
OG0000731	Syad.g_00770	Prbi.g_01146
OG0000732	Syad.g_00214	Prbi.g_01155
OG0000733	Syad.g_00028	Prbi.g_01175
OG0000734	Syad.g_02809	Prbi.g_01192
OG0000735	Syad.g_01120	Prbi.g_01194
OG0000736	Syad.g_01121	Prbi.g_01195
OG0000737	Syad.g_01122	Prbi.g_01196
OG0000738	Syad.g_01127	Prbi.g_01200
OG0000739	Syad.g_01145	Prbi.g_01201
OG0000740	Syad.g_01146	Prbi.g_01202
OG0000741	Syad.g_01149	Prbi.g_01203
OG0000742	Syad.g_01151	Prbi.g_01206
OG0000743	Syad.g_01153	Prbi.g_01208
OG0000744	Syad.g_01154	Prbi.g_01209
OG0000745	Syad.g_01156	Prbi.g_01210
OG0000746	Syad.g_01158	Prbi.g_01212
OG0000747	Syad.g_01159	Prbi.g_01213
OG0000748	Syad.g_01170	Prbi.g_01216
OG0000749	Syad.g_01173	Prbi.g_01217
OG0000750	Syad.g_01174	Prbi.g_01218
OG0000751	Syad.g_01182	Prbi.g_01220
OG0000752	Syad.g_01184	Prbi.g_01222
OG0000753	Syad.g_01187	Prbi.g_01225
OG0000754	Syad.g_01516	Prbi.g_01228
OG0000755	Syad.g_01504	Prbi.g_01231
OG0000756	Syad.g_01498	Prbi.g_01232
OG0000757	Syad.g_01487	Prbi.g_01238
OG0000758	Syad.g_01486	Prbi.g_01239
OG0000759	Syad.g_01485	Prbi.g_01240
OG0000760	Syad.g_01484	Prbi.g_01241
OG0000761	Syad.g_01480	Prbi.g_01242
OG0000762	Syad.g_01474	Prbi.g_01243
OG0000763	Syad.g_01468	Prbi.g_01245
OG0000764	Syad.g_01467	Prbi.g_01246
OG0000765	Syad.g_01447	Prbi.g_01255
OG0000766	Syad.g_01446	Prbi.g_01256
OG0000767	Syad.g_01444	Prbi.g_01258
OG0000768	Syad.g_01443	Prbi.g_01259
OG0000769	Syad.g_01441	Prbi.g_01261
OG0000770	Syad.g_01437	Prbi.g_01263
OG0000771	Syad.g_01278	Prbi.g_01277
OG0000772	Syad.g_02078	Prbi.g_01363
OG0000773	Syad.g_01114	Prbi.g_01382
OG0000774	Syad.g_02396	Prbi.g_01384
OG0000775	Syad.g_02398	Prbi.g_01386
OG0000776	Syad.g_02399	Prbi.g_01387
OG0000777	Syad.g_02400	Prbi.g_01388
OG0000778	Syad.g_02401	Prbi.g_01389
OG0000779	Syad.g_02407	Prbi.g_01393
OG0000780	Syad.g_02411	Prbi.g_01394
OG0000781	Syad.g_02415	Prbi.g_01397
OG0000782	Syad.g_02416	Prbi.g_01398
OG0000783	Syad.g_02418	Prbi.g_01399
OG0000784	Syad.g_02419	Prbi.g_01400
OG0000785	Syad.g_02421	Prbi.g_01402
OG0000786	Syad.g_01101	Prbi.g_01404
OG0000787	Syad.g_01100	Prbi.g_01405
OG0000788	Syad.g_02139	Prbi.g_01426
OG0000789	Syad.g_01982	Prbi.g_01429
OG0000790	Syad.g_00886	Prbi.g_01444
OG0000791	Syad.g_00885	Prbi.g_01446
OG0000792	Syad.g_00884	Prbi.g_01447
OG0000793	Syad.g_00879	Prbi.g_01450
OG0000794	Syad.g_00878	Prbi.g_01451
OG0000795	Syad.g_00877	Prbi.g_01452
OG0000796	Syad.g_00871	Prbi.g_01456
OG0000797	Syad.g_00870	Prbi.g_01457
OG0000799	Syad.g_02243	Prbi.g_01571
OG0000800	Syad.g_02245	Prbi.g_01572
OG0000801	Syad.g_02246	Prbi.g_01573
OG0000802	Syad.g_02251	Prbi.g_01575
OG0000803	Syad.g_02255	Prbi.g_01577
OG0000804	Syad.g_02260	Prbi.g_01578
OG0000805	Syad.g_02266	Prbi.g_01580
OG0000806	Syad.g_02267	Prbi.g_01582
OG0000807	Syad.g_02269	Prbi.g_01583
OG0000808	Syad.g_02270	Prbi.g_01584
OG0000809	Syad.g_02273	Prbi.g_01587
OG0000810	Syad.g_02274	Prbi.g_01588
OG0000811	Syad.g_02283	Prbi.g_01594
OG0000812	Syad.g_02285	Prbi.g_01596
OG0000813	Syad.g_02286	Prbi.g_01597
OG0000814	Syad.g_02288	Prbi.g_01599
OG0000815	Syad.g_02289	Prbi.g_01600
OG0000816	Syad.g_02290	Prbi.g_01602
OG0000817	Syad.g_02291	Prbi.g_01603
OG0000818	Syad.g_02297	Prbi.g_01608
OG0000819	Syad.g_02298	Prbi.g_01609
OG0000820	Syad.g_02299	Prbi.g_01610
OG0000821	Syad.g_02305	Prbi.g_01613
OG0000822	Syad.g_02307	Prbi.g_01614
OG0000823	Syad.g_02308	Prbi.g_01615
OG0000824	Syad.g_02314	Prbi.g_01618
OG0000825	Syad.g_02315	Prbi.g_01619
OG0000826	Syad.g_02316	Prbi.g_01620
OG0000827	Syad.g_02317	Prbi.g_01621
OG0000828	Syad.g_02320	Prbi.g_01624
OG0000829	Syad.g_02321	Prbi.g_01625
OG0000830	Syad.g_02322	Prbi.g_01626
OG0000831	Syad.g_02325	Prbi.g_01628
OG0000832	Syad.g_02538	Prbi.g_01634
OG0000833	Syad.g_02550	Prbi.g_01642
OG0000834	Syad.g_02552	Prbi.g_01643
OG0000835	Syad.g_02553	Prbi.g_01644
OG0000836	Syad.g_02557	Prbi.g_01645
OG0000837	Syad.g_02561	Prbi.g_01646
OG0000838	Syad.g_02565	Prbi.g_01648
OG0000839	Syad.g_02566	Prbi.g_01649
OG0000840	Syad.g_02567	Prbi.g_01650
OG0000841	Syad.g_02568	Prbi.g_01651
OG0000842	Syad.g_02569	Prbi.g_01652
OG0000843	Syad.g_02570	Prbi.g_01653
OG0000844	Syad.g_02577	Prbi.g_01654
OG0000845	Syad.g_02578	Prbi.g_01655
OG0000846	Syad.g_02579	Prbi.g_01656
OG0000847	Syad.g_02580	Prbi.g_01657
OG0000848	Syad.g_02582	Prbi.g_01658
OG0000849	Syad.g_02583	Prbi.g_01659
OG0000850	Syad.g_02586	Prbi.g_01661
OG0000851	Syad.g_02592	Prbi.g_01662
OG0000852	Syad.g_02593	Prbi.g_01663
OG0000853	Syad.g_02597	Prbi.g_01667
OG0000854	Syad.g_02606	Prbi.g_01669
OG0000855	Syad.g_02607	Prbi.g_01670
OG0000856	Syad.g_02166	Prbi.g_01685
OG0000857	Syad.g_01871	Prbi.g_01711
OG0000858	Syad.g_02613	Prbi.g_01781
OG0000859	Syad.g_02614	Prbi.g_01782
OG0000860	Syad.g_02625	Prbi.g_01789
OG0000861	Syad.g_02626	Prbi.g_01790
OG0000862	Syad.g_02628	Prbi.g_01791
OG0000863	Syad.g_02631	Prbi.g_01793
OG0000864	Syad.g_02632	Prbi.g_01794
OG0000865	Syad.g_02633	Prbi.g_01795
OG0000866	Syad.g_02634	Prbi.g_01796
OG0000867	Syad.g_02635	Prbi.g_01797
OG0000868	Syad.g_02637	Prbi.g_01798
OG0000869	Syad.g_02643	Prbi.g_01802
OG0000870	Syad.g_02648	Prbi.g_01807
OG0000871	Syad.g_02649	Prbi.g_01808
OG0000872	Syad.g_02657	Prbi.g_01809
OG0000873	Syad.g_02660	Prbi.g_01812
OG0000874	Syad.g_02655	Prbi.g_01815
OG0000875	Syad.g_02662	Prbi.g_01816
OG0000876	Syad.g_03003	Prbi.g_01817
OG0000877	Syad.g_02480	Prbi.g_01819
OG0000878	Syad.g_02481	Prbi.g_01820
OG0000879	Syad.g_02482	Prbi.g_01821
OG0000880	Syad.g_02483	Prbi.g_01822
OG0000881	Syad.g_02489	Prbi.g_01826
OG0000882	Syad.g_02494	Prbi.g_01831
OG0000883	Syad.g_02497	Prbi.g_01832
OG0000884	Syad.g_02499	Prbi.g_01834
OG0000885	Syad.g_02500	Prbi.g_01835
OG0000886	Syad.g_02501	Prbi.g_01836
OG0000887	Syad.g_02502	Prbi.g_01837
OG0000888	Syad.g_02504	Prbi.g_01839
OG0000889	Syad.g_02506	Prbi.g_01841
OG0000890	Syad.g_02512	Prbi.g_01842
OG0000891	Syad.g_02513	Prbi.g_01843
OG0000892	Syad.g_02517	Prbi.g_01845
OG0000893	Syad.g_00589	Prbi.g_01848
OG0000894	Syad.g_00592	Prbi.g_01850
OG0000895	Syad.g_00596	Prbi.g_01853
OG0000896	Syad.g_00597	Prbi.g_01854
OG0000897	Syad.g_00599	Prbi.g_01856
OG0000898	Syad.g_00600	Prbi.g_01857
OG0000899	Syad.g_00601	Prbi.g_01858
OG0000900	Syad.g_00602	Prbi.g_01859
OG0000901	Syad.g_00607	Prbi.g_01863
OG0000902	Syad.g_00609	Prbi.g_01865
OG0000903	Syad.g_00645	Prbi.g_01868
OG0000904	Syad.g_00640	Prbi.g_01870
OG0000905	Syad.g_00632	Prbi.g_01875
OG0000906	Syad.g_00630	Prbi.g_01876
OG0000907	Syad.g_00648	Prbi.g_01896
OG0000908	Syad.g_00651	Prbi.g_01899
OG0000909	Syad.g_00652	Prbi.g_01900
OG0000910	Syad.g_00653	Prbi.g_01901
OG0000911	Syad.g_00655	Prbi.g_01903
OG0000912	Syad.g_00656	Prbi.g_01904
OG0000913	Syad.g_00657	Prbi.g_01905
OG0000914	Syad.g_00658	Prbi.g_01906
OG0000915	Syad.g_00660	Prbi.g_01907
OG0000916	Syad.g_00661	Prbi.g_01908
OG0000917	Syad.g_00662	Prbi.g_01909
OG0000918	Syad.g_00663	Prbi.g_01910
OG0000919	Syad.g_00664	Prbi.g_01911
OG0000920	Syad.g_00665	Prbi.g_01912
OG0000921	Syad.g_00666	Prbi.g_01913
OG0000922	Syad.g_00667	Prbi.g_01914
OG0000923	Syad.g_00671	Prbi.g_01918
OG0000924	Syad.g_00672	Prbi.g_01919
OG0000925	Syad.g_00673	Prbi.g_01920
OG0000926	Syad.g_00674	Prbi.g_01921
OG0000927	Syad.g_00676	Prbi.g_01923
OG0000928	Syad.g_00677	Prbi.g_01924
OG0000929	Syad.g_00678	Prbi.g_01925
OG0000930	Syad.g_00679	Prbi.g_01926
OG0000931	Syad.g_00680	Prbi.g_01927
OG0000932	Syad.g_00681	Prbi.g_01928
OG0000933	Syad.g_00687	Prbi.g_01932
OG0000934	Syad.g_00689	Prbi.g_01934
OG0000935	Syad.g_00690	Prbi.g_01935
OG0000936	Syad.g_00691	Prbi.g_01936
OG0000937	Syad.g_00692	Prbi.g_01937
OG0000938	Syad.g_00695	Prbi.g_01939
OG0000939	Syad.g_00696	Prbi.g_01940
OG0000940	Syad.g_00703	Prbi.g_01947
OG0000941	Syad.g_00705	Prbi.g_01949
OG0000942	Syad.g_00707	Prbi.g_01951
OG0000943	Syad.g_00708	Prbi.g_01952
OG0000944	Syad.g_00710	Prbi.g_01953
OG0000945	Syad.g_00711	Prbi.g_01954
OG0000946	Syad.g_00716	Prbi.g_01958
OG0000947	Syad.g_00719	Prbi.g_01960
OG0000948	Syad.g_00720	Prbi.g_01961
OG0000949	Syad.g_00432	Prbi.g_01964
OG0000950	Syad.g_00418	Prbi.g_01969
OG0000951	Syad.g_00411	Prbi.g_01973
OG0000952	Syad.g_00375	Prbi.g_01977
OG0000953	Syad.g_00369	Prbi.g_01980
OG0000954	Syad.g_00364	Prbi.g_01984
OG0000955	Syad.g_00363	Prbi.g_01985
OG0000956	Syad.g_00361	Prbi.g_01987
OG0000957	Syad.g_00350	Prbi.g_01992
OG0000958	Syad.g_00349	Prbi.g_01993
OG0000959	Syad.g_00345	Prbi.g_01997
OG0000960	Syad.g_00344	Prbi.g_01998
OG0000961	Syad.g_00335	Prbi.g_02000
OG0000962	Syad.g_00332	Prbi.g_02002
OG0000963	Syad.g_00325	Prbi.g_02006
OG0000964	Syad.g_00324	Prbi.g_02007
OG0000965	Syad.g_00323	Prbi.g_02008
OG0000966	Syad.g_00246	Prbi.g_02027
OG0000967	Syad.g_00234	Prbi.g_02032
OG0000968	Syad.g_00243	Prbi.g_02034
OG0000969	Syad.g_00240	Prbi.g_02035
OG0000970	Syad.g_00239	Prbi.g_02036
OG0000971	Syad.g_00229	Prbi.g_02037
OG0000972	Syad.g_00228	Prbi.g_02038
OG0000973	Syad.g_00227	Prbi.g_02039
OG0000974	Syad.g_00226	Prbi.g_02040
OG0000975	Syad.g_00225	Prbi.g_02041
OG0000976	Syad.g_00224	Prbi.g_02042
OG0000977	Syad.g_00222	Prbi.g_02043
OG0000978	Syad.g_00221	Prbi.g_02044
OG0000979	Syad.g_00218	Prbi.g_02047
OG0000980	Syad.g_00215	Prbi.g_02049
OG0000981	Syad.g_00212	Prbi.g_02051
OG0000982	Syad.g_03035	Prbi.g_02053
OG0000983	Syad.g_03036	Prbi.g_02054
OG0000984	Syad.g_03037	Prbi.g_02055
OG0000985	Syad.g_03039	Prbi.g_02058
OG0000986	Syad.g_03049	Prbi.g_02060
OG0000987	Syad.g_00002	Prbi.g_02061
OG0000988	Syad.g_00008	Prbi.g_02064
OG0000989	Syad.g_00020	Prbi.g_02068
OG0000990	Syad.g_00061	Prbi.g_02071
OG0000991	Syad.g_00064	Prbi.g_02072
OG0000992	Syad.g_00067	Prbi.g_02074
OG0000993	Syad.g_00069	Prbi.g_02075
OG0000994	Syad.g_00071	Prbi.g_02076
OG0000995	Syad.g_00077	Prbi.g_02080
OG0000996	Syad.g_00121	Prbi.g_02081
OG0000997	Syad.g_00128	Prbi.g_02082
OG0000998	Syad.g_00130	Prbi.g_02084
OG0000999	Syad.g_00131	Prbi.g_02085
OG0001000	Syad.g_00136	Prbi.g_02088
OG0001001	Syad.g_00141	Prbi.g_02090
OG0001002	Syad.g_00148	Prbi.g_02094
OG0001003	Syad.g_00150	Prbi.g_02095
OG0001004	Syad.g_00151	Prbi.g_02096
OG0001005	Syad.g_00152	Prbi.g_02097
OG0001006	Syad.g_00160	Prbi.g_02101
OG0001007	Syad.g_00162	Prbi.g_02103
OG0001008	Syad.g_02449	Prbi.g_00438
OG0001009	Syad.g_00194	Prbi.g_00027
OG0001010	Syad.g_00195	Prbi.g_00028
OG0001011	Syad.g_00196	Prbi.g_00029
OG0001012	Syad.g_03030	Prbi.g_00052
OG0001013	Syad.g_03011	Prbi.g_00059
OG0001014	Syad.g_03002	Prbi.g_00062
OG0001015	Syad.g_03001	Prbi.g_00063
OG0001016	Syad.g_02734	Prbi.g_00080
OG0001017	Syad.g_02740	Prbi.g_00084
OG0001018	Syad.g_02742	Prbi.g_00087
OG0001019	Syad.g_02771	Prbi.g_00096
OG0001020	Syad.g_02777	Prbi.g_00097
OG0001021	Syad.g_02781	Prbi.g_00098
OG0001022	Syad.g_02786	Prbi.g_00101
OG0001023	Syad.g_02787	Prbi.g_00102
OG0001024	Syad.g_02791	Prbi.g_00105
OG0001025	Syad.g_02798	Prbi.g_00111
OG0001026	Syad.g_02811	Prbi.g_00118
OG0001027	Syad.g_02817	Prbi.g_00119
OG0001028	Syad.g_02819	Prbi.g_00121
OG0001029	Syad.g_02821	Prbi.g_00123
OG0001030	Syad.g_02848	Prbi.g_00138
OG0001031	Syad.g_02925	Prbi.g_00210
OG0001032	Syad.g_02928	Prbi.g_00211
OG0001033	Syad.g_02956	Prbi.g_00232
OG0001034	Syad.g_00819	Prbi.g_00260
OG0001035	Syad.g_00559	Prbi.g_00278
OG0001036	Syad.g_00554	Prbi.g_00283
OG0001037	Syad.g_00552	Prbi.g_00284
OG0001039	Syad.g_00522	Prbi.g_00305
OG0001040	Syad.g_00519	Prbi.g_00307
OG0001041	Syad.g_00514	Prbi.g_00311
OG0001042	Syad.g_00485	Prbi.g_00328
OG0001043	Syad.g_00481	Prbi.g_00329
OG0001044	Syad.g_00760	Prbi.g_00357
OG0001045	Syad.g_00773	Prbi.g_00366
OG0001046	Syad.g_01722	Prbi.g_00403
OG0001047	Syad.g_02447	Prbi.g_00440
OG0001048	Syad.g_02446	Prbi.g_00441
OG0001049	Syad.g_02443	Prbi.g_00443
OG0001050	Syad.g_02442	Prbi.g_00444
OG0001051	Syad.g_02441	Prbi.g_00445
OG0001052	Syad.g_02357	Prbi.g_00474
OG0001054	Syad.g_00925	Prbi.g_00501
OG0001055	Syad.g_00946	Prbi.g_00520
OG0001056	Syad.g_00982	Prbi.g_00539
OG0001057	Syad.g_00996	Prbi.g_00544
OG0001058	Syad.g_01015	Prbi.g_00552
OG0001059	Syad.g_01018	Prbi.g_00556
OG0001060	Syad.g_01025	Prbi.g_00563
OG0001061	Syad.g_01047	Prbi.g_00576
OG0001062	Syad.g_01049	Prbi.g_00578
OG0001063	Syad.g_01056	Prbi.g_00580
OG0001064	Syad.g_01057	Prbi.g_00581
OG0001065	Syad.g_01058	Prbi.g_00582
OG0001066	Syad.g_01059	Prbi.g_00583
OG0001067	Syad.g_01060	Prbi.g_00584
OG0001068	Syad.g_01061	Prbi.g_00585
OG0001069	Syad.g_01062	Prbi.g_00586
OG0001070	Syad.g_01065	Prbi.g_00589
OG0001071	Syad.g_01066	Prbi.g_00590
OG0001072	Syad.g_01070	Prbi.g_00592
OG0001073	Syad.g_01090	Prbi.g_00606
OG0001074	Syad.g_02197	Prbi.g_00617
OG0001075	Syad.g_02196	Prbi.g_00618
OG0001076	Syad.g_02175	Prbi.g_00626
OG0001077	Syad.g_02164	Prbi.g_00630
OG0001078	Syad.g_02151	Prbi.g_00639
OG0001079	Syad.g_02138	Prbi.g_00650
OG0001080	Syad.g_02008	Prbi.g_00656
OG0001081	Syad.g_01568	Prbi.g_00658
OG0001082	Syad.g_01569	Prbi.g_00659
OG0001083	Syad.g_01578	Prbi.g_00664
OG0001084	Syad.g_01586	Prbi.g_00665
OG0001085	Syad.g_01596	Prbi.g_00673
OG0001086	Syad.g_01598	Prbi.g_00674
OG0001087	Syad.g_01372	Prbi.g_00691
OG0001088	Syad.g_01368	Prbi.g_00692
OG0001089	Syad.g_01302	Prbi.g_00700
OG0001090	Syad.g_01817	Prbi.g_00746
OG0001091	Syad.g_01815	Prbi.g_00748
OG0001092	Syad.g_01812	Prbi.g_00749
OG0001093	Syad.g_01806	Prbi.g_00754
OG0001094	Syad.g_01895	Prbi.g_00841
OG0001095	Syad.g_01874	Prbi.g_00860
OG0001096	Syad.g_01847	Prbi.g_00873
OG0001097	Syad.g_01223	Prbi.g_00892
OG0001098	Syad.g_02005, Syad.g_01995	Prbi.g_00907
OG0001099	Syad.g_02820	Prbi.g_00939
OG0001100	Syad.g_01608	Prbi.g_00943
OG0001101	Syad.g_01610	Prbi.g_00945
OG0001102	Syad.g_01613	Prbi.g_00948
OG0001103	Syad.g_01616	Prbi.g_00950
OG0001104	Syad.g_01911	Prbi.g_00972
OG0001105	Syad.g_01907	Prbi.g_00976
OG0001106	Syad.g_01771	Prbi.g_01000
OG0001107	Syad.g_01759	Prbi.g_01007
OG0001108	Syad.g_01744	Prbi.g_01011
OG0001109	Syad.g_01739	Prbi.g_01012
OG0001110	Syad.g_01737	Prbi.g_01014
OG0001111	Syad.g_01735	Prbi.g_01015
OG0001112	Syad.g_01733	Prbi.g_01016
OG0001113	Syad.g_01732	Prbi.g_01017
OG0001114	Syad.g_01731	Prbi.g_01018
OG0001115	Syad.g_01727	Prbi.g_01020
OG0001116	Syad.g_01725	Prbi.g_01021
OG0001117	Syad.g_01724	Prbi.g_01022
OG0001118	Syad.g_01723	Prbi.g_01023
OG0001119	Syad.g_01721	Prbi.g_01024
OG0001120	Syad.g_01717	Prbi.g_01026
