Orthogroup	Prai	Praf
OG0000588	Prai.g_00699	Praf.g_01749
OG0000589	Prai.g_00700	Praf.g_01751
OG0000590	Prai.g_00702	Praf.g_02344
OG0000591	Prai.g_00708	Praf.g_00371
OG0000592	Prai.g_00709	Praf.g_01127
OG0000593	Prai.g_00710	Praf.g_02570
OG0000594	Prai.g_00712	Praf.g_01572
OG0000595	Prai.g_00713	Praf.g_02180
OG0000596	Prai.g_00714	Praf.g_01210
OG0000597	Prai.g_00716	Praf.g_01230
OG0000598	Prai.g_00717	Praf.g_01225
OG0000599	Prai.g_00718	Praf.g_01221
OG0000600	Prai.g_00719	Praf.g_01220
OG0000601	Prai.g_00721	Praf.g_01207
OG0000602	Prai.g_00722	Praf.g_01206
OG0000603	Prai.g_00723	Praf.g_01205
OG0000604	Prai.g_00724	Praf.g_01121
OG0000605	Prai.g_00725	Praf.g_01122
OG0000606	Prai.g_00726	Praf.g_01124
OG0000607	Prai.g_00728	Praf.g_01126
OG0000608	Prai.g_00729	Praf.g_01489
OG0000609	Prai.g_00732	Praf.g_02767
OG0000610	Prai.g_00733	Praf.g_00817
OG0000611	Prai.g_00749	Praf.g_01303
OG0000612	Prai.g_00750	Praf.g_01304
OG0000613	Prai.g_00751	Praf.g_01305
OG0000614	Prai.g_00752	Praf.g_01307
OG0000615	Prai.g_00754	Praf.g_01308
OG0000616	Prai.g_00755	Praf.g_01309
OG0000617	Prai.g_00756	Praf.g_01310
OG0000618	Prai.g_00757	Praf.g_01311
OG0000619	Prai.g_00758	Praf.g_01313
OG0000620	Prai.g_00759	Praf.g_01314
OG0000621	Prai.g_00760	Praf.g_01315
OG0000622	Prai.g_00761	Praf.g_01316
OG0000623	Prai.g_00762	Praf.g_01317
OG0000624	Prai.g_00763	Praf.g_01318
OG0000625	Prai.g_00764	Praf.g_01319
OG0000626	Prai.g_00765	Praf.g_01320
OG0000627	Prai.g_00766	Praf.g_01441
OG0000628	Prai.g_00767	Praf.g_01440
OG0000629	Prai.g_00768	Praf.g_01437
OG0000630	Prai.g_00769	Praf.g_01436
OG0000631	Prai.g_00771	Praf.g_01433
OG0000632	Prai.g_00899	Praf.g_01139
OG0000633	Prai.g_00894	Praf.g_00710
OG0000634	Prai.g_00883	Praf.g_00617
OG0000635	Prai.g_00882	Praf.g_01400
OG0000636	Prai.g_00881	Praf.g_01401
OG0000637	Prai.g_00880	Praf.g_01402
OG0000638	Prai.g_00869	Praf.g_02063
OG0000639	Prai.g_00860	Praf.g_00360
OG0000640	Prai.g_00858	Praf.g_01432
OG0000641	Prai.g_00857	Praf.g_01429
OG0000642	Prai.g_00856	Praf.g_01428
OG0000643	Prai.g_00855	Praf.g_01427
OG0000644	Prai.g_00854	Praf.g_01524
OG0000645	Prai.g_00853	Praf.g_01525
OG0000646	Prai.g_00852	Praf.g_01526
OG0000647	Prai.g_00851	Praf.g_01527
OG0000648	Prai.g_00849	Praf.g_01529
OG0000649	Prai.g_00848	Praf.g_01530
OG0000650	Prai.g_00847	Praf.g_01531
OG0000651	Prai.g_00846	Praf.g_01532
OG0000652	Prai.g_00845	Praf.g_01533
OG0000653	Prai.g_00844	Praf.g_01534
OG0000654	Prai.g_00842	Praf.g_01536
OG0000655	Prai.g_00839	Praf.g_01538
OG0000656	Prai.g_00838	Praf.g_01539
OG0000657	Prai.g_00837	Praf.g_01540
OG0000658	Prai.g_00836	Praf.g_01541
OG0000659	Prai.g_00835	Praf.g_01542
OG0000660	Prai.g_00834	Praf.g_01543
OG0000661	Prai.g_00833	Praf.g_01545
OG0000662	Prai.g_00832	Praf.g_01547
OG0000663	Prai.g_00831	Praf.g_01548
OG0000664	Prai.g_00830	Praf.g_01549
OG0000665	Prai.g_00829	Praf.g_01550
OG0000666	Prai.g_00828	Praf.g_01551
OG0000667	Prai.g_00827	Praf.g_01552
OG0000668	Prai.g_00826	Praf.g_01553
OG0000669	Prai.g_00824	Praf.g_01557
OG0000670	Prai.g_00823	Praf.g_01558
OG0000671	Prai.g_00822	Praf.g_01559
OG0000672	Prai.g_00821	Praf.g_01560
OG0000673	Prai.g_00820	Praf.g_01561
OG0000674	Prai.g_00819	Praf.g_01562
OG0000675	Prai.g_00817	Praf.g_01585
OG0000676	Prai.g_00816	Praf.g_01586
OG0000677	Prai.g_00813	Praf.g_01590
OG0000678	Prai.g_00811	Praf.g_01592
OG0000679	Prai.g_00810	Praf.g_01594
OG0000680	Prai.g_00809	Praf.g_01595
OG0000681	Prai.g_00808	Praf.g_01596
OG0000682	Prai.g_00807	Praf.g_01597
OG0000683	Prai.g_00805	Praf.g_01599
OG0000684	Prai.g_00804	Praf.g_01600
OG0000685	Prai.g_00803	Praf.g_01601
OG0000686	Prai.g_00802	Praf.g_01602
OG0000687	Prai.g_00801	Praf.g_01603
OG0000688	Prai.g_00800	Praf.g_01604
OG0000689	Prai.g_00799	Praf.g_01606
OG0000690	Prai.g_00798	Praf.g_01607
OG0000691	Prai.g_00797	Praf.g_01608
OG0000692	Prai.g_00795	Praf.g_01619
OG0000693	Prai.g_00794	Praf.g_01620
OG0000694	Prai.g_00793	Praf.g_01622
OG0000695	Prai.g_00792	Praf.g_01625
OG0000696	Prai.g_00791	Praf.g_01627
OG0000697	Prai.g_00789	Praf.g_01629
OG0000698	Prai.g_00787	Praf.g_01444
OG0000699	Prai.g_00786	Praf.g_01323
OG0000700	Prai.g_01060	Praf.g_01339
OG0000701	Prai.g_01057	Praf.g_00222
OG0000702	Prai.g_01054	Praf.g_01638
OG0000703	Prai.g_01053	Praf.g_01454
OG0000704	Prai.g_01052	Praf.g_00961
OG0000705	Prai.g_01051	Praf.g_01455
OG0000706	Prai.g_01050	Praf.g_01456
OG0000707	Prai.g_01049	Praf.g_01458
OG0000708	Prai.g_01048	Praf.g_01459
OG0000709	Prai.g_01046	Praf.g_01461
OG0000710	Prai.g_01045	Praf.g_01462
OG0000711	Prai.g_01044	Praf.g_01463
OG0000712	Prai.g_01043	Praf.g_01464
OG0000713	Prai.g_01042	Praf.g_01465
OG0000714	Prai.g_01040	Praf.g_01467
OG0000715	Prai.g_01039	Praf.g_01469
OG0000716	Prai.g_01037	Praf.g_01475
OG0000717	Prai.g_01036	Praf.g_01478
OG0000718	Prai.g_01035	Praf.g_01480
OG0000719	Prai.g_01033	Praf.g_01494
OG0000720	Prai.g_01032	Praf.g_01495
OG0000721	Prai.g_01030	Praf.g_01497
OG0000722	Prai.g_01029	Praf.g_01498
OG0000723	Prai.g_01028	Praf.g_01499
OG0000724	Prai.g_01027	Praf.g_01512
OG0000725	Prai.g_01026	Praf.g_01511
OG0000726	Prai.g_01025	Praf.g_01510
OG0000727	Prai.g_01024	Praf.g_01509
OG0000728	Prai.g_01023	Praf.g_01508
OG0000729	Prai.g_01022	Praf.g_01506
OG0000730	Prai.g_01021	Praf.g_01503
OG0000731	Prai.g_01020	Praf.g_01515
OG0000732	Prai.g_01019	Praf.g_01516
OG0000733	Prai.g_01018	Praf.g_01517
OG0000734	Prai.g_01017	Praf.g_01519
OG0000735	Prai.g_01015	Praf.g_01520
OG0000736	Prai.g_01014	Praf.g_01522
OG0000737	Prai.g_01013	Praf.g_01523
OG0000738	Prai.g_01012	Praf.g_01426
OG0000739	Prai.g_01011	Praf.g_01425
OG0000740	Prai.g_01010	Praf.g_01424
OG0000741	Prai.g_01009	Praf.g_01422
OG0000742	Prai.g_01007	Praf.g_01420
OG0000743	Prai.g_01006	Praf.g_01419
OG0000744	Prai.g_01005	Praf.g_01417
OG0000745	Prai.g_01004	Praf.g_01416
OG0000746	Prai.g_01003	Praf.g_01415
OG0000747	Prai.g_01002	Praf.g_01006
OG0000748	Prai.g_01001	Praf.g_01408
OG0000749	Prai.g_01000	Praf.g_01407
OG0000750	Prai.g_00999	Praf.g_01405
OG0000751	Prai.g_00998	Praf.g_01404
OG0000752	Prai.g_00997	Praf.g_02684
OG0000753	Prai.g_00995	Praf.g_01399
OG0000754	Prai.g_00994	Praf.g_01398
OG0000755	Prai.g_00993	Praf.g_01397
OG0000756	Prai.g_00992	Praf.g_01395
OG0000757	Prai.g_00991	Praf.g_01394
OG0000758	Prai.g_00990	Praf.g_01393
OG0000759	Prai.g_00988	Praf.g_01388
OG0000760	Prai.g_00987	Praf.g_01387
OG0000761	Prai.g_00986	Praf.g_01385
OG0000762	Prai.g_00984	Praf.g_01382
OG0000763	Prai.g_00983	Praf.g_01380
OG0000764	Prai.g_00982	Praf.g_01378
OG0000765	Prai.g_00981	Praf.g_01377
OG0000766	Prai.g_00980	Praf.g_01376
OG0000767	Prai.g_00978	Praf.g_01374
OG0000768	Prai.g_00977	Praf.g_01372
OG0000769	Prai.g_00976	Praf.g_01371
OG0000770	Prai.g_00975	Praf.g_01370
OG0000771	Prai.g_00974	Praf.g_01369
OG0000772	Prai.g_00973	Praf.g_01073
OG0000773	Prai.g_00972	Praf.g_01366
OG0000774	Prai.g_00971	Praf.g_01364
OG0000775	Prai.g_00970	Praf.g_01362
OG0000776	Prai.g_00968	Praf.g_01360
OG0000777	Prai.g_00966	Praf.g_01359
OG0000778	Prai.g_00965	Praf.g_01358
OG0000779	Prai.g_00964	Praf.g_01355
OG0000780	Prai.g_00962	Praf.g_01353
OG0000781	Prai.g_00960	Praf.g_01349
OG0000782	Prai.g_00959	Praf.g_01348
OG0000783	Prai.g_00948	Praf.g_01343
OG0000784	Prai.g_00946	Praf.g_01341
OG0000785	Prai.g_00945	Praf.g_01340
OG0000786	Prai.g_00944	Praf.g_01338
OG0000787	Prai.g_00943	Praf.g_01337
OG0000788	Prai.g_00940	Praf.g_01331
OG0000789	Prai.g_00938	Praf.g_01328
OG0000790	Prai.g_00937	Praf.g_02685
OG0000791	Prai.g_00936	Praf.g_01327
OG0000792	Prai.g_00935	Praf.g_01326
OG0000793	Prai.g_00934	Praf.g_01325
OG0000794	Prai.g_00932	Praf.g_01322
OG0000795	Prai.g_00929	Praf.g_01287
OG0000796	Prai.g_00928	Praf.g_01286
OG0000797	Prai.g_00926	Praf.g_01283
OG0000798	Prai.g_00925	Praf.g_01281
OG0000799	Prai.g_00924	Praf.g_01280
OG0000800	Prai.g_00923	Praf.g_01279
OG0000801	Prai.g_00920	Praf.g_01276
OG0000802	Prai.g_00919	Praf.g_01275
OG0000803	Prai.g_00917	Praf.g_01270
OG0000804	Prai.g_00916	Praf.g_01269
OG0000805	Prai.g_00915	Praf.g_01268
OG0000806	Prai.g_00913	Praf.g_01267
OG0000807	Prai.g_01088	Praf.g_01296
OG0000808	Prai.g_01098	Praf.g_01652
OG0000809	Prai.g_01101	Praf.g_00558
OG0000810	Prai.g_01102	Praf.g_01008
OG0000811	Prai.g_01109	Praf.g_00162
OG0000812	Prai.g_01113	Praf.g_02056
OG0000813	Prai.g_01117	Praf.g_02047
OG0000814	Prai.g_01119	Praf.g_01825
OG0000815	Prai.g_01130	Praf.g_01671
OG0000816	Prai.g_01144	Praf.g_02698
OG0000817	Prai.g_01145	Praf.g_02691
OG0000818	Prai.g_01151	Praf.g_00359
OG0000819	Prai.g_01153	Praf.g_01832
OG0000820	Prai.g_01157	Praf.g_00233
OG0000821	Prai.g_01159	Praf.g_00822
OG0000822	Prai.g_01160	Praf.g_00823
OG0000823	Prai.g_01161	Praf.g_00824
OG0000824	Prai.g_01162	Praf.g_00825
OG0000825	Prai.g_01163	Praf.g_00826
OG0000826	Prai.g_01164	Praf.g_00827
OG0000827	Prai.g_01165	Praf.g_00830
OG0000828	Prai.g_01166	Praf.g_00832
OG0000829	Prai.g_01167	Praf.g_00833
OG0000830	Prai.g_01168	Praf.g_00836
OG0000831	Prai.g_01170	Praf.g_00853
OG0000832	Prai.g_01172	Praf.g_00855
OG0000833	Prai.g_01173	Praf.g_00856
OG0000834	Prai.g_01174	Praf.g_00858
OG0000835	Prai.g_01175	Praf.g_00859
OG0000836	Prai.g_01176	Praf.g_00860
OG0000837	Prai.g_01178	Praf.g_00870
OG0000838	Prai.g_01179	Praf.g_00872
OG0000839	Prai.g_01180	Praf.g_00873
OG0000840	Prai.g_01181	Praf.g_00874
OG0000841	Prai.g_01182	Praf.g_00875
OG0000842	Prai.g_01183	Praf.g_00879
OG0000843	Prai.g_01184	Praf.g_00880
OG0000844	Prai.g_01185	Praf.g_00881
OG0000845	Prai.g_01186	Praf.g_00882
OG0000846	Prai.g_01189	Praf.g_00885
OG0000847	Prai.g_01191	Praf.g_00886
OG0000848	Prai.g_01192	Praf.g_00914
OG0000849	Prai.g_01193	Praf.g_00917
OG0000850	Prai.g_01194	Praf.g_00918
OG0000851	Prai.g_01196	Praf.g_00921
OG0000852	Prai.g_01198	Praf.g_00923
OG0000853	Prai.g_01200	Praf.g_00925
OG0000854	Prai.g_01202	Praf.g_00927
OG0000855	Prai.g_01203	Praf.g_00928
OG0000856	Prai.g_01204	Praf.g_00929
OG0000857	Prai.g_01205	Praf.g_00930
OG0000858	Prai.g_01206	Praf.g_00931
OG0000859	Prai.g_01207	Praf.g_00932
OG0000860	Prai.g_01208	Praf.g_00933
OG0000861	Prai.g_01209	Praf.g_00913
OG0000862	Prai.g_01210	Praf.g_00912
OG0000863	Prai.g_01211	Praf.g_00911
OG0000864	Prai.g_01212	Praf.g_00910
OG0000865	Prai.g_01213	Praf.g_00908
OG0000866	Prai.g_01214	Praf.g_00905
OG0000867	Prai.g_01215	Praf.g_00904
OG0000868	Prai.g_01216	Praf.g_00902
OG0000869	Prai.g_01218	Praf.g_00899
OG0000870	Prai.g_01219	Praf.g_00898
OG0000871	Prai.g_01221	Praf.g_00895
OG0000872	Prai.g_01222	Praf.g_00894
OG0000873	Prai.g_01224	Praf.g_00892
OG0000874	Prai.g_01225	Praf.g_00891
OG0000875	Prai.g_01226	Praf.g_00888
OG0000876	Prai.g_01227	Praf.g_00887
OG0000877	Prai.g_01229	Praf.g_00937
OG0000878	Prai.g_01310	Praf.g_00548
OG0000879	Prai.g_01323	Praf.g_00810
OG0000880	Prai.g_01324	Praf.g_00809
OG0000881	Prai.g_01325	Praf.g_00808
OG0000882	Prai.g_01326	Praf.g_00806
OG0000883	Prai.g_01327	Praf.g_00804
OG0000884	Prai.g_01330	Praf.g_00802
OG0000885	Prai.g_01331	Praf.g_00801
OG0000886	Prai.g_01332	Praf.g_00800
OG0000887	Prai.g_01333	Praf.g_00799
OG0000888	Prai.g_01334	Praf.g_00798
OG0000889	Prai.g_01337	Praf.g_00794
OG0000890	Prai.g_01338	Praf.g_00791
OG0000891	Prai.g_01339	Praf.g_00790
OG0000892	Prai.g_01341	Praf.g_00787
OG0000893	Prai.g_01342	Praf.g_00786
OG0000894	Prai.g_01343	Praf.g_00785
OG0000895	Prai.g_01344	Praf.g_00784
OG0000896	Prai.g_01345	Praf.g_00783
OG0000897	Prai.g_01346	Praf.g_00782
OG0000898	Prai.g_01348	Praf.g_00777
OG0000899	Prai.g_01349	Praf.g_00776
OG0000900	Prai.g_01353	Praf.g_01886
OG0000901	Prai.g_01357	Praf.g_01897
OG0000902	Prai.g_01358	Praf.g_01996
OG0000904	Prai.g_01360	Praf.g_01001
OG0000905	Prai.g_01362	Praf.g_01271
OG0000906	Prai.g_01364	Praf.g_01294
OG0000907	Prai.g_01365	Praf.g_01635
OG0000908	Prai.g_01368	Praf.g_00494
OG0000909	Prai.g_01372	Praf.g_00582
OG0000910	Prai.g_01373	Praf.g_00581
OG0000911	Prai.g_01374	Praf.g_00580
OG0000912	Prai.g_01375	Praf.g_00579
OG0000913	Prai.g_01376	Praf.g_00578
OG0000914	Prai.g_01377	Praf.g_00577
OG0000915	Prai.g_01378	Praf.g_00576
OG0000916	Prai.g_01379	Praf.g_00575
OG0000917	Prai.g_01380	Praf.g_00573
OG0000918	Prai.g_01381	Praf.g_00572
OG0000919	Prai.g_01382	Praf.g_00571
OG0000920	Prai.g_01383	Praf.g_00570
OG0000921	Prai.g_01384	Praf.g_00569
OG0000922	Prai.g_01385	Praf.g_00568
OG0000923	Prai.g_01386	Praf.g_00567
OG0000924	Prai.g_01387	Praf.g_00566
OG0000925	Prai.g_01388	Praf.g_00565
OG0000926	Prai.g_01392	Praf.g_02394
OG0000927	Prai.g_01445	Praf.g_01765
OG0000928	Prai.g_01446	Praf.g_01766
OG0000929	Prai.g_01447	Praf.g_01767
OG0000930	Prai.g_01448	Praf.g_01772
OG0000931	Prai.g_01449	Praf.g_01773
OG0000932	Prai.g_01451	Praf.g_01779
OG0000933	Prai.g_01452	Praf.g_01781
OG0000934	Prai.g_01453	Praf.g_01782
OG0000935	Prai.g_01454	Praf.g_01783
OG0000936	Prai.g_01455	Praf.g_01784
OG0000937	Prai.g_01456	Praf.g_01785
OG0000938	Prai.g_01457	Praf.g_01787
OG0000939	Prai.g_01458	Praf.g_01788
OG0000940	Prai.g_01459	Praf.g_01790
OG0000941	Prai.g_01461	Praf.g_01792
OG0000942	Prai.g_01462	Praf.g_01793
OG0000943	Prai.g_01465	Praf.g_01796
OG0000944	Prai.g_01466	Praf.g_01801
OG0000945	Prai.g_01467	Praf.g_01802
OG0000946	Prai.g_01468	Praf.g_01803
OG0000947	Prai.g_01469	Praf.g_01804
OG0000948	Prai.g_01470	Praf.g_01805
OG0000949	Prai.g_01471	Praf.g_01806
OG0000950	Prai.g_01472	Praf.g_01807
OG0000951	Prai.g_01473	Praf.g_01808
OG0000952	Prai.g_01474	Praf.g_01809
OG0000953	Prai.g_01475	Praf.g_01810
OG0000954	Prai.g_01476	Praf.g_01817
OG0000955	Prai.g_01477	Praf.g_01818
OG0000956	Prai.g_01478	Praf.g_01819
OG0000957	Prai.g_01479	Praf.g_01820
OG0000958	Prai.g_01480	Praf.g_01822
OG0000959	Prai.g_01481	Praf.g_01823
OG0000960	Prai.g_01482	Praf.g_01824
OG0000961	Prai.g_01485	Praf.g_01831
OG0000962	Prai.g_01486	Praf.g_01833
OG0000963	Prai.g_01487	Praf.g_01834
OG0000964	Prai.g_01489	Praf.g_01837
OG0000965	Prai.g_01490	Praf.g_01838
OG0000966	Prai.g_01491	Praf.g_01839
OG0000967	Prai.g_01492	Praf.g_01840
OG0000968	Prai.g_01493	Praf.g_01841
OG0000969	Prai.g_01494	Praf.g_01842
OG0000970	Prai.g_01495	Praf.g_01843
OG0000971	Prai.g_01496	Praf.g_01844
OG0000972	Prai.g_01497	Praf.g_01845
OG0000973	Prai.g_01498	Praf.g_01846
OG0000974	Prai.g_01500	Praf.g_01849
OG0000975	Prai.g_01502	Praf.g_00956
OG0000976	Prai.g_01504	Praf.g_00554
OG0000977	Prai.g_01505	Praf.g_00542
OG0000978	Prai.g_01507	Praf.g_00540
OG0000979	Prai.g_01509	Praf.g_00538
OG0000980	Prai.g_01510	Praf.g_00537
OG0000981	Prai.g_01511	Praf.g_01653
OG0000982	Prai.g_01512	Praf.g_00536
OG0000983	Prai.g_01514	Praf.g_00534
OG0000984	Prai.g_01515	Praf.g_00533
OG0000985	Prai.g_01516	Praf.g_00532
OG0000986	Prai.g_01517	Praf.g_00530
OG0000987	Prai.g_01518	Praf.g_00529
OG0000988	Prai.g_01519	Praf.g_00526
OG0000989	Prai.g_01520	Praf.g_00525
OG0000990	Prai.g_01521	Praf.g_00524
OG0000991	Prai.g_01522	Praf.g_00523
OG0000992	Prai.g_01523	Praf.g_00522
OG0000993	Prai.g_01524	Praf.g_00521
OG0000994	Prai.g_01525	Praf.g_00520
OG0000995	Prai.g_01526	Praf.g_00518
OG0000996	Prai.g_01527	Praf.g_00517
OG0000997	Prai.g_01528	Praf.g_00516
OG0000998	Prai.g_01529	Praf.g_00515
OG0000999	Prai.g_01530	Praf.g_00513
OG0001000	Prai.g_01531	Praf.g_00512
OG0001001	Prai.g_01533	Praf.g_00511
OG0001002	Prai.g_01534	Praf.g_00508
OG0001003	Prai.g_01535	Praf.g_00507
OG0001004	Prai.g_01536	Praf.g_00370
OG0001005	Prai.g_01537	Praf.g_00504
OG0001006	Prai.g_01538	Praf.g_00503
OG0001007	Prai.g_01539	Praf.g_00502
OG0001008	Prai.g_01541	Praf.g_00500
OG0001009	Prai.g_01542	Praf.g_00499
OG0001010	Prai.g_01550	Praf.g_01650
OG0001011	Prai.g_01558	Praf.g_01677
OG0001012	Prai.g_01597	Praf.g_01546
OG0001013	Prai.g_01632	Praf.g_00490
OG0001014	Prai.g_01633	Praf.g_00489
OG0001015	Prai.g_01639	Praf.g_00479
OG0001016	Prai.g_01640	Praf.g_00478
OG0001017	Prai.g_01641	Praf.g_00477
OG0001018	Prai.g_01642	Praf.g_00475
OG0001019	Prai.g_01644	Praf.g_00472
OG0001020	Prai.g_01645	Praf.g_00471
OG0001021	Prai.g_01646	Praf.g_00470
OG0001022	Prai.g_01647	Praf.g_00469
OG0001023	Prai.g_01648	Praf.g_00468
OG0001024	Prai.g_01649	Praf.g_00466
OG0001025	Prai.g_01650	Praf.g_00465
OG0001026	Prai.g_01652	Praf.g_00464
OG0001027	Prai.g_01653	Praf.g_00463
OG0001028	Prai.g_01654	Praf.g_00462
OG0001029	Prai.g_01655	Praf.g_00461
OG0001030	Prai.g_01656	Praf.g_00460
OG0001031	Prai.g_01657	Praf.g_00459
OG0001032	Prai.g_01658	Praf.g_00458
OG0001033	Prai.g_01659	Praf.g_00457
OG0001034	Prai.g_01660	Praf.g_00455
OG0001035	Prai.g_01662	Praf.g_00453
OG0001036	Prai.g_01663	Praf.g_00452
OG0001037	Prai.g_01664	Praf.g_00450
OG0001038	Prai.g_01665	Praf.g_00449
OG0001039	Prai.g_01666	Praf.g_00448
OG0001040	Prai.g_01667	Praf.g_00447
OG0001041	Prai.g_01668	Praf.g_00446
OG0001042	Prai.g_01669	Praf.g_00444
OG0001043	Prai.g_01670	Praf.g_00443
OG0001044	Prai.g_01671	Praf.g_00442
OG0001045	Prai.g_01672	Praf.g_00441
OG0001046	Prai.g_01673	Praf.g_00440
OG0001047	Prai.g_01676	Praf.g_00435
OG0001048	Prai.g_01678	Praf.g_00433
OG0001049	Prai.g_01679	Praf.g_00432
OG0001050	Prai.g_01680	Praf.g_00431
OG0001051	Prai.g_01681	Praf.g_00430
OG0001052	Prai.g_01682	Praf.g_00429
OG0001053	Prai.g_01683	Praf.g_00427
OG0001054	Prai.g_01685	Praf.g_00425
OG0001055	Prai.g_01686	Praf.g_00424
OG0001056	Prai.g_01687	Praf.g_00423
OG0001057	Prai.g_01688	Praf.g_00422
OG0001058	Prai.g_01689	Praf.g_00421
OG0001059	Prai.g_01690	Praf.g_00420
OG0001060	Prai.g_01691	Praf.g_00419
OG0001061	Prai.g_01692	Praf.g_00418
OG0001062	Prai.g_01693	Praf.g_00405
OG0001063	Prai.g_01694	Praf.g_00404
OG0001064	Prai.g_01696	Praf.g_00402
OG0001065	Prai.g_01701	Praf.g_02202
OG0001066	Prai.g_01702	Praf.g_02200
OG0001067	Prai.g_01703	Praf.g_02199
OG0001068	Prai.g_01705	Praf.g_02196
OG0001069	Prai.g_01706	Praf.g_02195
OG0001070	Prai.g_01707	Praf.g_02194
OG0001071	Prai.g_01708	Praf.g_02193
OG0001072	Prai.g_01709	Praf.g_02192
OG0001073	Prai.g_01710	Praf.g_02191
OG0001074	Prai.g_01711	Praf.g_02190
OG0001075	Prai.g_01712	Praf.g_02189
OG0001076	Prai.g_01713	Praf.g_02188
OG0001077	Prai.g_01714	Praf.g_02187
OG0001078	Prai.g_01715	Praf.g_02185
OG0001079	Prai.g_01716	Praf.g_02184
OG0001080	Prai.g_01717	Praf.g_02183
OG0001081	Prai.g_01720	Praf.g_02170
OG0001082	Prai.g_01721	Praf.g_02171
OG0001083	Prai.g_01722	Praf.g_02175
OG0001084	Prai.g_01724	Praf.g_02173
OG0001085	Prai.g_01725	Praf.g_02172
OG0001086	Prai.g_01726	Praf.g_02176
OG0001087	Prai.g_01727	Praf.g_02177
OG0001088	Prai.g_01728	Praf.g_02179
OG0001089	Prai.g_01734	Praf.g_02163
OG0001090	Prai.g_01736	Praf.g_02161
OG0001091	Prai.g_01737	Praf.g_02160
OG0001092	Prai.g_01738	Praf.g_02159
OG0001093	Prai.g_01739	Praf.g_02158
OG0001094	Prai.g_01740	Praf.g_02157
OG0001095	Prai.g_01741	Praf.g_02156
OG0001096	Prai.g_01742	Praf.g_02155
OG0001097	Prai.g_01743	Praf.g_02154
OG0001098	Prai.g_01744	Praf.g_02153
OG0001099	Prai.g_01746	Praf.g_02152
OG0001100	Prai.g_01747	Praf.g_02151
OG0001101	Prai.g_01748	Praf.g_02150
OG0001102	Prai.g_01749	Praf.g_02149
OG0001103	Prai.g_01750	Praf.g_02148
OG0001104	Prai.g_01751	Praf.g_02147
OG0001105	Prai.g_01752	Praf.g_02146
OG0001106	Prai.g_01753	Praf.g_02145
OG0001107	Prai.g_01754	Praf.g_02144
OG0001108	Prai.g_01755	Praf.g_02143
OG0001109	Prai.g_01756	Praf.g_02142
OG0001110	Prai.g_01757	Praf.g_02141
OG0001111	Prai.g_01758	Praf.g_02140
OG0001112	Prai.g_01759	Praf.g_02139
OG0001113	Prai.g_01760	Praf.g_02138
OG0001114	Prai.g_01761	Praf.g_02137
OG0001115	Prai.g_01762	Praf.g_02136
OG0001116	Prai.g_01763	Praf.g_02135
OG0001117	Prai.g_01764	Praf.g_02134
OG0001118	Prai.g_01765	Praf.g_02133
OG0001119	Prai.g_01766	Praf.g_02132
OG0001120	Prai.g_01767	Praf.g_02131
OG0001121	Prai.g_01769	Praf.g_02128
OG0001122	Prai.g_01770	Praf.g_02127
OG0001123	Prai.g_01776	Praf.g_02126
OG0001124	Prai.g_01778	Praf.g_02124
OG0001125	Prai.g_01780	Praf.g_02122
OG0001126	Prai.g_01781	Praf.g_02121
OG0001127	Prai.g_01783	Praf.g_02118
OG0001128	Prai.g_01784	Praf.g_02117
OG0001129	Prai.g_01785	Praf.g_02112
OG0001130	Prai.g_01788	Praf.g_02109
OG0001131	Prai.g_01789	Praf.g_02108
OG0001132	Prai.g_01790	Praf.g_02107
OG0001133	Prai.g_01791	Praf.g_02106
OG0001134	Prai.g_01792	Praf.g_02105
OG0001135	Prai.g_01793	Praf.g_02104
OG0001136	Prai.g_01794	Praf.g_02103
OG0001137	Prai.g_01795	Praf.g_02102
OG0001138	Prai.g_01796	Praf.g_02101
OG0001139	Prai.g_01797	Praf.g_02099
OG0001140	Prai.g_01798	Praf.g_02097
OG0001141	Prai.g_01799	Praf.g_02096
OG0001142	Prai.g_01802	Praf.g_02082
OG0001143	Prai.g_01803	Praf.g_02081
OG0001144	Prai.g_01804	Praf.g_02079
OG0001145	Prai.g_01805	Praf.g_02078
OG0001146	Prai.g_01806	Praf.g_02077
OG0001147	Prai.g_01807	Praf.g_02076
OG0001148	Prai.g_01808	Praf.g_02075
OG0001149	Prai.g_01810	Praf.g_02372
OG0001150	Prai.g_01811	Praf.g_02375
OG0001151	Prai.g_01813	Praf.g_02383
OG0001152	Prai.g_01814	Praf.g_02384
OG0001153	Prai.g_01815	Praf.g_02386
OG0001154	Prai.g_01817	Praf.g_02388
OG0001155	Prai.g_01819	Praf.g_02391
OG0001156	Prai.g_01821	Praf.g_02393
OG0001157	Prai.g_01822	Praf.g_02395
OG0001158	Prai.g_01824	Praf.g_02397
OG0001159	Prai.g_01825	Praf.g_02398
OG0001160	Prai.g_01826	Praf.g_02399
OG0001161	Prai.g_01827	Praf.g_00196
OG0001162	Prai.g_01828	Praf.g_00195
OG0001163	Prai.g_01829	Praf.g_00194
OG0001164	Prai.g_01830	Praf.g_00193
OG0001165	Prai.g_01831	Praf.g_00192
OG0001166	Prai.g_01832	Praf.g_00191
OG0001167	Prai.g_01833	Praf.g_00184
OG0001168	Prai.g_01834	Praf.g_00183
OG0001169	Prai.g_01835	Praf.g_00182
OG0001170	Prai.g_01836	Praf.g_00180
