Orthogroup	Prai	Prar
OG0000567	Prai.g_00674	Prar.g_01475
OG0000568	Prai.g_00675	Prar.g_01476
OG0000569	Prai.g_00676	Prar.g_01477
OG0000570	Prai.g_00677	Prar.g_01478
OG0000571	Prai.g_00678	Prar.g_01479
OG0000572	Prai.g_00679	Prar.g_01480
OG0000573	Prai.g_00682	Prar.g_01483
OG0000574	Prai.g_00683	Prar.g_01484
OG0000575	Prai.g_00684	Prar.g_01485
OG0000576	Prai.g_00685	Prar.g_01486
OG0000577	Prai.g_00686	Prar.g_01487
OG0000578	Prai.g_00687	Prar.g_01488
OG0000579	Prai.g_00688	Prar.g_01489
OG0000580	Prai.g_00689	Prar.g_01490
OG0000581	Prai.g_00690	Prar.g_01491
OG0000582	Prai.g_00691	Prar.g_01492
OG0000583	Prai.g_00692	Prar.g_01493
OG0000584	Prai.g_00693	Prar.g_01494
OG0000585	Prai.g_00694	Prar.g_01495
OG0000586	Prai.g_00696	Prar.g_01497
OG0000587	Prai.g_00697	Prar.g_01498
OG0000588	Prai.g_00699	Prar.g_01500
OG0000589	Prai.g_00700	Prar.g_01501
OG0000590	Prai.g_00702	Prar.g_01503
OG0000591	Prai.g_00708	Prar.g_01509
OG0000592	Prai.g_00709	Prar.g_01510
OG0000593	Prai.g_00710	Prar.g_01511
OG0000594	Prai.g_00712	Prar.g_01513
OG0000595	Prai.g_00713	Prar.g_01514
OG0000596	Prai.g_00714	Prar.g_01515
OG0000597	Prai.g_00716	Prar.g_01517
OG0000598	Prai.g_00717	Prar.g_01518
OG0000599	Prai.g_00718	Prar.g_01519
OG0000600	Prai.g_00719	Prar.g_01520
OG0000601	Prai.g_00721	Prar.g_01522
OG0000602	Prai.g_00722	Prar.g_01523
OG0000603	Prai.g_00723	Prar.g_01524
OG0000604	Prai.g_00724	Prar.g_01525
OG0000605	Prai.g_00725	Prar.g_01526
OG0000606	Prai.g_00726	Prar.g_01527
OG0000607	Prai.g_00728	Prar.g_01529
OG0000608	Prai.g_00729	Prar.g_01530
OG0000609	Prai.g_00732	Prar.g_01534
OG0000610	Prai.g_00733	Prar.g_01535
OG0000611	Prai.g_00749	Prar.g_01600
OG0000612	Prai.g_00750	Prar.g_01601
OG0000613	Prai.g_00751	Prar.g_01602
OG0000614	Prai.g_00752	Prar.g_01603
OG0000615	Prai.g_00754	Prar.g_01605
OG0000616	Prai.g_00755	Prar.g_01606
OG0000617	Prai.g_00756	Prar.g_01607
OG0000618	Prai.g_00757	Prar.g_01608
OG0000619	Prai.g_00758	Prar.g_01609
OG0000620	Prai.g_00759	Prar.g_01610
OG0000621	Prai.g_00760	Prar.g_01611
OG0000622	Prai.g_00761	Prar.g_01612
OG0000623	Prai.g_00762	Prar.g_01613
OG0000624	Prai.g_00763	Prar.g_01614
OG0000625	Prai.g_00764	Prar.g_01615
OG0000626	Prai.g_00765	Prar.g_01616
OG0000627	Prai.g_00766	Prar.g_01617
OG0000628	Prai.g_00767	Prar.g_01618
OG0000629	Prai.g_00768	Prar.g_01619
OG0000630	Prai.g_00769	Prar.g_01620
OG0000631	Prai.g_00771	Prar.g_01622
OG0000632	Prai.g_00899	Prar.g_01634
OG0000633	Prai.g_00894	Prar.g_01638
OG0000634	Prai.g_00883	Prar.g_01651
OG0000635	Prai.g_00882	Prar.g_01652
OG0000636	Prai.g_00881	Prar.g_01653
OG0000637	Prai.g_00880	Prar.g_01654
OG0000638	Prai.g_00869	Prar.g_01661
OG0000639	Prai.g_00860	Prar.g_01670
OG0000640	Prai.g_00858	Prar.g_01672
OG0000641	Prai.g_00857	Prar.g_01675
OG0000642	Prai.g_00856	Prar.g_01676
OG0000643	Prai.g_00855	Prar.g_01677
OG0000644	Prai.g_00854	Prar.g_01678
OG0000645	Prai.g_00853	Prar.g_01679
OG0000646	Prai.g_00852	Prar.g_01680
OG0000647	Prai.g_00851	Prar.g_01681
OG0000648	Prai.g_00849	Prar.g_01683
OG0000649	Prai.g_00848	Prar.g_01684
OG0000650	Prai.g_00847	Prar.g_01685
OG0000651	Prai.g_00846	Prar.g_01686
OG0000652	Prai.g_00845	Prar.g_01687
OG0000653	Prai.g_00844	Prar.g_01688
OG0000654	Prai.g_00842	Prar.g_01690
OG0000655	Prai.g_00839	Prar.g_01692
OG0000656	Prai.g_00838	Prar.g_01693
OG0000657	Prai.g_00837	Prar.g_01694
OG0000658	Prai.g_00836	Prar.g_01695
OG0000659	Prai.g_00835	Prar.g_01696
OG0000660	Prai.g_00834	Prar.g_01697
OG0000661	Prai.g_00833	Prar.g_01698
OG0000662	Prai.g_00832	Prar.g_01699
OG0000663	Prai.g_00831	Prar.g_01700
OG0000664	Prai.g_00830	Prar.g_01701
OG0000665	Prai.g_00829	Prar.g_01702
OG0000666	Prai.g_00828	Prar.g_01703
OG0000667	Prai.g_00827	Prar.g_01704
OG0000668	Prai.g_00826	Prar.g_01705
OG0000669	Prai.g_00824	Prar.g_01707
OG0000670	Prai.g_00823	Prar.g_01708
OG0000671	Prai.g_00822	Prar.g_01709
OG0000672	Prai.g_00821	Prar.g_01710
OG0000673	Prai.g_00820	Prar.g_01711
OG0000674	Prai.g_00819	Prar.g_01712
OG0000675	Prai.g_00817	Prar.g_01714
OG0000676	Prai.g_00816	Prar.g_01715
OG0000677	Prai.g_00813	Prar.g_01717
OG0000678	Prai.g_00811	Prar.g_01719
OG0000679	Prai.g_00810	Prar.g_01720
OG0000680	Prai.g_00809	Prar.g_01721
OG0000681	Prai.g_00808	Prar.g_01722
OG0000682	Prai.g_00807	Prar.g_01723
OG0000683	Prai.g_00805	Prar.g_01725
OG0000684	Prai.g_00804	Prar.g_01726
OG0000685	Prai.g_00803	Prar.g_01727
OG0000686	Prai.g_00802	Prar.g_01728
OG0000687	Prai.g_00801	Prar.g_01729
OG0000688	Prai.g_00800	Prar.g_01730
OG0000689	Prai.g_00799	Prar.g_01731
OG0000690	Prai.g_00798	Prar.g_01732
OG0000691	Prai.g_00797	Prar.g_01733
OG0000692	Prai.g_00795	Prar.g_01735
OG0000693	Prai.g_00794	Prar.g_01736
OG0000694	Prai.g_00793	Prar.g_01737
OG0000695	Prai.g_00792	Prar.g_01738
OG0000696	Prai.g_00791	Prar.g_01740
OG0000697	Prai.g_00789	Prar.g_01742
OG0000698	Prai.g_00787	Prar.g_01744
OG0000699	Prai.g_00786	Prar.g_01745
OG0000700	Prai.g_01060	Prar.g_01759
OG0000701	Prai.g_01057	Prar.g_01764
OG0000702	Prai.g_01054	Prar.g_01767
OG0000703	Prai.g_01053	Prar.g_01768
OG0000704	Prai.g_01052	Prar.g_01769
OG0000705	Prai.g_01051	Prar.g_01770
OG0000706	Prai.g_01050	Prar.g_01771
OG0000707	Prai.g_01049	Prar.g_01773
OG0000708	Prai.g_01048	Prar.g_01774
OG0000709	Prai.g_01046	Prar.g_01776
OG0000710	Prai.g_01045	Prar.g_01777
OG0000711	Prai.g_01044	Prar.g_01778
OG0000712	Prai.g_01043	Prar.g_01779
OG0000713	Prai.g_01042	Prar.g_01780
OG0000714	Prai.g_01040	Prar.g_01782
OG0000715	Prai.g_01039	Prar.g_01783
OG0000716	Prai.g_01037	Prar.g_01785
OG0000717	Prai.g_01036	Prar.g_01786
OG0000718	Prai.g_01035	Prar.g_01787
OG0000719	Prai.g_01033	Prar.g_01789
OG0000720	Prai.g_01032	Prar.g_01790
OG0000721	Prai.g_01030	Prar.g_01792
OG0000722	Prai.g_01029	Prar.g_01793
OG0000723	Prai.g_01028	Prar.g_01794
OG0000724	Prai.g_01027	Prar.g_01795
OG0000725	Prai.g_01026	Prar.g_01796
OG0000726	Prai.g_01025	Prar.g_01797
OG0000727	Prai.g_01024	Prar.g_01798
OG0000728	Prai.g_01023	Prar.g_01799
OG0000729	Prai.g_01022	Prar.g_01800
OG0000730	Prai.g_01021	Prar.g_01801
OG0000731	Prai.g_01020	Prar.g_01802
OG0000732	Prai.g_01019	Prar.g_01803
OG0000733	Prai.g_01018	Prar.g_01804
OG0000734	Prai.g_01017	Prar.g_01805
OG0000735	Prai.g_01015	Prar.g_01807
OG0000736	Prai.g_01014	Prar.g_01808
OG0000737	Prai.g_01013	Prar.g_01809
OG0000738	Prai.g_01012	Prar.g_01810
OG0000739	Prai.g_01011	Prar.g_01811
OG0000740	Prai.g_01010	Prar.g_01812
OG0000741	Prai.g_01009	Prar.g_01813
OG0000742	Prai.g_01007	Prar.g_01815
OG0000743	Prai.g_01006	Prar.g_01816
OG0000744	Prai.g_01005	Prar.g_01817
OG0000745	Prai.g_01004	Prar.g_01818
OG0000746	Prai.g_01003	Prar.g_01819
OG0000747	Prai.g_01002	Prar.g_01820
OG0000748	Prai.g_01001	Prar.g_01821
OG0000749	Prai.g_01000	Prar.g_01822
OG0000750	Prai.g_00999	Prar.g_01823
OG0000751	Prai.g_00998	Prar.g_01824
OG0000752	Prai.g_00997	Prar.g_01825
OG0000753	Prai.g_00995	Prar.g_01827
OG0000754	Prai.g_00994	Prar.g_01828
OG0000755	Prai.g_00993	Prar.g_01829
OG0000756	Prai.g_00992	Prar.g_01830
OG0000757	Prai.g_00991	Prar.g_01831
OG0000758	Prai.g_00990	Prar.g_01832
OG0000759	Prai.g_00988	Prar.g_01834
OG0000760	Prai.g_00987	Prar.g_01835
OG0000761	Prai.g_00986	Prar.g_01836
OG0000762	Prai.g_00984	Prar.g_01838
OG0000763	Prai.g_00983	Prar.g_01839
OG0000764	Prai.g_00982	Prar.g_01840
OG0000765	Prai.g_00981	Prar.g_01841
OG0000766	Prai.g_00980	Prar.g_01842
OG0000767	Prai.g_00978	Prar.g_01844
OG0000768	Prai.g_00977	Prar.g_01845
OG0000769	Prai.g_00976	Prar.g_01846
OG0000770	Prai.g_00975	Prar.g_01847
OG0000771	Prai.g_00974	Prar.g_01848
OG0000772	Prai.g_00973	Prar.g_01849
OG0000773	Prai.g_00972	Prar.g_01850
OG0000774	Prai.g_00971	Prar.g_01851
OG0000775	Prai.g_00970	Prar.g_01852
OG0000776	Prai.g_00968	Prar.g_01853
OG0000777	Prai.g_00966	Prar.g_01855
OG0000778	Prai.g_00965	Prar.g_01856
OG0000779	Prai.g_00964	Prar.g_01857
OG0000780	Prai.g_00962	Prar.g_01859
OG0000781	Prai.g_00960	Prar.g_01861
OG0000782	Prai.g_00959	Prar.g_01862
OG0000783	Prai.g_00948	Prar.g_01873
OG0000784	Prai.g_00946	Prar.g_01875
OG0000785	Prai.g_00945	Prar.g_01876
OG0000786	Prai.g_00944	Prar.g_01877
OG0000787	Prai.g_00943	Prar.g_01878
OG0000788	Prai.g_00940	Prar.g_01882
OG0000789	Prai.g_00938	Prar.g_01884
OG0000790	Prai.g_00937	Prar.g_01885
OG0000791	Prai.g_00936	Prar.g_01886
OG0000792	Prai.g_00935	Prar.g_01887
OG0000793	Prai.g_00934	Prar.g_01888
OG0000794	Prai.g_00932	Prar.g_01890
OG0000795	Prai.g_00929	Prar.g_01893
OG0000796	Prai.g_00928	Prar.g_01894
OG0000797	Prai.g_00926	Prar.g_01896
OG0000798	Prai.g_00925	Prar.g_01897
OG0000799	Prai.g_00924	Prar.g_01898
OG0000800	Prai.g_00923	Prar.g_01899
OG0000801	Prai.g_00920	Prar.g_01902
OG0000802	Prai.g_00919	Prar.g_01903
OG0000803	Prai.g_00917	Prar.g_01905
OG0000804	Prai.g_00916	Prar.g_01906
OG0000805	Prai.g_00915	Prar.g_01907
OG0000806	Prai.g_00913	Prar.g_01909
OG0000807	Prai.g_01088	Prar.g_01935
OG0000808	Prai.g_01098	Prar.g_01944
OG0000809	Prai.g_01101	Prar.g_01947
OG0000810	Prai.g_01102	Prar.g_01948
OG0000811	Prai.g_01109	Prar.g_01955
OG0000812	Prai.g_01113	Prar.g_01324
OG0000813	Prai.g_01117	Prar.g_01320
OG0000814	Prai.g_01119	Prar.g_01318
OG0000815	Prai.g_01130	Prar.g_01309
OG0000816	Prai.g_01144	Prar.g_01295
OG0000817	Prai.g_01145	Prar.g_01294
OG0000818	Prai.g_01151	Prar.g_01289
OG0000819	Prai.g_01153	Prar.g_01282
OG0000820	Prai.g_01157	Prar.g_01278
OG0000821	Prai.g_01159	Prar.g_01276
OG0000822	Prai.g_01160	Prar.g_01275
OG0000823	Prai.g_01161	Prar.g_01274
OG0000824	Prai.g_01162	Prar.g_01273
OG0000825	Prai.g_01163	Prar.g_01272
OG0000826	Prai.g_01164	Prar.g_01271
OG0000827	Prai.g_01165	Prar.g_01270
OG0000828	Prai.g_01166	Prar.g_01269
OG0000829	Prai.g_01167	Prar.g_01268
OG0000830	Prai.g_01168	Prar.g_01267
OG0000831	Prai.g_01170	Prar.g_01264
OG0000832	Prai.g_01172	Prar.g_01262
OG0000833	Prai.g_01173	Prar.g_01261
OG0000834	Prai.g_01174	Prar.g_01260
OG0000835	Prai.g_01175	Prar.g_01259
OG0000836	Prai.g_01176	Prar.g_01258
OG0000837	Prai.g_01178	Prar.g_01256
OG0000838	Prai.g_01179	Prar.g_01255
OG0000839	Prai.g_01180	Prar.g_01254
OG0000840	Prai.g_01181	Prar.g_01253
OG0000841	Prai.g_01182	Prar.g_01252
OG0000842	Prai.g_01183	Prar.g_01251
OG0000843	Prai.g_01184	Prar.g_01250
OG0000844	Prai.g_01185	Prar.g_01249
OG0000845	Prai.g_01186	Prar.g_01248
OG0000846	Prai.g_01189	Prar.g_01245
OG0000847	Prai.g_01191	Prar.g_01243
OG0000848	Prai.g_01192	Prar.g_01242
OG0000849	Prai.g_01193	Prar.g_01241
OG0000850	Prai.g_01194	Prar.g_01240
OG0000851	Prai.g_01196	Prar.g_01239
OG0000852	Prai.g_01198	Prar.g_01237
OG0000853	Prai.g_01200	Prar.g_01236
OG0000854	Prai.g_01202	Prar.g_01234
OG0000855	Prai.g_01203	Prar.g_01233
OG0000856	Prai.g_01204	Prar.g_01232
OG0000857	Prai.g_01205	Prar.g_01231
OG0000858	Prai.g_01206	Prar.g_01230
OG0000859	Prai.g_01207	Prar.g_01229
OG0000860	Prai.g_01208	Prar.g_01228
OG0000861	Prai.g_01209	Prar.g_01227
OG0000862	Prai.g_01210	Prar.g_01226
OG0000863	Prai.g_01211	Prar.g_01225
OG0000864	Prai.g_01212	Prar.g_01224
OG0000865	Prai.g_01213	Prar.g_01223
OG0000866	Prai.g_01214	Prar.g_01222
OG0000867	Prai.g_01215	Prar.g_01221
OG0000868	Prai.g_01216	Prar.g_01220
OG0000869	Prai.g_01218	Prar.g_01218
OG0000870	Prai.g_01219	Prar.g_01217
OG0000871	Prai.g_01221	Prar.g_01215
OG0000872	Prai.g_01222	Prar.g_01214
OG0000873	Prai.g_01224	Prar.g_01212
OG0000874	Prai.g_01225	Prar.g_01211
OG0000875	Prai.g_01226	Prar.g_01210
OG0000876	Prai.g_01227	Prar.g_01209
OG0000877	Prai.g_01229	Prar.g_01207
OG0000878	Prai.g_01310	Prar.g_00976
OG0000879	Prai.g_01323	Prar.g_00966
OG0000880	Prai.g_01324	Prar.g_00965
OG0000881	Prai.g_01325	Prar.g_00964
OG0000882	Prai.g_01326	Prar.g_00963
OG0000883	Prai.g_01327	Prar.g_00962
OG0000884	Prai.g_01330	Prar.g_00960
OG0000885	Prai.g_01331	Prar.g_00959
OG0000886	Prai.g_01332	Prar.g_00958
OG0000887	Prai.g_01333	Prar.g_00957
OG0000888	Prai.g_01334	Prar.g_00956
OG0000889	Prai.g_01337	Prar.g_00953
OG0000890	Prai.g_01338	Prar.g_00952
OG0000891	Prai.g_01339	Prar.g_00951
OG0000892	Prai.g_01341	Prar.g_00949
OG0000893	Prai.g_01342	Prar.g_00948
OG0000894	Prai.g_01343	Prar.g_00947
OG0000895	Prai.g_01344	Prar.g_00946
OG0000896	Prai.g_01345	Prar.g_00945
OG0000897	Prai.g_01346	Prar.g_00944
OG0000898	Prai.g_01348	Prar.g_00942
OG0000899	Prai.g_01349	Prar.g_00941
OG0000900	Prai.g_01353	Prar.g_00929
OG0000901	Prai.g_01357	Prar.g_00925
OG0000902	Prai.g_01358	Prar.g_00924
OG0000904	Prai.g_01360	Prar.g_00921
OG0000905	Prai.g_01362	Prar.g_00919
OG0000906	Prai.g_01364	Prar.g_00917
OG0000907	Prai.g_01365	Prar.g_00916
OG0000908	Prai.g_01368	Prar.g_00913
OG0000909	Prai.g_01372	Prar.g_00909
OG0000910	Prai.g_01373	Prar.g_00908
OG0000911	Prai.g_01374	Prar.g_00907
OG0000912	Prai.g_01375	Prar.g_00906
OG0000913	Prai.g_01376	Prar.g_00905
OG0000914	Prai.g_01377	Prar.g_00904
OG0000915	Prai.g_01378	Prar.g_00903
OG0000916	Prai.g_01379	Prar.g_00902
OG0000917	Prai.g_01380	Prar.g_00901
OG0000918	Prai.g_01381	Prar.g_00900
OG0000919	Prai.g_01382	Prar.g_00899
OG0000920	Prai.g_01383	Prar.g_00898
OG0000921	Prai.g_01384	Prar.g_00897
OG0000922	Prai.g_01385	Prar.g_00896
OG0000923	Prai.g_01386	Prar.g_00895
OG0000924	Prai.g_01387	Prar.g_00894
OG0000925	Prai.g_01388	Prar.g_00893
OG0000926	Prai.g_01392	Prar.g_00375
OG0000927	Prai.g_01445	Prar.g_00357
OG0000928	Prai.g_01446	Prar.g_00356
OG0000929	Prai.g_01447	Prar.g_00355
OG0000930	Prai.g_01448	Prar.g_00354
OG0000931	Prai.g_01449	Prar.g_00353
OG0000932	Prai.g_01451	Prar.g_00351
OG0000933	Prai.g_01452	Prar.g_00350
OG0000934	Prai.g_01453	Prar.g_00349
OG0000935	Prai.g_01454	Prar.g_00348
OG0000936	Prai.g_01455	Prar.g_00347
OG0000937	Prai.g_01456	Prar.g_00346
OG0000938	Prai.g_01457	Prar.g_00345
OG0000939	Prai.g_01458	Prar.g_00344
OG0000940	Prai.g_01459	Prar.g_00343
OG0000941	Prai.g_01461	Prar.g_00341
OG0000942	Prai.g_01462	Prar.g_00340
OG0000943	Prai.g_01465	Prar.g_00337
OG0000944	Prai.g_01466	Prar.g_00336
OG0000945	Prai.g_01467	Prar.g_00335
OG0000946	Prai.g_01468	Prar.g_00842
OG0000947	Prai.g_01469	Prar.g_00841
OG0000948	Prai.g_01470	Prar.g_00840
OG0000949	Prai.g_01471	Prar.g_00839
OG0000950	Prai.g_01472	Prar.g_00838
OG0000951	Prai.g_01473	Prar.g_00837
OG0000952	Prai.g_01474	Prar.g_00836
OG0000953	Prai.g_01475	Prar.g_00835
OG0000954	Prai.g_01476	Prar.g_00834
OG0000955	Prai.g_01477	Prar.g_00833
OG0000956	Prai.g_01478	Prar.g_00832
OG0000957	Prai.g_01479	Prar.g_00831
OG0000958	Prai.g_01480	Prar.g_00830
OG0000959	Prai.g_01481	Prar.g_00829
OG0000960	Prai.g_01482	Prar.g_00828
OG0000961	Prai.g_01485	Prar.g_00824
OG0000962	Prai.g_01486	Prar.g_00823
OG0000963	Prai.g_01487	Prar.g_00822
OG0000964	Prai.g_01489	Prar.g_00820
OG0000965	Prai.g_01490	Prar.g_00819
OG0000966	Prai.g_01491	Prar.g_00818
OG0000967	Prai.g_01492	Prar.g_00817
OG0000968	Prai.g_01493	Prar.g_00816
OG0000969	Prai.g_01494	Prar.g_00815
OG0000970	Prai.g_01495	Prar.g_00814
OG0000971	Prai.g_01496	Prar.g_00813
OG0000972	Prai.g_01497	Prar.g_00812
OG0000973	Prai.g_01498	Prar.g_00811
OG0000974	Prai.g_01500	Prar.g_00809
OG0000975	Prai.g_01502	Prar.g_00806
OG0000976	Prai.g_01504	Prar.g_00804
OG0000977	Prai.g_01505	Prar.g_00803
OG0000978	Prai.g_01507	Prar.g_00802
OG0000979	Prai.g_01509	Prar.g_00800
OG0000980	Prai.g_01510	Prar.g_00799
OG0000981	Prai.g_01511	Prar.g_00798
OG0000982	Prai.g_01512	Prar.g_00797
OG0000983	Prai.g_01514	Prar.g_00795
OG0000984	Prai.g_01515	Prar.g_00794
OG0000985	Prai.g_01516	Prar.g_00793
OG0000986	Prai.g_01517	Prar.g_00792
OG0000987	Prai.g_01518	Prar.g_00791
OG0000988	Prai.g_01519	Prar.g_00790
OG0000989	Prai.g_01520	Prar.g_00789
OG0000990	Prai.g_01521	Prar.g_00788
OG0000991	Prai.g_01522	Prar.g_00787
OG0000992	Prai.g_01523	Prar.g_00786
OG0000993	Prai.g_01524	Prar.g_00785
OG0000994	Prai.g_01525	Prar.g_00784
OG0000995	Prai.g_01526	Prar.g_00783
OG0000996	Prai.g_01527	Prar.g_00782
OG0000997	Prai.g_01528	Prar.g_00781
OG0000998	Prai.g_01529	Prar.g_00780
OG0000999	Prai.g_01530	Prar.g_00779
OG0001000	Prai.g_01531	Prar.g_00778
OG0001001	Prai.g_01533	Prar.g_00776
OG0001002	Prai.g_01534	Prar.g_00775
OG0001003	Prai.g_01535	Prar.g_00774
OG0001004	Prai.g_01536	Prar.g_00773
OG0001005	Prai.g_01537	Prar.g_00772
OG0001006	Prai.g_01538	Prar.g_00771
OG0001007	Prai.g_01539	Prar.g_00770
OG0001008	Prai.g_01541	Prar.g_00768
OG0001009	Prai.g_01542	Prar.g_00767
OG0001010	Prai.g_01550	Prar.g_00760
OG0001011	Prai.g_01558	Prar.g_00753
OG0001012	Prai.g_01597	Prar.g_00725
OG0001013	Prai.g_01632	Prar.g_01149
OG0001014	Prai.g_01633	Prar.g_01148
OG0001015	Prai.g_01639	Prar.g_01142
OG0001016	Prai.g_01640	Prar.g_01141
OG0001017	Prai.g_01641	Prar.g_01140
OG0001018	Prai.g_01642	Prar.g_01139
OG0001019	Prai.g_01644	Prar.g_01137
OG0001020	Prai.g_01645	Prar.g_01136
OG0001021	Prai.g_01646	Prar.g_01135
OG0001022	Prai.g_01647	Prar.g_01134
OG0001023	Prai.g_01648	Prar.g_01133
OG0001024	Prai.g_01649	Prar.g_01132
OG0001025	Prai.g_01650	Prar.g_01131
OG0001026	Prai.g_01652	Prar.g_01129
OG0001027	Prai.g_01653	Prar.g_01128
OG0001028	Prai.g_01654	Prar.g_01127
OG0001029	Prai.g_01655	Prar.g_01126
OG0001030	Prai.g_01656	Prar.g_01125
OG0001031	Prai.g_01657	Prar.g_01124
OG0001032	Prai.g_01658	Prar.g_01123
OG0001033	Prai.g_01659	Prar.g_01122
OG0001034	Prai.g_01660	Prar.g_01121
OG0001035	Prai.g_01662	Prar.g_01964
OG0001036	Prai.g_01663	Prar.g_01965
OG0001037	Prai.g_01664	Prar.g_01966
OG0001038	Prai.g_01665	Prar.g_01967
OG0001039	Prai.g_01666	Prar.g_01968
OG0001040	Prai.g_01667	Prar.g_01969
OG0001041	Prai.g_01668	Prar.g_01970
OG0001042	Prai.g_01669	Prar.g_01971
OG0001043	Prai.g_01670	Prar.g_01963
OG0001044	Prai.g_01671	Prar.g_01962
OG0001045	Prai.g_01672	Prar.g_01961
OG0001046	Prai.g_01673	Prar.g_01960
OG0001047	Prai.g_01676	Prar.g_01957
OG0001048	Prai.g_01678	Prar.g_00596
OG0001049	Prai.g_01679	Prar.g_00597
OG0001050	Prai.g_01680	Prar.g_00598
OG0001051	Prai.g_01681	Prar.g_00599
OG0001052	Prai.g_01682	Prar.g_00600
OG0001053	Prai.g_01683	Prar.g_00601
OG0001054	Prai.g_01685	Prar.g_00603
OG0001055	Prai.g_01686	Prar.g_00604
OG0001056	Prai.g_01687	Prar.g_00605
OG0001057	Prai.g_01688	Prar.g_00606
OG0001058	Prai.g_01689	Prar.g_00607
OG0001059	Prai.g_01690	Prar.g_00608
OG0001060	Prai.g_01691	Prar.g_00609
OG0001061	Prai.g_01692	Prar.g_00610
OG0001062	Prai.g_01693	Prar.g_00611
OG0001063	Prai.g_01694	Prar.g_00612
OG0001064	Prai.g_01696	Prar.g_01119
OG0001065	Prai.g_01701	Prar.g_01114
OG0001066	Prai.g_01702	Prar.g_01113
OG0001067	Prai.g_01703	Prar.g_01112
OG0001068	Prai.g_01705	Prar.g_01110
OG0001069	Prai.g_01706	Prar.g_01109
OG0001070	Prai.g_01707	Prar.g_01108
OG0001071	Prai.g_01708	Prar.g_01107
OG0001072	Prai.g_01709	Prar.g_01106
OG0001073	Prai.g_01710	Prar.g_01105
OG0001074	Prai.g_01711	Prar.g_01104
OG0001075	Prai.g_01712	Prar.g_01103
OG0001076	Prai.g_01713	Prar.g_01102
OG0001077	Prai.g_01714	Prar.g_01101
OG0001078	Prai.g_01715	Prar.g_01100
OG0001079	Prai.g_01716	Prar.g_01099
OG0001080	Prai.g_01717	Prar.g_01098
OG0001081	Prai.g_01720	Prar.g_01095
OG0001082	Prai.g_01721	Prar.g_01094
OG0001083	Prai.g_01722	Prar.g_01093
OG0001084	Prai.g_01724	Prar.g_01091
OG0001085	Prai.g_01725	Prar.g_01090
OG0001086	Prai.g_01726	Prar.g_01089
OG0001087	Prai.g_01727	Prar.g_01088
OG0001088	Prai.g_01728	Prar.g_01087
OG0001089	Prai.g_01734	Prar.g_01069
OG0001090	Prai.g_01736	Prar.g_01067
OG0001091	Prai.g_01737	Prar.g_01066
OG0001092	Prai.g_01738	Prar.g_01065
OG0001093	Prai.g_01739	Prar.g_01064
OG0001094	Prai.g_01740	Prar.g_01063
OG0001095	Prai.g_01741	Prar.g_01062
OG0001096	Prai.g_01742	Prar.g_01061
OG0001097	Prai.g_01743	Prar.g_01060
OG0001098	Prai.g_01744	Prar.g_01059
OG0001099	Prai.g_01746	Prar.g_01058
OG0001100	Prai.g_01747	Prar.g_01057
OG0001101	Prai.g_01748	Prar.g_01056
OG0001102	Prai.g_01749	Prar.g_01055
OG0001103	Prai.g_01750	Prar.g_01054
OG0001104	Prai.g_01751	Prar.g_01053
OG0001105	Prai.g_01752	Prar.g_01052
OG0001106	Prai.g_01753	Prar.g_01051
OG0001107	Prai.g_01754	Prar.g_01050
OG0001108	Prai.g_01755	Prar.g_01049
OG0001109	Prai.g_01756	Prar.g_01048
OG0001110	Prai.g_01757	Prar.g_01047
OG0001111	Prai.g_01758	Prar.g_01046
OG0001112	Prai.g_01759	Prar.g_01045
OG0001113	Prai.g_01760	Prar.g_01044
OG0001114	Prai.g_01761	Prar.g_01043
OG0001115	Prai.g_01762	Prar.g_01042
OG0001116	Prai.g_01763	Prar.g_01041
OG0001117	Prai.g_01764	Prar.g_01040
OG0001118	Prai.g_01765	Prar.g_01039
OG0001119	Prai.g_01766	Prar.g_01038
OG0001120	Prai.g_01767	Prar.g_01037
OG0001121	Prai.g_01769	Prar.g_01035
OG0001122	Prai.g_01770	Prar.g_01034
OG0001123	Prai.g_01776	Prar.g_01033
OG0001124	Prai.g_01778	Prar.g_01031
OG0001125	Prai.g_01780	Prar.g_01029
OG0001126	Prai.g_01781	Prar.g_01028
OG0001127	Prai.g_01783	Prar.g_01026
OG0001128	Prai.g_01784	Prar.g_01025
OG0001129	Prai.g_01785	Prar.g_01024
OG0001130	Prai.g_01788	Prar.g_01022
OG0001131	Prai.g_01789	Prar.g_01021
OG0001132	Prai.g_01790	Prar.g_01020
OG0001133	Prai.g_01791	Prar.g_01019
OG0001134	Prai.g_01792	Prar.g_01018
OG0001135	Prai.g_01793	Prar.g_01017
OG0001136	Prai.g_01794	Prar.g_01016
OG0001137	Prai.g_01795	Prar.g_01015
OG0001138	Prai.g_01796	Prar.g_01014
OG0001139	Prai.g_01797	Prar.g_01013
OG0001140	Prai.g_01798	Prar.g_01012
OG0001141	Prai.g_01799	Prar.g_01011
OG0001142	Prai.g_01802	Prar.g_00617
OG0001143	Prai.g_01803	Prar.g_00618
OG0001144	Prai.g_01804	Prar.g_00619
OG0001145	Prai.g_01805	Prar.g_00620
OG0001146	Prai.g_01806	Prar.g_00621
OG0001147	Prai.g_01807	Prar.g_00622
OG0001148	Prai.g_01808	Prar.g_00623
OG0001149	Prai.g_01810	Prar.g_00625
