Orthogroup	Prai	Prau
OG0000567	Prai.g_00674	Prau.g_00685
OG0000568	Prai.g_00675	Prau.g_00686
OG0000569	Prai.g_00676	Prau.g_00687
OG0000570	Prai.g_00677	Prau.g_00688
OG0000571	Prai.g_00678	Prau.g_00689
OG0000572	Prai.g_00679	Prau.g_00690
OG0000573	Prai.g_00682	Prau.g_00693
OG0000574	Prai.g_00683	Prau.g_00694
OG0000575	Prai.g_00684	Prau.g_00695
OG0000576	Prai.g_00685	Prau.g_00696
OG0000577	Prai.g_00686	Prau.g_00697
OG0000578	Prai.g_00687	Prau.g_00698
OG0000579	Prai.g_00688	Prau.g_00699
OG0000580	Prai.g_00689	Prau.g_00700
OG0000581	Prai.g_00690	Prau.g_00701
OG0000582	Prai.g_00691	Prau.g_00702
OG0000583	Prai.g_00692	Prau.g_00703
OG0000584	Prai.g_00693	Prau.g_00704
OG0000585	Prai.g_00694	Prau.g_00705
OG0000586	Prai.g_00696	Prau.g_00707
OG0000587	Prai.g_00697	Prau.g_00708
OG0000588	Prai.g_00699	Prau.g_00710
OG0000589	Prai.g_00700	Prau.g_00711
OG0000590	Prai.g_00702	Prau.g_00713
OG0000591	Prai.g_00708	Prau.g_00719
OG0000592	Prai.g_00709	Prau.g_00720
OG0000593	Prai.g_00710	Prau.g_00721
OG0000594	Prai.g_00712	Prau.g_00723
OG0000595	Prai.g_00713	Prau.g_00724
OG0000596	Prai.g_00714	Prau.g_00725
OG0000597	Prai.g_00716	Prau.g_00727
OG0000598	Prai.g_00717	Prau.g_00728
OG0000599	Prai.g_00718	Prau.g_00729
OG0000600	Prai.g_00719	Prau.g_00730
OG0000601	Prai.g_00721	Prau.g_00732
OG0000602	Prai.g_00722	Prau.g_00733
OG0000603	Prai.g_00723	Prau.g_00734
OG0000604	Prai.g_00724	Prau.g_00735
OG0000605	Prai.g_00725	Prau.g_00736
OG0000606	Prai.g_00726	Prau.g_00737
OG0000607	Prai.g_00728	Prau.g_00739
OG0000608	Prai.g_00729	Prau.g_00740
OG0000609	Prai.g_00732	Prau.g_00744
OG0000610	Prai.g_00733	Prau.g_00745
OG0000611	Prai.g_00749	Prau.g_00756
OG0000612	Prai.g_00750	Prau.g_00757
OG0000613	Prai.g_00751	Prau.g_00758
OG0000614	Prai.g_00752	Prau.g_00759
OG0000615	Prai.g_00754	Prau.g_00761
OG0000616	Prai.g_00755	Prau.g_00762
OG0000617	Prai.g_00756	Prau.g_00763
OG0000618	Prai.g_00757	Prau.g_00764
OG0000619	Prai.g_00758	Prau.g_00765
OG0000620	Prai.g_00759	Prau.g_00766
OG0000621	Prai.g_00760	Prau.g_00767
OG0000622	Prai.g_00761	Prau.g_00768
OG0000623	Prai.g_00762	Prau.g_00769
OG0000624	Prai.g_00763	Prau.g_00770
OG0000625	Prai.g_00764	Prau.g_00771
OG0000626	Prai.g_00765	Prau.g_00772
OG0000627	Prai.g_00766	Prau.g_00773
OG0000628	Prai.g_00767	Prau.g_00774
OG0000629	Prai.g_00768	Prau.g_00775
OG0000630	Prai.g_00769	Prau.g_00776
OG0000631	Prai.g_00771	Prau.g_00778
OG0000632	Prai.g_00899	Prau.g_00796
OG0000633	Prai.g_00894	Prau.g_00800
OG0000634	Prai.g_00883	Prau.g_00816
OG0000635	Prai.g_00882	Prau.g_00818
OG0000636	Prai.g_00881	Prau.g_00819
OG0000637	Prai.g_00880	Prau.g_00820
OG0000638	Prai.g_00869	Prau.g_00832
OG0000639	Prai.g_00860	Prau.g_00841
OG0000640	Prai.g_00858	Prau.g_00843
OG0000641	Prai.g_00857	Prau.g_00845
OG0000642	Prai.g_00856	Prau.g_00846
OG0000643	Prai.g_00855	Prau.g_00847
OG0000644	Prai.g_00854	Prau.g_00848
OG0000645	Prai.g_00853	Prau.g_00849
OG0000646	Prai.g_00852	Prau.g_00850
OG0000647	Prai.g_00851	Prau.g_00851
OG0000648	Prai.g_00849	Prau.g_00853
OG0000649	Prai.g_00848	Prau.g_00854
OG0000650	Prai.g_00847	Prau.g_00855
OG0000651	Prai.g_00846	Prau.g_00856
OG0000652	Prai.g_00845	Prau.g_00857
OG0000653	Prai.g_00844	Prau.g_00858
OG0000654	Prai.g_00842	Prau.g_00860
OG0000655	Prai.g_00839	Prau.g_00862
OG0000656	Prai.g_00838	Prau.g_00863
OG0000657	Prai.g_00837	Prau.g_00864
OG0000658	Prai.g_00836	Prau.g_00865
OG0000659	Prai.g_00835	Prau.g_00866
OG0000660	Prai.g_00834	Prau.g_00867
OG0000661	Prai.g_00833	Prau.g_00868
OG0000662	Prai.g_00832	Prau.g_00869
OG0000663	Prai.g_00831	Prau.g_00870
OG0000664	Prai.g_00830	Prau.g_00871
OG0000665	Prai.g_00829	Prau.g_00872
OG0000666	Prai.g_00828	Prau.g_00873
OG0000667	Prai.g_00827	Prau.g_00874
OG0000668	Prai.g_00826	Prau.g_00875
OG0000669	Prai.g_00824	Prau.g_00877
OG0000670	Prai.g_00823	Prau.g_00878
OG0000671	Prai.g_00822	Prau.g_00879
OG0000672	Prai.g_00821	Prau.g_00880
OG0000673	Prai.g_00820	Prau.g_00881
OG0000674	Prai.g_00819	Prau.g_00882
OG0000675	Prai.g_00817	Prau.g_00884
OG0000676	Prai.g_00816	Prau.g_00885
OG0000677	Prai.g_00813	Prau.g_00887
OG0000678	Prai.g_00811	Prau.g_00889
OG0000679	Prai.g_00810	Prau.g_00890
OG0000680	Prai.g_00809	Prau.g_00891
OG0000681	Prai.g_00808	Prau.g_00892
OG0000682	Prai.g_00807	Prau.g_00893
OG0000683	Prai.g_00805	Prau.g_00895
OG0000684	Prai.g_00804	Prau.g_00896
OG0000685	Prai.g_00803	Prau.g_00897
OG0000686	Prai.g_00802	Prau.g_00898
OG0000687	Prai.g_00801	Prau.g_00899
OG0000688	Prai.g_00800	Prau.g_00900
OG0000689	Prai.g_00799	Prau.g_00902
OG0000690	Prai.g_00798	Prau.g_00903
OG0000691	Prai.g_00797	Prau.g_00904
OG0000692	Prai.g_00795	Prau.g_00906
OG0000693	Prai.g_00794	Prau.g_00907
OG0000694	Prai.g_00793	Prau.g_00908
OG0000695	Prai.g_00792	Prau.g_00909
OG0000696	Prai.g_00791	Prau.g_00910
OG0000697	Prai.g_00789	Prau.g_00912
OG0000698	Prai.g_00787	Prau.g_00914
OG0000699	Prai.g_00786	Prau.g_00915
OG0000700	Prai.g_01060	Prau.g_00942
OG0000701	Prai.g_01057	Prau.g_00946
OG0000702	Prai.g_01054	Prau.g_00949
OG0000703	Prai.g_01053	Prau.g_00950
OG0000704	Prai.g_01052	Prau.g_00951
OG0000705	Prai.g_01051	Prau.g_00952
OG0000706	Prai.g_01050	Prau.g_00953
OG0000707	Prai.g_01049	Prau.g_00954
OG0000708	Prai.g_01048	Prau.g_00955
OG0000709	Prai.g_01046	Prau.g_00956
OG0000710	Prai.g_01045	Prau.g_00957
OG0000711	Prai.g_01044	Prau.g_00958
OG0000712	Prai.g_01043	Prau.g_00959
OG0000713	Prai.g_01042	Prau.g_00960
OG0000714	Prai.g_01040	Prau.g_00962
OG0000715	Prai.g_01039	Prau.g_00963
OG0000716	Prai.g_01037	Prau.g_00965
OG0000717	Prai.g_01036	Prau.g_00966
OG0000718	Prai.g_01035	Prau.g_00967
OG0000719	Prai.g_01033	Prau.g_00969
OG0000720	Prai.g_01032	Prau.g_00970
OG0000721	Prai.g_01030	Prau.g_00973
OG0000722	Prai.g_01029	Prau.g_00974
OG0000723	Prai.g_01028	Prau.g_00975
OG0000724	Prai.g_01027	Prau.g_00977
OG0000725	Prai.g_01026	Prau.g_00978
OG0000726	Prai.g_01025	Prau.g_00979
OG0000727	Prai.g_01024	Prau.g_00980
OG0000728	Prai.g_01023	Prau.g_00981
OG0000729	Prai.g_01022	Prau.g_00982
OG0000730	Prai.g_01021	Prau.g_00983
OG0000731	Prai.g_01020	Prau.g_00984
OG0000732	Prai.g_01019	Prau.g_00985
OG0000733	Prai.g_01018	Prau.g_00986
OG0000734	Prai.g_01017	Prau.g_00987
OG0000735	Prai.g_01015	Prau.g_00989
OG0000736	Prai.g_01014	Prau.g_00990
OG0000737	Prai.g_01013	Prau.g_00991
OG0000738	Prai.g_01012	Prau.g_00992
OG0000739	Prai.g_01011	Prau.g_00993
OG0000740	Prai.g_01010	Prau.g_00994
OG0000741	Prai.g_01009	Prau.g_00995
OG0000742	Prai.g_01007	Prau.g_00997
OG0000743	Prai.g_01006	Prau.g_00998
OG0000744	Prai.g_01005	Prau.g_00999
OG0000745	Prai.g_01004	Prau.g_01000
OG0000746	Prai.g_01003	Prau.g_01001
OG0000747	Prai.g_01002	Prau.g_01002
OG0000748	Prai.g_01001	Prau.g_01003
OG0000749	Prai.g_01000	Prau.g_01004
OG0000750	Prai.g_00999	Prau.g_01005
OG0000751	Prai.g_00998	Prau.g_01006
OG0000752	Prai.g_00997	Prau.g_01007
OG0000753	Prai.g_00995	Prau.g_01009
OG0000754	Prai.g_00994	Prau.g_01010
OG0000755	Prai.g_00993	Prau.g_01011
OG0000756	Prai.g_00992	Prau.g_01012
OG0000757	Prai.g_00991	Prau.g_01013
OG0000758	Prai.g_00990	Prau.g_01014
OG0000759	Prai.g_00988	Prau.g_01016
OG0000760	Prai.g_00987	Prau.g_01017
OG0000761	Prai.g_00986	Prau.g_01018
OG0000762	Prai.g_00984	Prau.g_01020
OG0000763	Prai.g_00983	Prau.g_01021
OG0000764	Prai.g_00982	Prau.g_01022
OG0000765	Prai.g_00981	Prau.g_01023
OG0000766	Prai.g_00980	Prau.g_01024
OG0000767	Prai.g_00978	Prau.g_01026
OG0000768	Prai.g_00977	Prau.g_01027
OG0000769	Prai.g_00976	Prau.g_01028
OG0000770	Prai.g_00975	Prau.g_01029
OG0000771	Prai.g_00974	Prau.g_01030
OG0000772	Prai.g_00973	Prau.g_01031
OG0000773	Prai.g_00972	Prau.g_01032
OG0000774	Prai.g_00971	Prau.g_01033
OG0000775	Prai.g_00970	Prau.g_01034
OG0000776	Prai.g_00968	Prau.g_01036
OG0000777	Prai.g_00966	Prau.g_01038
OG0000778	Prai.g_00965	Prau.g_01039
OG0000779	Prai.g_00964	Prau.g_01040
OG0000780	Prai.g_00962	Prau.g_01042
OG0000781	Prai.g_00960	Prau.g_01044
OG0000782	Prai.g_00959	Prau.g_01045
OG0000783	Prai.g_00948	Prau.g_01058
OG0000784	Prai.g_00946	Prau.g_01060
OG0000785	Prai.g_00945	Prau.g_01061
OG0000786	Prai.g_00944	Prau.g_01062
OG0000787	Prai.g_00943	Prau.g_01063
OG0000788	Prai.g_00940	Prau.g_01067
OG0000789	Prai.g_00938	Prau.g_01069
OG0000790	Prai.g_00937	Prau.g_01070
OG0000791	Prai.g_00936	Prau.g_01071
OG0000792	Prai.g_00935	Prau.g_01072
OG0000793	Prai.g_00934	Prau.g_01073
OG0000794	Prai.g_00932	Prau.g_01075
OG0000795	Prai.g_00929	Prau.g_01078
OG0000796	Prai.g_00928	Prau.g_01079
OG0000797	Prai.g_00926	Prau.g_01081
OG0000798	Prai.g_00925	Prau.g_01082
OG0000799	Prai.g_00924	Prau.g_01083
OG0000800	Prai.g_00923	Prau.g_01084
OG0000801	Prai.g_00920	Prau.g_01087
OG0000802	Prai.g_00919	Prau.g_01088
OG0000803	Prai.g_00917	Prau.g_01090
OG0000804	Prai.g_00916	Prau.g_01091
OG0000805	Prai.g_00915	Prau.g_01092
OG0000806	Prai.g_00913	Prau.g_01094
OG0000807	Prai.g_01088	Prau.g_01118
OG0000808	Prai.g_01098	Prau.g_01127
OG0000809	Prai.g_01101	Prau.g_01130
OG0000810	Prai.g_01102	Prau.g_01131
OG0000811	Prai.g_01109	Prau.g_01138
OG0000812	Prai.g_01113	Prau.g_01142
OG0000813	Prai.g_01117	Prau.g_01146
OG0000814	Prai.g_01119	Prau.g_01148
OG0000815	Prai.g_01130	Prau.g_01160
OG0000816	Prai.g_01144	Prau.g_01175
OG0000817	Prai.g_01145	Prau.g_01176
OG0000818	Prai.g_01151	Prau.g_01181
OG0000819	Prai.g_01153	Prau.g_01188
OG0000820	Prai.g_01157	Prau.g_01192
OG0000821	Prai.g_01159	Prau.g_01194
OG0000822	Prai.g_01160	Prau.g_01195
OG0000823	Prai.g_01161	Prau.g_01196
OG0000824	Prai.g_01162	Prau.g_01197
OG0000825	Prai.g_01163	Prau.g_01198
OG0000826	Prai.g_01164	Prau.g_01199
OG0000827	Prai.g_01165	Prau.g_01200
OG0000828	Prai.g_01166	Prau.g_01201
OG0000829	Prai.g_01167	Prau.g_01202
OG0000830	Prai.g_01168	Prau.g_01203
OG0000831	Prai.g_01170	Prau.g_01205
OG0000832	Prai.g_01172	Prau.g_01207
OG0000833	Prai.g_01173	Prau.g_01208
OG0000834	Prai.g_01174	Prau.g_01209
OG0000835	Prai.g_01175	Prau.g_01210
OG0000836	Prai.g_01176	Prau.g_01211
OG0000837	Prai.g_01178	Prau.g_01213
OG0000838	Prai.g_01179	Prau.g_01214
OG0000839	Prai.g_01180	Prau.g_01215
OG0000840	Prai.g_01181	Prau.g_01216
OG0000841	Prai.g_01182	Prau.g_01217
OG0000842	Prai.g_01183	Prau.g_01218
OG0000843	Prai.g_01184	Prau.g_01219
OG0000844	Prai.g_01185	Prau.g_01220
OG0000845	Prai.g_01186	Prau.g_01221
OG0000846	Prai.g_01189	Prau.g_01224
OG0000847	Prai.g_01191	Prau.g_01226
OG0000848	Prai.g_01192	Prau.g_01227
OG0000849	Prai.g_01193	Prau.g_01228
OG0000850	Prai.g_01194	Prau.g_01229
OG0000851	Prai.g_01196	Prau.g_01230
OG0000852	Prai.g_01198	Prau.g_01232
OG0000853	Prai.g_01200	Prau.g_01233
OG0000854	Prai.g_01202	Prau.g_01235
OG0000855	Prai.g_01203	Prau.g_01236
OG0000856	Prai.g_01204	Prau.g_01237
OG0000857	Prai.g_01205	Prau.g_01238
OG0000858	Prai.g_01206	Prau.g_01239
OG0000859	Prai.g_01207	Prau.g_01240
OG0000860	Prai.g_01208	Prau.g_01241
OG0000861	Prai.g_01209	Prau.g_01242
OG0000862	Prai.g_01210	Prau.g_01243
OG0000863	Prai.g_01211	Prau.g_01244
OG0000864	Prai.g_01212	Prau.g_01245
OG0000865	Prai.g_01213	Prau.g_01246
OG0000866	Prai.g_01214	Prau.g_01247
OG0000867	Prai.g_01215	Prau.g_01248
OG0000868	Prai.g_01216	Prau.g_01249
OG0000869	Prai.g_01218	Prau.g_01251
OG0000870	Prai.g_01219	Prau.g_01252
OG0000871	Prai.g_01221	Prau.g_01254
OG0000872	Prai.g_01222	Prau.g_01255
OG0000873	Prai.g_01224	Prau.g_01257
OG0000874	Prai.g_01225	Prau.g_01258
OG0000875	Prai.g_01226	Prau.g_01259
OG0000876	Prai.g_01227	Prau.g_01260
OG0000877	Prai.g_01229	Prau.g_01262
OG0000878	Prai.g_01310	Prau.g_01346
OG0000879	Prai.g_01323	Prau.g_01359
OG0000880	Prai.g_01324	Prau.g_01360
OG0000881	Prai.g_01325	Prau.g_01361
OG0000882	Prai.g_01326	Prau.g_01362
OG0000883	Prai.g_01327	Prau.g_01363
OG0000884	Prai.g_01330	Prau.g_01366
OG0000885	Prai.g_01331	Prau.g_01367
OG0000886	Prai.g_01332	Prau.g_01368
OG0000887	Prai.g_01333	Prau.g_01369
OG0000888	Prai.g_01334	Prau.g_01370
OG0000889	Prai.g_01337	Prau.g_01373
OG0000890	Prai.g_01338	Prau.g_01374
OG0000891	Prai.g_01339	Prau.g_01375
OG0000892	Prai.g_01341	Prau.g_01377
OG0000893	Prai.g_01342	Prau.g_01378
OG0000894	Prai.g_01343	Prau.g_01379
OG0000895	Prai.g_01344	Prau.g_01380
OG0000896	Prai.g_01345	Prau.g_01381
OG0000897	Prai.g_01346	Prau.g_01382
OG0000898	Prai.g_01348	Prau.g_01384
OG0000899	Prai.g_01349	Prau.g_01385
OG0000900	Prai.g_01353	Prau.g_01391
OG0000901	Prai.g_01357	Prau.g_01395
OG0000902	Prai.g_01358	Prau.g_01396
OG0000904	Prai.g_01360	Prau.g_01399
OG0000905	Prai.g_01362	Prau.g_01401
OG0000906	Prai.g_01364	Prau.g_01403
OG0000907	Prai.g_01365	Prau.g_01404
OG0000908	Prai.g_01368	Prau.g_01407
OG0000909	Prai.g_01372	Prau.g_01411
OG0000910	Prai.g_01373	Prau.g_01412
OG0000911	Prai.g_01374	Prau.g_01413
OG0000912	Prai.g_01375	Prau.g_01414
OG0000913	Prai.g_01376	Prau.g_01415
OG0000914	Prai.g_01377	Prau.g_01416
OG0000915	Prai.g_01378	Prau.g_01417
OG0000916	Prai.g_01379	Prau.g_01418
OG0000917	Prai.g_01380	Prau.g_01419
OG0000918	Prai.g_01381	Prau.g_01420
OG0000919	Prai.g_01382	Prau.g_01421
OG0000920	Prai.g_01383	Prau.g_01422
OG0000921	Prai.g_01384	Prau.g_01423
OG0000922	Prai.g_01385	Prau.g_01424
OG0000923	Prai.g_01386	Prau.g_01425
OG0000924	Prai.g_01387	Prau.g_01426
OG0000925	Prai.g_01388	Prau.g_01427
OG0000926	Prai.g_01392	Prau.g_01436
OG0000927	Prai.g_01445	Prau.g_01510
OG0000928	Prai.g_01446	Prau.g_01511
OG0000929	Prai.g_01447	Prau.g_01512
OG0000930	Prai.g_01448	Prau.g_01513
OG0000931	Prai.g_01449	Prau.g_01514
OG0000932	Prai.g_01451	Prau.g_01516
OG0000933	Prai.g_01452	Prau.g_01517
OG0000934	Prai.g_01453	Prau.g_01518
OG0000935	Prai.g_01454	Prau.g_01519
OG0000936	Prai.g_01455	Prau.g_01520
OG0000937	Prai.g_01456	Prau.g_01521
OG0000938	Prai.g_01457	Prau.g_01522
OG0000939	Prai.g_01458	Prau.g_01523
OG0000940	Prai.g_01459	Prau.g_01524
OG0000941	Prai.g_01461	Prau.g_01526
OG0000942	Prai.g_01462	Prau.g_01527
OG0000943	Prai.g_01465	Prau.g_01533
OG0000944	Prai.g_01466	Prau.g_01534
OG0000945	Prai.g_01467	Prau.g_01535
OG0000946	Prai.g_01468	Prau.g_01536
OG0000947	Prai.g_01469	Prau.g_01537
OG0000948	Prai.g_01470	Prau.g_01538
OG0000949	Prai.g_01471	Prau.g_01539
OG0000950	Prai.g_01472	Prau.g_01540
OG0000951	Prai.g_01473	Prau.g_01541
OG0000952	Prai.g_01474	Prau.g_01542
OG0000953	Prai.g_01475	Prau.g_01543
OG0000954	Prai.g_01476	Prau.g_01544
OG0000955	Prai.g_01477	Prau.g_01545
OG0000956	Prai.g_01478	Prau.g_01546
OG0000957	Prai.g_01479	Prau.g_01547
OG0000958	Prai.g_01480	Prau.g_01548
OG0000959	Prai.g_01481	Prau.g_01549
OG0000960	Prai.g_01482	Prau.g_01550
OG0000961	Prai.g_01485	Prau.g_01554
OG0000962	Prai.g_01486	Prau.g_01555
OG0000963	Prai.g_01487	Prau.g_01556
OG0000964	Prai.g_01489	Prau.g_01558
OG0000965	Prai.g_01490	Prau.g_01559
OG0000966	Prai.g_01491	Prau.g_01560
OG0000967	Prai.g_01492	Prau.g_01561
OG0000968	Prai.g_01493	Prau.g_01562
OG0000969	Prai.g_01494	Prau.g_01563
OG0000970	Prai.g_01495	Prau.g_01564
OG0000971	Prai.g_01496	Prau.g_01565
OG0000972	Prai.g_01497	Prau.g_01566
OG0000973	Prai.g_01498	Prau.g_01567
OG0000974	Prai.g_01500	Prau.g_01569
OG0000975	Prai.g_01502	Prau.g_01572
OG0000976	Prai.g_01504	Prau.g_01574
OG0000977	Prai.g_01505	Prau.g_01575
OG0000978	Prai.g_01507	Prau.g_01576
OG0000979	Prai.g_01509	Prau.g_01578
OG0000980	Prai.g_01510	Prau.g_01579
OG0000981	Prai.g_01511	Prau.g_01580
OG0000982	Prai.g_01512	Prau.g_01581
OG0000983	Prai.g_01514	Prau.g_01583
OG0000984	Prai.g_01515	Prau.g_01584
OG0000985	Prai.g_01516	Prau.g_01585
OG0000986	Prai.g_01517	Prau.g_01586
OG0000987	Prai.g_01518	Prau.g_01587
OG0000988	Prai.g_01519	Prau.g_01588
OG0000989	Prai.g_01520	Prau.g_01589
OG0000990	Prai.g_01521	Prau.g_01590
OG0000991	Prai.g_01522	Prau.g_01591
OG0000992	Prai.g_01523	Prau.g_01592
OG0000993	Prai.g_01524	Prau.g_01593
OG0000994	Prai.g_01525	Prau.g_01594
OG0000995	Prai.g_01526	Prau.g_01595
OG0000996	Prai.g_01527	Prau.g_01596
OG0000997	Prai.g_01528	Prau.g_01597
OG0000998	Prai.g_01529	Prau.g_01598
OG0000999	Prai.g_01530	Prau.g_01599
OG0001000	Prai.g_01531	Prau.g_01600
OG0001001	Prai.g_01533	Prau.g_01602
OG0001002	Prai.g_01534	Prau.g_01603
OG0001003	Prai.g_01535	Prau.g_01604
OG0001004	Prai.g_01536	Prau.g_01605
OG0001005	Prai.g_01537	Prau.g_01606
OG0001006	Prai.g_01538	Prau.g_01607
OG0001007	Prai.g_01539	Prau.g_01608
OG0001008	Prai.g_01541	Prau.g_01610
OG0001009	Prai.g_01542	Prau.g_01611
OG0001010	Prai.g_01550	Prau.g_01619
OG0001011	Prai.g_01558	Prau.g_01626
OG0001012	Prai.g_01597	Prau.g_01652
OG0001013	Prai.g_01632	Prau.g_01726
OG0001014	Prai.g_01633	Prau.g_01727
OG0001015	Prai.g_01639	Prau.g_01733
OG0001016	Prai.g_01640	Prau.g_01734
OG0001017	Prai.g_01641	Prau.g_01735
OG0001018	Prai.g_01642	Prau.g_01736
OG0001019	Prai.g_01644	Prau.g_01738
OG0001020	Prai.g_01645	Prau.g_01739
OG0001021	Prai.g_01646	Prau.g_01740
OG0001022	Prai.g_01647	Prau.g_01741
OG0001023	Prai.g_01648	Prau.g_01742
OG0001024	Prai.g_01649	Prau.g_01743
OG0001025	Prai.g_01650	Prau.g_01744
OG0001026	Prai.g_01652	Prau.g_01746
OG0001027	Prai.g_01653	Prau.g_01747
OG0001028	Prai.g_01654	Prau.g_01748
OG0001029	Prai.g_01655	Prau.g_01749
OG0001030	Prai.g_01656	Prau.g_01750
OG0001031	Prai.g_01657	Prau.g_01751
OG0001032	Prai.g_01658	Prau.g_01752
OG0001033	Prai.g_01659	Prau.g_01753
OG0001034	Prai.g_01660	Prau.g_01754
OG0001035	Prai.g_01662	Prau.g_01756
OG0001036	Prai.g_01663	Prau.g_01757
OG0001037	Prai.g_01664	Prau.g_01758
OG0001038	Prai.g_01665	Prau.g_01759
OG0001039	Prai.g_01666	Prau.g_01760
OG0001040	Prai.g_01667	Prau.g_01761
OG0001041	Prai.g_01668	Prau.g_01762
OG0001042	Prai.g_01669	Prau.g_01763
OG0001043	Prai.g_01670	Prau.g_01764
OG0001044	Prai.g_01671	Prau.g_01765
OG0001045	Prai.g_01672	Prau.g_01766
OG0001046	Prai.g_01673	Prau.g_01767
OG0001047	Prai.g_01676	Prau.g_01770
OG0001048	Prai.g_01678	Prau.g_01772
OG0001049	Prai.g_01679	Prau.g_01773
OG0001050	Prai.g_01680	Prau.g_01774
OG0001051	Prai.g_01681	Prau.g_01775
OG0001052	Prai.g_01682	Prau.g_01776
OG0001053	Prai.g_01683	Prau.g_01777
OG0001054	Prai.g_01685	Prau.g_01779
OG0001055	Prai.g_01686	Prau.g_01780
OG0001056	Prai.g_01687	Prau.g_01781
OG0001057	Prai.g_01688	Prau.g_01782
OG0001058	Prai.g_01689	Prau.g_01783
OG0001059	Prai.g_01690	Prau.g_01784
OG0001060	Prai.g_01691	Prau.g_01785
OG0001061	Prai.g_01692	Prau.g_01786
OG0001062	Prai.g_01693	Prau.g_01787
OG0001063	Prai.g_01694	Prau.g_01788
OG0001064	Prai.g_01696	Prau.g_01790
OG0001065	Prai.g_01701	Prau.g_01794
OG0001066	Prai.g_01702	Prau.g_01795
OG0001067	Prai.g_01703	Prau.g_01796
OG0001068	Prai.g_01705	Prau.g_01798
OG0001069	Prai.g_01706	Prau.g_01799
OG0001070	Prai.g_01707	Prau.g_01800
OG0001071	Prai.g_01708	Prau.g_01801
OG0001072	Prai.g_01709	Prau.g_01802
OG0001073	Prai.g_01710	Prau.g_01803
OG0001074	Prai.g_01711	Prau.g_01804
OG0001075	Prai.g_01712	Prau.g_01805
OG0001076	Prai.g_01713	Prau.g_01806
OG0001077	Prai.g_01714	Prau.g_01807
OG0001078	Prai.g_01715	Prau.g_01808
OG0001079	Prai.g_01716	Prau.g_01809
OG0001080	Prai.g_01717	Prau.g_01810
OG0001081	Prai.g_01720	Prau.g_01813
OG0001082	Prai.g_01721	Prau.g_01814
OG0001083	Prai.g_01722	Prau.g_01815
OG0001084	Prai.g_01724	Prau.g_01817
OG0001085	Prai.g_01725	Prau.g_01818
OG0001086	Prai.g_01726	Prau.g_01819
OG0001087	Prai.g_01727	Prau.g_01820
OG0001088	Prai.g_01728	Prau.g_01821
OG0001089	Prai.g_01734	Prau.g_01827
OG0001090	Prai.g_01736	Prau.g_01829
OG0001091	Prai.g_01737	Prau.g_01830
OG0001092	Prai.g_01738	Prau.g_01831
OG0001093	Prai.g_01739	Prau.g_01832
OG0001094	Prai.g_01740	Prau.g_01833
OG0001095	Prai.g_01741	Prau.g_01834
OG0001096	Prai.g_01742	Prau.g_01835
OG0001097	Prai.g_01743	Prau.g_01836
OG0001098	Prai.g_01744	Prau.g_01837
OG0001099	Prai.g_01746	Prau.g_01838
OG0001100	Prai.g_01747	Prau.g_01839
OG0001101	Prai.g_01748	Prau.g_01840
OG0001102	Prai.g_01749	Prau.g_01841
OG0001103	Prai.g_01750	Prau.g_01842
OG0001104	Prai.g_01751	Prau.g_01843
OG0001105	Prai.g_01752	Prau.g_01844
OG0001106	Prai.g_01753	Prau.g_01845
OG0001107	Prai.g_01754	Prau.g_01846
OG0001108	Prai.g_01755	Prau.g_01847
OG0001109	Prai.g_01756	Prau.g_01848
OG0001110	Prai.g_01757	Prau.g_01849
OG0001111	Prai.g_01758	Prau.g_01850
OG0001112	Prai.g_01759	Prau.g_01851
OG0001113	Prai.g_01760	Prau.g_01852
OG0001114	Prai.g_01761	Prau.g_01853
OG0001115	Prai.g_01762	Prau.g_01854
OG0001116	Prai.g_01763	Prau.g_01855
OG0001117	Prai.g_01764	Prau.g_01856
OG0001118	Prai.g_01765	Prau.g_01857
OG0001119	Prai.g_01766	Prau.g_01858
OG0001120	Prai.g_01767	Prau.g_01859
OG0001121	Prai.g_01769	Prau.g_01861
OG0001122	Prai.g_01770	Prau.g_01862
OG0001123	Prai.g_01776	Prau.g_01863
OG0001124	Prai.g_01778	Prau.g_01865
OG0001125	Prai.g_01780	Prau.g_01867
OG0001126	Prai.g_01781	Prau.g_01868
OG0001127	Prai.g_01783	Prau.g_01870
OG0001128	Prai.g_01784	Prau.g_01871
OG0001129	Prai.g_01785	Prau.g_01872
OG0001130	Prai.g_01788	Prau.g_01875
OG0001131	Prai.g_01789	Prau.g_01876
OG0001132	Prai.g_01790	Prau.g_01877
OG0001133	Prai.g_01791	Prau.g_01878
OG0001134	Prai.g_01792	Prau.g_01879
OG0001135	Prai.g_01793	Prau.g_01880
OG0001136	Prai.g_01794	Prau.g_01881
OG0001137	Prai.g_01795	Prau.g_01882
OG0001138	Prai.g_01796	Prau.g_01883
OG0001139	Prai.g_01797	Prau.g_01884
OG0001140	Prai.g_01798	Prau.g_01885
OG0001141	Prai.g_01799	Prau.g_01886
OG0001142	Prai.g_01802	Prau.g_01889
OG0001143	Prai.g_01803	Prau.g_01890
OG0001144	Prai.g_01804	Prau.g_01891
OG0001145	Prai.g_01805	Prau.g_01892
OG0001146	Prai.g_01806	Prau.g_01893
OG0001147	Prai.g_01807	Prau.g_01894
OG0001148	Prai.g_01808	Prau.g_01895
OG0001149	Prai.g_01810	Prau.g_01897
