Orthogroup	Prai	Prat
OG0000586	Prai.g_00696	Prat.g_01056
OG0000587	Prai.g_00697	Prat.g_01055
OG0000588	Prai.g_00699	Prat.g_00744
OG0000589	Prai.g_00700	Prat.g_00745
OG0000590	Prai.g_00702	Prat.g_00747
OG0000591	Prai.g_00708	Prat.g_00752
OG0000592	Prai.g_00709	Prat.g_00753
OG0000593	Prai.g_00710	Prat.g_00754
OG0000594	Prai.g_00712	Prat.g_00757
OG0000595	Prai.g_00713	Prat.g_00758
OG0000596	Prai.g_00714	Prat.g_00759
OG0000597	Prai.g_00716	Prat.g_00761
OG0000598	Prai.g_00717	Prat.g_00762
OG0000599	Prai.g_00718	Prat.g_00763
OG0000600	Prai.g_00719	Prat.g_00764
OG0000601	Prai.g_00721	Prat.g_00767
OG0000602	Prai.g_00722	Prat.g_00768
OG0000603	Prai.g_00723	Prat.g_00769
OG0000604	Prai.g_00724	Prat.g_00772
OG0000605	Prai.g_00725	Prat.g_00773
OG0000606	Prai.g_00726	Prat.g_00774
OG0000607	Prai.g_00728	Prat.g_00776
OG0000608	Prai.g_00729	Prat.g_00777
OG0000609	Prai.g_00732	Prat.g_01882
OG0000610	Prai.g_00733	Prat.g_00826
OG0000611	Prai.g_00749	Prat.g_00789
OG0000612	Prai.g_00750	Prat.g_00790
OG0000613	Prai.g_00751	Prat.g_00791
OG0000614	Prai.g_00752	Prat.g_00792
OG0000615	Prai.g_00754	Prat.g_00797
OG0000616	Prai.g_00755	Prat.g_00798
OG0000617	Prai.g_00756	Prat.g_00799
OG0000618	Prai.g_00757	Prat.g_00800
OG0000619	Prai.g_00758	Prat.g_00801
OG0000620	Prai.g_00759	Prat.g_00802
OG0000621	Prai.g_00760	Prat.g_00803
OG0000622	Prai.g_00761	Prat.g_00804
OG0000623	Prai.g_00762	Prat.g_00805
OG0000624	Prai.g_00763	Prat.g_00807
OG0000625	Prai.g_00764	Prat.g_00808
OG0000626	Prai.g_00765	Prat.g_00809
OG0000627	Prai.g_00766	Prat.g_00811
OG0000628	Prai.g_00767	Prat.g_00812
OG0000629	Prai.g_00768	Prat.g_00813
OG0000630	Prai.g_00769	Prat.g_00814
OG0000631	Prai.g_00771	Prat.g_00816
OG0000632	Prai.g_00899	Prat.g_00622
OG0000633	Prai.g_00894	Prat.g_01486
OG0000634	Prai.g_00883	Prat.g_01472
OG0000635	Prai.g_00882	Prat.g_00888
OG0000636	Prai.g_00881	Prat.g_00887
OG0000637	Prai.g_00880	Prat.g_00886
OG0000638	Prai.g_00869	Prat.g_00345
OG0000639	Prai.g_00860	Prat.g_00859
OG0000640	Prai.g_00858	Prat.g_00863
OG0000641	Prai.g_00857	Prat.g_00865
OG0000642	Prai.g_00856	Prat.g_00866
OG0000643	Prai.g_00855	Prat.g_00867
OG0000644	Prai.g_00854	Prat.g_01043
OG0000645	Prai.g_00853	Prat.g_01042
OG0000646	Prai.g_00852	Prat.g_01041
OG0000647	Prai.g_00851	Prat.g_01040
OG0000648	Prai.g_00849	Prat.g_01038
OG0000649	Prai.g_00848	Prat.g_01037
OG0000650	Prai.g_00847	Prat.g_01036
OG0000651	Prai.g_00846	Prat.g_01035
OG0000652	Prai.g_00845	Prat.g_01034
OG0000653	Prai.g_00844	Prat.g_01033
OG0000654	Prai.g_00842	Prat.g_01031
OG0000655	Prai.g_00839	Prat.g_01029
OG0000656	Prai.g_00838	Prat.g_01028
OG0000657	Prai.g_00837	Prat.g_01027
OG0000658	Prai.g_00836	Prat.g_01026
OG0000659	Prai.g_00835	Prat.g_01025
OG0000660	Prai.g_00834	Prat.g_01024
OG0000661	Prai.g_00833	Prat.g_01023
OG0000662	Prai.g_00832	Prat.g_01021
OG0000663	Prai.g_00831	Prat.g_01020
OG0000664	Prai.g_00830	Prat.g_01019
OG0000665	Prai.g_00829	Prat.g_01018
OG0000666	Prai.g_00828	Prat.g_01017
OG0000667	Prai.g_00827	Prat.g_01016
OG0000668	Prai.g_00826	Prat.g_01015
OG0000669	Prai.g_00824	Prat.g_01013
OG0000670	Prai.g_00823	Prat.g_01012
OG0000671	Prai.g_00822	Prat.g_01011
OG0000672	Prai.g_00821	Prat.g_01010
OG0000673	Prai.g_00820	Prat.g_01009
OG0000674	Prai.g_00819	Prat.g_01008
OG0000675	Prai.g_00817	Prat.g_01007
OG0000676	Prai.g_00816	Prat.g_01006
OG0000677	Prai.g_00813	Prat.g_01004
OG0000678	Prai.g_00811	Prat.g_01002
OG0000679	Prai.g_00810	Prat.g_01001
OG0000680	Prai.g_00809	Prat.g_01000
OG0000681	Prai.g_00808	Prat.g_00999
OG0000682	Prai.g_00807	Prat.g_00998
OG0000683	Prai.g_00805	Prat.g_00996
OG0000684	Prai.g_00804	Prat.g_00995
OG0000685	Prai.g_00803	Prat.g_00994
OG0000686	Prai.g_00802	Prat.g_00993
OG0000687	Prai.g_00801	Prat.g_00992
OG0000688	Prai.g_00800	Prat.g_00991
OG0000689	Prai.g_00799	Prat.g_00990
OG0000690	Prai.g_00798	Prat.g_00989
OG0000691	Prai.g_00797	Prat.g_00988
OG0000692	Prai.g_00795	Prat.g_00984
OG0000693	Prai.g_00794	Prat.g_00983
OG0000694	Prai.g_00793	Prat.g_00982
OG0000695	Prai.g_00792	Prat.g_00981
OG0000696	Prai.g_00791	Prat.g_00980
OG0000697	Prai.g_00789	Prat.g_00978
OG0000698	Prai.g_00787	Prat.g_00974
OG0000699	Prai.g_00786	Prat.g_00973
OG0000700	Prai.g_01060	Prat.g_00694
OG0000701	Prai.g_01057	Prat.g_00699
OG0000702	Prai.g_01054	Prat.g_00705
OG0000703	Prai.g_01053	Prat.g_00707
OG0000704	Prai.g_01052	Prat.g_00708
OG0000705	Prai.g_01051	Prat.g_00709
OG0000706	Prai.g_01050	Prat.g_00710
OG0000707	Prai.g_01049	Prat.g_00712
OG0000708	Prai.g_01048	Prat.g_00713
OG0000709	Prai.g_01046	Prat.g_00716
OG0000710	Prai.g_01045	Prat.g_00717
OG0000711	Prai.g_01044	Prat.g_00718
OG0000712	Prai.g_01043	Prat.g_00719
OG0000713	Prai.g_01042	Prat.g_00720
OG0000714	Prai.g_01040	Prat.g_00722
OG0000715	Prai.g_01039	Prat.g_00723
OG0000716	Prai.g_01037	Prat.g_00725
OG0000717	Prai.g_01036	Prat.g_00726
OG0000718	Prai.g_01035	Prat.g_00728
OG0000719	Prai.g_01033	Prat.g_00730
OG0000720	Prai.g_01032	Prat.g_00731
OG0000721	Prai.g_01030	Prat.g_00734
OG0000722	Prai.g_01029	Prat.g_00735
OG0000723	Prai.g_01028	Prat.g_00736
OG0000724	Prai.g_01027	Prat.g_00738
OG0000725	Prai.g_01026	Prat.g_00739
OG0000726	Prai.g_01025	Prat.g_00740
OG0000727	Prai.g_01024	Prat.g_00741
OG0000728	Prai.g_01023	Prat.g_00742
OG0000729	Prai.g_01022	Prat.g_00743
OG0000730	Prai.g_01021	Prat.g_01053
OG0000731	Prai.g_01020	Prat.g_01051
OG0000732	Prai.g_01019	Prat.g_01050
OG0000733	Prai.g_01018	Prat.g_01049
OG0000734	Prai.g_01017	Prat.g_01048
OG0000735	Prai.g_01015	Prat.g_01046
OG0000736	Prai.g_01014	Prat.g_01045
OG0000737	Prai.g_01013	Prat.g_01044
OG0000738	Prai.g_01012	Prat.g_00868
OG0000739	Prai.g_01011	Prat.g_00869
OG0000740	Prai.g_01010	Prat.g_00870
OG0000741	Prai.g_01009	Prat.g_00871
OG0000742	Prai.g_01007	Prat.g_00873
OG0000743	Prai.g_01006	Prat.g_00874
OG0000744	Prai.g_01005	Prat.g_00876
OG0000745	Prai.g_01004	Prat.g_00877
OG0000746	Prai.g_01003	Prat.g_00878
OG0000747	Prai.g_01002	Prat.g_00879
OG0000748	Prai.g_01001	Prat.g_00880
OG0000749	Prai.g_01000	Prat.g_00881
OG0000750	Prai.g_00999	Prat.g_00883
OG0000751	Prai.g_00998	Prat.g_00884
OG0000752	Prai.g_00997	Prat.g_00944
OG0000753	Prai.g_00995	Prat.g_00889
OG0000754	Prai.g_00994	Prat.g_00890
OG0000755	Prai.g_00993	Prat.g_00891
OG0000756	Prai.g_00992	Prat.g_00893
OG0000757	Prai.g_00991	Prat.g_00894
OG0000758	Prai.g_00990	Prat.g_00895
OG0000759	Prai.g_00988	Prat.g_00897
OG0000760	Prai.g_00987	Prat.g_00898
OG0000761	Prai.g_00986	Prat.g_00899
OG0000762	Prai.g_00984	Prat.g_00901
OG0000763	Prai.g_00983	Prat.g_00902
OG0000764	Prai.g_00982	Prat.g_00903
OG0000765	Prai.g_00981	Prat.g_00904
OG0000766	Prai.g_00980	Prat.g_00905
OG0000767	Prai.g_00978	Prat.g_00907
OG0000768	Prai.g_00977	Prat.g_00908
OG0000769	Prai.g_00976	Prat.g_00909
OG0000770	Prai.g_00975	Prat.g_00910
OG0000771	Prai.g_00974	Prat.g_00911
OG0000772	Prai.g_00973	Prat.g_00912
OG0000773	Prai.g_00972	Prat.g_00913
OG0000774	Prai.g_00971	Prat.g_00914
OG0000775	Prai.g_00970	Prat.g_00915
OG0000776	Prai.g_00968	Prat.g_00916
OG0000777	Prai.g_00966	Prat.g_00917
OG0000778	Prai.g_00965	Prat.g_00918
OG0000779	Prai.g_00964	Prat.g_00919
OG0000780	Prai.g_00962	Prat.g_00921
OG0000781	Prai.g_00960	Prat.g_00923
OG0000782	Prai.g_00959	Prat.g_00924
OG0000783	Prai.g_00948	Prat.g_00929
OG0000784	Prai.g_00946	Prat.g_00931
OG0000785	Prai.g_00945	Prat.g_00932
OG0000786	Prai.g_00944	Prat.g_00933
OG0000787	Prai.g_00943	Prat.g_00934
OG0000788	Prai.g_00940	Prat.g_00939
OG0000789	Prai.g_00938	Prat.g_00942
OG0000790	Prai.g_00937	Prat.g_00943
OG0000791	Prai.g_00936	Prat.g_00946
OG0000792	Prai.g_00935	Prat.g_00947
OG0000793	Prai.g_00934	Prat.g_00948
OG0000794	Prai.g_00932	Prat.g_00951
OG0000795	Prai.g_00929	Prat.g_00955
OG0000796	Prai.g_00928	Prat.g_00956
OG0000797	Prai.g_00926	Prat.g_00957
OG0000798	Prai.g_00925	Prat.g_00958
OG0000799	Prai.g_00924	Prat.g_00959
OG0000800	Prai.g_00923	Prat.g_00960
OG0000801	Prai.g_00920	Prat.g_00963
OG0000802	Prai.g_00919	Prat.g_00964
OG0000803	Prai.g_00917	Prat.g_00966
OG0000804	Prai.g_00916	Prat.g_00967
OG0000805	Prai.g_00915	Prat.g_00968
OG0000806	Prai.g_00913	Prat.g_00970
OG0000807	Prai.g_01088	Prat.g_01204
OG0000808	Prai.g_01098	Prat.g_01479
OG0000809	Prai.g_01101	Prat.g_01197
OG0000810	Prai.g_01102	Prat.g_01480
OG0000811	Prai.g_01109	Prat.g_01214
OG0000812	Prai.g_01113	Prat.g_01199
OG0000813	Prai.g_01117	Prat.g_00354
OG0000814	Prai.g_01119	Prat.g_01373
OG0000815	Prai.g_01130	Prat.g_01211
OG0000816	Prai.g_01144	Prat.g_01560
OG0000817	Prai.g_01145	Prat.g_01559
OG0000818	Prai.g_01151	Prat.g_01175
OG0000819	Prai.g_01153	Prat.g_01177
OG0000820	Prai.g_01157	Prat.g_01171
OG0000821	Prai.g_01159	Prat.g_01169
OG0000822	Prai.g_01160	Prat.g_01168
OG0000823	Prai.g_01161	Prat.g_01167
OG0000824	Prai.g_01162	Prat.g_01166
OG0000825	Prai.g_01163	Prat.g_01165
OG0000826	Prai.g_01164	Prat.g_01164
OG0000827	Prai.g_01165	Prat.g_01163
OG0000828	Prai.g_01166	Prat.g_01162
OG0000829	Prai.g_01167	Prat.g_01161
OG0000830	Prai.g_01168	Prat.g_01159
OG0000831	Prai.g_01170	Prat.g_01157
OG0000832	Prai.g_01172	Prat.g_01155
OG0000833	Prai.g_01173	Prat.g_01154
OG0000834	Prai.g_01174	Prat.g_01153
OG0000835	Prai.g_01175	Prat.g_01152
OG0000836	Prai.g_01176	Prat.g_01151
OG0000837	Prai.g_01178	Prat.g_01148
OG0000838	Prai.g_01179	Prat.g_01147
OG0000839	Prai.g_01180	Prat.g_01146
OG0000840	Prai.g_01181	Prat.g_01145
OG0000841	Prai.g_01182	Prat.g_01144
OG0000842	Prai.g_01183	Prat.g_01142
OG0000843	Prai.g_01184	Prat.g_01141
OG0000844	Prai.g_01185	Prat.g_01140
OG0000845	Prai.g_01186	Prat.g_01139
OG0000846	Prai.g_01189	Prat.g_01136
OG0000847	Prai.g_01191	Prat.g_01135
OG0000848	Prai.g_01192	Prat.g_01134
OG0000849	Prai.g_01193	Prat.g_01131
OG0000850	Prai.g_01194	Prat.g_01130
OG0000851	Prai.g_01196	Prat.g_01128
OG0000852	Prai.g_01198	Prat.g_01126
OG0000853	Prai.g_01200	Prat.g_01124
OG0000854	Prai.g_01202	Prat.g_01123
OG0000855	Prai.g_01203	Prat.g_01122
OG0000856	Prai.g_01204	Prat.g_01121
OG0000857	Prai.g_01205	Prat.g_01120
OG0000858	Prai.g_01206	Prat.g_01119
OG0000859	Prai.g_01207	Prat.g_01118
OG0000860	Prai.g_01208	Prat.g_01117
OG0000861	Prai.g_01209	Prat.g_01116
OG0000862	Prai.g_01210	Prat.g_01115
OG0000863	Prai.g_01211	Prat.g_01114
OG0000864	Prai.g_01212	Prat.g_01113
OG0000865	Prai.g_01213	Prat.g_01112
OG0000866	Prai.g_01214	Prat.g_01111
OG0000867	Prai.g_01215	Prat.g_01110
OG0000868	Prai.g_01216	Prat.g_01108
OG0000869	Prai.g_01218	Prat.g_01106
OG0000870	Prai.g_01219	Prat.g_01105
OG0000871	Prai.g_01221	Prat.g_01104
OG0000872	Prai.g_01222	Prat.g_01103
OG0000873	Prai.g_01224	Prat.g_01101
OG0000874	Prai.g_01225	Prat.g_01100
OG0000875	Prai.g_01226	Prat.g_01099
OG0000876	Prai.g_01227	Prat.g_01098
OG0000877	Prai.g_01229	Prat.g_00594
OG0000878	Prai.g_01310	Prat.g_00626
OG0000879	Prai.g_01323	Prat.g_01238
OG0000880	Prai.g_01324	Prat.g_01239
OG0000881	Prai.g_01325	Prat.g_01240
OG0000882	Prai.g_01326	Prat.g_01241
OG0000883	Prai.g_01327	Prat.g_01242
OG0000884	Prai.g_01330	Prat.g_01244
OG0000885	Prai.g_01331	Prat.g_01245
OG0000886	Prai.g_01332	Prat.g_01246
OG0000887	Prai.g_01333	Prat.g_01247
OG0000888	Prai.g_01334	Prat.g_01248
OG0000889	Prai.g_01337	Prat.g_01251
OG0000890	Prai.g_01338	Prat.g_01252
OG0000891	Prai.g_01339	Prat.g_01253
OG0000892	Prai.g_01341	Prat.g_01255
OG0000893	Prai.g_01342	Prat.g_01256
OG0000894	Prai.g_01343	Prat.g_01257
OG0000895	Prai.g_01344	Prat.g_01258
OG0000896	Prai.g_01345	Prat.g_01259
OG0000897	Prai.g_01346	Prat.g_01260
OG0000898	Prai.g_01348	Prat.g_01263
OG0000899	Prai.g_01349	Prat.g_01264
OG0000900	Prai.g_01353	Prat.g_01282
OG0000901	Prai.g_01357	Prat.g_01287
OG0000902	Prai.g_01358	Prat.g_01471
OG0000904	Prai.g_01360	Prat.g_01455
OG0000905	Prai.g_01362	Prat.g_01200
OG0000906	Prai.g_01364	Prat.g_01181
OG0000907	Prai.g_01365	Prat.g_00976
OG0000908	Prai.g_01368	Prat.g_01228
OG0000909	Prai.g_01372	Prat.g_01293
OG0000910	Prai.g_01373	Prat.g_01294
OG0000911	Prai.g_01374	Prat.g_01295
OG0000912	Prai.g_01375	Prat.g_01296
OG0000913	Prai.g_01376	Prat.g_01297
OG0000914	Prai.g_01377	Prat.g_01298
OG0000915	Prai.g_01378	Prat.g_01299
OG0000916	Prai.g_01379	Prat.g_01300
OG0000917	Prai.g_01380	Prat.g_01301
OG0000918	Prai.g_01381	Prat.g_01302
OG0000919	Prai.g_01382	Prat.g_01303
OG0000920	Prai.g_01383	Prat.g_01304
OG0000921	Prai.g_01384	Prat.g_01305
OG0000922	Prai.g_01385	Prat.g_01306
OG0000923	Prai.g_01386	Prat.g_01307
OG0000924	Prai.g_01387	Prat.g_01308
OG0000925	Prai.g_01388	Prat.g_01309
OG0000926	Prai.g_01392	Prat.g_01769
OG0000927	Prai.g_01445	Prat.g_01333
OG0000928	Prai.g_01446	Prat.g_01334
OG0000929	Prai.g_01447	Prat.g_01335
OG0000930	Prai.g_01448	Prat.g_01336
OG0000931	Prai.g_01449	Prat.g_01337
OG0000932	Prai.g_01451	Prat.g_01339
OG0000933	Prai.g_01452	Prat.g_01340
OG0000934	Prai.g_01453	Prat.g_01341
OG0000935	Prai.g_01454	Prat.g_01342
OG0000936	Prai.g_01455	Prat.g_01343
OG0000937	Prai.g_01456	Prat.g_01344
OG0000938	Prai.g_01457	Prat.g_01345
OG0000939	Prai.g_01458	Prat.g_01346
OG0000940	Prai.g_01459	Prat.g_01348
OG0000941	Prai.g_01461	Prat.g_01350
OG0000942	Prai.g_01462	Prat.g_01351
OG0000943	Prai.g_01465	Prat.g_01355
OG0000944	Prai.g_01466	Prat.g_01356
OG0000945	Prai.g_01467	Prat.g_01357
OG0000946	Prai.g_01468	Prat.g_01358
OG0000947	Prai.g_01469	Prat.g_01359
OG0000948	Prai.g_01470	Prat.g_01360
OG0000949	Prai.g_01471	Prat.g_01361
OG0000950	Prai.g_01472	Prat.g_01362
OG0000951	Prai.g_01473	Prat.g_01363
OG0000952	Prai.g_01474	Prat.g_01364
OG0000953	Prai.g_01475	Prat.g_01365
OG0000954	Prai.g_01476	Prat.g_01366
OG0000955	Prai.g_01477	Prat.g_01367
OG0000956	Prai.g_01478	Prat.g_01368
OG0000957	Prai.g_01479	Prat.g_01369
OG0000958	Prai.g_01480	Prat.g_01370
OG0000959	Prai.g_01481	Prat.g_01371
OG0000960	Prai.g_01482	Prat.g_01372
OG0000961	Prai.g_01485	Prat.g_01378
OG0000962	Prai.g_01486	Prat.g_01379
OG0000963	Prai.g_01487	Prat.g_01380
OG0000964	Prai.g_01489	Prat.g_01382
OG0000965	Prai.g_01490	Prat.g_01383
OG0000966	Prai.g_01491	Prat.g_01384
OG0000967	Prai.g_01492	Prat.g_01385
OG0000968	Prai.g_01493	Prat.g_01386
OG0000969	Prai.g_01494	Prat.g_01387
OG0000970	Prai.g_01495	Prat.g_01388
OG0000971	Prai.g_01496	Prat.g_01389
OG0000972	Prai.g_01497	Prat.g_01390
OG0000973	Prai.g_01498	Prat.g_01391
OG0000974	Prai.g_01500	Prat.g_01393
OG0000975	Prai.g_01502	Prat.g_01399
OG0000976	Prai.g_01504	Prat.g_01403
OG0000977	Prai.g_01505	Prat.g_01405
OG0000978	Prai.g_01507	Prat.g_01407
OG0000979	Prai.g_01509	Prat.g_01409
OG0000980	Prai.g_01510	Prat.g_01410
OG0000981	Prai.g_01511	Prat.g_01411
OG0000982	Prai.g_01512	Prat.g_01412
OG0000983	Prai.g_01514	Prat.g_01414
OG0000984	Prai.g_01515	Prat.g_01415
OG0000985	Prai.g_01516	Prat.g_01416
OG0000986	Prai.g_01517	Prat.g_01417
OG0000987	Prai.g_01518	Prat.g_01418
OG0000988	Prai.g_01519	Prat.g_01420
OG0000989	Prai.g_01520	Prat.g_01421
OG0000990	Prai.g_01521	Prat.g_01422
OG0000991	Prai.g_01522	Prat.g_01423
OG0000992	Prai.g_01523	Prat.g_01424
OG0000993	Prai.g_01524	Prat.g_01425
OG0000994	Prai.g_01525	Prat.g_01426
OG0000995	Prai.g_01526	Prat.g_01427
OG0000996	Prai.g_01527	Prat.g_01428
OG0000997	Prai.g_01528	Prat.g_01429
OG0000998	Prai.g_01529	Prat.g_01430
OG0000999	Prai.g_01530	Prat.g_01431
OG0001000	Prai.g_01531	Prat.g_01432
OG0001001	Prai.g_01533	Prat.g_01434
OG0001002	Prai.g_01534	Prat.g_01435
OG0001003	Prai.g_01535	Prat.g_01436
OG0001004	Prai.g_01536	Prat.g_01437
OG0001005	Prai.g_01537	Prat.g_01439
OG0001006	Prai.g_01538	Prat.g_01440
OG0001007	Prai.g_01539	Prat.g_01441
OG0001008	Prai.g_01541	Prat.g_01443
OG0001009	Prai.g_01542	Prat.g_01444
OG0001010	Prai.g_01550	Prat.g_01502
OG0001011	Prai.g_01558	Prat.g_01457
OG0001012	Prai.g_01597	Prat.g_01022
OG0001013	Prai.g_01632	Prat.g_01585
OG0001014	Prai.g_01633	Prat.g_01586
OG0001015	Prai.g_01639	Prat.g_01593
OG0001016	Prai.g_01640	Prat.g_01594
OG0001017	Prai.g_01641	Prat.g_01595
OG0001018	Prai.g_01642	Prat.g_01596
OG0001019	Prai.g_01644	Prat.g_01598
OG0001020	Prai.g_01645	Prat.g_01599
OG0001021	Prai.g_01646	Prat.g_01600
OG0001022	Prai.g_01647	Prat.g_01601
OG0001023	Prai.g_01648	Prat.g_01602
OG0001024	Prai.g_01649	Prat.g_01603
OG0001025	Prai.g_01650	Prat.g_01604
OG0001026	Prai.g_01652	Prat.g_01605
OG0001027	Prai.g_01653	Prat.g_01606
OG0001028	Prai.g_01654	Prat.g_01607
OG0001029	Prai.g_01655	Prat.g_01608
OG0001030	Prai.g_01656	Prat.g_01609
OG0001031	Prai.g_01657	Prat.g_01610
OG0001032	Prai.g_01658	Prat.g_01611
OG0001033	Prai.g_01659	Prat.g_01612
OG0001034	Prai.g_01660	Prat.g_01613
OG0001035	Prai.g_01662	Prat.g_01615
OG0001036	Prai.g_01663	Prat.g_01616
OG0001037	Prai.g_01664	Prat.g_01617
OG0001038	Prai.g_01665	Prat.g_01618
OG0001039	Prai.g_01666	Prat.g_01619
OG0001040	Prai.g_01667	Prat.g_01621
OG0001041	Prai.g_01668	Prat.g_01622
OG0001042	Prai.g_01669	Prat.g_01623
OG0001043	Prai.g_01670	Prat.g_01624
OG0001044	Prai.g_01671	Prat.g_01625
OG0001045	Prai.g_01672	Prat.g_01626
OG0001046	Prai.g_01673	Prat.g_01627
OG0001047	Prai.g_01676	Prat.g_01630
OG0001048	Prai.g_01678	Prat.g_01632
OG0001049	Prai.g_01679	Prat.g_01633
OG0001050	Prai.g_01680	Prat.g_01634
OG0001051	Prai.g_01681	Prat.g_01635
OG0001052	Prai.g_01682	Prat.g_01636
OG0001053	Prai.g_01683	Prat.g_01639
OG0001054	Prai.g_01685	Prat.g_01641
OG0001055	Prai.g_01686	Prat.g_01642
OG0001056	Prai.g_01687	Prat.g_01643
OG0001057	Prai.g_01688	Prat.g_01644
OG0001058	Prai.g_01689	Prat.g_01645
OG0001059	Prai.g_01690	Prat.g_01646
OG0001060	Prai.g_01691	Prat.g_01647
OG0001061	Prai.g_01692	Prat.g_01648
OG0001062	Prai.g_01693	Prat.g_01649
OG0001063	Prai.g_01694	Prat.g_01650
OG0001064	Prai.g_01696	Prat.g_01652
OG0001065	Prai.g_01701	Prat.g_01655
OG0001066	Prai.g_01702	Prat.g_01657
OG0001067	Prai.g_01703	Prat.g_01658
OG0001068	Prai.g_01705	Prat.g_01661
OG0001069	Prai.g_01706	Prat.g_01662
OG0001070	Prai.g_01707	Prat.g_01663
OG0001071	Prai.g_01708	Prat.g_01664
OG0001072	Prai.g_01709	Prat.g_01665
OG0001073	Prai.g_01710	Prat.g_01666
OG0001074	Prai.g_01711	Prat.g_01667
OG0001075	Prai.g_01712	Prat.g_01668
OG0001076	Prai.g_01713	Prat.g_01669
OG0001077	Prai.g_01714	Prat.g_01670
OG0001078	Prai.g_01715	Prat.g_01671
OG0001079	Prai.g_01716	Prat.g_01672
OG0001080	Prai.g_01717	Prat.g_01673
OG0001081	Prai.g_01720	Prat.g_01677
OG0001082	Prai.g_01721	Prat.g_01678
OG0001083	Prai.g_01722	Prat.g_01682
OG0001084	Prai.g_01724	Prat.g_01680
OG0001085	Prai.g_01725	Prat.g_01679
OG0001086	Prai.g_01726	Prat.g_01676
OG0001087	Prai.g_01727	Prat.g_01675
OG0001088	Prai.g_01728	Prat.g_01674
OG0001089	Prai.g_01734	Prat.g_01684
OG0001090	Prai.g_01736	Prat.g_01686
OG0001091	Prai.g_01737	Prat.g_01687
OG0001092	Prai.g_01738	Prat.g_01688
OG0001093	Prai.g_01739	Prat.g_01689
OG0001094	Prai.g_01740	Prat.g_01690
OG0001095	Prai.g_01741	Prat.g_01691
OG0001096	Prai.g_01742	Prat.g_01692
OG0001097	Prai.g_01743	Prat.g_01693
OG0001098	Prai.g_01744	Prat.g_01694
OG0001099	Prai.g_01746	Prat.g_01695
OG0001100	Prai.g_01747	Prat.g_01696
OG0001101	Prai.g_01748	Prat.g_01697
OG0001102	Prai.g_01749	Prat.g_01698
OG0001103	Prai.g_01750	Prat.g_01699
OG0001104	Prai.g_01751	Prat.g_01700
OG0001105	Prai.g_01752	Prat.g_01701
OG0001106	Prai.g_01753	Prat.g_01702
OG0001107	Prai.g_01754	Prat.g_01703
OG0001108	Prai.g_01755	Prat.g_01704
OG0001109	Prai.g_01756	Prat.g_01705
OG0001110	Prai.g_01757	Prat.g_01706
OG0001111	Prai.g_01758	Prat.g_01707
OG0001112	Prai.g_01759	Prat.g_01708
OG0001113	Prai.g_01760	Prat.g_01709
OG0001114	Prai.g_01761	Prat.g_01710
OG0001115	Prai.g_01762	Prat.g_01711
OG0001116	Prai.g_01763	Prat.g_01712
OG0001117	Prai.g_01764	Prat.g_01713
OG0001118	Prai.g_01765	Prat.g_01714
OG0001119	Prai.g_01766	Prat.g_01715
OG0001120	Prai.g_01767	Prat.g_01327
OG0001121	Prai.g_01769	Prat.g_01717
OG0001122	Prai.g_01770	Prat.g_01718
OG0001123	Prai.g_01776	Prat.g_01719
OG0001124	Prai.g_01778	Prat.g_01721
OG0001125	Prai.g_01780	Prat.g_01723
OG0001126	Prai.g_01781	Prat.g_01724
OG0001127	Prai.g_01783	Prat.g_01727
OG0001128	Prai.g_01784	Prat.g_01728
OG0001129	Prai.g_01785	Prat.g_01729
OG0001130	Prai.g_01788	Prat.g_01732
OG0001131	Prai.g_01789	Prat.g_01733
OG0001132	Prai.g_01790	Prat.g_01734
OG0001133	Prai.g_01791	Prat.g_01735
OG0001134	Prai.g_01792	Prat.g_01736
OG0001135	Prai.g_01793	Prat.g_01737
OG0001136	Prai.g_01794	Prat.g_01738
OG0001137	Prai.g_01795	Prat.g_01739
OG0001138	Prai.g_01796	Prat.g_01740
OG0001139	Prai.g_01797	Prat.g_01742
OG0001140	Prai.g_01798	Prat.g_01744
OG0001141	Prai.g_01799	Prat.g_01745
OG0001142	Prai.g_01802	Prat.g_01748
OG0001143	Prai.g_01803	Prat.g_01749
OG0001144	Prai.g_01804	Prat.g_01750
OG0001145	Prai.g_01805	Prat.g_01751
OG0001146	Prai.g_01806	Prat.g_01752
OG0001147	Prai.g_01807	Prat.g_01753
OG0001148	Prai.g_01808	Prat.g_01754
OG0001149	Prai.g_01810	Prat.g_01756
OG0001150	Prai.g_01811	Prat.g_01757
OG0001151	Prai.g_01813	Prat.g_01760
OG0001152	Prai.g_01814	Prat.g_01761
OG0001153	Prai.g_01815	Prat.g_01762
OG0001154	Prai.g_01817	Prat.g_01764
OG0001155	Prai.g_01819	Prat.g_01766
OG0001156	Prai.g_01821	Prat.g_01768
OG0001157	Prai.g_01822	Prat.g_01770
OG0001158	Prai.g_01824	Prat.g_01772
OG0001159	Prai.g_01825	Prat.g_01773
OG0001160	Prai.g_01826	Prat.g_01775
OG0001161	Prai.g_01827	Prat.g_01776
OG0001162	Prai.g_01828	Prat.g_01777
OG0001163	Prai.g_01829	Prat.g_01778
OG0001164	Prai.g_01830	Prat.g_01779
OG0001165	Prai.g_01831	Prat.g_01780
OG0001166	Prai.g_01832	Prat.g_01781
OG0001167	Prai.g_01833	Prat.g_01783
OG0001168	Prai.g_01834	Prat.g_01784
