Orthogroup	Syam	Prbn
OG0000558	Syam.g_00675	Prbn.g_00569
OG0000559	Syam.g_00679	Prbn.g_00565
OG0000560	Syam.g_00682	Prbn.g_00562
OG0000561	Syam.g_00683	Prbn.g_00561
OG0000562	Syam.g_00684	Prbn.g_00560
OG0000563	Syam.g_00685	Prbn.g_00559
OG0000564	Syam.g_00686	Prbn.g_00558
OG0000565	Syam.g_00690	Prbn.g_00556
OG0000566	Syam.g_00694	Prbn.g_00552
OG0000567	Syam.g_00698	Prbn.g_00548
OG0000568	Syam.g_01751	Prbn.g_00547
OG0000569	Syam.g_01750	Prbn.g_00546
OG0000570	Syam.g_01749	Prbn.g_00545
OG0000571	Syam.g_01745	Prbn.g_00543
OG0000572	Syam.g_01729	Prbn.g_00529
OG0000573	Syam.g_01721	Prbn.g_00523
OG0000574	Syam.g_01720	Prbn.g_00522
OG0000575	Syam.g_01716	Prbn.g_00518
OG0000576	Syam.g_01714	Prbn.g_00516
OG0000577	Syam.g_01713	Prbn.g_00515
OG0000578	Syam.g_01712	Prbn.g_00514
OG0000579	Syam.g_01711	Prbn.g_00513
OG0000580	Syam.g_01710	Prbn.g_00512
OG0000581	Syam.g_01704	Prbn.g_00509
OG0000582	Syam.g_01513	Prbn.g_00506
OG0000583	Syam.g_01512	Prbn.g_00505
OG0000584	Syam.g_01511	Prbn.g_00504
OG0000585	Syam.g_01509	Prbn.g_00502
OG0000586	Syam.g_01508	Prbn.g_00501
OG0000587	Syam.g_01506	Prbn.g_00500
OG0000588	Syam.g_01498	Prbn.g_00496
OG0000589	Syam.g_01494	Prbn.g_00494
OG0000590	Syam.g_01493	Prbn.g_00493
OG0000591	Syam.g_01486	Prbn.g_00489
OG0000592	Syam.g_01485	Prbn.g_00488
OG0000593	Syam.g_01471	Prbn.g_00423
OG0000594	Syam.g_01470	Prbn.g_00424
OG0000595	Syam.g_01469	Prbn.g_00425
OG0000596	Syam.g_01465	Prbn.g_00429
OG0000597	Syam.g_01462	Prbn.g_00432
OG0000598	Syam.g_01461	Prbn.g_00433
OG0000599	Syam.g_01458	Prbn.g_00436
OG0000600	Syam.g_01457	Prbn.g_00437
OG0000601	Syam.g_01456	Prbn.g_00438
OG0000602	Syam.g_01451	Prbn.g_00440
OG0000603	Syam.g_01450	Prbn.g_00441
OG0000604	Syam.g_01447	Prbn.g_00442
OG0000605	Syam.g_01031	Prbn.g_00443
OG0000606	Syam.g_01387	Prbn.g_00446
OG0000607	Syam.g_01384	Prbn.g_00449
OG0000608	Syam.g_01383	Prbn.g_00450
OG0000609	Syam.g_01380	Prbn.g_00834
OG0000610	Syam.g_01373	Prbn.g_00840
OG0000611	Syam.g_01370	Prbn.g_00843
OG0000612	Syam.g_01369	Prbn.g_00844
OG0000613	Syam.g_00170	Prbn.g_01591
OG0000614	Syam.g_00801	Prbn.g_01570
OG0000615	Syam.g_01332	Prbn.g_01559
OG0000616	Syam.g_02430	Prbn.g_00905
OG0000617	Syam.g_01240	Prbn.g_00860
OG0000618	Syam.g_01239	Prbn.g_00861
OG0000619	Syam.g_01238	Prbn.g_00862
OG0000620	Syam.g_01233	Prbn.g_01947
OG0000621	Syam.g_01232	Prbn.g_01948
OG0000622	Syam.g_01231	Prbn.g_01949
OG0000623	Syam.g_01230	Prbn.g_01950
OG0000624	Syam.g_01228	Prbn.g_01952
OG0000625	Syam.g_01227	Prbn.g_01345
OG0000626	Syam.g_01226	Prbn.g_01346
OG0000627	Syam.g_01065	Prbn.g_01347
OG0000628	Syam.g_01067	Prbn.g_01348
OG0000629	Syam.g_01070	Prbn.g_01349
OG0000630	Syam.g_01074	Prbn.g_01352
OG0000631	Syam.g_01084	Prbn.g_01445
OG0000632	Syam.g_01085	Prbn.g_01444
OG0000633	Syam.g_01086	Prbn.g_01443
OG0000634	Syam.g_01294	Prbn.g_01550
OG0000635	Syam.g_01293	Prbn.g_01549
OG0000636	Syam.g_01291	Prbn.g_01547
OG0000637	Syam.g_01289	Prbn.g_01545
OG0000638	Syam.g_01288	Prbn.g_01544
OG0000639	Syam.g_01287	Prbn.g_01543
OG0000640	Syam.g_01286	Prbn.g_01542
OG0000641	Syam.g_01282	Prbn.g_01538
OG0000642	Syam.g_01281	Prbn.g_01537
OG0000643	Syam.g_01280	Prbn.g_01536
OG0000644	Syam.g_01279	Prbn.g_01535
OG0000645	Syam.g_01277	Prbn.g_01534
OG0000646	Syam.g_01274	Prbn.g_01532
OG0000647	Syam.g_01272	Prbn.g_01530
OG0000648	Syam.g_01269	Prbn.g_01528
OG0000649	Syam.g_01268	Prbn.g_01527
OG0000650	Syam.g_01267	Prbn.g_01526
OG0000651	Syam.g_01266	Prbn.g_01525
OG0000652	Syam.g_01265	Prbn.g_01524
OG0000653	Syam.g_01263	Prbn.g_01522
OG0000654	Syam.g_01262	Prbn.g_01521
OG0000655	Syam.g_01261	Prbn.g_01520
OG0000656	Syam.g_01258	Prbn.g_01517
OG0000657	Syam.g_00739	Prbn.g_01509
OG0000658	Syam.g_00735	Prbn.g_01507
OG0000659	Syam.g_00734	Prbn.g_01506
OG0000660	Syam.g_00730	Prbn.g_01502
OG0000661	Syam.g_00728	Prbn.g_01500
OG0000662	Syam.g_00726	Prbn.g_01498
OG0000663	Syam.g_00723	Prbn.g_01496
OG0000664	Syam.g_00722	Prbn.g_01495
OG0000665	Syam.g_02027	Prbn.g_01489
OG0000666	Syam.g_01030	Prbn.g_01488
OG0000667	Syam.g_00937	Prbn.g_01484
OG0000668	Syam.g_01185	Prbn.g_01930
OG0000669	Syam.g_01358	Prbn.g_01632
OG0000670	Syam.g_00528	Prbn.g_01629
OG0000671	Syam.g_01354	Prbn.g_01626
OG0000672	Syam.g_01351	Prbn.g_01623
OG0000673	Syam.g_01348	Prbn.g_01620
OG0000674	Syam.g_01346	Prbn.g_01618
OG0000675	Syam.g_01345	Prbn.g_01617
OG0000676	Syam.g_01343	Prbn.g_01615
OG0000677	Syam.g_01342	Prbn.g_01614
OG0000678	Syam.g_01339	Prbn.g_01612
OG0000679	Syam.g_01323	Prbn.g_01608
OG0000680	Syam.g_01322	Prbn.g_01607
OG0000681	Syam.g_01319	Prbn.g_01604
OG0000682	Syam.g_01318	Prbn.g_01603
OG0000683	Syam.g_01317	Prbn.g_01602
OG0000684	Syam.g_01312	Prbn.g_01600
OG0000685	Syam.g_01310	Prbn.g_01598
OG0000686	Syam.g_01309	Prbn.g_01597
OG0000687	Syam.g_01308	Prbn.g_01596
OG0000688	Syam.g_01304	Prbn.g_00848
OG0000689	Syam.g_01302	Prbn.g_00849
OG0000690	Syam.g_01301	Prbn.g_00850
OG0000691	Syam.g_01300	Prbn.g_00851
OG0000692	Syam.g_01299	Prbn.g_00853
OG0000693	Syam.g_01298	Prbn.g_00854
OG0000694	Syam.g_01297	Prbn.g_00855
OG0000695	Syam.g_01088	Prbn.g_01441
OG0000696	Syam.g_01089	Prbn.g_01440
OG0000697	Syam.g_01091	Prbn.g_01439
OG0000698	Syam.g_01094	Prbn.g_01436
OG0000699	Syam.g_01096	Prbn.g_01435
OG0000700	Syam.g_01097	Prbn.g_01434
OG0000701	Syam.g_01098	Prbn.g_01433
OG0000702	Syam.g_01106	Prbn.g_01431
OG0000703	Syam.g_01107	Prbn.g_01430
OG0000704	Syam.g_01109	Prbn.g_01428
OG0000705	Syam.g_01116	Prbn.g_01425
OG0000706	Syam.g_01117	Prbn.g_01424
OG0000707	Syam.g_01118	Prbn.g_01423
OG0000708	Syam.g_01121	Prbn.g_01421
OG0000709	Syam.g_01131	Prbn.g_01417
OG0000710	Syam.g_01135	Prbn.g_01414
OG0000711	Syam.g_01165	Prbn.g_01396
OG0000712	Syam.g_01167	Prbn.g_01395
OG0000713	Syam.g_01168	Prbn.g_01394
OG0000714	Syam.g_01170	Prbn.g_01393
OG0000715	Syam.g_01172	Prbn.g_01391
OG0000716	Syam.g_01176	Prbn.g_01389
OG0000717	Syam.g_01177	Prbn.g_01388
OG0000718	Syam.g_01181	Prbn.g_01384
OG0000719	Syam.g_01183	Prbn.g_01382
OG0000720	Syam.g_01197	Prbn.g_01370
OG0000721	Syam.g_01199	Prbn.g_01366
OG0000722	Syam.g_01200	Prbn.g_01365
OG0000723	Syam.g_01224	Prbn.g_01361
OG0000724	Syam.g_00768	Prbn.g_01466
OG0000725	Syam.g_00777	Prbn.g_01472
OG0000726	Syam.g_00778	Prbn.g_01473
OG0000727	Syam.g_00779	Prbn.g_01474
OG0000728	Syam.g_00781	Prbn.g_01476
OG0000729	Syam.g_00105	Prbn.g_01106
OG0000730	Syam.g_00454	Prbn.g_01147
OG0000731	Syam.g_00466	Prbn.g_00111
OG0000732	Syam.g_00051	Prbn.g_00954
OG0000733	Syam.g_02339	Prbn.g_01651
OG0000734	Syam.g_02128	Prbn.g_01173
OG0000735	Syam.g_01810	Prbn.g_01175
OG0000736	Syam.g_01809	Prbn.g_01176
OG0000737	Syam.g_01808	Prbn.g_01177
OG0000738	Syam.g_01803	Prbn.g_01181
OG0000739	Syam.g_01802	Prbn.g_01182
OG0000740	Syam.g_01801	Prbn.g_01183
OG0000741	Syam.g_01798	Prbn.g_01185
OG0000742	Syam.g_01796	Prbn.g_01188
OG0000743	Syam.g_01794	Prbn.g_01190
OG0000744	Syam.g_01793	Prbn.g_01191
OG0000745	Syam.g_01791	Prbn.g_01192
OG0000746	Syam.g_01789	Prbn.g_01194
OG0000747	Syam.g_01788	Prbn.g_01195
OG0000748	Syam.g_01779	Prbn.g_01199
OG0000749	Syam.g_01776	Prbn.g_01200
OG0000750	Syam.g_01775	Prbn.g_01201
OG0000751	Syam.g_01770	Prbn.g_01204
OG0000752	Syam.g_01768	Prbn.g_01206
OG0000753	Syam.g_01765	Prbn.g_01208
OG0000754	Syam.g_00910	Prbn.g_01211
OG0000755	Syam.g_00900	Prbn.g_00390
OG0000756	Syam.g_00899	Prbn.g_00391
OG0000757	Syam.g_00891	Prbn.g_00398
OG0000758	Syam.g_00890	Prbn.g_00399
OG0000759	Syam.g_00889	Prbn.g_00400
OG0000760	Syam.g_00888	Prbn.g_00401
OG0000761	Syam.g_00886	Prbn.g_00402
OG0000762	Syam.g_00884	Prbn.g_00403
OG0000763	Syam.g_00882	Prbn.g_00405
OG0000764	Syam.g_00881	Prbn.g_00406
OG0000765	Syam.g_00864	Prbn.g_00414
OG0000766	Syam.g_00863	Prbn.g_00415
OG0000767	Syam.g_00861	Prbn.g_00417
OG0000768	Syam.g_00860	Prbn.g_00418
OG0000769	Syam.g_00858	Prbn.g_00420
OG0000770	Syam.g_00855	Prbn.g_00483
OG0000771	Syam.g_00762	Prbn.g_00886
OG0000772	Syam.g_01005	Prbn.g_01671
OG0000773	Syam.g_01816	Prbn.g_01093
OG0000774	Syam.g_01820	Prbn.g_01091
OG0000775	Syam.g_01823	Prbn.g_01089
OG0000776	Syam.g_01824	Prbn.g_01088
OG0000777	Syam.g_01825	Prbn.g_01087
OG0000778	Syam.g_01826	Prbn.g_01086
OG0000779	Syam.g_01832	Prbn.g_01082
OG0000780	Syam.g_01835	Prbn.g_01081
OG0000781	Syam.g_01839	Prbn.g_01077
OG0000782	Syam.g_01840	Prbn.g_01076
OG0000783	Syam.g_01841	Prbn.g_01075
OG0000784	Syam.g_01842	Prbn.g_01074
OG0000785	Syam.g_01844	Prbn.g_01072
OG0000786	Syam.g_01700	Prbn.g_01069
OG0000787	Syam.g_01701	Prbn.g_01068
OG0000788	Syam.g_01455	Prbn.g_00615
OG0000789	Syam.g_01044	Prbn.g_00883
OG0000790	Syam.g_00570	Prbn.g_00155
OG0000791	Syam.g_00568	Prbn.g_00157
OG0000792	Syam.g_00567	Prbn.g_00158
OG0000793	Syam.g_00562	Prbn.g_00161
OG0000794	Syam.g_00561	Prbn.g_00162
OG0000795	Syam.g_00560	Prbn.g_00163
OG0000796	Syam.g_00556	Prbn.g_00167
OG0000797	Syam.g_00555	Prbn.g_00168
OG0000799	Syam.g_01585	Prbn.g_00195
OG0000800	Syam.g_01588	Prbn.g_00196
OG0000801	Syam.g_01589	Prbn.g_00197
OG0000802	Syam.g_01592	Prbn.g_00199
OG0000803	Syam.g_01597	Prbn.g_00201
OG0000804	Syam.g_01600	Prbn.g_00202
OG0000805	Syam.g_01602	Prbn.g_00204
OG0000806	Syam.g_01604	Prbn.g_00206
OG0000807	Syam.g_01606	Prbn.g_00207
OG0000808	Syam.g_01607	Prbn.g_00208
OG0000809	Syam.g_01610	Prbn.g_00210
OG0000810	Syam.g_01611	Prbn.g_00211
OG0000811	Syam.g_01616	Prbn.g_00215
OG0000812	Syam.g_01618	Prbn.g_00217
OG0000813	Syam.g_01619	Prbn.g_00218
OG0000814	Syam.g_01621	Prbn.g_00220
OG0000815	Syam.g_01622	Prbn.g_00221
OG0000816	Syam.g_01624	Prbn.g_00223
OG0000817	Syam.g_01625	Prbn.g_00224
OG0000818	Syam.g_01631	Prbn.g_00229
OG0000819	Syam.g_01632	Prbn.g_00230
OG0000820	Syam.g_01633	Prbn.g_00231
OG0000821	Syam.g_01639	Prbn.g_00235
OG0000822	Syam.g_01641	Prbn.g_00236
OG0000823	Syam.g_01642	Prbn.g_00237
OG0000824	Syam.g_01648	Prbn.g_00240
OG0000825	Syam.g_01649	Prbn.g_00241
OG0000826	Syam.g_01650	Prbn.g_00242
OG0000827	Syam.g_01651	Prbn.g_00243
OG0000828	Syam.g_01655	Prbn.g_00246
OG0000829	Syam.g_01656	Prbn.g_00247
OG0000830	Syam.g_01657	Prbn.g_00248
OG0000831	Syam.g_01659	Prbn.g_00250
OG0000832	Syam.g_01923	Prbn.g_00260
OG0000833	Syam.g_01932	Prbn.g_00269
OG0000834	Syam.g_01933	Prbn.g_00270
OG0000835	Syam.g_01934	Prbn.g_00271
OG0000836	Syam.g_01937	Prbn.g_00272
OG0000837	Syam.g_01938	Prbn.g_00273
OG0000838	Syam.g_01946	Prbn.g_00275
OG0000839	Syam.g_01947	Prbn.g_00276
OG0000840	Syam.g_01948	Prbn.g_00277
OG0000841	Syam.g_01949	Prbn.g_00278
OG0000842	Syam.g_01950	Prbn.g_00279
OG0000843	Syam.g_01951	Prbn.g_00280
OG0000844	Syam.g_01953	Prbn.g_00281
OG0000845	Syam.g_01954	Prbn.g_00282
OG0000846	Syam.g_01955	Prbn.g_00283
OG0000847	Syam.g_01956	Prbn.g_00284
OG0000848	Syam.g_01958	Prbn.g_00285
OG0000849	Syam.g_01959	Prbn.g_00286
OG0000850	Syam.g_01961	Prbn.g_00288
OG0000851	Syam.g_01966	Prbn.g_00289
OG0000852	Syam.g_01967	Prbn.g_00904
OG0000853	Syam.g_01971	Prbn.g_00898
OG0000854	Syam.g_01973	Prbn.g_00896
OG0000855	Syam.g_01974	Prbn.g_00895
OG0000856	Syam.g_01483	Prbn.g_00486
OG0000857	Syam.g_01273	Prbn.g_01531
OG0000858	Syam.g_01980	Prbn.g_01738
OG0000859	Syam.g_01981	Prbn.g_01739
OG0000860	Syam.g_01992	Prbn.g_01747
OG0000861	Syam.g_01993	Prbn.g_01748
OG0000862	Syam.g_01994	Prbn.g_01749
OG0000863	Syam.g_01996	Prbn.g_01751
OG0000864	Syam.g_01997	Prbn.g_01752
OG0000865	Syam.g_01998	Prbn.g_01753
OG0000866	Syam.g_01999	Prbn.g_01754
OG0000867	Syam.g_02000	Prbn.g_01755
OG0000868	Syam.g_02003	Prbn.g_01757
OG0000869	Syam.g_02007	Prbn.g_01760
OG0000870	Syam.g_02012	Prbn.g_01765
OG0000871	Syam.g_02013	Prbn.g_01766
OG0000872	Syam.g_02021	Prbn.g_01767
OG0000873	Syam.g_02024	Prbn.g_01771
OG0000874	Syam.g_02019	Prbn.g_01774
OG0000875	Syam.g_02026	Prbn.g_01775
OG0000876	Syam.g_01877	Prbn.g_01776
OG0000877	Syam.g_01882	Prbn.g_01778
OG0000878	Syam.g_01883	Prbn.g_01779
OG0000879	Syam.g_01884	Prbn.g_01780
OG0000880	Syam.g_01885	Prbn.g_01781
OG0000881	Syam.g_01891	Prbn.g_01785
OG0000882	Syam.g_01896	Prbn.g_01790
OG0000883	Syam.g_01898	Prbn.g_01792
OG0000884	Syam.g_01900	Prbn.g_01794
OG0000885	Syam.g_01901	Prbn.g_01795
OG0000886	Syam.g_01902	Prbn.g_01796
OG0000887	Syam.g_01903	Prbn.g_01797
OG0000888	Syam.g_01905	Prbn.g_01799
OG0000889	Syam.g_01907	Prbn.g_01801
OG0000890	Syam.g_01910	Prbn.g_01802
OG0000891	Syam.g_01911	Prbn.g_01803
OG0000892	Syam.g_01913	Prbn.g_01805
OG0000893	Syam.g_00287	Prbn.g_01809
OG0000894	Syam.g_00290	Prbn.g_01812
OG0000895	Syam.g_00294	Prbn.g_01816
OG0000896	Syam.g_00295	Prbn.g_01817
OG0000897	Syam.g_00297	Prbn.g_01819
OG0000898	Syam.g_00298	Prbn.g_01820
OG0000899	Syam.g_00299	Prbn.g_01821
OG0000900	Syam.g_00300	Prbn.g_01822
OG0000901	Syam.g_00305	Prbn.g_01825
OG0000902	Syam.g_00307	Prbn.g_01827
OG0000903	Syam.g_00322	Prbn.g_01831
OG0000904	Syam.g_00317	Prbn.g_01835
OG0000905	Syam.g_00312	Prbn.g_01829
OG0000906	Syam.g_00309	Prbn.g_01828
OG0000907	Syam.g_00324	Prbn.g_01838
OG0000908	Syam.g_00327	Prbn.g_01841
OG0000909	Syam.g_00328	Prbn.g_01842
OG0000910	Syam.g_00329	Prbn.g_01843
OG0000911	Syam.g_00331	Prbn.g_01845
OG0000912	Syam.g_00332	Prbn.g_01846
OG0000913	Syam.g_00333	Prbn.g_01847
OG0000914	Syam.g_00334	Prbn.g_01848
OG0000915	Syam.g_00336	Prbn.g_01849
OG0000916	Syam.g_00337	Prbn.g_01850
OG0000917	Syam.g_00338	Prbn.g_01851
OG0000918	Syam.g_00339	Prbn.g_01852
OG0000919	Syam.g_00340	Prbn.g_01853
OG0000920	Syam.g_00341	Prbn.g_01854
OG0000921	Syam.g_00342	Prbn.g_01855
OG0000922	Syam.g_00343	Prbn.g_01856
OG0000923	Syam.g_00347	Prbn.g_01860
OG0000924	Syam.g_00348	Prbn.g_01861
OG0000925	Syam.g_00349	Prbn.g_01862
OG0000926	Syam.g_00350	Prbn.g_01863
OG0000927	Syam.g_00352	Prbn.g_01865
OG0000928	Syam.g_00353	Prbn.g_01866
OG0000929	Syam.g_00354	Prbn.g_01867
OG0000930	Syam.g_00355	Prbn.g_01868
OG0000931	Syam.g_00356	Prbn.g_01869
OG0000932	Syam.g_00357	Prbn.g_01870
OG0000933	Syam.g_00363	Prbn.g_01874
OG0000934	Syam.g_00365	Prbn.g_01876
OG0000935	Syam.g_00366	Prbn.g_01877
OG0000936	Syam.g_00368	Prbn.g_01878
OG0000937	Syam.g_00369	Prbn.g_01879
OG0000938	Syam.g_00373	Prbn.g_01882
OG0000939	Syam.g_00374	Prbn.g_01883
OG0000940	Syam.g_00381	Prbn.g_01890
OG0000941	Syam.g_00383	Prbn.g_01892
OG0000942	Syam.g_00385	Prbn.g_01894
OG0000943	Syam.g_00386	Prbn.g_01895
OG0000944	Syam.g_00388	Prbn.g_01897
OG0000945	Syam.g_00390	Prbn.g_01898
OG0000946	Syam.g_00395	Prbn.g_01903
OG0000947	Syam.g_00398	Prbn.g_01905
OG0000948	Syam.g_00399	Prbn.g_01906
OG0000949	Syam.g_00159	Prbn.g_01909
OG0000950	Syam.g_00150	Prbn.g_01916
OG0000951	Syam.g_00145	Prbn.g_01920
OG0000952	Syam.g_00140	Prbn.g_01015
OG0000953	Syam.g_00136	Prbn.g_01011
OG0000954	Syam.g_00131	Prbn.g_01007
OG0000955	Syam.g_00130	Prbn.g_01006
OG0000956	Syam.g_00128	Prbn.g_01004
OG0000957	Syam.g_00117	Prbn.g_00998
OG0000958	Syam.g_00116	Prbn.g_00997
OG0000959	Syam.g_00112	Prbn.g_00993
OG0000960	Syam.g_00111	Prbn.g_00992
OG0000961	Syam.g_00108	Prbn.g_00989
OG0000962	Syam.g_00106	Prbn.g_00987
OG0000963	Syam.g_00101	Prbn.g_00983
OG0000964	Syam.g_00100	Prbn.g_00982
OG0000965	Syam.g_00099	Prbn.g_00981
OG0000966	Syam.g_00074	Prbn.g_00975
OG0000967	Syam.g_00069	Prbn.g_00971
OG0000968	Syam.g_00077	Prbn.g_00969
OG0000969	Syam.g_00072	Prbn.g_00968
OG0000970	Syam.g_00071	Prbn.g_00967
OG0000971	Syam.g_00066	Prbn.g_00966
OG0000972	Syam.g_00065	Prbn.g_00965
OG0000973	Syam.g_00064	Prbn.g_00964
OG0000974	Syam.g_00063	Prbn.g_00963
OG0000975	Syam.g_00062	Prbn.g_00962
OG0000976	Syam.g_00061	Prbn.g_00961
OG0000977	Syam.g_00059	Prbn.g_00960
OG0000978	Syam.g_00058	Prbn.g_00959
OG0000979	Syam.g_00055	Prbn.g_00957
OG0000980	Syam.g_00052	Prbn.g_00955
OG0000981	Syam.g_00049	Prbn.g_00952
OG0000982	Syam.g_02314	Prbn.g_00950
OG0000983	Syam.g_02315	Prbn.g_00949
OG0000984	Syam.g_02316	Prbn.g_00948
OG0000985	Syam.g_02318	Prbn.g_00945
OG0000986	Syam.g_02320	Prbn.g_00943
OG0000987	Syam.g_02322	Prbn.g_00942
OG0000988	Syam.g_02327	Prbn.g_00939
OG0000989	Syam.g_02334	Prbn.g_00935
OG0000990	Syam.g_02346	Prbn.g_00931
OG0000991	Syam.g_02348	Prbn.g_00930
OG0000992	Syam.g_02351	Prbn.g_00927
OG0000993	Syam.g_02352	Prbn.g_00926
OG0000994	Syam.g_02354	Prbn.g_00925
OG0000995	Syam.g_02359	Prbn.g_00921
OG0000996	Syam.g_02405	Prbn.g_00920
OG0000997	Syam.g_02416	Prbn.g_00917
OG0000998	Syam.g_02418	Prbn.g_00915
OG0000999	Syam.g_02419	Prbn.g_00914
OG0001000	Syam.g_02422	Prbn.g_00911
OG0001001	Syam.g_02427	Prbn.g_00908
OG0001002	Syam.g_02433	Prbn.g_00291
OG0001003	Syam.g_02434	Prbn.g_00292
OG0001004	Syam.g_02435	Prbn.g_00293
OG0001005	Syam.g_02436	Prbn.g_00294
OG0001006	Syam.g_02444	Prbn.g_00298
OG0001007	Syam.g_02446	Prbn.g_00300
OG0001008	Syam.g_01866	Prbn.g_00676
OG0001009	Syam.g_00032	Prbn.g_00755
OG0001010	Syam.g_00033	Prbn.g_00754
OG0001011	Syam.g_00034	Prbn.g_00752
OG0001012	Syam.g_02310	Prbn.g_00738
OG0001013	Syam.g_02296	Prbn.g_00731
OG0001014	Syam.g_02292	Prbn.g_00728
OG0001015	Syam.g_02291	Prbn.g_00726
OG0001016	Syam.g_02067	Prbn.g_00704
OG0001017	Syam.g_02073	Prbn.g_01343
OG0001018	Syam.g_02075	Prbn.g_01341
OG0001019	Syam.g_02093	Prbn.g_01332
OG0001020	Syam.g_02098	Prbn.g_01331
OG0001021	Syam.g_02102	Prbn.g_01330
OG0001022	Syam.g_02106	Prbn.g_01327
OG0001023	Syam.g_02107	Prbn.g_01326
OG0001024	Syam.g_02111	Prbn.g_01322
OG0001025	Syam.g_02118	Prbn.g_01315
OG0001026	Syam.g_02130	Prbn.g_01306
OG0001027	Syam.g_02135	Prbn.g_01305
OG0001028	Syam.g_02137	Prbn.g_01303
OG0001029	Syam.g_02139	Prbn.g_01302
OG0001030	Syam.g_02163	Prbn.g_01286
OG0001031	Syam.g_02239	Prbn.g_00367
OG0001032	Syam.g_02241	Prbn.g_00366
OG0001033	Syam.g_02265	Prbn.g_00345
OG0001034	Syam.g_00508	Prbn.g_00314
OG0001035	Syam.g_00265	Prbn.g_00021
OG0001036	Syam.g_00261	Prbn.g_00025
OG0001037	Syam.g_00259	Prbn.g_00026
OG0001038	Syam.g_00232	Prbn.g_00045
OG0001039	Syam.g_00229	Prbn.g_00048
OG0001040	Syam.g_00226	Prbn.g_00050
OG0001041	Syam.g_00221	Prbn.g_00055
OG0001042	Syam.g_00196	Prbn.g_00072
OG0001043	Syam.g_00192	Prbn.g_00073
OG0001044	Syam.g_00456	Prbn.g_00104
OG0001045	Syam.g_00469	Prbn.g_00113
OG0001046	Syam.g_01151	Prbn.g_01697
OG0001047	Syam.g_01864	Prbn.g_00674
OG0001048	Syam.g_01863	Prbn.g_00673
OG0001049	Syam.g_01855	Prbn.g_00671
OG0001050	Syam.g_01854	Prbn.g_00670
OG0001051	Syam.g_01853	Prbn.g_00669
OG0001052	Syam.g_01672	Prbn.g_00643
OG0001053	Syam.g_00586	Prbn.g_00631
OG0001054	Syam.g_00603	Prbn.g_00616
OG0001055	Syam.g_00624	Prbn.g_00597
OG0001056	Syam.g_00656	Prbn.g_00580
OG0001057	Syam.g_00664	Prbn.g_00575
OG0001058	Syam.g_00677	Prbn.g_00567
OG0001059	Syam.g_00681	Prbn.g_00563
OG0001060	Syam.g_00688	Prbn.g_00557
OG0001061	Syam.g_01744	Prbn.g_00542
OG0001062	Syam.g_01742	Prbn.g_00540
OG0001063	Syam.g_01737	Prbn.g_00538
OG0001064	Syam.g_01736	Prbn.g_00537
OG0001065	Syam.g_01735	Prbn.g_00536
OG0001066	Syam.g_01734	Prbn.g_00535
OG0001067	Syam.g_01733	Prbn.g_00534
OG0001068	Syam.g_01732	Prbn.g_00533
OG0001069	Syam.g_01731	Prbn.g_00532
OG0001070	Syam.g_01728	Prbn.g_00528
OG0001071	Syam.g_01727	Prbn.g_00527
OG0001072	Syam.g_01723	Prbn.g_00525
OG0001073	Syam.g_01709	Prbn.g_00511
OG0001074	Syam.g_01504	Prbn.g_00499
OG0001075	Syam.g_01502	Prbn.g_00498
OG0001076	Syam.g_01491	Prbn.g_00491
OG0001077	Syam.g_01480	Prbn.g_00485
OG0001078	Syam.g_01467	Prbn.g_00427
OG0001079	Syam.g_01454	Prbn.g_00439
OG0001080	Syam.g_01034	Prbn.g_00445
OG0001081	Syam.g_01386	Prbn.g_00447
OG0001082	Syam.g_01385	Prbn.g_00448
OG0001083	Syam.g_01377	Prbn.g_00836
OG0001084	Syam.g_01376	Prbn.g_00837
OG0001085	Syam.g_01366	Prbn.g_01594
OG0001086	Syam.g_01364	Prbn.g_01593
OG0001087	Syam.g_00813	Prbn.g_01575
OG0001088	Syam.g_00809	Prbn.g_01574
OG0001089	Syam.g_00785	Prbn.g_01563
OG0001090	Syam.g_01246	Prbn.g_01553
OG0001091	Syam.g_01244	Prbn.g_00857
OG0001092	Syam.g_01242	Prbn.g_00858
OG0001093	Syam.g_01236	Prbn.g_00863
OG0001094	Syam.g_01296	Prbn.g_00856
OG0001095	Syam.g_01276	Prbn.g_01533
OG0001096	Syam.g_01260	Prbn.g_01519
OG0001097	Syam.g_00727	Prbn.g_01499
OG0001098	Syam.g_01037	Prbn.g_01480
OG0001099	Syam.g_02138	Prbn.g_01925
OG0001100	Syam.g_01356	Prbn.g_01630
OG0001101	Syam.g_01355	Prbn.g_01627
OG0001103	Syam.g_01350	Prbn.g_01622
OG0001104	Syam.g_01311	Prbn.g_01599
OG0001105	Syam.g_01307	Prbn.g_01595
OG0001106	Syam.g_01110	Prbn.g_01427
OG0001107	Syam.g_01122	Prbn.g_01420
OG0001108	Syam.g_01132	Prbn.g_01416
OG0001109	Syam.g_01134	Prbn.g_01415
OG0001110	Syam.g_01136	Prbn.g_01413
OG0001111	Syam.g_01138	Prbn.g_01412
OG0001112	Syam.g_01140	Prbn.g_01411
OG0001113	Syam.g_01141	Prbn.g_01410
OG0001114	Syam.g_01142	Prbn.g_01409
OG0001115	Syam.g_01146	Prbn.g_01407
OG0001116	Syam.g_01148	Prbn.g_01406
OG0001117	Syam.g_01149	Prbn.g_01405
OG0001118	Syam.g_01150	Prbn.g_01404
