Orthogroup	Syam	Pras
OG0000583	Syam.g_01512	Pras.g_01485
OG0000584	Syam.g_01511	Pras.g_01486
OG0000585	Syam.g_01509	Pras.g_01488
OG0000586	Syam.g_01508	Pras.g_01489
OG0000587	Syam.g_01506	Pras.g_01490
OG0000588	Syam.g_01498	Pras.g_01494
OG0000589	Syam.g_01494	Pras.g_01497
OG0000590	Syam.g_01493	Pras.g_01498
OG0000591	Syam.g_01486	Pras.g_01501
OG0000592	Syam.g_01485	Pras.g_01502
OG0000593	Syam.g_01471	Pras.g_01508
OG0000594	Syam.g_01470	Pras.g_01509
OG0000595	Syam.g_01469	Pras.g_01510
OG0000596	Syam.g_01465	Pras.g_01514
OG0000597	Syam.g_01462	Pras.g_01516
OG0000598	Syam.g_01461	Pras.g_01517
OG0000599	Syam.g_01458	Pras.g_01520
OG0000600	Syam.g_01457	Pras.g_01521
OG0000601	Syam.g_01456	Pras.g_01522
OG0000602	Syam.g_01451	Pras.g_01524
OG0000603	Syam.g_01450	Pras.g_01525
OG0000604	Syam.g_01447	Pras.g_01526
OG0000605	Syam.g_01031	Pras.g_01527
OG0000606	Syam.g_01387	Pras.g_01530
OG0000607	Syam.g_01384	Pras.g_01533
OG0000608	Syam.g_01383	Pras.g_01534
OG0000609	Syam.g_01380	Pras.g_01535
OG0000610	Syam.g_01373	Pras.g_01540
OG0000611	Syam.g_01370	Pras.g_01543
OG0000612	Syam.g_01369	Pras.g_01544
OG0000613	Syam.g_00170	Pras.g_01549
OG0000614	Syam.g_00801	Pras.g_01568
OG0000615	Syam.g_01332	Pras.g_01576
OG0000616	Syam.g_02430	Pras.g_01580
OG0000617	Syam.g_01240	Pras.g_01612
OG0000618	Syam.g_01239	Pras.g_01613
OG0000619	Syam.g_01238	Pras.g_01614
OG0000620	Syam.g_01233	Pras.g_01617
OG0000621	Syam.g_01232	Pras.g_01618
OG0000622	Syam.g_01231	Pras.g_01619
OG0000623	Syam.g_01230	Pras.g_01620
OG0000624	Syam.g_01228	Pras.g_01621
OG0000625	Syam.g_01227	Pras.g_01622
OG0000626	Syam.g_01226	Pras.g_01623
OG0000627	Syam.g_01065	Pras.g_01624
OG0000628	Syam.g_01067	Pras.g_01625
OG0000629	Syam.g_01070	Pras.g_01626
OG0000630	Syam.g_01074	Pras.g_01629
OG0000631	Syam.g_01084	Pras.g_01692
OG0000632	Syam.g_01085	Pras.g_01693
OG0000633	Syam.g_01086	Pras.g_01694
OG0000634	Syam.g_01294	Pras.g_01697
OG0000635	Syam.g_01293	Pras.g_01698
OG0000636	Syam.g_01291	Pras.g_01700
OG0000637	Syam.g_01289	Pras.g_01702
OG0000638	Syam.g_01288	Pras.g_01703
OG0000639	Syam.g_01287	Pras.g_01704
OG0000640	Syam.g_01286	Pras.g_01705
OG0000641	Syam.g_01282	Pras.g_01709
OG0000642	Syam.g_01281	Pras.g_01710
OG0000643	Syam.g_01280	Pras.g_01711
OG0000644	Syam.g_01279	Pras.g_01712
OG0000645	Syam.g_01277	Pras.g_01713
OG0000646	Syam.g_01274	Pras.g_01715
OG0000647	Syam.g_01272	Pras.g_01716
OG0000648	Syam.g_01269	Pras.g_01718
OG0000649	Syam.g_01268	Pras.g_01719
OG0000650	Syam.g_01267	Pras.g_01720
OG0000651	Syam.g_01266	Pras.g_01721
OG0000652	Syam.g_01265	Pras.g_01722
OG0000653	Syam.g_01263	Pras.g_01724
OG0000654	Syam.g_01262	Pras.g_01725
OG0000655	Syam.g_01261	Pras.g_01726
OG0000656	Syam.g_01258	Pras.g_01729
OG0000657	Syam.g_00739	Pras.g_01736
OG0000658	Syam.g_00735	Pras.g_01737
OG0000659	Syam.g_00734	Pras.g_01738
OG0000660	Syam.g_00730	Pras.g_01742
OG0000661	Syam.g_00728	Pras.g_01744
OG0000662	Syam.g_00726	Pras.g_01746
OG0000663	Syam.g_00723	Pras.g_01748
OG0000664	Syam.g_00722	Pras.g_01749
OG0000665	Syam.g_02027	Pras.g_01753
OG0000666	Syam.g_01030	Pras.g_01754
OG0000667	Syam.g_00937	Pras.g_01758
OG0000668	Syam.g_01185	Pras.g_01788
OG0000669	Syam.g_01358	Pras.g_01792
OG0000670	Syam.g_00528	Pras.g_01794
OG0000671	Syam.g_01354	Pras.g_01796
OG0000672	Syam.g_01351	Pras.g_01799
OG0000673	Syam.g_01348	Pras.g_01802
OG0000674	Syam.g_01346	Pras.g_01804
OG0000675	Syam.g_01345	Pras.g_01805
OG0000676	Syam.g_01343	Pras.g_01807
OG0000677	Syam.g_01342	Pras.g_01808
OG0000678	Syam.g_01339	Pras.g_01810
OG0000679	Syam.g_01323	Pras.g_01814
OG0000680	Syam.g_01322	Pras.g_01815
OG0000681	Syam.g_01319	Pras.g_01818
OG0000682	Syam.g_01318	Pras.g_01819
OG0000683	Syam.g_01317	Pras.g_01820
OG0000684	Syam.g_01312	Pras.g_01821
OG0000685	Syam.g_01310	Pras.g_01823
OG0000686	Syam.g_01309	Pras.g_01824
OG0000687	Syam.g_01308	Pras.g_01825
OG0000688	Syam.g_01304	Pras.g_01828
OG0000689	Syam.g_01302	Pras.g_01829
OG0000690	Syam.g_01301	Pras.g_01830
OG0000691	Syam.g_01300	Pras.g_01831
OG0000692	Syam.g_01299	Pras.g_01833
OG0000693	Syam.g_01298	Pras.g_01834
OG0000694	Syam.g_01297	Pras.g_01835
OG0000695	Syam.g_01088	Pras.g_01837
OG0000696	Syam.g_01089	Pras.g_01838
OG0000697	Syam.g_01091	Pras.g_01839
OG0000698	Syam.g_01094	Pras.g_01842
OG0000699	Syam.g_01096	Pras.g_01843
OG0000700	Syam.g_01097	Pras.g_01844
OG0000701	Syam.g_01098	Pras.g_01845
OG0000702	Syam.g_01106	Pras.g_01847
OG0000703	Syam.g_01107	Pras.g_01848
OG0000704	Syam.g_01109	Pras.g_01849
OG0000705	Syam.g_01116	Pras.g_01853
OG0000706	Syam.g_01117	Pras.g_01854
OG0000707	Syam.g_01118	Pras.g_01855
OG0000708	Syam.g_01121	Pras.g_01856
OG0000709	Syam.g_01131	Pras.g_01860
OG0000710	Syam.g_01135	Pras.g_01863
OG0000711	Syam.g_01165	Pras.g_01881
OG0000712	Syam.g_01167	Pras.g_01883
OG0000713	Syam.g_01168	Pras.g_01884
OG0000714	Syam.g_01170	Pras.g_01885
OG0000715	Syam.g_01172	Pras.g_01887
OG0000716	Syam.g_01176	Pras.g_01889
OG0000717	Syam.g_01177	Pras.g_01890
OG0000718	Syam.g_01181	Pras.g_01903
OG0000719	Syam.g_01183	Pras.g_01905
OG0000720	Syam.g_01197	Pras.g_01914
OG0000721	Syam.g_01199	Pras.g_01916
OG0000722	Syam.g_01200	Pras.g_01917
OG0000723	Syam.g_01224	Pras.g_01920
OG0000724	Syam.g_00768	Pras.g_01929
OG0000725	Syam.g_00777	Pras.g_01935
OG0000726	Syam.g_00778	Pras.g_01936
OG0000727	Syam.g_00779	Pras.g_01937
OG0000728	Syam.g_00781	Pras.g_01939
OG0000729	Syam.g_00105	Pras.g_01984
OG0000730	Syam.g_00454	Pras.g_01988
OG0000731	Syam.g_00466	Pras.g_01992
OG0000732	Syam.g_00051	Pras.g_00003
OG0000733	Syam.g_02339	Pras.g_00024
OG0000734	Syam.g_02128	Pras.g_00041
OG0000735	Syam.g_01810	Pras.g_00043
OG0000736	Syam.g_01809	Pras.g_00044
OG0000737	Syam.g_01808	Pras.g_00045
OG0000738	Syam.g_01803	Pras.g_00049
OG0000739	Syam.g_01802	Pras.g_00050
OG0000740	Syam.g_01801	Pras.g_00051
OG0000741	Syam.g_01798	Pras.g_00052
OG0000742	Syam.g_01796	Pras.g_00055
OG0000743	Syam.g_01794	Pras.g_00057
OG0000744	Syam.g_01793	Pras.g_00058
OG0000745	Syam.g_01791	Pras.g_00059
OG0000746	Syam.g_01789	Pras.g_00061
OG0000747	Syam.g_01788	Pras.g_00062
OG0000748	Syam.g_01779	Pras.g_00065
OG0000749	Syam.g_01776	Pras.g_00066
OG0000750	Syam.g_01775	Pras.g_00067
OG0000751	Syam.g_01770	Pras.g_00069
OG0000752	Syam.g_01768	Pras.g_00071
OG0000753	Syam.g_01765	Pras.g_00074
OG0000754	Syam.g_00910	Pras.g_00077
OG0000755	Syam.g_00900	Pras.g_00080
OG0000756	Syam.g_00899	Pras.g_00081
OG0000757	Syam.g_00891	Pras.g_00087
OG0000758	Syam.g_00890	Pras.g_00088
OG0000759	Syam.g_00889	Pras.g_00089
OG0000760	Syam.g_00888	Pras.g_00090
OG0000761	Syam.g_00886	Pras.g_00091
OG0000762	Syam.g_00884	Pras.g_00092
OG0000763	Syam.g_00882	Pras.g_00094
OG0000764	Syam.g_00881	Pras.g_00095
OG0000765	Syam.g_00864	Pras.g_00105
OG0000766	Syam.g_00863	Pras.g_00106
OG0000767	Syam.g_00861	Pras.g_00108
OG0000768	Syam.g_00860	Pras.g_00109
OG0000769	Syam.g_00858	Pras.g_00111
OG0000770	Syam.g_00855	Pras.g_00113
OG0000771	Syam.g_00762	Pras.g_00122
OG0000772	Syam.g_01005	Pras.g_00178
OG0000773	Syam.g_01816	Pras.g_00199
OG0000774	Syam.g_01820	Pras.g_00201
OG0000775	Syam.g_01823	Pras.g_00204
OG0000776	Syam.g_01824	Pras.g_00205
OG0000777	Syam.g_01825	Pras.g_00206
OG0000778	Syam.g_01826	Pras.g_00207
OG0000779	Syam.g_01832	Pras.g_00211
OG0000780	Syam.g_01835	Pras.g_00212
OG0000781	Syam.g_01839	Pras.g_00214
OG0000782	Syam.g_01840	Pras.g_00216
OG0000783	Syam.g_01841	Pras.g_00217
OG0000784	Syam.g_01842	Pras.g_00218
OG0000785	Syam.g_01844	Pras.g_00220
OG0000786	Syam.g_01700	Pras.g_00223
OG0000787	Syam.g_01701	Pras.g_00224
OG0000788	Syam.g_01455	Pras.g_00237
OG0000789	Syam.g_01044	Pras.g_00240
OG0000790	Syam.g_00570	Pras.g_00255
OG0000791	Syam.g_00568	Pras.g_00257
OG0000792	Syam.g_00567	Pras.g_00258
OG0000793	Syam.g_00562	Pras.g_00261
OG0000794	Syam.g_00561	Pras.g_00262
OG0000795	Syam.g_00560	Pras.g_00263
OG0000796	Syam.g_00556	Pras.g_00267
OG0000797	Syam.g_00555	Pras.g_00268
OG0000798	Syam.g_00233	Pras.g_00286
OG0000799	Syam.g_01585	Pras.g_00332
OG0000800	Syam.g_01588	Pras.g_00333
OG0000801	Syam.g_01589	Pras.g_00334
OG0000802	Syam.g_01592	Pras.g_00336
OG0000803	Syam.g_01597	Pras.g_00338
OG0000804	Syam.g_01600	Pras.g_00339
OG0000805	Syam.g_01602	Pras.g_00341
OG0000806	Syam.g_01604	Pras.g_00343
OG0000807	Syam.g_01606	Pras.g_00344
OG0000808	Syam.g_01607	Pras.g_00345
OG0000809	Syam.g_01610	Pras.g_00348
OG0000810	Syam.g_01611	Pras.g_00349
OG0000811	Syam.g_01616	Pras.g_00353
OG0000812	Syam.g_01618	Pras.g_00355
OG0000813	Syam.g_01619	Pras.g_00356
OG0000814	Syam.g_01621	Pras.g_00358
OG0000815	Syam.g_01622	Pras.g_00359
OG0000816	Syam.g_01624	Pras.g_00361
OG0000817	Syam.g_01625	Pras.g_00362
OG0000818	Syam.g_01631	Pras.g_00367
OG0000819	Syam.g_01632	Pras.g_00368
OG0000820	Syam.g_01633	Pras.g_00369
OG0000821	Syam.g_01639	Pras.g_00373
OG0000822	Syam.g_01641	Pras.g_00374
OG0000823	Syam.g_01642	Pras.g_00375
OG0000824	Syam.g_01648	Pras.g_00378
OG0000825	Syam.g_01649	Pras.g_00379
OG0000826	Syam.g_01650	Pras.g_00380
OG0000827	Syam.g_01651	Pras.g_00381
OG0000828	Syam.g_01655	Pras.g_00385
OG0000829	Syam.g_01656	Pras.g_00386
OG0000830	Syam.g_01657	Pras.g_00387
OG0000831	Syam.g_01659	Pras.g_00389
OG0000832	Syam.g_01923	Pras.g_00395
OG0000833	Syam.g_01932	Pras.g_00405
OG0000834	Syam.g_01933	Pras.g_00406
OG0000835	Syam.g_01934	Pras.g_00407
OG0000836	Syam.g_01937	Pras.g_00408
OG0000837	Syam.g_01938	Pras.g_00409
OG0000838	Syam.g_01946	Pras.g_00411
OG0000839	Syam.g_01947	Pras.g_00412
OG0000840	Syam.g_01948	Pras.g_00413
OG0000841	Syam.g_01949	Pras.g_00414
OG0000842	Syam.g_01950	Pras.g_00415
OG0000843	Syam.g_01951	Pras.g_00416
OG0000844	Syam.g_01953	Pras.g_00417
OG0000845	Syam.g_01954	Pras.g_00418
OG0000846	Syam.g_01955	Pras.g_00419
OG0000847	Syam.g_01956	Pras.g_00420
OG0000848	Syam.g_01958	Pras.g_00421
OG0000849	Syam.g_01959	Pras.g_00422
OG0000850	Syam.g_01961	Pras.g_00424
OG0000851	Syam.g_01966	Pras.g_00425
OG0000852	Syam.g_01967	Pras.g_00426
OG0000853	Syam.g_01971	Pras.g_00430
OG0000854	Syam.g_01973	Pras.g_00432
OG0000855	Syam.g_01974	Pras.g_00433
OG0000856	Syam.g_01483	Pras.g_00448
OG0000857	Syam.g_01273	Pras.g_00473
OG0000858	Syam.g_01980	Pras.g_00544
OG0000859	Syam.g_01981	Pras.g_00545
OG0000860	Syam.g_01992	Pras.g_00552
OG0000861	Syam.g_01993	Pras.g_00553
OG0000862	Syam.g_01994	Pras.g_00554
OG0000863	Syam.g_01996	Pras.g_00556
OG0000864	Syam.g_01997	Pras.g_00557
OG0000865	Syam.g_01998	Pras.g_00558
OG0000866	Syam.g_01999	Pras.g_00559
OG0000867	Syam.g_02000	Pras.g_00560
OG0000868	Syam.g_02003	Pras.g_00561
OG0000869	Syam.g_02007	Pras.g_00565
OG0000870	Syam.g_02012	Pras.g_00570
OG0000871	Syam.g_02013	Pras.g_00571
OG0000872	Syam.g_02021	Pras.g_00572
OG0000873	Syam.g_02024	Pras.g_00575
OG0000874	Syam.g_02019	Pras.g_00578
OG0000875	Syam.g_02026	Pras.g_00579
OG0000876	Syam.g_01877	Pras.g_00580
OG0000877	Syam.g_01882	Pras.g_00582
OG0000878	Syam.g_01883	Pras.g_00583
OG0000879	Syam.g_01884	Pras.g_00584
OG0000880	Syam.g_01885	Pras.g_00585
OG0000881	Syam.g_01891	Pras.g_00589
OG0000882	Syam.g_01896	Pras.g_00594
OG0000883	Syam.g_01898	Pras.g_00596
OG0000884	Syam.g_01900	Pras.g_00598
OG0000885	Syam.g_01901	Pras.g_00599
OG0000886	Syam.g_01902	Pras.g_00600
OG0000887	Syam.g_01903	Pras.g_00601
OG0000888	Syam.g_01905	Pras.g_00603
OG0000889	Syam.g_01907	Pras.g_00605
OG0000890	Syam.g_01910	Pras.g_00606
OG0000891	Syam.g_01911	Pras.g_00607
OG0000892	Syam.g_01913	Pras.g_00609
OG0000893	Syam.g_00287	Pras.g_00613
OG0000894	Syam.g_00290	Pras.g_00615
OG0000895	Syam.g_00294	Pras.g_00618
OG0000896	Syam.g_00295	Pras.g_00619
OG0000897	Syam.g_00297	Pras.g_00621
OG0000898	Syam.g_00298	Pras.g_00622
OG0000899	Syam.g_00299	Pras.g_00623
OG0000900	Syam.g_00300	Pras.g_00624
OG0000901	Syam.g_00305	Pras.g_00627
OG0000902	Syam.g_00307	Pras.g_00629
OG0000903	Syam.g_00322	Pras.g_00632
OG0000904	Syam.g_00317	Pras.g_00634
OG0000905	Syam.g_00312	Pras.g_00639
OG0000906	Syam.g_00309	Pras.g_00640
OG0000907	Syam.g_00324	Pras.g_00645
OG0000908	Syam.g_00327	Pras.g_00648
OG0000909	Syam.g_00328	Pras.g_00649
OG0000910	Syam.g_00329	Pras.g_00650
OG0000911	Syam.g_00331	Pras.g_00652
OG0000912	Syam.g_00332	Pras.g_00653
OG0000913	Syam.g_00333	Pras.g_00654
OG0000914	Syam.g_00334	Pras.g_00655
OG0000915	Syam.g_00336	Pras.g_00656
OG0000916	Syam.g_00337	Pras.g_00657
OG0000917	Syam.g_00338	Pras.g_00658
OG0000918	Syam.g_00339	Pras.g_00659
OG0000919	Syam.g_00340	Pras.g_00660
OG0000920	Syam.g_00341	Pras.g_00661
OG0000921	Syam.g_00342	Pras.g_00662
OG0000922	Syam.g_00343	Pras.g_00663
OG0000923	Syam.g_00347	Pras.g_00667
OG0000924	Syam.g_00348	Pras.g_00668
OG0000925	Syam.g_00349	Pras.g_00669
OG0000926	Syam.g_00350	Pras.g_00670
OG0000927	Syam.g_00352	Pras.g_00672
OG0000928	Syam.g_00353	Pras.g_00673
OG0000929	Syam.g_00354	Pras.g_00674
OG0000930	Syam.g_00355	Pras.g_00675
OG0000931	Syam.g_00356	Pras.g_00676
OG0000932	Syam.g_00357	Pras.g_00677
OG0000933	Syam.g_00363	Pras.g_00681
OG0000934	Syam.g_00365	Pras.g_00683
OG0000935	Syam.g_00366	Pras.g_00684
OG0000936	Syam.g_00368	Pras.g_00685
OG0000937	Syam.g_00369	Pras.g_00686
OG0000938	Syam.g_00373	Pras.g_00688
OG0000939	Syam.g_00374	Pras.g_00689
OG0000940	Syam.g_00381	Pras.g_00696
OG0000941	Syam.g_00383	Pras.g_00698
OG0000942	Syam.g_00385	Pras.g_00700
OG0000943	Syam.g_00386	Pras.g_00701
OG0000944	Syam.g_00388	Pras.g_00702
OG0000945	Syam.g_00390	Pras.g_00703
OG0000946	Syam.g_00395	Pras.g_00707
OG0000947	Syam.g_00398	Pras.g_00709
OG0000948	Syam.g_00399	Pras.g_00710
OG0000949	Syam.g_00159	Pras.g_00713
OG0000950	Syam.g_00150	Pras.g_00718
OG0000951	Syam.g_00145	Pras.g_00722
OG0000952	Syam.g_00140	Pras.g_00726
OG0000953	Syam.g_00136	Pras.g_00729
OG0000954	Syam.g_00131	Pras.g_00733
OG0000955	Syam.g_00130	Pras.g_00734
OG0000956	Syam.g_00128	Pras.g_00736
OG0000957	Syam.g_00117	Pras.g_00741
OG0000958	Syam.g_00116	Pras.g_00742
OG0000959	Syam.g_00112	Pras.g_00746
OG0000960	Syam.g_00111	Pras.g_00747
OG0000961	Syam.g_00108	Pras.g_00749
OG0000962	Syam.g_00106	Pras.g_00751
OG0000963	Syam.g_00101	Pras.g_00755
OG0000964	Syam.g_00100	Pras.g_00756
OG0000965	Syam.g_00099	Pras.g_00757
OG0000966	Syam.g_00074	Pras.g_00765
OG0000967	Syam.g_00069	Pras.g_00770
OG0000968	Syam.g_00077	Pras.g_00772
OG0000969	Syam.g_00072	Pras.g_00773
OG0000970	Syam.g_00071	Pras.g_00774
OG0000971	Syam.g_00066	Pras.g_00775
OG0000972	Syam.g_00065	Pras.g_00776
OG0000973	Syam.g_00064	Pras.g_00777
OG0000974	Syam.g_00063	Pras.g_00778
OG0000975	Syam.g_00062	Pras.g_00779
OG0000976	Syam.g_00061	Pras.g_00780
OG0000977	Syam.g_00059	Pras.g_00781
OG0000978	Syam.g_00058	Pras.g_00782
OG0000979	Syam.g_00055	Pras.g_00785
OG0000980	Syam.g_00052	Pras.g_00787
OG0000981	Syam.g_00049	Pras.g_00789
OG0000982	Syam.g_02314	Pras.g_00791
OG0000983	Syam.g_02315	Pras.g_00792
OG0000984	Syam.g_02316	Pras.g_00793
OG0000985	Syam.g_02318	Pras.g_00796
OG0000986	Syam.g_02320	Pras.g_00798
OG0000987	Syam.g_02322	Pras.g_00799
OG0000988	Syam.g_02327	Pras.g_00802
OG0000989	Syam.g_02334	Pras.g_00805
OG0000990	Syam.g_02346	Pras.g_00808
OG0000991	Syam.g_02348	Pras.g_00809
OG0000992	Syam.g_02351	Pras.g_00812
OG0000993	Syam.g_02352	Pras.g_00813
OG0000994	Syam.g_02354	Pras.g_00814
OG0000995	Syam.g_02359	Pras.g_00818
OG0000996	Syam.g_02405	Pras.g_00819
OG0000997	Syam.g_02416	Pras.g_00820
OG0000998	Syam.g_02418	Pras.g_00822
OG0000999	Syam.g_02419	Pras.g_00823
OG0001000	Syam.g_02422	Pras.g_00826
OG0001001	Syam.g_02427	Pras.g_00828
OG0001002	Syam.g_02433	Pras.g_00832
OG0001003	Syam.g_02434	Pras.g_00834
OG0001004	Syam.g_02435	Pras.g_00835
OG0001005	Syam.g_02436	Pras.g_00836
OG0001006	Syam.g_02444	Pras.g_00840
OG0001007	Syam.g_02446	Pras.g_00842
OG0001008	Syam.g_01866	Pras.g_01315
OG0001009	Syam.g_00032	Pras.g_00869
OG0001010	Syam.g_00033	Pras.g_00870
OG0001011	Syam.g_00034	Pras.g_00871
OG0001012	Syam.g_02310	Pras.g_00896
OG0001013	Syam.g_02296	Pras.g_00901
OG0001014	Syam.g_02292	Pras.g_00904
OG0001015	Syam.g_02291	Pras.g_00905
OG0001016	Syam.g_02067	Pras.g_00924
OG0001017	Syam.g_02073	Pras.g_00928
OG0001018	Syam.g_02075	Pras.g_00931
OG0001019	Syam.g_02093	Pras.g_00940
OG0001020	Syam.g_02098	Pras.g_00941
OG0001021	Syam.g_02102	Pras.g_00942
OG0001022	Syam.g_02106	Pras.g_00945
OG0001023	Syam.g_02107	Pras.g_00946
OG0001024	Syam.g_02111	Pras.g_00949
OG0001025	Syam.g_02118	Pras.g_00955
OG0001026	Syam.g_02130	Pras.g_00962
OG0001027	Syam.g_02135	Pras.g_00963
OG0001028	Syam.g_02137	Pras.g_00965
OG0001029	Syam.g_02139	Pras.g_00966
OG0001030	Syam.g_02163	Pras.g_00981
OG0001031	Syam.g_02239	Pras.g_01037
OG0001032	Syam.g_02241	Pras.g_01038
OG0001033	Syam.g_02265	Pras.g_01060
OG0001034	Syam.g_00508	Pras.g_01088
OG0001035	Syam.g_00265	Pras.g_01106
OG0001036	Syam.g_00261	Pras.g_01111
OG0001037	Syam.g_00259	Pras.g_01112
OG0001038	Syam.g_00232	Pras.g_01130
OG0001039	Syam.g_00229	Pras.g_01133
OG0001040	Syam.g_00226	Pras.g_01135
OG0001041	Syam.g_00221	Pras.g_01139
OG0001042	Syam.g_00196	Pras.g_01156
OG0001043	Syam.g_00192	Pras.g_01157
OG0001044	Syam.g_00456	Pras.g_01186
OG0001045	Syam.g_00469	Pras.g_01195
OG0001046	Syam.g_01151	Pras.g_01232
OG0001047	Syam.g_01864	Pras.g_01317
OG0001048	Syam.g_01863	Pras.g_01318
OG0001049	Syam.g_01855	Pras.g_01320
OG0001050	Syam.g_01854	Pras.g_01321
OG0001051	Syam.g_01853	Pras.g_01322
OG0001052	Syam.g_01672	Pras.g_01349
OG0001053	Syam.g_00586	Pras.g_01361
OG0001054	Syam.g_00603	Pras.g_01376
OG0001055	Syam.g_00624	Pras.g_01395
OG0001056	Syam.g_00656	Pras.g_01413
OG0001057	Syam.g_00664	Pras.g_01418
OG0001058	Syam.g_00677	Pras.g_01426
OG0001059	Syam.g_00681	Pras.g_01430
OG0001060	Syam.g_00688	Pras.g_01437
OG0001061	Syam.g_01744	Pras.g_01450
OG0001062	Syam.g_01742	Pras.g_01452
OG0001063	Syam.g_01737	Pras.g_01454
OG0001064	Syam.g_01736	Pras.g_01455
OG0001065	Syam.g_01735	Pras.g_01456
OG0001066	Syam.g_01734	Pras.g_01457
OG0001067	Syam.g_01733	Pras.g_01459
OG0001068	Syam.g_01732	Pras.g_01460
OG0001069	Syam.g_01731	Pras.g_01461
OG0001070	Syam.g_01728	Pras.g_01464
OG0001071	Syam.g_01727	Pras.g_01465
OG0001072	Syam.g_01723	Pras.g_01466
OG0001073	Syam.g_01709	Pras.g_01480
OG0001074	Syam.g_01504	Pras.g_01491
OG0001075	Syam.g_01502	Pras.g_01492
OG0001076	Syam.g_01491	Pras.g_01500
OG0001077	Syam.g_01480	Pras.g_01504
OG0001078	Syam.g_01467	Pras.g_01512
OG0001079	Syam.g_01454	Pras.g_01523
OG0001080	Syam.g_01034	Pras.g_01529
OG0001081	Syam.g_01386	Pras.g_01531
OG0001082	Syam.g_01385	Pras.g_01532
OG0001083	Syam.g_01377	Pras.g_01537
OG0001084	Syam.g_01376	Pras.g_01538
OG0001085	Syam.g_01366	Pras.g_01546
OG0001086	Syam.g_01364	Pras.g_01547
OG0001087	Syam.g_00813	Pras.g_01564
OG0001088	Syam.g_00809	Pras.g_01565
OG0001089	Syam.g_00785	Pras.g_01573
OG0001090	Syam.g_01246	Pras.g_01607
OG0001091	Syam.g_01244	Pras.g_01609
OG0001092	Syam.g_01242	Pras.g_01610
OG0001093	Syam.g_01236	Pras.g_01615
OG0001094	Syam.g_01296	Pras.g_01695
OG0001095	Syam.g_01276	Pras.g_01714
OG0001096	Syam.g_01260	Pras.g_01727
OG0001097	Syam.g_00727	Pras.g_01745
OG0001098	Syam.g_01037	Pras.g_01760
OG0001099	Syam.g_02138	Pras.g_01791
OG0001100	Syam.g_01356	Pras.g_01793
OG0001101	Syam.g_01355	Pras.g_01795
OG0001103	Syam.g_01350	Pras.g_01800
OG0001104	Syam.g_01311	Pras.g_01822
OG0001105	Syam.g_01307	Pras.g_01826
OG0001106	Syam.g_01110	Pras.g_01850
OG0001107	Syam.g_01122	Pras.g_01857
OG0001108	Syam.g_01132	Pras.g_01861
OG0001109	Syam.g_01134	Pras.g_01862
OG0001110	Syam.g_01136	Pras.g_01864
OG0001111	Syam.g_01138	Pras.g_01865
OG0001112	Syam.g_01140	Pras.g_01866
OG0001113	Syam.g_01141	Pras.g_01867
OG0001114	Syam.g_01142	Pras.g_01868
OG0001115	Syam.g_01146	Pras.g_01870
OG0001116	Syam.g_01148	Pras.g_01871
OG0001117	Syam.g_01149	Pras.g_01872
OG0001118	Syam.g_01150	Pras.g_01873
OG0001119	Syam.g_01152	Pras.g_01874
OG0001120	Syam.g_01156	Pras.g_01876
OG0001121	Syam.g_00970	Pras.g_00021, Pras.g_01880
OG0001122	Syam.g_01184	Pras.g_01906
OG0001123	Syam.g_01191	Pras.g_01910
OG0001124	Syam.g_01194	Pras.g_01912
OG0001125	Syam.g_01196	Pras.g_01913
OG0001126	Syam.g_00757	Pras.g_01923
OG0001127	Syam.g_00758	Pras.g_01924
OG0001128	Syam.g_00764	Pras.g_01926
OG0001129	Syam.g_00766	Pras.g_01927
OG0001130	Syam.g_00767	Pras.g_01928
OG0001131	Syam.g_01337	Pras.g_01964
OG0001132	Syam.g_01020	Pras.g_01973
OG0001134	Syam.g_00915	Pras.g_00023
OG0001135	Syam.g_00917	Pras.g_00026
OG0001136	Syam.g_01797	Pras.g_00053
OG0001137	Syam.g_01780	Pras.g_00064
OG0001138	Syam.g_00898	Pras.g_00082
OG0001139	Syam.g_00896	Pras.g_00083
OG0001140	Syam.g_00895	Pras.g_00084
OG0001141	Syam.g_00894	Pras.g_00085
OG0001142	Syam.g_00892	Pras.g_00086
OG0001143	Syam.g_00883	Pras.g_00093
OG0001144	Syam.g_00873	Pras.g_00099
OG0001145	Syam.g_01817	Pras.g_00200
OG0001146	Syam.g_01836	Pras.g_00213
OG0001147	Syam.g_01665	Pras.g_00236
OG0001148	Syam.g_00573	Pras.g_00252
OG0001149	Syam.g_00572	Pras.g_00253
OG0001150	Syam.g_00571	Pras.g_00254
OG0001151	Syam.g_00558	Pras.g_00265
OG0001152	Syam.g_00557	Pras.g_00266
OG0001153	Syam.g_01652	Pras.g_00382
OG0001154	Syam.g_01654	Pras.g_00384
OG0001155	Syam.g_01925	Pras.g_00396, Pras.g_00397
OG0001156	Syam.g_01928	Pras.g_00400
OG0001157	Syam.g_01929	Pras.g_00401
OG0001158	Syam.g_01930	Pras.g_00402
OG0001160	Syam.g_01969	Pras.g_00428
OG0001161	Syam.g_02338	Pras.g_00441
OG0001162	Syam.g_01257	Pras.g_00452
OG0001163	Syam.g_01977	Pras.g_00542
OG0001164	Syam.g_01983	Pras.g_00546
OG0001165	Syam.g_01988	Pras.g_00549
OG0001166	Syam.g_02011	Pras.g_00569
