Orthogroup	Syam	Prav
OG0000587	Syam.g_01506	Prav.g_01210
OG0000588	Syam.g_01498	Prav.g_01214
OG0000589	Syam.g_01494	Prav.g_01219
OG0000590	Syam.g_01493	Prav.g_01220
OG0000591	Syam.g_01486	Prav.g_01223
OG0000592	Syam.g_01485	Prav.g_01224
OG0000593	Syam.g_01471	Prav.g_01230
OG0000594	Syam.g_01470	Prav.g_01231
OG0000595	Syam.g_01469	Prav.g_01232
OG0000596	Syam.g_01465	Prav.g_01236
OG0000597	Syam.g_01462	Prav.g_01238
OG0000598	Syam.g_01461	Prav.g_01239
OG0000599	Syam.g_01458	Prav.g_01242
OG0000600	Syam.g_01457	Prav.g_01243
OG0000601	Syam.g_01456	Prav.g_01244
OG0000602	Syam.g_01451	Prav.g_01246
OG0000603	Syam.g_01450	Prav.g_01247
OG0000604	Syam.g_01447	Prav.g_01248
OG0000605	Syam.g_01031	Prav.g_01249
OG0000606	Syam.g_01387	Prav.g_01252
OG0000607	Syam.g_01384	Prav.g_01255
OG0000608	Syam.g_01383	Prav.g_01256
OG0000609	Syam.g_01380	Prav.g_01257
OG0000610	Syam.g_01373	Prav.g_01262
OG0000611	Syam.g_01370	Prav.g_01265
OG0000612	Syam.g_01369	Prav.g_01266
OG0000613	Syam.g_00170	Prav.g_01271
OG0000614	Syam.g_00801	Prav.g_01290
OG0000615	Syam.g_01332	Prav.g_01298
OG0000616	Syam.g_02430	Prav.g_01312
OG0000617	Syam.g_01240	Prav.g_00312
OG0000618	Syam.g_01239	Prav.g_00313
OG0000619	Syam.g_01238	Prav.g_00314
OG0000620	Syam.g_01233	Prav.g_00317
OG0000621	Syam.g_01232	Prav.g_00318
OG0000622	Syam.g_01231	Prav.g_00319
OG0000623	Syam.g_01230	Prav.g_00320
OG0000624	Syam.g_01228	Prav.g_00321
OG0000625	Syam.g_01227	Prav.g_00322
OG0000626	Syam.g_01226	Prav.g_00323
OG0000627	Syam.g_01065	Prav.g_00324
OG0000628	Syam.g_01067	Prav.g_00325
OG0000629	Syam.g_01070	Prav.g_00326
OG0000630	Syam.g_01074	Prav.g_00329
OG0000631	Syam.g_01084	Prav.g_00388
OG0000632	Syam.g_01085	Prav.g_00389
OG0000633	Syam.g_01086	Prav.g_00390
OG0000634	Syam.g_01294	Prav.g_00393
OG0000635	Syam.g_01293	Prav.g_00394
OG0000636	Syam.g_01291	Prav.g_00396
OG0000637	Syam.g_01289	Prav.g_00398
OG0000638	Syam.g_01288	Prav.g_00399
OG0000639	Syam.g_01287	Prav.g_00400
OG0000640	Syam.g_01286	Prav.g_00401
OG0000641	Syam.g_01282	Prav.g_00405
OG0000642	Syam.g_01281	Prav.g_00406
OG0000643	Syam.g_01280	Prav.g_00407
OG0000644	Syam.g_01279	Prav.g_00408
OG0000645	Syam.g_01277	Prav.g_00409
OG0000646	Syam.g_01274	Prav.g_00411
OG0000647	Syam.g_01272	Prav.g_00412
OG0000648	Syam.g_01269	Prav.g_00414
OG0000649	Syam.g_01268	Prav.g_00415
OG0000650	Syam.g_01267	Prav.g_00416
OG0000651	Syam.g_01266	Prav.g_00417
OG0000652	Syam.g_01265	Prav.g_00418
OG0000653	Syam.g_01263	Prav.g_00420
OG0000654	Syam.g_01262	Prav.g_00421
OG0000655	Syam.g_01261	Prav.g_00422
OG0000656	Syam.g_01258	Prav.g_00425
OG0000657	Syam.g_00739	Prav.g_00432
OG0000658	Syam.g_00735	Prav.g_00433
OG0000659	Syam.g_00734	Prav.g_00434
OG0000660	Syam.g_00730	Prav.g_00438
OG0000661	Syam.g_00728	Prav.g_00440
OG0000662	Syam.g_00726	Prav.g_00442
OG0000663	Syam.g_00723	Prav.g_00444
OG0000664	Syam.g_00722	Prav.g_00445
OG0000665	Syam.g_02027	Prav.g_00449
OG0000666	Syam.g_01030	Prav.g_00450
OG0000667	Syam.g_00937	Prav.g_00454
OG0000668	Syam.g_01185	Prav.g_00483
OG0000669	Syam.g_01358	Prav.g_00490
OG0000670	Syam.g_00528	Prav.g_00492
OG0000671	Syam.g_01354	Prav.g_00494
OG0000672	Syam.g_01351	Prav.g_00497
OG0000673	Syam.g_01348	Prav.g_00500
OG0000674	Syam.g_01346	Prav.g_00502
OG0000675	Syam.g_01345	Prav.g_00503
OG0000676	Syam.g_01343	Prav.g_00505
OG0000677	Syam.g_01342	Prav.g_00506
OG0000678	Syam.g_01339	Prav.g_00508
OG0000679	Syam.g_01323	Prav.g_00512
OG0000680	Syam.g_01322	Prav.g_00513
OG0000681	Syam.g_01319	Prav.g_00515
OG0000682	Syam.g_01318	Prav.g_00516
OG0000683	Syam.g_01317	Prav.g_00517
OG0000684	Syam.g_01312	Prav.g_00519
OG0000685	Syam.g_01310	Prav.g_00521
OG0000686	Syam.g_01309	Prav.g_00522
OG0000687	Syam.g_01308	Prav.g_00523
OG0000688	Syam.g_01304	Prav.g_00526
OG0000689	Syam.g_01302	Prav.g_00527
OG0000690	Syam.g_01301	Prav.g_00528
OG0000691	Syam.g_01300	Prav.g_00529
OG0000692	Syam.g_01299	Prav.g_00530
OG0000693	Syam.g_01298	Prav.g_00531
OG0000694	Syam.g_01297	Prav.g_00532
OG0000695	Syam.g_01088	Prav.g_00534
OG0000696	Syam.g_01089	Prav.g_00535
OG0000697	Syam.g_01091	Prav.g_00536
OG0000698	Syam.g_01094	Prav.g_00539
OG0000699	Syam.g_01096	Prav.g_00540
OG0000700	Syam.g_01097	Prav.g_00541
OG0000701	Syam.g_01098	Prav.g_00542
OG0000702	Syam.g_01106	Prav.g_00544
OG0000703	Syam.g_01107	Prav.g_00545
OG0000704	Syam.g_01109	Prav.g_00546
OG0000705	Syam.g_01116	Prav.g_00550
OG0000706	Syam.g_01117	Prav.g_00551
OG0000707	Syam.g_01118	Prav.g_00552
OG0000708	Syam.g_01121	Prav.g_00553
OG0000709	Syam.g_01131	Prav.g_00557
OG0000710	Syam.g_01135	Prav.g_00560
OG0000711	Syam.g_01165	Prav.g_00577
OG0000712	Syam.g_01167	Prav.g_00579
OG0000713	Syam.g_01168	Prav.g_00580
OG0000714	Syam.g_01170	Prav.g_00581
OG0000715	Syam.g_01172	Prav.g_00583
OG0000716	Syam.g_01176	Prav.g_00585
OG0000717	Syam.g_01177	Prav.g_00586
OG0000718	Syam.g_01181	Prav.g_00902
OG0000719	Syam.g_01183	Prav.g_00904
OG0000720	Syam.g_01197	Prav.g_00913
OG0000721	Syam.g_01199	Prav.g_00915
OG0000722	Syam.g_01200	Prav.g_00916
OG0000723	Syam.g_01224	Prav.g_00919
OG0000724	Syam.g_00768	Prav.g_00928
OG0000725	Syam.g_00777	Prav.g_00934
OG0000726	Syam.g_00778	Prav.g_00935
OG0000727	Syam.g_00779	Prav.g_00936
OG0000728	Syam.g_00781	Prav.g_00938
OG0000729	Syam.g_00105	Prav.g_00263
OG0000730	Syam.g_00454	Prav.g_00004
OG0000731	Syam.g_00466	Prav.g_00008
OG0000732	Syam.g_00051	Prav.g_00016
OG0000733	Syam.g_02339	Prav.g_00034
OG0000734	Syam.g_02128	Prav.g_00050
OG0000735	Syam.g_01810	Prav.g_00052
OG0000736	Syam.g_01809	Prav.g_00053
OG0000737	Syam.g_01808	Prav.g_00054
OG0000738	Syam.g_01803	Prav.g_00058
OG0000739	Syam.g_01802	Prav.g_00059
OG0000740	Syam.g_01801	Prav.g_00060
OG0000741	Syam.g_01798	Prav.g_00061
OG0000742	Syam.g_01796	Prav.g_00064
OG0000743	Syam.g_01794	Prav.g_00066
OG0000744	Syam.g_01793	Prav.g_00067
OG0000745	Syam.g_01791	Prav.g_00068
OG0000746	Syam.g_01789	Prav.g_00070
OG0000747	Syam.g_01788	Prav.g_00071
OG0000748	Syam.g_01779	Prav.g_00074
OG0000749	Syam.g_01776	Prav.g_00075
OG0000750	Syam.g_01775	Prav.g_00076
OG0000751	Syam.g_01770	Prav.g_01868
OG0000752	Syam.g_01768	Prav.g_01866
OG0000753	Syam.g_01765	Prav.g_01863
OG0000754	Syam.g_00910	Prav.g_01860
OG0000755	Syam.g_00900	Prav.g_01857
OG0000756	Syam.g_00899	Prav.g_01856
OG0000757	Syam.g_00891	Prav.g_01850
OG0000758	Syam.g_00890	Prav.g_01849
OG0000759	Syam.g_00889	Prav.g_01848
OG0000760	Syam.g_00888	Prav.g_01847
OG0000761	Syam.g_00886	Prav.g_01846
OG0000762	Syam.g_00884	Prav.g_01845
OG0000763	Syam.g_00882	Prav.g_01843
OG0000764	Syam.g_00881	Prav.g_01842
OG0000765	Syam.g_00864	Prav.g_01833
OG0000766	Syam.g_00863	Prav.g_01832
OG0000767	Syam.g_00861	Prav.g_01830
OG0000768	Syam.g_00860	Prav.g_01829
OG0000769	Syam.g_00858	Prav.g_01827
OG0000770	Syam.g_00855	Prav.g_01825
OG0000771	Syam.g_00762	Prav.g_02003
OG0000772	Syam.g_01005	Prav.g_01409
OG0000773	Syam.g_01816	Prav.g_01429
OG0000774	Syam.g_01820	Prav.g_01431
OG0000775	Syam.g_01823	Prav.g_01433
OG0000776	Syam.g_01824	Prav.g_01434
OG0000777	Syam.g_01825	Prav.g_01435
OG0000778	Syam.g_01826	Prav.g_01436
OG0000779	Syam.g_01832	Prav.g_01440
OG0000780	Syam.g_01835	Prav.g_01441
OG0000781	Syam.g_01839	Prav.g_01444
OG0000782	Syam.g_01840	Prav.g_01445
OG0000783	Syam.g_01841	Prav.g_01446
OG0000784	Syam.g_01842	Prav.g_01447
OG0000785	Syam.g_01844	Prav.g_01449
OG0000786	Syam.g_01700	Prav.g_01451
OG0000787	Syam.g_01701	Prav.g_01452
OG0000788	Syam.g_01455	Prav.g_01460
OG0000789	Syam.g_01044	Prav.g_01463
OG0000790	Syam.g_00570	Prav.g_01478
OG0000791	Syam.g_00568	Prav.g_01480
OG0000792	Syam.g_00567	Prav.g_01481
OG0000793	Syam.g_00562	Prav.g_01484
OG0000794	Syam.g_00561	Prav.g_01485
OG0000795	Syam.g_00560	Prav.g_01486
OG0000796	Syam.g_00556	Prav.g_01490
OG0000797	Syam.g_00555	Prav.g_01491
OG0000799	Syam.g_01585	Prav.g_01560
OG0000800	Syam.g_01588	Prav.g_01561
OG0000801	Syam.g_01589	Prav.g_01562
OG0000802	Syam.g_01592	Prav.g_01564
OG0000803	Syam.g_01597	Prav.g_01566
OG0000804	Syam.g_01600	Prav.g_01567
OG0000805	Syam.g_01602	Prav.g_01569
OG0000806	Syam.g_01604	Prav.g_01571
OG0000807	Syam.g_01606	Prav.g_01572
OG0000808	Syam.g_01607	Prav.g_01573
OG0000809	Syam.g_01610	Prav.g_01576
OG0000810	Syam.g_01611	Prav.g_01577
OG0000811	Syam.g_01616	Prav.g_01581
OG0000812	Syam.g_01618	Prav.g_01583
OG0000813	Syam.g_01619	Prav.g_01584
OG0000814	Syam.g_01621	Prav.g_01586
OG0000815	Syam.g_01622	Prav.g_01587
OG0000816	Syam.g_01624	Prav.g_01589
OG0000817	Syam.g_01625	Prav.g_01590
OG0000818	Syam.g_01631	Prav.g_01595
OG0000819	Syam.g_01632	Prav.g_01596
OG0000820	Syam.g_01633	Prav.g_01597
OG0000821	Syam.g_01639	Prav.g_01601
OG0000822	Syam.g_01641	Prav.g_01602
OG0000823	Syam.g_01642	Prav.g_01603
OG0000824	Syam.g_01648	Prav.g_01606
OG0000825	Syam.g_01649	Prav.g_01607
OG0000826	Syam.g_01650	Prav.g_01608
OG0000827	Syam.g_01651	Prav.g_01609
OG0000828	Syam.g_01655	Prav.g_01612
OG0000829	Syam.g_01656	Prav.g_01613
OG0000830	Syam.g_01657	Prav.g_01614
OG0000831	Syam.g_01659	Prav.g_01616
OG0000832	Syam.g_01923	Prav.g_01622
OG0000833	Syam.g_01932	Prav.g_01630
OG0000834	Syam.g_01933	Prav.g_01631
OG0000835	Syam.g_01934	Prav.g_01632
OG0000836	Syam.g_01937	Prav.g_01633
OG0000837	Syam.g_01938	Prav.g_01634
OG0000838	Syam.g_01946	Prav.g_01636
OG0000839	Syam.g_01947	Prav.g_01637
OG0000840	Syam.g_01948	Prav.g_01638
OG0000841	Syam.g_01949	Prav.g_01639
OG0000842	Syam.g_01950	Prav.g_01640
OG0000843	Syam.g_01951	Prav.g_01641
OG0000844	Syam.g_01953	Prav.g_01642
OG0000845	Syam.g_01954	Prav.g_01643
OG0000846	Syam.g_01955	Prav.g_01644
OG0000847	Syam.g_01956	Prav.g_01645
OG0000848	Syam.g_01958	Prav.g_01646
OG0000849	Syam.g_01959	Prav.g_01647
OG0000850	Syam.g_01961	Prav.g_01649
OG0000851	Syam.g_01966	Prav.g_01650
OG0000852	Syam.g_01967	Prav.g_01651
OG0000853	Syam.g_01971	Prav.g_01655
OG0000854	Syam.g_01973	Prav.g_01657
OG0000855	Syam.g_01974	Prav.g_01658
OG0000856	Syam.g_01483	Prav.g_01671
OG0000857	Syam.g_01273	Prav.g_01699
OG0000858	Syam.g_01980	Prav.g_01755
OG0000859	Syam.g_01981	Prav.g_01756
OG0000860	Syam.g_01992	Prav.g_01763
OG0000861	Syam.g_01993	Prav.g_01764
OG0000862	Syam.g_01994	Prav.g_01765
OG0000863	Syam.g_01996	Prav.g_01767
OG0000864	Syam.g_01997	Prav.g_01768
OG0000865	Syam.g_01998	Prav.g_01769
OG0000866	Syam.g_01999	Prav.g_01770
OG0000867	Syam.g_02000	Prav.g_01771
OG0000868	Syam.g_02003	Prav.g_01772
OG0000869	Syam.g_02007	Prav.g_01776
OG0000870	Syam.g_02012	Prav.g_01781
OG0000871	Syam.g_02013	Prav.g_01782
OG0000872	Syam.g_02021	Prav.g_01783
OG0000873	Syam.g_02024	Prav.g_01786
OG0000874	Syam.g_02019	Prav.g_01789
OG0000875	Syam.g_02026	Prav.g_01790
OG0000876	Syam.g_01877	Prav.g_01791
OG0000877	Syam.g_01882	Prav.g_01793
OG0000878	Syam.g_01883	Prav.g_01794
OG0000879	Syam.g_01884	Prav.g_01795
OG0000880	Syam.g_01885	Prav.g_01796
OG0000881	Syam.g_01891	Prav.g_01800
OG0000882	Syam.g_01896	Prav.g_01805
OG0000883	Syam.g_01898	Prav.g_01807
OG0000884	Syam.g_01900	Prav.g_01809
OG0000885	Syam.g_01901	Prav.g_01810
OG0000886	Syam.g_01902	Prav.g_01811
OG0000887	Syam.g_01903	Prav.g_01812
OG0000888	Syam.g_01905	Prav.g_01814
OG0000889	Syam.g_01907	Prav.g_01816
OG0000890	Syam.g_01910	Prav.g_01817
OG0000891	Syam.g_01911	Prav.g_01818
OG0000892	Syam.g_01913	Prav.g_00264
OG0000893	Syam.g_00287	Prav.g_00268
OG0000894	Syam.g_00290	Prav.g_00270
OG0000895	Syam.g_00294	Prav.g_00273
OG0000896	Syam.g_00295	Prav.g_00274
OG0000897	Syam.g_00297	Prav.g_00276
OG0000898	Syam.g_00298	Prav.g_00277
OG0000899	Syam.g_00299	Prav.g_00278
OG0000900	Syam.g_00300	Prav.g_00279
OG0000901	Syam.g_00305	Prav.g_00282
OG0000902	Syam.g_00307	Prav.g_00284
OG0000903	Syam.g_00322	Prav.g_00287
OG0000904	Syam.g_00317	Prav.g_00289
OG0000905	Syam.g_00312	Prav.g_00294
OG0000906	Syam.g_00309	Prav.g_00295
OG0000907	Syam.g_00324	Prav.g_00590
OG0000908	Syam.g_00327	Prav.g_00593
OG0000909	Syam.g_00328	Prav.g_00594
OG0000910	Syam.g_00329	Prav.g_00595
OG0000911	Syam.g_00331	Prav.g_00597
OG0000912	Syam.g_00332	Prav.g_00598
OG0000913	Syam.g_00333	Prav.g_00599
OG0000914	Syam.g_00334	Prav.g_00600
OG0000915	Syam.g_00336	Prav.g_00601
OG0000916	Syam.g_00337	Prav.g_00602
OG0000917	Syam.g_00338	Prav.g_00603
OG0000918	Syam.g_00339	Prav.g_00604
OG0000919	Syam.g_00340	Prav.g_00605
OG0000920	Syam.g_00341	Prav.g_00606
OG0000921	Syam.g_00342	Prav.g_00607
OG0000922	Syam.g_00343	Prav.g_00608
OG0000923	Syam.g_00347	Prav.g_00612
OG0000924	Syam.g_00348	Prav.g_00613
OG0000925	Syam.g_00349	Prav.g_00614
OG0000926	Syam.g_00350	Prav.g_00615
OG0000927	Syam.g_00352	Prav.g_00617
OG0000928	Syam.g_00353	Prav.g_00618
OG0000929	Syam.g_00354	Prav.g_00619
OG0000930	Syam.g_00355	Prav.g_00620
OG0000931	Syam.g_00356	Prav.g_00621
OG0000932	Syam.g_00357	Prav.g_00622
OG0000933	Syam.g_00363	Prav.g_00626
OG0000934	Syam.g_00365	Prav.g_00628
OG0000935	Syam.g_00366	Prav.g_00629
OG0000936	Syam.g_00368	Prav.g_00630
OG0000937	Syam.g_00369	Prav.g_00631
OG0000938	Syam.g_00373	Prav.g_00633
OG0000939	Syam.g_00374	Prav.g_00634
OG0000940	Syam.g_00381	Prav.g_00641
OG0000941	Syam.g_00383	Prav.g_00643
OG0000942	Syam.g_00385	Prav.g_00645
OG0000943	Syam.g_00386	Prav.g_00646
OG0000944	Syam.g_00388	Prav.g_00647
OG0000945	Syam.g_00390	Prav.g_00648
OG0000946	Syam.g_00395	Prav.g_00653
OG0000947	Syam.g_00398	Prav.g_00655
OG0000948	Syam.g_00399	Prav.g_00656
OG0000949	Syam.g_00159	Prav.g_00659
OG0000950	Syam.g_00150	Prav.g_00664
OG0000951	Syam.g_00145	Prav.g_00668
OG0000952	Syam.g_00140	Prav.g_00672
OG0000953	Syam.g_00136	Prav.g_00675
OG0000954	Syam.g_00131	Prav.g_00679
OG0000955	Syam.g_00130	Prav.g_00680
OG0000956	Syam.g_00128	Prav.g_00682
OG0000957	Syam.g_00117	Prav.g_00687
OG0000958	Syam.g_00116	Prav.g_00688
OG0000959	Syam.g_00112	Prav.g_00692
OG0000960	Syam.g_00111	Prav.g_00693
OG0000961	Syam.g_00108	Prav.g_00695
OG0000962	Syam.g_00106	Prav.g_00697
OG0000963	Syam.g_00101	Prav.g_00701
OG0000964	Syam.g_00100	Prav.g_00702
OG0000965	Syam.g_00099	Prav.g_00703
OG0000966	Syam.g_00074	Prav.g_00710
OG0000967	Syam.g_00069	Prav.g_00714
OG0000968	Syam.g_00077	Prav.g_00716
OG0000969	Syam.g_00072	Prav.g_00717
OG0000970	Syam.g_00071	Prav.g_00718
OG0000971	Syam.g_00066	Prav.g_00719
OG0000972	Syam.g_00065	Prav.g_00720
OG0000973	Syam.g_00064	Prav.g_00721
OG0000974	Syam.g_00063	Prav.g_00722
OG0000975	Syam.g_00062	Prav.g_00723
OG0000976	Syam.g_00061	Prav.g_00724
OG0000977	Syam.g_00059	Prav.g_00725
OG0000978	Syam.g_00058	Prav.g_00726
OG0000979	Syam.g_00055	Prav.g_00729
OG0000980	Syam.g_00052	Prav.g_00731
OG0000981	Syam.g_00049	Prav.g_00733
OG0000982	Syam.g_02314	Prav.g_00735
OG0000983	Syam.g_02315	Prav.g_00736
OG0000984	Syam.g_02316	Prav.g_00737
OG0000985	Syam.g_02318	Prav.g_00740
OG0000986	Syam.g_02320	Prav.g_00742
OG0000987	Syam.g_02322	Prav.g_00743
OG0000988	Syam.g_02327	Prav.g_00746
OG0000989	Syam.g_02334	Prav.g_00750
OG0000990	Syam.g_02346	Prav.g_00753
OG0000991	Syam.g_02348	Prav.g_00754
OG0000992	Syam.g_02351	Prav.g_00756
OG0000993	Syam.g_02352	Prav.g_00757
OG0000994	Syam.g_02354	Prav.g_00758
OG0000995	Syam.g_02359	Prav.g_00762
OG0000996	Syam.g_02405	Prav.g_00763
OG0000997	Syam.g_02416	Prav.g_00764
OG0000998	Syam.g_02418	Prav.g_00766
OG0000999	Syam.g_02419	Prav.g_00767
OG0001000	Syam.g_02422	Prav.g_00770
OG0001001	Syam.g_02427	Prav.g_00772
OG0001002	Syam.g_02433	Prav.g_00776
OG0001003	Syam.g_02434	Prav.g_00778
OG0001004	Syam.g_02435	Prav.g_00779
OG0001005	Syam.g_02436	Prav.g_00780
OG0001006	Syam.g_02444	Prav.g_00784
OG0001007	Syam.g_02446	Prav.g_00786
OG0001008	Syam.g_01866	Prav.g_01036
OG0001009	Syam.g_00032	Prav.g_00095
OG0001010	Syam.g_00033	Prav.g_00096
OG0001011	Syam.g_00034	Prav.g_00097
OG0001012	Syam.g_02310	Prav.g_00114
OG0001013	Syam.g_02296	Prav.g_00119
OG0001014	Syam.g_02292	Prav.g_00122
OG0001015	Syam.g_02291	Prav.g_00123
OG0001016	Syam.g_02067	Prav.g_00138
OG0001017	Syam.g_02073	Prav.g_00142
OG0001018	Syam.g_02075	Prav.g_00145
OG0001019	Syam.g_02093	Prav.g_00154
OG0001020	Syam.g_02098	Prav.g_00155
OG0001021	Syam.g_02102	Prav.g_00156
OG0001022	Syam.g_02106	Prav.g_00159
OG0001023	Syam.g_02107	Prav.g_00160
OG0001024	Syam.g_02111	Prav.g_00163
OG0001025	Syam.g_02118	Prav.g_00169
OG0001026	Syam.g_02130	Prav.g_00176
OG0001027	Syam.g_02135	Prav.g_00177
OG0001028	Syam.g_02137	Prav.g_00179
OG0001029	Syam.g_02139	Prav.g_00180
OG0001030	Syam.g_02163	Prav.g_00195
OG0001031	Syam.g_02239	Prav.g_00852
OG0001032	Syam.g_02241	Prav.g_00851
OG0001033	Syam.g_02265	Prav.g_00830
OG0001034	Syam.g_00508	Prav.g_00802
OG0001035	Syam.g_00265	Prav.g_01901
OG0001036	Syam.g_00261	Prav.g_01906
OG0001037	Syam.g_00259	Prav.g_01907
OG0001038	Syam.g_00232	Prav.g_01924
OG0001039	Syam.g_00229	Prav.g_01927
OG0001040	Syam.g_00226	Prav.g_01929
OG0001041	Syam.g_00221	Prav.g_01933
OG0001042	Syam.g_00196	Prav.g_01950
OG0001043	Syam.g_00192	Prav.g_01951
OG0001044	Syam.g_00456	Prav.g_01979
OG0001045	Syam.g_00469	Prav.g_01988
OG0001046	Syam.g_01151	Prav.g_00996
OG0001047	Syam.g_01864	Prav.g_01038
OG0001048	Syam.g_01863	Prav.g_01039
OG0001049	Syam.g_01855	Prav.g_01041
OG0001050	Syam.g_01854	Prav.g_01042
OG0001051	Syam.g_01853	Prav.g_01043
OG0001052	Syam.g_01672	Prav.g_01069
OG0001053	Syam.g_00586	Prav.g_01081
OG0001054	Syam.g_00603	Prav.g_01096
OG0001055	Syam.g_00624	Prav.g_01115
OG0001056	Syam.g_00656	Prav.g_01134
OG0001057	Syam.g_00664	Prav.g_01139
OG0001058	Syam.g_00677	Prav.g_01147
OG0001059	Syam.g_00681	Prav.g_01151
OG0001060	Syam.g_00688	Prav.g_01158
OG0001061	Syam.g_01744	Prav.g_01171
OG0001062	Syam.g_01742	Prav.g_01173
OG0001063	Syam.g_01737	Prav.g_01175
OG0001064	Syam.g_01736	Prav.g_01176
OG0001065	Syam.g_01735	Prav.g_01177
OG0001066	Syam.g_01734	Prav.g_01178
OG0001067	Syam.g_01733	Prav.g_01179
OG0001068	Syam.g_01732	Prav.g_01180
OG0001069	Syam.g_01731	Prav.g_01181
OG0001070	Syam.g_01728	Prav.g_01184
OG0001071	Syam.g_01727	Prav.g_01185
OG0001072	Syam.g_01723	Prav.g_01186
OG0001073	Syam.g_01709	Prav.g_01200
OG0001074	Syam.g_01504	Prav.g_01211
OG0001075	Syam.g_01502	Prav.g_01212
OG0001076	Syam.g_01491	Prav.g_01222
OG0001077	Syam.g_01480	Prav.g_01226
OG0001078	Syam.g_01467	Prav.g_01234
OG0001079	Syam.g_01454	Prav.g_01245
OG0001080	Syam.g_01034	Prav.g_01251
OG0001081	Syam.g_01386	Prav.g_01253
OG0001082	Syam.g_01385	Prav.g_01254
OG0001083	Syam.g_01377	Prav.g_01259
OG0001084	Syam.g_01376	Prav.g_01260
OG0001085	Syam.g_01366	Prav.g_01268
OG0001086	Syam.g_01364	Prav.g_01269
OG0001087	Syam.g_00813	Prav.g_01286
OG0001088	Syam.g_00809	Prav.g_01287
OG0001089	Syam.g_00785	Prav.g_01295
OG0001090	Syam.g_01246	Prav.g_00307
OG0001091	Syam.g_01244	Prav.g_00309
OG0001092	Syam.g_01242	Prav.g_00310
OG0001093	Syam.g_01236	Prav.g_00315
OG0001094	Syam.g_01296	Prav.g_00391
OG0001095	Syam.g_01276	Prav.g_00410
OG0001096	Syam.g_01260	Prav.g_00423
OG0001097	Syam.g_00727	Prav.g_00441
OG0001098	Syam.g_01037	Prav.g_00456
OG0001099	Syam.g_02138	Prav.g_00487
OG0001100	Syam.g_01356	Prav.g_00491
OG0001101	Syam.g_01355	Prav.g_00493
OG0001103	Syam.g_01350	Prav.g_00498
OG0001104	Syam.g_01311	Prav.g_00520
OG0001105	Syam.g_01307	Prav.g_00524
OG0001106	Syam.g_01110	Prav.g_00547
OG0001107	Syam.g_01122	Prav.g_00554
OG0001108	Syam.g_01132	Prav.g_00558
OG0001109	Syam.g_01134	Prav.g_00559
OG0001110	Syam.g_01136	Prav.g_00561
OG0001111	Syam.g_01138	Prav.g_00562
OG0001112	Syam.g_01140	Prav.g_00563
OG0001113	Syam.g_01141	Prav.g_00564
OG0001114	Syam.g_01142	Prav.g_00565
OG0001115	Syam.g_01146	Prav.g_00567
OG0001116	Syam.g_01148	Prav.g_00568
OG0001117	Syam.g_01149	Prav.g_00569
OG0001118	Syam.g_01150	Prav.g_00570
OG0001119	Syam.g_01152	Prav.g_00571
OG0001120	Syam.g_01156	Prav.g_00573
OG0001121	Syam.g_00970	Prav.g_00031, Prav.g_00576
OG0001122	Syam.g_01184	Prav.g_00905
OG0001123	Syam.g_01191	Prav.g_00909
OG0001124	Syam.g_01194	Prav.g_00911
OG0001125	Syam.g_01196	Prav.g_00912
OG0001126	Syam.g_00757	Prav.g_00922
OG0001127	Syam.g_00758	Prav.g_00923
OG0001128	Syam.g_00764	Prav.g_00925
OG0001129	Syam.g_00766	Prav.g_00926
OG0001130	Syam.g_00767	Prav.g_00927
OG0001131	Syam.g_01337	Prav.g_00242
OG0001132	Syam.g_01020	Prav.g_00252
OG0001134	Syam.g_00915	Prav.g_00033
OG0001135	Syam.g_00917	Prav.g_00036
OG0001136	Syam.g_01797	Prav.g_00062
OG0001137	Syam.g_01780	Prav.g_00073
OG0001138	Syam.g_00898	Prav.g_01855
OG0001139	Syam.g_00896	Prav.g_01854
OG0001140	Syam.g_00895	Prav.g_01853
OG0001141	Syam.g_00894	Prav.g_01852
OG0001142	Syam.g_00892	Prav.g_01851
OG0001143	Syam.g_00883	Prav.g_01844
OG0001144	Syam.g_00873	Prav.g_01839
OG0001145	Syam.g_01817	Prav.g_01430
OG0001146	Syam.g_01836	Prav.g_01442
OG0001147	Syam.g_01665	Prav.g_01459
OG0001148	Syam.g_00573	Prav.g_01475
OG0001149	Syam.g_00572	Prav.g_01476
OG0001150	Syam.g_00571	Prav.g_01477
OG0001151	Syam.g_00558	Prav.g_01488
OG0001152	Syam.g_00557	Prav.g_01489
OG0001153	Syam.g_01652	Prav.g_01610
OG0001154	Syam.g_01654	Prav.g_01611
OG0001155	Syam.g_01925	Prav.g_01623
OG0001156	Syam.g_01928	Prav.g_01626
OG0001157	Syam.g_01929	Prav.g_01627
OG0001158	Syam.g_01930	Prav.g_01628
OG0001159	Syam.g_01931	Prav.g_01629
OG0001160	Syam.g_01969	Prav.g_01653
OG0001161	Syam.g_02338	Prav.g_01664
OG0001162	Syam.g_01257	Prav.g_01675
OG0001163	Syam.g_01977	Prav.g_01753
OG0001164	Syam.g_01983	Prav.g_01757
OG0001165	Syam.g_01988	Prav.g_01760
OG0001166	Syam.g_02011	Prav.g_01780
OG0001167	Syam.g_01888	Prav.g_01797
OG0001168	Syam.g_01890	Prav.g_01799
OG0001169	Syam.g_01892	Prav.g_01801
OG0001170	Syam.g_01894	Prav.g_01803
OG0001171	Syam.g_01904	Prav.g_01813
