Orthogroup	Syam	Prbg
OG0000559	Syam.g_00679	Prbg.g_00269
OG0000560	Syam.g_00682	Prbg.g_00272
OG0000561	Syam.g_00683	Prbg.g_00273
OG0000562	Syam.g_00684	Prbg.g_00274
OG0000563	Syam.g_00685	Prbg.g_00275
OG0000564	Syam.g_00686	Prbg.g_00276
OG0000565	Syam.g_00690	Prbg.g_00278
OG0000566	Syam.g_00694	Prbg.g_00282
OG0000567	Syam.g_00698	Prbg.g_00286
OG0000568	Syam.g_01751	Prbg.g_00287
OG0000569	Syam.g_01750	Prbg.g_00288
OG0000570	Syam.g_01749	Prbg.g_00289
OG0000571	Syam.g_01745	Prbg.g_00291
OG0000572	Syam.g_01729	Prbg.g_00305
OG0000573	Syam.g_01721	Prbg.g_00311
OG0000574	Syam.g_01720	Prbg.g_00312
OG0000575	Syam.g_01716	Prbg.g_00316
OG0000576	Syam.g_01714	Prbg.g_00318
OG0000577	Syam.g_01713	Prbg.g_00319
OG0000578	Syam.g_01712	Prbg.g_00320
OG0000579	Syam.g_01711	Prbg.g_00321
OG0000580	Syam.g_01710	Prbg.g_00322
OG0000581	Syam.g_01704	Prbg.g_00325
OG0000582	Syam.g_01513	Prbg.g_00328
OG0000583	Syam.g_01512	Prbg.g_00329
OG0000584	Syam.g_01511	Prbg.g_00330
OG0000585	Syam.g_01509	Prbg.g_00332
OG0000586	Syam.g_01508	Prbg.g_00333
OG0000587	Syam.g_01506	Prbg.g_00334
OG0000588	Syam.g_01498	Prbg.g_00338
OG0000589	Syam.g_01494	Prbg.g_00340
OG0000590	Syam.g_01493	Prbg.g_00341
OG0000591	Syam.g_01486	Prbg.g_00345
OG0000592	Syam.g_01485	Prbg.g_00346
OG0000593	Syam.g_01471	Prbg.g_01425
OG0000594	Syam.g_01470	Prbg.g_01424
OG0000595	Syam.g_01469	Prbg.g_01423
OG0000596	Syam.g_01465	Prbg.g_01419
OG0000597	Syam.g_01462	Prbg.g_01416
OG0000598	Syam.g_01461	Prbg.g_01415
OG0000599	Syam.g_01458	Prbg.g_01412
OG0000600	Syam.g_01457	Prbg.g_01411
OG0000601	Syam.g_01456	Prbg.g_01410
OG0000602	Syam.g_01451	Prbg.g_01408
OG0000603	Syam.g_01450	Prbg.g_01407
OG0000604	Syam.g_01447	Prbg.g_01406
OG0000605	Syam.g_01031	Prbg.g_01405
OG0000606	Syam.g_01387	Prbg.g_01402
OG0000607	Syam.g_01384	Prbg.g_01399
OG0000608	Syam.g_01383	Prbg.g_01398
OG0000609	Syam.g_01380	Prbg.g_01397
OG0000610	Syam.g_01373	Prbg.g_01391
OG0000611	Syam.g_01370	Prbg.g_01388
OG0000612	Syam.g_01369	Prbg.g_01387
OG0000613	Syam.g_00170	Prbg.g_01114
OG0000614	Syam.g_00801	Prbg.g_01135
OG0000615	Syam.g_01332	Prbg.g_01146
OG0000616	Syam.g_02430	Prbg.g_01939
OG0000617	Syam.g_01240	Prbg.g_01371
OG0000618	Syam.g_01239	Prbg.g_01370
OG0000619	Syam.g_01238	Prbg.g_01369
OG0000620	Syam.g_01233	Prbg.g_01366
OG0000621	Syam.g_01232	Prbg.g_01365
OG0000622	Syam.g_01231	Prbg.g_01364
OG0000623	Syam.g_01230	Prbg.g_01363
OG0000624	Syam.g_01228	Prbg.g_01361
OG0000625	Syam.g_01227	Prbg.g_01360
OG0000626	Syam.g_01226	Prbg.g_01359
OG0000627	Syam.g_01065	Prbg.g_01358
OG0000628	Syam.g_01067	Prbg.g_01357
OG0000629	Syam.g_01070	Prbg.g_01356
OG0000630	Syam.g_01074	Prbg.g_01353
OG0000631	Syam.g_01084	Prbg.g_01260
OG0000632	Syam.g_01085	Prbg.g_01261
OG0000633	Syam.g_01086	Prbg.g_01262
OG0000634	Syam.g_01294	Prbg.g_01155
OG0000635	Syam.g_01293	Prbg.g_01156
OG0000636	Syam.g_01291	Prbg.g_01158
OG0000637	Syam.g_01289	Prbg.g_01160
OG0000638	Syam.g_01288	Prbg.g_01161
OG0000639	Syam.g_01287	Prbg.g_01162
OG0000640	Syam.g_01286	Prbg.g_01163
OG0000641	Syam.g_01282	Prbg.g_01167
OG0000642	Syam.g_01281	Prbg.g_01168
OG0000643	Syam.g_01280	Prbg.g_01169
OG0000644	Syam.g_01279	Prbg.g_01170
OG0000645	Syam.g_01277	Prbg.g_01171
OG0000646	Syam.g_01274	Prbg.g_01173
OG0000647	Syam.g_01272	Prbg.g_01175
OG0000648	Syam.g_01269	Prbg.g_01177
OG0000649	Syam.g_01268	Prbg.g_01178
OG0000650	Syam.g_01267	Prbg.g_01179
OG0000651	Syam.g_01266	Prbg.g_01180
OG0000652	Syam.g_01265	Prbg.g_01181
OG0000653	Syam.g_01263	Prbg.g_01183
OG0000654	Syam.g_01262	Prbg.g_01184
OG0000655	Syam.g_01261	Prbg.g_01185
OG0000656	Syam.g_01258	Prbg.g_01188
OG0000657	Syam.g_00739	Prbg.g_01196
OG0000658	Syam.g_00735	Prbg.g_01198
OG0000659	Syam.g_00734	Prbg.g_01199
OG0000660	Syam.g_00730	Prbg.g_01203
OG0000661	Syam.g_00728	Prbg.g_01205
OG0000662	Syam.g_00726	Prbg.g_01207
OG0000663	Syam.g_00723	Prbg.g_01209
OG0000664	Syam.g_00722	Prbg.g_01210
OG0000665	Syam.g_02027	Prbg.g_01216
OG0000666	Syam.g_01030	Prbg.g_01217
OG0000667	Syam.g_00937	Prbg.g_01221
OG0000668	Syam.g_01185	Prbg.g_01062
OG0000669	Syam.g_01358	Prbg.g_01073
OG0000670	Syam.g_00528	Prbg.g_01076
OG0000671	Syam.g_01354	Prbg.g_01079
OG0000672	Syam.g_01351	Prbg.g_01082
OG0000673	Syam.g_01348	Prbg.g_01085
OG0000674	Syam.g_01346	Prbg.g_01087
OG0000675	Syam.g_01345	Prbg.g_01088
OG0000676	Syam.g_01343	Prbg.g_01090
OG0000677	Syam.g_01342	Prbg.g_01091
OG0000678	Syam.g_01339	Prbg.g_01093
OG0000679	Syam.g_01323	Prbg.g_01097
OG0000680	Syam.g_01322	Prbg.g_01098
OG0000681	Syam.g_01319	Prbg.g_01101
OG0000682	Syam.g_01318	Prbg.g_01102
OG0000683	Syam.g_01317	Prbg.g_01103
OG0000684	Syam.g_01312	Prbg.g_01105
OG0000685	Syam.g_01310	Prbg.g_01107
OG0000686	Syam.g_01309	Prbg.g_01108
OG0000687	Syam.g_01308	Prbg.g_01109
OG0000688	Syam.g_01304	Prbg.g_01383
OG0000689	Syam.g_01302	Prbg.g_01382
OG0000690	Syam.g_01301	Prbg.g_01381
OG0000691	Syam.g_01300	Prbg.g_01380
OG0000692	Syam.g_01299	Prbg.g_01378
OG0000693	Syam.g_01298	Prbg.g_01377
OG0000694	Syam.g_01297	Prbg.g_01376
OG0000695	Syam.g_01088	Prbg.g_01264
OG0000696	Syam.g_01089	Prbg.g_01265
OG0000697	Syam.g_01091	Prbg.g_01266
OG0000698	Syam.g_01094	Prbg.g_01269
OG0000699	Syam.g_01096	Prbg.g_01270
OG0000700	Syam.g_01097	Prbg.g_01271
OG0000701	Syam.g_01098	Prbg.g_01272
OG0000702	Syam.g_01106	Prbg.g_01274
OG0000703	Syam.g_01107	Prbg.g_01275
OG0000704	Syam.g_01109	Prbg.g_01277
OG0000705	Syam.g_01116	Prbg.g_01280
OG0000706	Syam.g_01117	Prbg.g_01281
OG0000707	Syam.g_01118	Prbg.g_01282
OG0000708	Syam.g_01121	Prbg.g_01284
OG0000709	Syam.g_01131	Prbg.g_01288
OG0000710	Syam.g_01135	Prbg.g_01291
OG0000711	Syam.g_01165	Prbg.g_01309
OG0000712	Syam.g_01167	Prbg.g_01310
OG0000713	Syam.g_01168	Prbg.g_01311
OG0000714	Syam.g_01170	Prbg.g_01312
OG0000715	Syam.g_01172	Prbg.g_01314
OG0000716	Syam.g_01176	Prbg.g_01316
OG0000717	Syam.g_01177	Prbg.g_01317
OG0000718	Syam.g_01181	Prbg.g_01321
OG0000719	Syam.g_01183	Prbg.g_01323
OG0000720	Syam.g_01197	Prbg.g_01335
OG0000721	Syam.g_01199	Prbg.g_01339
OG0000722	Syam.g_01200	Prbg.g_01340
OG0000723	Syam.g_01224	Prbg.g_01344
OG0000724	Syam.g_00768	Prbg.g_01239
OG0000725	Syam.g_00777	Prbg.g_01233
OG0000726	Syam.g_00778	Prbg.g_01232
OG0000727	Syam.g_00779	Prbg.g_01231
OG0000728	Syam.g_00781	Prbg.g_01229
OG0000729	Syam.g_00105	Prbg.g_00455
OG0000730	Syam.g_00454	Prbg.g_01528
OG0000731	Syam.g_00466	Prbg.g_00123
OG0000732	Syam.g_00051	Prbg.g_01890
OG0000733	Syam.g_02339	Prbg.g_00750
OG0000734	Syam.g_02128	Prbg.g_01502
OG0000735	Syam.g_01810	Prbg.g_01500
OG0000736	Syam.g_01809	Prbg.g_01499
OG0000737	Syam.g_01808	Prbg.g_01498
OG0000738	Syam.g_01803	Prbg.g_01494
OG0000739	Syam.g_01802	Prbg.g_01493
OG0000740	Syam.g_01801	Prbg.g_01492
OG0000741	Syam.g_01798	Prbg.g_01490
OG0000742	Syam.g_01796	Prbg.g_01487
OG0000743	Syam.g_01794	Prbg.g_01485
OG0000744	Syam.g_01793	Prbg.g_01484
OG0000745	Syam.g_01791	Prbg.g_01483
OG0000746	Syam.g_01789	Prbg.g_01481
OG0000747	Syam.g_01788	Prbg.g_01480
OG0000748	Syam.g_01779	Prbg.g_01476
OG0000749	Syam.g_01776	Prbg.g_01475
OG0000750	Syam.g_01775	Prbg.g_01474
OG0000751	Syam.g_01770	Prbg.g_01471
OG0000752	Syam.g_01768	Prbg.g_01469
OG0000753	Syam.g_01765	Prbg.g_01467
OG0000754	Syam.g_00910	Prbg.g_01464
OG0000755	Syam.g_00900	Prbg.g_01458
OG0000756	Syam.g_00899	Prbg.g_01457
OG0000757	Syam.g_00891	Prbg.g_01450
OG0000758	Syam.g_00890	Prbg.g_01449
OG0000759	Syam.g_00889	Prbg.g_01448
OG0000760	Syam.g_00888	Prbg.g_01447
OG0000761	Syam.g_00886	Prbg.g_01446
OG0000762	Syam.g_00884	Prbg.g_01445
OG0000763	Syam.g_00882	Prbg.g_01443
OG0000764	Syam.g_00881	Prbg.g_01442
OG0000765	Syam.g_00864	Prbg.g_01434
OG0000766	Syam.g_00863	Prbg.g_01433
OG0000767	Syam.g_00861	Prbg.g_01431
OG0000768	Syam.g_00860	Prbg.g_01430
OG0000769	Syam.g_00858	Prbg.g_01428
OG0000770	Syam.g_00855	Prbg.g_00351
OG0000771	Syam.g_00762	Prbg.g_00687
OG0000772	Syam.g_01005	Prbg.g_01576
OG0000773	Syam.g_01816	Prbg.g_00468
OG0000774	Syam.g_01820	Prbg.g_00470
OG0000775	Syam.g_01823	Prbg.g_00472
OG0000776	Syam.g_01824	Prbg.g_00473
OG0000777	Syam.g_01825	Prbg.g_00474
OG0000778	Syam.g_01826	Prbg.g_00475
OG0000779	Syam.g_01832	Prbg.g_00479
OG0000780	Syam.g_01835	Prbg.g_00480
OG0000781	Syam.g_01839	Prbg.g_00484
OG0000782	Syam.g_01840	Prbg.g_00485
OG0000783	Syam.g_01841	Prbg.g_00486
OG0000784	Syam.g_01842	Prbg.g_00487
OG0000785	Syam.g_01844	Prbg.g_00489
OG0000786	Syam.g_01700	Prbg.g_00492
OG0000787	Syam.g_01701	Prbg.g_00493
OG0000788	Syam.g_01455	Prbg.g_00218
OG0000789	Syam.g_01044	Prbg.g_00690
OG0000790	Syam.g_00570	Prbg.g_00534
OG0000791	Syam.g_00568	Prbg.g_00536
OG0000792	Syam.g_00567	Prbg.g_00537
OG0000793	Syam.g_00562	Prbg.g_00540
OG0000794	Syam.g_00561	Prbg.g_00541
OG0000795	Syam.g_00560	Prbg.g_00542
OG0000796	Syam.g_00556	Prbg.g_00546
OG0000797	Syam.g_00555	Prbg.g_00547
OG0000799	Syam.g_01585	Prbg.g_00574
OG0000800	Syam.g_01588	Prbg.g_00575
OG0000801	Syam.g_01589	Prbg.g_00576
OG0000802	Syam.g_01592	Prbg.g_00578
OG0000803	Syam.g_01597	Prbg.g_00580
OG0000804	Syam.g_01600	Prbg.g_00581
OG0000805	Syam.g_01602	Prbg.g_00583
OG0000806	Syam.g_01604	Prbg.g_00585
OG0000807	Syam.g_01606	Prbg.g_00586
OG0000808	Syam.g_01607	Prbg.g_00587
OG0000809	Syam.g_01610	Prbg.g_00589
OG0000810	Syam.g_01611	Prbg.g_00590
OG0000811	Syam.g_01616	Prbg.g_00594
OG0000812	Syam.g_01618	Prbg.g_00596
OG0000813	Syam.g_01619	Prbg.g_00597
OG0000814	Syam.g_01621	Prbg.g_00599
OG0000815	Syam.g_01622	Prbg.g_00600
OG0000816	Syam.g_01624	Prbg.g_00602
OG0000817	Syam.g_01625	Prbg.g_00603
OG0000818	Syam.g_01631	Prbg.g_00608
OG0000819	Syam.g_01632	Prbg.g_00609
OG0000820	Syam.g_01633	Prbg.g_00610
OG0000821	Syam.g_01639	Prbg.g_00614
OG0000822	Syam.g_01641	Prbg.g_00615
OG0000823	Syam.g_01642	Prbg.g_00616
OG0000824	Syam.g_01648	Prbg.g_00619
OG0000825	Syam.g_01649	Prbg.g_00620
OG0000826	Syam.g_01650	Prbg.g_00621
OG0000827	Syam.g_01651	Prbg.g_00622
OG0000828	Syam.g_01655	Prbg.g_00625
OG0000829	Syam.g_01656	Prbg.g_00626
OG0000830	Syam.g_01657	Prbg.g_00627
OG0000831	Syam.g_01659	Prbg.g_00629
OG0000832	Syam.g_01923	Prbg.g_00639
OG0000833	Syam.g_01932	Prbg.g_00648
OG0000834	Syam.g_01933	Prbg.g_00649
OG0000835	Syam.g_01934	Prbg.g_00650
OG0000836	Syam.g_01937	Prbg.g_00651
OG0000837	Syam.g_01938	Prbg.g_00652
OG0000838	Syam.g_01946	Prbg.g_00654
OG0000839	Syam.g_01947	Prbg.g_00655
OG0000840	Syam.g_01948	Prbg.g_00656
OG0000841	Syam.g_01949	Prbg.g_00657
OG0000842	Syam.g_01950	Prbg.g_00658
OG0000843	Syam.g_01951	Prbg.g_00659
OG0000844	Syam.g_01953	Prbg.g_00660
OG0000845	Syam.g_01954	Prbg.g_00661
OG0000846	Syam.g_01955	Prbg.g_00662
OG0000847	Syam.g_01956	Prbg.g_00663
OG0000848	Syam.g_01958	Prbg.g_00664
OG0000849	Syam.g_01959	Prbg.g_00665
OG0000850	Syam.g_01961	Prbg.g_00667
OG0000851	Syam.g_01966	Prbg.g_00668
OG0000852	Syam.g_01967	Prbg.g_00669
OG0000853	Syam.g_01971	Prbg.g_00675
OG0000854	Syam.g_01973	Prbg.g_00677
OG0000855	Syam.g_01974	Prbg.g_00678
OG0000856	Syam.g_01483	Prbg.g_00348
OG0000857	Syam.g_01273	Prbg.g_01174
OG0000858	Syam.g_01980	Prbg.g_01643
OG0000859	Syam.g_01981	Prbg.g_01644
OG0000860	Syam.g_01992	Prbg.g_01652
OG0000861	Syam.g_01993	Prbg.g_01653
OG0000862	Syam.g_01994	Prbg.g_01654
OG0000863	Syam.g_01996	Prbg.g_01656
OG0000864	Syam.g_01997	Prbg.g_01657
OG0000865	Syam.g_01998	Prbg.g_01658
OG0000866	Syam.g_01999	Prbg.g_01659
OG0000867	Syam.g_02000	Prbg.g_01660
OG0000868	Syam.g_02003	Prbg.g_01662
OG0000869	Syam.g_02007	Prbg.g_01665
OG0000870	Syam.g_02012	Prbg.g_01670
OG0000871	Syam.g_02013	Prbg.g_01671
OG0000872	Syam.g_02021	Prbg.g_01672
OG0000873	Syam.g_02024	Prbg.g_01675
OG0000874	Syam.g_02019	Prbg.g_01678
OG0000875	Syam.g_02026	Prbg.g_01679
OG0000876	Syam.g_01877	Prbg.g_01680
OG0000877	Syam.g_01882	Prbg.g_01682
OG0000878	Syam.g_01883	Prbg.g_01683
OG0000879	Syam.g_01884	Prbg.g_01684
OG0000880	Syam.g_01885	Prbg.g_01685
OG0000881	Syam.g_01891	Prbg.g_01689
OG0000882	Syam.g_01896	Prbg.g_01694
OG0000883	Syam.g_01898	Prbg.g_01696
OG0000884	Syam.g_01900	Prbg.g_01698
OG0000885	Syam.g_01901	Prbg.g_01699
OG0000886	Syam.g_01902	Prbg.g_01700
OG0000887	Syam.g_01903	Prbg.g_01701
OG0000888	Syam.g_01905	Prbg.g_01703
OG0000889	Syam.g_01907	Prbg.g_01705
OG0000890	Syam.g_01910	Prbg.g_01706
OG0000891	Syam.g_01911	Prbg.g_01707
OG0000892	Syam.g_01913	Prbg.g_01709
OG0000893	Syam.g_00287	Prbg.g_01713
OG0000894	Syam.g_00290	Prbg.g_01716
OG0000895	Syam.g_00294	Prbg.g_01720
OG0000896	Syam.g_00295	Prbg.g_01721
OG0000897	Syam.g_00297	Prbg.g_01723
OG0000898	Syam.g_00298	Prbg.g_01724
OG0000899	Syam.g_00299	Prbg.g_01725
OG0000900	Syam.g_00300	Prbg.g_01726
OG0000901	Syam.g_00305	Prbg.g_01729
OG0000902	Syam.g_00307	Prbg.g_01731
OG0000903	Syam.g_00322	Prbg.g_01735
OG0000904	Syam.g_00317	Prbg.g_01739
OG0000905	Syam.g_00312	Prbg.g_01733
OG0000906	Syam.g_00309	Prbg.g_01732
OG0000907	Syam.g_00324	Prbg.g_01742
OG0000908	Syam.g_00327	Prbg.g_01745
OG0000909	Syam.g_00328	Prbg.g_01746
OG0000910	Syam.g_00329	Prbg.g_01747
OG0000911	Syam.g_00331	Prbg.g_01749
OG0000912	Syam.g_00332	Prbg.g_01750
OG0000913	Syam.g_00333	Prbg.g_01751
OG0000914	Syam.g_00334	Prbg.g_01752
OG0000915	Syam.g_00336	Prbg.g_01753
OG0000916	Syam.g_00337	Prbg.g_01754
OG0000917	Syam.g_00338	Prbg.g_01755
OG0000918	Syam.g_00339	Prbg.g_01756
OG0000919	Syam.g_00340	Prbg.g_01757
OG0000920	Syam.g_00341	Prbg.g_01758
OG0000921	Syam.g_00342	Prbg.g_01759
OG0000922	Syam.g_00343	Prbg.g_01760
OG0000923	Syam.g_00347	Prbg.g_01764
OG0000924	Syam.g_00348	Prbg.g_01765
OG0000925	Syam.g_00349	Prbg.g_01766
OG0000926	Syam.g_00350	Prbg.g_01767
OG0000927	Syam.g_00352	Prbg.g_01769
OG0000928	Syam.g_00353	Prbg.g_01770
OG0000929	Syam.g_00354	Prbg.g_01771
OG0000930	Syam.g_00355	Prbg.g_01772
OG0000931	Syam.g_00356	Prbg.g_01773
OG0000932	Syam.g_00357	Prbg.g_01774
OG0000933	Syam.g_00363	Prbg.g_01778
OG0000934	Syam.g_00365	Prbg.g_01780
OG0000935	Syam.g_00366	Prbg.g_01781
OG0000936	Syam.g_00368	Prbg.g_01782
OG0000937	Syam.g_00369	Prbg.g_01783
OG0000938	Syam.g_00373	Prbg.g_01786
OG0000939	Syam.g_00374	Prbg.g_01787
OG0000940	Syam.g_00381	Prbg.g_01794
OG0000941	Syam.g_00383	Prbg.g_01796
OG0000942	Syam.g_00385	Prbg.g_01798
OG0000943	Syam.g_00386	Prbg.g_01799
OG0000944	Syam.g_00388	Prbg.g_01801
OG0000945	Syam.g_00390	Prbg.g_01802
OG0000946	Syam.g_00395	Prbg.g_01807
OG0000947	Syam.g_00398	Prbg.g_01809
OG0000948	Syam.g_00399	Prbg.g_01810
OG0000949	Syam.g_00159	Prbg.g_01813
OG0000950	Syam.g_00150	Prbg.g_01820
OG0000951	Syam.g_00145	Prbg.g_01824
OG0000952	Syam.g_00140	Prbg.g_01828
OG0000953	Syam.g_00136	Prbg.g_01832
OG0000954	Syam.g_00131	Prbg.g_01836
OG0000955	Syam.g_00130	Prbg.g_01837
OG0000956	Syam.g_00128	Prbg.g_01839
OG0000957	Syam.g_00117	Prbg.g_01845
OG0000958	Syam.g_00116	Prbg.g_01846
OG0000959	Syam.g_00112	Prbg.g_01850
OG0000960	Syam.g_00111	Prbg.g_01851
OG0000961	Syam.g_00108	Prbg.g_01854
OG0000962	Syam.g_00106	Prbg.g_01856
OG0000963	Syam.g_00101	Prbg.g_01860
OG0000964	Syam.g_00100	Prbg.g_01861
OG0000965	Syam.g_00099	Prbg.g_01862
OG0000966	Syam.g_00074	Prbg.g_01868
OG0000967	Syam.g_00069	Prbg.g_01872
OG0000968	Syam.g_00077	Prbg.g_01874
OG0000969	Syam.g_00072	Prbg.g_01875
OG0000970	Syam.g_00071	Prbg.g_01876
OG0000971	Syam.g_00066	Prbg.g_01877
OG0000972	Syam.g_00065	Prbg.g_01878
OG0000973	Syam.g_00064	Prbg.g_01879
OG0000974	Syam.g_00063	Prbg.g_01880
OG0000975	Syam.g_00062	Prbg.g_01881
OG0000976	Syam.g_00061	Prbg.g_01882
OG0000977	Syam.g_00059	Prbg.g_01883
OG0000978	Syam.g_00058	Prbg.g_01884
OG0000979	Syam.g_00055	Prbg.g_01887
OG0000980	Syam.g_00052	Prbg.g_01889
OG0000981	Syam.g_00049	Prbg.g_01892
OG0000982	Syam.g_02314	Prbg.g_01894
OG0000983	Syam.g_02315	Prbg.g_01895
OG0000984	Syam.g_02316	Prbg.g_01896
OG0000985	Syam.g_02318	Prbg.g_01899
OG0000986	Syam.g_02320	Prbg.g_01901
OG0000987	Syam.g_02322	Prbg.g_01902
OG0000988	Syam.g_02327	Prbg.g_01905
OG0000989	Syam.g_02334	Prbg.g_01909
OG0000990	Syam.g_02346	Prbg.g_01913
OG0000991	Syam.g_02348	Prbg.g_01914
OG0000992	Syam.g_02351	Prbg.g_01917
OG0000993	Syam.g_02352	Prbg.g_01918
OG0000994	Syam.g_02354	Prbg.g_01919
OG0000995	Syam.g_02359	Prbg.g_01923
OG0000996	Syam.g_02405	Prbg.g_01924
OG0000997	Syam.g_02416	Prbg.g_01927
OG0000998	Syam.g_02418	Prbg.g_01929
OG0000999	Syam.g_02419	Prbg.g_01930
OG0001000	Syam.g_02422	Prbg.g_01933
OG0001001	Syam.g_02427	Prbg.g_01936
OG0001002	Syam.g_02433	Prbg.g_00758
OG0001003	Syam.g_02434	Prbg.g_00759
OG0001004	Syam.g_02435	Prbg.g_00760
OG0001005	Syam.g_02436	Prbg.g_00761
OG0001006	Syam.g_02444	Prbg.g_00765
OG0001007	Syam.g_02446	Prbg.g_00767
OG0001008	Syam.g_01866	Prbg.g_00157
OG0001009	Syam.g_00032	Prbg.g_00847
OG0001010	Syam.g_00033	Prbg.g_00846
OG0001011	Syam.g_00034	Prbg.g_00844
OG0001012	Syam.g_02310	Prbg.g_00830
OG0001013	Syam.g_02296	Prbg.g_00823
OG0001014	Syam.g_02292	Prbg.g_00820
OG0001015	Syam.g_02291	Prbg.g_00818
OG0001016	Syam.g_02067	Prbg.g_00796
OG0001017	Syam.g_02073	Prbg.g_00792
OG0001018	Syam.g_02075	Prbg.g_00790
OG0001019	Syam.g_02093	Prbg.g_00781
OG0001020	Syam.g_02098	Prbg.g_00780
OG0001021	Syam.g_02102	Prbg.g_00861
OG0001022	Syam.g_02106	Prbg.g_00864
OG0001023	Syam.g_02107	Prbg.g_00865
OG0001024	Syam.g_02111	Prbg.g_00869
OG0001025	Syam.g_02118	Prbg.g_00876
OG0001026	Syam.g_02130	Prbg.g_00885
OG0001027	Syam.g_02135	Prbg.g_00886
OG0001028	Syam.g_02137	Prbg.g_00888
OG0001029	Syam.g_02139	Prbg.g_00889
OG0001030	Syam.g_02163	Prbg.g_00905
OG0001031	Syam.g_02239	Prbg.g_00965
OG0001032	Syam.g_02241	Prbg.g_00966
OG0001033	Syam.g_02265	Prbg.g_00987
OG0001034	Syam.g_00508	Prbg.g_01018
OG0001035	Syam.g_00265	Prbg.g_01038
OG0001036	Syam.g_00261	Prbg.g_01042
OG0001037	Syam.g_00259	Prbg.g_01043
OG0001038	Syam.g_00232	Prbg.g_00057
OG0001039	Syam.g_00229	Prbg.g_00060
OG0001040	Syam.g_00226	Prbg.g_00062
OG0001041	Syam.g_00221	Prbg.g_00067
OG0001042	Syam.g_00196	Prbg.g_00084
OG0001043	Syam.g_00192	Prbg.g_00085
OG0001044	Syam.g_00456	Prbg.g_00116
OG0001045	Syam.g_00469	Prbg.g_00125
OG0001046	Syam.g_01151	Prbg.g_01602
OG0001047	Syam.g_01864	Prbg.g_00159
OG0001048	Syam.g_01863	Prbg.g_00160
OG0001049	Syam.g_01855	Prbg.g_00162
OG0001050	Syam.g_01854	Prbg.g_00163
OG0001051	Syam.g_01853	Prbg.g_00164
OG0001052	Syam.g_01672	Prbg.g_00190
OG0001053	Syam.g_00586	Prbg.g_00202
OG0001054	Syam.g_00603	Prbg.g_00217
OG0001055	Syam.g_00624	Prbg.g_00236
OG0001056	Syam.g_00656	Prbg.g_00253
OG0001057	Syam.g_00664	Prbg.g_00258
OG0001058	Syam.g_00677	Prbg.g_00267
OG0001059	Syam.g_00681	Prbg.g_00271
OG0001060	Syam.g_00688	Prbg.g_00277
OG0001061	Syam.g_01744	Prbg.g_00292
OG0001062	Syam.g_01742	Prbg.g_00294
OG0001063	Syam.g_01737	Prbg.g_00296
OG0001064	Syam.g_01736	Prbg.g_00297
OG0001065	Syam.g_01735	Prbg.g_00298
OG0001066	Syam.g_01734	Prbg.g_00299
OG0001067	Syam.g_01733	Prbg.g_00300
OG0001068	Syam.g_01732	Prbg.g_00301
OG0001069	Syam.g_01731	Prbg.g_00302
OG0001070	Syam.g_01728	Prbg.g_00306
OG0001071	Syam.g_01727	Prbg.g_00307
OG0001072	Syam.g_01723	Prbg.g_00309
OG0001073	Syam.g_01709	Prbg.g_00323
OG0001074	Syam.g_01504	Prbg.g_00335
OG0001075	Syam.g_01502	Prbg.g_00336
OG0001076	Syam.g_01491	Prbg.g_00343
OG0001077	Syam.g_01480	Prbg.g_00349
OG0001078	Syam.g_01467	Prbg.g_01421
OG0001079	Syam.g_01454	Prbg.g_01409
OG0001080	Syam.g_01034	Prbg.g_01403
OG0001081	Syam.g_01386	Prbg.g_01401
OG0001082	Syam.g_01385	Prbg.g_01400
OG0001083	Syam.g_01377	Prbg.g_01395
OG0001084	Syam.g_01376	Prbg.g_01394
OG0001085	Syam.g_01366	Prbg.g_01111
OG0001086	Syam.g_01364	Prbg.g_01112
OG0001087	Syam.g_00813	Prbg.g_01130
OG0001088	Syam.g_00809	Prbg.g_01131
OG0001089	Syam.g_00785	Prbg.g_01142
OG0001090	Syam.g_01246	Prbg.g_01152
OG0001091	Syam.g_01244	Prbg.g_01374
OG0001092	Syam.g_01242	Prbg.g_01373
OG0001093	Syam.g_01236	Prbg.g_01368
OG0001094	Syam.g_01296	Prbg.g_01375
OG0001095	Syam.g_01276	Prbg.g_01172
OG0001096	Syam.g_01260	Prbg.g_01186
OG0001097	Syam.g_00727	Prbg.g_01206
OG0001098	Syam.g_01037	Prbg.g_01225
OG0001099	Syam.g_02138	Prbg.g_01067
OG0001100	Syam.g_01356	Prbg.g_01075
OG0001101	Syam.g_01355	Prbg.g_01078
OG0001103	Syam.g_01350	Prbg.g_01083
OG0001104	Syam.g_01311	Prbg.g_01106
OG0001105	Syam.g_01307	Prbg.g_01110
OG0001106	Syam.g_01110	Prbg.g_01278
OG0001107	Syam.g_01122	Prbg.g_01285
OG0001108	Syam.g_01132	Prbg.g_01289
OG0001109	Syam.g_01134	Prbg.g_01290
OG0001110	Syam.g_01136	Prbg.g_01292
OG0001111	Syam.g_01138	Prbg.g_01293
OG0001112	Syam.g_01140	Prbg.g_01294
OG0001113	Syam.g_01141	Prbg.g_01295
OG0001114	Syam.g_01142	Prbg.g_01296
OG0001115	Syam.g_01146	Prbg.g_01298
OG0001116	Syam.g_01148	Prbg.g_01299
OG0001117	Syam.g_01149	Prbg.g_01300
OG0001118	Syam.g_01150	Prbg.g_01301
OG0001119	Syam.g_01152	Prbg.g_01302
