Orthogroup	Syam	Prbh
OG0000560	Syam.g_00682	Prbh.g_00276
OG0000561	Syam.g_00683	Prbh.g_00275
OG0000562	Syam.g_00684	Prbh.g_00274
OG0000563	Syam.g_00685	Prbh.g_00273
OG0000564	Syam.g_00686	Prbh.g_00272
OG0000565	Syam.g_00690	Prbh.g_00269
OG0000566	Syam.g_00694	Prbh.g_00265
OG0000567	Syam.g_00698	Prbh.g_00261
OG0000568	Syam.g_01751	Prbh.g_00260
OG0000569	Syam.g_01750	Prbh.g_00259
OG0000570	Syam.g_01749	Prbh.g_00258
OG0000571	Syam.g_01745	Prbh.g_00256
OG0000572	Syam.g_01729	Prbh.g_00244
OG0000573	Syam.g_01721	Prbh.g_00238
OG0000574	Syam.g_01720	Prbh.g_00237
OG0000575	Syam.g_01716	Prbh.g_00233
OG0000576	Syam.g_01714	Prbh.g_00231
OG0000577	Syam.g_01713	Prbh.g_00230
OG0000578	Syam.g_01712	Prbh.g_00229
OG0000579	Syam.g_01711	Prbh.g_00228
OG0000580	Syam.g_01710	Prbh.g_00227
OG0000581	Syam.g_01704	Prbh.g_00224
OG0000582	Syam.g_01513	Prbh.g_00221
OG0000583	Syam.g_01512	Prbh.g_00220
OG0000584	Syam.g_01511	Prbh.g_00219
OG0000585	Syam.g_01509	Prbh.g_00217
OG0000586	Syam.g_01508	Prbh.g_00216
OG0000587	Syam.g_01506	Prbh.g_00215
OG0000588	Syam.g_01498	Prbh.g_01465
OG0000589	Syam.g_01494	Prbh.g_01462
OG0000590	Syam.g_01493	Prbh.g_01461
OG0000591	Syam.g_01486	Prbh.g_01457
OG0000592	Syam.g_01485	Prbh.g_01456
OG0000593	Syam.g_01471	Prbh.g_01221
OG0000594	Syam.g_01470	Prbh.g_01220
OG0000595	Syam.g_01469	Prbh.g_01219
OG0000596	Syam.g_01465	Prbh.g_01216
OG0000597	Syam.g_01462	Prbh.g_01213
OG0000598	Syam.g_01461	Prbh.g_01212
OG0000599	Syam.g_01458	Prbh.g_01209
OG0000600	Syam.g_01457	Prbh.g_01208
OG0000601	Syam.g_01456	Prbh.g_01207
OG0000602	Syam.g_01451	Prbh.g_01205
OG0000603	Syam.g_01450	Prbh.g_01204
OG0000604	Syam.g_01447	Prbh.g_01203
OG0000605	Syam.g_01031	Prbh.g_01202
OG0000606	Syam.g_01387	Prbh.g_01199
OG0000607	Syam.g_01384	Prbh.g_01196
OG0000608	Syam.g_01383	Prbh.g_01195
OG0000609	Syam.g_01380	Prbh.g_01194
OG0000610	Syam.g_01373	Prbh.g_01188
OG0000611	Syam.g_01370	Prbh.g_01185
OG0000612	Syam.g_01369	Prbh.g_01184
OG0000613	Syam.g_00170	Prbh.g_00907
OG0000614	Syam.g_00801	Prbh.g_00928
OG0000615	Syam.g_01332	Prbh.g_00939
OG0000616	Syam.g_02430	Prbh.g_01487
OG0000617	Syam.g_01240	Prbh.g_01167
OG0000618	Syam.g_01239	Prbh.g_01166
OG0000619	Syam.g_01238	Prbh.g_01165
OG0000620	Syam.g_01233	Prbh.g_01162
OG0000621	Syam.g_01232	Prbh.g_01161
OG0000622	Syam.g_01231	Prbh.g_01160
OG0000623	Syam.g_01230	Prbh.g_01159
OG0000624	Syam.g_01228	Prbh.g_01157
OG0000625	Syam.g_01227	Prbh.g_01156
OG0000626	Syam.g_01226	Prbh.g_01155
OG0000627	Syam.g_01065	Prbh.g_01154
OG0000628	Syam.g_01067	Prbh.g_01153
OG0000629	Syam.g_01070	Prbh.g_01151
OG0000630	Syam.g_01074	Prbh.g_01148
OG0000631	Syam.g_01084	Prbh.g_01056
OG0000632	Syam.g_01085	Prbh.g_01057
OG0000633	Syam.g_01086	Prbh.g_01058
OG0000634	Syam.g_01294	Prbh.g_00949
OG0000635	Syam.g_01293	Prbh.g_00950
OG0000636	Syam.g_01291	Prbh.g_00952
OG0000637	Syam.g_01289	Prbh.g_00954
OG0000638	Syam.g_01288	Prbh.g_00955
OG0000639	Syam.g_01287	Prbh.g_00956
OG0000640	Syam.g_01286	Prbh.g_00957
OG0000641	Syam.g_01282	Prbh.g_00961
OG0000642	Syam.g_01281	Prbh.g_00962
OG0000643	Syam.g_01280	Prbh.g_00963
OG0000644	Syam.g_01279	Prbh.g_00964
OG0000645	Syam.g_01277	Prbh.g_00965
OG0000646	Syam.g_01274	Prbh.g_00967
OG0000647	Syam.g_01272	Prbh.g_00969
OG0000648	Syam.g_01269	Prbh.g_00971
OG0000649	Syam.g_01268	Prbh.g_00972
OG0000650	Syam.g_01267	Prbh.g_00973
OG0000651	Syam.g_01266	Prbh.g_00974
OG0000652	Syam.g_01265	Prbh.g_00975
OG0000653	Syam.g_01263	Prbh.g_00977
OG0000654	Syam.g_01262	Prbh.g_00978
OG0000655	Syam.g_01261	Prbh.g_00979
OG0000656	Syam.g_01258	Prbh.g_00982
OG0000657	Syam.g_00739	Prbh.g_00989
OG0000658	Syam.g_00735	Prbh.g_00991
OG0000659	Syam.g_00734	Prbh.g_00992
OG0000660	Syam.g_00730	Prbh.g_00996
OG0000661	Syam.g_00728	Prbh.g_00998
OG0000662	Syam.g_00726	Prbh.g_01001
OG0000663	Syam.g_00723	Prbh.g_01003
OG0000664	Syam.g_00722	Prbh.g_01004
OG0000665	Syam.g_02027	Prbh.g_01010
OG0000666	Syam.g_01030	Prbh.g_01011
OG0000667	Syam.g_00937	Prbh.g_01015
OG0000668	Syam.g_01185	Prbh.g_00857
OG0000669	Syam.g_01358	Prbh.g_00868
OG0000670	Syam.g_00528	Prbh.g_00871
OG0000671	Syam.g_01354	Prbh.g_00873
OG0000672	Syam.g_01351	Prbh.g_00876
OG0000673	Syam.g_01348	Prbh.g_00879
OG0000674	Syam.g_01346	Prbh.g_00881
OG0000675	Syam.g_01345	Prbh.g_00882
OG0000676	Syam.g_01343	Prbh.g_00884
OG0000677	Syam.g_01342	Prbh.g_00885
OG0000678	Syam.g_01339	Prbh.g_00887
OG0000679	Syam.g_01323	Prbh.g_00891
OG0000680	Syam.g_01322	Prbh.g_00892
OG0000681	Syam.g_01319	Prbh.g_00895
OG0000682	Syam.g_01318	Prbh.g_00896
OG0000683	Syam.g_01317	Prbh.g_00897
OG0000684	Syam.g_01312	Prbh.g_00898
OG0000685	Syam.g_01310	Prbh.g_00900
OG0000686	Syam.g_01309	Prbh.g_00901
OG0000687	Syam.g_01308	Prbh.g_00902
OG0000688	Syam.g_01304	Prbh.g_01179
OG0000689	Syam.g_01302	Prbh.g_01178
OG0000690	Syam.g_01301	Prbh.g_01177
OG0000691	Syam.g_01300	Prbh.g_01176
OG0000692	Syam.g_01299	Prbh.g_01174
OG0000693	Syam.g_01298	Prbh.g_01173
OG0000694	Syam.g_01297	Prbh.g_01172
OG0000695	Syam.g_01088	Prbh.g_01060
OG0000696	Syam.g_01089	Prbh.g_01061
OG0000697	Syam.g_01091	Prbh.g_01062
OG0000698	Syam.g_01094	Prbh.g_01065
OG0000699	Syam.g_01096	Prbh.g_01066
OG0000700	Syam.g_01097	Prbh.g_01067
OG0000701	Syam.g_01098	Prbh.g_01068
OG0000702	Syam.g_01106	Prbh.g_01070
OG0000703	Syam.g_01107	Prbh.g_01071
OG0000704	Syam.g_01109	Prbh.g_01073
OG0000705	Syam.g_01116	Prbh.g_01079
OG0000706	Syam.g_01117	Prbh.g_01080
OG0000707	Syam.g_01118	Prbh.g_01081
OG0000708	Syam.g_01121	Prbh.g_01083
OG0000709	Syam.g_01131	Prbh.g_01087
OG0000710	Syam.g_01135	Prbh.g_01090
OG0000711	Syam.g_01165	Prbh.g_01106
OG0000712	Syam.g_01167	Prbh.g_01107
OG0000713	Syam.g_01168	Prbh.g_01108
OG0000714	Syam.g_01170	Prbh.g_01109
OG0000715	Syam.g_01172	Prbh.g_01111
OG0000716	Syam.g_01176	Prbh.g_01113
OG0000717	Syam.g_01177	Prbh.g_01114
OG0000718	Syam.g_01181	Prbh.g_01116
OG0000719	Syam.g_01183	Prbh.g_01118
OG0000720	Syam.g_01197	Prbh.g_01129
OG0000721	Syam.g_01199	Prbh.g_01133
OG0000722	Syam.g_01200	Prbh.g_01134
OG0000723	Syam.g_01224	Prbh.g_01138
OG0000724	Syam.g_00768	Prbh.g_01036
OG0000725	Syam.g_00777	Prbh.g_01030
OG0000726	Syam.g_00778	Prbh.g_01029
OG0000727	Syam.g_00779	Prbh.g_01028
OG0000728	Syam.g_00781	Prbh.g_01026
OG0000729	Syam.g_00105	Prbh.g_01351
OG0000730	Syam.g_00454	Prbh.g_01325
OG0000731	Syam.g_00466	Prbh.g_00432
OG0000733	Syam.g_02339	Prbh.g_01867
OG0000734	Syam.g_02128	Prbh.g_01299
OG0000735	Syam.g_01810	Prbh.g_01297
OG0000736	Syam.g_01809	Prbh.g_01296
OG0000737	Syam.g_01808	Prbh.g_01295
OG0000738	Syam.g_01803	Prbh.g_01291
OG0000739	Syam.g_01802	Prbh.g_01290
OG0000740	Syam.g_01801	Prbh.g_01289
OG0000741	Syam.g_01798	Prbh.g_01287
OG0000742	Syam.g_01796	Prbh.g_01284
OG0000743	Syam.g_01794	Prbh.g_01282
OG0000744	Syam.g_01793	Prbh.g_01280
OG0000745	Syam.g_01791	Prbh.g_01279
OG0000746	Syam.g_01789	Prbh.g_01277
OG0000747	Syam.g_01788	Prbh.g_01276
OG0000748	Syam.g_01779	Prbh.g_01272
OG0000749	Syam.g_01776	Prbh.g_01271
OG0000750	Syam.g_01775	Prbh.g_01270
OG0000751	Syam.g_01770	Prbh.g_01267
OG0000752	Syam.g_01768	Prbh.g_01265
OG0000753	Syam.g_01765	Prbh.g_01262
OG0000754	Syam.g_00910	Prbh.g_01260
OG0000755	Syam.g_00900	Prbh.g_01254
OG0000756	Syam.g_00899	Prbh.g_01253
OG0000757	Syam.g_00891	Prbh.g_01246
OG0000758	Syam.g_00890	Prbh.g_01245
OG0000759	Syam.g_00889	Prbh.g_01244
OG0000760	Syam.g_00888	Prbh.g_01243
OG0000761	Syam.g_00886	Prbh.g_01242
OG0000762	Syam.g_00884	Prbh.g_01241
OG0000763	Syam.g_00882	Prbh.g_01239
OG0000764	Syam.g_00881	Prbh.g_01238
OG0000765	Syam.g_00864	Prbh.g_01230
OG0000766	Syam.g_00863	Prbh.g_01229
OG0000767	Syam.g_00861	Prbh.g_01227
OG0000768	Syam.g_00860	Prbh.g_01226
OG0000769	Syam.g_00858	Prbh.g_01224
OG0000770	Syam.g_00855	Prbh.g_01451
OG0000771	Syam.g_00762	Prbh.g_01397
OG0000772	Syam.g_01005	Prbh.g_01845
OG0000773	Syam.g_01816	Prbh.g_01364
OG0000774	Syam.g_01820	Prbh.g_01366
OG0000775	Syam.g_01823	Prbh.g_01368
OG0000776	Syam.g_01824	Prbh.g_01369
OG0000777	Syam.g_01825	Prbh.g_01370
OG0000778	Syam.g_01826	Prbh.g_01371
OG0000779	Syam.g_01832	Prbh.g_01375
OG0000780	Syam.g_01835	Prbh.g_01376
OG0000781	Syam.g_01839	Prbh.g_01379
OG0000782	Syam.g_01840	Prbh.g_01380
OG0000783	Syam.g_01841	Prbh.g_01381
OG0000784	Syam.g_01842	Prbh.g_01382
OG0000785	Syam.g_01844	Prbh.g_01384
OG0000786	Syam.g_01700	Prbh.g_01387
OG0000787	Syam.g_01701	Prbh.g_01388
OG0000788	Syam.g_01455	Prbh.g_00206
OG0000789	Syam.g_01044	Prbh.g_00196
OG0000790	Syam.g_00570	Prbh.g_00014
OG0000791	Syam.g_00568	Prbh.g_00016
OG0000792	Syam.g_00567	Prbh.g_00017
OG0000793	Syam.g_00562	Prbh.g_00021
OG0000794	Syam.g_00561	Prbh.g_00022
OG0000795	Syam.g_00560	Prbh.g_00023
OG0000796	Syam.g_00556	Prbh.g_00027
OG0000797	Syam.g_00555	Prbh.g_00028
OG0000798	Syam.g_00233	Prbh.g_00033
OG0000799	Syam.g_01585	Prbh.g_00079
OG0000800	Syam.g_01588	Prbh.g_00080
OG0000801	Syam.g_01589	Prbh.g_00081
OG0000802	Syam.g_01592	Prbh.g_00083
OG0000803	Syam.g_01597	Prbh.g_00085
OG0000804	Syam.g_01600	Prbh.g_00086
OG0000805	Syam.g_01602	Prbh.g_00088
OG0000806	Syam.g_01604	Prbh.g_00090
OG0000807	Syam.g_01606	Prbh.g_00091
OG0000808	Syam.g_01607	Prbh.g_00092
OG0000809	Syam.g_01610	Prbh.g_00094
OG0000810	Syam.g_01611	Prbh.g_00095
OG0000811	Syam.g_01616	Prbh.g_00102
OG0000812	Syam.g_01618	Prbh.g_00104
OG0000813	Syam.g_01619	Prbh.g_00105
OG0000814	Syam.g_01621	Prbh.g_00107
OG0000815	Syam.g_01622	Prbh.g_00108
OG0000816	Syam.g_01624	Prbh.g_00110
OG0000817	Syam.g_01625	Prbh.g_00111
OG0000818	Syam.g_01631	Prbh.g_00116
OG0000819	Syam.g_01632	Prbh.g_00117
OG0000820	Syam.g_01633	Prbh.g_00118
OG0000821	Syam.g_01639	Prbh.g_00122
OG0000822	Syam.g_01641	Prbh.g_00123
OG0000823	Syam.g_01642	Prbh.g_00124
OG0000824	Syam.g_01648	Prbh.g_00127
OG0000825	Syam.g_01649	Prbh.g_00128
OG0000826	Syam.g_01650	Prbh.g_00129
OG0000827	Syam.g_01651	Prbh.g_00130
OG0000828	Syam.g_01655	Prbh.g_00133
OG0000829	Syam.g_01656	Prbh.g_00134
OG0000830	Syam.g_01657	Prbh.g_00135
OG0000831	Syam.g_01659	Prbh.g_00137
OG0000832	Syam.g_01923	Prbh.g_00147
OG0000833	Syam.g_01932	Prbh.g_00156
OG0000834	Syam.g_01933	Prbh.g_00157
OG0000835	Syam.g_01934	Prbh.g_00158
OG0000836	Syam.g_01937	Prbh.g_00159
OG0000837	Syam.g_01938	Prbh.g_00160
OG0000838	Syam.g_01946	Prbh.g_00163
OG0000839	Syam.g_01947	Prbh.g_00164
OG0000840	Syam.g_01948	Prbh.g_00165
OG0000841	Syam.g_01949	Prbh.g_00166
OG0000842	Syam.g_01950	Prbh.g_00167
OG0000843	Syam.g_01951	Prbh.g_00168
OG0000844	Syam.g_01953	Prbh.g_00169
OG0000845	Syam.g_01954	Prbh.g_00170
OG0000846	Syam.g_01955	Prbh.g_00171
OG0000847	Syam.g_01956	Prbh.g_00172
OG0000848	Syam.g_01958	Prbh.g_00173
OG0000849	Syam.g_01959	Prbh.g_00174
OG0000850	Syam.g_01961	Prbh.g_00176
OG0000851	Syam.g_01966	Prbh.g_00177
OG0000852	Syam.g_01967	Prbh.g_00178
OG0000853	Syam.g_01971	Prbh.g_00183
OG0000854	Syam.g_01973	Prbh.g_00185
OG0000855	Syam.g_01974	Prbh.g_00186
OG0000856	Syam.g_01483	Prbh.g_01454
OG0000857	Syam.g_01273	Prbh.g_00968
OG0000858	Syam.g_01980	Prbh.g_01789
OG0000859	Syam.g_01981	Prbh.g_01788
OG0000860	Syam.g_01992	Prbh.g_01780
OG0000861	Syam.g_01993	Prbh.g_01779
OG0000862	Syam.g_01994	Prbh.g_01778
OG0000863	Syam.g_01996	Prbh.g_01776
OG0000864	Syam.g_01997	Prbh.g_01775
OG0000865	Syam.g_01998	Prbh.g_01774
OG0000866	Syam.g_01999	Prbh.g_01773
OG0000867	Syam.g_02000	Prbh.g_01772
OG0000868	Syam.g_02003	Prbh.g_01770
OG0000869	Syam.g_02007	Prbh.g_01767
OG0000870	Syam.g_02012	Prbh.g_01762
OG0000871	Syam.g_02013	Prbh.g_01761
OG0000872	Syam.g_02021	Prbh.g_01760
OG0000873	Syam.g_02024	Prbh.g_01757
OG0000874	Syam.g_02019	Prbh.g_01754
OG0000875	Syam.g_02026	Prbh.g_01752
OG0000876	Syam.g_01877	Prbh.g_01751
OG0000877	Syam.g_01882	Prbh.g_01749
OG0000878	Syam.g_01883	Prbh.g_01748
OG0000879	Syam.g_01884	Prbh.g_01747
OG0000880	Syam.g_01885	Prbh.g_01746
OG0000881	Syam.g_01891	Prbh.g_01742
OG0000882	Syam.g_01896	Prbh.g_01737
OG0000883	Syam.g_01898	Prbh.g_01735
OG0000884	Syam.g_01900	Prbh.g_01733
OG0000885	Syam.g_01901	Prbh.g_01732
OG0000886	Syam.g_01902	Prbh.g_01731
OG0000887	Syam.g_01903	Prbh.g_01730
OG0000888	Syam.g_01905	Prbh.g_01728
OG0000889	Syam.g_01907	Prbh.g_01726
OG0000890	Syam.g_01910	Prbh.g_01725
OG0000891	Syam.g_01911	Prbh.g_01724
OG0000892	Syam.g_01913	Prbh.g_01723
OG0000893	Syam.g_00287	Prbh.g_01719
OG0000894	Syam.g_00290	Prbh.g_01716
OG0000895	Syam.g_00294	Prbh.g_01712
OG0000896	Syam.g_00295	Prbh.g_01711
OG0000897	Syam.g_00297	Prbh.g_01709
OG0000898	Syam.g_00298	Prbh.g_01708
OG0000899	Syam.g_00299	Prbh.g_01707
OG0000900	Syam.g_00300	Prbh.g_01706
OG0000901	Syam.g_00305	Prbh.g_01703
OG0000902	Syam.g_00307	Prbh.g_01701
OG0000903	Syam.g_00322	Prbh.g_01697
OG0000904	Syam.g_00317	Prbh.g_01692
OG0000905	Syam.g_00312	Prbh.g_01699
OG0000906	Syam.g_00309	Prbh.g_01700
OG0000907	Syam.g_00324	Prbh.g_01687
OG0000908	Syam.g_00327	Prbh.g_01684
OG0000909	Syam.g_00328	Prbh.g_01683
OG0000910	Syam.g_00329	Prbh.g_01682
OG0000911	Syam.g_00331	Prbh.g_01680
OG0000912	Syam.g_00332	Prbh.g_01679
OG0000913	Syam.g_00333	Prbh.g_01678
OG0000914	Syam.g_00334	Prbh.g_01677
OG0000915	Syam.g_00336	Prbh.g_01676
OG0000916	Syam.g_00337	Prbh.g_01675
OG0000917	Syam.g_00338	Prbh.g_01674
OG0000918	Syam.g_00339	Prbh.g_01673
OG0000919	Syam.g_00340	Prbh.g_01672
OG0000920	Syam.g_00341	Prbh.g_01671
OG0000921	Syam.g_00342	Prbh.g_01670
OG0000922	Syam.g_00343	Prbh.g_01669
OG0000923	Syam.g_00347	Prbh.g_01665
OG0000924	Syam.g_00348	Prbh.g_01664
OG0000925	Syam.g_00349	Prbh.g_01663
OG0000926	Syam.g_00350	Prbh.g_01662
OG0000927	Syam.g_00352	Prbh.g_01660
OG0000928	Syam.g_00353	Prbh.g_01659
OG0000929	Syam.g_00354	Prbh.g_01658
OG0000930	Syam.g_00355	Prbh.g_01657
OG0000931	Syam.g_00356	Prbh.g_01656
OG0000932	Syam.g_00357	Prbh.g_01655
OG0000933	Syam.g_00363	Prbh.g_01651
OG0000934	Syam.g_00365	Prbh.g_01649
OG0000935	Syam.g_00366	Prbh.g_01648
OG0000936	Syam.g_00368	Prbh.g_01647
OG0000937	Syam.g_00369	Prbh.g_01646
OG0000938	Syam.g_00373	Prbh.g_01643
OG0000939	Syam.g_00374	Prbh.g_01642
OG0000940	Syam.g_00381	Prbh.g_01635
OG0000941	Syam.g_00383	Prbh.g_01633
OG0000942	Syam.g_00385	Prbh.g_01631
OG0000943	Syam.g_00386	Prbh.g_01630
OG0000944	Syam.g_00388	Prbh.g_01628
OG0000945	Syam.g_00390	Prbh.g_01627
OG0000946	Syam.g_00395	Prbh.g_01621
OG0000947	Syam.g_00398	Prbh.g_01619
OG0000948	Syam.g_00399	Prbh.g_01618
OG0000949	Syam.g_00159	Prbh.g_01615
OG0000950	Syam.g_00150	Prbh.g_01608
OG0000951	Syam.g_00145	Prbh.g_01604
OG0000952	Syam.g_00140	Prbh.g_01600
OG0000953	Syam.g_00136	Prbh.g_01596
OG0000954	Syam.g_00131	Prbh.g_01592
OG0000955	Syam.g_00130	Prbh.g_01591
OG0000956	Syam.g_00128	Prbh.g_01589
OG0000957	Syam.g_00117	Prbh.g_01583
OG0000958	Syam.g_00116	Prbh.g_01582
OG0000959	Syam.g_00112	Prbh.g_01578
OG0000960	Syam.g_00111	Prbh.g_01577
OG0000961	Syam.g_00108	Prbh.g_01574
OG0000962	Syam.g_00106	Prbh.g_01572
OG0000963	Syam.g_00101	Prbh.g_01568
OG0000964	Syam.g_00100	Prbh.g_01567
OG0000965	Syam.g_00099	Prbh.g_01566
OG0000966	Syam.g_00074	Prbh.g_01560
OG0000967	Syam.g_00069	Prbh.g_01556
OG0000968	Syam.g_00077	Prbh.g_01554
OG0000969	Syam.g_00072	Prbh.g_01553
OG0000970	Syam.g_00071	Prbh.g_01552
OG0000971	Syam.g_00066	Prbh.g_01551
OG0000972	Syam.g_00065	Prbh.g_01550
OG0000973	Syam.g_00064	Prbh.g_01549
OG0000974	Syam.g_00063	Prbh.g_01548
OG0000975	Syam.g_00062	Prbh.g_01547
OG0000976	Syam.g_00061	Prbh.g_01546
OG0000977	Syam.g_00059	Prbh.g_01545
OG0000978	Syam.g_00058	Prbh.g_01544
OG0000979	Syam.g_00055	Prbh.g_01541
OG0000980	Syam.g_00052	Prbh.g_01539
OG0000981	Syam.g_00049	Prbh.g_01536
OG0000982	Syam.g_02314	Prbh.g_01534
OG0000983	Syam.g_02315	Prbh.g_01533
OG0000984	Syam.g_02316	Prbh.g_01532
OG0000985	Syam.g_02318	Prbh.g_01529
OG0000986	Syam.g_02320	Prbh.g_01527
OG0000987	Syam.g_02322	Prbh.g_01526
OG0000988	Syam.g_02327	Prbh.g_01523
OG0000989	Syam.g_02334	Prbh.g_01519
OG0000990	Syam.g_02346	Prbh.g_01514
OG0000991	Syam.g_02348	Prbh.g_01513
OG0000992	Syam.g_02351	Prbh.g_01510
OG0000993	Syam.g_02352	Prbh.g_01509
OG0000994	Syam.g_02354	Prbh.g_01508
OG0000995	Syam.g_02359	Prbh.g_01504
OG0000996	Syam.g_02405	Prbh.g_01503
OG0000997	Syam.g_02416	Prbh.g_01501
OG0000998	Syam.g_02418	Prbh.g_01499
OG0000999	Syam.g_02419	Prbh.g_01498
OG0001000	Syam.g_02422	Prbh.g_01495
OG0001001	Syam.g_02427	Prbh.g_01490
OG0001002	Syam.g_02433	Prbh.g_01485
OG0001003	Syam.g_02434	Prbh.g_01484
OG0001004	Syam.g_02435	Prbh.g_01483
OG0001005	Syam.g_02436	Prbh.g_01482
OG0001006	Syam.g_02444	Prbh.g_01478
OG0001007	Syam.g_02446	Prbh.g_01476
OG0001008	Syam.g_01866	Prbh.g_00395
OG0001009	Syam.g_00032	Prbh.g_00753
OG0001010	Syam.g_00033	Prbh.g_00752
OG0001011	Syam.g_00034	Prbh.g_00751
OG0001012	Syam.g_02310	Prbh.g_00739
OG0001013	Syam.g_02296	Prbh.g_00732
OG0001014	Syam.g_02292	Prbh.g_00729
OG0001015	Syam.g_02291	Prbh.g_00728
OG0001016	Syam.g_02067	Prbh.g_00709
OG0001017	Syam.g_02073	Prbh.g_00705
OG0001018	Syam.g_02075	Prbh.g_00703
OG0001019	Syam.g_02093	Prbh.g_00694
OG0001020	Syam.g_02098	Prbh.g_00693
OG0001021	Syam.g_02102	Prbh.g_00692
OG0001022	Syam.g_02106	Prbh.g_00689
OG0001023	Syam.g_02107	Prbh.g_00688
OG0001024	Syam.g_02111	Prbh.g_00685
OG0001025	Syam.g_02118	Prbh.g_00678
OG0001026	Syam.g_02130	Prbh.g_00670
OG0001027	Syam.g_02135	Prbh.g_00669
OG0001028	Syam.g_02137	Prbh.g_00667
OG0001029	Syam.g_02139	Prbh.g_00666
OG0001030	Syam.g_02163	Prbh.g_00650
OG0001031	Syam.g_02239	Prbh.g_00596
OG0001032	Syam.g_02241	Prbh.g_00595
OG0001033	Syam.g_02265	Prbh.g_00574
OG0001034	Syam.g_00508	Prbh.g_00544
OG0001035	Syam.g_00265	Prbh.g_00524
OG0001036	Syam.g_00261	Prbh.g_00520
OG0001037	Syam.g_00259	Prbh.g_00519
OG0001038	Syam.g_00232	Prbh.g_00501
OG0001039	Syam.g_00229	Prbh.g_00498
OG0001040	Syam.g_00226	Prbh.g_00496
OG0001041	Syam.g_00221	Prbh.g_00491
OG0001042	Syam.g_00196	Prbh.g_00474
OG0001043	Syam.g_00192	Prbh.g_00473
OG0001044	Syam.g_00456	Prbh.g_00440
OG0001045	Syam.g_00469	Prbh.g_00430
OG0001046	Syam.g_01151	Prbh.g_01877
OG0001047	Syam.g_01864	Prbh.g_00393
OG0001048	Syam.g_01863	Prbh.g_00392
OG0001049	Syam.g_01855	Prbh.g_00390
OG0001050	Syam.g_01854	Prbh.g_00389
OG0001051	Syam.g_01853	Prbh.g_00388
OG0001052	Syam.g_01672	Prbh.g_00360
OG0001053	Syam.g_00586	Prbh.g_00348
OG0001054	Syam.g_00603	Prbh.g_00333
OG0001055	Syam.g_00624	Prbh.g_00313
OG0001056	Syam.g_00656	Prbh.g_00293
OG0001057	Syam.g_00664	Prbh.g_00289
OG0001058	Syam.g_00677	Prbh.g_00281
OG0001059	Syam.g_00681	Prbh.g_00277
OG0001060	Syam.g_00688	Prbh.g_00270
OG0001061	Syam.g_01744	Prbh.g_00255
OG0001062	Syam.g_01742	Prbh.g_00253
OG0001063	Syam.g_01737	Prbh.g_00251
OG0001064	Syam.g_01736	Prbh.g_00250
OG0001065	Syam.g_01735	Prbh.g_00249
OG0001066	Syam.g_01734	Prbh.g_00248
OG0001067	Syam.g_01733	Prbh.g_00247
OG0001068	Syam.g_01732	Prbh.g_00246
OG0001069	Syam.g_01731	Prbh.g_00245
OG0001070	Syam.g_01728	Prbh.g_00243
OG0001071	Syam.g_01727	Prbh.g_00242
OG0001072	Syam.g_01723	Prbh.g_00240
OG0001073	Syam.g_01709	Prbh.g_00226
OG0001074	Syam.g_01504	Prbh.g_00214
OG0001075	Syam.g_01502	Prbh.g_00213
OG0001076	Syam.g_01491	Prbh.g_01459
OG0001077	Syam.g_01480	Prbh.g_01453
OG0001078	Syam.g_01467	Prbh.g_01217
OG0001079	Syam.g_01454	Prbh.g_01206
OG0001080	Syam.g_01034	Prbh.g_01200
OG0001081	Syam.g_01386	Prbh.g_01198
OG0001082	Syam.g_01385	Prbh.g_01197
OG0001083	Syam.g_01377	Prbh.g_01192
OG0001084	Syam.g_01376	Prbh.g_01191
OG0001085	Syam.g_01366	Prbh.g_00904
OG0001086	Syam.g_01364	Prbh.g_00905
OG0001087	Syam.g_00813	Prbh.g_00923
OG0001088	Syam.g_00809	Prbh.g_00924
OG0001089	Syam.g_00785	Prbh.g_00935
OG0001090	Syam.g_01246	Prbh.g_00946
OG0001091	Syam.g_01244	Prbh.g_01170
OG0001092	Syam.g_01242	Prbh.g_01169
OG0001093	Syam.g_01236	Prbh.g_01164
OG0001094	Syam.g_01296	Prbh.g_01171
OG0001095	Syam.g_01276	Prbh.g_00966
OG0001096	Syam.g_01260	Prbh.g_00980
OG0001097	Syam.g_00727	Prbh.g_00999
OG0001098	Syam.g_01037	Prbh.g_01019
OG0001099	Syam.g_02138	Prbh.g_00861
OG0001100	Syam.g_01356	Prbh.g_00870
OG0001101	Syam.g_01355	Prbh.g_00872
OG0001103	Syam.g_01350	Prbh.g_00877
OG0001104	Syam.g_01311	Prbh.g_00899
OG0001105	Syam.g_01307	Prbh.g_00903
OG0001106	Syam.g_01110	Prbh.g_01074
OG0001107	Syam.g_01122	Prbh.g_01084
OG0001108	Syam.g_01132	Prbh.g_01088
OG0001109	Syam.g_01134	Prbh.g_01089
OG0001110	Syam.g_01136	Prbh.g_01091
OG0001111	Syam.g_01138	Prbh.g_01092
OG0001112	Syam.g_01140	Prbh.g_01093
OG0001113	Syam.g_01141	Prbh.g_01094
OG0001114	Syam.g_01142	Prbh.g_01095
OG0001115	Syam.g_01146	Prbh.g_01097
OG0001116	Syam.g_01148	Prbh.g_01098
OG0001117	Syam.g_01149	Prbh.g_01099
OG0001118	Syam.g_01150	Prbh.g_01100
OG0001119	Syam.g_01152	Prbh.g_01101
OG0001120	Syam.g_01156	Prbh.g_01102
