Orthogroup	Syam	Prbe
OG0000559	Syam.g_00679	Prbe.g_00584
OG0000560	Syam.g_00682	Prbe.g_00581
OG0000561	Syam.g_00683	Prbe.g_00580
OG0000562	Syam.g_00684	Prbe.g_00579
OG0000563	Syam.g_00685	Prbe.g_00578
OG0000564	Syam.g_00686	Prbe.g_00577
OG0000565	Syam.g_00690	Prbe.g_00575
OG0000566	Syam.g_00694	Prbe.g_00571
OG0000567	Syam.g_00698	Prbe.g_00567
OG0000568	Syam.g_01751	Prbe.g_00566
OG0000569	Syam.g_01750	Prbe.g_00565
OG0000570	Syam.g_01749	Prbe.g_00564
OG0000571	Syam.g_01745	Prbe.g_00562
OG0000572	Syam.g_01729	Prbe.g_00548
OG0000573	Syam.g_01721	Prbe.g_00542
OG0000574	Syam.g_01720	Prbe.g_00541
OG0000575	Syam.g_01716	Prbe.g_00537
OG0000576	Syam.g_01714	Prbe.g_00535
OG0000577	Syam.g_01713	Prbe.g_00534
OG0000578	Syam.g_01712	Prbe.g_00533
OG0000579	Syam.g_01711	Prbe.g_00532
OG0000580	Syam.g_01710	Prbe.g_00531
OG0000581	Syam.g_01704	Prbe.g_00528
OG0000582	Syam.g_01513	Prbe.g_00525
OG0000583	Syam.g_01512	Prbe.g_00524
OG0000584	Syam.g_01511	Prbe.g_00523
OG0000585	Syam.g_01509	Prbe.g_00521
OG0000586	Syam.g_01508	Prbe.g_00520
OG0000587	Syam.g_01506	Prbe.g_00519
OG0000588	Syam.g_01498	Prbe.g_00515
OG0000589	Syam.g_01494	Prbe.g_00513
OG0000590	Syam.g_01493	Prbe.g_00512
OG0000591	Syam.g_01486	Prbe.g_00508
OG0000592	Syam.g_01485	Prbe.g_00507
OG0000593	Syam.g_01471	Prbe.g_01488
OG0000594	Syam.g_01470	Prbe.g_01487
OG0000595	Syam.g_01469	Prbe.g_01486
OG0000596	Syam.g_01465	Prbe.g_01482
OG0000597	Syam.g_01462	Prbe.g_01479
OG0000598	Syam.g_01461	Prbe.g_01478
OG0000599	Syam.g_01458	Prbe.g_01475
OG0000600	Syam.g_01457	Prbe.g_01474
OG0000601	Syam.g_01456	Prbe.g_01473
OG0000602	Syam.g_01451	Prbe.g_01471
OG0000603	Syam.g_01450	Prbe.g_01470
OG0000604	Syam.g_01447	Prbe.g_01469
OG0000605	Syam.g_01031	Prbe.g_01468
OG0000606	Syam.g_01387	Prbe.g_01465
OG0000607	Syam.g_01384	Prbe.g_01462
OG0000608	Syam.g_01383	Prbe.g_01461
OG0000609	Syam.g_01380	Prbe.g_01460
OG0000610	Syam.g_01373	Prbe.g_01454
OG0000611	Syam.g_01370	Prbe.g_01451
OG0000612	Syam.g_01369	Prbe.g_01450
OG0000613	Syam.g_00170	Prbe.g_00447
OG0000614	Syam.g_00801	Prbe.g_00468
OG0000615	Syam.g_01332	Prbe.g_01209
OG0000616	Syam.g_02430	Prbe.g_01197
OG0000617	Syam.g_01240	Prbe.g_01434
OG0000618	Syam.g_01239	Prbe.g_01433
OG0000619	Syam.g_01238	Prbe.g_01432
OG0000620	Syam.g_01233	Prbe.g_01429
OG0000621	Syam.g_01232	Prbe.g_01428
OG0000622	Syam.g_01231	Prbe.g_01427
OG0000623	Syam.g_01230	Prbe.g_01426
OG0000624	Syam.g_01228	Prbe.g_01424
OG0000625	Syam.g_01227	Prbe.g_01423
OG0000626	Syam.g_01226	Prbe.g_01422
OG0000627	Syam.g_01065	Prbe.g_01421
OG0000628	Syam.g_01067	Prbe.g_01420
OG0000629	Syam.g_01070	Prbe.g_01419
OG0000630	Syam.g_01074	Prbe.g_01416
OG0000631	Syam.g_01084	Prbe.g_01323
OG0000632	Syam.g_01085	Prbe.g_01324
OG0000633	Syam.g_01086	Prbe.g_01325
OG0000634	Syam.g_01294	Prbe.g_01218
OG0000635	Syam.g_01293	Prbe.g_01219
OG0000636	Syam.g_01291	Prbe.g_01221
OG0000637	Syam.g_01289	Prbe.g_01223
OG0000638	Syam.g_01288	Prbe.g_01224
OG0000639	Syam.g_01287	Prbe.g_01225
OG0000640	Syam.g_01286	Prbe.g_01226
OG0000641	Syam.g_01282	Prbe.g_01230
OG0000642	Syam.g_01281	Prbe.g_01231
OG0000643	Syam.g_01280	Prbe.g_01232
OG0000644	Syam.g_01279	Prbe.g_01233
OG0000645	Syam.g_01277	Prbe.g_01234
OG0000646	Syam.g_01274	Prbe.g_01236
OG0000647	Syam.g_01272	Prbe.g_01238
OG0000648	Syam.g_01269	Prbe.g_01240
OG0000649	Syam.g_01268	Prbe.g_01241
OG0000650	Syam.g_01267	Prbe.g_01242
OG0000651	Syam.g_01266	Prbe.g_01243
OG0000652	Syam.g_01265	Prbe.g_01244
OG0000653	Syam.g_01263	Prbe.g_01246
OG0000654	Syam.g_01262	Prbe.g_01247
OG0000655	Syam.g_01261	Prbe.g_01248
OG0000656	Syam.g_01258	Prbe.g_01251
OG0000657	Syam.g_00739	Prbe.g_01259
OG0000658	Syam.g_00735	Prbe.g_01261
OG0000659	Syam.g_00734	Prbe.g_01262
OG0000660	Syam.g_00730	Prbe.g_01266
OG0000661	Syam.g_00728	Prbe.g_01268
OG0000662	Syam.g_00726	Prbe.g_01270
OG0000663	Syam.g_00723	Prbe.g_01272
OG0000664	Syam.g_00722	Prbe.g_01273
OG0000665	Syam.g_02027	Prbe.g_01279
OG0000666	Syam.g_01030	Prbe.g_01280
OG0000667	Syam.g_00937	Prbe.g_01284
OG0000668	Syam.g_01185	Prbe.g_00105
OG0000669	Syam.g_01358	Prbe.g_00406
OG0000670	Syam.g_00528	Prbe.g_00409
OG0000671	Syam.g_01354	Prbe.g_00412
OG0000672	Syam.g_01351	Prbe.g_00415
OG0000673	Syam.g_01348	Prbe.g_00418
OG0000674	Syam.g_01346	Prbe.g_00420
OG0000675	Syam.g_01345	Prbe.g_00421
OG0000676	Syam.g_01343	Prbe.g_00423
OG0000677	Syam.g_01342	Prbe.g_00424
OG0000678	Syam.g_01339	Prbe.g_00426
OG0000679	Syam.g_01323	Prbe.g_00430
OG0000680	Syam.g_01322	Prbe.g_00431
OG0000681	Syam.g_01319	Prbe.g_00434
OG0000682	Syam.g_01318	Prbe.g_00435
OG0000683	Syam.g_01317	Prbe.g_00436
OG0000684	Syam.g_01312	Prbe.g_00438
OG0000685	Syam.g_01310	Prbe.g_00440
OG0000686	Syam.g_01309	Prbe.g_00441
OG0000687	Syam.g_01308	Prbe.g_00442
OG0000688	Syam.g_01304	Prbe.g_01446
OG0000689	Syam.g_01302	Prbe.g_01445
OG0000690	Syam.g_01301	Prbe.g_01444
OG0000691	Syam.g_01300	Prbe.g_01443
OG0000692	Syam.g_01299	Prbe.g_01441
OG0000693	Syam.g_01298	Prbe.g_01440
OG0000694	Syam.g_01297	Prbe.g_01439
OG0000695	Syam.g_01088	Prbe.g_01327
OG0000696	Syam.g_01089	Prbe.g_01328
OG0000697	Syam.g_01091	Prbe.g_01329
OG0000698	Syam.g_01094	Prbe.g_01332
OG0000699	Syam.g_01096	Prbe.g_01333
OG0000700	Syam.g_01097	Prbe.g_01334
OG0000701	Syam.g_01098	Prbe.g_01335
OG0000702	Syam.g_01106	Prbe.g_01337
OG0000703	Syam.g_01107	Prbe.g_01338
OG0000704	Syam.g_01109	Prbe.g_01340
OG0000705	Syam.g_01116	Prbe.g_01343
OG0000706	Syam.g_01117	Prbe.g_01344
OG0000707	Syam.g_01118	Prbe.g_01345
OG0000708	Syam.g_01121	Prbe.g_01347
OG0000709	Syam.g_01131	Prbe.g_01351
OG0000710	Syam.g_01135	Prbe.g_01354
OG0000711	Syam.g_01165	Prbe.g_01372
OG0000712	Syam.g_01167	Prbe.g_01373
OG0000713	Syam.g_01168	Prbe.g_01374
OG0000714	Syam.g_01170	Prbe.g_01375
OG0000715	Syam.g_01172	Prbe.g_01377
OG0000716	Syam.g_01176	Prbe.g_01379
OG0000717	Syam.g_01177	Prbe.g_01380
OG0000718	Syam.g_01181	Prbe.g_01384
OG0000719	Syam.g_01183	Prbe.g_01386
OG0000720	Syam.g_01197	Prbe.g_01398
OG0000721	Syam.g_01199	Prbe.g_01402
OG0000722	Syam.g_01200	Prbe.g_01403
OG0000723	Syam.g_01224	Prbe.g_01407
OG0000724	Syam.g_00768	Prbe.g_01302
OG0000725	Syam.g_00777	Prbe.g_01296
OG0000726	Syam.g_00778	Prbe.g_01295
OG0000727	Syam.g_00779	Prbe.g_01294
OG0000728	Syam.g_00781	Prbe.g_01292
OG0000729	Syam.g_00105	Prbe.g_00915
OG0000730	Syam.g_00454	Prbe.g_01591
OG0000731	Syam.g_00466	Prbe.g_01898
OG0000732	Syam.g_00051	Prbe.g_01148
OG0000733	Syam.g_02339	Prbe.g_00042
OG0000734	Syam.g_02128	Prbe.g_01565
OG0000735	Syam.g_01810	Prbe.g_01563
OG0000736	Syam.g_01809	Prbe.g_01562
OG0000737	Syam.g_01808	Prbe.g_01561
OG0000738	Syam.g_01803	Prbe.g_01557
OG0000739	Syam.g_01802	Prbe.g_01556
OG0000740	Syam.g_01801	Prbe.g_01555
OG0000741	Syam.g_01798	Prbe.g_01553
OG0000742	Syam.g_01796	Prbe.g_01550
OG0000743	Syam.g_01794	Prbe.g_01548
OG0000744	Syam.g_01793	Prbe.g_01547
OG0000745	Syam.g_01791	Prbe.g_01546
OG0000746	Syam.g_01789	Prbe.g_01544
OG0000747	Syam.g_01788	Prbe.g_01543
OG0000748	Syam.g_01779	Prbe.g_01539
OG0000749	Syam.g_01776	Prbe.g_01538
OG0000750	Syam.g_01775	Prbe.g_01537
OG0000751	Syam.g_01770	Prbe.g_01534
OG0000752	Syam.g_01768	Prbe.g_01532
OG0000753	Syam.g_01765	Prbe.g_01530
OG0000754	Syam.g_00910	Prbe.g_01527
OG0000755	Syam.g_00900	Prbe.g_01521
OG0000756	Syam.g_00899	Prbe.g_01520
OG0000757	Syam.g_00891	Prbe.g_01513
OG0000758	Syam.g_00890	Prbe.g_01512
OG0000759	Syam.g_00889	Prbe.g_01511
OG0000760	Syam.g_00888	Prbe.g_01510
OG0000761	Syam.g_00886	Prbe.g_01509
OG0000762	Syam.g_00884	Prbe.g_01508
OG0000763	Syam.g_00882	Prbe.g_01506
OG0000764	Syam.g_00881	Prbe.g_01505
OG0000765	Syam.g_00864	Prbe.g_01497
OG0000766	Syam.g_00863	Prbe.g_01496
OG0000767	Syam.g_00861	Prbe.g_01494
OG0000768	Syam.g_00860	Prbe.g_01493
OG0000769	Syam.g_00858	Prbe.g_01491
OG0000770	Syam.g_00855	Prbe.g_00502
OG0000771	Syam.g_00762	Prbe.g_00215
OG0000772	Syam.g_01005	Prbe.g_01128
OG0000773	Syam.g_01816	Prbe.g_00902
OG0000774	Syam.g_01820	Prbe.g_00900
OG0000775	Syam.g_01823	Prbe.g_00898
OG0000776	Syam.g_01824	Prbe.g_00897
OG0000777	Syam.g_01825	Prbe.g_00896
OG0000778	Syam.g_01826	Prbe.g_00895
OG0000779	Syam.g_01832	Prbe.g_00891
OG0000780	Syam.g_01835	Prbe.g_00890
OG0000781	Syam.g_01839	Prbe.g_00886
OG0000782	Syam.g_01840	Prbe.g_00885
OG0000783	Syam.g_01841	Prbe.g_00884
OG0000784	Syam.g_01842	Prbe.g_00883
OG0000785	Syam.g_01844	Prbe.g_00881
OG0000786	Syam.g_01700	Prbe.g_00878
OG0000787	Syam.g_01701	Prbe.g_00877
OG0000788	Syam.g_01455	Prbe.g_00634
OG0000789	Syam.g_01044	Prbe.g_00212
OG0000790	Syam.g_00570	Prbe.g_00368
OG0000791	Syam.g_00568	Prbe.g_00366
OG0000792	Syam.g_00567	Prbe.g_00365
OG0000793	Syam.g_00562	Prbe.g_00362
OG0000794	Syam.g_00561	Prbe.g_00361
OG0000795	Syam.g_00560	Prbe.g_00360
OG0000796	Syam.g_00556	Prbe.g_00356
OG0000797	Syam.g_00555	Prbe.g_00355
OG0000799	Syam.g_01585	Prbe.g_00328
OG0000800	Syam.g_01588	Prbe.g_00327
OG0000801	Syam.g_01589	Prbe.g_00326
OG0000802	Syam.g_01592	Prbe.g_00324
OG0000803	Syam.g_01597	Prbe.g_00322
OG0000804	Syam.g_01600	Prbe.g_00321
OG0000805	Syam.g_01602	Prbe.g_00319
OG0000806	Syam.g_01604	Prbe.g_00317
OG0000807	Syam.g_01606	Prbe.g_00316
OG0000808	Syam.g_01607	Prbe.g_00315
OG0000809	Syam.g_01610	Prbe.g_00313
OG0000810	Syam.g_01611	Prbe.g_00312
OG0000811	Syam.g_01616	Prbe.g_00308
OG0000812	Syam.g_01618	Prbe.g_00306
OG0000813	Syam.g_01619	Prbe.g_00305
OG0000814	Syam.g_01621	Prbe.g_00303
OG0000815	Syam.g_01622	Prbe.g_00302
OG0000816	Syam.g_01624	Prbe.g_00300
OG0000817	Syam.g_01625	Prbe.g_00299
OG0000818	Syam.g_01631	Prbe.g_00294
OG0000819	Syam.g_01632	Prbe.g_00293
OG0000820	Syam.g_01633	Prbe.g_00292
OG0000821	Syam.g_01639	Prbe.g_00288
OG0000822	Syam.g_01641	Prbe.g_00287
OG0000823	Syam.g_01642	Prbe.g_00286
OG0000824	Syam.g_01648	Prbe.g_00283
OG0000825	Syam.g_01649	Prbe.g_00282
OG0000826	Syam.g_01650	Prbe.g_00281
OG0000827	Syam.g_01651	Prbe.g_00280
OG0000828	Syam.g_01655	Prbe.g_00277
OG0000829	Syam.g_01656	Prbe.g_00276
OG0000830	Syam.g_01657	Prbe.g_00275
OG0000831	Syam.g_01659	Prbe.g_00273
OG0000832	Syam.g_01923	Prbe.g_00263
OG0000833	Syam.g_01932	Prbe.g_00254
OG0000834	Syam.g_01933	Prbe.g_00253
OG0000835	Syam.g_01934	Prbe.g_00252
OG0000836	Syam.g_01937	Prbe.g_00251
OG0000837	Syam.g_01938	Prbe.g_00250
OG0000838	Syam.g_01946	Prbe.g_00248
OG0000839	Syam.g_01947	Prbe.g_00247
OG0000840	Syam.g_01948	Prbe.g_00246
OG0000841	Syam.g_01949	Prbe.g_00245
OG0000842	Syam.g_01950	Prbe.g_00244
OG0000843	Syam.g_01951	Prbe.g_00243
OG0000844	Syam.g_01953	Prbe.g_00242
OG0000845	Syam.g_01954	Prbe.g_00241
OG0000846	Syam.g_01955	Prbe.g_00240
OG0000847	Syam.g_01956	Prbe.g_00239
OG0000848	Syam.g_01958	Prbe.g_00238
OG0000849	Syam.g_01959	Prbe.g_00237
OG0000850	Syam.g_01961	Prbe.g_00235
OG0000851	Syam.g_01966	Prbe.g_00234
OG0000852	Syam.g_01967	Prbe.g_00233
OG0000853	Syam.g_01971	Prbe.g_00227
OG0000854	Syam.g_01973	Prbe.g_00225
OG0000855	Syam.g_01974	Prbe.g_00224
OG0000856	Syam.g_01483	Prbe.g_00505
OG0000857	Syam.g_01273	Prbe.g_01237
OG0000858	Syam.g_01980	Prbe.g_00992
OG0000859	Syam.g_01981	Prbe.g_00991
OG0000860	Syam.g_01992	Prbe.g_00983
OG0000861	Syam.g_01993	Prbe.g_00982
OG0000862	Syam.g_01994	Prbe.g_00981
OG0000863	Syam.g_01996	Prbe.g_00979
OG0000864	Syam.g_01997	Prbe.g_00978
OG0000865	Syam.g_01998	Prbe.g_00977
OG0000866	Syam.g_01999	Prbe.g_00976
OG0000867	Syam.g_02000	Prbe.g_00975
OG0000868	Syam.g_02003	Prbe.g_00973
OG0000869	Syam.g_02007	Prbe.g_00970
OG0000870	Syam.g_02012	Prbe.g_00965
OG0000871	Syam.g_02013	Prbe.g_00964
OG0000872	Syam.g_02021	Prbe.g_00963
OG0000873	Syam.g_02024	Prbe.g_00960
OG0000874	Syam.g_02019	Prbe.g_00957
OG0000875	Syam.g_02026	Prbe.g_00956
OG0000876	Syam.g_01877	Prbe.g_00955
OG0000877	Syam.g_01882	Prbe.g_00953
OG0000878	Syam.g_01883	Prbe.g_00952
OG0000879	Syam.g_01884	Prbe.g_00951
OG0000880	Syam.g_01885	Prbe.g_00950
OG0000881	Syam.g_01891	Prbe.g_00946
OG0000882	Syam.g_01896	Prbe.g_00941
OG0000883	Syam.g_01898	Prbe.g_00939
OG0000884	Syam.g_01900	Prbe.g_00937
OG0000885	Syam.g_01901	Prbe.g_00936
OG0000886	Syam.g_01902	Prbe.g_00935
OG0000887	Syam.g_01903	Prbe.g_00934
OG0000888	Syam.g_01905	Prbe.g_00932
OG0000889	Syam.g_01907	Prbe.g_00930
OG0000890	Syam.g_01910	Prbe.g_00929
OG0000891	Syam.g_01911	Prbe.g_00928
OG0000892	Syam.g_01913	Prbe.g_00926
OG0000893	Syam.g_00287	Prbe.g_00922
OG0000894	Syam.g_00290	Prbe.g_00919
OG0000895	Syam.g_00294	Prbe.g_01111
OG0000896	Syam.g_00295	Prbe.g_01110
OG0000897	Syam.g_00297	Prbe.g_01108
OG0000898	Syam.g_00298	Prbe.g_01107
OG0000899	Syam.g_00299	Prbe.g_01106
OG0000900	Syam.g_00300	Prbe.g_01105
OG0000901	Syam.g_00305	Prbe.g_01102
OG0000902	Syam.g_00307	Prbe.g_01100
OG0000903	Syam.g_00322	Prbe.g_01096
OG0000904	Syam.g_00317	Prbe.g_01092
OG0000905	Syam.g_00312	Prbe.g_01098
OG0000906	Syam.g_00309	Prbe.g_01099
OG0000907	Syam.g_00324	Prbe.g_01089
OG0000908	Syam.g_00327	Prbe.g_01086
OG0000909	Syam.g_00328	Prbe.g_01085
OG0000910	Syam.g_00329	Prbe.g_01084
OG0000911	Syam.g_00331	Prbe.g_01082
OG0000912	Syam.g_00332	Prbe.g_01081
OG0000913	Syam.g_00333	Prbe.g_01080
OG0000914	Syam.g_00334	Prbe.g_01079
OG0000915	Syam.g_00336	Prbe.g_01078
OG0000916	Syam.g_00337	Prbe.g_00867
OG0000917	Syam.g_00338	Prbe.g_00866
OG0000918	Syam.g_00339	Prbe.g_00865
OG0000919	Syam.g_00340	Prbe.g_00864
OG0000920	Syam.g_00341	Prbe.g_00863
OG0000921	Syam.g_00342	Prbe.g_00862
OG0000922	Syam.g_00343	Prbe.g_00861
OG0000923	Syam.g_00347	Prbe.g_00857
OG0000924	Syam.g_00348	Prbe.g_00856
OG0000925	Syam.g_00349	Prbe.g_00855
OG0000926	Syam.g_00350	Prbe.g_00854
OG0000927	Syam.g_00352	Prbe.g_00852
OG0000928	Syam.g_00353	Prbe.g_00851
OG0000929	Syam.g_00354	Prbe.g_00850
OG0000930	Syam.g_00355	Prbe.g_00849
OG0000931	Syam.g_00356	Prbe.g_00848
OG0000932	Syam.g_00357	Prbe.g_00847
OG0000933	Syam.g_00363	Prbe.g_00843
OG0000934	Syam.g_00365	Prbe.g_00841
OG0000935	Syam.g_00366	Prbe.g_00840
OG0000936	Syam.g_00368	Prbe.g_00839
OG0000937	Syam.g_00369	Prbe.g_00838
OG0000938	Syam.g_00373	Prbe.g_00835
OG0000939	Syam.g_00374	Prbe.g_00834
OG0000940	Syam.g_00381	Prbe.g_00827
OG0000941	Syam.g_00383	Prbe.g_00825
OG0000942	Syam.g_00385	Prbe.g_00823
OG0000943	Syam.g_00386	Prbe.g_00822
OG0000944	Syam.g_00388	Prbe.g_00820
OG0000945	Syam.g_00390	Prbe.g_00819
OG0000946	Syam.g_00395	Prbe.g_00814
OG0000947	Syam.g_00398	Prbe.g_00812
OG0000948	Syam.g_00399	Prbe.g_00811
OG0000949	Syam.g_00159	Prbe.g_00808
OG0000950	Syam.g_00150	Prbe.g_00801
OG0000951	Syam.g_00145	Prbe.g_00797
OG0000952	Syam.g_00140	Prbe.g_00793
OG0000953	Syam.g_00136	Prbe.g_00789
OG0000954	Syam.g_00131	Prbe.g_00785
OG0000955	Syam.g_00130	Prbe.g_00784
OG0000956	Syam.g_00128	Prbe.g_00782
OG0000957	Syam.g_00117	Prbe.g_00776
OG0000958	Syam.g_00116	Prbe.g_00775
OG0000959	Syam.g_00112	Prbe.g_00771
OG0000960	Syam.g_00111	Prbe.g_00770
OG0000961	Syam.g_00108	Prbe.g_00767
OG0000962	Syam.g_00106	Prbe.g_00765
OG0000963	Syam.g_00101	Prbe.g_00761
OG0000964	Syam.g_00100	Prbe.g_00760
OG0000965	Syam.g_00099	Prbe.g_00759
OG0000966	Syam.g_00074	Prbe.g_00749
OG0000967	Syam.g_00069	Prbe.g_00753
OG0000968	Syam.g_00077	Prbe.g_00755
OG0000969	Syam.g_00072	Prbe.g_00756
OG0000970	Syam.g_00071	Prbe.g_01134
OG0000971	Syam.g_00066	Prbe.g_01135
OG0000972	Syam.g_00065	Prbe.g_01136
OG0000973	Syam.g_00064	Prbe.g_01137
OG0000974	Syam.g_00063	Prbe.g_01138
OG0000975	Syam.g_00062	Prbe.g_01139
OG0000976	Syam.g_00061	Prbe.g_01140
OG0000977	Syam.g_00059	Prbe.g_01141
OG0000978	Syam.g_00058	Prbe.g_01142
OG0000979	Syam.g_00055	Prbe.g_01145
OG0000980	Syam.g_00052	Prbe.g_01147
OG0000981	Syam.g_00049	Prbe.g_01150
OG0000982	Syam.g_02314	Prbe.g_01152
OG0000983	Syam.g_02315	Prbe.g_01153
OG0000984	Syam.g_02316	Prbe.g_01154
OG0000985	Syam.g_02318	Prbe.g_01157
OG0000986	Syam.g_02320	Prbe.g_01159
OG0000987	Syam.g_02322	Prbe.g_01160
OG0000988	Syam.g_02327	Prbe.g_01163
OG0000989	Syam.g_02334	Prbe.g_01167
OG0000990	Syam.g_02346	Prbe.g_01171
OG0000991	Syam.g_02348	Prbe.g_01172
OG0000992	Syam.g_02351	Prbe.g_01175
OG0000993	Syam.g_02352	Prbe.g_01176
OG0000994	Syam.g_02354	Prbe.g_01177
OG0000995	Syam.g_02359	Prbe.g_01181
OG0000996	Syam.g_02405	Prbe.g_01182
OG0000997	Syam.g_02416	Prbe.g_01185
OG0000998	Syam.g_02418	Prbe.g_01187
OG0000999	Syam.g_02419	Prbe.g_01188
OG0001000	Syam.g_02422	Prbe.g_01191
OG0001001	Syam.g_02427	Prbe.g_01194
OG0001002	Syam.g_02433	Prbe.g_01056
OG0001003	Syam.g_02434	Prbe.g_01057
OG0001004	Syam.g_02435	Prbe.g_01058
OG0001005	Syam.g_02436	Prbe.g_01059
OG0001006	Syam.g_02444	Prbe.g_01063
OG0001007	Syam.g_02446	Prbe.g_01065
OG0001008	Syam.g_01866	Prbe.g_01935
OG0001009	Syam.g_00032	Prbe.g_00127
OG0001010	Syam.g_00033	Prbe.g_00128
OG0001011	Syam.g_00034	Prbe.g_00130
OG0001012	Syam.g_02310	Prbe.g_00144
OG0001013	Syam.g_02296	Prbe.g_00151
OG0001014	Syam.g_02292	Prbe.g_00154
OG0001015	Syam.g_02291	Prbe.g_00156
OG0001016	Syam.g_02067	Prbe.g_00178
OG0001017	Syam.g_02073	Prbe.g_00182
OG0001018	Syam.g_02075	Prbe.g_00184
OG0001019	Syam.g_02093	Prbe.g_00193
OG0001020	Syam.g_02098	Prbe.g_01630
OG0001021	Syam.g_02102	Prbe.g_01631
OG0001022	Syam.g_02106	Prbe.g_01634
OG0001023	Syam.g_02107	Prbe.g_01635
OG0001024	Syam.g_02111	Prbe.g_01639
OG0001025	Syam.g_02118	Prbe.g_01646
OG0001026	Syam.g_02130	Prbe.g_01655
OG0001027	Syam.g_02135	Prbe.g_01656
OG0001028	Syam.g_02137	Prbe.g_01658
OG0001029	Syam.g_02139	Prbe.g_01659
OG0001030	Syam.g_02163	Prbe.g_01675
OG0001031	Syam.g_02239	Prbe.g_01735
OG0001032	Syam.g_02241	Prbe.g_01736
OG0001033	Syam.g_02265	Prbe.g_01757
OG0001034	Syam.g_00508	Prbe.g_01788
OG0001035	Syam.g_00265	Prbe.g_01808
OG0001036	Syam.g_00261	Prbe.g_01812
OG0001037	Syam.g_00259	Prbe.g_01813
OG0001038	Syam.g_00232	Prbe.g_01832
OG0001039	Syam.g_00229	Prbe.g_01835
OG0001040	Syam.g_00226	Prbe.g_01837
OG0001041	Syam.g_00221	Prbe.g_01842
OG0001042	Syam.g_00196	Prbe.g_01859
OG0001043	Syam.g_00192	Prbe.g_01860
OG0001044	Syam.g_00456	Prbe.g_01891
OG0001045	Syam.g_00469	Prbe.g_01900
OG0001046	Syam.g_01151	Prbe.g_01033
OG0001047	Syam.g_01864	Prbe.g_01937
OG0001048	Syam.g_01863	Prbe.g_01938
OG0001049	Syam.g_01855	Prbe.g_01940
OG0001050	Syam.g_01854	Prbe.g_01941
OG0001051	Syam.g_01853	Prbe.g_01942
OG0001052	Syam.g_01672	Prbe.g_00662
OG0001053	Syam.g_00586	Prbe.g_00650
OG0001054	Syam.g_00603	Prbe.g_00635
OG0001055	Syam.g_00624	Prbe.g_00616
OG0001056	Syam.g_00656	Prbe.g_00599
OG0001057	Syam.g_00664	Prbe.g_00594
OG0001058	Syam.g_00677	Prbe.g_00586
OG0001059	Syam.g_00681	Prbe.g_00582
OG0001060	Syam.g_00688	Prbe.g_00576
OG0001061	Syam.g_01744	Prbe.g_00561
OG0001062	Syam.g_01742	Prbe.g_00559
OG0001063	Syam.g_01737	Prbe.g_00557
OG0001064	Syam.g_01736	Prbe.g_00556
OG0001065	Syam.g_01735	Prbe.g_00555
OG0001066	Syam.g_01734	Prbe.g_00554
OG0001067	Syam.g_01733	Prbe.g_00553
OG0001068	Syam.g_01732	Prbe.g_00552
OG0001069	Syam.g_01731	Prbe.g_00551
OG0001070	Syam.g_01728	Prbe.g_00547
OG0001071	Syam.g_01727	Prbe.g_00546
OG0001072	Syam.g_01723	Prbe.g_00544
OG0001073	Syam.g_01709	Prbe.g_00530
OG0001074	Syam.g_01504	Prbe.g_00518
OG0001075	Syam.g_01502	Prbe.g_00517
OG0001076	Syam.g_01491	Prbe.g_00510
OG0001077	Syam.g_01480	Prbe.g_00504
OG0001078	Syam.g_01467	Prbe.g_01484
OG0001079	Syam.g_01454	Prbe.g_01472
OG0001080	Syam.g_01034	Prbe.g_01466
OG0001081	Syam.g_01386	Prbe.g_01464
OG0001082	Syam.g_01385	Prbe.g_01463
OG0001083	Syam.g_01377	Prbe.g_01458
OG0001084	Syam.g_01376	Prbe.g_01457
OG0001085	Syam.g_01366	Prbe.g_00444
OG0001086	Syam.g_01364	Prbe.g_00445
OG0001087	Syam.g_00813	Prbe.g_00463
OG0001088	Syam.g_00809	Prbe.g_00464
OG0001089	Syam.g_00785	Prbe.g_01205
OG0001090	Syam.g_01246	Prbe.g_01215
OG0001091	Syam.g_01244	Prbe.g_01437
OG0001092	Syam.g_01242	Prbe.g_01436
OG0001093	Syam.g_01236	Prbe.g_01431
OG0001094	Syam.g_01296	Prbe.g_01438
OG0001095	Syam.g_01276	Prbe.g_01235
OG0001096	Syam.g_01260	Prbe.g_01249
OG0001097	Syam.g_00727	Prbe.g_01269
OG0001098	Syam.g_01037	Prbe.g_01288
OG0001099	Syam.g_02138	Prbe.g_00110
OG0001100	Syam.g_01356	Prbe.g_00408
OG0001101	Syam.g_01355	Prbe.g_00411
OG0001103	Syam.g_01350	Prbe.g_00416
OG0001104	Syam.g_01311	Prbe.g_00439
OG0001105	Syam.g_01307	Prbe.g_00443
OG0001106	Syam.g_01110	Prbe.g_01341
OG0001107	Syam.g_01122	Prbe.g_01348
OG0001108	Syam.g_01132	Prbe.g_01352
OG0001109	Syam.g_01134	Prbe.g_01353
OG0001110	Syam.g_01136	Prbe.g_01355
OG0001111	Syam.g_01138	Prbe.g_01356
OG0001112	Syam.g_01140	Prbe.g_01357
OG0001113	Syam.g_01141	Prbe.g_01358
OG0001114	Syam.g_01142	Prbe.g_01359
OG0001115	Syam.g_01146	Prbe.g_01361
OG0001116	Syam.g_01148	Prbe.g_01362
OG0001117	Syam.g_01149	Prbe.g_01363
OG0001118	Syam.g_01150	Prbe.g_01364
OG0001119	Syam.g_01152	Prbe.g_01365
