Orthogroup	Syam	Prbk
OG0000572	Syam.g_01729	Prbk.g_01124
OG0000573	Syam.g_01721	Prbk.g_01131
OG0000574	Syam.g_01720	Prbk.g_01132
OG0000575	Syam.g_01716	Prbk.g_01141
OG0000576	Syam.g_01714	Prbk.g_01143
OG0000577	Syam.g_01713	Prbk.g_01144
OG0000578	Syam.g_01712	Prbk.g_01145
OG0000579	Syam.g_01711	Prbk.g_01146
OG0000580	Syam.g_01710	Prbk.g_01147
OG0000581	Syam.g_01704	Prbk.g_01151
OG0000582	Syam.g_01513	Prbk.g_01155
OG0000583	Syam.g_01512	Prbk.g_01156
OG0000584	Syam.g_01511	Prbk.g_01157
OG0000585	Syam.g_01509	Prbk.g_01159
OG0000586	Syam.g_01508	Prbk.g_01161
OG0000587	Syam.g_01506	Prbk.g_01163
OG0000588	Syam.g_01498	Prbk.g_02605
OG0000589	Syam.g_01494	Prbk.g_02608
OG0000590	Syam.g_01493	Prbk.g_02609
OG0000591	Syam.g_01486	Prbk.g_02616
OG0000592	Syam.g_01485	Prbk.g_02617
OG0000593	Syam.g_01471	Prbk.g_02627
OG0000594	Syam.g_01470	Prbk.g_02628
OG0000595	Syam.g_01469	Prbk.g_02629
OG0000596	Syam.g_01465	Prbk.g_02634
OG0000597	Syam.g_01462	Prbk.g_02637
OG0000598	Syam.g_01461	Prbk.g_02638
OG0000599	Syam.g_01458	Prbk.g_02648
OG0000600	Syam.g_01457	Prbk.g_02649
OG0000601	Syam.g_01456	Prbk.g_02650
OG0000602	Syam.g_01451	Prbk.g_02654
OG0000603	Syam.g_01450	Prbk.g_02655
OG0000604	Syam.g_01447	Prbk.g_02656
OG0000605	Syam.g_01031	Prbk.g_00740
OG0000606	Syam.g_01387	Prbk.g_00729
OG0000607	Syam.g_01384	Prbk.g_00726
OG0000608	Syam.g_01383	Prbk.g_00725
OG0000609	Syam.g_01380	Prbk.g_00723
OG0000610	Syam.g_01373	Prbk.g_00715
OG0000611	Syam.g_01370	Prbk.g_00712
OG0000612	Syam.g_01369	Prbk.g_00711
OG0000613	Syam.g_00170	Prbk.g_00478
OG0000614	Syam.g_00801	Prbk.g_01802
OG0000615	Syam.g_01332	Prbk.g_02429
OG0000616	Syam.g_02430	Prbk.g_02262
OG0000617	Syam.g_01240	Prbk.g_00613
OG0000618	Syam.g_01239	Prbk.g_00612
OG0000619	Syam.g_01238	Prbk.g_00611
OG0000620	Syam.g_01233	Prbk.g_00607
OG0000621	Syam.g_01232	Prbk.g_00606
OG0000622	Syam.g_01231	Prbk.g_00605
OG0000623	Syam.g_01230	Prbk.g_00604
OG0000624	Syam.g_01228	Prbk.g_00603
OG0000625	Syam.g_01227	Prbk.g_00602
OG0000626	Syam.g_01226	Prbk.g_00601
OG0000627	Syam.g_01065	Prbk.g_02376
OG0000628	Syam.g_01067	Prbk.g_02375
OG0000629	Syam.g_01070	Prbk.g_02372
OG0000630	Syam.g_01074	Prbk.g_02368
OG0000631	Syam.g_01084	Prbk.g_02362
OG0000632	Syam.g_01085	Prbk.g_02361
OG0000633	Syam.g_01086	Prbk.g_02360
OG0000634	Syam.g_01294	Prbk.g_02464
OG0000635	Syam.g_01293	Prbk.g_02465
OG0000636	Syam.g_01291	Prbk.g_02467
OG0000637	Syam.g_01289	Prbk.g_02469
OG0000638	Syam.g_01288	Prbk.g_02470
OG0000639	Syam.g_01287	Prbk.g_02471
OG0000640	Syam.g_01286	Prbk.g_02472
OG0000641	Syam.g_01282	Prbk.g_02476
OG0000642	Syam.g_01281	Prbk.g_02477
OG0000643	Syam.g_01280	Prbk.g_02478
OG0000644	Syam.g_01279	Prbk.g_02479
OG0000645	Syam.g_01277	Prbk.g_02480
OG0000646	Syam.g_01274	Prbk.g_02483
OG0000647	Syam.g_01272	Prbk.g_02486
OG0000648	Syam.g_01269	Prbk.g_02488
OG0000649	Syam.g_01268	Prbk.g_02489
OG0000650	Syam.g_01267	Prbk.g_02490
OG0000651	Syam.g_01266	Prbk.g_02491
OG0000652	Syam.g_01265	Prbk.g_02492
OG0000653	Syam.g_01263	Prbk.g_02494
OG0000654	Syam.g_01262	Prbk.g_02495
OG0000655	Syam.g_01261	Prbk.g_02496
OG0000656	Syam.g_01258	Prbk.g_02499
OG0000657	Syam.g_00739	Prbk.g_02532
OG0000658	Syam.g_00735	Prbk.g_02534
OG0000659	Syam.g_00734	Prbk.g_02535
OG0000660	Syam.g_00730	Prbk.g_02539
OG0000661	Syam.g_00728	Prbk.g_02541
OG0000662	Syam.g_00726	Prbk.g_02543
OG0000663	Syam.g_00723	Prbk.g_02546
OG0000664	Syam.g_00722	Prbk.g_02547
OG0000665	Syam.g_02027	Prbk.g_02560
OG0000666	Syam.g_01030	Prbk.g_02563
OG0000667	Syam.g_00937	Prbk.g_02570
OG0000668	Syam.g_01185	Prbk.g_00582
OG0000669	Syam.g_01358	Prbk.g_02580
OG0000670	Syam.g_00528	Prbk.g_01662
OG0000671	Syam.g_01354	Prbk.g_02391
OG0000672	Syam.g_01351	Prbk.g_02394
OG0000673	Syam.g_01348	Prbk.g_02397
OG0000674	Syam.g_01346	Prbk.g_02399
OG0000675	Syam.g_01345	Prbk.g_02400
OG0000676	Syam.g_01343	Prbk.g_02408
OG0000677	Syam.g_01342	Prbk.g_02410
OG0000678	Syam.g_01339	Prbk.g_02415
OG0000679	Syam.g_01323	Prbk.g_02435
OG0000680	Syam.g_01322	Prbk.g_02436
OG0000681	Syam.g_01319	Prbk.g_02438
OG0000682	Syam.g_01318	Prbk.g_02439
OG0000683	Syam.g_01317	Prbk.g_02440
OG0000684	Syam.g_01312	Prbk.g_02453
OG0000685	Syam.g_01310	Prbk.g_02451
OG0000686	Syam.g_01309	Prbk.g_02450
OG0000687	Syam.g_01308	Prbk.g_02449
OG0000688	Syam.g_01304	Prbk.g_02455
OG0000689	Syam.g_01302	Prbk.g_02456
OG0000690	Syam.g_01301	Prbk.g_02457
OG0000691	Syam.g_01300	Prbk.g_02458
OG0000692	Syam.g_01299	Prbk.g_02459
OG0000693	Syam.g_01298	Prbk.g_02460
OG0000694	Syam.g_01297	Prbk.g_02461
OG0000695	Syam.g_01088	Prbk.g_02358
OG0000696	Syam.g_01089	Prbk.g_02357
OG0000697	Syam.g_01091	Prbk.g_02355
OG0000698	Syam.g_01094	Prbk.g_02352
OG0000699	Syam.g_01096	Prbk.g_02350
OG0000700	Syam.g_01097	Prbk.g_02349
OG0000701	Syam.g_01098	Prbk.g_02348
OG0000702	Syam.g_01106	Prbk.g_02340
OG0000703	Syam.g_01107	Prbk.g_02339
OG0000704	Syam.g_01109	Prbk.g_02337
OG0000705	Syam.g_01116	Prbk.g_02331
OG0000706	Syam.g_01117	Prbk.g_02330
OG0000707	Syam.g_01118	Prbk.g_02329
OG0000708	Syam.g_01121	Prbk.g_02327
OG0000709	Syam.g_01131	Prbk.g_02320
OG0000710	Syam.g_01135	Prbk.g_02316
OG0000711	Syam.g_01165	Prbk.g_02293
OG0000712	Syam.g_01167	Prbk.g_02292
OG0000713	Syam.g_01168	Prbk.g_00562
OG0000714	Syam.g_01170	Prbk.g_00566
OG0000715	Syam.g_01172	Prbk.g_00568
OG0000716	Syam.g_01176	Prbk.g_00572
OG0000717	Syam.g_01177	Prbk.g_00573
OG0000718	Syam.g_01181	Prbk.g_00578
OG0000719	Syam.g_01183	Prbk.g_00580
OG0000720	Syam.g_01197	Prbk.g_00593
OG0000721	Syam.g_01199	Prbk.g_00594
OG0000722	Syam.g_01200	Prbk.g_00595
OG0000723	Syam.g_01224	Prbk.g_00599
OG0000724	Syam.g_00768	Prbk.g_00061
OG0000725	Syam.g_00777	Prbk.g_00054
OG0000726	Syam.g_00778	Prbk.g_00053
OG0000727	Syam.g_00779	Prbk.g_00052
OG0000728	Syam.g_00781	Prbk.g_00051
OG0000729	Syam.g_00105	Prbk.g_01531
OG0000730	Syam.g_00454	Prbk.g_00869
OG0000731	Syam.g_00466	Prbk.g_00879
OG0000732	Syam.g_00051	Prbk.g_01601
OG0000733	Syam.g_02339	Prbk.g_02202
OG0000734	Syam.g_02128	Prbk.g_00004
OG0000735	Syam.g_01810	Prbk.g_01037
OG0000736	Syam.g_01809	Prbk.g_01036
OG0000737	Syam.g_01808	Prbk.g_01035
OG0000738	Syam.g_01803	Prbk.g_01028
OG0000739	Syam.g_01802	Prbk.g_01026
OG0000740	Syam.g_01801	Prbk.g_01025
OG0000741	Syam.g_01798	Prbk.g_01022
OG0000742	Syam.g_01796	Prbk.g_01020
OG0000743	Syam.g_01794	Prbk.g_01018
OG0000744	Syam.g_01793	Prbk.g_01017
OG0000745	Syam.g_01791	Prbk.g_00141
OG0000746	Syam.g_01789	Prbk.g_00143
OG0000747	Syam.g_01788	Prbk.g_00144
OG0000748	Syam.g_01779	Prbk.g_00156
OG0000749	Syam.g_01776	Prbk.g_00157
OG0000750	Syam.g_01775	Prbk.g_00158
OG0000751	Syam.g_01770	Prbk.g_00105
OG0000752	Syam.g_01768	Prbk.g_00103
OG0000753	Syam.g_01765	Prbk.g_00100
OG0000754	Syam.g_00910	Prbk.g_01501
OG0000755	Syam.g_00900	Prbk.g_00139
OG0000756	Syam.g_00899	Prbk.g_00138
OG0000757	Syam.g_00891	Prbk.g_00131
OG0000758	Syam.g_00890	Prbk.g_00130
OG0000759	Syam.g_00889	Prbk.g_00129
OG0000760	Syam.g_00888	Prbk.g_00128
OG0000761	Syam.g_00886	Prbk.g_00127
OG0000762	Syam.g_00884	Prbk.g_01503
OG0000763	Syam.g_00882	Prbk.g_01505
OG0000764	Syam.g_00881	Prbk.g_01506
OG0000765	Syam.g_00864	Prbk.g_00178
OG0000766	Syam.g_00863	Prbk.g_00177
OG0000767	Syam.g_00861	Prbk.g_00175
OG0000768	Syam.g_00860	Prbk.g_00174
OG0000769	Syam.g_00858	Prbk.g_00098
OG0000770	Syam.g_00855	Prbk.g_00122
OG0000771	Syam.g_00762	Prbk.g_00066
OG0000772	Syam.g_01005	Prbk.g_02011
OG0000773	Syam.g_01816	Prbk.g_00162
OG0000774	Syam.g_01820	Prbk.g_01192
OG0000775	Syam.g_01823	Prbk.g_01190
OG0000776	Syam.g_01824	Prbk.g_01189
OG0000777	Syam.g_01825	Prbk.g_01188
OG0000778	Syam.g_01826	Prbk.g_01187
OG0000779	Syam.g_01832	Prbk.g_01182
OG0000780	Syam.g_01835	Prbk.g_01179
OG0000781	Syam.g_01839	Prbk.g_01175
OG0000782	Syam.g_01840	Prbk.g_01174
OG0000783	Syam.g_01841	Prbk.g_01173
OG0000784	Syam.g_01842	Prbk.g_01172
OG0000785	Syam.g_01844	Prbk.g_01170
OG0000786	Syam.g_01700	Prbk.g_01167
OG0000787	Syam.g_01701	Prbk.g_01166
OG0000788	Syam.g_01455	Prbk.g_00334
OG0000789	Syam.g_01044	Prbk.g_01691
OG0000790	Syam.g_00570	Prbk.g_02048
OG0000791	Syam.g_00568	Prbk.g_02046
OG0000792	Syam.g_00567	Prbk.g_02045
OG0000793	Syam.g_00562	Prbk.g_02041
OG0000794	Syam.g_00561	Prbk.g_02040
OG0000795	Syam.g_00560	Prbk.g_02039
OG0000796	Syam.g_00556	Prbk.g_02035
OG0000797	Syam.g_00555	Prbk.g_02034
OG0000798	Syam.g_00233	Prbk.g_00414
OG0000799	Syam.g_01585	Prbk.g_01929
OG0000800	Syam.g_01588	Prbk.g_01930
OG0000801	Syam.g_01589	Prbk.g_01931
OG0000802	Syam.g_01592	Prbk.g_01938
OG0000803	Syam.g_01597	Prbk.g_00244
OG0000804	Syam.g_01600	Prbk.g_00246
OG0000805	Syam.g_01602	Prbk.g_00248
OG0000806	Syam.g_01604	Prbk.g_00250
OG0000807	Syam.g_01606	Prbk.g_00252
OG0000808	Syam.g_01607	Prbk.g_00253
OG0000809	Syam.g_01610	Prbk.g_00257
OG0000810	Syam.g_01611	Prbk.g_00258
OG0000811	Syam.g_01616	Prbk.g_00270
OG0000812	Syam.g_01618	Prbk.g_00272
OG0000813	Syam.g_01619	Prbk.g_00273
OG0000814	Syam.g_01621	Prbk.g_00275
OG0000815	Syam.g_01622	Prbk.g_00276
OG0000816	Syam.g_01624	Prbk.g_00278
OG0000817	Syam.g_01625	Prbk.g_00279
OG0000818	Syam.g_01631	Prbk.g_01237
OG0000819	Syam.g_01632	Prbk.g_01236
OG0000820	Syam.g_01633	Prbk.g_01235
OG0000821	Syam.g_01639	Prbk.g_01228
OG0000822	Syam.g_01641	Prbk.g_01226
OG0000823	Syam.g_01642	Prbk.g_01225
OG0000824	Syam.g_01648	Prbk.g_01221
OG0000825	Syam.g_01649	Prbk.g_01220
OG0000826	Syam.g_01650	Prbk.g_01219
OG0000827	Syam.g_01651	Prbk.g_01218
OG0000828	Syam.g_01655	Prbk.g_01215
OG0000829	Syam.g_01656	Prbk.g_01214
OG0000830	Syam.g_01657	Prbk.g_01213
OG0000831	Syam.g_01659	Prbk.g_01211
OG0000832	Syam.g_01923	Prbk.g_02006
OG0000833	Syam.g_01932	Prbk.g_01998
OG0000834	Syam.g_01933	Prbk.g_01997
OG0000835	Syam.g_01934	Prbk.g_01996
OG0000836	Syam.g_01937	Prbk.g_01994
OG0000837	Syam.g_01938	Prbk.g_01993
OG0000838	Syam.g_01946	Prbk.g_01990
OG0000839	Syam.g_01947	Prbk.g_01989
OG0000840	Syam.g_01948	Prbk.g_01988
OG0000841	Syam.g_01949	Prbk.g_01987
OG0000842	Syam.g_01950	Prbk.g_01986
OG0000843	Syam.g_01951	Prbk.g_01985
OG0000844	Syam.g_01953	Prbk.g_01983
OG0000845	Syam.g_01954	Prbk.g_01982
OG0000846	Syam.g_01955	Prbk.g_01981
OG0000847	Syam.g_01956	Prbk.g_01980
OG0000848	Syam.g_01958	Prbk.g_01979
OG0000849	Syam.g_01959	Prbk.g_01978
OG0000850	Syam.g_01961	Prbk.g_01977
OG0000851	Syam.g_01966	Prbk.g_00937
OG0000852	Syam.g_01967	Prbk.g_00936
OG0000853	Syam.g_01971	Prbk.g_00932
OG0000854	Syam.g_01973	Prbk.g_00930
OG0000855	Syam.g_01974	Prbk.g_00929
OG0000856	Syam.g_01483	Prbk.g_02619
OG0000857	Syam.g_01273	Prbk.g_02485
OG0000858	Syam.g_01980	Prbk.g_00918
OG0000859	Syam.g_01981	Prbk.g_00917
OG0000860	Syam.g_01992	Prbk.g_00905
OG0000861	Syam.g_01993	Prbk.g_00904
OG0000862	Syam.g_01994	Prbk.g_00902
OG0000863	Syam.g_01996	Prbk.g_01451
OG0000864	Syam.g_01997	Prbk.g_01450
OG0000865	Syam.g_01998	Prbk.g_01449
OG0000866	Syam.g_01999	Prbk.g_01448
OG0000867	Syam.g_02000	Prbk.g_01447
OG0000868	Syam.g_02003	Prbk.g_01445
OG0000869	Syam.g_02007	Prbk.g_01442
OG0000870	Syam.g_02012	Prbk.g_01437
OG0000871	Syam.g_02013	Prbk.g_01436
OG0000872	Syam.g_02021	Prbk.g_01434
OG0000873	Syam.g_02024	Prbk.g_01431
OG0000874	Syam.g_02019	Prbk.g_01427
OG0000875	Syam.g_02026	Prbk.g_01426
OG0000876	Syam.g_01877	Prbk.g_01425
OG0000877	Syam.g_01882	Prbk.g_01422
OG0000878	Syam.g_01883	Prbk.g_01421
OG0000879	Syam.g_01884	Prbk.g_01420
OG0000880	Syam.g_01885	Prbk.g_01419
OG0000881	Syam.g_01891	Prbk.g_01414
OG0000882	Syam.g_01896	Prbk.g_01409
OG0000883	Syam.g_01898	Prbk.g_01407
OG0000884	Syam.g_01900	Prbk.g_01405
OG0000885	Syam.g_01901	Prbk.g_01404
OG0000886	Syam.g_01902	Prbk.g_01403
OG0000887	Syam.g_01903	Prbk.g_01402
OG0000888	Syam.g_01905	Prbk.g_01400
OG0000889	Syam.g_01907	Prbk.g_01398
OG0000890	Syam.g_01910	Prbk.g_01384
OG0000891	Syam.g_01911	Prbk.g_01383
OG0000892	Syam.g_01913	Prbk.g_01381
OG0000893	Syam.g_00287	Prbk.g_01901
OG0000894	Syam.g_00290	Prbk.g_01905
OG0000895	Syam.g_00294	Prbk.g_01910
OG0000896	Syam.g_00295	Prbk.g_01911
OG0000897	Syam.g_00297	Prbk.g_01913
OG0000898	Syam.g_00298	Prbk.g_01914
OG0000899	Syam.g_00299	Prbk.g_01915
OG0000900	Syam.g_00300	Prbk.g_01916
OG0000901	Syam.g_00305	Prbk.g_01920
OG0000902	Syam.g_00307	Prbk.g_01922
OG0000903	Syam.g_00322	Prbk.g_00990
OG0000904	Syam.g_00317	Prbk.g_00995
OG0000905	Syam.g_00312	Prbk.g_00997
OG0000906	Syam.g_00309	Prbk.g_01926
OG0000907	Syam.g_00324	Prbk.g_00988
OG0000908	Syam.g_00327	Prbk.g_00985
OG0000909	Syam.g_00328	Prbk.g_00984
OG0000910	Syam.g_00329	Prbk.g_00983
OG0000911	Syam.g_00331	Prbk.g_00981
OG0000912	Syam.g_00332	Prbk.g_00980
OG0000913	Syam.g_00333	Prbk.g_00979
OG0000914	Syam.g_00334	Prbk.g_00978
OG0000915	Syam.g_00336	Prbk.g_00977
OG0000916	Syam.g_00337	Prbk.g_00976
OG0000917	Syam.g_00338	Prbk.g_00975
OG0000918	Syam.g_00339	Prbk.g_00974
OG0000919	Syam.g_00340	Prbk.g_00973
OG0000920	Syam.g_00341	Prbk.g_00972
OG0000921	Syam.g_00342	Prbk.g_00971
OG0000922	Syam.g_00343	Prbk.g_00970
OG0000923	Syam.g_00347	Prbk.g_00966
OG0000924	Syam.g_00348	Prbk.g_00965
OG0000925	Syam.g_00349	Prbk.g_00964
OG0000926	Syam.g_00350	Prbk.g_00963
OG0000927	Syam.g_00352	Prbk.g_00961
OG0000928	Syam.g_00353	Prbk.g_00960
OG0000929	Syam.g_00354	Prbk.g_00959
OG0000930	Syam.g_00355	Prbk.g_00958
OG0000931	Syam.g_00356	Prbk.g_00957
OG0000932	Syam.g_00357	Prbk.g_00956
OG0000933	Syam.g_00363	Prbk.g_00951
OG0000934	Syam.g_00365	Prbk.g_00949
OG0000935	Syam.g_00366	Prbk.g_00948
OG0000936	Syam.g_00368	Prbk.g_00947
OG0000937	Syam.g_00369	Prbk.g_00946
OG0000938	Syam.g_00373	Prbk.g_00797
OG0000939	Syam.g_00374	Prbk.g_00798
OG0000940	Syam.g_00381	Prbk.g_00807
OG0000941	Syam.g_00383	Prbk.g_00809
OG0000942	Syam.g_00385	Prbk.g_00811
OG0000943	Syam.g_00386	Prbk.g_00812
OG0000944	Syam.g_00388	Prbk.g_00814
OG0000945	Syam.g_00390	Prbk.g_00816
OG0000946	Syam.g_00395	Prbk.g_00844
OG0000947	Syam.g_00398	Prbk.g_00847
OG0000948	Syam.g_00399	Prbk.g_00848
OG0000949	Syam.g_00159	Prbk.g_00851
OG0000950	Syam.g_00150	Prbk.g_00513
OG0000951	Syam.g_00145	Prbk.g_00518
OG0000952	Syam.g_00140	Prbk.g_00525
OG0000953	Syam.g_00136	Prbk.g_00529
OG0000954	Syam.g_00131	Prbk.g_00216
OG0000955	Syam.g_00130	Prbk.g_00217
OG0000956	Syam.g_00128	Prbk.g_00219
OG0000957	Syam.g_00117	Prbk.g_00235
OG0000958	Syam.g_00116	Prbk.g_00236
OG0000959	Syam.g_00112	Prbk.g_01482
OG0000960	Syam.g_00111	Prbk.g_01483
OG0000961	Syam.g_00108	Prbk.g_01494
OG0000962	Syam.g_00106	Prbk.g_01530
OG0000963	Syam.g_00101	Prbk.g_01535
OG0000964	Syam.g_00100	Prbk.g_01536
OG0000965	Syam.g_00099	Prbk.g_01537
OG0000966	Syam.g_00074	Prbk.g_01571
OG0000967	Syam.g_00069	Prbk.g_01577
OG0000968	Syam.g_00077	Prbk.g_01580
OG0000969	Syam.g_00072	Prbk.g_01582
OG0000970	Syam.g_00071	Prbk.g_01583
OG0000971	Syam.g_00066	Prbk.g_01585
OG0000972	Syam.g_00065	Prbk.g_01586
OG0000973	Syam.g_00064	Prbk.g_01587
OG0000974	Syam.g_00063	Prbk.g_01588
OG0000975	Syam.g_00062	Prbk.g_01589
OG0000976	Syam.g_00061	Prbk.g_01590
OG0000977	Syam.g_00059	Prbk.g_01592
OG0000978	Syam.g_00058	Prbk.g_01593
OG0000979	Syam.g_00055	Prbk.g_01596
OG0000980	Syam.g_00052	Prbk.g_01600
OG0000981	Syam.g_00049	Prbk.g_01603
OG0000982	Syam.g_02314	Prbk.g_02161
OG0000983	Syam.g_02315	Prbk.g_02162
OG0000984	Syam.g_02316	Prbk.g_02163
OG0000985	Syam.g_02318	Prbk.g_02167
OG0000986	Syam.g_02320	Prbk.g_02169
OG0000987	Syam.g_02322	Prbk.g_02171
OG0000988	Syam.g_02327	Prbk.g_02175
OG0000989	Syam.g_02334	Prbk.g_02185
OG0000990	Syam.g_02346	Prbk.g_02207
OG0000991	Syam.g_02348	Prbk.g_02210
OG0000992	Syam.g_02351	Prbk.g_02213
OG0000993	Syam.g_02352	Prbk.g_02214
OG0000994	Syam.g_02354	Prbk.g_02217
OG0000995	Syam.g_02359	Prbk.g_02226
OG0000996	Syam.g_02405	Prbk.g_02239
OG0000997	Syam.g_02416	Prbk.g_02248
OG0000998	Syam.g_02418	Prbk.g_02250
OG0000999	Syam.g_02419	Prbk.g_02251
OG0001000	Syam.g_02422	Prbk.g_02254
OG0001001	Syam.g_02427	Prbk.g_02258
OG0001002	Syam.g_02433	Prbk.g_02265
OG0001003	Syam.g_02434	Prbk.g_02267
OG0001004	Syam.g_02435	Prbk.g_02268
OG0001005	Syam.g_02436	Prbk.g_02270
OG0001006	Syam.g_02444	Prbk.g_02276
OG0001007	Syam.g_02446	Prbk.g_02278
OG0001008	Syam.g_01866	Prbk.g_00327
OG0001009	Syam.g_00032	Prbk.g_01622
OG0001010	Syam.g_00033	Prbk.g_01621
OG0001011	Syam.g_00034	Prbk.g_01619
OG0001012	Syam.g_02310	Prbk.g_02158
OG0001013	Syam.g_02296	Prbk.g_02133
OG0001014	Syam.g_02292	Prbk.g_02124
OG0001015	Syam.g_02291	Prbk.g_02123
OG0001016	Syam.g_02067	Prbk.g_01315
OG0001017	Syam.g_02073	Prbk.g_01309
OG0001018	Syam.g_02075	Prbk.g_01307
OG0001019	Syam.g_02093	Prbk.g_01294
OG0001020	Syam.g_02098	Prbk.g_00035
OG0001021	Syam.g_02102	Prbk.g_00031
OG0001022	Syam.g_02106	Prbk.g_00026
OG0001023	Syam.g_02107	Prbk.g_00025
OG0001024	Syam.g_02111	Prbk.g_00021
OG0001025	Syam.g_02118	Prbk.g_00014
OG0001026	Syam.g_02130	Prbk.g_00001
OG0001027	Syam.g_02135	Prbk.g_00190
OG0001028	Syam.g_02137	Prbk.g_00192
OG0001029	Syam.g_02139	Prbk.g_00194
OG0001030	Syam.g_02163	Prbk.g_00547
OG0001031	Syam.g_02239	Prbk.g_01275
OG0001032	Syam.g_02241	Prbk.g_01272
OG0001033	Syam.g_02265	Prbk.g_00633
OG0001034	Syam.g_00508	Prbk.g_01521
OG0001035	Syam.g_00265	Prbk.g_00372
OG0001036	Syam.g_00261	Prbk.g_00376
OG0001037	Syam.g_00259	Prbk.g_00378
OG0001038	Syam.g_00232	Prbk.g_00415
OG0001039	Syam.g_00229	Prbk.g_00418
OG0001040	Syam.g_00226	Prbk.g_00421
OG0001041	Syam.g_00221	Prbk.g_00426
OG0001042	Syam.g_00196	Prbk.g_00451
OG0001043	Syam.g_00192	Prbk.g_00453
OG0001044	Syam.g_00456	Prbk.g_00870
OG0001045	Syam.g_00469	Prbk.g_00882
OG0001046	Syam.g_01151	Prbk.g_00924
OG0001047	Syam.g_01864	Prbk.g_00325
OG0001048	Syam.g_01863	Prbk.g_00324
OG0001049	Syam.g_01855	Prbk.g_00321
OG0001050	Syam.g_01854	Prbk.g_00320
OG0001051	Syam.g_01853	Prbk.g_00319
OG0001052	Syam.g_01672	Prbk.g_02109
OG0001053	Syam.g_00586	Prbk.g_02064
OG0001054	Syam.g_00603	Prbk.g_01861
OG0001055	Syam.g_00624	Prbk.g_01056
OG0001056	Syam.g_00656	Prbk.g_01085
OG0001057	Syam.g_00664	Prbk.g_01097
OG0001058	Syam.g_00677	Prbk.g_01893
OG0001059	Syam.g_00681	Prbk.g_01889
OG0001060	Syam.g_00688	Prbk.g_01882
OG0001061	Syam.g_01744	Prbk.g_01109
OG0001062	Syam.g_01742	Prbk.g_01111
OG0001063	Syam.g_01737	Prbk.g_01115
OG0001064	Syam.g_01736	Prbk.g_01116
OG0001065	Syam.g_01735	Prbk.g_01117
OG0001066	Syam.g_01734	Prbk.g_01118
OG0001067	Syam.g_01733	Prbk.g_01119
OG0001068	Syam.g_01732	Prbk.g_01120
OG0001069	Syam.g_01731	Prbk.g_01121
OG0001070	Syam.g_01728	Prbk.g_01125
OG0001071	Syam.g_01727	Prbk.g_01126
OG0001072	Syam.g_01723	Prbk.g_01129
OG0001073	Syam.g_01709	Prbk.g_01148
OG0001074	Syam.g_01504	Prbk.g_02602
OG0001075	Syam.g_01502	Prbk.g_02603
OG0001076	Syam.g_01491	Prbk.g_02611
OG0001077	Syam.g_01480	Prbk.g_02621
OG0001078	Syam.g_01467	Prbk.g_02632
OG0001079	Syam.g_01454	Prbk.g_02651
OG0001080	Syam.g_01034	Prbk.g_00738
OG0001081	Syam.g_01386	Prbk.g_00728
OG0001082	Syam.g_01385	Prbk.g_00727
OG0001083	Syam.g_01377	Prbk.g_00719
OG0001084	Syam.g_01376	Prbk.g_00718
OG0001085	Syam.g_01366	Prbk.g_00708
OG0001086	Syam.g_01364	Prbk.g_00706
OG0001087	Syam.g_00813	Prbk.g_01821
OG0001088	Syam.g_00809	Prbk.g_01817
OG0001089	Syam.g_00785	Prbk.g_01764
OG0001090	Syam.g_01246	Prbk.g_00617
OG0001091	Syam.g_01244	Prbk.g_00615
OG0001092	Syam.g_01242	Prbk.g_00614
OG0001093	Syam.g_01236	Prbk.g_00610
OG0001094	Syam.g_01296	Prbk.g_02462
OG0001095	Syam.g_01276	Prbk.g_02481
OG0001096	Syam.g_01260	Prbk.g_02497
OG0001097	Syam.g_00727	Prbk.g_02542
OG0001098	Syam.g_01037	Prbk.g_02379
OG0001099	Syam.g_02138	Prbk.g_00193
OG0001100	Syam.g_01356	Prbk.g_02389
OG0001101	Syam.g_01355	Prbk.g_02390
OG0001103	Syam.g_01350	Prbk.g_02395
OG0001104	Syam.g_01311	Prbk.g_02452
OG0001105	Syam.g_01307	Prbk.g_02447
OG0001106	Syam.g_01110	Prbk.g_02336
OG0001107	Syam.g_01122	Prbk.g_02326
OG0001108	Syam.g_01132	Prbk.g_02319
OG0001109	Syam.g_01134	Prbk.g_02317
OG0001110	Syam.g_01136	Prbk.g_02315
OG0001111	Syam.g_01138	Prbk.g_02313
OG0001112	Syam.g_01140	Prbk.g_02311
OG0001113	Syam.g_01141	Prbk.g_02310
OG0001114	Syam.g_01142	Prbk.g_02309
OG0001115	Syam.g_01146	Prbk.g_02307
OG0001116	Syam.g_01148	Prbk.g_02306
OG0001117	Syam.g_01149	Prbk.g_02305
OG0001118	Syam.g_01150	Prbk.g_02304
OG0001119	Syam.g_01152	Prbk.g_02303
OG0001120	Syam.g_01156	Prbk.g_02301
OG0001122	Syam.g_01184	Prbk.g_00581
OG0001123	Syam.g_01191	Prbk.g_00588
OG0001124	Syam.g_01194	Prbk.g_00590
OG0001125	Syam.g_01196	Prbk.g_00592
OG0001126	Syam.g_00757	Prbk.g_00068
OG0001127	Syam.g_00758	Prbk.g_00067
OG0001128	Syam.g_00764	Prbk.g_00064
OG0001129	Syam.g_00766	Prbk.g_00063
OG0001130	Syam.g_00767	Prbk.g_00062
OG0001131	Syam.g_01337	Prbk.g_00627
OG0001132	Syam.g_01020	Prbk.g_02595
