Orthogroup	Syam	Syap
OG0000607	Syam.g_01384	Syap.g_00093
OG0000608	Syam.g_01383	Syap.g_00094
OG0000609	Syam.g_01380	Syap.g_00096
OG0000610	Syam.g_01373	Syap.g_01963
OG0000611	Syam.g_01370	Syap.g_01958
OG0000612	Syam.g_01369	Syap.g_01957
OG0000613	Syam.g_00170	Syap.g_02480
OG0000615	Syam.g_01332	Syap.g_00154
OG0000616	Syam.g_02430	Syap.g_00127
OG0000617	Syam.g_01240	Syap.g_00513
OG0000618	Syam.g_01239	Syap.g_00514
OG0000619	Syam.g_01238	Syap.g_00515
OG0000620	Syam.g_01233	Syap.g_00520
OG0000621	Syam.g_01232	Syap.g_00521
OG0000622	Syam.g_01231	Syap.g_00523
OG0000623	Syam.g_01230	Syap.g_00526
OG0000624	Syam.g_01228	Syap.g_00527
OG0000625	Syam.g_01227	Syap.g_00528
OG0000626	Syam.g_01226	Syap.g_00529
OG0000627	Syam.g_01065	Syap.g_00848
OG0000628	Syam.g_01067	Syap.g_00850
OG0000629	Syam.g_01070	Syap.g_02334
OG0000630	Syam.g_01074	Syap.g_02793
OG0000631	Syam.g_01084	Syap.g_01724
OG0000632	Syam.g_01085	Syap.g_01725
OG0000633	Syam.g_01086	Syap.g_01726
OG0000634	Syam.g_01294	Syap.g_00190
OG0000635	Syam.g_01293	Syap.g_00191
OG0000636	Syam.g_01291	Syap.g_00193
OG0000637	Syam.g_01289	Syap.g_00195
OG0000638	Syam.g_01288	Syap.g_00196
OG0000639	Syam.g_01287	Syap.g_00197
OG0000640	Syam.g_01286	Syap.g_00198
OG0000641	Syam.g_01282	Syap.g_00203
OG0000642	Syam.g_01281	Syap.g_02732
OG0000643	Syam.g_01280	Syap.g_02731
OG0000644	Syam.g_01279	Syap.g_02730
OG0000645	Syam.g_01277	Syap.g_02726
OG0000646	Syam.g_01274	Syap.g_02723
OG0000647	Syam.g_01272	Syap.g_02721
OG0000648	Syam.g_01269	Syap.g_02719
OG0000649	Syam.g_01268	Syap.g_02718
OG0000650	Syam.g_01267	Syap.g_02717
OG0000651	Syam.g_01266	Syap.g_02716
OG0000652	Syam.g_01265	Syap.g_02715
OG0000653	Syam.g_01263	Syap.g_02713
OG0000654	Syam.g_01262	Syap.g_02711
OG0000655	Syam.g_01261	Syap.g_02710
OG0000656	Syam.g_01258	Syap.g_02706
OG0000657	Syam.g_00739	Syap.g_01845
OG0000658	Syam.g_00735	Syap.g_01841
OG0000659	Syam.g_00734	Syap.g_01840
OG0000660	Syam.g_00730	Syap.g_01835
OG0000662	Syam.g_00726	Syap.g_00823
OG0000663	Syam.g_00723	Syap.g_00826
OG0000664	Syam.g_00722	Syap.g_00828
OG0000665	Syam.g_02027	Syap.g_02331
OG0000666	Syam.g_01030	Syap.g_01573
OG0000667	Syam.g_00937	Syap.g_01979
OG0000668	Syam.g_01185	Syap.g_02765
OG0000669	Syam.g_01358	Syap.g_02371
OG0000670	Syam.g_00528	Syap.g_02368
OG0000671	Syam.g_01354	Syap.g_01260
OG0000672	Syam.g_01351	Syap.g_01257
OG0000673	Syam.g_01348	Syap.g_01253
OG0000674	Syam.g_01346	Syap.g_01251
OG0000675	Syam.g_01345	Syap.g_01250
OG0000676	Syam.g_01343	Syap.g_01248
OG0000677	Syam.g_01342	Syap.g_01246
OG0000678	Syam.g_01339	Syap.g_01239
OG0000679	Syam.g_01323	Syap.g_00157
OG0000680	Syam.g_01322	Syap.g_00158
OG0000681	Syam.g_01319	Syap.g_00163
OG0000682	Syam.g_01318	Syap.g_00165
OG0000683	Syam.g_01317	Syap.g_00166
OG0000684	Syam.g_01312	Syap.g_00169
OG0000685	Syam.g_01310	Syap.g_00172
OG0000686	Syam.g_01309	Syap.g_00173
OG0000687	Syam.g_01308	Syap.g_00174
OG0000688	Syam.g_01304	Syap.g_00178
OG0000689	Syam.g_01302	Syap.g_00180
OG0000690	Syam.g_01301	Syap.g_00181
OG0000691	Syam.g_01300	Syap.g_00182
OG0000692	Syam.g_01299	Syap.g_00184
OG0000693	Syam.g_01298	Syap.g_00185
OG0000694	Syam.g_01297	Syap.g_00186
OG0000695	Syam.g_01088	Syap.g_01729
OG0000696	Syam.g_01089	Syap.g_01730
OG0000697	Syam.g_01091	Syap.g_01734
OG0000698	Syam.g_01094	Syap.g_01737
OG0000699	Syam.g_01096	Syap.g_01738
OG0000700	Syam.g_01097	Syap.g_01739
OG0000701	Syam.g_01098	Syap.g_01740
OG0000702	Syam.g_01106	Syap.g_01747
OG0000703	Syam.g_01107	Syap.g_01750
OG0000704	Syam.g_01109	Syap.g_01753
OG0000705	Syam.g_01116	Syap.g_02022
OG0000706	Syam.g_01117	Syap.g_02020
OG0000707	Syam.g_01118	Syap.g_02019
OG0000708	Syam.g_01121	Syap.g_02016
OG0000709	Syam.g_01131	Syap.g_00121
OG0000711	Syam.g_01165	Syap.g_02686
OG0000712	Syam.g_01167	Syap.g_02688
OG0000713	Syam.g_01168	Syap.g_02689
OG0000714	Syam.g_01170	Syap.g_02691
OG0000715	Syam.g_01172	Syap.g_02693
OG0000716	Syam.g_01176	Syap.g_02696
OG0000717	Syam.g_01177	Syap.g_02697
OG0000718	Syam.g_01181	Syap.g_02701
OG0000719	Syam.g_01183	Syap.g_02767
OG0000720	Syam.g_01197	Syap.g_02780
OG0000721	Syam.g_01199	Syap.g_02782
OG0000722	Syam.g_01200	Syap.g_02783
OG0000723	Syam.g_01224	Syap.g_00532
OG0000725	Syam.g_00777	Syap.g_01559
OG0000726	Syam.g_00778	Syap.g_01560
OG0000727	Syam.g_00779	Syap.g_01561
OG0000728	Syam.g_00781	Syap.g_01564
OG0000729	Syam.g_00105	Syap.g_01122
OG0000730	Syam.g_00454	Syap.g_00572
OG0000731	Syam.g_00466	Syap.g_00560
OG0000732	Syam.g_00051	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Syam.g_02339	Syap.g_01971
OG0000734	Syam.g_02128	Syap.g_02628
OG0000735	Syam.g_01810	Syap.g_00244
OG0000736	Syam.g_01809	Syap.g_00243
OG0000737	Syam.g_01808	Syap.g_00242
OG0000738	Syam.g_01803	Syap.g_00236
OG0000739	Syam.g_01802	Syap.g_00235
OG0000740	Syam.g_01801	Syap.g_00234
OG0000741	Syam.g_01798	Syap.g_00231
OG0000742	Syam.g_01796	Syap.g_00229
OG0000743	Syam.g_01794	Syap.g_00226
OG0000744	Syam.g_01793	Syap.g_00225
OG0000745	Syam.g_01791	Syap.g_00222
OG0000746	Syam.g_01789	Syap.g_00220
OG0000747	Syam.g_01788	Syap.g_00219
OG0000748	Syam.g_01779	Syap.g_00212
OG0000749	Syam.g_01776	Syap.g_00211
OG0000750	Syam.g_01775	Syap.g_00210
OG0000751	Syam.g_01770	Syap.g_00205
OG0000752	Syam.g_01768	Syap.g_01793
OG0000753	Syam.g_01765	Syap.g_02775
OG0000754	Syam.g_00910	Syap.g_01883
OG0000755	Syam.g_00900	Syap.g_01893
OG0000757	Syam.g_00891	Syap.g_00427
OG0000758	Syam.g_00890	Syap.g_00428
OG0000759	Syam.g_00889	Syap.g_00429
OG0000760	Syam.g_00888	Syap.g_00430
OG0000761	Syam.g_00886	Syap.g_00431
OG0000762	Syam.g_00884	Syap.g_00434
OG0000763	Syam.g_00882	Syap.g_02624
OG0000764	Syam.g_00881	Syap.g_02623
OG0000765	Syam.g_00864	Syap.g_02440
OG0000766	Syam.g_00863	Syap.g_02439
OG0000767	Syam.g_00861	Syap.g_02437
OG0000768	Syam.g_00860	Syap.g_02436
OG0000769	Syam.g_00858	Syap.g_02434
OG0000770	Syam.g_00855	Syap.g_02431
OG0000772	Syam.g_01005	Syap.g_02295
OG0000773	Syam.g_01816	Syap.g_00885
OG0000774	Syam.g_01820	Syap.g_01473
OG0000775	Syam.g_01823	Syap.g_01475
OG0000776	Syam.g_01824	Syap.g_01476
OG0000777	Syam.g_01825	Syap.g_01478
OG0000778	Syam.g_01826	Syap.g_01479
OG0000779	Syam.g_01832	Syap.g_01494
OG0000780	Syam.g_01835	Syap.g_01496
OG0000781	Syam.g_01839	Syap.g_02609
OG0000782	Syam.g_01840	Syap.g_02611
OG0000783	Syam.g_01841	Syap.g_02612
OG0000784	Syam.g_01842	Syap.g_02613
OG0000785	Syam.g_01844	Syap.g_02281
OG0000786	Syam.g_01700	Syap.g_02287
OG0000787	Syam.g_01701	Syap.g_02288
OG0000788	Syam.g_01455	Syap.g_01932
OG0000789	Syam.g_01044	Syap.g_00372
OG0000791	Syam.g_00568	Syap.g_02520
OG0000792	Syam.g_00567	Syap.g_02519
OG0000793	Syam.g_00562	Syap.g_02141
OG0000794	Syam.g_00561	Syap.g_02200
OG0000795	Syam.g_00560	Syap.g_02199
OG0000796	Syam.g_00556	Syap.g_02448
OG0000797	Syam.g_00555	Syap.g_02449
OG0000798	Syam.g_00233	Syap.g_01363
OG0000799	Syam.g_01585	Syap.g_02488
OG0000800	Syam.g_01588	Syap.g_02487
OG0000801	Syam.g_01589	Syap.g_02486
OG0000802	Syam.g_01592	Syap.g_02659
OG0000803	Syam.g_01597	Syap.g_02109
OG0000804	Syam.g_01600	Syap.g_02113
OG0000805	Syam.g_01602	Syap.g_02115
OG0000806	Syam.g_01604	Syap.g_02117
OG0000807	Syam.g_01606	Syap.g_02118
OG0000808	Syam.g_01607	Syap.g_02119
OG0000809	Syam.g_01610	Syap.g_02122
OG0000810	Syam.g_01611	Syap.g_02124
OG0000811	Syam.g_01616	Syap.g_02472
OG0000812	Syam.g_01618	Syap.g_02474
OG0000813	Syam.g_01619	Syap.g_02475
OG0000814	Syam.g_01621	Syap.g_02753
OG0000815	Syam.g_01622	Syap.g_02752
OG0000816	Syam.g_01624	Syap.g_02289
OG0000817	Syam.g_01625	Syap.g_02527
OG0000818	Syam.g_01631	Syap.g_02001
OG0000819	Syam.g_01632	Syap.g_02002
OG0000820	Syam.g_01633	Syap.g_02003
OG0000821	Syam.g_01639	Syap.g_02009
OG0000822	Syam.g_01641	Syap.g_02011
OG0000824	Syam.g_01648	Syap.g_00008
OG0000825	Syam.g_01649	Syap.g_00009
OG0000826	Syam.g_01650	Syap.g_00010
OG0000827	Syam.g_01651	Syap.g_00011
OG0000828	Syam.g_01655	Syap.g_00014
OG0000829	Syam.g_01656	Syap.g_00015
OG0000830	Syam.g_01657	Syap.g_00016
OG0000831	Syam.g_01659	Syap.g_00019
OG0000832	Syam.g_01923	Syap.g_00752
OG0000833	Syam.g_01932	Syap.g_00021
OG0000834	Syam.g_01933	Syap.g_00023
OG0000835	Syam.g_01934	Syap.g_00024
OG0000836	Syam.g_01937	Syap.g_00026
OG0000837	Syam.g_01938	Syap.g_00027
OG0000838	Syam.g_01946	Syap.g_00031
OG0000839	Syam.g_01947	Syap.g_00032
OG0000840	Syam.g_01948	Syap.g_00033
OG0000841	Syam.g_01949	Syap.g_00034
OG0000842	Syam.g_01950	Syap.g_00035
OG0000843	Syam.g_01951	Syap.g_00036
OG0000844	Syam.g_01953	Syap.g_00039
OG0000845	Syam.g_01954	Syap.g_00040
OG0000846	Syam.g_01955	Syap.g_00042
OG0000847	Syam.g_01956	Syap.g_00043
OG0000848	Syam.g_01958	Syap.g_00045
OG0000849	Syam.g_01959	Syap.g_00046
OG0000850	Syam.g_01961	Syap.g_00310
OG0000851	Syam.g_01966	Syap.g_01214
OG0000852	Syam.g_01967	Syap.g_01215
OG0000853	Syam.g_01971	Syap.g_01219
OG0000854	Syam.g_01973	Syap.g_01222
OG0000855	Syam.g_01974	Syap.g_01223
OG0000856	Syam.g_01483	Syap.g_01286
OG0000857	Syam.g_01273	Syap.g_02722
OG0000858	Syam.g_01980	Syap.g_00612
OG0000859	Syam.g_01981	Syap.g_00613
OG0000860	Syam.g_01992	Syap.g_00623
OG0000861	Syam.g_01993	Syap.g_02789
OG0000862	Syam.g_01994	Syap.g_01789
OG0000863	Syam.g_01996	Syap.g_01784
OG0000864	Syam.g_01997	Syap.g_01783
OG0000865	Syam.g_01998	Syap.g_01781, Syap.g_01782
OG0000866	Syam.g_01999	Syap.g_01780
OG0000867	Syam.g_02000	Syap.g_01779
OG0000868	Syam.g_02003	Syap.g_01775
OG0000869	Syam.g_02007	Syap.g_01770
OG0000870	Syam.g_02012	Syap.g_01401
OG0000871	Syam.g_02013	Syap.g_01400
OG0000872	Syam.g_02021	Syap.g_01394
OG0000873	Syam.g_02024	Syap.g_01390
OG0000874	Syam.g_02019	Syap.g_01388
OG0000875	Syam.g_02026	Syap.g_01386
OG0000876	Syam.g_01877	Syap.g_00822
OG0000877	Syam.g_01882	Syap.g_01380
OG0000878	Syam.g_01883	Syap.g_01378
OG0000879	Syam.g_01884	Syap.g_01377
OG0000880	Syam.g_01885	Syap.g_01376
OG0000882	Syam.g_01896	Syap.g_01516
OG0000883	Syam.g_01898	Syap.g_01511
OG0000884	Syam.g_01900	Syap.g_01509
OG0000885	Syam.g_01901	Syap.g_01508
OG0000886	Syam.g_01902	Syap.g_01507
OG0000887	Syam.g_01903	Syap.g_01506
OG0000888	Syam.g_01905	Syap.g_01504
OG0000889	Syam.g_01907	Syap.g_01502
OG0000890	Syam.g_01910	Syap.g_01499
OG0000891	Syam.g_01911	Syap.g_01498
OG0000892	Syam.g_01913	Syap.g_02671
OG0000893	Syam.g_00287	Syap.g_02497
OG0000894	Syam.g_00290	Syap.g_02679
OG0000895	Syam.g_00294	Syap.g_00546
OG0000896	Syam.g_00295	Syap.g_00545
OG0000897	Syam.g_00297	Syap.g_00543
OG0000898	Syam.g_00298	Syap.g_00542
OG0000899	Syam.g_00299	Syap.g_00541
OG0000900	Syam.g_00300	Syap.g_00540
OG0000901	Syam.g_00305	Syap.g_01930
OG0000902	Syam.g_00307	Syap.g_01929
OG0000903	Syam.g_00322	Syap.g_01916
OG0000904	Syam.g_00317	Syap.g_01922
OG0000905	Syam.g_00312	Syap.g_01925
OG0000906	Syam.g_00309	Syap.g_01927
OG0000907	Syam.g_00324	Syap.g_01914
OG0000908	Syam.g_00327	Syap.g_01235
OG0000909	Syam.g_00328	Syap.g_01236
OG0000910	Syam.g_00329	Syap.g_01237
OG0000911	Syam.g_00331	Syap.g_00511
OG0000912	Syam.g_00332	Syap.g_00510
OG0000913	Syam.g_00333	Syap.g_00509
OG0000914	Syam.g_00334	Syap.g_00508
OG0000915	Syam.g_00336	Syap.g_00506
OG0000916	Syam.g_00337	Syap.g_00505
OG0000917	Syam.g_00338	Syap.g_00504
OG0000918	Syam.g_00339	Syap.g_00503
OG0000919	Syam.g_00340	Syap.g_00502
OG0000920	Syam.g_00341	Syap.g_00501
OG0000921	Syam.g_00342	Syap.g_00500
OG0000922	Syam.g_00343	Syap.g_00499
OG0000923	Syam.g_00347	Syap.g_00495
OG0000924	Syam.g_00348	Syap.g_00494
OG0000925	Syam.g_00349	Syap.g_00493
OG0000926	Syam.g_00350	Syap.g_00492
OG0000927	Syam.g_00352	Syap.g_00490
OG0000928	Syam.g_00353	Syap.g_00489
OG0000929	Syam.g_00354	Syap.g_00488
OG0000930	Syam.g_00355	Syap.g_00487
OG0000931	Syam.g_00356	Syap.g_00486
OG0000932	Syam.g_00357	Syap.g_00485
OG0000933	Syam.g_00363	Syap.g_00479
OG0000934	Syam.g_00365	Syap.g_00477
OG0000935	Syam.g_00366	Syap.g_00476
OG0000936	Syam.g_00368	Syap.g_00475
OG0000937	Syam.g_00369	Syap.g_00474
OG0000938	Syam.g_00373	Syap.g_00471
OG0000939	Syam.g_00374	Syap.g_00469
OG0000940	Syam.g_00381	Syap.g_00460
OG0000941	Syam.g_00383	Syap.g_00458
OG0000942	Syam.g_00385	Syap.g_00606
OG0000943	Syam.g_00386	Syap.g_00604
OG0000944	Syam.g_00388	Syap.g_00602
OG0000945	Syam.g_00390	Syap.g_00601
OG0000946	Syam.g_00395	Syap.g_00595
OG0000947	Syam.g_00398	Syap.g_00591
OG0000948	Syam.g_00399	Syap.g_00590
OG0000949	Syam.g_00159	Syap.g_01051
OG0000950	Syam.g_00150	Syap.g_01061
OG0000951	Syam.g_00145	Syap.g_01070
OG0000952	Syam.g_00140	Syap.g_01074
OG0000953	Syam.g_00136	Syap.g_01078
OG0000954	Syam.g_00131	Syap.g_01089
OG0000955	Syam.g_00130	Syap.g_01090
OG0000956	Syam.g_00128	Syap.g_01092
OG0000957	Syam.g_00117	Syap.g_01109
OG0000958	Syam.g_00116	Syap.g_01110
OG0000959	Syam.g_00112	Syap.g_01114
OG0000960	Syam.g_00111	Syap.g_01115
OG0000961	Syam.g_00108	Syap.g_02170
OG0000962	Syam.g_00106	Syap.g_01121
OG0000963	Syam.g_00101	Syap.g_01124
OG0000964	Syam.g_00100	Syap.g_01125
OG0000965	Syam.g_00099	Syap.g_01126
OG0000966	Syam.g_00074	Syap.g_01141
OG0000967	Syam.g_00069	Syap.g_00633
OG0000968	Syam.g_00077	Syap.g_00998
OG0000969	Syam.g_00072	Syap.g_00996
OG0000970	Syam.g_00071	Syap.g_00995
OG0000971	Syam.g_00066	Syap.g_00993
OG0000972	Syam.g_00065	Syap.g_00992
OG0000973	Syam.g_00064	Syap.g_00991
OG0000974	Syam.g_00063	Syap.g_00990
OG0000975	Syam.g_00062	Syap.g_00989
OG0000976	Syam.g_00061	Syap.g_00988
OG0000977	Syam.g_00059	Syap.g_00986
OG0000978	Syam.g_00058	Syap.g_00985
OG0000979	Syam.g_00055	Syap.g_00980
OG0000980	Syam.g_00052	Syap.g_00977
OG0000981	Syam.g_00049	Syap.g_01812
OG0000982	Syam.g_02314	Syap.g_00132
OG0000983	Syam.g_02315	Syap.g_00134
OG0000984	Syam.g_02316	Syap.g_00135
OG0000985	Syam.g_02318	Syap.g_00140
OG0000986	Syam.g_02320	Syap.g_01044
OG0000987	Syam.g_02322	Syap.g_01033
OG0000988	Syam.g_02327	Syap.g_01027
OG0000989	Syam.g_02334	Syap.g_01011
OG0000990	Syam.g_02346	Syap.g_02087
OG0000991	Syam.g_02348	Syap.g_02091
OG0000992	Syam.g_02351	Syap.g_02095
OG0000993	Syam.g_02352	Syap.g_02097
OG0000994	Syam.g_02354	Syap.g_02101
OG0000996	Syam.g_02405	Syap.g_01817
OG0000997	Syam.g_02416	Syap.g_02590
OG0000998	Syam.g_02418	Syap.g_02591
OG0000999	Syam.g_02419	Syap.g_02592
OG0001001	Syam.g_02427	Syap.g_02605
OG0001002	Syam.g_02433	Syap.g_00124
OG0001003	Syam.g_02434	Syap.g_02310
OG0001004	Syam.g_02435	Syap.g_02311
OG0001005	Syam.g_02436	Syap.g_02312
OG0001006	Syam.g_02444	Syap.g_00053
OG0001007	Syam.g_02446	Syap.g_00055
OG0001008	Syam.g_01866	Syap.g_02060
OG0001012	Syam.g_02310	Syap.g_00371
OG0001013	Syam.g_02296	Syap.g_01325
OG0001016	Syam.g_02067	Syap.g_01695
OG0001033	Syam.g_02265	Syap.g_00105
OG0001035	Syam.g_00265	Syap.g_01594
OG0001038	Syam.g_00232	Syap.g_01362
OG0001039	Syam.g_00229	Syap.g_01359
OG0001040	Syam.g_00226	Syap.g_01356
OG0001041	Syam.g_00221	Syap.g_01352
OG0001043	Syam.g_00192	Syap.g_01676
OG0001044	Syam.g_00456	Syap.g_00571
OG0001053	Syam.g_00586	Syap.g_02253
OG0001054	Syam.g_00603	Syap.g_00274
OG0001055	Syam.g_00624	Syap.g_00252
OG0001059	Syam.g_00681	Syap.g_00306
OG0001060	Syam.g_00688	Syap.g_00299
OG0001061	Syam.g_01744	Syap.g_01309
OG0001062	Syam.g_01742	Syap.g_01314
OG0001072	Syam.g_01723	Syap.g_00441
OG0001073	Syam.g_01709	Syap.g_00122, Syap.g_00455
OG0001078	Syam.g_01467	Syap.g_00896
OG0001080	Syam.g_01034	Syap.g_02505
OG0001085	Syam.g_01366	Syap.g_01953
OG0001094	Syam.g_01296	Syap.g_00187
OG0001095	Syam.g_01276	Syap.g_02725
OG0001096	Syam.g_01260	Syap.g_02709
OG0001100	Syam.g_01356	Syap.g_02369
OG0001103	Syam.g_01350	Syap.g_01256
OG0001104	Syam.g_01311	Syap.g_00171
OG0001105	Syam.g_01307	Syap.g_00175
OG0001107	Syam.g_01122	Syap.g_02015
OG0001108	Syam.g_01132	Syap.g_00119
OG0001122	Syam.g_01184	Syap.g_02766
OG0001123	Syam.g_01191	Syap.g_01872
OG0001136	Syam.g_01797	Syap.g_00230
OG0001137	Syam.g_01780	Syap.g_00213
OG0001140	Syam.g_00895	Syap.g_02134
OG0001152	Syam.g_00557	Syap.g_02447
OG0001154	Syam.g_01654	Syap.g_00013
OG0001155	Syam.g_01925	Syap.g_00750
OG0001160	Syam.g_01969	Syap.g_01217
OG0001162	Syam.g_01257	Syap.g_02366
OG0001163	Syam.g_01977	Syap.g_00609
OG0001164	Syam.g_01983	Syap.g_00614
OG0001165	Syam.g_01988	Syap.g_00619
OG0001168	Syam.g_01890	Syap.g_01372
OG0001171	Syam.g_01904	Syap.g_01505
OG0001172	Syam.g_00292	Syap.g_00547
OG0001177	Syam.g_00319	Syap.g_01920
OG0001178	Syam.g_01995	Syap.g_01786, Syap.g_01787
OG0001179	Syam.g_00351	Syap.g_00491
OG0001180	Syam.g_00378	Syap.g_00097, Syap.g_00465
OG0001181	Syam.g_00382	Syap.g_00459
OG0001183	Syam.g_00396	Syap.g_00594
OG0001185	Syam.g_00121	Syap.g_01104
OG0001186	Syam.g_00076	Syap.g_01140
OG0001187	Syam.g_00073	Syap.g_01142
OG0001188	Syam.g_00070	Syap.g_00634
OG0001189	Syam.g_00054	Syap.g_00979
OG0001191	Syam.g_02324	Syap.g_01030
OG0001192	Syam.g_02330	Syap.g_01021
OG0001197	Syam.g_02431	Syap.g_00126
OG0001198	Syam.g_02443	Syap.g_00052
OG0001199	Syam.g_02068	Syap.g_01696
OG0001200	Syam.g_02070	Syap.g_01698
OG0001202	Syam.g_02255	Syap.g_01613
OG0001203	Syam.g_00511	Syap.g_01154
OG0001204	Syam.g_00282	Syap.g_01577
OG0001214	Syam.g_01466	Syap.g_00897
OG0001217	Syam.g_01403	Syap.g_01464
OG0001218	Syam.g_01662	Syap.g_00020
OG0001219	Syam.g_01080	Syap.g_02794
OG0001221	Syam.g_01334	Syap.g_01777
OG0001222	Syam.g_01111	Syap.g_02027
OG0001224	Syam.g_00770	Syap.g_01551
OG0001225	Syam.g_00772	Syap.g_01553
OG0001226	Syam.g_01425	Syap.g_02551
OG0001228	Syam.g_01858	Syap.g_01063
OG0001229	Syam.g_00796	Syap.g_00827
OG0001230	Syam.g_01603	Syap.g_02116
OG0001231	Syam.g_00017	Syap.g_00073
OG0001232	Syam.g_02022	Syap.g_01393
OG0001235	Syam.g_00313	Syap.g_01924
OG0001236	Syam.g_00146	Syap.g_01069
OG0001237	Syam.g_00141	Syap.g_01073
OG0001238	Syam.g_02326	Syap.g_01028
OG0001239	Syam.g_02065	Syap.g_01693, Syap.g_01692
OG0001242	Syam.g_02145	Syap.g_02227, Syap.g_02229
OG0001244	Syam.g_02188	Syap.g_02192
OG0001246	Syam.g_00611	Syap.g_01165, Syap.g_00267
OG0001248	Syam.g_01256	Syap.g_00423
OG0001249	Syam.g_00436	Syap.g_00575
OG0001250	Syam.g_00731	Syap.g_01836
OG0001251	Syam.g_02365	Syap.g_01549, Syap.g_01727
OG0001253	Syam.g_01021	Syap.g_01969
OG0001255	Syam.g_01056	Syap.g_02523
OG0001256	Syam.g_01976	Syap.g_01225
OG0001257	Syam.g_01683	Syap.g_00374, Syap.g_00373, Syap.g_01821
OG0001258	Syam.g_01986	Syap.g_00617
OG0001260	Syam.g_01912	Syap.g_01497
OG0001261	Syam.g_00360	Syap.g_00482
OG0001262	Syam.g_00056	Syap.g_00981
OG0001263	Syam.g_02159	Syap.g_02216
OG0001265	Syam.g_02143	Syap.g_02231
OG0001266	Syam.g_02259	Syap.g_01618
OG0001267	Syam.g_00230	Syap.g_01360
OG0001268	Syam.g_00463	Syap.g_00563
OG0001270	Syam.g_01871	Syap.g_02056
OG0001271	Syam.g_01671	Syap.g_02759
OG0001272	Syam.g_00589	Syap.g_02250
OG0001274	Syam.g_02285	Syap.g_01897
OG0001275	Syam.g_01174	Syap.g_02694
OG0001276	Syam.g_01190	Syap.g_01873
OG0001277	Syam.g_02415	Syap.g_01293
OG0001278	Syam.g_00862	Syap.g_02438
OG0001279	Syam.g_01590	Syap.g_02663
OG0001282	Syam.g_00574	Syap.g_01701
OG0001284	Syam.g_01960	Syap.g_00047
OG0001286	Syam.g_00376	Syap.g_00467
OG0001287	Syam.g_00113	Syap.g_00418
OG0001288	Syam.g_00102	Syap.g_01123
OG0001289	Syam.g_02089	Syap.g_02365
OG0001291	Syam.g_02170	Syap.g_02207
OG0001292	Syam.g_00276	Syap.g_01583
OG0001297	Syam.g_00621	Syap.g_00255
OG0001299	Syam.g_01371	Syap.g_01959
OG0001303	Syam.g_01082	Syap.g_02795
OG0001304	Syam.g_01204	Syap.g_00536
OG0001305	Syam.g_00780	Syap.g_01562
OG0001306	Syam.g_01811	Syap.g_00245
OG0001307	Syam.g_00945	Syap.g_00403
OG0001308	Syam.g_01623	Syap.g_02751, Syap.g_02750
OG0001311	Syam.g_01192	Syap.g_01871
OG0001312	Syam.g_01092	Syap.g_01735
OG0001314	Syam.g_01445	Syap.g_00330, Syap.g_00391
OG0001315	Syam.g_00394	Syap.g_00596
OG0001319	Syam.g_00241	Syap.g_02338
OG0001323	Syam.g_00631	Syap.g_00757
OG0001326	Syam.g_02370	Syap.g_02646
OG0001332	Syam.g_01919	Syap.g_01548
OG0001333	Syam.g_01889	Syap.g_01373
OG0001336	Syam.g_02425	Syap.g_02602
OG0001345	Syam.g_01764	Syap.g_01877, Syap.g_02776
OG0001346	Syam.g_01831	Syap.g_01484
OG0001347	Syam.g_00081	Syap.g_02536
OG0001348	Syam.g_00750	Syap.g_00938
OG0001351	Syam.g_01695	Syap.g_01996
OG0001353	Syam.g_00742	Syap.g_01849
OG0001358	Syam.g_01495	Syap.g_00942
OG0001360	Syam.g_01762	Syap.g_01881, Syap.g_02778
OG0001361	Syam.g_01767	Syap.g_01792
OG0001364	Syam.g_00158	Syap.g_01052
OG0001366	Syam.g_02014	Syap.g_01399
OG0001368	Syam.g_00283	Syap.g_01576
OG0001373	Syam.g_02369	Syap.g_02647
OG0001374	Syam.g_02377	Syap.g_01829, Syap.g_01830
OG0001376	Syam.g_02332	Syap.g_01991
OG0001377	Syam.g_02331	Syap.g_01992
OG0001378	Syam.g_01872	Syap.g_02055
OG0001379	Syam.g_01821	Syap.g_01474
OG0001382	Syam.g_01557	Syap.g_00677
OG0001385	Syam.g_02366	Syap.g_02650
OG0001386	Syam.g_02367	Syap.g_02649
OG0001387	Syam.g_02368	Syap.g_02648
OG0001388	Syam.g_02371	Syap.g_02645
OG0001389	Syam.g_02372	Syap.g_02644
OG0001390	Syam.g_02373	Syap.g_02643
OG0001391	Syam.g_02374	Syap.g_01833
OG0001392	Syam.g_02375	Syap.g_01832
OG0001393	Syam.g_02376	Syap.g_01831
OG0001394	Syam.g_01321	Syap.g_00159
OG0001395	Syam.g_01225	Syap.g_00531
OG0001396	Syam.g_00080	Syap.g_02537
OG0001398	Syam.g_01052	Syap.g_02356
OG0001401	Syam.g_00738, Syam.g_00737	Syap.g_01844
OG0001406	Syam.g_02333	Syap.g_01989
OG0001408	Syam.g_00848	Syap.g_01862
OG0001412	Syam.g_00082	Syap.g_02535
OG0001420	Syam.g_00642	Syap.g_02736
OG0001422	Syam.g_01822	Syap.g_01682
OG0001425	Syam.g_02329	Syap.g_01024
OG0001428	Syam.g_02220	Syap.g_01196
OG0001432	Syam.g_00822	Syap.g_01967
OG0001433	Syam.g_00752	Syap.g_00790
