Orthogroup	Syam	Syan
OG0000596	Syam.g_01465	Syan.g_00813
OG0000597	Syam.g_01462	Syan.g_00810
OG0000598	Syam.g_01461	Syan.g_00809
OG0000599	Syam.g_01458	Syan.g_00802
OG0000600	Syam.g_01457	Syan.g_00801
OG0000601	Syam.g_01456	Syan.g_00800
OG0000602	Syam.g_01451	Syan.g_00796
OG0000603	Syam.g_01450	Syan.g_00795
OG0000604	Syam.g_01447	Syan.g_00792
OG0000605	Syam.g_01031	Syan.g_00783
OG0000606	Syam.g_01387	Syan.g_00780
OG0000607	Syam.g_01384	Syan.g_00777
OG0000608	Syam.g_01383	Syan.g_00776
OG0000609	Syam.g_01380	Syan.g_00774
OG0000610	Syam.g_01373	Syan.g_00766
OG0000611	Syam.g_01370	Syan.g_00763
OG0000612	Syam.g_01369	Syan.g_00762
OG0000613	Syam.g_00170	Syan.g_01965
OG0000614	Syam.g_00801	Syan.g_00184
OG0000615	Syam.g_01332	Syan.g_00728
OG0000616	Syam.g_02430	Syan.g_01694
OG0000617	Syam.g_01240	Syan.g_00324
OG0000618	Syam.g_01239	Syan.g_00325
OG0000619	Syam.g_01238	Syan.g_00326
OG0000620	Syam.g_01233	Syan.g_00331
OG0000621	Syam.g_01232	Syan.g_00332
OG0000622	Syam.g_01231	Syan.g_00334
OG0000623	Syam.g_01230	Syan.g_00335
OG0000624	Syam.g_01228	Syan.g_00337
OG0000625	Syam.g_01227	Syan.g_00338
OG0000626	Syam.g_01226	Syan.g_00339
OG0000627	Syam.g_01065	Syan.g_00465
OG0000628	Syam.g_01067	Syan.g_00466
OG0000629	Syam.g_01070	Syan.g_00469
OG0000630	Syam.g_01074	Syan.g_00474
OG0000631	Syam.g_01084	Syan.g_00484
OG0000632	Syam.g_01085	Syan.g_00485
OG0000633	Syam.g_01086	Syan.g_00489
OG0000634	Syam.g_01294	Syan.g_00694
OG0000635	Syam.g_01293	Syan.g_00693
OG0000636	Syam.g_01291	Syan.g_00691
OG0000637	Syam.g_01289	Syan.g_00689
OG0000638	Syam.g_01288	Syan.g_00688
OG0000639	Syam.g_01287	Syan.g_00687
OG0000640	Syam.g_01286	Syan.g_00686
OG0000641	Syam.g_01282	Syan.g_00682
OG0000642	Syam.g_01281	Syan.g_00681
OG0000643	Syam.g_01280	Syan.g_00679
OG0000644	Syam.g_01279	Syan.g_00678
OG0000645	Syam.g_01277	Syan.g_00676
OG0000646	Syam.g_01274	Syan.g_00673
OG0000647	Syam.g_01272	Syan.g_00671
OG0000648	Syam.g_01269	Syan.g_00669
OG0000649	Syam.g_01268	Syan.g_00668
OG0000650	Syam.g_01267	Syan.g_00667
OG0000651	Syam.g_01266	Syan.g_00666
OG0000652	Syam.g_01265	Syan.g_00665
OG0000653	Syam.g_01263	Syan.g_00663
OG0000654	Syam.g_01262	Syan.g_00661
OG0000655	Syam.g_01261	Syan.g_00660
OG0000656	Syam.g_01258	Syan.g_00656
OG0000657	Syam.g_00739	Syan.g_00375
OG0000658	Syam.g_00735	Syan.g_00378
OG0000659	Syam.g_00734	Syan.g_00379
OG0000660	Syam.g_00730	Syan.g_00383
OG0000662	Syam.g_00726	Syan.g_00392
OG0000663	Syam.g_00723	Syan.g_00395
OG0000664	Syam.g_00722	Syan.g_00397
OG0000665	Syam.g_02027	Syan.g_00788
OG0000666	Syam.g_01030	Syan.g_02100
OG0000667	Syam.g_00937	Syan.g_00044
OG0000668	Syam.g_01185	Syan.g_00365
OG0000669	Syam.g_01358	Syan.g_00751
OG0000670	Syam.g_00528	Syan.g_00748
OG0000671	Syam.g_01354	Syan.g_00746
OG0000672	Syam.g_01351	Syan.g_00743
OG0000673	Syam.g_01348	Syan.g_00740
OG0000674	Syam.g_01346	Syan.g_00738
OG0000675	Syam.g_01345	Syan.g_00737
OG0000676	Syam.g_01343	Syan.g_00735
OG0000677	Syam.g_01342	Syan.g_00734
OG0000678	Syam.g_01339	Syan.g_00732
OG0000679	Syam.g_01323	Syan.g_00724
OG0000680	Syam.g_01322	Syan.g_00723
OG0000681	Syam.g_01319	Syan.g_00720
OG0000682	Syam.g_01318	Syan.g_00719
OG0000683	Syam.g_01317	Syan.g_00718
OG0000684	Syam.g_01312	Syan.g_00715
OG0000685	Syam.g_01310	Syan.g_00713
OG0000686	Syam.g_01309	Syan.g_00712
OG0000687	Syam.g_01308	Syan.g_00711
OG0000688	Syam.g_01304	Syan.g_00706
OG0000689	Syam.g_01302	Syan.g_00704
OG0000690	Syam.g_01301	Syan.g_00703
OG0000691	Syam.g_01300	Syan.g_00702
OG0000692	Syam.g_01299	Syan.g_00700
OG0000693	Syam.g_01298	Syan.g_00698
OG0000694	Syam.g_01297	Syan.g_00697
OG0000695	Syam.g_01088	Syan.g_00492
OG0000696	Syam.g_01089	Syan.g_00493
OG0000697	Syam.g_01091	Syan.g_00495
OG0000698	Syam.g_01094	Syan.g_00498
OG0000699	Syam.g_01096	Syan.g_00500
OG0000700	Syam.g_01097	Syan.g_00501
OG0000701	Syam.g_01098	Syan.g_00502
OG0000702	Syam.g_01106	Syan.g_00534
OG0000703	Syam.g_01107	Syan.g_00546
OG0000704	Syam.g_01109	Syan.g_00550
OG0000705	Syam.g_01116	Syan.g_00557
OG0000706	Syam.g_01117	Syan.g_00558
OG0000707	Syam.g_01118	Syan.g_00559
OG0000708	Syam.g_01121	Syan.g_00562
OG0000709	Syam.g_01131	Syan.g_00570
OG0000710	Syam.g_01135	Syan.g_00574
OG0000711	Syam.g_01165	Syan.g_00607
OG0000712	Syam.g_01167	Syan.g_00609
OG0000713	Syam.g_01168	Syan.g_00610
OG0000714	Syam.g_01170	Syan.g_00624
OG0000715	Syam.g_01172	Syan.g_00626
OG0000716	Syam.g_01176	Syan.g_00630
OG0000717	Syam.g_01177	Syan.g_00631
OG0000718	Syam.g_01181	Syan.g_00651
OG0000719	Syam.g_01183	Syan.g_00367
OG0000720	Syam.g_01197	Syan.g_00354
OG0000721	Syam.g_01199	Syan.g_00352
OG0000722	Syam.g_01200	Syan.g_00351
OG0000723	Syam.g_01224	Syan.g_00341
OG0000724	Syam.g_00768	Syan.g_00299
OG0000725	Syam.g_00777	Syan.g_00194
OG0000726	Syam.g_00778	Syan.g_00193
OG0000727	Syam.g_00779	Syan.g_00192
OG0000728	Syam.g_00781	Syan.g_00190
OG0000729	Syam.g_00105	Syan.g_01885
OG0000730	Syam.g_00454	Syan.g_02147
OG0000731	Syam.g_00466	Syan.g_02135
OG0000732	Syam.g_00051	Syan.g_01726
OG0000733	Syam.g_02339	Syan.g_01147
OG0000734	Syam.g_02128	Syan.g_02982
OG0000735	Syam.g_01810	Syan.g_02713
OG0000736	Syam.g_01809	Syan.g_02712
OG0000737	Syam.g_01808	Syan.g_02711
OG0000738	Syam.g_01803	Syan.g_02705
OG0000739	Syam.g_01802	Syan.g_02704
OG0000740	Syam.g_01801	Syan.g_02703
OG0000741	Syam.g_01798	Syan.g_02700
OG0000742	Syam.g_01796	Syan.g_02697
OG0000743	Syam.g_01794	Syan.g_02694
OG0000744	Syam.g_01793	Syan.g_02693
OG0000745	Syam.g_01791	Syan.g_02690
OG0000746	Syam.g_01789	Syan.g_02687
OG0000747	Syam.g_01788	Syan.g_02685
OG0000748	Syam.g_01779	Syan.g_02669
OG0000749	Syam.g_01776	Syan.g_02668
OG0000750	Syam.g_01775	Syan.g_02667
OG0000751	Syam.g_01770	Syan.g_02661
OG0000752	Syam.g_01768	Syan.g_02659
OG0000753	Syam.g_01765	Syan.g_02656
OG0000754	Syam.g_00910	Syan.g_02650
OG0000755	Syam.g_00900	Syan.g_02641
OG0000756	Syam.g_00899	Syan.g_02640
OG0000757	Syam.g_00891	Syan.g_02623
OG0000758	Syam.g_00890	Syan.g_02622
OG0000759	Syam.g_00889	Syan.g_02621
OG0000760	Syam.g_00888	Syan.g_02620
OG0000761	Syam.g_00886	Syan.g_02619
OG0000762	Syam.g_00884	Syan.g_02617
OG0000763	Syam.g_00882	Syan.g_02615
OG0000764	Syam.g_00881	Syan.g_02614
OG0000765	Syam.g_00864	Syan.g_02587
OG0000766	Syam.g_00863	Syan.g_02586
OG0000767	Syam.g_00861	Syan.g_02584
OG0000768	Syam.g_00860	Syan.g_02583
OG0000769	Syam.g_00858	Syan.g_02581
OG0000770	Syam.g_00855	Syan.g_02561
OG0000771	Syam.g_00762	Syan.g_00305
OG0000772	Syam.g_01005	Syan.g_00436
OG0000773	Syam.g_01816	Syan.g_01199
OG0000774	Syam.g_01820	Syan.g_01205
OG0000775	Syam.g_01823	Syan.g_01207
OG0000776	Syam.g_01824	Syan.g_01208
OG0000777	Syam.g_01825	Syan.g_01209
OG0000778	Syam.g_01826	Syan.g_01210
OG0000779	Syam.g_01832	Syan.g_01215
OG0000780	Syam.g_01835	Syan.g_01218
OG0000781	Syam.g_01839	Syan.g_01222
OG0000782	Syam.g_01840	Syan.g_01223
OG0000783	Syam.g_01841	Syan.g_01224
OG0000784	Syam.g_01842	Syan.g_01225
OG0000785	Syam.g_01844	Syan.g_01228
OG0000786	Syam.g_01700	Syan.g_01243
OG0000787	Syam.g_01701	Syan.g_01244
OG0000788	Syam.g_01455	Syan.g_00843
OG0000789	Syam.g_01044	Syan.g_00075
OG0000790	Syam.g_00570	Syan.g_02778
OG0000791	Syam.g_00568	Syan.g_02780
OG0000792	Syam.g_00567	Syan.g_02781
OG0000793	Syam.g_00562	Syan.g_02879
OG0000794	Syam.g_00561	Syan.g_02881
OG0000795	Syam.g_00560	Syan.g_02882
OG0000796	Syam.g_00556	Syan.g_02886
OG0000797	Syam.g_00555	Syan.g_02888
OG0000798	Syam.g_00233	Syan.g_02026
OG0000799	Syam.g_01585	Syan.g_01310
OG0000800	Syam.g_01588	Syan.g_01308
OG0000801	Syam.g_01589	Syan.g_01307
OG0000802	Syam.g_01592	Syan.g_01303
OG0000803	Syam.g_01597	Syan.g_01294
OG0000804	Syam.g_01600	Syan.g_01291
OG0000805	Syam.g_01602	Syan.g_01289
OG0000806	Syam.g_01604	Syan.g_01287
OG0000807	Syam.g_01606	Syan.g_01286
OG0000808	Syam.g_01607	Syan.g_01285
OG0000809	Syam.g_01610	Syan.g_01281
OG0000810	Syam.g_01611	Syan.g_01280
OG0000811	Syam.g_01616	Syan.g_01272
OG0000812	Syam.g_01618	Syan.g_01270
OG0000813	Syam.g_01619	Syan.g_01269
OG0000814	Syam.g_01621	Syan.g_01267
OG0000815	Syam.g_01622	Syan.g_01249
OG0000816	Syam.g_01624	Syan.g_01247
OG0000817	Syam.g_01625	Syan.g_01328
OG0000818	Syam.g_01631	Syan.g_02807
OG0000819	Syam.g_01632	Syan.g_02808
OG0000820	Syam.g_01633	Syan.g_02809
OG0000821	Syam.g_01639	Syan.g_02815
OG0000822	Syam.g_01641	Syan.g_02817
OG0000823	Syam.g_01642	Syan.g_02818
OG0000824	Syam.g_01648	Syan.g_02824
OG0000825	Syam.g_01649	Syan.g_02825
OG0000826	Syam.g_01650	Syan.g_02826
OG0000827	Syam.g_01651	Syan.g_02827
OG0000828	Syam.g_01655	Syan.g_02830
OG0000829	Syam.g_01656	Syan.g_02831
OG0000830	Syam.g_01657	Syan.g_02832
OG0000831	Syam.g_01659	Syan.g_02834
OG0000832	Syam.g_01923	Syan.g_02408
OG0000833	Syam.g_01932	Syan.g_01343
OG0000834	Syam.g_01933	Syan.g_01345
OG0000835	Syam.g_01934	Syan.g_01346
OG0000836	Syam.g_01937	Syan.g_01349
OG0000837	Syam.g_01938	Syan.g_01351
OG0000838	Syam.g_01946	Syan.g_01355
OG0000839	Syam.g_01947	Syan.g_01356
OG0000840	Syam.g_01948	Syan.g_01357
OG0000841	Syam.g_01949	Syan.g_01358
OG0000842	Syam.g_01950	Syan.g_01359
OG0000843	Syam.g_01951	Syan.g_01360
OG0000844	Syam.g_01953	Syan.g_01362
OG0000845	Syam.g_01954	Syan.g_01363
OG0000846	Syam.g_01955	Syan.g_01364
OG0000847	Syam.g_01956	Syan.g_01365
OG0000848	Syam.g_01958	Syan.g_01367
OG0000849	Syam.g_01959	Syan.g_01368
OG0000850	Syam.g_01961	Syan.g_01371
OG0000851	Syam.g_01966	Syan.g_01374
OG0000852	Syam.g_01967	Syan.g_01375
OG0000853	Syam.g_01971	Syan.g_01379
OG0000854	Syam.g_01973	Syan.g_01381
OG0000855	Syam.g_01974	Syan.g_01382
OG0000856	Syam.g_01483	Syan.g_01136
OG0000857	Syam.g_01273	Syan.g_00672
OG0000858	Syam.g_01980	Syan.g_01389
OG0000859	Syam.g_01981	Syan.g_01390
OG0000860	Syam.g_01992	Syan.g_01402
OG0000861	Syam.g_01993	Syan.g_01403
OG0000862	Syam.g_01994	Syan.g_01412
OG0000863	Syam.g_01996	Syan.g_01414
OG0000864	Syam.g_01997	Syan.g_00969
OG0000865	Syam.g_01998	Syan.g_01415
OG0000866	Syam.g_01999	Syan.g_01416
OG0000867	Syam.g_02000	Syan.g_01417
OG0000868	Syam.g_02003	Syan.g_01421
OG0000869	Syam.g_02007	Syan.g_01426
OG0000870	Syam.g_02012	Syan.g_01431
OG0000871	Syam.g_02013	Syan.g_01432
OG0000872	Syam.g_02021	Syan.g_01438
OG0000873	Syam.g_02024	Syan.g_01441
OG0000874	Syam.g_02019	Syan.g_01443
OG0000875	Syam.g_02026	Syan.g_01445
OG0000876	Syam.g_01877	Syan.g_00391
OG0000877	Syam.g_01882	Syan.g_01449
OG0000878	Syam.g_01883	Syan.g_01450
OG0000879	Syam.g_01884	Syan.g_01451
OG0000880	Syam.g_01885	Syan.g_01452
OG0000881	Syam.g_01891	Syan.g_01457
OG0000882	Syam.g_01896	Syan.g_01462
OG0000883	Syam.g_01898	Syan.g_01464
OG0000884	Syam.g_01900	Syan.g_01466
OG0000885	Syam.g_01901	Syan.g_01467
OG0000886	Syam.g_01902	Syan.g_01468
OG0000887	Syam.g_01903	Syan.g_01469
OG0000888	Syam.g_01905	Syan.g_01471
OG0000889	Syam.g_01907	Syan.g_01473
OG0000890	Syam.g_01910	Syan.g_01476
OG0000891	Syam.g_01911	Syan.g_01477
OG0000892	Syam.g_01913	Syan.g_01480
OG0000893	Syam.g_00287	Syan.g_02103
OG0000894	Syam.g_00290	Syan.g_02108
OG0000895	Syam.g_00294	Syan.g_02112
OG0000896	Syam.g_00295	Syan.g_02113
OG0000897	Syam.g_00297	Syan.g_02115
OG0000898	Syam.g_00298	Syan.g_02116
OG0000899	Syam.g_00299	Syan.g_02117
OG0000900	Syam.g_00300	Syan.g_02118
OG0000901	Syam.g_00305	Syan.g_02123
OG0000902	Syam.g_00307	Syan.g_02125
OG0000903	Syam.g_00322	Syan.g_02252
OG0000904	Syam.g_00317	Syan.g_02258
OG0000905	Syam.g_00312	Syan.g_02129
OG0000906	Syam.g_00309	Syan.g_02127
OG0000907	Syam.g_00324	Syan.g_02245
OG0000908	Syam.g_00327	Syan.g_02242
OG0000909	Syam.g_00328	Syan.g_02241
OG0000910	Syam.g_00329	Syan.g_02240
OG0000911	Syam.g_00331	Syan.g_02238
OG0000912	Syam.g_00332	Syan.g_02237
OG0000913	Syam.g_00333	Syan.g_02236
OG0000914	Syam.g_00334	Syan.g_02235
OG0000915	Syam.g_00336	Syan.g_02233
OG0000916	Syam.g_00337	Syan.g_02232
OG0000917	Syam.g_00338	Syan.g_02231
OG0000918	Syam.g_00339	Syan.g_02230
OG0000919	Syam.g_00340	Syan.g_02229
OG0000920	Syam.g_00341	Syan.g_02228
OG0000921	Syam.g_00342	Syan.g_02227
OG0000922	Syam.g_00343	Syan.g_02226
OG0000923	Syam.g_00347	Syan.g_02222
OG0000924	Syam.g_00348	Syan.g_02221
OG0000925	Syam.g_00349	Syan.g_02220
OG0000926	Syam.g_00350	Syan.g_02219
OG0000927	Syam.g_00352	Syan.g_02217
OG0000928	Syam.g_00353	Syan.g_02216
OG0000929	Syam.g_00354	Syan.g_02215
OG0000930	Syam.g_00355	Syan.g_02214
OG0000931	Syam.g_00356	Syan.g_02213
OG0000932	Syam.g_00357	Syan.g_02212
OG0000933	Syam.g_00363	Syan.g_02206
OG0000934	Syam.g_00365	Syan.g_02204
OG0000935	Syam.g_00366	Syan.g_02203
OG0000936	Syam.g_00368	Syan.g_02202
OG0000937	Syam.g_00369	Syan.g_02201
OG0000938	Syam.g_00373	Syan.g_02198
OG0000939	Syam.g_00374	Syan.g_02197
OG0000940	Syam.g_00381	Syan.g_02188
OG0000941	Syam.g_00383	Syan.g_02186
OG0000942	Syam.g_00385	Syan.g_02184
OG0000943	Syam.g_00386	Syan.g_02183
OG0000944	Syam.g_00388	Syan.g_02181
OG0000945	Syam.g_00390	Syan.g_02180
OG0000946	Syam.g_00395	Syan.g_02167
OG0000947	Syam.g_00398	Syan.g_02164
OG0000948	Syam.g_00399	Syan.g_02163
OG0000949	Syam.g_00159	Syan.g_01951
OG0000950	Syam.g_00150	Syan.g_01940
OG0000951	Syam.g_00145	Syan.g_01932
OG0000952	Syam.g_00140	Syan.g_01927
OG0000953	Syam.g_00136	Syan.g_01922
OG0000954	Syam.g_00131	Syan.g_01916
OG0000955	Syam.g_00130	Syan.g_01915
OG0000956	Syam.g_00128	Syan.g_01913
OG0000957	Syam.g_00117	Syan.g_01898
OG0000958	Syam.g_00116	Syan.g_01897
OG0000959	Syam.g_00112	Syan.g_01893
OG0000960	Syam.g_00111	Syan.g_01892
OG0000961	Syam.g_00108	Syan.g_03024
OG0000962	Syam.g_00106	Syan.g_01887
OG0000963	Syam.g_00101	Syan.g_01881
OG0000964	Syam.g_00100	Syan.g_01880
OG0000965	Syam.g_00099	Syan.g_01879
OG0000966	Syam.g_00074	Syan.g_01812
OG0000967	Syam.g_00069	Syan.g_01804
OG0000968	Syam.g_00077	Syan.g_01706
OG0000969	Syam.g_00072	Syan.g_01708
OG0000970	Syam.g_00071	Syan.g_01709
OG0000971	Syam.g_00066	Syan.g_01711
OG0000972	Syam.g_00065	Syan.g_01712
OG0000973	Syam.g_00064	Syan.g_01713
OG0000974	Syam.g_00063	Syan.g_01714
OG0000975	Syam.g_00062	Syan.g_01715
OG0000976	Syam.g_00061	Syan.g_01716
OG0000977	Syam.g_00059	Syan.g_01718
OG0000978	Syam.g_00058	Syan.g_01719
OG0000979	Syam.g_00055	Syan.g_01722
OG0000980	Syam.g_00052	Syan.g_01725
OG0000981	Syam.g_00049	Syan.g_01728
OG0000982	Syam.g_02314	Syan.g_01566
OG0000983	Syam.g_02315	Syan.g_01567
OG0000984	Syam.g_02316	Syan.g_01568
OG0000985	Syam.g_02318	Syan.g_01572
OG0000986	Syam.g_02320	Syan.g_01574
OG0000987	Syam.g_02322	Syan.g_01576
OG0000988	Syam.g_02327	Syan.g_01581
OG0000989	Syam.g_02334	Syan.g_01587
OG0000990	Syam.g_02346	Syan.g_01615
OG0000991	Syam.g_02348	Syan.g_01618
OG0000992	Syam.g_02351	Syan.g_01622
OG0000993	Syam.g_02352	Syan.g_01623
OG0000994	Syam.g_02354	Syan.g_01625
OG0000995	Syam.g_02359	Syan.g_01629
OG0000996	Syam.g_02405	Syan.g_01653
OG0000997	Syam.g_02416	Syan.g_01677
OG0000998	Syam.g_02418	Syan.g_01679
OG0000999	Syam.g_02419	Syan.g_01680
OG0001000	Syam.g_02422	Syan.g_01684
OG0001001	Syam.g_02427	Syan.g_01690
OG0001002	Syam.g_02433	Syan.g_01697
OG0001003	Syam.g_02434	Syan.g_01699
OG0001004	Syam.g_02435	Syan.g_01700
OG0001005	Syam.g_02436	Syan.g_01701
OG0001006	Syam.g_02444	Syan.g_01794
OG0001007	Syam.g_02446	Syan.g_01796
OG0001008	Syam.g_01866	Syan.g_02397
OG0001009	Syam.g_00032	Syan.g_01748
OG0001010	Syam.g_00033	Syan.g_01747
OG0001011	Syam.g_00034	Syan.g_01745
OG0001012	Syam.g_02310	Syan.g_00281
OG0001013	Syam.g_02296	Syan.g_01542
OG0001014	Syam.g_02292	Syan.g_01535
OG0001015	Syam.g_02291	Syan.g_01534
OG0001016	Syam.g_02067	Syan.g_02912
OG0001017	Syam.g_02073	Syan.g_02918
OG0001018	Syam.g_02075	Syan.g_02920
OG0001019	Syam.g_02093	Syan.g_02947
OG0001020	Syam.g_02098	Syan.g_02951
OG0001021	Syam.g_02102	Syan.g_02958
OG0001022	Syam.g_02106	Syan.g_02964
OG0001023	Syam.g_02107	Syan.g_02965
OG0001024	Syam.g_02111	Syan.g_00968
OG0001025	Syam.g_02118	Syan.g_02971
OG0001026	Syam.g_02130	Syan.g_02984
OG0001027	Syam.g_02135	Syan.g_02308
OG0001028	Syam.g_02137	Syan.g_02305
OG0001029	Syam.g_02139	Syan.g_02303
OG0001030	Syam.g_02163	Syan.g_02281
OG0001031	Syam.g_02239	Syan.g_03060
OG0001032	Syam.g_02241	Syan.g_03063
OG0001033	Syam.g_02265	Syan.g_00970
OG0001034	Syam.g_00508	Syan.g_02425
OG0001035	Syam.g_00265	Syan.g_02062
OG0001036	Syam.g_00261	Syan.g_02056
OG0001037	Syam.g_00259	Syan.g_02054
OG0001038	Syam.g_00232	Syan.g_02025
OG0001039	Syam.g_00229	Syan.g_02022
OG0001040	Syam.g_00226	Syan.g_02019
OG0001041	Syam.g_00221	Syan.g_02015
OG0001042	Syam.g_00196	Syan.g_01992
OG0001043	Syam.g_00192	Syan.g_01988
OG0001044	Syam.g_00456	Syan.g_02145
OG0001045	Syam.g_00469	Syan.g_02132
OG0001046	Syam.g_01151	Syan.g_00591
OG0001047	Syam.g_01864	Syan.g_02399
OG0001048	Syam.g_01863	Syan.g_02400
OG0001049	Syam.g_01855	Syan.g_01340
OG0001050	Syam.g_01854	Syan.g_01339
OG0001051	Syam.g_01853	Syan.g_01338
OG0001052	Syam.g_01672	Syan.g_02850
OG0001053	Syam.g_00586	Syan.g_02761
OG0001054	Syam.g_00603	Syan.g_02742
OG0001055	Syam.g_00624	Syan.g_02721
OG0001056	Syam.g_00656	Syan.g_01161
OG0001057	Syam.g_00664	Syan.g_00832
OG0001058	Syam.g_00677	Syan.g_00851
OG0001059	Syam.g_00681	Syan.g_00855
OG0001060	Syam.g_00688	Syan.g_00861
OG0001061	Syam.g_01744	Syan.g_00880
OG0001063	Syam.g_01737	Syan.g_00945
OG0001064	Syam.g_01736	Syan.g_00946
OG0001065	Syam.g_01735	Syan.g_00947
OG0001066	Syam.g_01734	Syan.g_00948
OG0001067	Syam.g_01733	Syan.g_00949
OG0001068	Syam.g_01732	Syan.g_00950
OG0001069	Syam.g_01731	Syan.g_00951
OG0001070	Syam.g_01728	Syan.g_00955
OG0001071	Syam.g_01727	Syan.g_00956
OG0001072	Syam.g_01723	Syan.g_00960
OG0001073	Syam.g_01709	Syan.g_01012
OG0001074	Syam.g_01504	Syan.g_00202
OG0001075	Syam.g_01502	Syan.g_00200
OG0001076	Syam.g_01491	Syan.g_00012
OG0001077	Syam.g_01480	Syan.g_01140
OG0001078	Syam.g_01467	Syan.g_00815
OG0001079	Syam.g_01454	Syan.g_00799
OG0001080	Syam.g_01034	Syan.g_00781
OG0001081	Syam.g_01386	Syan.g_00779
OG0001082	Syam.g_01385	Syan.g_00778
OG0001083	Syam.g_01377	Syan.g_00771
OG0001084	Syam.g_01376	Syan.g_00770
OG0001086	Syam.g_01364	Syan.g_00757
OG0001087	Syam.g_00813	Syan.g_01159
OG0001088	Syam.g_00809	Syan.g_02688
OG0001089	Syam.g_00785	Syan.g_00185
OG0001090	Syam.g_01246	Syan.g_00317
OG0001091	Syam.g_01244	Syan.g_00320
OG0001092	Syam.g_01242	Syan.g_00322
OG0001093	Syam.g_01236	Syan.g_00328
OG0001094	Syam.g_01296	Syan.g_00696
OG0001095	Syam.g_01276	Syan.g_00675
OG0001096	Syam.g_01260	Syan.g_00659
OG0001097	Syam.g_00727	Syan.g_00386
OG0001099	Syam.g_02138	Syan.g_02304
OG0001100	Syam.g_01356	Syan.g_00749
OG0001101	Syam.g_01355	Syan.g_00747
OG0001103	Syam.g_01350	Syan.g_00742
OG0001104	Syam.g_01311	Syan.g_00714
OG0001106	Syam.g_01110	Syan.g_00551
OG0001107	Syam.g_01122	Syan.g_00563
OG0001108	Syam.g_01132	Syan.g_00571
OG0001109	Syam.g_01134	Syan.g_00573
OG0001110	Syam.g_01136	Syan.g_00575
OG0001111	Syam.g_01138	Syan.g_00577
OG0001112	Syam.g_01140	Syan.g_00579
OG0001113	Syam.g_01141	Syan.g_00580
OG0001114	Syam.g_01142	Syan.g_00581
OG0001115	Syam.g_01146	Syan.g_00586
OG0001116	Syam.g_01148	Syan.g_00588
OG0001117	Syam.g_01149	Syan.g_00589
OG0001118	Syam.g_01150	Syan.g_00590
OG0001119	Syam.g_01152	Syan.g_00592
OG0001120	Syam.g_01156	Syan.g_00597
OG0001122	Syam.g_01184	Syan.g_00366
OG0001123	Syam.g_01191	Syan.g_00359
OG0001124	Syam.g_01194	Syan.g_00357
OG0001125	Syam.g_01196	Syan.g_00355
OG0001126	Syam.g_00757	Syan.g_00307
OG0001127	Syam.g_00758	Syan.g_00306
OG0001128	Syam.g_00764	Syan.g_00303
OG0001129	Syam.g_00766	Syan.g_00301
OG0001130	Syam.g_00767	Syan.g_00300
OG0001131	Syam.g_01337	Syan.g_00079
OG0001132	Syam.g_01020	Syan.g_00100
OG0001134	Syam.g_00915	Syan.g_01146
OG0001135	Syam.g_00917	Syan.g_02542
OG0001136	Syam.g_01797	Syan.g_02699
OG0001137	Syam.g_01780	Syan.g_02670
OG0001138	Syam.g_00898	Syan.g_02638
OG0001139	Syam.g_00896	Syan.g_02636
OG0001140	Syam.g_00895	Syan.g_02635
OG0001141	Syam.g_00894	Syan.g_02625
OG0001142	Syam.g_00892	Syan.g_02624
OG0001143	Syam.g_00883	Syan.g_02616
OG0001144	Syam.g_00873	Syan.g_02596
OG0001145	Syam.g_01817	Syan.g_01200
OG0001146	Syam.g_01836	Syan.g_01219
OG0001147	Syam.g_01665	Syan.g_02842
OG0001148	Syam.g_00573	Syan.g_02775
OG0001149	Syam.g_00572	Syan.g_02776
OG0001150	Syam.g_00571	Syan.g_02777
OG0001151	Syam.g_00558	Syan.g_02884
OG0001152	Syam.g_00557	Syan.g_02885
OG0001153	Syam.g_01652	Syan.g_02828
OG0001154	Syam.g_01654	Syan.g_02829
OG0001156	Syam.g_01928	Syan.g_02404
OG0001157	Syam.g_01929	Syan.g_02403
OG0001158	Syam.g_01930	Syan.g_02402
OG0001159	Syam.g_01931	Syan.g_02401
OG0001160	Syam.g_01969	Syan.g_01377
OG0001161	Syam.g_02338	Syan.g_01594
OG0001162	Syam.g_01257	Syan.g_02943
OG0001163	Syam.g_01977	Syan.g_01385
OG0001164	Syam.g_01983	Syan.g_01392
OG0001165	Syam.g_01988	Syan.g_01397
OG0001166	Syam.g_02011	Syan.g_01430
OG0001167	Syam.g_01888	Syan.g_00992
OG0001168	Syam.g_01890	Syan.g_01456
OG0001169	Syam.g_01892	Syan.g_01458
OG0001170	Syam.g_01894	Syan.g_01460
OG0001171	Syam.g_01904	Syan.g_01470
OG0001172	Syam.g_00292	Syan.g_02110
OG0001173	Syam.g_00293	Syan.g_02111
OG0001174	Syam.g_00301	Syan.g_02119
OG0001175	Syam.g_00302	Syan.g_02120
OG0001176	Syam.g_00321	Syan.g_02253
OG0001177	Syam.g_00319	Syan.g_02256
OG0001179	Syam.g_00351	Syan.g_02218
OG0001180	Syam.g_00378	Syan.g_02191
OG0001181	Syam.g_00382	Syan.g_02187
OG0001182	Syam.g_00391	Syan.g_02179
OG0001183	Syam.g_00396	Syan.g_02166
OG0001184	Syam.g_00143	Syan.g_01929
OG0001185	Syam.g_00121	Syan.g_01902
OG0001186	Syam.g_00076	Syan.g_01864
OG0001187	Syam.g_00073	Syan.g_01811
