Orthogroup	Syam	Syal
OG0000585	Syam.g_01509	Syal.g_02731
OG0000586	Syam.g_01508	Syal.g_02730
OG0000587	Syam.g_01506	Syal.g_02728
OG0000588	Syam.g_01498	Syal.g_02717
OG0000589	Syam.g_01494	Syal.g_02714
OG0000590	Syam.g_01493	Syal.g_02713
OG0000591	Syam.g_01486	Syal.g_02707
OG0000592	Syam.g_01485	Syal.g_02706
OG0000593	Syam.g_01471	Syal.g_02640
OG0000594	Syam.g_01470	Syal.g_02639
OG0000595	Syam.g_01469	Syal.g_02638
OG0000596	Syam.g_01465	Syal.g_02633
OG0000597	Syam.g_01462	Syal.g_02630
OG0000598	Syam.g_01461	Syal.g_02629
OG0000599	Syam.g_01458	Syal.g_02622
OG0000600	Syam.g_01457	Syal.g_02621
OG0000601	Syam.g_01456	Syal.g_02620
OG0000602	Syam.g_01451	Syal.g_02615
OG0000603	Syam.g_01450	Syal.g_02614
OG0000604	Syam.g_01447	Syal.g_02612
OG0000605	Syam.g_01031	Syal.g_02516
OG0000606	Syam.g_01387	Syal.g_02174
OG0000607	Syam.g_01384	Syal.g_02177
OG0000608	Syam.g_01383	Syal.g_02178
OG0000609	Syam.g_01380	Syal.g_02180
OG0000610	Syam.g_01373	Syal.g_02198
OG0000611	Syam.g_01370	Syal.g_02201
OG0000612	Syam.g_01369	Syal.g_02202
OG0000613	Syam.g_00170	Syal.g_01325
OG0000614	Syam.g_00801	Syal.g_01794
OG0000615	Syam.g_01332	Syal.g_02256
OG0000616	Syam.g_02430	Syal.g_00079
OG0000617	Syam.g_01240	Syal.g_01866
OG0000618	Syam.g_01239	Syal.g_01867
OG0000619	Syam.g_01238	Syal.g_02417
OG0000620	Syam.g_01233	Syal.g_02422
OG0000621	Syam.g_01232	Syal.g_02423
OG0000622	Syam.g_01231	Syal.g_02424
OG0000623	Syam.g_01230	Syal.g_02425
OG0000624	Syam.g_01228	Syal.g_02427
OG0000625	Syam.g_01227	Syal.g_02428
OG0000626	Syam.g_01226	Syal.g_02429
OG0000627	Syam.g_01065	Syal.g_02048
OG0000628	Syam.g_01067	Syal.g_02047
OG0000629	Syam.g_01070	Syal.g_02044
OG0000630	Syam.g_01074	Syal.g_02040
OG0000631	Syam.g_01084	Syal.g_02031
OG0000632	Syam.g_01085	Syal.g_02030
OG0000633	Syam.g_01086	Syal.g_02029
OG0000634	Syam.g_01294	Syal.g_02410
OG0000635	Syam.g_01293	Syal.g_02411
OG0000636	Syam.g_01291	Syal.g_02413
OG0000637	Syam.g_01289	Syal.g_02415
OG0000638	Syam.g_01288	Syal.g_02416
OG0000639	Syam.g_01287	Syal.g_01868
OG0000640	Syam.g_01286	Syal.g_01869
OG0000641	Syam.g_01282	Syal.g_01873
OG0000642	Syam.g_01281	Syal.g_01874
OG0000643	Syam.g_01280	Syal.g_01875
OG0000644	Syam.g_01279	Syal.g_01876
OG0000645	Syam.g_01277	Syal.g_01878
OG0000646	Syam.g_01274	Syal.g_01881
OG0000647	Syam.g_01272	Syal.g_01883
OG0000648	Syam.g_01269	Syal.g_02438
OG0000649	Syam.g_01268	Syal.g_02439
OG0000650	Syam.g_01267	Syal.g_02440
OG0000651	Syam.g_01266	Syal.g_02441
OG0000652	Syam.g_01265	Syal.g_02442
OG0000653	Syam.g_01263	Syal.g_02444
OG0000654	Syam.g_01262	Syal.g_02445
OG0000655	Syam.g_01261	Syal.g_02446
OG0000656	Syam.g_01258	Syal.g_02449
OG0000657	Syam.g_00739	Syal.g_02460
OG0000658	Syam.g_00735	Syal.g_02465
OG0000659	Syam.g_00734	Syal.g_02466
OG0000660	Syam.g_00730	Syal.g_02470
OG0000661	Syam.g_00728	Syal.g_02472
OG0000662	Syam.g_00726	Syal.g_02474
OG0000663	Syam.g_00723	Syal.g_02477
OG0000664	Syam.g_00722	Syal.g_02478
OG0000665	Syam.g_02027	Syal.g_02593
OG0000666	Syam.g_01030	Syal.g_02605
OG0000667	Syam.g_00937	Syal.g_02192
OG0000668	Syam.g_01185	Syal.g_01920
OG0000669	Syam.g_01358	Syal.g_02295
OG0000670	Syam.g_00528	Syal.g_02956
OG0000671	Syam.g_01354	Syal.g_02291
OG0000672	Syam.g_01351	Syal.g_02288
OG0000673	Syam.g_01348	Syal.g_02285
OG0000674	Syam.g_01346	Syal.g_02283
OG0000675	Syam.g_01345	Syal.g_02282
OG0000676	Syam.g_01343	Syal.g_02272
OG0000677	Syam.g_01342	Syal.g_02271
OG0000678	Syam.g_01339	Syal.g_02264
OG0000679	Syam.g_01323	Syal.g_02252
OG0000680	Syam.g_01322	Syal.g_02251
OG0000681	Syam.g_01319	Syal.g_02248
OG0000682	Syam.g_01318	Syal.g_02247
OG0000683	Syam.g_01317	Syal.g_02246
OG0000684	Syam.g_01312	Syal.g_02242
OG0000685	Syam.g_01310	Syal.g_02240
OG0000686	Syam.g_01309	Syal.g_02239
OG0000687	Syam.g_01308	Syal.g_02237
OG0000688	Syam.g_01304	Syal.g_02225
OG0000689	Syam.g_01302	Syal.g_02223
OG0000690	Syam.g_01301	Syal.g_02222
OG0000691	Syam.g_01300	Syal.g_02221
OG0000692	Syam.g_01299	Syal.g_02220
OG0000693	Syam.g_01298	Syal.g_02218
OG0000694	Syam.g_01297	Syal.g_02217
OG0000695	Syam.g_01088	Syal.g_02027
OG0000696	Syam.g_01089	Syal.g_02026
OG0000697	Syam.g_01091	Syal.g_02025
OG0000698	Syam.g_01094	Syal.g_02022
OG0000699	Syam.g_01096	Syal.g_02021
OG0000700	Syam.g_01097	Syal.g_02020
OG0000701	Syam.g_01098	Syal.g_02019
OG0000702	Syam.g_01106	Syal.g_02011
OG0000703	Syam.g_01107	Syal.g_02010
OG0000704	Syam.g_01109	Syal.g_02008
OG0000705	Syam.g_01116	Syal.g_01999
OG0000706	Syam.g_01117	Syal.g_01998
OG0000707	Syam.g_01118	Syal.g_01997
OG0000708	Syam.g_01121	Syal.g_01994
OG0000709	Syam.g_01131	Syal.g_01986
OG0000710	Syam.g_01135	Syal.g_01982
OG0000711	Syam.g_01165	Syal.g_01954
OG0000712	Syam.g_01167	Syal.g_01952
OG0000713	Syam.g_01168	Syal.g_01951
OG0000714	Syam.g_01170	Syal.g_01948
OG0000715	Syam.g_01172	Syal.g_01934
OG0000716	Syam.g_01176	Syal.g_01930
OG0000717	Syam.g_01177	Syal.g_01929
OG0000718	Syam.g_01181	Syal.g_01925
OG0000719	Syam.g_01183	Syal.g_01922
OG0000720	Syam.g_01197	Syal.g_01908
OG0000721	Syam.g_01199	Syal.g_01906
OG0000722	Syam.g_01200	Syal.g_01905
OG0000723	Syam.g_01224	Syal.g_02433
OG0000724	Syam.g_00768	Syal.g_01829
OG0000725	Syam.g_00777	Syal.g_01820
OG0000726	Syam.g_00778	Syal.g_01819
OG0000727	Syam.g_00779	Syal.g_01818
OG0000728	Syam.g_00781	Syal.g_01816
OG0000729	Syam.g_00105	Syal.g_01510
OG0000730	Syam.g_00454	Syal.g_00345
OG0000731	Syam.g_00466	Syal.g_00356
OG0000732	Syam.g_00051	Syal.g_00149
OG0000733	Syam.g_02339	Syal.g_01105
OG0000734	Syam.g_02128	Syal.g_00828
OG0000735	Syam.g_01810	Syal.g_01627
OG0000736	Syam.g_01809	Syal.g_01628
OG0000737	Syam.g_01808	Syal.g_01629
OG0000738	Syam.g_01803	Syal.g_01634
OG0000739	Syam.g_01802	Syal.g_01645
OG0000740	Syam.g_01801	Syal.g_01646
OG0000741	Syam.g_01798	Syal.g_01649
OG0000742	Syam.g_01796	Syal.g_01652
OG0000743	Syam.g_01794	Syal.g_01654
OG0000744	Syam.g_01793	Syal.g_01655
OG0000745	Syam.g_01791	Syal.g_01657
OG0000746	Syam.g_01789	Syal.g_01659
OG0000747	Syam.g_01788	Syal.g_01660
OG0000748	Syam.g_01779	Syal.g_01674
OG0000749	Syam.g_01776	Syal.g_01675
OG0000750	Syam.g_01775	Syal.g_01676
OG0000751	Syam.g_01770	Syal.g_01688
OG0000752	Syam.g_01768	Syal.g_01690
OG0000753	Syam.g_01765	Syal.g_01693
OG0000754	Syam.g_00910	Syal.g_01698
OG0000755	Syam.g_00900	Syal.g_01707
OG0000756	Syam.g_00899	Syal.g_01708
OG0000757	Syam.g_00891	Syal.g_01715
OG0000758	Syam.g_00890	Syal.g_01716
OG0000759	Syam.g_00889	Syal.g_01717
OG0000760	Syam.g_00888	Syal.g_01718
OG0000761	Syam.g_00886	Syal.g_01719
OG0000762	Syam.g_00884	Syal.g_01721
OG0000763	Syam.g_00882	Syal.g_01723
OG0000764	Syam.g_00881	Syal.g_01724
OG0000765	Syam.g_00864	Syal.g_01768
OG0000766	Syam.g_00863	Syal.g_01767
OG0000767	Syam.g_00861	Syal.g_01765
OG0000768	Syam.g_00860	Syal.g_01764
OG0000769	Syam.g_00858	Syal.g_01762
OG0000770	Syam.g_00855	Syal.g_01758
OG0000771	Syam.g_00762	Syal.g_01835
OG0000772	Syam.g_01005	Syal.g_01641
OG0000773	Syam.g_01816	Syal.g_01618
OG0000774	Syam.g_01820	Syal.g_01610
OG0000775	Syam.g_01823	Syal.g_01608
OG0000776	Syam.g_01824	Syal.g_01607
OG0000777	Syam.g_01825	Syal.g_01606
OG0000778	Syam.g_01826	Syal.g_01605
OG0000779	Syam.g_01832	Syal.g_01599
OG0000780	Syam.g_01835	Syal.g_01594
OG0000781	Syam.g_01839	Syal.g_01590
OG0000782	Syam.g_01840	Syal.g_01589
OG0000783	Syam.g_01841	Syal.g_01588
OG0000784	Syam.g_01842	Syal.g_01587
OG0000785	Syam.g_01844	Syal.g_01585
OG0000786	Syam.g_01700	Syal.g_01579
OG0000787	Syam.g_01701	Syal.g_01578
OG0000788	Syam.g_01455	Syal.g_02619
OG0000789	Syam.g_01044	Syal.g_02598
OG0000790	Syam.g_00570	Syal.g_02883
OG0000791	Syam.g_00568	Syal.g_02882
OG0000792	Syam.g_00567	Syal.g_02881
OG0000793	Syam.g_00562	Syal.g_02876
OG0000794	Syam.g_00561	Syal.g_02875
OG0000795	Syam.g_00560	Syal.g_02874
OG0000796	Syam.g_00556	Syal.g_02870
OG0000797	Syam.g_00555	Syal.g_02869
OG0000798	Syam.g_00233	Syal.g_01260
OG0000799	Syam.g_01585	Syal.g_01547
OG0000800	Syam.g_01588	Syal.g_01542
OG0000801	Syam.g_01589	Syal.g_01541
OG0000802	Syam.g_01592	Syal.g_01536
OG0000803	Syam.g_01597	Syal.g_00040
OG0000804	Syam.g_01600	Syal.g_00036
OG0000805	Syam.g_01602	Syal.g_00030
OG0000806	Syam.g_01604	Syal.g_00028
OG0000807	Syam.g_01606	Syal.g_00026
OG0000808	Syam.g_01607	Syal.g_00025
OG0000809	Syam.g_01610	Syal.g_00022
OG0000810	Syam.g_01611	Syal.g_00021
OG0000811	Syam.g_01616	Syal.g_00380
OG0000812	Syam.g_01618	Syal.g_00382
OG0000813	Syam.g_01619	Syal.g_00383
OG0000814	Syam.g_01621	Syal.g_00385
OG0000815	Syam.g_01622	Syal.g_00391
OG0000816	Syam.g_01624	Syal.g_00393
OG0000817	Syam.g_01625	Syal.g_00394
OG0000818	Syam.g_01631	Syal.g_00401
OG0000819	Syam.g_01632	Syal.g_00402
OG0000820	Syam.g_01633	Syal.g_00403
OG0000821	Syam.g_01639	Syal.g_00409
OG0000822	Syam.g_01641	Syal.g_00411
OG0000823	Syam.g_01642	Syal.g_00412
OG0000824	Syam.g_01648	Syal.g_00417
OG0000825	Syam.g_01649	Syal.g_00418
OG0000826	Syam.g_01650	Syal.g_00419
OG0000827	Syam.g_01651	Syal.g_00420
OG0000828	Syam.g_01655	Syal.g_00423
OG0000829	Syam.g_01656	Syal.g_00424
OG0000830	Syam.g_01657	Syal.g_00425
OG0000831	Syam.g_01659	Syal.g_00427
OG0000832	Syam.g_01923	Syal.g_02967
OG0000833	Syam.g_01932	Syal.g_02976
OG0000834	Syam.g_01933	Syal.g_02979
OG0000835	Syam.g_01934	Syal.g_02980
OG0000836	Syam.g_01937	Syal.g_02983
OG0000837	Syam.g_01938	Syal.g_02984
OG0000838	Syam.g_01946	Syal.g_02988
OG0000839	Syam.g_01947	Syal.g_02989
OG0000840	Syam.g_01948	Syal.g_02990
OG0000841	Syam.g_01949	Syal.g_02991
OG0000842	Syam.g_01950	Syal.g_02992
OG0000843	Syam.g_01951	Syal.g_02993
OG0000844	Syam.g_01953	Syal.g_02995
OG0000845	Syam.g_01954	Syal.g_02996
OG0000846	Syam.g_01955	Syal.g_02997
OG0000847	Syam.g_01956	Syal.g_02998
OG0000848	Syam.g_01958	Syal.g_03000
OG0000849	Syam.g_01959	Syal.g_03001
OG0000850	Syam.g_01961	Syal.g_03008
OG0000851	Syam.g_01966	Syal.g_00561
OG0000852	Syam.g_01967	Syal.g_00562
OG0000853	Syam.g_01971	Syal.g_00566
OG0000854	Syam.g_01973	Syal.g_00568
OG0000855	Syam.g_01974	Syal.g_00569
OG0000856	Syam.g_01483	Syal.g_02704
OG0000857	Syam.g_01273	Syal.g_01882
OG0000858	Syam.g_01980	Syal.g_00576
OG0000859	Syam.g_01981	Syal.g_00577
OG0000860	Syam.g_01992	Syal.g_00589
OG0000861	Syam.g_01993	Syal.g_00590
OG0000862	Syam.g_01994	Syal.g_00591
OG0000863	Syam.g_01996	Syal.g_00594
OG0000864	Syam.g_01997	Syal.g_00595
OG0000865	Syam.g_01998	Syal.g_00596
OG0000866	Syam.g_01999	Syal.g_00597
OG0000867	Syam.g_02000	Syal.g_00598
OG0000868	Syam.g_02003	Syal.g_00604
OG0000869	Syam.g_02007	Syal.g_00609
OG0000870	Syam.g_02012	Syal.g_00614
OG0000871	Syam.g_02013	Syal.g_00615
OG0000872	Syam.g_02021	Syal.g_00621
OG0000873	Syam.g_02024	Syal.g_00624
OG0000874	Syam.g_02019	Syal.g_00627
OG0000875	Syam.g_02026	Syal.g_00629
OG0000876	Syam.g_01877	Syal.g_00631
OG0000877	Syam.g_01882	Syal.g_00633
OG0000878	Syam.g_01883	Syal.g_00634
OG0000879	Syam.g_01884	Syal.g_00635
OG0000880	Syam.g_01885	Syal.g_00636
OG0000881	Syam.g_01891	Syal.g_00641
OG0000882	Syam.g_01896	Syal.g_00646
OG0000883	Syam.g_01898	Syal.g_00648
OG0000884	Syam.g_01900	Syal.g_00650
OG0000885	Syam.g_01901	Syal.g_00651
OG0000886	Syam.g_01902	Syal.g_00652
OG0000887	Syam.g_01903	Syal.g_00653
OG0000888	Syam.g_01905	Syal.g_00655
OG0000889	Syam.g_01907	Syal.g_00657
OG0000890	Syam.g_01910	Syal.g_00663
OG0000891	Syam.g_01911	Syal.g_00664
OG0000892	Syam.g_01913	Syal.g_00668
OG0000893	Syam.g_00287	Syal.g_00193
OG0000894	Syam.g_00290	Syal.g_00196
OG0000895	Syam.g_00294	Syal.g_00200
OG0000896	Syam.g_00295	Syal.g_00201
OG0000897	Syam.g_00297	Syal.g_00203
OG0000898	Syam.g_00298	Syal.g_00204
OG0000899	Syam.g_00299	Syal.g_00205
OG0000900	Syam.g_00300	Syal.g_00206
OG0000901	Syam.g_00305	Syal.g_00211
OG0000902	Syam.g_00307	Syal.g_00213
OG0000903	Syam.g_00322	Syal.g_00227
OG0000904	Syam.g_00317	Syal.g_00222
OG0000905	Syam.g_00312	Syal.g_00217
OG0000906	Syam.g_00309	Syal.g_00215
OG0000907	Syam.g_00324	Syal.g_00229
OG0000908	Syam.g_00327	Syal.g_00232
OG0000909	Syam.g_00328	Syal.g_00233
OG0000910	Syam.g_00329	Syal.g_00234
OG0000911	Syam.g_00331	Syal.g_00237
OG0000912	Syam.g_00332	Syal.g_00238
OG0000913	Syam.g_00333	Syal.g_00239
OG0000914	Syam.g_00334	Syal.g_00240
OG0000915	Syam.g_00336	Syal.g_00241
OG0000916	Syam.g_00337	Syal.g_00242
OG0000917	Syam.g_00338	Syal.g_00243
OG0000918	Syam.g_00339	Syal.g_00244
OG0000919	Syam.g_00340	Syal.g_00245
OG0000920	Syam.g_00341	Syal.g_00246
OG0000921	Syam.g_00342	Syal.g_00247
OG0000922	Syam.g_00343	Syal.g_00248
OG0000923	Syam.g_00347	Syal.g_00252
OG0000924	Syam.g_00348	Syal.g_00253
OG0000925	Syam.g_00349	Syal.g_00254
OG0000926	Syam.g_00350	Syal.g_00255
OG0000927	Syam.g_00352	Syal.g_00257
OG0000928	Syam.g_00353	Syal.g_00258
OG0000929	Syam.g_00354	Syal.g_00259
OG0000930	Syam.g_00355	Syal.g_00260
OG0000931	Syam.g_00356	Syal.g_00261
OG0000932	Syam.g_00357	Syal.g_00262
OG0000933	Syam.g_00363	Syal.g_00268
OG0000934	Syam.g_00365	Syal.g_00270
OG0000935	Syam.g_00366	Syal.g_00271
OG0000936	Syam.g_00368	Syal.g_00272
OG0000937	Syam.g_00369	Syal.g_00273
OG0000938	Syam.g_00373	Syal.g_00276
OG0000939	Syam.g_00374	Syal.g_00277
OG0000940	Syam.g_00381	Syal.g_00285
OG0000941	Syam.g_00383	Syal.g_00287
OG0000942	Syam.g_00385	Syal.g_00289
OG0000943	Syam.g_00386	Syal.g_00290
OG0000944	Syam.g_00388	Syal.g_00292
OG0000945	Syam.g_00390	Syal.g_00294
OG0000946	Syam.g_00395	Syal.g_00301
OG0000947	Syam.g_00398	Syal.g_00304
OG0000948	Syam.g_00399	Syal.g_00305
OG0000949	Syam.g_00159	Syal.g_01341
OG0000950	Syam.g_00150	Syal.g_01348
OG0000951	Syam.g_00145	Syal.g_01353
OG0000952	Syam.g_00140	Syal.g_01363
OG0000953	Syam.g_00136	Syal.g_01435
OG0000954	Syam.g_00131	Syal.g_01443
OG0000955	Syam.g_00130	Syal.g_01444
OG0000956	Syam.g_00128	Syal.g_01446
OG0000957	Syam.g_00117	Syal.g_01457
OG0000958	Syam.g_00116	Syal.g_01458
OG0000959	Syam.g_00112	Syal.g_01482
OG0000960	Syam.g_00111	Syal.g_01483
OG0000961	Syam.g_00108	Syal.g_01507
OG0000962	Syam.g_00106	Syal.g_01509
OG0000963	Syam.g_00101	Syal.g_01514
OG0000964	Syam.g_00100	Syal.g_01515
OG0000965	Syam.g_00099	Syal.g_01516
OG0000966	Syam.g_00074	Syal.g_00176
OG0000967	Syam.g_00069	Syal.g_00171
OG0000968	Syam.g_00077	Syal.g_00169
OG0000969	Syam.g_00072	Syal.g_00167
OG0000970	Syam.g_00071	Syal.g_00166
OG0000971	Syam.g_00066	Syal.g_00164
OG0000972	Syam.g_00065	Syal.g_00163
OG0000973	Syam.g_00064	Syal.g_00162
OG0000974	Syam.g_00063	Syal.g_00161
OG0000975	Syam.g_00062	Syal.g_00160
OG0000976	Syam.g_00061	Syal.g_00159
OG0000977	Syam.g_00059	Syal.g_00157
OG0000978	Syam.g_00058	Syal.g_00156
OG0000979	Syam.g_00055	Syal.g_00153
OG0000980	Syam.g_00052	Syal.g_00150
OG0000981	Syam.g_00049	Syal.g_00147
OG0000982	Syam.g_02314	Syal.g_01068
OG0000983	Syam.g_02315	Syal.g_01069
OG0000984	Syam.g_02316	Syal.g_01070
OG0000985	Syam.g_02318	Syal.g_01074
OG0000986	Syam.g_02320	Syal.g_01076
OG0000987	Syam.g_02322	Syal.g_01080
OG0000988	Syam.g_02327	Syal.g_01086
OG0000989	Syam.g_02334	Syal.g_01098
OG0000990	Syam.g_02346	Syal.g_01118
OG0000991	Syam.g_02348	Syal.g_01120
OG0000992	Syam.g_02351	Syal.g_01122
OG0000993	Syam.g_02352	Syal.g_01123
OG0000994	Syam.g_02354	Syal.g_01127
OG0000995	Syam.g_02359	Syal.g_01132
OG0000996	Syam.g_02405	Syal.g_01162
OG0000997	Syam.g_02416	Syal.g_01171
OG0000998	Syam.g_02418	Syal.g_01173
OG0000999	Syam.g_02419	Syal.g_01174
OG0001000	Syam.g_02422	Syal.g_01177
OG0001001	Syam.g_02427	Syal.g_01182
OG0001002	Syam.g_02433	Syal.g_00082
OG0001003	Syam.g_02434	Syal.g_00084
OG0001004	Syam.g_02435	Syal.g_00085
OG0001005	Syam.g_02436	Syal.g_00087
OG0001006	Syam.g_02444	Syal.g_00094
OG0001007	Syam.g_02446	Syal.g_00096
OG0001008	Syam.g_01866	Syal.g_00524
OG0001009	Syam.g_00032	Syal.g_00129
OG0001010	Syam.g_00033	Syal.g_00130
OG0001011	Syam.g_00034	Syal.g_00131
OG0001012	Syam.g_02310	Syal.g_01064
OG0001013	Syam.g_02296	Syal.g_01026
OG0001014	Syam.g_02292	Syal.g_01022
OG0001015	Syam.g_02291	Syal.g_01021
OG0001016	Syam.g_02067	Syal.g_00756
OG0001017	Syam.g_02073	Syal.g_00762
OG0001018	Syam.g_02075	Syal.g_00764
OG0001019	Syam.g_02093	Syal.g_00785
OG0001020	Syam.g_02098	Syal.g_00796
OG0001021	Syam.g_02102	Syal.g_00800
OG0001022	Syam.g_02106	Syal.g_00805
OG0001023	Syam.g_02107	Syal.g_00806
OG0001024	Syam.g_02111	Syal.g_00810
OG0001025	Syam.g_02118	Syal.g_00817
OG0001026	Syam.g_02130	Syal.g_00830
OG0001027	Syam.g_02135	Syal.g_00834
OG0001028	Syam.g_02137	Syal.g_00836
OG0001029	Syam.g_02139	Syal.g_00838
OG0001030	Syam.g_02163	Syal.g_00860
OG0001031	Syam.g_02239	Syal.g_00936
OG0001032	Syam.g_02241	Syal.g_00938
OG0001033	Syam.g_02265	Syal.g_00972
OG0001034	Syam.g_00508	Syal.g_00684
OG0001035	Syam.g_00265	Syal.g_01226
OG0001036	Syam.g_00261	Syal.g_01231
OG0001037	Syam.g_00259	Syal.g_01233
OG0001038	Syam.g_00232	Syal.g_01261
OG0001039	Syam.g_00229	Syal.g_01264
OG0001040	Syam.g_00226	Syal.g_01267
OG0001041	Syam.g_00221	Syal.g_01272
OG0001042	Syam.g_00196	Syal.g_01300
OG0001043	Syam.g_00192	Syal.g_01304
OG0001044	Syam.g_00456	Syal.g_00346
OG0001045	Syam.g_00469	Syal.g_00359
OG0001046	Syam.g_01151	Syal.g_01967
OG0001047	Syam.g_01864	Syal.g_00522
OG0001048	Syam.g_01863	Syal.g_00521
OG0001049	Syam.g_01855	Syal.g_00518
OG0001050	Syam.g_01854	Syal.g_00517
OG0001051	Syam.g_01853	Syal.g_00516
OG0001052	Syam.g_01672	Syal.g_00467
OG0001053	Syam.g_00586	Syal.g_02900
OG0001054	Syam.g_00603	Syal.g_02919
OG0001055	Syam.g_00624	Syal.g_02940
OG0001056	Syam.g_00656	Syal.g_02833
OG0001057	Syam.g_00664	Syal.g_01574
OG0001058	Syam.g_00677	Syal.g_02812
OG0001059	Syam.g_00681	Syal.g_02808
OG0001060	Syam.g_00688	Syal.g_02801
OG0001061	Syam.g_01744	Syal.g_02783
OG0001062	Syam.g_01742	Syal.g_02781
OG0001063	Syam.g_01737	Syal.g_02776
OG0001064	Syam.g_01736	Syal.g_02775
OG0001065	Syam.g_01735	Syal.g_02774
OG0001066	Syam.g_01734	Syal.g_02773
OG0001067	Syam.g_01733	Syal.g_02772
OG0001068	Syam.g_01732	Syal.g_02771
OG0001069	Syam.g_01731	Syal.g_02770
OG0001070	Syam.g_01728	Syal.g_02766
OG0001071	Syam.g_01727	Syal.g_02765
OG0001072	Syam.g_01723	Syal.g_02761
OG0001073	Syam.g_01709	Syal.g_02746
OG0001074	Syam.g_01504	Syal.g_02575
OG0001075	Syam.g_01502	Syal.g_02726
OG0001076	Syam.g_01491	Syal.g_02712
OG0001077	Syam.g_01480	Syal.g_02702
OG0001078	Syam.g_01467	Syal.g_02635
OG0001079	Syam.g_01454	Syal.g_02618
OG0001080	Syam.g_01034	Syal.g_02514
OG0001081	Syam.g_01386	Syal.g_02175
OG0001082	Syam.g_01385	Syal.g_02176
OG0001083	Syam.g_01377	Syal.g_02184
OG0001084	Syam.g_01376	Syal.g_02187
OG0001085	Syam.g_01366	Syal.g_02206
OG0001086	Syam.g_01364	Syal.g_02208
OG0001087	Syam.g_00813	Syal.g_01782
OG0001088	Syam.g_00809	Syal.g_01785
OG0001089	Syam.g_00785	Syal.g_01811
OG0001090	Syam.g_01246	Syal.g_01859
OG0001091	Syam.g_01244	Syal.g_01862
OG0001092	Syam.g_01242	Syal.g_01864
OG0001093	Syam.g_01236	Syal.g_02419
OG0001094	Syam.g_01296	Syal.g_02216
OG0001095	Syam.g_01276	Syal.g_01879
OG0001096	Syam.g_01260	Syal.g_02447
OG0001097	Syam.g_00727	Syal.g_02473
OG0001098	Syam.g_01037	Syal.g_02083
OG0001099	Syam.g_02138	Syal.g_00837
OG0001100	Syam.g_01356	Syal.g_02293
OG0001101	Syam.g_01355	Syal.g_02292
OG0001103	Syam.g_01350	Syal.g_02287
OG0001104	Syam.g_01311	Syal.g_02241
OG0001105	Syam.g_01307	Syal.g_02236
OG0001106	Syam.g_01110	Syal.g_02007
OG0001107	Syam.g_01122	Syal.g_01993
OG0001108	Syam.g_01132	Syal.g_01985
OG0001109	Syam.g_01134	Syal.g_01983
OG0001110	Syam.g_01136	Syal.g_01981
OG0001111	Syam.g_01138	Syal.g_01979
OG0001112	Syam.g_01140	Syal.g_01977
OG0001113	Syam.g_01141	Syal.g_02244
OG0001114	Syam.g_01142	Syal.g_01976
OG0001115	Syam.g_01146	Syal.g_01972
OG0001116	Syam.g_01148	Syal.g_01970
OG0001117	Syam.g_01149	Syal.g_01969
OG0001118	Syam.g_01150	Syal.g_01968
OG0001119	Syam.g_01152	Syal.g_01966
OG0001120	Syam.g_01156	Syal.g_01962
OG0001121	Syam.g_00970	Syal.g_02960
OG0001122	Syam.g_01184	Syal.g_01921
OG0001123	Syam.g_01191	Syal.g_01913
OG0001124	Syam.g_01194	Syal.g_01911
OG0001125	Syam.g_01196	Syal.g_01909
OG0001126	Syam.g_00757	Syal.g_01837
OG0001127	Syam.g_00758	Syal.g_01836
OG0001128	Syam.g_00764	Syal.g_01833
OG0001129	Syam.g_00766	Syal.g_01831
OG0001130	Syam.g_00767	Syal.g_01830
OG0001131	Syam.g_01337	Syal.g_02260
OG0001132	Syam.g_01020	Syal.g_02553
OG0001134	Syam.g_00915	Syal.g_02506
OG0001135	Syam.g_00917	Syal.g_02505
OG0001136	Syam.g_01797	Syal.g_01650
OG0001137	Syam.g_01780	Syal.g_01673
OG0001138	Syam.g_00898	Syal.g_01709
OG0001139	Syam.g_00896	Syal.g_01711
OG0001140	Syam.g_00895	Syal.g_01712
OG0001141	Syam.g_00894	Syal.g_01713
OG0001142	Syam.g_00892	Syal.g_01714
OG0001143	Syam.g_00883	Syal.g_01722
OG0001144	Syam.g_00873	Syal.g_01736
OG0001145	Syam.g_01817	Syal.g_01614
OG0001146	Syam.g_01836	Syal.g_01593
OG0001147	Syam.g_01665	Syal.g_00458
OG0001148	Syam.g_00573	Syal.g_02886
OG0001149	Syam.g_00572	Syal.g_02885
OG0001150	Syam.g_00571	Syal.g_02884
OG0001151	Syam.g_00558	Syal.g_02872
OG0001152	Syam.g_00557	Syal.g_02871
OG0001153	Syam.g_01652	Syal.g_00421
OG0001154	Syam.g_01654	Syal.g_00422
OG0001155	Syam.g_01925	Syal.g_02969
OG0001156	Syam.g_01928	Syal.g_02972
OG0001157	Syam.g_01929	Syal.g_02973
OG0001158	Syam.g_01930	Syal.g_02974
OG0001159	Syam.g_01931	Syal.g_02975
OG0001160	Syam.g_01969	Syal.g_00564
OG0001161	Syam.g_02338	Syal.g_01104
OG0001162	Syam.g_01257	Syal.g_01577
OG0001163	Syam.g_01977	Syal.g_00573
OG0001164	Syam.g_01983	Syal.g_00579
OG0001165	Syam.g_01988	Syal.g_00584
OG0001166	Syam.g_02011	Syal.g_00613
OG0001167	Syam.g_01888	Syal.g_00638
OG0001168	Syam.g_01890	Syal.g_00640
