Orthogroup	Syam	Praz
OG0000587	Syam.g_01506	Praz.g_01716
OG0000588	Syam.g_01498	Praz.g_01712
OG0000589	Syam.g_01494	Praz.g_01709
OG0000590	Syam.g_01493	Praz.g_01708
OG0000591	Syam.g_01486	Praz.g_01705
OG0000592	Syam.g_01485	Praz.g_01704
OG0000593	Syam.g_01471	Praz.g_01698
OG0000594	Syam.g_01470	Praz.g_01697
OG0000595	Syam.g_01469	Praz.g_01696
OG0000596	Syam.g_01465	Praz.g_01692
OG0000597	Syam.g_01462	Praz.g_01690
OG0000598	Syam.g_01461	Praz.g_01689
OG0000599	Syam.g_01458	Praz.g_01686
OG0000600	Syam.g_01457	Praz.g_01685
OG0000601	Syam.g_01456	Praz.g_01684
OG0000602	Syam.g_01451	Praz.g_01682
OG0000603	Syam.g_01450	Praz.g_01681
OG0000604	Syam.g_01447	Praz.g_01680
OG0000605	Syam.g_01031	Praz.g_01679
OG0000606	Syam.g_01387	Praz.g_01676
OG0000607	Syam.g_01384	Praz.g_01673
OG0000608	Syam.g_01383	Praz.g_01672
OG0000609	Syam.g_01380	Praz.g_01671
OG0000610	Syam.g_01373	Praz.g_01666
OG0000611	Syam.g_01370	Praz.g_01663
OG0000612	Syam.g_01369	Praz.g_01662
OG0000613	Syam.g_00170	Praz.g_01657
OG0000614	Syam.g_00801	Praz.g_01638
OG0000615	Syam.g_01332	Praz.g_01630
OG0000616	Syam.g_02430	Praz.g_01626
OG0000617	Syam.g_01240	Praz.g_01601
OG0000618	Syam.g_01239	Praz.g_01600
OG0000619	Syam.g_01238	Praz.g_01599
OG0000620	Syam.g_01233	Praz.g_01596
OG0000621	Syam.g_01232	Praz.g_01595
OG0000622	Syam.g_01231	Praz.g_01594
OG0000623	Syam.g_01230	Praz.g_01593
OG0000624	Syam.g_01228	Praz.g_01592
OG0000625	Syam.g_01227	Praz.g_01591
OG0000626	Syam.g_01226	Praz.g_01590
OG0000627	Syam.g_01065	Praz.g_01589
OG0000628	Syam.g_01067	Praz.g_01588
OG0000629	Syam.g_01070	Praz.g_01587
OG0000630	Syam.g_01074	Praz.g_01584
OG0000631	Syam.g_01084	Praz.g_01521
OG0000632	Syam.g_01085	Praz.g_01520
OG0000633	Syam.g_01086	Praz.g_01519
OG0000634	Syam.g_01294	Praz.g_01516
OG0000635	Syam.g_01293	Praz.g_01515
OG0000636	Syam.g_01291	Praz.g_01513
OG0000637	Syam.g_01289	Praz.g_01511
OG0000638	Syam.g_01288	Praz.g_01510
OG0000639	Syam.g_01287	Praz.g_01509
OG0000640	Syam.g_01286	Praz.g_01508
OG0000641	Syam.g_01282	Praz.g_01504
OG0000642	Syam.g_01281	Praz.g_01503
OG0000643	Syam.g_01280	Praz.g_01502
OG0000644	Syam.g_01279	Praz.g_01501
OG0000645	Syam.g_01277	Praz.g_01500
OG0000646	Syam.g_01274	Praz.g_01498
OG0000647	Syam.g_01272	Praz.g_01497
OG0000648	Syam.g_01269	Praz.g_01495
OG0000649	Syam.g_01268	Praz.g_01494
OG0000650	Syam.g_01267	Praz.g_01493
OG0000651	Syam.g_01266	Praz.g_01492
OG0000652	Syam.g_01265	Praz.g_01491
OG0000653	Syam.g_01263	Praz.g_01489
OG0000654	Syam.g_01262	Praz.g_01488
OG0000655	Syam.g_01261	Praz.g_01487
OG0000656	Syam.g_01258	Praz.g_01484
OG0000657	Syam.g_00739	Praz.g_01476
OG0000658	Syam.g_00735	Praz.g_01475
OG0000659	Syam.g_00734	Praz.g_01474
OG0000660	Syam.g_00730	Praz.g_01470
OG0000661	Syam.g_00728	Praz.g_01468
OG0000662	Syam.g_00726	Praz.g_01466
OG0000663	Syam.g_00723	Praz.g_01464
OG0000664	Syam.g_00722	Praz.g_01463
OG0000665	Syam.g_02027	Praz.g_01459
OG0000666	Syam.g_01030	Praz.g_01458
OG0000667	Syam.g_00937	Praz.g_01454
OG0000668	Syam.g_01185	Praz.g_01424
OG0000669	Syam.g_01358	Praz.g_01417
OG0000670	Syam.g_00528	Praz.g_01415
OG0000671	Syam.g_01354	Praz.g_01413
OG0000672	Syam.g_01351	Praz.g_01410
OG0000673	Syam.g_01348	Praz.g_01407
OG0000674	Syam.g_01346	Praz.g_01405
OG0000675	Syam.g_01345	Praz.g_01404
OG0000676	Syam.g_01343	Praz.g_01402
OG0000677	Syam.g_01342	Praz.g_01401
OG0000678	Syam.g_01339	Praz.g_01399
OG0000679	Syam.g_01323	Praz.g_01395
OG0000680	Syam.g_01322	Praz.g_01394
OG0000681	Syam.g_01319	Praz.g_01392
OG0000682	Syam.g_01318	Praz.g_01391
OG0000683	Syam.g_01317	Praz.g_01390
OG0000684	Syam.g_01312	Praz.g_01388
OG0000685	Syam.g_01310	Praz.g_01386
OG0000686	Syam.g_01309	Praz.g_01385
OG0000687	Syam.g_01308	Praz.g_01384
OG0000688	Syam.g_01304	Praz.g_01381
OG0000689	Syam.g_01302	Praz.g_01380
OG0000690	Syam.g_01301	Praz.g_01379
OG0000691	Syam.g_01300	Praz.g_01378
OG0000692	Syam.g_01299	Praz.g_01376
OG0000693	Syam.g_01298	Praz.g_01375
OG0000694	Syam.g_01297	Praz.g_01374
OG0000695	Syam.g_01088	Praz.g_01372
OG0000696	Syam.g_01089	Praz.g_01371
OG0000697	Syam.g_01091	Praz.g_01370
OG0000698	Syam.g_01094	Praz.g_01367
OG0000699	Syam.g_01096	Praz.g_01366
OG0000700	Syam.g_01097	Praz.g_01365
OG0000701	Syam.g_01098	Praz.g_01364
OG0000702	Syam.g_01106	Praz.g_01362
OG0000703	Syam.g_01107	Praz.g_01361
OG0000704	Syam.g_01109	Praz.g_01360
OG0000705	Syam.g_01116	Praz.g_01356
OG0000706	Syam.g_01117	Praz.g_01355
OG0000707	Syam.g_01118	Praz.g_01354
OG0000708	Syam.g_01121	Praz.g_01353
OG0000709	Syam.g_01131	Praz.g_01349
OG0000710	Syam.g_01135	Praz.g_01346
OG0000711	Syam.g_01165	Praz.g_01329
OG0000712	Syam.g_01167	Praz.g_01327
OG0000713	Syam.g_01168	Praz.g_01326
OG0000714	Syam.g_01170	Praz.g_01325
OG0000715	Syam.g_01172	Praz.g_01323
OG0000716	Syam.g_01176	Praz.g_01321
OG0000717	Syam.g_01177	Praz.g_01320
OG0000718	Syam.g_01181	Praz.g_01308
OG0000719	Syam.g_01183	Praz.g_01306
OG0000720	Syam.g_01197	Praz.g_01297
OG0000721	Syam.g_01199	Praz.g_01294
OG0000722	Syam.g_01200	Praz.g_01293
OG0000723	Syam.g_01224	Praz.g_01290
OG0000724	Syam.g_00768	Praz.g_01281
OG0000725	Syam.g_00777	Praz.g_00067
OG0000726	Syam.g_00778	Praz.g_00068
OG0000727	Syam.g_00779	Praz.g_00069
OG0000728	Syam.g_00781	Praz.g_00071
OG0000729	Syam.g_00105	Praz.g_00116
OG0000730	Syam.g_00454	Praz.g_00060
OG0000731	Syam.g_00466	Praz.g_00056
OG0000732	Syam.g_00051	Praz.g_00046
OG0000733	Syam.g_02339	Praz.g_00024
OG0000734	Syam.g_02128	Praz.g_00007
OG0000735	Syam.g_01810	Praz.g_00005
OG0000736	Syam.g_01809	Praz.g_00004
OG0000737	Syam.g_01808	Praz.g_00003
OG0000738	Syam.g_01803	Praz.g_00762
OG0000739	Syam.g_01802	Praz.g_00761
OG0000740	Syam.g_01801	Praz.g_00760
OG0000741	Syam.g_01798	Praz.g_00759
OG0000742	Syam.g_01796	Praz.g_00756
OG0000743	Syam.g_01794	Praz.g_00754
OG0000744	Syam.g_01793	Praz.g_00753
OG0000745	Syam.g_01791	Praz.g_00751
OG0000746	Syam.g_01789	Praz.g_00749
OG0000747	Syam.g_01788	Praz.g_00748
OG0000748	Syam.g_01779	Praz.g_00745
OG0000749	Syam.g_01776	Praz.g_00744
OG0000750	Syam.g_01775	Praz.g_00743
OG0000751	Syam.g_01770	Praz.g_00741
OG0000752	Syam.g_01768	Praz.g_00739
OG0000753	Syam.g_01765	Praz.g_00736
OG0000754	Syam.g_00910	Praz.g_00733
OG0000755	Syam.g_00900	Praz.g_00730
OG0000756	Syam.g_00899	Praz.g_00729
OG0000757	Syam.g_00891	Praz.g_00723
OG0000758	Syam.g_00890	Praz.g_00722
OG0000759	Syam.g_00889	Praz.g_00721
OG0000760	Syam.g_00888	Praz.g_00720
OG0000761	Syam.g_00886	Praz.g_00719
OG0000762	Syam.g_00884	Praz.g_00718
OG0000763	Syam.g_00882	Praz.g_00716
OG0000764	Syam.g_00881	Praz.g_00715
OG0000765	Syam.g_00864	Praz.g_00706
OG0000766	Syam.g_00863	Praz.g_00705
OG0000767	Syam.g_00861	Praz.g_00703
OG0000768	Syam.g_00860	Praz.g_00702
OG0000769	Syam.g_00858	Praz.g_00700
OG0000770	Syam.g_00855	Praz.g_00698
OG0000771	Syam.g_00762	Praz.g_01936
OG0000772	Syam.g_01005	Praz.g_01205
OG0000773	Syam.g_01816	Praz.g_01189
OG0000774	Syam.g_01820	Praz.g_01187
OG0000775	Syam.g_01823	Praz.g_01185
OG0000776	Syam.g_01824	Praz.g_01184
OG0000777	Syam.g_01825	Praz.g_01183
OG0000778	Syam.g_01826	Praz.g_01182
OG0000779	Syam.g_01832	Praz.g_01178
OG0000780	Syam.g_01835	Praz.g_01177
OG0000781	Syam.g_01839	Praz.g_01174
OG0000782	Syam.g_01840	Praz.g_01173
OG0000783	Syam.g_01841	Praz.g_01172
OG0000784	Syam.g_01842	Praz.g_01171
OG0000785	Syam.g_01844	Praz.g_01169
OG0000786	Syam.g_01700	Praz.g_01167
OG0000787	Syam.g_01701	Praz.g_01166
OG0000788	Syam.g_01455	Praz.g_01152
OG0000789	Syam.g_01044	Praz.g_01149
OG0000790	Syam.g_00570	Praz.g_01134
OG0000791	Syam.g_00568	Praz.g_01132
OG0000792	Syam.g_00567	Praz.g_01131
OG0000793	Syam.g_00562	Praz.g_01128
OG0000794	Syam.g_00561	Praz.g_01127
OG0000795	Syam.g_00560	Praz.g_01126
OG0000796	Syam.g_00556	Praz.g_01122
OG0000797	Syam.g_00555	Praz.g_01121
OG0000799	Syam.g_01585	Praz.g_01059
OG0000800	Syam.g_01588	Praz.g_01058
OG0000801	Syam.g_01589	Praz.g_01057
OG0000802	Syam.g_01592	Praz.g_01055
OG0000803	Syam.g_01597	Praz.g_01053
OG0000804	Syam.g_01600	Praz.g_01052
OG0000805	Syam.g_01602	Praz.g_01050
OG0000806	Syam.g_01604	Praz.g_01048
OG0000807	Syam.g_01606	Praz.g_01047
OG0000808	Syam.g_01607	Praz.g_01046
OG0000809	Syam.g_01610	Praz.g_01043
OG0000810	Syam.g_01611	Praz.g_01042
OG0000811	Syam.g_01616	Praz.g_01038
OG0000812	Syam.g_01618	Praz.g_01036
OG0000813	Syam.g_01619	Praz.g_01035
OG0000814	Syam.g_01621	Praz.g_01033
OG0000815	Syam.g_01622	Praz.g_01032
OG0000816	Syam.g_01624	Praz.g_01030
OG0000817	Syam.g_01625	Praz.g_01029
OG0000818	Syam.g_01631	Praz.g_01024
OG0000819	Syam.g_01632	Praz.g_01023
OG0000820	Syam.g_01633	Praz.g_01022
OG0000821	Syam.g_01639	Praz.g_01018
OG0000822	Syam.g_01641	Praz.g_01017
OG0000823	Syam.g_01642	Praz.g_01016
OG0000824	Syam.g_01648	Praz.g_01013
OG0000825	Syam.g_01649	Praz.g_01012
OG0000826	Syam.g_01650	Praz.g_01011
OG0000827	Syam.g_01651	Praz.g_01010
OG0000828	Syam.g_01655	Praz.g_01007
OG0000829	Syam.g_01656	Praz.g_01006
OG0000830	Syam.g_01657	Praz.g_01005
OG0000831	Syam.g_01659	Praz.g_01003
OG0000832	Syam.g_01923	Praz.g_00997
OG0000833	Syam.g_01932	Praz.g_00989
OG0000834	Syam.g_01933	Praz.g_00988
OG0000835	Syam.g_01934	Praz.g_00987
OG0000836	Syam.g_01937	Praz.g_00986
OG0000837	Syam.g_01938	Praz.g_00985
OG0000838	Syam.g_01946	Praz.g_00983
OG0000839	Syam.g_01947	Praz.g_00982
OG0000840	Syam.g_01948	Praz.g_00981
OG0000841	Syam.g_01949	Praz.g_00980
OG0000842	Syam.g_01950	Praz.g_00979
OG0000843	Syam.g_01951	Praz.g_00978
OG0000844	Syam.g_01953	Praz.g_00977
OG0000845	Syam.g_01954	Praz.g_00976
OG0000846	Syam.g_01955	Praz.g_00975
OG0000847	Syam.g_01956	Praz.g_00974
OG0000848	Syam.g_01958	Praz.g_00973
OG0000849	Syam.g_01959	Praz.g_00972
OG0000850	Syam.g_01961	Praz.g_00970
OG0000851	Syam.g_01966	Praz.g_00969
OG0000852	Syam.g_01967	Praz.g_00968
OG0000853	Syam.g_01971	Praz.g_00964
OG0000854	Syam.g_01973	Praz.g_00962
OG0000855	Syam.g_01974	Praz.g_00961
OG0000856	Syam.g_01483	Praz.g_00946
OG0000857	Syam.g_01273	Praz.g_00918
OG0000858	Syam.g_01980	Praz.g_00883
OG0000859	Syam.g_01981	Praz.g_00882
OG0000860	Syam.g_01992	Praz.g_00875
OG0000861	Syam.g_01993	Praz.g_00874
OG0000862	Syam.g_01994	Praz.g_00873
OG0000863	Syam.g_01996	Praz.g_00871
OG0000864	Syam.g_01997	Praz.g_00870
OG0000865	Syam.g_01998	Praz.g_00869
OG0000866	Syam.g_01999	Praz.g_00868
OG0000867	Syam.g_02000	Praz.g_00867
OG0000868	Syam.g_02003	Praz.g_00866
OG0000869	Syam.g_02007	Praz.g_00862
OG0000870	Syam.g_02012	Praz.g_00857
OG0000871	Syam.g_02013	Praz.g_00856
OG0000872	Syam.g_02021	Praz.g_00855
OG0000873	Syam.g_02024	Praz.g_00852
OG0000874	Syam.g_02019	Praz.g_00849
OG0000875	Syam.g_02026	Praz.g_00848
OG0000876	Syam.g_01877	Praz.g_00847
OG0000877	Syam.g_01882	Praz.g_00845
OG0000878	Syam.g_01883	Praz.g_00844
OG0000879	Syam.g_01884	Praz.g_00843
OG0000880	Syam.g_01885	Praz.g_00842
OG0000881	Syam.g_01891	Praz.g_00838
OG0000882	Syam.g_01896	Praz.g_00833
OG0000883	Syam.g_01898	Praz.g_00831
OG0000884	Syam.g_01900	Praz.g_00830
OG0000885	Syam.g_01901	Praz.g_00829
OG0000886	Syam.g_01902	Praz.g_00828
OG0000887	Syam.g_01903	Praz.g_00827
OG0000888	Syam.g_01905	Praz.g_00825
OG0000889	Syam.g_01907	Praz.g_00823
OG0000890	Syam.g_01910	Praz.g_00822
OG0000891	Syam.g_01911	Praz.g_00821
OG0000892	Syam.g_01913	Praz.g_00340
OG0000893	Syam.g_00287	Praz.g_00335
OG0000894	Syam.g_00290	Praz.g_00333
OG0000895	Syam.g_00294	Praz.g_00330
OG0000896	Syam.g_00295	Praz.g_00329
OG0000897	Syam.g_00297	Praz.g_00327
OG0000898	Syam.g_00298	Praz.g_00326
OG0000899	Syam.g_00299	Praz.g_00325
OG0000900	Syam.g_00300	Praz.g_00324
OG0000901	Syam.g_00305	Praz.g_00321
OG0000902	Syam.g_00307	Praz.g_00319
OG0000903	Syam.g_00322	Praz.g_00316
OG0000904	Syam.g_00317	Praz.g_00314
OG0000905	Syam.g_00312	Praz.g_00309
OG0000906	Syam.g_00309	Praz.g_00308
OG0000907	Syam.g_00324	Praz.g_00305
OG0000908	Syam.g_00327	Praz.g_00302
OG0000909	Syam.g_00328	Praz.g_00301
OG0000910	Syam.g_00329	Praz.g_00300
OG0000911	Syam.g_00331	Praz.g_00298
OG0000912	Syam.g_00332	Praz.g_00297
OG0000913	Syam.g_00333	Praz.g_00296
OG0000914	Syam.g_00334	Praz.g_00295
OG0000915	Syam.g_00336	Praz.g_00294
OG0000916	Syam.g_00337	Praz.g_00293
OG0000917	Syam.g_00338	Praz.g_00292
OG0000918	Syam.g_00339	Praz.g_00291
OG0000919	Syam.g_00340	Praz.g_00290
OG0000920	Syam.g_00341	Praz.g_00289
OG0000921	Syam.g_00342	Praz.g_00288
OG0000922	Syam.g_00343	Praz.g_00287
OG0000923	Syam.g_00347	Praz.g_00283
OG0000924	Syam.g_00348	Praz.g_00282
OG0000925	Syam.g_00349	Praz.g_00281
OG0000926	Syam.g_00350	Praz.g_00280
OG0000927	Syam.g_00352	Praz.g_00278
OG0000928	Syam.g_00353	Praz.g_00277
OG0000929	Syam.g_00354	Praz.g_00276
OG0000930	Syam.g_00355	Praz.g_00275
OG0000931	Syam.g_00356	Praz.g_00274
OG0000932	Syam.g_00357	Praz.g_00273
OG0000933	Syam.g_00363	Praz.g_00269
OG0000934	Syam.g_00365	Praz.g_00267
OG0000935	Syam.g_00366	Praz.g_00266
OG0000936	Syam.g_00368	Praz.g_00265
OG0000937	Syam.g_00369	Praz.g_00264
OG0000938	Syam.g_00373	Praz.g_00262
OG0000939	Syam.g_00374	Praz.g_00261
OG0000940	Syam.g_00381	Praz.g_00254
OG0000941	Syam.g_00383	Praz.g_00252
OG0000942	Syam.g_00385	Praz.g_00250
OG0000943	Syam.g_00386	Praz.g_00249
OG0000944	Syam.g_00388	Praz.g_00248
OG0000945	Syam.g_00390	Praz.g_00247
OG0000946	Syam.g_00395	Praz.g_00242
OG0000947	Syam.g_00398	Praz.g_00240
OG0000948	Syam.g_00399	Praz.g_00239
OG0000949	Syam.g_00159	Praz.g_00236
OG0000950	Syam.g_00150	Praz.g_00231
OG0000951	Syam.g_00145	Praz.g_00227
OG0000952	Syam.g_00140	Praz.g_00223
OG0000953	Syam.g_00136	Praz.g_00220
OG0000954	Syam.g_00131	Praz.g_00216
OG0000955	Syam.g_00130	Praz.g_00215
OG0000956	Syam.g_00128	Praz.g_00213
OG0000957	Syam.g_00117	Praz.g_00207
OG0000958	Syam.g_00116	Praz.g_00206
OG0000959	Syam.g_00112	Praz.g_00202
OG0000960	Syam.g_00111	Praz.g_00201
OG0000961	Syam.g_00108	Praz.g_00199
OG0000962	Syam.g_00106	Praz.g_00197
OG0000963	Syam.g_00101	Praz.g_00193
OG0000964	Syam.g_00100	Praz.g_00192
OG0000965	Syam.g_00099	Praz.g_00191
OG0000966	Syam.g_00074	Praz.g_00184
OG0000967	Syam.g_00069	Praz.g_00179
OG0000968	Syam.g_00077	Praz.g_00177
OG0000969	Syam.g_00072	Praz.g_00176
OG0000970	Syam.g_00071	Praz.g_00175
OG0000971	Syam.g_00066	Praz.g_00174
OG0000972	Syam.g_00065	Praz.g_00173
OG0000973	Syam.g_00064	Praz.g_00172
OG0000974	Syam.g_00063	Praz.g_00171
OG0000975	Syam.g_00062	Praz.g_00170
OG0000976	Syam.g_00061	Praz.g_00169
OG0000977	Syam.g_00059	Praz.g_00168
OG0000978	Syam.g_00058	Praz.g_00167
OG0000979	Syam.g_00055	Praz.g_00164
OG0000980	Syam.g_00052	Praz.g_00162
OG0000981	Syam.g_00049	Praz.g_00160
OG0000982	Syam.g_02314	Praz.g_00158
OG0000983	Syam.g_02315	Praz.g_00157
OG0000984	Syam.g_02316	Praz.g_00156
OG0000985	Syam.g_02318	Praz.g_00153
OG0000986	Syam.g_02320	Praz.g_00151
OG0000987	Syam.g_02322	Praz.g_00150
OG0000988	Syam.g_02327	Praz.g_00147
OG0000989	Syam.g_02334	Praz.g_00143
OG0000990	Syam.g_02346	Praz.g_00140
OG0000991	Syam.g_02348	Praz.g_00139
OG0000992	Syam.g_02351	Praz.g_00137
OG0000993	Syam.g_02352	Praz.g_00136
OG0000994	Syam.g_02354	Praz.g_00135
OG0000995	Syam.g_02359	Praz.g_00131
OG0000996	Syam.g_02405	Praz.g_00130
OG0000997	Syam.g_02416	Praz.g_00129
OG0000998	Syam.g_02418	Praz.g_00127
OG0000999	Syam.g_02419	Praz.g_00126
OG0001000	Syam.g_02422	Praz.g_00123
OG0001001	Syam.g_02427	Praz.g_00121
OG0001002	Syam.g_02433	Praz.g_00117
OG0001003	Syam.g_02434	Praz.g_00357
OG0001004	Syam.g_02435	Praz.g_00358
OG0001005	Syam.g_02436	Praz.g_00359
OG0001006	Syam.g_02444	Praz.g_00363
OG0001007	Syam.g_02446	Praz.g_00365
OG0001008	Syam.g_01866	Praz.g_01891
OG0001009	Syam.g_00032	Praz.g_00392
OG0001010	Syam.g_00033	Praz.g_00393
OG0001011	Syam.g_00034	Praz.g_00394
OG0001012	Syam.g_02310	Praz.g_00409
OG0001013	Syam.g_02296	Praz.g_00414
OG0001014	Syam.g_02292	Praz.g_00417
OG0001015	Syam.g_02291	Praz.g_00418
OG0001016	Syam.g_02067	Praz.g_00433
OG0001017	Syam.g_02073	Praz.g_00437
OG0001018	Syam.g_02075	Praz.g_00440
OG0001019	Syam.g_02093	Praz.g_00449
OG0001020	Syam.g_02098	Praz.g_00450
OG0001021	Syam.g_02102	Praz.g_00451
OG0001022	Syam.g_02106	Praz.g_00454
OG0001023	Syam.g_02107	Praz.g_00455
OG0001024	Syam.g_02111	Praz.g_00458
OG0001025	Syam.g_02118	Praz.g_00464
OG0001026	Syam.g_02130	Praz.g_00471
OG0001027	Syam.g_02135	Praz.g_00472
OG0001028	Syam.g_02137	Praz.g_00474
OG0001029	Syam.g_02139	Praz.g_00475
OG0001030	Syam.g_02163	Praz.g_00490
OG0001031	Syam.g_02239	Praz.g_00546
OG0001032	Syam.g_02241	Praz.g_00547
OG0001033	Syam.g_02265	Praz.g_00568
OG0001034	Syam.g_00508	Praz.g_00596
OG0001035	Syam.g_00265	Praz.g_00614
OG0001036	Syam.g_00261	Praz.g_00618
OG0001037	Syam.g_00259	Praz.g_00619
OG0001038	Syam.g_00232	Praz.g_00636
OG0001039	Syam.g_00229	Praz.g_00639
OG0001040	Syam.g_00226	Praz.g_00641
OG0001041	Syam.g_00221	Praz.g_00645
OG0001042	Syam.g_00196	Praz.g_00661
OG0001043	Syam.g_00192	Praz.g_00662
OG0001044	Syam.g_00456	Praz.g_00690
OG0001045	Syam.g_00469	Praz.g_00344
OG0001046	Syam.g_01151	Praz.g_00795
OG0001047	Syam.g_01864	Praz.g_01889
OG0001048	Syam.g_01863	Praz.g_01888
OG0001049	Syam.g_01855	Praz.g_01886
OG0001050	Syam.g_01854	Praz.g_01885
OG0001051	Syam.g_01853	Praz.g_01884
OG0001052	Syam.g_01672	Praz.g_01857
OG0001053	Syam.g_00586	Praz.g_01845
OG0001054	Syam.g_00603	Praz.g_01830
OG0001055	Syam.g_00624	Praz.g_01811
OG0001056	Syam.g_00656	Praz.g_01792
OG0001057	Syam.g_00664	Praz.g_01787
OG0001058	Syam.g_00677	Praz.g_01779
OG0001059	Syam.g_00681	Praz.g_01775
OG0001060	Syam.g_00688	Praz.g_01768
OG0001061	Syam.g_01744	Praz.g_01755
OG0001062	Syam.g_01742	Praz.g_01753
OG0001063	Syam.g_01737	Praz.g_01751
OG0001064	Syam.g_01736	Praz.g_01750
OG0001065	Syam.g_01735	Praz.g_01749
OG0001066	Syam.g_01734	Praz.g_01748
OG0001067	Syam.g_01733	Praz.g_01747
OG0001068	Syam.g_01732	Praz.g_01746
OG0001069	Syam.g_01731	Praz.g_01745
OG0001070	Syam.g_01728	Praz.g_01742
OG0001071	Syam.g_01727	Praz.g_01741
OG0001072	Syam.g_01723	Praz.g_01740
OG0001073	Syam.g_01709	Praz.g_01726
OG0001074	Syam.g_01504	Praz.g_01715
OG0001075	Syam.g_01502	Praz.g_01714
OG0001076	Syam.g_01491	Praz.g_01706
OG0001077	Syam.g_01480	Praz.g_01702
OG0001078	Syam.g_01467	Praz.g_01694
OG0001079	Syam.g_01454	Praz.g_01683
OG0001080	Syam.g_01034	Praz.g_01677
OG0001081	Syam.g_01386	Praz.g_01675
OG0001082	Syam.g_01385	Praz.g_01674
OG0001083	Syam.g_01377	Praz.g_01669
OG0001084	Syam.g_01376	Praz.g_01668
OG0001085	Syam.g_01366	Praz.g_01660
OG0001086	Syam.g_01364	Praz.g_01659
OG0001087	Syam.g_00813	Praz.g_01642
OG0001088	Syam.g_00809	Praz.g_01641
OG0001089	Syam.g_00785	Praz.g_01633
OG0001090	Syam.g_01246	Praz.g_01606
OG0001091	Syam.g_01244	Praz.g_01604
OG0001092	Syam.g_01242	Praz.g_01603
OG0001093	Syam.g_01236	Praz.g_01598
OG0001094	Syam.g_01296	Praz.g_01518
OG0001095	Syam.g_01276	Praz.g_01499
OG0001096	Syam.g_01260	Praz.g_01486
OG0001097	Syam.g_00727	Praz.g_01467
OG0001098	Syam.g_01037	Praz.g_01452
OG0001099	Syam.g_02138	Praz.g_01420
OG0001100	Syam.g_01356	Praz.g_01416
OG0001101	Syam.g_01355	Praz.g_01414
OG0001103	Syam.g_01350	Praz.g_01409
OG0001104	Syam.g_01311	Praz.g_01387
OG0001105	Syam.g_01307	Praz.g_01383
OG0001106	Syam.g_01110	Praz.g_01359
OG0001107	Syam.g_01122	Praz.g_01352
OG0001108	Syam.g_01132	Praz.g_01348
OG0001109	Syam.g_01134	Praz.g_01347
OG0001110	Syam.g_01136	Praz.g_01345
OG0001111	Syam.g_01138	Praz.g_01344
OG0001112	Syam.g_01140	Praz.g_01343
OG0001113	Syam.g_01141	Praz.g_01342
OG0001114	Syam.g_01142	Praz.g_01341
OG0001115	Syam.g_01146	Praz.g_01339
OG0001116	Syam.g_01148	Praz.g_01338
OG0001117	Syam.g_01149	Praz.g_01337
OG0001118	Syam.g_01150	Praz.g_01336
OG0001119	Syam.g_01152	Praz.g_01335
OG0001120	Syam.g_01156	Praz.g_01333
OG0001121	Syam.g_00970	Praz.g_00027, Praz.g_01330
OG0001122	Syam.g_01184	Praz.g_01305
OG0001123	Syam.g_01191	Praz.g_01301
OG0001124	Syam.g_01194	Praz.g_01299
OG0001125	Syam.g_01196	Praz.g_01298
OG0001126	Syam.g_00757	Praz.g_01287
OG0001127	Syam.g_00758	Praz.g_01286
OG0001128	Syam.g_00764	Praz.g_01284
OG0001129	Syam.g_00766	Praz.g_01283
OG0001130	Syam.g_00767	Praz.g_01282
OG0001131	Syam.g_01337	Praz.g_00096
OG0001132	Syam.g_01020	Praz.g_00105
OG0001134	Syam.g_00915	Praz.g_00025
OG0001135	Syam.g_00917	Praz.g_00022
OG0001136	Syam.g_01797	Praz.g_00758
OG0001137	Syam.g_01780	Praz.g_00746
OG0001138	Syam.g_00898	Praz.g_00728
OG0001139	Syam.g_00896	Praz.g_00727
OG0001140	Syam.g_00895	Praz.g_00726
OG0001141	Syam.g_00894	Praz.g_00725
OG0001142	Syam.g_00892	Praz.g_00724
OG0001143	Syam.g_00883	Praz.g_00717
OG0001144	Syam.g_00873	Praz.g_00712
OG0001145	Syam.g_01817	Praz.g_01188
OG0001146	Syam.g_01836	Praz.g_01176
OG0001147	Syam.g_01665	Praz.g_01153
OG0001148	Syam.g_00573	Praz.g_01137
OG0001149	Syam.g_00572	Praz.g_01136
OG0001150	Syam.g_00571	Praz.g_01135
OG0001151	Syam.g_00558	Praz.g_01124
OG0001152	Syam.g_00557	Praz.g_01123
OG0001153	Syam.g_01652	Praz.g_01009
OG0001154	Syam.g_01654	Praz.g_01008
OG0001155	Syam.g_01925	Praz.g_00996
OG0001156	Syam.g_01928	Praz.g_00993
OG0001157	Syam.g_01929	Praz.g_00992
OG0001158	Syam.g_01930	Praz.g_00991
OG0001159	Syam.g_01931	Praz.g_00990
OG0001160	Syam.g_01969	Praz.g_00966
OG0001161	Syam.g_02338	Praz.g_00953
OG0001162	Syam.g_01257	Praz.g_00942
OG0001163	Syam.g_01977	Praz.g_00885
OG0001164	Syam.g_01983	Praz.g_00881
OG0001165	Syam.g_01988	Praz.g_00878
OG0001166	Syam.g_02011	Praz.g_00858
OG0001167	Syam.g_01888	Praz.g_00841
OG0001168	Syam.g_01890	Praz.g_00839
OG0001169	Syam.g_01892	Praz.g_00837
OG0001170	Syam.g_01894	Praz.g_00835
OG0001171	Syam.g_01904	Praz.g_00826
