Orthogroup	Syam	Prba
OG0000586	Syam.g_01508	Prba.g_01704
OG0000587	Syam.g_01506	Prba.g_01703
OG0000588	Syam.g_01498	Prba.g_01699
OG0000589	Syam.g_01494	Prba.g_01696
OG0000590	Syam.g_01493	Prba.g_01695
OG0000591	Syam.g_01486	Prba.g_01692
OG0000592	Syam.g_01485	Prba.g_01691
OG0000593	Syam.g_01471	Prba.g_01685
OG0000594	Syam.g_01470	Prba.g_01684
OG0000595	Syam.g_01469	Prba.g_01683
OG0000596	Syam.g_01465	Prba.g_01679
OG0000597	Syam.g_01462	Prba.g_01677
OG0000598	Syam.g_01461	Prba.g_01676
OG0000599	Syam.g_01458	Prba.g_01673
OG0000600	Syam.g_01457	Prba.g_01672
OG0000601	Syam.g_01456	Prba.g_01671
OG0000602	Syam.g_01451	Prba.g_01669
OG0000603	Syam.g_01450	Prba.g_01668
OG0000604	Syam.g_01447	Prba.g_01667
OG0000605	Syam.g_01031	Prba.g_01666
OG0000606	Syam.g_01387	Prba.g_01663
OG0000607	Syam.g_01384	Prba.g_01660
OG0000608	Syam.g_01383	Prba.g_01659
OG0000609	Syam.g_01380	Prba.g_01658
OG0000610	Syam.g_01373	Prba.g_01653
OG0000611	Syam.g_01370	Prba.g_01650
OG0000612	Syam.g_01369	Prba.g_01649
OG0000613	Syam.g_00170	Prba.g_01644
OG0000614	Syam.g_00801	Prba.g_01625
OG0000615	Syam.g_01332	Prba.g_01617
OG0000616	Syam.g_02430	Prba.g_01613
OG0000617	Syam.g_01240	Prba.g_01588
OG0000618	Syam.g_01239	Prba.g_01587
OG0000619	Syam.g_01238	Prba.g_01586
OG0000620	Syam.g_01233	Prba.g_01583
OG0000621	Syam.g_01232	Prba.g_01582
OG0000622	Syam.g_01231	Prba.g_01581
OG0000623	Syam.g_01230	Prba.g_01580
OG0000624	Syam.g_01228	Prba.g_01579
OG0000625	Syam.g_01227	Prba.g_01578
OG0000626	Syam.g_01226	Prba.g_01577
OG0000627	Syam.g_01065	Prba.g_01576
OG0000628	Syam.g_01067	Prba.g_01575
OG0000629	Syam.g_01070	Prba.g_01574
OG0000630	Syam.g_01074	Prba.g_01571
OG0000631	Syam.g_01084	Prba.g_01508
OG0000632	Syam.g_01085	Prba.g_01507
OG0000633	Syam.g_01086	Prba.g_01506
OG0000634	Syam.g_01294	Prba.g_01503
OG0000635	Syam.g_01293	Prba.g_01502
OG0000636	Syam.g_01291	Prba.g_01500
OG0000637	Syam.g_01289	Prba.g_01498
OG0000638	Syam.g_01288	Prba.g_01497
OG0000639	Syam.g_01287	Prba.g_01496
OG0000640	Syam.g_01286	Prba.g_01495
OG0000641	Syam.g_01282	Prba.g_01491
OG0000642	Syam.g_01281	Prba.g_01490
OG0000643	Syam.g_01280	Prba.g_01489
OG0000644	Syam.g_01279	Prba.g_01488
OG0000645	Syam.g_01277	Prba.g_01487
OG0000646	Syam.g_01274	Prba.g_01485
OG0000647	Syam.g_01272	Prba.g_01484
OG0000648	Syam.g_01269	Prba.g_01482
OG0000649	Syam.g_01268	Prba.g_01481
OG0000650	Syam.g_01267	Prba.g_01480
OG0000651	Syam.g_01266	Prba.g_01479
OG0000652	Syam.g_01265	Prba.g_01478
OG0000653	Syam.g_01263	Prba.g_01476
OG0000654	Syam.g_01262	Prba.g_01475
OG0000655	Syam.g_01261	Prba.g_01474
OG0000656	Syam.g_01258	Prba.g_01471
OG0000657	Syam.g_00739	Prba.g_01463
OG0000658	Syam.g_00735	Prba.g_01462
OG0000659	Syam.g_00734	Prba.g_01461
OG0000660	Syam.g_00730	Prba.g_01457
OG0000661	Syam.g_00728	Prba.g_01455
OG0000662	Syam.g_00726	Prba.g_01453
OG0000663	Syam.g_00723	Prba.g_01451
OG0000664	Syam.g_00722	Prba.g_01450
OG0000665	Syam.g_02027	Prba.g_01446
OG0000666	Syam.g_01030	Prba.g_01445
OG0000667	Syam.g_00937	Prba.g_01441
OG0000668	Syam.g_01185	Prba.g_01411
OG0000669	Syam.g_01358	Prba.g_01404
OG0000670	Syam.g_00528	Prba.g_01402
OG0000671	Syam.g_01354	Prba.g_01400
OG0000672	Syam.g_01351	Prba.g_01397
OG0000673	Syam.g_01348	Prba.g_01394
OG0000674	Syam.g_01346	Prba.g_01392
OG0000675	Syam.g_01345	Prba.g_01391
OG0000676	Syam.g_01343	Prba.g_01389
OG0000677	Syam.g_01342	Prba.g_01388
OG0000678	Syam.g_01339	Prba.g_01386
OG0000679	Syam.g_01323	Prba.g_01382
OG0000680	Syam.g_01322	Prba.g_01381
OG0000681	Syam.g_01319	Prba.g_01379
OG0000682	Syam.g_01318	Prba.g_01378
OG0000683	Syam.g_01317	Prba.g_01377
OG0000684	Syam.g_01312	Prba.g_01375
OG0000685	Syam.g_01310	Prba.g_01373
OG0000686	Syam.g_01309	Prba.g_01372
OG0000687	Syam.g_01308	Prba.g_01371
OG0000688	Syam.g_01304	Prba.g_01368
OG0000689	Syam.g_01302	Prba.g_01367
OG0000690	Syam.g_01301	Prba.g_01366
OG0000691	Syam.g_01300	Prba.g_01365
OG0000692	Syam.g_01299	Prba.g_01363
OG0000693	Syam.g_01298	Prba.g_01362
OG0000694	Syam.g_01297	Prba.g_01361
OG0000695	Syam.g_01088	Prba.g_01359
OG0000696	Syam.g_01089	Prba.g_01358
OG0000697	Syam.g_01091	Prba.g_01357
OG0000698	Syam.g_01094	Prba.g_01354
OG0000699	Syam.g_01096	Prba.g_01353
OG0000700	Syam.g_01097	Prba.g_01352
OG0000701	Syam.g_01098	Prba.g_01351
OG0000702	Syam.g_01106	Prba.g_01349
OG0000703	Syam.g_01107	Prba.g_01348
OG0000704	Syam.g_01109	Prba.g_01347
OG0000705	Syam.g_01116	Prba.g_01343
OG0000706	Syam.g_01117	Prba.g_01342
OG0000707	Syam.g_01118	Prba.g_01341
OG0000708	Syam.g_01121	Prba.g_01340
OG0000709	Syam.g_01131	Prba.g_01336
OG0000710	Syam.g_01135	Prba.g_01333
OG0000711	Syam.g_01165	Prba.g_01316
OG0000712	Syam.g_01167	Prba.g_01314
OG0000713	Syam.g_01168	Prba.g_01313
OG0000714	Syam.g_01170	Prba.g_01312
OG0000715	Syam.g_01172	Prba.g_01310
OG0000716	Syam.g_01176	Prba.g_01308
OG0000717	Syam.g_01177	Prba.g_01307
OG0000718	Syam.g_01181	Prba.g_01295
OG0000719	Syam.g_01183	Prba.g_01293
OG0000720	Syam.g_01197	Prba.g_01284
OG0000721	Syam.g_01199	Prba.g_01282
OG0000722	Syam.g_01200	Prba.g_01281
OG0000723	Syam.g_01224	Prba.g_01278
OG0000724	Syam.g_00768	Prba.g_01269
OG0000725	Syam.g_00777	Prba.g_01263
OG0000726	Syam.g_00778	Prba.g_01262
OG0000727	Syam.g_00779	Prba.g_01261
OG0000728	Syam.g_00781	Prba.g_01259
OG0000729	Syam.g_00105	Prba.g_01214
OG0000730	Syam.g_00454	Prba.g_00749
OG0000731	Syam.g_00466	Prba.g_00745
OG0000732	Syam.g_00051	Prba.g_00735
OG0000733	Syam.g_02339	Prba.g_00096
OG0000734	Syam.g_02128	Prba.g_00079
OG0000735	Syam.g_01810	Prba.g_00077
OG0000736	Syam.g_01809	Prba.g_00076
OG0000737	Syam.g_01808	Prba.g_00075
OG0000738	Syam.g_01803	Prba.g_00071
OG0000739	Syam.g_01802	Prba.g_00070
OG0000740	Syam.g_01801	Prba.g_00069
OG0000741	Syam.g_01798	Prba.g_00068
OG0000742	Syam.g_01796	Prba.g_00065
OG0000743	Syam.g_01794	Prba.g_00063
OG0000744	Syam.g_01793	Prba.g_00062
OG0000745	Syam.g_01791	Prba.g_00060
OG0000746	Syam.g_01789	Prba.g_00058
OG0000747	Syam.g_01788	Prba.g_00057
OG0000748	Syam.g_01779	Prba.g_00054
OG0000749	Syam.g_01776	Prba.g_00053
OG0000750	Syam.g_01775	Prba.g_00052
OG0000751	Syam.g_01770	Prba.g_00050
OG0000752	Syam.g_01768	Prba.g_00048
OG0000753	Syam.g_01765	Prba.g_00045
OG0000754	Syam.g_00910	Prba.g_00042
OG0000755	Syam.g_00900	Prba.g_00039
OG0000756	Syam.g_00899	Prba.g_00038
OG0000757	Syam.g_00891	Prba.g_00032
OG0000758	Syam.g_00890	Prba.g_00031
OG0000759	Syam.g_00889	Prba.g_00030
OG0000760	Syam.g_00888	Prba.g_00029
OG0000761	Syam.g_00886	Prba.g_00028
OG0000762	Syam.g_00884	Prba.g_00027
OG0000763	Syam.g_00882	Prba.g_00025
OG0000764	Syam.g_00881	Prba.g_00024
OG0000765	Syam.g_00864	Prba.g_00015
OG0000766	Syam.g_00863	Prba.g_00014
OG0000767	Syam.g_00861	Prba.g_00012
OG0000768	Syam.g_00860	Prba.g_00011
OG0000769	Syam.g_00858	Prba.g_00009
OG0000770	Syam.g_00855	Prba.g_00007
OG0000771	Syam.g_00762	Prba.g_01084
OG0000772	Syam.g_01005	Prba.g_01167
OG0000773	Syam.g_01816	Prba.g_01183
OG0000774	Syam.g_01820	Prba.g_01185
OG0000775	Syam.g_01823	Prba.g_01187
OG0000776	Syam.g_01824	Prba.g_01188
OG0000777	Syam.g_01825	Prba.g_01189
OG0000778	Syam.g_01826	Prba.g_01190
OG0000779	Syam.g_01832	Prba.g_01194
OG0000780	Syam.g_01835	Prba.g_01195
OG0000781	Syam.g_01839	Prba.g_01198
OG0000782	Syam.g_01840	Prba.g_01199
OG0000783	Syam.g_01841	Prba.g_01200
OG0000784	Syam.g_01842	Prba.g_01201
OG0000785	Syam.g_01844	Prba.g_01203
OG0000786	Syam.g_01700	Prba.g_01205
OG0000787	Syam.g_01701	Prba.g_01206
OG0000788	Syam.g_01455	Prba.g_00209
OG0000789	Syam.g_01044	Prba.g_00206
OG0000790	Syam.g_00570	Prba.g_00191
OG0000791	Syam.g_00568	Prba.g_00189
OG0000792	Syam.g_00567	Prba.g_00188
OG0000793	Syam.g_00562	Prba.g_00185
OG0000794	Syam.g_00561	Prba.g_00184
OG0000795	Syam.g_00560	Prba.g_00183
OG0000796	Syam.g_00556	Prba.g_00179
OG0000797	Syam.g_00555	Prba.g_00178
OG0000799	Syam.g_01585	Prba.g_00115
OG0000800	Syam.g_01588	Prba.g_00114
OG0000801	Syam.g_01589	Prba.g_00113
OG0000802	Syam.g_01592	Prba.g_00111
OG0000803	Syam.g_01597	Prba.g_00109
OG0000804	Syam.g_01600	Prba.g_00108
OG0000805	Syam.g_01602	Prba.g_00106
OG0000806	Syam.g_01604	Prba.g_00720
OG0000807	Syam.g_01606	Prba.g_00719
OG0000808	Syam.g_01607	Prba.g_00718
OG0000809	Syam.g_01610	Prba.g_00715
OG0000810	Syam.g_01611	Prba.g_00714
OG0000811	Syam.g_01616	Prba.g_00710
OG0000812	Syam.g_01618	Prba.g_00708
OG0000813	Syam.g_01619	Prba.g_00707
OG0000814	Syam.g_01621	Prba.g_00705
OG0000815	Syam.g_01622	Prba.g_00704
OG0000816	Syam.g_01624	Prba.g_00702
OG0000817	Syam.g_01625	Prba.g_00701
OG0000818	Syam.g_01631	Prba.g_00696
OG0000819	Syam.g_01632	Prba.g_00695
OG0000820	Syam.g_01633	Prba.g_00694
OG0000821	Syam.g_01639	Prba.g_00690
OG0000822	Syam.g_01641	Prba.g_00689
OG0000823	Syam.g_01642	Prba.g_00688
OG0000824	Syam.g_01648	Prba.g_00685
OG0000825	Syam.g_01649	Prba.g_00684
OG0000826	Syam.g_01650	Prba.g_00683
OG0000827	Syam.g_01651	Prba.g_00682
OG0000828	Syam.g_01655	Prba.g_00679
OG0000829	Syam.g_01656	Prba.g_00678
OG0000830	Syam.g_01657	Prba.g_00677
OG0000831	Syam.g_01659	Prba.g_00350
OG0000832	Syam.g_01923	Prba.g_00344
OG0000833	Syam.g_01932	Prba.g_00336
OG0000834	Syam.g_01933	Prba.g_00335
OG0000835	Syam.g_01934	Prba.g_00334
OG0000836	Syam.g_01937	Prba.g_00333
OG0000837	Syam.g_01938	Prba.g_00332
OG0000838	Syam.g_01946	Prba.g_00330
OG0000839	Syam.g_01947	Prba.g_00329
OG0000840	Syam.g_01948	Prba.g_00328
OG0000841	Syam.g_01949	Prba.g_00327
OG0000842	Syam.g_01950	Prba.g_00326
OG0000843	Syam.g_01951	Prba.g_00325
OG0000844	Syam.g_01953	Prba.g_00324
OG0000845	Syam.g_01954	Prba.g_00323
OG0000846	Syam.g_01955	Prba.g_00322
OG0000847	Syam.g_01956	Prba.g_00321
OG0000848	Syam.g_01958	Prba.g_00320
OG0000849	Syam.g_01959	Prba.g_00319
OG0000850	Syam.g_01961	Prba.g_00317
OG0000851	Syam.g_01966	Prba.g_00316
OG0000852	Syam.g_01967	Prba.g_00315
OG0000853	Syam.g_01971	Prba.g_00311
OG0000854	Syam.g_01973	Prba.g_00309
OG0000855	Syam.g_01974	Prba.g_00308
OG0000856	Syam.g_01483	Prba.g_00293
OG0000857	Syam.g_01273	Prba.g_00266
OG0000858	Syam.g_01980	Prba.g_00232
OG0000859	Syam.g_01981	Prba.g_00231
OG0000860	Syam.g_01992	Prba.g_00618
OG0000861	Syam.g_01993	Prba.g_00617
OG0000862	Syam.g_01994	Prba.g_00616
OG0000863	Syam.g_01996	Prba.g_00614
OG0000864	Syam.g_01997	Prba.g_00613
OG0000865	Syam.g_01998	Prba.g_00612
OG0000866	Syam.g_01999	Prba.g_00611
OG0000867	Syam.g_02000	Prba.g_00610
OG0000868	Syam.g_02003	Prba.g_00609
OG0000869	Syam.g_02007	Prba.g_00605
OG0000870	Syam.g_02012	Prba.g_00600
OG0000871	Syam.g_02013	Prba.g_00599
OG0000872	Syam.g_02021	Prba.g_00598
OG0000873	Syam.g_02024	Prba.g_00595
OG0000874	Syam.g_02019	Prba.g_00592
OG0000875	Syam.g_02026	Prba.g_00591
OG0000876	Syam.g_01877	Prba.g_00590
OG0000877	Syam.g_01882	Prba.g_00588
OG0000878	Syam.g_01883	Prba.g_00587
OG0000879	Syam.g_01884	Prba.g_00586
OG0000880	Syam.g_01885	Prba.g_00585
OG0000881	Syam.g_01891	Prba.g_00581
OG0000882	Syam.g_01896	Prba.g_00576
OG0000883	Syam.g_01898	Prba.g_00574
OG0000884	Syam.g_01900	Prba.g_00573
OG0000885	Syam.g_01901	Prba.g_00572
OG0000886	Syam.g_01902	Prba.g_00571
OG0000887	Syam.g_01903	Prba.g_00570
OG0000888	Syam.g_01905	Prba.g_00568
OG0000889	Syam.g_01907	Prba.g_00566
OG0000890	Syam.g_01910	Prba.g_00565
OG0000891	Syam.g_01911	Prba.g_00564
OG0000892	Syam.g_01913	Prba.g_00352
OG0000893	Syam.g_00287	Prba.g_00357
OG0000894	Syam.g_00290	Prba.g_00359
OG0000895	Syam.g_00294	Prba.g_00362
OG0000896	Syam.g_00295	Prba.g_00363
OG0000897	Syam.g_00297	Prba.g_00365
OG0000898	Syam.g_00298	Prba.g_00366
OG0000899	Syam.g_00299	Prba.g_00367
OG0000900	Syam.g_00300	Prba.g_00368
OG0000901	Syam.g_00305	Prba.g_00371
OG0000902	Syam.g_00307	Prba.g_00373
OG0000903	Syam.g_00322	Prba.g_00376
OG0000904	Syam.g_00317	Prba.g_00378
OG0000905	Syam.g_00312	Prba.g_00383
OG0000906	Syam.g_00309	Prba.g_00384
OG0000907	Syam.g_00324	Prba.g_00387
OG0000908	Syam.g_00327	Prba.g_00390
OG0000909	Syam.g_00328	Prba.g_00391
OG0000910	Syam.g_00329	Prba.g_00392
OG0000911	Syam.g_00331	Prba.g_00394
OG0000912	Syam.g_00332	Prba.g_00395
OG0000913	Syam.g_00333	Prba.g_00396
OG0000914	Syam.g_00334	Prba.g_00397
OG0000915	Syam.g_00336	Prba.g_00398
OG0000916	Syam.g_00337	Prba.g_00399
OG0000917	Syam.g_00338	Prba.g_00400
OG0000918	Syam.g_00339	Prba.g_00401
OG0000919	Syam.g_00340	Prba.g_00402
OG0000920	Syam.g_00341	Prba.g_00403
OG0000921	Syam.g_00342	Prba.g_00404
OG0000922	Syam.g_00343	Prba.g_00405
OG0000923	Syam.g_00347	Prba.g_00409
OG0000924	Syam.g_00348	Prba.g_00410
OG0000925	Syam.g_00349	Prba.g_00411
OG0000926	Syam.g_00350	Prba.g_00412
OG0000927	Syam.g_00352	Prba.g_00414
OG0000928	Syam.g_00353	Prba.g_00415
OG0000929	Syam.g_00354	Prba.g_00416
OG0000930	Syam.g_00355	Prba.g_00417
OG0000931	Syam.g_00356	Prba.g_00418
OG0000932	Syam.g_00357	Prba.g_00419
OG0000933	Syam.g_00363	Prba.g_00423
OG0000934	Syam.g_00365	Prba.g_00425
OG0000935	Syam.g_00366	Prba.g_00426
OG0000936	Syam.g_00368	Prba.g_00427
OG0000937	Syam.g_00369	Prba.g_00428
OG0000938	Syam.g_00373	Prba.g_00430
OG0000939	Syam.g_00374	Prba.g_00431
OG0000940	Syam.g_00381	Prba.g_00438
OG0000941	Syam.g_00383	Prba.g_01049
OG0000942	Syam.g_00385	Prba.g_01051
OG0000943	Syam.g_00386	Prba.g_01052
OG0000944	Syam.g_00388	Prba.g_01053
OG0000945	Syam.g_00390	Prba.g_01054
OG0000946	Syam.g_00395	Prba.g_01059
OG0000947	Syam.g_00398	Prba.g_01061
OG0000948	Syam.g_00399	Prba.g_01062
OG0000949	Syam.g_00159	Prba.g_01065
OG0000950	Syam.g_00150	Prba.g_01070
OG0000951	Syam.g_00145	Prba.g_01074
OG0000952	Syam.g_00140	Prba.g_01078
OG0000953	Syam.g_00136	Prba.g_00753
OG0000954	Syam.g_00131	Prba.g_00757
OG0000955	Syam.g_00130	Prba.g_00758
OG0000956	Syam.g_00128	Prba.g_00760
OG0000957	Syam.g_00117	Prba.g_00766
OG0000958	Syam.g_00116	Prba.g_00767
OG0000959	Syam.g_00112	Prba.g_00771
OG0000960	Syam.g_00111	Prba.g_00772
OG0000961	Syam.g_00108	Prba.g_00774
OG0000962	Syam.g_00106	Prba.g_00776
OG0000963	Syam.g_00101	Prba.g_00780
OG0000964	Syam.g_00100	Prba.g_00781
OG0000965	Syam.g_00099	Prba.g_00782
OG0000966	Syam.g_00074	Prba.g_00789
OG0000967	Syam.g_00069	Prba.g_00794
OG0000968	Syam.g_00077	Prba.g_00796
OG0000969	Syam.g_00072	Prba.g_00797
OG0000970	Syam.g_00071	Prba.g_00798
OG0000971	Syam.g_00066	Prba.g_00799
OG0000972	Syam.g_00065	Prba.g_00800
OG0000973	Syam.g_00064	Prba.g_00801
OG0000974	Syam.g_00063	Prba.g_00802
OG0000975	Syam.g_00062	Prba.g_00803
OG0000976	Syam.g_00061	Prba.g_00804
OG0000977	Syam.g_00059	Prba.g_00805
OG0000978	Syam.g_00058	Prba.g_00806
OG0000979	Syam.g_00055	Prba.g_00809
OG0000980	Syam.g_00052	Prba.g_00811
OG0000981	Syam.g_00049	Prba.g_00813
OG0000982	Syam.g_02314	Prba.g_00815
OG0000983	Syam.g_02315	Prba.g_00816
OG0000984	Syam.g_02316	Prba.g_00817
OG0000985	Syam.g_02318	Prba.g_00820
OG0000986	Syam.g_02320	Prba.g_00822
OG0000987	Syam.g_02322	Prba.g_00823
OG0000988	Syam.g_02327	Prba.g_00826
OG0000989	Syam.g_02334	Prba.g_00830
OG0000990	Syam.g_02346	Prba.g_00833
OG0000991	Syam.g_02348	Prba.g_00834
OG0000992	Syam.g_02351	Prba.g_00836
OG0000993	Syam.g_02352	Prba.g_00837
OG0000994	Syam.g_02354	Prba.g_00838
OG0000995	Syam.g_02359	Prba.g_00842
OG0000996	Syam.g_02405	Prba.g_00843
OG0000997	Syam.g_02416	Prba.g_00844
OG0000998	Syam.g_02418	Prba.g_00846
OG0000999	Syam.g_02419	Prba.g_00847
OG0001000	Syam.g_02422	Prba.g_01778
OG0001001	Syam.g_02427	Prba.g_01780
OG0001002	Syam.g_02433	Prba.g_01784
OG0001003	Syam.g_02434	Prba.g_01785
OG0001004	Syam.g_02435	Prba.g_01786
OG0001005	Syam.g_02436	Prba.g_01787
OG0001006	Syam.g_02444	Prba.g_01791
OG0001007	Syam.g_02446	Prba.g_01793
OG0001008	Syam.g_01866	Prba.g_01024
OG0001009	Syam.g_00032	Prba.g_01820
OG0001010	Syam.g_00033	Prba.g_01821
OG0001011	Syam.g_00034	Prba.g_01822
OG0001012	Syam.g_02310	Prba.g_01837
OG0001013	Syam.g_02296	Prba.g_01842
OG0001014	Syam.g_02292	Prba.g_01845
OG0001015	Syam.g_02291	Prba.g_01846
OG0001016	Syam.g_02067	Prba.g_01861
OG0001017	Syam.g_02073	Prba.g_01865
OG0001018	Syam.g_02075	Prba.g_01868
OG0001019	Syam.g_02093	Prba.g_01877
OG0001020	Syam.g_02098	Prba.g_01878
OG0001021	Syam.g_02102	Prba.g_01879
OG0001022	Syam.g_02106	Prba.g_01882
OG0001023	Syam.g_02107	Prba.g_01883
OG0001024	Syam.g_02111	Prba.g_01886
OG0001025	Syam.g_02118	Prba.g_01892
OG0001026	Syam.g_02130	Prba.g_01899
OG0001027	Syam.g_02135	Prba.g_01900
OG0001028	Syam.g_02137	Prba.g_01902
OG0001029	Syam.g_02139	Prba.g_01903
OG0001030	Syam.g_02163	Prba.g_01918
OG0001031	Syam.g_02239	Prba.g_00642
OG0001032	Syam.g_02241	Prba.g_00643
OG0001033	Syam.g_02265	Prba.g_00664
OG0001034	Syam.g_00508	Prba.g_00455
OG0001035	Syam.g_00265	Prba.g_00473
OG0001036	Syam.g_00261	Prba.g_00477
OG0001037	Syam.g_00259	Prba.g_00478
OG0001038	Syam.g_00232	Prba.g_00495
OG0001039	Syam.g_00229	Prba.g_00498
OG0001040	Syam.g_00226	Prba.g_00500
OG0001041	Syam.g_00221	Prba.g_00504
OG0001042	Syam.g_00196	Prba.g_00520
OG0001043	Syam.g_00192	Prba.g_00521
OG0001044	Syam.g_00456	Prba.g_00549
OG0001045	Syam.g_00469	Prba.g_00558
OG0001046	Syam.g_01151	Prba.g_00873
OG0001047	Syam.g_01864	Prba.g_01022
OG0001048	Syam.g_01863	Prba.g_01021
OG0001049	Syam.g_01855	Prba.g_01019
OG0001050	Syam.g_01854	Prba.g_01018
OG0001051	Syam.g_01853	Prba.g_01017
OG0001052	Syam.g_01672	Prba.g_00990
OG0001053	Syam.g_00586	Prba.g_00978
OG0001054	Syam.g_00603	Prba.g_00963
OG0001055	Syam.g_00624	Prba.g_00944
OG0001056	Syam.g_00656	Prba.g_00925
OG0001057	Syam.g_00664	Prba.g_01774
OG0001058	Syam.g_00677	Prba.g_01766
OG0001059	Syam.g_00681	Prba.g_01762
OG0001060	Syam.g_00688	Prba.g_01755
OG0001061	Syam.g_01744	Prba.g_01742
OG0001062	Syam.g_01742	Prba.g_01740
OG0001063	Syam.g_01737	Prba.g_01738
OG0001064	Syam.g_01736	Prba.g_01737
OG0001065	Syam.g_01735	Prba.g_01736
OG0001066	Syam.g_01734	Prba.g_01735
OG0001067	Syam.g_01733	Prba.g_01734
OG0001068	Syam.g_01732	Prba.g_01733
OG0001069	Syam.g_01731	Prba.g_01732
OG0001070	Syam.g_01728	Prba.g_01729
OG0001071	Syam.g_01727	Prba.g_01728
OG0001072	Syam.g_01723	Prba.g_01727
OG0001073	Syam.g_01709	Prba.g_01713
OG0001074	Syam.g_01504	Prba.g_01702
OG0001075	Syam.g_01502	Prba.g_01701
OG0001076	Syam.g_01491	Prba.g_01693
OG0001077	Syam.g_01480	Prba.g_01689
OG0001078	Syam.g_01467	Prba.g_01681
OG0001079	Syam.g_01454	Prba.g_01670
OG0001080	Syam.g_01034	Prba.g_01664
OG0001081	Syam.g_01386	Prba.g_01662
OG0001082	Syam.g_01385	Prba.g_01661
OG0001083	Syam.g_01377	Prba.g_01656
OG0001084	Syam.g_01376	Prba.g_01655
OG0001085	Syam.g_01366	Prba.g_01647
OG0001086	Syam.g_01364	Prba.g_01646
OG0001087	Syam.g_00813	Prba.g_01629
OG0001088	Syam.g_00809	Prba.g_01628
OG0001089	Syam.g_00785	Prba.g_01620
OG0001090	Syam.g_01246	Prba.g_01593
OG0001091	Syam.g_01244	Prba.g_01591
OG0001092	Syam.g_01242	Prba.g_01590
OG0001093	Syam.g_01236	Prba.g_01585
OG0001094	Syam.g_01296	Prba.g_01505
OG0001095	Syam.g_01276	Prba.g_01486
OG0001096	Syam.g_01260	Prba.g_01473
OG0001097	Syam.g_00727	Prba.g_01454
OG0001098	Syam.g_01037	Prba.g_01439
OG0001099	Syam.g_02138	Prba.g_01407
OG0001100	Syam.g_01356	Prba.g_01403
OG0001101	Syam.g_01355	Prba.g_01401
OG0001103	Syam.g_01350	Prba.g_01396
OG0001104	Syam.g_01311	Prba.g_01374
OG0001105	Syam.g_01307	Prba.g_01370
OG0001106	Syam.g_01110	Prba.g_01346
OG0001107	Syam.g_01122	Prba.g_01339
OG0001108	Syam.g_01132	Prba.g_01335
OG0001109	Syam.g_01134	Prba.g_01334
OG0001110	Syam.g_01136	Prba.g_01332
OG0001111	Syam.g_01138	Prba.g_01331
OG0001112	Syam.g_01140	Prba.g_01330
OG0001113	Syam.g_01141	Prba.g_01329
OG0001114	Syam.g_01142	Prba.g_01328
OG0001115	Syam.g_01146	Prba.g_01326
OG0001116	Syam.g_01148	Prba.g_01325
OG0001117	Syam.g_01149	Prba.g_01324
OG0001118	Syam.g_01150	Prba.g_01323
OG0001119	Syam.g_01152	Prba.g_01322
OG0001120	Syam.g_01156	Prba.g_01320
OG0001121	Syam.g_00970	Prba.g_00099, Prba.g_01317
OG0001122	Syam.g_01184	Prba.g_01292
OG0001123	Syam.g_01191	Prba.g_01288
OG0001124	Syam.g_01194	Prba.g_01286
OG0001125	Syam.g_01196	Prba.g_01285
OG0001126	Syam.g_00757	Prba.g_01275
OG0001127	Syam.g_00758	Prba.g_01274
OG0001128	Syam.g_00764	Prba.g_01272
OG0001129	Syam.g_00766	Prba.g_01271
OG0001130	Syam.g_00767	Prba.g_01270
OG0001131	Syam.g_01337	Prba.g_01234
OG0001132	Syam.g_01020	Prba.g_01225
OG0001134	Syam.g_00915	Prba.g_00097
OG0001135	Syam.g_00917	Prba.g_00094
OG0001136	Syam.g_01797	Prba.g_00067
OG0001137	Syam.g_01780	Prba.g_00055
OG0001138	Syam.g_00898	Prba.g_00037
OG0001139	Syam.g_00896	Prba.g_00036
OG0001140	Syam.g_00895	Prba.g_00035
OG0001141	Syam.g_00894	Prba.g_00034
OG0001142	Syam.g_00892	Prba.g_00033
OG0001143	Syam.g_00883	Prba.g_00026
OG0001144	Syam.g_00873	Prba.g_00021
OG0001145	Syam.g_01817	Prba.g_01184
OG0001146	Syam.g_01836	Prba.g_01196
OG0001147	Syam.g_01665	Prba.g_00210
OG0001148	Syam.g_00573	Prba.g_00194
OG0001149	Syam.g_00572	Prba.g_00193
OG0001150	Syam.g_00571	Prba.g_00192
OG0001151	Syam.g_00558	Prba.g_00181
OG0001152	Syam.g_00557	Prba.g_00180
OG0001153	Syam.g_01652	Prba.g_00681
OG0001154	Syam.g_01654	Prba.g_00680
OG0001155	Syam.g_01925	Prba.g_00343
OG0001156	Syam.g_01928	Prba.g_00340
OG0001157	Syam.g_01929	Prba.g_00339
OG0001158	Syam.g_01930	Prba.g_00338
OG0001159	Syam.g_01931	Prba.g_00337
OG0001160	Syam.g_01969	Prba.g_00313
OG0001161	Syam.g_02338	Prba.g_00300
OG0001162	Syam.g_01257	Prba.g_00289
OG0001163	Syam.g_01977	Prba.g_00234
OG0001164	Syam.g_01983	Prba.g_00230
OG0001165	Syam.g_01988	Prba.g_00227
OG0001166	Syam.g_02011	Prba.g_00601
OG0001167	Syam.g_01888	Prba.g_00584
OG0001168	Syam.g_01890	Prba.g_00582
OG0001169	Syam.g_01892	Prba.g_00580
OG0001170	Syam.g_01894	Prba.g_00578
