Orthogroup	Syag	Prbl
OG0000551	Syag.g_01470	Prbl.g_00776
OG0000552	Syag.g_01469	Prbl.g_00775
OG0000553	Syag.g_01464	Prbl.g_00770
OG0000554	Syag.g_01453	Prbl.g_00765
OG0000555	Syag.g_00075	Prbl.g_00747
OG0000556	Syag.g_00257	Prbl.g_02645
OG0000557	Syag.g_00267	Prbl.g_01878
OG0000558	Syag.g_00269	Prbl.g_01881
OG0000559	Syag.g_00273	Prbl.g_01885
OG0000560	Syag.g_00276	Prbl.g_01888
OG0000561	Syag.g_00277	Prbl.g_01889
OG0000562	Syag.g_00278	Prbl.g_01890
OG0000563	Syag.g_00279	Prbl.g_01891
OG0000564	Syag.g_00280	Prbl.g_01892
OG0000565	Syag.g_00284	Prbl.g_01895
OG0000566	Syag.g_00288	Prbl.g_01899
OG0000567	Syag.g_00292	Prbl.g_01903
OG0000568	Syag.g_00295	Prbl.g_01905
OG0000569	Syag.g_00296	Prbl.g_01801
OG0000570	Syag.g_00297	Prbl.g_01800
OG0000571	Syag.g_00301	Prbl.g_01797
OG0000572	Syag.g_00251, Syag.g_00320	Prbl.g_01781
OG0000573	Syag.g_00329	Prbl.g_01774
OG0000574	Syag.g_00330	Prbl.g_01773
OG0000575	Syag.g_00335	Prbl.g_01764
OG0000576	Syag.g_00337	Prbl.g_01762
OG0000577	Syag.g_00338	Prbl.g_01761
OG0000578	Syag.g_00339	Prbl.g_01760
OG0000579	Syag.g_00340	Prbl.g_01759
OG0000580	Syag.g_00341	Prbl.g_01758
OG0000581	Syag.g_00348	Prbl.g_01754
OG0000582	Syag.g_00353	Prbl.g_01750
OG0000583	Syag.g_00354	Prbl.g_01749
OG0000584	Syag.g_00355	Prbl.g_01748
OG0000585	Syag.g_00357	Prbl.g_01746
OG0000586	Syag.g_00358	Prbl.g_01744
OG0000587	Syag.g_00360	Prbl.g_01742
OG0000588	Syag.g_00371	Prbl.g_01613
OG0000589	Syag.g_00375	Prbl.g_01616
OG0000590	Syag.g_00376	Prbl.g_01617
OG0000591	Syag.g_00383	Prbl.g_01624
OG0000592	Syag.g_00384	Prbl.g_01625
OG0000593	Syag.g_00406	Prbl.g_01635
OG0000594	Syag.g_00407	Prbl.g_01636
OG0000595	Syag.g_00408	Prbl.g_01637
OG0000596	Syag.g_00413	Prbl.g_01642
OG0000597	Syag.g_00416	Prbl.g_01645
OG0000598	Syag.g_00417	Prbl.g_01646
OG0000599	Syag.g_00424	Prbl.g_01656
OG0000600	Syag.g_00425	Prbl.g_01657
OG0000601	Syag.g_00426	Prbl.g_01658
OG0000602	Syag.g_00431	Prbl.g_01662
OG0000603	Syag.g_00432	Prbl.g_01663
OG0000604	Syag.g_00434	Prbl.g_01664
OG0000605	Syag.g_00522	Prbl.g_01043
OG0000606	Syag.g_00550	Prbl.g_01032
OG0000607	Syag.g_00553	Prbl.g_01412
OG0000608	Syag.g_00554	Prbl.g_01411
OG0000609	Syag.g_00556	Prbl.g_01409
OG0000610	Syag.g_00580	Prbl.g_01401
OG0000611	Syag.g_00583	Prbl.g_01398
OG0000612	Syag.g_00584	Prbl.g_01397
OG0000613	Syag.g_02533	Prbl.g_00891
OG0000614	Syag.g_01004	Prbl.g_01872
OG0000615	Syag.g_00630	Prbl.g_02373
OG0000616	Syag.g_02255	Prbl.g_02137
OG0000617	Syag.g_00915	Prbl.g_02561
OG0000618	Syag.g_00914	Prbl.g_02560
OG0000619	Syag.g_00913	Prbl.g_02559
OG0000620	Syag.g_00906	Prbl.g_02555
OG0000621	Syag.g_00905	Prbl.g_02554
OG0000622	Syag.g_00904	Prbl.g_02553
OG0000623	Syag.g_00903	Prbl.g_02552
OG0000624	Syag.g_00901	Prbl.g_02551
OG0000625	Syag.g_00900	Prbl.g_02550
OG0000626	Syag.g_00899	Prbl.g_02549
OG0000627	Syag.g_00756	Prbl.g_02426
OG0000628	Syag.g_00757	Prbl.g_02427
OG0000629	Syag.g_00761	Prbl.g_02430
OG0000630	Syag.g_00765	Prbl.g_02434
OG0000631	Syag.g_00772	Prbl.g_02440
OG0000632	Syag.g_00773	Prbl.g_02441
OG0000633	Syag.g_00774	Prbl.g_02442
OG0000634	Syag.g_00663	Prbl.g_02339
OG0000635	Syag.g_00664	Prbl.g_02338
OG0000636	Syag.g_00666	Prbl.g_02336
OG0000637	Syag.g_00668	Prbl.g_02334
OG0000638	Syag.g_00669	Prbl.g_02333
OG0000639	Syag.g_00670	Prbl.g_02332
OG0000640	Syag.g_00671	Prbl.g_02331
OG0000641	Syag.g_00675	Prbl.g_02327
OG0000642	Syag.g_00676	Prbl.g_02326
OG0000643	Syag.g_00677	Prbl.g_02325
OG0000644	Syag.g_00678	Prbl.g_02324
OG0000645	Syag.g_00680	Prbl.g_02323
OG0000646	Syag.g_00683	Prbl.g_02320
OG0000647	Syag.g_00685	Prbl.g_02317
OG0000648	Syag.g_00694	Prbl.g_02315
OG0000649	Syag.g_00695	Prbl.g_02314
OG0000650	Syag.g_00696	Prbl.g_02313
OG0000651	Syag.g_00697	Prbl.g_02312
OG0000652	Syag.g_00698	Prbl.g_02311
OG0000653	Syag.g_00700	Prbl.g_02309
OG0000654	Syag.g_00701	Prbl.g_02308
OG0000655	Syag.g_00702	Prbl.g_02307
OG0000656	Syag.g_00705	Prbl.g_02304
OG0000657	Syag.g_00719	Prbl.g_01540
OG0000658	Syag.g_00721	Prbl.g_01542
OG0000659	Syag.g_00722	Prbl.g_01543
OG0000660	Syag.g_00726	Prbl.g_01547
OG0000661	Syag.g_00728	Prbl.g_01549
OG0000662	Syag.g_00730	Prbl.g_01551
OG0000663	Syag.g_00733	Prbl.g_01554
OG0000664	Syag.g_00734	Prbl.g_01555
OG0000665	Syag.g_00456	Prbl.g_01568
OG0000666	Syag.g_00445	Prbl.g_01571
OG0000667	Syag.g_00574	Prbl.g_01579
OG0000668	Syag.g_00868	Prbl.g_02530
OG0000669	Syag.g_00600	Prbl.g_01588
OG0000670	Syag.g_00399	Prbl.g_01078
OG0000671	Syag.g_00604	Prbl.g_02412
OG0000672	Syag.g_00607	Prbl.g_02409
OG0000673	Syag.g_00610	Prbl.g_02406
OG0000674	Syag.g_00612	Prbl.g_02404
OG0000675	Syag.g_00613	Prbl.g_02403
OG0000676	Syag.g_00615	Prbl.g_02395
OG0000677	Syag.g_00616	Prbl.g_02393
OG0000678	Syag.g_00622	Prbl.g_02388
OG0000679	Syag.g_00633	Prbl.g_02368
OG0000680	Syag.g_00634	Prbl.g_02367
OG0000681	Syag.g_00637	Prbl.g_02365
OG0000682	Syag.g_00638	Prbl.g_02364
OG0000683	Syag.g_00639	Prbl.g_02363
OG0000684	Syag.g_00641	Prbl.g_02350
OG0000685	Syag.g_00643	Prbl.g_02352
OG0000686	Syag.g_00644	Prbl.g_02353
OG0000687	Syag.g_00645	Prbl.g_02354
OG0000688	Syag.g_00651	Prbl.g_02348
OG0000689	Syag.g_00653	Prbl.g_02347
OG0000690	Syag.g_00654	Prbl.g_02346
OG0000691	Syag.g_00655	Prbl.g_02345
OG0000692	Syag.g_00656	Prbl.g_02344
OG0000693	Syag.g_00658	Prbl.g_02343
OG0000694	Syag.g_00659	Prbl.g_02342
OG0000695	Syag.g_00776	Prbl.g_02444
OG0000696	Syag.g_00777	Prbl.g_02445
OG0000697	Syag.g_00778	Prbl.g_02447
OG0000698	Syag.g_00781	Prbl.g_02450
OG0000699	Syag.g_00782	Prbl.g_02452
OG0000700	Syag.g_00783	Prbl.g_02453
OG0000701	Syag.g_00784	Prbl.g_02454
OG0000702	Syag.g_00792	Prbl.g_02462
OG0000703	Syag.g_00793	Prbl.g_02463
OG0000704	Syag.g_00795	Prbl.g_02465
OG0000705	Syag.g_00802	Prbl.g_02471
OG0000706	Syag.g_00803	Prbl.g_02472
OG0000707	Syag.g_00804	Prbl.g_02473
OG0000708	Syag.g_00807	Prbl.g_02475
OG0000709	Syag.g_00816	Prbl.g_02482
OG0000710	Syag.g_00820	Prbl.g_02486
OG0000711	Syag.g_00848	Prbl.g_02508
OG0000712	Syag.g_00850	Prbl.g_02509
OG0000713	Syag.g_00851	Prbl.g_02510
OG0000714	Syag.g_00853	Prbl.g_02514
OG0000715	Syag.g_00855	Prbl.g_02516
OG0000716	Syag.g_00859	Prbl.g_02520
OG0000717	Syag.g_00860	Prbl.g_02521
OG0000718	Syag.g_00864	Prbl.g_02526
OG0000719	Syag.g_00866	Prbl.g_02528
OG0000720	Syag.g_00880	Prbl.g_02541
OG0000721	Syag.g_00882	Prbl.g_02542
OG0000722	Syag.g_00883	Prbl.g_02543
OG0000723	Syag.g_00897	Prbl.g_02547
OG0000724	Syag.g_00967	Prbl.g_00932
OG0000725	Syag.g_00978	Prbl.g_00925
OG0000726	Syag.g_00979	Prbl.g_00924
OG0000727	Syag.g_00980	Prbl.g_00923
OG0000728	Syag.g_00982	Prbl.g_00922
OG0000729	Syag.g_02376	Prbl.g_02062
OG0000730	Syag.g_02840	Prbl.g_01199
OG0000731	Syag.g_02853	Prbl.g_01208
OG0000732	Syag.g_02331	Prbl.g_01993
OG0000733	Syag.g_00145	Prbl.g_02197
OG0000734	Syag.g_01892	Prbl.g_00545
OG0000735	Syag.g_01159	Prbl.g_02066
OG0000736	Syag.g_01158	Prbl.g_02067
OG0000737	Syag.g_01157	Prbl.g_02068
OG0000738	Syag.g_01152	Prbl.g_02075
OG0000739	Syag.g_01149	Prbl.g_02077
OG0000740	Syag.g_01148	Prbl.g_02078
OG0000741	Syag.g_01145	Prbl.g_02081
OG0000742	Syag.g_01142	Prbl.g_02083
OG0000743	Syag.g_01140	Prbl.g_02085
OG0000744	Syag.g_01139	Prbl.g_02086
OG0000745	Syag.g_01137	Prbl.g_02088
OG0000746	Syag.g_01135	Prbl.g_02090
OG0000747	Syag.g_01134	Prbl.g_02091
OG0000748	Syag.g_01122	Prbl.g_02103
OG0000749	Syag.g_01121	Prbl.g_02104
OG0000750	Syag.g_01120	Prbl.g_02105
OG0000751	Syag.g_01114	Prbl.g_00179
OG0000752	Syag.g_01112	Prbl.g_00181
OG0000753	Syag.g_01109	Prbl.g_00184
OG0000754	Syag.g_01103	Prbl.g_01379
OG0000755	Syag.g_01092	Prbl.g_01120
OG0000756	Syag.g_01091	Prbl.g_01119
OG0000757	Syag.g_01084	Prbl.g_01112
OG0000758	Syag.g_01083	Prbl.g_01111
OG0000759	Syag.g_01082	Prbl.g_01110
OG0000760	Syag.g_01081	Prbl.g_01109
OG0000761	Syag.g_01080	Prbl.g_01108
OG0000762	Syag.g_01078	Prbl.g_01377
OG0000763	Syag.g_01076	Prbl.g_01375
OG0000764	Syag.g_01075	Prbl.g_01374
OG0000765	Syag.g_01056	Prbl.g_02590
OG0000766	Syag.g_01055	Prbl.g_02591
OG0000767	Syag.g_01053	Prbl.g_02593
OG0000768	Syag.g_01052	Prbl.g_02594
OG0000769	Syag.g_01047	Prbl.g_00186
OG0000770	Syag.g_01043	Prbl.g_01103
OG0000771	Syag.g_00959	Prbl.g_00937
OG0000772	Syag.g_02043	Prbl.g_00461
OG0000773	Syag.g_01168	Prbl.g_00113
OG0000774	Syag.g_01182	Prbl.g_01713
OG0000775	Syag.g_01185	Prbl.g_01715
OG0000776	Syag.g_01186	Prbl.g_01716
OG0000777	Syag.g_01187	Prbl.g_01717
OG0000778	Syag.g_01188	Prbl.g_01718
OG0000779	Syag.g_01194	Prbl.g_01723
OG0000780	Syag.g_01217	Prbl.g_01726
OG0000781	Syag.g_01221	Prbl.g_01730
OG0000782	Syag.g_01222	Prbl.g_01731
OG0000783	Syag.g_01223	Prbl.g_01732
OG0000784	Syag.g_01224	Prbl.g_01733
OG0000785	Syag.g_01226	Prbl.g_01735
OG0000786	Syag.g_01235	Prbl.g_01738
OG0000787	Syag.g_01236	Prbl.g_01739
OG0000788	Syag.g_00427	Prbl.g_00658
OG0000789	Syag.g_00453	Prbl.g_01695
OG0000790	Syag.g_01542	Prbl.g_00498
OG0000791	Syag.g_01544	Prbl.g_00496
OG0000792	Syag.g_01545	Prbl.g_00495
OG0000793	Syag.g_01550	Prbl.g_00491
OG0000794	Syag.g_01551	Prbl.g_00490
OG0000795	Syag.g_01552	Prbl.g_00489
OG0000796	Syag.g_01556	Prbl.g_00485
OG0000797	Syag.g_01557	Prbl.g_00484
OG0000798	Syag.g_02601	Prbl.g_01456
OG0000799	Syag.g_01278	Prbl.g_00152
OG0000800	Syag.g_01280	Prbl.g_00153
OG0000801	Syag.g_01285	Prbl.g_00154
OG0000802	Syag.g_01293	Prbl.g_00161
OG0000803	Syag.g_01321	Prbl.g_00257
OG0000804	Syag.g_01438	Prbl.g_00255
OG0000805	Syag.g_01433	Prbl.g_00253
OG0000806	Syag.g_01429	Prbl.g_00251
OG0000807	Syag.g_01428	Prbl.g_00249
OG0000808	Syag.g_01427	Prbl.g_00248
OG0000809	Syag.g_01423	Prbl.g_00244
OG0000810	Syag.g_01422	Prbl.g_00243
OG0000811	Syag.g_01413	Prbl.g_00231
OG0000812	Syag.g_01411	Prbl.g_00229
OG0000813	Syag.g_01410	Prbl.g_00228
OG0000814	Syag.g_01408	Prbl.g_00226
OG0000815	Syag.g_01407	Prbl.g_00225
OG0000816	Syag.g_01405	Prbl.g_00223
OG0000817	Syag.g_01404	Prbl.g_00222
OG0000818	Syag.g_01400	Prbl.g_00684
OG0000819	Syag.g_01399	Prbl.g_00685
OG0000820	Syag.g_01398	Prbl.g_00686
OG0000821	Syag.g_01388	Prbl.g_00693
OG0000822	Syag.g_01386	Prbl.g_00695
OG0000823	Syag.g_01385	Prbl.g_00696
OG0000824	Syag.g_01379	Prbl.g_00700
OG0000825	Syag.g_01378	Prbl.g_00701
OG0000826	Syag.g_01377	Prbl.g_00702
OG0000827	Syag.g_01376	Prbl.g_00703
OG0000828	Syag.g_01373	Prbl.g_00706
OG0000829	Syag.g_01372	Prbl.g_00707
OG0000830	Syag.g_01371	Prbl.g_00708
OG0000831	Syag.g_01367	Prbl.g_00710
OG0000832	Syag.g_01614	Prbl.g_00456
OG0000833	Syag.g_01628	Prbl.g_00448
OG0000834	Syag.g_01632	Prbl.g_00447
OG0000835	Syag.g_01633	Prbl.g_00446
OG0000836	Syag.g_01637	Prbl.g_00444
OG0000837	Syag.g_01638	Prbl.g_00443
OG0000838	Syag.g_01642	Prbl.g_00440
OG0000839	Syag.g_01643	Prbl.g_00439
OG0000840	Syag.g_01644	Prbl.g_00438
OG0000841	Syag.g_01645	Prbl.g_00437
OG0000842	Syag.g_01646	Prbl.g_00436
OG0000843	Syag.g_01647	Prbl.g_00435
OG0000844	Syag.g_01649	Prbl.g_00433
OG0000845	Syag.g_01650	Prbl.g_00432
OG0000846	Syag.g_01651	Prbl.g_00431
OG0000847	Syag.g_01652	Prbl.g_00430
OG0000848	Syag.g_01654	Prbl.g_00429
OG0000849	Syag.g_01655	Prbl.g_00428
OG0000850	Syag.g_01657	Prbl.g_00427
OG0000851	Syag.g_01663	Prbl.g_00423
OG0000852	Syag.g_01664	Prbl.g_00422
OG0000853	Syag.g_01668	Prbl.g_00418
OG0000854	Syag.g_01670	Prbl.g_00416
OG0000855	Syag.g_01671	Prbl.g_00415
OG0000856	Syag.g_00386	Prbl.g_01627
OG0000857	Syag.g_00684	Prbl.g_02318
OG0000858	Syag.g_01677	Prbl.g_00404
OG0000859	Syag.g_01678	Prbl.g_00403
OG0000860	Syag.g_01689	Prbl.g_00392
OG0000861	Syag.g_01690	Prbl.g_00391
OG0000862	Syag.g_01693	Prbl.g_00389
OG0000863	Syag.g_01695	Prbl.g_00385
OG0000864	Syag.g_01696	Prbl.g_00383
OG0000865	Syag.g_01697	Prbl.g_00382
OG0000866	Syag.g_01698	Prbl.g_00381
OG0000867	Syag.g_01699	Prbl.g_00380
OG0000868	Syag.g_01707	Prbl.g_00378
OG0000869	Syag.g_01711	Prbl.g_00375
OG0000870	Syag.g_01716	Prbl.g_00370
OG0000871	Syag.g_01717	Prbl.g_00369
OG0000872	Syag.g_01723	Prbl.g_00367
OG0000873	Syag.g_01726	Prbl.g_00364
OG0000874	Syag.g_01729	Prbl.g_00360
OG0000875	Syag.g_01731	Prbl.g_00359
OG0000876	Syag.g_01732	Prbl.g_00358
OG0000877	Syag.g_01734	Prbl.g_00355
OG0000878	Syag.g_01735	Prbl.g_00354
OG0000879	Syag.g_02356	Prbl.g_00353
OG0000880	Syag.g_01736	Prbl.g_00352
OG0000881	Syag.g_01741	Prbl.g_00347
OG0000882	Syag.g_01746	Prbl.g_00342
OG0000883	Syag.g_01749	Prbl.g_00340
OG0000884	Syag.g_01751	Prbl.g_00338
OG0000885	Syag.g_01752	Prbl.g_00337
OG0000886	Syag.g_01753	Prbl.g_00336
OG0000887	Syag.g_01754	Prbl.g_00335
OG0000888	Syag.g_01756	Prbl.g_00333
OG0000889	Syag.g_01758	Prbl.g_00331
OG0000890	Syag.g_01761	Prbl.g_00317
OG0000891	Syag.g_01762	Prbl.g_00316
OG0000892	Syag.g_01765	Prbl.g_02620
OG0000893	Syag.g_02688	Prbl.g_02680
OG0000894	Syag.g_02691	Prbl.g_02684
OG0000895	Syag.g_02695	Prbl.g_01061
OG0000896	Syag.g_02696	Prbl.g_01060
OG0000897	Syag.g_02699	Prbl.g_01058
OG0000898	Syag.g_02700	Prbl.g_01057
OG0000899	Syag.g_02701	Prbl.g_01056
OG0000900	Syag.g_02702	Prbl.g_01055
OG0000901	Syag.g_02707	Prbl.g_01051
OG0000902	Syag.g_02709	Prbl.g_01049
OG0000903	Syag.g_02724	Prbl.g_00954
OG0000904	Syag.g_02718	Prbl.g_00949
OG0000905	Syag.g_02714	Prbl.g_00947
OG0000906	Syag.g_02711	Prbl.g_01045
OG0000907	Syag.g_02727	Prbl.g_00956
OG0000908	Syag.g_02730	Prbl.g_00959
OG0000909	Syag.g_02731	Prbl.g_00960
OG0000910	Syag.g_02732	Prbl.g_00961
OG0000911	Syag.g_02734	Prbl.g_00963
OG0000912	Syag.g_02735	Prbl.g_00964
OG0000913	Syag.g_02736	Prbl.g_00965
OG0000914	Syag.g_02737	Prbl.g_00966
OG0000915	Syag.g_02739	Prbl.g_00967
OG0000916	Syag.g_02740	Prbl.g_00968
OG0000917	Syag.g_02741	Prbl.g_00969
OG0000918	Syag.g_02742	Prbl.g_00970
OG0000919	Syag.g_02743	Prbl.g_00971
OG0000920	Syag.g_02744	Prbl.g_00972
OG0000921	Syag.g_02745	Prbl.g_00973
OG0000922	Syag.g_02746	Prbl.g_00974
OG0000923	Syag.g_02750	Prbl.g_00978
OG0000924	Syag.g_02751	Prbl.g_00979
OG0000925	Syag.g_02752	Prbl.g_00980
OG0000926	Syag.g_02753	Prbl.g_00981
OG0000927	Syag.g_02755	Prbl.g_00983
OG0000928	Syag.g_02756	Prbl.g_00984
OG0000929	Syag.g_02757	Prbl.g_00985
OG0000930	Syag.g_02758	Prbl.g_00986
OG0000931	Syag.g_02759	Prbl.g_00987
OG0000932	Syag.g_02760	Prbl.g_00988
OG0000933	Syag.g_02766	Prbl.g_00993
OG0000934	Syag.g_02768	Prbl.g_00995
OG0000935	Syag.g_02769	Prbl.g_00996
OG0000936	Syag.g_02770	Prbl.g_00997
OG0000937	Syag.g_02771	Prbl.g_00998
OG0000938	Syag.g_02774	Prbl.g_01127
OG0000939	Syag.g_02775	Prbl.g_01128
OG0000940	Syag.g_02783	Prbl.g_01137
OG0000941	Syag.g_02785	Prbl.g_01139
OG0000942	Syag.g_02787	Prbl.g_01141
OG0000943	Syag.g_02788	Prbl.g_01142
OG0000944	Syag.g_02790	Prbl.g_01144
OG0000945	Syag.g_02792	Prbl.g_01146
OG0000946	Syag.g_02797	Prbl.g_01174
OG0000947	Syag.g_02801	Prbl.g_01177
OG0000948	Syag.g_02802	Prbl.g_01178
OG0000949	Syag.g_02449	Prbl.g_01181
OG0000950	Syag.g_02436	Prbl.g_00856
OG0000951	Syag.g_02431	Prbl.g_00851
OG0000952	Syag.g_02423	Prbl.g_00844
OG0000953	Syag.g_02415	Prbl.g_00840
OG0000954	Syag.g_02409	Prbl.g_01306
OG0000955	Syag.g_02408	Prbl.g_01305
OG0000956	Syag.g_02406	Prbl.g_01303
OG0000957	Syag.g_02395	Prbl.g_01287
OG0000958	Syag.g_02394	Prbl.g_01286
OG0000959	Syag.g_02389	Prbl.g_02638
OG0000960	Syag.g_02388	Prbl.g_02637
OG0000961	Syag.g_02379	Prbl.g_01235
OG0000962	Syag.g_02377	Prbl.g_02063
OG0000963	Syag.g_02372	Prbl.g_02058
OG0000964	Syag.g_02371	Prbl.g_02057
OG0000965	Syag.g_02370	Prbl.g_02056
OG0000966	Syag.g_02362	Prbl.g_02023
OG0000967	Syag.g_02358	Prbl.g_02017
OG0000968	Syag.g_02355	Prbl.g_02014
OG0000969	Syag.g_02354	Prbl.g_02012
OG0000970	Syag.g_02353	Prbl.g_02011
OG0000971	Syag.g_02348	Prbl.g_02009
OG0000972	Syag.g_02347	Prbl.g_02008
OG0000973	Syag.g_02346	Prbl.g_02007
OG0000974	Syag.g_02345	Prbl.g_02006
OG0000975	Syag.g_02344	Prbl.g_02005
OG0000976	Syag.g_02343	Prbl.g_02004
OG0000977	Syag.g_02340	Prbl.g_02002
OG0000978	Syag.g_02338	Prbl.g_02001
OG0000979	Syag.g_02335	Prbl.g_01998
OG0000980	Syag.g_02332	Prbl.g_01994
OG0000981	Syag.g_02329	Prbl.g_01991
OG0000982	Syag.g_02127	Prbl.g_02238
OG0000983	Syag.g_02128	Prbl.g_02237
OG0000984	Syag.g_02129	Prbl.g_02236
OG0000985	Syag.g_02133	Prbl.g_02232
OG0000986	Syag.g_02138	Prbl.g_02230
OG0000987	Syag.g_02140	Prbl.g_02228
OG0000988	Syag.g_02145	Prbl.g_02224
OG0000989	Syag.g_02156	Prbl.g_02214
OG0000990	Syag.g_02169	Prbl.g_02192
OG0000991	Syag.g_02174	Prbl.g_02189
OG0000992	Syag.g_02177	Prbl.g_02186
OG0000993	Syag.g_02178	Prbl.g_02185
OG0000994	Syag.g_02181	Prbl.g_02182
OG0000995	Syag.g_02187	Prbl.g_02173
OG0000996	Syag.g_02229	Prbl.g_02160
OG0000997	Syag.g_02239	Prbl.g_02151
OG0000998	Syag.g_02241	Prbl.g_02149
OG0000999	Syag.g_02242	Prbl.g_02148
OG0001000	Syag.g_02246	Prbl.g_02145
OG0001001	Syag.g_02251	Prbl.g_02141
OG0001002	Syag.g_02258	Prbl.g_02134
OG0001003	Syag.g_02260	Prbl.g_02132
OG0001004	Syag.g_02261	Prbl.g_02131
OG0001005	Syag.g_02263	Prbl.g_02129
OG0001006	Syag.g_02270	Prbl.g_02123
OG0001007	Syag.g_02272	Prbl.g_02121
OG0001008	Syag.g_00034	Prbl.g_00651
OG0001009	Syag.g_02304	Prbl.g_01972
OG0001010	Syag.g_02305	Prbl.g_01973
OG0001011	Syag.g_02307	Prbl.g_01975
OG0001012	Syag.g_02123	Prbl.g_02241
OG0001013	Syag.g_02098	Prbl.g_02266
OG0001014	Syag.g_02084	Prbl.g_02275
OG0001015	Syag.g_02083	Prbl.g_02276
OG0001016	Syag.g_01824	Prbl.g_00603
OG0001017	Syag.g_01830	Prbl.g_00597
OG0001018	Syag.g_01832	Prbl.g_00595
OG0001019	Syag.g_01854	Prbl.g_00582
OG0001020	Syag.g_01861	Prbl.g_00576
OG0001021	Syag.g_01865	Prbl.g_00572
OG0001022	Syag.g_01870	Prbl.g_00567
OG0001023	Syag.g_01871	Prbl.g_00566
OG0001024	Syag.g_01875	Prbl.g_00562
OG0001025	Syag.g_01882	Prbl.g_00555
OG0001026	Syag.g_01894	Prbl.g_00542
OG0001027	Syag.g_01902	Prbl.g_01332
OG0001028	Syag.g_01904	Prbl.g_01330
OG0001029	Syag.g_01906	Prbl.g_01328
OG0001030	Syag.g_01927	Prbl.g_00822
OG0001031	Syag.g_02000	Prbl.g_00074
OG0001032	Syag.g_02005	Prbl.g_00077
OG0001033	Syag.g_02048	Prbl.g_01281
OG0001034	Syag.g_01784	Prbl.g_00199
OG0001035	Syag.g_02635	Prbl.g_01498
OG0001036	Syag.g_02630	Prbl.g_01494
OG0001037	Syag.g_02628	Prbl.g_01492
OG0001038	Syag.g_02600	Prbl.g_01455
OG0001039	Syag.g_02597	Prbl.g_01452
OG0001040	Syag.g_02594	Prbl.g_01449
OG0001041	Syag.g_02589	Prbl.g_01444
OG0001042	Syag.g_02564	Prbl.g_01419
OG0001043	Syag.g_02560	Prbl.g_01417
OG0001044	Syag.g_02842	Prbl.g_01200
OG0001045	Syag.g_02856	Prbl.g_01211
OG0001046	Syag.g_00836	Prbl.g_00410
OG0001047	Syag.g_00036	Prbl.g_00649
OG0001048	Syag.g_00037	Prbl.g_00648
OG0001049	Syag.g_00040	Prbl.g_00645
OG0001050	Syag.g_00041	Prbl.g_00644
OG0001051	Syag.g_00042	Prbl.g_00643
OG0001052	Syag.g_01352	Prbl.g_01344
OG0001053	Syag.g_01525	Prbl.g_00514
OG0001054	Syag.g_01506	Prbl.g_00532
OG0001055	Syag.g_01485	Prbl.g_00790
OG0001056	Syag.g_01449	Prbl.g_00761
OG0001057	Syag.g_01241	Prbl.g_00749
OG0001058	Syag.g_00271	Prbl.g_01883
OG0001059	Syag.g_00275	Prbl.g_01887
OG0001060	Syag.g_00282	Prbl.g_01894
OG0001061	Syag.g_00302	Prbl.g_01796
OG0001062	Syag.g_00304	Prbl.g_01794
OG0001063	Syag.g_00310	Prbl.g_01790
OG0001064	Syag.g_00311	Prbl.g_01789
OG0001065	Syag.g_00312	Prbl.g_01788
OG0001066	Syag.g_00313	Prbl.g_01787
OG0001067	Syag.g_00314	Prbl.g_01786
OG0001068	Syag.g_00315	Prbl.g_01785
OG0001069	Syag.g_00317	Prbl.g_01784
OG0001070	Syag.g_00321	Prbl.g_01780
OG0001071	Syag.g_00322	Prbl.g_01779
OG0001072	Syag.g_00327	Prbl.g_01776
OG0001073	Syag.g_00342	Prbl.g_01757
OG0001074	Syag.g_00467	Prbl.g_01610
OG0001075	Syag.g_00362	Prbl.g_01611
OG0001076	Syag.g_00378	Prbl.g_01619
OG0001077	Syag.g_00388	Prbl.g_01629
OG0001078	Syag.g_00411	Prbl.g_01640
OG0001079	Syag.g_00428	Prbl.g_01659
OG0001080	Syag.g_00495	Prbl.g_01041
OG0001081	Syag.g_00551	Prbl.g_01031
OG0001082	Syag.g_00552	Prbl.g_01030
OG0001083	Syag.g_00565	Prbl.g_01405
OG0001084	Syag.g_00569	Prbl.g_01404
OG0001085	Syag.g_00592	Prbl.g_01394
OG0001086	Syag.g_00594	Prbl.g_01392
OG0001087	Syag.g_01018	Prbl.g_01853
OG0001088	Syag.g_01016	Prbl.g_01857
OG0001089	Syag.g_00986	Prbl.g_00024
OG0001090	Syag.g_00922	Prbl.g_02565
OG0001091	Syag.g_00919	Prbl.g_02563
OG0001092	Syag.g_00917	Prbl.g_02562
OG0001093	Syag.g_00910	Prbl.g_02558
OG0001094	Syag.g_00661	Prbl.g_02341
OG0001095	Syag.g_00681	Prbl.g_02322
OG0001096	Syag.g_00703	Prbl.g_02306
OG0001097	Syag.g_00729	Prbl.g_01550
OG0001098	Syag.g_00744	Prbl.g_02423
OG0001099	Syag.g_01905	Prbl.g_01329
OG0001101	Syag.g_00603	Prbl.g_02413
OG0001102	Syag.g_00606	Prbl.g_02410
OG0001103	Syag.g_00608	Prbl.g_02408
OG0001104	Syag.g_00642	Prbl.g_02351
OG0001105	Syag.g_00646	Prbl.g_02356
OG0001106	Syag.g_00796	Prbl.g_02466
OG0001107	Syag.g_00808	Prbl.g_02476
OG0001108	Syag.g_00817	Prbl.g_02483
OG0001109	Syag.g_00819	Prbl.g_02485
OG0001110	Syag.g_00821	Prbl.g_02487
