Orthogroup	Syag	Praq
OG0000595	Syag.g_00408	Praq.g_00968
OG0000596	Syag.g_00413	Praq.g_00964
OG0000597	Syag.g_00416	Praq.g_00962
OG0000598	Syag.g_00417	Praq.g_00961
OG0000599	Syag.g_00424	Praq.g_00958
OG0000600	Syag.g_00425	Praq.g_00957
OG0000601	Syag.g_00426	Praq.g_00775
OG0000602	Syag.g_00431	Praq.g_00777
OG0000603	Syag.g_00432	Praq.g_00778
OG0000604	Syag.g_00434	Praq.g_00779
OG0000605	Syag.g_00522	Praq.g_00780
OG0000606	Syag.g_00550	Praq.g_00783
OG0000607	Syag.g_00553	Praq.g_00786
OG0000608	Syag.g_00554	Praq.g_00787
OG0000609	Syag.g_00556	Praq.g_00788
OG0000610	Syag.g_00580	Praq.g_00793
OG0000611	Syag.g_00583	Praq.g_00796
OG0000612	Syag.g_00584	Praq.g_00797
OG0000613	Syag.g_02533	Praq.g_00802
OG0000614	Syag.g_01004	Praq.g_00821
OG0000615	Syag.g_00630	Praq.g_00829
OG0000616	Syag.g_02255	Praq.g_00833
OG0000617	Syag.g_00915	Praq.g_00589
OG0000618	Syag.g_00914	Praq.g_00590
OG0000619	Syag.g_00913	Praq.g_00591
OG0000620	Syag.g_00906	Praq.g_00594
OG0000621	Syag.g_00905	Praq.g_00595
OG0000622	Syag.g_00904	Praq.g_00596
OG0000623	Syag.g_00903	Praq.g_00597
OG0000624	Syag.g_00901	Praq.g_00598
OG0000625	Syag.g_00900	Praq.g_00599
OG0000626	Syag.g_00899	Praq.g_00600
OG0000627	Syag.g_00756	Praq.g_00601
OG0000628	Syag.g_00757	Praq.g_00602
OG0000629	Syag.g_00761	Praq.g_00603
OG0000630	Syag.g_00765	Praq.g_00606
OG0000631	Syag.g_00772	Praq.g_00661
OG0000632	Syag.g_00773	Praq.g_00662
OG0000633	Syag.g_00774	Praq.g_00663
OG0000634	Syag.g_00663	Praq.g_00666
OG0000635	Syag.g_00664	Praq.g_00667
OG0000636	Syag.g_00666	Praq.g_00669
OG0000637	Syag.g_00668	Praq.g_00671
OG0000638	Syag.g_00669	Praq.g_00672
OG0000639	Syag.g_00670	Praq.g_00673
OG0000640	Syag.g_00671	Praq.g_00674
OG0000641	Syag.g_00675	Praq.g_00678
OG0000642	Syag.g_00676	Praq.g_01407
OG0000643	Syag.g_00677	Praq.g_01408
OG0000644	Syag.g_00678	Praq.g_01409
OG0000645	Syag.g_00680	Praq.g_01410
OG0000646	Syag.g_00683	Praq.g_01412
OG0000647	Syag.g_00685	Praq.g_01413
OG0000648	Syag.g_00694	Praq.g_01415
OG0000649	Syag.g_00695	Praq.g_01416
OG0000650	Syag.g_00696	Praq.g_01417
OG0000651	Syag.g_00697	Praq.g_01418
OG0000652	Syag.g_00698	Praq.g_01419
OG0000653	Syag.g_00700	Praq.g_01421
OG0000654	Syag.g_00701	Praq.g_01422
OG0000655	Syag.g_00702	Praq.g_01423
OG0000656	Syag.g_00705	Praq.g_01426
OG0000657	Syag.g_00719	Praq.g_01433
OG0000658	Syag.g_00721	Praq.g_01434
OG0000659	Syag.g_00722	Praq.g_01435
OG0000660	Syag.g_00726	Praq.g_01439
OG0000661	Syag.g_00728	Praq.g_01441
OG0000662	Syag.g_00730	Praq.g_01443
OG0000663	Syag.g_00733	Praq.g_01445
OG0000664	Syag.g_00734	Praq.g_01446
OG0000665	Syag.g_00456	Praq.g_01450
OG0000666	Syag.g_00445	Praq.g_01451
OG0000667	Syag.g_00574	Praq.g_01456
OG0000668	Syag.g_00868	Praq.g_01473
OG0000669	Syag.g_00600	Praq.g_01481
OG0000670	Syag.g_00399	Praq.g_01483
OG0000671	Syag.g_00604	Praq.g_01485
OG0000672	Syag.g_00607	Praq.g_01488
OG0000673	Syag.g_00610	Praq.g_01491
OG0000674	Syag.g_00612	Praq.g_01493
OG0000675	Syag.g_00613	Praq.g_01494
OG0000676	Syag.g_00615	Praq.g_01496
OG0000677	Syag.g_00616	Praq.g_01497
OG0000678	Syag.g_00622	Praq.g_01499
OG0000679	Syag.g_00633	Praq.g_01503
OG0000680	Syag.g_00634	Praq.g_01504
OG0000681	Syag.g_00637	Praq.g_01506
OG0000682	Syag.g_00638	Praq.g_01507
OG0000683	Syag.g_00639	Praq.g_01508
OG0000684	Syag.g_00641	Praq.g_01510
OG0000685	Syag.g_00643	Praq.g_01512
OG0000686	Syag.g_00644	Praq.g_01513
OG0000687	Syag.g_00645	Praq.g_01514
OG0000688	Syag.g_00651	Praq.g_01517
OG0000689	Syag.g_00653	Praq.g_01518
OG0000690	Syag.g_00654	Praq.g_01519
OG0000691	Syag.g_00655	Praq.g_01520
OG0000692	Syag.g_00656	Praq.g_01522
OG0000693	Syag.g_00658	Praq.g_01523
OG0000694	Syag.g_00659	Praq.g_01524
OG0000695	Syag.g_00776	Praq.g_01526
OG0000696	Syag.g_00777	Praq.g_01527
OG0000697	Syag.g_00778	Praq.g_01528
OG0000698	Syag.g_00781	Praq.g_01531
OG0000699	Syag.g_00782	Praq.g_01532
OG0000700	Syag.g_00783	Praq.g_01533
OG0000701	Syag.g_00784	Praq.g_01534
OG0000702	Syag.g_00792	Praq.g_01536
OG0000703	Syag.g_00793	Praq.g_01537
OG0000704	Syag.g_00795	Praq.g_01538
OG0000705	Syag.g_00802	Praq.g_01542
OG0000706	Syag.g_00803	Praq.g_01543
OG0000707	Syag.g_00804	Praq.g_01544
OG0000708	Syag.g_00807	Praq.g_01545
OG0000709	Syag.g_00816	Praq.g_01549
OG0000710	Syag.g_00820	Praq.g_01552
OG0000711	Syag.g_00848	Praq.g_01568
OG0000712	Syag.g_00850	Praq.g_01570
OG0000713	Syag.g_00851	Praq.g_01571
OG0000714	Syag.g_00853	Praq.g_01572
OG0000715	Syag.g_00855	Praq.g_01574
OG0000716	Syag.g_00859	Praq.g_01576
OG0000717	Syag.g_00860	Praq.g_01577
OG0000718	Syag.g_00864	Praq.g_01588
OG0000719	Syag.g_00866	Praq.g_01590
OG0000720	Syag.g_00880	Praq.g_01599
OG0000721	Syag.g_00882	Praq.g_01601
OG0000722	Syag.g_00883	Praq.g_01602
OG0000723	Syag.g_00897	Praq.g_01605
OG0000724	Syag.g_00967	Praq.g_01614
OG0000725	Syag.g_00978	Praq.g_01620
OG0000726	Syag.g_00979	Praq.g_01621
OG0000727	Syag.g_00980	Praq.g_01622
OG0000728	Syag.g_00982	Praq.g_01624
OG0000729	Syag.g_02376	Praq.g_01669
OG0000730	Syag.g_02840	Praq.g_01273
OG0000731	Syag.g_02853	Praq.g_01276
OG0000732	Syag.g_02331	Praq.g_01282
OG0000733	Syag.g_00145	Praq.g_01301
OG0000734	Syag.g_01892	Praq.g_01318
OG0000735	Syag.g_01159	Praq.g_01320
OG0000736	Syag.g_01158	Praq.g_01321
OG0000737	Syag.g_01157	Praq.g_01322
OG0000738	Syag.g_01152	Praq.g_01326
OG0000739	Syag.g_01149	Praq.g_01327
OG0000740	Syag.g_01148	Praq.g_01328
OG0000741	Syag.g_01145	Praq.g_01329
OG0000742	Syag.g_01142	Praq.g_01332
OG0000743	Syag.g_01140	Praq.g_01334
OG0000744	Syag.g_01139	Praq.g_01335
OG0000745	Syag.g_01137	Praq.g_01336
OG0000746	Syag.g_01135	Praq.g_01338
OG0000747	Syag.g_01134	Praq.g_01339
OG0000748	Syag.g_01122	Praq.g_01342
OG0000749	Syag.g_01121	Praq.g_01343
OG0000750	Syag.g_01120	Praq.g_01344
OG0000751	Syag.g_01114	Praq.g_01346
OG0000752	Syag.g_01112	Praq.g_01348
OG0000753	Syag.g_01109	Praq.g_01351
OG0000754	Syag.g_01103	Praq.g_01354
OG0000755	Syag.g_01092	Praq.g_01357
OG0000756	Syag.g_01091	Praq.g_01358
OG0000757	Syag.g_01084	Praq.g_01364
OG0000758	Syag.g_01083	Praq.g_01365
OG0000759	Syag.g_01082	Praq.g_01366
OG0000760	Syag.g_01081	Praq.g_01367
OG0000761	Syag.g_01080	Praq.g_01368
OG0000762	Syag.g_01078	Praq.g_01369
OG0000763	Syag.g_01076	Praq.g_01371
OG0000764	Syag.g_01075	Praq.g_01372
OG0000765	Syag.g_01056	Praq.g_01381
OG0000766	Syag.g_01055	Praq.g_01382
OG0000767	Syag.g_01053	Praq.g_01384
OG0000768	Syag.g_01052	Praq.g_01385
OG0000769	Syag.g_01047	Praq.g_01387
OG0000770	Syag.g_01043	Praq.g_01389
OG0000771	Syag.g_00959	Praq.g_00257
OG0000772	Syag.g_02043	Praq.g_00112
OG0000773	Syag.g_01168	Praq.g_00124
OG0000774	Syag.g_01182	Praq.g_00126
OG0000775	Syag.g_01185	Praq.g_00128
OG0000776	Syag.g_01186	Praq.g_00129
OG0000777	Syag.g_01187	Praq.g_00130
OG0000778	Syag.g_01188	Praq.g_00131
OG0000779	Syag.g_01194	Praq.g_00135
OG0000780	Syag.g_01217	Praq.g_00136
OG0000781	Syag.g_01221	Praq.g_00139
OG0000782	Syag.g_01222	Praq.g_00140
OG0000783	Syag.g_01223	Praq.g_00141
OG0000784	Syag.g_01224	Praq.g_00142
OG0000785	Syag.g_01226	Praq.g_00144
OG0000786	Syag.g_01235	Praq.g_00146
OG0000787	Syag.g_01236	Praq.g_00147
OG0000788	Syag.g_00427	Praq.g_00162
OG0000789	Syag.g_00453	Praq.g_00165
OG0000790	Syag.g_01542	Praq.g_00182
OG0000791	Syag.g_01544	Praq.g_00184
OG0000792	Syag.g_01545	Praq.g_00185
OG0000793	Syag.g_01550	Praq.g_00188
OG0000794	Syag.g_01551	Praq.g_00189
OG0000795	Syag.g_01552	Praq.g_00190
OG0000796	Syag.g_01556	Praq.g_00194
OG0000797	Syag.g_01557	Praq.g_00195
OG0000798	Syag.g_02601	Praq.g_00222
OG0000799	Syag.g_01278	Praq.g_00276
OG0000800	Syag.g_01280	Praq.g_00277
OG0000801	Syag.g_01285	Praq.g_00278
OG0000802	Syag.g_01293	Praq.g_00280
OG0000803	Syag.g_01321	Praq.g_00282
OG0000804	Syag.g_01438	Praq.g_00283
OG0000805	Syag.g_01433	Praq.g_00285
OG0000806	Syag.g_01429	Praq.g_00287
OG0000807	Syag.g_01428	Praq.g_00288
OG0000808	Syag.g_01427	Praq.g_00289
OG0000809	Syag.g_01423	Praq.g_00292
OG0000810	Syag.g_01422	Praq.g_00293
OG0000811	Syag.g_01413	Praq.g_00297
OG0000812	Syag.g_01411	Praq.g_00299
OG0000813	Syag.g_01410	Praq.g_00300
OG0000814	Syag.g_01408	Praq.g_00302
OG0000815	Syag.g_01407	Praq.g_00303
OG0000816	Syag.g_01405	Praq.g_00305
OG0000817	Syag.g_01404	Praq.g_00306
OG0000818	Syag.g_01400	Praq.g_00311
OG0000819	Syag.g_01399	Praq.g_00312
OG0000820	Syag.g_01398	Praq.g_00313
OG0000821	Syag.g_01388	Praq.g_00317
OG0000822	Syag.g_01386	Praq.g_00318
OG0000823	Syag.g_01385	Praq.g_00319
OG0000824	Syag.g_01379	Praq.g_00322
OG0000825	Syag.g_01378	Praq.g_00323
OG0000826	Syag.g_01377	Praq.g_00324
OG0000827	Syag.g_01376	Praq.g_00325
OG0000828	Syag.g_01373	Praq.g_00328
OG0000829	Syag.g_01372	Praq.g_00329
OG0000830	Syag.g_01371	Praq.g_00330
OG0000831	Syag.g_01367	Praq.g_00332
OG0000832	Syag.g_01614	Praq.g_00338
OG0000833	Syag.g_01628	Praq.g_00346
OG0000834	Syag.g_01632	Praq.g_00347
OG0000835	Syag.g_01633	Praq.g_00348
OG0000836	Syag.g_01637	Praq.g_00349
OG0000837	Syag.g_01638	Praq.g_00350
OG0000838	Syag.g_01642	Praq.g_00352
OG0000839	Syag.g_01643	Praq.g_00353
OG0000840	Syag.g_01644	Praq.g_00354
OG0000841	Syag.g_01645	Praq.g_00355
OG0000842	Syag.g_01646	Praq.g_00356
OG0000843	Syag.g_01647	Praq.g_00357
OG0000844	Syag.g_01649	Praq.g_00358
OG0000845	Syag.g_01650	Praq.g_00359
OG0000846	Syag.g_01651	Praq.g_00360
OG0000847	Syag.g_01652	Praq.g_00361
OG0000848	Syag.g_01654	Praq.g_00362
OG0000849	Syag.g_01655	Praq.g_00363
OG0000850	Syag.g_01657	Praq.g_00365
OG0000851	Syag.g_01663	Praq.g_00366
OG0000852	Syag.g_01664	Praq.g_00367
OG0000853	Syag.g_01668	Praq.g_00371
OG0000854	Syag.g_01670	Praq.g_00373
OG0000855	Syag.g_01671	Praq.g_00374
OG0000856	Syag.g_00386	Praq.g_00001
OG0000857	Syag.g_00684	Praq.g_00030
OG0000858	Syag.g_01677	Praq.g_01953
OG0000859	Syag.g_01678	Praq.g_01952
OG0000860	Syag.g_01689	Praq.g_00495
OG0000861	Syag.g_01690	Praq.g_00494
OG0000862	Syag.g_01693	Praq.g_00493
OG0000863	Syag.g_01695	Praq.g_00491
OG0000864	Syag.g_01696	Praq.g_00490
OG0000865	Syag.g_01697	Praq.g_00489
OG0000866	Syag.g_01698	Praq.g_00488
OG0000867	Syag.g_01699	Praq.g_00487
OG0000868	Syag.g_01707	Praq.g_00486
OG0000869	Syag.g_01711	Praq.g_00482
OG0000870	Syag.g_01716	Praq.g_00477
OG0000871	Syag.g_01717	Praq.g_00476
OG0000872	Syag.g_01723	Praq.g_00475
OG0000873	Syag.g_01726	Praq.g_00472
OG0000874	Syag.g_01729	Praq.g_00469
OG0000875	Syag.g_01731	Praq.g_00468
OG0000876	Syag.g_01732	Praq.g_00467
OG0000877	Syag.g_01734	Praq.g_00465
OG0000878	Syag.g_01735	Praq.g_00464
OG0000879	Syag.g_02356	Praq.g_00463
OG0000880	Syag.g_01736	Praq.g_00462
OG0000881	Syag.g_01741	Praq.g_00458
OG0000882	Syag.g_01746	Praq.g_00453
OG0000883	Syag.g_01749	Praq.g_00452
OG0000884	Syag.g_01751	Praq.g_00450
OG0000885	Syag.g_01752	Praq.g_00449
OG0000886	Syag.g_01753	Praq.g_00448
OG0000887	Syag.g_01754	Praq.g_00447
OG0000888	Syag.g_01756	Praq.g_00445
OG0000889	Syag.g_01758	Praq.g_00443
OG0000890	Syag.g_01761	Praq.g_00442
OG0000891	Syag.g_01762	Praq.g_00441
OG0000892	Syag.g_01765	Praq.g_00956
OG0000893	Syag.g_02688	Praq.g_00951
OG0000894	Syag.g_02691	Praq.g_00949
OG0000895	Syag.g_02695	Praq.g_00946
OG0000896	Syag.g_02696	Praq.g_00945
OG0000897	Syag.g_02699	Praq.g_00943
OG0000898	Syag.g_02700	Praq.g_00942
OG0000899	Syag.g_02701	Praq.g_00941
OG0000900	Syag.g_02702	Praq.g_00940
OG0000901	Syag.g_02707	Praq.g_00937
OG0000902	Syag.g_02709	Praq.g_00935
OG0000903	Syag.g_02724	Praq.g_00932
OG0000904	Syag.g_02718	Praq.g_00930
OG0000905	Syag.g_02714	Praq.g_00925
OG0000906	Syag.g_02711	Praq.g_00924
OG0000907	Syag.g_02727	Praq.g_00921
OG0000908	Syag.g_02730	Praq.g_00918
OG0000909	Syag.g_02731	Praq.g_00917
OG0000910	Syag.g_02732	Praq.g_00916
OG0000911	Syag.g_02734	Praq.g_00914
OG0000912	Syag.g_02735	Praq.g_00913
OG0000913	Syag.g_02736	Praq.g_00912
OG0000914	Syag.g_02737	Praq.g_00911
OG0000915	Syag.g_02739	Praq.g_00910
OG0000916	Syag.g_02740	Praq.g_00909
OG0000917	Syag.g_02741	Praq.g_00908
OG0000918	Syag.g_02742	Praq.g_00907
OG0000919	Syag.g_02743	Praq.g_00906
OG0000920	Syag.g_02744	Praq.g_00905
OG0000921	Syag.g_02745	Praq.g_00904
OG0000922	Syag.g_02746	Praq.g_00903
OG0000923	Syag.g_02750	Praq.g_00899
OG0000924	Syag.g_02751	Praq.g_00898
OG0000925	Syag.g_02752	Praq.g_00897
OG0000926	Syag.g_02753	Praq.g_00896
OG0000927	Syag.g_02755	Praq.g_00894
OG0000928	Syag.g_02756	Praq.g_00893
OG0000929	Syag.g_02757	Praq.g_00892
OG0000930	Syag.g_02758	Praq.g_00891
OG0000931	Syag.g_02759	Praq.g_00890
OG0000932	Syag.g_02760	Praq.g_00889
OG0000933	Syag.g_02766	Praq.g_00885
OG0000934	Syag.g_02768	Praq.g_00883
OG0000935	Syag.g_02769	Praq.g_00882
OG0000936	Syag.g_02770	Praq.g_00881
OG0000937	Syag.g_02771	Praq.g_00880
OG0000938	Syag.g_02774	Praq.g_00878
OG0000939	Syag.g_02775	Praq.g_00877
OG0000940	Syag.g_02783	Praq.g_00871
OG0000941	Syag.g_02785	Praq.g_00869
OG0000942	Syag.g_02787	Praq.g_00867
OG0000943	Syag.g_02788	Praq.g_00866
OG0000944	Syag.g_02790	Praq.g_00865
OG0000945	Syag.g_02792	Praq.g_00864
OG0000946	Syag.g_02797	Praq.g_00727
OG0000947	Syag.g_02801	Praq.g_00729
OG0000948	Syag.g_02802	Praq.g_00730
OG0000949	Syag.g_02449	Praq.g_00733
OG0000950	Syag.g_02436	Praq.g_00738
OG0000951	Syag.g_02431	Praq.g_00742
OG0000952	Syag.g_02423	Praq.g_00746
OG0000953	Syag.g_02415	Praq.g_00749
OG0000954	Syag.g_02409	Praq.g_00753
OG0000955	Syag.g_02408	Praq.g_00754
OG0000956	Syag.g_02406	Praq.g_00756
OG0000957	Syag.g_02395	Praq.g_00761
OG0000958	Syag.g_02394	Praq.g_00762
OG0000959	Syag.g_02389	Praq.g_00766
OG0000960	Syag.g_02388	Praq.g_00767
OG0000961	Syag.g_02379	Praq.g_00769
OG0000962	Syag.g_02377	Praq.g_00771
OG0000963	Syag.g_02372	Praq.g_00774
OG0000964	Syag.g_02371	Praq.g_00679
OG0000965	Syag.g_02370	Praq.g_00680
OG0000966	Syag.g_02362	Praq.g_00687
OG0000967	Syag.g_02358	Praq.g_00691
OG0000968	Syag.g_02355	Praq.g_00693
OG0000969	Syag.g_02354	Praq.g_00694
OG0000970	Syag.g_02353	Praq.g_00695
OG0000971	Syag.g_02348	Praq.g_00696
OG0000972	Syag.g_02347	Praq.g_00697
OG0000973	Syag.g_02346	Praq.g_00698
OG0000974	Syag.g_02345	Praq.g_00699
OG0000975	Syag.g_02344	Praq.g_00700
OG0000976	Syag.g_02343	Praq.g_00701
OG0000977	Syag.g_02340	Praq.g_00702
OG0000978	Syag.g_02338	Praq.g_00703
OG0000979	Syag.g_02335	Praq.g_00706
OG0000980	Syag.g_02332	Praq.g_00708
OG0000981	Syag.g_02329	Praq.g_00710
OG0000982	Syag.g_02127	Praq.g_00712
OG0000983	Syag.g_02128	Praq.g_00713
OG0000984	Syag.g_02129	Praq.g_00714
OG0000985	Syag.g_02133	Praq.g_00717
OG0000986	Syag.g_02138	Praq.g_00719
OG0000987	Syag.g_02140	Praq.g_00720
OG0000988	Syag.g_02145	Praq.g_00723
OG0000989	Syag.g_02156	Praq.g_00391
OG0000990	Syag.g_02169	Praq.g_00394
OG0000991	Syag.g_02174	Praq.g_00395
OG0000992	Syag.g_02177	Praq.g_00397
OG0000993	Syag.g_02178	Praq.g_00398
OG0000994	Syag.g_02181	Praq.g_00399
OG0000995	Syag.g_02187	Praq.g_00403
OG0000996	Syag.g_02229	Praq.g_00404
OG0000997	Syag.g_02239	Praq.g_00405
OG0000998	Syag.g_02241	Praq.g_00407
OG0000999	Syag.g_02242	Praq.g_00408
OG0001000	Syag.g_02246	Praq.g_00411
OG0001001	Syag.g_02251	Praq.g_00413
OG0001002	Syag.g_02258	Praq.g_00417
OG0001003	Syag.g_02260	Praq.g_00418
OG0001004	Syag.g_02261	Praq.g_00419
OG0001005	Syag.g_02263	Praq.g_00420
OG0001006	Syag.g_02270	Praq.g_00424
OG0001007	Syag.g_02272	Praq.g_00426
OG0001008	Syag.g_00034	Praq.g_01120
OG0001009	Syag.g_02304	Praq.g_01230
OG0001010	Syag.g_02305	Praq.g_01231
OG0001011	Syag.g_02307	Praq.g_01232
OG0001012	Syag.g_02123	Praq.g_01258
OG0001013	Syag.g_02098	Praq.g_01264
OG0001014	Syag.g_02084	Praq.g_01267
OG0001015	Syag.g_02083	Praq.g_01268
OG0001016	Syag.g_01824	Praq.g_01930
OG0001017	Syag.g_01830	Praq.g_01926
OG0001018	Syag.g_01832	Praq.g_01923
OG0001019	Syag.g_01854	Praq.g_01914
OG0001020	Syag.g_01861	Praq.g_01913
OG0001021	Syag.g_01865	Praq.g_01912
OG0001022	Syag.g_01870	Praq.g_01909
OG0001023	Syag.g_01871	Praq.g_01908
OG0001024	Syag.g_01875	Praq.g_01905
OG0001025	Syag.g_01882	Praq.g_01899
OG0001026	Syag.g_01894	Praq.g_01892
OG0001027	Syag.g_01902	Praq.g_01891
OG0001028	Syag.g_01904	Praq.g_01889
OG0001029	Syag.g_01906	Praq.g_01888
OG0001030	Syag.g_01927	Praq.g_01873
OG0001031	Syag.g_02000	Praq.g_01816
OG0001032	Syag.g_02005	Praq.g_01815
OG0001033	Syag.g_02048	Praq.g_01794
OG0001034	Syag.g_01784	Praq.g_01766
OG0001035	Syag.g_02635	Praq.g_01749
OG0001036	Syag.g_02630	Praq.g_01744
OG0001037	Syag.g_02628	Praq.g_01743
OG0001038	Syag.g_02600	Praq.g_01725
OG0001039	Syag.g_02597	Praq.g_01722
OG0001040	Syag.g_02594	Praq.g_01719
OG0001041	Syag.g_02589	Praq.g_01715
OG0001042	Syag.g_02564	Praq.g_01698
OG0001043	Syag.g_02560	Praq.g_01697
OG0001044	Syag.g_02842	Praq.g_01212
OG0001045	Syag.g_02856	Praq.g_01203
OG0001046	Syag.g_00836	Praq.g_01164
OG0001047	Syag.g_00036	Praq.g_01118
OG0001048	Syag.g_00037	Praq.g_01117
OG0001049	Syag.g_00040	Praq.g_01115
OG0001050	Syag.g_00041	Praq.g_01114
OG0001051	Syag.g_00042	Praq.g_01113
OG0001052	Syag.g_01352	Praq.g_00522
OG0001053	Syag.g_01525	Praq.g_00534
OG0001054	Syag.g_01506	Praq.g_01104
OG0001055	Syag.g_01485	Praq.g_01085
OG0001056	Syag.g_01449	Praq.g_01066
OG0001057	Syag.g_01241	Praq.g_01061
OG0001058	Syag.g_00271	Praq.g_01053
OG0001059	Syag.g_00275	Praq.g_01049
OG0001060	Syag.g_00282	Praq.g_01042
OG0001061	Syag.g_00302	Praq.g_01029
OG0001062	Syag.g_00304	Praq.g_01027
OG0001063	Syag.g_00310	Praq.g_01025
OG0001064	Syag.g_00311	Praq.g_01024
OG0001065	Syag.g_00312	Praq.g_01023
OG0001066	Syag.g_00313	Praq.g_01022
OG0001067	Syag.g_00314	Praq.g_01021
OG0001068	Syag.g_00315	Praq.g_01020
OG0001069	Syag.g_00317	Praq.g_01019
OG0001070	Syag.g_00321	Praq.g_01016
OG0001071	Syag.g_00322	Praq.g_01015
OG0001072	Syag.g_00327	Praq.g_01013
OG0001073	Syag.g_00342	Praq.g_00998
OG0001074	Syag.g_00467	Praq.g_00987
OG0001075	Syag.g_00362	Praq.g_00986
OG0001076	Syag.g_00378	Praq.g_00978
OG0001077	Syag.g_00388	Praq.g_00974
OG0001078	Syag.g_00411	Praq.g_00966
OG0001079	Syag.g_00428	Praq.g_00776
OG0001080	Syag.g_00495	Praq.g_00782
OG0001081	Syag.g_00551	Praq.g_00784
OG0001082	Syag.g_00552	Praq.g_00785
OG0001083	Syag.g_00565	Praq.g_00790
OG0001084	Syag.g_00569	Praq.g_00791
OG0001085	Syag.g_00592	Praq.g_00799
OG0001086	Syag.g_00594	Praq.g_00800
OG0001087	Syag.g_01018	Praq.g_00817
OG0001088	Syag.g_01016	Praq.g_00818
OG0001089	Syag.g_00986	Praq.g_00826
OG0001090	Syag.g_00922	Praq.g_00584
OG0001091	Syag.g_00919	Praq.g_00586
OG0001092	Syag.g_00917	Praq.g_00587
OG0001093	Syag.g_00910	Praq.g_00592
OG0001094	Syag.g_00661	Praq.g_00664
OG0001095	Syag.g_00681	Praq.g_01411
OG0001096	Syag.g_00703	Praq.g_01424
OG0001097	Syag.g_00729	Praq.g_01442
OG0001098	Syag.g_00744	Praq.g_01458
OG0001099	Syag.g_01905	Praq.g_01478
OG0001101	Syag.g_00603	Praq.g_01484
OG0001102	Syag.g_00606	Praq.g_01487
OG0001103	Syag.g_00608	Praq.g_01489
OG0001104	Syag.g_00642	Praq.g_01511
OG0001105	Syag.g_00646	Praq.g_01515
OG0001106	Syag.g_00796	Praq.g_01539
OG0001107	Syag.g_00808	Praq.g_01546
OG0001108	Syag.g_00817	Praq.g_01550
OG0001109	Syag.g_00819	Praq.g_01551
OG0001110	Syag.g_00821	Praq.g_01553
OG0001111	Syag.g_00823	Praq.g_01554
OG0001112	Syag.g_00825	Praq.g_01555
OG0001113	Syag.g_00826	Praq.g_01556
OG0001114	Syag.g_00827	Praq.g_01557
OG0001115	Syag.g_00831	Praq.g_01559
OG0001116	Syag.g_00833	Praq.g_01560
OG0001117	Syag.g_00834	Praq.g_01561
OG0001118	Syag.g_00835	Praq.g_01562
OG0001119	Syag.g_00837	Praq.g_01563
OG0001120	Syag.g_00841	Praq.g_01565
OG0001121	Syag.g_01584	Praq.g_01298
OG0001122	Syag.g_00867	Praq.g_01591
OG0001123	Syag.g_00875	Praq.g_01595
OG0001124	Syag.g_00877	Praq.g_01597
OG0001125	Syag.g_00879	Praq.g_01598
OG0001126	Syag.g_00957	Praq.g_01608
OG0001127	Syag.g_00958	Praq.g_01609
OG0001128	Syag.g_00961	Praq.g_01611
OG0001129	Syag.g_00963	Praq.g_01612
OG0001130	Syag.g_00964	Praq.g_01613
OG0001131	Syag.g_00624	Praq.g_01649
OG0001132	Syag.g_00096	Praq.g_01658
OG0001133	Syag.g_00380	Praq.g_01287
OG0001134	Syag.g_02164	Praq.g_01300
OG0001135	Syag.g_00147	Praq.g_01303
OG0001136	Syag.g_01144	Praq.g_01330
OG0001137	Syag.g_01123	Praq.g_01341
OG0001138	Syag.g_01090	Praq.g_01359
OG0001139	Syag.g_01088	Praq.g_01360
OG0001140	Syag.g_01087	Praq.g_01361
OG0001141	Syag.g_01086	Praq.g_01362
OG0001142	Syag.g_01085	Praq.g_01363
OG0001143	Syag.g_01077	Praq.g_01370
OG0001144	Syag.g_01064	Praq.g_01375
OG0001145	Syag.g_01169	Praq.g_00125
OG0001146	Syag.g_01218	Praq.g_00137
OG0001147	Syag.g_01360	Praq.g_00161
OG0001148	Syag.g_01539	Praq.g_00179
OG0001149	Syag.g_01540	Praq.g_00180
OG0001150	Syag.g_01541	Praq.g_00181
OG0001151	Syag.g_01554	Praq.g_00192
OG0001152	Syag.g_01555	Praq.g_00193
OG0001153	Syag.g_01375	Praq.g_00326
OG0001154	Syag.g_01374	Praq.g_00327
OG0001155	Syag.g_01616	Praq.g_00339
OG0001156	Syag.g_01619	Praq.g_00342
OG0001157	Syag.g_01620	Praq.g_00343
OG0001158	Syag.g_01621	Praq.g_00344
OG0001159	Syag.g_01622, Syag.g_01625	Praq.g_00345
OG0001160	Syag.g_01666	Praq.g_00369
OG0001161	Syag.g_02163	Praq.g_00382
OG0001162	Syag.g_01238	Praq.g_00005
OG0001165	Syag.g_01685	Praq.g_00498
OG0001166	Syag.g_01715	Praq.g_00478
OG0001167	Syag.g_02383	Praq.g_00461
OG0001168	Syag.g_01740	Praq.g_00459
OG0001169	Syag.g_01742	Praq.g_00457
OG0001170	Syag.g_01744	Praq.g_00455
OG0001171	Syag.g_01755	Praq.g_00446
OG0001172	Syag.g_02693	Praq.g_00948
OG0001173	Syag.g_02694	Praq.g_00947
OG0001174	Syag.g_02703	Praq.g_00939
OG0001175	Syag.g_02704	Praq.g_00938
OG0001176	Syag.g_02723	Praq.g_00931
OG0001177	Syag.g_02720	Praq.g_00928
OG0001178	Syag.g_01694	Praq.g_00923
OG0001179	Syag.g_02754	Praq.g_00895
