Orthogroup	Syag	Syao
OG0000574	Syag.g_00330	Syao.g_01021
OG0000575	Syag.g_00335	Syao.g_01000
OG0000576	Syag.g_00337	Syao.g_00996
OG0000577	Syag.g_00338	Syao.g_00995
OG0000578	Syag.g_00339	Syao.g_00994
OG0000579	Syag.g_00340	Syao.g_00993
OG0000580	Syag.g_00341	Syao.g_00992
OG0000581	Syag.g_00348	Syao.g_01059
OG0000582	Syag.g_00353	Syao.g_01204
OG0000583	Syag.g_00354	Syao.g_01205
OG0000584	Syag.g_00355	Syao.g_01206
OG0000585	Syag.g_00357	Syao.g_01054
OG0000586	Syag.g_00358	Syao.g_01055
OG0000587	Syag.g_00360	Syao.g_01057
OG0000588	Syag.g_00371	Syao.g_00406
OG0000589	Syag.g_00375	Syao.g_01342
OG0000590	Syag.g_00376	Syao.g_01341
OG0000591	Syag.g_00383	Syao.g_01330
OG0000592	Syag.g_00384	Syao.g_01329
OG0000593	Syag.g_00406	Syao.g_00890
OG0000594	Syag.g_00407	Syao.g_00891
OG0000595	Syag.g_00408	Syao.g_00892
OG0000596	Syag.g_00413	Syao.g_00897
OG0000597	Syag.g_00416	Syao.g_00900
OG0000598	Syag.g_00417	Syao.g_00901
OG0000599	Syag.g_00424	Syao.g_00908
OG0000600	Syag.g_00425	Syao.g_00909
OG0000601	Syag.g_00426	Syao.g_00910
OG0000602	Syag.g_00431	Syao.g_00914
OG0000603	Syag.g_00432	Syao.g_00915
OG0000604	Syag.g_00434	Syao.g_00918
OG0000606	Syag.g_00550	Syao.g_00924
OG0000607	Syag.g_00553	Syao.g_00927
OG0000608	Syag.g_00554	Syao.g_00928
OG0000609	Syag.g_00556	Syao.g_00930
OG0000610	Syag.g_00580	Syao.g_00940
OG0000611	Syag.g_00583	Syao.g_00943
OG0000612	Syag.g_00584	Syao.g_00944
OG0000613	Syag.g_02533	Syao.g_01979
OG0000614	Syag.g_01004	Syao.g_00375
OG0000615	Syag.g_00630	Syao.g_00978
OG0000616	Syag.g_02255	Syao.g_02342
OG0000617	Syag.g_00915	Syao.g_00486
OG0000618	Syag.g_00914	Syao.g_00485
OG0000619	Syag.g_00913	Syao.g_00484
OG0000620	Syag.g_00906	Syao.g_00479
OG0000621	Syag.g_00905	Syao.g_00478
OG0000622	Syag.g_00904	Syao.g_00476
OG0000623	Syag.g_00903	Syao.g_00475
OG0000624	Syag.g_00901	Syao.g_00473
OG0000625	Syag.g_00900	Syao.g_00472
OG0000626	Syag.g_00899	Syao.g_00471
OG0000627	Syag.g_00756	Syao.g_00567
OG0000628	Syag.g_00757	Syao.g_00566
OG0000629	Syag.g_00761	Syao.g_00590
OG0000630	Syag.g_00765	Syao.g_00585
OG0000631	Syag.g_00772	Syao.g_00644
OG0000632	Syag.g_00773	Syao.g_00643
OG0000633	Syag.g_00774	Syao.g_00642
OG0000634	Syag.g_00663	Syao.g_00752
OG0000635	Syag.g_00664	Syao.g_00753
OG0000636	Syag.g_00666	Syao.g_00755
OG0000637	Syag.g_00668	Syao.g_00757
OG0000638	Syag.g_00669	Syao.g_00758
OG0000639	Syag.g_00670	Syao.g_00759
OG0000640	Syag.g_00671	Syao.g_00760
OG0000641	Syag.g_00675	Syao.g_00764
OG0000642	Syag.g_00676	Syao.g_00765
OG0000643	Syag.g_00677	Syao.g_00767
OG0000644	Syag.g_00678	Syao.g_00768
OG0000645	Syag.g_00680	Syao.g_00770
OG0000646	Syag.g_00683	Syao.g_00773
OG0000647	Syag.g_00685	Syao.g_00775
OG0000648	Syag.g_00694	Syao.g_00777
OG0000649	Syag.g_00695	Syao.g_00778
OG0000650	Syag.g_00696	Syao.g_00779
OG0000651	Syag.g_00697	Syao.g_00780
OG0000652	Syag.g_00698	Syao.g_00781
OG0000653	Syag.g_00700	Syao.g_00783
OG0000654	Syag.g_00701	Syao.g_00784
OG0000655	Syag.g_00702	Syao.g_00785
OG0000656	Syag.g_00705	Syao.g_00789
OG0000657	Syag.g_00719	Syao.g_00435
OG0000658	Syag.g_00721	Syao.g_00560
OG0000659	Syag.g_00722	Syao.g_00559
OG0000660	Syag.g_00726	Syao.g_00555
OG0000661	Syag.g_00728	Syao.g_00553
OG0000662	Syag.g_00730	Syao.g_00535
OG0000663	Syag.g_00733	Syao.g_00532
OG0000664	Syag.g_00734	Syao.g_00530
OG0000665	Syag.g_00456	Syao.g_01436
OG0000666	Syag.g_00445	Syao.g_02120
OG0000667	Syag.g_00574	Syao.g_01375
OG0000668	Syag.g_00868	Syao.g_02678
OG0000669	Syag.g_00600	Syao.g_00955
OG0000670	Syag.g_00399	Syao.g_00958
OG0000671	Syag.g_00604	Syao.g_00960
OG0000672	Syag.g_00607	Syao.g_00963
OG0000673	Syag.g_00610	Syao.g_00966
OG0000674	Syag.g_00612	Syao.g_00968
OG0000675	Syag.g_00613	Syao.g_00969
OG0000676	Syag.g_00615	Syao.g_00971
OG0000677	Syag.g_00616	Syao.g_00972
OG0000678	Syag.g_00622	Syao.g_00974
OG0000679	Syag.g_00633	Syao.g_00981
OG0000680	Syag.g_00634	Syao.g_00982
OG0000681	Syag.g_00637	Syao.g_00985
OG0000682	Syag.g_00638	Syao.g_00986
OG0000683	Syag.g_00639	Syao.g_00987
OG0000684	Syag.g_00641	Syao.g_00990
OG0000685	Syag.g_00643	Syao.g_00733
OG0000686	Syag.g_00644	Syao.g_00734
OG0000687	Syag.g_00645	Syao.g_00735
OG0000688	Syag.g_00651	Syao.g_00741
OG0000689	Syag.g_00653	Syao.g_00743
OG0000690	Syag.g_00654	Syao.g_00744
OG0000691	Syag.g_00655	Syao.g_00745
OG0000692	Syag.g_00656	Syao.g_00747
OG0000693	Syag.g_00658	Syao.g_00748
OG0000694	Syag.g_00659	Syao.g_00749
OG0000695	Syag.g_00776	Syao.g_00639
OG0000696	Syag.g_00777	Syao.g_00638
OG0000697	Syag.g_00778	Syao.g_00636
OG0000698	Syag.g_00781	Syao.g_00633
OG0000699	Syag.g_00782	Syao.g_00631
OG0000700	Syag.g_00783	Syao.g_00630
OG0000701	Syag.g_00784	Syao.g_00629
OG0000702	Syag.g_00792	Syao.g_00705
OG0000703	Syag.g_00793	Syao.g_00693
OG0000704	Syag.g_00795	Syao.g_00689
OG0000705	Syag.g_00802	Syao.g_00682
OG0000706	Syag.g_00803	Syao.g_00681
OG0000707	Syag.g_00804	Syao.g_00680
OG0000708	Syag.g_00807	Syao.g_00677
OG0000709	Syag.g_00816	Syao.g_00670
OG0000710	Syag.g_00820	Syao.g_00666
OG0000711	Syag.g_00848	Syao.g_00815
OG0000712	Syag.g_00850	Syao.g_00813
OG0000713	Syag.g_00851	Syao.g_00812
OG0000714	Syag.g_00853	Syao.g_00810
OG0000715	Syag.g_00855	Syao.g_00808
OG0000716	Syag.g_00859	Syao.g_00804
OG0000717	Syag.g_00860	Syao.g_00803
OG0000718	Syag.g_00864	Syao.g_00794
OG0000719	Syag.g_00866	Syao.g_00444
OG0000720	Syag.g_00880	Syao.g_00457
OG0000721	Syag.g_00882	Syao.g_00459
OG0000722	Syag.g_00883	Syao.g_00460
OG0000723	Syag.g_00897	Syao.g_00469
OG0000724	Syag.g_00967	Syao.g_00513
OG0000725	Syag.g_00978	Syao.g_00385
OG0000726	Syag.g_00979	Syao.g_00384
OG0000727	Syag.g_00980	Syao.g_00383
OG0000728	Syag.g_00982	Syao.g_00381
OG0000729	Syag.g_02376	Syao.g_02190
OG0000730	Syag.g_02840	Syao.g_01880
OG0000731	Syag.g_02853	Syao.g_01868
OG0000732	Syag.g_02331	Syao.g_02218
OG0000733	Syag.g_00145	Syao.g_01427
OG0000734	Syag.g_01892	Syao.g_02592
OG0000735	Syag.g_01159	Syao.g_00140
OG0000736	Syag.g_01158	Syao.g_00139
OG0000737	Syag.g_01157	Syao.g_00138
OG0000738	Syag.g_01152	Syao.g_00132
OG0000739	Syag.g_01149	Syao.g_00131
OG0000740	Syag.g_01148	Syao.g_00130
OG0000741	Syag.g_01145	Syao.g_00127
OG0000742	Syag.g_01142	Syao.g_00124
OG0000743	Syag.g_01140	Syao.g_00217
OG0000744	Syag.g_01139	Syao.g_00216
OG0000745	Syag.g_01137	Syao.g_00213
OG0000746	Syag.g_01135	Syao.g_00210
OG0000747	Syag.g_01134	Syao.g_00208
OG0000748	Syag.g_01122	Syao.g_00193
OG0000749	Syag.g_01121	Syao.g_00192
OG0000750	Syag.g_01120	Syao.g_00191
OG0000751	Syag.g_01114	Syao.g_00185
OG0000752	Syag.g_01112	Syao.g_00183
OG0000753	Syag.g_01109	Syao.g_00180
OG0000754	Syag.g_01103	Syao.g_00175
OG0000755	Syag.g_01092	Syao.g_00021
OG0000756	Syag.g_01091	Syao.g_00229
OG0000757	Syag.g_01084	Syao.g_00252
OG0000758	Syag.g_01083	Syao.g_00251
OG0000759	Syag.g_01082	Syao.g_00250
OG0000760	Syag.g_01081	Syao.g_00249
OG0000761	Syag.g_01080	Syao.g_00248
OG0000762	Syag.g_01078	Syao.g_00246
OG0000763	Syag.g_01076	Syao.g_00242
OG0000764	Syag.g_01075	Syao.g_00241
OG0000765	Syag.g_01056	Syao.g_00267
OG0000766	Syag.g_01055	Syao.g_00266
OG0000767	Syag.g_01053	Syao.g_00264
OG0000768	Syag.g_01052	Syao.g_00263
OG0000769	Syag.g_01047	Syao.g_00261
OG0000770	Syag.g_01043	Syao.g_00257
OG0000771	Syag.g_00959	Syao.g_00506
OG0000772	Syag.g_02043	Syao.g_01523
OG0000773	Syag.g_01168	Syao.g_01447
OG0000774	Syag.g_01182	Syao.g_01442
OG0000775	Syag.g_01185	Syao.g_01440
OG0000776	Syag.g_01186	Syao.g_01439
OG0000777	Syag.g_01187	Syao.g_01438
OG0000778	Syag.g_01188	Syao.g_01437
OG0000779	Syag.g_01194	Syao.g_01469
OG0000780	Syag.g_01217	Syao.g_01456
OG0000781	Syag.g_01221	Syao.g_01452
OG0000782	Syag.g_01222	Syao.g_01451
OG0000783	Syag.g_01223	Syao.g_01450
OG0000784	Syag.g_01224	Syao.g_01449
OG0000785	Syag.g_01226	Syao.g_01481
OG0000786	Syag.g_01235	Syao.g_01473
OG0000787	Syag.g_01236	Syao.g_01472
OG0000788	Syag.g_00427	Syao.g_00870
OG0000789	Syag.g_00453	Syao.g_00623
OG0000790	Syag.g_01542	Syao.g_00041, Syao.g_00315
OG0000791	Syag.g_01544	Syao.g_00043
OG0000792	Syag.g_01545	Syao.g_00044
OG0000793	Syag.g_01550	Syao.g_02700
OG0000794	Syag.g_01551	Syao.g_02703
OG0000795	Syag.g_01552	Syao.g_02704
OG0000796	Syag.g_01556	Syao.g_02708
OG0000797	Syag.g_01557	Syao.g_02709
OG0000798	Syag.g_02601	Syao.g_02066
OG0000799	Syag.g_01278	Syao.g_01525
OG0000800	Syag.g_01280	Syao.g_01526
OG0000801	Syag.g_01285	Syao.g_01527
OG0000802	Syag.g_01293	Syao.g_01531
OG0000803	Syag.g_01321	Syao.g_01534
OG0000804	Syag.g_01438	Syao.g_01537
OG0000805	Syag.g_01433	Syao.g_01502
OG0000806	Syag.g_01429	Syao.g_01504
OG0000807	Syag.g_01428	Syao.g_01506
OG0000808	Syag.g_01427	Syao.g_01507
OG0000809	Syag.g_01423	Syao.g_01511
OG0000810	Syag.g_01422	Syao.g_01482
OG0000811	Syag.g_01413	Syao.g_01490
OG0000812	Syag.g_01411	Syao.g_01492
OG0000813	Syag.g_01410	Syao.g_01493
OG0000814	Syag.g_01408	Syao.g_01495
OG0000815	Syag.g_01407	Syao.g_01499
OG0000816	Syag.g_01405	Syao.g_01471
OG0000817	Syag.g_01404	Syao.g_01519
OG0000818	Syag.g_01400	Syao.g_00062
OG0000819	Syag.g_01399	Syao.g_00063
OG0000820	Syag.g_01398	Syao.g_00064
OG0000821	Syag.g_01388	Syao.g_00070
OG0000822	Syag.g_01386	Syao.g_00072
OG0000823	Syag.g_01385	Syao.g_00073
OG0000824	Syag.g_01379	Syao.g_00079
OG0000825	Syag.g_01378	Syao.g_00080
OG0000826	Syag.g_01377	Syao.g_00081
OG0000827	Syag.g_01376	Syao.g_00082
OG0000828	Syag.g_01373	Syao.g_00085
OG0000829	Syag.g_01372	Syao.g_00086
OG0000830	Syag.g_01371	Syao.g_00087
OG0000831	Syag.g_01367	Syao.g_00089
OG0000832	Syag.g_01614	Syao.g_01696
OG0000833	Syag.g_01628	Syao.g_01612
OG0000834	Syag.g_01632	Syao.g_01610
OG0000835	Syag.g_01633	Syao.g_01609
OG0000836	Syag.g_01637	Syao.g_01606
OG0000837	Syag.g_01638	Syao.g_01605
OG0000838	Syag.g_01642	Syao.g_01601
OG0000839	Syag.g_01643	Syao.g_01600
OG0000840	Syag.g_01644	Syao.g_01599
OG0000841	Syag.g_01645	Syao.g_01598
OG0000842	Syag.g_01646	Syao.g_01597
OG0000843	Syag.g_01647	Syao.g_01596
OG0000844	Syag.g_01649	Syao.g_01594
OG0000845	Syag.g_01650	Syao.g_01593
OG0000846	Syag.g_01651	Syao.g_01592
OG0000847	Syag.g_01652	Syao.g_01591
OG0000848	Syag.g_01654	Syao.g_01589
OG0000849	Syag.g_01655	Syao.g_01588
OG0000850	Syag.g_01657	Syao.g_01585
OG0000851	Syag.g_01663	Syao.g_01582
OG0000852	Syag.g_01664	Syao.g_01581
OG0000853	Syag.g_01668	Syao.g_01577
OG0000854	Syag.g_01670	Syao.g_01575
OG0000855	Syag.g_01671	Syao.g_01574
OG0000856	Syag.g_00386	Syao.g_01327
OG0000857	Syag.g_00684	Syao.g_00774
OG0000858	Syag.g_01677	Syao.g_01567
OG0000859	Syag.g_01678	Syao.g_01566
OG0000860	Syag.g_01689	Syao.g_01552
OG0000861	Syag.g_01690	Syao.g_01551
OG0000862	Syag.g_01693	Syao.g_01542
OG0000863	Syag.g_01695	Syao.g_01540
OG0000864	Syag.g_01696	Syao.g_01017
OG0000866	Syag.g_01698	Syao.g_01686
OG0000867	Syag.g_01699	Syao.g_01685
OG0000868	Syag.g_01707	Syao.g_01682
OG0000869	Syag.g_01711	Syao.g_01677
OG0000870	Syag.g_01716	Syao.g_01672
OG0000871	Syag.g_01717	Syao.g_01671
OG0000872	Syag.g_01723	Syao.g_01665
OG0000873	Syag.g_01726	Syao.g_01662
OG0000874	Syag.g_01729	Syao.g_01660
OG0000875	Syag.g_01731	Syao.g_01658
OG0000876	Syag.g_01732	Syao.g_00536
OG0000877	Syag.g_01734	Syao.g_01654
OG0000878	Syag.g_01735	Syao.g_01653
OG0000879	Syag.g_02356	Syao.g_01652
OG0000880	Syag.g_01736	Syao.g_01651
OG0000881	Syag.g_01741	Syao.g_01647
OG0000882	Syag.g_01746	Syao.g_01642
OG0000883	Syag.g_01749	Syao.g_01638
OG0000884	Syag.g_01751	Syao.g_01636
OG0000885	Syag.g_01752	Syao.g_01635
OG0000886	Syag.g_01753	Syao.g_01634
OG0000887	Syag.g_01754	Syao.g_01633
OG0000888	Syag.g_01756	Syao.g_01631
OG0000889	Syag.g_01758	Syao.g_01629
OG0000890	Syag.g_01761	Syao.g_01626
OG0000891	Syag.g_01762	Syao.g_01625
OG0000892	Syag.g_01765	Syao.g_01695
OG0000893	Syag.g_02688	Syao.g_01934
OG0000894	Syag.g_02691	Syao.g_01937
OG0000895	Syag.g_02695	Syao.g_01916
OG0000896	Syag.g_02696	Syao.g_01917
OG0000897	Syag.g_02699	Syao.g_01919
OG0000898	Syag.g_02700	Syao.g_01920
OG0000899	Syag.g_02701	Syao.g_01921
OG0000900	Syag.g_02702	Syao.g_01922
OG0000901	Syag.g_02707	Syao.g_01927
OG0000902	Syag.g_02709	Syao.g_01929
OG0000903	Syag.g_02724	Syao.g_01798
OG0000904	Syag.g_02718	Syao.g_01804
OG0000905	Syag.g_02714	Syao.g_01862
OG0000906	Syag.g_02711	Syao.g_01931
OG0000907	Syag.g_02727	Syao.g_01796
OG0000908	Syag.g_02730	Syao.g_01793
OG0000909	Syag.g_02731	Syao.g_01792
OG0000910	Syag.g_02732	Syao.g_01791
OG0000911	Syag.g_02734	Syao.g_01789
OG0000912	Syag.g_02735	Syao.g_01788
OG0000913	Syag.g_02736	Syao.g_01787
OG0000914	Syag.g_02737	Syao.g_01786
OG0000915	Syag.g_02739	Syao.g_01784
OG0000916	Syag.g_02740	Syao.g_01783
OG0000917	Syag.g_02741	Syao.g_01782
OG0000918	Syag.g_02742	Syao.g_01781
OG0000919	Syag.g_02743	Syao.g_01780
OG0000920	Syag.g_02744	Syao.g_01779
OG0000921	Syag.g_02745	Syao.g_01778
OG0000922	Syag.g_02746	Syao.g_01777
OG0000923	Syag.g_02750	Syao.g_01772
OG0000924	Syag.g_02751	Syao.g_01771
OG0000925	Syag.g_02752	Syao.g_01770
OG0000926	Syag.g_02753	Syao.g_01769
OG0000927	Syag.g_02755	Syao.g_01767
OG0000928	Syag.g_02756	Syao.g_01766
OG0000929	Syag.g_02757	Syao.g_01765
OG0000930	Syag.g_02758	Syao.g_01764
OG0000931	Syag.g_02759	Syao.g_01763
OG0000932	Syag.g_02760	Syao.g_01762
OG0000933	Syag.g_02766	Syao.g_01811
OG0000934	Syag.g_02768	Syao.g_01809
OG0000935	Syag.g_02769	Syao.g_01808
OG0000936	Syag.g_02770	Syao.g_01843
OG0000937	Syag.g_02771	Syao.g_01842
OG0000938	Syag.g_02774	Syao.g_01839
OG0000939	Syag.g_02775	Syao.g_01838
OG0000940	Syag.g_02783	Syao.g_01830
OG0000941	Syag.g_02785	Syao.g_01828
OG0000942	Syag.g_02787	Syao.g_01826
OG0000943	Syag.g_02788	Syao.g_01824
OG0000944	Syag.g_02790	Syao.g_01822
OG0000945	Syag.g_02792	Syao.g_01821
OG0000946	Syag.g_02797	Syao.g_01852
OG0000947	Syag.g_02801	Syao.g_01849
OG0000948	Syag.g_02802	Syao.g_01848
OG0000949	Syag.g_02449	Syao.g_01970
OG0000950	Syag.g_02436	Syao.g_01957
OG0000951	Syag.g_02431	Syao.g_02262
OG0000952	Syag.g_02423	Syao.g_02266
OG0000953	Syag.g_02415	Syao.g_02130
OG0000954	Syag.g_02409	Syao.g_02135
OG0000955	Syag.g_02408	Syao.g_02136
OG0000956	Syag.g_02406	Syao.g_02138
OG0000957	Syag.g_02395	Syao.g_01951
OG0000958	Syag.g_02394	Syao.g_01950
OG0000959	Syag.g_02389	Syao.g_01947
OG0000960	Syag.g_02388	Syao.g_01946
OG0000961	Syag.g_02379	Syao.g_02496
OG0000962	Syag.g_02377	Syao.g_02191
OG0000963	Syag.g_02372	Syao.g_02186
OG0000964	Syag.g_02371	Syao.g_02185
OG0000965	Syag.g_02370	Syao.g_02184
OG0000966	Syag.g_02362	Syao.g_02172
OG0000967	Syag.g_02358	Syao.g_02167
OG0000968	Syag.g_02355	Syao.g_02199
OG0000969	Syag.g_02354	Syao.g_02200
OG0000970	Syag.g_02353	Syao.g_02201
OG0000971	Syag.g_02348	Syao.g_02203
OG0000972	Syag.g_02347	Syao.g_02204
OG0000973	Syag.g_02346	Syao.g_02205
OG0000974	Syag.g_02345	Syao.g_02206
OG0000975	Syag.g_02344	Syao.g_02207
OG0000976	Syag.g_02343	Syao.g_02208
OG0000977	Syag.g_02340	Syao.g_02210
OG0000978	Syag.g_02338	Syao.g_02211
OG0000979	Syag.g_02335	Syao.g_02214
OG0000980	Syag.g_02332	Syao.g_02217
OG0000981	Syag.g_02329	Syao.g_02220
OG0000982	Syag.g_02127	Syao.g_02437
OG0000983	Syag.g_02128	Syao.g_02438
OG0000984	Syag.g_02129	Syao.g_02439
OG0000985	Syag.g_02133	Syao.g_02443
OG0000986	Syag.g_02138	Syao.g_02445
OG0000987	Syag.g_02140	Syao.g_02447
OG0000988	Syag.g_02145	Syao.g_02452
OG0000989	Syag.g_02156	Syao.g_02368
OG0000990	Syag.g_02169	Syao.g_02362
OG0000991	Syag.g_02174	Syao.g_02354
OG0000992	Syag.g_02177	Syao.g_02279
OG0000993	Syag.g_02178	Syao.g_02280
OG0000994	Syag.g_02181	Syao.g_02283
OG0000995	Syag.g_02187	Syao.g_02287
OG0000996	Syag.g_02229	Syao.g_02305
OG0000997	Syag.g_02239	Syao.g_02326
OG0000998	Syag.g_02241	Syao.g_02328
OG0000999	Syag.g_02242	Syao.g_02329
OG0001000	Syag.g_02246	Syao.g_02333
OG0001001	Syag.g_02251	Syao.g_02338
OG0001002	Syag.g_02258	Syao.g_02345
OG0001003	Syag.g_02260	Syao.g_02347
OG0001004	Syag.g_02261	Syao.g_02348
OG0001005	Syag.g_02263	Syao.g_02194
OG0001006	Syag.g_02270	Syao.g_02159
OG0001007	Syag.g_02272	Syao.g_02161
OG0001008	Syag.g_00034	Syao.g_01737
OG0001009	Syag.g_02304	Syao.g_02239
OG0001010	Syag.g_02305	Syao.g_02238
OG0001011	Syag.g_02307	Syao.g_02236
OG0001012	Syag.g_02123	Syao.g_00322
OG0001013	Syag.g_02098	Syao.g_02413
OG0001014	Syag.g_02084	Syao.g_02407
OG0001015	Syag.g_02083	Syao.g_02406
OG0001016	Syag.g_01824	Syao.g_02622
OG0001017	Syag.g_01830	Syao.g_02628
OG0001018	Syag.g_01832	Syao.g_02630
OG0001019	Syag.g_01854	Syao.g_02654
OG0001020	Syag.g_01861	Syao.g_02663
OG0001021	Syag.g_01865	Syao.g_02666
OG0001022	Syag.g_01870	Syao.g_02670
OG0001023	Syag.g_01871	Syao.g_02671
OG0001024	Syag.g_01875	Syao.g_01018
OG0001025	Syag.g_01882	Syao.g_02597
OG0001026	Syag.g_01894	Syao.g_02594
OG0001027	Syag.g_01902	Syao.g_02564
OG0001028	Syag.g_01904	Syao.g_02568
OG0001029	Syag.g_01906	Syao.g_02570
OG0001030	Syag.g_01927	Syao.g_02545
OG0001031	Syag.g_02000	Syao.g_02528
OG0001032	Syag.g_02005	Syao.g_02530
OG0001033	Syag.g_02048	Syao.g_01016
OG0001034	Syag.g_01784	Syao.g_01704
OG0001035	Syag.g_02635	Syao.g_02101
OG0001036	Syag.g_02630	Syao.g_02096
OG0001037	Syag.g_02628	Syao.g_02094
OG0001038	Syag.g_02600	Syao.g_02065
OG0001039	Syag.g_02597	Syao.g_02062
OG0001040	Syag.g_02594	Syao.g_02059
OG0001041	Syag.g_02589	Syao.g_02055
OG0001042	Syag.g_02564	Syao.g_02032
OG0001043	Syag.g_02560	Syao.g_02028
OG0001044	Syag.g_02842	Syao.g_01878
OG0001045	Syag.g_02856	Syao.g_01865
OG0001046	Syag.g_00836	Syao.g_00827
OG0001047	Syag.g_00036	Syao.g_01739
OG0001048	Syag.g_00037	Syao.g_01740
OG0001049	Syag.g_00040	Syao.g_01616
OG0001050	Syag.g_00041	Syao.g_01618
OG0001051	Syag.g_00042	Syao.g_01619
OG0001052	Syag.g_01352	Syao.g_02686
OG0001053	Syag.g_01525	Syao.g_00025
OG0001054	Syag.g_01506	Syao.g_00104
OG0001055	Syag.g_01485	Syao.g_00156
OG0001056	Syag.g_01449	Syao.g_01417
OG0001057	Syag.g_01241	Syao.g_00879
OG0001058	Syag.g_00271	Syao.g_00862
OG0001059	Syag.g_00275	Syao.g_00858
OG0001060	Syag.g_00282	Syao.g_00852
OG0001062	Syag.g_00304	Syao.g_01050
OG0001063	Syag.g_00310	Syao.g_01042
OG0001064	Syag.g_00311	Syao.g_01041
OG0001065	Syag.g_00312	Syao.g_01040
OG0001066	Syag.g_00313	Syao.g_01039
OG0001067	Syag.g_00314	Syao.g_01038
OG0001068	Syag.g_00315	Syao.g_01037
OG0001069	Syag.g_00317	Syao.g_01036
OG0001070	Syag.g_00321	Syao.g_01032
OG0001071	Syag.g_00322	Syao.g_01031
OG0001072	Syag.g_00327	Syao.g_01027
OG0001073	Syag.g_00342	Syao.g_00991
OG0001074	Syag.g_00467	Syao.g_00392
OG0001075	Syag.g_00362	Syao.g_00391
OG0001076	Syag.g_00378	Syao.g_01339
OG0001077	Syag.g_00388	Syao.g_01323
OG0001078	Syag.g_00411	Syao.g_00895
OG0001079	Syag.g_00428	Syao.g_00911
OG0001081	Syag.g_00551	Syao.g_00925
OG0001082	Syag.g_00552	Syao.g_00926
OG0001083	Syag.g_00565	Syao.g_00934
OG0001084	Syag.g_00569	Syao.g_00935
OG0001085	Syag.g_00592	Syao.g_00947
OG0001086	Syag.g_00594	Syao.g_00949
OG0001087	Syag.g_01018	Syao.g_01419
OG0001088	Syag.g_01016	Syao.g_00211
OG0001089	Syag.g_00986	Syao.g_00376
OG0001090	Syag.g_00922	Syao.g_00494
OG0001091	Syag.g_00919	Syao.g_00491
OG0001092	Syag.g_00917	Syao.g_00489
OG0001093	Syag.g_00910	Syao.g_00482
OG0001094	Syag.g_00661	Syao.g_00750
OG0001095	Syag.g_00681	Syao.g_00771
OG0001096	Syag.g_00703	Syao.g_00786
OG0001097	Syag.g_00729	Syao.g_00552
OG0001098	Syag.g_00744	Syao.g_00731
OG0001099	Syag.g_01905	Syao.g_02569
OG0001101	Syag.g_00603	Syao.g_00959
OG0001102	Syag.g_00606	Syao.g_00962
OG0001103	Syag.g_00608	Syao.g_00964
OG0001105	Syag.g_00646	Syao.g_00736
OG0001106	Syag.g_00796	Syao.g_00688
OG0001107	Syag.g_00808	Syao.g_00676
OG0001108	Syag.g_00817	Syao.g_00669
OG0001109	Syag.g_00819	Syao.g_00667
OG0001110	Syag.g_00821	Syao.g_00665
OG0001111	Syag.g_00823	Syao.g_00663
OG0001112	Syag.g_00825	Syao.g_00661
OG0001113	Syag.g_00826	Syao.g_00660
OG0001114	Syag.g_00827	Syao.g_00659
OG0001115	Syag.g_00831	Syao.g_00832
OG0001116	Syag.g_00833	Syao.g_00830
OG0001117	Syag.g_00834	Syao.g_00829
OG0001118	Syag.g_00835	Syao.g_00828
OG0001119	Syag.g_00837	Syao.g_00826
OG0001120	Syag.g_00841	Syao.g_00822
OG0001121	Syag.g_01584	Syao.g_01294
OG0001122	Syag.g_00867	Syao.g_00445
OG0001123	Syag.g_00875	Syao.g_00451
OG0001124	Syag.g_00877	Syao.g_00453
OG0001125	Syag.g_00879	Syao.g_00456
OG0001126	Syag.g_00957	Syao.g_00504
OG0001127	Syag.g_00958	Syao.g_00505
OG0001128	Syag.g_00961	Syao.g_00508
OG0001129	Syag.g_00963	Syao.g_00510
OG0001130	Syag.g_00964	Syao.g_00511
OG0001131	Syag.g_00624	Syao.g_01387
OG0001132	Syag.g_00096	Syao.g_01221
OG0001133	Syag.g_00380	Syao.g_01333
OG0001134	Syag.g_02164	Syao.g_01428
OG0001135	Syag.g_00147	Syao.g_01424
OG0001136	Syag.g_01144	Syao.g_00126
OG0001137	Syag.g_01123	Syao.g_00194
OG0001138	Syag.g_01090	Syao.g_00227
OG0001139	Syag.g_01088	Syao.g_00225
OG0001140	Syag.g_01087	Syao.g_00224
OG0001141	Syag.g_01086	Syao.g_00254
OG0001142	Syag.g_01085	Syao.g_00253
OG0001143	Syag.g_01077	Syao.g_00243
OG0001144	Syag.g_01064	Syao.g_00276
OG0001145	Syag.g_01169	Syao.g_01446
OG0001146	Syag.g_01218	Syao.g_01455
OG0001147	Syag.g_01360	Syao.g_00095
OG0001148	Syag.g_01539	Syao.g_00038
OG0001149	Syag.g_01540	Syao.g_00039
OG0001150	Syag.g_01541	Syao.g_00040
OG0001151	Syag.g_01554	Syao.g_02706
OG0001152	Syag.g_01555	Syao.g_02707
OG0001153	Syag.g_01375	Syao.g_00083
OG0001154	Syag.g_01374	Syao.g_00084
OG0001155	Syag.g_01616	Syao.g_01747
OG0001156	Syag.g_01619	Syao.g_01744
OG0001157	Syag.g_01620	Syao.g_01743
OG0001158	Syag.g_01621	Syao.g_01742
OG0001159	Syag.g_01622, Syag.g_01625	Syao.g_01741
OG0001160	Syag.g_01666	Syao.g_01579
