Orthogroup	Syag	Praf
OG0000567	Syag.g_00292	Praf.g_00709
OG0000568	Syag.g_00295	Praf.g_00711
OG0000569	Syag.g_00296	Praf.g_00712
OG0000570	Syag.g_00297	Praf.g_00713
OG0000571	Syag.g_00301	Praf.g_00716
OG0000572	Syag.g_00251, Syag.g_00320	Praf.g_00733
OG0000573	Syag.g_00329	Praf.g_00740
OG0000574	Syag.g_00330	Praf.g_00741
OG0000575	Syag.g_00335	Praf.g_00751
OG0000576	Syag.g_00337	Praf.g_00753
OG0000577	Syag.g_00338	Praf.g_00754
OG0000578	Syag.g_00339	Praf.g_00755
OG0000579	Syag.g_00340	Praf.g_00756
OG0000580	Syag.g_00341	Praf.g_00757
OG0000581	Syag.g_00348	Praf.g_00761
OG0000582	Syag.g_00353	Praf.g_00765
OG0000583	Syag.g_00354	Praf.g_00766
OG0000584	Syag.g_00355	Praf.g_00767
OG0000585	Syag.g_00357	Praf.g_00769
OG0000586	Syag.g_00358	Praf.g_00771
OG0000587	Syag.g_00360	Praf.g_00773
OG0000588	Syag.g_00371	Praf.g_01663
OG0000589	Syag.g_00375	Praf.g_01666
OG0000590	Syag.g_00376	Praf.g_01667
OG0000591	Syag.g_00383	Praf.g_01674
OG0000592	Syag.g_00384	Praf.g_01675
OG0000593	Syag.g_00406	Praf.g_01688
OG0000594	Syag.g_00407	Praf.g_01689
OG0000595	Syag.g_00408	Praf.g_01690
OG0000596	Syag.g_00413	Praf.g_01695
OG0000597	Syag.g_00416	Praf.g_01698
OG0000598	Syag.g_00417	Praf.g_01699
OG0000599	Syag.g_00424	Praf.g_01709
OG0000600	Syag.g_00425	Praf.g_01710
OG0000601	Syag.g_00426	Praf.g_01711
OG0000602	Syag.g_00431	Praf.g_01716
OG0000603	Syag.g_00432	Praf.g_01717
OG0000604	Syag.g_00434	Praf.g_01718
OG0000605	Syag.g_00522	Praf.g_01720
OG0000606	Syag.g_00550	Praf.g_01727
OG0000607	Syag.g_00553	Praf.g_01730
OG0000608	Syag.g_00554	Praf.g_01731
OG0000609	Syag.g_00556	Praf.g_01733
OG0000610	Syag.g_00580	Praf.g_01741
OG0000611	Syag.g_00583	Praf.g_01744
OG0000612	Syag.g_00584	Praf.g_01745
OG0000613	Syag.g_02533	Praf.g_02344
OG0000614	Syag.g_01004	Praf.g_01207
OG0000615	Syag.g_00630	Praf.g_01489
OG0000616	Syag.g_02255	Praf.g_02767
OG0000617	Syag.g_00915	Praf.g_01308
OG0000618	Syag.g_00914	Praf.g_01309
OG0000619	Syag.g_00913	Praf.g_01310
OG0000620	Syag.g_00906	Praf.g_01314
OG0000621	Syag.g_00905	Praf.g_01315
OG0000622	Syag.g_00904	Praf.g_01316
OG0000623	Syag.g_00903	Praf.g_01317
OG0000624	Syag.g_00901	Praf.g_01318
OG0000625	Syag.g_00900	Praf.g_01319
OG0000626	Syag.g_00899	Praf.g_01320
OG0000627	Syag.g_00756	Praf.g_01441
OG0000628	Syag.g_00757	Praf.g_01440
OG0000629	Syag.g_00761	Praf.g_01437
OG0000630	Syag.g_00765	Praf.g_01433
OG0000631	Syag.g_00772	Praf.g_01429
OG0000632	Syag.g_00773	Praf.g_01428
OG0000633	Syag.g_00774	Praf.g_01427
OG0000634	Syag.g_00663	Praf.g_01526
OG0000635	Syag.g_00664	Praf.g_01527
OG0000636	Syag.g_00666	Praf.g_01529
OG0000637	Syag.g_00668	Praf.g_01531
OG0000638	Syag.g_00669	Praf.g_01532
OG0000639	Syag.g_00670	Praf.g_01533
OG0000640	Syag.g_00671	Praf.g_01534
OG0000641	Syag.g_00675	Praf.g_01538
OG0000642	Syag.g_00676	Praf.g_01539
OG0000643	Syag.g_00677	Praf.g_01540
OG0000644	Syag.g_00678	Praf.g_01541
OG0000645	Syag.g_00680	Praf.g_01542
OG0000646	Syag.g_00683	Praf.g_01545
OG0000647	Syag.g_00685	Praf.g_01547
OG0000648	Syag.g_00694	Praf.g_01549
OG0000649	Syag.g_00695	Praf.g_01550
OG0000650	Syag.g_00696	Praf.g_01551
OG0000651	Syag.g_00697	Praf.g_01552
OG0000652	Syag.g_00698	Praf.g_01553
OG0000653	Syag.g_00700	Praf.g_01557
OG0000654	Syag.g_00701	Praf.g_01558
OG0000655	Syag.g_00702	Praf.g_01559
OG0000656	Syag.g_00705	Praf.g_01562
OG0000657	Syag.g_00719	Praf.g_01592
OG0000658	Syag.g_00721	Praf.g_01594
OG0000659	Syag.g_00722	Praf.g_01595
OG0000660	Syag.g_00726	Praf.g_01599
OG0000661	Syag.g_00728	Praf.g_01601
OG0000662	Syag.g_00730	Praf.g_01603
OG0000663	Syag.g_00733	Praf.g_01606
OG0000664	Syag.g_00734	Praf.g_01607
OG0000665	Syag.g_00456	Praf.g_01620
OG0000666	Syag.g_00445	Praf.g_01622
OG0000667	Syag.g_00574	Praf.g_01629
OG0000668	Syag.g_00868	Praf.g_01339
OG0000669	Syag.g_00600	Praf.g_01638
OG0000670	Syag.g_00399	Praf.g_00961
OG0000671	Syag.g_00604	Praf.g_01456
OG0000672	Syag.g_00607	Praf.g_01459
OG0000673	Syag.g_00610	Praf.g_01462
OG0000674	Syag.g_00612	Praf.g_01464
OG0000675	Syag.g_00613	Praf.g_01465
OG0000676	Syag.g_00615	Praf.g_01467
OG0000677	Syag.g_00616	Praf.g_01469
OG0000678	Syag.g_00622	Praf.g_01475
OG0000679	Syag.g_00633	Praf.g_01494
OG0000680	Syag.g_00634	Praf.g_01495
OG0000681	Syag.g_00637	Praf.g_01497
OG0000682	Syag.g_00638	Praf.g_01498
OG0000683	Syag.g_00639	Praf.g_01499
OG0000684	Syag.g_00641	Praf.g_01512
OG0000685	Syag.g_00643	Praf.g_01510
OG0000686	Syag.g_00644	Praf.g_01509
OG0000687	Syag.g_00645	Praf.g_01508
OG0000688	Syag.g_00651	Praf.g_01515
OG0000689	Syag.g_00653	Praf.g_01516
OG0000690	Syag.g_00654	Praf.g_01517
OG0000691	Syag.g_00655	Praf.g_01519
OG0000692	Syag.g_00656	Praf.g_01520
OG0000693	Syag.g_00658	Praf.g_01522
OG0000694	Syag.g_00659	Praf.g_01523
OG0000695	Syag.g_00776	Praf.g_01425
OG0000696	Syag.g_00777	Praf.g_01424
OG0000697	Syag.g_00778	Praf.g_01422
OG0000698	Syag.g_00781	Praf.g_01419
OG0000699	Syag.g_00782	Praf.g_01417
OG0000700	Syag.g_00783	Praf.g_01416
OG0000701	Syag.g_00784	Praf.g_01415
OG0000702	Syag.g_00792	Praf.g_01408
OG0000703	Syag.g_00793	Praf.g_01407
OG0000704	Syag.g_00795	Praf.g_01405
OG0000705	Syag.g_00802	Praf.g_01399
OG0000706	Syag.g_00803	Praf.g_01398
OG0000707	Syag.g_00804	Praf.g_01397
OG0000708	Syag.g_00807	Praf.g_01395
OG0000709	Syag.g_00816	Praf.g_01388
OG0000710	Syag.g_00820	Praf.g_01383, Praf.g_01384
OG0000711	Syag.g_00848	Praf.g_01360
OG0000712	Syag.g_00850	Praf.g_01359
OG0000713	Syag.g_00851	Praf.g_01358
OG0000714	Syag.g_00853	Praf.g_01355
OG0000715	Syag.g_00855	Praf.g_01353
OG0000716	Syag.g_00859	Praf.g_01349
OG0000717	Syag.g_00860	Praf.g_01348
OG0000718	Syag.g_00864	Praf.g_01343
OG0000719	Syag.g_00866	Praf.g_01341
OG0000720	Syag.g_00880	Praf.g_01328
OG0000721	Syag.g_00882	Praf.g_01327
OG0000722	Syag.g_00883	Praf.g_01326
OG0000723	Syag.g_00897	Praf.g_01322
OG0000724	Syag.g_00967	Praf.g_01279
OG0000725	Syag.g_00978	Praf.g_01270
OG0000726	Syag.g_00979	Praf.g_01269
OG0000727	Syag.g_00980	Praf.g_01268
OG0000728	Syag.g_00982	Praf.g_01267
OG0000729	Syag.g_02376	Praf.g_00162
OG0000730	Syag.g_02840	Praf.g_02056
OG0000731	Syag.g_02853	Praf.g_02047
OG0000732	Syag.g_02331	Praf.g_00055
OG0000733	Syag.g_00145	Praf.g_02698
OG0000734	Syag.g_01892	Praf.g_00233
OG0000735	Syag.g_01159	Praf.g_00822
OG0000736	Syag.g_01158	Praf.g_00823
OG0000737	Syag.g_01157	Praf.g_00824
OG0000738	Syag.g_01152	Praf.g_00830
OG0000739	Syag.g_01149	Praf.g_00832
OG0000740	Syag.g_01148	Praf.g_00833
OG0000741	Syag.g_01145	Praf.g_00836
OG0000742	Syag.g_01142	Praf.g_00853
OG0000743	Syag.g_01140	Praf.g_00855
OG0000744	Syag.g_01139	Praf.g_00856
OG0000745	Syag.g_01137	Praf.g_00858
OG0000746	Syag.g_01135	Praf.g_00860
OG0000747	Syag.g_01134	Praf.g_00861
OG0000748	Syag.g_01122	Praf.g_00873
OG0000749	Syag.g_01121	Praf.g_00874
OG0000750	Syag.g_01120	Praf.g_00875
OG0000751	Syag.g_01114	Praf.g_00880
OG0000752	Syag.g_01112	Praf.g_00882
OG0000753	Syag.g_01109	Praf.g_00885
OG0000754	Syag.g_01103	Praf.g_00914
OG0000755	Syag.g_01092	Praf.g_00921
OG0000756	Syag.g_01091	Praf.g_00922
OG0000757	Syag.g_01084	Praf.g_00929
OG0000758	Syag.g_01083	Praf.g_00930
OG0000759	Syag.g_01082	Praf.g_00931
OG0000760	Syag.g_01081	Praf.g_00932
OG0000761	Syag.g_01080	Praf.g_00933
OG0000762	Syag.g_01078	Praf.g_00913
OG0000763	Syag.g_01076	Praf.g_00911
OG0000764	Syag.g_01075	Praf.g_00910
OG0000765	Syag.g_01056	Praf.g_00895
OG0000766	Syag.g_01055	Praf.g_00894
OG0000767	Syag.g_01053	Praf.g_00892
OG0000768	Syag.g_01052	Praf.g_00891
OG0000769	Syag.g_01047	Praf.g_00887
OG0000770	Syag.g_01043	Praf.g_00937
OG0000771	Syag.g_00959	Praf.g_01285
OG0000772	Syag.g_02043	Praf.g_00548
OG0000773	Syag.g_01168	Praf.g_00808
OG0000774	Syag.g_01182	Praf.g_00804
OG0000775	Syag.g_01185	Praf.g_00802
OG0000776	Syag.g_01186	Praf.g_00801
OG0000777	Syag.g_01187	Praf.g_00800
OG0000778	Syag.g_01188	Praf.g_00799
OG0000779	Syag.g_01194	Praf.g_00794
OG0000780	Syag.g_01217	Praf.g_00791
OG0000781	Syag.g_01221	Praf.g_00787
OG0000782	Syag.g_01222	Praf.g_00786
OG0000783	Syag.g_01223	Praf.g_00785
OG0000784	Syag.g_01224	Praf.g_00784
OG0000785	Syag.g_01226	Praf.g_00782
OG0000786	Syag.g_01235	Praf.g_00777
OG0000787	Syag.g_01236	Praf.g_00776
OG0000788	Syag.g_00427	Praf.g_01996
OG0000789	Syag.g_00453	Praf.g_01001
OG0000790	Syag.g_01542	Praf.g_00579
OG0000791	Syag.g_01544	Praf.g_00577
OG0000792	Syag.g_01545	Praf.g_00576
OG0000793	Syag.g_01550	Praf.g_00572
OG0000794	Syag.g_01551	Praf.g_00571
OG0000795	Syag.g_01552	Praf.g_00570
OG0000796	Syag.g_01556	Praf.g_00566
OG0000797	Syag.g_01557	Praf.g_00565
OG0000798	Syag.g_02601	Praf.g_02276
OG0000799	Syag.g_01278	Praf.g_01765
OG0000800	Syag.g_01280	Praf.g_01766
OG0000801	Syag.g_01285	Praf.g_01767
OG0000802	Syag.g_01293	Praf.g_01773
OG0000803	Syag.g_01321	Praf.g_01779
OG0000804	Syag.g_01438	Praf.g_01781
OG0000805	Syag.g_01433	Praf.g_01783
OG0000806	Syag.g_01429	Praf.g_01785
OG0000807	Syag.g_01428	Praf.g_01787
OG0000808	Syag.g_01427	Praf.g_01788
OG0000809	Syag.g_01423	Praf.g_01792
OG0000810	Syag.g_01422	Praf.g_01793
OG0000811	Syag.g_01413	Praf.g_01801
OG0000812	Syag.g_01411	Praf.g_01803
OG0000813	Syag.g_01410	Praf.g_01804
OG0000814	Syag.g_01408	Praf.g_01806
OG0000815	Syag.g_01407	Praf.g_01807
OG0000816	Syag.g_01405	Praf.g_01809
OG0000817	Syag.g_01404	Praf.g_01810
OG0000818	Syag.g_01400	Praf.g_01822
OG0000819	Syag.g_01399	Praf.g_01823
OG0000820	Syag.g_01398	Praf.g_01824
OG0000821	Syag.g_01388	Praf.g_01831
OG0000822	Syag.g_01386	Praf.g_01833
OG0000823	Syag.g_01385	Praf.g_01834
OG0000824	Syag.g_01379	Praf.g_01838
OG0000825	Syag.g_01378	Praf.g_01839
OG0000826	Syag.g_01377	Praf.g_01840
OG0000827	Syag.g_01376	Praf.g_01841
OG0000828	Syag.g_01373	Praf.g_01844
OG0000829	Syag.g_01372	Praf.g_01845
OG0000830	Syag.g_01371	Praf.g_01846
OG0000831	Syag.g_01367	Praf.g_01849
OG0000832	Syag.g_01614	Praf.g_00542
OG0000833	Syag.g_01628	Praf.g_00534
OG0000834	Syag.g_01632	Praf.g_00533
OG0000835	Syag.g_01633	Praf.g_00532
OG0000836	Syag.g_01637	Praf.g_00530
OG0000837	Syag.g_01638	Praf.g_00529
OG0000838	Syag.g_01642	Praf.g_00525
OG0000839	Syag.g_01643	Praf.g_00524
OG0000840	Syag.g_01644	Praf.g_00523
OG0000841	Syag.g_01645	Praf.g_00522
OG0000842	Syag.g_01646	Praf.g_00521
OG0000843	Syag.g_01647	Praf.g_00520
OG0000844	Syag.g_01649	Praf.g_00518
OG0000845	Syag.g_01650	Praf.g_00517
OG0000846	Syag.g_01651	Praf.g_00516
OG0000847	Syag.g_01652	Praf.g_00515
OG0000848	Syag.g_01654	Praf.g_00513
OG0000849	Syag.g_01655	Praf.g_00512
OG0000850	Syag.g_01657	Praf.g_00511
OG0000851	Syag.g_01663	Praf.g_00508
OG0000852	Syag.g_01664	Praf.g_00507
OG0000853	Syag.g_01668	Praf.g_00502
OG0000854	Syag.g_01670	Praf.g_00500
OG0000855	Syag.g_01671	Praf.g_00499
OG0000856	Syag.g_00386	Praf.g_01677
OG0000857	Syag.g_00684	Praf.g_01546
OG0000858	Syag.g_01677	Praf.g_00490
OG0000859	Syag.g_01678	Praf.g_00489
OG0000860	Syag.g_01689	Praf.g_00478
OG0000861	Syag.g_01690	Praf.g_00477
OG0000862	Syag.g_01693	Praf.g_00475
OG0000863	Syag.g_01695	Praf.g_00472
OG0000864	Syag.g_01696	Praf.g_00471
OG0000865	Syag.g_01697	Praf.g_00470
OG0000866	Syag.g_01698	Praf.g_00469
OG0000867	Syag.g_01699	Praf.g_00468
OG0000868	Syag.g_01707	Praf.g_00466
OG0000869	Syag.g_01711	Praf.g_00463
OG0000870	Syag.g_01716	Praf.g_00458
OG0000871	Syag.g_01717	Praf.g_00457
OG0000872	Syag.g_01723	Praf.g_00455
OG0000873	Syag.g_01726	Praf.g_00452
OG0000874	Syag.g_01729	Praf.g_00448
OG0000875	Syag.g_01731	Praf.g_00447
OG0000876	Syag.g_01732	Praf.g_00446
OG0000877	Syag.g_01734	Praf.g_00443
OG0000878	Syag.g_01735	Praf.g_00442
OG0000879	Syag.g_02356	Praf.g_00441
OG0000880	Syag.g_01736	Praf.g_00440
OG0000881	Syag.g_01741	Praf.g_00434
OG0000882	Syag.g_01746	Praf.g_00429
OG0000883	Syag.g_01749	Praf.g_00427
OG0000884	Syag.g_01751	Praf.g_00425
OG0000885	Syag.g_01752	Praf.g_00424
OG0000886	Syag.g_01753	Praf.g_00423
OG0000887	Syag.g_01754	Praf.g_00422
OG0000888	Syag.g_01756	Praf.g_00420
OG0000889	Syag.g_01758	Praf.g_00418
OG0000890	Syag.g_01761	Praf.g_00405
OG0000891	Syag.g_01762	Praf.g_00404
OG0000892	Syag.g_01765	Praf.g_00402
OG0000893	Syag.g_02688	Praf.g_02202
OG0000894	Syag.g_02691	Praf.g_02199
OG0000895	Syag.g_02695	Praf.g_02195
OG0000896	Syag.g_02696	Praf.g_02194
OG0000897	Syag.g_02699	Praf.g_02192
OG0000898	Syag.g_02700	Praf.g_02191
OG0000899	Syag.g_02701	Praf.g_02190
OG0000900	Syag.g_02702	Praf.g_02189
OG0000901	Syag.g_02707	Praf.g_02185
OG0000902	Syag.g_02709	Praf.g_02183
OG0000903	Syag.g_02724	Praf.g_02170
OG0000904	Syag.g_02718	Praf.g_02175
OG0000905	Syag.g_02714	Praf.g_02177
OG0000906	Syag.g_02711	Praf.g_02179
OG0000907	Syag.g_02727	Praf.g_02163
OG0000908	Syag.g_02730	Praf.g_02160
OG0000909	Syag.g_02731	Praf.g_02159
OG0000910	Syag.g_02732	Praf.g_02158
OG0000911	Syag.g_02734	Praf.g_02156
OG0000912	Syag.g_02735	Praf.g_02155
OG0000913	Syag.g_02736	Praf.g_02154
OG0000914	Syag.g_02737	Praf.g_02153
OG0000915	Syag.g_02739	Praf.g_02152
OG0000916	Syag.g_02740	Praf.g_02151
OG0000917	Syag.g_02741	Praf.g_02150
OG0000918	Syag.g_02742	Praf.g_02149
OG0000919	Syag.g_02743	Praf.g_02148
OG0000920	Syag.g_02744	Praf.g_02147
OG0000921	Syag.g_02745	Praf.g_02146
OG0000922	Syag.g_02746	Praf.g_02145
OG0000923	Syag.g_02750	Praf.g_02141
OG0000924	Syag.g_02751	Praf.g_02140
OG0000925	Syag.g_02752	Praf.g_02139
OG0000926	Syag.g_02753	Praf.g_02138
OG0000927	Syag.g_02755	Praf.g_02136
OG0000928	Syag.g_02756	Praf.g_02135
OG0000929	Syag.g_02757	Praf.g_02134
OG0000930	Syag.g_02758	Praf.g_02133
OG0000931	Syag.g_02759	Praf.g_02132
OG0000932	Syag.g_02760	Praf.g_02131
OG0000933	Syag.g_02766	Praf.g_02126
OG0000934	Syag.g_02768	Praf.g_02124
OG0000935	Syag.g_02769	Praf.g_02123
OG0000936	Syag.g_02770	Praf.g_02122
OG0000937	Syag.g_02771	Praf.g_02121
OG0000938	Syag.g_02774	Praf.g_02118
OG0000939	Syag.g_02775	Praf.g_02117
OG0000940	Syag.g_02783	Praf.g_02106
OG0000941	Syag.g_02785	Praf.g_02104
OG0000942	Syag.g_02787	Praf.g_02102
OG0000943	Syag.g_02788	Praf.g_02101
OG0000944	Syag.g_02790	Praf.g_02099
OG0000945	Syag.g_02792	Praf.g_02097
OG0000946	Syag.g_02797	Praf.g_02082
OG0000947	Syag.g_02801	Praf.g_02079
OG0000948	Syag.g_02802	Praf.g_02078
OG0000949	Syag.g_02449	Praf.g_02075
OG0000950	Syag.g_02436	Praf.g_02383
OG0000951	Syag.g_02431	Praf.g_02388
OG0000952	Syag.g_02423	Praf.g_02393
OG0000953	Syag.g_02415	Praf.g_02397
OG0000954	Syag.g_02409	Praf.g_00195
OG0000955	Syag.g_02408	Praf.g_00194
OG0000956	Syag.g_02406	Praf.g_00192
OG0000957	Syag.g_02395	Praf.g_00180
OG0000958	Syag.g_02394	Praf.g_00179
OG0000959	Syag.g_02389	Praf.g_00175
OG0000960	Syag.g_02388	Praf.g_00174
OG0000961	Syag.g_02379	Praf.g_00165
OG0000962	Syag.g_02377	Praf.g_00163
OG0000963	Syag.g_02372	Praf.g_00157
OG0000964	Syag.g_02371	Praf.g_00156
OG0000965	Syag.g_02370	Praf.g_00155
OG0000966	Syag.g_02362	Praf.g_00089
OG0000967	Syag.g_02358	Praf.g_00082
OG0000968	Syag.g_02355	Praf.g_00077
OG0000969	Syag.g_02354	Praf.g_00075
OG0000970	Syag.g_02353	Praf.g_00074
OG0000971	Syag.g_02348	Praf.g_00072
OG0000972	Syag.g_02347	Praf.g_00071
OG0000973	Syag.g_02346	Praf.g_00070
OG0000974	Syag.g_02345	Praf.g_00069
OG0000975	Syag.g_02344	Praf.g_00068
OG0000976	Syag.g_02343	Praf.g_00067
OG0000977	Syag.g_02340	Praf.g_00064
OG0000978	Syag.g_02338	Praf.g_00063
OG0000979	Syag.g_02335	Praf.g_00060
OG0000980	Syag.g_02332	Praf.g_00056
OG0000981	Syag.g_02329	Praf.g_00053
OG0000982	Syag.g_02127	Praf.g_02657
OG0000983	Syag.g_02128	Praf.g_02658
OG0000984	Syag.g_02129	Praf.g_02659
OG0000985	Syag.g_02133	Praf.g_02663
OG0000986	Syag.g_02138	Praf.g_02665
OG0000987	Syag.g_02140	Praf.g_02667
OG0000988	Syag.g_02145	Praf.g_02671
OG0000989	Syag.g_02156	Praf.g_02680
OG0000990	Syag.g_02169	Praf.g_02702
OG0000991	Syag.g_02174	Praf.g_02716
OG0000992	Syag.g_02177	Praf.g_02719
OG0000993	Syag.g_02178	Praf.g_02720
OG0000994	Syag.g_02181	Praf.g_02723
OG0000995	Syag.g_02187	Praf.g_02730
OG0000996	Syag.g_02229	Praf.g_02743
OG0000997	Syag.g_02239	Praf.g_02753
OG0000998	Syag.g_02241	Praf.g_02755
OG0000999	Syag.g_02242	Praf.g_02756
OG0001000	Syag.g_02246	Praf.g_02759
OG0001001	Syag.g_02251	Praf.g_02764
OG0001002	Syag.g_02258	Praf.g_02770
OG0001003	Syag.g_02260	Praf.g_02772
OG0001004	Syag.g_02261	Praf.g_02773
OG0001005	Syag.g_02263	Praf.g_02775
OG0001006	Syag.g_02270	Praf.g_02781
OG0001007	Syag.g_02272	Praf.g_02783
OG0001008	Syag.g_00034	Praf.g_01988
OG0001009	Syag.g_02304	Praf.g_00032
OG0001010	Syag.g_02305	Praf.g_00033
OG0001011	Syag.g_02307	Praf.g_00035
OG0001012	Syag.g_02123	Praf.g_02654
OG0001013	Syag.g_02098	Praf.g_02603
OG0001014	Syag.g_02084	Praf.g_02597
OG0001015	Syag.g_02083	Praf.g_02596
OG0001016	Syag.g_01824	Praf.g_00316
OG0001017	Syag.g_01830	Praf.g_00310
OG0001018	Syag.g_01832	Praf.g_00308
OG0001019	Syag.g_01854	Praf.g_00296
OG0001020	Syag.g_01861	Praf.g_00268
OG0001021	Syag.g_01865	Praf.g_00264
OG0001022	Syag.g_01870	Praf.g_00259
OG0001023	Syag.g_01871	Praf.g_00258
OG0001024	Syag.g_01875	Praf.g_00254
OG0001025	Syag.g_01882	Praf.g_00247
OG0001026	Syag.g_01894	Praf.g_00230
OG0001027	Syag.g_01902	Praf.g_00225
OG0001028	Syag.g_01904	Praf.g_00223
OG0001029	Syag.g_01906	Praf.g_00221
OG0001030	Syag.g_01927	Praf.g_02408
OG0001031	Syag.g_02000	Praf.g_02497
OG0001032	Syag.g_02005	Praf.g_02500
OG0001033	Syag.g_02048	Praf.g_02533
OG0001034	Syag.g_01784	Praf.g_00385
OG0001035	Syag.g_02635	Praf.g_02243
OG0001036	Syag.g_02630	Praf.g_02247
OG0001037	Syag.g_02628	Praf.g_02249
OG0001038	Syag.g_02600	Praf.g_02277
OG0001039	Syag.g_02597	Praf.g_02280
OG0001040	Syag.g_02594	Praf.g_02283
OG0001041	Syag.g_02589	Praf.g_02288
OG0001042	Syag.g_02564	Praf.g_02316
OG0001043	Syag.g_02560	Praf.g_02318
OG0001044	Syag.g_02842	Praf.g_02055
OG0001045	Syag.g_02856	Praf.g_02044
OG0001046	Syag.g_00836	Praf.g_00495
OG0001047	Syag.g_00036	Praf.g_01986
OG0001048	Syag.g_00037	Praf.g_01985
OG0001049	Syag.g_00040	Praf.g_01982
OG0001050	Syag.g_00041	Praf.g_01981
OG0001051	Syag.g_00042	Praf.g_01980
OG0001052	Syag.g_01352	Praf.g_01911
OG0001053	Syag.g_01525	Praf.g_00598
OG0001054	Syag.g_01506	Praf.g_00615
OG0001055	Syag.g_01485	Praf.g_00636
OG0001056	Syag.g_01449	Praf.g_00665
OG0001057	Syag.g_01241	Praf.g_00675
OG0001058	Syag.g_00271	Praf.g_00689
OG0001059	Syag.g_00275	Praf.g_00693
OG0001060	Syag.g_00282	Praf.g_00700
OG0001061	Syag.g_00302	Praf.g_00717
OG0001062	Syag.g_00304	Praf.g_00719
OG0001063	Syag.g_00310	Praf.g_00723
OG0001064	Syag.g_00311	Praf.g_00724
OG0001065	Syag.g_00312	Praf.g_00725
OG0001066	Syag.g_00313	Praf.g_00726
OG0001067	Syag.g_00314	Praf.g_00728
OG0001068	Syag.g_00315	Praf.g_00729
OG0001069	Syag.g_00317	Praf.g_00730
OG0001070	Syag.g_00321	Praf.g_00734
OG0001071	Syag.g_00322	Praf.g_00735
OG0001072	Syag.g_00327	Praf.g_00738
OG0001073	Syag.g_00342	Praf.g_00758
OG0001074	Syag.g_00467	Praf.g_01659
OG0001075	Syag.g_00362	Praf.g_01661
OG0001076	Syag.g_00378	Praf.g_01669
OG0001077	Syag.g_00388	Praf.g_01680
OG0001078	Syag.g_00411	Praf.g_01693
OG0001079	Syag.g_00428	Praf.g_01713
OG0001080	Syag.g_00495	Praf.g_01722
OG0001081	Syag.g_00551	Praf.g_01728
OG0001082	Syag.g_00552	Praf.g_01729
OG0001083	Syag.g_00565	Praf.g_01737
OG0001084	Syag.g_00569	Praf.g_01738
OG0001085	Syag.g_00592	Praf.g_01749
OG0001086	Syag.g_00594	Praf.g_01751
OG0001087	Syag.g_01018	Praf.g_01225
OG0001088	Syag.g_01016	Praf.g_01221
OG0001089	Syag.g_00986	Praf.g_01124
OG0001090	Syag.g_00922	Praf.g_01303
OG0001091	Syag.g_00919	Praf.g_01305
OG0001092	Syag.g_00917	Praf.g_01307
OG0001093	Syag.g_00910	Praf.g_01311
OG0001094	Syag.g_00661	Praf.g_01524
OG0001095	Syag.g_00681	Praf.g_01543
OG0001096	Syag.g_00703	Praf.g_01560
OG0001097	Syag.g_00729	Praf.g_01602
OG0001098	Syag.g_00744	Praf.g_01444
OG0001099	Syag.g_01905	Praf.g_00222
OG0001101	Syag.g_00603	Praf.g_01455
OG0001102	Syag.g_00606	Praf.g_01458
OG0001103	Syag.g_00608	Praf.g_01460
OG0001104	Syag.g_00642	Praf.g_01511
OG0001105	Syag.g_00646	Praf.g_01506
OG0001106	Syag.g_00796	Praf.g_01404
OG0001107	Syag.g_00808	Praf.g_01394
OG0001108	Syag.g_00817	Praf.g_01387
OG0001109	Syag.g_00819	Praf.g_01385
OG0001110	Syag.g_00821	Praf.g_01382
OG0001111	Syag.g_00823	Praf.g_01380
OG0001112	Syag.g_00825	Praf.g_01378
OG0001113	Syag.g_00826	Praf.g_01377
OG0001114	Syag.g_00827	Praf.g_01376
OG0001115	Syag.g_00831	Praf.g_01374
OG0001116	Syag.g_00833	Praf.g_01372
OG0001117	Syag.g_00834	Praf.g_01371
OG0001118	Syag.g_00835	Praf.g_01370
OG0001119	Syag.g_00837	Praf.g_01369
OG0001120	Syag.g_00841	Praf.g_01366
OG0001122	Syag.g_00867	Praf.g_01340
OG0001123	Syag.g_00875	Praf.g_01333
OG0001124	Syag.g_00877	Praf.g_01331
OG0001125	Syag.g_00879	Praf.g_01329
OG0001126	Syag.g_00957	Praf.g_01287
OG0001127	Syag.g_00958	Praf.g_01286
OG0001128	Syag.g_00961	Praf.g_01283
OG0001129	Syag.g_00963	Praf.g_01281
OG0001130	Syag.g_00964	Praf.g_01280
OG0001131	Syag.g_00624	Praf.g_01296
OG0001132	Syag.g_00096	Praf.g_01652
OG0001133	Syag.g_00380	Praf.g_01671
OG0001134	Syag.g_02164	Praf.g_02690
OG0001135	Syag.g_00147	Praf.g_02692
OG0001136	Syag.g_01144	Praf.g_00852
OG0001137	Syag.g_01123	Praf.g_00872
OG0001138	Syag.g_01090	Praf.g_00923
OG0001139	Syag.g_01088	Praf.g_00925
OG0001140	Syag.g_01087	Praf.g_00926
OG0001141	Syag.g_01086	Praf.g_00927
OG0001142	Syag.g_01085	Praf.g_00928
OG0001143	Syag.g_01077	Praf.g_00912
OG0001144	Syag.g_01064	Praf.g_00904
OG0001145	Syag.g_01169	Praf.g_00806
OG0001146	Syag.g_01218	Praf.g_00790
OG0001147	Syag.g_01360	Praf.g_01897
OG0001148	Syag.g_01539	Praf.g_00582
OG0001149	Syag.g_01540	Praf.g_00581
