Orthogroup	Syag	Prbg
OG0000566	Syag.g_00288	Prbg.g_00282
OG0000567	Syag.g_00292	Prbg.g_00286
OG0000568	Syag.g_00295	Prbg.g_00287
OG0000569	Syag.g_00296	Prbg.g_00288
OG0000570	Syag.g_00297	Prbg.g_00289
OG0000571	Syag.g_00301	Prbg.g_00291
OG0000572	Syag.g_00251, Syag.g_00320	Prbg.g_00305
OG0000573	Syag.g_00329	Prbg.g_00311
OG0000574	Syag.g_00330	Prbg.g_00312
OG0000575	Syag.g_00335	Prbg.g_00316
OG0000576	Syag.g_00337	Prbg.g_00318
OG0000577	Syag.g_00338	Prbg.g_00319
OG0000578	Syag.g_00339	Prbg.g_00320
OG0000579	Syag.g_00340	Prbg.g_00321
OG0000580	Syag.g_00341	Prbg.g_00322
OG0000581	Syag.g_00348	Prbg.g_00325
OG0000582	Syag.g_00353	Prbg.g_00328
OG0000583	Syag.g_00354	Prbg.g_00329
OG0000584	Syag.g_00355	Prbg.g_00330
OG0000585	Syag.g_00357	Prbg.g_00332
OG0000586	Syag.g_00358	Prbg.g_00333
OG0000587	Syag.g_00360	Prbg.g_00334
OG0000588	Syag.g_00371	Prbg.g_00338
OG0000589	Syag.g_00375	Prbg.g_00340
OG0000590	Syag.g_00376	Prbg.g_00341
OG0000591	Syag.g_00383	Prbg.g_00345
OG0000592	Syag.g_00384	Prbg.g_00346
OG0000593	Syag.g_00406	Prbg.g_01425
OG0000594	Syag.g_00407	Prbg.g_01424
OG0000595	Syag.g_00408	Prbg.g_01423
OG0000596	Syag.g_00413	Prbg.g_01419
OG0000597	Syag.g_00416	Prbg.g_01416
OG0000598	Syag.g_00417	Prbg.g_01415
OG0000599	Syag.g_00424	Prbg.g_01412
OG0000600	Syag.g_00425	Prbg.g_01411
OG0000601	Syag.g_00426	Prbg.g_01410
OG0000602	Syag.g_00431	Prbg.g_01408
OG0000603	Syag.g_00432	Prbg.g_01407
OG0000604	Syag.g_00434	Prbg.g_01406
OG0000605	Syag.g_00522	Prbg.g_01405
OG0000606	Syag.g_00550	Prbg.g_01402
OG0000607	Syag.g_00553	Prbg.g_01399
OG0000608	Syag.g_00554	Prbg.g_01398
OG0000609	Syag.g_00556	Prbg.g_01397
OG0000610	Syag.g_00580	Prbg.g_01391
OG0000611	Syag.g_00583	Prbg.g_01388
OG0000612	Syag.g_00584	Prbg.g_01387
OG0000613	Syag.g_02533	Prbg.g_01114
OG0000614	Syag.g_01004	Prbg.g_01135
OG0000615	Syag.g_00630	Prbg.g_01146
OG0000616	Syag.g_02255	Prbg.g_01939
OG0000617	Syag.g_00915	Prbg.g_01371
OG0000618	Syag.g_00914	Prbg.g_01370
OG0000619	Syag.g_00913	Prbg.g_01369
OG0000620	Syag.g_00906	Prbg.g_01366
OG0000621	Syag.g_00905	Prbg.g_01365
OG0000622	Syag.g_00904	Prbg.g_01364
OG0000623	Syag.g_00903	Prbg.g_01363
OG0000624	Syag.g_00901	Prbg.g_01361
OG0000625	Syag.g_00900	Prbg.g_01360
OG0000626	Syag.g_00899	Prbg.g_01359
OG0000627	Syag.g_00756	Prbg.g_01358
OG0000628	Syag.g_00757	Prbg.g_01357
OG0000629	Syag.g_00761	Prbg.g_01356
OG0000630	Syag.g_00765	Prbg.g_01353
OG0000631	Syag.g_00772	Prbg.g_01260
OG0000632	Syag.g_00773	Prbg.g_01261
OG0000633	Syag.g_00774	Prbg.g_01262
OG0000634	Syag.g_00663	Prbg.g_01155
OG0000635	Syag.g_00664	Prbg.g_01156
OG0000636	Syag.g_00666	Prbg.g_01158
OG0000637	Syag.g_00668	Prbg.g_01160
OG0000638	Syag.g_00669	Prbg.g_01161
OG0000639	Syag.g_00670	Prbg.g_01162
OG0000640	Syag.g_00671	Prbg.g_01163
OG0000641	Syag.g_00675	Prbg.g_01167
OG0000642	Syag.g_00676	Prbg.g_01168
OG0000643	Syag.g_00677	Prbg.g_01169
OG0000644	Syag.g_00678	Prbg.g_01170
OG0000645	Syag.g_00680	Prbg.g_01171
OG0000646	Syag.g_00683	Prbg.g_01173
OG0000647	Syag.g_00685	Prbg.g_01175
OG0000648	Syag.g_00694	Prbg.g_01177
OG0000649	Syag.g_00695	Prbg.g_01178
OG0000650	Syag.g_00696	Prbg.g_01179
OG0000651	Syag.g_00697	Prbg.g_01180
OG0000652	Syag.g_00698	Prbg.g_01181
OG0000653	Syag.g_00700	Prbg.g_01183
OG0000654	Syag.g_00701	Prbg.g_01184
OG0000655	Syag.g_00702	Prbg.g_01185
OG0000656	Syag.g_00705	Prbg.g_01188
OG0000657	Syag.g_00719	Prbg.g_01196
OG0000658	Syag.g_00721	Prbg.g_01198
OG0000659	Syag.g_00722	Prbg.g_01199
OG0000660	Syag.g_00726	Prbg.g_01203
OG0000661	Syag.g_00728	Prbg.g_01205
OG0000662	Syag.g_00730	Prbg.g_01207
OG0000663	Syag.g_00733	Prbg.g_01209
OG0000664	Syag.g_00734	Prbg.g_01210
OG0000665	Syag.g_00456	Prbg.g_01216
OG0000666	Syag.g_00445	Prbg.g_01217
OG0000667	Syag.g_00574	Prbg.g_01221
OG0000668	Syag.g_00868	Prbg.g_01062
OG0000669	Syag.g_00600	Prbg.g_01073
OG0000670	Syag.g_00399	Prbg.g_01076
OG0000671	Syag.g_00604	Prbg.g_01079
OG0000672	Syag.g_00607	Prbg.g_01082
OG0000673	Syag.g_00610	Prbg.g_01085
OG0000674	Syag.g_00612	Prbg.g_01087
OG0000675	Syag.g_00613	Prbg.g_01088
OG0000676	Syag.g_00615	Prbg.g_01090
OG0000677	Syag.g_00616	Prbg.g_01091
OG0000678	Syag.g_00622	Prbg.g_01093
OG0000679	Syag.g_00633	Prbg.g_01097
OG0000680	Syag.g_00634	Prbg.g_01098
OG0000681	Syag.g_00637	Prbg.g_01101
OG0000682	Syag.g_00638	Prbg.g_01102
OG0000683	Syag.g_00639	Prbg.g_01103
OG0000684	Syag.g_00641	Prbg.g_01105
OG0000685	Syag.g_00643	Prbg.g_01107
OG0000686	Syag.g_00644	Prbg.g_01108
OG0000687	Syag.g_00645	Prbg.g_01109
OG0000688	Syag.g_00651	Prbg.g_01383
OG0000689	Syag.g_00653	Prbg.g_01382
OG0000690	Syag.g_00654	Prbg.g_01381
OG0000691	Syag.g_00655	Prbg.g_01380
OG0000692	Syag.g_00656	Prbg.g_01378
OG0000693	Syag.g_00658	Prbg.g_01377
OG0000694	Syag.g_00659	Prbg.g_01376
OG0000695	Syag.g_00776	Prbg.g_01264
OG0000696	Syag.g_00777	Prbg.g_01265
OG0000697	Syag.g_00778	Prbg.g_01266
OG0000698	Syag.g_00781	Prbg.g_01269
OG0000699	Syag.g_00782	Prbg.g_01270
OG0000700	Syag.g_00783	Prbg.g_01271
OG0000701	Syag.g_00784	Prbg.g_01272
OG0000702	Syag.g_00792	Prbg.g_01274
OG0000703	Syag.g_00793	Prbg.g_01275
OG0000704	Syag.g_00795	Prbg.g_01277
OG0000705	Syag.g_00802	Prbg.g_01280
OG0000706	Syag.g_00803	Prbg.g_01281
OG0000707	Syag.g_00804	Prbg.g_01282
OG0000708	Syag.g_00807	Prbg.g_01284
OG0000709	Syag.g_00816	Prbg.g_01288
OG0000710	Syag.g_00820	Prbg.g_01291
OG0000711	Syag.g_00848	Prbg.g_01309
OG0000712	Syag.g_00850	Prbg.g_01310
OG0000713	Syag.g_00851	Prbg.g_01311
OG0000714	Syag.g_00853	Prbg.g_01312
OG0000715	Syag.g_00855	Prbg.g_01314
OG0000716	Syag.g_00859	Prbg.g_01316
OG0000717	Syag.g_00860	Prbg.g_01317
OG0000718	Syag.g_00864	Prbg.g_01321
OG0000719	Syag.g_00866	Prbg.g_01323
OG0000720	Syag.g_00880	Prbg.g_01335
OG0000721	Syag.g_00882	Prbg.g_01339
OG0000722	Syag.g_00883	Prbg.g_01340
OG0000723	Syag.g_00897	Prbg.g_01344
OG0000724	Syag.g_00967	Prbg.g_01239
OG0000725	Syag.g_00978	Prbg.g_01233
OG0000726	Syag.g_00979	Prbg.g_01232
OG0000727	Syag.g_00980	Prbg.g_01231
OG0000728	Syag.g_00982	Prbg.g_01229
OG0000729	Syag.g_02376	Prbg.g_00455
OG0000730	Syag.g_02840	Prbg.g_01528
OG0000731	Syag.g_02853	Prbg.g_00123
OG0000732	Syag.g_02331	Prbg.g_01890
OG0000733	Syag.g_00145	Prbg.g_00750
OG0000734	Syag.g_01892	Prbg.g_01502
OG0000735	Syag.g_01159	Prbg.g_01500
OG0000736	Syag.g_01158	Prbg.g_01499
OG0000737	Syag.g_01157	Prbg.g_01498
OG0000738	Syag.g_01152	Prbg.g_01494
OG0000739	Syag.g_01149	Prbg.g_01493
OG0000740	Syag.g_01148	Prbg.g_01492
OG0000741	Syag.g_01145	Prbg.g_01490
OG0000742	Syag.g_01142	Prbg.g_01487
OG0000743	Syag.g_01140	Prbg.g_01485
OG0000744	Syag.g_01139	Prbg.g_01484
OG0000745	Syag.g_01137	Prbg.g_01483
OG0000746	Syag.g_01135	Prbg.g_01481
OG0000747	Syag.g_01134	Prbg.g_01480
OG0000748	Syag.g_01122	Prbg.g_01476
OG0000749	Syag.g_01121	Prbg.g_01475
OG0000750	Syag.g_01120	Prbg.g_01474
OG0000751	Syag.g_01114	Prbg.g_01471
OG0000752	Syag.g_01112	Prbg.g_01469
OG0000753	Syag.g_01109	Prbg.g_01467
OG0000754	Syag.g_01103	Prbg.g_01464
OG0000755	Syag.g_01092	Prbg.g_01458
OG0000756	Syag.g_01091	Prbg.g_01457
OG0000757	Syag.g_01084	Prbg.g_01450
OG0000758	Syag.g_01083	Prbg.g_01449
OG0000759	Syag.g_01082	Prbg.g_01448
OG0000760	Syag.g_01081	Prbg.g_01447
OG0000761	Syag.g_01080	Prbg.g_01446
OG0000762	Syag.g_01078	Prbg.g_01445
OG0000763	Syag.g_01076	Prbg.g_01443
OG0000764	Syag.g_01075	Prbg.g_01442
OG0000765	Syag.g_01056	Prbg.g_01434
OG0000766	Syag.g_01055	Prbg.g_01433
OG0000767	Syag.g_01053	Prbg.g_01431
OG0000768	Syag.g_01052	Prbg.g_01430
OG0000769	Syag.g_01047	Prbg.g_01428
OG0000770	Syag.g_01043	Prbg.g_00351
OG0000771	Syag.g_00959	Prbg.g_00687
OG0000772	Syag.g_02043	Prbg.g_01576
OG0000773	Syag.g_01168	Prbg.g_00468
OG0000774	Syag.g_01182	Prbg.g_00470
OG0000775	Syag.g_01185	Prbg.g_00472
OG0000776	Syag.g_01186	Prbg.g_00473
OG0000777	Syag.g_01187	Prbg.g_00474
OG0000778	Syag.g_01188	Prbg.g_00475
OG0000779	Syag.g_01194	Prbg.g_00479
OG0000780	Syag.g_01217	Prbg.g_00480
OG0000781	Syag.g_01221	Prbg.g_00484
OG0000782	Syag.g_01222	Prbg.g_00485
OG0000783	Syag.g_01223	Prbg.g_00486
OG0000784	Syag.g_01224	Prbg.g_00487
OG0000785	Syag.g_01226	Prbg.g_00489
OG0000786	Syag.g_01235	Prbg.g_00492
OG0000787	Syag.g_01236	Prbg.g_00493
OG0000788	Syag.g_00427	Prbg.g_00218
OG0000789	Syag.g_00453	Prbg.g_00690
OG0000790	Syag.g_01542	Prbg.g_00534
OG0000791	Syag.g_01544	Prbg.g_00536
OG0000792	Syag.g_01545	Prbg.g_00537
OG0000793	Syag.g_01550	Prbg.g_00540
OG0000794	Syag.g_01551	Prbg.g_00541
OG0000795	Syag.g_01552	Prbg.g_00542
OG0000796	Syag.g_01556	Prbg.g_00546
OG0000797	Syag.g_01557	Prbg.g_00547
OG0000799	Syag.g_01278	Prbg.g_00574
OG0000800	Syag.g_01280	Prbg.g_00575
OG0000801	Syag.g_01285	Prbg.g_00576
OG0000802	Syag.g_01293	Prbg.g_00578
OG0000803	Syag.g_01321	Prbg.g_00580
OG0000804	Syag.g_01438	Prbg.g_00581
OG0000805	Syag.g_01433	Prbg.g_00583
OG0000806	Syag.g_01429	Prbg.g_00585
OG0000807	Syag.g_01428	Prbg.g_00586
OG0000808	Syag.g_01427	Prbg.g_00587
OG0000809	Syag.g_01423	Prbg.g_00589
OG0000810	Syag.g_01422	Prbg.g_00590
OG0000811	Syag.g_01413	Prbg.g_00594
OG0000812	Syag.g_01411	Prbg.g_00596
OG0000813	Syag.g_01410	Prbg.g_00597
OG0000814	Syag.g_01408	Prbg.g_00599
OG0000815	Syag.g_01407	Prbg.g_00600
OG0000816	Syag.g_01405	Prbg.g_00602
OG0000817	Syag.g_01404	Prbg.g_00603
OG0000818	Syag.g_01400	Prbg.g_00608
OG0000819	Syag.g_01399	Prbg.g_00609
OG0000820	Syag.g_01398	Prbg.g_00610
OG0000821	Syag.g_01388	Prbg.g_00614
OG0000822	Syag.g_01386	Prbg.g_00615
OG0000823	Syag.g_01385	Prbg.g_00616
OG0000824	Syag.g_01379	Prbg.g_00619
OG0000825	Syag.g_01378	Prbg.g_00620
OG0000826	Syag.g_01377	Prbg.g_00621
OG0000827	Syag.g_01376	Prbg.g_00622
OG0000828	Syag.g_01373	Prbg.g_00625
OG0000829	Syag.g_01372	Prbg.g_00626
OG0000830	Syag.g_01371	Prbg.g_00627
OG0000831	Syag.g_01367	Prbg.g_00629
OG0000832	Syag.g_01614	Prbg.g_00639
OG0000833	Syag.g_01628	Prbg.g_00648
OG0000834	Syag.g_01632	Prbg.g_00649
OG0000835	Syag.g_01633	Prbg.g_00650
OG0000836	Syag.g_01637	Prbg.g_00651
OG0000837	Syag.g_01638	Prbg.g_00652
OG0000838	Syag.g_01642	Prbg.g_00654
OG0000839	Syag.g_01643	Prbg.g_00655
OG0000840	Syag.g_01644	Prbg.g_00656
OG0000841	Syag.g_01645	Prbg.g_00657
OG0000842	Syag.g_01646	Prbg.g_00658
OG0000843	Syag.g_01647	Prbg.g_00659
OG0000844	Syag.g_01649	Prbg.g_00660
OG0000845	Syag.g_01650	Prbg.g_00661
OG0000846	Syag.g_01651	Prbg.g_00662
OG0000847	Syag.g_01652	Prbg.g_00663
OG0000848	Syag.g_01654	Prbg.g_00664
OG0000849	Syag.g_01655	Prbg.g_00665
OG0000850	Syag.g_01657	Prbg.g_00667
OG0000851	Syag.g_01663	Prbg.g_00668
OG0000852	Syag.g_01664	Prbg.g_00669
OG0000853	Syag.g_01668	Prbg.g_00675
OG0000854	Syag.g_01670	Prbg.g_00677
OG0000855	Syag.g_01671	Prbg.g_00678
OG0000856	Syag.g_00386	Prbg.g_00348
OG0000857	Syag.g_00684	Prbg.g_01174
OG0000858	Syag.g_01677	Prbg.g_01643
OG0000859	Syag.g_01678	Prbg.g_01644
OG0000860	Syag.g_01689	Prbg.g_01652
OG0000861	Syag.g_01690	Prbg.g_01653
OG0000862	Syag.g_01693	Prbg.g_01654
OG0000863	Syag.g_01695	Prbg.g_01656
OG0000864	Syag.g_01696	Prbg.g_01657
OG0000865	Syag.g_01697	Prbg.g_01658
OG0000866	Syag.g_01698	Prbg.g_01659
OG0000867	Syag.g_01699	Prbg.g_01660
OG0000868	Syag.g_01707	Prbg.g_01662
OG0000869	Syag.g_01711	Prbg.g_01665
OG0000870	Syag.g_01716	Prbg.g_01670
OG0000871	Syag.g_01717	Prbg.g_01671
OG0000872	Syag.g_01723	Prbg.g_01672
OG0000873	Syag.g_01726	Prbg.g_01675
OG0000874	Syag.g_01729	Prbg.g_01678
OG0000875	Syag.g_01731	Prbg.g_01679
OG0000876	Syag.g_01732	Prbg.g_01680
OG0000877	Syag.g_01734	Prbg.g_01682
OG0000878	Syag.g_01735	Prbg.g_01683
OG0000879	Syag.g_02356	Prbg.g_01684
OG0000880	Syag.g_01736	Prbg.g_01685
OG0000881	Syag.g_01741	Prbg.g_01689
OG0000882	Syag.g_01746	Prbg.g_01694
OG0000883	Syag.g_01749	Prbg.g_01696
OG0000884	Syag.g_01751	Prbg.g_01698
OG0000885	Syag.g_01752	Prbg.g_01699
OG0000886	Syag.g_01753	Prbg.g_01700
OG0000887	Syag.g_01754	Prbg.g_01701
OG0000888	Syag.g_01756	Prbg.g_01703
OG0000889	Syag.g_01758	Prbg.g_01705
OG0000890	Syag.g_01761	Prbg.g_01706
OG0000891	Syag.g_01762	Prbg.g_01707
OG0000892	Syag.g_01765	Prbg.g_01709
OG0000893	Syag.g_02688	Prbg.g_01713
OG0000894	Syag.g_02691	Prbg.g_01716
OG0000895	Syag.g_02695	Prbg.g_01720
OG0000896	Syag.g_02696	Prbg.g_01721
OG0000897	Syag.g_02699	Prbg.g_01723
OG0000898	Syag.g_02700	Prbg.g_01724
OG0000899	Syag.g_02701	Prbg.g_01725
OG0000900	Syag.g_02702	Prbg.g_01726
OG0000901	Syag.g_02707	Prbg.g_01729
OG0000902	Syag.g_02709	Prbg.g_01731
OG0000903	Syag.g_02724	Prbg.g_01735
OG0000904	Syag.g_02718	Prbg.g_01739
OG0000905	Syag.g_02714	Prbg.g_01733
OG0000906	Syag.g_02711	Prbg.g_01732
OG0000907	Syag.g_02727	Prbg.g_01742
OG0000908	Syag.g_02730	Prbg.g_01745
OG0000909	Syag.g_02731	Prbg.g_01746
OG0000910	Syag.g_02732	Prbg.g_01747
OG0000911	Syag.g_02734	Prbg.g_01749
OG0000912	Syag.g_02735	Prbg.g_01750
OG0000913	Syag.g_02736	Prbg.g_01751
OG0000914	Syag.g_02737	Prbg.g_01752
OG0000915	Syag.g_02739	Prbg.g_01753
OG0000916	Syag.g_02740	Prbg.g_01754
OG0000917	Syag.g_02741	Prbg.g_01755
OG0000918	Syag.g_02742	Prbg.g_01756
OG0000919	Syag.g_02743	Prbg.g_01757
OG0000920	Syag.g_02744	Prbg.g_01758
OG0000921	Syag.g_02745	Prbg.g_01759
OG0000922	Syag.g_02746	Prbg.g_01760
OG0000923	Syag.g_02750	Prbg.g_01764
OG0000924	Syag.g_02751	Prbg.g_01765
OG0000925	Syag.g_02752	Prbg.g_01766
OG0000926	Syag.g_02753	Prbg.g_01767
OG0000927	Syag.g_02755	Prbg.g_01769
OG0000928	Syag.g_02756	Prbg.g_01770
OG0000929	Syag.g_02757	Prbg.g_01771
OG0000930	Syag.g_02758	Prbg.g_01772
OG0000931	Syag.g_02759	Prbg.g_01773
OG0000932	Syag.g_02760	Prbg.g_01774
OG0000933	Syag.g_02766	Prbg.g_01778
OG0000934	Syag.g_02768	Prbg.g_01780
OG0000935	Syag.g_02769	Prbg.g_01781
OG0000936	Syag.g_02770	Prbg.g_01782
OG0000937	Syag.g_02771	Prbg.g_01783
OG0000938	Syag.g_02774	Prbg.g_01786
OG0000939	Syag.g_02775	Prbg.g_01787
OG0000940	Syag.g_02783	Prbg.g_01794
OG0000941	Syag.g_02785	Prbg.g_01796
OG0000942	Syag.g_02787	Prbg.g_01798
OG0000943	Syag.g_02788	Prbg.g_01799
OG0000944	Syag.g_02790	Prbg.g_01801
OG0000945	Syag.g_02792	Prbg.g_01802
OG0000946	Syag.g_02797	Prbg.g_01807
OG0000947	Syag.g_02801	Prbg.g_01809
OG0000948	Syag.g_02802	Prbg.g_01810
OG0000949	Syag.g_02449	Prbg.g_01813
OG0000950	Syag.g_02436	Prbg.g_01820
OG0000951	Syag.g_02431	Prbg.g_01824
OG0000952	Syag.g_02423	Prbg.g_01828
OG0000953	Syag.g_02415	Prbg.g_01832
OG0000954	Syag.g_02409	Prbg.g_01836
OG0000955	Syag.g_02408	Prbg.g_01837
OG0000956	Syag.g_02406	Prbg.g_01839
OG0000957	Syag.g_02395	Prbg.g_01845
OG0000958	Syag.g_02394	Prbg.g_01846
OG0000959	Syag.g_02389	Prbg.g_01850
OG0000960	Syag.g_02388	Prbg.g_01851
OG0000961	Syag.g_02379	Prbg.g_01854
OG0000962	Syag.g_02377	Prbg.g_01856
OG0000963	Syag.g_02372	Prbg.g_01860
OG0000964	Syag.g_02371	Prbg.g_01861
OG0000965	Syag.g_02370	Prbg.g_01862
OG0000966	Syag.g_02362	Prbg.g_01868
OG0000967	Syag.g_02358	Prbg.g_01872
OG0000968	Syag.g_02355	Prbg.g_01874
OG0000969	Syag.g_02354	Prbg.g_01875
OG0000970	Syag.g_02353	Prbg.g_01876
OG0000971	Syag.g_02348	Prbg.g_01877
OG0000972	Syag.g_02347	Prbg.g_01878
OG0000973	Syag.g_02346	Prbg.g_01879
OG0000974	Syag.g_02345	Prbg.g_01880
OG0000975	Syag.g_02344	Prbg.g_01881
OG0000976	Syag.g_02343	Prbg.g_01882
OG0000977	Syag.g_02340	Prbg.g_01883
OG0000978	Syag.g_02338	Prbg.g_01884
OG0000979	Syag.g_02335	Prbg.g_01887
OG0000980	Syag.g_02332	Prbg.g_01889
OG0000981	Syag.g_02329	Prbg.g_01892
OG0000982	Syag.g_02127	Prbg.g_01894
OG0000983	Syag.g_02128	Prbg.g_01895
OG0000984	Syag.g_02129	Prbg.g_01896
OG0000985	Syag.g_02133	Prbg.g_01899
OG0000986	Syag.g_02138	Prbg.g_01901
OG0000987	Syag.g_02140	Prbg.g_01902
OG0000988	Syag.g_02145	Prbg.g_01905
OG0000989	Syag.g_02156	Prbg.g_01909
OG0000990	Syag.g_02169	Prbg.g_01913
OG0000991	Syag.g_02174	Prbg.g_01914
OG0000992	Syag.g_02177	Prbg.g_01917
OG0000993	Syag.g_02178	Prbg.g_01918
OG0000994	Syag.g_02181	Prbg.g_01919
OG0000995	Syag.g_02187	Prbg.g_01923
OG0000996	Syag.g_02229	Prbg.g_01924
OG0000997	Syag.g_02239	Prbg.g_01927
OG0000998	Syag.g_02241	Prbg.g_01929
OG0000999	Syag.g_02242	Prbg.g_01930
OG0001000	Syag.g_02246	Prbg.g_01933
OG0001001	Syag.g_02251	Prbg.g_01936
OG0001002	Syag.g_02258	Prbg.g_00758
OG0001003	Syag.g_02260	Prbg.g_00759
OG0001004	Syag.g_02261	Prbg.g_00760
OG0001005	Syag.g_02263	Prbg.g_00761
OG0001006	Syag.g_02270	Prbg.g_00765
OG0001007	Syag.g_02272	Prbg.g_00767
OG0001008	Syag.g_00034	Prbg.g_00157
OG0001009	Syag.g_02304	Prbg.g_00847
OG0001010	Syag.g_02305	Prbg.g_00846
OG0001011	Syag.g_02307	Prbg.g_00844
OG0001012	Syag.g_02123	Prbg.g_00830
OG0001013	Syag.g_02098	Prbg.g_00823
OG0001014	Syag.g_02084	Prbg.g_00820
OG0001015	Syag.g_02083	Prbg.g_00818
OG0001016	Syag.g_01824	Prbg.g_00796
OG0001017	Syag.g_01830	Prbg.g_00792
OG0001018	Syag.g_01832	Prbg.g_00790
OG0001019	Syag.g_01854	Prbg.g_00781
OG0001020	Syag.g_01861	Prbg.g_00780
OG0001021	Syag.g_01865	Prbg.g_00861
OG0001022	Syag.g_01870	Prbg.g_00864
OG0001023	Syag.g_01871	Prbg.g_00865
OG0001024	Syag.g_01875	Prbg.g_00869
OG0001025	Syag.g_01882	Prbg.g_00876
OG0001026	Syag.g_01894	Prbg.g_00885
OG0001027	Syag.g_01902	Prbg.g_00886
OG0001028	Syag.g_01904	Prbg.g_00888
OG0001029	Syag.g_01906	Prbg.g_00889
OG0001030	Syag.g_01927	Prbg.g_00905
OG0001031	Syag.g_02000	Prbg.g_00965
OG0001032	Syag.g_02005	Prbg.g_00966
OG0001033	Syag.g_02048	Prbg.g_00987
OG0001034	Syag.g_01784	Prbg.g_01018
OG0001035	Syag.g_02635	Prbg.g_01038
OG0001036	Syag.g_02630	Prbg.g_01042
OG0001037	Syag.g_02628	Prbg.g_01043
OG0001038	Syag.g_02600	Prbg.g_00057
OG0001039	Syag.g_02597	Prbg.g_00060
OG0001040	Syag.g_02594	Prbg.g_00062
OG0001041	Syag.g_02589	Prbg.g_00067
OG0001042	Syag.g_02564	Prbg.g_00084
OG0001043	Syag.g_02560	Prbg.g_00085
OG0001044	Syag.g_02842	Prbg.g_00116
OG0001045	Syag.g_02856	Prbg.g_00125
OG0001046	Syag.g_00836	Prbg.g_01602
OG0001047	Syag.g_00036	Prbg.g_00159
OG0001048	Syag.g_00037	Prbg.g_00160
OG0001049	Syag.g_00040	Prbg.g_00162
OG0001050	Syag.g_00041	Prbg.g_00163
OG0001051	Syag.g_00042	Prbg.g_00164
OG0001052	Syag.g_01352	Prbg.g_00190
OG0001053	Syag.g_01525	Prbg.g_00202
OG0001054	Syag.g_01506	Prbg.g_00217
OG0001055	Syag.g_01485	Prbg.g_00236
OG0001056	Syag.g_01449	Prbg.g_00253
OG0001057	Syag.g_01241	Prbg.g_00258
OG0001058	Syag.g_00271	Prbg.g_00267
OG0001059	Syag.g_00275	Prbg.g_00271
OG0001060	Syag.g_00282	Prbg.g_00277
OG0001061	Syag.g_00302	Prbg.g_00292
OG0001062	Syag.g_00304	Prbg.g_00294
OG0001063	Syag.g_00310	Prbg.g_00296
OG0001064	Syag.g_00311	Prbg.g_00297
OG0001065	Syag.g_00312	Prbg.g_00298
OG0001066	Syag.g_00313	Prbg.g_00299
OG0001067	Syag.g_00314	Prbg.g_00300
OG0001068	Syag.g_00315	Prbg.g_00301
OG0001069	Syag.g_00317	Prbg.g_00302
OG0001070	Syag.g_00321	Prbg.g_00306
OG0001071	Syag.g_00322	Prbg.g_00307
OG0001072	Syag.g_00327	Prbg.g_00309
OG0001073	Syag.g_00342	Prbg.g_00323
OG0001074	Syag.g_00467	Prbg.g_00335
OG0001075	Syag.g_00362	Prbg.g_00336
OG0001076	Syag.g_00378	Prbg.g_00343
OG0001077	Syag.g_00388	Prbg.g_00349
OG0001078	Syag.g_00411	Prbg.g_01421
OG0001079	Syag.g_00428	Prbg.g_01409
OG0001080	Syag.g_00495	Prbg.g_01403
OG0001081	Syag.g_00551	Prbg.g_01401
OG0001082	Syag.g_00552	Prbg.g_01400
OG0001083	Syag.g_00565	Prbg.g_01395
OG0001084	Syag.g_00569	Prbg.g_01394
OG0001085	Syag.g_00592	Prbg.g_01111
OG0001086	Syag.g_00594	Prbg.g_01112
OG0001087	Syag.g_01018	Prbg.g_01130
OG0001088	Syag.g_01016	Prbg.g_01131
OG0001089	Syag.g_00986	Prbg.g_01142
OG0001090	Syag.g_00922	Prbg.g_01152
OG0001091	Syag.g_00919	Prbg.g_01374
OG0001092	Syag.g_00917	Prbg.g_01373
OG0001093	Syag.g_00910	Prbg.g_01368
OG0001094	Syag.g_00661	Prbg.g_01375
OG0001095	Syag.g_00681	Prbg.g_01172
OG0001096	Syag.g_00703	Prbg.g_01186
OG0001097	Syag.g_00729	Prbg.g_01206
OG0001098	Syag.g_00744	Prbg.g_01225
OG0001099	Syag.g_01905	Prbg.g_01067
OG0001101	Syag.g_00603	Prbg.g_01078
OG0001102	Syag.g_00606	Prbg.g_01081
OG0001103	Syag.g_00608	Prbg.g_01083
OG0001104	Syag.g_00642	Prbg.g_01106
OG0001105	Syag.g_00646	Prbg.g_01110
OG0001106	Syag.g_00796	Prbg.g_01278
OG0001107	Syag.g_00808	Prbg.g_01285
OG0001108	Syag.g_00817	Prbg.g_01289
OG0001109	Syag.g_00819	Prbg.g_01290
OG0001110	Syag.g_00821	Prbg.g_01292
OG0001111	Syag.g_00823	Prbg.g_01293
OG0001112	Syag.g_00825	Prbg.g_01294
OG0001113	Syag.g_00826	Prbg.g_01295
OG0001114	Syag.g_00827	Prbg.g_01296
OG0001115	Syag.g_00831	Prbg.g_01298
OG0001116	Syag.g_00833	Prbg.g_01299
OG0001117	Syag.g_00834	Prbg.g_01300
OG0001118	Syag.g_00835	Prbg.g_01301
OG0001119	Syag.g_00837	Prbg.g_01302
OG0001120	Syag.g_00841	Prbg.g_01304
OG0001122	Syag.g_00867	Prbg.g_01324
OG0001123	Syag.g_00875	Prbg.g_01330
OG0001124	Syag.g_00877	Prbg.g_01332
OG0001125	Syag.g_00879	Prbg.g_01334
OG0001126	Syag.g_00957	Prbg.g_01245
OG0001127	Syag.g_00958	Prbg.g_01244
