Orthogroup	Syag	Prak
OG0000587	Syag.g_00360	Prak.g_00576
OG0000588	Syag.g_00371	Prak.g_00580
OG0000589	Syag.g_00375	Prak.g_00582
OG0000590	Syag.g_00376	Prak.g_00583
OG0000591	Syag.g_00383	Prak.g_00587
OG0000592	Syag.g_00384	Prak.g_00588
OG0000593	Syag.g_00406	Prak.g_01111
OG0000594	Syag.g_00407	Prak.g_01110
OG0000595	Syag.g_00408	Prak.g_01109
OG0000596	Syag.g_00413	Prak.g_01105
OG0000597	Syag.g_00416	Prak.g_01102
OG0000598	Syag.g_00417	Prak.g_01101
OG0000599	Syag.g_00424	Prak.g_01098
OG0000600	Syag.g_00425	Prak.g_01097
OG0000601	Syag.g_00426	Prak.g_01096
OG0000602	Syag.g_00431	Prak.g_01094
OG0000603	Syag.g_00432	Prak.g_01093
OG0000604	Syag.g_00434	Prak.g_01092
OG0000605	Syag.g_00522	Prak.g_01091
OG0000606	Syag.g_00550	Prak.g_01088
OG0000607	Syag.g_00553	Prak.g_01085
OG0000608	Syag.g_00554	Prak.g_01084
OG0000609	Syag.g_00556	Prak.g_01083
OG0000610	Syag.g_00580	Prak.g_01077
OG0000611	Syag.g_00583	Prak.g_01074
OG0000612	Syag.g_00584	Prak.g_01073
OG0000613	Syag.g_02533	Prak.g_00800
OG0000614	Syag.g_01004	Prak.g_00821
OG0000615	Syag.g_00630	Prak.g_00832
OG0000616	Syag.g_02255	Prak.g_01934
OG0000617	Syag.g_00915	Prak.g_01057
OG0000618	Syag.g_00914	Prak.g_01056
OG0000619	Syag.g_00913	Prak.g_01055
OG0000620	Syag.g_00906	Prak.g_01052
OG0000621	Syag.g_00905	Prak.g_01051
OG0000622	Syag.g_00904	Prak.g_01050
OG0000623	Syag.g_00903	Prak.g_01049
OG0000624	Syag.g_00901	Prak.g_01047
OG0000625	Syag.g_00900	Prak.g_01046
OG0000626	Syag.g_00899	Prak.g_01045
OG0000627	Syag.g_00756	Prak.g_01044
OG0000628	Syag.g_00757	Prak.g_01043
OG0000629	Syag.g_00761	Prak.g_01042
OG0000630	Syag.g_00765	Prak.g_01039
OG0000631	Syag.g_00772	Prak.g_00946
OG0000632	Syag.g_00773	Prak.g_00947
OG0000633	Syag.g_00774	Prak.g_00948
OG0000634	Syag.g_00663	Prak.g_00841
OG0000635	Syag.g_00664	Prak.g_00842
OG0000636	Syag.g_00666	Prak.g_00844
OG0000637	Syag.g_00668	Prak.g_00846
OG0000638	Syag.g_00669	Prak.g_00847
OG0000639	Syag.g_00670	Prak.g_00848
OG0000640	Syag.g_00671	Prak.g_00849
OG0000641	Syag.g_00675	Prak.g_00853
OG0000642	Syag.g_00676	Prak.g_00854
OG0000643	Syag.g_00677	Prak.g_00855
OG0000644	Syag.g_00678	Prak.g_00856
OG0000645	Syag.g_00680	Prak.g_00857
OG0000646	Syag.g_00683	Prak.g_00859
OG0000647	Syag.g_00685	Prak.g_00861
OG0000648	Syag.g_00694	Prak.g_00863
OG0000649	Syag.g_00695	Prak.g_00864
OG0000650	Syag.g_00696	Prak.g_00865
OG0000651	Syag.g_00697	Prak.g_00866
OG0000652	Syag.g_00698	Prak.g_00867
OG0000653	Syag.g_00700	Prak.g_00869
OG0000654	Syag.g_00701	Prak.g_00870
OG0000655	Syag.g_00702	Prak.g_00871
OG0000656	Syag.g_00705	Prak.g_00874
OG0000657	Syag.g_00719	Prak.g_00882
OG0000658	Syag.g_00721	Prak.g_00884
OG0000659	Syag.g_00722	Prak.g_00885
OG0000660	Syag.g_00726	Prak.g_00889
OG0000661	Syag.g_00728	Prak.g_00891
OG0000662	Syag.g_00730	Prak.g_00893
OG0000663	Syag.g_00733	Prak.g_00895
OG0000664	Syag.g_00734	Prak.g_00896
OG0000665	Syag.g_00456	Prak.g_00902
OG0000666	Syag.g_00445	Prak.g_00903
OG0000667	Syag.g_00574	Prak.g_00907
OG0000668	Syag.g_00868	Prak.g_00748
OG0000669	Syag.g_00600	Prak.g_00759
OG0000670	Syag.g_00399	Prak.g_00762
OG0000671	Syag.g_00604	Prak.g_00765
OG0000672	Syag.g_00607	Prak.g_00768
OG0000673	Syag.g_00610	Prak.g_00771
OG0000674	Syag.g_00612	Prak.g_00773
OG0000675	Syag.g_00613	Prak.g_00774
OG0000676	Syag.g_00615	Prak.g_00776
OG0000677	Syag.g_00616	Prak.g_00777
OG0000678	Syag.g_00622	Prak.g_00779
OG0000679	Syag.g_00633	Prak.g_00783
OG0000680	Syag.g_00634	Prak.g_00784
OG0000681	Syag.g_00637	Prak.g_00787
OG0000682	Syag.g_00638	Prak.g_00788
OG0000683	Syag.g_00639	Prak.g_00789
OG0000684	Syag.g_00641	Prak.g_00791
OG0000685	Syag.g_00643	Prak.g_00793
OG0000686	Syag.g_00644	Prak.g_00794
OG0000687	Syag.g_00645	Prak.g_00795
OG0000688	Syag.g_00651	Prak.g_01069
OG0000689	Syag.g_00653	Prak.g_01068
OG0000690	Syag.g_00654	Prak.g_01067
OG0000691	Syag.g_00655	Prak.g_01066
OG0000692	Syag.g_00656	Prak.g_01064
OG0000693	Syag.g_00658	Prak.g_01063
OG0000694	Syag.g_00659	Prak.g_01062
OG0000695	Syag.g_00776	Prak.g_00950
OG0000696	Syag.g_00777	Prak.g_00951
OG0000697	Syag.g_00778	Prak.g_00952
OG0000698	Syag.g_00781	Prak.g_00955
OG0000699	Syag.g_00782	Prak.g_00956
OG0000700	Syag.g_00783	Prak.g_00957
OG0000701	Syag.g_00784	Prak.g_00958
OG0000702	Syag.g_00792	Prak.g_00960
OG0000703	Syag.g_00793	Prak.g_00961
OG0000704	Syag.g_00795	Prak.g_00963
OG0000705	Syag.g_00802	Prak.g_00966
OG0000706	Syag.g_00803	Prak.g_00967
OG0000707	Syag.g_00804	Prak.g_00968
OG0000708	Syag.g_00807	Prak.g_00970
OG0000709	Syag.g_00816	Prak.g_00974
OG0000710	Syag.g_00820	Prak.g_00977
OG0000711	Syag.g_00848	Prak.g_00995
OG0000712	Syag.g_00850	Prak.g_00996
OG0000713	Syag.g_00851	Prak.g_00997
OG0000714	Syag.g_00853	Prak.g_00998
OG0000715	Syag.g_00855	Prak.g_01000
OG0000716	Syag.g_00859	Prak.g_01002
OG0000717	Syag.g_00860	Prak.g_01003
OG0000718	Syag.g_00864	Prak.g_01007
OG0000719	Syag.g_00866	Prak.g_01009
OG0000720	Syag.g_00880	Prak.g_01021
OG0000721	Syag.g_00882	Prak.g_01025
OG0000722	Syag.g_00883	Prak.g_01026
OG0000723	Syag.g_00897	Prak.g_01030
OG0000724	Syag.g_00967	Prak.g_00925
OG0000725	Syag.g_00978	Prak.g_00919
OG0000726	Syag.g_00979	Prak.g_00918
OG0000727	Syag.g_00980	Prak.g_00917
OG0000728	Syag.g_00982	Prak.g_00915
OG0000729	Syag.g_02376	Prak.g_01255
OG0000730	Syag.g_02840	Prak.g_01214
OG0000731	Syag.g_02853	Prak.g_00362
OG0000732	Syag.g_02331	Prak.g_01885
OG0000733	Syag.g_00145	Prak.g_01551
OG0000734	Syag.g_01892	Prak.g_01188
OG0000735	Syag.g_01159	Prak.g_01186
OG0000736	Syag.g_01158	Prak.g_01185
OG0000737	Syag.g_01157	Prak.g_01184
OG0000738	Syag.g_01152	Prak.g_01180
OG0000739	Syag.g_01149	Prak.g_01179
OG0000740	Syag.g_01148	Prak.g_01178
OG0000741	Syag.g_01145	Prak.g_01176
OG0000742	Syag.g_01142	Prak.g_01173
OG0000743	Syag.g_01140	Prak.g_01171
OG0000744	Syag.g_01139	Prak.g_01170
OG0000745	Syag.g_01137	Prak.g_01169
OG0000746	Syag.g_01135	Prak.g_01167
OG0000747	Syag.g_01134	Prak.g_01166
OG0000748	Syag.g_01122	Prak.g_01162
OG0000749	Syag.g_01121	Prak.g_01161
OG0000750	Syag.g_01120	Prak.g_01160
OG0000751	Syag.g_01114	Prak.g_01157
OG0000752	Syag.g_01112	Prak.g_01155
OG0000753	Syag.g_01109	Prak.g_01153
OG0000754	Syag.g_01103	Prak.g_01150
OG0000755	Syag.g_01092	Prak.g_01144
OG0000756	Syag.g_01091	Prak.g_01143
OG0000757	Syag.g_01084	Prak.g_01136
OG0000758	Syag.g_01083	Prak.g_01135
OG0000759	Syag.g_01082	Prak.g_01134
OG0000760	Syag.g_01081	Prak.g_01133
OG0000761	Syag.g_01080	Prak.g_01132
OG0000762	Syag.g_01078	Prak.g_01131
OG0000763	Syag.g_01076	Prak.g_01129
OG0000764	Syag.g_01075	Prak.g_01128
OG0000765	Syag.g_01056	Prak.g_01120
OG0000766	Syag.g_01055	Prak.g_01119
OG0000767	Syag.g_01053	Prak.g_01117
OG0000768	Syag.g_01052	Prak.g_01116
OG0000769	Syag.g_01047	Prak.g_01114
OG0000770	Syag.g_01043	Prak.g_00593
OG0000771	Syag.g_00959	Prak.g_01487
OG0000772	Syag.g_02043	Prak.g_01571
OG0000773	Syag.g_01168	Prak.g_01268
OG0000774	Syag.g_01182	Prak.g_01270
OG0000775	Syag.g_01185	Prak.g_01272
OG0000776	Syag.g_01186	Prak.g_01273
OG0000777	Syag.g_01187	Prak.g_01274
OG0000778	Syag.g_01188	Prak.g_01275
OG0000779	Syag.g_01194	Prak.g_01279
OG0000780	Syag.g_01217	Prak.g_01280
OG0000781	Syag.g_01221	Prak.g_01284
OG0000782	Syag.g_01222	Prak.g_01285
OG0000783	Syag.g_01223	Prak.g_01286
OG0000784	Syag.g_01224	Prak.g_01287
OG0000785	Syag.g_01226	Prak.g_01289
OG0000786	Syag.g_01235	Prak.g_01292
OG0000787	Syag.g_01236	Prak.g_01293
OG0000788	Syag.g_00427	Prak.g_00460
OG0000789	Syag.g_00453	Prak.g_01490
OG0000790	Syag.g_01542	Prak.g_01334
OG0000791	Syag.g_01544	Prak.g_01336
OG0000792	Syag.g_01545	Prak.g_01337
OG0000793	Syag.g_01550	Prak.g_01340
OG0000794	Syag.g_01551	Prak.g_01341
OG0000795	Syag.g_01552	Prak.g_01342
OG0000796	Syag.g_01556	Prak.g_01346
OG0000797	Syag.g_01557	Prak.g_01347
OG0000799	Syag.g_01278	Prak.g_01374
OG0000800	Syag.g_01280	Prak.g_01375
OG0000801	Syag.g_01285	Prak.g_01376
OG0000802	Syag.g_01293	Prak.g_01378
OG0000803	Syag.g_01321	Prak.g_01380
OG0000804	Syag.g_01438	Prak.g_01381
OG0000805	Syag.g_01433	Prak.g_01383
OG0000806	Syag.g_01429	Prak.g_01385
OG0000807	Syag.g_01428	Prak.g_01386
OG0000808	Syag.g_01427	Prak.g_01387
OG0000809	Syag.g_01423	Prak.g_01389
OG0000810	Syag.g_01422	Prak.g_01390
OG0000811	Syag.g_01413	Prak.g_01394
OG0000812	Syag.g_01411	Prak.g_01396
OG0000813	Syag.g_01410	Prak.g_01397
OG0000814	Syag.g_01408	Prak.g_01399
OG0000815	Syag.g_01407	Prak.g_01400
OG0000816	Syag.g_01405	Prak.g_01402
OG0000817	Syag.g_01404	Prak.g_01403
OG0000818	Syag.g_01400	Prak.g_01408
OG0000819	Syag.g_01399	Prak.g_01409
OG0000820	Syag.g_01398	Prak.g_01410
OG0000821	Syag.g_01388	Prak.g_01414
OG0000822	Syag.g_01386	Prak.g_01415
OG0000823	Syag.g_01385	Prak.g_01416
OG0000824	Syag.g_01379	Prak.g_01419
OG0000825	Syag.g_01378	Prak.g_01420
OG0000826	Syag.g_01377	Prak.g_01421
OG0000827	Syag.g_01376	Prak.g_01422
OG0000828	Syag.g_01373	Prak.g_01425
OG0000829	Syag.g_01372	Prak.g_01426
OG0000830	Syag.g_01371	Prak.g_01427
OG0000831	Syag.g_01367	Prak.g_01429
OG0000832	Syag.g_01614	Prak.g_01439
OG0000833	Syag.g_01628	Prak.g_01448
OG0000834	Syag.g_01632	Prak.g_01449
OG0000835	Syag.g_01633	Prak.g_01450
OG0000836	Syag.g_01637	Prak.g_01451
OG0000837	Syag.g_01638	Prak.g_01452
OG0000838	Syag.g_01642	Prak.g_01454
OG0000839	Syag.g_01643	Prak.g_01455
OG0000840	Syag.g_01644	Prak.g_01456
OG0000841	Syag.g_01645	Prak.g_01457
OG0000842	Syag.g_01646	Prak.g_01458
OG0000843	Syag.g_01647	Prak.g_01459
OG0000844	Syag.g_01649	Prak.g_01460
OG0000845	Syag.g_01650	Prak.g_01461
OG0000846	Syag.g_01651	Prak.g_01462
OG0000847	Syag.g_01652	Prak.g_01463
OG0000848	Syag.g_01654	Prak.g_01464
OG0000849	Syag.g_01655	Prak.g_01465
OG0000850	Syag.g_01657	Prak.g_01467
OG0000851	Syag.g_01663	Prak.g_01468
OG0000852	Syag.g_01664	Prak.g_01469
OG0000853	Syag.g_01668	Prak.g_01475
OG0000854	Syag.g_01670	Prak.g_01477
OG0000855	Syag.g_01671	Prak.g_01478
OG0000856	Syag.g_00386	Prak.g_00590
OG0000857	Syag.g_00684	Prak.g_00860
OG0000858	Syag.g_01677	Prak.g_01638
OG0000859	Syag.g_01678	Prak.g_01639
OG0000860	Syag.g_01689	Prak.g_01647
OG0000861	Syag.g_01690	Prak.g_01648
OG0000862	Syag.g_01693	Prak.g_01649
OG0000863	Syag.g_01695	Prak.g_01651
OG0000864	Syag.g_01696	Prak.g_01652
OG0000865	Syag.g_01697	Prak.g_01653
OG0000866	Syag.g_01698	Prak.g_01654
OG0000867	Syag.g_01699	Prak.g_01655
OG0000868	Syag.g_01707	Prak.g_01657
OG0000869	Syag.g_01711	Prak.g_01660
OG0000870	Syag.g_01716	Prak.g_01665
OG0000871	Syag.g_01717	Prak.g_01666
OG0000872	Syag.g_01723	Prak.g_01667
OG0000873	Syag.g_01726	Prak.g_01670
OG0000874	Syag.g_01729	Prak.g_01673
OG0000875	Syag.g_01731	Prak.g_01674
OG0000876	Syag.g_01732	Prak.g_01675
OG0000877	Syag.g_01734	Prak.g_01677
OG0000878	Syag.g_01735	Prak.g_01678
OG0000879	Syag.g_02356	Prak.g_01679
OG0000880	Syag.g_01736	Prak.g_01680
OG0000881	Syag.g_01741	Prak.g_01684
OG0000882	Syag.g_01746	Prak.g_01689
OG0000883	Syag.g_01749	Prak.g_01691
OG0000884	Syag.g_01751	Prak.g_01693
OG0000885	Syag.g_01752	Prak.g_01694
OG0000886	Syag.g_01753	Prak.g_01695
OG0000887	Syag.g_01754	Prak.g_01696
OG0000888	Syag.g_01756	Prak.g_01698
OG0000889	Syag.g_01758	Prak.g_01700
OG0000890	Syag.g_01761	Prak.g_01701
OG0000891	Syag.g_01762	Prak.g_01702
OG0000892	Syag.g_01765	Prak.g_01704
OG0000893	Syag.g_02688	Prak.g_01708
OG0000894	Syag.g_02691	Prak.g_01711
OG0000895	Syag.g_02695	Prak.g_01715
OG0000896	Syag.g_02696	Prak.g_01716
OG0000897	Syag.g_02699	Prak.g_01718
OG0000898	Syag.g_02700	Prak.g_01719
OG0000899	Syag.g_02701	Prak.g_01720
OG0000900	Syag.g_02702	Prak.g_01721
OG0000901	Syag.g_02707	Prak.g_01724
OG0000902	Syag.g_02709	Prak.g_01726
OG0000903	Syag.g_02724	Prak.g_01730
OG0000904	Syag.g_02718	Prak.g_01734
OG0000905	Syag.g_02714	Prak.g_01728
OG0000906	Syag.g_02711	Prak.g_01727
OG0000907	Syag.g_02727	Prak.g_01737
OG0000908	Syag.g_02730	Prak.g_01740
OG0000909	Syag.g_02731	Prak.g_01741
OG0000910	Syag.g_02732	Prak.g_01742
OG0000911	Syag.g_02734	Prak.g_01744
OG0000912	Syag.g_02735	Prak.g_01745
OG0000913	Syag.g_02736	Prak.g_01746
OG0000914	Syag.g_02737	Prak.g_01747
OG0000915	Syag.g_02739	Prak.g_01748
OG0000916	Syag.g_02740	Prak.g_01749
OG0000917	Syag.g_02741	Prak.g_01750
OG0000918	Syag.g_02742	Prak.g_01751
OG0000919	Syag.g_02743	Prak.g_01752
OG0000920	Syag.g_02744	Prak.g_01753
OG0000921	Syag.g_02745	Prak.g_01754
OG0000922	Syag.g_02746	Prak.g_01755
OG0000923	Syag.g_02750	Prak.g_01759
OG0000924	Syag.g_02751	Prak.g_01760
OG0000925	Syag.g_02752	Prak.g_01761
OG0000926	Syag.g_02753	Prak.g_01762
OG0000927	Syag.g_02755	Prak.g_01764
OG0000928	Syag.g_02756	Prak.g_01765
OG0000929	Syag.g_02757	Prak.g_01766
OG0000930	Syag.g_02758	Prak.g_01767
OG0000931	Syag.g_02759	Prak.g_01768
OG0000932	Syag.g_02760	Prak.g_01769
OG0000933	Syag.g_02766	Prak.g_01773
OG0000934	Syag.g_02768	Prak.g_01775
OG0000935	Syag.g_02769	Prak.g_01776
OG0000936	Syag.g_02770	Prak.g_01777
OG0000937	Syag.g_02771	Prak.g_01778
OG0000938	Syag.g_02774	Prak.g_01781
OG0000939	Syag.g_02775	Prak.g_01782
OG0000940	Syag.g_02783	Prak.g_01789
OG0000941	Syag.g_02785	Prak.g_01791
OG0000942	Syag.g_02787	Prak.g_01793
OG0000943	Syag.g_02788	Prak.g_01794
OG0000944	Syag.g_02790	Prak.g_01796
OG0000945	Syag.g_02792	Prak.g_01797
OG0000946	Syag.g_02797	Prak.g_01802
OG0000947	Syag.g_02801	Prak.g_01804
OG0000948	Syag.g_02802	Prak.g_01805
OG0000949	Syag.g_02449	Prak.g_01808
OG0000950	Syag.g_02436	Prak.g_01815
OG0000951	Syag.g_02431	Prak.g_01819
OG0000952	Syag.g_02423	Prak.g_01823
OG0000953	Syag.g_02415	Prak.g_01827
OG0000954	Syag.g_02409	Prak.g_01831
OG0000955	Syag.g_02408	Prak.g_01832
OG0000956	Syag.g_02406	Prak.g_01834
OG0000957	Syag.g_02395	Prak.g_01840
OG0000958	Syag.g_02394	Prak.g_01841
OG0000959	Syag.g_02389	Prak.g_01845
OG0000960	Syag.g_02388	Prak.g_01846
OG0000961	Syag.g_02379	Prak.g_01849
OG0000962	Syag.g_02377	Prak.g_01851
OG0000963	Syag.g_02372	Prak.g_01855
OG0000964	Syag.g_02371	Prak.g_01856
OG0000965	Syag.g_02370	Prak.g_01857
OG0000966	Syag.g_02362	Prak.g_01863
OG0000967	Syag.g_02358	Prak.g_01867
OG0000968	Syag.g_02355	Prak.g_01869
OG0000969	Syag.g_02354	Prak.g_01870
OG0000970	Syag.g_02353	Prak.g_01871
OG0000971	Syag.g_02348	Prak.g_01872
OG0000972	Syag.g_02347	Prak.g_01873
OG0000973	Syag.g_02346	Prak.g_01874
OG0000974	Syag.g_02345	Prak.g_01875
OG0000975	Syag.g_02344	Prak.g_01876
OG0000976	Syag.g_02343	Prak.g_01877
OG0000977	Syag.g_02340	Prak.g_01878
OG0000978	Syag.g_02338	Prak.g_01879
OG0000979	Syag.g_02335	Prak.g_01882
OG0000980	Syag.g_02332	Prak.g_01884
OG0000981	Syag.g_02329	Prak.g_01887
OG0000982	Syag.g_02127	Prak.g_01889
OG0000983	Syag.g_02128	Prak.g_01890
OG0000984	Syag.g_02129	Prak.g_01891
OG0000985	Syag.g_02133	Prak.g_01894
OG0000986	Syag.g_02138	Prak.g_01896
OG0000987	Syag.g_02140	Prak.g_01897
OG0000988	Syag.g_02145	Prak.g_01900
OG0000989	Syag.g_02156	Prak.g_01904
OG0000990	Syag.g_02169	Prak.g_01908
OG0000991	Syag.g_02174	Prak.g_01909
OG0000992	Syag.g_02177	Prak.g_01912
OG0000993	Syag.g_02178	Prak.g_01913
OG0000994	Syag.g_02181	Prak.g_01914
OG0000995	Syag.g_02187	Prak.g_01918
OG0000996	Syag.g_02229	Prak.g_01919
OG0000997	Syag.g_02239	Prak.g_01922
OG0000998	Syag.g_02241	Prak.g_01924
OG0000999	Syag.g_02242	Prak.g_01925
OG0001000	Syag.g_02246	Prak.g_01928
OG0001001	Syag.g_02251	Prak.g_01931
OG0001002	Syag.g_02258	Prak.g_01936
OG0001003	Syag.g_02260	Prak.g_01937
OG0001004	Syag.g_02261	Prak.g_01938
OG0001005	Syag.g_02263	Prak.g_01939
OG0001006	Syag.g_02270	Prak.g_01943
OG0001007	Syag.g_02272	Prak.g_01945
OG0001008	Syag.g_00034	Prak.g_00399
OG0001009	Syag.g_02304	Prak.g_00027
OG0001010	Syag.g_02305	Prak.g_00028
OG0001011	Syag.g_02307	Prak.g_00030
OG0001012	Syag.g_02123	Prak.g_00044
OG0001013	Syag.g_02098	Prak.g_00051
OG0001014	Syag.g_02084	Prak.g_00054
OG0001015	Syag.g_02083	Prak.g_00056
OG0001016	Syag.g_01824	Prak.g_00078
OG0001017	Syag.g_01830	Prak.g_00082
OG0001018	Syag.g_01832	Prak.g_00084
OG0001019	Syag.g_01854	Prak.g_00093
OG0001020	Syag.g_01861	Prak.g_00094
OG0001021	Syag.g_01865	Prak.g_00095
OG0001022	Syag.g_01870	Prak.g_00098
OG0001023	Syag.g_01871	Prak.g_00099
OG0001024	Syag.g_01875	Prak.g_00103
OG0001025	Syag.g_01882	Prak.g_00110
OG0001026	Syag.g_01894	Prak.g_00119
OG0001027	Syag.g_01902	Prak.g_00120
OG0001028	Syag.g_01904	Prak.g_00122
OG0001029	Syag.g_01906	Prak.g_00123
OG0001030	Syag.g_01927	Prak.g_00139
OG0001031	Syag.g_02000	Prak.g_00199
OG0001032	Syag.g_02005	Prak.g_00200
OG0001033	Syag.g_02048	Prak.g_00221
OG0001034	Syag.g_01784	Prak.g_00252
OG0001035	Syag.g_02635	Prak.g_00272
OG0001036	Syag.g_02630	Prak.g_00276
OG0001037	Syag.g_02628	Prak.g_00277
OG0001038	Syag.g_02600	Prak.g_00296
OG0001039	Syag.g_02597	Prak.g_00299
OG0001040	Syag.g_02594	Prak.g_00301
OG0001041	Syag.g_02589	Prak.g_00306
OG0001042	Syag.g_02564	Prak.g_00323
OG0001043	Syag.g_02560	Prak.g_00324
OG0001044	Syag.g_02842	Prak.g_00355
OG0001045	Syag.g_02856	Prak.g_00364
OG0001046	Syag.g_00836	Prak.g_01597
OG0001047	Syag.g_00036	Prak.g_00401
OG0001048	Syag.g_00037	Prak.g_00402
OG0001049	Syag.g_00040	Prak.g_00404
OG0001050	Syag.g_00041	Prak.g_00405
OG0001051	Syag.g_00042	Prak.g_00406
OG0001052	Syag.g_01352	Prak.g_00432
OG0001053	Syag.g_01525	Prak.g_00444
OG0001054	Syag.g_01506	Prak.g_00459
OG0001055	Syag.g_01485	Prak.g_00478
OG0001056	Syag.g_01449	Prak.g_00495
OG0001057	Syag.g_01241	Prak.g_00500
OG0001058	Syag.g_00271	Prak.g_00509
OG0001059	Syag.g_00275	Prak.g_00513
OG0001060	Syag.g_00282	Prak.g_00519
OG0001061	Syag.g_00302	Prak.g_00534
OG0001062	Syag.g_00304	Prak.g_00536
OG0001063	Syag.g_00310	Prak.g_00538
OG0001064	Syag.g_00311	Prak.g_00539
OG0001065	Syag.g_00312	Prak.g_00540
OG0001066	Syag.g_00313	Prak.g_00541
OG0001067	Syag.g_00314	Prak.g_00542
OG0001068	Syag.g_00315	Prak.g_00543
OG0001069	Syag.g_00317	Prak.g_00544
OG0001070	Syag.g_00321	Prak.g_00548
OG0001071	Syag.g_00322	Prak.g_00549
OG0001072	Syag.g_00327	Prak.g_00551
OG0001073	Syag.g_00342	Prak.g_00565
OG0001074	Syag.g_00467	Prak.g_00577
OG0001075	Syag.g_00362	Prak.g_00578
OG0001076	Syag.g_00378	Prak.g_00585
OG0001077	Syag.g_00388	Prak.g_00591
OG0001078	Syag.g_00411	Prak.g_01107
OG0001079	Syag.g_00428	Prak.g_01095
OG0001080	Syag.g_00495	Prak.g_01089
OG0001081	Syag.g_00551	Prak.g_01087
OG0001082	Syag.g_00552	Prak.g_01086
OG0001083	Syag.g_00565	Prak.g_01081
OG0001084	Syag.g_00569	Prak.g_01080
OG0001085	Syag.g_00592	Prak.g_00797
OG0001086	Syag.g_00594	Prak.g_00798
OG0001087	Syag.g_01018	Prak.g_00816
OG0001088	Syag.g_01016	Prak.g_00817
OG0001089	Syag.g_00986	Prak.g_00828
OG0001090	Syag.g_00922	Prak.g_00838
OG0001091	Syag.g_00919	Prak.g_01060
OG0001092	Syag.g_00917	Prak.g_01059
OG0001093	Syag.g_00910	Prak.g_01054
OG0001094	Syag.g_00661	Prak.g_01061
OG0001095	Syag.g_00681	Prak.g_00858
OG0001096	Syag.g_00703	Prak.g_00872
OG0001097	Syag.g_00729	Prak.g_00892
OG0001098	Syag.g_00744	Prak.g_00911
OG0001099	Syag.g_01905	Prak.g_00753
OG0001101	Syag.g_00603	Prak.g_00764
OG0001102	Syag.g_00606	Prak.g_00767
OG0001103	Syag.g_00608	Prak.g_00769
OG0001104	Syag.g_00642	Prak.g_00792
OG0001105	Syag.g_00646	Prak.g_00796
OG0001106	Syag.g_00796	Prak.g_00964
OG0001107	Syag.g_00808	Prak.g_00971
OG0001108	Syag.g_00817	Prak.g_00975
OG0001109	Syag.g_00819	Prak.g_00976
OG0001110	Syag.g_00821	Prak.g_00978
OG0001111	Syag.g_00823	Prak.g_00979
OG0001112	Syag.g_00825	Prak.g_00980
OG0001113	Syag.g_00826	Prak.g_00981
OG0001114	Syag.g_00827	Prak.g_00982
OG0001115	Syag.g_00831	Prak.g_00984
OG0001116	Syag.g_00833	Prak.g_00985
OG0001117	Syag.g_00834	Prak.g_00986
OG0001118	Syag.g_00835	Prak.g_00987
OG0001119	Syag.g_00837	Prak.g_00988
OG0001120	Syag.g_00841	Prak.g_00990
OG0001122	Syag.g_00867	Prak.g_01010
OG0001123	Syag.g_00875	Prak.g_01016
OG0001124	Syag.g_00877	Prak.g_01018
OG0001125	Syag.g_00879	Prak.g_01020
OG0001126	Syag.g_00957	Prak.g_00931
OG0001127	Syag.g_00958	Prak.g_00930
OG0001128	Syag.g_00961	Prak.g_00928
OG0001129	Syag.g_00963	Prak.g_00927
OG0001130	Syag.g_00964	Prak.g_00926
OG0001131	Syag.g_00624	Prak.g_00383
OG0001132	Syag.g_00096	Prak.g_00712
OG0001133	Syag.g_00380	Prak.g_01328
OG0001134	Syag.g_02164	Prak.g_01550
OG0001135	Syag.g_00147	Prak.g_01553
OG0001136	Syag.g_01144	Prak.g_01175
OG0001137	Syag.g_01123	Prak.g_01163
OG0001138	Syag.g_01090	Prak.g_01142
OG0001139	Syag.g_01088	Prak.g_01140
OG0001140	Syag.g_01087	Prak.g_01139
OG0001141	Syag.g_01086	Prak.g_01138
OG0001142	Syag.g_01085	Prak.g_01137
OG0001143	Syag.g_01077	Prak.g_01130
OG0001144	Syag.g_01064	Prak.g_01125
OG0001145	Syag.g_01169	Prak.g_01269
OG0001146	Syag.g_01218	Prak.g_01281
OG0001147	Syag.g_01360	Prak.g_01301
OG0001148	Syag.g_01539	Prak.g_01331
OG0001149	Syag.g_01540	Prak.g_01332
OG0001150	Syag.g_01541	Prak.g_01333
OG0001151	Syag.g_01554	Prak.g_01344
OG0001152	Syag.g_01555	Prak.g_01345
OG0001153	Syag.g_01375	Prak.g_01423
OG0001154	Syag.g_01374	Prak.g_01424
OG0001155	Syag.g_01616	Prak.g_01441
OG0001156	Syag.g_01619	Prak.g_01444
OG0001157	Syag.g_01620	Prak.g_01445
OG0001158	Syag.g_01621	Prak.g_01446
OG0001159	Syag.g_01622, Syag.g_01625	Prak.g_01447
OG0001160	Syag.g_01666	Prak.g_01473
OG0001161	Syag.g_02163	Prak.g_01588
OG0001162	Syag.g_01238	Prak.g_01526
OG0001163	Syag.g_01674	Prak.g_01636
OG0001164	Syag.g_01680	Prak.g_01640
OG0001165	Syag.g_01685	Prak.g_01643
OG0001166	Syag.g_01715	Prak.g_01664
OG0001167	Syag.g_02383	Prak.g_01681
OG0001168	Syag.g_01740	Prak.g_01683
OG0001169	Syag.g_01742	Prak.g_01685
OG0001170	Syag.g_01744	Prak.g_01687
OG0001171	Syag.g_01755	Prak.g_01697
