Orthogroup	Syag	Prbk
OG0000553	Syag.g_01464	Prbk.g_01076
OG0000554	Syag.g_01453	Prbk.g_01081
OG0000555	Syag.g_00075	Prbk.g_01099
OG0000556	Syag.g_00257	Prbk.g_02686
OG0000557	Syag.g_00267	Prbk.g_01898
OG0000558	Syag.g_00269	Prbk.g_01895
OG0000559	Syag.g_00273	Prbk.g_01891
OG0000560	Syag.g_00276	Prbk.g_01888
OG0000561	Syag.g_00277	Prbk.g_01887
OG0000562	Syag.g_00278	Prbk.g_01886
OG0000563	Syag.g_00279	Prbk.g_01885
OG0000564	Syag.g_00280	Prbk.g_01884
OG0000565	Syag.g_00284	Prbk.g_01881
OG0000566	Syag.g_00288	Prbk.g_01877
OG0000567	Syag.g_00292	Prbk.g_01873
OG0000568	Syag.g_00295	Prbk.g_01871
OG0000569	Syag.g_00296	Prbk.g_01104
OG0000570	Syag.g_00297	Prbk.g_01105
OG0000571	Syag.g_00301	Prbk.g_01108
OG0000572	Syag.g_00251, Syag.g_00320	Prbk.g_01124
OG0000573	Syag.g_00329	Prbk.g_01131
OG0000574	Syag.g_00330	Prbk.g_01132
OG0000575	Syag.g_00335	Prbk.g_01141
OG0000576	Syag.g_00337	Prbk.g_01143
OG0000577	Syag.g_00338	Prbk.g_01144
OG0000578	Syag.g_00339	Prbk.g_01145
OG0000579	Syag.g_00340	Prbk.g_01146
OG0000580	Syag.g_00341	Prbk.g_01147
OG0000581	Syag.g_00348	Prbk.g_01151
OG0000582	Syag.g_00353	Prbk.g_01155
OG0000583	Syag.g_00354	Prbk.g_01156
OG0000584	Syag.g_00355	Prbk.g_01157
OG0000585	Syag.g_00357	Prbk.g_01159
OG0000586	Syag.g_00358	Prbk.g_01161
OG0000587	Syag.g_00360	Prbk.g_01163
OG0000588	Syag.g_00371	Prbk.g_02605
OG0000589	Syag.g_00375	Prbk.g_02608
OG0000590	Syag.g_00376	Prbk.g_02609
OG0000591	Syag.g_00383	Prbk.g_02616
OG0000592	Syag.g_00384	Prbk.g_02617
OG0000593	Syag.g_00406	Prbk.g_02627
OG0000594	Syag.g_00407	Prbk.g_02628
OG0000595	Syag.g_00408	Prbk.g_02629
OG0000596	Syag.g_00413	Prbk.g_02634
OG0000597	Syag.g_00416	Prbk.g_02637
OG0000598	Syag.g_00417	Prbk.g_02638
OG0000599	Syag.g_00424	Prbk.g_02648
OG0000600	Syag.g_00425	Prbk.g_02649
OG0000601	Syag.g_00426	Prbk.g_02650
OG0000602	Syag.g_00431	Prbk.g_02654
OG0000603	Syag.g_00432	Prbk.g_02655
OG0000604	Syag.g_00434	Prbk.g_02656
OG0000605	Syag.g_00522	Prbk.g_00740
OG0000606	Syag.g_00550	Prbk.g_00729
OG0000607	Syag.g_00553	Prbk.g_00726
OG0000608	Syag.g_00554	Prbk.g_00725
OG0000609	Syag.g_00556	Prbk.g_00723
OG0000610	Syag.g_00580	Prbk.g_00715
OG0000611	Syag.g_00583	Prbk.g_00712
OG0000612	Syag.g_00584	Prbk.g_00711
OG0000613	Syag.g_02533	Prbk.g_00478
OG0000614	Syag.g_01004	Prbk.g_01802
OG0000615	Syag.g_00630	Prbk.g_02429
OG0000616	Syag.g_02255	Prbk.g_02262
OG0000617	Syag.g_00915	Prbk.g_00613
OG0000618	Syag.g_00914	Prbk.g_00612
OG0000619	Syag.g_00913	Prbk.g_00611
OG0000620	Syag.g_00906	Prbk.g_00607
OG0000621	Syag.g_00905	Prbk.g_00606
OG0000622	Syag.g_00904	Prbk.g_00605
OG0000623	Syag.g_00903	Prbk.g_00604
OG0000624	Syag.g_00901	Prbk.g_00603
OG0000625	Syag.g_00900	Prbk.g_00602
OG0000626	Syag.g_00899	Prbk.g_00601
OG0000627	Syag.g_00756	Prbk.g_02376
OG0000628	Syag.g_00757	Prbk.g_02375
OG0000629	Syag.g_00761	Prbk.g_02372
OG0000630	Syag.g_00765	Prbk.g_02368
OG0000631	Syag.g_00772	Prbk.g_02362
OG0000632	Syag.g_00773	Prbk.g_02361
OG0000633	Syag.g_00774	Prbk.g_02360
OG0000634	Syag.g_00663	Prbk.g_02464
OG0000635	Syag.g_00664	Prbk.g_02465
OG0000636	Syag.g_00666	Prbk.g_02467
OG0000637	Syag.g_00668	Prbk.g_02469
OG0000638	Syag.g_00669	Prbk.g_02470
OG0000639	Syag.g_00670	Prbk.g_02471
OG0000640	Syag.g_00671	Prbk.g_02472
OG0000641	Syag.g_00675	Prbk.g_02476
OG0000642	Syag.g_00676	Prbk.g_02477
OG0000643	Syag.g_00677	Prbk.g_02478
OG0000644	Syag.g_00678	Prbk.g_02479
OG0000645	Syag.g_00680	Prbk.g_02480
OG0000646	Syag.g_00683	Prbk.g_02483
OG0000647	Syag.g_00685	Prbk.g_02486
OG0000648	Syag.g_00694	Prbk.g_02488
OG0000649	Syag.g_00695	Prbk.g_02489
OG0000650	Syag.g_00696	Prbk.g_02490
OG0000651	Syag.g_00697	Prbk.g_02491
OG0000652	Syag.g_00698	Prbk.g_02492
OG0000653	Syag.g_00700	Prbk.g_02494
OG0000654	Syag.g_00701	Prbk.g_02495
OG0000655	Syag.g_00702	Prbk.g_02496
OG0000656	Syag.g_00705	Prbk.g_02499
OG0000657	Syag.g_00719	Prbk.g_02532
OG0000658	Syag.g_00721	Prbk.g_02534
OG0000659	Syag.g_00722	Prbk.g_02535
OG0000660	Syag.g_00726	Prbk.g_02539
OG0000661	Syag.g_00728	Prbk.g_02541
OG0000662	Syag.g_00730	Prbk.g_02543
OG0000663	Syag.g_00733	Prbk.g_02546
OG0000664	Syag.g_00734	Prbk.g_02547
OG0000665	Syag.g_00456	Prbk.g_02560
OG0000666	Syag.g_00445	Prbk.g_02563
OG0000667	Syag.g_00574	Prbk.g_02570
OG0000668	Syag.g_00868	Prbk.g_00582
OG0000669	Syag.g_00600	Prbk.g_02580
OG0000670	Syag.g_00399	Prbk.g_01662
OG0000671	Syag.g_00604	Prbk.g_02391
OG0000672	Syag.g_00607	Prbk.g_02394
OG0000673	Syag.g_00610	Prbk.g_02397
OG0000674	Syag.g_00612	Prbk.g_02399
OG0000675	Syag.g_00613	Prbk.g_02400
OG0000676	Syag.g_00615	Prbk.g_02408
OG0000677	Syag.g_00616	Prbk.g_02410
OG0000678	Syag.g_00622	Prbk.g_02415
OG0000679	Syag.g_00633	Prbk.g_02435
OG0000680	Syag.g_00634	Prbk.g_02436
OG0000681	Syag.g_00637	Prbk.g_02438
OG0000682	Syag.g_00638	Prbk.g_02439
OG0000683	Syag.g_00639	Prbk.g_02440
OG0000684	Syag.g_00641	Prbk.g_02453
OG0000685	Syag.g_00643	Prbk.g_02451
OG0000686	Syag.g_00644	Prbk.g_02450
OG0000687	Syag.g_00645	Prbk.g_02449
OG0000688	Syag.g_00651	Prbk.g_02455
OG0000689	Syag.g_00653	Prbk.g_02456
OG0000690	Syag.g_00654	Prbk.g_02457
OG0000691	Syag.g_00655	Prbk.g_02458
OG0000692	Syag.g_00656	Prbk.g_02459
OG0000693	Syag.g_00658	Prbk.g_02460
OG0000694	Syag.g_00659	Prbk.g_02461
OG0000695	Syag.g_00776	Prbk.g_02358
OG0000696	Syag.g_00777	Prbk.g_02357
OG0000697	Syag.g_00778	Prbk.g_02355
OG0000698	Syag.g_00781	Prbk.g_02352
OG0000699	Syag.g_00782	Prbk.g_02350
OG0000700	Syag.g_00783	Prbk.g_02349
OG0000701	Syag.g_00784	Prbk.g_02348
OG0000702	Syag.g_00792	Prbk.g_02340
OG0000703	Syag.g_00793	Prbk.g_02339
OG0000704	Syag.g_00795	Prbk.g_02337
OG0000705	Syag.g_00802	Prbk.g_02331
OG0000706	Syag.g_00803	Prbk.g_02330
OG0000707	Syag.g_00804	Prbk.g_02329
OG0000708	Syag.g_00807	Prbk.g_02327
OG0000709	Syag.g_00816	Prbk.g_02320
OG0000710	Syag.g_00820	Prbk.g_02316
OG0000711	Syag.g_00848	Prbk.g_02293
OG0000712	Syag.g_00850	Prbk.g_02292
OG0000713	Syag.g_00851	Prbk.g_00562
OG0000714	Syag.g_00853	Prbk.g_00566
OG0000715	Syag.g_00855	Prbk.g_00568
OG0000716	Syag.g_00859	Prbk.g_00572
OG0000717	Syag.g_00860	Prbk.g_00573
OG0000718	Syag.g_00864	Prbk.g_00578
OG0000719	Syag.g_00866	Prbk.g_00580
OG0000720	Syag.g_00880	Prbk.g_00593
OG0000721	Syag.g_00882	Prbk.g_00594
OG0000722	Syag.g_00883	Prbk.g_00595
OG0000723	Syag.g_00897	Prbk.g_00599
OG0000724	Syag.g_00967	Prbk.g_00061
OG0000725	Syag.g_00978	Prbk.g_00054
OG0000726	Syag.g_00979	Prbk.g_00053
OG0000727	Syag.g_00980	Prbk.g_00052
OG0000728	Syag.g_00982	Prbk.g_00051
OG0000729	Syag.g_02376	Prbk.g_01531
OG0000730	Syag.g_02840	Prbk.g_00869
OG0000731	Syag.g_02853	Prbk.g_00879
OG0000732	Syag.g_02331	Prbk.g_01601
OG0000733	Syag.g_00145	Prbk.g_02202
OG0000734	Syag.g_01892	Prbk.g_00004
OG0000735	Syag.g_01159	Prbk.g_01037
OG0000736	Syag.g_01158	Prbk.g_01036
OG0000737	Syag.g_01157	Prbk.g_01035
OG0000738	Syag.g_01152	Prbk.g_01028
OG0000739	Syag.g_01149	Prbk.g_01026
OG0000740	Syag.g_01148	Prbk.g_01025
OG0000741	Syag.g_01145	Prbk.g_01022
OG0000742	Syag.g_01142	Prbk.g_01020
OG0000743	Syag.g_01140	Prbk.g_01018
OG0000744	Syag.g_01139	Prbk.g_01017
OG0000745	Syag.g_01137	Prbk.g_00141
OG0000746	Syag.g_01135	Prbk.g_00143
OG0000747	Syag.g_01134	Prbk.g_00144
OG0000748	Syag.g_01122	Prbk.g_00156
OG0000749	Syag.g_01121	Prbk.g_00157
OG0000750	Syag.g_01120	Prbk.g_00158
OG0000751	Syag.g_01114	Prbk.g_00105
OG0000752	Syag.g_01112	Prbk.g_00103
OG0000753	Syag.g_01109	Prbk.g_00100
OG0000754	Syag.g_01103	Prbk.g_01501
OG0000755	Syag.g_01092	Prbk.g_00139
OG0000756	Syag.g_01091	Prbk.g_00138
OG0000757	Syag.g_01084	Prbk.g_00131
OG0000758	Syag.g_01083	Prbk.g_00130
OG0000759	Syag.g_01082	Prbk.g_00129
OG0000760	Syag.g_01081	Prbk.g_00128
OG0000761	Syag.g_01080	Prbk.g_00127
OG0000762	Syag.g_01078	Prbk.g_01503
OG0000763	Syag.g_01076	Prbk.g_01505
OG0000764	Syag.g_01075	Prbk.g_01506
OG0000765	Syag.g_01056	Prbk.g_00178
OG0000766	Syag.g_01055	Prbk.g_00177
OG0000767	Syag.g_01053	Prbk.g_00175
OG0000768	Syag.g_01052	Prbk.g_00174
OG0000769	Syag.g_01047	Prbk.g_00098
OG0000770	Syag.g_01043	Prbk.g_00122
OG0000771	Syag.g_00959	Prbk.g_00066
OG0000772	Syag.g_02043	Prbk.g_02011
OG0000773	Syag.g_01168	Prbk.g_00162
OG0000774	Syag.g_01182	Prbk.g_01192
OG0000775	Syag.g_01185	Prbk.g_01190
OG0000776	Syag.g_01186	Prbk.g_01189
OG0000777	Syag.g_01187	Prbk.g_01188
OG0000778	Syag.g_01188	Prbk.g_01187
OG0000779	Syag.g_01194	Prbk.g_01182
OG0000780	Syag.g_01217	Prbk.g_01179
OG0000781	Syag.g_01221	Prbk.g_01175
OG0000782	Syag.g_01222	Prbk.g_01174
OG0000783	Syag.g_01223	Prbk.g_01173
OG0000784	Syag.g_01224	Prbk.g_01172
OG0000785	Syag.g_01226	Prbk.g_01170
OG0000786	Syag.g_01235	Prbk.g_01167
OG0000787	Syag.g_01236	Prbk.g_01166
OG0000788	Syag.g_00427	Prbk.g_00334
OG0000789	Syag.g_00453	Prbk.g_01691
OG0000790	Syag.g_01542	Prbk.g_02048
OG0000791	Syag.g_01544	Prbk.g_02046
OG0000792	Syag.g_01545	Prbk.g_02045
OG0000793	Syag.g_01550	Prbk.g_02041
OG0000794	Syag.g_01551	Prbk.g_02040
OG0000795	Syag.g_01552	Prbk.g_02039
OG0000796	Syag.g_01556	Prbk.g_02035
OG0000797	Syag.g_01557	Prbk.g_02034
OG0000798	Syag.g_02601	Prbk.g_00414
OG0000799	Syag.g_01278	Prbk.g_01929
OG0000800	Syag.g_01280	Prbk.g_01930
OG0000801	Syag.g_01285	Prbk.g_01931
OG0000802	Syag.g_01293	Prbk.g_01938
OG0000803	Syag.g_01321	Prbk.g_00244
OG0000804	Syag.g_01438	Prbk.g_00246
OG0000805	Syag.g_01433	Prbk.g_00248
OG0000806	Syag.g_01429	Prbk.g_00250
OG0000807	Syag.g_01428	Prbk.g_00252
OG0000808	Syag.g_01427	Prbk.g_00253
OG0000809	Syag.g_01423	Prbk.g_00257
OG0000810	Syag.g_01422	Prbk.g_00258
OG0000811	Syag.g_01413	Prbk.g_00270
OG0000812	Syag.g_01411	Prbk.g_00272
OG0000813	Syag.g_01410	Prbk.g_00273
OG0000814	Syag.g_01408	Prbk.g_00275
OG0000815	Syag.g_01407	Prbk.g_00276
OG0000816	Syag.g_01405	Prbk.g_00278
OG0000817	Syag.g_01404	Prbk.g_00279
OG0000818	Syag.g_01400	Prbk.g_01237
OG0000819	Syag.g_01399	Prbk.g_01236
OG0000820	Syag.g_01398	Prbk.g_01235
OG0000821	Syag.g_01388	Prbk.g_01228
OG0000822	Syag.g_01386	Prbk.g_01226
OG0000823	Syag.g_01385	Prbk.g_01225
OG0000824	Syag.g_01379	Prbk.g_01221
OG0000825	Syag.g_01378	Prbk.g_01220
OG0000826	Syag.g_01377	Prbk.g_01219
OG0000827	Syag.g_01376	Prbk.g_01218
OG0000828	Syag.g_01373	Prbk.g_01215
OG0000829	Syag.g_01372	Prbk.g_01214
OG0000830	Syag.g_01371	Prbk.g_01213
OG0000831	Syag.g_01367	Prbk.g_01211
OG0000832	Syag.g_01614	Prbk.g_02006
OG0000833	Syag.g_01628	Prbk.g_01998
OG0000834	Syag.g_01632	Prbk.g_01997
OG0000835	Syag.g_01633	Prbk.g_01996
OG0000836	Syag.g_01637	Prbk.g_01994
OG0000837	Syag.g_01638	Prbk.g_01993
OG0000838	Syag.g_01642	Prbk.g_01990
OG0000839	Syag.g_01643	Prbk.g_01989
OG0000840	Syag.g_01644	Prbk.g_01988
OG0000841	Syag.g_01645	Prbk.g_01987
OG0000842	Syag.g_01646	Prbk.g_01986
OG0000843	Syag.g_01647	Prbk.g_01985
OG0000844	Syag.g_01649	Prbk.g_01983
OG0000845	Syag.g_01650	Prbk.g_01982
OG0000846	Syag.g_01651	Prbk.g_01981
OG0000847	Syag.g_01652	Prbk.g_01980
OG0000848	Syag.g_01654	Prbk.g_01979
OG0000849	Syag.g_01655	Prbk.g_01978
OG0000850	Syag.g_01657	Prbk.g_01977
OG0000851	Syag.g_01663	Prbk.g_00937
OG0000852	Syag.g_01664	Prbk.g_00936
OG0000853	Syag.g_01668	Prbk.g_00932
OG0000854	Syag.g_01670	Prbk.g_00930
OG0000855	Syag.g_01671	Prbk.g_00929
OG0000856	Syag.g_00386	Prbk.g_02619
OG0000857	Syag.g_00684	Prbk.g_02485
OG0000858	Syag.g_01677	Prbk.g_00918
OG0000859	Syag.g_01678	Prbk.g_00917
OG0000860	Syag.g_01689	Prbk.g_00905
OG0000861	Syag.g_01690	Prbk.g_00904
OG0000862	Syag.g_01693	Prbk.g_00902
OG0000863	Syag.g_01695	Prbk.g_01451
OG0000864	Syag.g_01696	Prbk.g_01450
OG0000865	Syag.g_01697	Prbk.g_01449
OG0000866	Syag.g_01698	Prbk.g_01448
OG0000867	Syag.g_01699	Prbk.g_01447
OG0000868	Syag.g_01707	Prbk.g_01445
OG0000869	Syag.g_01711	Prbk.g_01442
OG0000870	Syag.g_01716	Prbk.g_01437
OG0000871	Syag.g_01717	Prbk.g_01436
OG0000872	Syag.g_01723	Prbk.g_01434
OG0000873	Syag.g_01726	Prbk.g_01431
OG0000874	Syag.g_01729	Prbk.g_01427
OG0000875	Syag.g_01731	Prbk.g_01426
OG0000876	Syag.g_01732	Prbk.g_01425
OG0000877	Syag.g_01734	Prbk.g_01422
OG0000878	Syag.g_01735	Prbk.g_01421
OG0000879	Syag.g_02356	Prbk.g_01420
OG0000880	Syag.g_01736	Prbk.g_01419
OG0000881	Syag.g_01741	Prbk.g_01414
OG0000882	Syag.g_01746	Prbk.g_01409
OG0000883	Syag.g_01749	Prbk.g_01407
OG0000884	Syag.g_01751	Prbk.g_01405
OG0000885	Syag.g_01752	Prbk.g_01404
OG0000886	Syag.g_01753	Prbk.g_01403
OG0000887	Syag.g_01754	Prbk.g_01402
OG0000888	Syag.g_01756	Prbk.g_01400
OG0000889	Syag.g_01758	Prbk.g_01398
OG0000890	Syag.g_01761	Prbk.g_01384
OG0000891	Syag.g_01762	Prbk.g_01383
OG0000892	Syag.g_01765	Prbk.g_01381
OG0000893	Syag.g_02688	Prbk.g_01901
OG0000894	Syag.g_02691	Prbk.g_01905
OG0000895	Syag.g_02695	Prbk.g_01910
OG0000896	Syag.g_02696	Prbk.g_01911
OG0000897	Syag.g_02699	Prbk.g_01913
OG0000898	Syag.g_02700	Prbk.g_01914
OG0000899	Syag.g_02701	Prbk.g_01915
OG0000900	Syag.g_02702	Prbk.g_01916
OG0000901	Syag.g_02707	Prbk.g_01920
OG0000902	Syag.g_02709	Prbk.g_01922
OG0000903	Syag.g_02724	Prbk.g_00990
OG0000904	Syag.g_02718	Prbk.g_00995
OG0000905	Syag.g_02714	Prbk.g_00997
OG0000906	Syag.g_02711	Prbk.g_01926
OG0000907	Syag.g_02727	Prbk.g_00988
OG0000908	Syag.g_02730	Prbk.g_00985
OG0000909	Syag.g_02731	Prbk.g_00984
OG0000910	Syag.g_02732	Prbk.g_00983
OG0000911	Syag.g_02734	Prbk.g_00981
OG0000912	Syag.g_02735	Prbk.g_00980
OG0000913	Syag.g_02736	Prbk.g_00979
OG0000914	Syag.g_02737	Prbk.g_00978
OG0000915	Syag.g_02739	Prbk.g_00977
OG0000916	Syag.g_02740	Prbk.g_00976
OG0000917	Syag.g_02741	Prbk.g_00975
OG0000918	Syag.g_02742	Prbk.g_00974
OG0000919	Syag.g_02743	Prbk.g_00973
OG0000920	Syag.g_02744	Prbk.g_00972
OG0000921	Syag.g_02745	Prbk.g_00971
OG0000922	Syag.g_02746	Prbk.g_00970
OG0000923	Syag.g_02750	Prbk.g_00966
OG0000924	Syag.g_02751	Prbk.g_00965
OG0000925	Syag.g_02752	Prbk.g_00964
OG0000926	Syag.g_02753	Prbk.g_00963
OG0000927	Syag.g_02755	Prbk.g_00961
OG0000928	Syag.g_02756	Prbk.g_00960
OG0000929	Syag.g_02757	Prbk.g_00959
OG0000930	Syag.g_02758	Prbk.g_00958
OG0000931	Syag.g_02759	Prbk.g_00957
OG0000932	Syag.g_02760	Prbk.g_00956
OG0000933	Syag.g_02766	Prbk.g_00951
OG0000934	Syag.g_02768	Prbk.g_00949
OG0000935	Syag.g_02769	Prbk.g_00948
OG0000936	Syag.g_02770	Prbk.g_00947
OG0000937	Syag.g_02771	Prbk.g_00946
OG0000938	Syag.g_02774	Prbk.g_00797
OG0000939	Syag.g_02775	Prbk.g_00798
OG0000940	Syag.g_02783	Prbk.g_00807
OG0000941	Syag.g_02785	Prbk.g_00809
OG0000942	Syag.g_02787	Prbk.g_00811
OG0000943	Syag.g_02788	Prbk.g_00812
OG0000944	Syag.g_02790	Prbk.g_00814
OG0000945	Syag.g_02792	Prbk.g_00816
OG0000946	Syag.g_02797	Prbk.g_00844
OG0000947	Syag.g_02801	Prbk.g_00847
OG0000948	Syag.g_02802	Prbk.g_00848
OG0000949	Syag.g_02449	Prbk.g_00851
OG0000950	Syag.g_02436	Prbk.g_00513
OG0000951	Syag.g_02431	Prbk.g_00518
OG0000952	Syag.g_02423	Prbk.g_00525
OG0000953	Syag.g_02415	Prbk.g_00529
OG0000954	Syag.g_02409	Prbk.g_00216
OG0000955	Syag.g_02408	Prbk.g_00217
OG0000956	Syag.g_02406	Prbk.g_00219
OG0000957	Syag.g_02395	Prbk.g_00235
OG0000958	Syag.g_02394	Prbk.g_00236
OG0000959	Syag.g_02389	Prbk.g_01482
OG0000960	Syag.g_02388	Prbk.g_01483
OG0000961	Syag.g_02379	Prbk.g_01494
OG0000962	Syag.g_02377	Prbk.g_01530
OG0000963	Syag.g_02372	Prbk.g_01535
OG0000964	Syag.g_02371	Prbk.g_01536
OG0000965	Syag.g_02370	Prbk.g_01537
OG0000966	Syag.g_02362	Prbk.g_01571
OG0000967	Syag.g_02358	Prbk.g_01577
OG0000968	Syag.g_02355	Prbk.g_01580
OG0000969	Syag.g_02354	Prbk.g_01582
OG0000970	Syag.g_02353	Prbk.g_01583
OG0000971	Syag.g_02348	Prbk.g_01585
OG0000972	Syag.g_02347	Prbk.g_01586
OG0000973	Syag.g_02346	Prbk.g_01587
OG0000974	Syag.g_02345	Prbk.g_01588
OG0000975	Syag.g_02344	Prbk.g_01589
OG0000976	Syag.g_02343	Prbk.g_01590
OG0000977	Syag.g_02340	Prbk.g_01592
OG0000978	Syag.g_02338	Prbk.g_01593
OG0000979	Syag.g_02335	Prbk.g_01596
OG0000980	Syag.g_02332	Prbk.g_01600
OG0000981	Syag.g_02329	Prbk.g_01603
OG0000982	Syag.g_02127	Prbk.g_02161
OG0000983	Syag.g_02128	Prbk.g_02162
OG0000984	Syag.g_02129	Prbk.g_02163
OG0000985	Syag.g_02133	Prbk.g_02167
OG0000986	Syag.g_02138	Prbk.g_02169
OG0000987	Syag.g_02140	Prbk.g_02171
OG0000988	Syag.g_02145	Prbk.g_02175
OG0000989	Syag.g_02156	Prbk.g_02185
OG0000990	Syag.g_02169	Prbk.g_02207
OG0000991	Syag.g_02174	Prbk.g_02210
OG0000992	Syag.g_02177	Prbk.g_02213
OG0000993	Syag.g_02178	Prbk.g_02214
OG0000994	Syag.g_02181	Prbk.g_02217
OG0000995	Syag.g_02187	Prbk.g_02226
OG0000996	Syag.g_02229	Prbk.g_02239
OG0000997	Syag.g_02239	Prbk.g_02248
OG0000998	Syag.g_02241	Prbk.g_02250
OG0000999	Syag.g_02242	Prbk.g_02251
OG0001000	Syag.g_02246	Prbk.g_02254
OG0001001	Syag.g_02251	Prbk.g_02258
OG0001002	Syag.g_02258	Prbk.g_02265
OG0001003	Syag.g_02260	Prbk.g_02267
OG0001004	Syag.g_02261	Prbk.g_02268
OG0001005	Syag.g_02263	Prbk.g_02270
OG0001006	Syag.g_02270	Prbk.g_02276
OG0001007	Syag.g_02272	Prbk.g_02278
OG0001008	Syag.g_00034	Prbk.g_00327
OG0001009	Syag.g_02304	Prbk.g_01622
OG0001010	Syag.g_02305	Prbk.g_01621
OG0001011	Syag.g_02307	Prbk.g_01619
OG0001012	Syag.g_02123	Prbk.g_02158
OG0001013	Syag.g_02098	Prbk.g_02133
OG0001014	Syag.g_02084	Prbk.g_02124
OG0001015	Syag.g_02083	Prbk.g_02123
OG0001016	Syag.g_01824	Prbk.g_01315
OG0001017	Syag.g_01830	Prbk.g_01309
OG0001018	Syag.g_01832	Prbk.g_01307
OG0001019	Syag.g_01854	Prbk.g_01294
OG0001020	Syag.g_01861	Prbk.g_00035
OG0001021	Syag.g_01865	Prbk.g_00031
OG0001022	Syag.g_01870	Prbk.g_00026
OG0001023	Syag.g_01871	Prbk.g_00025
OG0001024	Syag.g_01875	Prbk.g_00021
OG0001025	Syag.g_01882	Prbk.g_00014
OG0001026	Syag.g_01894	Prbk.g_00001
OG0001027	Syag.g_01902	Prbk.g_00190
OG0001028	Syag.g_01904	Prbk.g_00192
OG0001029	Syag.g_01906	Prbk.g_00194
OG0001030	Syag.g_01927	Prbk.g_00547
OG0001031	Syag.g_02000	Prbk.g_01275
OG0001032	Syag.g_02005	Prbk.g_01272
OG0001033	Syag.g_02048	Prbk.g_00633
OG0001034	Syag.g_01784	Prbk.g_01521
OG0001035	Syag.g_02635	Prbk.g_00372
OG0001036	Syag.g_02630	Prbk.g_00376
OG0001037	Syag.g_02628	Prbk.g_00378
OG0001038	Syag.g_02600	Prbk.g_00415
OG0001039	Syag.g_02597	Prbk.g_00418
OG0001040	Syag.g_02594	Prbk.g_00421
OG0001041	Syag.g_02589	Prbk.g_00426
OG0001042	Syag.g_02564	Prbk.g_00451
OG0001043	Syag.g_02560	Prbk.g_00453
OG0001044	Syag.g_02842	Prbk.g_00870
OG0001045	Syag.g_02856	Prbk.g_00882
OG0001046	Syag.g_00836	Prbk.g_00924
OG0001047	Syag.g_00036	Prbk.g_00325
OG0001048	Syag.g_00037	Prbk.g_00324
OG0001049	Syag.g_00040	Prbk.g_00321
OG0001050	Syag.g_00041	Prbk.g_00320
OG0001051	Syag.g_00042	Prbk.g_00319
OG0001052	Syag.g_01352	Prbk.g_02109
OG0001053	Syag.g_01525	Prbk.g_02064
OG0001054	Syag.g_01506	Prbk.g_01861
OG0001055	Syag.g_01485	Prbk.g_01056
OG0001056	Syag.g_01449	Prbk.g_01085
OG0001057	Syag.g_01241	Prbk.g_01097
OG0001058	Syag.g_00271	Prbk.g_01893
OG0001059	Syag.g_00275	Prbk.g_01889
OG0001060	Syag.g_00282	Prbk.g_01882
OG0001061	Syag.g_00302	Prbk.g_01109
OG0001062	Syag.g_00304	Prbk.g_01111
OG0001063	Syag.g_00310	Prbk.g_01115
OG0001064	Syag.g_00311	Prbk.g_01116
OG0001065	Syag.g_00312	Prbk.g_01117
OG0001066	Syag.g_00313	Prbk.g_01118
OG0001067	Syag.g_00314	Prbk.g_01119
OG0001068	Syag.g_00315	Prbk.g_01120
OG0001069	Syag.g_00317	Prbk.g_01121
OG0001070	Syag.g_00321	Prbk.g_01125
OG0001071	Syag.g_00322	Prbk.g_01126
OG0001072	Syag.g_00327	Prbk.g_01129
OG0001073	Syag.g_00342	Prbk.g_01148
OG0001074	Syag.g_00467	Prbk.g_02602
OG0001075	Syag.g_00362	Prbk.g_02603
OG0001076	Syag.g_00378	Prbk.g_02611
OG0001077	Syag.g_00388	Prbk.g_02621
OG0001078	Syag.g_00411	Prbk.g_02632
OG0001079	Syag.g_00428	Prbk.g_02651
OG0001080	Syag.g_00495	Prbk.g_00738
OG0001081	Syag.g_00551	Prbk.g_00728
OG0001082	Syag.g_00552	Prbk.g_00727
OG0001083	Syag.g_00565	Prbk.g_00719
OG0001084	Syag.g_00569	Prbk.g_00718
OG0001085	Syag.g_00592	Prbk.g_00708
OG0001086	Syag.g_00594	Prbk.g_00706
OG0001087	Syag.g_01018	Prbk.g_01821
OG0001088	Syag.g_01016	Prbk.g_01817
OG0001089	Syag.g_00986	Prbk.g_01764
OG0001090	Syag.g_00922	Prbk.g_00617
OG0001091	Syag.g_00919	Prbk.g_00615
OG0001092	Syag.g_00917	Prbk.g_00614
OG0001093	Syag.g_00910	Prbk.g_00610
OG0001094	Syag.g_00661	Prbk.g_02462
OG0001095	Syag.g_00681	Prbk.g_02481
OG0001096	Syag.g_00703	Prbk.g_02497
OG0001097	Syag.g_00729	Prbk.g_02542
OG0001098	Syag.g_00744	Prbk.g_02379
OG0001099	Syag.g_01905	Prbk.g_00193
OG0001101	Syag.g_00603	Prbk.g_02390
OG0001102	Syag.g_00606	Prbk.g_02393
OG0001103	Syag.g_00608	Prbk.g_02395
OG0001104	Syag.g_00642	Prbk.g_02452
OG0001105	Syag.g_00646	Prbk.g_02447
OG0001106	Syag.g_00796	Prbk.g_02336
OG0001107	Syag.g_00808	Prbk.g_02326
OG0001108	Syag.g_00817	Prbk.g_02319
OG0001109	Syag.g_00819	Prbk.g_02317
OG0001110	Syag.g_00821	Prbk.g_02315
OG0001111	Syag.g_00823	Prbk.g_02313
OG0001112	Syag.g_00825	Prbk.g_02311
