Orthogroup	Syag	Prat
OG0000585	Syag.g_00357	Prat.g_00575
OG0000586	Syag.g_00358	Prat.g_00576
OG0000587	Syag.g_00360	Prat.g_00577
OG0000588	Syag.g_00371	Prat.g_00582
OG0000589	Syag.g_00375	Prat.g_00584
OG0000590	Syag.g_00376	Prat.g_00585
OG0000591	Syag.g_00383	Prat.g_00589
OG0000592	Syag.g_00384	Prat.g_00590
OG0000593	Syag.g_00406	Prat.g_01094
OG0000594	Syag.g_00407	Prat.g_01093
OG0000595	Syag.g_00408	Prat.g_01091
OG0000596	Syag.g_00413	Prat.g_01087
OG0000597	Syag.g_00416	Prat.g_01084
OG0000598	Syag.g_00417	Prat.g_01083
OG0000599	Syag.g_00424	Prat.g_01080
OG0000600	Syag.g_00425	Prat.g_01079
OG0000601	Syag.g_00426	Prat.g_01078
OG0000602	Syag.g_00431	Prat.g_01076
OG0000603	Syag.g_00432	Prat.g_01075
OG0000604	Syag.g_00434	Prat.g_01074
OG0000605	Syag.g_00522	Prat.g_01073
OG0000606	Syag.g_00550	Prat.g_01070
OG0000607	Syag.g_00553	Prat.g_01067
OG0000608	Syag.g_00554	Prat.g_01066
OG0000609	Syag.g_00556	Prat.g_01065
OG0000610	Syag.g_00580	Prat.g_01059
OG0000611	Syag.g_00583	Prat.g_01056
OG0000612	Syag.g_00584	Prat.g_01055
OG0000613	Syag.g_02533	Prat.g_00747
OG0000614	Syag.g_01004	Prat.g_00767
OG0000615	Syag.g_00630	Prat.g_00777
OG0000616	Syag.g_02255	Prat.g_01882
OG0000617	Syag.g_00915	Prat.g_00797
OG0000618	Syag.g_00914	Prat.g_00798
OG0000619	Syag.g_00913	Prat.g_00799
OG0000620	Syag.g_00906	Prat.g_00802
OG0000621	Syag.g_00905	Prat.g_00803
OG0000622	Syag.g_00904	Prat.g_00804
OG0000623	Syag.g_00903	Prat.g_00805
OG0000624	Syag.g_00901	Prat.g_00807
OG0000625	Syag.g_00900	Prat.g_00808
OG0000626	Syag.g_00899	Prat.g_00809
OG0000627	Syag.g_00756	Prat.g_00811
OG0000628	Syag.g_00757	Prat.g_00812
OG0000629	Syag.g_00761	Prat.g_00813
OG0000630	Syag.g_00765	Prat.g_00816
OG0000631	Syag.g_00772	Prat.g_00865
OG0000632	Syag.g_00773	Prat.g_00866
OG0000633	Syag.g_00774	Prat.g_00867
OG0000634	Syag.g_00663	Prat.g_01041
OG0000635	Syag.g_00664	Prat.g_01040
OG0000636	Syag.g_00666	Prat.g_01038
OG0000637	Syag.g_00668	Prat.g_01036
OG0000638	Syag.g_00669	Prat.g_01035
OG0000639	Syag.g_00670	Prat.g_01034
OG0000640	Syag.g_00671	Prat.g_01033
OG0000641	Syag.g_00675	Prat.g_01029
OG0000642	Syag.g_00676	Prat.g_01028
OG0000643	Syag.g_00677	Prat.g_01027
OG0000644	Syag.g_00678	Prat.g_01026
OG0000645	Syag.g_00680	Prat.g_01025
OG0000646	Syag.g_00683	Prat.g_01023
OG0000647	Syag.g_00685	Prat.g_01021
OG0000648	Syag.g_00694	Prat.g_01019
OG0000649	Syag.g_00695	Prat.g_01018
OG0000650	Syag.g_00696	Prat.g_01017
OG0000651	Syag.g_00697	Prat.g_01016
OG0000652	Syag.g_00698	Prat.g_01015
OG0000653	Syag.g_00700	Prat.g_01013
OG0000654	Syag.g_00701	Prat.g_01012
OG0000655	Syag.g_00702	Prat.g_01011
OG0000656	Syag.g_00705	Prat.g_01008
OG0000657	Syag.g_00719	Prat.g_01002
OG0000658	Syag.g_00721	Prat.g_01001
OG0000659	Syag.g_00722	Prat.g_01000
OG0000660	Syag.g_00726	Prat.g_00996
OG0000661	Syag.g_00728	Prat.g_00994
OG0000662	Syag.g_00730	Prat.g_00992
OG0000663	Syag.g_00733	Prat.g_00990
OG0000664	Syag.g_00734	Prat.g_00989
OG0000665	Syag.g_00456	Prat.g_00983
OG0000666	Syag.g_00445	Prat.g_00982
OG0000667	Syag.g_00574	Prat.g_00978
OG0000668	Syag.g_00868	Prat.g_00694
OG0000669	Syag.g_00600	Prat.g_00705
OG0000670	Syag.g_00399	Prat.g_00708
OG0000671	Syag.g_00604	Prat.g_00710
OG0000672	Syag.g_00607	Prat.g_00713
OG0000673	Syag.g_00610	Prat.g_00717
OG0000674	Syag.g_00612	Prat.g_00719
OG0000675	Syag.g_00613	Prat.g_00720
OG0000676	Syag.g_00615	Prat.g_00722
OG0000677	Syag.g_00616	Prat.g_00723
OG0000678	Syag.g_00622	Prat.g_00725
OG0000679	Syag.g_00633	Prat.g_00730
OG0000680	Syag.g_00634	Prat.g_00731
OG0000681	Syag.g_00637	Prat.g_00734
OG0000682	Syag.g_00638	Prat.g_00735
OG0000683	Syag.g_00639	Prat.g_00736
OG0000684	Syag.g_00641	Prat.g_00738
OG0000685	Syag.g_00643	Prat.g_00740
OG0000686	Syag.g_00644	Prat.g_00741
OG0000687	Syag.g_00645	Prat.g_00742
OG0000688	Syag.g_00651	Prat.g_01051
OG0000689	Syag.g_00653	Prat.g_01050
OG0000690	Syag.g_00654	Prat.g_01049
OG0000691	Syag.g_00655	Prat.g_01048
OG0000692	Syag.g_00656	Prat.g_01046
OG0000693	Syag.g_00658	Prat.g_01045
OG0000694	Syag.g_00659	Prat.g_01044
OG0000695	Syag.g_00776	Prat.g_00869
OG0000696	Syag.g_00777	Prat.g_00870
OG0000697	Syag.g_00778	Prat.g_00871
OG0000698	Syag.g_00781	Prat.g_00874
OG0000699	Syag.g_00782	Prat.g_00876
OG0000700	Syag.g_00783	Prat.g_00877
OG0000701	Syag.g_00784	Prat.g_00878
OG0000702	Syag.g_00792	Prat.g_00880
OG0000703	Syag.g_00793	Prat.g_00881
OG0000704	Syag.g_00795	Prat.g_00883
OG0000705	Syag.g_00802	Prat.g_00889
OG0000706	Syag.g_00803	Prat.g_00890
OG0000707	Syag.g_00804	Prat.g_00891
OG0000708	Syag.g_00807	Prat.g_00893
OG0000709	Syag.g_00816	Prat.g_00897
OG0000710	Syag.g_00820	Prat.g_00900
OG0000711	Syag.g_00848	Prat.g_00916
OG0000712	Syag.g_00850	Prat.g_00917
OG0000713	Syag.g_00851	Prat.g_00918
OG0000714	Syag.g_00853	Prat.g_00919
OG0000715	Syag.g_00855	Prat.g_00921
OG0000716	Syag.g_00859	Prat.g_00923
OG0000717	Syag.g_00860	Prat.g_00924
OG0000718	Syag.g_00864	Prat.g_00929
OG0000719	Syag.g_00866	Prat.g_00931
OG0000720	Syag.g_00880	Prat.g_00942
OG0000721	Syag.g_00882	Prat.g_00946
OG0000722	Syag.g_00883	Prat.g_00947
OG0000723	Syag.g_00897	Prat.g_00951
OG0000724	Syag.g_00967	Prat.g_00960
OG0000725	Syag.g_00978	Prat.g_00966
OG0000726	Syag.g_00979	Prat.g_00967
OG0000727	Syag.g_00980	Prat.g_00968
OG0000728	Syag.g_00982	Prat.g_00970
OG0000729	Syag.g_02376	Prat.g_01214
OG0000730	Syag.g_02840	Prat.g_01199
OG0000731	Syag.g_02853	Prat.g_00354
OG0000732	Syag.g_02331	Prat.g_01831
OG0000733	Syag.g_00145	Prat.g_01560
OG0000734	Syag.g_01892	Prat.g_01171
OG0000735	Syag.g_01159	Prat.g_01169
OG0000736	Syag.g_01158	Prat.g_01168
OG0000737	Syag.g_01157	Prat.g_01167
OG0000738	Syag.g_01152	Prat.g_01163
OG0000739	Syag.g_01149	Prat.g_01162
OG0000740	Syag.g_01148	Prat.g_01161
OG0000741	Syag.g_01145	Prat.g_01159
OG0000742	Syag.g_01142	Prat.g_01157
OG0000743	Syag.g_01140	Prat.g_01155
OG0000744	Syag.g_01139	Prat.g_01154
OG0000745	Syag.g_01137	Prat.g_01153
OG0000746	Syag.g_01135	Prat.g_01151
OG0000747	Syag.g_01134	Prat.g_01150
OG0000748	Syag.g_01122	Prat.g_01146
OG0000749	Syag.g_01121	Prat.g_01145
OG0000750	Syag.g_01120	Prat.g_01144
OG0000751	Syag.g_01114	Prat.g_01141
OG0000752	Syag.g_01112	Prat.g_01139
OG0000753	Syag.g_01109	Prat.g_01136
OG0000754	Syag.g_01103	Prat.g_01134
OG0000755	Syag.g_01092	Prat.g_01128
OG0000756	Syag.g_01091	Prat.g_01127
OG0000757	Syag.g_01084	Prat.g_01121
OG0000758	Syag.g_01083	Prat.g_01120
OG0000759	Syag.g_01082	Prat.g_01119
OG0000760	Syag.g_01081	Prat.g_01118
OG0000761	Syag.g_01080	Prat.g_01117
OG0000762	Syag.g_01078	Prat.g_01116
OG0000763	Syag.g_01076	Prat.g_01114
OG0000764	Syag.g_01075	Prat.g_01113
OG0000765	Syag.g_01056	Prat.g_01104
OG0000766	Syag.g_01055	Prat.g_01103
OG0000767	Syag.g_01053	Prat.g_01101
OG0000768	Syag.g_01052	Prat.g_01100
OG0000769	Syag.g_01047	Prat.g_01098
OG0000770	Syag.g_01043	Prat.g_00594
OG0000771	Syag.g_00959	Prat.g_01509
OG0000772	Syag.g_02043	Prat.g_00626
OG0000773	Syag.g_01168	Prat.g_01240
OG0000774	Syag.g_01182	Prat.g_01242
OG0000775	Syag.g_01185	Prat.g_01244
OG0000776	Syag.g_01186	Prat.g_01245
OG0000777	Syag.g_01187	Prat.g_01246
OG0000778	Syag.g_01188	Prat.g_01247
OG0000779	Syag.g_01194	Prat.g_01251
OG0000780	Syag.g_01217	Prat.g_01252
OG0000781	Syag.g_01221	Prat.g_01255
OG0000782	Syag.g_01222	Prat.g_01256
OG0000783	Syag.g_01223	Prat.g_01257
OG0000784	Syag.g_01224	Prat.g_01258
OG0000785	Syag.g_01226	Prat.g_01260
OG0000786	Syag.g_01235	Prat.g_01263
OG0000787	Syag.g_01236	Prat.g_01264
OG0000788	Syag.g_00427	Prat.g_01471
OG0000789	Syag.g_00453	Prat.g_01455
OG0000790	Syag.g_01542	Prat.g_01296
OG0000791	Syag.g_01544	Prat.g_01298
OG0000792	Syag.g_01545	Prat.g_01299
OG0000793	Syag.g_01550	Prat.g_01302
OG0000794	Syag.g_01551	Prat.g_01303
OG0000795	Syag.g_01552	Prat.g_01304
OG0000796	Syag.g_01556	Prat.g_01308
OG0000797	Syag.g_01557	Prat.g_01309
OG0000799	Syag.g_01278	Prat.g_01333
OG0000800	Syag.g_01280	Prat.g_01334
OG0000801	Syag.g_01285	Prat.g_01335
OG0000802	Syag.g_01293	Prat.g_01337
OG0000803	Syag.g_01321	Prat.g_01339
OG0000804	Syag.g_01438	Prat.g_01340
OG0000805	Syag.g_01433	Prat.g_01342
OG0000806	Syag.g_01429	Prat.g_01344
OG0000807	Syag.g_01428	Prat.g_01345
OG0000808	Syag.g_01427	Prat.g_01346
OG0000809	Syag.g_01423	Prat.g_01350
OG0000810	Syag.g_01422	Prat.g_01351
OG0000811	Syag.g_01413	Prat.g_01356
OG0000812	Syag.g_01411	Prat.g_01358
OG0000813	Syag.g_01410	Prat.g_01359
OG0000814	Syag.g_01408	Prat.g_01361
OG0000815	Syag.g_01407	Prat.g_01362
OG0000816	Syag.g_01405	Prat.g_01364
OG0000817	Syag.g_01404	Prat.g_01365
OG0000818	Syag.g_01400	Prat.g_01370
OG0000819	Syag.g_01399	Prat.g_01371
OG0000820	Syag.g_01398	Prat.g_01372
OG0000821	Syag.g_01388	Prat.g_01378
OG0000822	Syag.g_01386	Prat.g_01379
OG0000823	Syag.g_01385	Prat.g_01380
OG0000824	Syag.g_01379	Prat.g_01383
OG0000825	Syag.g_01378	Prat.g_01384
OG0000826	Syag.g_01377	Prat.g_01385
OG0000827	Syag.g_01376	Prat.g_01386
OG0000828	Syag.g_01373	Prat.g_01389
OG0000829	Syag.g_01372	Prat.g_01390
OG0000830	Syag.g_01371	Prat.g_01391
OG0000831	Syag.g_01367	Prat.g_01393
OG0000832	Syag.g_01614	Prat.g_01405
OG0000833	Syag.g_01628	Prat.g_01414
OG0000834	Syag.g_01632	Prat.g_01415
OG0000835	Syag.g_01633	Prat.g_01416
OG0000836	Syag.g_01637	Prat.g_01417
OG0000837	Syag.g_01638	Prat.g_01418
OG0000838	Syag.g_01642	Prat.g_01421
OG0000839	Syag.g_01643	Prat.g_01422
OG0000840	Syag.g_01644	Prat.g_01423
OG0000841	Syag.g_01645	Prat.g_01424
OG0000842	Syag.g_01646	Prat.g_01425
OG0000843	Syag.g_01647	Prat.g_01426
OG0000844	Syag.g_01649	Prat.g_01427
OG0000845	Syag.g_01650	Prat.g_01428
OG0000846	Syag.g_01651	Prat.g_01429
OG0000847	Syag.g_01652	Prat.g_01430
OG0000848	Syag.g_01654	Prat.g_01431
OG0000849	Syag.g_01655	Prat.g_01432
OG0000850	Syag.g_01657	Prat.g_01434
OG0000851	Syag.g_01663	Prat.g_01435
OG0000852	Syag.g_01664	Prat.g_01436
OG0000853	Syag.g_01668	Prat.g_01441
OG0000854	Syag.g_01670	Prat.g_01443
OG0000855	Syag.g_01671	Prat.g_01444
OG0000856	Syag.g_00386	Prat.g_01457
OG0000857	Syag.g_00684	Prat.g_01022
OG0000858	Syag.g_01677	Prat.g_01585
OG0000859	Syag.g_01678	Prat.g_01586
OG0000860	Syag.g_01689	Prat.g_01594
OG0000861	Syag.g_01690	Prat.g_01595
OG0000862	Syag.g_01693	Prat.g_01596
OG0000863	Syag.g_01695	Prat.g_01598
OG0000864	Syag.g_01696	Prat.g_01599
OG0000865	Syag.g_01697	Prat.g_01600
OG0000866	Syag.g_01698	Prat.g_01601
OG0000867	Syag.g_01699	Prat.g_01602
OG0000868	Syag.g_01707	Prat.g_01603
OG0000869	Syag.g_01711	Prat.g_01606
OG0000870	Syag.g_01716	Prat.g_01611
OG0000871	Syag.g_01717	Prat.g_01612
OG0000872	Syag.g_01723	Prat.g_01613
OG0000873	Syag.g_01726	Prat.g_01616
OG0000874	Syag.g_01729	Prat.g_01619
OG0000875	Syag.g_01731	Prat.g_01621
OG0000876	Syag.g_01732	Prat.g_01622
OG0000877	Syag.g_01734	Prat.g_01624
OG0000878	Syag.g_01735	Prat.g_01625
OG0000879	Syag.g_02356	Prat.g_01626
OG0000880	Syag.g_01736	Prat.g_01627
OG0000881	Syag.g_01741	Prat.g_01631
OG0000882	Syag.g_01746	Prat.g_01636
OG0000883	Syag.g_01749	Prat.g_01639
OG0000884	Syag.g_01751	Prat.g_01641
OG0000885	Syag.g_01752	Prat.g_01642
OG0000886	Syag.g_01753	Prat.g_01643
OG0000887	Syag.g_01754	Prat.g_01644
OG0000888	Syag.g_01756	Prat.g_01646
OG0000889	Syag.g_01758	Prat.g_01648
OG0000890	Syag.g_01761	Prat.g_01649
OG0000891	Syag.g_01762	Prat.g_01650
OG0000892	Syag.g_01765	Prat.g_01652
OG0000893	Syag.g_02688	Prat.g_01655
OG0000894	Syag.g_02691	Prat.g_01658
OG0000895	Syag.g_02695	Prat.g_01662
OG0000896	Syag.g_02696	Prat.g_01663
OG0000897	Syag.g_02699	Prat.g_01665
OG0000898	Syag.g_02700	Prat.g_01666
OG0000899	Syag.g_02701	Prat.g_01667
OG0000900	Syag.g_02702	Prat.g_01668
OG0000901	Syag.g_02707	Prat.g_01671
OG0000902	Syag.g_02709	Prat.g_01673
OG0000903	Syag.g_02724	Prat.g_01677
OG0000904	Syag.g_02718	Prat.g_01682
OG0000905	Syag.g_02714	Prat.g_01675
OG0000906	Syag.g_02711	Prat.g_01674
OG0000907	Syag.g_02727	Prat.g_01684
OG0000908	Syag.g_02730	Prat.g_01687
OG0000909	Syag.g_02731	Prat.g_01688
OG0000910	Syag.g_02732	Prat.g_01689
OG0000911	Syag.g_02734	Prat.g_01691
OG0000912	Syag.g_02735	Prat.g_01692
OG0000913	Syag.g_02736	Prat.g_01693
OG0000914	Syag.g_02737	Prat.g_01694
OG0000915	Syag.g_02739	Prat.g_01695
OG0000916	Syag.g_02740	Prat.g_01696
OG0000917	Syag.g_02741	Prat.g_01697
OG0000918	Syag.g_02742	Prat.g_01698
OG0000919	Syag.g_02743	Prat.g_01699
OG0000920	Syag.g_02744	Prat.g_01700
OG0000921	Syag.g_02745	Prat.g_01701
OG0000922	Syag.g_02746	Prat.g_01702
OG0000923	Syag.g_02750	Prat.g_01706
OG0000924	Syag.g_02751	Prat.g_01707
OG0000925	Syag.g_02752	Prat.g_01708
OG0000926	Syag.g_02753	Prat.g_01709
OG0000927	Syag.g_02755	Prat.g_01711
OG0000928	Syag.g_02756	Prat.g_01712
OG0000929	Syag.g_02757	Prat.g_01713
OG0000930	Syag.g_02758	Prat.g_01714
OG0000931	Syag.g_02759	Prat.g_01715
OG0000932	Syag.g_02760	Prat.g_01327
OG0000933	Syag.g_02766	Prat.g_01719
OG0000934	Syag.g_02768	Prat.g_01721
OG0000935	Syag.g_02769	Prat.g_01722
OG0000936	Syag.g_02770	Prat.g_01723
OG0000937	Syag.g_02771	Prat.g_01724
OG0000938	Syag.g_02774	Prat.g_01727
OG0000939	Syag.g_02775	Prat.g_01728
OG0000940	Syag.g_02783	Prat.g_01735
OG0000941	Syag.g_02785	Prat.g_01737
OG0000942	Syag.g_02787	Prat.g_01739
OG0000943	Syag.g_02788	Prat.g_01740
OG0000944	Syag.g_02790	Prat.g_01742
OG0000945	Syag.g_02792	Prat.g_01744
OG0000946	Syag.g_02797	Prat.g_01748
OG0000947	Syag.g_02801	Prat.g_01750
OG0000948	Syag.g_02802	Prat.g_01751
OG0000949	Syag.g_02449	Prat.g_01754
OG0000950	Syag.g_02436	Prat.g_01760
OG0000951	Syag.g_02431	Prat.g_01764
OG0000952	Syag.g_02423	Prat.g_01768
OG0000953	Syag.g_02415	Prat.g_01772
OG0000954	Syag.g_02409	Prat.g_01777
OG0000955	Syag.g_02408	Prat.g_01778
OG0000956	Syag.g_02406	Prat.g_01780
OG0000957	Syag.g_02395	Prat.g_01786
OG0000958	Syag.g_02394	Prat.g_01787
OG0000959	Syag.g_02389	Prat.g_01791
OG0000960	Syag.g_02388	Prat.g_01792
OG0000961	Syag.g_02379	Prat.g_01795
OG0000962	Syag.g_02377	Prat.g_01797
OG0000963	Syag.g_02372	Prat.g_01801
OG0000964	Syag.g_02371	Prat.g_01802
OG0000965	Syag.g_02370	Prat.g_01803
OG0000966	Syag.g_02362	Prat.g_01809
OG0000967	Syag.g_02358	Prat.g_01813
OG0000968	Syag.g_02355	Prat.g_01815
OG0000969	Syag.g_02354	Prat.g_01816
OG0000970	Syag.g_02353	Prat.g_01817
OG0000971	Syag.g_02348	Prat.g_01818
OG0000972	Syag.g_02347	Prat.g_01819
OG0000973	Syag.g_02346	Prat.g_01820
OG0000974	Syag.g_02345	Prat.g_01821
OG0000975	Syag.g_02344	Prat.g_01822
OG0000976	Syag.g_02343	Prat.g_01823
OG0000977	Syag.g_02340	Prat.g_01824
OG0000978	Syag.g_02338	Prat.g_01825
OG0000979	Syag.g_02335	Prat.g_01828
OG0000980	Syag.g_02332	Prat.g_01830
OG0000981	Syag.g_02329	Prat.g_01833
OG0000982	Syag.g_02127	Prat.g_01835
OG0000983	Syag.g_02128	Prat.g_01836
OG0000984	Syag.g_02129	Prat.g_01837
OG0000985	Syag.g_02133	Prat.g_01840
OG0000986	Syag.g_02138	Prat.g_01842
OG0000987	Syag.g_02140	Prat.g_01843
OG0000988	Syag.g_02145	Prat.g_01846
OG0000989	Syag.g_02156	Prat.g_01850
OG0000990	Syag.g_02169	Prat.g_01856
OG0000991	Syag.g_02174	Prat.g_01857
OG0000992	Syag.g_02177	Prat.g_01860
OG0000993	Syag.g_02178	Prat.g_01861
OG0000994	Syag.g_02181	Prat.g_01862
OG0000995	Syag.g_02187	Prat.g_01866
OG0000996	Syag.g_02229	Prat.g_01867
OG0000997	Syag.g_02239	Prat.g_01869
OG0000998	Syag.g_02241	Prat.g_01871
OG0000999	Syag.g_02242	Prat.g_01872
OG0001000	Syag.g_02246	Prat.g_01875
OG0001001	Syag.g_02251	Prat.g_01879
OG0001002	Syag.g_02258	Prat.g_01884
OG0001003	Syag.g_02260	Prat.g_01885
OG0001004	Syag.g_02261	Prat.g_01886
OG0001005	Syag.g_02263	Prat.g_01887
OG0001006	Syag.g_02270	Prat.g_01891
OG0001007	Syag.g_02272	Prat.g_01893
OG0001008	Syag.g_00034	Prat.g_00397
OG0001009	Syag.g_02304	Prat.g_00028
OG0001010	Syag.g_02305	Prat.g_00029
OG0001011	Syag.g_02307	Prat.g_00031
OG0001012	Syag.g_02123	Prat.g_00046
OG0001013	Syag.g_02098	Prat.g_00053
OG0001014	Syag.g_02084	Prat.g_00056
OG0001015	Syag.g_02083	Prat.g_00057
OG0001016	Syag.g_01824	Prat.g_00070
OG0001017	Syag.g_01830	Prat.g_00074
OG0001018	Syag.g_01832	Prat.g_00076
OG0001019	Syag.g_01854	Prat.g_00087
OG0001020	Syag.g_01861	Prat.g_00088
OG0001021	Syag.g_01865	Prat.g_00089
OG0001022	Syag.g_01870	Prat.g_00091
OG0001023	Syag.g_01871	Prat.g_00092
OG0001024	Syag.g_01875	Prat.g_00095
OG0001025	Syag.g_01882	Prat.g_00102
OG0001026	Syag.g_01894	Prat.g_00110
OG0001027	Syag.g_01902	Prat.g_00111
OG0001028	Syag.g_01904	Prat.g_00113
OG0001029	Syag.g_01906	Prat.g_00114
OG0001030	Syag.g_01927	Prat.g_00130
OG0001031	Syag.g_02000	Prat.g_00188
OG0001032	Syag.g_02005	Prat.g_00189
OG0001033	Syag.g_02048	Prat.g_00210
OG0001034	Syag.g_01784	Prat.g_00241
OG0001035	Syag.g_02635	Prat.g_00261
OG0001036	Syag.g_02630	Prat.g_00266
OG0001037	Syag.g_02628	Prat.g_00267
OG0001038	Syag.g_02600	Prat.g_00285
OG0001039	Syag.g_02597	Prat.g_00288
OG0001040	Syag.g_02594	Prat.g_00291
OG0001041	Syag.g_02589	Prat.g_00295
OG0001042	Syag.g_02564	Prat.g_00312
OG0001043	Syag.g_02560	Prat.g_00313
OG0001044	Syag.g_02842	Prat.g_00347
OG0001045	Syag.g_02856	Prat.g_00356
OG0001046	Syag.g_00836	Prat.g_01469
OG0001047	Syag.g_00036	Prat.g_00399
OG0001048	Syag.g_00037	Prat.g_00400
OG0001049	Syag.g_00040	Prat.g_00403
OG0001050	Syag.g_00041	Prat.g_00404
OG0001051	Syag.g_00042	Prat.g_00405
OG0001052	Syag.g_01352	Prat.g_00430
OG0001053	Syag.g_01525	Prat.g_00443
OG0001054	Syag.g_01506	Prat.g_00459
OG0001055	Syag.g_01485	Prat.g_00480
OG0001056	Syag.g_01449	Prat.g_00498
OG0001057	Syag.g_01241	Prat.g_00502
OG0001058	Syag.g_00271	Prat.g_00510
OG0001059	Syag.g_00275	Prat.g_00515
OG0001060	Syag.g_00282	Prat.g_00522
OG0001061	Syag.g_00302	Prat.g_00538
OG0001062	Syag.g_00304	Prat.g_00540
OG0001063	Syag.g_00310	Prat.g_00542
OG0001064	Syag.g_00311	Prat.g_00543
OG0001065	Syag.g_00312	Prat.g_00544
OG0001066	Syag.g_00313	Prat.g_00545
OG0001067	Syag.g_00314	Prat.g_00546
OG0001068	Syag.g_00315	Prat.g_00547
OG0001069	Syag.g_00317	Prat.g_00548
OG0001070	Syag.g_00321	Prat.g_00550
OG0001071	Syag.g_00322	Prat.g_00551
OG0001072	Syag.g_00327	Prat.g_00552
OG0001073	Syag.g_00342	Prat.g_00566
OG0001074	Syag.g_00467	Prat.g_00579
OG0001075	Syag.g_00362	Prat.g_00580
OG0001076	Syag.g_00378	Prat.g_00587
OG0001077	Syag.g_00388	Prat.g_00592
OG0001078	Syag.g_00411	Prat.g_01089
OG0001079	Syag.g_00428	Prat.g_01077
OG0001080	Syag.g_00495	Prat.g_01071
OG0001081	Syag.g_00551	Prat.g_01069
OG0001082	Syag.g_00552	Prat.g_01068
OG0001083	Syag.g_00565	Prat.g_01063
OG0001084	Syag.g_00569	Prat.g_01062
OG0001085	Syag.g_00592	Prat.g_00744
OG0001086	Syag.g_00594	Prat.g_00745
OG0001087	Syag.g_01018	Prat.g_00762
OG0001088	Syag.g_01016	Prat.g_00763
OG0001089	Syag.g_00986	Prat.g_00774
OG0001090	Syag.g_00922	Prat.g_00789
OG0001091	Syag.g_00919	Prat.g_00791
OG0001092	Syag.g_00917	Prat.g_00792
OG0001093	Syag.g_00910	Prat.g_00800
OG0001094	Syag.g_00661	Prat.g_01043
OG0001095	Syag.g_00681	Prat.g_01024
OG0001096	Syag.g_00703	Prat.g_01010
OG0001097	Syag.g_00729	Prat.g_00993
OG0001098	Syag.g_00744	Prat.g_00974
OG0001099	Syag.g_01905	Prat.g_00699
OG0001101	Syag.g_00603	Prat.g_00709
OG0001102	Syag.g_00606	Prat.g_00712
OG0001103	Syag.g_00608	Prat.g_00715
OG0001104	Syag.g_00642	Prat.g_00739
OG0001105	Syag.g_00646	Prat.g_00743
OG0001106	Syag.g_00796	Prat.g_00884
OG0001107	Syag.g_00808	Prat.g_00894
OG0001108	Syag.g_00817	Prat.g_00898
OG0001109	Syag.g_00819	Prat.g_00899
OG0001110	Syag.g_00821	Prat.g_00901
OG0001111	Syag.g_00823	Prat.g_00902
OG0001112	Syag.g_00825	Prat.g_00903
OG0001113	Syag.g_00826	Prat.g_00904
OG0001114	Syag.g_00827	Prat.g_00905
OG0001115	Syag.g_00831	Prat.g_00907
OG0001116	Syag.g_00833	Prat.g_00908
OG0001117	Syag.g_00834	Prat.g_00909
OG0001118	Syag.g_00835	Prat.g_00910
OG0001119	Syag.g_00837	Prat.g_00911
OG0001120	Syag.g_00841	Prat.g_00913
OG0001122	Syag.g_00867	Prat.g_00932
OG0001123	Syag.g_00875	Prat.g_00937
OG0001124	Syag.g_00877	Prat.g_00939
OG0001125	Syag.g_00879	Prat.g_00941
OG0001126	Syag.g_00957	Prat.g_00955
OG0001127	Syag.g_00958	Prat.g_00956
OG0001128	Syag.g_00961	Prat.g_00957
OG0001129	Syag.g_00963	Prat.g_00958
OG0001130	Syag.g_00964	Prat.g_00959
OG0001131	Syag.g_00624	Prat.g_01204
OG0001132	Syag.g_00096	Prat.g_01479
OG0001133	Syag.g_00380	Prat.g_01211
OG0001134	Syag.g_02164	Prat.g_01495, Prat.g_01561
OG0001135	Syag.g_00147	Prat.g_01557
OG0001136	Syag.g_01144	Prat.g_01158
OG0001137	Syag.g_01123	Prat.g_01147
OG0001138	Syag.g_01090	Prat.g_01126
OG0001139	Syag.g_01088	Prat.g_01124
OG0001141	Syag.g_01086	Prat.g_01123
OG0001142	Syag.g_01085	Prat.g_01122
OG0001143	Syag.g_01077	Prat.g_01115
OG0001144	Syag.g_01064	Prat.g_01110
OG0001145	Syag.g_01169	Prat.g_01241
OG0001146	Syag.g_01218	Prat.g_01253
OG0001147	Syag.g_01360	Prat.g_01287
OG0001148	Syag.g_01539	Prat.g_01293
OG0001149	Syag.g_01540	Prat.g_01294
OG0001150	Syag.g_01541	Prat.g_01295
OG0001151	Syag.g_01554	Prat.g_01306
OG0001152	Syag.g_01555	Prat.g_01307
OG0001153	Syag.g_01375	Prat.g_01387
OG0001154	Syag.g_01374	Prat.g_01388
OG0001155	Syag.g_01616	Prat.g_01407
OG0001156	Syag.g_01619	Prat.g_01410
OG0001157	Syag.g_01620	Prat.g_01411
OG0001158	Syag.g_01621	Prat.g_01412
OG0001159	Syag.g_01622, Syag.g_01625	Prat.g_01413
OG0001160	Syag.g_01666	Prat.g_01439
OG0001161	Syag.g_02163	Prat.g_01502
OG0001162	Syag.g_01238	Prat.g_01500
OG0001163	Syag.g_01674	Prat.g_01583
OG0001164	Syag.g_01680	Prat.g_01587
OG0001165	Syag.g_01685	Prat.g_01590
OG0001166	Syag.g_01715	Prat.g_01610
OG0001167	Syag.g_02383	Prat.g_01628
OG0001168	Syag.g_01740	Prat.g_01630
OG0001169	Syag.g_01742	Prat.g_01632
