Orthogroup	Syag	Prba
OG0000594	Syag.g_00407	Prba.g_01684
OG0000595	Syag.g_00408	Prba.g_01683
OG0000596	Syag.g_00413	Prba.g_01679
OG0000597	Syag.g_00416	Prba.g_01677
OG0000598	Syag.g_00417	Prba.g_01676
OG0000599	Syag.g_00424	Prba.g_01673
OG0000600	Syag.g_00425	Prba.g_01672
OG0000601	Syag.g_00426	Prba.g_01671
OG0000602	Syag.g_00431	Prba.g_01669
OG0000603	Syag.g_00432	Prba.g_01668
OG0000604	Syag.g_00434	Prba.g_01667
OG0000605	Syag.g_00522	Prba.g_01666
OG0000606	Syag.g_00550	Prba.g_01663
OG0000607	Syag.g_00553	Prba.g_01660
OG0000608	Syag.g_00554	Prba.g_01659
OG0000609	Syag.g_00556	Prba.g_01658
OG0000610	Syag.g_00580	Prba.g_01653
OG0000611	Syag.g_00583	Prba.g_01650
OG0000612	Syag.g_00584	Prba.g_01649
OG0000613	Syag.g_02533	Prba.g_01644
OG0000614	Syag.g_01004	Prba.g_01625
OG0000615	Syag.g_00630	Prba.g_01617
OG0000616	Syag.g_02255	Prba.g_01613
OG0000617	Syag.g_00915	Prba.g_01588
OG0000618	Syag.g_00914	Prba.g_01587
OG0000619	Syag.g_00913	Prba.g_01586
OG0000620	Syag.g_00906	Prba.g_01583
OG0000621	Syag.g_00905	Prba.g_01582
OG0000622	Syag.g_00904	Prba.g_01581
OG0000623	Syag.g_00903	Prba.g_01580
OG0000624	Syag.g_00901	Prba.g_01579
OG0000625	Syag.g_00900	Prba.g_01578
OG0000626	Syag.g_00899	Prba.g_01577
OG0000627	Syag.g_00756	Prba.g_01576
OG0000628	Syag.g_00757	Prba.g_01575
OG0000629	Syag.g_00761	Prba.g_01574
OG0000630	Syag.g_00765	Prba.g_01571
OG0000631	Syag.g_00772	Prba.g_01508
OG0000632	Syag.g_00773	Prba.g_01507
OG0000633	Syag.g_00774	Prba.g_01506
OG0000634	Syag.g_00663	Prba.g_01503
OG0000635	Syag.g_00664	Prba.g_01502
OG0000636	Syag.g_00666	Prba.g_01500
OG0000637	Syag.g_00668	Prba.g_01498
OG0000638	Syag.g_00669	Prba.g_01497
OG0000639	Syag.g_00670	Prba.g_01496
OG0000640	Syag.g_00671	Prba.g_01495
OG0000641	Syag.g_00675	Prba.g_01491
OG0000642	Syag.g_00676	Prba.g_01490
OG0000643	Syag.g_00677	Prba.g_01489
OG0000644	Syag.g_00678	Prba.g_01488
OG0000645	Syag.g_00680	Prba.g_01487
OG0000646	Syag.g_00683	Prba.g_01485
OG0000647	Syag.g_00685	Prba.g_01484
OG0000648	Syag.g_00694	Prba.g_01482
OG0000649	Syag.g_00695	Prba.g_01481
OG0000650	Syag.g_00696	Prba.g_01480
OG0000651	Syag.g_00697	Prba.g_01479
OG0000652	Syag.g_00698	Prba.g_01478
OG0000653	Syag.g_00700	Prba.g_01476
OG0000654	Syag.g_00701	Prba.g_01475
OG0000655	Syag.g_00702	Prba.g_01474
OG0000656	Syag.g_00705	Prba.g_01471
OG0000657	Syag.g_00719	Prba.g_01463
OG0000658	Syag.g_00721	Prba.g_01462
OG0000659	Syag.g_00722	Prba.g_01461
OG0000660	Syag.g_00726	Prba.g_01457
OG0000661	Syag.g_00728	Prba.g_01455
OG0000662	Syag.g_00730	Prba.g_01453
OG0000663	Syag.g_00733	Prba.g_01451
OG0000664	Syag.g_00734	Prba.g_01450
OG0000665	Syag.g_00456	Prba.g_01446
OG0000666	Syag.g_00445	Prba.g_01445
OG0000667	Syag.g_00574	Prba.g_01441
OG0000668	Syag.g_00868	Prba.g_01411
OG0000669	Syag.g_00600	Prba.g_01404
OG0000670	Syag.g_00399	Prba.g_01402
OG0000671	Syag.g_00604	Prba.g_01400
OG0000672	Syag.g_00607	Prba.g_01397
OG0000673	Syag.g_00610	Prba.g_01394
OG0000674	Syag.g_00612	Prba.g_01392
OG0000675	Syag.g_00613	Prba.g_01391
OG0000676	Syag.g_00615	Prba.g_01389
OG0000677	Syag.g_00616	Prba.g_01388
OG0000678	Syag.g_00622	Prba.g_01386
OG0000679	Syag.g_00633	Prba.g_01382
OG0000680	Syag.g_00634	Prba.g_01381
OG0000681	Syag.g_00637	Prba.g_01379
OG0000682	Syag.g_00638	Prba.g_01378
OG0000683	Syag.g_00639	Prba.g_01377
OG0000684	Syag.g_00641	Prba.g_01375
OG0000685	Syag.g_00643	Prba.g_01373
OG0000686	Syag.g_00644	Prba.g_01372
OG0000687	Syag.g_00645	Prba.g_01371
OG0000688	Syag.g_00651	Prba.g_01368
OG0000689	Syag.g_00653	Prba.g_01367
OG0000690	Syag.g_00654	Prba.g_01366
OG0000691	Syag.g_00655	Prba.g_01365
OG0000692	Syag.g_00656	Prba.g_01363
OG0000693	Syag.g_00658	Prba.g_01362
OG0000694	Syag.g_00659	Prba.g_01361
OG0000695	Syag.g_00776	Prba.g_01359
OG0000696	Syag.g_00777	Prba.g_01358
OG0000697	Syag.g_00778	Prba.g_01357
OG0000698	Syag.g_00781	Prba.g_01354
OG0000699	Syag.g_00782	Prba.g_01353
OG0000700	Syag.g_00783	Prba.g_01352
OG0000701	Syag.g_00784	Prba.g_01351
OG0000702	Syag.g_00792	Prba.g_01349
OG0000703	Syag.g_00793	Prba.g_01348
OG0000704	Syag.g_00795	Prba.g_01347
OG0000705	Syag.g_00802	Prba.g_01343
OG0000706	Syag.g_00803	Prba.g_01342
OG0000707	Syag.g_00804	Prba.g_01341
OG0000708	Syag.g_00807	Prba.g_01340
OG0000709	Syag.g_00816	Prba.g_01336
OG0000710	Syag.g_00820	Prba.g_01333
OG0000711	Syag.g_00848	Prba.g_01316
OG0000712	Syag.g_00850	Prba.g_01314
OG0000713	Syag.g_00851	Prba.g_01313
OG0000714	Syag.g_00853	Prba.g_01312
OG0000715	Syag.g_00855	Prba.g_01310
OG0000716	Syag.g_00859	Prba.g_01308
OG0000717	Syag.g_00860	Prba.g_01307
OG0000718	Syag.g_00864	Prba.g_01295
OG0000719	Syag.g_00866	Prba.g_01293
OG0000720	Syag.g_00880	Prba.g_01284
OG0000721	Syag.g_00882	Prba.g_01282
OG0000722	Syag.g_00883	Prba.g_01281
OG0000723	Syag.g_00897	Prba.g_01278
OG0000724	Syag.g_00967	Prba.g_01269
OG0000725	Syag.g_00978	Prba.g_01263
OG0000726	Syag.g_00979	Prba.g_01262
OG0000727	Syag.g_00980	Prba.g_01261
OG0000728	Syag.g_00982	Prba.g_01259
OG0000729	Syag.g_02376	Prba.g_01214
OG0000730	Syag.g_02840	Prba.g_00749
OG0000731	Syag.g_02853	Prba.g_00745
OG0000732	Syag.g_02331	Prba.g_00735
OG0000733	Syag.g_00145	Prba.g_00096
OG0000734	Syag.g_01892	Prba.g_00079
OG0000735	Syag.g_01159	Prba.g_00077
OG0000736	Syag.g_01158	Prba.g_00076
OG0000737	Syag.g_01157	Prba.g_00075
OG0000738	Syag.g_01152	Prba.g_00071
OG0000739	Syag.g_01149	Prba.g_00070
OG0000740	Syag.g_01148	Prba.g_00069
OG0000741	Syag.g_01145	Prba.g_00068
OG0000742	Syag.g_01142	Prba.g_00065
OG0000743	Syag.g_01140	Prba.g_00063
OG0000744	Syag.g_01139	Prba.g_00062
OG0000745	Syag.g_01137	Prba.g_00060
OG0000746	Syag.g_01135	Prba.g_00058
OG0000747	Syag.g_01134	Prba.g_00057
OG0000748	Syag.g_01122	Prba.g_00054
OG0000749	Syag.g_01121	Prba.g_00053
OG0000750	Syag.g_01120	Prba.g_00052
OG0000751	Syag.g_01114	Prba.g_00050
OG0000752	Syag.g_01112	Prba.g_00048
OG0000753	Syag.g_01109	Prba.g_00045
OG0000754	Syag.g_01103	Prba.g_00042
OG0000755	Syag.g_01092	Prba.g_00039
OG0000756	Syag.g_01091	Prba.g_00038
OG0000757	Syag.g_01084	Prba.g_00032
OG0000758	Syag.g_01083	Prba.g_00031
OG0000759	Syag.g_01082	Prba.g_00030
OG0000760	Syag.g_01081	Prba.g_00029
OG0000761	Syag.g_01080	Prba.g_00028
OG0000762	Syag.g_01078	Prba.g_00027
OG0000763	Syag.g_01076	Prba.g_00025
OG0000764	Syag.g_01075	Prba.g_00024
OG0000765	Syag.g_01056	Prba.g_00015
OG0000766	Syag.g_01055	Prba.g_00014
OG0000767	Syag.g_01053	Prba.g_00012
OG0000768	Syag.g_01052	Prba.g_00011
OG0000769	Syag.g_01047	Prba.g_00009
OG0000770	Syag.g_01043	Prba.g_00007
OG0000771	Syag.g_00959	Prba.g_01084
OG0000772	Syag.g_02043	Prba.g_01167
OG0000773	Syag.g_01168	Prba.g_01183
OG0000774	Syag.g_01182	Prba.g_01185
OG0000775	Syag.g_01185	Prba.g_01187
OG0000776	Syag.g_01186	Prba.g_01188
OG0000777	Syag.g_01187	Prba.g_01189
OG0000778	Syag.g_01188	Prba.g_01190
OG0000779	Syag.g_01194	Prba.g_01194
OG0000780	Syag.g_01217	Prba.g_01195
OG0000781	Syag.g_01221	Prba.g_01198
OG0000782	Syag.g_01222	Prba.g_01199
OG0000783	Syag.g_01223	Prba.g_01200
OG0000784	Syag.g_01224	Prba.g_01201
OG0000785	Syag.g_01226	Prba.g_01203
OG0000786	Syag.g_01235	Prba.g_01205
OG0000787	Syag.g_01236	Prba.g_01206
OG0000788	Syag.g_00427	Prba.g_00209
OG0000789	Syag.g_00453	Prba.g_00206
OG0000790	Syag.g_01542	Prba.g_00191
OG0000791	Syag.g_01544	Prba.g_00189
OG0000792	Syag.g_01545	Prba.g_00188
OG0000793	Syag.g_01550	Prba.g_00185
OG0000794	Syag.g_01551	Prba.g_00184
OG0000795	Syag.g_01552	Prba.g_00183
OG0000796	Syag.g_01556	Prba.g_00179
OG0000797	Syag.g_01557	Prba.g_00178
OG0000799	Syag.g_01278	Prba.g_00115
OG0000800	Syag.g_01280	Prba.g_00114
OG0000801	Syag.g_01285	Prba.g_00113
OG0000802	Syag.g_01293	Prba.g_00111
OG0000803	Syag.g_01321	Prba.g_00109
OG0000804	Syag.g_01438	Prba.g_00108
OG0000805	Syag.g_01433	Prba.g_00106
OG0000806	Syag.g_01429	Prba.g_00720
OG0000807	Syag.g_01428	Prba.g_00719
OG0000808	Syag.g_01427	Prba.g_00718
OG0000809	Syag.g_01423	Prba.g_00715
OG0000810	Syag.g_01422	Prba.g_00714
OG0000811	Syag.g_01413	Prba.g_00710
OG0000812	Syag.g_01411	Prba.g_00708
OG0000813	Syag.g_01410	Prba.g_00707
OG0000814	Syag.g_01408	Prba.g_00705
OG0000815	Syag.g_01407	Prba.g_00704
OG0000816	Syag.g_01405	Prba.g_00702
OG0000817	Syag.g_01404	Prba.g_00701
OG0000818	Syag.g_01400	Prba.g_00696
OG0000819	Syag.g_01399	Prba.g_00695
OG0000820	Syag.g_01398	Prba.g_00694
OG0000821	Syag.g_01388	Prba.g_00690
OG0000822	Syag.g_01386	Prba.g_00689
OG0000823	Syag.g_01385	Prba.g_00688
OG0000824	Syag.g_01379	Prba.g_00685
OG0000825	Syag.g_01378	Prba.g_00684
OG0000826	Syag.g_01377	Prba.g_00683
OG0000827	Syag.g_01376	Prba.g_00682
OG0000828	Syag.g_01373	Prba.g_00679
OG0000829	Syag.g_01372	Prba.g_00678
OG0000830	Syag.g_01371	Prba.g_00677
OG0000831	Syag.g_01367	Prba.g_00350
OG0000832	Syag.g_01614	Prba.g_00344
OG0000833	Syag.g_01628	Prba.g_00336
OG0000834	Syag.g_01632	Prba.g_00335
OG0000835	Syag.g_01633	Prba.g_00334
OG0000836	Syag.g_01637	Prba.g_00333
OG0000837	Syag.g_01638	Prba.g_00332
OG0000838	Syag.g_01642	Prba.g_00330
OG0000839	Syag.g_01643	Prba.g_00329
OG0000840	Syag.g_01644	Prba.g_00328
OG0000841	Syag.g_01645	Prba.g_00327
OG0000842	Syag.g_01646	Prba.g_00326
OG0000843	Syag.g_01647	Prba.g_00325
OG0000844	Syag.g_01649	Prba.g_00324
OG0000845	Syag.g_01650	Prba.g_00323
OG0000846	Syag.g_01651	Prba.g_00322
OG0000847	Syag.g_01652	Prba.g_00321
OG0000848	Syag.g_01654	Prba.g_00320
OG0000849	Syag.g_01655	Prba.g_00319
OG0000850	Syag.g_01657	Prba.g_00317
OG0000851	Syag.g_01663	Prba.g_00316
OG0000852	Syag.g_01664	Prba.g_00315
OG0000853	Syag.g_01668	Prba.g_00311
OG0000854	Syag.g_01670	Prba.g_00309
OG0000855	Syag.g_01671	Prba.g_00308
OG0000856	Syag.g_00386	Prba.g_00293
OG0000857	Syag.g_00684	Prba.g_00266
OG0000858	Syag.g_01677	Prba.g_00232
OG0000859	Syag.g_01678	Prba.g_00231
OG0000860	Syag.g_01689	Prba.g_00618
OG0000861	Syag.g_01690	Prba.g_00617
OG0000862	Syag.g_01693	Prba.g_00616
OG0000863	Syag.g_01695	Prba.g_00614
OG0000864	Syag.g_01696	Prba.g_00613
OG0000865	Syag.g_01697	Prba.g_00612
OG0000866	Syag.g_01698	Prba.g_00611
OG0000867	Syag.g_01699	Prba.g_00610
OG0000868	Syag.g_01707	Prba.g_00609
OG0000869	Syag.g_01711	Prba.g_00605
OG0000870	Syag.g_01716	Prba.g_00600
OG0000871	Syag.g_01717	Prba.g_00599
OG0000872	Syag.g_01723	Prba.g_00598
OG0000873	Syag.g_01726	Prba.g_00595
OG0000874	Syag.g_01729	Prba.g_00592
OG0000875	Syag.g_01731	Prba.g_00591
OG0000876	Syag.g_01732	Prba.g_00590
OG0000877	Syag.g_01734	Prba.g_00588
OG0000878	Syag.g_01735	Prba.g_00587
OG0000879	Syag.g_02356	Prba.g_00586
OG0000880	Syag.g_01736	Prba.g_00585
OG0000881	Syag.g_01741	Prba.g_00581
OG0000882	Syag.g_01746	Prba.g_00576
OG0000883	Syag.g_01749	Prba.g_00574
OG0000884	Syag.g_01751	Prba.g_00573
OG0000885	Syag.g_01752	Prba.g_00572
OG0000886	Syag.g_01753	Prba.g_00571
OG0000887	Syag.g_01754	Prba.g_00570
OG0000888	Syag.g_01756	Prba.g_00568
OG0000889	Syag.g_01758	Prba.g_00566
OG0000890	Syag.g_01761	Prba.g_00565
OG0000891	Syag.g_01762	Prba.g_00564
OG0000892	Syag.g_01765	Prba.g_00352
OG0000893	Syag.g_02688	Prba.g_00357
OG0000894	Syag.g_02691	Prba.g_00359
OG0000895	Syag.g_02695	Prba.g_00362
OG0000896	Syag.g_02696	Prba.g_00363
OG0000897	Syag.g_02699	Prba.g_00365
OG0000898	Syag.g_02700	Prba.g_00366
OG0000899	Syag.g_02701	Prba.g_00367
OG0000900	Syag.g_02702	Prba.g_00368
OG0000901	Syag.g_02707	Prba.g_00371
OG0000902	Syag.g_02709	Prba.g_00373
OG0000903	Syag.g_02724	Prba.g_00376
OG0000904	Syag.g_02718	Prba.g_00378
OG0000905	Syag.g_02714	Prba.g_00383
OG0000906	Syag.g_02711	Prba.g_00384
OG0000907	Syag.g_02727	Prba.g_00387
OG0000908	Syag.g_02730	Prba.g_00390
OG0000909	Syag.g_02731	Prba.g_00391
OG0000910	Syag.g_02732	Prba.g_00392
OG0000911	Syag.g_02734	Prba.g_00394
OG0000912	Syag.g_02735	Prba.g_00395
OG0000913	Syag.g_02736	Prba.g_00396
OG0000914	Syag.g_02737	Prba.g_00397
OG0000915	Syag.g_02739	Prba.g_00398
OG0000916	Syag.g_02740	Prba.g_00399
OG0000917	Syag.g_02741	Prba.g_00400
OG0000918	Syag.g_02742	Prba.g_00401
OG0000919	Syag.g_02743	Prba.g_00402
OG0000920	Syag.g_02744	Prba.g_00403
OG0000921	Syag.g_02745	Prba.g_00404
OG0000922	Syag.g_02746	Prba.g_00405
OG0000923	Syag.g_02750	Prba.g_00409
OG0000924	Syag.g_02751	Prba.g_00410
OG0000925	Syag.g_02752	Prba.g_00411
OG0000926	Syag.g_02753	Prba.g_00412
OG0000927	Syag.g_02755	Prba.g_00414
OG0000928	Syag.g_02756	Prba.g_00415
OG0000929	Syag.g_02757	Prba.g_00416
OG0000930	Syag.g_02758	Prba.g_00417
OG0000931	Syag.g_02759	Prba.g_00418
OG0000932	Syag.g_02760	Prba.g_00419
OG0000933	Syag.g_02766	Prba.g_00423
OG0000934	Syag.g_02768	Prba.g_00425
OG0000935	Syag.g_02769	Prba.g_00426
OG0000936	Syag.g_02770	Prba.g_00427
OG0000937	Syag.g_02771	Prba.g_00428
OG0000938	Syag.g_02774	Prba.g_00430
OG0000939	Syag.g_02775	Prba.g_00431
OG0000940	Syag.g_02783	Prba.g_00438
OG0000941	Syag.g_02785	Prba.g_01049
OG0000942	Syag.g_02787	Prba.g_01051
OG0000943	Syag.g_02788	Prba.g_01052
OG0000944	Syag.g_02790	Prba.g_01053
OG0000945	Syag.g_02792	Prba.g_01054
OG0000946	Syag.g_02797	Prba.g_01059
OG0000947	Syag.g_02801	Prba.g_01061
OG0000948	Syag.g_02802	Prba.g_01062
OG0000949	Syag.g_02449	Prba.g_01065
OG0000950	Syag.g_02436	Prba.g_01070
OG0000951	Syag.g_02431	Prba.g_01074
OG0000952	Syag.g_02423	Prba.g_01078
OG0000953	Syag.g_02415	Prba.g_00753
OG0000954	Syag.g_02409	Prba.g_00757
OG0000955	Syag.g_02408	Prba.g_00758
OG0000956	Syag.g_02406	Prba.g_00760
OG0000957	Syag.g_02395	Prba.g_00766
OG0000958	Syag.g_02394	Prba.g_00767
OG0000959	Syag.g_02389	Prba.g_00771
OG0000960	Syag.g_02388	Prba.g_00772
OG0000961	Syag.g_02379	Prba.g_00774
OG0000962	Syag.g_02377	Prba.g_00776
OG0000963	Syag.g_02372	Prba.g_00780
OG0000964	Syag.g_02371	Prba.g_00781
OG0000965	Syag.g_02370	Prba.g_00782
OG0000966	Syag.g_02362	Prba.g_00789
OG0000967	Syag.g_02358	Prba.g_00794
OG0000968	Syag.g_02355	Prba.g_00796
OG0000969	Syag.g_02354	Prba.g_00797
OG0000970	Syag.g_02353	Prba.g_00798
OG0000971	Syag.g_02348	Prba.g_00799
OG0000972	Syag.g_02347	Prba.g_00800
OG0000973	Syag.g_02346	Prba.g_00801
OG0000974	Syag.g_02345	Prba.g_00802
OG0000975	Syag.g_02344	Prba.g_00803
OG0000976	Syag.g_02343	Prba.g_00804
OG0000977	Syag.g_02340	Prba.g_00805
OG0000978	Syag.g_02338	Prba.g_00806
OG0000979	Syag.g_02335	Prba.g_00809
OG0000980	Syag.g_02332	Prba.g_00811
OG0000981	Syag.g_02329	Prba.g_00813
OG0000982	Syag.g_02127	Prba.g_00815
OG0000983	Syag.g_02128	Prba.g_00816
OG0000984	Syag.g_02129	Prba.g_00817
OG0000985	Syag.g_02133	Prba.g_00820
OG0000986	Syag.g_02138	Prba.g_00822
OG0000987	Syag.g_02140	Prba.g_00823
OG0000988	Syag.g_02145	Prba.g_00826
OG0000989	Syag.g_02156	Prba.g_00830
OG0000990	Syag.g_02169	Prba.g_00833
OG0000991	Syag.g_02174	Prba.g_00834
OG0000992	Syag.g_02177	Prba.g_00836
OG0000993	Syag.g_02178	Prba.g_00837
OG0000994	Syag.g_02181	Prba.g_00838
OG0000995	Syag.g_02187	Prba.g_00842
OG0000996	Syag.g_02229	Prba.g_00843
OG0000997	Syag.g_02239	Prba.g_00844
OG0000998	Syag.g_02241	Prba.g_00846
OG0000999	Syag.g_02242	Prba.g_00847
OG0001000	Syag.g_02246	Prba.g_01778
OG0001001	Syag.g_02251	Prba.g_01780
OG0001002	Syag.g_02258	Prba.g_01784
OG0001003	Syag.g_02260	Prba.g_01785
OG0001004	Syag.g_02261	Prba.g_01786
OG0001005	Syag.g_02263	Prba.g_01787
OG0001006	Syag.g_02270	Prba.g_01791
OG0001007	Syag.g_02272	Prba.g_01793
OG0001008	Syag.g_00034	Prba.g_01024
OG0001009	Syag.g_02304	Prba.g_01820
OG0001010	Syag.g_02305	Prba.g_01821
OG0001011	Syag.g_02307	Prba.g_01822
OG0001012	Syag.g_02123	Prba.g_01837
OG0001013	Syag.g_02098	Prba.g_01842
OG0001014	Syag.g_02084	Prba.g_01845
OG0001015	Syag.g_02083	Prba.g_01846
OG0001016	Syag.g_01824	Prba.g_01861
OG0001017	Syag.g_01830	Prba.g_01865
OG0001018	Syag.g_01832	Prba.g_01868
OG0001019	Syag.g_01854	Prba.g_01877
OG0001020	Syag.g_01861	Prba.g_01878
OG0001021	Syag.g_01865	Prba.g_01879
OG0001022	Syag.g_01870	Prba.g_01882
OG0001023	Syag.g_01871	Prba.g_01883
OG0001024	Syag.g_01875	Prba.g_01886
OG0001025	Syag.g_01882	Prba.g_01892
OG0001026	Syag.g_01894	Prba.g_01899
OG0001027	Syag.g_01902	Prba.g_01900
OG0001028	Syag.g_01904	Prba.g_01902
OG0001029	Syag.g_01906	Prba.g_01903
OG0001030	Syag.g_01927	Prba.g_01918
OG0001031	Syag.g_02000	Prba.g_00642
OG0001032	Syag.g_02005	Prba.g_00643
OG0001033	Syag.g_02048	Prba.g_00664
OG0001034	Syag.g_01784	Prba.g_00455
OG0001035	Syag.g_02635	Prba.g_00473
OG0001036	Syag.g_02630	Prba.g_00477
OG0001037	Syag.g_02628	Prba.g_00478
OG0001038	Syag.g_02600	Prba.g_00495
OG0001039	Syag.g_02597	Prba.g_00498
OG0001040	Syag.g_02594	Prba.g_00500
OG0001041	Syag.g_02589	Prba.g_00504
OG0001042	Syag.g_02564	Prba.g_00520
OG0001043	Syag.g_02560	Prba.g_00521
OG0001044	Syag.g_02842	Prba.g_00549
OG0001045	Syag.g_02856	Prba.g_00558
OG0001046	Syag.g_00836	Prba.g_00873
OG0001047	Syag.g_00036	Prba.g_01022
OG0001048	Syag.g_00037	Prba.g_01021
OG0001049	Syag.g_00040	Prba.g_01019
OG0001050	Syag.g_00041	Prba.g_01018
OG0001051	Syag.g_00042	Prba.g_01017
OG0001052	Syag.g_01352	Prba.g_00990
OG0001053	Syag.g_01525	Prba.g_00978
OG0001054	Syag.g_01506	Prba.g_00963
OG0001055	Syag.g_01485	Prba.g_00944
OG0001056	Syag.g_01449	Prba.g_00925
OG0001057	Syag.g_01241	Prba.g_01774
OG0001058	Syag.g_00271	Prba.g_01766
OG0001059	Syag.g_00275	Prba.g_01762
OG0001060	Syag.g_00282	Prba.g_01755
OG0001061	Syag.g_00302	Prba.g_01742
OG0001062	Syag.g_00304	Prba.g_01740
OG0001063	Syag.g_00310	Prba.g_01738
OG0001064	Syag.g_00311	Prba.g_01737
OG0001065	Syag.g_00312	Prba.g_01736
OG0001066	Syag.g_00313	Prba.g_01735
OG0001067	Syag.g_00314	Prba.g_01734
OG0001068	Syag.g_00315	Prba.g_01733
OG0001069	Syag.g_00317	Prba.g_01732
OG0001070	Syag.g_00321	Prba.g_01729
OG0001071	Syag.g_00322	Prba.g_01728
OG0001072	Syag.g_00327	Prba.g_01727
OG0001073	Syag.g_00342	Prba.g_01713
OG0001074	Syag.g_00467	Prba.g_01702
OG0001075	Syag.g_00362	Prba.g_01701
OG0001076	Syag.g_00378	Prba.g_01693
OG0001077	Syag.g_00388	Prba.g_01689
OG0001078	Syag.g_00411	Prba.g_01681
OG0001079	Syag.g_00428	Prba.g_01670
OG0001080	Syag.g_00495	Prba.g_01664
OG0001081	Syag.g_00551	Prba.g_01662
OG0001082	Syag.g_00552	Prba.g_01661
OG0001083	Syag.g_00565	Prba.g_01656
OG0001084	Syag.g_00569	Prba.g_01655
OG0001085	Syag.g_00592	Prba.g_01647
OG0001086	Syag.g_00594	Prba.g_01646
OG0001087	Syag.g_01018	Prba.g_01629
OG0001088	Syag.g_01016	Prba.g_01628
OG0001089	Syag.g_00986	Prba.g_01620
OG0001090	Syag.g_00922	Prba.g_01593
OG0001091	Syag.g_00919	Prba.g_01591
OG0001092	Syag.g_00917	Prba.g_01590
OG0001093	Syag.g_00910	Prba.g_01585
OG0001094	Syag.g_00661	Prba.g_01505
OG0001095	Syag.g_00681	Prba.g_01486
OG0001096	Syag.g_00703	Prba.g_01473
OG0001097	Syag.g_00729	Prba.g_01454
OG0001098	Syag.g_00744	Prba.g_01439
OG0001099	Syag.g_01905	Prba.g_01407
OG0001101	Syag.g_00603	Prba.g_01401
OG0001102	Syag.g_00606	Prba.g_01398
OG0001103	Syag.g_00608	Prba.g_01396
OG0001104	Syag.g_00642	Prba.g_01374
OG0001105	Syag.g_00646	Prba.g_01370
OG0001106	Syag.g_00796	Prba.g_01346
OG0001107	Syag.g_00808	Prba.g_01339
OG0001108	Syag.g_00817	Prba.g_01335
OG0001109	Syag.g_00819	Prba.g_01334
OG0001110	Syag.g_00821	Prba.g_01332
OG0001111	Syag.g_00823	Prba.g_01331
OG0001112	Syag.g_00825	Prba.g_01330
OG0001113	Syag.g_00826	Prba.g_01329
OG0001114	Syag.g_00827	Prba.g_01328
OG0001115	Syag.g_00831	Prba.g_01326
OG0001116	Syag.g_00833	Prba.g_01325
OG0001117	Syag.g_00834	Prba.g_01324
OG0001118	Syag.g_00835	Prba.g_01323
OG0001119	Syag.g_00837	Prba.g_01322
OG0001120	Syag.g_00841	Prba.g_01320
OG0001121	Syag.g_01584	Prba.g_00099, Prba.g_01317
OG0001122	Syag.g_00867	Prba.g_01292
OG0001123	Syag.g_00875	Prba.g_01288
OG0001124	Syag.g_00877	Prba.g_01286
OG0001125	Syag.g_00879	Prba.g_01285
OG0001126	Syag.g_00957	Prba.g_01275
OG0001127	Syag.g_00958	Prba.g_01274
OG0001128	Syag.g_00961	Prba.g_01272
OG0001129	Syag.g_00963	Prba.g_01271
OG0001130	Syag.g_00964	Prba.g_01270
OG0001131	Syag.g_00624	Prba.g_01234
OG0001132	Syag.g_00096	Prba.g_01225
OG0001133	Syag.g_00380	Prba.g_00729
OG0001134	Syag.g_02164	Prba.g_00097
OG0001135	Syag.g_00147	Prba.g_00094
OG0001136	Syag.g_01144	Prba.g_00067
OG0001137	Syag.g_01123	Prba.g_00055
OG0001138	Syag.g_01090	Prba.g_00037
OG0001139	Syag.g_01088	Prba.g_00036
OG0001140	Syag.g_01087	Prba.g_00035
OG0001141	Syag.g_01086	Prba.g_00034
OG0001142	Syag.g_01085	Prba.g_00033
OG0001143	Syag.g_01077	Prba.g_00026
OG0001144	Syag.g_01064	Prba.g_00021
OG0001145	Syag.g_01169	Prba.g_01184
OG0001146	Syag.g_01218	Prba.g_01196
OG0001147	Syag.g_01360	Prba.g_00210
OG0001148	Syag.g_01539	Prba.g_00194
OG0001149	Syag.g_01540	Prba.g_00193
OG0001150	Syag.g_01541	Prba.g_00192
OG0001151	Syag.g_01554	Prba.g_00181
OG0001152	Syag.g_01555	Prba.g_00180
OG0001153	Syag.g_01375	Prba.g_00681
OG0001154	Syag.g_01374	Prba.g_00680
OG0001155	Syag.g_01616	Prba.g_00343
OG0001156	Syag.g_01619	Prba.g_00340
OG0001157	Syag.g_01620	Prba.g_00339
OG0001158	Syag.g_01621	Prba.g_00338
OG0001159	Syag.g_01622, Syag.g_01625	Prba.g_00337
OG0001160	Syag.g_01666	Prba.g_00313
OG0001161	Syag.g_02163	Prba.g_00300
OG0001162	Syag.g_01238	Prba.g_00289
OG0001163	Syag.g_01674	Prba.g_00234
OG0001164	Syag.g_01680	Prba.g_00230
OG0001165	Syag.g_01685	Prba.g_00227
OG0001166	Syag.g_01715	Prba.g_00601
OG0001167	Syag.g_02383	Prba.g_00584
OG0001168	Syag.g_01740	Prba.g_00582
OG0001169	Syag.g_01742	Prba.g_00580
OG0001170	Syag.g_01744	Prba.g_00578
OG0001171	Syag.g_01755	Prba.g_00569
OG0001172	Syag.g_02693	Prba.g_00360
OG0001173	Syag.g_02694	Prba.g_00361
OG0001174	Syag.g_02703	Prba.g_00369
OG0001175	Syag.g_02704	Prba.g_00370
OG0001176	Syag.g_02723	Prba.g_00377
