Orthogroup	Syag	Syal
OG0000561	Syag.g_00277	Syal.g_02806
OG0000562	Syag.g_00278	Syal.g_02805
OG0000563	Syag.g_00279	Syal.g_02804
OG0000564	Syag.g_00280	Syal.g_02803
OG0000565	Syag.g_00284	Syal.g_02799
OG0000566	Syag.g_00288	Syal.g_02795
OG0000567	Syag.g_00292	Syal.g_02791
OG0000568	Syag.g_00295	Syal.g_02789
OG0000569	Syag.g_00296	Syal.g_02788
OG0000570	Syag.g_00297	Syal.g_02787
OG0000571	Syag.g_00301	Syal.g_02784
OG0000572	Syag.g_00320	Syal.g_02767
OG0000573	Syag.g_00329	Syal.g_02759
OG0000574	Syag.g_00330	Syal.g_02758
OG0000575	Syag.g_00335	Syal.g_02753
OG0000576	Syag.g_00337	Syal.g_02751
OG0000577	Syag.g_00338	Syal.g_02750
OG0000578	Syag.g_00339	Syal.g_02749
OG0000579	Syag.g_00340	Syal.g_02748
OG0000580	Syag.g_00341	Syal.g_02747
OG0000581	Syag.g_00348	Syal.g_02741
OG0000582	Syag.g_00353	Syal.g_02736
OG0000583	Syag.g_00354	Syal.g_02735
OG0000584	Syag.g_00355	Syal.g_02734
OG0000585	Syag.g_00357	Syal.g_02731
OG0000586	Syag.g_00358	Syal.g_02730
OG0000587	Syag.g_00360	Syal.g_02728
OG0000588	Syag.g_00371	Syal.g_02717
OG0000589	Syag.g_00375	Syal.g_02714
OG0000590	Syag.g_00376	Syal.g_02713
OG0000591	Syag.g_00383	Syal.g_02707
OG0000592	Syag.g_00384	Syal.g_02706
OG0000593	Syag.g_00406	Syal.g_02640
OG0000594	Syag.g_00407	Syal.g_02639
OG0000595	Syag.g_00408	Syal.g_02638
OG0000596	Syag.g_00413	Syal.g_02633
OG0000597	Syag.g_00416	Syal.g_02630
OG0000598	Syag.g_00417	Syal.g_02629
OG0000599	Syag.g_00424	Syal.g_02622
OG0000600	Syag.g_00425	Syal.g_02621
OG0000601	Syag.g_00426	Syal.g_02620
OG0000602	Syag.g_00431	Syal.g_02615
OG0000603	Syag.g_00432	Syal.g_02614
OG0000604	Syag.g_00434	Syal.g_02612
OG0000605	Syag.g_00522	Syal.g_02516
OG0000606	Syag.g_00550	Syal.g_02174
OG0000607	Syag.g_00553	Syal.g_02177
OG0000608	Syag.g_00554	Syal.g_02178
OG0000609	Syag.g_00556	Syal.g_02180
OG0000610	Syag.g_00580	Syal.g_02198
OG0000611	Syag.g_00583	Syal.g_02201
OG0000612	Syag.g_00584	Syal.g_02202
OG0000613	Syag.g_02533	Syal.g_01325
OG0000614	Syag.g_01004	Syal.g_01794
OG0000615	Syag.g_00630	Syal.g_02256
OG0000616	Syag.g_02255	Syal.g_00079
OG0000617	Syag.g_00915	Syal.g_01866
OG0000618	Syag.g_00914	Syal.g_01867
OG0000619	Syag.g_00913	Syal.g_02417
OG0000620	Syag.g_00906	Syal.g_02422
OG0000621	Syag.g_00905	Syal.g_02423
OG0000622	Syag.g_00904	Syal.g_02424
OG0000623	Syag.g_00903	Syal.g_02425
OG0000624	Syag.g_00901	Syal.g_02427
OG0000625	Syag.g_00900	Syal.g_02428
OG0000626	Syag.g_00899	Syal.g_02429
OG0000627	Syag.g_00756	Syal.g_02048
OG0000628	Syag.g_00757	Syal.g_02047
OG0000629	Syag.g_00761	Syal.g_02044
OG0000630	Syag.g_00765	Syal.g_02040
OG0000631	Syag.g_00772	Syal.g_02031
OG0000632	Syag.g_00773	Syal.g_02030
OG0000633	Syag.g_00774	Syal.g_02029
OG0000634	Syag.g_00663	Syal.g_02410
OG0000635	Syag.g_00664	Syal.g_02411
OG0000636	Syag.g_00666	Syal.g_02413
OG0000637	Syag.g_00668	Syal.g_02415
OG0000638	Syag.g_00669	Syal.g_02416
OG0000639	Syag.g_00670	Syal.g_01868
OG0000640	Syag.g_00671	Syal.g_01869
OG0000641	Syag.g_00675	Syal.g_01873
OG0000642	Syag.g_00676	Syal.g_01874
OG0000643	Syag.g_00677	Syal.g_01875
OG0000644	Syag.g_00678	Syal.g_01876
OG0000645	Syag.g_00680	Syal.g_01878
OG0000646	Syag.g_00683	Syal.g_01881
OG0000647	Syag.g_00685	Syal.g_01883
OG0000648	Syag.g_00694	Syal.g_02438
OG0000649	Syag.g_00695	Syal.g_02439
OG0000650	Syag.g_00696	Syal.g_02440
OG0000651	Syag.g_00697	Syal.g_02441
OG0000652	Syag.g_00698	Syal.g_02442
OG0000653	Syag.g_00700	Syal.g_02444
OG0000654	Syag.g_00701	Syal.g_02445
OG0000655	Syag.g_00702	Syal.g_02446
OG0000656	Syag.g_00705	Syal.g_02449
OG0000657	Syag.g_00719	Syal.g_02460
OG0000658	Syag.g_00721	Syal.g_02465
OG0000659	Syag.g_00722	Syal.g_02466
OG0000660	Syag.g_00726	Syal.g_02470
OG0000661	Syag.g_00728	Syal.g_02472
OG0000662	Syag.g_00730	Syal.g_02474
OG0000663	Syag.g_00733	Syal.g_02477
OG0000664	Syag.g_00734	Syal.g_02478
OG0000665	Syag.g_00456	Syal.g_02593
OG0000666	Syag.g_00445	Syal.g_02605
OG0000667	Syag.g_00574	Syal.g_02192
OG0000668	Syag.g_00868	Syal.g_01920
OG0000669	Syag.g_00600	Syal.g_02295
OG0000670	Syag.g_00399	Syal.g_02956
OG0000671	Syag.g_00604	Syal.g_02291
OG0000672	Syag.g_00607	Syal.g_02288
OG0000673	Syag.g_00610	Syal.g_02285
OG0000674	Syag.g_00612	Syal.g_02283
OG0000675	Syag.g_00613	Syal.g_02282
OG0000676	Syag.g_00615	Syal.g_02272
OG0000677	Syag.g_00616	Syal.g_02271
OG0000678	Syag.g_00622	Syal.g_02264
OG0000679	Syag.g_00633	Syal.g_02252
OG0000680	Syag.g_00634	Syal.g_02251
OG0000681	Syag.g_00637	Syal.g_02248
OG0000682	Syag.g_00638	Syal.g_02247
OG0000683	Syag.g_00639	Syal.g_02246
OG0000684	Syag.g_00641	Syal.g_02242
OG0000685	Syag.g_00643	Syal.g_02240
OG0000686	Syag.g_00644	Syal.g_02239
OG0000687	Syag.g_00645	Syal.g_02237
OG0000688	Syag.g_00651	Syal.g_02225
OG0000689	Syag.g_00653	Syal.g_02223
OG0000690	Syag.g_00654	Syal.g_02222
OG0000691	Syag.g_00655	Syal.g_02221
OG0000692	Syag.g_00656	Syal.g_02220
OG0000693	Syag.g_00658	Syal.g_02218
OG0000694	Syag.g_00659	Syal.g_02217
OG0000695	Syag.g_00776	Syal.g_02027
OG0000696	Syag.g_00777	Syal.g_02026
OG0000697	Syag.g_00778	Syal.g_02025
OG0000698	Syag.g_00781	Syal.g_02022
OG0000699	Syag.g_00782	Syal.g_02021
OG0000700	Syag.g_00783	Syal.g_02020
OG0000701	Syag.g_00784	Syal.g_02019
OG0000702	Syag.g_00792	Syal.g_02011
OG0000703	Syag.g_00793	Syal.g_02010
OG0000704	Syag.g_00795	Syal.g_02008
OG0000705	Syag.g_00802	Syal.g_01999
OG0000706	Syag.g_00803	Syal.g_01998
OG0000707	Syag.g_00804	Syal.g_01997
OG0000708	Syag.g_00807	Syal.g_01994
OG0000709	Syag.g_00816	Syal.g_01986
OG0000710	Syag.g_00820	Syal.g_01982
OG0000711	Syag.g_00848	Syal.g_01954
OG0000712	Syag.g_00850	Syal.g_01952
OG0000713	Syag.g_00851	Syal.g_01951
OG0000714	Syag.g_00853	Syal.g_01948
OG0000715	Syag.g_00855	Syal.g_01934
OG0000716	Syag.g_00859	Syal.g_01930
OG0000717	Syag.g_00860	Syal.g_01929
OG0000718	Syag.g_00864	Syal.g_01925
OG0000719	Syag.g_00866	Syal.g_01922
OG0000720	Syag.g_00880	Syal.g_01908
OG0000721	Syag.g_00882	Syal.g_01906
OG0000722	Syag.g_00883	Syal.g_01905
OG0000723	Syag.g_00897	Syal.g_02433
OG0000724	Syag.g_00967	Syal.g_01829
OG0000725	Syag.g_00978	Syal.g_01820
OG0000726	Syag.g_00979	Syal.g_01819
OG0000727	Syag.g_00980	Syal.g_01818
OG0000728	Syag.g_00982	Syal.g_01816
OG0000729	Syag.g_02376	Syal.g_01510
OG0000730	Syag.g_02840	Syal.g_00345
OG0000731	Syag.g_02853	Syal.g_00356
OG0000732	Syag.g_02331	Syal.g_00149
OG0000733	Syag.g_00145	Syal.g_01105
OG0000734	Syag.g_01892	Syal.g_00828
OG0000735	Syag.g_01159	Syal.g_01627
OG0000736	Syag.g_01158	Syal.g_01628
OG0000737	Syag.g_01157	Syal.g_01629
OG0000738	Syag.g_01152	Syal.g_01634
OG0000739	Syag.g_01149	Syal.g_01645
OG0000740	Syag.g_01148	Syal.g_01646
OG0000741	Syag.g_01145	Syal.g_01649
OG0000742	Syag.g_01142	Syal.g_01652
OG0000743	Syag.g_01140	Syal.g_01654
OG0000744	Syag.g_01139	Syal.g_01655
OG0000745	Syag.g_01137	Syal.g_01657
OG0000746	Syag.g_01135	Syal.g_01659
OG0000747	Syag.g_01134	Syal.g_01660
OG0000748	Syag.g_01122	Syal.g_01674
OG0000749	Syag.g_01121	Syal.g_01675
OG0000750	Syag.g_01120	Syal.g_01676
OG0000751	Syag.g_01114	Syal.g_01688
OG0000752	Syag.g_01112	Syal.g_01690
OG0000753	Syag.g_01109	Syal.g_01693
OG0000754	Syag.g_01103	Syal.g_01698
OG0000755	Syag.g_01092	Syal.g_01707
OG0000756	Syag.g_01091	Syal.g_01708
OG0000757	Syag.g_01084	Syal.g_01715
OG0000758	Syag.g_01083	Syal.g_01716
OG0000759	Syag.g_01082	Syal.g_01717
OG0000760	Syag.g_01081	Syal.g_01718
OG0000761	Syag.g_01080	Syal.g_01719
OG0000762	Syag.g_01078	Syal.g_01721
OG0000763	Syag.g_01076	Syal.g_01723
OG0000764	Syag.g_01075	Syal.g_01724
OG0000765	Syag.g_01056	Syal.g_01768
OG0000766	Syag.g_01055	Syal.g_01767
OG0000767	Syag.g_01053	Syal.g_01765
OG0000768	Syag.g_01052	Syal.g_01764
OG0000769	Syag.g_01047	Syal.g_01762
OG0000770	Syag.g_01043	Syal.g_01758
OG0000771	Syag.g_00959	Syal.g_01835
OG0000772	Syag.g_02043	Syal.g_01641
OG0000773	Syag.g_01168	Syal.g_01618
OG0000774	Syag.g_01182	Syal.g_01610
OG0000775	Syag.g_01185	Syal.g_01608
OG0000776	Syag.g_01186	Syal.g_01607
OG0000777	Syag.g_01187	Syal.g_01606
OG0000778	Syag.g_01188	Syal.g_01605
OG0000779	Syag.g_01194	Syal.g_01599
OG0000780	Syag.g_01217	Syal.g_01594
OG0000781	Syag.g_01221	Syal.g_01590
OG0000782	Syag.g_01222	Syal.g_01589
OG0000783	Syag.g_01223	Syal.g_01588
OG0000784	Syag.g_01224	Syal.g_01587
OG0000785	Syag.g_01226	Syal.g_01585
OG0000786	Syag.g_01235	Syal.g_01579
OG0000787	Syag.g_01236	Syal.g_01578
OG0000788	Syag.g_00427	Syal.g_02619
OG0000789	Syag.g_00453	Syal.g_02598
OG0000790	Syag.g_01542	Syal.g_02883
OG0000791	Syag.g_01544	Syal.g_02882
OG0000792	Syag.g_01545	Syal.g_02881
OG0000793	Syag.g_01550	Syal.g_02876
OG0000794	Syag.g_01551	Syal.g_02875
OG0000795	Syag.g_01552	Syal.g_02874
OG0000796	Syag.g_01556	Syal.g_02870
OG0000797	Syag.g_01557	Syal.g_02869
OG0000798	Syag.g_02601	Syal.g_01260
OG0000799	Syag.g_01278	Syal.g_01547
OG0000800	Syag.g_01280	Syal.g_01542
OG0000801	Syag.g_01285	Syal.g_01541
OG0000802	Syag.g_01293	Syal.g_01536
OG0000803	Syag.g_01321	Syal.g_00040
OG0000804	Syag.g_01438	Syal.g_00036
OG0000805	Syag.g_01433	Syal.g_00030
OG0000806	Syag.g_01429	Syal.g_00028
OG0000807	Syag.g_01428	Syal.g_00026
OG0000808	Syag.g_01427	Syal.g_00025
OG0000809	Syag.g_01423	Syal.g_00022
OG0000810	Syag.g_01422	Syal.g_00021
OG0000811	Syag.g_01413	Syal.g_00380
OG0000812	Syag.g_01411	Syal.g_00382
OG0000813	Syag.g_01410	Syal.g_00383
OG0000814	Syag.g_01408	Syal.g_00385
OG0000815	Syag.g_01407	Syal.g_00391
OG0000816	Syag.g_01405	Syal.g_00393
OG0000817	Syag.g_01404	Syal.g_00394
OG0000818	Syag.g_01400	Syal.g_00401
OG0000819	Syag.g_01399	Syal.g_00402
OG0000820	Syag.g_01398	Syal.g_00403
OG0000821	Syag.g_01388	Syal.g_00409
OG0000822	Syag.g_01386	Syal.g_00411
OG0000823	Syag.g_01385	Syal.g_00412
OG0000824	Syag.g_01379	Syal.g_00417
OG0000825	Syag.g_01378	Syal.g_00418
OG0000826	Syag.g_01377	Syal.g_00419
OG0000827	Syag.g_01376	Syal.g_00420
OG0000828	Syag.g_01373	Syal.g_00423
OG0000829	Syag.g_01372	Syal.g_00424
OG0000830	Syag.g_01371	Syal.g_00425
OG0000831	Syag.g_01367	Syal.g_00427
OG0000832	Syag.g_01614	Syal.g_02967
OG0000833	Syag.g_01628	Syal.g_02976
OG0000834	Syag.g_01632	Syal.g_02979
OG0000835	Syag.g_01633	Syal.g_02980
OG0000836	Syag.g_01637	Syal.g_02983
OG0000837	Syag.g_01638	Syal.g_02984
OG0000838	Syag.g_01642	Syal.g_02988
OG0000839	Syag.g_01643	Syal.g_02989
OG0000840	Syag.g_01644	Syal.g_02990
OG0000841	Syag.g_01645	Syal.g_02991
OG0000842	Syag.g_01646	Syal.g_02992
OG0000843	Syag.g_01647	Syal.g_02993
OG0000844	Syag.g_01649	Syal.g_02995
OG0000845	Syag.g_01650	Syal.g_02996
OG0000846	Syag.g_01651	Syal.g_02997
OG0000847	Syag.g_01652	Syal.g_02998
OG0000848	Syag.g_01654	Syal.g_03000
OG0000849	Syag.g_01655	Syal.g_03001
OG0000850	Syag.g_01657	Syal.g_03008
OG0000851	Syag.g_01663	Syal.g_00561
OG0000852	Syag.g_01664	Syal.g_00562
OG0000853	Syag.g_01668	Syal.g_00566
OG0000854	Syag.g_01670	Syal.g_00568
OG0000855	Syag.g_01671	Syal.g_00569
OG0000856	Syag.g_00386	Syal.g_02704
OG0000857	Syag.g_00684	Syal.g_01882
OG0000858	Syag.g_01677	Syal.g_00576
OG0000859	Syag.g_01678	Syal.g_00577
OG0000860	Syag.g_01689	Syal.g_00589
OG0000861	Syag.g_01690	Syal.g_00590
OG0000862	Syag.g_01693	Syal.g_00591
OG0000863	Syag.g_01695	Syal.g_00594
OG0000864	Syag.g_01696	Syal.g_00595
OG0000865	Syag.g_01697	Syal.g_00596
OG0000866	Syag.g_01698	Syal.g_00597
OG0000867	Syag.g_01699	Syal.g_00598
OG0000868	Syag.g_01707	Syal.g_00604
OG0000869	Syag.g_01711	Syal.g_00609
OG0000870	Syag.g_01716	Syal.g_00614
OG0000871	Syag.g_01717	Syal.g_00615
OG0000872	Syag.g_01723	Syal.g_00621
OG0000873	Syag.g_01726	Syal.g_00624
OG0000874	Syag.g_01729	Syal.g_00627
OG0000875	Syag.g_01731	Syal.g_00629
OG0000876	Syag.g_01732	Syal.g_00631
OG0000877	Syag.g_01734	Syal.g_00633
OG0000878	Syag.g_01735	Syal.g_00634
OG0000879	Syag.g_02356	Syal.g_00635
OG0000880	Syag.g_01736	Syal.g_00636
OG0000881	Syag.g_01741	Syal.g_00641
OG0000882	Syag.g_01746	Syal.g_00646
OG0000883	Syag.g_01749	Syal.g_00648
OG0000884	Syag.g_01751	Syal.g_00650
OG0000885	Syag.g_01752	Syal.g_00651
OG0000886	Syag.g_01753	Syal.g_00652
OG0000887	Syag.g_01754	Syal.g_00653
OG0000888	Syag.g_01756	Syal.g_00655
OG0000889	Syag.g_01758	Syal.g_00657
OG0000890	Syag.g_01761	Syal.g_00663
OG0000891	Syag.g_01762	Syal.g_00664
OG0000892	Syag.g_01765	Syal.g_00668
OG0000893	Syag.g_02688	Syal.g_00193
OG0000894	Syag.g_02691	Syal.g_00196
OG0000895	Syag.g_02695	Syal.g_00200
OG0000896	Syag.g_02696	Syal.g_00201
OG0000897	Syag.g_02699	Syal.g_00203
OG0000898	Syag.g_02700	Syal.g_00204
OG0000899	Syag.g_02701	Syal.g_00205
OG0000900	Syag.g_02702	Syal.g_00206
OG0000901	Syag.g_02707	Syal.g_00211
OG0000902	Syag.g_02709	Syal.g_00213
OG0000903	Syag.g_02724	Syal.g_00227
OG0000904	Syag.g_02718	Syal.g_00222
OG0000905	Syag.g_02714	Syal.g_00217
OG0000906	Syag.g_02711	Syal.g_00215
OG0000907	Syag.g_02727	Syal.g_00229
OG0000908	Syag.g_02730	Syal.g_00232
OG0000909	Syag.g_02731	Syal.g_00233
OG0000910	Syag.g_02732	Syal.g_00234
OG0000911	Syag.g_02734	Syal.g_00237
OG0000912	Syag.g_02735	Syal.g_00238
OG0000913	Syag.g_02736	Syal.g_00239
OG0000914	Syag.g_02737	Syal.g_00240
OG0000915	Syag.g_02739	Syal.g_00241
OG0000916	Syag.g_02740	Syal.g_00242
OG0000917	Syag.g_02741	Syal.g_00243
OG0000918	Syag.g_02742	Syal.g_00244
OG0000919	Syag.g_02743	Syal.g_00245
OG0000920	Syag.g_02744	Syal.g_00246
OG0000921	Syag.g_02745	Syal.g_00247
OG0000922	Syag.g_02746	Syal.g_00248
OG0000923	Syag.g_02750	Syal.g_00252
OG0000924	Syag.g_02751	Syal.g_00253
OG0000925	Syag.g_02752	Syal.g_00254
OG0000926	Syag.g_02753	Syal.g_00255
OG0000927	Syag.g_02755	Syal.g_00257
OG0000928	Syag.g_02756	Syal.g_00258
OG0000929	Syag.g_02757	Syal.g_00259
OG0000930	Syag.g_02758	Syal.g_00260
OG0000931	Syag.g_02759	Syal.g_00261
OG0000932	Syag.g_02760	Syal.g_00262
OG0000933	Syag.g_02766	Syal.g_00268
OG0000934	Syag.g_02768	Syal.g_00270
OG0000935	Syag.g_02769	Syal.g_00271
OG0000936	Syag.g_02770	Syal.g_00272
OG0000937	Syag.g_02771	Syal.g_00273
OG0000938	Syag.g_02774	Syal.g_00276
OG0000939	Syag.g_02775	Syal.g_00277
OG0000940	Syag.g_02783	Syal.g_00285
OG0000941	Syag.g_02785	Syal.g_00287
OG0000942	Syag.g_02787	Syal.g_00289
OG0000943	Syag.g_02788	Syal.g_00290
OG0000944	Syag.g_02790	Syal.g_00292
OG0000945	Syag.g_02792	Syal.g_00294
OG0000946	Syag.g_02797	Syal.g_00301
OG0000947	Syag.g_02801	Syal.g_00304
OG0000948	Syag.g_02802	Syal.g_00305
OG0000949	Syag.g_02449	Syal.g_01341
OG0000950	Syag.g_02436	Syal.g_01348
OG0000951	Syag.g_02431	Syal.g_01353
OG0000952	Syag.g_02423	Syal.g_01363
OG0000953	Syag.g_02415	Syal.g_01435
OG0000954	Syag.g_02409	Syal.g_01443
OG0000955	Syag.g_02408	Syal.g_01444
OG0000956	Syag.g_02406	Syal.g_01446
OG0000957	Syag.g_02395	Syal.g_01457
OG0000958	Syag.g_02394	Syal.g_01458
OG0000959	Syag.g_02389	Syal.g_01482
OG0000960	Syag.g_02388	Syal.g_01483
OG0000961	Syag.g_02379	Syal.g_01507
OG0000962	Syag.g_02377	Syal.g_01509
OG0000963	Syag.g_02372	Syal.g_01514
OG0000964	Syag.g_02371	Syal.g_01515
OG0000965	Syag.g_02370	Syal.g_01516
OG0000966	Syag.g_02362	Syal.g_00176
OG0000967	Syag.g_02358	Syal.g_00171
OG0000968	Syag.g_02355	Syal.g_00169
OG0000969	Syag.g_02354	Syal.g_00167
OG0000970	Syag.g_02353	Syal.g_00166
OG0000971	Syag.g_02348	Syal.g_00164
OG0000972	Syag.g_02347	Syal.g_00163
OG0000973	Syag.g_02346	Syal.g_00162
OG0000974	Syag.g_02345	Syal.g_00161
OG0000975	Syag.g_02344	Syal.g_00160
OG0000976	Syag.g_02343	Syal.g_00159
OG0000977	Syag.g_02340	Syal.g_00157
OG0000978	Syag.g_02338	Syal.g_00156
OG0000979	Syag.g_02335	Syal.g_00153
OG0000980	Syag.g_02332	Syal.g_00150
OG0000981	Syag.g_02329	Syal.g_00147
OG0000982	Syag.g_02127	Syal.g_01068
OG0000983	Syag.g_02128	Syal.g_01069
OG0000984	Syag.g_02129	Syal.g_01070
OG0000985	Syag.g_02133	Syal.g_01074
OG0000986	Syag.g_02138	Syal.g_01076
OG0000987	Syag.g_02140	Syal.g_01080
OG0000988	Syag.g_02145	Syal.g_01086
OG0000989	Syag.g_02156	Syal.g_01098
OG0000990	Syag.g_02169	Syal.g_01118
OG0000991	Syag.g_02174	Syal.g_01120
OG0000992	Syag.g_02177	Syal.g_01122
OG0000993	Syag.g_02178	Syal.g_01123
OG0000994	Syag.g_02181	Syal.g_01127
OG0000995	Syag.g_02187	Syal.g_01132
OG0000996	Syag.g_02229	Syal.g_01162
OG0000997	Syag.g_02239	Syal.g_01171
OG0000998	Syag.g_02241	Syal.g_01173
OG0000999	Syag.g_02242	Syal.g_01174
OG0001000	Syag.g_02246	Syal.g_01177
OG0001001	Syag.g_02251	Syal.g_01182
OG0001002	Syag.g_02258	Syal.g_00082
OG0001003	Syag.g_02260	Syal.g_00084
OG0001004	Syag.g_02261	Syal.g_00085
OG0001005	Syag.g_02263	Syal.g_00087
OG0001006	Syag.g_02270	Syal.g_00094
OG0001007	Syag.g_02272	Syal.g_00096
OG0001008	Syag.g_00034	Syal.g_00524
OG0001009	Syag.g_02304	Syal.g_00129
OG0001010	Syag.g_02305	Syal.g_00130
OG0001011	Syag.g_02307	Syal.g_00131
OG0001012	Syag.g_02123	Syal.g_01064
OG0001013	Syag.g_02098	Syal.g_01026
OG0001014	Syag.g_02084	Syal.g_01022
OG0001015	Syag.g_02083	Syal.g_01021
OG0001016	Syag.g_01824	Syal.g_00756
OG0001017	Syag.g_01830	Syal.g_00762
OG0001018	Syag.g_01832	Syal.g_00764
OG0001019	Syag.g_01854	Syal.g_00785
OG0001020	Syag.g_01861	Syal.g_00796
OG0001021	Syag.g_01865	Syal.g_00800
OG0001022	Syag.g_01870	Syal.g_00805
OG0001023	Syag.g_01871	Syal.g_00806
OG0001024	Syag.g_01875	Syal.g_00810
OG0001025	Syag.g_01882	Syal.g_00817
OG0001026	Syag.g_01894	Syal.g_00830
OG0001027	Syag.g_01902	Syal.g_00834
OG0001028	Syag.g_01904	Syal.g_00836
OG0001029	Syag.g_01906	Syal.g_00838
OG0001030	Syag.g_01927	Syal.g_00860
OG0001031	Syag.g_02000	Syal.g_00936
OG0001032	Syag.g_02005	Syal.g_00938
OG0001033	Syag.g_02048	Syal.g_00972
OG0001034	Syag.g_01784	Syal.g_00684
OG0001035	Syag.g_02635	Syal.g_01226
OG0001036	Syag.g_02630	Syal.g_01231
OG0001037	Syag.g_02628	Syal.g_01233
OG0001038	Syag.g_02600	Syal.g_01261
OG0001039	Syag.g_02597	Syal.g_01264
OG0001040	Syag.g_02594	Syal.g_01267
OG0001041	Syag.g_02589	Syal.g_01272
OG0001042	Syag.g_02564	Syal.g_01300
OG0001043	Syag.g_02560	Syal.g_01304
OG0001044	Syag.g_02842	Syal.g_00346
OG0001045	Syag.g_02856	Syal.g_00359
OG0001046	Syag.g_00836	Syal.g_01967
OG0001047	Syag.g_00036	Syal.g_00522
OG0001048	Syag.g_00037	Syal.g_00521
OG0001049	Syag.g_00040	Syal.g_00518
OG0001050	Syag.g_00041	Syal.g_00517
OG0001051	Syag.g_00042	Syal.g_00516
OG0001052	Syag.g_01352	Syal.g_00467
OG0001053	Syag.g_01525	Syal.g_02900
OG0001054	Syag.g_01506	Syal.g_02919
OG0001055	Syag.g_01485	Syal.g_02940
OG0001056	Syag.g_01449	Syal.g_02833
OG0001057	Syag.g_01241	Syal.g_01574
OG0001058	Syag.g_00271	Syal.g_02812
OG0001059	Syag.g_00275	Syal.g_02808
OG0001060	Syag.g_00282	Syal.g_02801
OG0001061	Syag.g_00302	Syal.g_02783
OG0001062	Syag.g_00304	Syal.g_02781
OG0001063	Syag.g_00310	Syal.g_02776
OG0001064	Syag.g_00311	Syal.g_02775
OG0001065	Syag.g_00312	Syal.g_02774
OG0001066	Syag.g_00313	Syal.g_02773
OG0001067	Syag.g_00314	Syal.g_02772
OG0001068	Syag.g_00315	Syal.g_02771
OG0001069	Syag.g_00317	Syal.g_02770
OG0001070	Syag.g_00321	Syal.g_02766
OG0001071	Syag.g_00322	Syal.g_02765
OG0001072	Syag.g_00327	Syal.g_02761
OG0001073	Syag.g_00342	Syal.g_02746
OG0001074	Syag.g_00467	Syal.g_02575
OG0001075	Syag.g_00362	Syal.g_02726
OG0001076	Syag.g_00378	Syal.g_02712
OG0001077	Syag.g_00388	Syal.g_02702
OG0001078	Syag.g_00411	Syal.g_02635
OG0001079	Syag.g_00428	Syal.g_02618
OG0001080	Syag.g_00495	Syal.g_02514
OG0001081	Syag.g_00551	Syal.g_02175
OG0001082	Syag.g_00552	Syal.g_02176
OG0001083	Syag.g_00565	Syal.g_02184
OG0001084	Syag.g_00569	Syal.g_02187
OG0001085	Syag.g_00592	Syal.g_02206
OG0001086	Syag.g_00594	Syal.g_02208
OG0001087	Syag.g_01018	Syal.g_01782
OG0001088	Syag.g_01016	Syal.g_01785
OG0001089	Syag.g_00986	Syal.g_01811
OG0001090	Syag.g_00922	Syal.g_01859
OG0001091	Syag.g_00919	Syal.g_01862
OG0001092	Syag.g_00917	Syal.g_01864
OG0001093	Syag.g_00910	Syal.g_02419
OG0001094	Syag.g_00661	Syal.g_02216
OG0001095	Syag.g_00681	Syal.g_01879
OG0001096	Syag.g_00703	Syal.g_02447
OG0001097	Syag.g_00729	Syal.g_02473
OG0001098	Syag.g_00744	Syal.g_02083
OG0001099	Syag.g_01905	Syal.g_00837
OG0001101	Syag.g_00603	Syal.g_02292
OG0001102	Syag.g_00606	Syal.g_02289
OG0001103	Syag.g_00608	Syal.g_02287
OG0001104	Syag.g_00642	Syal.g_02241
OG0001105	Syag.g_00646	Syal.g_02236
OG0001106	Syag.g_00796	Syal.g_02007
OG0001107	Syag.g_00808	Syal.g_01993
OG0001108	Syag.g_00817	Syal.g_01985
OG0001109	Syag.g_00819	Syal.g_01983
OG0001110	Syag.g_00821	Syal.g_01981
OG0001111	Syag.g_00823	Syal.g_01979
OG0001112	Syag.g_00825	Syal.g_01977
OG0001113	Syag.g_00826	Syal.g_02244
OG0001114	Syag.g_00827	Syal.g_01976
OG0001115	Syag.g_00831	Syal.g_01972
OG0001116	Syag.g_00833	Syal.g_01970
OG0001117	Syag.g_00834	Syal.g_01969
OG0001118	Syag.g_00835	Syal.g_01968
OG0001119	Syag.g_00837	Syal.g_01966
OG0001120	Syag.g_00841	Syal.g_01962
OG0001121	Syag.g_01584	Syal.g_02960
OG0001122	Syag.g_00867	Syal.g_01921
OG0001123	Syag.g_00875	Syal.g_01913
OG0001124	Syag.g_00877	Syal.g_01911
OG0001125	Syag.g_00879	Syal.g_01909
OG0001126	Syag.g_00957	Syal.g_01837
OG0001127	Syag.g_00958	Syal.g_01836
OG0001128	Syag.g_00961	Syal.g_01833
OG0001129	Syag.g_00963	Syal.g_01831
OG0001130	Syag.g_00964	Syal.g_01830
OG0001131	Syag.g_00624	Syal.g_02260
OG0001132	Syag.g_00096	Syal.g_02553
OG0001133	Syag.g_00380	Syal.g_02710
OG0001134	Syag.g_02164	Syal.g_02506
OG0001135	Syag.g_00147	Syal.g_02505
OG0001136	Syag.g_01144	Syal.g_01650
OG0001137	Syag.g_01123	Syal.g_01673
OG0001138	Syag.g_01090	Syal.g_01709
OG0001139	Syag.g_01088	Syal.g_01711
OG0001140	Syag.g_01087	Syal.g_01712
OG0001141	Syag.g_01086	Syal.g_01713
OG0001142	Syag.g_01085	Syal.g_01714
OG0001143	Syag.g_01077	Syal.g_01722
