Orthogroup	Syag	Prae
OG0000593	Syag.g_00406	Prae.g_00606
OG0000594	Syag.g_00407	Prae.g_00607
OG0000595	Syag.g_00408	Prae.g_00608
OG0000596	Syag.g_00413	Prae.g_00612
OG0000597	Syag.g_00416	Prae.g_00614
OG0000598	Syag.g_00417	Prae.g_00615
OG0000599	Syag.g_00424	Prae.g_00618
OG0000600	Syag.g_00425	Prae.g_00619
OG0000601	Syag.g_00426	Prae.g_00620
OG0000602	Syag.g_00431	Prae.g_00622
OG0000603	Syag.g_00432	Prae.g_00623
OG0000604	Syag.g_00434	Prae.g_00624
OG0000605	Syag.g_00522	Prae.g_00625
OG0000606	Syag.g_00550	Prae.g_00628
OG0000607	Syag.g_00553	Prae.g_00631
OG0000608	Syag.g_00554	Prae.g_00632
OG0000609	Syag.g_00556	Prae.g_00633
OG0000610	Syag.g_00580	Prae.g_00638
OG0000611	Syag.g_00583	Prae.g_00641
OG0000612	Syag.g_00584	Prae.g_00642
OG0000613	Syag.g_02533	Prae.g_00647
OG0000614	Syag.g_01004	Prae.g_00666
OG0000615	Syag.g_00630	Prae.g_00674
OG0000616	Syag.g_02255	Prae.g_00678
OG0000617	Syag.g_00915	Prae.g_00717
OG0000618	Syag.g_00914	Prae.g_00718
OG0000619	Syag.g_00913	Prae.g_00719
OG0000620	Syag.g_00906	Prae.g_00722
OG0000621	Syag.g_00905	Prae.g_00723
OG0000622	Syag.g_00904	Prae.g_00724
OG0000623	Syag.g_00903	Prae.g_00725
OG0000624	Syag.g_00901	Prae.g_00726
OG0000625	Syag.g_00900	Prae.g_00727
OG0000626	Syag.g_00899	Prae.g_00728
OG0000627	Syag.g_00756	Prae.g_00729
OG0000628	Syag.g_00757	Prae.g_00730
OG0000629	Syag.g_00761	Prae.g_00731
OG0000630	Syag.g_00765	Prae.g_00734
OG0000631	Syag.g_00772	Prae.g_00797
OG0000632	Syag.g_00773	Prae.g_00798
OG0000633	Syag.g_00774	Prae.g_00799
OG0000634	Syag.g_00663	Prae.g_00802
OG0000635	Syag.g_00664	Prae.g_00803
OG0000636	Syag.g_00666	Prae.g_00805
OG0000637	Syag.g_00668	Prae.g_00807
OG0000638	Syag.g_00669	Prae.g_00808
OG0000639	Syag.g_00670	Prae.g_00809
OG0000640	Syag.g_00671	Prae.g_00810
OG0000641	Syag.g_00675	Prae.g_00814
OG0000642	Syag.g_00676	Prae.g_00815
OG0000643	Syag.g_00677	Prae.g_00816
OG0000644	Syag.g_00678	Prae.g_00817
OG0000645	Syag.g_00680	Prae.g_00818
OG0000646	Syag.g_00683	Prae.g_00820
OG0000647	Syag.g_00685	Prae.g_00821
OG0000648	Syag.g_00694	Prae.g_00823
OG0000649	Syag.g_00695	Prae.g_00824
OG0000650	Syag.g_00696	Prae.g_00825
OG0000651	Syag.g_00697	Prae.g_00826
OG0000652	Syag.g_00698	Prae.g_00827
OG0000653	Syag.g_00700	Prae.g_00829
OG0000654	Syag.g_00701	Prae.g_00830
OG0000655	Syag.g_00702	Prae.g_00831
OG0000656	Syag.g_00705	Prae.g_00834
OG0000657	Syag.g_00719	Prae.g_00841
OG0000658	Syag.g_00721	Prae.g_00842
OG0000659	Syag.g_00722	Prae.g_00843
OG0000660	Syag.g_00726	Prae.g_00847
OG0000661	Syag.g_00728	Prae.g_00849
OG0000662	Syag.g_00730	Prae.g_00851
OG0000663	Syag.g_00733	Prae.g_00853
OG0000664	Syag.g_00734	Prae.g_00854
OG0000665	Syag.g_00456	Prae.g_00858
OG0000666	Syag.g_00445	Prae.g_00859
OG0000667	Syag.g_00574	Prae.g_00863
OG0000668	Syag.g_00868	Prae.g_00892
OG0000669	Syag.g_00600	Prae.g_00900
OG0000670	Syag.g_00399	Prae.g_00902
OG0000671	Syag.g_00604	Prae.g_00904
OG0000672	Syag.g_00607	Prae.g_00906
OG0000673	Syag.g_00610	Prae.g_00909
OG0000674	Syag.g_00612	Prae.g_00911
OG0000675	Syag.g_00613	Prae.g_00912
OG0000676	Syag.g_00615	Prae.g_00914
OG0000677	Syag.g_00616	Prae.g_00915
OG0000678	Syag.g_00622	Prae.g_00917
OG0000679	Syag.g_00633	Prae.g_00921
OG0000680	Syag.g_00634	Prae.g_00922
OG0000681	Syag.g_00637	Prae.g_00924
OG0000682	Syag.g_00638	Prae.g_00925
OG0000683	Syag.g_00639	Prae.g_00926
OG0000684	Syag.g_00641	Prae.g_00927
OG0000685	Syag.g_00643	Prae.g_00929
OG0000686	Syag.g_00644	Prae.g_00930
OG0000687	Syag.g_00645	Prae.g_00931
OG0000688	Syag.g_00651	Prae.g_00934
OG0000689	Syag.g_00653	Prae.g_00935
OG0000690	Syag.g_00654	Prae.g_00936
OG0000691	Syag.g_00655	Prae.g_00937
OG0000692	Syag.g_00656	Prae.g_00938
OG0000693	Syag.g_00658	Prae.g_00939
OG0000694	Syag.g_00659	Prae.g_00940
OG0000695	Syag.g_00776	Prae.g_00942
OG0000696	Syag.g_00777	Prae.g_00943
OG0000697	Syag.g_00778	Prae.g_00944
OG0000698	Syag.g_00781	Prae.g_00947
OG0000699	Syag.g_00782	Prae.g_00948
OG0000700	Syag.g_00783	Prae.g_00949
OG0000701	Syag.g_00784	Prae.g_00950
OG0000702	Syag.g_00792	Prae.g_00952
OG0000703	Syag.g_00793	Prae.g_00953
OG0000704	Syag.g_00795	Prae.g_00954
OG0000705	Syag.g_00802	Prae.g_00958
OG0000706	Syag.g_00803	Prae.g_00959
OG0000707	Syag.g_00804	Prae.g_00960
OG0000708	Syag.g_00807	Prae.g_00961
OG0000709	Syag.g_00816	Prae.g_00965
OG0000710	Syag.g_00820	Prae.g_00968
OG0000711	Syag.g_00848	Prae.g_00985
OG0000712	Syag.g_00850	Prae.g_00987
OG0000713	Syag.g_00851	Prae.g_00988
OG0000714	Syag.g_00853	Prae.g_00989
OG0000715	Syag.g_00855	Prae.g_00991
OG0000716	Syag.g_00859	Prae.g_00993
OG0000717	Syag.g_00860	Prae.g_00994
OG0000718	Syag.g_00864	Prae.g_01009
OG0000719	Syag.g_00866	Prae.g_01011
OG0000720	Syag.g_00880	Prae.g_01020
OG0000721	Syag.g_00882	Prae.g_01022
OG0000722	Syag.g_00883	Prae.g_01023
OG0000723	Syag.g_00897	Prae.g_01026
OG0000724	Syag.g_00967	Prae.g_01035
OG0000725	Syag.g_00978	Prae.g_01041
OG0000726	Syag.g_00979	Prae.g_01042
OG0000727	Syag.g_00980	Prae.g_01043
OG0000728	Syag.g_00982	Prae.g_01045
OG0000729	Syag.g_02376	Prae.g_01092
OG0000730	Syag.g_02840	Prae.g_01096
OG0000731	Syag.g_02853	Prae.g_01100
OG0000732	Syag.g_02331	Prae.g_01109
OG0000733	Syag.g_00145	Prae.g_01131
OG0000734	Syag.g_01892	Prae.g_01148
OG0000735	Syag.g_01159	Prae.g_01150
OG0000736	Syag.g_01158	Prae.g_01151
OG0000737	Syag.g_01157	Prae.g_01152
OG0000738	Syag.g_01152	Prae.g_01156
OG0000739	Syag.g_01149	Prae.g_01157
OG0000740	Syag.g_01148	Prae.g_01158
OG0000741	Syag.g_01145	Prae.g_01159
OG0000742	Syag.g_01142	Prae.g_01162
OG0000743	Syag.g_01140	Prae.g_01164
OG0000744	Syag.g_01139	Prae.g_01165
OG0000745	Syag.g_01137	Prae.g_01166
OG0000746	Syag.g_01135	Prae.g_01168
OG0000747	Syag.g_01134	Prae.g_01169
OG0000748	Syag.g_01122	Prae.g_01172
OG0000749	Syag.g_01121	Prae.g_01173
OG0000750	Syag.g_01120	Prae.g_01174
OG0000751	Syag.g_01114	Prae.g_01176
OG0000752	Syag.g_01112	Prae.g_01178
OG0000753	Syag.g_01109	Prae.g_01181
OG0000754	Syag.g_01103	Prae.g_01184
OG0000755	Syag.g_01092	Prae.g_01187
OG0000756	Syag.g_01091	Prae.g_01188
OG0000757	Syag.g_01084	Prae.g_01194
OG0000758	Syag.g_01083	Prae.g_01195
OG0000759	Syag.g_01082	Prae.g_01196
OG0000760	Syag.g_01081	Prae.g_01197
OG0000761	Syag.g_01080	Prae.g_01198
OG0000762	Syag.g_01078	Prae.g_01199
OG0000763	Syag.g_01076	Prae.g_01201
OG0000764	Syag.g_01075	Prae.g_01202
OG0000765	Syag.g_01056	Prae.g_01211
OG0000766	Syag.g_01055	Prae.g_01212
OG0000767	Syag.g_01053	Prae.g_01214
OG0000768	Syag.g_01052	Prae.g_01215
OG0000769	Syag.g_01047	Prae.g_01217
OG0000770	Syag.g_01043	Prae.g_01219
OG0000771	Syag.g_00959	Prae.g_01434
OG0000772	Syag.g_02043	Prae.g_01293
OG0000773	Syag.g_01168	Prae.g_01319
OG0000774	Syag.g_01182	Prae.g_01321
OG0000775	Syag.g_01185	Prae.g_01324
OG0000776	Syag.g_01186	Prae.g_01325
OG0000777	Syag.g_01187	Prae.g_01326
OG0000778	Syag.g_01188	Prae.g_01327
OG0000779	Syag.g_01194	Prae.g_01331
OG0000780	Syag.g_01217	Prae.g_01332
OG0000781	Syag.g_01221	Prae.g_01335
OG0000782	Syag.g_01222	Prae.g_01336
OG0000783	Syag.g_01223	Prae.g_01337
OG0000784	Syag.g_01224	Prae.g_01338
OG0000785	Syag.g_01226	Prae.g_01340
OG0000786	Syag.g_01235	Prae.g_01342
OG0000787	Syag.g_01236	Prae.g_01343
OG0000788	Syag.g_00427	Prae.g_01355
OG0000789	Syag.g_00453	Prae.g_01358
OG0000790	Syag.g_01542	Prae.g_01373
OG0000791	Syag.g_01544	Prae.g_01375
OG0000792	Syag.g_01545	Prae.g_01376
OG0000793	Syag.g_01550	Prae.g_01379
OG0000794	Syag.g_01551	Prae.g_01380
OG0000795	Syag.g_01552	Prae.g_01381
OG0000796	Syag.g_01556	Prae.g_01385
OG0000797	Syag.g_01557	Prae.g_01386
OG0000798	Syag.g_02601	Prae.g_01420
OG0000799	Syag.g_01278	Prae.g_01441
OG0000800	Syag.g_01280	Prae.g_01442
OG0000801	Syag.g_01285	Prae.g_01443
OG0000802	Syag.g_01293	Prae.g_01445
OG0000803	Syag.g_01321	Prae.g_01447
OG0000804	Syag.g_01438	Prae.g_01448
OG0000805	Syag.g_01433	Prae.g_01450
OG0000806	Syag.g_01429	Prae.g_01452
OG0000807	Syag.g_01428	Prae.g_01453
OG0000808	Syag.g_01427	Prae.g_01454
OG0000809	Syag.g_01423	Prae.g_01457
OG0000810	Syag.g_01422	Prae.g_01458
OG0000811	Syag.g_01413	Prae.g_01462
OG0000812	Syag.g_01411	Prae.g_01464
OG0000813	Syag.g_01410	Prae.g_01465
OG0000814	Syag.g_01408	Prae.g_01467
OG0000815	Syag.g_01407	Prae.g_01468
OG0000816	Syag.g_01405	Prae.g_01470
OG0000817	Syag.g_01404	Prae.g_01471
OG0000818	Syag.g_01400	Prae.g_01476
OG0000819	Syag.g_01399	Prae.g_01477
OG0000820	Syag.g_01398	Prae.g_01478
OG0000821	Syag.g_01388	Prae.g_01482
OG0000822	Syag.g_01386	Prae.g_01483
OG0000823	Syag.g_01385	Prae.g_01484
OG0000824	Syag.g_01379	Prae.g_01487
OG0000825	Syag.g_01378	Prae.g_01488
OG0000826	Syag.g_01377	Prae.g_01489
OG0000827	Syag.g_01376	Prae.g_01490
OG0000828	Syag.g_01373	Prae.g_01493
OG0000829	Syag.g_01372	Prae.g_01494
OG0000830	Syag.g_01371	Prae.g_01495
OG0000831	Syag.g_01367	Prae.g_01497
OG0000832	Syag.g_01614	Prae.g_01503
OG0000833	Syag.g_01628	Prae.g_01511
OG0000834	Syag.g_01632	Prae.g_01512
OG0000835	Syag.g_01633	Prae.g_01513
OG0000836	Syag.g_01637	Prae.g_01514
OG0000837	Syag.g_01638	Prae.g_01515
OG0000838	Syag.g_01642	Prae.g_01517
OG0000839	Syag.g_01643	Prae.g_01518
OG0000840	Syag.g_01644	Prae.g_01519
OG0000841	Syag.g_01645	Prae.g_01520
OG0000842	Syag.g_01646	Prae.g_01521
OG0000843	Syag.g_01647	Prae.g_01522
OG0000844	Syag.g_01649	Prae.g_01523
OG0000845	Syag.g_01650	Prae.g_01524
OG0000846	Syag.g_01651	Prae.g_01525
OG0000847	Syag.g_01652	Prae.g_01526
OG0000848	Syag.g_01654	Prae.g_01527
OG0000849	Syag.g_01655	Prae.g_01528
OG0000850	Syag.g_01657	Prae.g_01530
OG0000851	Syag.g_01663	Prae.g_01531
OG0000852	Syag.g_01664	Prae.g_01532
OG0000853	Syag.g_01668	Prae.g_01536
OG0000854	Syag.g_01670	Prae.g_01538
OG0000855	Syag.g_01671	Prae.g_01539
OG0000856	Syag.g_00386	Prae.g_01554
OG0000857	Syag.g_00684	Prae.g_01582
OG0000858	Syag.g_01677	Prae.g_01617
OG0000859	Syag.g_01678	Prae.g_01618
OG0000860	Syag.g_01689	Prae.g_01625
OG0000861	Syag.g_01690	Prae.g_01626
OG0000862	Syag.g_01693	Prae.g_01627
OG0000863	Syag.g_01695	Prae.g_01629
OG0000864	Syag.g_01696	Prae.g_01630
OG0000865	Syag.g_01697	Prae.g_01631
OG0000866	Syag.g_01698	Prae.g_01632
OG0000867	Syag.g_01699	Prae.g_01633
OG0000868	Syag.g_01707	Prae.g_01634
OG0000869	Syag.g_01711	Prae.g_01638
OG0000870	Syag.g_01716	Prae.g_01643
OG0000871	Syag.g_01717	Prae.g_01644
OG0000872	Syag.g_01723	Prae.g_01645
OG0000873	Syag.g_01726	Prae.g_01648
OG0000874	Syag.g_01729	Prae.g_01651
OG0000875	Syag.g_01731	Prae.g_01652
OG0000876	Syag.g_01732	Prae.g_01653
OG0000877	Syag.g_01734	Prae.g_01655
OG0000878	Syag.g_01735	Prae.g_01656
OG0000879	Syag.g_02356	Prae.g_01657
OG0000880	Syag.g_01736	Prae.g_01658
OG0000881	Syag.g_01741	Prae.g_01662
OG0000882	Syag.g_01746	Prae.g_01667
OG0000883	Syag.g_01749	Prae.g_01668
OG0000884	Syag.g_01751	Prae.g_01670
OG0000885	Syag.g_01752	Prae.g_01671
OG0000886	Syag.g_01753	Prae.g_01672
OG0000887	Syag.g_01754	Prae.g_01673
OG0000888	Syag.g_01756	Prae.g_01675
OG0000889	Syag.g_01758	Prae.g_01677
OG0000890	Syag.g_01761	Prae.g_01678
OG0000891	Syag.g_01762	Prae.g_01679
OG0000892	Syag.g_01765	Prae.g_01681
OG0000893	Syag.g_02688	Prae.g_01686
OG0000894	Syag.g_02691	Prae.g_01688
OG0000895	Syag.g_02695	Prae.g_01691
OG0000896	Syag.g_02696	Prae.g_01692
OG0000897	Syag.g_02699	Prae.g_01694
OG0000898	Syag.g_02700	Prae.g_01695
OG0000899	Syag.g_02701	Prae.g_01696
OG0000900	Syag.g_02702	Prae.g_01697
OG0000901	Syag.g_02707	Prae.g_01700
OG0000902	Syag.g_02709	Prae.g_01702
OG0000903	Syag.g_02724	Prae.g_01705
OG0000904	Syag.g_02718	Prae.g_01707
OG0000905	Syag.g_02714	Prae.g_01712
OG0000906	Syag.g_02711	Prae.g_01713
OG0000907	Syag.g_02727	Prae.g_01716
OG0000908	Syag.g_02730	Prae.g_01719
OG0000909	Syag.g_02731	Prae.g_01720
OG0000910	Syag.g_02732	Prae.g_01721
OG0000911	Syag.g_02734	Prae.g_01723
OG0000912	Syag.g_02735	Prae.g_01724
OG0000913	Syag.g_02736	Prae.g_01725
OG0000914	Syag.g_02737	Prae.g_01726
OG0000915	Syag.g_02739	Prae.g_01727
OG0000916	Syag.g_02740	Prae.g_01728
OG0000917	Syag.g_02741	Prae.g_01729
OG0000918	Syag.g_02742	Prae.g_01730
OG0000919	Syag.g_02743	Prae.g_01731
OG0000920	Syag.g_02744	Prae.g_01732
OG0000921	Syag.g_02745	Prae.g_01733
OG0000922	Syag.g_02746	Prae.g_01734
OG0000923	Syag.g_02750	Prae.g_01738
OG0000924	Syag.g_02751	Prae.g_01739
OG0000925	Syag.g_02752	Prae.g_01740
OG0000926	Syag.g_02753	Prae.g_01741
OG0000927	Syag.g_02755	Prae.g_01743
OG0000928	Syag.g_02756	Prae.g_01744
OG0000929	Syag.g_02757	Prae.g_01745
OG0000930	Syag.g_02758	Prae.g_01746
OG0000931	Syag.g_02759	Prae.g_01747
OG0000932	Syag.g_02760	Prae.g_01748
OG0000933	Syag.g_02766	Prae.g_01752
OG0000934	Syag.g_02768	Prae.g_01754
OG0000935	Syag.g_02769	Prae.g_01755
OG0000936	Syag.g_02770	Prae.g_01756
OG0000937	Syag.g_02771	Prae.g_01757
OG0000938	Syag.g_02774	Prae.g_01759
OG0000939	Syag.g_02775	Prae.g_01760
OG0000940	Syag.g_02783	Prae.g_01768
OG0000941	Syag.g_02785	Prae.g_01770
OG0000942	Syag.g_02787	Prae.g_01772
OG0000943	Syag.g_02788	Prae.g_01773
OG0000944	Syag.g_02790	Prae.g_01774
OG0000945	Syag.g_02792	Prae.g_01775
OG0000946	Syag.g_02797	Prae.g_01779
OG0000947	Syag.g_02801	Prae.g_01781
OG0000948	Syag.g_02802	Prae.g_01782
OG0000949	Syag.g_02449	Prae.g_01785
OG0000950	Syag.g_02436	Prae.g_01790
OG0000951	Syag.g_02431	Prae.g_01794
OG0000952	Syag.g_02423	Prae.g_01798
OG0000953	Syag.g_02415	Prae.g_01801
OG0000954	Syag.g_02409	Prae.g_01805
OG0000955	Syag.g_02408	Prae.g_01806
OG0000956	Syag.g_02406	Prae.g_01808
OG0000957	Syag.g_02395	Prae.g_01813
OG0000958	Syag.g_02394	Prae.g_01814
OG0000959	Syag.g_02389	Prae.g_01818
OG0000960	Syag.g_02388	Prae.g_01819
OG0000961	Syag.g_02379	Prae.g_01821
OG0000962	Syag.g_02377	Prae.g_01823
OG0000963	Syag.g_02372	Prae.g_01827
OG0000964	Syag.g_02371	Prae.g_01828
OG0000965	Syag.g_02370	Prae.g_01829
OG0000966	Syag.g_02362	Prae.g_01836
OG0000967	Syag.g_02358	Prae.g_01840
OG0000968	Syag.g_02355	Prae.g_01842
OG0000969	Syag.g_02354	Prae.g_01843
OG0000970	Syag.g_02353	Prae.g_01844
OG0000971	Syag.g_02348	Prae.g_01845
OG0000972	Syag.g_02347	Prae.g_01846
OG0000973	Syag.g_02346	Prae.g_01847
OG0000974	Syag.g_02345	Prae.g_01848
OG0000975	Syag.g_02344	Prae.g_01849
OG0000976	Syag.g_02343	Prae.g_01850
OG0000977	Syag.g_02340	Prae.g_01851
OG0000978	Syag.g_02338	Prae.g_01852
OG0000979	Syag.g_02335	Prae.g_01855
OG0000980	Syag.g_02332	Prae.g_01857
OG0000981	Syag.g_02329	Prae.g_01859
OG0000982	Syag.g_02127	Prae.g_01861
OG0000983	Syag.g_02128	Prae.g_01862
OG0000984	Syag.g_02129	Prae.g_01863
OG0000985	Syag.g_02133	Prae.g_01866
OG0000986	Syag.g_02138	Prae.g_01868
OG0000987	Syag.g_02140	Prae.g_01869
OG0000988	Syag.g_02145	Prae.g_01872
OG0000989	Syag.g_02156	Prae.g_01876
OG0000990	Syag.g_02169	Prae.g_01879
OG0000991	Syag.g_02174	Prae.g_01880
OG0000992	Syag.g_02177	Prae.g_01882
OG0000993	Syag.g_02178	Prae.g_01883
OG0000994	Syag.g_02181	Prae.g_01884
OG0000995	Syag.g_02187	Prae.g_01888
OG0000996	Syag.g_02229	Prae.g_01889
OG0000997	Syag.g_02239	Prae.g_01890
OG0000998	Syag.g_02241	Prae.g_01892
OG0000999	Syag.g_02242	Prae.g_01893
OG0001000	Syag.g_02246	Prae.g_01896
OG0001001	Syag.g_02251	Prae.g_01898
OG0001002	Syag.g_02258	Prae.g_01902
OG0001003	Syag.g_02260	Prae.g_01903
OG0001004	Syag.g_02261	Prae.g_01904
OG0001005	Syag.g_02263	Prae.g_01905
OG0001006	Syag.g_02270	Prae.g_01909
OG0001007	Syag.g_02272	Prae.g_01911
OG0001008	Syag.g_00034	Prae.g_00411
OG0001009	Syag.g_02304	Prae.g_00027
OG0001010	Syag.g_02305	Prae.g_00028
OG0001011	Syag.g_02307	Prae.g_00029
OG0001012	Syag.g_02123	Prae.g_00045
OG0001013	Syag.g_02098	Prae.g_00050
OG0001014	Syag.g_02084	Prae.g_00053
OG0001015	Syag.g_02083	Prae.g_00054
OG0001016	Syag.g_01824	Prae.g_00073
OG0001017	Syag.g_01830	Prae.g_00077
OG0001018	Syag.g_01832	Prae.g_00080
OG0001019	Syag.g_01854	Prae.g_00089
OG0001020	Syag.g_01861	Prae.g_00090
OG0001021	Syag.g_01865	Prae.g_00091
OG0001022	Syag.g_01870	Prae.g_00094
OG0001023	Syag.g_01871	Prae.g_00095
OG0001024	Syag.g_01875	Prae.g_00098
OG0001025	Syag.g_01882	Prae.g_00104
OG0001026	Syag.g_01894	Prae.g_00110
OG0001027	Syag.g_01902	Prae.g_00111
OG0001028	Syag.g_01904	Prae.g_00113
OG0001029	Syag.g_01906	Prae.g_00115
OG0001030	Syag.g_01927	Prae.g_00130
OG0001031	Syag.g_02000	Prae.g_00189
OG0001032	Syag.g_02005	Prae.g_00190
OG0001033	Syag.g_02048	Prae.g_00211
OG0001034	Syag.g_01784	Prae.g_00239
OG0001035	Syag.g_02635	Prae.g_00257
OG0001036	Syag.g_02630	Prae.g_00262
OG0001037	Syag.g_02628	Prae.g_00263
OG0001038	Syag.g_02600	Prae.g_00279
OG0001039	Syag.g_02597	Prae.g_00282
OG0001040	Syag.g_02594	Prae.g_00284
OG0001041	Syag.g_02589	Prae.g_00288
OG0001042	Syag.g_02564	Prae.g_00305
OG0001043	Syag.g_02560	Prae.g_00306
OG0001044	Syag.g_02842	Prae.g_00334
OG0001045	Syag.g_02856	Prae.g_00342
OG0001046	Syag.g_00836	Prae.g_00379
OG0001047	Syag.g_00036	Prae.g_00413
OG0001048	Syag.g_00037	Prae.g_00414
OG0001049	Syag.g_00040	Prae.g_00416
OG0001050	Syag.g_00041	Prae.g_00417
OG0001051	Syag.g_00042	Prae.g_00418
OG0001052	Syag.g_01352	Prae.g_00445
OG0001053	Syag.g_01525	Prae.g_00457
OG0001054	Syag.g_01506	Prae.g_00472
OG0001055	Syag.g_01485	Prae.g_00491
OG0001056	Syag.g_01449	Prae.g_00511
OG0001057	Syag.g_01241	Prae.g_00516
OG0001058	Syag.g_00271	Prae.g_00524
OG0001059	Syag.g_00275	Prae.g_00528
OG0001060	Syag.g_00282	Prae.g_00535
OG0001061	Syag.g_00302	Prae.g_00548
OG0001062	Syag.g_00304	Prae.g_00550
OG0001063	Syag.g_00310	Prae.g_00552
OG0001064	Syag.g_00311	Prae.g_00553
OG0001065	Syag.g_00312	Prae.g_00554
OG0001066	Syag.g_00313	Prae.g_00555
OG0001067	Syag.g_00314	Prae.g_00556
OG0001068	Syag.g_00315	Prae.g_00557
OG0001069	Syag.g_00317	Prae.g_00558
OG0001070	Syag.g_00321	Prae.g_00561
OG0001071	Syag.g_00322	Prae.g_00562
OG0001072	Syag.g_00327	Prae.g_00564
OG0001073	Syag.g_00342	Prae.g_00578
OG0001074	Syag.g_00467	Prae.g_00589
OG0001075	Syag.g_00362	Prae.g_00590
OG0001076	Syag.g_00378	Prae.g_00598
OG0001077	Syag.g_00388	Prae.g_00602
OG0001078	Syag.g_00411	Prae.g_00610
OG0001079	Syag.g_00428	Prae.g_00621
OG0001080	Syag.g_00495	Prae.g_00627
OG0001081	Syag.g_00551	Prae.g_00629
OG0001082	Syag.g_00552	Prae.g_00630
OG0001083	Syag.g_00565	Prae.g_00635
OG0001084	Syag.g_00569	Prae.g_00636
OG0001085	Syag.g_00592	Prae.g_00644
OG0001086	Syag.g_00594	Prae.g_00645
OG0001087	Syag.g_01018	Prae.g_00662
OG0001088	Syag.g_01016	Prae.g_00663
OG0001089	Syag.g_00986	Prae.g_00671
OG0001090	Syag.g_00922	Prae.g_00712
OG0001091	Syag.g_00919	Prae.g_00714
OG0001092	Syag.g_00917	Prae.g_00715
OG0001093	Syag.g_00910	Prae.g_00720
OG0001094	Syag.g_00661	Prae.g_00800
OG0001095	Syag.g_00681	Prae.g_00819
OG0001096	Syag.g_00703	Prae.g_00832
OG0001097	Syag.g_00729	Prae.g_00850
OG0001098	Syag.g_00744	Prae.g_00865
OG0001099	Syag.g_01905	Prae.g_00897
OG0001101	Syag.g_00603	Prae.g_00903
OG0001102	Syag.g_00606	Prae.g_00905
OG0001103	Syag.g_00608	Prae.g_00907
OG0001104	Syag.g_00642	Prae.g_00928
OG0001105	Syag.g_00646	Prae.g_00932
OG0001106	Syag.g_00796	Prae.g_00955
OG0001107	Syag.g_00808	Prae.g_00962
OG0001108	Syag.g_00817	Prae.g_00966
OG0001109	Syag.g_00819	Prae.g_00967
OG0001110	Syag.g_00821	Prae.g_00969
OG0001111	Syag.g_00823	Prae.g_00970
OG0001112	Syag.g_00825	Prae.g_00971
OG0001113	Syag.g_00826	Prae.g_00972
OG0001114	Syag.g_00827	Prae.g_00973
OG0001115	Syag.g_00831	Prae.g_00975
OG0001116	Syag.g_00833	Prae.g_00976
OG0001117	Syag.g_00834	Prae.g_00977
OG0001118	Syag.g_00835	Prae.g_00978
OG0001119	Syag.g_00837	Prae.g_00979
OG0001120	Syag.g_00841	Prae.g_00981
OG0001121	Syag.g_01584	Prae.g_01128, Prae.g_00984
OG0001122	Syag.g_00867	Prae.g_01012
OG0001123	Syag.g_00875	Prae.g_01016
OG0001124	Syag.g_00877	Prae.g_01018
OG0001125	Syag.g_00879	Prae.g_01019
OG0001126	Syag.g_00957	Prae.g_01029
OG0001127	Syag.g_00958	Prae.g_01030
OG0001128	Syag.g_00961	Prae.g_01032
OG0001129	Syag.g_00963	Prae.g_01033
OG0001130	Syag.g_00964	Prae.g_01034
OG0001131	Syag.g_00624	Prae.g_01072
OG0001132	Syag.g_00096	Prae.g_01081
OG0001133	Syag.g_00380	Prae.g_01115
OG0001134	Syag.g_02164	Prae.g_01130
OG0001135	Syag.g_00147	Prae.g_01133
OG0001136	Syag.g_01144	Prae.g_01160
OG0001137	Syag.g_01123	Prae.g_01171
OG0001138	Syag.g_01090	Prae.g_01189
OG0001139	Syag.g_01088	Prae.g_01190
OG0001140	Syag.g_01087	Prae.g_01191
OG0001141	Syag.g_01086	Prae.g_01192
OG0001142	Syag.g_01085	Prae.g_01193
OG0001143	Syag.g_01077	Prae.g_01200
OG0001144	Syag.g_01064	Prae.g_01205
OG0001145	Syag.g_01169	Prae.g_01320
OG0001146	Syag.g_01218	Prae.g_01333
OG0001147	Syag.g_01360	Prae.g_01354
OG0001148	Syag.g_01539	Prae.g_01370
OG0001149	Syag.g_01540	Prae.g_01371
OG0001150	Syag.g_01541	Prae.g_01372
OG0001151	Syag.g_01554	Prae.g_01383
OG0001152	Syag.g_01555	Prae.g_01384
OG0001153	Syag.g_01375	Prae.g_01491
OG0001154	Syag.g_01374	Prae.g_01492
OG0001155	Syag.g_01616	Prae.g_01504
OG0001156	Syag.g_01619	Prae.g_01507
OG0001157	Syag.g_01620	Prae.g_01508
OG0001158	Syag.g_01621	Prae.g_01509
OG0001159	Syag.g_01622, Syag.g_01625	Prae.g_01510
OG0001160	Syag.g_01666	Prae.g_01534
OG0001161	Syag.g_02163	Prae.g_01547
OG0001162	Syag.g_01238	Prae.g_01558
OG0001163	Syag.g_01674	Prae.g_01615
OG0001164	Syag.g_01680	Prae.g_01619
OG0001165	Syag.g_01685	Prae.g_01622
OG0001166	Syag.g_01715	Prae.g_01642
OG0001167	Syag.g_02383	Prae.g_01659
OG0001168	Syag.g_01740	Prae.g_01661
OG0001169	Syag.g_01742	Prae.g_01663
OG0001170	Syag.g_01744	Prae.g_01665
OG0001171	Syag.g_01755	Prae.g_01674
OG0001172	Syag.g_02693	Prae.g_01689
OG0001173	Syag.g_02694	Prae.g_01690
OG0001174	Syag.g_02703	Prae.g_01698
