Orthogroup	Prag	Syas
OG0000591	Prag.g_00603	Syas.g_00106
OG0000592	Prag.g_00604	Syas.g_00105
OG0000593	Prag.g_00610	Syas.g_00750
OG0000594	Prag.g_00611	Syas.g_00749
OG0000595	Prag.g_00612	Syas.g_00748
OG0000596	Prag.g_00616	Syas.g_00743
OG0000597	Prag.g_00618	Syas.g_00740
OG0000598	Prag.g_00619	Syas.g_00739
OG0000599	Prag.g_00622	Syas.g_00732
OG0000600	Prag.g_00623	Syas.g_00731
OG0000601	Prag.g_00624	Syas.g_00730
OG0000602	Prag.g_00626	Syas.g_00725
OG0000603	Prag.g_00627	Syas.g_00724
OG0000604	Prag.g_00628	Syas.g_00721
OG0000605	Prag.g_00629	Syas.g_00719
OG0000606	Prag.g_00632	Syas.g_00716
OG0000607	Prag.g_00635	Syas.g_00713
OG0000608	Prag.g_00636	Syas.g_00712
OG0000609	Prag.g_00637	Syas.g_00710
OG0000610	Prag.g_00642	Syas.g_00702
OG0000611	Prag.g_00645	Syas.g_00699
OG0000612	Prag.g_00646	Syas.g_00698
OG0000613	Prag.g_00651	Syas.g_01825
OG0000614	Prag.g_00670	Syas.g_01044
OG0000615	Prag.g_00678	Syas.g_00650
OG0000616	Prag.g_00682	Syas.g_02011
OG0000617	Prag.g_00698	Syas.g_00180
OG0000618	Prag.g_00699	Syas.g_00181
OG0000619	Prag.g_00700	Syas.g_00182
OG0000620	Prag.g_00703	Syas.g_00188
OG0000621	Prag.g_00704	Syas.g_00189
OG0000622	Prag.g_00705	Syas.g_00190
OG0000623	Prag.g_00706	Syas.g_00191
OG0000624	Prag.g_00707	Syas.g_00192
OG0000625	Prag.g_00708	Syas.g_00193
OG0000626	Prag.g_00709	Syas.g_00194
OG0000627	Prag.g_00710	Syas.g_00372
OG0000628	Prag.g_00711	Syas.g_00373
OG0000629	Prag.g_00712	Syas.g_00376
OG0000630	Prag.g_00715	Syas.g_00397
OG0000631	Prag.g_00797	Syas.g_00405
OG0000632	Prag.g_00798	Syas.g_00406
OG0000633	Prag.g_00799	Syas.g_00407
OG0000634	Prag.g_00802	Syas.g_00600
OG0000635	Prag.g_00803	Syas.g_00599
OG0000636	Prag.g_00805	Syas.g_00597
OG0000637	Prag.g_00807	Syas.g_00595
OG0000638	Prag.g_00808	Syas.g_00594
OG0000639	Prag.g_00809	Syas.g_00593
OG0000640	Prag.g_00810	Syas.g_00592
OG0000641	Prag.g_00814	Syas.g_00587
OG0000642	Prag.g_00815	Syas.g_00586
OG0000643	Prag.g_00816	Syas.g_00585
OG0000644	Prag.g_00817	Syas.g_00584
OG0000645	Prag.g_00818	Syas.g_00583
OG0000646	Prag.g_00820	Syas.g_00580
OG0000647	Prag.g_00821	Syas.g_00578
OG0000648	Prag.g_00823	Syas.g_00576
OG0000649	Prag.g_00824	Syas.g_00575
OG0000650	Prag.g_00825	Syas.g_00574
OG0000651	Prag.g_00826	Syas.g_00573
OG0000652	Prag.g_00827	Syas.g_00572
OG0000653	Prag.g_00829	Syas.g_00570
OG0000654	Prag.g_00830	Syas.g_00569
OG0000655	Prag.g_00831	Syas.g_00568
OG0000656	Prag.g_00834	Syas.g_00565
OG0000657	Prag.g_00840	Syas.g_00232
OG0000658	Prag.g_00841	Syas.g_00235
OG0000659	Prag.g_00842	Syas.g_00236
OG0000660	Prag.g_00846	Syas.g_00240
OG0000661	Prag.g_00848	Syas.g_00242
OG0000662	Prag.g_00850	Syas.g_00281
OG0000663	Prag.g_00852	Syas.g_00284
OG0000664	Prag.g_00853	Syas.g_00287
OG0000665	Prag.g_00857	Syas.g_00385
OG0000666	Prag.g_00858	Syas.g_01362
OG0000667	Prag.g_00862	Syas.g_00088
OG0000668	Prag.g_00892	Syas.g_00221
OG0000669	Prag.g_00898	Syas.g_00684
OG0000670	Prag.g_00900	Syas.g_00681
OG0000671	Prag.g_00902	Syas.g_00679
OG0000672	Prag.g_00904	Syas.g_00676
OG0000673	Prag.g_00907	Syas.g_00673
OG0000674	Prag.g_00909	Syas.g_00671
OG0000675	Prag.g_00910	Syas.g_00670
OG0000676	Prag.g_00912	Syas.g_00668
OG0000677	Prag.g_00913	Syas.g_00667
OG0000678	Prag.g_00915	Syas.g_00660
OG0000679	Prag.g_00919	Syas.g_00629
OG0000680	Prag.g_00920	Syas.g_00628
OG0000681	Prag.g_00922	Syas.g_00625
OG0000682	Prag.g_00923	Syas.g_00624
OG0000683	Prag.g_00924	Syas.g_00623
OG0000684	Prag.g_00926	Syas.g_00621
OG0000685	Prag.g_00928	Syas.g_00187
OG0000686	Prag.g_00929	Syas.g_00619
OG0000687	Prag.g_00930	Syas.g_00618
OG0000688	Prag.g_00933	Syas.g_00612
OG0000689	Prag.g_00934	Syas.g_00610
OG0000690	Prag.g_00935	Syas.g_00609
OG0000691	Prag.g_00936	Syas.g_00608
OG0000692	Prag.g_00938	Syas.g_00606
OG0000693	Prag.g_00939	Syas.g_00604
OG0000694	Prag.g_00940	Syas.g_00603
OG0000695	Prag.g_00942	Syas.g_00410
OG0000696	Prag.g_00943	Syas.g_00411
OG0000697	Prag.g_00944	Syas.g_00413
OG0000698	Prag.g_00947	Syas.g_00417
OG0000699	Prag.g_00948	Syas.g_00419
OG0000700	Prag.g_00949	Syas.g_00420
OG0000701	Prag.g_00950	Syas.g_00421
OG0000702	Prag.g_00952	Syas.g_00437
OG0000703	Prag.g_00953	Syas.g_00438
OG0000704	Prag.g_00954	Syas.g_00446
OG0000705	Prag.g_00958	Syas.g_00453
OG0000706	Prag.g_00959	Syas.g_00454
OG0000707	Prag.g_00960	Syas.g_00455
OG0000708	Prag.g_00961	Syas.g_00458
OG0000709	Prag.g_00965	Syas.g_00466
OG0000710	Prag.g_00968	Syas.g_00497
OG0000711	Prag.g_00985	Syas.g_00546
OG0000712	Prag.g_00987	Syas.g_00548
OG0000713	Prag.g_00988	Syas.g_00549
OG0000714	Prag.g_00989	Syas.g_00551
OG0000715	Prag.g_00991	Syas.g_00553
OG0000716	Prag.g_00993	Syas.g_00556
OG0000717	Prag.g_00994	Syas.g_00557
OG0000718	Prag.g_01005	Syas.g_00561
OG0000719	Prag.g_01007	Syas.g_00223
OG0000720	Prag.g_01016	Syas.g_00209
OG0000721	Prag.g_01018	Syas.g_00207
OG0000722	Prag.g_01019	Syas.g_00206
OG0000723	Prag.g_01022	Syas.g_00196
OG0000724	Prag.g_01031	Syas.g_00999
OG0000725	Prag.g_01037	Syas.g_01024
OG0000726	Prag.g_01038	Syas.g_01025
OG0000727	Prag.g_01039	Syas.g_01026
OG0000728	Prag.g_01041	Syas.g_01028
OG0000729	Prag.g_01087	Syas.g_02145
OG0000730	Prag.g_01091	Syas.g_01544
OG0000731	Prag.g_01095	Syas.g_01532
OG0000732	Prag.g_01102	Syas.g_02086
OG0000733	Prag.g_01121	Syas.g_00096
OG0000734	Prag.g_01138	Syas.g_02414
OG0000735	Prag.g_01140	Syas.g_01201
OG0000736	Prag.g_01141	Syas.g_01200
OG0000737	Prag.g_01142	Syas.g_01199
OG0000738	Prag.g_01146	Syas.g_01193
OG0000739	Prag.g_01147	Syas.g_01192
OG0000740	Prag.g_01148	Syas.g_01191
OG0000741	Prag.g_01149	Syas.g_01188
OG0000742	Prag.g_01152	Syas.g_01185
OG0000743	Prag.g_01154	Syas.g_01182
OG0000744	Prag.g_01155	Syas.g_01181
OG0000745	Prag.g_01156	Syas.g_01178
OG0000746	Prag.g_01158	Syas.g_01176
OG0000747	Prag.g_01159	Syas.g_01174
OG0000748	Prag.g_01162	Syas.g_01146
OG0000749	Prag.g_01163	Syas.g_01144
OG0000750	Prag.g_01164	Syas.g_01143
OG0000751	Prag.g_01166	Syas.g_01138
OG0000752	Prag.g_01168	Syas.g_01136
OG0000753	Prag.g_01171	Syas.g_01133
OG0000754	Prag.g_01174	Syas.g_01128
OG0000755	Prag.g_01177	Syas.g_01117
OG0000756	Prag.g_01178	Syas.g_01116
OG0000757	Prag.g_01184	Syas.g_01108
OG0000758	Prag.g_01185	Syas.g_01107
OG0000759	Prag.g_01186	Syas.g_01106
OG0000760	Prag.g_01187	Syas.g_01105
OG0000761	Prag.g_01188	Syas.g_01104
OG0000762	Prag.g_01189	Syas.g_01102
OG0000763	Prag.g_01191	Syas.g_01091
OG0000764	Prag.g_01192	Syas.g_01090
OG0000765	Prag.g_01201	Syas.g_01076
OG0000766	Prag.g_01202	Syas.g_01075
OG0000767	Prag.g_01204	Syas.g_01073
OG0000768	Prag.g_01205	Syas.g_01072
OG0000769	Prag.g_01207	Syas.g_01070
OG0000770	Prag.g_01209	Syas.g_01067
OG0000771	Prag.g_01219	Syas.g_00993
OG0000772	Prag.g_01328	Syas.g_01461
OG0000773	Prag.g_01344	Syas.g_00002
OG0000774	Prag.g_01346	Syas.g_02862
OG0000775	Prag.g_01350	Syas.g_02860
OG0000776	Prag.g_01351	Syas.g_02859
OG0000777	Prag.g_01352	Syas.g_02858
OG0000778	Prag.g_01353	Syas.g_02857
OG0000779	Prag.g_01357	Syas.g_02852
OG0000780	Prag.g_01358	Syas.g_02847
OG0000781	Prag.g_01361	Syas.g_02842
OG0000782	Prag.g_01362	Syas.g_02841
OG0000783	Prag.g_01363	Syas.g_02840
OG0000784	Prag.g_01364	Syas.g_02839
OG0000785	Prag.g_01366	Syas.g_02837
OG0000786	Prag.g_01368	Syas.g_02833
OG0000787	Prag.g_01369	Syas.g_02832
OG0000788	Prag.g_01376	Syas.g_00782
OG0000789	Prag.g_01379	Syas.g_01507
OG0000790	Prag.g_01394	Syas.g_01266
OG0000791	Prag.g_01396	Syas.g_01268
OG0000792	Prag.g_01397	Syas.g_01269
OG0000793	Prag.g_01400	Syas.g_01359
OG0000794	Prag.g_01401	Syas.g_01361
OG0000795	Prag.g_01402	Syas.g_01363
OG0000796	Prag.g_01406	Syas.g_01368
OG0000797	Prag.g_01407	Syas.g_01369
OG0000798	Prag.g_01430	Syas.g_01750, Syas.g_02134
OG0000799	Prag.g_01470	Syas.g_02789
OG0000800	Prag.g_01471	Syas.g_02790
OG0000801	Prag.g_01472	Syas.g_02791
OG0000802	Prag.g_01474	Syas.g_02797
OG0000803	Prag.g_01476	Syas.g_02800
OG0000804	Prag.g_01477	Syas.g_02803
OG0000805	Prag.g_01479	Syas.g_02805
OG0000806	Prag.g_01481	Syas.g_02807
OG0000807	Prag.g_01482	Syas.g_02808
OG0000808	Prag.g_01483	Syas.g_02809
OG0000809	Prag.g_01486	Syas.g_02811
OG0000810	Prag.g_01487	Syas.g_02813
OG0000811	Prag.g_01493	Syas.g_02822
OG0000812	Prag.g_01495	Syas.g_02824
OG0000813	Prag.g_01496	Syas.g_02825
OG0000814	Prag.g_01498	Syas.g_02827
OG0000815	Prag.g_01499	Syas.g_02829
OG0000816	Prag.g_01501	Syas.g_02831
OG0000817	Prag.g_01502	Syas.g_02753
OG0000818	Prag.g_01507	Syas.g_01282
OG0000819	Prag.g_01508	Syas.g_01283
OG0000820	Prag.g_01509	Syas.g_01284
OG0000821	Prag.g_01512	Syas.g_01289
OG0000822	Prag.g_01513	Syas.g_01291
OG0000823	Prag.g_01514	Syas.g_01292
OG0000824	Prag.g_01517	Syas.g_01297
OG0000825	Prag.g_01518	Syas.g_01298
OG0000826	Prag.g_01519	Syas.g_01299
OG0000827	Prag.g_01520	Syas.g_01300
OG0000828	Prag.g_01524	Syas.g_01303
OG0000829	Prag.g_01525	Syas.g_01304
OG0000830	Prag.g_01526	Syas.g_01305
OG0000831	Prag.g_01528	Syas.g_01308
OG0000832	Prag.g_01534	Syas.g_01476
OG0000833	Prag.g_01542	Syas.g_02738
OG0000834	Prag.g_01543	Syas.g_02737
OG0000835	Prag.g_01544	Syas.g_02736
OG0000836	Prag.g_01545	Syas.g_02732
OG0000837	Prag.g_01546	Syas.g_02731
OG0000838	Prag.g_01548	Syas.g_02727
OG0000839	Prag.g_01549	Syas.g_02726
OG0000840	Prag.g_01550	Syas.g_02725
OG0000841	Prag.g_01551	Syas.g_02724
OG0000842	Prag.g_01552	Syas.g_02723
OG0000843	Prag.g_01553	Syas.g_02722
OG0000844	Prag.g_01554	Syas.g_02720
OG0000845	Prag.g_01555	Syas.g_02719
OG0000846	Prag.g_01556	Syas.g_02718
OG0000847	Prag.g_01557	Syas.g_02717
OG0000848	Prag.g_01558	Syas.g_02715
OG0000849	Prag.g_01559	Syas.g_02714
OG0000850	Prag.g_01561	Syas.g_02711
OG0000851	Prag.g_01562	Syas.g_02708
OG0000852	Prag.g_01563	Syas.g_02707
OG0000853	Prag.g_01567	Syas.g_02703
OG0000854	Prag.g_01569	Syas.g_02701
OG0000855	Prag.g_01570	Syas.g_02700
OG0000856	Prag.g_01583	Syas.g_00103
OG0000857	Prag.g_01611	Syas.g_00579
OG0000858	Prag.g_01663	Syas.g_02693
OG0000859	Prag.g_01664	Syas.g_02692
OG0000860	Prag.g_01671	Syas.g_02679
OG0000861	Prag.g_01672	Syas.g_02678
OG0000862	Prag.g_01673	Syas.g_02677
OG0000863	Prag.g_01675	Syas.g_02675
OG0000864	Prag.g_01676	Syas.g_02674
OG0000865	Prag.g_01677	Syas.g_02673
OG0000866	Prag.g_01678	Syas.g_02672
OG0000867	Prag.g_01679	Syas.g_02671
OG0000868	Prag.g_01680	Syas.g_02667
OG0000869	Prag.g_01684	Syas.g_02662
OG0000870	Prag.g_01689	Syas.g_02657
OG0000871	Prag.g_01690	Syas.g_02656
OG0000872	Prag.g_01691	Syas.g_02650
OG0000873	Prag.g_01694	Syas.g_02647
OG0000874	Prag.g_01697	Syas.g_02645
OG0000875	Prag.g_01698	Syas.g_02644
OG0000876	Prag.g_01699	Syas.g_00280
OG0000877	Prag.g_01701	Syas.g_02603
OG0000878	Prag.g_01702	Syas.g_02602
OG0000879	Prag.g_01703	Syas.g_02601
OG0000880	Prag.g_01704	Syas.g_02600
OG0000881	Prag.g_01708	Syas.g_02596
OG0000882	Prag.g_01713	Syas.g_02591
OG0000883	Prag.g_01715	Syas.g_02586
OG0000884	Prag.g_01717	Syas.g_02584
OG0000885	Prag.g_01718	Syas.g_02583
OG0000886	Prag.g_01719	Syas.g_02582
OG0000887	Prag.g_01720	Syas.g_02581
OG0000888	Prag.g_01722	Syas.g_02579
OG0000889	Prag.g_01724	Syas.g_02577
OG0000890	Prag.g_01725	Syas.g_02574
OG0000891	Prag.g_01726	Syas.g_02573
OG0000892	Prag.g_01728	Syas.g_02571
OG0000893	Prag.g_01732	Syas.g_01677
OG0000894	Prag.g_01734	Syas.g_01667
OG0000895	Prag.g_01737	Syas.g_01663
OG0000896	Prag.g_01738	Syas.g_01662
OG0000897	Prag.g_01740	Syas.g_01660
OG0000898	Prag.g_01741	Syas.g_01659
OG0000899	Prag.g_01742	Syas.g_01658
OG0000900	Prag.g_01743	Syas.g_01657
OG0000901	Prag.g_01746	Syas.g_01652
OG0000902	Prag.g_01748	Syas.g_01651
OG0000903	Prag.g_01751	Syas.g_01637
OG0000904	Prag.g_01753	Syas.g_01642
OG0000905	Prag.g_01757	Syas.g_01647
OG0000906	Prag.g_01758	Syas.g_01649
OG0000907	Prag.g_01762	Syas.g_01635
OG0000908	Prag.g_01765	Syas.g_01632
OG0000909	Prag.g_01766	Syas.g_01631
OG0000910	Prag.g_01767	Syas.g_01630
OG0000911	Prag.g_01769	Syas.g_01628
OG0000912	Prag.g_01770	Syas.g_01627
OG0000913	Prag.g_01771	Syas.g_01626
OG0000914	Prag.g_01772	Syas.g_01625
OG0000915	Prag.g_01773	Syas.g_01623
OG0000916	Prag.g_01774	Syas.g_01622
OG0000917	Prag.g_01775	Syas.g_01621
OG0000918	Prag.g_01776	Syas.g_01620
OG0000919	Prag.g_01777	Syas.g_01619
OG0000920	Prag.g_01778	Syas.g_01618
OG0000921	Prag.g_01779	Syas.g_01617
OG0000922	Prag.g_01780	Syas.g_01616
OG0000923	Prag.g_01784	Syas.g_01612
OG0000924	Prag.g_01785	Syas.g_01611
OG0000925	Prag.g_01786	Syas.g_01610
OG0000926	Prag.g_01787	Syas.g_01609
OG0000927	Prag.g_01789	Syas.g_01607
OG0000928	Prag.g_01790	Syas.g_01606
OG0000929	Prag.g_01791	Syas.g_01605
OG0000930	Prag.g_01792	Syas.g_01604
OG0000931	Prag.g_01793	Syas.g_01603
OG0000932	Prag.g_01794	Syas.g_01602
OG0000933	Prag.g_01798	Syas.g_01596
OG0000934	Prag.g_01800	Syas.g_01594
OG0000935	Prag.g_01801	Syas.g_01593
OG0000936	Prag.g_01802	Syas.g_01592
OG0000937	Prag.g_01803	Syas.g_01591
OG0000938	Prag.g_01805	Syas.g_01588
OG0000939	Prag.g_01806	Syas.g_01587
OG0000940	Prag.g_01813	Syas.g_01580
OG0000941	Prag.g_01815	Syas.g_01578
OG0000942	Prag.g_01817	Syas.g_01576
OG0000943	Prag.g_01818	Syas.g_01575
OG0000944	Prag.g_01819	Syas.g_01573
OG0000945	Prag.g_01820	Syas.g_01572
OG0000946	Prag.g_01824	Syas.g_01565
OG0000947	Prag.g_01826	Syas.g_01562
OG0000948	Prag.g_01827	Syas.g_01561
OG0000949	Prag.g_01830	Syas.g_02213
OG0000950	Prag.g_01835	Syas.g_02197
OG0000951	Prag.g_01839	Syas.g_02190
OG0000952	Prag.g_01843	Syas.g_02186
OG0000953	Prag.g_01846	Syas.g_02182
OG0000954	Prag.g_01850	Syas.g_02174
OG0000955	Prag.g_01851	Syas.g_02173
OG0000956	Prag.g_01853	Syas.g_02171
OG0000957	Prag.g_01859	Syas.g_02158
OG0000958	Prag.g_01860	Syas.g_02157
OG0000959	Prag.g_01864	Syas.g_02154
OG0000960	Prag.g_01865	Syas.g_02153
OG0000961	Prag.g_01867	Syas.g_02345
OG0000962	Prag.g_01869	Syas.g_02146
OG0000963	Prag.g_01873	Syas.g_02143
OG0000964	Prag.g_01874	Syas.g_02142
OG0000965	Prag.g_01875	Syas.g_02141
OG0000966	Prag.g_01882	Syas.g_02112
OG0000967	Prag.g_01886	Syas.g_02108
OG0000968	Prag.g_01888	Syas.g_02106
OG0000969	Prag.g_01889	Syas.g_02104
OG0000970	Prag.g_01890	Syas.g_02103
OG0000971	Prag.g_01891	Syas.g_02101
OG0000972	Prag.g_01892	Syas.g_02100
OG0000973	Prag.g_01893	Syas.g_02099
OG0000974	Prag.g_01894	Syas.g_02098
OG0000975	Prag.g_01895	Syas.g_02097
OG0000976	Prag.g_01896	Syas.g_02096
OG0000977	Prag.g_01897	Syas.g_02094
OG0000978	Prag.g_01898	Syas.g_02093
OG0000979	Prag.g_01901	Syas.g_02090
OG0000980	Prag.g_01903	Syas.g_02087
OG0000981	Prag.g_01905	Syas.g_02084
OG0000982	Prag.g_01907	Syas.g_01882
OG0000983	Prag.g_01908	Syas.g_01883
OG0000984	Prag.g_01909	Syas.g_01884
OG0000985	Prag.g_01912	Syas.g_01888
OG0000986	Prag.g_01914	Syas.g_01891
OG0000987	Prag.g_01915	Syas.g_01897
OG0000988	Prag.g_01918	Syas.g_01902
OG0000989	Prag.g_01922	Syas.g_01908
OG0000990	Prag.g_01925	Syas.g_01937
OG0000991	Prag.g_01926	Syas.g_01939
OG0000992	Prag.g_01928	Syas.g_01943
OG0000993	Prag.g_01929	Syas.g_01945
OG0000994	Prag.g_01930	Syas.g_01948
OG0000995	Prag.g_01934	Syas.g_01955
OG0000996	Prag.g_01935	Syas.g_01977
OG0000997	Prag.g_01936	Syas.g_01993
OG0000998	Prag.g_01938	Syas.g_01995
OG0000999	Prag.g_01939	Syas.g_01996
OG0001000	Prag.g_01942	Syas.g_02000
OG0001001	Prag.g_01944	Syas.g_02006
OG0001002	Prag.g_01948	Syas.g_02014
OG0001003	Prag.g_01949	Syas.g_02016
OG0001004	Prag.g_01950	Syas.g_02017
OG0001005	Prag.g_01951	Syas.g_02018
OG0001006	Prag.g_01955	Syas.g_02032
OG0001007	Prag.g_01957	Syas.g_02034
OG0001008	Prag.g_00416	Syas.g_01496
OG0001009	Prag.g_00027	Syas.g_02065
OG0001010	Prag.g_00028	Syas.g_02066
OG0001011	Prag.g_00029	Syas.g_02068
OG0001012	Prag.g_00043	Syas.g_00152
OG0001013	Prag.g_00048	Syas.g_01866
OG0001014	Prag.g_00051	Syas.g_01857
OG0001015	Prag.g_00052	Syas.g_01856
OG0001016	Prag.g_00067	Syas.g_02517
OG0001017	Prag.g_00071	Syas.g_02511
OG0001018	Prag.g_00074	Syas.g_02509
OG0001019	Prag.g_00083	Syas.g_02469
OG0001020	Prag.g_00084	Syas.g_02443
OG0001021	Prag.g_00085	Syas.g_02437
OG0001022	Prag.g_00087	Syas.g_02434
OG0001023	Prag.g_00088	Syas.g_02433
OG0001024	Prag.g_00091	Syas.g_00135
OG0001025	Prag.g_00097	Syas.g_02424
OG0001026	Prag.g_00104	Syas.g_02412
OG0001027	Prag.g_00105	Syas.g_02408
OG0001028	Prag.g_00107	Syas.g_02405
OG0001029	Prag.g_00108	Syas.g_02403
OG0001030	Prag.g_00123	Syas.g_02384
OG0001031	Prag.g_00179	Syas.g_02293
OG0001032	Prag.g_00180	Syas.g_02290
OG0001033	Prag.g_00201	Syas.g_02239
OG0001034	Prag.g_00229	Syas.g_02556
OG0001035	Prag.g_00246	Syas.g_01704
OG0001036	Prag.g_00250	Syas.g_01709
OG0001037	Prag.g_00251	Syas.g_01711
OG0001038	Prag.g_00269	Syas.g_01751
OG0001039	Prag.g_00272	Syas.g_01754
OG0001041	Prag.g_00278	Syas.g_01761
OG0001042	Prag.g_00295	Syas.g_01821
OG0001043	Prag.g_00296	Syas.g_01817
OG0001044	Prag.g_00328	Syas.g_01542
OG0001045	Prag.g_00337	Syas.g_01529
OG0001046	Prag.g_00372	Syas.g_00532
OG0001047	Prag.g_00418	Syas.g_01494
OG0001048	Prag.g_00419	Syas.g_01493
OG0001049	Prag.g_00421	Syas.g_02742
OG0001050	Prag.g_00422	Syas.g_02743
OG0001051	Prag.g_00423	Syas.g_02744
OG0001052	Prag.g_00450	Syas.g_01337
OG0001053	Prag.g_00462	Syas.g_01250
OG0001054	Prag.g_00477	Syas.g_01231
OG0001055	Prag.g_00496	Syas.g_01210
OG0001056	Prag.g_00515	Syas.g_00068
OG0001057	Prag.g_00520	Syas.g_00763
OG0001058	Prag.g_00528	Syas.g_00787
OG0001059	Prag.g_00532	Syas.g_00791
OG0001060	Prag.g_00539	Syas.g_00797
OG0001061	Prag.g_00552	Syas.g_00816
OG0001062	Prag.g_00554	Syas.g_00819
OG0001063	Prag.g_00556	Syas.g_00830
OG0001064	Prag.g_00557	Syas.g_00831
OG0001065	Prag.g_00558	Syas.g_00832
OG0001066	Prag.g_00559	Syas.g_00833
OG0001067	Prag.g_00560	Syas.g_00834
OG0001068	Prag.g_00561	Syas.g_00835
OG0001069	Prag.g_00562	Syas.g_00836
OG0001070	Prag.g_00565	Syas.g_00840
OG0001071	Prag.g_00566	Syas.g_00841
OG0001072	Prag.g_00568	Syas.g_00844
OG0001073	Prag.g_00582	Syas.g_00855
OG0001074	Prag.g_00593	Syas.g_00157
OG0001075	Prag.g_00594	Syas.g_00163
OG0001076	Prag.g_00602	Syas.g_00113
OG0001077	Prag.g_00606	Syas.g_00101
OG0001078	Prag.g_00614	Syas.g_00745
OG0001079	Prag.g_00625	Syas.g_00729
OG0001080	Prag.g_00631	Syas.g_00717
OG0001081	Prag.g_00633	Syas.g_00715
OG0001082	Prag.g_00634	Syas.g_00714
OG0001083	Prag.g_00639	Syas.g_00707
OG0001084	Prag.g_00640	Syas.g_00706
OG0001085	Prag.g_00648	Syas.g_00693
OG0001086	Prag.g_00649	Syas.g_00691
OG0001087	Prag.g_00666	Syas.g_00071
OG0001088	Prag.g_00667	Syas.g_01060
OG0001089	Prag.g_00675	Syas.g_01039
OG0001090	Prag.g_00693	Syas.g_00980
OG0001091	Prag.g_00695	Syas.g_00979
OG0001092	Prag.g_00696	Syas.g_00178
OG0001093	Prag.g_00701	Syas.g_00184
OG0001095	Prag.g_00819	Syas.g_00582
OG0001097	Prag.g_00849	Syas.g_00243
OG0001098	Prag.g_00864	Syas.g_00880
OG0001099	Prag.g_00895	Syas.g_02404
OG0001100	Prag.g_00899	Syas.g_00682
OG0001101	Prag.g_00901	Syas.g_00680
OG0001102	Prag.g_00903	Syas.g_00677
OG0001103	Prag.g_00905	Syas.g_00675
OG0001104	Prag.g_00927	Syas.g_00620
OG0001105	Prag.g_00931	Syas.g_00617
OG0001106	Prag.g_00955	Syas.g_00447
OG0001107	Prag.g_00962	Syas.g_00459
OG0001108	Prag.g_00966	Syas.g_00494
OG0001109	Prag.g_00967	Syas.g_00496
OG0001110	Prag.g_00969	Syas.g_00498
OG0001111	Prag.g_00970	Syas.g_00500
OG0001112	Prag.g_00971	Syas.g_00503
OG0001113	Prag.g_00972	Syas.g_00504
OG0001114	Prag.g_00973	Syas.g_00505
OG0001115	Prag.g_00975	Syas.g_00527
OG0001116	Prag.g_00976	Syas.g_00529
OG0001117	Prag.g_00977	Syas.g_00530
OG0001118	Prag.g_00978	Syas.g_00531
OG0001119	Prag.g_00979	Syas.g_00533
OG0001120	Prag.g_00981	Syas.g_00539
OG0001122	Prag.g_01008	Syas.g_00222
OG0001123	Prag.g_01012	Syas.g_00214
OG0001124	Prag.g_01014	Syas.g_00212
OG0001125	Prag.g_01015	Syas.g_00210
OG0001126	Prag.g_01025	Syas.g_00991
OG0001127	Prag.g_01026	Syas.g_00992
OG0001128	Prag.g_01028	Syas.g_00995
OG0001129	Prag.g_01029	Syas.g_00997
OG0001130	Prag.g_01030	Syas.g_00998
OG0001131	Prag.g_01066	Syas.g_01401
OG0001132	Prag.g_01076	Syas.g_00525
OG0001133	Prag.g_01106	Syas.g_00109
OG0001136	Prag.g_01150	Syas.g_01187
OG0001138	Prag.g_01179	Syas.g_01114
OG0001139	Prag.g_01180	Syas.g_01112
OG0001140	Prag.g_01181	Syas.g_01111
OG0001141	Prag.g_01182	Syas.g_01110
OG0001142	Prag.g_01183	Syas.g_01109
OG0001143	Prag.g_01190	Syas.g_01092
OG0001144	Prag.g_01195	Syas.g_01084
OG0001145	Prag.g_01345	Syas.g_02867
OG0001146	Prag.g_01359	Syas.g_02846
OG0001147	Prag.g_01375	Syas.g_01329
OG0001148	Prag.g_01391	Syas.g_01263
OG0001149	Prag.g_01392	Syas.g_01264
OG0001150	Prag.g_01393	Syas.g_01265
OG0001151	Prag.g_01404	Syas.g_01366
OG0001152	Prag.g_01405	Syas.g_01367
OG0001153	Prag.g_01521	Syas.g_01301
OG0001154	Prag.g_01523	Syas.g_01302
OG0001155	Prag.g_01535	Syas.g_01478
OG0001156	Prag.g_01538	Syas.g_01489
OG0001157	Prag.g_01539	Syas.g_01490
OG0001158	Prag.g_01540	Syas.g_01491
OG0001159	Prag.g_01541	Syas.g_01492
OG0001160	Prag.g_01565	Syas.g_02705
OG0001161	Prag.g_01576	Syas.g_02030
OG0001162	Prag.g_01587	Syas.g_02473
OG0001163	Prag.g_01661	Syas.g_02697
OG0001164	Prag.g_01665	Syas.g_02691
OG0001165	Prag.g_01668	Syas.g_02686
OG0001166	Prag.g_01688	Syas.g_02658
OG0001167	Prag.g_01705	Syas.g_01046
OG0001168	Prag.g_01707	Syas.g_02597
OG0001169	Prag.g_01709	Syas.g_02595
OG0001170	Prag.g_01711	Syas.g_02593
OG0001171	Prag.g_01721	Syas.g_02580
OG0001172	Prag.g_01735	Syas.g_01665
OG0001173	Prag.g_01736	Syas.g_01664
OG0001174	Prag.g_01744	Syas.g_01656
OG0001175	Prag.g_01745	Syas.g_01655
OG0001176	Prag.g_01752	Syas.g_01638
OG0001177	Prag.g_01754	Syas.g_01640
OG0001178	Prag.g_01759	Syas.g_02676
OG0001179	Prag.g_01788	Syas.g_01608
