Orthogroup	Prag	Prah
OG0000584	Prag.g_00588	Prah.g_01390
OG0000585	Prag.g_00590	Prah.g_01388
OG0000586	Prag.g_00591	Prah.g_01387
OG0000587	Prag.g_00592	Prah.g_01385
OG0000588	Prag.g_00596	Prah.g_00529
OG0000589	Prag.g_00599	Prah.g_00526
OG0000590	Prag.g_00600	Prah.g_00525
OG0000591	Prag.g_00603	Prah.g_00518
OG0000592	Prag.g_00604	Prah.g_00517
OG0000593	Prag.g_00610	Prah.g_00505
OG0000594	Prag.g_00611	Prah.g_00504
OG0000595	Prag.g_00612	Prah.g_00503
OG0000596	Prag.g_00616	Prah.g_00498
OG0000597	Prag.g_00618	Prah.g_00495
OG0000598	Prag.g_00619	Prah.g_00494
OG0000599	Prag.g_00622	Prah.g_00485
OG0000600	Prag.g_00623	Prah.g_00484
OG0000601	Prag.g_00624	Prah.g_00483
OG0000602	Prag.g_00626	Prah.g_00478
OG0000603	Prag.g_00627	Prah.g_00477
OG0000604	Prag.g_00628	Prah.g_00476
OG0000605	Prag.g_00629	Prah.g_00474
OG0000606	Prag.g_00632	Prah.g_00466
OG0000607	Prag.g_00635	Prah.g_00463
OG0000608	Prag.g_00636	Prah.g_00462
OG0000609	Prag.g_00637	Prah.g_00460
OG0000610	Prag.g_00642	Prah.g_00452
OG0000611	Prag.g_00645	Prah.g_00449
OG0000612	Prag.g_00646	Prah.g_00448
OG0000613	Prag.g_00651	Prah.g_02193
OG0000614	Prag.g_00670	Prah.g_00985
OG0000615	Prag.g_00678	Prah.g_00706
OG0000616	Prag.g_00682	Prah.g_02588
OG0000617	Prag.g_00698	Prah.g_00881
OG0000618	Prag.g_00699	Prah.g_00880
OG0000619	Prag.g_00700	Prah.g_00879
OG0000620	Prag.g_00703	Prah.g_00875
OG0000621	Prag.g_00704	Prah.g_00874
OG0000622	Prag.g_00705	Prah.g_00873
OG0000623	Prag.g_00706	Prah.g_00872
OG0000624	Prag.g_00707	Prah.g_00871
OG0000625	Prag.g_00708	Prah.g_00870
OG0000626	Prag.g_00709	Prah.g_00869
OG0000627	Prag.g_00710	Prah.g_00746
OG0000628	Prag.g_00711	Prah.g_00747
OG0000629	Prag.g_00712	Prah.g_00750
OG0000630	Prag.g_00715	Prah.g_00754
OG0000631	Prag.g_00797	Prah.g_00758
OG0000632	Prag.g_00798	Prah.g_00759
OG0000633	Prag.g_00799	Prah.g_00760
OG0000634	Prag.g_00802	Prah.g_00671
OG0000635	Prag.g_00803	Prah.g_00670
OG0000636	Prag.g_00805	Prah.g_00668
OG0000637	Prag.g_00807	Prah.g_00666
OG0000638	Prag.g_00808	Prah.g_00665
OG0000639	Prag.g_00809	Prah.g_00664
OG0000640	Prag.g_00810	Prah.g_00663
OG0000641	Prag.g_00814	Prah.g_00659
OG0000642	Prag.g_00815	Prah.g_00658
OG0000643	Prag.g_00816	Prah.g_00657
OG0000644	Prag.g_00817	Prah.g_00656
OG0000645	Prag.g_00818	Prah.g_00655
OG0000646	Prag.g_00820	Prah.g_00652
OG0000647	Prag.g_00821	Prah.g_00650
OG0000648	Prag.g_00823	Prah.g_00648
OG0000649	Prag.g_00824	Prah.g_00647
OG0000650	Prag.g_00825	Prah.g_00646
OG0000651	Prag.g_00826	Prah.g_00645
OG0000652	Prag.g_00827	Prah.g_00644
OG0000653	Prag.g_00829	Prah.g_00640
OG0000654	Prag.g_00830	Prah.g_00639
OG0000655	Prag.g_00831	Prah.g_00638
OG0000656	Prag.g_00834	Prah.g_00635
OG0000657	Prag.g_00840	Prah.g_00603
OG0000658	Prag.g_00841	Prah.g_00601
OG0000659	Prag.g_00842	Prah.g_00600
OG0000660	Prag.g_00846	Prah.g_00596
OG0000661	Prag.g_00848	Prah.g_00594
OG0000662	Prag.g_00850	Prah.g_00592
OG0000663	Prag.g_00852	Prah.g_00589
OG0000664	Prag.g_00853	Prah.g_00588
OG0000665	Prag.g_00857	Prah.g_00574
OG0000666	Prag.g_00858	Prah.g_00572
OG0000667	Prag.g_00862	Prah.g_00564
OG0000668	Prag.g_00892	Prah.g_00850
OG0000669	Prag.g_00898	Prah.g_00558
OG0000670	Prag.g_00900	Prah.g_01212
OG0000671	Prag.g_00902	Prah.g_00738
OG0000672	Prag.g_00904	Prah.g_00735
OG0000673	Prag.g_00907	Prah.g_00732
OG0000674	Prag.g_00909	Prah.g_00730
OG0000675	Prag.g_00910	Prah.g_00729
OG0000676	Prag.g_00912	Prah.g_00726
OG0000677	Prag.g_00913	Prah.g_00724
OG0000678	Prag.g_00915	Prah.g_00721
OG0000679	Prag.g_00919	Prah.g_00702
OG0000680	Prag.g_00920	Prah.g_00701
OG0000681	Prag.g_00922	Prah.g_00699
OG0000682	Prag.g_00923	Prah.g_00698
OG0000683	Prag.g_00924	Prah.g_00697
OG0000684	Prag.g_00926	Prah.g_00683
OG0000685	Prag.g_00928	Prah.g_00685
OG0000686	Prag.g_00929	Prah.g_00686
OG0000687	Prag.g_00930	Prah.g_00687
OG0000688	Prag.g_00933	Prah.g_00681
OG0000689	Prag.g_00934	Prah.g_00680
OG0000690	Prag.g_00935	Prah.g_00679
OG0000691	Prag.g_00936	Prah.g_00678
OG0000692	Prag.g_00938	Prah.g_00677
OG0000693	Prag.g_00939	Prah.g_00675
OG0000694	Prag.g_00940	Prah.g_00674
OG0000695	Prag.g_00942	Prah.g_00762
OG0000696	Prag.g_00943	Prah.g_00763
OG0000697	Prag.g_00944	Prah.g_00765
OG0000698	Prag.g_00947	Prah.g_00768
OG0000699	Prag.g_00948	Prah.g_00770
OG0000700	Prag.g_00949	Prah.g_00771
OG0000701	Prag.g_00950	Prah.g_00772
OG0000702	Prag.g_00952	Prah.g_00780
OG0000703	Prag.g_00953	Prah.g_00781
OG0000704	Prag.g_00954	Prah.g_00783
OG0000705	Prag.g_00958	Prah.g_00789
OG0000706	Prag.g_00959	Prah.g_00790
OG0000707	Prag.g_00960	Prah.g_00791
OG0000708	Prag.g_00961	Prah.g_00793
OG0000709	Prag.g_00965	Prah.g_00800
OG0000710	Prag.g_00968	Prah.g_00805
OG0000711	Prag.g_00985	Prah.g_00828
OG0000712	Prag.g_00987	Prah.g_00829
OG0000713	Prag.g_00988	Prah.g_00830
OG0000714	Prag.g_00989	Prah.g_00833
OG0000715	Prag.g_00991	Prah.g_00835
OG0000716	Prag.g_00993	Prah.g_00839
OG0000717	Prag.g_00994	Prah.g_00840
OG0000718	Prag.g_01005	Prah.g_00846
OG0000719	Prag.g_01007	Prah.g_00848
OG0000720	Prag.g_01016	Prah.g_00861
OG0000721	Prag.g_01018	Prah.g_00862
OG0000722	Prag.g_01019	Prah.g_00863
OG0000723	Prag.g_01022	Prah.g_00867
OG0000724	Prag.g_01031	Prah.g_00910
OG0000725	Prag.g_01037	Prah.g_00919
OG0000726	Prag.g_01038	Prah.g_00920
OG0000727	Prag.g_01039	Prah.g_00921
OG0000728	Prag.g_01041	Prah.g_00922
OG0000729	Prag.g_01087	Prah.g_00133
OG0000730	Prag.g_01091	Prah.g_01942
OG0000731	Prag.g_01095	Prah.g_01932
OG0000732	Prag.g_01102	Prah.g_00054
OG0000733	Prag.g_01121	Prah.g_02532
OG0000734	Prag.g_01138	Prah.g_01905
OG0000735	Prag.g_01140	Prah.g_01340
OG0000736	Prag.g_01141	Prah.g_01339
OG0000737	Prag.g_01142	Prah.g_01338
OG0000738	Prag.g_01146	Prah.g_01331
OG0000739	Prag.g_01147	Prah.g_01329
OG0000740	Prag.g_01148	Prah.g_01328
OG0000741	Prag.g_01149	Prah.g_01325
OG0000742	Prag.g_01152	Prah.g_01323
OG0000743	Prag.g_01154	Prah.g_01321
OG0000744	Prag.g_01155	Prah.g_01320
OG0000745	Prag.g_01156	Prah.g_01318
OG0000746	Prag.g_01158	Prah.g_01316
OG0000747	Prag.g_01159	Prah.g_01315
OG0000748	Prag.g_01162	Prah.g_01304
OG0000749	Prag.g_01163	Prah.g_01303
OG0000750	Prag.g_01164	Prah.g_01302
OG0000751	Prag.g_01166	Prah.g_01297
OG0000752	Prag.g_01168	Prah.g_01295
OG0000753	Prag.g_01171	Prah.g_01292
OG0000754	Prag.g_01174	Prah.g_01262
OG0000755	Prag.g_01177	Prah.g_01255
OG0000756	Prag.g_01178	Prah.g_01254
OG0000757	Prag.g_01184	Prah.g_01247
OG0000758	Prag.g_01185	Prah.g_01246
OG0000759	Prag.g_01186	Prah.g_01245
OG0000760	Prag.g_01187	Prah.g_01244
OG0000761	Prag.g_01188	Prah.g_01243
OG0000762	Prag.g_01189	Prah.g_01263
OG0000763	Prag.g_01191	Prah.g_01265
OG0000764	Prag.g_01192	Prah.g_01266
OG0000765	Prag.g_01201	Prah.g_01282
OG0000766	Prag.g_01202	Prah.g_01283
OG0000767	Prag.g_01204	Prah.g_01285
OG0000768	Prag.g_01205	Prah.g_01286
OG0000769	Prag.g_01207	Prah.g_01290
OG0000770	Prag.g_01209	Prah.g_01239
OG0000771	Prag.g_01219	Prah.g_00905
OG0000772	Prag.g_01328	Prah.g_01610
OG0000773	Prag.g_01344	Prah.g_01351
OG0000774	Prag.g_01346	Prah.g_01355
OG0000775	Prag.g_01350	Prah.g_01357
OG0000776	Prag.g_01351	Prah.g_01358
OG0000777	Prag.g_01352	Prah.g_01359
OG0000778	Prag.g_01353	Prah.g_01360
OG0000779	Prag.g_01357	Prah.g_01365
OG0000780	Prag.g_01358	Prah.g_01368
OG0000781	Prag.g_01361	Prah.g_01372
OG0000782	Prag.g_01362	Prah.g_01373
OG0000783	Prag.g_01363	Prah.g_01374
OG0000784	Prag.g_01364	Prah.g_01375
OG0000785	Prag.g_01366	Prah.g_01377
OG0000786	Prag.g_01368	Prah.g_01380
OG0000787	Prag.g_01369	Prah.g_01381
OG0000788	Prag.g_01376	Prah.g_00224
OG0000789	Prag.g_01379	Prah.g_01183
OG0000790	Prag.g_01394	Prah.g_01580
OG0000791	Prag.g_01396	Prah.g_01582
OG0000792	Prag.g_01397	Prah.g_01583
OG0000793	Prag.g_01400	Prah.g_01587
OG0000794	Prag.g_01401	Prah.g_01588
OG0000795	Prag.g_01402	Prah.g_01589
OG0000796	Prag.g_01406	Prah.g_01593
OG0000797	Prag.g_01407	Prah.g_01594
OG0000798	Prag.g_01430	Prah.g_02131
OG0000799	Prag.g_01470	Prah.g_00435
OG0000800	Prag.g_01471	Prah.g_00434
OG0000801	Prag.g_01472	Prah.g_00433
OG0000802	Prag.g_01474	Prah.g_00427
OG0000803	Prag.g_01476	Prah.g_00423
OG0000804	Prag.g_01477	Prah.g_00421
OG0000805	Prag.g_01479	Prah.g_00419
OG0000806	Prag.g_01481	Prah.g_00417
OG0000807	Prag.g_01482	Prah.g_00415
OG0000808	Prag.g_01483	Prah.g_00414
OG0000809	Prag.g_01486	Prah.g_00410
OG0000810	Prag.g_01487	Prah.g_00409
OG0000811	Prag.g_01493	Prah.g_00403
OG0000812	Prag.g_01495	Prah.g_00401
OG0000813	Prag.g_01496	Prah.g_00400
OG0000814	Prag.g_01498	Prah.g_00398
OG0000815	Prag.g_01499	Prah.g_00397
OG0000816	Prag.g_01501	Prah.g_00395
OG0000817	Prag.g_01502	Prah.g_00394
OG0000818	Prag.g_01507	Prah.g_00386
OG0000819	Prag.g_01508	Prah.g_00385
OG0000820	Prag.g_01509	Prah.g_00384
OG0000821	Prag.g_01512	Prah.g_00379
OG0000822	Prag.g_01513	Prah.g_00376
OG0000823	Prag.g_01514	Prah.g_00374
OG0000824	Prag.g_01517	Prah.g_00370
OG0000825	Prag.g_01518	Prah.g_00369
OG0000826	Prag.g_01519	Prah.g_00368
OG0000827	Prag.g_01520	Prah.g_00367
OG0000828	Prag.g_01524	Prah.g_00364
OG0000829	Prag.g_01525	Prah.g_00363
OG0000830	Prag.g_01526	Prah.g_00362
OG0000831	Prag.g_01528	Prah.g_00360
OG0000832	Prag.g_01534	Prah.g_01615
OG0000833	Prag.g_01542	Prah.g_01623
OG0000834	Prag.g_01543	Prah.g_01624
OG0000835	Prag.g_01544	Prah.g_01625
OG0000836	Prag.g_01545	Prah.g_01627
OG0000837	Prag.g_01546	Prah.g_01628
OG0000838	Prag.g_01548	Prah.g_01632
OG0000839	Prag.g_01549	Prah.g_01633
OG0000840	Prag.g_01550	Prah.g_01634
OG0000841	Prag.g_01551	Prah.g_01635
OG0000842	Prag.g_01552	Prah.g_01636
OG0000843	Prag.g_01553	Prah.g_01637
OG0000844	Prag.g_01554	Prah.g_01639
OG0000845	Prag.g_01555	Prah.g_01640
OG0000846	Prag.g_01556	Prah.g_01641
OG0000847	Prag.g_01557	Prah.g_01642
OG0000848	Prag.g_01558	Prah.g_01643
OG0000849	Prag.g_01559	Prah.g_01644
OG0000850	Prag.g_01561	Prah.g_01645
OG0000851	Prag.g_01562	Prah.g_01648
OG0000852	Prag.g_01563	Prah.g_01649
OG0000853	Prag.g_01567	Prah.g_01653
OG0000854	Prag.g_01569	Prah.g_01655
OG0000855	Prag.g_01570	Prah.g_01656
OG0000856	Prag.g_01583	Prah.g_00515
OG0000857	Prag.g_01611	Prah.g_00651
OG0000858	Prag.g_01663	Prah.g_01667
OG0000859	Prag.g_01664	Prah.g_01668
OG0000860	Prag.g_01671	Prah.g_01678
OG0000861	Prag.g_01672	Prah.g_01679
OG0000862	Prag.g_01673	Prah.g_01681
OG0000863	Prag.g_01675	Prah.g_01685
OG0000864	Prag.g_01676	Prah.g_01687
OG0000865	Prag.g_01677	Prah.g_01688
OG0000866	Prag.g_01678	Prah.g_01689
OG0000867	Prag.g_01679	Prah.g_01690
OG0000868	Prag.g_01680	Prah.g_01692
OG0000869	Prag.g_01684	Prah.g_01695
OG0000870	Prag.g_01689	Prah.g_01700
OG0000871	Prag.g_01690	Prah.g_01701
OG0000872	Prag.g_01691	Prah.g_01703
OG0000873	Prag.g_01694	Prah.g_01707
OG0000874	Prag.g_01697	Prah.g_01711
OG0000875	Prag.g_01698	Prah.g_01713
OG0000876	Prag.g_01699	Prah.g_01714
OG0000877	Prag.g_01701	Prah.g_01717
OG0000878	Prag.g_01702	Prah.g_01718
OG0000879	Prag.g_01703	Prah.g_01719
OG0000880	Prag.g_01704	Prah.g_01720
OG0000881	Prag.g_01708	Prah.g_01728
OG0000882	Prag.g_01713	Prah.g_01733
OG0000883	Prag.g_01715	Prah.g_01736
OG0000884	Prag.g_01717	Prah.g_01738
OG0000885	Prag.g_01718	Prah.g_01739
OG0000886	Prag.g_01719	Prah.g_01740
OG0000887	Prag.g_01720	Prah.g_01741
OG0000888	Prag.g_01722	Prah.g_01743
OG0000889	Prag.g_01724	Prah.g_01745
OG0000890	Prag.g_01725	Prah.g_01759
OG0000891	Prag.g_01726	Prah.g_01760
OG0000892	Prag.g_01728	Prah.g_01762
OG0000893	Prag.g_01732	Prah.g_02073
OG0000894	Prag.g_01734	Prah.g_02070
OG0000895	Prag.g_01737	Prah.g_02066
OG0000896	Prag.g_01738	Prah.g_02065
OG0000897	Prag.g_01740	Prah.g_02063
OG0000898	Prag.g_01741	Prah.g_02062
OG0000899	Prag.g_01742	Prah.g_02061
OG0000900	Prag.g_01743	Prah.g_02060
OG0000901	Prag.g_01746	Prah.g_02056
OG0000902	Prag.g_01748	Prah.g_02054
OG0000903	Prag.g_01751	Prah.g_02041
OG0000904	Prag.g_01753	Prah.g_02046
OG0000905	Prag.g_01757	Prah.g_02048
OG0000906	Prag.g_01758	Prah.g_02050
OG0000907	Prag.g_01762	Prah.g_02039
OG0000908	Prag.g_01765	Prah.g_02036
OG0000909	Prag.g_01766	Prah.g_02035
OG0000910	Prag.g_01767	Prah.g_02034
OG0000911	Prag.g_01769	Prah.g_02032
OG0000912	Prag.g_01770	Prah.g_02031
OG0000913	Prag.g_01771	Prah.g_02030
OG0000914	Prag.g_01772	Prah.g_02029
OG0000915	Prag.g_01773	Prah.g_02028
OG0000916	Prag.g_01774	Prah.g_02027
OG0000917	Prag.g_01775	Prah.g_02026
OG0000918	Prag.g_01776	Prah.g_02025
OG0000919	Prag.g_01777	Prah.g_02024
OG0000920	Prag.g_01778	Prah.g_02023
OG0000921	Prag.g_01779	Prah.g_02022
OG0000922	Prag.g_01780	Prah.g_02021
OG0000923	Prag.g_01784	Prah.g_02017
OG0000924	Prag.g_01785	Prah.g_02016
OG0000925	Prag.g_01786	Prah.g_02015
OG0000926	Prag.g_01787	Prah.g_02014
OG0000927	Prag.g_01789	Prah.g_02012
OG0000928	Prag.g_01790	Prah.g_02011
OG0000929	Prag.g_01791	Prah.g_02010
OG0000930	Prag.g_01792	Prah.g_02009
OG0000931	Prag.g_01793	Prah.g_02008
OG0000932	Prag.g_01794	Prah.g_02007
OG0000933	Prag.g_01798	Prah.g_02002
OG0000934	Prag.g_01800	Prah.g_02000
OG0000935	Prag.g_01801	Prah.g_01999
OG0000936	Prag.g_01802	Prah.g_01998
OG0000937	Prag.g_01803	Prah.g_01997
OG0000938	Prag.g_01805	Prah.g_01994
OG0000939	Prag.g_01806	Prah.g_01993
OG0000940	Prag.g_01813	Prah.g_01985
OG0000941	Prag.g_01815	Prah.g_01983
OG0000942	Prag.g_01817	Prah.g_01981
OG0000943	Prag.g_01818	Prah.g_01980
OG0000944	Prag.g_01819	Prah.g_01978
OG0000945	Prag.g_01820	Prah.g_01977
OG0000946	Prag.g_01824	Prah.g_01966
OG0000947	Prag.g_01826	Prah.g_01963
OG0000948	Prag.g_01827	Prah.g_01962
OG0000949	Prag.g_01830	Prah.g_01958
OG0000950	Prag.g_01835	Prah.g_02231
OG0000951	Prag.g_01839	Prah.g_02236
OG0000952	Prag.g_01843	Prah.g_02241
OG0000953	Prag.g_01846	Prah.g_02245
OG0000954	Prag.g_01850	Prah.g_00167
OG0000955	Prag.g_01851	Prah.g_00166
OG0000956	Prag.g_01853	Prah.g_00164
OG0000957	Prag.g_01859	Prah.g_00152
OG0000958	Prag.g_01860	Prah.g_00151
OG0000959	Prag.g_01864	Prah.g_00146
OG0000960	Prag.g_01865	Prah.g_00145
OG0000961	Prag.g_01867	Prah.g_00136
OG0000962	Prag.g_01869	Prah.g_00134
OG0000963	Prag.g_01873	Prah.g_00129
OG0000964	Prag.g_01874	Prah.g_00128
OG0000965	Prag.g_01875	Prah.g_00127
OG0000966	Prag.g_01882	Prah.g_00086
OG0000967	Prag.g_01886	Prah.g_00079
OG0000968	Prag.g_01888	Prah.g_00076
OG0000969	Prag.g_01889	Prah.g_00074
OG0000970	Prag.g_01890	Prah.g_00073
OG0000971	Prag.g_01891	Prah.g_00071
OG0000972	Prag.g_01892	Prah.g_00070
OG0000973	Prag.g_01893	Prah.g_00068
OG0000974	Prag.g_01894	Prah.g_00067
OG0000975	Prag.g_01895	Prah.g_00066
OG0000976	Prag.g_01896	Prah.g_00065
OG0000977	Prag.g_01897	Prah.g_00063
OG0000978	Prag.g_01898	Prah.g_00062
OG0000979	Prag.g_01901	Prah.g_00059
OG0000980	Prag.g_01903	Prah.g_00055
OG0000981	Prag.g_01905	Prah.g_00052
OG0000982	Prag.g_01907	Prah.g_02491
OG0000983	Prag.g_01908	Prah.g_02492
OG0000984	Prag.g_01909	Prah.g_02493
OG0000985	Prag.g_01912	Prah.g_02497
OG0000986	Prag.g_01914	Prah.g_02499
OG0000987	Prag.g_01915	Prah.g_02501
OG0000988	Prag.g_01918	Prah.g_02505
OG0000989	Prag.g_01922	Prah.g_02513
OG0000990	Prag.g_01925	Prah.g_02536
OG0000991	Prag.g_01926	Prah.g_02540
OG0000992	Prag.g_01928	Prah.g_02543
OG0000993	Prag.g_01929	Prah.g_02544
OG0000994	Prag.g_01930	Prah.g_02547
OG0000995	Prag.g_01934	Prah.g_02552
OG0000996	Prag.g_01935	Prah.g_02565
OG0000997	Prag.g_01936	Prah.g_02574
OG0000998	Prag.g_01938	Prah.g_02576
OG0000999	Prag.g_01939	Prah.g_02577
OG0001000	Prag.g_01942	Prah.g_02580
OG0001001	Prag.g_01944	Prah.g_02584
OG0001002	Prag.g_01948	Prah.g_02591
OG0001003	Prag.g_01949	Prah.g_02593
OG0001004	Prag.g_01950	Prah.g_02594
OG0001005	Prag.g_01951	Prah.g_02596
OG0001006	Prag.g_01955	Prah.g_02602
OG0001007	Prag.g_01957	Prah.g_02604
OG0001008	Prag.g_00416	Prah.g_00231
OG0001009	Prag.g_00027	Prah.g_00033
OG0001010	Prag.g_00028	Prah.g_00034
OG0001011	Prag.g_00029	Prah.g_00036
OG0001012	Prag.g_00043	Prah.g_02488
OG0001013	Prag.g_00048	Prah.g_02466
OG0001014	Prag.g_00051	Prah.g_02454
OG0001015	Prag.g_00052	Prah.g_02453
OG0001016	Prag.g_00067	Prah.g_01843
OG0001017	Prag.g_00071	Prah.g_01849
OG0001018	Prag.g_00074	Prah.g_01851
OG0001019	Prag.g_00083	Prah.g_01867
OG0001020	Prag.g_00084	Prah.g_01873
OG0001021	Prag.g_00085	Prah.g_01877
OG0001022	Prag.g_00087	Prah.g_01882
OG0001023	Prag.g_00088	Prah.g_01883
OG0001024	Prag.g_00091	Prah.g_01887
OG0001025	Prag.g_00097	Prah.g_01894
OG0001026	Prag.g_00104	Prah.g_01908
OG0001027	Prag.g_00105	Prah.g_00195
OG0001028	Prag.g_00107	Prah.g_00193
OG0001029	Prag.g_00108	Prah.g_00191
OG0001030	Prag.g_00123	Prah.g_02257
OG0001031	Prag.g_00179	Prah.g_02336
OG0001032	Prag.g_00180	Prah.g_02339
OG0001033	Prag.g_00201	Prah.g_02372
OG0001034	Prag.g_00229	Prah.g_01779
OG0001035	Prag.g_00246	Prah.g_02099
OG0001036	Prag.g_00250	Prah.g_02103
OG0001037	Prag.g_00251	Prah.g_02105
OG0001038	Prag.g_00269	Prah.g_02132
OG0001039	Prag.g_00272	Prah.g_02135
OG0001040	Prag.g_00274	Prah.g_02138
OG0001041	Prag.g_00278	Prah.g_02143
OG0001042	Prag.g_00295	Prah.g_02168
OG0001043	Prag.g_00296	Prah.g_02170
OG0001044	Prag.g_00328	Prah.g_01941
OG0001045	Prag.g_00337	Prah.g_01929
OG0001046	Prag.g_00372	Prah.g_01661
OG0001047	Prag.g_00418	Prah.g_00233
OG0001048	Prag.g_00419	Prah.g_00234
OG0001049	Prag.g_00421	Prah.g_00237
OG0001050	Prag.g_00422	Prah.g_00238
OG0001051	Prag.g_00423	Prah.g_00239
OG0001052	Prag.g_00450	Prah.g_00308
OG0001053	Prag.g_00462	Prah.g_01563
OG0001054	Prag.g_00477	Prah.g_01545
OG0001055	Prag.g_00496	Prah.g_01524
OG0001056	Prag.g_00515	Prah.g_01496
OG0001057	Prag.g_00520	Prah.g_01482
OG0001058	Prag.g_00528	Prah.g_01468
OG0001059	Prag.g_00532	Prah.g_01464
OG0001060	Prag.g_00539	Prah.g_01458
OG0001061	Prag.g_00552	Prah.g_01440
OG0001062	Prag.g_00554	Prah.g_01438
OG0001063	Prag.g_00556	Prah.g_01434
OG0001064	Prag.g_00557	Prah.g_01433
OG0001065	Prag.g_00558	Prah.g_01432
OG0001066	Prag.g_00559	Prah.g_01431
OG0001067	Prag.g_00560	Prah.g_01430
OG0001068	Prag.g_00561	Prah.g_01429
OG0001069	Prag.g_00562	Prah.g_01428
OG0001070	Prag.g_00565	Prah.g_01424
OG0001071	Prag.g_00566	Prah.g_01423
OG0001072	Prag.g_00568	Prah.g_01418
OG0001073	Prag.g_00582	Prah.g_01399
OG0001074	Prag.g_00593	Prah.g_00532
OG0001075	Prag.g_00594	Prah.g_00531
OG0001076	Prag.g_00602	Prah.g_00523
OG0001077	Prag.g_00606	Prah.g_00513
OG0001078	Prag.g_00614	Prah.g_00500
OG0001079	Prag.g_00625	Prah.g_00482
OG0001080	Prag.g_00631	Prah.g_00472
OG0001081	Prag.g_00633	Prah.g_00465
OG0001082	Prag.g_00634	Prah.g_00464
OG0001083	Prag.g_00639	Prah.g_00456
OG0001084	Prag.g_00640	Prah.g_00455
OG0001085	Prag.g_00648	Prah.g_00444
OG0001086	Prag.g_00649	Prah.g_00442
OG0001087	Prag.g_00666	Prah.g_00968
OG0001088	Prag.g_00667	Prah.g_00972
OG0001089	Prag.g_00675	Prah.g_01025
OG0001090	Prag.g_00693	Prah.g_00886
OG0001091	Prag.g_00695	Prah.g_00884
OG0001092	Prag.g_00696	Prah.g_00882
OG0001093	Prag.g_00701	Prah.g_00878
OG0001094	Prag.g_00800	Prah.g_00673
OG0001095	Prag.g_00819	Prah.g_00654
OG0001096	Prag.g_00832	Prah.g_00637
OG0001097	Prag.g_00849	Prah.g_00593
OG0001098	Prag.g_00864	Prah.g_00743
OG0001099	Prag.g_00895	Prah.g_00192
OG0001100	Prag.g_00899	Prah.g_00740
OG0001101	Prag.g_00901	Prah.g_00739
OG0001102	Prag.g_00903	Prah.g_00736
OG0001103	Prag.g_00905	Prah.g_00734
OG0001104	Prag.g_00927	Prah.g_00684
OG0001105	Prag.g_00931	Prah.g_00689
OG0001106	Prag.g_00955	Prah.g_00784
OG0001107	Prag.g_00962	Prah.g_00794
OG0001108	Prag.g_00966	Prah.g_00801
OG0001109	Prag.g_00967	Prah.g_00803
OG0001110	Prag.g_00969	Prah.g_00806
OG0001111	Prag.g_00970	Prah.g_00808
OG0001112	Prag.g_00971	Prah.g_00810
OG0001113	Prag.g_00972	Prah.g_00811
OG0001114	Prag.g_00973	Prah.g_00812
OG0001115	Prag.g_00975	Prah.g_00814
OG0001116	Prag.g_00976	Prah.g_00815
OG0001117	Prag.g_00977	Prah.g_00816
OG0001118	Prag.g_00978	Prah.g_00817
OG0001119	Prag.g_00979	Prah.g_00818
OG0001120	Prag.g_00981	Prah.g_00821
OG0001122	Prag.g_01008	Prah.g_00849
OG0001123	Prag.g_01012	Prah.g_00856
OG0001124	Prag.g_01014	Prah.g_00858
OG0001125	Prag.g_01015	Prah.g_00860
OG0001126	Prag.g_01025	Prah.g_00903
OG0001127	Prag.g_01026	Prah.g_00904
OG0001128	Prag.g_01028	Prah.g_00907
OG0001129	Prag.g_01029	Prah.g_00908
OG0001130	Prag.g_01030	Prah.g_00909
OG0001131	Prag.g_01066	Prah.g_00893
OG0001132	Prag.g_01076	Prah.g_00539
OG0001133	Prag.g_01106	Prah.g_00521
OG0001134	Prag.g_01120	Prah.g_02524
OG0001135	Prag.g_01123	Prah.g_02526
OG0001136	Prag.g_01150	Prah.g_01324
OG0001137	Prag.g_01161	Prah.g_01305
OG0001138	Prag.g_01179	Prah.g_01253
OG0001139	Prag.g_01180	Prah.g_01251
OG0001140	Prag.g_01181	Prah.g_01250
OG0001141	Prag.g_01182	Prah.g_01249
OG0001142	Prag.g_01183	Prah.g_01248
OG0001143	Prag.g_01190	Prah.g_01264
OG0001144	Prag.g_01195	Prah.g_01273
OG0001145	Prag.g_01345	Prah.g_01353
OG0001146	Prag.g_01359	Prah.g_01369
OG0001147	Prag.g_01375	Prah.g_00323
OG0001148	Prag.g_01391	Prah.g_01577
OG0001149	Prag.g_01392	Prah.g_01578
OG0001150	Prag.g_01393	Prah.g_01579
OG0001151	Prag.g_01404	Prah.g_01591
OG0001152	Prag.g_01405	Prah.g_01592
OG0001153	Prag.g_01521	Prah.g_00366
OG0001154	Prag.g_01523	Prah.g_00365
OG0001155	Prag.g_01535	Prah.g_01617
OG0001156	Prag.g_01538	Prah.g_01620
OG0001157	Prag.g_01539	Prah.g_00538
OG0001158	Prag.g_01540	Prah.g_01621
OG0001159	Prag.g_01541	Prah.g_01622
OG0001160	Prag.g_01565	Prah.g_01651
OG0001161	Prag.g_01576	Prah.g_00541
OG0001162	Prag.g_01587	Prah.g_01050
OG0001163	Prag.g_01661	Prah.g_01665
OG0001164	Prag.g_01665	Prah.g_01670
OG0001165	Prag.g_01668	Prah.g_01673
OG0001166	Prag.g_01688	Prah.g_01699
