Orthogroup	Prag	Syal
OG0000583	Prag.g_00587	Syal.g_02735
OG0000584	Prag.g_00588	Syal.g_02734
OG0000585	Prag.g_00590	Syal.g_02731
OG0000586	Prag.g_00591	Syal.g_02730
OG0000587	Prag.g_00592	Syal.g_02728
OG0000588	Prag.g_00596	Syal.g_02717
OG0000589	Prag.g_00599	Syal.g_02714
OG0000590	Prag.g_00600	Syal.g_02713
OG0000591	Prag.g_00603	Syal.g_02707
OG0000592	Prag.g_00604	Syal.g_02706
OG0000593	Prag.g_00610	Syal.g_02640
OG0000594	Prag.g_00611	Syal.g_02639
OG0000595	Prag.g_00612	Syal.g_02638
OG0000596	Prag.g_00616	Syal.g_02633
OG0000597	Prag.g_00618	Syal.g_02630
OG0000598	Prag.g_00619	Syal.g_02629
OG0000599	Prag.g_00622	Syal.g_02622
OG0000600	Prag.g_00623	Syal.g_02621
OG0000601	Prag.g_00624	Syal.g_02620
OG0000602	Prag.g_00626	Syal.g_02615
OG0000603	Prag.g_00627	Syal.g_02614
OG0000604	Prag.g_00628	Syal.g_02612
OG0000605	Prag.g_00629	Syal.g_02516
OG0000606	Prag.g_00632	Syal.g_02174
OG0000607	Prag.g_00635	Syal.g_02177
OG0000608	Prag.g_00636	Syal.g_02178
OG0000609	Prag.g_00637	Syal.g_02180
OG0000610	Prag.g_00642	Syal.g_02198
OG0000611	Prag.g_00645	Syal.g_02201
OG0000612	Prag.g_00646	Syal.g_02202
OG0000613	Prag.g_00651	Syal.g_01325
OG0000614	Prag.g_00670	Syal.g_01794
OG0000615	Prag.g_00678	Syal.g_02256
OG0000616	Prag.g_00682	Syal.g_00079
OG0000617	Prag.g_00698	Syal.g_01866
OG0000618	Prag.g_00699	Syal.g_01867
OG0000619	Prag.g_00700	Syal.g_02417
OG0000620	Prag.g_00703	Syal.g_02422
OG0000621	Prag.g_00704	Syal.g_02423
OG0000622	Prag.g_00705	Syal.g_02424
OG0000623	Prag.g_00706	Syal.g_02425
OG0000624	Prag.g_00707	Syal.g_02427
OG0000625	Prag.g_00708	Syal.g_02428
OG0000626	Prag.g_00709	Syal.g_02429
OG0000627	Prag.g_00710	Syal.g_02048
OG0000628	Prag.g_00711	Syal.g_02047
OG0000629	Prag.g_00712	Syal.g_02044
OG0000630	Prag.g_00715	Syal.g_02040
OG0000631	Prag.g_00797	Syal.g_02031
OG0000632	Prag.g_00798	Syal.g_02030
OG0000633	Prag.g_00799	Syal.g_02029
OG0000634	Prag.g_00802	Syal.g_02410
OG0000635	Prag.g_00803	Syal.g_02411
OG0000636	Prag.g_00805	Syal.g_02413
OG0000637	Prag.g_00807	Syal.g_02415
OG0000638	Prag.g_00808	Syal.g_02416
OG0000639	Prag.g_00809	Syal.g_01868
OG0000640	Prag.g_00810	Syal.g_01869
OG0000641	Prag.g_00814	Syal.g_01873
OG0000642	Prag.g_00815	Syal.g_01874
OG0000643	Prag.g_00816	Syal.g_01875
OG0000644	Prag.g_00817	Syal.g_01876
OG0000645	Prag.g_00818	Syal.g_01878
OG0000646	Prag.g_00820	Syal.g_01881
OG0000647	Prag.g_00821	Syal.g_01883
OG0000648	Prag.g_00823	Syal.g_02438
OG0000649	Prag.g_00824	Syal.g_02439
OG0000650	Prag.g_00825	Syal.g_02440
OG0000651	Prag.g_00826	Syal.g_02441
OG0000652	Prag.g_00827	Syal.g_02442
OG0000653	Prag.g_00829	Syal.g_02444
OG0000654	Prag.g_00830	Syal.g_02445
OG0000655	Prag.g_00831	Syal.g_02446
OG0000656	Prag.g_00834	Syal.g_02449
OG0000657	Prag.g_00840	Syal.g_02460
OG0000658	Prag.g_00841	Syal.g_02465
OG0000659	Prag.g_00842	Syal.g_02466
OG0000660	Prag.g_00846	Syal.g_02470
OG0000661	Prag.g_00848	Syal.g_02472
OG0000662	Prag.g_00850	Syal.g_02474
OG0000663	Prag.g_00852	Syal.g_02477
OG0000664	Prag.g_00853	Syal.g_02478
OG0000665	Prag.g_00857	Syal.g_02593
OG0000666	Prag.g_00858	Syal.g_02605
OG0000667	Prag.g_00862	Syal.g_02192
OG0000668	Prag.g_00892	Syal.g_01920
OG0000669	Prag.g_00898	Syal.g_02295
OG0000670	Prag.g_00900	Syal.g_02956
OG0000671	Prag.g_00902	Syal.g_02291
OG0000672	Prag.g_00904	Syal.g_02288
OG0000673	Prag.g_00907	Syal.g_02285
OG0000674	Prag.g_00909	Syal.g_02283
OG0000675	Prag.g_00910	Syal.g_02282
OG0000676	Prag.g_00912	Syal.g_02272
OG0000677	Prag.g_00913	Syal.g_02271
OG0000678	Prag.g_00915	Syal.g_02264
OG0000679	Prag.g_00919	Syal.g_02252
OG0000680	Prag.g_00920	Syal.g_02251
OG0000681	Prag.g_00922	Syal.g_02248
OG0000682	Prag.g_00923	Syal.g_02247
OG0000683	Prag.g_00924	Syal.g_02246
OG0000684	Prag.g_00926	Syal.g_02242
OG0000685	Prag.g_00928	Syal.g_02240
OG0000686	Prag.g_00929	Syal.g_02239
OG0000687	Prag.g_00930	Syal.g_02237
OG0000688	Prag.g_00933	Syal.g_02225
OG0000689	Prag.g_00934	Syal.g_02223
OG0000690	Prag.g_00935	Syal.g_02222
OG0000691	Prag.g_00936	Syal.g_02221
OG0000692	Prag.g_00938	Syal.g_02220
OG0000693	Prag.g_00939	Syal.g_02218
OG0000694	Prag.g_00940	Syal.g_02217
OG0000695	Prag.g_00942	Syal.g_02027
OG0000696	Prag.g_00943	Syal.g_02026
OG0000697	Prag.g_00944	Syal.g_02025
OG0000698	Prag.g_00947	Syal.g_02022
OG0000699	Prag.g_00948	Syal.g_02021
OG0000700	Prag.g_00949	Syal.g_02020
OG0000701	Prag.g_00950	Syal.g_02019
OG0000702	Prag.g_00952	Syal.g_02011
OG0000703	Prag.g_00953	Syal.g_02010
OG0000704	Prag.g_00954	Syal.g_02008
OG0000705	Prag.g_00958	Syal.g_01999
OG0000706	Prag.g_00959	Syal.g_01998
OG0000707	Prag.g_00960	Syal.g_01997
OG0000708	Prag.g_00961	Syal.g_01994
OG0000709	Prag.g_00965	Syal.g_01986
OG0000710	Prag.g_00968	Syal.g_01982
OG0000711	Prag.g_00985	Syal.g_01954
OG0000712	Prag.g_00987	Syal.g_01952
OG0000713	Prag.g_00988	Syal.g_01951
OG0000714	Prag.g_00989	Syal.g_01948
OG0000715	Prag.g_00991	Syal.g_01934
OG0000716	Prag.g_00993	Syal.g_01930
OG0000717	Prag.g_00994	Syal.g_01929
OG0000718	Prag.g_01005	Syal.g_01925
OG0000719	Prag.g_01007	Syal.g_01922
OG0000720	Prag.g_01016	Syal.g_01908
OG0000721	Prag.g_01018	Syal.g_01906
OG0000722	Prag.g_01019	Syal.g_01905
OG0000723	Prag.g_01022	Syal.g_02433
OG0000724	Prag.g_01031	Syal.g_01829
OG0000725	Prag.g_01037	Syal.g_01820
OG0000726	Prag.g_01038	Syal.g_01819
OG0000727	Prag.g_01039	Syal.g_01818
OG0000728	Prag.g_01041	Syal.g_01816
OG0000729	Prag.g_01087	Syal.g_01510
OG0000730	Prag.g_01091	Syal.g_00345
OG0000731	Prag.g_01095	Syal.g_00356
OG0000732	Prag.g_01102	Syal.g_00149
OG0000733	Prag.g_01121	Syal.g_01105
OG0000734	Prag.g_01138	Syal.g_00828
OG0000735	Prag.g_01140	Syal.g_01627
OG0000736	Prag.g_01141	Syal.g_01628
OG0000737	Prag.g_01142	Syal.g_01629
OG0000738	Prag.g_01146	Syal.g_01634
OG0000739	Prag.g_01147	Syal.g_01645
OG0000740	Prag.g_01148	Syal.g_01646
OG0000741	Prag.g_01149	Syal.g_01649
OG0000742	Prag.g_01152	Syal.g_01652
OG0000743	Prag.g_01154	Syal.g_01654
OG0000744	Prag.g_01155	Syal.g_01655
OG0000745	Prag.g_01156	Syal.g_01657
OG0000746	Prag.g_01158	Syal.g_01659
OG0000747	Prag.g_01159	Syal.g_01660
OG0000748	Prag.g_01162	Syal.g_01674
OG0000749	Prag.g_01163	Syal.g_01675
OG0000750	Prag.g_01164	Syal.g_01676
OG0000751	Prag.g_01166	Syal.g_01688
OG0000752	Prag.g_01168	Syal.g_01690
OG0000753	Prag.g_01171	Syal.g_01693
OG0000754	Prag.g_01174	Syal.g_01698
OG0000755	Prag.g_01177	Syal.g_01707
OG0000756	Prag.g_01178	Syal.g_01708
OG0000757	Prag.g_01184	Syal.g_01715
OG0000758	Prag.g_01185	Syal.g_01716
OG0000759	Prag.g_01186	Syal.g_01717
OG0000760	Prag.g_01187	Syal.g_01718
OG0000761	Prag.g_01188	Syal.g_01719
OG0000762	Prag.g_01189	Syal.g_01721
OG0000763	Prag.g_01191	Syal.g_01723
OG0000764	Prag.g_01192	Syal.g_01724
OG0000765	Prag.g_01201	Syal.g_01768
OG0000766	Prag.g_01202	Syal.g_01767
OG0000767	Prag.g_01204	Syal.g_01765
OG0000768	Prag.g_01205	Syal.g_01764
OG0000769	Prag.g_01207	Syal.g_01762
OG0000770	Prag.g_01209	Syal.g_01758
OG0000771	Prag.g_01219	Syal.g_01835
OG0000772	Prag.g_01328	Syal.g_01641
OG0000773	Prag.g_01344	Syal.g_01618
OG0000774	Prag.g_01346	Syal.g_01610
OG0000775	Prag.g_01350	Syal.g_01608
OG0000776	Prag.g_01351	Syal.g_01607
OG0000777	Prag.g_01352	Syal.g_01606
OG0000778	Prag.g_01353	Syal.g_01605
OG0000779	Prag.g_01357	Syal.g_01599
OG0000780	Prag.g_01358	Syal.g_01594
OG0000781	Prag.g_01361	Syal.g_01590
OG0000782	Prag.g_01362	Syal.g_01589
OG0000783	Prag.g_01363	Syal.g_01588
OG0000784	Prag.g_01364	Syal.g_01587
OG0000785	Prag.g_01366	Syal.g_01585
OG0000786	Prag.g_01368	Syal.g_01579
OG0000787	Prag.g_01369	Syal.g_01578
OG0000788	Prag.g_01376	Syal.g_02619
OG0000789	Prag.g_01379	Syal.g_02598
OG0000790	Prag.g_01394	Syal.g_02883
OG0000791	Prag.g_01396	Syal.g_02882
OG0000792	Prag.g_01397	Syal.g_02881
OG0000793	Prag.g_01400	Syal.g_02876
OG0000794	Prag.g_01401	Syal.g_02875
OG0000795	Prag.g_01402	Syal.g_02874
OG0000796	Prag.g_01406	Syal.g_02870
OG0000797	Prag.g_01407	Syal.g_02869
OG0000798	Prag.g_01430	Syal.g_01260, Syal.g_01372
OG0000799	Prag.g_01470	Syal.g_01547
OG0000800	Prag.g_01471	Syal.g_01542
OG0000801	Prag.g_01472	Syal.g_01541
OG0000802	Prag.g_01474	Syal.g_01536
OG0000803	Prag.g_01476	Syal.g_00040
OG0000804	Prag.g_01477	Syal.g_00036
OG0000805	Prag.g_01479	Syal.g_00030
OG0000806	Prag.g_01481	Syal.g_00028
OG0000807	Prag.g_01482	Syal.g_00026
OG0000808	Prag.g_01483	Syal.g_00025
OG0000809	Prag.g_01486	Syal.g_00022
OG0000810	Prag.g_01487	Syal.g_00021
OG0000811	Prag.g_01493	Syal.g_00380
OG0000812	Prag.g_01495	Syal.g_00382
OG0000813	Prag.g_01496	Syal.g_00383
OG0000814	Prag.g_01498	Syal.g_00385
OG0000815	Prag.g_01499	Syal.g_00391
OG0000816	Prag.g_01501	Syal.g_00393
OG0000817	Prag.g_01502	Syal.g_00394
OG0000818	Prag.g_01507	Syal.g_00401
OG0000819	Prag.g_01508	Syal.g_00402
OG0000820	Prag.g_01509	Syal.g_00403
OG0000821	Prag.g_01512	Syal.g_00409
OG0000822	Prag.g_01513	Syal.g_00411
OG0000823	Prag.g_01514	Syal.g_00412
OG0000824	Prag.g_01517	Syal.g_00417
OG0000825	Prag.g_01518	Syal.g_00418
OG0000826	Prag.g_01519	Syal.g_00419
OG0000827	Prag.g_01520	Syal.g_00420
OG0000828	Prag.g_01524	Syal.g_00423
OG0000829	Prag.g_01525	Syal.g_00424
OG0000830	Prag.g_01526	Syal.g_00425
OG0000831	Prag.g_01528	Syal.g_00427
OG0000832	Prag.g_01534	Syal.g_02967
OG0000833	Prag.g_01542	Syal.g_02976
OG0000834	Prag.g_01543	Syal.g_02979
OG0000835	Prag.g_01544	Syal.g_02980
OG0000836	Prag.g_01545	Syal.g_02983
OG0000837	Prag.g_01546	Syal.g_02984
OG0000838	Prag.g_01548	Syal.g_02988
OG0000839	Prag.g_01549	Syal.g_02989
OG0000840	Prag.g_01550	Syal.g_02990
OG0000841	Prag.g_01551	Syal.g_02991
OG0000842	Prag.g_01552	Syal.g_02992
OG0000843	Prag.g_01553	Syal.g_02993
OG0000844	Prag.g_01554	Syal.g_02995
OG0000845	Prag.g_01555	Syal.g_02996
OG0000846	Prag.g_01556	Syal.g_02997
OG0000847	Prag.g_01557	Syal.g_02998
OG0000848	Prag.g_01558	Syal.g_03000
OG0000849	Prag.g_01559	Syal.g_03001
OG0000850	Prag.g_01561	Syal.g_03008
OG0000851	Prag.g_01562	Syal.g_00561
OG0000852	Prag.g_01563	Syal.g_00562
OG0000853	Prag.g_01567	Syal.g_00566
OG0000854	Prag.g_01569	Syal.g_00568
OG0000855	Prag.g_01570	Syal.g_00569
OG0000856	Prag.g_01583	Syal.g_02704
OG0000857	Prag.g_01611	Syal.g_01882
OG0000858	Prag.g_01663	Syal.g_00576
OG0000859	Prag.g_01664	Syal.g_00577
OG0000860	Prag.g_01671	Syal.g_00589
OG0000861	Prag.g_01672	Syal.g_00590
OG0000862	Prag.g_01673	Syal.g_00591
OG0000863	Prag.g_01675	Syal.g_00594
OG0000864	Prag.g_01676	Syal.g_00595
OG0000865	Prag.g_01677	Syal.g_00596
OG0000866	Prag.g_01678	Syal.g_00597
OG0000867	Prag.g_01679	Syal.g_00598
OG0000868	Prag.g_01680	Syal.g_00604
OG0000869	Prag.g_01684	Syal.g_00609
OG0000870	Prag.g_01689	Syal.g_00614
OG0000871	Prag.g_01690	Syal.g_00615
OG0000872	Prag.g_01691	Syal.g_00621
OG0000873	Prag.g_01694	Syal.g_00624
OG0000874	Prag.g_01697	Syal.g_00627
OG0000875	Prag.g_01698	Syal.g_00629
OG0000876	Prag.g_01699	Syal.g_00631
OG0000877	Prag.g_01701	Syal.g_00633
OG0000878	Prag.g_01702	Syal.g_00634
OG0000879	Prag.g_01703	Syal.g_00635
OG0000880	Prag.g_01704	Syal.g_00636
OG0000881	Prag.g_01708	Syal.g_00641
OG0000882	Prag.g_01713	Syal.g_00646
OG0000883	Prag.g_01715	Syal.g_00648
OG0000884	Prag.g_01717	Syal.g_00650
OG0000885	Prag.g_01718	Syal.g_00651
OG0000886	Prag.g_01719	Syal.g_00652
OG0000887	Prag.g_01720	Syal.g_00653
OG0000888	Prag.g_01722	Syal.g_00655
OG0000889	Prag.g_01724	Syal.g_00657
OG0000890	Prag.g_01725	Syal.g_00663
OG0000891	Prag.g_01726	Syal.g_00664
OG0000892	Prag.g_01728	Syal.g_00668
OG0000893	Prag.g_01732	Syal.g_00193
OG0000894	Prag.g_01734	Syal.g_00196
OG0000895	Prag.g_01737	Syal.g_00200
OG0000896	Prag.g_01738	Syal.g_00201
OG0000897	Prag.g_01740	Syal.g_00203
OG0000898	Prag.g_01741	Syal.g_00204
OG0000899	Prag.g_01742	Syal.g_00205
OG0000900	Prag.g_01743	Syal.g_00206
OG0000901	Prag.g_01746	Syal.g_00211
OG0000902	Prag.g_01748	Syal.g_00213
OG0000903	Prag.g_01751	Syal.g_00227
OG0000904	Prag.g_01753	Syal.g_00222
OG0000905	Prag.g_01757	Syal.g_00217
OG0000906	Prag.g_01758	Syal.g_00215
OG0000907	Prag.g_01762	Syal.g_00229
OG0000908	Prag.g_01765	Syal.g_00232
OG0000909	Prag.g_01766	Syal.g_00233
OG0000910	Prag.g_01767	Syal.g_00234
OG0000911	Prag.g_01769	Syal.g_00237
OG0000912	Prag.g_01770	Syal.g_00238
OG0000913	Prag.g_01771	Syal.g_00239
OG0000914	Prag.g_01772	Syal.g_00240
OG0000915	Prag.g_01773	Syal.g_00241
OG0000916	Prag.g_01774	Syal.g_00242
OG0000917	Prag.g_01775	Syal.g_00243
OG0000918	Prag.g_01776	Syal.g_00244
OG0000919	Prag.g_01777	Syal.g_00245
OG0000920	Prag.g_01778	Syal.g_00246
OG0000921	Prag.g_01779	Syal.g_00247
OG0000922	Prag.g_01780	Syal.g_00248
OG0000923	Prag.g_01784	Syal.g_00252
OG0000924	Prag.g_01785	Syal.g_00253
OG0000925	Prag.g_01786	Syal.g_00254
OG0000926	Prag.g_01787	Syal.g_00255
OG0000927	Prag.g_01789	Syal.g_00257
OG0000928	Prag.g_01790	Syal.g_00258
OG0000929	Prag.g_01791	Syal.g_00259
OG0000930	Prag.g_01792	Syal.g_00260
OG0000931	Prag.g_01793	Syal.g_00261
OG0000932	Prag.g_01794	Syal.g_00262
OG0000933	Prag.g_01798	Syal.g_00268
OG0000934	Prag.g_01800	Syal.g_00270
OG0000935	Prag.g_01801	Syal.g_00271
OG0000936	Prag.g_01802	Syal.g_00272
OG0000937	Prag.g_01803	Syal.g_00273
OG0000938	Prag.g_01805	Syal.g_00276
OG0000939	Prag.g_01806	Syal.g_00277
OG0000940	Prag.g_01813	Syal.g_00285
OG0000941	Prag.g_01815	Syal.g_00287
OG0000942	Prag.g_01817	Syal.g_00289
OG0000943	Prag.g_01818	Syal.g_00290
OG0000944	Prag.g_01819	Syal.g_00292
OG0000945	Prag.g_01820	Syal.g_00294
OG0000946	Prag.g_01824	Syal.g_00301
OG0000947	Prag.g_01826	Syal.g_00304
OG0000948	Prag.g_01827	Syal.g_00305
OG0000949	Prag.g_01830	Syal.g_01341
OG0000950	Prag.g_01835	Syal.g_01348
OG0000951	Prag.g_01839	Syal.g_01353
OG0000952	Prag.g_01843	Syal.g_01363
OG0000953	Prag.g_01846	Syal.g_01435
OG0000954	Prag.g_01850	Syal.g_01443
OG0000955	Prag.g_01851	Syal.g_01444
OG0000956	Prag.g_01853	Syal.g_01446
OG0000957	Prag.g_01859	Syal.g_01457
OG0000958	Prag.g_01860	Syal.g_01458
OG0000959	Prag.g_01864	Syal.g_01482
OG0000960	Prag.g_01865	Syal.g_01483
OG0000961	Prag.g_01867	Syal.g_01507
OG0000962	Prag.g_01869	Syal.g_01509
OG0000963	Prag.g_01873	Syal.g_01514
OG0000964	Prag.g_01874	Syal.g_01515
OG0000965	Prag.g_01875	Syal.g_01516
OG0000966	Prag.g_01882	Syal.g_00176
OG0000967	Prag.g_01886	Syal.g_00171
OG0000968	Prag.g_01888	Syal.g_00169
OG0000969	Prag.g_01889	Syal.g_00167
OG0000970	Prag.g_01890	Syal.g_00166
OG0000971	Prag.g_01891	Syal.g_00164
OG0000972	Prag.g_01892	Syal.g_00163
OG0000973	Prag.g_01893	Syal.g_00162
OG0000974	Prag.g_01894	Syal.g_00161
OG0000975	Prag.g_01895	Syal.g_00160
OG0000976	Prag.g_01896	Syal.g_00159
OG0000977	Prag.g_01897	Syal.g_00157
OG0000978	Prag.g_01898	Syal.g_00156
OG0000979	Prag.g_01901	Syal.g_00153
OG0000980	Prag.g_01903	Syal.g_00150
OG0000981	Prag.g_01905	Syal.g_00147
OG0000982	Prag.g_01907	Syal.g_01068
OG0000983	Prag.g_01908	Syal.g_01069
OG0000984	Prag.g_01909	Syal.g_01070
OG0000985	Prag.g_01912	Syal.g_01074
OG0000986	Prag.g_01914	Syal.g_01076
OG0000987	Prag.g_01915	Syal.g_01080
OG0000988	Prag.g_01918	Syal.g_01086
OG0000989	Prag.g_01922	Syal.g_01098
OG0000990	Prag.g_01925	Syal.g_01118
OG0000991	Prag.g_01926	Syal.g_01120
OG0000992	Prag.g_01928	Syal.g_01122
OG0000993	Prag.g_01929	Syal.g_01123
OG0000994	Prag.g_01930	Syal.g_01127
OG0000995	Prag.g_01934	Syal.g_01132
OG0000996	Prag.g_01935	Syal.g_01162
OG0000997	Prag.g_01936	Syal.g_01171
OG0000998	Prag.g_01938	Syal.g_01173
OG0000999	Prag.g_01939	Syal.g_01174
OG0001000	Prag.g_01942	Syal.g_01177
OG0001001	Prag.g_01944	Syal.g_01182
OG0001002	Prag.g_01948	Syal.g_00082
OG0001003	Prag.g_01949	Syal.g_00084
OG0001004	Prag.g_01950	Syal.g_00085
OG0001005	Prag.g_01951	Syal.g_00087
OG0001006	Prag.g_01955	Syal.g_00094
OG0001007	Prag.g_01957	Syal.g_00096
OG0001008	Prag.g_00416	Syal.g_00524
OG0001009	Prag.g_00027	Syal.g_00129
OG0001010	Prag.g_00028	Syal.g_00130
OG0001011	Prag.g_00029	Syal.g_00131
OG0001012	Prag.g_00043	Syal.g_01064
OG0001013	Prag.g_00048	Syal.g_01026
OG0001014	Prag.g_00051	Syal.g_01022
OG0001015	Prag.g_00052	Syal.g_01021
OG0001016	Prag.g_00067	Syal.g_00756
OG0001017	Prag.g_00071	Syal.g_00762
OG0001018	Prag.g_00074	Syal.g_00764
OG0001019	Prag.g_00083	Syal.g_00785
OG0001020	Prag.g_00084	Syal.g_00796
OG0001021	Prag.g_00085	Syal.g_00800
OG0001022	Prag.g_00087	Syal.g_00805
OG0001023	Prag.g_00088	Syal.g_00806
OG0001024	Prag.g_00091	Syal.g_00810
OG0001025	Prag.g_00097	Syal.g_00817
OG0001026	Prag.g_00104	Syal.g_00830
OG0001027	Prag.g_00105	Syal.g_00834
OG0001028	Prag.g_00107	Syal.g_00836
OG0001029	Prag.g_00108	Syal.g_00838
OG0001030	Prag.g_00123	Syal.g_00860
OG0001031	Prag.g_00179	Syal.g_00936
OG0001032	Prag.g_00180	Syal.g_00938
OG0001033	Prag.g_00201	Syal.g_00972
OG0001034	Prag.g_00229	Syal.g_00684
OG0001035	Prag.g_00246	Syal.g_01226
OG0001036	Prag.g_00250	Syal.g_01231
OG0001037	Prag.g_00251	Syal.g_01233
OG0001038	Prag.g_00269	Syal.g_01261
OG0001039	Prag.g_00272	Syal.g_01264
OG0001040	Prag.g_00274	Syal.g_01267
OG0001041	Prag.g_00278	Syal.g_01272
OG0001042	Prag.g_00295	Syal.g_01300
OG0001043	Prag.g_00296	Syal.g_01304
OG0001044	Prag.g_00328	Syal.g_00346
OG0001045	Prag.g_00337	Syal.g_00359
OG0001046	Prag.g_00372	Syal.g_01967
OG0001047	Prag.g_00418	Syal.g_00522
OG0001048	Prag.g_00419	Syal.g_00521
OG0001049	Prag.g_00421	Syal.g_00518
OG0001050	Prag.g_00422	Syal.g_00517
OG0001051	Prag.g_00423	Syal.g_00516
OG0001052	Prag.g_00450	Syal.g_00467
OG0001053	Prag.g_00462	Syal.g_02900
OG0001054	Prag.g_00477	Syal.g_02919
OG0001055	Prag.g_00496	Syal.g_02940
OG0001056	Prag.g_00515	Syal.g_02833
OG0001057	Prag.g_00520	Syal.g_01574
OG0001058	Prag.g_00528	Syal.g_02812
OG0001059	Prag.g_00532	Syal.g_02808
OG0001060	Prag.g_00539	Syal.g_02801
OG0001061	Prag.g_00552	Syal.g_02783
OG0001062	Prag.g_00554	Syal.g_02781
OG0001063	Prag.g_00556	Syal.g_02776
OG0001064	Prag.g_00557	Syal.g_02775
OG0001065	Prag.g_00558	Syal.g_02774
OG0001066	Prag.g_00559	Syal.g_02773
OG0001067	Prag.g_00560	Syal.g_02772
OG0001068	Prag.g_00561	Syal.g_02771
OG0001069	Prag.g_00562	Syal.g_02770
OG0001070	Prag.g_00565	Syal.g_02766
OG0001071	Prag.g_00566	Syal.g_02765
OG0001072	Prag.g_00568	Syal.g_02761
OG0001073	Prag.g_00582	Syal.g_02746
OG0001074	Prag.g_00593	Syal.g_02575
OG0001075	Prag.g_00594	Syal.g_02726
OG0001076	Prag.g_00602	Syal.g_02712
OG0001077	Prag.g_00606	Syal.g_02702
OG0001078	Prag.g_00614	Syal.g_02635
OG0001079	Prag.g_00625	Syal.g_02618
OG0001080	Prag.g_00631	Syal.g_02514
OG0001081	Prag.g_00633	Syal.g_02175
OG0001082	Prag.g_00634	Syal.g_02176
OG0001083	Prag.g_00639	Syal.g_02184
OG0001084	Prag.g_00640	Syal.g_02187
OG0001085	Prag.g_00648	Syal.g_02206
OG0001086	Prag.g_00649	Syal.g_02208
OG0001087	Prag.g_00666	Syal.g_01782
OG0001088	Prag.g_00667	Syal.g_01785
OG0001089	Prag.g_00675	Syal.g_01811
OG0001090	Prag.g_00693	Syal.g_01859
OG0001091	Prag.g_00695	Syal.g_01862
OG0001092	Prag.g_00696	Syal.g_01864
OG0001093	Prag.g_00701	Syal.g_02419
OG0001094	Prag.g_00800	Syal.g_02216
OG0001095	Prag.g_00819	Syal.g_01879
OG0001096	Prag.g_00832	Syal.g_02447
OG0001097	Prag.g_00849	Syal.g_02473
OG0001098	Prag.g_00864	Syal.g_02083
OG0001099	Prag.g_00895	Syal.g_00837
OG0001100	Prag.g_00899	Syal.g_02293
OG0001101	Prag.g_00901	Syal.g_02292
OG0001102	Prag.g_00903	Syal.g_02289
OG0001103	Prag.g_00905	Syal.g_02287
OG0001104	Prag.g_00927	Syal.g_02241
OG0001105	Prag.g_00931	Syal.g_02236
OG0001106	Prag.g_00955	Syal.g_02007
OG0001107	Prag.g_00962	Syal.g_01993
OG0001108	Prag.g_00966	Syal.g_01985
OG0001109	Prag.g_00967	Syal.g_01983
OG0001110	Prag.g_00969	Syal.g_01981
OG0001111	Prag.g_00970	Syal.g_01979
OG0001112	Prag.g_00971	Syal.g_01977
OG0001113	Prag.g_00972	Syal.g_02244
OG0001114	Prag.g_00973	Syal.g_01976
OG0001115	Prag.g_00975	Syal.g_01972
OG0001116	Prag.g_00976	Syal.g_01970
OG0001117	Prag.g_00977	Syal.g_01969
OG0001118	Prag.g_00978	Syal.g_01968
OG0001119	Prag.g_00979	Syal.g_01966
OG0001120	Prag.g_00981	Syal.g_01962
OG0001121	Prag.g_01118, Prag.g_00984	Syal.g_02960
OG0001122	Prag.g_01008	Syal.g_01921
OG0001123	Prag.g_01012	Syal.g_01913
OG0001124	Prag.g_01014	Syal.g_01911
OG0001125	Prag.g_01015	Syal.g_01909
OG0001126	Prag.g_01025	Syal.g_01837
OG0001127	Prag.g_01026	Syal.g_01836
OG0001128	Prag.g_01028	Syal.g_01833
OG0001129	Prag.g_01029	Syal.g_01831
OG0001130	Prag.g_01030	Syal.g_01830
OG0001131	Prag.g_01066	Syal.g_02260
OG0001132	Prag.g_01076	Syal.g_02553
OG0001133	Prag.g_01106	Syal.g_02710
OG0001134	Prag.g_01120	Syal.g_02506
OG0001135	Prag.g_01123	Syal.g_02505
OG0001136	Prag.g_01150	Syal.g_01650
OG0001137	Prag.g_01161	Syal.g_01673
OG0001138	Prag.g_01179	Syal.g_01709
OG0001139	Prag.g_01180	Syal.g_01711
OG0001140	Prag.g_01181	Syal.g_01712
OG0001141	Prag.g_01182	Syal.g_01713
OG0001142	Prag.g_01183	Syal.g_01714
OG0001143	Prag.g_01190	Syal.g_01722
OG0001144	Prag.g_01195	Syal.g_01736
OG0001145	Prag.g_01345	Syal.g_01614
OG0001146	Prag.g_01359	Syal.g_01593
OG0001147	Prag.g_01375	Syal.g_00458
OG0001148	Prag.g_01391	Syal.g_02886
OG0001149	Prag.g_01392	Syal.g_02885
OG0001150	Prag.g_01393	Syal.g_02884
OG0001151	Prag.g_01404	Syal.g_02872
OG0001152	Prag.g_01405	Syal.g_02871
OG0001153	Prag.g_01521	Syal.g_00421
OG0001154	Prag.g_01523	Syal.g_00422
OG0001155	Prag.g_01535	Syal.g_02969
OG0001156	Prag.g_01538	Syal.g_02972
OG0001157	Prag.g_01539	Syal.g_02973
OG0001158	Prag.g_01540	Syal.g_02974
OG0001159	Prag.g_01541	Syal.g_02975
OG0001160	Prag.g_01565	Syal.g_00564
OG0001161	Prag.g_01576	Syal.g_01104
OG0001162	Prag.g_01587	Syal.g_01577
OG0001163	Prag.g_01661	Syal.g_00573
