Orthogroup	Prbh	Syal
OG0000557	Prbh.g_00285	Syal.g_02816
OG0000558	Prbh.g_00283	Syal.g_02814
OG0000559	Prbh.g_00279	Syal.g_02305, Syal.g_02810
OG0000560	Prbh.g_00276	Syal.g_02807
OG0000561	Prbh.g_00275	Syal.g_02806
OG0000562	Prbh.g_00274	Syal.g_02805
OG0000563	Prbh.g_00273	Syal.g_02804
OG0000564	Prbh.g_00272	Syal.g_02803
OG0000565	Prbh.g_00269	Syal.g_02799
OG0000566	Prbh.g_00265	Syal.g_02795
OG0000567	Prbh.g_00261	Syal.g_02791
OG0000568	Prbh.g_00260	Syal.g_02789
OG0000569	Prbh.g_00259	Syal.g_02788
OG0000570	Prbh.g_00258	Syal.g_02787
OG0000571	Prbh.g_00256	Syal.g_02784
OG0000572	Prbh.g_00244	Syal.g_02767
OG0000573	Prbh.g_00238	Syal.g_02759
OG0000574	Prbh.g_00237	Syal.g_02758
OG0000575	Prbh.g_00233	Syal.g_02753
OG0000576	Prbh.g_00231	Syal.g_02751
OG0000577	Prbh.g_00230	Syal.g_02750
OG0000578	Prbh.g_00229	Syal.g_02749
OG0000579	Prbh.g_00228	Syal.g_02748
OG0000580	Prbh.g_00227	Syal.g_02747
OG0000581	Prbh.g_00224	Syal.g_02741
OG0000582	Prbh.g_00221	Syal.g_02736
OG0000583	Prbh.g_00220	Syal.g_02735
OG0000584	Prbh.g_00219	Syal.g_02734
OG0000585	Prbh.g_00217	Syal.g_02731
OG0000586	Prbh.g_00216	Syal.g_02730
OG0000587	Prbh.g_00215	Syal.g_02728
OG0000588	Prbh.g_01465	Syal.g_02717
OG0000589	Prbh.g_01462	Syal.g_02714
OG0000590	Prbh.g_01461	Syal.g_02713
OG0000591	Prbh.g_01457	Syal.g_02707
OG0000592	Prbh.g_01456	Syal.g_02706
OG0000593	Prbh.g_01221	Syal.g_02640
OG0000594	Prbh.g_01220	Syal.g_02639
OG0000595	Prbh.g_01219	Syal.g_02638
OG0000596	Prbh.g_01216	Syal.g_02633
OG0000597	Prbh.g_01213	Syal.g_02630
OG0000598	Prbh.g_01212	Syal.g_02629
OG0000599	Prbh.g_01209	Syal.g_02622
OG0000600	Prbh.g_01208	Syal.g_02621
OG0000601	Prbh.g_01207	Syal.g_02620
OG0000602	Prbh.g_01205	Syal.g_02615
OG0000603	Prbh.g_01204	Syal.g_02614
OG0000604	Prbh.g_01203	Syal.g_02612
OG0000605	Prbh.g_01202	Syal.g_02516
OG0000606	Prbh.g_01199	Syal.g_02174
OG0000607	Prbh.g_01196	Syal.g_02177
OG0000608	Prbh.g_01195	Syal.g_02178
OG0000609	Prbh.g_01194	Syal.g_02180
OG0000610	Prbh.g_01188	Syal.g_02198
OG0000611	Prbh.g_01185	Syal.g_02201
OG0000612	Prbh.g_01184	Syal.g_02202
OG0000613	Prbh.g_00907	Syal.g_01325
OG0000614	Prbh.g_00928	Syal.g_01794
OG0000615	Prbh.g_00939	Syal.g_02256
OG0000616	Prbh.g_01487	Syal.g_00079
OG0000617	Prbh.g_01167	Syal.g_01866
OG0000618	Prbh.g_01166	Syal.g_01867
OG0000619	Prbh.g_01165	Syal.g_02417
OG0000620	Prbh.g_01162	Syal.g_02422
OG0000621	Prbh.g_01161	Syal.g_02423
OG0000622	Prbh.g_01160	Syal.g_02424
OG0000623	Prbh.g_01159	Syal.g_02425
OG0000624	Prbh.g_01157	Syal.g_02427
OG0000625	Prbh.g_01156	Syal.g_02428
OG0000626	Prbh.g_01155	Syal.g_02429
OG0000627	Prbh.g_01154	Syal.g_02048
OG0000628	Prbh.g_01153	Syal.g_02047
OG0000629	Prbh.g_01151	Syal.g_02044
OG0000630	Prbh.g_01148	Syal.g_02040
OG0000631	Prbh.g_01056	Syal.g_02031
OG0000632	Prbh.g_01057	Syal.g_02030
OG0000633	Prbh.g_01058	Syal.g_02029
OG0000634	Prbh.g_00949	Syal.g_02410
OG0000635	Prbh.g_00950	Syal.g_02411
OG0000636	Prbh.g_00952	Syal.g_02413
OG0000637	Prbh.g_00954	Syal.g_02415
OG0000638	Prbh.g_00955	Syal.g_02416
OG0000639	Prbh.g_00956	Syal.g_01868
OG0000640	Prbh.g_00957	Syal.g_01869
OG0000641	Prbh.g_00961	Syal.g_01873
OG0000642	Prbh.g_00962	Syal.g_01874
OG0000643	Prbh.g_00963	Syal.g_01875
OG0000644	Prbh.g_00964	Syal.g_01876
OG0000645	Prbh.g_00965	Syal.g_01878
OG0000646	Prbh.g_00967	Syal.g_01881
OG0000647	Prbh.g_00969	Syal.g_01883
OG0000648	Prbh.g_00971	Syal.g_02438
OG0000649	Prbh.g_00972	Syal.g_02439
OG0000650	Prbh.g_00973	Syal.g_02440
OG0000651	Prbh.g_00974	Syal.g_02441
OG0000652	Prbh.g_00975	Syal.g_02442
OG0000653	Prbh.g_00977	Syal.g_02444
OG0000654	Prbh.g_00978	Syal.g_02445
OG0000655	Prbh.g_00979	Syal.g_02446
OG0000656	Prbh.g_00982	Syal.g_02449
OG0000657	Prbh.g_00989	Syal.g_02460
OG0000658	Prbh.g_00991	Syal.g_02465
OG0000659	Prbh.g_00992	Syal.g_02466
OG0000660	Prbh.g_00996	Syal.g_02470
OG0000661	Prbh.g_00998	Syal.g_02472
OG0000662	Prbh.g_01001	Syal.g_02474
OG0000663	Prbh.g_01003	Syal.g_02477
OG0000664	Prbh.g_01004	Syal.g_02478
OG0000665	Prbh.g_01010	Syal.g_02593
OG0000666	Prbh.g_01011	Syal.g_02605
OG0000667	Prbh.g_01015	Syal.g_02192
OG0000668	Prbh.g_00857	Syal.g_01920
OG0000669	Prbh.g_00868	Syal.g_02295
OG0000670	Prbh.g_00871	Syal.g_02956
OG0000671	Prbh.g_00873	Syal.g_02291
OG0000672	Prbh.g_00876	Syal.g_02288
OG0000673	Prbh.g_00879	Syal.g_02285
OG0000674	Prbh.g_00881	Syal.g_02283
OG0000675	Prbh.g_00882	Syal.g_02282
OG0000676	Prbh.g_00884	Syal.g_02272
OG0000677	Prbh.g_00885	Syal.g_02271
OG0000678	Prbh.g_00887	Syal.g_02264
OG0000679	Prbh.g_00891	Syal.g_02252
OG0000680	Prbh.g_00892	Syal.g_02251
OG0000681	Prbh.g_00895	Syal.g_02248
OG0000682	Prbh.g_00896	Syal.g_02247
OG0000683	Prbh.g_00897	Syal.g_02246
OG0000684	Prbh.g_00898	Syal.g_02242
OG0000685	Prbh.g_00900	Syal.g_02240
OG0000686	Prbh.g_00901	Syal.g_02239
OG0000687	Prbh.g_00902	Syal.g_02237
OG0000688	Prbh.g_01179	Syal.g_02225
OG0000689	Prbh.g_01178	Syal.g_02223
OG0000690	Prbh.g_01177	Syal.g_02222
OG0000691	Prbh.g_01176	Syal.g_02221
OG0000692	Prbh.g_01174	Syal.g_02220
OG0000693	Prbh.g_01173	Syal.g_02218
OG0000694	Prbh.g_01172	Syal.g_02217
OG0000695	Prbh.g_01060	Syal.g_02027
OG0000696	Prbh.g_01061	Syal.g_02026
OG0000697	Prbh.g_01062	Syal.g_02025
OG0000698	Prbh.g_01065	Syal.g_02022
OG0000699	Prbh.g_01066	Syal.g_02021
OG0000700	Prbh.g_01067	Syal.g_02020
OG0000701	Prbh.g_01068	Syal.g_02019
OG0000702	Prbh.g_01070	Syal.g_02011
OG0000703	Prbh.g_01071	Syal.g_02010
OG0000704	Prbh.g_01073	Syal.g_02008
OG0000705	Prbh.g_01079	Syal.g_01999
OG0000706	Prbh.g_01080	Syal.g_01998
OG0000707	Prbh.g_01081	Syal.g_01997
OG0000708	Prbh.g_01083	Syal.g_01994
OG0000709	Prbh.g_01087	Syal.g_01986
OG0000710	Prbh.g_01090	Syal.g_01982
OG0000711	Prbh.g_01106	Syal.g_01954
OG0000712	Prbh.g_01107	Syal.g_01952
OG0000713	Prbh.g_01108	Syal.g_01951
OG0000714	Prbh.g_01109	Syal.g_01948
OG0000715	Prbh.g_01111	Syal.g_01934
OG0000716	Prbh.g_01113	Syal.g_01930
OG0000717	Prbh.g_01114	Syal.g_01929
OG0000718	Prbh.g_01116	Syal.g_01925
OG0000719	Prbh.g_01118	Syal.g_01922
OG0000720	Prbh.g_01129	Syal.g_01908
OG0000721	Prbh.g_01133	Syal.g_01906
OG0000722	Prbh.g_01134	Syal.g_01905
OG0000723	Prbh.g_01138	Syal.g_02433
OG0000724	Prbh.g_01036	Syal.g_01829
OG0000725	Prbh.g_01030	Syal.g_01820
OG0000726	Prbh.g_01029	Syal.g_01819
OG0000727	Prbh.g_01028	Syal.g_01818
OG0000728	Prbh.g_01026	Syal.g_01816
OG0000729	Prbh.g_01351	Syal.g_01510
OG0000730	Prbh.g_01325	Syal.g_00345
OG0000731	Prbh.g_00432	Syal.g_00356
OG0000733	Prbh.g_01867	Syal.g_01105
OG0000734	Prbh.g_01299	Syal.g_00828
OG0000735	Prbh.g_01297	Syal.g_01627
OG0000736	Prbh.g_01296	Syal.g_01628
OG0000737	Prbh.g_01295	Syal.g_01629
OG0000738	Prbh.g_01291	Syal.g_01634
OG0000739	Prbh.g_01290	Syal.g_01645
OG0000740	Prbh.g_01289	Syal.g_01646
OG0000741	Prbh.g_01287	Syal.g_01649
OG0000742	Prbh.g_01284	Syal.g_01652
OG0000743	Prbh.g_01282	Syal.g_01654
OG0000744	Prbh.g_01280	Syal.g_01655
OG0000745	Prbh.g_01279	Syal.g_01657
OG0000746	Prbh.g_01277	Syal.g_01659
OG0000747	Prbh.g_01276	Syal.g_01660
OG0000748	Prbh.g_01272	Syal.g_01674
OG0000749	Prbh.g_01271	Syal.g_01675
OG0000750	Prbh.g_01270	Syal.g_01676
OG0000751	Prbh.g_01267	Syal.g_01688
OG0000752	Prbh.g_01265	Syal.g_01690
OG0000753	Prbh.g_01262	Syal.g_01693
OG0000754	Prbh.g_01260	Syal.g_01698
OG0000755	Prbh.g_01254	Syal.g_01707
OG0000756	Prbh.g_01253	Syal.g_01708
OG0000757	Prbh.g_01246	Syal.g_01715
OG0000758	Prbh.g_01245	Syal.g_01716
OG0000759	Prbh.g_01244	Syal.g_01717
OG0000760	Prbh.g_01243	Syal.g_01718
OG0000761	Prbh.g_01242	Syal.g_01719
OG0000762	Prbh.g_01241	Syal.g_01721
OG0000763	Prbh.g_01239	Syal.g_01723
OG0000764	Prbh.g_01238	Syal.g_01724
OG0000765	Prbh.g_01230	Syal.g_01768
OG0000766	Prbh.g_01229	Syal.g_01767
OG0000767	Prbh.g_01227	Syal.g_01765
OG0000768	Prbh.g_01226	Syal.g_01764
OG0000769	Prbh.g_01224	Syal.g_01762
OG0000770	Prbh.g_01451	Syal.g_01758
OG0000771	Prbh.g_01397	Syal.g_01835
OG0000772	Prbh.g_01845	Syal.g_01641
OG0000773	Prbh.g_01364	Syal.g_01618
OG0000774	Prbh.g_01366	Syal.g_01610
OG0000775	Prbh.g_01368	Syal.g_01608
OG0000776	Prbh.g_01369	Syal.g_01607
OG0000777	Prbh.g_01370	Syal.g_01606
OG0000778	Prbh.g_01371	Syal.g_01605
OG0000779	Prbh.g_01375	Syal.g_01599
OG0000780	Prbh.g_01376	Syal.g_01594
OG0000781	Prbh.g_01379	Syal.g_01590
OG0000782	Prbh.g_01380	Syal.g_01589
OG0000783	Prbh.g_01381	Syal.g_01588
OG0000784	Prbh.g_01382	Syal.g_01587
OG0000785	Prbh.g_01384	Syal.g_01585
OG0000786	Prbh.g_01387	Syal.g_01579
OG0000787	Prbh.g_01388	Syal.g_01578
OG0000788	Prbh.g_00206	Syal.g_02619
OG0000789	Prbh.g_00196	Syal.g_02598
OG0000790	Prbh.g_00014	Syal.g_02883
OG0000791	Prbh.g_00016	Syal.g_02882
OG0000792	Prbh.g_00017	Syal.g_02881
OG0000793	Prbh.g_00021	Syal.g_02876
OG0000794	Prbh.g_00022	Syal.g_02875
OG0000795	Prbh.g_00023	Syal.g_02874
OG0000796	Prbh.g_00027	Syal.g_02870
OG0000797	Prbh.g_00028	Syal.g_02869
OG0000798	Prbh.g_00033	Syal.g_01260
OG0000798	Prbh.g_00062	Syal.g_01372
OG0000799	Prbh.g_00079	Syal.g_01547
OG0000800	Prbh.g_00080	Syal.g_01542
OG0000801	Prbh.g_00081	Syal.g_01541
OG0000802	Prbh.g_00083	Syal.g_01536
OG0000803	Prbh.g_00085	Syal.g_00040
OG0000804	Prbh.g_00086	Syal.g_00036
OG0000805	Prbh.g_00088	Syal.g_00030
OG0000806	Prbh.g_00090	Syal.g_00028
OG0000807	Prbh.g_00091	Syal.g_00026
OG0000808	Prbh.g_00092	Syal.g_00025
OG0000809	Prbh.g_00094	Syal.g_00022
OG0000810	Prbh.g_00095	Syal.g_00021
OG0000811	Prbh.g_00102	Syal.g_00380
OG0000812	Prbh.g_00104	Syal.g_00382
OG0000813	Prbh.g_00105	Syal.g_00383
OG0000814	Prbh.g_00107	Syal.g_00385
OG0000815	Prbh.g_00108	Syal.g_00391
OG0000816	Prbh.g_00110	Syal.g_00393
OG0000817	Prbh.g_00111	Syal.g_00394
OG0000818	Prbh.g_00116	Syal.g_00401
OG0000819	Prbh.g_00117	Syal.g_00402
OG0000820	Prbh.g_00118	Syal.g_00403
OG0000821	Prbh.g_00122	Syal.g_00409
OG0000822	Prbh.g_00123	Syal.g_00411
OG0000823	Prbh.g_00124	Syal.g_00412
OG0000824	Prbh.g_00127	Syal.g_00417
OG0000825	Prbh.g_00128	Syal.g_00418
OG0000826	Prbh.g_00129	Syal.g_00419
OG0000827	Prbh.g_00130	Syal.g_00420
OG0000828	Prbh.g_00133	Syal.g_00423
OG0000829	Prbh.g_00134	Syal.g_00424
OG0000830	Prbh.g_00135	Syal.g_00425
OG0000831	Prbh.g_00137	Syal.g_00427
OG0000832	Prbh.g_00147	Syal.g_02967
OG0000833	Prbh.g_00156	Syal.g_02976
OG0000834	Prbh.g_00157	Syal.g_02979
OG0000835	Prbh.g_00158	Syal.g_02980
OG0000836	Prbh.g_00159	Syal.g_02983
OG0000837	Prbh.g_00160	Syal.g_02984
OG0000838	Prbh.g_00163	Syal.g_02988
OG0000839	Prbh.g_00164	Syal.g_02989
OG0000840	Prbh.g_00165	Syal.g_02990
OG0000841	Prbh.g_00166	Syal.g_02991
OG0000842	Prbh.g_00167	Syal.g_02992
OG0000843	Prbh.g_00168	Syal.g_02993
OG0000844	Prbh.g_00169	Syal.g_02995
OG0000845	Prbh.g_00170	Syal.g_02996
OG0000846	Prbh.g_00171	Syal.g_02997
OG0000847	Prbh.g_00172	Syal.g_02998
OG0000848	Prbh.g_00173	Syal.g_03000
OG0000849	Prbh.g_00174	Syal.g_03001
OG0000850	Prbh.g_00176	Syal.g_03008
OG0000851	Prbh.g_00177	Syal.g_00561
OG0000852	Prbh.g_00178	Syal.g_00562
OG0000853	Prbh.g_00183	Syal.g_00566
OG0000854	Prbh.g_00185	Syal.g_00568
OG0000855	Prbh.g_00186	Syal.g_00569
OG0000856	Prbh.g_01454	Syal.g_02704
OG0000857	Prbh.g_00968	Syal.g_01882
OG0000858	Prbh.g_01789	Syal.g_00576
OG0000859	Prbh.g_01788	Syal.g_00577
OG0000860	Prbh.g_01780	Syal.g_00589
OG0000861	Prbh.g_01779	Syal.g_00590
OG0000862	Prbh.g_01778	Syal.g_00591
OG0000863	Prbh.g_01776	Syal.g_00594
OG0000864	Prbh.g_01775	Syal.g_00595
OG0000865	Prbh.g_01774	Syal.g_00596
OG0000866	Prbh.g_01773	Syal.g_00597
OG0000867	Prbh.g_01772	Syal.g_00598
OG0000868	Prbh.g_01770	Syal.g_00604
OG0000869	Prbh.g_01767	Syal.g_00609
OG0000870	Prbh.g_01762	Syal.g_00614
OG0000871	Prbh.g_01761	Syal.g_00615
OG0000872	Prbh.g_01760	Syal.g_00621
OG0000873	Prbh.g_01757	Syal.g_00624
OG0000874	Prbh.g_01754	Syal.g_00627
OG0000875	Prbh.g_01752	Syal.g_00629
OG0000876	Prbh.g_01751	Syal.g_00631
OG0000877	Prbh.g_01749	Syal.g_00633
OG0000878	Prbh.g_01748	Syal.g_00634
OG0000879	Prbh.g_01747	Syal.g_00635
OG0000880	Prbh.g_01746	Syal.g_00636
OG0000881	Prbh.g_01742	Syal.g_00641
OG0000882	Prbh.g_01737	Syal.g_00646
OG0000883	Prbh.g_01735	Syal.g_00648
OG0000884	Prbh.g_01733	Syal.g_00650
OG0000885	Prbh.g_01732	Syal.g_00651
OG0000886	Prbh.g_01731	Syal.g_00652
OG0000887	Prbh.g_01730	Syal.g_00653
OG0000888	Prbh.g_01728	Syal.g_00655
OG0000889	Prbh.g_01726	Syal.g_00657
OG0000890	Prbh.g_01725	Syal.g_00663
OG0000891	Prbh.g_01724	Syal.g_00664
OG0000892	Prbh.g_01723	Syal.g_00668
OG0000893	Prbh.g_01719	Syal.g_00193
OG0000894	Prbh.g_01716	Syal.g_00196
OG0000895	Prbh.g_01712	Syal.g_00200
OG0000896	Prbh.g_01711	Syal.g_00201
OG0000897	Prbh.g_01709	Syal.g_00203
OG0000898	Prbh.g_01708	Syal.g_00204
OG0000899	Prbh.g_01707	Syal.g_00205
OG0000900	Prbh.g_01706	Syal.g_00206
OG0000901	Prbh.g_01703	Syal.g_00211
OG0000902	Prbh.g_01701	Syal.g_00213
OG0000903	Prbh.g_01697	Syal.g_00227
OG0000904	Prbh.g_01692	Syal.g_00222
OG0000905	Prbh.g_01699	Syal.g_00217
OG0000906	Prbh.g_01700	Syal.g_00215
OG0000907	Prbh.g_01687	Syal.g_00229
OG0000908	Prbh.g_01684	Syal.g_00232
OG0000909	Prbh.g_01683	Syal.g_00233
OG0000910	Prbh.g_01682	Syal.g_00234
OG0000911	Prbh.g_01680	Syal.g_00237
OG0000912	Prbh.g_01679	Syal.g_00238
OG0000913	Prbh.g_01678	Syal.g_00239
OG0000914	Prbh.g_01677	Syal.g_00240
OG0000915	Prbh.g_01676	Syal.g_00241
OG0000916	Prbh.g_01675	Syal.g_00242
OG0000917	Prbh.g_01674	Syal.g_00243
OG0000918	Prbh.g_01673	Syal.g_00244
OG0000919	Prbh.g_01672	Syal.g_00245
OG0000920	Prbh.g_01671	Syal.g_00246
OG0000921	Prbh.g_01670	Syal.g_00247
OG0000922	Prbh.g_01669	Syal.g_00248
OG0000923	Prbh.g_01665	Syal.g_00252
OG0000924	Prbh.g_01664	Syal.g_00253
OG0000925	Prbh.g_01663	Syal.g_00254
OG0000926	Prbh.g_01662	Syal.g_00255
OG0000927	Prbh.g_01660	Syal.g_00257
OG0000928	Prbh.g_01659	Syal.g_00258
OG0000929	Prbh.g_01658	Syal.g_00259
OG0000930	Prbh.g_01657	Syal.g_00260
OG0000931	Prbh.g_01656	Syal.g_00261
OG0000932	Prbh.g_01655	Syal.g_00262
OG0000933	Prbh.g_01651	Syal.g_00268
OG0000934	Prbh.g_01649	Syal.g_00270
OG0000935	Prbh.g_01648	Syal.g_00271
OG0000936	Prbh.g_01647	Syal.g_00272
OG0000937	Prbh.g_01646	Syal.g_00273
OG0000938	Prbh.g_01643	Syal.g_00276
OG0000939	Prbh.g_01642	Syal.g_00277
OG0000940	Prbh.g_01635	Syal.g_00285
OG0000941	Prbh.g_01633	Syal.g_00287
OG0000942	Prbh.g_01631	Syal.g_00289
OG0000943	Prbh.g_01630	Syal.g_00290
OG0000944	Prbh.g_01628	Syal.g_00292
OG0000945	Prbh.g_01627	Syal.g_00294
OG0000946	Prbh.g_01621	Syal.g_00301
OG0000947	Prbh.g_01619	Syal.g_00304
OG0000948	Prbh.g_01618	Syal.g_00305
OG0000949	Prbh.g_01615	Syal.g_01341
OG0000950	Prbh.g_01608	Syal.g_01348
OG0000951	Prbh.g_01604	Syal.g_01353
OG0000952	Prbh.g_01600	Syal.g_01363
OG0000953	Prbh.g_01596	Syal.g_01435
OG0000954	Prbh.g_01592	Syal.g_01443
OG0000955	Prbh.g_01591	Syal.g_01444
OG0000956	Prbh.g_01589	Syal.g_01446
OG0000957	Prbh.g_01583	Syal.g_01457
OG0000958	Prbh.g_01582	Syal.g_01458
OG0000959	Prbh.g_01578	Syal.g_01482
OG0000960	Prbh.g_01577	Syal.g_01483
OG0000961	Prbh.g_01574	Syal.g_01507
OG0000962	Prbh.g_01572	Syal.g_01509
OG0000963	Prbh.g_01568	Syal.g_01514
OG0000964	Prbh.g_01567	Syal.g_01515
OG0000965	Prbh.g_01566	Syal.g_01516
OG0000966	Prbh.g_01560	Syal.g_00176
OG0000967	Prbh.g_01556	Syal.g_00171
OG0000968	Prbh.g_01554	Syal.g_00169
OG0000969	Prbh.g_01553	Syal.g_00167
OG0000970	Prbh.g_01552	Syal.g_00166
OG0000971	Prbh.g_01551	Syal.g_00164
OG0000972	Prbh.g_01550	Syal.g_00163
OG0000973	Prbh.g_01549	Syal.g_00162
OG0000974	Prbh.g_01548	Syal.g_00161
OG0000975	Prbh.g_01547	Syal.g_00160
OG0000976	Prbh.g_01546	Syal.g_00159
OG0000977	Prbh.g_01545	Syal.g_00157
OG0000978	Prbh.g_01544	Syal.g_00156
OG0000979	Prbh.g_01541	Syal.g_00153
OG0000980	Prbh.g_01539	Syal.g_00150
OG0000981	Prbh.g_01536	Syal.g_00147
OG0000982	Prbh.g_01534	Syal.g_01068
OG0000983	Prbh.g_01533	Syal.g_01069
OG0000984	Prbh.g_01532	Syal.g_01070
OG0000985	Prbh.g_01529	Syal.g_01074
OG0000986	Prbh.g_01527	Syal.g_01076
OG0000987	Prbh.g_01526	Syal.g_01080
OG0000988	Prbh.g_01523	Syal.g_01086
OG0000989	Prbh.g_01519	Syal.g_01098
OG0000990	Prbh.g_01514	Syal.g_01118
OG0000991	Prbh.g_01513	Syal.g_01120
OG0000992	Prbh.g_01510	Syal.g_01122
OG0000993	Prbh.g_01509	Syal.g_01123
OG0000994	Prbh.g_01508	Syal.g_01127
OG0000995	Prbh.g_01504	Syal.g_01132
OG0000996	Prbh.g_01503	Syal.g_01162
OG0000997	Prbh.g_01501	Syal.g_01171
OG0000998	Prbh.g_01499	Syal.g_01173
OG0000999	Prbh.g_01498	Syal.g_01174
OG0001000	Prbh.g_01495	Syal.g_01177
OG0001001	Prbh.g_01490	Syal.g_01182
OG0001002	Prbh.g_01485	Syal.g_00082
OG0001003	Prbh.g_01484	Syal.g_00084
OG0001004	Prbh.g_01483	Syal.g_00085
OG0001005	Prbh.g_01482	Syal.g_00087
OG0001006	Prbh.g_01478	Syal.g_00094
OG0001007	Prbh.g_01476	Syal.g_00096
OG0001008	Prbh.g_00395	Syal.g_00524
OG0001009	Prbh.g_00753	Syal.g_00129
OG0001010	Prbh.g_00752	Syal.g_00130
OG0001011	Prbh.g_00751	Syal.g_00131
OG0001012	Prbh.g_00739	Syal.g_01064
OG0001013	Prbh.g_00732	Syal.g_01026
OG0001014	Prbh.g_00729	Syal.g_01022
OG0001015	Prbh.g_00728	Syal.g_01021
OG0001016	Prbh.g_00709	Syal.g_00756
OG0001017	Prbh.g_00705	Syal.g_00762
OG0001018	Prbh.g_00703	Syal.g_00764
OG0001019	Prbh.g_00694	Syal.g_00785
OG0001020	Prbh.g_00693	Syal.g_00796
OG0001021	Prbh.g_00692	Syal.g_00800
OG0001022	Prbh.g_00689	Syal.g_00805
OG0001023	Prbh.g_00688	Syal.g_00806
OG0001024	Prbh.g_00685	Syal.g_00810
OG0001025	Prbh.g_00678	Syal.g_00817
OG0001026	Prbh.g_00670	Syal.g_00830
OG0001027	Prbh.g_00669	Syal.g_00834
OG0001028	Prbh.g_00667	Syal.g_00836
OG0001029	Prbh.g_00666	Syal.g_00838
OG0001030	Prbh.g_00650	Syal.g_00860
OG0001031	Prbh.g_00596	Syal.g_00936
OG0001032	Prbh.g_00595	Syal.g_00938
OG0001033	Prbh.g_00574	Syal.g_00972
OG0001034	Prbh.g_00544	Syal.g_00684
OG0001035	Prbh.g_00524	Syal.g_01226
OG0001036	Prbh.g_00520	Syal.g_01231
OG0001037	Prbh.g_00519	Syal.g_01233
OG0001038	Prbh.g_00501	Syal.g_01261
OG0001039	Prbh.g_00498	Syal.g_01264
OG0001040	Prbh.g_00496	Syal.g_01267
OG0001041	Prbh.g_00491	Syal.g_01272
OG0001042	Prbh.g_00474	Syal.g_01300
OG0001043	Prbh.g_00473	Syal.g_01304
OG0001044	Prbh.g_00440	Syal.g_00346
OG0001045	Prbh.g_00430	Syal.g_00359
OG0001046	Prbh.g_01877	Syal.g_01967
OG0001047	Prbh.g_00393	Syal.g_00522
OG0001048	Prbh.g_00392	Syal.g_00521
OG0001049	Prbh.g_00390	Syal.g_00518
OG0001050	Prbh.g_00389	Syal.g_00517
OG0001051	Prbh.g_00388	Syal.g_00516
OG0001052	Prbh.g_00360	Syal.g_00467
OG0001053	Prbh.g_00348	Syal.g_02900
OG0001054	Prbh.g_00333	Syal.g_02919
OG0001055	Prbh.g_00313	Syal.g_02940
OG0001056	Prbh.g_00293	Syal.g_02833
OG0001057	Prbh.g_00289	Syal.g_01574
OG0001058	Prbh.g_00281	Syal.g_02812
OG0001059	Prbh.g_00277	Syal.g_02808
OG0001060	Prbh.g_00270	Syal.g_02801
OG0001061	Prbh.g_00255	Syal.g_02783
OG0001062	Prbh.g_00253	Syal.g_02781
OG0001063	Prbh.g_00251	Syal.g_02776
OG0001064	Prbh.g_00250	Syal.g_02775
OG0001065	Prbh.g_00249	Syal.g_02774
OG0001066	Prbh.g_00248	Syal.g_02773
OG0001067	Prbh.g_00247	Syal.g_02772
OG0001068	Prbh.g_00246	Syal.g_02771
OG0001069	Prbh.g_00245	Syal.g_02770
OG0001070	Prbh.g_00243	Syal.g_02766
OG0001071	Prbh.g_00242	Syal.g_02765
OG0001072	Prbh.g_00240	Syal.g_02761
OG0001073	Prbh.g_00226	Syal.g_02746
OG0001074	Prbh.g_00214	Syal.g_02575
OG0001075	Prbh.g_00213	Syal.g_02726
OG0001076	Prbh.g_01459	Syal.g_02712
OG0001077	Prbh.g_01453	Syal.g_02702
OG0001078	Prbh.g_01217	Syal.g_02635
OG0001079	Prbh.g_01206	Syal.g_02618
OG0001080	Prbh.g_01200	Syal.g_02514
OG0001081	Prbh.g_01198	Syal.g_02175
OG0001082	Prbh.g_01197	Syal.g_02176
OG0001083	Prbh.g_01192	Syal.g_02184
OG0001084	Prbh.g_01191	Syal.g_02187
OG0001085	Prbh.g_00904	Syal.g_02206
OG0001086	Prbh.g_00905	Syal.g_02208
OG0001087	Prbh.g_00923	Syal.g_01782
OG0001088	Prbh.g_00924	Syal.g_01785
OG0001089	Prbh.g_00935	Syal.g_01811
OG0001090	Prbh.g_00946	Syal.g_01859
OG0001091	Prbh.g_01170	Syal.g_01862
OG0001092	Prbh.g_01169	Syal.g_01864
OG0001093	Prbh.g_01164	Syal.g_02419
OG0001094	Prbh.g_01171	Syal.g_02216
OG0001095	Prbh.g_00966	Syal.g_01879
OG0001096	Prbh.g_00980	Syal.g_02447
OG0001097	Prbh.g_00999	Syal.g_02473
OG0001098	Prbh.g_01019	Syal.g_02083
OG0001099	Prbh.g_00861	Syal.g_00837
OG0001100	Prbh.g_00870	Syal.g_02293
OG0001101	Prbh.g_00872	Syal.g_02292
OG0001102	Prbh.g_00875	Syal.g_02289
OG0001103	Prbh.g_00877	Syal.g_02287
OG0001104	Prbh.g_00899	Syal.g_02241
OG0001105	Prbh.g_00903	Syal.g_02236
OG0001106	Prbh.g_01074	Syal.g_02007
OG0001107	Prbh.g_01084	Syal.g_01993
OG0001108	Prbh.g_01088	Syal.g_01985
OG0001109	Prbh.g_01089	Syal.g_01983
OG0001110	Prbh.g_01091	Syal.g_01981
OG0001111	Prbh.g_01092	Syal.g_01979
OG0001112	Prbh.g_01093	Syal.g_01977
OG0001113	Prbh.g_01094	Syal.g_02244
OG0001114	Prbh.g_01095	Syal.g_01976
OG0001115	Prbh.g_01097	Syal.g_01972
