Orthogroup	Prbh	Pras
OG0000553	Prbh.g_00301	Pras.g_01406
OG0000554	Prbh.g_00295	Pras.g_01411
OG0000555	Prbh.g_00288	Pras.g_01419
OG0000556	Prbh.g_00286	Pras.g_01421
OG0000557	Prbh.g_00285	Pras.g_01422
OG0000558	Prbh.g_00283	Pras.g_01424
OG0000559	Prbh.g_00279	Pras.g_01428
OG0000560	Prbh.g_00276	Pras.g_01431
OG0000561	Prbh.g_00275	Pras.g_01432
OG0000562	Prbh.g_00274	Pras.g_01433
OG0000563	Prbh.g_00273	Pras.g_01434
OG0000564	Prbh.g_00272	Pras.g_01435
OG0000565	Prbh.g_00269	Pras.g_01438
OG0000566	Prbh.g_00265	Pras.g_01440
OG0000567	Prbh.g_00261	Pras.g_01444
OG0000568	Prbh.g_00260	Pras.g_01445
OG0000569	Prbh.g_00259	Pras.g_01446
OG0000570	Prbh.g_00258	Pras.g_01447
OG0000571	Prbh.g_00256	Pras.g_01449
OG0000572	Prbh.g_00244	Pras.g_01463
OG0000573	Prbh.g_00238	Pras.g_01468
OG0000574	Prbh.g_00237	Pras.g_01469
OG0000575	Prbh.g_00233	Pras.g_01473
OG0000576	Prbh.g_00231	Pras.g_01475
OG0000577	Prbh.g_00230	Pras.g_01476
OG0000578	Prbh.g_00229	Pras.g_01477
OG0000579	Prbh.g_00228	Pras.g_01478
OG0000580	Prbh.g_00227	Pras.g_01479
OG0000581	Prbh.g_00224	Pras.g_01481
OG0000582	Prbh.g_00221	Pras.g_01484
OG0000583	Prbh.g_00220	Pras.g_01485
OG0000584	Prbh.g_00219	Pras.g_01486
OG0000585	Prbh.g_00217	Pras.g_01488
OG0000586	Prbh.g_00216	Pras.g_01489
OG0000587	Prbh.g_00215	Pras.g_01490
OG0000588	Prbh.g_01465	Pras.g_01494
OG0000589	Prbh.g_01462	Pras.g_01497
OG0000590	Prbh.g_01461	Pras.g_01498
OG0000591	Prbh.g_01457	Pras.g_01501
OG0000592	Prbh.g_01456	Pras.g_01502
OG0000593	Prbh.g_01221	Pras.g_01508
OG0000594	Prbh.g_01220	Pras.g_01509
OG0000595	Prbh.g_01219	Pras.g_01510
OG0000596	Prbh.g_01216	Pras.g_01514
OG0000597	Prbh.g_01213	Pras.g_01516
OG0000598	Prbh.g_01212	Pras.g_01517
OG0000599	Prbh.g_01209	Pras.g_01520
OG0000600	Prbh.g_01208	Pras.g_01521
OG0000601	Prbh.g_01207	Pras.g_01522
OG0000602	Prbh.g_01205	Pras.g_01524
OG0000603	Prbh.g_01204	Pras.g_01525
OG0000604	Prbh.g_01203	Pras.g_01526
OG0000605	Prbh.g_01202	Pras.g_01527
OG0000606	Prbh.g_01199	Pras.g_01530
OG0000607	Prbh.g_01196	Pras.g_01533
OG0000608	Prbh.g_01195	Pras.g_01534
OG0000609	Prbh.g_01194	Pras.g_01535
OG0000610	Prbh.g_01188	Pras.g_01540
OG0000611	Prbh.g_01185	Pras.g_01543
OG0000612	Prbh.g_01184	Pras.g_01544
OG0000613	Prbh.g_00907	Pras.g_01549
OG0000614	Prbh.g_00928	Pras.g_01568
OG0000615	Prbh.g_00939	Pras.g_01576
OG0000616	Prbh.g_01487	Pras.g_01580
OG0000617	Prbh.g_01167	Pras.g_01612
OG0000618	Prbh.g_01166	Pras.g_01613
OG0000619	Prbh.g_01165	Pras.g_01614
OG0000620	Prbh.g_01162	Pras.g_01617
OG0000621	Prbh.g_01161	Pras.g_01618
OG0000622	Prbh.g_01160	Pras.g_01619
OG0000623	Prbh.g_01159	Pras.g_01620
OG0000624	Prbh.g_01157	Pras.g_01621
OG0000625	Prbh.g_01156	Pras.g_01622
OG0000626	Prbh.g_01155	Pras.g_01623
OG0000627	Prbh.g_01154	Pras.g_01624
OG0000628	Prbh.g_01153	Pras.g_01625
OG0000629	Prbh.g_01151	Pras.g_01626
OG0000630	Prbh.g_01148	Pras.g_01629
OG0000631	Prbh.g_01056	Pras.g_01692
OG0000632	Prbh.g_01057	Pras.g_01693
OG0000633	Prbh.g_01058	Pras.g_01694
OG0000634	Prbh.g_00949	Pras.g_01697
OG0000635	Prbh.g_00950	Pras.g_01698
OG0000636	Prbh.g_00952	Pras.g_01700
OG0000637	Prbh.g_00954	Pras.g_01702
OG0000638	Prbh.g_00955	Pras.g_01703
OG0000639	Prbh.g_00956	Pras.g_01704
OG0000640	Prbh.g_00957	Pras.g_01705
OG0000641	Prbh.g_00961	Pras.g_01709
OG0000642	Prbh.g_00962	Pras.g_01710
OG0000643	Prbh.g_00963	Pras.g_01711
OG0000644	Prbh.g_00964	Pras.g_01712
OG0000645	Prbh.g_00965	Pras.g_01713
OG0000646	Prbh.g_00967	Pras.g_01715
OG0000647	Prbh.g_00969	Pras.g_01716
OG0000648	Prbh.g_00971	Pras.g_01718
OG0000649	Prbh.g_00972	Pras.g_01719
OG0000650	Prbh.g_00973	Pras.g_01720
OG0000651	Prbh.g_00974	Pras.g_01721
OG0000652	Prbh.g_00975	Pras.g_01722
OG0000653	Prbh.g_00977	Pras.g_01724
OG0000654	Prbh.g_00978	Pras.g_01725
OG0000655	Prbh.g_00979	Pras.g_01726
OG0000656	Prbh.g_00982	Pras.g_01729
OG0000657	Prbh.g_00989	Pras.g_01736
OG0000658	Prbh.g_00991	Pras.g_01737
OG0000659	Prbh.g_00992	Pras.g_01738
OG0000660	Prbh.g_00996	Pras.g_01742
OG0000661	Prbh.g_00998	Pras.g_01744
OG0000662	Prbh.g_01001	Pras.g_01746
OG0000663	Prbh.g_01003	Pras.g_01748
OG0000664	Prbh.g_01004	Pras.g_01749
OG0000665	Prbh.g_01010	Pras.g_01753
OG0000666	Prbh.g_01011	Pras.g_01754
OG0000667	Prbh.g_01015	Pras.g_01758
OG0000668	Prbh.g_00857	Pras.g_01788
OG0000669	Prbh.g_00868	Pras.g_01792
OG0000670	Prbh.g_00871	Pras.g_01794
OG0000671	Prbh.g_00873	Pras.g_01796
OG0000672	Prbh.g_00876	Pras.g_01799
OG0000673	Prbh.g_00879	Pras.g_01802
OG0000674	Prbh.g_00881	Pras.g_01804
OG0000675	Prbh.g_00882	Pras.g_01805
OG0000676	Prbh.g_00884	Pras.g_01807
OG0000677	Prbh.g_00885	Pras.g_01808
OG0000678	Prbh.g_00887	Pras.g_01810
OG0000679	Prbh.g_00891	Pras.g_01814
OG0000680	Prbh.g_00892	Pras.g_01815
OG0000681	Prbh.g_00895	Pras.g_01818
OG0000682	Prbh.g_00896	Pras.g_01819
OG0000683	Prbh.g_00897	Pras.g_01820
OG0000684	Prbh.g_00898	Pras.g_01821
OG0000685	Prbh.g_00900	Pras.g_01823
OG0000686	Prbh.g_00901	Pras.g_01824
OG0000687	Prbh.g_00902	Pras.g_01825
OG0000688	Prbh.g_01179	Pras.g_01828
OG0000689	Prbh.g_01178	Pras.g_01829
OG0000690	Prbh.g_01177	Pras.g_01830
OG0000691	Prbh.g_01176	Pras.g_01831
OG0000692	Prbh.g_01174	Pras.g_01833
OG0000693	Prbh.g_01173	Pras.g_01834
OG0000694	Prbh.g_01172	Pras.g_01835
OG0000695	Prbh.g_01060	Pras.g_01837
OG0000696	Prbh.g_01061	Pras.g_01838
OG0000697	Prbh.g_01062	Pras.g_01839
OG0000698	Prbh.g_01065	Pras.g_01842
OG0000699	Prbh.g_01066	Pras.g_01843
OG0000700	Prbh.g_01067	Pras.g_01844
OG0000701	Prbh.g_01068	Pras.g_01845
OG0000702	Prbh.g_01070	Pras.g_01847
OG0000703	Prbh.g_01071	Pras.g_01848
OG0000704	Prbh.g_01073	Pras.g_01849
OG0000705	Prbh.g_01079	Pras.g_01853
OG0000706	Prbh.g_01080	Pras.g_01854
OG0000707	Prbh.g_01081	Pras.g_01855
OG0000708	Prbh.g_01083	Pras.g_01856
OG0000709	Prbh.g_01087	Pras.g_01860
OG0000710	Prbh.g_01090	Pras.g_01863
OG0000711	Prbh.g_01106	Pras.g_01881
OG0000712	Prbh.g_01107	Pras.g_01883
OG0000713	Prbh.g_01108	Pras.g_01884
OG0000714	Prbh.g_01109	Pras.g_01885
OG0000715	Prbh.g_01111	Pras.g_01887
OG0000716	Prbh.g_01113	Pras.g_01889
OG0000717	Prbh.g_01114	Pras.g_01890
OG0000718	Prbh.g_01116	Pras.g_01903
OG0000719	Prbh.g_01118	Pras.g_01905
OG0000720	Prbh.g_01129	Pras.g_01914
OG0000721	Prbh.g_01133	Pras.g_01916
OG0000722	Prbh.g_01134	Pras.g_01917
OG0000723	Prbh.g_01138	Pras.g_01920
OG0000724	Prbh.g_01036	Pras.g_01929
OG0000725	Prbh.g_01030	Pras.g_01935
OG0000726	Prbh.g_01029	Pras.g_01936
OG0000727	Prbh.g_01028	Pras.g_01937
OG0000728	Prbh.g_01026	Pras.g_01939
OG0000729	Prbh.g_01351	Pras.g_01984
OG0000730	Prbh.g_01325	Pras.g_01988
OG0000731	Prbh.g_00432	Pras.g_01992
OG0000733	Prbh.g_01867	Pras.g_00024
OG0000734	Prbh.g_01299	Pras.g_00041
OG0000735	Prbh.g_01297	Pras.g_00043
OG0000736	Prbh.g_01296	Pras.g_00044
OG0000737	Prbh.g_01295	Pras.g_00045
OG0000738	Prbh.g_01291	Pras.g_00049
OG0000739	Prbh.g_01290	Pras.g_00050
OG0000740	Prbh.g_01289	Pras.g_00051
OG0000741	Prbh.g_01287	Pras.g_00052
OG0000742	Prbh.g_01284	Pras.g_00055
OG0000743	Prbh.g_01282	Pras.g_00057
OG0000744	Prbh.g_01280	Pras.g_00058
OG0000745	Prbh.g_01279	Pras.g_00059
OG0000746	Prbh.g_01277	Pras.g_00061
OG0000747	Prbh.g_01276	Pras.g_00062
OG0000748	Prbh.g_01272	Pras.g_00065
OG0000749	Prbh.g_01271	Pras.g_00066
OG0000750	Prbh.g_01270	Pras.g_00067
OG0000751	Prbh.g_01267	Pras.g_00069
OG0000752	Prbh.g_01265	Pras.g_00071
OG0000753	Prbh.g_01262	Pras.g_00074
OG0000754	Prbh.g_01260	Pras.g_00077
OG0000755	Prbh.g_01254	Pras.g_00080
OG0000756	Prbh.g_01253	Pras.g_00081
OG0000757	Prbh.g_01246	Pras.g_00087
OG0000758	Prbh.g_01245	Pras.g_00088
OG0000759	Prbh.g_01244	Pras.g_00089
OG0000760	Prbh.g_01243	Pras.g_00090
OG0000761	Prbh.g_01242	Pras.g_00091
OG0000762	Prbh.g_01241	Pras.g_00092
OG0000763	Prbh.g_01239	Pras.g_00094
OG0000764	Prbh.g_01238	Pras.g_00095
OG0000765	Prbh.g_01230	Pras.g_00105
OG0000766	Prbh.g_01229	Pras.g_00106
OG0000767	Prbh.g_01227	Pras.g_00108
OG0000768	Prbh.g_01226	Pras.g_00109
OG0000769	Prbh.g_01224	Pras.g_00111
OG0000770	Prbh.g_01451	Pras.g_00113
OG0000771	Prbh.g_01397	Pras.g_00122
OG0000772	Prbh.g_01845	Pras.g_00178
OG0000773	Prbh.g_01364	Pras.g_00199
OG0000774	Prbh.g_01366	Pras.g_00201
OG0000775	Prbh.g_01368	Pras.g_00204
OG0000776	Prbh.g_01369	Pras.g_00205
OG0000777	Prbh.g_01370	Pras.g_00206
OG0000778	Prbh.g_01371	Pras.g_00207
OG0000779	Prbh.g_01375	Pras.g_00211
OG0000780	Prbh.g_01376	Pras.g_00212
OG0000781	Prbh.g_01379	Pras.g_00214
OG0000782	Prbh.g_01380	Pras.g_00216
OG0000783	Prbh.g_01381	Pras.g_00217
OG0000784	Prbh.g_01382	Pras.g_00218
OG0000785	Prbh.g_01384	Pras.g_00220
OG0000786	Prbh.g_01387	Pras.g_00223
OG0000787	Prbh.g_01388	Pras.g_00224
OG0000788	Prbh.g_00206	Pras.g_00237
OG0000789	Prbh.g_00196	Pras.g_00240
OG0000790	Prbh.g_00014	Pras.g_00255
OG0000791	Prbh.g_00016	Pras.g_00257
OG0000792	Prbh.g_00017	Pras.g_00258
OG0000793	Prbh.g_00021	Pras.g_00261
OG0000794	Prbh.g_00022	Pras.g_00262
OG0000795	Prbh.g_00023	Pras.g_00263
OG0000796	Prbh.g_00027	Pras.g_00267
OG0000797	Prbh.g_00028	Pras.g_00268
OG0000798	Prbh.g_00033	Pras.g_00286
OG0000799	Prbh.g_00079	Pras.g_00332
OG0000800	Prbh.g_00080	Pras.g_00333
OG0000801	Prbh.g_00081	Pras.g_00334
OG0000802	Prbh.g_00083	Pras.g_00336
OG0000803	Prbh.g_00085	Pras.g_00338
OG0000804	Prbh.g_00086	Pras.g_00339
OG0000805	Prbh.g_00088	Pras.g_00341
OG0000806	Prbh.g_00090	Pras.g_00343
OG0000807	Prbh.g_00091	Pras.g_00344
OG0000808	Prbh.g_00092	Pras.g_00345
OG0000809	Prbh.g_00094	Pras.g_00348
OG0000810	Prbh.g_00095	Pras.g_00349
OG0000811	Prbh.g_00102	Pras.g_00353
OG0000812	Prbh.g_00104	Pras.g_00355
OG0000813	Prbh.g_00105	Pras.g_00356
OG0000814	Prbh.g_00107	Pras.g_00358
OG0000815	Prbh.g_00108	Pras.g_00359
OG0000816	Prbh.g_00110	Pras.g_00361
OG0000817	Prbh.g_00111	Pras.g_00362
OG0000818	Prbh.g_00116	Pras.g_00367
OG0000819	Prbh.g_00117	Pras.g_00368
OG0000820	Prbh.g_00118	Pras.g_00369
OG0000821	Prbh.g_00122	Pras.g_00373
OG0000822	Prbh.g_00123	Pras.g_00374
OG0000823	Prbh.g_00124	Pras.g_00375
OG0000824	Prbh.g_00127	Pras.g_00378
OG0000825	Prbh.g_00128	Pras.g_00379
OG0000826	Prbh.g_00129	Pras.g_00380
OG0000827	Prbh.g_00130	Pras.g_00381
OG0000828	Prbh.g_00133	Pras.g_00385
OG0000829	Prbh.g_00134	Pras.g_00386
OG0000830	Prbh.g_00135	Pras.g_00387
OG0000831	Prbh.g_00137	Pras.g_00389
OG0000832	Prbh.g_00147	Pras.g_00395
OG0000833	Prbh.g_00156	Pras.g_00405
OG0000834	Prbh.g_00157	Pras.g_00406
OG0000835	Prbh.g_00158	Pras.g_00407
OG0000836	Prbh.g_00159	Pras.g_00408
OG0000837	Prbh.g_00160	Pras.g_00409
OG0000838	Prbh.g_00163	Pras.g_00411
OG0000839	Prbh.g_00164	Pras.g_00412
OG0000840	Prbh.g_00165	Pras.g_00413
OG0000841	Prbh.g_00166	Pras.g_00414
OG0000842	Prbh.g_00167	Pras.g_00415
OG0000843	Prbh.g_00168	Pras.g_00416
OG0000844	Prbh.g_00169	Pras.g_00417
OG0000845	Prbh.g_00170	Pras.g_00418
OG0000846	Prbh.g_00171	Pras.g_00419
OG0000847	Prbh.g_00172	Pras.g_00420
OG0000848	Prbh.g_00173	Pras.g_00421
OG0000849	Prbh.g_00174	Pras.g_00422
OG0000850	Prbh.g_00176	Pras.g_00424
OG0000851	Prbh.g_00177	Pras.g_00425
OG0000852	Prbh.g_00178	Pras.g_00426
OG0000853	Prbh.g_00183	Pras.g_00430
OG0000854	Prbh.g_00185	Pras.g_00432
OG0000855	Prbh.g_00186	Pras.g_00433
OG0000856	Prbh.g_01454	Pras.g_00448
OG0000857	Prbh.g_00968	Pras.g_00473
OG0000858	Prbh.g_01789	Pras.g_00544
OG0000859	Prbh.g_01788	Pras.g_00545
OG0000860	Prbh.g_01780	Pras.g_00552
OG0000861	Prbh.g_01779	Pras.g_00553
OG0000862	Prbh.g_01778	Pras.g_00554
OG0000863	Prbh.g_01776	Pras.g_00556
OG0000864	Prbh.g_01775	Pras.g_00557
OG0000865	Prbh.g_01774	Pras.g_00558
OG0000866	Prbh.g_01773	Pras.g_00559
OG0000867	Prbh.g_01772	Pras.g_00560
OG0000868	Prbh.g_01770	Pras.g_00561
OG0000869	Prbh.g_01767	Pras.g_00565
OG0000870	Prbh.g_01762	Pras.g_00570
OG0000871	Prbh.g_01761	Pras.g_00571
OG0000872	Prbh.g_01760	Pras.g_00572
OG0000873	Prbh.g_01757	Pras.g_00575
OG0000874	Prbh.g_01754	Pras.g_00578
OG0000875	Prbh.g_01752	Pras.g_00579
OG0000876	Prbh.g_01751	Pras.g_00580
OG0000877	Prbh.g_01749	Pras.g_00582
OG0000878	Prbh.g_01748	Pras.g_00583
OG0000879	Prbh.g_01747	Pras.g_00584
OG0000880	Prbh.g_01746	Pras.g_00585
OG0000881	Prbh.g_01742	Pras.g_00589
OG0000882	Prbh.g_01737	Pras.g_00594
OG0000883	Prbh.g_01735	Pras.g_00596
OG0000884	Prbh.g_01733	Pras.g_00598
OG0000885	Prbh.g_01732	Pras.g_00599
OG0000886	Prbh.g_01731	Pras.g_00600
OG0000887	Prbh.g_01730	Pras.g_00601
OG0000888	Prbh.g_01728	Pras.g_00603
OG0000889	Prbh.g_01726	Pras.g_00605
OG0000890	Prbh.g_01725	Pras.g_00606
OG0000891	Prbh.g_01724	Pras.g_00607
OG0000892	Prbh.g_01723	Pras.g_00609
OG0000893	Prbh.g_01719	Pras.g_00613
OG0000894	Prbh.g_01716	Pras.g_00615
OG0000895	Prbh.g_01712	Pras.g_00618
OG0000896	Prbh.g_01711	Pras.g_00619
OG0000897	Prbh.g_01709	Pras.g_00621
OG0000898	Prbh.g_01708	Pras.g_00622
OG0000899	Prbh.g_01707	Pras.g_00623
OG0000900	Prbh.g_01706	Pras.g_00624
OG0000901	Prbh.g_01703	Pras.g_00627
OG0000902	Prbh.g_01701	Pras.g_00629
OG0000903	Prbh.g_01697	Pras.g_00632
OG0000904	Prbh.g_01692	Pras.g_00634
OG0000905	Prbh.g_01699	Pras.g_00639
OG0000906	Prbh.g_01700	Pras.g_00640
OG0000907	Prbh.g_01687	Pras.g_00645
OG0000908	Prbh.g_01684	Pras.g_00648
OG0000909	Prbh.g_01683	Pras.g_00649
OG0000910	Prbh.g_01682	Pras.g_00650
OG0000911	Prbh.g_01680	Pras.g_00652
OG0000912	Prbh.g_01679	Pras.g_00653
OG0000913	Prbh.g_01678	Pras.g_00654
OG0000914	Prbh.g_01677	Pras.g_00655
OG0000915	Prbh.g_01676	Pras.g_00656
OG0000916	Prbh.g_01675	Pras.g_00657
OG0000917	Prbh.g_01674	Pras.g_00658
OG0000918	Prbh.g_01673	Pras.g_00659
OG0000919	Prbh.g_01672	Pras.g_00660
OG0000920	Prbh.g_01671	Pras.g_00661
OG0000921	Prbh.g_01670	Pras.g_00662
OG0000922	Prbh.g_01669	Pras.g_00663
OG0000923	Prbh.g_01665	Pras.g_00667
OG0000924	Prbh.g_01664	Pras.g_00668
OG0000925	Prbh.g_01663	Pras.g_00669
OG0000926	Prbh.g_01662	Pras.g_00670
OG0000927	Prbh.g_01660	Pras.g_00672
OG0000928	Prbh.g_01659	Pras.g_00673
OG0000929	Prbh.g_01658	Pras.g_00674
OG0000930	Prbh.g_01657	Pras.g_00675
OG0000931	Prbh.g_01656	Pras.g_00676
OG0000932	Prbh.g_01655	Pras.g_00677
OG0000933	Prbh.g_01651	Pras.g_00681
OG0000934	Prbh.g_01649	Pras.g_00683
OG0000935	Prbh.g_01648	Pras.g_00684
OG0000936	Prbh.g_01647	Pras.g_00685
OG0000937	Prbh.g_01646	Pras.g_00686
OG0000938	Prbh.g_01643	Pras.g_00688
OG0000939	Prbh.g_01642	Pras.g_00689
OG0000940	Prbh.g_01635	Pras.g_00696
OG0000941	Prbh.g_01633	Pras.g_00698
OG0000942	Prbh.g_01631	Pras.g_00700
OG0000943	Prbh.g_01630	Pras.g_00701
OG0000944	Prbh.g_01628	Pras.g_00702
OG0000945	Prbh.g_01627	Pras.g_00703
OG0000946	Prbh.g_01621	Pras.g_00707
OG0000947	Prbh.g_01619	Pras.g_00709
OG0000948	Prbh.g_01618	Pras.g_00710
OG0000949	Prbh.g_01615	Pras.g_00713
OG0000950	Prbh.g_01608	Pras.g_00718
OG0000951	Prbh.g_01604	Pras.g_00722
OG0000952	Prbh.g_01600	Pras.g_00726
OG0000953	Prbh.g_01596	Pras.g_00729
OG0000954	Prbh.g_01592	Pras.g_00733
OG0000955	Prbh.g_01591	Pras.g_00734
OG0000956	Prbh.g_01589	Pras.g_00736
OG0000957	Prbh.g_01583	Pras.g_00741
OG0000958	Prbh.g_01582	Pras.g_00742
OG0000959	Prbh.g_01578	Pras.g_00746
OG0000960	Prbh.g_01577	Pras.g_00747
OG0000961	Prbh.g_01574	Pras.g_00749
OG0000962	Prbh.g_01572	Pras.g_00751
OG0000963	Prbh.g_01568	Pras.g_00755
OG0000964	Prbh.g_01567	Pras.g_00756
OG0000965	Prbh.g_01566	Pras.g_00757
OG0000966	Prbh.g_01560	Pras.g_00765
OG0000967	Prbh.g_01556	Pras.g_00770
OG0000968	Prbh.g_01554	Pras.g_00772
OG0000969	Prbh.g_01553	Pras.g_00773
OG0000970	Prbh.g_01552	Pras.g_00774
OG0000971	Prbh.g_01551	Pras.g_00775
OG0000972	Prbh.g_01550	Pras.g_00776
OG0000973	Prbh.g_01549	Pras.g_00777
OG0000974	Prbh.g_01548	Pras.g_00778
OG0000975	Prbh.g_01547	Pras.g_00779
OG0000976	Prbh.g_01546	Pras.g_00780
OG0000977	Prbh.g_01545	Pras.g_00781
OG0000978	Prbh.g_01544	Pras.g_00782
OG0000979	Prbh.g_01541	Pras.g_00785
OG0000980	Prbh.g_01539	Pras.g_00787
OG0000981	Prbh.g_01536	Pras.g_00789
OG0000982	Prbh.g_01534	Pras.g_00791
OG0000983	Prbh.g_01533	Pras.g_00792
OG0000984	Prbh.g_01532	Pras.g_00793
OG0000985	Prbh.g_01529	Pras.g_00796
OG0000986	Prbh.g_01527	Pras.g_00798
OG0000987	Prbh.g_01526	Pras.g_00799
OG0000988	Prbh.g_01523	Pras.g_00802
OG0000989	Prbh.g_01519	Pras.g_00805
OG0000990	Prbh.g_01514	Pras.g_00808
OG0000991	Prbh.g_01513	Pras.g_00809
OG0000992	Prbh.g_01510	Pras.g_00812
OG0000993	Prbh.g_01509	Pras.g_00813
OG0000994	Prbh.g_01508	Pras.g_00814
OG0000995	Prbh.g_01504	Pras.g_00818
OG0000996	Prbh.g_01503	Pras.g_00819
OG0000997	Prbh.g_01501	Pras.g_00820
OG0000998	Prbh.g_01499	Pras.g_00822
OG0000999	Prbh.g_01498	Pras.g_00823
OG0001000	Prbh.g_01495	Pras.g_00826
OG0001001	Prbh.g_01490	Pras.g_00828
OG0001002	Prbh.g_01485	Pras.g_00832
OG0001003	Prbh.g_01484	Pras.g_00834
OG0001004	Prbh.g_01483	Pras.g_00835
OG0001005	Prbh.g_01482	Pras.g_00836
OG0001006	Prbh.g_01478	Pras.g_00840
OG0001007	Prbh.g_01476	Pras.g_00842
OG0001008	Prbh.g_00395	Pras.g_01315
OG0001009	Prbh.g_00753	Pras.g_00869
OG0001010	Prbh.g_00752	Pras.g_00870
OG0001011	Prbh.g_00751	Pras.g_00871
OG0001012	Prbh.g_00739	Pras.g_00896
OG0001013	Prbh.g_00732	Pras.g_00901
OG0001014	Prbh.g_00729	Pras.g_00904
OG0001015	Prbh.g_00728	Pras.g_00905
OG0001016	Prbh.g_00709	Pras.g_00924
OG0001017	Prbh.g_00705	Pras.g_00928
OG0001018	Prbh.g_00703	Pras.g_00931
OG0001019	Prbh.g_00694	Pras.g_00940
OG0001020	Prbh.g_00693	Pras.g_00941
OG0001021	Prbh.g_00692	Pras.g_00942
OG0001022	Prbh.g_00689	Pras.g_00945
OG0001023	Prbh.g_00688	Pras.g_00946
OG0001024	Prbh.g_00685	Pras.g_00949
OG0001025	Prbh.g_00678	Pras.g_00955
OG0001026	Prbh.g_00670	Pras.g_00962
OG0001027	Prbh.g_00669	Pras.g_00963
OG0001028	Prbh.g_00667	Pras.g_00965
OG0001029	Prbh.g_00666	Pras.g_00966
OG0001030	Prbh.g_00650	Pras.g_00981
OG0001031	Prbh.g_00596	Pras.g_01037
OG0001032	Prbh.g_00595	Pras.g_01038
OG0001033	Prbh.g_00574	Pras.g_01060
OG0001034	Prbh.g_00544	Pras.g_01088
OG0001035	Prbh.g_00524	Pras.g_01106
OG0001036	Prbh.g_00520	Pras.g_01111
OG0001037	Prbh.g_00519	Pras.g_01112
OG0001038	Prbh.g_00501	Pras.g_01130
OG0001039	Prbh.g_00498	Pras.g_01133
OG0001040	Prbh.g_00496	Pras.g_01135
OG0001041	Prbh.g_00491	Pras.g_01139
OG0001042	Prbh.g_00474	Pras.g_01156
OG0001043	Prbh.g_00473	Pras.g_01157
OG0001044	Prbh.g_00440	Pras.g_01186
OG0001045	Prbh.g_00430	Pras.g_01195
OG0001046	Prbh.g_01877	Pras.g_01232
OG0001047	Prbh.g_00393	Pras.g_01317
OG0001048	Prbh.g_00392	Pras.g_01318
OG0001049	Prbh.g_00390	Pras.g_01320
OG0001050	Prbh.g_00389	Pras.g_01321
OG0001051	Prbh.g_00388	Pras.g_01322
OG0001052	Prbh.g_00360	Pras.g_01349
OG0001053	Prbh.g_00348	Pras.g_01361
OG0001054	Prbh.g_00333	Pras.g_01376
OG0001055	Prbh.g_00313	Pras.g_01395
OG0001056	Prbh.g_00293	Pras.g_01413
OG0001057	Prbh.g_00289	Pras.g_01418
OG0001058	Prbh.g_00281	Pras.g_01426
OG0001059	Prbh.g_00277	Pras.g_01430
OG0001060	Prbh.g_00270	Pras.g_01437
OG0001061	Prbh.g_00255	Pras.g_01450
OG0001062	Prbh.g_00253	Pras.g_01452
OG0001063	Prbh.g_00251	Pras.g_01454
OG0001064	Prbh.g_00250	Pras.g_01455
OG0001065	Prbh.g_00249	Pras.g_01456
OG0001066	Prbh.g_00248	Pras.g_01457
OG0001067	Prbh.g_00247	Pras.g_01459
OG0001068	Prbh.g_00246	Pras.g_01460
OG0001069	Prbh.g_00245	Pras.g_01461
OG0001070	Prbh.g_00243	Pras.g_01464
OG0001071	Prbh.g_00242	Pras.g_01465
OG0001072	Prbh.g_00240	Pras.g_01466
OG0001073	Prbh.g_00226	Pras.g_01480
OG0001074	Prbh.g_00214	Pras.g_01491
OG0001075	Prbh.g_00213	Pras.g_01492
OG0001076	Prbh.g_01459	Pras.g_01500
OG0001077	Prbh.g_01453	Pras.g_01504
OG0001078	Prbh.g_01217	Pras.g_01512
OG0001079	Prbh.g_01206	Pras.g_01523
OG0001080	Prbh.g_01200	Pras.g_01529
OG0001081	Prbh.g_01198	Pras.g_01531
OG0001082	Prbh.g_01197	Pras.g_01532
OG0001083	Prbh.g_01192	Pras.g_01537
OG0001084	Prbh.g_01191	Pras.g_01538
OG0001085	Prbh.g_00904	Pras.g_01546
OG0001086	Prbh.g_00905	Pras.g_01547
OG0001087	Prbh.g_00923	Pras.g_01564
OG0001088	Prbh.g_00924	Pras.g_01565
OG0001089	Prbh.g_00935	Pras.g_01573
OG0001090	Prbh.g_00946	Pras.g_01607
OG0001091	Prbh.g_01170	Pras.g_01609
OG0001092	Prbh.g_01169	Pras.g_01610
OG0001093	Prbh.g_01164	Pras.g_01615
OG0001094	Prbh.g_01171	Pras.g_01695
OG0001095	Prbh.g_00966	Pras.g_01714
OG0001096	Prbh.g_00980	Pras.g_01727
OG0001097	Prbh.g_00999	Pras.g_01745
OG0001098	Prbh.g_01019	Pras.g_01760
OG0001099	Prbh.g_00861	Pras.g_01791
OG0001100	Prbh.g_00870	Pras.g_01793
OG0001101	Prbh.g_00872	Pras.g_01795
OG0001102	Prbh.g_00875	Pras.g_01798
OG0001103	Prbh.g_00877	Pras.g_01800
OG0001104	Prbh.g_00899	Pras.g_01822
OG0001105	Prbh.g_00903	Pras.g_01826
OG0001106	Prbh.g_01074	Pras.g_01850
OG0001107	Prbh.g_01084	Pras.g_01857
OG0001108	Prbh.g_01088	Pras.g_01861
OG0001109	Prbh.g_01089	Pras.g_01862
OG0001110	Prbh.g_01091	Pras.g_01864
OG0001111	Prbh.g_01092	Pras.g_01865
OG0001112	Prbh.g_01093	Pras.g_01866
